ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1183508.69,40.94,27.32,705923.85,24.42
1183221.16,40.93,27.31,705788.5,24.42
1183084.96,40.94,27.32,705754.68,24.42
1183306.28,40.96,27.34,706153.21,24.44
1183149.19,40.96,27.33,706016.14,24.44
1183563.92,40.97,27.35,707400.93,24.49
1183796.67,40.99,27.37,707628.84,24.5
1184030.85,41.0,27.38,709722.98,24.58
1183898.51,41.01,27.39,709080.89,24.56
1183702.12,41.01,27.39,708821.72,24.56
1183923.44,41.03,27.41,708821.72,24.56
1183975.37,41.04,27.42,709728.86,24.6
1183839.17,41.05,27.43,709459.18,24.6
1183839.17,41.05,27.43,709690.02,24.61
1184060.49,41.06,27.44,710476.97,24.64
1184281.81,41.08,27.46,710461.34,24.64
1184422.4,41.08,27.46,710628.59,24.65
1184474.33,41.1,27.48,711198.12,24.68
1184338.12,41.11,27.49,711193.46,24.68
1184201.92,41.12,27.5,711191.43,24.69
1184065.71,41.13,27.5,712167.97,24.74
1183929.51,41.14,27.51,712158.42,24.74
1183981.44,41.15,27.53,712157.36,24.75
1185107.34,41.2,27.58,712767.7,24.78
1185279.15,41.21,27.59,713342.88,24.8
1185142.94,41.22,27.6,713307.84,24.81
1186196.18,41.27,27.64,713379.3,24.82
1186183.11,41.27,27.65,713280.21,24.82
1186451.24,41.28,27.66,713297.38,24.82
1186503.17,41.3,27.67,713297.38,24.83
1186503.17,41.3,27.67,713297.38,24.83
1186366.97,41.31,27.68,713850.43,24.85
1186418.9,41.32,27.7,714066.04,24.87
1186121.37,41.31,27.69,714090.26,24.87
1186639.08,41.35,27.73,716827.56,24.98
1186273.44,41.34,27.72,717269.46,25.0
1186137.23,41.35,27.73,717246.62,25.01
1186335.58,41.37,27.75,719045.33,25.08
1186590.64,41.39,27.77,719110.03,25.08
1186590.64,41.39,27.77,719110.03,25.08
1186675.0,41.4,27.78,718997.79,25.08
1186675.0,41.4,27.78,719119.17,25.09
1186726.94,41.41,27.79,719390.19,25.11
1186995.07,41.43,27.81,719390.38,25.11
1187047.0,41.44,27.82,719390.38,25.12
1186980.41,41.44,27.82,719525.06,25.12
1187359.86,41.47,27.85,721876.94,25.21
1187406.89,41.48,27.86,721972.38,25.22
1187458.82,41.49,27.87,721970.89,25.23
1187510.75,41.51,27.89,721889.87,25.23
1187216.48,41.5,27.88,721397.51,25.22
1187080.27,41.51,27.89,721381.59,25.23
1187166.95,41.52,27.9,722207.88,25.26
1187030.75,41.53,27.9,722207.07,25.26
1186733.22,41.52,27.9,722148.97,25.27
1186785.15,41.54,27.91,722383.05,25.28
1186956.96,41.55,27.93,722391.96,25.29
1187008.89,41.56,27.94,722301.35,25.29
1187060.83,41.58,27.96,722293.62,25.3
1187060.83,41.58,27.96,722293.62,25.3
1187112.76,41.59,27.97,722410.03,25.31
1187112.76,41.59,27.97,722473.93,25.31
1187112.76,41.59,27.97,722473.93,25.31
1187284.57,41.61,27.99,722473.93,25.32
1187465.08,41.62,27.99,722527.1,25.32
1187473.0,41.62,28.0,722409.21,25.32
1187733.79,41.64,28.02,723821.82,25.38
1187585.55,41.64,28.02,723783.45,25.38
1187637.48,41.65,28.03,724209.75,25.4
1187573.25,41.66,28.04,724042.02,25.4
1187573.25,41.66,28.04,724042.02,25.4
1187573.25,41.66,28.04,724042.02,25.4
1187437.04,41.67,28.05,725855.64,25.47
1187488.97,41.69,28.07,725846.96,25.48
1187540.9,41.7,28.08,725854.04,25.49
1187368.7,41.7,28.08,726010.52,25.5
1187420.63,41.72,28.1,726002.49,25.51
1188709.37,41.76,28.14,729217.75,25.62
1188621.86,41.76,28.14,729336.79,25.63
1188485.65,41.77,28.15,729336.79,25.64
1188508.43,41.78,28.16,730324.85,25.67
1188528.04,41.78,28.16,732999.05,25.77
1188391.83,41.79,28.17,733089.0,25.78
1188443.76,41.81,28.18,733089.0,25.79
1188615.57,41.82,28.2,733209.14,25.8
1188787.38,41.84,28.22,733209.14,25.8
1188787.38,41.84,28.22,733365.22,25.81
1188489.86,41.83,28.21,732821.73,25.79
1188711.18,41.85,28.23,733553.1,25.82
1188979.31,41.86,28.24,733263.79,25.82
1188979.31,41.86,28.24,733263.79,25.82
1188843.1,41.87,28.25,733208.36,25.82
1188706.9,41.88,28.26,733172.52,25.83
1188409.37,41.88,28.26,732889.52,25.83
1188461.3,41.89,28.27,732924.95,25.83
1188513.23,41.91,28.29,732921.56,25.84
1188377.03,41.92,28.3,733314.51,25.87
1188428.96,41.93,28.31,734198.04,25.9
1188415.89,41.93,28.31,733591.51,25.88
1188353.53,41.93,28.31,733082.45,25.87
1188353.53,41.93,28.31,733082.45,25.87
1188353.53,41.93,28.31,733082.45,25.87
1188574.85,41.95,28.33,733272.17,25.88
1188296.83,41.94,28.32,733193.36,25.88
1188081.19,41.94,28.32,732917.84,25.87
1188081.19,41.94,28.32,732687.95,25.86
1188336.25,41.96,28.34,733052.42,25.88
1188393.08,41.97,28.35,732953.55,25.89
1188774.92,41.99,28.37,733376.32,25.9
1189049.73,42.01,28.39,732705.83,25.89
1188913.52,42.02,28.4,733242.92,25.91
1189176.85,42.04,28.42,733200.49,25.92
1189199.63,42.05,28.43,734418.03,25.97
1189063.43,42.06,28.44,734461.67,25.98
1189076.07,42.07,28.45,738217.07,26.12
1189297.39,42.09,28.47,738217.07,26.12
1189349.32,42.1,28.48,738221.85,26.13
1189641.03,42.13,28.51,737494.53,26.12
1189862.35,42.14,28.52,738217.67,26.15
1189862.35,42.14,28.52,738217.67,26.15
1191215.45,42.19,28.57,741048.21,26.25
1190917.92,42.19,28.57,740751.19,26.24
1190781.72,42.2,28.58,741181.55,26.26
1191599.2,42.23,28.61,741427.87,26.28
1191599.2,42.23,28.61,740923.3,26.26
1195079.57,42.35,28.73,742123.48,26.3
1195126.6,42.37,28.75,742251.71,26.31
1194948.58,42.36,28.74,741967.87,26.3
1194790.44,42.36,28.74,742502.65,26.32
1194591.35,42.36,28.74,742396.05,26.32
1194455.14,42.37,28.75,742272.05,26.33
1194507.07,42.38,28.76,743385.54,26.38
1194507.07,42.38,28.76,743411.81,26.38
1195145.78,42.42,28.8,744531.74,26.43
1195197.71,42.43,28.81,744525.91,26.43
1195369.52,42.45,28.83,745686.43,26.48
1195369.52,42.45,28.83,745686.43,26.48
1195233.32,42.46,28.84,745672.78,26.49
1194935.79,42.46,28.84,745364.03,26.48
1194863.91,42.46,28.84,745361.24,26.49
1194705.77,42.46,28.83,745228.98,26.48
1194569.57,42.47,28.84,745283.15,26.49
1194419.98,42.46,28.84,745344.78,26.5
1194688.11,42.48,28.86,746329.46,26.54
1194909.43,42.49,28.87,746465.93,26.55
1194621.91,42.49,28.87,746576.68,26.55
1194630.5,42.5,28.88,746479.23,26.56
1194677.53,42.52,28.9,746551.15,26.57
1194849.34,42.53,28.91,746551.15,26.58
1194527.64,42.53,28.91,746001.22,26.56
1194527.64,42.53,28.91,745992.47,26.56
1194579.57,42.54,28.92,745540.81,26.55
1194443.36,42.55,28.93,745538.75,26.56
1194985.9,42.58,28.96,745265.28,26.56
1194849.69,42.59,28.97,746198.33,26.6
1194463.33,42.59,28.97,745890.23,26.6
1194673.03,42.61,28.99,745847.09,26.6
1194536.82,42.63,29.0,746141.32,26.62
1194757.1,42.64,29.02,746135.85,26.63
1194757.1,42.64,29.02,746061.75,26.63
1198188.25,42.76,29.14,749106.19,26.74
1198052.04,42.78,29.15,749106.19,26.75
1197915.84,42.79,29.16,749077.17,26.75
1197915.84,42.79,29.16,749263.69,26.76
1197962.87,42.8,29.18,750718.31,26.82
1197860.2,42.81,29.19,751936.8,26.87
1198033.55,42.82,29.2,752270.83,26.89
1198033.55,42.82,29.2,751941.25,26.87
1197736.02,42.81,29.19,751797.39,26.87
1197448.5,42.81,29.19,751503.27,26.87
1197298.91,42.81,29.19,751226.0,26.86
1197682.98,42.84,29.22,751007.9,26.86
1197546.78,42.85,29.23,750998.51,26.87
1197598.71,42.86,29.24,749392.47,26.82
1197820.03,42.88,29.26,750847.71,26.88
1197871.96,42.89,29.27,750920.58,26.89
1197735.76,42.9,29.28,751221.41,26.91
1197599.55,42.91,29.29,751450.65,26.93
1197819.83,42.93,29.31,751586.67,26.94
1198546.71,42.96,29.34,752229.96,26.97
1198546.71,42.96,29.34,752229.96,26.97
1198360.21,42.97,29.34,752740.93,26.99
1198297.52,42.98,29.36,752938.56,27.01
1198161.31,42.99,29.37,752584.73,27.0
1198161.31,42.99,29.37,752607.81,27.0
1198333.13,43.01,29.38,753501.55,27.04
1198660.71,43.02,29.4,753520.36,27.04
1198660.71,43.02,29.4,753520.36,27.04
1198660.71,43.02,29.4,753469.9,27.04
1198524.51,43.03,29.41,753818.72,27.06
1198745.83,43.05,29.43,754142.14,27.08
1198732.83,43.05,29.43,754395.25,27.09
1198904.64,43.07,29.44,754613.79,27.11
1199226.28,43.08,29.46,754609.96,27.11
1199029.89,43.08,29.46,754473.76,27.11
1199081.82,43.09,29.47,754133.02,27.1
1199081.82,43.09,29.47,754132.84,27.1
1198945.61,43.11,29.48,754996.12,27.14
1199165.89,43.12,29.5,756075.49,27.19
1199387.21,43.14,29.52,756070.82,27.19
1199387.21,43.14,29.52,756842.63,27.22
1199021.57,43.13,29.51,757047.7,27.23
1199073.5,43.15,29.53,756965.83,27.24
1198937.3,43.16,29.54,756957.79,27.25
1198989.23,43.17,29.55,756949.6,27.26
1198792.84,43.17,29.55,756900.75,27.26
1198844.77,43.19,29.57,757020.39,27.27
1199066.09,43.2,29.58,758070.13,27.31
1198788.07,43.2,29.58,757819.93,27.31
1198661.67,43.21,29.59,757701.23,27.31
1198697.31,43.22,29.6,757117.31,27.3
1198450.49,43.23,29.61,756533.34,27.29
1198309.39,43.24,29.62,757090.48,27.32
1198011.86,43.23,29.61,756454.01,27.3
1197714.34,43.23,29.61,756454.01,27.3
1197844.35,43.24,29.61,759304.66,27.41
1198335.38,43.26,29.64,759279.96,27.41
1198199.17,43.27,29.65,759286.6,27.42
1198454.23,43.29,29.66,759010.01,27.41
1198695.15,43.3,29.68,761900.25,27.52
1198747.09,43.32,29.7,762060.32,27.54
1198610.88,43.33,29.71,762779.2,27.57
1198662.81,43.34,29.72,762779.2,27.58
1198526.61,43.35,29.73,763119.43,27.6
1198272.71,43.35,29.73,762819.69,27.6
1198324.65,43.36,29.74,762819.69,27.6
1198376.58,43.38,29.76,763816.06,27.65
1198548.39,43.4,29.77,764286.72,27.67
1198600.32,43.41,29.79,764286.72,27.68
1198652.25,43.42,29.8,764167.82,27.68
1198455.86,43.42,29.8,764152.76,27.69
1198081.53,43.42,29.8,764149.26,27.69
1198133.46,43.44,29.82,764163.18,27.7
1197997.25,43.45,29.83,764483.03,27.73
1197861.05,43.46,29.84,764480.32,27.74
1198643.06,43.5,29.88,764629.02,27.75
1198506.86,43.51,29.89,764532.05,27.76
1198683.57,43.53,29.91,764395.57,27.76
1198683.57,43.53,29.91,764268.07,27.75
1198547.36,43.54,29.92,764282.58,27.76
1198547.36,43.54,29.92,764274.82,27.76
1198719.17,43.56,29.94,764368.18,27.77
1198531.16,43.55,29.93,764103.8,27.77
1198752.48,43.57,29.95,764103.8,27.77
1198804.41,43.58,29.96,763983.36,27.78
1198856.34,43.6,29.98,763855.85,27.78
1198720.14,43.61,29.99,763877.98,27.79
1198867.67,43.62,30.0,764251.63,27.81
1198570.14,43.62,30.0,764094.67,27.81
1198622.08,43.64,30.01,764086.5,27.82
1198890.21,43.65,30.03,764157.55,27.82
1198754.0,43.66,30.04,764139.45,27.83
1198754.0,43.66,30.04,764686.86,27.85
1201728.72,43.77,30.15,766118.45,27.9
1201780.65,43.78,30.16,766267.98,27.92
1202102.29,43.8,30.18,767347.93,27.96
1202429.88,43.81,30.19,768113.79,27.99
1202481.82,43.83,30.21,768103.3,28.0
1202703.14,43.85,30.22,768103.3,28.0
1202441.88,43.84,30.22,767835.66,28.0
1202662.15,43.86,30.24,767890.1,28.0
1202662.15,43.86,30.24,767890.1,28.0
1202364.63,43.86,30.23,767890.1,28.01
1202364.63,43.86,30.23,767874.94,28.01
1202228.42,43.87,30.25,769102.08,28.06
1202092.22,43.88,30.26,769102.08,28.07
1201988.95,43.88,30.26,768952.42,28.07
1201852.74,43.89,30.27,769063.89,28.08
1201904.67,43.9,30.28,769901.98,28.12
1201956.61,43.92,30.3,769594.03,28.12
1202193.73,43.94,30.32,769558.59,28.13
1202193.73,43.94,30.32,769610.0,28.13
1202193.73,43.94,30.32,769607.46,28.13
1201899.46,43.94,30.32,769607.79,28.13
1201763.26,43.95,30.33,769607.1,28.14
1201627.05,43.96,30.34,770644.21,28.19
1203643.83,44.03,30.41,771976.87,28.24
1203695.76,44.05,30.43,772256.74,28.26
1203747.69,44.06,30.44,772248.4,28.27
1203799.62,44.08,30.46,772328.9,28.28
1203799.62,44.08,30.46,772332.51,28.28
1203663.42,44.09,30.47,772547.07,28.3
1203663.42,44.09,30.47,772547.07,28.3
1203715.35,44.1,30.48,772547.07,28.31
1203579.14,44.11,30.49,772497.06,28.31
1203442.94,44.13,30.5,772497.06,28.32
1203306.73,44.14,30.52,772464.15,28.33
1203358.67,44.15,30.53,772319.67,28.34
1203530.48,44.17,30.55,772591.43,28.35
1203582.41,44.18,30.56,772591.43,28.36
1203582.41,44.18,30.56,774426.98,28.43
1205801.95,44.27,30.64,777511.02,28.54
1205801.95,44.27,30.64,778274.24,28.57
1206030.02,44.28,30.66,778260.12,28.57
1205921.88,44.28,30.66,778626.38,28.59
1205785.68,44.29,30.67,778620.36,28.6
1206007.0,44.31,30.69,778772.68,28.61
1206276.44,44.32,30.7,779233.39,28.63
1206328.37,44.34,30.72,779445.01,28.65
1206056.66,44.33,30.71,779152.3,28.64
1206108.6,44.35,30.73,779207.1,28.65
1205972.39,44.36,30.74,779152.43,28.66
1206024.32,44.37,30.75,779532.91,28.68
1206196.13,44.39,30.77,779946.03,28.7
1206074.63,44.4,30.78,779802.05,28.71
1206295.95,44.42,30.8,780227.33,28.73
1206295.95,44.42,30.8,780247.83,28.73
1206342.98,44.43,30.81,780091.25,28.73
1206206.78,44.44,30.82,780787.17,28.77
1206206.78,44.44,30.82,780784.72,28.77
1206258.71,44.46,30.84,781726.5,28.81
1208406.52,44.54,30.92,783796.06,28.89
1208578.33,44.56,30.94,783796.06,28.9
1209388.85,44.59,30.97,784004.84,28.91
1209610.17,44.6,30.98,783989.17,28.91
1209610.17,44.6,30.98,783982.32,28.91
1209610.17,44.6,30.98,783817.42,28.9
1209662.1,44.62,31.0,783681.4,28.91
1209714.03,44.63,31.01,783838.21,28.92
1210035.68,44.65,31.03,784385.3,28.94
1209941.72,44.66,31.04,785614.33,29.0
1209805.52,44.67,31.05,786617.67,29.05
1209857.45,44.69,31.07,786617.67,29.06
1210125.12,44.71,31.09,787179.24,29.08
1209988.91,44.72,31.1,787177.17,29.09
1209852.7,44.73,31.11,786991.35,29.1
1209919.34,44.75,31.13,786634.68,29.09
1209971.27,44.76,31.14,787539.74,29.13
1209821.69,44.76,31.14,787343.77,29.13
1209808.62,44.76,31.14,787544.54,29.14
1209612.22,44.77,31.14,787282.0,29.14
1209952.26,44.79,31.17,786773.3,29.13
1210004.19,44.81,31.19,786731.3,29.13
1209867.99,44.82,31.2,786515.84,29.14
1209790.62,44.82,31.2,786318.78,29.13
1209842.56,44.84,31.22,786539.67,29.15
1209894.49,44.85,31.23,786533.95,29.16
1209946.42,44.87,31.25,786401.47,29.16
1211079.73,44.93,31.31,785695.12,29.15
1210968.94,44.93,31.31,785880.7,29.16
1211221.96,44.95,31.33,785709.29,29.16
1211221.96,44.95,31.33,786413.88,29.18
1211221.96,44.95,31.33,787285.68,29.21
1211273.89,44.96,31.34,787346.34,29.23
1211137.69,44.97,31.35,787762.63,29.25
1210749.46,44.97,31.35,787272.99,29.24
1211321.87,45.0,31.38,787861.17,29.27
1211543.19,45.01,31.39,787907.91,29.27
1211406.99,45.03,31.41,788005.02,29.29
1211290.39,45.04,31.42,787857.22,29.29
1211342.32,45.05,31.43,787857.05,29.3
1211570.39,45.07,31.45,788364.18,29.33
1211434.18,45.08,31.46,789513.38,29.38
1211346.66,45.08,31.46,789331.84,29.38
1211074.25,45.11,31.49,789739.14,29.41
1210938.05,45.12,31.5,789718.09,29.42
1210788.46,45.12,31.5,789877.4,29.43
1210532.85,45.12,31.5,789626.09,29.43
1210396.65,45.13,31.51,789620.6,29.44
1211226.72,45.17,31.55,789838.72,29.45
1211090.52,45.18,31.56,790000.98,29.47
1211262.33,45.2,31.58,789673.12,29.47
1211126.12,45.21,31.59,788516.59,29.43
1210989.92,45.22,31.6,789510.79,29.48
1210853.71,45.23,31.61,789480.51,29.49
1210905.65,45.25,31.63,789497.56,29.5
1210611.37,45.24,31.62,789195.45,29.5
1210839.44,45.26,31.64,789827.52,29.52
1210891.37,45.28,31.66,789775.47,29.53
1210755.17,45.29,31.67,789763.69,29.54
1210807.1,45.3,31.68,789899.85,29.56
1210765.86,45.31,31.69,789766.54,29.55
1210987.18,45.32,31.7,789867.64,29.56
1210987.18,45.32,31.7,789865.03,29.56
1210850.98,45.34,31.72,790246.42,29.59
1211072.3,45.35,31.73,790227.84,29.59
1211155.57,45.37,31.75,789651.17,29.58
1211376.89,45.39,31.77,789682.97,29.59
1211376.89,45.39,31.77,789670.54,29.59
1211079.37,45.38,31.76,789791.87,29.6
1211342.6,45.4,31.78,791555.7,29.67
1211201.49,45.41,31.79,790176.84,29.62
1211065.28,45.42,31.8,791512.68,29.69
1211117.22,45.44,31.82,791494.23,29.69
1211169.15,45.45,31.83,791458.69,29.7
1211216.18,45.47,31.85,791490.46,29.71
1211437.5,45.49,31.86,792422.0,29.75
1211139.97,45.48,31.86,791699.54,29.73
1211361.29,45.5,31.88,792437.64,29.76
1211225.09,45.51,31.89,792436.89,29.77
1211396.9,45.53,31.91,793492.34,29.82
1211448.83,45.54,31.92,793535.36,29.83
1211510.57,45.56,31.94,793326.49,29.83
1211731.89,45.58,31.96,793490.04,29.85
1211610.39,45.59,31.97,793280.15,29.85
1211474.18,45.6,31.98,793267.71,29.86
1211503.59,45.6,31.98,796946.64,30.0
1211558.46,45.62,32.0,796744.83,30.0
1211610.39,45.63,32.01,796738.01,30.01
1211686.28,45.64,32.02,796889.21,30.02
1211614.4,45.64,32.02,797363.13,30.04
1213611.6,45.72,32.1,799745.19,30.13
1213663.53,45.74,32.12,799745.19,30.14
1213715.46,45.75,32.13,799750.35,30.15
1213427.94,45.75,32.13,799048.09,30.13
1213479.87,45.77,32.15,799573.15,30.16
1214607.51,45.82,32.2,800259.76,30.19
1214607.51,45.82,32.2,800259.76,30.19
1214523.42,45.83,32.21,799789.72,30.18
1214327.02,45.83,32.21,799437.55,30.17
1214374.06,45.85,32.23,799226.39,30.18
1214374.06,45.85,32.23,799214.53,30.18
1214440.3,45.87,32.25,798731.05,30.17
1214492.24,45.88,32.26,799038.13,30.19
1214425.65,45.89,32.27,798852.25,30.18
1214477.58,45.9,32.28,799129.49,30.2
1214341.38,45.91,32.29,800301.99,30.26
1214609.5,45.93,32.31,800322.48,30.26
1214512.77,45.94,32.32,799829.81,30.26
1214780.9,45.96,32.34,800660.09,30.29
1214832.83,45.98,32.35,800345.19,30.29
1214696.62,45.99,32.37,801569.18,30.35
1214748.56,46.0,32.38,801546.6,30.36
1214639.39,46.01,32.39,801761.13,30.37
1214639.39,46.01,32.39,801742.81,30.37
1214860.71,46.02,32.4,801831.56,30.38
1214860.71,46.02,32.4,801763.87,30.37
1214664.32,46.02,32.4,801760.23,30.38
1214716.25,46.04,32.42,801760.23,30.39
1214428.72,46.04,32.42,801464.73,30.38
1214438.84,46.05,32.43,800797.92,30.37
1214350.41,46.05,32.43,800625.54,30.36
1214052.88,46.05,32.43,800481.56,30.36
1213581.07,46.05,32.43,799947.28,30.35
1213444.86,46.06,32.44,799947.28,30.37
1213229.7,46.06,32.44,799802.37,30.36
1212937.07,46.06,32.43,799324.69,30.35
1213158.39,46.07,32.45,800309.21,30.39
1214004.95,46.12,32.5,800210.58,30.4
1214332.54,46.14,32.52,800228.71,30.4
1214196.33,46.15,32.53,799900.69,30.4
1214417.66,46.17,32.55,800610.48,30.44
1214115.79,46.17,32.55,799939.54,30.42
1213979.58,46.18,32.56,799880.96,30.43
1214200.9,46.2,32.58,800632.92,30.46
1214428.97,46.22,32.59,800545.49,30.46
1214480.9,46.23,32.61,800713.86,30.48
1214749.03,46.25,32.63,801947.92,30.53
1214749.03,46.25,32.63,801867.73,30.53
1214920.84,46.27,32.64,801910.72,30.54
1214982.58,46.28,32.66,801639.93,30.54
1215203.9,46.3,32.68,801623.48,30.54
1215472.03,46.31,32.69,802445.76,30.58
1215740.15,46.33,32.71,803585.77,30.62
1215843.16,46.35,32.73,803031.21,30.61
1216064.48,46.37,32.74,803055.72,30.62
1216064.48,46.37,32.74,803055.72,30.62
1216064.48,46.37,32.74,803107.29,30.62
1216116.42,46.38,32.76,803072.24,30.63
1215980.21,46.39,32.77,803003.85,30.64
1216032.14,46.41,32.79,803105.72,30.65
1215521.46,46.41,32.78,802615.42,30.64
1215385.25,46.42,32.8,802602.93,30.65
1215186.16,46.42,32.8,802472.89,30.65
1215401.31,46.44,32.82,803861.61,30.71
1215621.58,46.46,32.83,804596.59,30.75
1215485.38,46.47,32.85,804592.76,30.76
1215706.7,46.48,32.86,804567.41,30.76
1215758.63,46.5,32.88,804749.07,30.78
1215758.63,46.5,32.88,804749.07,30.78
1215511.42,46.5,32.88,804914.42,30.79
1215213.89,46.5,32.88,804698.22,30.79
1215385.7,46.52,32.89,804699.21,30.8
1215249.5,46.53,32.91,805368.13,30.83
1215113.29,46.54,32.92,805319.44,30.84
1215165.23,46.56,32.94,805341.0,30.86
1215015.64,46.56,32.94,805355.25,30.86
1215243.71,46.57,32.95,806376.92,30.9
1215465.03,46.59,32.97,806369.04,30.91
1215328.82,46.6,32.98,806506.79,30.93
1215380.75,46.62,33.0,806397.84,30.93
1215244.55,46.63,33.01,806981.66,30.97
1215108.34,46.65,33.02,806967.63,30.98
1215160.28,46.66,33.04,807018.68,30.99
1215028.97,46.67,33.05,806470.58,30.98
1215080.9,46.69,33.07,806506.1,30.99
1215282.77,46.7,33.08,806617.31,31.0
1215040.46,46.7,33.08,806738.09,31.01
1215040.46,46.7,33.08,806736.17,31.01
1215107.09,46.72,33.1,806482.34,31.01
1214970.89,46.73,33.11,806459.44,31.02
1215665.93,46.76,33.14,806810.67,31.04
1215782.82,46.79,33.17,808130.08,31.1
1215614.19,46.79,33.17,808032.47,31.1
1215316.66,46.79,33.16,807913.06,31.1
1214942.33,46.78,33.16,807440.97,31.09
1214916.4,46.8,33.18,807275.24,31.1
1215088.21,46.82,33.2,808223.37,31.14
1214841.0,46.82,33.2,807880.72,31.13
1214704.8,46.83,33.21,808138.05,31.16
1214756.73,46.85,33.23,808191.27,31.17
1214808.66,46.86,33.24,808191.1,31.18
1215136.25,46.88,33.26,808889.05,31.21
1215064.37,46.88,33.26,809448.18,31.23
1215116.3,46.9,33.28,809399.61,31.24
1215182.94,46.91,33.29,809125.43,31.24
1215234.87,46.93,33.31,809365.28,31.26
1215085.28,46.93,33.31,809356.07,31.26
1215353.41,46.95,33.33,810017.67,31.29
1215377.92,46.95,33.33,809958.05,31.29
1215241.71,46.96,33.34,809816.65,31.29
1215288.75,46.98,33.36,810682.18,31.34
1215288.75,46.98,33.36,810572.61,31.33
1215340.68,46.99,33.37,810572.61,31.34
1215043.15,46.99,33.37,810565.95,31.35
1215074.63,47.0,33.38,810750.72,31.36
1214938.42,47.01,33.39,810733.89,31.37
1214850.9,47.02,33.4,810803.13,31.38
1214714.7,47.03,33.41,810782.84,31.39
1214766.63,47.05,33.43,810802.2,31.4
1214521.2,47.04,33.42,810568.57,31.4
1214848.79,47.06,33.44,810583.31,31.4
1214900.72,47.08,33.46,810894.71,31.42
1214773.51,47.07,33.45,810814.44,31.42
1215028.57,47.09,33.47,810811.84,31.43
1215080.5,47.11,33.49,810791.49,31.44
1215301.82,47.13,33.51,810948.21,31.45
1215301.82,47.13,33.51,810760.38,31.44
1215353.75,47.14,33.52,810869.68,31.45
1215313.39,47.16,33.54,810853.83,31.47
1215365.32,47.18,33.56,811776.72,31.51
1215229.12,47.19,33.57,811747.86,31.52
1215277.58,47.2,33.58,812398.33,31.55
1215302.29,47.22,33.6,811516.39,31.53
1215152.7,47.22,33.6,811090.08,31.52
1215656.26,47.24,33.62,812448.8,31.57
1215520.05,47.25,33.63,812453.77,31.58
1215222.53,47.25,33.63,812030.77,31.57
1215145.16,47.25,33.63,812164.78,31.58
1215197.09,47.27,33.65,812158.41,31.59
1214899.57,47.27,33.65,812136.79,31.6
1214602.04,47.26,33.64,811822.29,31.59
1214923.68,47.28,33.66,813203.94,31.65
1215178.74,47.3,33.68,813761.56,31.68
1215165.67,47.31,33.68,813614.94,31.67
1215165.67,47.31,33.68,813625.72,31.67
1215217.6,47.32,33.7,813613.02,31.68
1215217.6,47.32,33.7,814451.16,31.72
1215485.73,47.34,33.72,814449.25,31.72
1215537.66,47.36,33.73,816101.75,31.79
1215401.45,47.37,33.75,816133.96,31.81
1215108.83,47.37,33.75,815695.05,31.8
1214936.63,47.37,33.75,815598.57,31.8
1215003.26,47.39,33.76,815022.22,31.79
1214586.17,47.38,33.76,814625.15,31.78
1214288.64,47.38,33.75,814424.24,31.77
1214340.58,47.39,33.77,814440.75,31.79
1214062.56,47.39,33.77,814090.75,31.78
1213769.94,47.38,33.76,813770.43,31.77
1213756.86,47.39,33.77,813886.09,31.78
1213719.33,47.41,33.78,813679.06,31.78
1213583.12,47.42,33.8,813492.88,31.79
1214653.38,47.48,33.85,813953.02,31.81
1214700.41,47.49,33.87,814197.03,31.83
1214958.38,47.51,33.89,814256.75,31.84
1215179.7,47.52,33.9,814847.56,31.87
1214845.91,47.52,33.9,814369.47,31.86
1214845.91,47.52,33.9,814344.56,31.86
1214709.7,47.54,33.92,814788.25,31.89
1214534.47,47.53,33.91,814661.09,31.88
1214586.4,47.55,33.93,814776.21,31.9
1214417.63,47.55,33.93,814581.2,31.89
1214638.96,47.57,33.95,814758.83,31.91
1214551.44,47.57,33.95,814580.97,31.9
1214415.23,47.58,33.96,814706.0,31.92
1214161.04,47.58,33.96,814614.69,31.92
1213964.65,47.58,33.96,814342.92,31.92
1213828.45,47.6,33.97,814280.5,31.93
1214049.77,47.61,33.99,814305.44,31.94
1213913.56,47.63,34.01,814270.73,31.95
1213965.49,47.64,34.02,814803.02,31.98
1214017.43,47.66,34.04,814820.66,31.99
1213719.9,47.66,34.04,814182.9,31.97
1213719.9,47.66,34.04,814145.18,31.97
1213642.53,47.66,34.04,813920.62,31.96
1213863.86,47.68,34.06,814015.87,31.97
1213915.79,47.7,34.07,814046.94,31.98
1214022.15,47.71,34.09,813677.48,31.98
1213724.62,47.71,34.09,813769.78,31.99
1213724.62,47.71,34.09,813433.0,31.98
1213528.23,47.71,34.09,813418.68,31.98
