ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1068671.06,52.63,39.03,855400.32,42.12
1068939.88,52.65,39.06,855400.32,42.13
1068595.1,52.65,39.05,854869.26,42.12
1068595.1,52.65,39.05,854869.26,42.12
1068459.14,52.67,39.07,854890.5,42.14
1068510.83,52.69,39.09,855225.68,42.17
1068374.87,52.71,39.11,855285.95,42.2
1068426.56,52.73,39.14,855285.95,42.21
1068426.56,52.73,39.14,854951.72,42.2
1068703.02,52.76,39.16,856716.33,42.29
1068567.06,52.78,39.18,856715.98,42.31
1068212.28,52.77,39.18,856623.02,42.32
1068076.32,52.79,39.2,856639.49,42.34
1067731.53,52.79,39.19,856041.14,42.32
1067783.23,52.81,39.21,857329.12,42.4
1068180.03,52.84,39.24,857340.77,42.41
1067977.76,52.83,39.24,857182.0,42.4
1068624.86,52.89,39.29,857379.02,42.43
1068893.68,52.92,39.32,858283.86,42.49
1068899.01,52.92,39.32,858287.73,42.49
1069756.68,52.96,39.36,859306.0,42.54
1069650.59,52.98,39.38,861354.77,42.66
1069250.05,52.98,39.38,861532.05,42.69
1069114.09,53.0,39.4,861668.37,42.72
1069114.09,53.0,39.4,861730.2,42.72
1069114.09,53.0,39.4,861730.0,42.72
1068784.24,53.0,39.4,861929.79,42.74
1069118.77,53.02,39.43,861961.01,42.75
1069387.59,53.05,39.45,862930.64,42.81
1068843.75,53.13,39.53,863491.81,42.92
1068403.26,53.12,39.52,863366.17,42.93
1068048.27,53.12,39.52,863747.15,42.96
1067752.37,53.12,39.52,863478.82,42.95
1067616.41,53.14,39.54,863653.18,42.98
1067863.98,53.17,39.57,863802.42,43.01
1067728.02,53.19,39.59,863985.56,43.04
1067779.72,53.21,39.61,864605.24,43.08
1067643.76,53.23,39.63,864622.55,43.11
1067408.31,53.24,39.64,863987.24,43.09
1067460.0,53.26,39.67,863979.98,43.11
1067931.48,53.29,39.7,866670.7,43.25
1067788.05,53.31,39.72,866445.53,43.26
1068056.88,53.34,39.74,866541.21,43.27
1068108.57,53.36,39.77,866707.31,43.3
1067987.54,53.38,39.79,866808.33,43.33
1067851.58,53.4,39.81,866641.58,43.34
1067748.58,53.42,39.83,866481.49,43.35
1068116.04,53.46,39.87,868231.61,43.46
1068160.26,53.49,39.89,868295.08,43.48
1068343.97,53.51,39.92,869760.34,43.57
1068343.97,53.51,39.92,869811.16,43.57
1068395.66,53.54,39.94,869995.34,43.6
1068252.24,53.56,39.96,870147.8,43.63
1068524.27,53.59,39.99,870236.94,43.64
1068793.1,53.61,40.02,872139.42,43.75
1068844.79,53.64,40.04,872173.73,43.77
1068708.83,53.66,40.06,872956.25,43.83
1068587.8,53.68,40.08,873008.45,43.85
1069039.99,53.71,40.12,872955.75,43.86
1068904.03,53.73,40.14,873006.11,43.89
1068768.07,53.75,40.16,873022.25,43.91
1068632.11,53.77,40.18,873010.18,43.93
1068496.15,53.79,40.2,873519.53,43.98
1069991.45,53.88,40.28,873786.33,44.0
1069855.49,53.9,40.3,873730.78,44.02
1069719.53,53.92,40.32,873957.97,44.05
1069719.53,53.92,40.32,873957.97,44.05
1069605.97,53.94,40.34,875065.18,44.13
1069874.8,53.96,40.37,875071.2,44.14
1069608.75,53.96,40.37,874794.41,44.13
1069472.79,53.98,40.39,875269.18,44.18
1069524.48,54.01,40.41,875980.69,44.24
1069324.81,54.0,40.41,876122.33,44.25
1069211.0,54.03,40.43,875875.28,44.26
1069545.53,54.05,40.46,876124.82,44.28
1069942.33,54.08,40.48,876126.67,44.28
1069806.37,54.1,40.5,876389.63,44.32
1069664.69,54.1,40.5,876446.83,44.33
1069528.73,54.12,40.53,877125.82,44.38
1069400.23,54.14,40.55,878590.46,44.48
1069264.27,54.16,40.57,878509.29,44.5
1069308.5,54.19,40.59,879440.96,44.57
1069172.54,54.21,40.61,879459.07,44.59
1069224.23,54.23,40.64,879445.05,44.61
1069088.27,54.25,40.66,879651.6,44.64
1069088.27,54.25,40.66,879578.36,44.64
1068952.31,54.27,40.68,879579.01,44.66
1069356.03,54.3,40.7,880931.04,44.73
1070700.83,54.39,40.79,880492.25,44.73
1070597.83,54.41,40.82,880002.33,44.73
1070866.65,54.44,40.84,880010.48,44.74
1071135.48,54.47,40.87,880189.05,44.76
1070977.83,54.46,40.87,880107.85,44.76
1070841.87,54.48,40.89,880134.94,44.78
1070550.99,54.49,40.9,879577.26,44.77
1070415.03,54.51,40.92,879466.04,44.79
1070301.03,54.51,40.92,879452.4,44.79
1070352.72,54.54,40.94,879562.04,44.82
1070756.45,54.56,40.97,879958.39,44.84
1070713.26,54.56,40.97,879949.76,44.84
1070764.95,54.59,40.99,881102.49,44.92
1070628.99,54.61,41.01,880929.43,44.93
1070188.49,54.61,41.01,880288.37,44.92
1071063.38,54.65,41.05,883188.71,45.06
1070927.42,54.67,41.08,883188.71,45.09
1070979.11,54.7,41.1,883411.7,45.12
1070843.15,54.72,41.12,883411.7,45.14
1071111.98,54.74,41.15,884264.61,45.19
1071111.98,54.74,41.15,884041.66,45.18
1071283.95,54.78,41.19,883106.46,45.16
1070949.16,54.78,41.18,883127.71,45.17
1070813.2,54.8,41.2,883114.09,45.19
1072093.05,54.89,41.3,886199.82,45.37
1072097.02,54.9,41.3,886132.96,45.37
1071961.06,54.92,41.32,886273.51,45.4
1071913.41,54.92,41.32,886229.53,45.4
1071913.41,54.92,41.32,885990.45,45.39
1071302.27,54.91,41.32,885302.23,45.38
1071047.59,54.91,41.32,884919.45,45.37
1070702.8,54.91,41.31,884551.32,45.36
1070754.49,54.93,41.34,884546.05,45.38
1071023.32,54.96,41.37,885231.69,45.43
1070920.32,54.98,41.39,885831.37,45.48
1070784.36,55.01,41.41,886024.46,45.51
1070648.4,55.03,41.43,886087.14,45.54
1070512.44,55.05,41.45,886087.14,45.56
1070376.48,55.07,41.47,886151.54,45.59
1069890.25,55.07,41.48,885817.78,45.6
1069890.25,55.07,41.48,885777.73,45.6
1069754.29,55.09,41.5,886100.27,45.64
1070455.26,55.14,41.55,886051.06,45.64
1070638.97,55.17,41.58,886187.11,45.67
1070690.66,55.2,41.6,886120.06,45.68
1070278.92,55.2,41.61,885166.21,45.66
1070142.96,55.23,41.63,885735.4,45.71
1070142.96,55.23,41.63,885713.12,45.71
1070007.0,55.25,41.65,885711.93,45.73
1070007.0,55.25,41.65,885927.28,45.74
1069763.03,55.25,41.65,885502.95,45.73
1069627.07,55.27,41.67,886035.37,45.78
1069304.88,55.28,41.68,886093.47,45.81
1069349.1,55.3,41.71,886812.36,45.86
1069220.61,55.32,41.73,887015.05,45.9
1069084.65,55.35,41.75,887015.05,45.92
1068739.87,55.34,41.74,886655.21,45.91
1068739.87,55.34,41.74,886905.31,45.93
1068791.56,55.37,41.77,887090.24,45.95
1068843.25,55.39,41.8,887005.26,45.97
1068723.1,55.39,41.8,887235.48,45.99
1069331.93,55.45,41.86,887139.27,46.0
1069944.21,55.5,41.9,887659.0,46.04
1069808.25,55.52,41.92,888776.82,46.12
1070270.42,55.57,41.98,888795.26,46.15
1070322.12,55.6,42.0,888809.14,46.17
1069974.97,55.59,42.0,888456.41,46.16
1069640.19,55.59,41.99,887984.1,46.15
1069504.23,55.61,42.02,888077.03,46.18
1070698.96,55.69,42.1,890112.53,46.3
1070863.76,55.7,42.11,895298.06,46.57
1070518.98,55.7,42.1,894926.5,46.56
1070326.79,55.69,42.1,894343.56,46.54
1070190.83,55.72,42.12,894315.39,46.56
1070242.52,55.74,42.15,894774.91,46.6
1070084.87,55.74,42.14,894647.54,46.6
1069948.91,55.76,42.16,894729.95,46.63
1069812.95,55.78,42.19,894729.43,46.65
1069826.88,55.78,42.19,894761.84,46.65
1069878.57,55.81,42.21,895958.37,46.74
1069681.95,55.81,42.21,895740.03,46.73
1069601.28,55.83,42.24,896387.37,46.79
1069498.28,55.86,42.26,896498.15,46.82
1069391.92,55.86,42.26,895939.63,46.8
1069391.92,55.86,42.26,895939.63,46.8
1071287.73,55.99,42.39,895951.22,46.82
1071151.77,56.01,42.41,895956.33,46.85
1070913.72,56.01,42.41,896095.48,46.87
1070951.2,56.04,42.45,896765.86,46.93
1070951.2,56.04,42.45,896803.06,46.93
1071002.89,56.07,42.47,897710.05,47.0
1070866.93,56.09,42.49,897790.13,47.02
1070793.03,56.12,42.52,897706.45,47.04
1071061.85,56.14,42.55,897698.99,47.06
1071061.85,56.14,42.55,898320.95,47.09
1071061.85,56.14,42.55,898231.84,47.08
1070925.89,56.17,42.57,899036.17,47.15
1072068.77,56.23,42.63,902312.95,47.32
1071838.8,56.24,42.64,901712.55,47.31
1071702.84,56.26,42.66,901577.82,47.33
1071702.84,56.26,42.66,901560.07,47.33
1071720.87,56.29,42.69,901851.67,47.37
1071584.91,56.31,42.72,901713.77,47.39
1071919.44,56.34,42.74,902986.93,47.46
1071971.13,56.37,42.77,903694.97,47.52
1071835.17,56.39,42.79,903752.65,47.55
1071699.21,56.41,42.82,903805.96,47.57
1071563.25,56.43,42.84,905188.58,47.67
1071596.21,56.44,42.84,906226.11,47.73
1071460.25,56.46,42.86,906165.1,47.75
1071460.25,56.46,42.86,906165.1,47.75
1071324.29,56.48,42.88,906175.9,47.77
1071593.12,56.51,42.91,906575.77,47.81
1071593.12,56.51,42.91,907819.08,47.87
1071453.47,56.53,42.94,907583.0,47.89
1071317.52,56.55,42.96,907682.63,47.92
1071586.34,56.58,42.99,908013.85,47.95
1071345.08,56.58,42.99,907721.83,47.94
1071209.12,56.61,43.01,907721.7,47.97
1071543.66,56.63,43.04,907682.53,47.97
1071407.7,56.66,43.06,908007.97,48.02
1071669.05,56.68,43.09,908496.6,48.05
1071482.3,56.7,43.1,908420.53,48.07
1071482.3,56.7,43.1,908407.97,48.07
1071192.63,56.69,43.1,908050.78,48.06
1071829.77,56.73,43.13,908712.84,48.09
1072398.89,56.77,43.17,908693.63,48.1
1072443.11,56.79,43.2,908722.63,48.12
1072361.93,56.82,43.22,909404.83,48.18
1072510.23,56.85,43.26,908645.78,48.17
1072105.82,56.86,43.26,908021.79,48.16
1072036.5,56.86,43.27,908755.79,48.2
1072425.84,56.89,43.29,908845.27,48.21
1072182.95,56.9,43.3,908297.63,48.2
1072517.48,56.92,43.33,908280.15,48.21
1072643.85,56.95,43.36,907424.35,48.18
1072920.14,56.98,43.39,908154.26,48.23
1072920.14,56.98,43.39,908058.85,48.23
1072971.83,57.01,43.41,908058.4,48.25
1072319.07,57.01,43.41,907332.51,48.23
1072653.6,57.03,43.44,908039.53,48.28
1072605.95,57.03,43.44,908002.88,48.28
1072484.92,57.06,43.46,907773.94,48.29
1072539.56,57.07,43.48,907639.41,48.3
1072352.9,57.09,43.49,906935.11,48.28
1072216.94,57.11,43.52,907901.37,48.36
1072485.76,57.14,43.54,907894.83,48.37
1072196.09,57.13,43.54,907687.88,48.37
1072075.06,57.16,43.56,907194.85,48.37
1071939.1,57.18,43.59,907086.0,48.39
1072122.82,57.21,43.62,907086.0,48.4
1072122.82,57.21,43.62,907081.97,48.4
1072191.25,57.25,43.65,907152.51,48.43
1074112.72,57.36,43.77,907904.49,48.49
1074112.72,57.36,43.77,907887.11,48.49
1074112.72,57.36,43.77,907891.56,48.49
1073976.76,57.39,43.79,907891.48,48.51
1074306.0,57.42,43.82,908908.11,48.58
1074306.0,57.42,43.82,908926.46,48.58
1074357.7,57.44,43.85,909346.77,48.62
1074450.23,57.45,43.85,909844.02,48.65
1074494.45,57.48,43.88,909301.3,48.64
1074358.49,57.5,43.9,909301.3,48.67
1074955.17,57.56,43.97,909000.31,48.68
1074908.0,57.59,43.99,908865.27,48.69
1074908.0,57.59,43.99,908869.21,48.69
1075091.72,57.62,44.02,909355.09,48.73
1075091.72,57.62,44.02,909377.92,48.73
1074955.76,57.64,44.04,909251.61,48.75
1074819.8,57.66,44.07,910266.04,48.83
1074683.84,57.69,44.09,910132.13,48.85
1074647.18,57.72,44.12,910002.51,48.87
1074647.18,57.72,44.12,910799.73,48.92
1074830.89,57.75,44.15,910946.34,48.94
1075495.8,57.8,44.21,911603.05,48.99
1075055.3,57.8,44.2,911026.61,48.98
1074792.21,57.8,44.2,910652.92,48.97
1074656.25,57.82,44.23,910640.56,49.0
1074782.01,57.85,44.26,910225.88,49.0
1074833.7,57.88,44.29,910736.98,49.05
1074697.74,57.91,44.31,910622.21,49.07
1074561.78,57.93,44.33,911610.15,49.15
1074778.45,57.96,44.37,911506.04,49.16
1074962.17,57.99,44.4,911516.02,49.17
1074962.17,57.99,44.4,911552.75,49.18
1075013.86,58.02,44.42,912311.35,49.24
1074788.72,58.03,44.43,911986.73,49.24
1074652.76,58.05,44.46,911974.9,49.26
1074745.5,58.08,44.49,911354.64,49.25
1075142.3,58.11,44.52,910819.6,49.23
1074809.88,58.11,44.51,910400.87,49.22
1075045.65,58.14,44.54,911579.06,49.3
1075097.34,58.17,44.57,911475.65,49.32
1074961.38,58.19,44.6,911627.55,49.35
1075013.07,58.22,44.62,911520.3,49.37
1075281.9,58.25,44.65,911588.83,49.38
1075333.59,58.28,44.68,911584.95,49.4
1075333.59,58.28,44.68,911585.74,49.4
1075333.59,58.28,44.68,911567.52,49.4
1075197.63,58.3,44.71,911565.56,49.43
1075076.6,58.33,44.73,911587.8,49.46
1074907.68,58.35,44.75,911300.89,49.47
1074945.82,58.38,44.78,910999.53,49.47
1074821.05,58.38,44.78,911113.41,49.49
1074478.55,58.38,44.78,910928.15,49.49
1074342.59,58.4,44.81,911015.81,49.52
1074386.81,58.43,44.83,911117.34,49.55
1074386.81,58.43,44.83,911117.34,49.55
1074386.81,58.43,44.83,911122.17,49.55
1074386.81,58.43,44.83,911011.02,49.54
1074655.63,58.46,44.86,910994.58,49.56
1074502.61,58.46,44.87,912332.41,49.64
1074377.85,58.47,44.87,912445.08,49.65
1074712.38,58.49,44.9,913626.47,49.73
1074712.38,58.49,44.9,913633.56,49.73
1074576.42,58.52,44.92,914091.72,49.78
1074419.53,58.52,44.92,913931.87,49.77
1074347.43,58.54,44.95,913904.55,49.8
1074633.99,58.58,44.98,913599.17,49.8
1074633.99,58.58,44.98,913512.19,49.79
1074497.75,58.6,45.01,913286.64,49.81
1074541.97,58.63,45.03,913369.76,49.84
1074406.01,58.65,45.06,913388.21,49.86
1074270.05,58.68,45.08,913470.33,49.9
1075318.71,58.77,45.17,913267.37,49.91
1075182.75,58.79,45.2,913118.36,49.93
1075182.75,58.79,45.2,913072.79,49.93
1075046.79,58.82,45.22,913604.13,49.98
1074762.26,58.81,45.22,913378.09,49.98
1074813.95,58.84,45.25,913687.35,50.02
1074568.99,58.85,45.26,913070.45,50.01
1074722.97,58.86,45.27,914858.01,50.11
1074503.8,58.86,45.26,914688.67,50.1
1074787.56,58.89,45.29,915836.75,50.18
1074651.6,58.91,45.32,915814.64,50.21
1074928.06,58.94,45.35,916580.03,50.26
1075498.68,59.01,45.41,917661.84,50.35
1075532.26,59.01,45.41,917895.53,50.36
1075532.26,59.01,45.41,918176.58,50.38
1075801.08,59.04,45.44,918191.98,50.39
1076069.9,59.07,45.47,918787.66,50.43
1075953.92,59.07,45.47,917947.79,50.4
1076076.94,59.1,45.51,917303.96,50.38
1076076.94,59.1,45.51,917255.81,50.38
1076015.63,59.1,45.51,917160.55,50.38
1076284.45,59.13,45.54,917232.39,50.4
1076336.14,59.16,45.57,917604.18,50.44
1076482.5,59.2,45.61,916947.04,50.43
1076482.5,59.2,45.61,916908.65,50.43
1076346.54,59.23,45.63,917261.72,50.48
1076210.58,59.25,45.66,917261.11,50.5
1076023.89,59.28,45.68,917184.77,50.53
1075887.93,59.3,45.71,917375.55,50.57
1076182.52,59.32,45.73,917428.52,50.57
1076039.09,59.35,45.75,917776.43,50.62
1075495.25,59.45,45.85,918727.44,50.78
1075726.23,59.46,45.87,921392.84,50.93
1075777.92,59.49,45.9,921573.52,50.96
1075777.92,59.49,45.9,921573.52,50.96
1076174.73,59.52,45.93,921433.52,50.96
1076226.42,59.55,45.95,921285.6,50.98
1076560.95,59.58,45.98,922199.59,51.04
1076216.17,59.58,45.98,921830.77,51.03
1076080.21,59.6,46.01,921790.08,51.06
1076131.9,59.63,46.04,922102.28,51.1
1075982.61,59.65,46.05,921330.19,51.08
1075846.65,59.68,46.08,921329.75,51.1
1075441.62,59.68,46.08,921049.2,51.11
1075305.66,59.71,46.11,921044.1,51.14
1075169.7,59.73,46.14,921244.21,51.18
1075441.73,59.76,46.17,920815.39,51.17
1075373.5,59.79,46.2,921567.2,51.24
1076545.79,59.89,46.3,923112.6,51.36
1076590.01,59.92,46.33,923542.58,51.4
1076590.01,59.92,46.33,922990.72,51.37
1076641.71,59.95,46.36,923060.15,51.4
1076470.7,59.98,46.38,922738.08,51.41
1076522.39,60.01,46.41,922738.08,51.43
1076114.86,60.0,46.41,922445.16,51.44
1075780.07,60.0,46.41,921815.51,51.41
1075963.79,60.03,46.44,922116.13,51.45
1076235.82,60.07,46.47,922387.98,51.48
1076104.71,60.06,46.47,922247.95,51.48
1075816.5,60.07,46.47,921741.17,51.47
1075729.08,60.1,46.5,921605.57,51.49
1075484.08,60.12,46.52,921695.89,51.52
1075484.08,60.12,46.52,923077.98,51.6
1075348.12,60.15,46.55,923104.85,51.63
1076097.71,60.22,46.62,925133.8,51.77
1075961.75,60.25,46.65,925421.89,51.82
1076446.62,60.27,46.68,925853.67,51.84
1076781.16,60.3,46.71,926411.24,51.88
1076645.2,60.33,46.73,926309.0,51.91
1076645.2,60.33,46.73,926319.17,51.91
1076509.24,60.36,46.76,926236.39,51.93
1076373.28,60.38,46.79,926229.22,51.96
1076857.19,60.44,46.85,925951.54,51.97
1076908.88,60.47,46.88,926104.36,52.01
1076892.85,60.5,46.9,925959.76,52.02
1076892.85,60.5,46.9,925981.92,52.02
1076987.87,60.54,46.94,926188.69,52.06
1076871.88,60.54,46.94,926025.14,52.06
1076735.92,60.57,46.97,925929.7,52.08
1076735.92,60.57,46.97,925929.7,52.08
1076599.96,60.59,47.0,926106.55,52.12
1076164.17,60.59,47.0,925858.33,52.13
1076028.21,60.62,47.02,925858.33,52.16
1075753.55,60.62,47.03,925391.78,52.15
1076014.25,60.66,47.07,925464.98,52.17
1075845.33,60.69,47.09,925104.87,52.18
1075340.14,60.69,47.1,924398.24,52.17
1075216.69,60.69,47.09,924409.88,52.18
1074776.2,60.69,47.09,924603.89,52.21
1074512.02,60.68,47.09,924032.53,52.19
1074118.5,60.68,47.08,923657.58,52.18
1073918.83,60.68,47.08,923443.06,52.18
1073970.52,60.71,47.11,924080.37,52.24
1073628.01,60.7,47.11,923977.4,52.24
1073969.45,60.76,47.16,924011.23,52.27
1073833.49,60.78,47.19,924136.2,52.31
1074287.3,60.85,47.25,924057.08,52.34
1074338.99,60.88,47.28,924650.03,52.39
1073996.57,60.87,47.28,924282.41,52.39
1073661.78,60.87,47.27,924217.41,52.4
1073713.48,60.9,47.3,924645.45,52.45
1073577.52,60.93,47.33,924896.0,52.49
1073813.29,60.96,47.37,924864.42,52.51
1073626.7,60.96,47.36,924490.69,52.49
1073490.74,60.99,47.39,924565.08,52.52
1073354.78,61.01,47.42,925537.94,52.61
1073358.57,61.01,47.42,925472.93,52.61
1072978.08,61.01,47.42,924817.84,52.59
1074524.36,61.13,47.54,925125.89,52.63
1074576.05,61.16,47.57,925266.13,52.67
1074576.05,61.16,47.57,925151.44,52.66
1074440.09,61.19,47.6,926425.66,52.76
1074097.67,61.19,47.59,926513.94,52.78
1073961.71,61.22,47.62,926774.41,52.83
1074238.0,61.25,47.65,926782.94,52.84
1074289.69,61.28,47.68,927600.63,52.91
1074252.61,61.31,47.72,927857.21,52.96
1074252.61,61.31,47.72,927837.84,52.96
1074521.44,61.34,47.75,928834.16,53.03
1074392.95,61.37,47.78,930207.88,53.14
1074392.95,61.37,47.78,930207.88,53.14
1074452.11,61.4,47.81,930265.57,53.16
1075257.86,61.46,47.86,930190.19,53.17
1074913.07,61.46,47.86,929814.15,53.16
1074777.11,61.49,47.89,929904.58,53.2
1074884.17,61.49,47.9,930556.89,53.23
1074748.21,61.52,47.92,930563.98,53.27
1074649.76,61.52,47.92,930457.8,53.26
1074513.8,61.55,47.95,930558.55,53.3
1074377.84,61.57,47.98,930558.55,53.33
1074043.05,61.57,47.97,930365.14,53.33
1074074.86,61.59,47.99,930971.52,53.38
1073938.9,61.62,48.02,930740.5,53.4
1073594.12,61.61,48.02,930309.79,53.39
1073153.62,61.61,48.02,929940.92,53.39
1073010.2,61.64,48.04,929191.91,53.38
1073010.2,61.64,48.04,929439.96,53.39
1072874.24,61.67,48.07,929434.28,53.42
1072738.28,61.69,48.1,930264.56,53.5
1073007.1,61.73,48.13,931291.8,53.57
1072871.14,61.75,48.16,931284.49,53.6
1072922.83,61.79,48.19,931224.52,53.63
1073184.02,61.82,48.22,931551.59,53.66
1073048.06,61.85,48.25,932126.68,53.72
1072912.1,61.87,48.28,932272.62,53.76
1072776.14,61.9,48.3,932262.68,53.79
1072363.38,61.9,48.3,931809.08,53.79
1072415.07,61.93,48.34,931798.76,53.81
1072279.11,61.96,48.36,932264.33,53.87
1071936.69,61.96,48.36,932006.49,53.87
1071988.38,61.99,48.39,932097.19,53.9
1072040.07,62.02,48.43,932091.61,53.92
1071750.4,62.02,48.42,931737.7,53.91
1071794.62,62.05,48.45,931015.42,53.9
1071729.39,62.07,48.48,930384.06,53.89
1071714.95,62.1,48.51,929425.65,53.86
1071517.57,62.1,48.51,929526.27,53.87
1071517.57,62.1,48.51,930057.6,53.9
1071478.69,62.13,48.54,930116.12,53.94
1071133.9,62.13,48.54,929729.07,53.93
1071133.9,62.13,48.54,929703.6,53.93
1071185.59,62.16,48.57,929648.98,53.95
1071185.59,62.16,48.57,930578.1,54.0
1071049.63,62.19,48.6,930559.94,54.03
1070913.67,62.22,48.62,930647.96,54.07
1070650.59,62.22,48.63,930433.11,54.07
1070305.8,62.22,48.62,930033.23,54.06
1069785.78,62.23,48.63,929756.73,54.08
1069496.11,62.22,48.62,930893.21,54.16
1069360.15,62.25,48.65,930887.24,54.19
1069391.75,62.28,48.68,930323.5,54.18
1069085.98,62.28,48.68,929494.24,54.15
1068645.48,62.28,48.68,928935.3,54.13
1069402.37,62.34,48.74,929084.89,54.16
1069678.66,62.37,48.77,928999.59,54.17
1069542.7,62.4,48.8,928876.44,54.19
1069542.7,62.4,48.8,928898.7,54.19
1070066.92,62.43,48.83,930444.08,54.28
1069869.54,62.43,48.83,930379.34,54.29
1069532.18,62.43,48.83,930147.47,54.29
1069396.22,62.46,48.86,930717.96,54.36
1069257.95,62.48,48.89,931425.36,54.43
1069493.72,62.52,48.92,932545.17,54.51
1070219.0,62.59,48.99,934089.1,54.63
1070271.03,62.63,49.03,934996.88,54.71
1070322.72,62.66,49.06,934962.76,54.73
1070186.76,62.69,49.09,935361.4,54.79
1069841.98,62.68,49.09,935356.3,54.8
1070019.94,62.73,49.14,936437.53,54.9
1070071.64,62.76,49.17,936421.52,54.92
1069974.72,62.8,49.2,936088.31,54.94
1070026.41,62.83,49.23,936211.37,54.97
1069890.45,62.86,49.26,936129.37,55.0
1069545.66,62.85,49.26,936708.7,55.05
1069273.7,62.86,49.26,936380.9,55.04
1069257.15,62.89,49.3,937215.72,55.13
1069529.18,62.93,49.33,938171.75,55.2
1069950.75,62.99,49.39,938735.75,55.26
1070002.44,63.02,49.43,938728.16,55.29
1069866.48,63.05,49.46,938708.14,55.32
1070444.63,63.11,49.51,938481.16,55.33
1070444.63,63.11,49.51,938424.43,55.32
1070444.63,63.11,49.51,938387.84,55.32
1070181.54,63.11,49.51,938053.57,55.32
1071471.81,63.22,49.63,938013.33,55.35
1071471.81,63.22,49.63,938013.33,55.35
1071095.64,63.23,49.63,938009.35,55.37
1071865.64,63.28,49.69,937986.43,55.38
1071737.15,63.31,49.72,937454.56,55.38
1071920.86,63.35,49.75,937447.15,55.4
1071784.9,63.38,49.78,937384.91,55.43
1071656.41,63.41,49.81,936980.62,55.44
1072863.62,63.5,49.91,939479.41,55.61
1072573.95,63.5,49.9,939287.27,55.61
1072842.77,63.53,49.94,939333.75,55.63
1072553.1,63.53,49.93,938560.29,55.59
1073141.93,63.59,50.0,938022.45,55.59
1073193.63,63.63,50.03,938158.25,55.62
1073478.3,63.66,50.06,938014.4,55.62
1073478.3,63.66,50.06,938014.4,55.62
1073529.99,63.69,50.09,938417.58,55.67
1073806.28,63.72,50.13,938644.21,55.7
1073738.05,63.76,50.16,938568.25,55.73
1073602.09,63.79,50.19,938572.15,55.76
1073347.4,63.79,50.19,938229.99,55.76
1073347.4,63.79,50.19,938254.04,55.76
1073211.44,63.82,50.22,939032.45,55.84
1072869.02,63.82,50.22,938855.64,55.85
1072733.06,63.85,50.25,938839.33,55.88
1072630.06,63.88,50.28,939028.41,55.92
1073320.1,63.93,50.34,939340.35,55.95
1072975.32,63.93,50.33,938958.15,55.94
1073211.09,63.97,50.37,939316.81,55.99
1073075.13,64.0,50.4,939308.71,56.02
1072939.17,64.03,50.43,939302.75,56.05
1072841.19,64.06,50.46,939593.87,56.1
1072599.94,64.06,50.47,939429.5,56.11
1072463.98,64.09,50.5,939431.93,56.14
1072342.95,64.12,50.53,939075.76,56.15
1072259.96,64.16,50.56,939303.83,56.2
1072259.96,64.16,50.56,939381.0,56.21
1072124.0,64.19,50.59,939913.0,56.27
1072124.0,64.19,50.59,939913.0,56.27
1071667.15,64.2,50.6,939650.1,56.29
1071685.18,64.24,50.64,941984.64,56.46
1071571.62,64.27,50.67,941844.88,56.49
1071623.31,64.3,50.71,943166.43,56.59
1071675.0,64.34,50.74,944094.77,56.68
1071770.02,64.38,50.79,944004.02,56.71
1071770.02,64.38,50.79,944046.31,56.71
1072093.68,64.42,50.82,943869.24,56.72
1072034.71,64.45,50.86,943945.33,56.75
1071458.65,64.45,50.86,943330.42,56.74
1071458.65,64.45,50.86,943330.42,56.74
1072371.33,64.53,50.93,943329.57,56.76
1071999.44,64.53,50.93,943225.39,56.78
1071999.44,64.53,50.93,943255.21,56.78
1071863.48,64.56,50.97,943500.61,56.83
1071727.52,64.59,51.0,944358.76,56.92
1071901.84,64.64,51.05,944094.86,56.93
1071901.84,64.64,51.05,944143.03,56.94
1071581.84,64.63,51.04,943823.03,56.93
1071581.84,64.63,51.04,943823.03,56.93
1071407.56,64.64,51.04,943603.6,56.93
1071335.46,64.67,51.08,944428.21,57.01
1071199.5,64.7,51.11,944949.37,57.08
1071468.32,64.74,51.14,946629.68,57.19
1071737.15,64.77,51.18,946594.13,57.21
1071883.34,64.81,51.22,946359.35,57.22
1071747.38,64.84,51.25,946408.26,57.26
1072019.42,64.88,51.29,947596.34,57.35
1071674.63,64.88,51.28,947645.36,57.37
1073115.8,64.98,51.39,948046.35,57.41
1073450.33,65.02,51.42,949083.55,57.48
1073314.37,65.05,51.45,949458.28,57.54
1073331.32,65.09,51.49,950531.51,57.64
1074093.16,65.15,51.56,950945.83,57.68
1073964.67,65.19,51.59,950861.62,57.71
