ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
972674.01,22.81,9.21,288963.85,6.78
973008.54,22.82,9.22,289059.58,6.78
972872.58,22.82,9.23,289059.58,6.78
972872.58,22.82,9.23,289281.97,6.79
972736.62,22.82,9.23,289292.54,6.79
972600.66,22.83,9.23,289260.18,6.79
972600.66,22.83,9.23,289293.49,6.79
972935.2,22.84,9.24,289293.49,6.79
972799.24,22.84,9.24,289293.49,6.79
972799.24,22.84,9.24,289293.49,6.79
972850.93,22.84,9.25,289293.49,6.79
972902.62,22.85,9.25,289293.49,6.79
972462.13,22.84,9.25,288734.06,6.78
972326.17,22.84,9.25,288734.06,6.78
972239.28,22.84,9.25,288198.52,6.77
972239.28,22.84,9.25,288218.01,6.77
972239.28,22.84,9.25,288218.01,6.77
972103.32,22.85,9.25,288212.1,6.77
971015.64,22.86,9.27,288211.9,6.79
971067.33,22.87,9.27,288205.21,6.79
970931.37,22.87,9.28,288139.35,6.79
970795.41,22.87,9.28,288536.25,6.8
970795.41,22.87,9.28,288522.27,6.8
970659.45,22.88,9.28,288522.27,6.8
970993.99,22.89,9.29,288575.63,6.8
970689.35,22.88,9.29,288138.46,6.79
970983.93,22.89,9.29,288145.98,6.79
971380.74,22.9,9.3,288145.98,6.79
971564.45,22.91,9.31,288145.98,6.79
971428.49,22.91,9.31,288411.93,6.8
971480.18,22.92,9.32,288819.83,6.81
971480.18,22.92,9.32,290488.08,6.85
971344.22,22.92,9.32,290488.08,6.85
971081.13,22.91,9.32,290488.08,6.85
971081.13,22.91,9.32,290557.15,6.86
969993.46,22.93,9.34,290556.96,6.87
970262.28,22.94,9.35,291401.41,6.89
970126.32,22.94,9.35,291409.66,6.89
970178.01,22.95,9.35,291340.19,6.89
970256.59,22.95,9.36,291299.56,6.89
972484.73,23.01,9.42,291801.09,6.9
972513.57,23.02,9.42,295374.51,6.99
972355.92,23.01,9.42,295371.86,6.99
972407.61,23.02,9.42,295371.86,6.99
972407.61,23.02,9.42,295517.63,7.0
972271.65,23.02,9.43,295476.8,7.0
972606.19,23.03,9.44,296215.17,7.01
972470.23,23.03,9.44,296215.17,7.02
972334.27,23.04,9.44,296198.37,7.02
972603.09,23.05,9.45,296155.34,7.02
972603.09,23.05,9.45,296135.04,7.02
972603.09,23.05,9.45,296160.84,7.02
973021.75,23.06,9.46,297114.23,7.04
973356.28,23.07,9.47,297682.18,7.05
977801.7,23.17,9.58,303164.41,7.18
977665.74,23.17,9.58,303100.21,7.18
977529.78,23.18,9.58,303070.44,7.19
977529.78,23.18,9.58,303070.44,7.19
977185.0,23.17,9.58,302797.72,7.18
977049.04,23.17,9.58,302797.72,7.18
976913.08,23.18,9.58,302797.98,7.18
976777.12,23.18,9.58,302815.61,7.19
977104.96,23.19,9.59,302815.61,7.19
977156.65,23.19,9.6,302800.64,7.19
977340.36,23.2,9.61,302846.97,7.19
977340.36,23.2,9.61,302846.97,7.19
977204.4,23.2,9.61,302846.78,7.19
976960.44,23.2,9.6,302527.67,7.18
976824.48,23.2,9.61,302527.67,7.19
976688.52,23.2,9.61,302539.1,7.19
976740.21,23.21,9.61,302569.99,7.19
977074.74,23.22,9.62,302864.74,7.2
977126.43,23.23,9.63,302864.74,7.2
977395.26,23.24,9.64,303114.17,7.21
977616.31,23.24,9.65,306527.09,7.29
977616.31,23.24,9.65,308576.1,7.34
977480.35,23.25,9.65,308582.09,7.34
977814.88,23.26,9.66,308728.6,7.34
977866.57,23.26,9.67,308560.53,7.34
977730.61,23.26,9.67,308560.53,7.34
977914.33,23.27,9.68,308560.53,7.34
977778.37,23.27,9.68,308554.63,7.34
977830.06,23.28,9.68,308554.63,7.35
977767.56,23.28,9.68,308672.35,7.35
977767.56,23.28,9.68,308662.56,7.35
978087.77,23.29,9.69,308662.97,7.35
978359.81,23.3,9.7,308427.94,7.34
978223.85,23.3,9.7,308460.55,7.35
978407.56,23.31,9.71,308460.55,7.35
978676.39,23.32,9.72,307837.22,7.33
978676.39,23.32,9.72,307838.07,7.33
978706.26,23.32,9.72,307655.15,7.33
978570.3,23.32,9.72,307655.15,7.33
978884.07,23.33,9.73,307702.68,7.33
978748.11,23.33,9.74,307653.33,7.33
978748.11,23.33,9.74,307653.33,7.33
979024.58,23.34,9.74,307661.63,7.33
979024.58,23.34,9.74,307980.29,7.34
978999.28,23.34,9.75,307802.58,7.34
978863.32,23.35,9.75,307832.97,7.34
978863.32,23.35,9.75,307832.97,7.34
979197.85,23.36,9.76,307837.77,7.34
979433.62,23.37,9.77,307837.77,7.34
979433.62,23.37,9.77,307837.77,7.34
979297.66,23.37,9.77,307837.77,7.35
979569.69,23.38,9.78,307855.6,7.35
979433.73,23.38,9.78,308187.87,7.36
979433.73,23.38,9.78,308187.68,7.36
979297.77,23.38,9.79,308187.68,7.36
979161.81,23.38,9.79,308183.6,7.36
979161.81,23.38,9.79,308206.03,7.36
979161.81,23.38,9.79,308204.48,7.36
978964.43,23.38,9.79,308098.31,7.36
978828.47,23.38,9.79,308098.31,7.36
979012.19,23.39,9.8,308292.09,7.37
979063.88,23.4,9.8,308190.99,7.37
979247.59,23.41,9.81,308982.72,7.39
979111.63,23.41,9.81,308979.98,7.39
979111.63,23.41,9.81,308979.97,7.39
978848.54,23.4,9.81,308760.35,7.38
978635.59,23.4,9.81,308441.24,7.38
978499.63,23.41,9.81,308441.24,7.38
978363.67,23.41,9.81,308441.04,7.38
978698.21,23.42,9.82,308441.04,7.38
978562.25,23.42,9.83,308428.78,7.38
978426.29,23.42,9.83,308457.78,7.38
978717.58,23.43,9.84,308488.63,7.39
978758.34,23.43,9.84,308528.12,7.39
978942.05,23.44,9.85,308812.9,7.4
978806.09,23.45,9.85,308744.16,7.4
978670.13,23.45,9.85,308641.25,7.39
978670.13,23.45,9.85,308641.25,7.39
978721.82,23.45,9.86,308641.43,7.4
978585.86,23.46,9.86,308641.43,7.4
978449.9,23.46,9.86,308641.56,7.4
978313.94,23.46,9.86,308641.56,7.4
978519.17,23.47,9.87,308256.12,7.39
978383.21,23.47,9.88,308112.87,7.39
978247.25,23.48,9.88,308107.25,7.39
978298.94,23.48,9.89,308381.87,7.4
978162.98,23.48,9.89,309087.28,7.42
978225.75,23.49,9.89,308702.74,7.41
978112.19,23.49,9.9,310507.28,7.46
978295.9,23.5,9.9,311491.71,7.48
978159.94,23.5,9.91,311491.71,7.48
978428.77,23.51,9.92,311493.61,7.49
978480.46,23.52,9.92,311493.61,7.49
978344.5,23.52,9.92,311899.49,7.5
978620.96,23.53,9.93,311899.49,7.5
978386.62,23.53,9.93,311588.56,7.49
978386.62,23.53,9.93,311842.81,7.5
978662.81,23.54,9.94,311962.3,7.5
978714.5,23.54,9.95,311962.48,7.5
978714.5,23.54,9.95,312105.44,7.51
978578.54,23.54,9.95,312104.55,7.51
978442.58,23.55,9.95,312104.35,7.51
978839.38,23.56,9.96,312134.27,7.51
979236.19,23.57,9.97,312134.27,7.51
979100.23,23.57,9.97,312134.27,7.51
979100.23,23.57,9.97,312068.34,7.51
979283.94,23.58,9.98,312262.12,7.52
979283.94,23.58,9.98,312234.02,7.52
979552.76,23.59,9.99,312276.77,7.52
979604.46,23.59,10.0,312256.2,7.52
979649.26,23.6,10.0,312267.61,7.52
979983.79,23.6,10.01,313279.89,7.55
979847.83,23.61,10.01,313323.62,7.55
979584.75,23.6,10.01,313008.68,7.54
979820.51,23.61,10.02,313025.75,7.54
980056.28,23.62,10.03,313025.2,7.54
979920.32,23.62,10.03,313025.2,7.55
979784.36,23.63,10.03,313014.33,7.55
979784.36,23.63,10.03,313014.14,7.55
980053.19,23.64,10.04,313014.14,7.55
980322.01,23.64,10.05,313014.14,7.55
980186.05,23.65,10.05,313008.72,7.55
979986.38,23.64,10.05,312813.41,7.55
979986.38,23.64,10.05,313015.04,7.55
980038.07,23.65,10.05,313111.01,7.56
980089.76,23.66,10.06,313234.12,7.56
980089.76,23.66,10.06,313273.59,7.56
980141.46,23.66,10.07,313874.32,7.58
980193.15,23.67,10.07,313874.5,7.58
980057.19,23.67,10.07,313874.3,7.58
980057.19,23.67,10.07,315745.82,7.63
980326.01,23.68,10.08,316153.12,7.64
980190.05,23.68,10.09,316153.12,7.64
980054.09,23.68,10.09,316261.86,7.64
979918.13,23.69,10.09,316229.06,7.64
979782.17,23.69,10.09,316229.06,7.65
979965.89,23.7,10.1,316229.06,7.65
979829.93,23.7,10.1,316229.06,7.65
979693.97,23.7,10.11,316229.06,7.65
979558.01,23.7,10.11,316229.06,7.65
979892.54,23.71,10.12,316892.46,7.67
980164.58,23.72,10.13,316892.27,7.67
980216.27,23.73,10.13,316892.27,7.67
980080.31,23.73,10.14,316891.67,7.67
980143.07,23.74,10.14,316507.12,7.67
980411.9,23.75,10.15,316506.75,7.67
980408.83,23.75,10.15,316354.49,7.66
980592.54,23.76,10.16,316352.66,7.66
980456.58,23.76,10.16,316345.33,7.67
980456.58,23.76,10.16,316191.63,7.66
980320.62,23.76,10.17,316191.63,7.66
980320.62,23.76,10.17,316195.74,7.66
980320.62,23.76,10.17,316134.55,7.66
980320.62,23.76,10.17,316126.86,7.66
980320.62,23.76,10.17,316070.62,7.66
980184.66,23.77,10.17,316498.7,7.67
980048.7,23.77,10.17,316498.7,7.68
980100.4,23.77,10.18,316483.67,7.68
980369.22,23.78,10.19,316483.67,7.68
980721.78,23.79,10.2,316748.32,7.68
980585.82,23.8,10.2,316757.96,7.69
980449.86,23.8,10.2,316757.96,7.69
980744.44,23.81,10.21,316856.91,7.69
980608.48,23.81,10.21,316856.91,7.69
980792.2,23.82,10.22,316856.91,7.69
980656.24,23.82,10.22,316879.84,7.7
980932.7,23.83,10.23,316485.93,7.69
980932.7,23.83,10.23,316523.2,7.69
980984.39,23.84,10.24,316508.53,7.69
981036.08,23.84,10.25,316536.75,7.69
980900.12,23.84,10.25,316536.3,7.69
980764.16,23.85,10.25,316536.3,7.7
981032.99,23.86,10.26,316536.3,7.7
981268.76,23.86,10.27,316732.69,7.7
981132.8,23.87,10.27,317879.42,7.73
980996.84,23.87,10.27,317879.42,7.73
980860.88,23.87,10.28,317859.8,7.74
980724.92,23.87,10.28,317983.56,7.74
980588.96,23.88,10.28,317983.19,7.74
980482.87,23.88,10.28,320695.39,7.81
980889.2,23.89,10.29,325529.5,7.93
980753.24,23.89,10.3,325529.13,7.93
980617.28,23.9,10.3,327174.35,7.97
980481.32,23.9,10.3,326958.57,7.97
980345.36,23.9,10.3,326957.17,7.97
980614.19,23.91,10.31,326996.89,7.97
980665.88,23.92,10.32,326996.89,7.97
980546.02,23.91,10.32,327068.38,7.98
980546.02,23.91,10.32,327356.41,7.98
980764.11,23.92,10.32,327576.97,7.99
980764.11,23.92,10.32,327504.95,7.99
980628.15,23.92,10.33,327546.24,7.99
980679.84,23.93,10.33,327587.91,7.99
980731.53,23.93,10.34,327685.54,8.0
980783.22,23.94,10.34,327706.16,8.0
980647.26,23.94,10.35,327690.45,8.0
980511.3,23.95,10.35,328719.97,8.03
980780.13,23.95,10.36,328716.51,8.03
980644.17,23.96,10.36,328701.96,8.03
980508.21,23.96,10.36,328701.96,8.03
980372.25,23.96,10.37,328618.67,8.03
980236.29,23.96,10.37,328618.67,8.03
980100.33,23.97,10.37,328641.92,8.04
980369.15,23.98,10.38,328653.9,8.04
980420.84,23.98,10.39,328746.98,8.04
980284.88,23.99,10.39,328704.93,8.04
980336.58,23.99,10.4,328536.67,8.04
980605.4,24.0,10.4,328536.67,8.04
980469.44,24.0,10.41,328564.45,8.04
980590.14,24.01,10.41,328175.48,8.04
980620.01,24.01,10.42,328393.67,8.04
980484.05,24.01,10.42,328393.67,8.04
980348.09,24.02,10.42,328393.37,8.05
980399.78,24.02,10.43,328393.37,8.05
980263.83,24.03,10.43,328394.78,8.05
980127.87,24.03,10.43,328393.51,8.05
979991.91,24.03,10.43,328393.14,8.05
979641.63,24.03,10.43,327896.36,8.04
979910.45,24.04,10.44,327897.62,8.04
979774.49,24.04,10.44,327909.4,8.05
979638.53,24.04,10.45,328078.19,8.05
979502.57,24.04,10.45,328078.19,8.05
979366.61,24.05,10.45,328078.19,8.06
979230.65,24.05,10.45,328089.85,8.06
979282.34,24.05,10.46,328089.85,8.06
979146.38,24.06,10.46,328089.85,8.06
979010.42,24.06,10.46,329035.01,8.09
979194.14,24.07,10.47,329035.46,8.09
979545.1,24.08,10.48,329040.38,8.09
979545.1,24.08,10.48,329197.26,8.09
979596.79,24.08,10.49,329320.36,8.1
979780.51,24.09,10.5,329320.36,8.1
979780.51,24.09,10.5,329313.5,8.1
979644.55,24.09,10.5,329313.5,8.1
979508.59,24.1,10.5,329057.76,8.1
979508.59,24.1,10.5,328852.91,8.09
979777.41,24.11,10.51,328852.91,8.09
980046.24,24.12,10.52,329408.74,8.11
979910.28,24.12,10.52,329410.68,8.11
979961.97,24.12,10.53,329413.62,8.11
979826.01,24.13,10.53,329409.0,8.11
979848.41,24.13,10.53,329369.74,8.11
979712.45,24.13,10.53,329350.13,8.11
979764.14,24.14,10.54,329426.67,8.12
979764.14,24.14,10.54,329426.67,8.12
979628.18,24.14,10.54,329316.84,8.11
979628.18,24.14,10.54,329213.95,8.11
979897.01,24.15,10.55,329213.95,8.11
981643.03,24.2,10.6,330106.8,8.14
981507.07,24.2,10.6,330003.89,8.14
981558.76,24.21,10.61,330003.89,8.14
981422.8,24.21,10.61,329985.19,8.14
982054.7,24.23,10.63,328521.98,8.1
981918.74,24.23,10.63,328517.57,8.11
981782.78,24.23,10.63,328511.86,8.11
981646.83,24.23,10.64,328511.86,8.11
980559.15,24.25,10.66,328511.66,8.13
981221.31,24.28,10.68,328583.16,8.13
981221.31,24.28,10.68,328583.16,8.13
981105.32,24.27,10.68,328219.85,8.12
980969.36,24.28,10.68,328219.85,8.12
980969.36,24.28,10.68,329545.43,8.16
980833.4,24.28,10.68,329545.23,8.16
980697.44,24.28,10.69,329561.22,8.16
980561.48,24.29,10.69,329548.88,8.16
980830.31,24.29,10.7,329552.32,8.16
980694.35,24.3,10.7,329551.94,8.16
982230.59,24.34,10.74,331156.31,8.2
982282.28,24.34,10.75,331156.31,8.21
982150.26,24.34,10.74,331025.29,8.2
982014.3,24.34,10.75,331025.29,8.21
982348.83,24.35,10.76,331044.3,8.21
982349.52,24.36,10.76,330227.38,8.19
982213.56,24.36,10.76,330227.38,8.19
982265.25,24.37,10.77,330225.4,8.19
982129.29,24.37,10.77,329467.25,8.17
982015.73,24.37,10.78,330867.6,8.21
981879.77,24.37,10.78,331204.7,8.22
982193.55,24.38,10.79,331205.61,8.22
982057.59,24.39,10.79,331616.06,8.24
982326.42,24.4,10.8,331616.06,8.24
982378.11,24.4,10.81,331616.06,8.24
982429.8,24.41,10.81,331615.44,8.24
982157.88,24.41,10.82,331657.71,8.24
983925.17,24.46,10.87,331707.78,8.25
984193.99,24.47,10.88,331857.43,8.25
984462.81,24.48,10.89,331857.43,8.25
984218.85,24.48,10.88,331857.26,8.25
984082.89,24.48,10.89,331886.05,8.26
983946.93,24.49,10.89,332183.58,8.27
983810.97,24.49,10.89,332130.89,8.27
983613.59,24.49,10.89,332146.32,8.27
983477.63,24.49,10.89,332063.03,8.27
983341.67,24.49,10.9,332216.21,8.27
983205.71,24.49,10.9,332216.21,8.28
983069.75,24.5,10.9,332250.14,8.28
983069.75,24.5,10.9,332411.72,8.28
983338.57,24.51,10.91,332523.51,8.29
983202.61,24.51,10.91,332523.51,8.29
983471.44,24.52,10.92,332862.09,8.3
983655.15,24.53,10.93,332861.67,8.3
983541.6,24.53,10.93,332889.89,8.3
983541.6,24.53,10.93,332869.29,8.3
983541.6,24.53,10.93,332938.61,8.3
983405.64,24.53,10.94,333259.73,8.31
983740.17,24.54,10.95,333313.09,8.32
983925.21,24.55,10.96,333747.83,8.33
984201.67,24.56,10.97,333752.3,8.33
984536.21,24.57,10.98,333751.93,8.33
984400.25,24.57,10.98,333751.93,8.33
984451.94,24.58,10.98,333751.93,8.33
984720.76,24.59,10.99,333752.76,8.33
984584.8,24.59,11.0,333745.42,8.34
984853.63,24.6,11.01,333819.9,8.34
984717.67,24.61,11.01,333859.04,8.34
984581.71,24.61,11.01,333859.04,8.34
984633.4,24.61,11.02,334741.91,8.37
984905.43,24.62,11.03,334724.35,8.37
985089.15,24.63,11.04,334754.1,8.37
985357.97,24.64,11.05,334788.15,8.37
985222.01,24.65,11.05,334782.85,8.37
985149.91,24.65,11.05,334782.55,8.38
985418.74,24.66,11.06,334785.77,8.38
985753.27,24.67,11.07,335199.88,8.39
985617.31,24.67,11.08,335200.33,8.39
985419.93,24.67,11.07,335200.33,8.39
985283.97,24.67,11.08,335183.25,8.39
985148.01,24.68,11.08,335190.01,8.4
985416.84,24.68,11.09,335227.86,8.4
985280.88,24.69,11.09,335227.48,8.4
985332.57,24.69,11.1,335347.98,8.4
985384.26,24.7,11.1,335339.48,8.41
985718.79,24.71,11.11,335614.35,8.41
985582.83,24.71,11.12,335597.81,8.42
985420.62,24.71,11.12,334897.48,8.4
985284.66,24.71,11.12,334891.67,8.4
985148.7,24.72,11.12,334899.06,8.4
985148.7,24.72,11.12,334881.04,8.4
985012.74,24.72,11.12,334879.99,8.4
985281.57,24.73,11.13,334902.23,8.41
985550.39,24.74,11.14,335317.33,8.42
985786.16,24.75,11.15,335317.33,8.42
986272.44,24.77,11.17,336325.08,8.45
986522.02,24.78,11.18,335774.28,8.43
986573.71,24.78,11.19,335802.35,8.44
986719.9,24.79,11.2,335027.01,8.42
986583.94,24.8,11.2,335042.69,8.42
986767.66,24.8,11.21,335042.69,8.42
986631.7,24.81,11.21,335042.49,8.42
986495.74,24.81,11.21,335035.35,8.43
986830.27,24.82,11.22,335097.72,8.43
986655.59,24.82,11.23,335215.83,8.43
986310.8,24.82,11.22,334835.68,8.42
986184.03,24.82,11.22,334798.39,8.42
986518.56,24.83,11.23,335597.1,8.45
986321.18,24.82,11.23,335594.97,8.45
986185.22,24.83,11.23,335595.84,8.45
986049.26,24.83,11.23,335595.84,8.45
985852.65,24.83,11.23,335452.04,8.45
985852.65,24.83,11.23,335476.92,8.45
987772.95,24.87,11.28,339714.33,8.55
987440.53,24.87,11.27,339517.27,8.55
987492.22,24.87,11.28,339521.67,8.55
987667.54,24.88,11.29,339989.78,8.57
987667.54,24.88,11.29,339989.78,8.57
987719.23,24.89,11.29,339917.33,8.57
987770.92,24.9,11.3,339917.51,8.57
988039.75,24.91,11.31,339917.51,8.57
988316.21,24.92,11.32,339804.57,8.57
988499.92,24.92,11.33,340350.76,8.58
988363.96,24.93,11.33,340350.76,8.58
988363.96,24.93,11.33,340542.82,8.59
988415.65,24.93,11.34,340542.82,8.59
988279.69,24.94,11.34,340508.65,8.59
988143.74,24.94,11.34,340851.31,8.6
988007.78,24.94,11.35,340851.31,8.6
988007.78,24.94,11.35,340851.31,8.6
987871.82,24.94,11.35,340831.7,8.61
991029.56,25.03,11.43,342108.0,8.64
991213.28,25.04,11.44,342192.63,8.64
991077.32,25.04,11.45,342192.63,8.65
990880.7,25.04,11.44,342423.62,8.65
990744.74,25.04,11.45,342423.62,8.66
990282.56,25.04,11.44,341843.5,8.64
990057.79,25.03,11.44,341754.43,8.64
990933.03,25.06,11.46,342586.64,8.66
990933.03,25.06,11.46,342520.85,8.66
990933.03,25.06,11.46,342520.85,8.66
990797.07,25.06,11.47,342530.23,8.66
990980.78,25.07,11.48,343163.81,8.68
990844.82,25.08,11.48,344089.61,8.71
990896.51,25.08,11.49,344089.24,8.71
990948.21,25.09,11.49,344673.72,8.73
990812.25,25.09,11.5,344663.87,8.73
990812.25,25.09,11.5,344591.85,8.73
991209.05,25.1,11.51,344591.85,8.73
991392.76,25.11,11.52,344591.85,8.73
991444.45,25.12,11.52,344564.72,8.73
991308.49,25.12,11.53,344562.58,8.73
991017.96,25.12,11.52,344295.15,8.73
990882.0,25.12,11.52,344372.06,8.73
991176.58,25.13,11.53,344593.26,8.74
991445.4,25.14,11.54,344547.3,8.74
991309.45,25.14,11.54,344544.23,8.74
991309.45,25.14,11.54,344318.22,8.73
991361.14,25.15,11.55,344311.0,8.73
991544.85,25.16,11.56,344542.55,8.74
991596.54,25.16,11.57,344540.74,8.74
991526.5,25.17,11.57,344640.53,8.75
991526.5,25.17,11.57,344640.53,8.75
991795.33,25.18,11.58,344662.24,8.75
992064.15,25.19,11.59,344664.19,8.75
992340.61,25.2,11.6,344664.19,8.75
992204.65,25.2,11.6,344660.79,8.75
993423.98,25.23,11.63,347129.41,8.82
993468.62,25.23,11.64,347093.69,8.82
993332.66,25.24,11.64,347093.69,8.82
993196.7,25.24,11.64,347093.69,8.82
993531.23,25.25,11.65,348406.44,8.85
993395.27,25.25,11.66,348569.6,8.86
993446.96,25.26,11.66,348566.51,8.86
992903.9,25.25,11.66,347874.25,8.85
992767.94,25.25,11.66,347866.15,8.85
993036.76,25.26,11.67,347866.15,8.85
992900.8,25.27,11.67,347865.95,8.85
992952.49,25.27,11.68,347866.13,8.85
993004.19,25.28,11.68,347855.29,8.86
992868.23,25.28,11.69,347852.86,8.86
993137.05,25.29,11.7,348283.77,8.87
993188.74,25.3,11.7,348283.77,8.87
993052.78,25.3,11.71,348275.92,8.87
992839.83,25.3,11.71,347915.09,8.87
993023.54,25.31,11.72,347956.47,8.87
992907.56,25.31,11.71,347871.75,8.87
993176.38,25.32,11.72,347871.75,8.87
993228.07,25.33,11.73,347876.69,8.87
993562.61,25.34,11.74,348093.74,8.88
993426.65,25.34,11.74,348093.09,8.88
993290.69,25.34,11.75,349122.88,8.91
993154.73,25.35,11.75,349122.88,8.91
993084.69,25.35,11.76,349012.67,8.91
992895.53,25.35,11.75,348655.55,8.9
992947.22,25.36,11.76,348655.17,8.9
992602.44,25.35,11.76,348556.22,8.9
992466.48,25.35,11.76,348556.22,8.9
992330.52,25.36,11.76,348556.22,8.91
992194.56,25.36,11.76,348556.22,8.91
992076.62,25.36,11.77,348058.98,8.9
991940.66,25.37,11.77,348268.22,8.91
991804.7,25.37,11.77,348120.72,8.9
991804.7,25.37,11.77,348017.81,8.9
992040.47,25.38,11.78,348385.87,8.91
992040.47,25.38,11.78,348262.92,8.91
991904.51,25.38,11.79,348230.69,8.91
991768.55,25.39,11.79,348452.46,8.92
991632.59,25.39,11.79,348638.87,8.93
991496.63,25.39,11.8,348717.92,8.93
991360.67,25.39,11.8,348718.18,8.93
991632.71,25.41,11.81,348718.18,8.93
991904.74,25.42,11.82,349781.0,8.96
991768.78,25.42,11.82,349781.0,8.96
991632.82,25.42,11.83,349907.82,8.97
991298.04,25.42,11.82,349572.76,8.96
991349.73,25.42,11.83,349572.76,8.96
991401.42,25.43,11.83,349555.13,8.97
991265.46,25.43,11.84,349567.37,8.97
991534.29,25.44,11.85,349559.75,8.97
991585.98,25.45,11.85,349559.75,8.97
991241.2,25.44,11.85,349212.75,8.96
991292.89,25.45,11.85,349214.0,8.97
991344.58,25.46,11.86,349589.76,8.98
991208.62,25.46,11.86,349577.52,8.98
991072.66,25.46,11.87,349887.07,8.99
990936.7,25.47,11.87,349996.92,8.99
990988.39,25.47,11.88,350407.84,9.01
990852.43,25.48,11.88,350392.69,9.01
990904.12,25.48,11.89,350745.99,9.02
991558.23,25.5,11.91,352552.06,9.07
991422.28,25.5,11.91,352567.66,9.07
991422.28,25.5,11.91,352618.53,9.07
991473.97,25.51,11.92,352618.53,9.07
991338.01,25.51,11.92,352499.31,9.07
991672.54,25.53,11.93,353002.04,9.09
991779.3,25.53,11.93,353621.0,9.1
991643.34,25.53,11.94,353652.15,9.11
992040.15,25.54,11.95,354483.55,9.13
991904.19,25.55,11.95,354489.9,9.13
991768.23,25.55,11.95,354489.9,9.13
991819.92,25.56,11.96,354548.55,9.14
991683.96,25.56,11.96,354548.78,9.14
991548.0,25.56,11.97,354918.07,9.15
991599.69,25.57,11.97,354918.07,9.15
991868.52,25.58,11.98,355801.69,9.18
991912.74,25.58,11.99,355278.89,9.16
991776.78,25.59,11.99,355427.57,9.17
991640.82,25.59,12.0,355342.88,9.17
991640.82,25.59,12.0,355239.97,9.17
991692.51,25.6,12.0,355239.97,9.17
991928.28,25.61,12.01,355254.52,9.17
991742.85,25.61,12.01,354617.7,9.16
992011.68,25.62,12.02,354617.7,9.16
992011.68,25.62,12.02,354595.7,9.16
992247.45,25.63,12.03,355284.44,9.18
992111.49,25.63,12.04,355181.27,9.18
992111.49,25.63,12.04,355181.14,9.18
992383.52,25.64,12.05,355181.14,9.18
992247.56,25.65,12.05,355167.55,9.18
992644.37,25.66,12.06,355176.42,9.18
992508.41,25.66,12.06,355192.58,9.18
992777.23,25.67,12.07,355192.21,9.18
992641.27,25.67,12.08,355192.21,9.19
992505.31,25.68,12.08,355192.21,9.19
992369.35,25.68,12.08,355303.03,9.19
992605.12,25.69,12.09,355653.93,9.2
992656.81,25.7,12.1,355650.37,9.21
992520.85,25.7,12.1,355650.18,9.21
992905.67,25.71,12.12,355604.52,9.21
992957.37,25.72,12.12,355604.52,9.21
993009.06,25.73,12.13,355604.52,9.21
992873.1,25.73,12.13,355811.65,9.22
992924.79,25.74,12.14,355890.17,9.22
992788.83,25.74,12.14,356039.1,9.23
992652.87,25.74,12.15,356036.36,9.23
992516.91,25.75,12.15,356036.36,9.24
992380.95,25.75,12.15,356036.36,9.24
992616.72,25.76,12.16,356036.36,9.24
992885.54,25.77,12.17,356036.36,9.24
992937.24,25.78,12.18,355995.32,9.24
992499.34,25.77,12.18,355246.84,9.22
992768.17,25.78,12.19,355246.84,9.23
992742.86,25.79,12.19,355228.41,9.23
992742.86,25.79,12.19,355228.41,9.23
992926.58,25.8,12.2,355522.23,9.24
992926.58,25.8,12.2,355608.99,9.24
993110.29,25.81,12.21,356311.39,9.26
992974.33,25.81,12.21,356311.39,9.26
992838.37,25.81,12.22,356185.19,9.26
993107.2,25.82,12.23,356186.64,9.26
993158.89,25.83,12.23,356569.05,9.27
993022.93,25.83,12.24,356571.76,9.28
992886.97,25.83,12.24,356557.99,9.28
992931.19,25.84,12.25,357857.44,9.31
992795.23,25.84,12.25,357857.24,9.32
993064.06,25.85,12.26,358112.67,9.32
992928.1,25.86,12.26,358112.48,9.33
992979.79,25.86,12.27,358235.58,9.33
992843.83,25.87,12.27,358235.39,9.33
992861.85,25.88,12.28,358116.42,9.33
992913.55,25.88,12.29,358116.05,9.33
993317.27,25.89,12.3,358344.45,9.34
993368.96,25.9,12.3,358344.45,9.34
993233.0,25.9,12.31,358344.45,9.35
993501.83,25.91,12.32,358347.15,9.35
993365.87,25.92,12.32,358332.4,9.35
993417.56,25.92,12.33,358340.65,9.35
993358.25,25.92,12.33,358225.92,9.35
993409.94,25.93,12.33,358420.12,9.36
993065.15,25.92,12.33,358430.4,9.36
993065.15,25.92,12.33,357717.94,9.34
992929.19,25.93,12.33,357717.88,9.34
992793.23,25.93,12.34,357721.41,9.34
992844.93,25.94,12.34,357796.14,9.35
993113.75,25.95,12.35,358034.68,9.35
