ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1150,5917,2157970,6212,2157970
1150,5917,2158130,6212,2158130
1150,5917,2159130,6212,2159130
1150,5917,2160130,6212,2160130
1150,5917,2161130,6212,2161130
1151,5925,2169130,6212,2169130
1152,5927,2170130,6212,2170130
1152,5927,2170130,6212,2170130
1152,5927,2170360,6212,2170360
1152,5927,2171360,6212,2171360
1152,5927,2171360,6212,2171360
1153,5935,2172360,6212,2172360
1153,5935,2173360,6212,2173360
1153,5935,2174360,6212,2174360
1153,5935,2174830,6212,2174830
1153,5935,2175830,6212,2175830
1153,5935,2175830,6212,2175830
1153,5935,2176640,6212,2176640
1153,5935,2176800,6212,2176800
1153,5935,2177800,6212,2177800
1153,5935,2178120,6212,2178120
1153,5935,2178930,6212,2178930
1153,5935,2179930,6212,2179930
1153,5935,2180740,6212,2180740
1153,5935,2181740,6212,2181740
1153,5935,2182740,6212,2182740
1153,5935,2183740,6212,2183740
1153,5935,2184090,6212,2184090
1153,5935,2185090,6212,2185090
1153,5935,2185560,6212,2185560
1153,5935,2186370,6212,2186370
1153,5935,2187180,6212,2187180
1153,5935,2189180,6212,2189180
1153,5935,2190180,6212,2190180
1153,5935,2190650,6212,2190650
1153,5935,2191120,6212,2191120
1153,5935,2191590,6212,2191590
1153,5935,2192590,6212,2192590
1153,5935,2193590,6212,2193590
1153,5935,2194590,6212,2194590
1153,5935,2194910,6212,2194910
1153,5935,2195910,6212,2195910
1153,5935,2196910,6212,2196910
1153,5935,2197910,6212,2197910
1153,5935,2198910,6212,2198910
1153,5935,2198910,6212,2198910
1153,5935,2199380,6212,2199380
1153,5935,2200380,6212,2200380
1153,5935,2200850,6212,2200850
1153,5935,2201500,6212,2201500
1153,5935,2202500,6212,2202500
1153,5935,2202500,6212,2202500
1153,5935,2202500,6212,2202500
1153,5935,2203500,6212,2203500
1154,5937,2203820,6212,2203820
1154,5937,2204410,6212,2204410
1154,5937,2204870,6212,2204870
1154,5937,2205190,6212,2205190
1154,5937,2206190,6212,2206190
1154,5937,2207000,6212,2207000
1154,5937,2207470,6212,2207470
1154,5937,2208470,6212,2208470
1155,5939,2208940,6212,2208940
1155,5939,2209940,6212,2209940
1155,5939,2210940,6212,2210940
1155,5939,2211750,6212,2211750
1156,5941,2212300,6212,2212300
1156,5941,2212950,6212,2212950
1156,5941,2213420,6212,2213420
1156,5941,2214420,6212,2214420
1156,5941,2215420,6212,2215420
1156,5941,2215890,6212,2215890
1156,5941,2216210,6212,2216210
1156,5941,2217210,6212,2217210
1156,5941,2217530,6212,2217530
1156,5941,2218530,6212,2218530
1156,5941,2219530,6212,2219530
1156,5941,2220000,6212,2220000
1156,5941,2221000,6212,2221000
1156,5941,2221810,6212,2221810
1156,5941,2222620,6212,2222620
1156,5941,2222940,6212,2222940
1156,5941,2223940,6212,2223940
1156,5941,2224260,6212,2224260
1156,5941,2225260,6212,2225260
1156,5941,2226260,6212,2226260
1156,5941,2226260,6212,2226260
1156,5941,2227260,6212,2227260
1156,5941,2227730,6212,2227730
1156,5941,2228200,6212,2228200
1156,5941,2228790,6212,2228790
1156,5941,2229790,6212,2229790
1156,5941,2230600,6212,2230600
1156,5941,2231410,6212,2231410
1156,5941,2232220,6212,2232220
1156,5941,2233220,6212,2233220
1157,5949,2233870,6212,2233870
1158,5957,2234870,6212,2234870
1158,5957,2235870,6212,2235870
1158,5957,2236190,6212,2236190
1158,5957,2237190,6212,2237190
1158,5957,2237660,6212,2237660
1158,5957,2237890,6212,2237890
1158,5957,2238210,6212,2238210
1158,5957,2238530,6212,2238530
1158,5957,2239530,6212,2239530
1158,5957,2240530,6212,2240530
1158,5957,2240850,6212,2240850
1158,5957,2240850,6212,2240850
1158,5957,2240850,6212,2240850
1158,5957,2241310,6212,2241310
1158,5957,2242120,6212,2242120
1158,5957,2242770,6212,2242770
1158,5957,2242770,6212,2242770
1158,5957,2243580,6212,2243580
1159,5965,2244390,6212,2244390
1159,5965,2244860,6212,2244860
1159,5965,2245320,6212,2245320
1159,5965,2245970,6212,2245970
1159,5965,2246970,6212,2246970
1159,5965,2246970,6212,2246970
1159,5965,2247780,6212,2247780
1159,5965,2248780,6212,2248780
1159,5965,2249780,6212,2249780
1159,5965,2250780,6212,2250780
1159,5965,2250780,6212,2250780
1160,5967,2251780,6212,2251780
1160,5967,2252780,6212,2252780
1161,5969,2253430,6212,2253430
1161,5969,2254430,6212,2254430
1161,5969,2254750,6212,2254750
1161,5969,2255750,6212,2255750
1161,5969,2256560,6212,2256560
1161,5969,2256910,6212,2256910
1161,5969,2257910,6212,2257910
1161,5969,2257910,6212,2257910
1161,5969,2257910,6212,2257910
1161,5969,2258910,6212,2258910
1161,5969,2259560,6212,2259560
1161,5969,2260560,6212,2260560
1161,5969,2261370,6212,2261370
1161,5969,2262180,6212,2262180
1161,5969,2263180,6212,2263180
1161,5969,2263180,6212,2263180
1161,5969,2263410,6212,2263410
1161,5969,2264060,6212,2264060
1161,5969,2264870,6212,2264870
1161,5969,2265870,6212,2265870
1161,5969,2266190,6212,2266190
1161,5969,2267190,6212,2267190
1161,5969,2267350,6212,2267350
1162,5973,2267820,6212,2267820
1162,5973,2268820,6212,2268820
1162,5973,2268820,6212,2268820
1162,5973,2269630,6212,2269630
1162,5973,2270280,6212,2270280
1162,5973,2271090,6212,2271090
1162,5973,2272090,6212,2272090
1162,5973,2272090,6212,2272090
1162,5973,2272560,6212,2272560
1162,5973,2273030,6212,2273030
1163,5981,2273490,6212,2273490
1163,5981,2274490,6212,2274490
1163,5981,2274490,6212,2274490
1163,5981,2274760,6212,2274760
1163,5981,2275760,6212,2275760
1163,5981,2276760,6212,2276760
1163,5981,2277080,6212,2277080
1163,5981,2278080,6212,2278080
1163,5981,2278890,6212,2278890
1164,5982,2279890,6212,2279890
1164,5982,2280890,6212,2280890
1164,5982,2281360,6212,2281360
1165,5990,2282360,6212,2282360
1166,5998,2283170,6212,2283170
1166,5998,2283980,6212,2283980
1166,5998,2284980,6212,2284980
1166,5998,2285450,6212,2285450
1166,5998,2286260,6212,2286260
1166,5998,2287260,6212,2287260
1166,5998,2288260,6212,2288260
1166,5998,2288910,6212,2288910
1166,5998,2289140,6212,2289140
1166,5998,2289610,6212,2289610
1166,5998,2290420,6212,2290420
1166,5998,2290740,6212,2290740
1166,5998,2291740,6212,2291740
1166,5998,2292740,6212,2292740
1166,5998,2293740,6212,2293740
1166,5998,2294740,6212,2294740
1166,5998,2295290,6212,2295290
1166,5998,2296100,6212,2296100
1166,5998,2296570,6212,2296570
1166,5998,2297570,6212,2297570
1166,5998,2298570,6212,2298570
1166,5998,2299570,6212,2299570
1166,5998,2300570,6212,2300570
1166,5998,2301570,6212,2301570
1166,5998,2302570,6212,2302570
1167,6000,2302570,6212,2302570
1167,6000,2303160,6212,2303160
1167,6000,2303160,6212,2303160
1167,6000,2304160,6212,2304160
1167,6000,2305160,6212,2305160
1167,6000,2306160,6212,2306160
1167,6000,2307160,6212,2307160
1168,6002,2308160,6212,2308160
1168,6002,2308710,6212,2308710
1168,6002,2309260,6212,2309260
1168,6002,2310260,6212,2310260
1168,6002,2311260,6212,2311260
1168,6002,2311720,6212,2311720
1168,6002,2312530,6212,2312530
1168,6002,2313340,6212,2313340
1168,6002,2314340,6212,2314340
1168,6002,2314810,6212,2314810
1168,6002,2315620,6212,2315620
1168,6002,2316090,6212,2316090
1168,6002,2316900,6212,2316900
1168,6002,2317710,6212,2317710
1168,6002,2318710,6212,2318710
1168,6002,2319710,6212,2319710
1168,6002,2320710,6212,2320710
1168,6002,2321520,6212,2321520
1168,6002,2322520,6212,2322520
1168,6002,2323330,6212,2323330
1168,6002,2323800,6212,2323800
1168,6002,2324800,6212,2324800
1168,6002,2324800,6212,2324800
1168,6002,2325610,6212,2325610
1168,6002,2326610,6212,2326610
1168,6002,2326930,6212,2326930
1168,6002,2326930,6212,2326930
1168,6002,2327930,6212,2327930
1168,6002,2328160,6212,2328160
1168,6002,2329160,6212,2329160
1169,6006,2330160,6212,2330160
1169,6006,2330970,6212,2330970
1169,6006,2331970,6212,2331970
1169,6006,2332970,6212,2332970
1169,6006,2333780,6212,2333780
1169,6006,2334250,6212,2334250
1169,6006,2335060,6212,2335060
1169,6006,2336060,6212,2336060
1169,6006,2337060,6212,2337060
1170,6008,2337060,6212,2337060
1170,6008,2337870,6212,2337870
1170,6008,2338460,6212,2338460
1170,6008,2339270,6212,2339270
1170,6008,2339740,6212,2339740
1170,6008,2339740,6212,2339740
1170,6008,2340330,6212,2340330
1170,6008,2341330,6212,2341330
1170,6008,2341330,6212,2341330
1170,6008,2341880,6212,2341880
1170,6008,2342880,6212,2342880
1170,6008,2343110,6212,2343110
1170,6008,2344110,6212,2344110
1170,6008,2344580,6212,2344580
1170,6008,2345580,6212,2345580
1170,6008,2346580,6212,2346580
1170,6008,2347580,6212,2347580
1170,6008,2348170,6212,2348170
1170,6008,2348980,6212,2348980
1171,6016,2349980,6212,2349980
1171,6016,2350630,6212,2350630
1171,6016,2351440,6212,2351440
1171,6016,2352250,6212,2352250
1171,6016,2353250,6212,2353250
1171,6016,2354060,6212,2354060
1171,6016,2355060,6212,2355060
1171,6016,2356060,6212,2356060
1171,6016,2357060,6212,2357060
1171,6016,2358060,6212,2358060
1171,6016,2358650,6212,2358650
1171,6016,2359120,6212,2359120
1171,6016,2359930,6212,2359930
1171,6016,2360930,6212,2360930
1171,6016,2361400,6212,2361400
1171,6016,2362210,6212,2362210
1171,6016,2362210,6212,2362210
1171,6016,2362860,6212,2362860
1171,6016,2362860,6212,2362860
1171,6016,2363510,6212,2363510
1171,6016,2364510,6212,2364510
1171,6016,2365510,6212,2365510
1171,6016,2365980,6212,2365980
1171,6016,2366790,6212,2366790
1171,6016,2367790,6212,2367790
1171,6016,2368790,6212,2368790
1171,6016,2369600,6212,2369600
1172,6024,2370600,6212,2370600
1172,6024,2371070,6212,2371070
1173,6032,2372070,6212,2372070
1174,6034,2372880,6212,2372880
1175,6042,2373880,6212,2373880
1175,6042,2374880,6212,2374880
1175,6042,2375690,6212,2375690
1175,6042,2375910,6212,2375910
1175,6042,2376720,6212,2376720
1175,6042,2377720,6212,2377720
1175,6042,2378190,6212,2378190
1175,6042,2379190,6212,2379190
1175,6042,2380000,6212,2380000
1175,6042,2380160,6212,2380160
1175,6042,2380970,6212,2380970
1175,6042,2381440,6212,2381440
1175,6042,2381440,6212,2381440
1175,6042,2382440,6212,2382440
1175,6042,2383440,6212,2383440
1175,6042,2384250,6212,2384250
1175,6042,2384720,6212,2384720
1175,6042,2385720,6212,2385720
1175,6042,2386720,6212,2386720
1175,6042,2387720,6212,2387720
1175,6042,2387720,6212,2387720
1175,6042,2388720,6212,2388720
1175,6042,2388720,6212,2388720
1175,6042,2389040,6212,2389040
1175,6042,2389590,6212,2389590
1175,6042,2390060,6212,2390060
1175,6042,2390060,6212,2390060
1175,6042,2390530,6212,2390530
1175,6042,2391530,6212,2391530
1175,6042,2392000,6212,2392000
1175,6042,2392650,6212,2392650
1175,6042,2392880,6212,2392880
1176,6044,2393880,6212,2393880
1176,6044,2394880,6212,2394880
1176,6044,2395690,6212,2395690
1176,6044,2396690,6212,2396690
1176,6044,2396910,6212,2396910
1176,6044,2397910,6212,2397910
1176,6044,2398720,6212,2398720
1176,6044,2399720,6212,2399720
1176,6044,2400720,6212,2400720
1176,6044,2400720,6212,2400720
1176,6044,2401190,6212,2401190
1176,6044,2401660,6212,2401660
1176,6044,2401980,6212,2401980
1176,6044,2402450,6212,2402450
1176,6044,2403450,6212,2403450
1176,6044,2404260,6212,2404260
1176,6044,2405260,6212,2405260
1176,6044,2406260,6212,2406260
1176,6044,2406260,6212,2406260
1176,6044,2406260,6212,2406260
1176,6044,2407260,6212,2407260
1176,6044,2407580,6212,2407580
1176,6044,2408580,6212,2408580
1176,6044,2409580,6212,2409580
1176,6044,2410580,6212,2410580
1176,6044,2410580,6212,2410580
1176,6044,2410580,6212,2410580
1176,6044,2411580,6212,2411580
1176,6044,2412230,6212,2412230
1176,6044,2413040,6212,2413040
1176,6044,2414040,6212,2414040
1176,6044,2414510,6212,2414510
1176,6044,2414980,6212,2414980
1176,6044,2415630,6212,2415630
1176,6044,2416440,6212,2416440
1176,6044,2416660,6212,2416660
1176,6044,2416660,6212,2416660
1176,6044,2416880,6212,2416880
1176,6044,2417200,6212,2417200
1176,6044,2417670,6212,2417670
1176,6044,2418320,6212,2418320
1176,6044,2418320,6212,2418320
1176,6044,2418320,6212,2418320
1176,6044,2419320,6212,2419320
1176,6044,2419320,6212,2419320
1176,6044,2420130,6212,2420130
1176,6044,2420780,6212,2420780
1176,6044,2420780,6212,2420780
1176,6044,2421590,6212,2421590
1176,6044,2421590,6212,2421590
1176,6044,2422060,6212,2422060
1176,6044,2423060,6212,2423060
1176,6044,2424060,6212,2424060
1176,6044,2425060,6212,2425060
1176,6044,2425870,6212,2425870
1176,6044,2426870,6212,2426870
1176,6044,2426870,6212,2426870
1176,6044,2427190,6212,2427190
1176,6044,2428190,6212,2428190
1176,6044,2428660,6212,2428660
1176,6044,2429470,6212,2429470
1176,6044,2429790,6212,2429790
1176,6044,2430790,6212,2430790
1176,6044,2431790,6212,2431790
1176,6044,2432790,6212,2432790
1176,6044,2432790,6212,2432790
1176,6044,2433600,6212,2433600
1176,6044,2434070,6212,2434070
1176,6044,2434540,6212,2434540
1176,6044,2434540,6212,2434540
1176,6044,2435540,6212,2435540
1176,6044,2436010,6212,2436010
1176,6044,2437010,6212,2437010
1176,6044,2437120,6212,2437120
1176,6044,2437770,6212,2437770
1176,6044,2438420,6212,2438420
1176,6044,2439420,6212,2439420
1176,6044,2439420,6212,2439420
1176,6044,2439970,6212,2439970
1176,6044,2440970,6212,2440970
1176,6044,2441190,6212,2441190
1176,6044,2441410,6212,2441410
1176,6044,2442410,6212,2442410
1176,6044,2443410,6212,2443410
1176,6044,2444220,6212,2444220
1176,6044,2445030,6212,2445030
1176,6044,2445500,6212,2445500
1176,6044,2445820,6212,2445820
1176,6044,2446290,6212,2446290
1176,6044,2446510,6212,2446510
1176,6044,2446510,6212,2446510
1176,6044,2447510,6212,2447510
1176,6044,2447980,6212,2447980
1176,6044,2448200,6212,2448200
1176,6044,2448520,6212,2448520
1176,6044,2448990,6212,2448990
1176,6044,2449150,6212,2449150
1176,6044,2449620,6212,2449620
1176,6044,2450430,6212,2450430
1176,6044,2451430,6212,2451430
1176,6044,2451890,6212,2451890
1176,6044,2452700,6212,2452700
1176,6044,2452700,6212,2452700
1176,6044,2453510,6212,2453510
1176,6044,2454160,6212,2454160
1176,6044,2454970,6212,2454970
1176,6044,2455080,6212,2455080
1176,6044,2455450,6212,2455450
1176,6044,2456450,6212,2456450
1177,6046,2457450,6212,2457450
1177,6046,2457450,6212,2457450
1177,6046,2458450,6212,2458450
1177,6046,2459450,6212,2459450
1177,6046,2460260,6212,2460260
1177,6046,2461070,6212,2461070
1177,6046,2461530,6212,2461530
1177,6046,2462530,6212,2462530
1177,6046,2463340,6212,2463340
1177,6046,2463810,6212,2463810
1177,6046,2464810,6212,2464810
1177,6046,2465180,6212,2465180
1177,6046,2466180,6212,2466180
1177,6046,2466650,6212,2466650
1177,6046,2466650,6212,2466650
1178,6048,2466650,6212,2466650
1178,6048,2467650,6212,2467650
1178,6048,2468120,6212,2468120
1178,6048,2469120,6212,2469120
1178,6048,2470120,6212,2470120
1178,6048,2470710,6212,2470710
1178,6048,2471260,6212,2471260
1178,6048,2471730,6212,2471730
1178,6048,2472730,6212,2472730
1179,6050,2473730,6212,2473730
1179,6050,2474540,6212,2474540
1179,6050,2475540,6212,2475540
1179,6050,2476350,6212,2476350
1179,6050,2477160,6212,2477160
1180,6058,2477970,6212,2477970
1181,6066,2478780,6212,2478780
1181,6066,2479780,6212,2479780
1181,6066,2479780,6212,2479780
1181,6066,2480780,6212,2480780
1181,6066,2481250,6212,2481250
1181,6066,2481720,6212,2481720
1181,6066,2482720,6212,2482720
1181,6066,2483720,6212,2483720
1181,6066,2484530,6212,2484530
1181,6066,2484530,6212,2484530
1181,6066,2485530,6212,2485530
1181,6066,2486080,6212,2486080
1181,6066,2486890,6212,2486890
1181,6066,2487120,6212,2487120
1181,6066,2487350,6212,2487350
1181,6066,2488160,6212,2488160
1181,6066,2488620,6212,2488620
1181,6066,2489430,6212,2489430
1181,6066,2489430,6212,2489430
1181,6066,2490240,6212,2490240
1181,6066,2490710,6212,2490710
1181,6066,2491030,6212,2491030
1181,6066,2492030,6212,2492030
1181,6066,2492030,6212,2492030
1181,6066,2492350,6212,2492350
1182,6074,2500350,6212,2500350
1182,6074,2500510,6212,2500510
1182,6074,2501510,6212,2501510
1182,6074,2502320,6212,2502320
1182,6074,2502550,6212,2502550
1182,6074,2503030,6212,2503030
1182,6074,2503500,6212,2503500
1182,6074,2503970,6212,2503970
1182,6074,2503970,6212,2503970
1182,6074,2504560,6212,2504560
1182,6074,2505560,6212,2505560
1182,6074,2506560,6212,2506560
1182,6074,2507370,6212,2507370
1182,6074,2508370,6212,2508370
1182,6074,2509370,6212,2509370
1182,6074,2509840,6212,2509840
1182,6074,2509840,6212,2509840
1182,6074,2510650,6212,2510650
1182,6074,2511650,6212,2511650
1182,6074,2512240,6212,2512240
1182,6074,2513050,6212,2513050
1182,6074,2513520,6212,2513520
1182,6074,2514520,6212,2514520
1182,6074,2515330,6212,2515330
1182,6074,2515560,6212,2515560
1182,6074,2515780,6212,2515780
1182,6074,2516780,6212,2516780
1182,6074,2517250,6212,2517250
1182,6074,2518250,6212,2518250
1182,6074,2519250,6212,2519250
1182,6074,2519900,6212,2519900
1182,6074,2520220,6212,2520220
1182,6074,2520540,6212,2520540
1182,6074,2521540,6212,2521540
1182,6074,2522540,6212,2522540
1182,6074,2523350,6212,2523350
1182,6074,2524160,6212,2524160
1183,6082,2524630,6212,2524630
1183,6082,2525630,6212,2525630
1183,6082,2525950,6212,2525950
1183,6082,2526950,6212,2526950
1183,6082,2527540,6212,2527540
1183,6082,2528350,6212,2528350
1183,6082,2529350,6212,2529350
1183,6082,2530160,6212,2530160
1183,6082,2530480,6212,2530480
1183,6082,2530950,6212,2530950
1183,6082,2530950,6212,2530950
1183,6082,2531240,6212,2531240
1183,6082,2532240,6212,2532240
1183,6082,2533240,6212,2533240
1183,6082,2533470,6212,2533470
1183,6082,2534280,6212,2534280
1183,6082,2534600,6212,2534600
1183,6082,2535600,6212,2535600
1183,6082,2536600,6212,2536600
1183,6082,2537070,6212,2537070
1183,6082,2537880,6212,2537880
1183,6082,2538880,6212,2538880
1183,6082,2539690,6212,2539690
1183,6082,2540500,6212,2540500
1183,6082,2541090,6212,2541090
1183,6082,2541900,6212,2541900
1183,6082,2542550,6212,2542550
1183,6082,2543550,6212,2543550
1184,6084,2544360,6212,2544360
1184,6084,2545010,6212,2545010
1184,6084,2545120,6212,2545120
1184,6084,2545710,6212,2545710
1184,6084,2546180,6212,2546180
1184,6084,2546180,6212,2546180
1184,6084,2546530,6212,2546530
1184,6084,2547530,6212,2547530
1184,6084,2547530,6212,2547530
1184,6084,2548180,6212,2548180
1184,6084,2549180,6212,2549180
1184,6084,2549650,6212,2549650
1184,6084,2550460,6212,2550460
1184,6084,2551460,6212,2551460
1184,6084,2551460,6212,2551460
1184,6084,2552460,6212,2552460
1184,6084,2553270,6212,2553270
1184,6084,2554270,6212,2554270
1184,6084,2555080,6212,2555080
1184,6084,2556080,6212,2556080
1184,6084,2557080,6212,2557080
1184,6084,2557890,6212,2557890
1184,6084,2558210,6212,2558210
1184,6084,2559210,6212,2559210
1184,6084,2559440,6212,2559440
1184,6084,2559440,6212,2559440
1184,6084,2559910,6212,2559910
1184,6084,2560280,6212,2560280
1184,6084,2561280,6212,2561280
1184,6084,2562280,6212,2562280
1184,6084,2562330,6212,2562330
1184,6084,2563330,6212,2563330
1184,6084,2564330,6212,2564330
1184,6084,2564800,6212,2564800
1184,6084,2565610,6212,2565610
1184,6084,2566610,6212,2566610
1184,6084,2567080,6212,2567080
1184,6084,2567550,6212,2567550
1184,6084,2568020,6212,2568020
1184,6084,2569020,6212,2569020
1184,6084,2569490,6212,2569490
1184,6084,2569810,6212,2569810
1184,6084,2570620,6212,2570620
1184,6084,2571430,6212,2571430
1184,6084,2572430,6212,2572430
1184,6084,2573430,6212,2573430
1184,6084,2574080,6212,2574080
1184,6084,2574550,6212,2574550
1184,6084,2574550,6212,2574550
1184,6084,2574870,6212,2574870
1184,6084,2575870,6212,2575870
1185,6086,2576680,6212,2576680
1185,6086,2577140,6212,2577140
1185,6086,2578140,6212,2578140
1185,6086,2578950,6212,2578950
1185,6086,2579950,6212,2579950
1185,6086,2580950,6212,2580950
1185,6086,2580950,6212,2580950
1185,6086,2581760,6212,2581760
1185,6086,2582570,6212,2582570
1185,6086,2583380,6212,2583380
1185,6086,2583610,6212,2583610
1185,6086,2584610,6212,2584610
1185,6086,2585610,6212,2585610
1185,6086,2586610,6212,2586610
1185,6086,2587080,6212,2587080
1185,6086,2587310,6212,2587310
1185,6086,2587860,6212,2587860
1185,6086,2588670,6212,2588670
1185,6086,2589480,6212,2589480
1185,6086,2589480,6212,2589480
1185,6086,2590480,6212,2590480
1185,6086,2590480,6212,2590480
1185,6086,2590950,6212,2590950
1185,6086,2591270,6212,2591270
1185,6086,2592270,6212,2592270
1185,6086,2593270,6212,2593270
1185,6086,2594270,6212,2594270
1185,6086,2594590,6212,2594590
1185,6086,2595590,6212,2595590
1185,6086,2595590,6212,2595590
1185,6086,2596050,6212,2596050
1185,6086,2597050,6212,2597050
1185,6086,2597640,6212,2597640
1185,6086,2598640,6212,2598640
1185,6086,2598960,6212,2598960
1185,6086,2599770,6212,2599770
1186,6094,2607770,6212,2607770
1186,6094,2608090,6212,2608090
1186,6094,2608090,6212,2608090
1186,6094,2608090,6212,2608090
1186,6094,2609090,6212,2609090
1186,6094,2609900,6212,2609900
1186,6094,2610900,6212,2610900
1186,6094,2611900,6212,2611900
1186,6094,2612490,6212,2612490
1186,6094,2612490,6212,2612490
1186,6094,2613490,6212,2613490
1186,6094,2613490,6212,2613490
1186,6094,2614040,6212,2614040
1186,6094,2614370,6212,2614370
1186,6094,2615370,6212,2615370
1186,6094,2615530,6212,2615530
1186,6094,2616340,6212,2616340
1186,6094,2616340,6212,2616340
1186,6094,2617340,6212,2617340
1186,6094,2617560,6212,2617560
1186,6094,2618560,6212,2618560
1186,6094,2619560,6212,2619560
1186,6094,2619780,6212,2619780
1186,6094,2620780,6212,2620780
1186,6094,2621780,6212,2621780
1186,6094,2621780,6212,2621780
1186,6094,2622590,6212,2622590
1186,6094,2623590,6212,2623590
1187,6096,2623910,6212,2623910
1187,6096,2624910,6212,2624910
1187,6096,2624910,6212,2624910
1187,6096,2625380,6212,2625380
1187,6096,2625380,6212,2625380
1187,6096,2625700,6212,2625700
1187,6096,2626510,6212,2626510
1187,6096,2627060,6212,2627060
1187,6096,2628060,6212,2628060
1187,6096,2628870,6212,2628870
1187,6096,2629870,6212,2629870
1187,6096,2630330,6212,2630330
1187,6096,2630490,6212,2630490
1187,6096,2630720,6212,2630720
1187,6096,2630720,6212,2630720
1187,6096,2631720,6212,2631720
1187,6096,2632040,6212,2632040
1187,6096,2632500,6212,2632500
1187,6096,2632500,6212,2632500
1187,6096,2632500,6212,2632500
1187,6096,2632970,6212,2632970
1187,6096,2633970,6212,2633970
1187,6096,2633970,6212,2633970
1187,6096,2633970,6212,2633970
1187,6096,2634440,6212,2634440
1187,6096,2635250,6212,2635250
1187,6096,2635250,6212,2635250
1187,6096,2636250,6212,2636250
1187,6096,2637250,6212,2637250
1187,6096,2637570,6212,2637570
1187,6096,2638570,6212,2638570
1187,6096,2639380,6212,2639380
1187,6096,2640380,6212,2640380
1187,6096,2641380,6212,2641380
1187,6096,2642030,6212,2642030
1187,6096,2643030,6212,2643030
1187,6096,2644030,6212,2644030
1187,6096,2645030,6212,2645030
1187,6096,2645500,6212,2645500
1187,6096,2645970,6212,2645970
1187,6096,2646970,6212,2646970
1187,6096,2647780,6212,2647780
1187,6096,2648590,6212,2648590
1187,6096,2649400,6212,2649400
1187,6096,2650400,6212,2650400
1187,6096,2651050,6212,2651050
1187,6096,2651050,6212,2651050
1187,6096,2651050,6212,2651050
1187,6096,2651270,6212,2651270
1187,6096,2652080,6212,2652080
1187,6096,2653080,6212,2653080
1187,6096,2653080,6212,2653080
1187,6096,2654080,6212,2654080
1187,6096,2654400,6212,2654400
1187,6096,2655210,6212,2655210
1187,6096,2656020,6212,2656020
1187,6096,2656490,6212,2656490
1187,6096,2657490,6212,2657490
1187,6096,2658490,6212,2658490
1187,6096,2659080,6212,2659080
1187,6096,2660080,6212,2660080
1187,6096,2660550,6212,2660550
1187,6096,2661550,6212,2661550
1187,6096,2662550,6212,2662550
1187,6096,2663360,6212,2663360
1187,6096,2664170,6212,2664170
1187,6096,2664640,6212,2664640
1187,6096,2664750,6212,2664750
1187,6096,2665220,6212,2665220
1187,6096,2665220,6212,2665220
1187,6096,2666030,6212,2666030
1187,6096,2666840,6212,2666840
1187,6096,2667000,6212,2667000
1187,6096,2667810,6212,2667810
1187,6096,2667810,6212,2667810
1187,6096,2668810,6212,2668810
1187,6096,2669810,6212,2669810
1187,6096,2670030,6212,2670030
1187,6096,2671030,6212,2671030
1187,6096,2671840,6212,2671840
1187,6096,2671840,6212,2671840
1187,6096,2672310,6212,2672310
1188,6104,2673120,6212,2673120
1188,6104,2673590,6212,2673590
1188,6104,2674400,6212,2674400
1188,6104,2674400,6212,2674400
1188,6104,2674400,6212,2674400
1188,6104,2674400,6212,2674400
1188,6104,2675210,6212,2675210
1188,6104,2675860,6212,2675860
1188,6104,2676860,6212,2676860
1188,6104,2676860,6212,2676860
1188,6104,2677670,6212,2677670
1188,6104,2677670,6212,2677670
1188,6104,2678670,6212,2678670
1189,6112,2679130,6212,2679130
1189,6112,2679130,6212,2679130
1189,6112,2679780,6212,2679780
1189,6112,2680780,6212,2680780
1189,6112,2681780,6212,2681780
1189,6112,2682780,6212,2682780
1190,6114,2683590,6212,2683590
1190,6114,2683960,6212,2683960
1190,6114,2684960,6212,2684960
1190,6114,2685960,6212,2685960
1190,6114,2686280,6212,2686280
1190,6114,2687280,6212,2687280
1190,6114,2687740,6212,2687740
1190,6114,2688740,6212,2688740
1190,6114,2689330,6212,2689330
1190,6114,2689800,6212,2689800
1190,6114,2690020,6212,2690020
1190,6114,2691020,6212,2691020
1190,6114,2692020,6212,2692020
1190,6114,2692020,6212,2692020
1190,6114,2693020,6212,2693020
1190,6114,2693830,6212,2693830
1190,6114,2694830,6212,2694830
1190,6114,2695480,6212,2695480
1190,6114,2696480,6212,2696480
1190,6114,2697480,6212,2697480
1190,6114,2698480,6212,2698480
1190,6114,2698640,6212,2698640
1190,6114,2699450,6212,2699450
1190,6114,2699770,6212,2699770
1190,6114,2700090,6212,2700090
1190,6114,2701090,6212,2701090
1190,6114,2701090,6212,2701090
