ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1209,6207,3834280,6212,3874280
1209,6207,3834750,6212,3874750
1209,6207,3834750,6212,3874750
1209,6207,3835560,6212,3875560
1209,6207,3836030,6212,3876030
1209,6207,3836840,6212,3876840
1209,6207,3837840,6212,3877840
1209,6207,3838840,6212,3878840
1209,6207,3839650,6212,3879650
1209,6207,3840120,6212,3880120
1209,6207,3841120,6212,3881120
1209,6207,3842120,6212,3882120
1209,6207,3842930,6212,3882930
1209,6207,3843250,6212,3883250
1209,6207,3844250,6212,3884250
1209,6207,3845250,6212,3885250
1209,6207,3845250,6212,3885250
1209,6207,3845250,6212,3885250
1209,6207,3846250,6212,3886250
1209,6207,3847250,6212,3887250
1209,6207,3847620,6212,3887620
1209,6207,3847620,6212,3887620
1209,6207,3847620,6212,3887620
1209,6207,3848170,6212,3888170
1209,6207,3848640,6212,3888640
1209,6207,3849640,6212,3889640
1209,6207,3850450,6212,3890450
1209,6207,3851450,6212,3891450
1209,6207,3851770,6212,3891770
1209,6207,3851770,6212,3891770
1209,6207,3852770,6212,3892770
1209,6207,3853240,6212,3893240
1209,6207,3853890,6212,3893890
1209,6207,3853890,6212,3893890
1209,6207,3854890,6212,3894890
1209,6207,3855360,6212,3895360
1209,6207,3855820,6212,3895820
1209,6207,3856140,6212,3896140
1209,6207,3857140,6212,3897140
1209,6207,3857950,6212,3897950
1209,6207,3858270,6212,3898270
1209,6207,3859270,6212,3899270
1209,6207,3860080,6212,3900080
1209,6207,3860890,6212,3900890
1209,6207,3861360,6212,3901360
1209,6207,3861830,6212,3901830
1209,6207,3862640,6212,3902640
1209,6207,3862640,6212,3902640
1209,6207,3862870,6212,3902870
1209,6207,3863870,6212,3903870
1209,6207,3864870,6212,3904870
1209,6207,3865870,6212,3905870
1209,6207,3866340,6212,3906340
1209,6207,3867340,6212,3907340
1209,6207,3868340,6212,3908340
1209,6207,3869340,6212,3909340
1209,6207,3869340,6212,3909340
1209,6207,3869340,6212,3909340
1209,6207,3870340,6212,3910340
1209,6207,3871340,6212,3911340
1209,6207,3871340,6212,3911340
1209,6207,3871710,6212,3911710
1209,6207,3872710,6212,3912710
1209,6207,3872710,6212,3912710
1209,6207,3872710,6212,3912710
1209,6207,3873710,6212,3913710
1209,6207,3874710,6212,3914710
1209,6207,3875520,6212,3915520
1209,6207,3876520,6212,3916520
1209,6207,3877520,6212,3917520
1209,6207,3877990,6212,3917990
1209,6207,3878460,6212,3918460
1209,6207,3879270,6212,3919270
1209,6207,3880270,6212,3920270
1209,6207,3881270,6212,3921270
1209,6207,3882270,6212,3922270
1209,6207,3883270,6212,3923270
1209,6207,3883270,6212,3923270
1209,6207,3884270,6212,3924270
1209,6207,3885270,6212,3925270
1209,6207,3886270,6212,3926270
1209,6207,3886270,6212,3926270
1209,6207,3887080,6212,3927080
1209,6207,3889080,6212,3929080
1209,6207,3889080,6212,3929080
1209,6207,3889080,6212,3929080
1209,6207,3890080,6212,3930080
1209,6207,3891080,6212,3931080
1209,6207,3892080,6212,3932080
1209,6207,3892730,6212,3932730
1209,6207,3892780,6212,3932780
1209,6207,3893240,6212,3933240
1209,6207,3893470,6212,3933470
1209,6207,3893470,6212,3933470
1209,6207,3894470,6212,3934470
1209,6207,3895280,6212,3935280
1209,6207,3895750,6212,3935750
1209,6207,3895750,6212,3935750
1209,6207,3896750,6212,3936750
1209,6207,3897560,6212,3937560
1209,6207,3898560,6212,3938560
1209,6207,3899030,6212,3939030
1209,6207,3899840,6212,3939840
1209,6207,3900650,6212,3940650
1209,6207,3900970,6212,3940970
1209,6207,3901620,6212,3941620
1209,6207,3902620,6212,3942620
1209,6207,3903620,6212,3943620
1209,6207,3904090,6212,3944090
1209,6207,3905090,6212,3945090
1209,6207,3905900,6212,3945900
1209,6207,3906490,6212,3946490
1209,6207,3906490,6212,3946490
1209,6207,3906950,6212,3946950
1209,6207,3907950,6212,3947950
1209,6207,3908410,6212,3948410
1209,6207,3908570,6212,3948570
1209,6207,3909040,6212,3949040
1209,6207,3910040,6212,3950040
1209,6207,3910690,6212,3950690
1209,6207,3910690,6212,3958690
1209,6207,3911160,6212,3959160
1209,6207,3911970,6212,3959970
1209,6207,3912290,6212,3960290
1209,6207,3912880,6212,3960880
1209,6207,3913530,6212,3961530
1209,6207,3914000,6212,3962000
1209,6207,3914470,6212,3962470
1209,6207,3915470,6212,3963470
1209,6207,3916280,6212,3964280
1209,6207,3917280,6212,3965280
1209,6207,3918280,6212,3966280
1209,6207,3919280,6212,3967280
1209,6207,3920280,6212,3968280
1209,6207,3920750,6212,3968750
1209,6207,3920750,6212,3968750
1209,6207,3921750,6212,3969750
1209,6207,3921750,6212,3969750
1209,6207,3922220,6212,3970220
1209,6207,3923030,6212,3971030
1209,6207,3923840,6212,3971840
1209,6207,3924840,6212,3972840
1209,6207,3925650,6212,3973650
1209,6207,3926650,6212,3974650
1209,6207,3927650,6212,3975650
1209,6207,3928460,6212,3976460
1209,6207,3928920,6212,3976920
1209,6207,3929920,6212,3977920
1209,6207,3930920,6212,3978920
1209,6207,3930920,6212,3978920
1209,6207,3930920,6212,3978920
1209,6207,3931400,6212,3979400
1209,6207,3932400,6212,3980400
1209,6207,3932870,6212,3980870
1209,6207,3933340,6212,3981340
1209,6207,3934150,6212,3982150
1209,6207,3934960,6212,3982960
1209,6207,3935960,6212,3983960
1209,6207,3935960,6212,3983960
1209,6207,3936430,6212,3984430
1209,6207,3936430,6212,3984430
1209,6207,3937430,6212,3985430
1209,6207,3938430,6212,3986430
1209,6207,3939240,6212,3987240
1209,6207,3940240,6212,3988240
1209,6207,3941050,6212,3989050
1209,6207,3941860,6212,3989860
1209,6207,3942670,6212,3990670
1209,6207,3942670,6212,3990670
1209,6207,3942670,6212,3990670
1209,6207,3943140,6212,3991140
1209,6207,3944140,6212,3992140
1209,6207,3945140,6212,3993140
1209,6207,3945140,6212,3993140
1209,6207,3946140,6212,3994140
1209,6207,3946950,6212,3994950
1209,6207,3947950,6212,3995950
1209,6207,3947950,6212,3995950
1209,6207,3948950,6212,3996950
1209,6207,3948950,6212,3996950
1209,6207,3949420,6212,3997420
1209,6207,3950420,6212,3998420
1209,6207,3951420,6212,3999420
1209,6207,3952420,6212,4000420
1209,6207,3953230,6212,4001230
1209,6207,3954230,6212,4002230
1209,6207,3955040,6212,4003040
1209,6207,3955040,6212,4003040
1209,6207,3955040,6212,4003040
1209,6207,3955040,6212,4003040
1209,6207,3955850,6212,4003850
1209,6207,3956850,6212,4004850
1209,6207,3957850,6212,4005850
1209,6207,3958320,6212,4006320
1209,6207,3959320,6212,4007320
1209,6207,3960130,6212,4008130
1209,6207,3961130,6212,4009130
1209,6207,3961940,6212,4009940
1209,6207,3962940,6212,4010940
1209,6207,3963530,6212,4011530
1209,6207,3964530,6212,4012530
1209,6207,3965530,6212,4013530
1209,6207,3966000,6212,4014000
1209,6207,3966000,6212,4014000
1209,6207,3966810,6212,4014810
1209,6207,3967810,6212,4015810
1209,6207,3967810,6212,4015810
1209,6207,3968620,6212,4016620
1209,6207,3968620,6212,4016620
1209,6207,3969620,6212,4017620
1209,6207,3970090,6212,4018090
1209,6207,3970900,6212,4018900
1209,6207,3970900,6212,4018900
1209,6207,3970900,6212,4018900
1209,6207,3971250,6212,4019250
1209,6207,3971410,6212,4019410
1209,6207,3972410,6212,4020410
1209,6207,3973410,6212,4021410
1209,6207,3974410,6212,4022410
1209,6207,3974880,6212,4022880
1209,6207,3975350,6212,4023350
1209,6207,3976350,6212,4024350
1209,6207,3977350,6212,4025350
1209,6207,3977680,6212,4025680
1209,6207,3978140,6212,4026140
1209,6207,3978460,6212,4026460
1209,6207,3979270,6212,4027270
1209,6207,3980080,6212,4028080
1209,6207,3980550,6212,4028550
1209,6207,3981020,6212,4029020
1209,6207,3982020,6212,4030020
1209,6207,3982490,6212,4030490
1209,6207,3983490,6212,4031490
1209,6207,3984080,6212,4032080
1209,6207,3985080,6212,4033080
1209,6207,3986080,6212,4034080
1209,6207,3987080,6212,4035080
1209,6207,3987540,6212,4035540
1209,6207,3987540,6212,4035540
1209,6207,3987540,6212,4035540
1209,6207,3988540,6212,4036540
1209,6207,3989540,6212,4037540
1209,6207,3990010,6212,4038010
1209,6207,3991010,6212,4039010
1209,6207,3991820,6212,4039820
1209,6207,3992820,6212,4040820
1209,6207,3993820,6212,4041820
1209,6207,3994290,6212,4042290
1209,6207,3995100,6212,4043100
1209,6207,3996100,6212,4044100
1209,6207,3998100,6212,4046100
1209,6207,3998100,6212,4054100
1209,6207,3999100,6212,4055100
1209,6207,3999570,6212,4055570
1209,6207,4000040,6212,4056040
1209,6207,4001040,6212,4057040
1209,6207,4001850,6212,4057850
1209,6207,4002850,6212,4058850
1209,6207,4003170,6212,4059170
1209,6207,4004170,6212,4060170
1209,6207,4005170,6212,4061170
1209,6207,4006170,6212,4062170
1209,6207,4007170,6212,4063170
1209,6207,4008170,6212,4064170
1209,6207,4008630,6212,4064630
1209,6207,4009630,6212,4065630
1209,6207,4010630,6212,4066630
1209,6207,4011440,6212,4067440
1209,6207,4012440,6212,4068440
1209,6207,4012670,6212,4068670
1209,6207,4012670,6212,4068670
1209,6207,4013670,6212,4069670
1209,6207,4014670,6212,4070670
1209,6207,4015140,6212,4071140
1209,6207,4015460,6212,4071460
1209,6207,4015460,6212,4071460
1209,6207,4015920,6212,4071920
1209,6207,4016510,6212,4072510
1209,6207,4017510,6212,4073510
1209,6207,4018510,6212,4074510
1209,6207,4019510,6212,4075510
1210,6208,4020320,6212,4076320
1210,6208,4020970,6212,4076970
1210,6208,4021780,6212,4077780
1210,6208,4022240,6212,4078240
1210,6208,4023050,6212,4079050
1210,6208,4024050,6212,4080050
1210,6208,4024860,6212,4080860
1210,6208,4025670,6212,4081670
1210,6208,4026140,6212,4082140
1210,6208,4026790,6212,4082790
1210,6208,4027790,6212,4083790
1210,6208,4028790,6212,4084790
1210,6208,4028790,6212,4084790
1210,6208,4029440,6212,4085440
1210,6208,4029910,6212,4085910
1210,6208,4030910,6212,4086910
1210,6208,4031720,6212,4087720
1210,6208,4032040,6212,4088040
1210,6208,4032360,6212,4088360
1210,6208,4033360,6212,4089360
1210,6208,4034170,6212,4090170
1210,6208,4034640,6212,4090640
1210,6208,4035640,6212,4091640
1210,6208,4035640,6212,4091640
1210,6208,4036640,6212,4092640
1211,6209,4037450,6212,4093450
1211,6209,4037920,6212,4093920
1211,6209,4037920,6212,4093920
1211,6209,4038920,6212,4094920
1211,6209,4039920,6212,4095920
1211,6209,4040510,6212,4096510
1211,6209,4041320,6212,4097320
1211,6209,4042320,6212,4098320
1211,6209,4043320,6212,4099320
1211,6209,4044320,6212,4100320
1211,6209,4045130,6212,4101130
1211,6209,4045290,6212,4101290
1211,6209,4046290,6212,4102290
1211,6209,4046840,6212,4102840
1211,6209,4046950,6212,4102950
1211,6209,4046950,6212,4102950
1211,6209,4047760,6212,4103760
1211,6209,4047760,6212,4103760
1211,6209,4048570,6212,4104570
1211,6209,4049570,6212,4105570
1211,6209,4050380,6212,4106380
1211,6209,4050540,6212,4106540
1211,6209,4051540,6212,4107540
1211,6209,4052010,6212,4108010
1211,6209,4053010,6212,4109010
1211,6209,4054010,6212,4110010
1211,6209,4054480,6212,4110480
1211,6209,4054710,6212,4110710
1211,6209,4055080,6212,4111080
1211,6209,4056080,6212,4112080
1211,6209,4056550,6212,4112550
1211,6209,4057550,6212,4113550
1211,6209,4058360,6212,4114360
1211,6209,4059360,6212,4115360
1211,6209,4060360,6212,4116360
1211,6209,4061170,6212,4117170
1211,6209,4061980,6212,4117980
1211,6209,4062790,6212,4118790
1211,6209,4063260,6212,4119260
1211,6209,4063260,6212,4119260
1211,6209,4063730,6212,4119730
1211,6209,4064730,6212,4120730
1211,6209,4065200,6212,4121200
1211,6209,4066200,6212,4122200
1211,6209,4066660,6212,4122660
1211,6209,4066980,6212,4122980
1211,6209,4067450,6212,4123450
1211,6209,4067450,6212,4123450
1211,6209,4067450,6212,4123450
1211,6209,4067920,6212,4123920
1211,6209,4068920,6212,4124920
1211,6209,4069730,6212,4125730
1211,6209,4070730,6212,4126730
1211,6209,4071730,6212,4127730
1211,6209,4072050,6212,4128050
1211,6209,4073050,6212,4129050
1211,6209,4074050,6212,4130050
1211,6209,4075050,6212,4131050
1211,6209,4076050,6212,4132050
1211,6209,4076860,6212,4132860
1211,6209,4076860,6212,4132860
1211,6209,4077090,6212,4133090
1211,6209,4077410,6212,4133410
1211,6209,4078220,6212,4134220
1211,6209,4079220,6212,4135220
1211,6209,4080220,6212,4136220
1211,6209,4080680,6212,4136680
1211,6209,4080840,6212,4136840
1211,6209,4081650,6212,4137650
1211,6209,4081880,6212,4137880
1211,6209,4082880,6212,4138880
1211,6209,4083350,6212,4139350
1211,6209,4084350,6212,4140350
1211,6209,4085350,6212,4141350
1211,6209,4086350,6212,4142350
1211,6209,4087350,6212,4143350
1211,6209,4087580,6212,4143580
1211,6209,4088170,6212,4144170
1211,6209,4088640,6212,4144640
1211,6209,4088640,6212,4144640
1211,6209,4089450,6212,4145450
1211,6209,4090450,6212,4146450
1211,6209,4091260,6212,4147260
1211,6209,4092260,6212,4148260
1211,6209,4093070,6212,4149070
1211,6209,4093880,6212,4149880
1211,6209,4094690,6212,4150690
1211,6209,4095690,6212,4151690
1211,6209,4096690,6212,4152690
1211,6209,4097340,6212,4153340
1211,6209,4098340,6212,4154340
1211,6209,4099340,6212,4155340
1211,6209,4100150,6212,4156150
1211,6209,4100960,6212,4156960
1211,6209,4101430,6212,4157430
1211,6209,4102240,6212,4158240
1211,6209,4103050,6212,4159050
1211,6209,4103520,6212,4159520
1211,6209,4103980,6212,4159980
1211,6209,4104350,6212,4160350
1211,6209,4104350,6212,4160350
1211,6209,4105350,6212,4161350
1211,6209,4106350,6212,4162350
1211,6209,4106350,6212,4162350
1211,6209,4106820,6212,4162820
1211,6209,4107050,6212,4163050
1211,6209,4107860,6212,4163860
1211,6209,4108860,6212,4164860
1211,6209,4109330,6212,4165330
1211,6209,4110330,6212,4166330
1211,6209,4111140,6212,4167140
1211,6209,4112140,6212,4168140
1211,6209,4113140,6212,4169140
1211,6209,4113460,6212,4169460
1211,6209,4113930,6212,4169930
1211,6209,4114930,6212,4170930
1211,6209,4115300,6212,4171300
1211,6209,4116110,6212,4172110
1211,6209,4116110,6212,4172110
1211,6209,4116160,6212,4172160
1211,6209,4117160,6212,4173160
1211,6209,4118160,6212,4174160
1211,6209,4119160,6212,4175160
1211,6209,4119750,6212,4175750
1211,6209,4120750,6212,4176750
1211,6209,4121750,6212,4177750
1211,6209,4121750,6212,4177750
1211,6209,4122750,6212,4178750
1211,6209,4123750,6212,4179750
1211,6209,4124210,6212,4180210
1211,6209,4125210,6212,4181210
1211,6209,4126020,6212,4182020
1211,6209,4127020,6212,4183020
1211,6209,4127490,6212,4183490
1211,6209,4128300,6212,4184300
1211,6209,4128520,6212,4184520
1211,6209,4128520,6212,4184520
1211,6209,4128990,6212,4184990
1211,6209,4128990,6212,4184990
1211,6209,4129800,6212,4185800
1211,6209,4130270,6212,4186270
1211,6209,4131270,6212,4187270
1211,6209,4132080,6212,4188080
1211,6209,4132550,6212,4188550
1211,6209,4132870,6212,4188870
1211,6209,4133870,6212,4189870
1211,6209,4134100,6212,4190100
1211,6209,4134420,6212,4190420
1211,6209,4134740,6212,4190740
1211,6209,4135740,6212,4191740
1211,6209,4136550,6212,4192550
1211,6209,4137550,6212,4193550
1211,6209,4138550,6212,4194550
1211,6209,4139360,6212,4195360
1211,6209,4140360,6212,4196360
1211,6209,4141360,6212,4197360
1211,6209,4141830,6212,4197830
1211,6209,4142830,6212,4198830
1211,6209,4142830,6212,4198830
1211,6209,4143830,6212,4199830
1211,6209,4144830,6212,4200830
1211,6209,4145300,6212,4201300
1211,6209,4146300,6212,4202300
1211,6209,4146530,6212,4202530
1211,6209,4147340,6212,4203340
1211,6209,4148340,6212,4204340
1211,6209,4148990,6212,4204990
1211,6209,4149800,6212,4205800
1211,6209,4150800,6212,4206800
1211,6209,4151120,6212,4207120
1211,6209,4152120,6212,4208120
1211,6209,4152340,6212,4208340
1211,6209,4153150,6212,4209150
1211,6209,4153800,6212,4209800
1211,6209,4153800,6212,4209800
1211,6209,4154610,6212,4210610
1211,6209,4155610,6212,4211610
1211,6209,4156200,6212,4212200
1211,6209,4156670,6212,4212670
1211,6209,4157670,6212,4213670
1211,6209,4157670,6212,4213670
1211,6209,4157890,6212,4213890
1211,6209,4158890,6212,4214890
1211,6209,4159890,6212,4215890
1211,6209,4160360,6212,4216360
1211,6209,4161360,6212,4217360
1211,6209,4162360,6212,4218360
1211,6209,4162360,6212,4218360
1211,6209,4163170,6212,4219170
1211,6209,4164170,6212,4220170
1211,6209,4165170,6212,4221170
1211,6209,4166170,6212,4222170
1211,6209,4166980,6212,4222980
1211,6209,4167450,6212,4223450
1211,6209,4167910,6212,4223910
1211,6209,4168230,6212,4224230
1211,6209,4169230,6212,4225230
1211,6209,4170230,6212,4226230
1211,6209,4170230,6212,4226230
1211,6209,4170690,6212,4226690
1211,6209,4171160,6212,4227160
1211,6209,4171810,6212,4227810
1211,6209,4172280,6212,4228280
1211,6209,4172650,6212,4228650
1211,6209,4173120,6212,4229120
1211,6209,4173590,6212,4229590
1211,6209,4174400,6212,4230400
1211,6209,4175050,6212,4231050
1211,6209,4176050,6212,4232050
1211,6209,4176860,6212,4232860
1211,6209,4176860,6212,4232860
1211,6209,4176860,6212,4232860
1211,6209,4177860,6212,4233860
1211,6209,4178860,6212,4234860
1211,6209,4179670,6212,4235670
1211,6209,4180480,6212,4236480
1211,6209,4180710,6212,4236710
1211,6209,4181300,6212,4237300
1211,6209,4181770,6212,4237770
1211,6209,4182240,6212,4238240
1211,6209,4182240,6212,4238240
1211,6209,4183240,6212,4239240
1211,6209,4184050,6212,4240050
1211,6209,4185050,6212,4241050
1211,6209,4185860,6212,4241860
1211,6209,4185860,6212,4241860
1211,6209,4186320,6212,4242320
1211,6209,4187320,6212,4243320
1211,6209,4187800,6212,4243800
1211,6209,4188800,6212,4244800
1211,6209,4189270,6212,4245270
1211,6209,4190080,6212,4246080
1211,6209,4190310,6212,4246310
1211,6209,4190540,6212,4246540
1211,6209,4191540,6212,4247540
1211,6209,4192010,6212,4248010
1211,6209,4192010,6212,4248010
1211,6209,4192010,6212,4248010
1211,6209,4193010,6212,4249010
1211,6209,4193820,6212,4249820
1211,6209,4194820,6212,4250820
1211,6209,4194820,6212,4250820
1211,6209,4194820,6212,4250820
1211,6209,4195290,6212,4251290
1211,6209,4195610,6212,4251610
1211,6209,4196080,6212,4252080
1211,6209,4200080,6212,4256080
1211,6209,4200730,6212,4256730
1211,6209,4201320,6212,4257320
1211,6209,4201780,6212,4257780
1211,6209,4202780,6212,4258780
1211,6209,4203430,6212,4259430
1211,6209,4204430,6212,4260430
1211,6209,4205240,6212,4261240
1211,6209,4206240,6212,4262240
1211,6209,4207050,6212,4263050
1211,6209,4207860,6212,4263860
1211,6209,4208090,6212,4264090
1211,6209,4209090,6212,4265090
1211,6209,4209560,6212,4265560
1211,6209,4210370,6212,4266370
1211,6209,4211370,6212,4267370
1211,6209,4212370,6212,4268370
1211,6209,4213370,6212,4269370
1211,6209,4214180,6212,4270180
1211,6209,4214990,6212,4270990
1211,6209,4215640,6212,4271640
1211,6209,4215640,6212,4271640
1211,6209,4216450,6212,4272450
1211,6209,4217450,6212,4273450
1211,6209,4218000,6212,4274000
1211,6209,4218470,6212,4274470
1211,6209,4219280,6212,4275280
1211,6209,4220280,6212,4276280
1211,6209,4221280,6212,4277280
1211,6209,4221750,6212,4277750
1211,6209,4222750,6212,4278750
1211,6209,4223750,6212,4279750
1211,6209,4224750,6212,4280750
1211,6209,4225750,6212,4281750
1211,6209,4225970,6212,4281970
1211,6209,4226970,6212,4282970
1211,6209,4227970,6212,4283970
1211,6209,4227970,6212,4283970
1211,6209,4228970,6212,4284970
1211,6209,4229440,6212,4285440
1211,6209,4229910,6212,4285910
1211,6209,4230910,6212,4286910
1211,6209,4231720,6212,4287720
1211,6209,4231950,6212,4287950
1211,6209,4232950,6212,4288950
1211,6209,4233270,6212,4289270
1211,6209,4233500,6212,4289500
1211,6209,4234500,6212,4290500
1211,6209,4234820,6212,4290820
1211,6209,4235820,6212,4291820
1211,6209,4236820,6212,4292820
1211,6209,4237820,6212,4293820
1211,6209,4238630,6212,4294630
1211,6209,4239630,6212,4295630
1211,6209,4240440,6212,4296440
1211,6209,4241440,6212,4297440
1211,6209,4241440,6212,4297440
1211,6209,4242440,6212,4298440
1211,6209,4242660,6212,4298660
1211,6209,4243470,6212,4299470
1211,6209,4244470,6212,4300470
1211,6209,4244940,6212,4300940
1211,6209,4245410,6212,4301410
1211,6209,4245570,6212,4301570
1211,6209,4246570,6212,4302570
1211,6209,4247380,6212,4303380
1211,6209,4248380,6212,4304380
1211,6209,4248610,6212,4304610
1211,6209,4249420,6212,4305420
1211,6209,4249640,6212,4305640
1211,6209,4249690,6212,4305690
1211,6209,4250500,6212,4306500
1211,6209,4251500,6212,4307500
1211,6209,4252150,6212,4308150
1211,6209,4252150,6212,4308150
1211,6209,4253150,6212,4309150
1211,6209,4253960,6212,4309960
1211,6209,4254960,6212,4310960
1211,6209,4255430,6212,4311430
1211,6209,4255430,6212,4311430
1211,6209,4256430,6212,4312430
1211,6209,4256890,6212,4312890
1211,6209,4257890,6212,4313890
1211,6209,4258890,6212,4314890
1211,6209,4259050,6212,4315050
1211,6209,4260050,6212,4316050
1211,6209,4260100,6212,4316100
1211,6209,4260100,6212,4316100
1211,6209,4261100,6212,4317100
1211,6209,4261560,6212,4317560
1211,6209,4262030,6212,4318030
1211,6209,4262840,6212,4318840
1211,6209,4263310,6212,4319310
1211,6209,4264310,6212,4320310
1211,6209,4265310,6212,4321310
1211,6209,4266310,6212,4322310
1211,6209,4267310,6212,4323310
1211,6209,4268310,6212,4324310
1211,6209,4269310,6212,4325310
1211,6209,4269310,6212,4325310
1211,6209,4270310,6212,4326310
1211,6209,4270780,6212,4326780
1211,6209,4271430,6212,4327430
1211,6209,4272240,6212,4328240
1211,6209,4273240,6212,4329240
1211,6209,4274240,6212,4330240
1211,6209,4274240,6212,4330240
1211,6209,4275240,6212,4331240
1211,6209,4275240,6212,4331240
1211,6209,4275710,6212,4331710
1211,6209,4276710,6212,4332710
1211,6209,4277520,6212,4333520
1211,6209,4278330,6212,4334330
1211,6209,4279330,6212,4335330
1211,6209,4280330,6212,4336330
1211,6209,4280800,6212,4336800
1211,6209,4280800,6212,4336800
1211,6209,4281610,6212,4337610
1211,6209,4282420,6212,4338420
1211,6209,4282640,6212,4338640
1211,6209,4283640,6212,4339640
1211,6209,4284110,6212,4340110
1211,6209,4285110,6212,4341110
1211,6209,4286110,6212,4342110
1211,6209,4286920,6212,4342920
1211,6209,4287390,6212,4343390
1211,6209,4287850,6212,4343850
1211,6209,4288850,6212,4344850
1211,6209,4289500,6212,4345500
1211,6209,4289500,6212,4345500
1211,6209,4289970,6212,4345970
1211,6209,4290200,6212,4346200
1211,6209,4291200,6212,4347200
1211,6209,4292010,6212,4348010
1211,6209,4292170,6212,4348170
1211,6209,4293170,6212,4349170
1211,6209,4294170,6212,4350170
1211,6209,4294170,6212,4350170
1211,6209,4294980,6212,4350980
1211,6209,4295300,6212,4351300
1211,6209,4296300,6212,4352300
1211,6209,4297300,6212,4353300
1211,6209,4297520,6212,4353520
1211,6209,4297520,6212,4353520
1211,6209,4298520,6212,4354520
1211,6209,4299520,6212,4355520
1211,6209,4299990,6212,4355990
1211,6209,4300990,6212,4356990
1211,6209,4300990,6212,4356990
1211,6209,4301800,6212,4357800
1211,6209,4302800,6212,4358800
1211,6209,4303800,6212,4359800
1211,6209,4304270,6212,4360270
1211,6209,4304270,6212,4360270
1211,6209,4304270,6212,4360270
1211,6209,4305270,6212,4361270
1211,6209,4305270,6212,4361270
1211,6209,4306080,6212,4362080
1211,6209,4307080,6212,4363080
1211,6209,4307080,6212,4363080
1211,6209,4308080,6212,4364080
1211,6209,4309080,6212,4365080
1211,6209,4309400,6212,4365400
1211,6209,4310210,6212,4366210
1211,6209,4311210,6212,4367210
1211,6209,4312210,6212,4368210
1211,6209,4313210,6212,4369210
1211,6209,4313210,6212,4369210
1211,6209,4314210,6212,4370210
1211,6209,4314210,6212,4370210
1211,6209,4315210,6212,4371210
1211,6209,4315680,6212,4371680
1211,6209,4315680,6212,4371680
1211,6209,4316680,6212,4372680
1211,6209,4317680,6212,4373680
1211,6209,4318150,6212,4374150
1211,6209,4318620,6212,4374620
1211,6209,4319620,6212,4375620
1211,6209,4319940,6212,4375940
1211,6209,4320940,6212,4376940
1211,6209,4321410,6212,4377410
1211,6209,4322220,6212,4378220
1211,6209,4322220,6212,4378220
1211,6209,4322540,6212,4378540
1211,6209,4322540,6212,4378540
1211,6209,4322860,6212,4378860
1211,6209,4323670,6212,4379670
1211,6209,4324670,6212,4380670
1211,6209,4325480,6212,4381480
1211,6209,4326480,6212,4382480
1211,6209,4326640,6212,4382640
1211,6209,4326870,6212,4382870
1211,6209,4327520,6212,4383520
1211,6209,4327840,6212,4383840
1211,6209,4328650,6212,4384650
1211,6209,4329120,6212,4385120
1211,6209,4329120,6212,4385120
1211,6209,4329930,6212,4385930
1211,6209,4330930,6212,4386930
1211,6209,4331250,6212,4387250
1211,6209,4331300,6212,4387300
1211,6209,4332300,6212,4388300
1211,6209,4332770,6212,4388770
1211,6209,4333580,6212,4389580
1211,6209,4334580,6212,4390580
1211,6209,4335050,6212,4391050
1211,6209,4335370,6212,4391370
1211,6209,4336370,6212,4392370
1211,6209,4337370,6212,4393370
1211,6209,4338020,6212,4394020
1211,6209,4338020,6212,4394020
1211,6209,4339020,6212,4395020
1211,6209,4339490,6212,4395490
1211,6209,4339490,6212,4395490
1211,6209,4339490,6212,4395490
1211,6209,4340490,6212,4396490
1211,6209,4340950,6212,4396950
1211,6209,4340950,6212,4396950
1211,6209,4341760,6212,4397760
1211,6209,4341760,6212,4397760
1211,6209,4342570,6212,4398570
1211,6209,4343570,6212,4399570
1211,6209,4344570,6212,4400570
1211,6209,4345380,6212,4401380
1211,6209,4345380,6212,4401380
1211,6209,4346030,6212,4402030
1211,6209,4346030,6212,4402030
1211,6209,4347030,6212,4403030
1211,6209,4348030,6212,4404030
1211,6209,4349030,6212,4405030
1211,6209,4350030,6212,4406030
1211,6209,4350030,6212,4406030
1211,6209,4350680,6212,4406680
1211,6209,4351330,6212,4407330
1211,6209,4351980,6212,4407980
1211,6209,4352450,6212,4408450
1211,6209,4353450,6212,4409450
1211,6209,4354260,6212,4410260
1211,6209,4355070,6212,4411070
1211,6209,4356070,6212,4412070
1211,6209,4357070,6212,4413070
1211,6209,4357720,6212,4413720
1211,6209,4358370,6212,4414370
1211,6209,4358370,6212,4414370
1211,6209,4359180,6212,4415180
1211,6209,4359830,6212,4415830
1211,6209,4360830,6212,4416830
