ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1026707.07,19.75,6.16,249422.05,4.8
1026757.52,19.76,6.17,249422.05,4.8
1026807.97,19.76,6.17,249421.68,4.8
1026807.97,19.76,6.17,249613.51,4.8
1027048.54,19.77,6.18,249698.9,4.81
1026746.06,19.76,6.17,249614.3,4.8
1026610.15,19.77,6.17,249911.36,4.81
1026806.72,19.77,6.18,249923.97,4.81
1026857.17,19.77,6.18,249986.93,4.81
1027036.88,19.78,6.19,249989.95,4.81
1027087.32,19.78,6.19,250180.28,4.82
1027020.41,19.79,6.19,249975.42,4.82
1027070.86,19.79,6.2,249975.42,4.82
1027121.31,19.79,6.2,250101.84,4.82
1027280.99,19.8,6.21,250394.89,4.83
1027331.44,19.8,6.21,250394.89,4.83
1027204.94,19.8,6.21,250392.89,4.83
1027069.03,19.8,6.21,250404.53,4.83
1027265.6,19.81,6.22,250405.05,4.83
1027462.16,19.81,6.22,250404.63,4.83
1027352.52,19.81,6.22,250757.1,4.84
1027226.02,19.81,6.22,250674.85,4.83
1027431.41,19.82,6.23,250674.85,4.84
1027367.73,19.82,6.23,250417.67,4.83
1027418.18,19.82,6.23,250420.15,4.83
1027468.63,19.83,6.24,250303.1,4.83
1027648.33,19.83,6.24,250304.24,4.83
1027648.33,19.83,6.24,250303.82,4.83
1027512.43,19.83,6.24,250357.59,4.83
1027562.88,19.84,6.25,250432.85,4.83
1027722.55,19.84,6.25,250527.07,4.84
1027882.23,19.85,6.26,250377.3,4.83
1028055.98,19.85,6.26,250380.8,4.84
1028106.43,19.86,6.27,250380.75,4.84
1028149.01,19.86,6.27,250380.33,4.84
1028328.72,19.86,6.27,250380.33,4.84
1028328.72,19.86,6.27,250380.33,4.84
1028379.16,19.87,6.28,250455.59,4.84
1028421.74,19.87,6.28,250432.56,4.84
1028301.74,19.87,6.28,250518.31,4.84
1028487.4,19.87,6.28,250516.99,4.84
1028241.79,19.87,6.28,250204.2,4.84
1029022.12,19.89,6.3,251037.15,4.85
1028886.21,19.89,6.3,251133.87,4.85
1029082.78,19.89,6.3,251133.45,4.85
1029242.46,19.9,6.31,251133.45,4.86
1029402.14,19.9,6.31,251133.45,4.86
1029402.14,19.9,6.31,251133.45,4.86
1029266.23,19.91,6.31,251133.45,4.86
1029011.24,19.9,6.31,250878.75,4.85
1029011.24,19.9,6.31,250858.51,4.85
1029061.69,19.91,6.32,250858.47,4.85
1029112.14,19.91,6.32,250858.08,4.85
1029308.71,19.92,6.33,250862.67,4.85
1029359.16,19.92,6.33,250862.67,4.86
1029555.72,19.93,6.34,250794.63,4.85
1029796.29,19.93,6.34,250806.3,4.85
1029846.74,19.94,6.35,250806.3,4.86
1029818.3,19.94,6.35,250791.84,4.86
1029682.39,19.94,6.35,250784.31,4.86
1030538.29,19.95,6.36,251401.52,4.87
1030282.68,19.95,6.36,251263.08,4.87
1030282.68,19.95,6.36,251798.09,4.88
1030282.68,19.95,6.36,251788.08,4.88
1030498.34,19.96,6.37,251787.65,4.88
1030498.34,19.96,6.37,251787.23,4.88
1030658.01,19.96,6.37,251868.06,4.88
1030708.46,19.97,6.38,252060.51,4.88
1030888.17,19.97,6.38,252061.99,4.88
1030938.62,19.98,6.39,252188.41,4.89
1030802.71,19.98,6.39,253722.27,4.92
1030982.42,19.98,6.39,253965.4,4.92
1031142.09,19.99,6.4,253965.4,4.92
1030985.74,19.99,6.4,253814.21,4.92
1031165.44,19.99,6.4,253813.79,4.92
1031325.12,20.0,6.41,253813.37,4.92
1031521.69,20.0,6.41,253815.89,4.92
1031701.39,20.01,6.42,253818.4,4.92
1031751.84,20.01,6.42,253944.82,4.93
1031802.29,20.02,6.43,253944.82,4.93
1031852.74,20.02,6.43,253944.77,4.93
1031716.83,20.02,6.43,253963.94,4.93
1031957.4,20.03,6.44,253963.52,4.93
1031821.5,20.03,6.44,253907.54,4.93
1031860.1,20.03,6.44,253698.42,4.93
1031910.55,20.04,6.45,253698.42,4.93
1031953.13,20.04,6.45,254159.97,4.94
1032147.77,20.04,6.45,254259.38,4.94
1032198.22,20.05,6.46,254259.33,4.94
1032248.67,20.05,6.46,254259.29,4.94
1032299.11,20.06,6.46,254258.89,4.94
1032299.11,20.06,6.46,254253.8,4.94
1032495.68,20.06,6.47,254256.92,4.94
1032546.13,20.06,6.47,254617.05,4.95
1032410.22,20.07,6.48,254616.68,4.95
1032410.22,20.07,6.48,254616.68,4.95
1032606.79,20.07,6.48,254627.82,4.95
1032649.37,20.07,6.48,254627.4,4.95
1032699.82,20.08,6.49,254626.89,4.95
1032859.5,20.08,6.49,254627.31,4.95
1033039.2,20.09,6.5,254648.36,4.95
1032903.29,20.09,6.5,254634.85,4.95
1032953.74,20.09,6.5,254612.5,4.95
1032953.74,20.09,6.5,254612.5,4.95
1033004.19,20.1,6.51,254611.68,4.95
1033249.65,20.1,6.51,254619.37,4.95
1033113.74,20.1,6.51,254619.0,4.95
1032851.93,20.1,6.51,254090.82,4.95
1033177.9,20.11,6.52,254145.26,4.95
1033177.9,20.11,6.52,254145.26,4.95
1033228.35,20.11,6.52,254147.14,4.95
1033424.92,20.12,6.53,254147.14,4.95
1033621.48,20.12,6.53,254146.77,4.95
1033621.48,20.12,6.53,254153.21,4.95
1033256.89,20.12,6.53,253899.39,4.94
1033256.89,20.12,6.53,253909.03,4.94
1033307.34,20.12,6.53,254035.44,4.95
1033487.04,20.13,6.54,254035.07,4.95
1033646.72,20.13,6.54,254035.07,4.95
1033852.11,20.14,6.55,254035.07,4.95
1033902.56,20.14,6.55,254035.07,4.95
1033902.56,20.14,6.55,255232.55,4.97
1033953.01,20.15,6.56,255232.55,4.97
1034149.58,20.15,6.56,255626.35,4.98
1034309.25,20.16,6.57,255828.11,4.99
1034494.92,20.17,6.57,255890.7,4.99
1034494.92,20.17,6.57,255890.7,4.99
1034545.36,20.17,6.58,255890.7,4.99
1034867.87,20.18,6.59,256062.83,4.99
1035465.57,20.19,6.6,256735.43,5.01
1035354.46,20.19,6.6,256735.43,5.01
1035354.46,20.19,6.6,256649.92,5.0
1035404.91,20.19,6.6,256665.74,5.01
1035455.36,20.2,6.61,256665.37,5.01
1035651.92,20.2,6.61,256690.21,5.01
1035651.92,20.2,6.61,256689.79,5.01
1035857.31,20.21,6.62,256689.79,5.01
1035907.76,20.21,6.62,257180.83,5.02
1035907.76,20.21,6.62,257180.45,5.02
1036093.42,20.22,6.63,257784.21,5.03
1036093.42,20.22,6.63,257660.74,5.03
1036035.2,20.22,6.63,257636.87,5.03
1036035.2,20.22,6.63,257833.43,5.03
1035899.3,20.22,6.63,257861.03,5.03
1035899.3,20.22,6.63,257861.03,5.03
1036139.87,20.23,6.64,257860.66,5.03
1036139.87,20.23,6.64,257697.49,5.03
1036190.32,20.23,6.64,257543.67,5.03
1036370.02,20.24,6.65,257675.73,5.03
1036549.73,20.24,6.65,257690.48,5.03
1036549.73,20.24,6.65,257690.48,5.03
1036600.18,20.25,6.66,257695.74,5.03
1037086.57,20.26,6.67,257912.33,5.04
1037137.02,20.26,6.67,257901.84,5.04
1037001.12,20.26,6.67,257902.45,5.04
1037039.72,20.27,6.68,257833.22,5.04
1037090.17,20.27,6.68,257833.22,5.04
1038982.72,20.31,6.72,258998.32,5.06
1039033.16,20.32,6.72,258998.32,5.06
1039192.84,20.32,6.73,258997.44,5.06
1039386.32,20.33,6.74,258825.39,5.06
1039626.89,20.33,6.74,258868.08,5.06
1039786.57,20.34,6.75,258966.26,5.07
1039676.93,20.34,6.75,258827.82,5.06
1039727.38,20.34,6.75,258829.35,5.06
1040113.27,20.35,6.76,258976.57,5.07
1040305.04,20.36,6.77,258649.53,5.06
1040607.12,20.37,6.77,258631.55,5.06
1040766.8,20.37,6.78,258632.71,5.06
1040817.25,20.37,6.78,258611.95,5.06
1040996.95,20.38,6.79,258611.53,5.06
1040861.05,20.38,6.79,258555.55,5.06
1041040.75,20.39,6.8,258547.5,5.06
1041286.21,20.39,6.8,258617.02,5.06
1041445.89,20.4,6.81,258612.99,5.07
1041496.34,20.4,6.81,258612.99,5.07
1041496.34,20.4,6.81,258466.5,5.06
1041656.02,20.41,6.82,258560.72,5.07
1041656.02,20.41,6.82,258560.72,5.07
1041841.68,20.41,6.82,258537.69,5.07
1041892.13,20.42,6.83,258780.02,5.07
1043190.02,20.44,6.85,259833.95,5.09
1043240.47,20.45,6.86,259833.9,5.09
1043240.47,20.45,6.86,259854.8,5.09
1043290.92,20.45,6.86,259854.8,5.09
1043472.82,20.46,6.87,259855.14,5.09
1043652.52,20.46,6.87,259847.09,5.09
1043516.61,20.46,6.87,259867.29,5.1
1043380.71,20.47,6.87,259866.87,5.1
1043593.56,20.47,6.88,259560.69,5.09
1043632.17,20.48,6.88,259351.57,5.09
1044219.69,20.49,6.9,259476.8,5.09
1044219.69,20.49,6.9,259483.91,5.09
1044379.36,20.5,6.9,259483.91,5.09
1044413.33,20.5,6.91,259437.13,5.09
1044463.78,20.5,6.91,259437.13,5.09
1044514.23,20.51,6.92,259362.64,5.09
1044378.32,20.51,6.92,259353.98,5.09
1044122.71,20.51,6.91,259334.29,5.09
1044361.39,20.51,6.92,259333.87,5.09
1044361.39,20.51,6.92,259420.44,5.1
1044225.49,20.51,6.92,259420.44,5.1
1044405.19,20.52,6.93,259420.44,5.1
1044377.71,20.52,6.93,259337.3,5.1
1044241.81,20.52,6.93,259336.93,5.1
1044241.81,20.52,6.93,259064.02,5.09
1044401.49,20.53,6.94,259090.6,5.09
1044581.19,20.53,6.94,259480.78,5.1
1044445.28,20.53,6.94,259368.4,5.1
1044445.28,20.53,6.94,259600.18,5.1
1044604.96,20.54,6.95,259694.4,5.11
1044604.96,20.54,6.95,259694.4,5.11
1044655.41,20.54,6.95,259694.4,5.11
1044705.86,20.55,6.96,259919.28,5.11
1044865.54,20.55,6.96,259919.28,5.11
1045051.2,20.56,6.97,259927.85,5.11
1045210.88,20.56,6.97,259927.85,5.11
1045210.88,20.56,6.97,259927.85,5.11
1045370.55,20.57,6.98,259929.66,5.11
1045370.55,20.57,6.98,259970.91,5.12
1045611.12,20.58,6.99,260036.9,5.12
1045664.33,20.58,6.99,260039.55,5.12
1045844.03,20.58,6.99,260079.79,5.12
1046023.74,20.59,7.0,260079.79,5.12
1045887.83,20.59,7.0,259999.78,5.12
1045887.83,20.59,7.0,259996.66,5.12
1045751.92,20.59,7.0,259866.65,5.12
1045802.37,20.6,7.01,259993.06,5.12
1045852.82,20.6,7.01,258295.12,5.09
1045816.05,20.6,7.01,258156.68,5.09
1046012.62,20.61,7.01,258184.78,5.09
1046172.3,20.61,7.02,258803.85,5.1
1046225.5,20.61,7.02,258803.85,5.1
1046405.2,20.62,7.03,258839.93,5.1
1046564.88,20.62,7.03,259132.24,5.11
1046428.98,20.63,7.03,259322.64,5.11
1046293.07,20.63,7.04,259366.28,5.11
1046472.77,20.63,7.04,259366.28,5.11
1046511.38,20.64,7.05,259157.16,5.11
1046561.83,20.64,7.05,259157.16,5.11
1046758.4,20.65,7.05,259157.16,5.11
1046938.1,20.65,7.06,259163.65,5.11
1046980.22,20.65,7.06,259143.11,5.11
1047159.93,20.66,7.07,259143.11,5.11
1047339.63,20.66,7.07,259136.28,5.11
1047390.08,20.67,7.08,259136.28,5.11
1047630.65,20.67,7.08,259136.28,5.11
1047630.65,20.67,7.08,258989.78,5.11
1047375.04,20.67,7.08,258918.45,5.11
1047615.61,20.68,7.09,259368.23,5.12
1047666.06,20.68,7.09,259367.85,5.12
1047364.76,20.68,7.09,259149.72,5.12
1047544.47,20.68,7.09,259178.36,5.12
1047594.92,20.69,7.1,259178.31,5.12
1047774.62,20.69,7.1,259178.31,5.12
1047821.98,20.7,7.1,258836.61,5.11
1047447.85,20.69,7.1,258550.47,5.11
1047633.51,20.7,7.11,258551.42,5.11
1047807.26,20.7,7.11,258575.83,5.11
1048045.95,20.71,7.12,258748.69,5.11
1048205.63,20.72,7.12,258768.62,5.11
1048205.63,20.72,7.12,258768.62,5.11
1047950.01,20.71,7.12,258680.05,5.11
1048000.46,20.72,7.13,258680.05,5.11
1048050.91,20.72,7.13,258679.76,5.11
1048101.36,20.73,7.13,258342.41,5.11
1047845.75,20.72,7.13,258326.77,5.11
1047602.74,20.72,7.13,258107.77,5.1
1047268.48,20.72,7.12,257608.06,5.1
1047318.93,20.72,7.13,257481.16,5.09
1047498.63,20.73,7.13,258134.0,5.11
1047549.08,20.73,7.14,258133.61,5.11
1047413.18,20.73,7.14,258161.05,5.11
1047463.62,20.74,7.14,258344.98,5.11
1047660.19,20.74,7.15,258344.56,5.11
1047819.87,20.75,7.16,258344.56,5.12
1047999.57,20.75,7.16,258344.56,5.12
1048179.28,20.76,7.17,258336.51,5.12
1048043.37,20.76,7.17,258621.67,5.12
1048093.82,20.76,7.17,258163.43,5.11
1048334.39,20.77,7.18,258198.71,5.12
1048494.07,20.77,7.18,258198.71,5.12
1048403.05,20.78,7.19,257812.14,5.11
1048453.5,20.78,7.19,257812.14,5.11
1048453.5,20.78,7.19,257844.78,5.11
1048326.99,20.78,7.19,257659.69,5.11
1048506.7,20.79,7.19,257659.27,5.11
1048557.15,20.79,7.2,257657.11,5.11
1048623.1,20.79,7.2,257994.34,5.12
1048673.55,20.8,7.2,257994.34,5.12
1048724.0,20.8,7.21,257993.95,5.12
1048774.45,20.8,7.21,257993.95,5.12
1048774.45,20.8,7.21,258023.07,5.12
1048960.11,20.81,7.22,258023.07,5.12
1049139.81,20.82,7.22,258023.07,5.12
1049336.38,20.82,7.23,257958.83,5.12
1049516.09,20.83,7.24,258057.15,5.12
1049260.47,20.82,7.23,257968.58,5.12
1049440.18,20.83,7.24,257960.53,5.12
1049645.57,20.83,7.24,257931.89,5.12
1049645.57,20.83,7.24,257785.39,5.12
1049696.02,20.84,7.25,257785.35,5.12
1049696.02,20.84,7.25,257785.35,5.12
1049875.72,20.84,7.25,257797.61,5.12
1049926.17,20.85,7.26,257797.22,5.12
1049979.38,20.85,7.26,257838.73,5.12
1050159.08,20.86,7.27,257867.0,5.12
1050344.74,20.86,7.27,257866.63,5.12
1050504.42,20.87,7.28,257718.71,5.12
1050743.11,20.87,7.28,258165.9,5.13
1050577.52,20.87,7.28,258232.5,5.13
1050321.91,20.87,7.28,258094.05,5.13
1050527.3,20.88,7.28,258094.05,5.13
1050772.76,20.88,7.29,258093.63,5.13
1050748.31,20.88,7.29,258259.97,5.13
1050798.76,20.89,7.29,258335.23,5.13
1050634.01,20.88,7.29,258025.6,5.13
1050830.58,20.89,7.3,258280.03,5.13
1050694.67,20.89,7.3,258133.54,5.13
1050900.06,20.9,7.31,258133.16,5.13
1050950.51,20.9,7.31,258133.16,5.13
1051000.96,20.91,7.31,258133.16,5.13
1051051.41,20.91,7.32,258133.11,5.14
1051225.16,20.91,7.32,258134.21,5.14
1051410.82,20.92,7.33,258137.55,5.14
1051274.91,20.92,7.33,258125.12,5.14
1051325.36,20.93,7.34,258655.25,5.15
1051189.45,20.93,7.34,258616.56,5.15
1051369.16,20.93,7.34,258620.48,5.15
1051369.16,20.93,7.34,258593.38,5.15
1051419.61,20.94,7.35,258578.05,5.15
1051605.27,20.94,7.35,258640.64,5.15
1051605.27,20.94,7.35,258640.64,5.15
1051784.97,20.95,7.36,258640.64,5.15
1051835.42,20.95,7.36,258703.6,5.15
1051699.51,20.95,7.36,258815.03,5.16
1051749.96,20.96,7.37,258799.8,5.16
1051749.96,20.96,7.37,258676.33,5.15
1051800.41,20.96,7.37,258676.33,5.16
1051980.12,20.97,7.38,258691.6,5.16
1051844.21,20.97,7.38,258579.22,5.16
1051844.21,20.97,7.38,258580.32,5.16
1051807.44,20.97,7.38,258238.72,5.15
1051807.44,20.97,7.38,258351.47,5.15
1051857.89,20.98,7.38,258351.47,5.15
1052063.28,20.98,7.39,258351.05,5.15
1052113.73,20.99,7.4,258351.05,5.15
1052004.09,20.99,7.39,258351.05,5.15
1052183.79,20.99,7.4,258350.62,5.15
1052183.79,20.99,7.4,258176.56,5.15
1052344.31,21.0,7.41,258176.81,5.15
1052524.01,21.0,7.41,258176.81,5.15
1052762.7,21.01,7.42,258237.58,5.15
1052922.38,21.01,7.42,258267.61,5.15
1052964.95,21.02,7.43,258281.69,5.16
1053144.66,21.02,7.43,258281.69,5.16
1053195.11,21.03,7.44,258442.85,5.16
1053391.68,21.03,7.44,258633.79,5.16
1053577.34,21.04,7.45,258633.79,5.16
1053401.75,21.03,7.44,258607.24,5.16
1053581.46,21.04,7.45,259227.0,5.18
1053535.1,21.04,7.45,259506.13,5.18
1053585.55,21.04,7.45,259508.61,5.18
1053765.25,21.05,7.46,259508.23,5.18
1054003.94,21.06,7.47,259687.91,5.19
1054054.39,21.06,7.47,259661.27,5.19
1054214.07,21.07,7.48,259677.89,5.19
1054661.36,21.08,7.49,259768.96,5.19
1054835.11,21.08,7.49,259709.85,5.19
1054885.56,21.09,7.5,259779.87,5.19
1055065.26,21.09,7.5,259838.99,5.19
1055115.71,21.1,7.51,259832.29,5.2
1055295.42,21.1,7.51,259927.59,5.2
1055475.12,21.11,7.52,260441.14,5.21
1055912.35,21.12,7.53,262122.55,5.24
1055666.74,21.12,7.53,261916.11,5.24
1055848.81,21.12,7.53,263791.91,5.28
1056008.49,21.13,7.54,264363.21,5.29
1055872.58,21.13,7.54,264545.92,5.29
1055923.03,21.13,7.54,264519.12,5.29
1055671.73,21.13,7.54,264528.36,5.29
1055851.44,21.14,7.55,265210.54,5.31
1055851.44,21.14,7.55,265210.54,5.31
1056031.14,21.14,7.55,265210.54,5.31
1056073.72,21.14,7.55,265212.01,5.31
1055996.47,21.14,7.55,264967.57,5.31
1056176.17,21.15,7.56,264982.72,5.31
1055920.56,21.15,7.56,264714.81,5.3
1055920.56,21.15,7.56,264662.17,5.3
1056080.24,21.15,7.56,264756.39,5.3
1056276.8,21.16,7.57,264818.61,5.3
1056101.22,21.15,7.56,264673.53,5.3
1055965.31,21.16,7.57,264472.2,5.3
1056161.88,21.16,7.57,264474.74,5.3
1056212.33,21.17,7.58,264856.35,5.31
1056262.77,21.17,7.58,264856.35,5.31
1056501.46,21.18,7.59,265380.71,5.32
1056501.46,21.18,7.59,265193.79,5.32
1056551.91,21.18,7.59,265193.79,5.32
1056602.36,21.19,7.6,265377.51,5.32
1056842.93,21.19,7.6,265443.5,5.32
1057002.61,21.2,7.61,265443.5,5.32
1057182.31,21.2,7.61,265443.5,5.32
1057362.02,21.21,7.62,265460.9,5.32
1057197.27,21.21,7.62,265511.5,5.33
1057070.77,21.21,7.62,265349.53,5.32
1056934.86,21.21,7.62,265675.04,5.33
1056934.86,21.21,7.62,265528.54,5.33
1056934.86,21.21,7.62,265549.26,5.33
1057114.57,21.21,7.62,265558.95,5.33
1057294.27,21.22,7.63,269474.2,5.41
1057344.72,21.22,7.63,269666.65,5.41
1057344.72,21.22,7.63,269804.7,5.42
1057208.81,21.23,7.63,269802.79,5.42
1057414.2,21.23,7.64,269802.79,5.42
1057573.88,21.24,7.65,270033.84,5.42
1057779.27,21.24,7.65,270050.47,5.42
1057938.95,21.25,7.66,270316.46,5.43
1057989.4,21.25,7.66,270754.26,5.44
1058185.97,21.26,7.67,270781.11,5.44
1058382.53,21.27,7.67,270818.45,5.44
1058432.98,21.27,7.68,270854.42,5.44
1058181.68,21.27,7.68,270854.42,5.44
1058422.25,21.27,7.68,270855.84,5.44
1058166.64,21.27,7.68,270766.12,5.44
1058346.35,21.27,7.68,270765.7,5.44
1058346.35,21.27,7.68,270850.57,5.44
1058396.8,21.28,7.69,271241.29,5.45
1058447.25,21.28,7.69,271240.91,5.45
1058447.25,21.28,7.69,271691.39,5.46
1058497.69,21.29,7.7,271691.34,5.46
1058743.15,21.29,7.7,271674.79,5.46
1058477.57,21.29,7.7,271390.6,5.46
1058520.15,21.29,7.7,271390.6,5.46
1059161.19,21.31,7.71,272617.01,5.48
1059211.64,21.31,7.72,272605.87,5.48
1059211.64,21.31,7.72,272595.04,5.48
1059211.64,21.31,7.72,272595.04,5.48
1059262.09,21.31,7.72,272586.8,5.48
1059464.66,21.32,7.73,272216.06,5.48
1059644.36,21.33,7.74,272213.64,5.48
1059694.81,21.33,7.74,272231.25,5.48
1059745.26,21.34,7.75,272231.25,5.48
1059795.71,21.34,7.75,272230.87,5.48
1059846.16,21.35,7.75,272223.68,5.48
1060025.86,21.35,7.76,272843.44,5.5
1060199.62,21.36,7.77,272843.02,5.5
1060043.26,21.35,7.76,272705.99,5.49
1060239.82,21.36,7.77,273274.85,5.51
1060419.53,21.37,7.77,273932.2,5.52
1060283.62,21.37,7.78,273838.92,5.52
1060334.07,21.37,7.78,273965.33,5.52
1060082.5,21.37,7.78,273518.92,5.51
1060132.95,21.37,7.78,273518.92,5.51
1060348.61,21.38,7.79,274153.35,5.53
1060528.32,21.38,7.79,274153.35,5.53
1060578.77,21.39,7.8,274153.35,5.53
1060758.47,21.39,7.8,274145.3,5.53
1060938.18,21.4,7.81,274203.29,5.53
1061120.08,21.41,7.81,274324.99,5.53
1061162.66,21.41,7.82,274327.52,5.53
1061342.36,21.41,7.82,274327.15,5.53
1061522.07,21.42,7.83,274327.22,5.54
1061522.07,21.42,7.83,274327.22,5.54
1061681.75,21.42,7.83,274523.24,5.54
1062369.89,21.44,7.85,274468.1,5.54
1062369.89,21.44,7.85,274726.77,5.54
1062369.89,21.44,7.85,274726.77,5.54
1062566.46,21.45,7.85,274728.13,5.54
1062746.16,21.45,7.86,274747.43,5.55
1062610.25,21.45,7.86,274766.33,5.55
1062660.7,21.46,7.87,274769.66,5.55
1062790.22,21.46,7.87,274768.2,5.55
1062840.67,21.47,7.88,275003.28,5.55
1063000.34,21.47,7.88,275475.83,5.56
1063180.05,21.48,7.89,276071.17,5.58
1063359.76,21.48,7.89,276071.17,5.58
1063556.32,21.49,7.9,276071.17,5.58
1063556.32,21.49,7.9,276063.63,5.58
1063556.32,21.49,7.9,275790.72,5.57
1063741.98,21.49,7.9,275802.73,5.57
1063901.66,21.5,7.91,275803.27,5.57
1064061.34,21.51,7.92,276475.77,5.59
1063815.73,21.5,7.91,277496.24,5.61
1063866.18,21.51,7.92,277492.86,5.61
1063866.18,21.51,7.92,277694.05,5.61
1063916.62,21.51,7.92,277694.04,5.62
1063967.07,21.52,7.93,277890.7,5.62
1064146.78,21.52,7.93,277907.32,5.62
1064927.66,21.54,7.95,278627.42,5.64
1064978.11,21.55,7.95,278627.42,5.64
1064842.21,21.55,7.96,278528.86,5.64
1065021.91,21.55,7.96,278518.84,5.64
1065064.49,21.55,7.96,278519.98,5.64
1064813.12,21.55,7.96,278751.19,5.64
1064992.83,21.56,7.97,278751.19,5.64
1065172.53,21.56,7.97,278751.19,5.64
1065036.63,21.57,7.97,278950.45,5.65
1065277.2,21.57,7.98,275284.56,5.57
1065327.65,21.58,7.98,275507.1,5.58
1065327.65,21.58,7.98,275483.21,5.58
1065487.32,21.58,7.99,275483.21,5.58
1065726.01,21.59,8.0,275483.21,5.58
1065905.72,21.59,8.0,275483.21,5.58
1065640.13,21.59,8.0,275430.39,5.58
1065690.58,21.6,8.0,275429.0,5.58
1065741.03,21.6,8.01,275428.69,5.58
1065741.03,21.6,8.01,275434.69,5.58
1065900.71,21.61,8.01,275423.55,5.58
1065900.71,21.61,8.01,275681.89,5.59
1065951.16,21.61,8.02,275681.84,5.59
1066130.86,21.62,8.03,275739.83,5.59
1066310.57,21.62,8.03,275739.83,5.59
1066490.27,21.63,8.04,276355.81,5.6
1066540.72,21.63,8.04,276346.67,5.6
1066746.11,21.64,8.05,276353.71,5.61
1066490.5,21.64,8.04,276264.0,5.6
1066650.18,21.64,8.05,276358.22,5.61
1066829.88,21.65,8.06,276851.88,5.62
1066693.98,21.65,8.06,276852.89,5.62
1066615.25,21.65,8.06,276854.27,5.62
1066665.69,21.65,8.06,276854.27,5.62
1066845.4,21.66,8.07,276793.67,5.62
1067025.11,21.66,8.07,276793.29,5.62
1067025.11,21.66,8.07,276666.47,5.62
1067075.55,21.67,8.08,276668.72,5.62
1067205.07,21.67,8.08,276942.08,5.62
1066949.46,21.67,8.08,276834.88,5.62
1067190.03,21.68,8.09,276836.36,5.62
1067369.73,21.68,8.09,276972.04,5.63
1067420.18,21.69,8.1,276971.99,5.63
1067293.68,21.69,8.1,276813.56,5.62
1067157.77,21.69,8.1,276813.56,5.63
1067157.77,21.69,8.1,276813.56,5.63
1067157.77,21.69,8.1,276730.71,5.62
1067354.34,21.69,8.1,276730.71,5.62
1067354.34,21.69,8.1,276730.71,5.62
1067218.43,21.7,8.1,276726.94,5.63
1067218.43,21.7,8.1,276726.94,5.63
1067268.88,21.7,8.11,276726.82,5.63
1067428.56,21.71,8.12,277073.53,5.63
1067669.13,21.71,8.12,277078.41,5.63
1067865.69,21.72,8.13,277087.63,5.64
1068045.4,21.72,8.13,277097.83,5.64
1068225.11,21.73,8.14,277143.88,5.64
1068275.55,21.73,8.14,277100.24,5.64
1068119.2,21.73,8.14,276947.9,5.63
1068169.65,21.74,8.14,276838.3,5.63
1068366.21,21.74,8.15,276837.88,5.63
1068545.92,21.75,8.16,276829.82,5.63
1068545.92,21.75,8.16,276829.82,5.63
1068436.28,21.75,8.16,278837.19,5.68
1068676.85,21.75,8.16,278856.09,5.68
1068727.3,21.76,8.17,278624.71,5.67
1069007.61,21.77,8.18,278428.43,5.67
1069187.31,21.77,8.18,278435.16,5.67
1069187.31,21.77,8.18,278442.28,5.67
1069187.31,21.77,8.18,278442.68,5.67
1069346.99,21.78,8.19,278440.73,5.67
1069543.56,21.78,8.19,278434.45,5.67
1069349.01,21.78,8.19,279100.75,5.68
1069528.72,21.79,8.2,279205.88,5.69
1069579.17,21.79,8.2,279205.88,5.69
1069758.87,21.8,8.21,279205.5,5.69
1069809.32,21.8,8.21,279184.22,5.69
1069809.32,21.8,8.21,279184.22,5.69
1069856.68,21.81,8.22,278842.52,5.68
1069720.78,21.81,8.22,278842.52,5.68
1069900.48,21.81,8.22,278842.52,5.69
1069900.48,21.81,8.22,278719.05,5.68
1070051.23,21.82,8.23,278727.12,5.68
1070051.23,21.82,8.23,278727.12,5.68
1070101.68,21.82,8.23,278730.13,5.68
1070152.13,21.83,8.24,278731.97,5.69
1070202.58,21.83,8.24,278807.23,5.69
1070066.67,21.83,8.24,278806.81,5.69
1070066.67,21.83,8.24,278806.81,5.69
1070305.36,21.84,8.25,279280.55,5.7
1070465.04,21.85,8.26,279472.05,5.7
1070705.61,21.85,8.26,279474.43,5.7
1070756.06,21.86,8.27,279472.71,5.71
1070952.62,21.86,8.27,279475.49,5.71
1071149.19,21.87,8.28,279475.07,5.71
1071199.64,21.87,8.28,280680.91,5.73
1071250.09,21.88,8.29,280575.77,5.73
1071250.09,21.88,8.29,280492.29,5.73
1071300.54,21.88,8.29,280684.75,5.73
1071480.24,21.89,8.3,280753.72,5.74
1071659.95,21.89,8.3,281402.97,5.75
1071553.59,21.89,8.3,281402.96,5.75
