ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1210238.87,98.76,85.17,1198775.24,97.82
1210238.87,98.76,85.17,1198775.24,97.82
1210238.87,98.76,85.17,1198775.24,97.82
1210238.87,98.76,85.17,1198775.24,97.82
1210238.87,98.76,85.17,1198775.24,97.82
1210245.58,98.76,85.17,1198797.87,97.82
1210245.58,98.76,85.17,1198797.87,97.82
1210245.58,98.76,85.17,1198797.87,97.82
1210245.58,98.76,85.17,1198797.87,97.82
1210070.0,98.76,85.17,1198844.26,97.84
1210070.0,98.76,85.17,1198844.26,97.84
1210070.0,98.76,85.17,1198844.26,97.84
1210070.0,98.76,85.17,1198844.26,97.84
1210099.58,98.76,85.17,1198932.49,97.85
1210099.58,98.76,85.17,1198932.49,97.85
1210099.58,98.76,85.17,1198901.0,97.85
1210099.58,98.76,85.17,1198901.0,97.85
1209963.61,98.76,85.17,1198765.6,97.85
1209754.77,98.77,85.17,1198604.37,97.85
1209754.77,98.77,85.17,1198604.37,97.85
1209754.77,98.77,85.17,1198604.37,97.85
1209754.77,98.77,85.17,1198604.37,97.85
1209735.36,98.78,85.19,1198506.65,97.87
1209735.36,98.78,85.19,1198506.65,97.87
1209735.36,98.78,85.19,1198506.65,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209579.0,98.78,85.19,1198352.5,97.87
1209284.4,98.79,85.2,1197768.22,97.85
1209284.4,98.79,85.2,1197768.22,97.85
1209284.4,98.79,85.2,1197768.22,97.85
1209284.4,98.79,85.2,1197768.22,97.85
1209015.12,98.79,85.2,1197481.29,97.85
1209015.12,98.79,85.2,1197481.29,97.85
1209015.12,98.79,85.2,1197481.29,97.85
1209015.12,98.79,85.2,1197481.29,97.85
1209015.12,98.79,85.2,1197481.29,97.85
1208968.76,98.79,85.2,1197460.76,97.85
1208968.76,98.79,85.2,1197440.71,97.85
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208717.15,98.8,85.21,1197195.58,97.86
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208453.12,98.8,85.21,1197033.2,97.87
1208201.82,98.81,85.22,1196726.58,97.87
1208201.82,98.81,85.22,1196726.58,97.87
1207936.24,98.81,85.22,1196357.78,97.86
1207779.69,98.81,85.22,1196239.65,97.87
1207779.69,98.81,85.22,1196239.65,97.87
1207779.69,98.81,85.22,1196239.65,97.87
1207779.69,98.81,85.22,1196239.65,97.87
1207779.69,98.81,85.22,1196221.83,97.87
1207779.69,98.81,85.22,1196221.83,97.87
1207779.69,98.81,85.22,1196221.83,97.87
1207779.69,98.81,85.22,1196221.83,97.87
1207623.33,98.81,85.22,1195819.85,97.85
1207623.33,98.81,85.22,1195819.85,97.85
1207623.33,98.81,85.22,1195819.85,97.85
1207623.33,98.81,85.22,1195819.85,97.85
1207630.62,98.81,85.22,1195836.19,97.85
1207630.62,98.81,85.22,1195836.19,97.85
1207630.62,98.81,85.22,1195836.19,97.85
1207630.62,98.81,85.22,1195836.19,97.85
1207630.62,98.81,85.22,1195836.19,97.85
1207365.03,98.82,85.23,1195463.37,97.84
1207365.03,98.82,85.23,1195463.37,97.84
1207103.56,98.82,85.23,1195372.42,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1207103.56,98.82,85.23,1195324.76,97.86
1206889.78,98.82,85.23,1195094.53,97.86
1206889.78,98.82,85.23,1195094.53,97.86
1206638.77,98.83,85.24,1195011.18,97.87
1206638.77,98.83,85.24,1195011.18,97.87
1206553.77,98.84,85.25,1194852.15,97.88
1206345.63,98.84,85.25,1194641.0,97.88
1206177.38,98.84,85.25,1194445.27,97.88
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194300.19,97.89
1205979.25,98.85,85.26,1194289.01,97.89
1205979.25,98.85,85.26,1194289.01,97.89
1205979.25,98.85,85.26,1194289.01,97.89
1205979.25,98.85,85.26,1194289.01,97.89
1205979.25,98.85,85.26,1194289.01,97.89
1205979.25,98.85,85.26,1194289.01,97.89
1205821.89,98.85,85.26,1194131.66,97.89
1205821.89,98.85,85.26,1194131.66,97.89
1205821.89,98.85,85.26,1194084.04,97.88
1205665.53,98.85,85.26,1193948.99,97.89
1205665.53,98.85,85.26,1193948.99,97.89
1205665.53,98.85,85.26,1193948.99,97.89
1205665.53,98.85,85.26,1193948.99,97.89
1205369.68,98.85,85.26,1193617.6,97.89
1205194.1,98.86,85.27,1193663.01,97.91
1205194.1,98.86,85.27,1193663.01,97.91
1205194.1,98.86,85.27,1193663.01,97.91
1204957.43,98.86,85.27,1193587.43,97.93
1204957.43,98.86,85.27,1193587.43,97.93
1204957.43,98.86,85.27,1193587.43,97.93
1204957.43,98.86,85.27,1193587.43,97.93
1204957.43,98.86,85.27,1193587.43,97.93
1204957.43,98.86,85.27,1193587.43,97.93
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204769.52,98.87,85.27,1193463.66,97.94
1204514.92,98.87,85.28,1193207.87,97.94
1204514.92,98.87,85.28,1193207.87,97.94
1204514.92,98.87,85.28,1193207.87,97.94
1204514.92,98.87,85.28,1193207.87,97.94
1204514.92,98.87,85.28,1193207.87,97.94
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204349.34,98.88,85.28,1193335.95,97.97
1204153.84,98.89,85.29,1193065.0,97.97
1204153.84,98.89,85.29,1193065.0,97.97
1203945.0,98.89,85.3,1192932.64,97.98
1203945.0,98.89,85.3,1192932.64,97.98
1203736.86,98.89,85.3,1192666.04,97.98
1203736.86,98.89,85.3,1192666.04,97.98
1203736.86,98.89,85.3,1192666.04,97.98
1203462.86,98.89,85.3,1192505.99,97.99
1203462.86,98.89,85.3,1192505.99,97.99
1203462.86,98.89,85.3,1192505.99,97.99
1203462.86,98.89,85.3,1192483.91,97.99
1203462.86,98.89,85.3,1192483.91,97.99
1203462.86,98.89,85.3,1192483.91,97.99
1203168.26,98.9,85.31,1192070.81,97.99
1203168.26,98.9,85.31,1192070.81,97.99
1203168.26,98.9,85.31,1192070.81,97.99
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202902.68,98.9,85.31,1192059.19,98.01
1202737.09,98.91,85.32,1191872.51,98.01
1202737.09,98.91,85.32,1191872.51,98.01
1202538.96,98.91,85.32,1191678.91,98.02
1202538.96,98.91,85.32,1191678.91,98.02
1202538.96,98.91,85.32,1191861.75,98.03
1202538.96,98.91,85.32,1191861.75,98.03
1202538.96,98.91,85.32,1191861.75,98.03
1202273.37,98.91,85.32,1191623.29,98.04
1202273.37,98.91,85.32,1191623.29,98.04
1202273.37,98.91,85.32,1191623.29,98.04
1202273.37,98.91,85.32,1191623.29,98.04
1202273.37,98.91,85.32,1191653.6,98.04
1202273.37,98.91,85.32,1191653.6,98.04
1202074.66,98.92,85.33,1191381.64,98.04
1201908.42,98.93,85.34,1191479.32,98.07
1201642.84,98.93,85.34,1191337.64,98.08
1201642.84,98.93,85.34,1191330.04,98.08
1201642.84,98.93,85.34,1191330.04,98.08
1201642.84,98.93,85.34,1191330.04,98.08
1201642.84,98.93,85.34,1191330.04,98.08
1201380.42,98.94,85.35,1191162.33,98.1
1201380.42,98.94,85.35,1191162.33,98.1
1201380.42,98.94,85.35,1191162.33,98.1
1201384.06,98.94,85.35,1191165.52,98.1
1201384.06,98.94,85.35,1191165.52,98.1
1201384.06,98.94,85.35,1191165.52,98.1
1201384.06,98.94,85.35,1191165.52,98.1
1201384.06,98.94,85.35,1191188.99,98.1
1201384.06,98.94,85.35,1191188.99,98.1
1201384.06,98.94,85.35,1191188.99,98.1
1201384.06,98.94,85.35,1191188.99,98.1
1201384.06,98.94,85.35,1191188.99,98.1
1201124.44,98.95,85.35,1191015.45,98.11
1201124.44,98.95,85.35,1191015.45,98.11
1201124.44,98.95,85.35,1191015.45,98.11
1201124.44,98.95,85.35,1191015.45,98.11
1201124.44,98.95,85.35,1191015.45,98.11
1201124.44,98.95,85.35,1191015.45,98.11
1200867.88,98.95,85.36,1190695.05,98.11
1200867.88,98.95,85.36,1190695.05,98.11
1200867.88,98.95,85.36,1190695.05,98.11
1200689.81,98.95,85.36,1190586.22,98.12
1200689.81,98.95,85.36,1190586.22,98.12
1200689.81,98.95,85.36,1190586.22,98.12
1200689.81,98.95,85.36,1190586.22,98.12
1200382.21,98.95,85.36,1190268.15,98.12
1200382.21,98.95,85.36,1190268.15,98.12
1200382.21,98.95,85.36,1190268.15,98.12
1200233.64,98.96,85.37,1190073.09,98.12
1200233.64,98.96,85.37,1190073.09,98.12
1200233.64,98.96,85.37,1190073.09,98.12
1200233.64,98.96,85.37,1190073.09,98.12
1200233.64,98.96,85.37,1190073.09,98.12
1200233.64,98.96,85.37,1190073.09,98.12
1199992.98,98.97,85.38,1189829.74,98.13
1199992.98,98.97,85.38,1189829.74,98.13
1199992.98,98.97,85.38,1189829.74,98.13
1199992.98,98.97,85.38,1189829.74,98.13
1199992.98,98.97,85.38,1189829.74,98.13
1199992.98,98.97,85.38,1189829.74,98.13
1199992.98,98.97,85.38,1189829.74,98.13
1199728.55,98.97,85.38,1189543.86,98.13
1199728.55,98.97,85.38,1189605.16,98.14
1199728.55,98.97,85.38,1189605.16,98.14
1199728.55,98.97,85.38,1189605.16,98.14
1199456.49,98.98,85.38,1189372.78,98.14
1199207.17,98.98,85.39,1189049.14,98.14
1199207.17,98.98,85.39,1189049.14,98.14
1199207.17,98.98,85.39,1189049.14,98.14
1199207.17,98.98,85.39,1189049.14,98.14
1199207.17,98.98,85.39,1189037.12,98.14
1198941.58,98.99,85.39,1188727.29,98.14
1198941.58,98.99,85.39,1188727.29,98.14
1198941.58,98.99,85.39,1188727.29,98.14
1198665.8,98.99,85.4,1188440.37,98.14
1198665.8,98.99,85.4,1188440.37,98.14
1198446.48,99.0,85.41,1188153.98,98.15
1198446.48,99.0,85.41,1188153.98,98.15
1198446.48,99.0,85.41,1188153.98,98.15
1198446.48,99.0,85.41,1188153.98,98.15
1198446.48,99.0,85.41,1188153.98,98.15
1198451.03,99.0,85.41,1188176.28,98.15
1198451.03,99.0,85.41,1188176.28,98.15
1198156.44,99.0,85.41,1187844.68,98.15
1198156.44,99.0,85.41,1187868.07,98.15
1198156.44,99.0,85.41,1187868.07,98.15
1198156.44,99.0,85.41,1187868.07,98.15
1198156.44,99.0,85.41,1187868.07,98.15
1198156.44,99.0,85.41,1187868.07,98.15
1198156.44,99.0,85.41,1187846.24,98.15
1198156.44,99.0,85.41,1187846.24,98.15
1198157.44,99.0,85.41,1187860.72,98.15
1198157.44,99.0,85.41,1187860.72,98.15
1198157.44,99.0,85.41,1187860.72,98.15
1198157.44,99.0,85.41,1187860.72,98.15
1197981.86,99.01,85.42,1187888.85,98.17
1197716.27,99.01,85.42,1187879.76,98.2
1197716.27,99.01,85.42,1187879.76,98.2
1197716.27,99.01,85.42,1187879.76,98.2
1197716.27,99.01,85.42,1187879.76,98.2
1197508.14,99.01,85.42,1187598.5,98.19
1197242.55,99.02,85.43,1187301.27,98.2
1197242.55,99.02,85.43,1187301.27,98.2
1197242.55,99.02,85.43,1187301.27,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187233.14,98.2
1197136.58,99.02,85.43,1187264.21,98.2
1197136.58,99.02,85.43,1187220.39,98.2
1197136.58,99.02,85.43,1187220.39,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187242.21,98.2
1197136.58,99.02,85.43,1187219.44,98.2
1196996.58,99.02,85.43,1187079.44,98.2
1196996.58,99.02,85.43,1187079.44,98.2
1196996.58,99.02,85.43,1187079.44,98.2
1196770.24,99.02,85.43,1186821.94,98.2
1196770.24,99.02,85.43,1186821.94,98.2
1196770.24,99.02,85.43,1186821.94,98.2
1196770.24,99.02,85.43,1186821.94,98.2
1196770.24,99.02,85.43,1186821.94,98.2
1196508.96,99.03,85.44,1186557.54,98.2
1196508.96,99.03,85.44,1186557.54,98.2
1196508.96,99.03,85.44,1186557.54,98.2
1196508.96,99.03,85.44,1186557.54,98.2
1196508.96,99.03,85.44,1186557.54,98.2
1196197.55,99.03,85.44,1186239.48,98.2
1196197.55,99.03,85.44,1186239.48,98.2
1196197.55,99.03,85.44,1186239.48,98.2
1196197.55,99.03,85.44,1186239.48,98.2
1195931.96,99.03,85.44,1185992.98,98.21
1195723.82,99.03,85.44,1185708.69,98.2
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195464.89,99.04,85.45,1185580.52,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195220.29,99.04,85.45,1185308.53,98.22
1195011.45,99.04,85.45,1185086.11,98.22
1195011.45,99.04,85.45,1185086.11,98.22
1195011.45,99.04,85.45,1185086.11,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194753.2,99.05,85.46,1184795.66,98.22
1194413.21,99.06,85.47,1184548.0,98.24
1194413.21,99.06,85.47,1184548.0,98.24
1194413.21,99.06,85.47,1184548.0,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194413.21,99.06,85.47,1184572.6,98.24
1194168.62,99.07,85.48,1184278.09,98.25
1194168.62,99.07,85.48,1184278.09,98.25
1194168.62,99.07,85.48,1184278.09,98.25
1194168.62,99.07,85.48,1184278.09,98.25
1193960.48,99.07,85.48,1184120.49,98.25
1193752.35,99.07,85.48,1183871.93,98.25
1193752.35,99.07,85.48,1183871.93,98.25
1193752.35,99.07,85.48,1183871.93,98.25
1193752.35,99.07,85.48,1183871.93,98.25
1193578.32,99.07,85.48,1183785.38,98.26
1193578.32,99.07,85.48,1183785.38,98.26
1193362.47,99.08,85.49,1183505.77,98.26
1193362.47,99.08,85.49,1183493.27,98.26
1193117.88,99.09,85.5,1183221.35,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182938.38,98.27
1192873.28,99.09,85.5,1182940.75,98.27
1192823.28,99.09,85.5,1182893.7,98.27
1192557.7,99.1,85.51,1182850.11,98.29
1192292.11,99.1,85.51,1182516.61,98.29
1192186.14,99.1,85.51,1182410.73,98.29
1192186.14,99.1,85.51,1182410.73,98.29
1192186.14,99.1,85.51,1182410.73,98.29
1192186.14,99.1,85.51,1182410.73,98.29
1192186.14,99.1,85.51,1182457.39,98.29
1192186.14,99.1,85.51,1182457.39,98.29
1192194.19,99.1,85.51,1182475.45,98.3
1191985.35,99.11,85.52,1182245.94,98.3
1191985.35,99.11,85.52,1182222.95,98.29
1191783.07,99.11,85.52,1182004.6,98.29
1191783.07,99.11,85.52,1182004.6,98.29
1191783.07,99.11,85.52,1182004.6,98.29
1191783.07,99.11,85.52,1182004.6,98.29
1191783.07,99.11,85.52,1182004.6,98.29
1191574.94,99.11,85.52,1181684.53,98.29
1191574.94,99.11,85.52,1181638.16,98.28
1191574.94,99.11,85.52,1181638.16,98.28
1191332.36,99.12,85.53,1181603.13,98.31
1191332.36,99.12,85.53,1181603.13,98.31
1191176.0,99.12,85.53,1181363.93,98.3
1191008.0,99.12,85.53,1181157.52,98.3
1190799.16,99.12,85.53,1181016.28,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180830.13,98.31
1190591.02,99.12,85.53,1180863.85,98.31
1190591.02,99.12,85.53,1180863.85,98.31
1190591.02,99.12,85.53,1180863.85,98.31
1190544.67,99.12,85.53,1180815.19,98.31
1190544.67,99.12,85.53,1180815.19,98.31
1190544.67,99.12,85.53,1180815.19,98.31
1190544.67,99.12,85.53,1180777.0,98.31
1190544.67,99.12,85.53,1180777.0,98.31
1190544.67,99.12,85.53,1180777.0,98.31
1190544.67,99.12,85.53,1180777.0,98.31
1190544.67,99.12,85.53,1180751.43,98.31
1190544.67,99.12,85.53,1180751.43,98.31
1190346.53,99.13,85.54,1180614.17,98.32
1190346.53,99.13,85.54,1180614.17,98.32
1190346.53,99.13,85.54,1180614.17,98.32
1190346.53,99.13,85.54,1180614.17,98.32
1190346.53,99.13,85.54,1180614.17,98.32
1190346.53,99.13,85.54,1180614.17,98.32
1190346.53,99.13,85.54,1180614.17,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1190071.96,99.13,85.54,1180331.71,98.32
1189776.38,99.13,85.54,1180325.16,98.35
1189499.17,99.14,85.55,1180038.96,98.35
1189499.17,99.14,85.55,1180038.96,98.35
1189499.17,99.14,85.55,1180038.96,98.35
1189499.17,99.14,85.55,1180038.96,98.35
1189499.17,99.14,85.55,1180038.96,98.35
1189227.24,99.14,85.55,1179752.03,98.35
1189227.24,99.14,85.55,1179752.03,98.35
1188961.66,99.15,85.55,1179690.46,98.37
1188961.66,99.15,85.55,1179690.46,98.37
1188976.62,99.15,85.56,1179694.58,98.37
1188976.62,99.15,85.56,1179669.46,98.37
1188630.48,99.15,85.56,1179282.15,98.37
1188630.48,99.15,85.56,1179282.15,98.37
1188630.48,99.15,85.56,1179282.15,98.37
1188630.48,99.15,85.56,1179282.15,98.37
1188630.48,99.15,85.56,1179268.35,98.37
1188345.82,99.16,85.57,1178779.96,98.36
1188345.82,99.16,85.57,1178779.96,98.36
1188345.82,99.16,85.57,1178779.96,98.36
1188345.82,99.16,85.57,1178779.96,98.36
1188345.82,99.16,85.57,1178779.96,98.36
1188295.82,99.16,85.57,1178729.96,98.36
1188295.82,99.16,85.57,1178729.96,98.36
1188096.98,99.16,85.57,1178586.34,98.37
1187892.96,99.16,85.57,1178359.57,98.37
1187892.96,99.16,85.57,1178359.57,98.37
1187892.96,99.16,85.57,1178359.57,98.37
1187638.83,99.17,85.58,1178074.13,98.37
1187638.83,99.17,85.58,1178074.13,98.37
1187638.83,99.17,85.58,1178074.13,98.37
1187638.83,99.17,85.58,1178074.13,98.37
1187429.99,99.17,85.58,1178007.81,98.38
1187226.47,99.17,85.58,1177899.84,98.39
1187030.12,99.18,85.59,1177632.99,98.4
1186821.98,99.19,85.59,1177364.89,98.39
1186821.98,99.19,85.59,1177364.89,98.39
1186821.98,99.19,85.59,1177364.89,98.39
1186821.98,99.19,85.59,1177364.89,98.39
1186821.98,99.19,85.59,1177364.89,98.39
1186821.98,99.19,85.59,1177343.92,98.39
1186821.98,99.19,85.59,1177303.46,98.39
1186821.98,99.19,85.59,1177303.46,98.39
1186821.98,99.19,85.59,1177303.46,98.39
1186556.4,99.19,85.6,1176955.33,98.39
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186556.4,99.19,85.6,1176930.31,98.38
1186450.04,99.19,85.6,1176821.09,98.38
1186450.04,99.19,85.6,1176821.09,98.38
1186248.46,99.19,85.6,1176629.5,98.39
1186248.46,99.19,85.6,1176629.5,98.39
1186248.46,99.19,85.6,1176691.75,98.39
1186248.46,99.19,85.6,1176691.75,98.39
1186248.46,99.19,85.6,1176691.75,98.39
1186248.46,99.19,85.6,1176691.75,98.39
1186248.46,99.19,85.6,1176691.75,98.39
1185997.16,99.2,85.61,1176327.03,98.39
1185997.16,99.2,85.61,1176327.03,98.39
1185997.16,99.2,85.61,1176327.03,98.39
1185997.16,99.2,85.61,1176327.03,98.39
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176073.84,98.38
1185798.32,99.2,85.61,1176053.61,98.38
1185590.18,99.2,85.61,1175921.09,98.39
1185590.18,99.2,85.61,1175921.09,98.39
1185590.18,99.2,85.61,1175921.09,98.39
1185590.18,99.2,85.61,1175921.09,98.39
1185590.18,99.2,85.61,1175921.09,98.39
1185590.18,99.2,85.61,1175894.68,98.39
1185316.18,99.2,85.61,1175744.41,98.4
1185316.18,99.2,85.61,1175744.41,98.4
1185050.59,99.21,85.62,1175465.1,98.41
1184850.95,99.21,85.62,1175258.78,98.41
1184694.6,99.21,85.62,1175103.7,98.41
1184694.6,99.21,85.62,1175103.7,98.41
1184694.6,99.21,85.62,1175103.7,98.41
1184694.6,99.21,85.62,1175103.7,98.41
1184694.6,99.21,85.62,1175103.7,98.41
1184694.6,99.21,85.62,1175136.63,98.41
1184694.6,99.21,85.62,1175136.63,98.41
