ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_52ce-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_52ce-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_52ce-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_52ce-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_52ce-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1045,5406,1626130,6212,1626130
1045,5406,1626600,6212,1626600
1045,5406,1626820,6212,1626820
1045,5406,1627630,6212,1627630
1045,5406,1628630,6212,1628630
1045,5406,1629100,6212,1629100
1045,5406,1629570,6212,1629570
1045,5406,1630570,6212,1630570
1046,5414,1630570,6212,1630570
1047,5416,1630890,6212,1630890
1047,5416,1631700,6212,1631700
1047,5416,1631860,6212,1631860
1047,5416,1632670,6212,1632670
1047,5416,1633670,6212,1633670
1048,5424,1634130,6212,1634130
1048,5424,1634130,6212,1634130
1049,5432,1635130,6212,1635130
1049,5432,1635780,6212,1635780
1049,5432,1636780,6212,1636780
1050,5440,1637590,6212,1637590
1050,5440,1638590,6212,1638590
1050,5440,1638590,6212,1638590
1050,5440,1639590,6212,1639590
1051,5448,1639590,6212,1639590
1051,5448,1639590,6212,1639590
1052,5450,1640590,6212,1640590
1053,5452,1641240,6212,1641240
1054,5454,1642240,6212,1642240
1054,5454,1643240,6212,1643240
1054,5454,1644240,6212,1644240
1054,5454,1645240,6212,1645240
1054,5454,1646240,6212,1646240
1055,5456,1646240,6212,1646240
1055,5456,1646710,6212,1646710
1055,5456,1647710,6212,1647710
1056,5464,1655710,6212,1655710
1056,5464,1656710,6212,1656710
1056,5464,1656710,6212,1656710
1056,5464,1656710,6212,1656710
1056,5464,1657030,6212,1657030
1056,5464,1658030,6212,1658030
1056,5464,1658030,6212,1658030
1057,5468,1659030,6212,1659030
1057,5468,1659030,6212,1659030
1057,5468,1660030,6212,1660030
1057,5468,1661030,6212,1661030
1057,5468,1661350,6212,1661350
1058,5476,1661460,6212,1661460
1058,5476,1662460,6212,1662460
1059,5478,1662780,6212,1662780
1059,5478,1663780,6212,1663780
1059,5478,1664250,6212,1664250
1059,5478,1665060,6212,1665060
1060,5480,1665060,6212,1665060
1060,5480,1666060,6212,1666060
1060,5480,1667060,6212,1667060
1060,5480,1667060,6212,1667060
1060,5480,1668060,6212,1668060
1060,5480,1669060,6212,1669060
1060,5480,1670060,6212,1670060
1060,5480,1670280,6212,1670280
1060,5480,1671280,6212,1671280
1060,5480,1672090,6212,1672090
1060,5480,1672560,6212,1672560
1060,5480,1673030,6212,1673030
1060,5480,1674030,6212,1674030
1061,5482,1675030,6212,1675030
1061,5482,1675680,6212,1675680
1061,5482,1676680,6212,1676680
1061,5482,1677680,6212,1677680
1061,5482,1678490,6212,1678490
1061,5482,1679490,6212,1679490
1061,5482,1679810,6212,1679810
1061,5482,1680130,6212,1680130
1061,5482,1681130,6212,1681130
1061,5482,1682130,6212,1682130
1061,5482,1683130,6212,1683130
1061,5482,1684130,6212,1684130
1062,5490,1684780,6212,1684780
1063,5498,1685250,6212,1685250
1063,5498,1686250,6212,1686250
1064,5506,1687250,6212,1687250
1064,5506,1688060,6212,1688060
1064,5506,1689060,6212,1689060
1064,5506,1690060,6212,1690060
1064,5506,1690870,6212,1690870
1064,5506,1691330,6212,1691330
1064,5506,1692330,6212,1692330
1064,5506,1693330,6212,1693330
1064,5506,1693800,6212,1693800
1065,5508,1694800,6212,1694800
1065,5508,1695610,6212,1695610
1065,5508,1696420,6212,1696420
1065,5508,1697420,6212,1697420
1065,5508,1697420,6212,1697420
1065,5508,1698420,6212,1698420
1065,5508,1699230,6212,1699230
1065,5508,1700230,6212,1700230
1065,5508,1700230,6212,1700230
1065,5508,1701230,6212,1701230
1065,5508,1702230,6212,1702230
1065,5508,1703230,6212,1703230
1065,5508,1703700,6212,1703700
1065,5508,1704700,6212,1704700
1066,5510,1705510,6212,1705510
1066,5510,1706160,6212,1706160
1066,5510,1706630,6212,1706630
1066,5510,1706950,6212,1706950
1066,5510,1707950,6212,1707950
1066,5510,1708950,6212,1708950
1066,5510,1709950,6212,1709950
1066,5510,1709950,6212,1709950
1066,5510,1710420,6212,1710420
1066,5510,1710420,6212,1710420
1067,5512,1711420,6212,1711420
1067,5512,1712420,6212,1712420
1067,5512,1713230,6212,1713230
1067,5512,1714230,6212,1714230
1067,5512,1715230,6212,1715230
1068,5520,1716230,6212,1716230
1068,5520,1716700,6212,1716700
1068,5520,1717700,6212,1717700
1068,5520,1718020,6212,1718020
1068,5520,1719020,6212,1719020
1068,5520,1720020,6212,1720020
1069,5522,1720020,6212,1720020
1069,5522,1720490,6212,1720490
1070,5530,1721300,6212,1721300
1070,5530,1721300,6212,1721300
1071,5532,1722300,6212,1722300
1071,5532,1722770,6212,1722770
1072,5534,1723000,6212,1723000
1072,5534,1723470,6212,1723470
1072,5534,1723470,6212,1723470
1072,5534,1724470,6212,1724470
1072,5534,1724930,6212,1724930
1072,5534,1725400,6212,1725400
1072,5534,1726400,6212,1726400
1072,5534,1726860,6212,1726860
1072,5534,1727670,6212,1727670
1072,5534,1727670,6212,1727670
1072,5534,1728670,6212,1728670
1072,5534,1729670,6212,1729670
1072,5534,1730670,6212,1730670
1072,5534,1731670,6212,1731670
1072,5534,1732670,6212,1732670
1072,5534,1732670,6212,1732670
1072,5534,1732670,6212,1732670
1073,5542,1733140,6212,1733140
1073,5542,1733140,6212,1733140
1073,5542,1733950,6212,1733950
1073,5542,1734950,6212,1734950
1073,5542,1735950,6212,1735950
1073,5542,1736760,6212,1736760
1074,5544,1737230,6212,1737230
1074,5544,1738040,6212,1738040
1074,5544,1739040,6212,1739040
1074,5544,1740040,6212,1740040
1074,5544,1740690,6212,1740690
1074,5544,1741690,6212,1741690
1074,5544,1741690,6212,1741690
1075,5552,1742690,6212,1742690
1076,5554,1743690,6212,1743690
1076,5554,1744690,6212,1744690
1076,5554,1745010,6212,1745010
1076,5554,1745330,6212,1745330
1076,5554,1746330,6212,1746330
1076,5554,1747330,6212,1747330
1076,5554,1748330,6212,1748330
1076,5554,1749330,6212,1749330
1076,5554,1750140,6212,1750140
1076,5554,1750140,6212,1750140
1076,5554,1750610,6212,1750610
1076,5554,1751610,6212,1751610
1077,5556,1752610,6212,1752610
1077,5556,1752930,6212,1752930
1077,5556,1753930,6212,1753930
1077,5556,1754400,6212,1754400
1077,5556,1755210,6212,1755210
1078,5564,1755530,6212,1755530
1078,5564,1755530,6212,1755530
1078,5564,1755530,6212,1755530
1078,5564,1755530,6212,1755530
1079,5572,1756530,6212,1756530
1079,5572,1757530,6212,1757530
1079,5572,1758340,6212,1758340
1079,5572,1758340,6212,1758340
1080,5580,1759150,6212,1759150
1080,5580,1759150,6212,1759150
1080,5580,1759620,6212,1759620
1080,5580,1759620,6212,1759620
1081,5582,1760620,6212,1760620
1081,5582,1761620,6212,1761620
1081,5582,1761620,6212,1761620
1081,5582,1762430,6212,1762430
1081,5582,1762900,6212,1762900
1081,5582,1763900,6212,1763900
1081,5582,1764490,6212,1764490
1081,5582,1764810,6212,1764810
1081,5582,1764810,6212,1764810
1081,5582,1765810,6212,1765810
1081,5582,1766810,6212,1766810
1081,5582,1767810,6212,1767810
1081,5582,1768810,6212,1768810
1081,5582,1769360,6212,1769360
1081,5582,1769360,6212,1769360
1081,5582,1770360,6212,1770360
1081,5582,1771360,6212,1771360
1082,5584,1771360,6212,1771360
1082,5584,1771360,6212,1771360
1082,5584,1771910,6212,1771910
1082,5584,1772910,6212,1772910
1082,5584,1773910,6212,1773910
1082,5584,1774910,6212,1774910
1082,5584,1775130,6212,1775130
1082,5584,1775590,6212,1775590
1082,5584,1776590,6212,1776590
1082,5584,1777180,6212,1777180
1082,5584,1778180,6212,1778180
1082,5584,1779180,6212,1779180
1082,5584,1780180,6212,1780180
1083,5592,1781180,6212,1781180
1084,5594,1782180,6212,1782180
1084,5594,1782500,6212,1782500
1084,5594,1782500,6212,1782500
1084,5594,1783090,6212,1783090
1084,5594,1783090,6212,1783090
1084,5594,1783090,6212,1783090
1084,5594,1783090,6212,1783090
1084,5594,1783560,6212,1783560
1084,5594,1784560,6212,1784560
1084,5594,1785370,6212,1785370
1084,5594,1785370,6212,1785370
1084,5594,1785690,6212,1785690
1084,5594,1786690,6212,1786690
1085,5602,1787690,6212,1787690
1086,5604,1788690,6212,1788690
1087,5612,1789690,6212,1789690
1088,5620,1790500,6212,1790500
1088,5620,1791500,6212,1791500
1089,5622,1792500,6212,1792500
1089,5622,1793500,6212,1793500
1090,5630,1794500,6212,1794500
1090,5630,1795500,6212,1795500
1090,5630,1796050,6212,1796050
1090,5630,1796860,6212,1796860
1091,5632,1796860,6212,1796860
1091,5632,1797860,6212,1797860
1091,5632,1797860,6212,1797860
1091,5632,1798860,6212,1798860
1091,5632,1799860,6212,1799860
1091,5632,1800510,6212,1800510
1091,5632,1800510,6212,1800510
1091,5632,1801510,6212,1801510
1092,5634,1802510,6212,1802510
1092,5634,1802510,6212,1802510
1093,5636,1803320,6212,1803320
1093,5636,1803320,6212,1803320
1093,5636,1804320,6212,1804320
1094,5644,1804640,6212,1804640
1094,5644,1805640,6212,1805640
1094,5644,1806640,6212,1806640
1095,5652,1814640,6212,1814640
1095,5652,1815640,6212,1815640
1095,5652,1816290,6212,1816290
1096,5660,1817290,6212,1817290
1096,5660,1817290,6212,1817290
1097,5662,1818290,6212,1818290
1097,5662,1819290,6212,1819290
1097,5662,1820290,6212,1820290
1097,5662,1821290,6212,1821290
1097,5662,1821290,6212,1821290
1097,5662,1822100,6212,1822100
1097,5662,1823100,6212,1823100
1097,5662,1824100,6212,1824100
1097,5662,1825100,6212,1825100
1097,5662,1825450,6212,1825450
1098,5663,1825920,6212,1825920
1099,5665,1826920,6212,1826920
1099,5665,1827240,6212,1827240
1099,5665,1827890,6212,1827890
1099,5665,1828210,6212,1828210
1100,5673,1829210,6212,1829210
1100,5673,1830210,6212,1830210
1101,5681,1830580,6212,1830580
1101,5681,1831050,6212,1831050
1101,5681,1832050,6212,1832050
1101,5681,1832640,6212,1832640
1101,5681,1833450,6212,1833450
1101,5681,1833450,6212,1833450
1101,5681,1834450,6212,1834450
1101,5681,1835450,6212,1835450
1101,5681,1836450,6212,1836450
1101,5681,1837260,6212,1837260
1101,5681,1838260,6212,1838260
1101,5681,1839260,6212,1839260
1101,5681,1840260,6212,1840260
1101,5681,1840910,6212,1840910
1101,5681,1841910,6212,1841910
1101,5681,1842910,6212,1842910
1101,5681,1843910,6212,1843910
1101,5681,1844380,6212,1844380
1102,5683,1845380,6212,1845380
1102,5683,1846380,6212,1846380
1103,5685,1847380,6212,1847380
1103,5685,1847380,6212,1847380
1104,5693,1848380,6212,1848380
1104,5693,1849190,6212,1849190
1104,5693,1850190,6212,1850190
1104,5693,1851000,6212,1851000
1104,5693,1851810,6212,1851810
1104,5693,1851810,6212,1851810
1104,5693,1852810,6212,1852810
1104,5693,1853810,6212,1853810
1104,5693,1854460,6212,1854460
1104,5693,1855460,6212,1855460
1104,5693,1856270,6212,1856270
1104,5693,1856740,6212,1856740
1104,5693,1857060,6212,1857060
1104,5693,1857290,6212,1857290
1104,5693,1858290,6212,1858290
1105,5701,1859290,6212,1859290
1105,5701,1860100,6212,1860100
1105,5701,1861100,6212,1861100
1106,5709,1861910,6212,1861910
1106,5709,1861910,6212,1861910
1106,5709,1862910,6212,1862910
1106,5709,1863560,6212,1863560
1106,5709,1863560,6212,1863560
1107,5711,1863560,6212,1863560
1107,5711,1864030,6212,1864030
1108,5713,1864490,6212,1864490
1108,5713,1864810,6212,1864810
1108,5713,1865810,6212,1865810
1108,5713,1866620,6212,1866620
1108,5713,1867620,6212,1867620
1108,5713,1868090,6212,1868090
1108,5713,1869090,6212,1869090
1108,5713,1869740,6212,1869740
1108,5713,1870740,6212,1870740
1108,5713,1871740,6212,1871740
1108,5713,1872740,6212,1872740
1108,5713,1873550,6212,1873550
1108,5713,1874360,6212,1874360
1108,5713,1875360,6212,1875360
1108,5713,1876360,6212,1876360
1108,5713,1876690,6212,1876690
1108,5713,1877690,6212,1877690
1108,5713,1878690,6212,1878690
1108,5713,1879690,6212,1879690
1108,5713,1879690,6212,1879690
1108,5713,1880690,6212,1880690
1108,5713,1881690,6212,1881690
1108,5713,1882500,6212,1882500
1108,5713,1883500,6212,1883500
1108,5713,1884500,6212,1884500
1108,5713,1884660,6212,1884660
1109,5715,1885660,6212,1885660
1109,5715,1886470,6212,1886470
1109,5715,1887470,6212,1887470
1109,5715,1887470,6212,1887470
1109,5715,1888470,6212,1888470
1110,5719,1889470,6212,1889470
1110,5719,1890470,6212,1890470
1110,5719,1891470,6212,1891470
1110,5719,1891470,6212,1891470
1110,5719,1891790,6212,1891790
1110,5719,1892110,6212,1892110
1110,5719,1893110,6212,1893110
1110,5719,1893110,6212,1893110
1110,5719,1893110,6212,1893110
1110,5719,1893330,6212,1893330
1110,5719,1893920,6212,1893920
1110,5719,1894920,6212,1894920
1110,5719,1895920,6212,1895920
1110,5719,1896730,6212,1896730
1110,5719,1897380,6212,1897380
1110,5719,1898030,6212,1898030
1110,5719,1898840,6212,1898840
1110,5719,1898840,6212,1898840
1110,5719,1899840,6212,1899840
1110,5719,1900840,6212,1900840
1110,5719,1901310,6212,1901310
1110,5719,1902120,6212,1902120
1110,5719,1902120,6212,1902120
1110,5719,1902350,6212,1902350
1110,5719,1903350,6212,1903350
1110,5719,1903350,6212,1903350
1110,5719,1904160,6212,1904160
1110,5719,1905160,6212,1905160
1110,5719,1905640,6212,1905640
1110,5719,1906100,6212,1906100
1110,5719,1906910,6212,1906910
1111,5721,1907720,6212,1907720
1111,5721,1908530,6212,1908530
1111,5721,1909530,6212,1909530
1111,5721,1910530,6212,1910530
1111,5721,1911530,6212,1911530
1111,5721,1912530,6212,1912530
1112,5723,1913530,6212,1913530
1113,5725,1914530,6212,1914530
1113,5725,1914690,6212,1914690
1113,5725,1915500,6212,1915500
1113,5725,1916500,6212,1916500
1113,5725,1916960,6212,1916960
1113,5725,1917960,6212,1917960
1113,5725,1918960,6212,1918960
1113,5725,1919960,6212,1919960
1113,5725,1920550,6212,1920550
1113,5725,1921550,6212,1921550
1113,5725,1922360,6212,1922360
1113,5725,1923360,6212,1923360
1113,5725,1923590,6212,1923590
1113,5725,1923590,6212,1923590
1113,5725,1923910,6212,1923910
1113,5725,1924720,6212,1924720
1113,5725,1925720,6212,1925720
1113,5725,1926040,6212,1926040
1113,5725,1926410,6212,1926410
1113,5725,1926730,6212,1926730
1113,5725,1926730,6212,1926730
1113,5725,1926730,6212,1926730
1113,5725,1927200,6212,1927200
1113,5725,1927200,6212,1927200
1113,5725,1928200,6212,1928200
1113,5725,1929200,6212,1929200
1113,5725,1930200,6212,1930200
1113,5725,1930670,6212,1930670
1114,5733,1931670,6212,1931670
1114,5733,1932140,6212,1932140
1114,5733,1933140,6212,1933140
1114,5733,1934140,6212,1934140
1114,5733,1934610,6212,1934610
1114,5733,1935610,6212,1935610
1115,5735,1936610,6212,1936610
1115,5735,1937610,6212,1937610
1115,5735,1938610,6212,1938610
1115,5735,1938610,6212,1938610
1116,5743,1938610,6212,1938610
1116,5743,1939610,6212,1939610
1116,5743,1940260,6212,1940260
1117,5745,1941260,6212,1941260
1117,5745,1942260,6212,1942260
1118,5753,1943260,6212,1943260
1118,5753,1943260,6212,1943260
1118,5753,1943260,6212,1943260
1118,5753,1943260,6212,1943260
1118,5753,1944070,6212,1944070
1118,5753,1944530,6212,1944530
1118,5753,1945340,6212,1945340
1118,5753,1946340,6212,1946340
1118,5753,1947340,6212,1947340
1118,5753,1947930,6212,1947930
1118,5753,1948400,6212,1948400
1118,5753,1948400,6212,1948400
1118,5753,1948860,6212,1948860
1118,5753,1949670,6212,1949670
1119,5755,1950670,6212,1950670
1119,5755,1951140,6212,1951140
1119,5755,1951950,6212,1951950
1119,5755,1952950,6212,1952950
1119,5755,1953950,6212,1953950
1120,5757,1954950,6212,1954950
1120,5757,1955420,6212,1955420
1120,5757,1956420,6212,1956420
1120,5757,1957420,6212,1957420
1120,5757,1958070,6212,1958070
1120,5757,1959070,6212,1959070
1120,5757,1960070,6212,1960070
1120,5757,1960530,6212,1960530
1120,5757,1961530,6212,1961530
1120,5757,1962000,6212,1962000
1120,5757,1962230,6212,1962230
1120,5757,1962880,6212,1962880
1120,5757,1963880,6212,1963880
1120,5757,1964880,6212,1964880
1120,5757,1965530,6212,1965530
1120,5757,1966340,6212,1966340
1120,5757,1967340,6212,1967340
1121,5765,1975340,6212,1975340
1121,5765,1976150,6212,1976150
1121,5765,1976800,6212,1976800
1121,5765,1977800,6212,1977800
1121,5765,1978800,6212,1978800
1121,5765,1979610,6212,1979610
1122,5766,1979840,6212,1979840
1122,5766,1980840,6212,1980840
1122,5766,1981650,6212,1981650
1123,5774,1989650,6212,1989650
1124,5782,1990650,6212,1990650
1125,5784,1991460,6212,1991460
1125,5784,1992460,6212,1992460
1125,5784,1992930,6212,1992930
1125,5784,1993740,6212,1993740
1125,5784,1994550,6212,1994550
1125,5784,1995200,6212,1995200
1125,5784,1996200,6212,1996200
1125,5784,1997200,6212,1997200
1125,5784,1998200,6212,1998200
1125,5784,1998430,6212,1998430
1125,5784,1999430,6212,1999430
1125,5784,2000430,6212,2000430
1125,5784,2000890,6212,2000890
1125,5784,2001360,6212,2001360
1125,5784,2002360,6212,2002360
1125,5784,2003360,6212,2003360
1125,5784,2003630,6212,2003630
1125,5784,2003630,6212,2003630
1125,5784,2004630,6212,2004630
1125,5784,2004740,6212,2004740
1125,5784,2004740,6212,2004740
1125,5784,2005740,6212,2005740
1125,5784,2006740,6212,2006740
1126,5792,2007740,6212,2007740
1127,5800,2008210,6212,2008210
1127,5800,2009210,6212,2009210
1127,5800,2010020,6212,2010020
1127,5800,2011020,6212,2011020
1127,5800,2011830,6212,2011830
1127,5800,2012640,6212,2012640
1127,5800,2013640,6212,2013640
1127,5800,2014640,6212,2014640
1127,5800,2014960,6212,2014960
1127,5800,2014960,6212,2014960
1127,5800,2015960,6212,2015960
1127,5800,2016430,6212,2016430
1128,5802,2017430,6212,2017430
1128,5802,2018430,6212,2018430
1129,5810,2019240,6212,2019240
1129,5810,2019240,6212,2019240
1129,5810,2020240,6212,2020240
1129,5810,2021240,6212,2021240
1129,5810,2021240,6212,2021240
1129,5810,2022240,6212,2022240
1129,5810,2023240,6212,2023240
1129,5810,2024240,6212,2024240
1129,5810,2024240,6212,2024240
1129,5810,2025050,6212,2025050
1129,5810,2026050,6212,2026050
1129,5810,2027050,6212,2027050
1129,5810,2028050,6212,2028050
1129,5810,2029050,6212,2029050
1129,5810,2029700,6212,2029700
1129,5810,2030700,6212,2030700
1129,5810,2031700,6212,2031700
1129,5810,2032700,6212,2032700
1129,5810,2033700,6212,2033700
1129,5810,2033700,6212,2033700
1129,5810,2034510,6212,2034510
1129,5810,2035100,6212,2035100
1130,5818,2036100,6212,2036100
1130,5818,2037100,6212,2037100
1130,5818,2038100,6212,2038100
1130,5818,2038650,6212,2038650
1130,5818,2039650,6212,2039650
1130,5818,2040650,6212,2040650
1130,5818,2041650,6212,2041650
1131,5820,2041650,6212,2041650
1131,5820,2042460,6212,2042460
1131,5820,2043270,6212,2043270
1131,5820,2043740,6212,2043740
1131,5820,2044740,6212,2044740
1131,5820,2045740,6212,2045740
1131,5820,2046210,6212,2046210
1131,5820,2046670,6212,2046670
1131,5820,2047480,6212,2047480
1131,5820,2047950,6212,2047950
1131,5820,2048420,6212,2048420
1131,5820,2049420,6212,2049420
1131,5820,2049890,6212,2049890
1131,5820,2050890,6212,2050890
1131,5820,2051360,6212,2051360
1131,5820,2051360,6212,2051360
1132,5828,2052360,6212,2052360
1132,5828,2052360,6212,2052360
1132,5828,2053360,6212,2053360
1133,5830,2054360,6212,2054360
1133,5830,2055170,6212,2055170
1133,5830,2056170,6212,2056170
1134,5832,2056650,6212,2056650
1134,5832,2057120,6212,2057120
1134,5832,2057120,6212,2057120
1134,5832,2058120,6212,2058120
1134,5832,2058120,6212,2058120
1134,5832,2062120,6212,2062120
1134,5832,2062120,6212,2062120
1134,5832,2062580,6212,2062580
1135,5840,2063580,6212,2063580
1135,5840,2064580,6212,2064580
1135,5840,2065050,6212,2065050
1136,5848,2065700,6212,2065700
1136,5848,2066700,6212,2066700
1136,5848,2067700,6212,2067700
1136,5848,2068170,6212,2068170
1136,5848,2068980,6212,2068980
1137,5850,2068980,6212,2068980
1138,5852,2069790,6212,2069790
1138,5852,2069790,6212,2069790
1138,5852,2070260,6212,2070260
1138,5852,2071070,6212,2071070
1138,5852,2072070,6212,2072070
1139,5860,2072880,6212,2072880
1139,5860,2073350,6212,2073350
1139,5860,2073820,6212,2073820
1140,5862,2074820,6212,2074820
1140,5862,2075820,6212,2075820
1140,5862,2076820,6212,2076820
1140,5862,2077290,6212,2077290
1140,5862,2077290,6212,2077290
1140,5862,2077610,6212,2077610
1140,5862,2078080,6212,2078080
1140,5862,2078550,6212,2078550
1140,5862,2079360,6212,2079360
1140,5862,2079820,6212,2079820
1140,5862,2080630,6212,2080630
1140,5862,2081180,6212,2081180
1140,5862,2082180,6212,2082180
1140,5862,2083180,6212,2083180
1140,5862,2084180,6212,2084180
1141,5870,2085180,6212,2085180
1141,5870,2085990,6212,2085990
1141,5870,2085990,6212,2085990
1141,5870,2086100,6212,2086100
1141,5870,2086570,6212,2086570
1141,5870,2087570,6212,2087570
1142,5872,2088570,6212,2088570
1142,5872,2089220,6212,2089220
1142,5872,2090220,6212,2090220
1142,5872,2090220,6212,2090220
1142,5872,2090220,6212,2090220
1142,5872,2090330,6212,2090330
1142,5872,2091140,6212,2091140
1142,5872,2091360,6212,2091360
1142,5872,2092360,6212,2092360
1142,5872,2092360,6212,2092360
1142,5872,2092830,6212,2092830
1142,5872,2093300,6212,2093300
1142,5872,2094300,6212,2094300
1142,5872,2095300,6212,2095300
1142,5872,2096300,6212,2096300
1142,5872,2097300,6212,2097300
1142,5872,2098300,6212,2098300
1142,5872,2099110,6212,2099110
1142,5872,2100110,6212,2100110
1142,5872,2101110,6212,2101110
1143,5874,2101270,6212,2101270
1143,5874,2101740,6212,2101740
1143,5874,2102740,6212,2102740
1143,5874,2102740,6212,2102740
1143,5874,2103740,6212,2103740
1143,5874,2104390,6212,2104390
1143,5874,2105200,6212,2105200
1143,5874,2106200,6212,2106200
1143,5874,2107200,6212,2107200
1143,5874,2108200,6212,2108200
1143,5874,2109200,6212,2109200
1143,5874,2110200,6212,2110200
1143,5874,2111010,6212,2111010
1143,5874,2111480,6212,2111480
1143,5874,2112130,6212,2112130
1143,5874,2112680,6212,2112680
1143,5874,2112910,6212,2112910
1143,5874,2113910,6212,2113910
1143,5874,2114910,6212,2114910
1144,5882,2122910,6212,2122910
1144,5882,2123720,6212,2123720
1144,5882,2124720,6212,2124720
1144,5882,2125720,6212,2125720
1144,5882,2125720,6212,2125720
1144,5882,2126720,6212,2126720
1144,5882,2127720,6212,2127720
1144,5882,2128720,6212,2128720
1144,5882,2129190,6212,2129190
1144,5882,2130190,6212,2130190
1144,5882,2130510,6212,2130510
1144,5882,2131510,6212,2131510
1144,5882,2132510,6212,2132510
1144,5882,2132980,6212,2132980
1144,5882,2133980,6212,2133980
1144,5882,2134980,6212,2134980
1144,5882,2135790,6212,2135790
1144,5882,2136790,6212,2136790
1144,5882,2137790,6212,2137790
1144,5882,2138260,6212,2138260
1144,5882,2138260,6212,2138260
1144,5882,2138850,6212,2138850
1144,5882,2139850,6212,2139850
1144,5882,2140320,6212,2140320
1144,5882,2140320,6212,2140320
1144,5882,2141320,6212,2141320
1144,5882,2141910,6212,2141910
1144,5882,2142560,6212,2142560
1144,5882,2143370,6212,2143370
1144,5882,2143530,6212,2143530
1144,5882,2144180,6212,2144180
1144,5882,2144180,6212,2144180
1144,5882,2144410,6212,2144410
1144,5882,2145410,6212,2145410
1144,5882,2145410,6212,2145410
1144,5882,2146410,6212,2146410
1144,5882,2146880,6212,2146880
1144,5882,2147880,6212,2147880
1144,5882,2148880,6212,2148880
1144,5882,2149350,6212,2149350
1144,5882,2149670,6212,2149670
1144,5882,2149900,6212,2149900
1144,5882,2149900,6212,2149900
1144,5882,2150370,6212,2150370
1144,5882,2150370,6212,2150370
1144,5882,2151370,6212,2151370
1144,5882,2151530,6212,2151530
1145,5890,2152530,6212,2152530
1145,5890,2152690,6212,2152690
1145,5890,2153340,6212,2153340
1145,5890,2154340,6212,2154340
1145,5890,2154340,6212,2154340
1145,5890,2155150,6212,2155150
1145,5890,2156150,6212,2156150
1145,5890,2157150,6212,2157150
1146,5892,2157620,6212,2157620
1146,5892,2158430,6212,2158430
1146,5892,2159430,6212,2159430
1146,5892,2160240,6212,2160240
1146,5892,2161240,6212,2161240
1146,5892,2162240,6212,2162240
1146,5892,2163240,6212,2163240
1146,5892,2164240,6212,2164240
1146,5892,2164560,6212,2164560
1146,5892,2165560,6212,2165560
1146,5892,2166030,6212,2166030
1147,5900,2166840,6212,2166840
1147,5900,2167060,6212,2167060
1147,5900,2168060,6212,2168060
1147,5900,2168060,6212,2168060
1147,5900,2169060,6212,2169060
1147,5900,2169290,6212,2169290
1147,5900,2169290,6212,2169290
1147,5900,2170290,6212,2170290
1147,5900,2170760,6212,2170760
1147,5900,2170760,6212,2170760
1147,5900,2171570,6212,2171570
1147,5900,2172570,6212,2172570
1147,5900,2173220,6212,2173220
1147,5900,2173270,6212,2173270
1147,5900,2174270,6212,2174270
1147,5900,2175080,6212,2175080
1147,5900,2175550,6212,2175550
1147,5900,2176200,6212,2176200
1147,5900,2176200,6212,2176200
1147,5900,2177200,6212,2177200
1147,5900,2177200,6212,2177200
1147,5900,2178200,6212,2178200
1147,5900,2179200,6212,2179200
1147,5900,2179670,6212,2179670
1147,5900,2180670,6212,2180670
1147,5900,2181480,6212,2181480
1147,5900,2182480,6212,2182480
1147,5900,2183290,6212,2183290
1147,5900,2184290,6212,2184290
1147,5900,2185290,6212,2185290
1147,5900,2185760,6212,2185760
1147,5900,2186080,6212,2186080
1147,5900,2187080,6212,2187080
1147,5900,2187890,6212,2187890
1147,5900,2188890,6212,2188890
1147,5900,2189890,6212,2189890
1147,5900,2190890,6212,2190890
1147,5900,2190890,6212,2190890
1147,5900,2191360,6212,2191360
1147,5900,2192360,6212,2192360
1147,5900,2193360,6212,2193360
1147,5900,2193830,6212,2193830
1147,5900,2194050,6212,2194050
1147,5900,2194280,6212,2194280
1147,5900,2195280,6212,2195280
1147,5900,2195870,6212,2195870
1147,5900,2196680,6212,2196680
1147,5900,2197680,6212,2197680
1147,5900,2197910,6212,2197910
1147,5900,2198910,6212,2198910
1147,5900,2199910,6212,2199910
1147,5900,2200910,6212,2200910
1147,5900,2201910,6212,2201910
1147,5900,2202910,6212,2202910
1147,5900,2202910,6212,2202910
1147,5900,2203720,6212,2203720
1147,5900,2204530,6212,2204530
1147,5900,2205530,6212,2205530
1147,5900,2205530,6212,2205530
1147,5900,2206530,6212,2206530
1148,5908,2206530,6212,2206530
1148,5908,2207530,6212,2207530
1148,5908,2207530,6212,2207530
1148,5908,2208180,6212,2208180
1148,5908,2208180,6212,2208180
1148,5908,2209180,6212,2209180
1148,5908,2209990,6212,2209990
1148,5908,2210990,6212,2210990
1148,5908,2211990,6212,2211990
1148,5908,2212210,6212,2212210
