order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
19,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,40,3150,1,810,T4
20,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,35,16000,1,1000,<none>
21,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,31,14200,1,1000,<none>
22,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,28,3150,1,1000,T4
23,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,25,24200,1,1000,<none>
24,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,23,18710,1,1000,T4
25,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,23,8000,1,470,T4
26,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,23,11400,1,1000,T4
27,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,23,4150,1,370,<none>
28,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,20,11910,1,650,T4
29,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,19,3150,1,590,<none>
30,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,18,11910,1,470,T4
31,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,18,4150,1,550,<none>
32,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,17,4000,1,320,T4
33,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,16,11910,1,650,P100
34,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,16,11900,1,1000,<none>
35,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,14,4000,1,1000,T4
36,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,14,12000,1,1000,T4
37,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,14,8000,1,220,<none>
38,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,13,6000,1,460,T4
39,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,12,11300,1,1000,V100M16|V100M32
40,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,12,4150,1,810,<none>
41,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,12,8000,1,320,<none>
42,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,11,11300,1,1000,G2
43,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,10,4000,1,320,P100
44,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,10,11910,1,1000,T4
45,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,10,4000,1,230,T4
46,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,10,16000,1,1000,T4
47,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,10,3150,1,1000,G2
48,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,9,9810,1,1000,T4
49,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,9,15200,1,1000,<none>
50,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,3150,1,590,T4
51,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,11910,1,470,P100
52,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,15700,1,1000,T4
53,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,8000,1,320,T4
54,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,8200,1,1000,<none>
55,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,8000,1,650,<none>
56,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,8,4000,1,220,<none>
57,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,7,8000,1,1000,T4
58,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,7,4150,1,550,T4
59,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,7,14200,1,1000,T4
60,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,7,8000,1,470,P100
61,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,7,11400,1,1000,V100M16|V100M32
62,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,7,16400,1,1000,<none>
63,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,6,11300,1,1000,P100|V100M16|V100M32
64,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,5,6000,1,460,P100
65,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,5,3150,1,1000,V100M16|V100M32
66,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,5,18710,1,1000,G2
67,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,5,88000,8,1000,<none>
68,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,5,14900,1,1000,<none>
69,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,4,15200,1,1000,T4
70,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,4,4150,1,370,T4
71,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,4,64200,8,1000,<none>
72,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,4,8000,1,230,<none>
73,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,4,8000,1,1000,G2
74,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,16000,1,1000,V100M16|V100M32
75,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,24200,1,1000,T4
76,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,17400,2,1000,T4|V100M16|V100M32
77,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,11400,1,1000,P100
78,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,4150,1,810,P100
79,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,12000,1,1000,V100M16|V100M32
80,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,24200,1,1000,G3
81,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,4000,1,480,<none>
82,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,9400,1,1000,<none>
83,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,11400,1,1000,G2
84,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,3,18710,1,1000,V100M16
85,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,4000,1,220,P100
86,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,4150,1,810,T4
87,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11300,1,1000,P100
88,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,4000,1,230,P100
89,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11400,1,1000,P100|T4|V100M16|V100M32
90,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,18710,1,1000,P100|V100M16|V100M32
91,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,120000,8,1000,G2
92,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11300,1,1000,V100M32
93,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,3150,1,1000,P100|V100M16
94,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,4000,1,1000,P100|V100M16|V100M32
95,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,15700,1,1000,V100M16|V100M32
96,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11900,1,1000,T4
97,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,12000,1,1000,G2|P100|T4|V100M16|V100M32
98,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11300,1,1000,V100M16
99,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,8000,1,440,<none>
100,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,4000,1,330,<none>
101,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11400,1,1000,A10|G2|T4|V100M16|V100M32
102,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,15700,1,1000,A10|G2|T4|V100M16|V100M32
103,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,15400,1,1000,<none>
104,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,11400,1,1000,P100|V100M16|V100M32
105,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,6000,2,1000,<none>
106,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,60200,4,1000,<none>
107,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,12000,1,460,<none>
108,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,32200,4,1000,<none>
109,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,32000,4,1000,<none>
110,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,4000,1,350,<none>
111,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,2,12000,1,1000,G2
112,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4150,1,550,P100
113,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4150,1,370,P100
114,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,650,T4
115,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,1000,1,1000,T4
116,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8000,1,1000,V100M16|V100M32
117,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,24200,1,1000,V100M16|V100M32
118,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8000,1,650,P100
119,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,16400,1,1000,P100|V100M16|V100M32
120,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,1000,V100M16|V100M32|V100M32
121,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,15700,1,1000,P100|V100M16|V100M32
122,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,24200,1,1000,P100|V100M16|V100M32
123,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8000,1,650,T4
124,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,3150,1,590,P100
125,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,480,T4
126,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11300,1,1000,P100|T4|V100M16|V100M32
127,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11300,1,1000,P100|V100M16
128,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11910,1,1000,V100M16
129,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,220,T4
130,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,15900,1,1000,T4
131,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8000,1,230,P100
132,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,9810,1,1000,P100|V100M16|V100M32
133,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,14200,1,1000,V100M16|V100M32
134,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11910,1,1000,V100M16|V100M32
135,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,15700,1,1000,V100M16|V100M32|V100M32
136,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,16400,1,1000,G2
137,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,9810,1,1000,P100|T4|V100M16|V100M32
138,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8000,1,470,G2|P100|T4|V100M16|V100M32
139,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,320,G2|P100|T4|V100M16|V100M32
140,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8200,1,1000,T4
141,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4150,1,270,<none>
142,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11910,1,1000,A10|G2|T4|V100M16|V100M32
143,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,18710,1,1000,A10|G2|P100|T4|V100M16|V100M32|V100M32
144,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,7000,1,1000,<none>
145,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,1000,P100|T4|V100M16|V100M32
146,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,12000,1,1000,A10|G2|P100|T4|V100M16|V100M32|V100M32
147,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11400,1,1000,G3
148,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,16000,1,1000,G3
149,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,16200,2,1000,<none>
150,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,11400,1,1000,P100|V100M16
151,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,650,<none>
152,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,6000,1,1000,<none>
153,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,4000,1,1000,G2|P100|T4|V100M16|V100M32
154,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,16000,1,1000,G2
155,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,3150,1,1000,G2|P100|T4|V100M16|V100M32
156,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,9810,1,1000,G2
157,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8000,1,480,<none>
158,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,24200,1,1000,G2
159,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,15700,1,1000,G2
160,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,8200,1,1000,G2
161,openb_pod_list_gpuspec10,03-GpuClustering,1.3,42,1,9810,1,1000,V100M32
0,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,325,3150,1,810,<none>
1,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,246,11300,1,1000,<none>
2,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,196,11400,1,1000,<none>
3,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,139,8000,1,470,<none>
4,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,124,3150,1,1000,<none>
5,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,98,11910,1,470,<none>
6,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,82,12000,1,1000,<none>
7,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,80,18710,1,1000,<none>
8,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,73,4000,1,320,<none>
9,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,66,11910,1,650,<none>
10,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,53,16000,1,1000,<none>
11,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,51,8000,1,1000,<none>
12,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,49,15700,1,1000,<none>
13,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,48,4000,1,1000,<none>
14,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,47,3150,1,810,T4
15,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,46,11300,1,1000,T4
16,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,45,6000,1,460,<none>
17,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,43,9810,1,1000,<none>
18,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,39,3150,1,810,P100
19,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,35,4000,1,230,<none>
20,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,35,11910,1,1000,<none>
21,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,33,3150,1,1000,T4
22,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,27,11400,1,1000,T4
23,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,26,14200,1,1000,<none>
24,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,24,8000,1,470,T4
25,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,21,11910,1,470,T4
26,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,20,11910,1,650,T4
27,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,20,3150,1,590,<none>
28,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,20,4150,1,550,<none>
29,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,20,8000,1,320,<none>
30,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,19,18710,1,1000,T4
31,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,17,24200,1,1000,<none>
32,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,16,11900,1,1000,<none>
33,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,15,4000,1,1000,T4
34,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,15,4000,1,320,T4
35,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,14,4000,1,220,<none>
36,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,13,12000,1,1000,T4
37,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,13,9810,1,1000,T4
38,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,13,11300,1,1000,V100M16|V100M32
39,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,12,15200,1,1000,<none>
40,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,12,64200,8,1000,<none>
41,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,11,14200,1,1000,T4
42,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,11,4150,1,810,<none>
43,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,11,3150,1,1000,G2
44,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,10,11910,1,470,P100
45,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,10,4000,1,320,P100
46,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,10,4000,1,230,T4
47,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,10,4150,1,370,<none>
48,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,9,15700,1,1000,T4
49,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,9,11910,1,650,P100
50,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,9,11400,1,1000,V100M16|V100M32
51,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,9,8200,1,1000,<none>
52,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,8,4150,1,550,T4
53,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,8,11910,1,1000,T4
54,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,8,8000,1,470,P100
55,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,8,16000,1,1000,T4
56,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,8,3150,1,590,T4
57,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,7,4150,1,810,T4
58,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,7,18710,1,1000,G2
59,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,7,11300,1,1000,G2
60,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,6,6000,1,460,T4
61,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,6,16400,1,1000,<none>
62,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,5,8000,1,1000,T4
63,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,5,3150,1,1000,V100M16|V100M32
64,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,5,8000,1,650,<none>
65,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,4000,1,220,P100
66,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,24200,1,1000,T4
67,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,6000,1,460,P100
68,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,8000,1,320,T4
69,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,11300,1,1000,P100|V100M16|V100M32
70,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,11300,1,1000,P100|V100M16
71,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,4000,1,1000,P100|V100M16|V100M32
72,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,11400,1,1000,G2
73,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,12000,1,1000,G2
74,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,4000,1,480,<none>
75,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,120200,8,1000,<none>
76,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,4,6000,1,1000,<none>
77,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,8000,1,230,P100
78,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,8200,1,1000,T4
79,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,15200,1,1000,T4
80,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,4150,1,550,P100
81,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,9810,1,1000,V100M16|V100M32
82,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,24200,1,1000,G3
83,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,11400,1,1000,G3
84,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,8000,1,220,<none>
85,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,7000,1,1000,<none>
86,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,8000,1,1000,G2
87,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,8000,1,230,<none>
88,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,4000,1,330,<none>
89,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,15700,1,1000,G2
90,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,12000,1,460,<none>
91,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,88000,8,1000,<none>
92,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,3,18710,1,1000,P100|V100M16|V100M32
93,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,3150,1,590,P100
94,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4150,1,370,T4
95,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,8000,1,1000,V100M16|V100M32
96,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,7000,1,1000,V100M16|V100M32
97,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,120000,8,1000,G2
98,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,8000,1,650,T4
99,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4000,1,230,P100
100,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,11300,1,1000,P100|T4|V100M16|V100M32
101,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4000,1,220,T4
102,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4000,1,1000,V100M16|V100M32|V100M32
103,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,9810,1,1000,P100|V100M16|V100M32
104,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,15700,1,1000,V100M16|V100M32
105,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,14200,1,1000,V100M32
106,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4000,1,480,T4
107,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,12000,1,1000,V100M16|V100M32
108,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,3150,1,1000,A10|G2|T4|V100M16|V100M32
109,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,9810,1,1000,V100M32
110,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4150,1,270,<none>
111,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,8000,1,440,<none>
112,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,8200,1,1000,G2
113,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4000,1,350,<none>
114,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,60200,4,1000,<none>
115,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,2,4000,1,1000,G2|P100|T4|V100M16|V100M32
116,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,6000,1,320,T4
117,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,1000,1,1000,T4
118,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,4150,1,370,P100
119,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11900,1,1000,T4
120,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11400,1,1000,P100
121,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,8000,1,650,P100
122,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,16000,1,1000,V100M16|V100M32|V100M32
123,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,24200,1,1000,P100|V100M16|V100M32
124,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11300,1,1000,P100
125,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11400,1,1000,P100|V100M16
126,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,12000,1,1000,P100|V100M16|V100M32
127,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,3150,1,1000,V100M16
128,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11910,1,1000,V100M16
129,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11400,1,1000,A10|T4
130,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,4000,1,1000,P100|T4|V100M16|V100M32
131,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,18710,1,1000,V100M16
132,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,4150,1,810,P100
133,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11300,1,1000,V100M32
134,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,4000,1,650,T4
135,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,15900,1,1000,T4
136,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,16000,1,1000,P100|V100M16|V100M32
137,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,8000,1,1000,V100M32
138,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,64000,8,1000,<none>
139,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,30200,2,1000,<none>
140,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,16000,1,1000,G3
141,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11300,1,1000,G3
142,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,16000,1,1000,G2|P100|T4|V100M16|V100M32
143,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,15400,1,1000,<none>
144,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,16200,2,1000,<none>
145,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,11910,1,1000,V100M16|V100M32
146,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,8000,1,480,<none>
147,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,14200,1,1000,A10|G2|T4|V100M16|V100M32
148,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,3150,1,810,G2|P100|T4|V100M16|V100M32
149,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,14000,1,1000,<none>
150,openb_pod_list_gpuspec10,03-GpuClustering,1.3,43,1,8000,1,460,<none>
