ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_ratio
895928.86,15.47,1.87,155098.3,2.68
895705.96,15.47,1.87,154845.35,2.67
895569.98,15.47,1.87,154835.45,2.67
895434.0,15.47,1.87,154766.04,2.67
895730.03,15.48,1.88,154876.22,2.68
895594.05,15.48,1.88,155117.72,2.68
895458.07,15.48,1.88,155038.41,2.68
895322.09,15.48,1.88,155038.41,2.68
895186.12,15.48,1.88,155028.51,2.68
895050.14,15.48,1.88,154959.1,2.68
895102.84,15.48,1.88,155070.18,2.68
895102.84,15.48,1.88,155070.18,2.68
894730.84,15.48,1.88,154699.18,2.68
894410.84,15.47,1.87,154379.18,2.67
894715.01,15.48,1.88,154684.55,2.68
894715.01,15.48,1.88,154684.55,2.68
894767.72,15.48,1.88,154795.63,2.68
894631.74,15.48,1.88,154768.08,2.68
894495.76,15.48,1.88,154774.31,2.68
894125.61,15.48,1.88,154531.69,2.67
894510.27,15.48,1.89,154979.41,2.68
894374.3,15.48,1.89,154985.64,2.68
894374.3,15.48,1.89,154985.64,2.68
894062.2,15.48,1.88,154632.37,2.68
893926.22,15.48,1.88,154546.83,2.68
894222.24,15.49,1.89,154657.01,2.68
894086.26,15.49,1.89,154899.04,2.68
893950.29,15.49,1.89,154819.73,2.68
893950.29,15.49,1.89,154819.73,2.68
894140.74,15.49,1.89,155139.5,2.69
894140.74,15.49,1.89,155139.5,2.69
894004.76,15.49,1.9,155116.81,2.69
893868.78,15.49,1.9,155060.19,2.69
893732.81,15.49,1.9,155066.41,2.69
893360.81,15.49,1.89,154694.89,2.68
893413.51,15.49,1.89,154772.2,2.68
893277.53,15.49,1.89,154778.43,2.68
893141.55,15.49,1.89,154692.89,2.68
893194.26,15.5,1.9,154803.97,2.69
893490.28,15.5,1.9,155102.54,2.69
893354.3,15.5,1.9,155023.23,2.69
893218.32,15.5,1.9,155023.23,2.69
893082.34,15.5,1.9,154943.92,2.69
893378.37,15.51,1.91,155374.91,2.7
893242.39,15.51,1.91,155381.14,2.7
892870.39,15.5,1.91,155010.15,2.69
892734.41,15.5,1.91,154924.61,2.69
892577.06,15.5,1.9,154767.25,2.69
892441.08,15.5,1.9,154773.48,2.69
892305.1,15.5,1.91,154687.94,2.69
892357.8,15.51,1.91,154799.02,2.69
891813.89,15.51,1.91,154799.02,2.69
892095.0,15.51,1.92,155208.7,2.7
891753.0,15.51,1.91,154992.35,2.7
891753.0,15.51,1.91,154992.35,2.7
891805.71,15.51,1.91,155103.43,2.7
891509.28,15.51,1.91,154813.66,2.69
891373.3,15.51,1.91,154808.26,2.69
891237.32,15.51,1.91,154728.94,2.69
891533.34,15.51,1.92,155159.94,2.7
891397.37,15.52,1.92,155080.63,2.7
891450.07,15.52,1.92,155265.62,2.7
891314.09,15.52,1.92,155255.72,2.7
891205.55,15.52,1.92,155175.73,2.7
891069.57,15.52,1.92,155106.32,2.7
890933.6,15.52,1.92,155027.01,2.7
890797.62,15.52,1.92,155027.01,2.7
890850.32,15.52,1.92,155138.09,2.7
890714.34,15.52,1.92,155132.87,2.7
890714.34,15.52,1.92,155132.87,2.7
890904.79,15.53,1.93,155200.5,2.7
890768.82,15.53,1.93,155373.44,2.71
890628.36,15.52,1.93,155193.19,2.71
890492.38,15.53,1.93,155183.29,2.71
890356.4,15.53,1.93,155113.88,2.7
890220.43,15.53,1.93,155120.1,2.71
890516.45,15.53,1.93,155394.5,2.71
890380.47,15.53,1.93,155400.72,2.71
890433.17,15.54,1.94,155478.03,2.71
890297.19,15.54,1.94,155484.26,2.71
889925.2,15.53,1.93,155184.33,2.71
889789.22,15.53,1.93,155098.79,2.71
889739.22,15.53,1.93,155048.79,2.71
889603.24,15.53,1.93,155038.89,2.71
889655.94,15.53,1.94,155154.46,2.71
889960.11,15.54,1.94,155141.99,2.71
889824.14,15.54,1.94,155515.45,2.72
889876.84,15.54,1.95,155626.53,2.72
889876.84,15.54,1.95,155626.53,2.72
889740.86,15.54,1.95,155598.98,2.72
889604.88,15.54,1.95,155637.47,2.72
889468.91,15.54,1.95,155519.67,2.72
889332.93,15.55,1.95,155525.9,2.72
889385.63,15.55,1.95,155603.2,2.72
889385.63,15.55,1.95,155603.2,2.72
889249.65,15.55,1.95,155523.89,2.72
889113.68,15.55,1.95,155523.89,2.72
889304.13,15.55,1.96,155591.52,2.72
889032.8,15.55,1.95,155316.74,2.72
889085.5,15.55,1.96,155600.01,2.72
888949.52,15.55,1.96,155577.32,2.72
888612.43,15.55,1.95,155208.65,2.72
888316.0,15.54,1.95,154918.78,2.71
888164.46,15.54,1.94,154808.03,2.71
887958.04,15.54,1.94,154680.69,2.71
887822.06,15.54,1.94,154624.07,2.71
887874.76,15.54,1.95,154735.15,2.71
887874.76,15.54,1.95,154735.15,2.71
888328.33,15.55,1.95,155149.24,2.72
888192.35,15.55,1.95,155126.55,2.72
888056.37,15.55,1.95,155069.93,2.72
887920.4,15.55,1.95,155047.24,2.72
887784.42,15.55,1.96,154990.61,2.72
887648.44,15.55,1.96,154911.3,2.71
887648.44,15.55,1.96,154911.3,2.71
887648.44,15.55,1.96,154911.3,2.71
887512.46,15.55,1.96,154911.3,2.71
887042.92,15.55,1.95,154609.69,2.71
887338.94,15.55,1.96,154719.87,2.71
887391.64,15.56,1.96,155019.34,2.72
887255.66,15.56,1.96,155025.57,2.72
887119.69,15.56,1.96,154940.03,2.72
887172.39,15.56,1.96,155051.11,2.72
887225.09,15.56,1.97,155186.4,2.72
887089.11,15.56,1.97,155107.09,2.72
887089.11,15.56,1.97,155107.09,2.72
887141.81,15.57,1.97,155292.08,2.73
887005.84,15.57,1.97,155212.77,2.72
886633.84,15.56,1.96,154967.21,2.72
886497.86,15.56,1.96,154967.21,2.72
886951.43,15.57,1.97,155023.96,2.72
886653.42,15.57,1.97,154887.9,2.72
886517.45,15.57,1.97,155173.84,2.72
886381.47,15.57,1.97,155163.94,2.73
886766.13,15.58,1.98,155522.7,2.73
886630.15,15.58,1.98,155528.93,2.73
886494.17,15.58,1.98,155443.39,2.73
886546.88,15.58,1.98,155554.47,2.73
886234.78,15.58,1.98,155330.76,2.73
886098.8,15.58,1.98,155325.35,2.73
886151.5,15.58,1.98,155246.04,2.73
886015.52,15.58,1.98,155431.03,2.73
885879.55,15.58,1.98,155421.13,2.73
885743.57,15.58,1.98,155351.72,2.73
885743.57,15.58,1.98,155351.72,2.73
885796.27,15.58,1.99,155462.8,2.73
886092.29,15.59,1.99,155761.37,2.74
885720.29,15.58,1.99,155515.81,2.74
885584.32,15.58,1.99,155522.04,2.74
885637.02,15.59,1.99,155599.34,2.74
885689.72,15.59,1.99,155710.42,2.74
885553.74,15.59,1.99,155705.02,2.74
885417.76,15.59,1.99,155625.71,2.74
885470.47,15.59,2.0,155810.69,2.74
885855.13,15.6,2.0,155912.36,2.75
885855.13,15.6,2.0,155912.36,2.75
885907.83,15.61,2.01,156279.19,2.75
885771.85,15.61,2.01,156269.3,2.75
885281.21,15.6,2.0,155935.68,2.75
885145.24,15.6,2.0,155866.27,2.75
885145.24,15.6,2.0,155866.27,2.75
885145.24,15.6,2.0,155866.27,2.75
885009.26,15.6,2.0,155786.96,2.75
885061.96,15.6,2.01,155971.94,2.75
884925.98,15.6,2.01,155978.17,2.75
885222.0,15.61,2.01,156252.56,2.76
885086.03,15.61,2.01,156242.66,2.76
884950.05,15.61,2.01,156173.25,2.75
885194.08,15.62,2.02,156093.94,2.75
885058.11,15.62,2.02,156470.01,2.76
884686.11,15.61,2.01,156170.08,2.76
884550.13,15.61,2.01,156090.77,2.75
884414.15,15.61,2.01,156090.77,2.76
884604.61,15.62,2.02,156158.4,2.76
884468.63,15.62,2.02,156290.29,2.76
884521.33,15.62,2.02,156401.37,2.76
884574.03,15.62,2.03,156536.67,2.76
884438.05,15.62,2.03,156457.36,2.76
884302.08,15.62,2.03,156457.36,2.76
884166.1,15.63,2.03,156463.59,2.77
884030.12,15.63,2.03,156378.05,2.76
884030.12,15.63,2.03,156378.05,2.76
883894.14,15.63,2.03,156298.74,2.76
883758.17,15.63,2.03,156298.74,2.76
883810.87,15.63,2.03,156409.82,2.77
884001.32,15.63,2.04,156649.63,2.77
884054.02,15.64,2.04,156760.71,2.77
884106.72,15.64,2.04,156896.01,2.78
883970.75,15.64,2.04,156886.11,2.78
883834.77,15.64,2.04,156816.7,2.78
883698.79,15.64,2.04,156737.39,2.77
883751.49,15.65,2.05,156922.37,2.78
883751.49,15.65,2.05,156922.37,2.78
883615.52,15.65,2.05,156899.68,2.78
883479.54,15.65,2.05,156843.06,2.78
883479.54,15.65,2.05,156843.06,2.78
883343.56,15.65,2.05,156763.75,2.78
883343.56,15.65,2.05,156763.75,2.78
883639.58,15.65,2.06,157123.68,2.78
883503.61,15.65,2.06,157044.37,2.78
883503.61,15.65,2.06,157044.37,2.78
883503.61,15.65,2.06,157044.37,2.78
883503.61,15.65,2.06,157044.37,2.78
883367.63,15.65,2.06,157044.37,2.78
883231.65,15.65,2.06,157050.6,2.78
883422.1,15.66,2.06,157243.9,2.79
883422.1,15.66,2.06,157243.9,2.79
883474.8,15.66,2.06,157354.98,2.79
883527.51,15.67,2.07,157490.27,2.79
883391.53,15.67,2.07,157480.38,2.79
883255.55,15.67,2.07,157410.96,2.79
882959.12,15.66,2.06,157162.13,2.79
882823.14,15.66,2.06,157139.44,2.79
882823.14,15.66,2.06,157139.44,2.79
882616.72,15.66,2.06,156980.6,2.79
882480.74,15.66,2.06,156923.98,2.78
882344.76,15.66,2.06,156914.08,2.78
882208.78,15.66,2.06,156844.67,2.78
881836.78,15.65,2.06,156544.74,2.78
881700.81,15.66,2.06,156534.84,2.78
881564.83,15.66,2.06,156465.43,2.78
881343.29,15.65,2.05,156249.49,2.77
881207.31,15.65,2.05,156170.17,2.77
881397.76,15.66,2.06,156489.95,2.78
881261.79,15.66,2.06,156410.63,2.78
881261.79,15.66,2.06,156410.63,2.78
881314.49,15.66,2.06,156595.62,2.78
881178.51,15.66,2.06,156601.85,2.78
881042.53,15.66,2.06,156516.31,2.78
880906.56,15.66,2.06,156437.0,2.78
880770.58,15.66,2.07,156437.0,2.78
880823.28,15.67,2.07,156357.69,2.78
880687.3,15.67,2.07,156542.68,2.78
879599.48,15.67,2.07,156542.68,2.79
879463.51,15.67,2.07,156532.78,2.79
879327.53,15.67,2.07,156463.36,2.79
879191.55,15.67,2.07,156385.4,2.79
879191.55,15.67,2.07,156385.4,2.79
879055.58,15.67,2.07,156384.05,2.79
878919.6,15.67,2.07,156374.16,2.79
878783.62,15.67,2.07,156304.74,2.79
878647.64,15.67,2.07,156294.85,2.79
878700.35,15.68,2.08,156388.28,2.79
878564.37,15.68,2.08,156378.38,2.79
878428.39,15.68,2.08,156308.97,2.79
878428.39,15.68,2.08,156308.97,2.79
878292.41,15.68,2.08,156299.07,2.79
878156.44,15.68,2.08,156229.65,2.79
878209.14,15.68,2.08,156340.74,2.79
878513.31,15.69,2.09,156646.1,2.8
878377.33,15.69,2.09,156566.79,2.8
878241.35,15.69,2.09,156566.79,2.8
878241.35,15.69,2.09,156566.79,2.8
877871.21,15.68,2.08,156324.17,2.79
877923.91,15.69,2.09,156435.25,2.79
877976.61,15.69,2.09,156570.55,2.8
877976.61,15.69,2.09,156570.55,2.8
878272.63,15.7,2.1,156680.73,2.8
878325.33,15.7,2.1,156980.2,2.81
878325.33,15.7,2.1,156980.2,2.81
878515.78,15.7,2.11,157047.83,2.81
878568.48,15.71,2.11,157331.1,2.81
878362.06,15.7,2.11,157131.33,2.81
878362.06,15.7,2.11,157131.33,2.81
878155.63,15.7,2.1,157003.98,2.81
878019.65,15.7,2.1,156981.29,2.81
878019.65,15.7,2.1,156981.29,2.81
877883.67,15.7,2.1,156924.67,2.81
877883.67,15.7,2.1,156924.67,2.81
877511.67,15.7,2.1,156679.11,2.8
877375.7,15.7,2.1,156669.21,2.8
877239.72,15.7,2.1,156599.8,2.8
877543.89,15.7,2.11,156587.33,2.8
877407.91,15.7,2.11,156960.99,2.81
877271.94,15.7,2.11,156967.22,2.81
877324.64,15.71,2.11,157044.53,2.81
877188.66,15.71,2.11,157034.63,2.81
877188.66,15.71,2.11,157034.63,2.81
877188.66,15.71,2.11,157034.63,2.81
877379.11,15.71,2.12,157284.99,2.82
877243.13,15.71,2.12,157205.68,2.82
877025.88,15.71,2.11,157018.34,2.81
877078.58,15.71,2.12,157203.32,2.82
877078.58,15.71,2.12,157203.32,2.82
876942.61,15.71,2.12,157180.64,2.82
876806.63,15.71,2.12,157124.01,2.82
876648.09,15.71,2.11,156969.56,2.81
876648.09,15.71,2.11,156969.56,2.81
876648.09,15.71,2.11,156969.56,2.81
876512.11,15.71,2.11,156975.78,2.81
876141.96,15.71,2.11,156605.28,2.81
876005.99,15.71,2.11,156519.74,2.81
875870.01,15.71,2.11,156525.97,2.81
875734.03,15.71,2.11,156440.43,2.81
876030.05,15.71,2.12,156550.62,2.81
875894.07,15.72,2.12,156721.05,2.81
875758.1,15.72,2.12,156711.15,2.81
876039.21,15.72,2.12,157056.82,2.82
875903.23,15.72,2.12,156977.51,2.82
875767.25,15.72,2.13,156977.51,2.82
875767.25,15.72,2.13,156977.51,2.82
875631.27,15.72,2.13,156983.74,2.82
875495.3,15.72,2.13,156898.2,2.82
875123.3,15.72,2.12,156598.27,2.81
874987.32,15.72,2.12,156588.37,2.81
874851.34,15.72,2.12,156518.96,2.81
874715.37,15.72,2.12,156496.27,2.81
874715.37,15.72,2.12,156496.27,2.81
874768.07,15.72,2.12,156602.49,2.81
874632.09,15.72,2.13,156523.18,2.81
874632.09,15.72,2.13,156523.18,2.81
874632.09,15.72,2.13,156523.18,2.81
874496.11,15.72,2.13,156523.18,2.81
874800.29,15.73,2.13,156510.71,2.81
874440.14,15.72,2.13,156626.04,2.82
873352.32,15.73,2.13,156625.73,2.82
873216.34,15.73,2.13,156523.56,2.82
873269.04,15.73,2.13,156634.64,2.82
873321.74,15.73,2.14,156769.93,2.82
873185.77,15.74,2.14,156690.62,2.82
872979.34,15.73,2.13,156490.85,2.82
872843.36,15.73,2.13,156490.85,2.82
872707.38,15.73,2.14,156480.96,2.82
872897.83,15.74,2.14,156731.31,2.83
872761.86,15.74,2.14,156721.42,2.83
872625.88,15.74,2.14,156652.0,2.83
872625.88,15.74,2.14,156652.0,2.83
872489.9,15.74,2.14,156690.49,2.83
872353.92,15.74,2.14,156572.69,2.83
872353.92,15.74,2.14,156572.69,2.83
872406.63,15.74,2.15,156683.77,2.83
872270.65,15.74,2.15,156656.22,2.83
872461.1,15.75,2.15,156723.86,2.83
872757.12,15.76,2.16,157174.53,2.84
872598.3,15.75,2.16,157019.02,2.83
872462.33,15.75,2.16,157009.12,2.83
872743.44,15.76,2.16,157354.79,2.84
872447.01,15.76,2.16,157065.02,2.84
872311.03,15.76,2.16,157071.25,2.84
872311.03,15.76,2.16,157071.25,2.84
872175.05,15.76,2.16,156985.71,2.84
871803.05,15.75,2.15,156767.2,2.83
871667.08,15.75,2.15,156687.89,2.83
871719.78,15.75,2.16,156872.88,2.84
871583.8,15.76,2.16,156793.56,2.83
871447.82,15.76,2.16,156793.56,2.83
871311.85,15.76,2.16,156799.79,2.84
871502.3,15.76,2.16,156993.09,2.84
871366.32,15.76,2.16,156983.19,2.84
871419.02,15.76,2.17,157076.62,2.84
871283.05,15.77,2.17,157066.73,2.84
871587.22,15.77,2.17,157437.61,2.85
871451.24,15.77,2.17,157427.71,2.85
871315.26,15.77,2.18,157358.3,2.85
871315.26,15.77,2.18,157358.3,2.85
871179.29,15.77,2.18,157278.99,2.85
871179.29,15.77,2.18,157278.99,2.85
871043.31,15.77,2.18,157278.99,2.85
871096.01,15.78,2.18,157199.68,2.85
870960.03,15.78,2.18,157384.66,2.85
870960.03,15.78,2.18,157384.66,2.85
870589.88,15.77,2.17,157014.37,2.84
870453.91,15.77,2.17,156935.06,2.84
869910.0,15.77,2.18,156935.06,2.85
869774.02,15.77,2.18,156935.06,2.85
869774.02,15.77,2.18,156935.06,2.85
869826.72,15.78,2.18,157046.14,2.85
869826.72,15.78,2.18,157046.14,2.85
869826.72,15.78,2.18,157046.14,2.85
869530.29,15.77,2.18,156757.03,2.84
869530.29,15.77,2.18,156757.03,2.84
869394.31,15.77,2.18,156729.48,2.84
869690.33,15.78,2.18,156839.66,2.85
869554.36,15.78,2.18,157010.1,2.85
869418.38,15.78,2.18,156930.79,2.85
869282.4,15.78,2.18,156930.79,2.85
869282.4,15.78,2.18,156930.79,2.85
869335.1,15.78,2.19,157041.87,2.85
869387.81,15.79,2.19,157177.16,2.85
869251.83,15.79,2.19,157183.39,2.85
869251.83,15.79,2.19,157183.39,2.85
869141.83,15.79,2.19,157073.39,2.85
869005.85,15.79,2.19,156987.85,2.85
869005.85,15.79,2.19,156987.85,2.85
868788.6,15.78,2.19,156800.52,2.85
868652.62,15.78,2.19,156806.74,2.85
868705.32,15.79,2.19,156884.05,2.85
868569.35,15.79,2.19,156874.15,2.85
868433.37,15.79,2.19,156804.74,2.85
868061.37,15.78,2.18,156504.81,2.85
867691.37,15.78,2.18,156134.81,2.84
867555.39,15.78,2.18,156055.5,2.84
867608.09,15.78,2.18,156240.48,2.84
867472.12,15.78,2.18,156217.79,2.84
867336.14,15.78,2.18,156161.17,2.84
867200.16,15.78,2.18,156167.4,2.84
867064.18,15.78,2.18,156081.86,2.84
866928.21,15.78,2.19,156002.55,2.84
866792.23,15.78,2.19,156002.55,2.84
866656.25,15.78,2.19,155992.65,2.84
866520.28,15.78,2.19,155923.24,2.84
866384.3,15.78,2.19,155900.55,2.84
866384.3,15.78,2.19,155900.55,2.84
866680.32,15.79,2.19,156203.86,2.85
866544.34,15.79,2.19,156210.09,2.85
866272.39,15.79,2.19,156130.78,2.85
866136.41,15.79,2.19,156045.24,2.85
866000.43,15.79,2.2,156035.34,2.85
865864.46,15.79,2.2,155965.93,2.84
866054.91,15.8,2.2,156033.56,2.85
865682.91,15.79,2.2,155733.63,2.84
865546.93,15.79,2.2,155865.53,2.84
865599.63,15.8,2.2,155976.61,2.85
865463.66,15.8,2.2,155971.2,2.85
865759.68,15.8,2.21,156081.39,2.85
865950.13,15.81,2.21,156489.51,2.86
865814.15,15.81,2.21,156495.74,2.86
865678.17,15.81,2.21,156410.2,2.86
865542.2,15.81,2.21,156387.51,2.86
865406.22,15.81,2.21,156330.89,2.86
865596.67,15.82,2.22,156398.52,2.86
865460.69,15.82,2.22,156530.42,2.86
865088.7,15.81,2.21,156311.91,2.86
865141.4,15.81,2.22,156422.99,2.86
865005.42,15.82,2.22,156395.44,2.86
865005.42,15.82,2.22,156395.44,2.86
864869.44,15.82,2.22,156385.54,2.86
864869.44,15.82,2.22,156385.54,2.86
864733.47,15.82,2.22,156316.13,2.86
864597.49,15.82,2.22,156236.82,2.86
864597.49,15.82,2.22,156236.82,2.86
864901.66,15.82,2.23,156676.3,2.87
864765.68,15.82,2.23,156596.99,2.87
864629.71,15.82,2.23,156596.99,2.87
864493.73,15.82,2.23,156587.09,2.87
864357.75,15.82,2.23,156517.68,2.87
864548.2,15.83,2.23,156585.31,2.87
864412.23,15.83,2.23,156717.2,2.87
864276.25,15.83,2.23,156707.31,2.87
864140.27,15.83,2.23,156637.89,2.87
864004.29,15.83,2.23,156628.0,2.87
864004.29,15.83,2.23,156628.0,2.87
864056.99,15.84,2.24,156743.57,2.87
864301.03,15.84,2.24,156664.26,2.87
864353.73,15.84,2.25,157225.78,2.88
864217.75,15.85,2.25,157232.01,2.88
864270.46,15.85,2.25,157309.31,2.88
864134.48,15.85,2.25,157315.54,2.89
864324.93,15.85,2.26,157508.84,2.89
864188.95,15.85,2.26,157515.07,2.89
864470.06,15.86,2.26,157844.61,2.9
864660.52,15.87,2.27,157912.24,2.9
864524.54,15.87,2.27,158085.23,2.9
864714.99,15.87,2.27,158152.86,2.9
864579.01,15.87,2.28,158284.75,2.91
864579.01,15.87,2.28,158284.75,2.91
864443.04,15.87,2.28,158290.98,2.91
864443.04,15.87,2.28,158290.98,2.91
864307.06,15.87,2.28,158205.44,2.91
864307.06,15.87,2.28,158205.44,2.91
864100.63,15.87,2.27,158006.33,2.9
864153.33,15.87,2.28,158117.41,2.9
864017.35,15.87,2.28,158089.86,2.9
863881.38,15.88,2.28,158010.55,2.9
863511.23,15.87,2.27,157641.07,2.9
863375.25,15.87,2.27,157641.07,2.9
863239.27,15.87,2.27,157631.17,2.9
863103.29,15.87,2.27,157561.76,2.9
863103.29,15.87,2.27,157561.76,2.9
862944.61,15.87,2.27,157408.36,2.89
862808.64,15.87,2.27,157330.4,2.89
862672.66,15.87,2.27,157329.05,2.89
862725.36,15.87,2.27,157440.13,2.9
862725.36,15.87,2.27,157440.13,2.9
862778.06,15.88,2.28,157575.42,2.9
862778.06,15.88,2.28,157575.42,2.9
862830.76,15.88,2.28,157686.5,2.9
862694.79,15.88,2.28,157658.96,2.9
862558.81,15.88,2.28,157665.18,2.9
862558.81,15.88,2.28,157665.18,2.9
862422.83,15.88,2.28,157579.65,2.9
862286.86,15.88,2.28,157569.75,2.9
862286.86,15.88,2.28,157569.75,2.9
862339.56,15.88,2.29,157663.18,2.9
862203.58,15.88,2.29,157669.41,2.9
862067.6,15.89,2.29,157583.87,2.9
861931.63,15.89,2.29,157590.1,2.9
861635.2,15.88,2.28,157341.26,2.9
861499.22,15.88,2.28,157255.72,2.9
861499.22,15.88,2.28,157255.72,2.9
861363.24,15.88,2.28,157176.41,2.9
861227.26,15.88,2.28,157176.41,2.9
861091.29,15.88,2.28,157097.1,2.9
860794.86,15.88,2.28,156807.17,2.89
860658.88,15.88,2.28,156807.17,2.89
860849.33,15.88,2.29,156874.8,2.89
860902.03,15.89,2.29,157158.07,2.9
860766.06,15.89,2.29,157148.17,2.9
860630.08,15.89,2.29,157078.76,2.9
860494.1,15.89,2.29,157068.86,2.9
860358.12,15.89,2.29,156999.44,2.9
860358.12,15.89,2.29,156999.44,2.9
860222.15,15.89,2.29,156976.76,2.9
860086.17,15.89,2.29,156920.13,2.9
859950.19,15.89,2.29,156840.82,2.9
859814.21,15.89,2.29,156840.82,2.9
859678.24,15.89,2.29,156847.05,2.9
859678.24,15.89,2.29,156847.05,2.9
859678.24,15.89,2.29,156847.05,2.9
859974.26,15.9,2.3,157121.44,2.9
859838.28,15.9,2.3,157042.13,2.9
859702.3,15.9,2.3,157042.13,2.9
859566.33,15.9,2.3,157019.44,2.9
859430.35,15.9,2.3,156962.82,2.9
859294.37,15.9,2.3,156883.51,2.9
859294.37,15.9,2.3,156883.51,2.9
859158.39,15.9,2.3,156883.51,2.9
858861.96,15.9,2.3,156634.67,2.9
858861.96,15.9,2.3,156634.67,2.9
858914.67,15.9,2.3,156745.75,2.9
858778.69,15.9,2.3,156718.21,2.9
858642.71,15.9,2.3,156695.52,2.9
858695.41,15.9,2.31,156801.74,2.9
858695.41,15.9,2.31,156801.74,2.9
858559.44,15.9,2.31,156722.43,2.9
858363.01,15.9,2.3,156573.59,2.9
858227.03,15.9,2.3,156573.59,2.9
857930.6,15.9,2.3,156324.75,2.9
857634.17,15.89,2.29,156075.92,2.89
857498.19,15.89,2.3,156066.02,2.89
857362.22,15.89,2.3,155996.61,2.89
857362.22,15.89,2.3,155996.61,2.89
857226.24,15.89,2.3,155986.71,2.89
857470.27,15.9,2.3,156293.12,2.9
857334.3,15.9,2.3,156299.35,2.9
857334.3,15.9,2.3,156299.35,2.9
857198.32,15.9,2.3,156213.81,2.9
857479.43,15.91,2.31,156134.5,2.9
857343.45,15.91,2.31,156549.58,2.9
857207.47,15.91,2.31,156539.68,2.91
856911.05,15.9,2.31,156290.84,2.9
856963.75,15.91,2.31,156384.27,2.9
857016.45,15.91,2.31,156495.35,2.91
856880.47,15.91,2.31,156467.8,2.91
856744.49,15.91,2.31,156388.49,2.9
856608.52,15.91,2.31,156388.49,2.9
856385.06,15.91,2.31,156208.55,2.9
856113.1,15.91,2.31,156129.24,2.9
855977.13,15.91,2.31,156049.93,2.9
855841.15,15.91,2.31,156049.93,2.9
855705.17,15.91,2.31,156040.03,2.9
855705.17,15.91,2.31,156040.03,2.9
855986.28,15.92,2.32,156385.7,2.91
856176.73,15.92,2.33,156453.33,2.91
856176.73,15.92,2.33,156453.33,2.91
856176.73,15.92,2.33,156453.33,2.91
856040.76,15.92,2.33,156585.22,2.91
856336.78,15.93,2.33,156695.41,2.92
856389.48,15.93,2.34,156994.87,2.92
856253.5,15.93,2.34,157001.1,2.92
856117.52,15.93,2.34,156915.56,2.92
855745.53,15.93,2.33,156670.0,2.92
855609.55,15.93,2.33,156590.69,2.92
855473.57,15.93,2.33,156590.69,2.92
855526.27,15.93,2.34,156701.77,2.92
855390.29,15.93,2.34,156674.23,2.92
855254.32,15.93,2.34,156594.92,2.92
855118.34,15.93,2.34,156594.92,2.92
855308.79,15.94,2.34,156662.55,2.92
855361.49,15.94,2.35,156945.81,2.93
855361.49,15.94,2.35,156945.81,2.93
855361.49,15.94,2.35,156945.81,2.93
855361.49,15.94,2.35,156945.81,2.93
855225.52,15.94,2.35,156866.5,2.92
855278.22,15.95,2.35,157051.49,2.93
855142.24,15.95,2.35,156972.18,2.93
855006.26,15.95,2.35,156972.18,2.93
855058.96,15.95,2.35,157083.26,2.93
855058.96,15.95,2.35,157083.26,2.93
854922.99,15.95,2.35,157055.71,2.93
854787.01,15.95,2.35,156976.4,2.93
855068.12,15.96,2.36,157391.68,2.94
854771.69,15.95,2.36,157142.84,2.93
854635.71,15.96,2.36,157149.07,2.93
854688.41,15.96,2.36,157226.37,2.94
854552.44,15.96,2.36,157147.06,2.93
854416.46,15.96,2.36,157147.06,2.94
854416.46,15.96,2.36,157147.06,2.94
854280.48,15.96,2.36,157153.29,2.94
854230.48,15.96,2.36,157103.29,2.94
854094.51,15.96,2.36,157017.75,2.93
853958.53,15.96,2.36,157023.98,2.93
853822.55,15.96,2.36,156938.44,2.93
853686.57,15.96,2.36,156928.55,2.93
853550.6,15.96,2.36,156859.13,2.93
853414.62,15.96,2.36,156865.36,2.93
853118.19,15.96,2.36,156649.35,2.93
852982.21,15.96,2.36,156563.81,2.93
852846.23,15.96,2.36,156484.5,2.93
853142.26,15.97,2.37,156915.5,2.94
853006.28,15.97,2.37,156836.18,2.94
853196.73,15.97,2.37,157157.9,2.94
853060.75,15.97,2.37,157078.59,2.94
852924.78,15.97,2.37,157078.59,2.94
853205.89,15.98,2.38,156999.28,2.94
853258.59,15.98,2.38,157599.35,2.95
853122.61,15.98,2.39,157589.45,2.95
853122.61,15.98,2.39,157589.45,2.95
852986.63,15.98,2.39,157520.04,2.95
852850.66,15.98,2.39,157440.73,2.95
852714.68,15.98,2.39,157440.73,2.95
852491.22,15.98,2.38,157189.72,2.95
852355.24,15.98,2.38,157110.41,2.95
852018.15,15.98,2.38,156775.33,2.94
852070.86,15.98,2.38,156960.31,2.94
852123.56,15.98,2.39,157071.39,2.95
852176.26,15.99,2.39,157206.69,2.95
852040.28,15.99,2.39,157196.79,2.95
