ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e2fd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e2fd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e2fd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e2fd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e2fd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1388384.84,36.21,10.63,560957.16,14.63
1388442.12,36.22,10.64,560490.23,14.62
1388615.06,36.22,10.65,561570.14,14.65
1388981.14,36.23,10.66,561532.47,14.65
1388725.4,36.24,10.66,562528.1,14.68
1388725.4,36.24,10.66,562528.15,14.68
1388341.81,36.23,10.66,562595.92,14.68
1388341.81,36.23,10.66,562553.61,14.68
1388086.07,36.23,10.66,562553.44,14.68
1388284.88,36.24,10.67,562642.55,14.69
1388284.88,36.24,10.67,562885.88,14.69
1387801.71,36.24,10.66,562075.09,14.68
1387545.97,36.24,10.67,562075.09,14.68
1387290.23,36.24,10.67,562126.5,14.69
1387034.49,36.25,10.67,562140.09,14.69
1386967.61,36.25,10.68,562317.97,14.7
1386711.87,36.26,10.68,562420.64,14.7
1386654.35,36.26,10.69,561997.3,14.7
1386355.33,36.26,10.68,561612.37,14.69
1386099.59,36.26,10.69,561305.67,14.68
1386182.81,36.27,10.69,561220.04,14.68
1386411.14,36.27,10.7,563831.76,14.75
1387737.49,36.32,10.74,564980.3,14.79
1387481.75,36.32,10.75,564977.73,14.79
1387226.01,36.32,10.75,564956.48,14.79
1387620.67,36.34,10.76,565560.27,14.81
1387364.93,36.34,10.77,565348.06,14.81
1388866.52,36.39,10.82,568007.01,14.88
1388866.52,36.39,10.82,568007.01,14.88
1388324.88,36.38,10.81,567597.64,14.87
1388258.0,36.39,10.81,567597.64,14.88
1388105.48,36.39,10.81,567387.97,14.87
1388038.6,36.39,10.82,567941.69,14.89
1388038.6,36.39,10.82,567941.69,14.89
1388202.61,36.4,10.83,568451.38,14.91
1388202.61,36.4,10.83,568434.2,14.91
1388392.07,36.41,10.84,568709.6,14.91
1388392.07,36.41,10.84,568716.37,14.91
1388136.33,36.41,10.84,568718.6,14.92
1388612.03,36.44,10.86,570464.94,14.97
1388185.79,36.43,10.86,569721.04,14.95
1387930.05,36.44,10.86,569721.65,14.96
1387674.32,36.44,10.86,569624.66,14.96
1387418.58,36.44,10.87,569572.97,14.96
1387180.58,36.44,10.86,569186.77,14.95
1386439.0,36.43,10.85,568405.43,14.93
1386183.26,36.43,10.86,568474.56,14.94
1385927.52,36.43,10.86,568268.29,14.94
1385671.78,36.44,10.86,568228.44,14.94
1385671.78,36.44,10.86,568228.44,14.94
1385416.04,36.44,10.87,568229.84,14.95
1385349.16,36.45,10.87,568293.33,14.95
1385093.42,36.45,10.87,568353.15,14.96
1385017.18,36.45,10.88,567252.68,14.93
1384950.3,36.46,10.89,567323.54,14.94
1385213.43,36.47,10.9,567436.96,14.94
1385402.88,36.48,10.91,567858.13,14.95
1385147.14,36.48,10.91,567824.31,14.96
1384813.78,36.48,10.9,567761.82,14.96
1384586.13,36.48,10.91,567728.32,14.96
1384851.13,36.49,10.92,567559.61,14.96
1385040.58,36.5,10.93,567536.22,14.96
1384973.7,36.51,10.94,567889.37,14.97
1384736.68,36.51,10.94,568749.96,15.0
1384480.94,36.52,10.94,571057.37,15.06
1384225.2,36.52,10.94,571316.77,15.07
1384225.2,36.52,10.94,573721.22,15.14
1384158.32,36.52,10.95,573678.91,15.14
1383902.58,36.53,10.95,573881.84,15.15
1383976.45,36.54,10.96,573911.85,15.15
1384477.69,36.55,10.98,574485.95,15.17
1384477.69,36.55,10.98,574527.26,15.17
1384667.14,36.56,10.99,574704.78,15.18
1384741.0,36.57,11.0,575065.21,15.19
1384814.87,36.58,11.01,574997.52,15.19
1384559.13,36.58,11.01,574948.3,15.19
1384559.13,36.58,11.01,574948.3,15.19
1384303.39,36.59,11.01,574486.71,15.18
1384047.65,36.59,11.01,574481.84,15.19
1383706.58,36.59,11.02,574084.81,15.18
1383749.93,36.6,11.03,578366.33,15.3
1384108.03,36.61,11.04,578366.33,15.3
1383852.29,36.61,11.04,578361.45,15.3
1384138.64,36.63,11.05,578858.06,15.32
1384171.29,36.64,11.06,579283.42,15.33
1383915.55,36.64,11.07,579184.82,15.33
1383915.55,36.64,11.07,579214.36,15.33
1384203.39,36.66,11.08,580283.05,15.37
1384203.39,36.66,11.08,580283.05,15.37
1383947.65,36.66,11.09,579501.74,15.35
1384021.51,36.67,11.09,580242.48,15.37
1383765.77,36.67,11.1,580292.73,15.38
1384696.16,36.7,11.13,581830.89,15.42
1385467.89,36.72,11.15,582641.02,15.44
1385467.89,36.72,11.15,582756.8,15.45
1385212.15,36.73,11.15,582946.8,15.46
1385145.27,36.73,11.16,583841.27,15.48
1384889.53,36.74,11.16,583868.58,15.49
1384633.79,36.74,11.17,583868.58,15.49
1384633.79,36.74,11.17,583822.49,15.49
1384633.79,36.74,11.17,583803.43,15.49
1384633.79,36.74,11.17,583803.43,15.49
1384675.57,36.74,11.17,583845.22,15.49
1384675.57,36.74,11.17,583707.36,15.49
1384419.84,36.75,11.17,583887.31,15.5
1384419.84,36.75,11.17,583887.31,15.5
1384345.21,36.75,11.17,583812.68,15.5
1384345.21,36.75,11.17,585757.39,15.55
1384345.21,36.75,11.17,585863.36,15.55
1384419.08,36.76,11.18,585990.12,15.56
1384163.34,36.76,11.18,585978.1,15.56
1383907.6,36.76,11.19,585975.82,15.57
1384105.45,36.77,11.2,586623.27,15.58
1384105.45,36.77,11.2,586721.14,15.59
1383849.71,36.77,11.2,586819.0,15.59
1383849.71,36.77,11.2,586858.62,15.6
1383849.71,36.77,11.2,587509.09,15.61
1383593.97,36.78,11.2,587606.91,15.62
1383294.37,36.77,11.2,587606.91,15.62
1383368.23,36.78,11.21,587606.91,15.62
1383130.47,36.78,11.2,587572.34,15.62
1382874.73,36.78,11.21,587700.84,15.63
1382618.99,36.78,11.21,587655.6,15.63
1382363.26,36.79,11.21,587516.32,15.63
1382296.37,36.79,11.22,587283.1,15.63
1382040.64,36.8,11.22,587335.44,15.64
1381973.75,36.8,11.23,587424.56,15.64
1381718.01,36.81,11.23,588502.45,15.68
1381718.01,36.81,11.23,592587.95,15.78
1381462.28,36.81,11.23,591982.43,15.77
1381206.54,36.81,11.24,591871.51,15.77
1381206.54,36.81,11.24,591978.56,15.78
1380950.8,36.81,11.24,591979.81,15.78
1380695.06,36.82,11.24,592109.75,15.79
1380439.32,36.82,11.25,592203.44,15.8
1380628.77,36.83,11.26,592169.78,15.8
1380077.19,36.82,11.25,591578.44,15.78
1380589.69,36.84,11.27,590957.65,15.77
1381576.96,36.88,11.3,591296.27,15.78
1381774.81,36.89,11.31,591388.52,15.79
1381519.07,36.89,11.31,591386.28,15.79
1381263.33,36.89,11.32,591057.11,15.79
1380711.75,36.88,11.31,590465.77,15.77
1380711.75,36.88,11.31,591937.19,15.81
1380644.87,36.89,11.32,591937.19,15.82
1381247.49,36.92,11.34,593687.31,15.87
1381180.61,36.92,11.35,593686.24,15.87
1380847.26,36.92,11.34,593337.57,15.86
1382037.36,36.95,11.38,594167.07,15.89
1381737.76,36.95,11.37,593884.42,15.88
1382072.38,36.96,11.38,594406.45,15.89
1381816.64,36.96,11.39,594400.36,15.9
1381777.84,36.97,11.39,596349.17,15.95
1381777.84,36.97,11.39,596187.96,15.95
1381522.1,36.97,11.4,596874.74,15.97
1381266.36,36.97,11.4,596817.38,15.98
1381010.63,36.98,11.4,596817.38,15.98
1380754.89,36.98,11.4,596917.32,15.99
1380515.73,36.98,11.4,596608.12,15.98
1380122.14,36.97,11.4,596344.05,15.97
1379866.4,36.97,11.4,596407.43,15.98
1379481.21,36.97,11.39,596045.36,15.97
1379225.47,36.97,11.4,595958.21,15.97
1379414.92,36.98,11.41,596893.48,16.0
1379159.19,36.98,11.41,596809.65,16.0
1381156.07,37.04,11.46,597415.12,16.02
1381089.18,37.04,11.47,598169.72,16.04
1381055.42,37.05,11.48,598330.93,16.05
1380799.68,37.06,11.48,598983.95,16.07
1380799.68,37.06,11.48,599066.98,16.08
1380732.8,37.06,11.49,599066.98,16.08
1380665.92,37.07,11.49,599266.31,16.09
1380410.18,37.07,11.5,599258.91,16.09
1380410.18,37.07,11.5,599216.6,16.09
1380154.44,37.07,11.5,599099.03,16.09
1379898.7,37.08,11.5,599060.01,16.1
1379933.32,37.08,11.51,598959.04,16.1
1379866.43,37.09,11.51,598953.93,16.1
1379610.69,37.09,11.52,598961.3,16.1
1379543.81,37.1,11.52,599141.78,16.11
1379288.07,37.1,11.53,599101.32,16.11
1380622.07,37.15,11.57,598808.34,16.11
1379960.27,37.14,11.56,598191.67,16.1
1380034.13,37.15,11.57,598135.64,16.1
1380034.13,37.15,11.57,598441.71,16.11
1379798.79,37.15,11.58,598966.02,16.13
1377752.88,37.18,11.6,598963.09,16.16
1377752.88,37.18,11.6,599519.84,16.18
1377584.37,37.18,11.6,598759.02,16.16
1378790.22,37.22,11.65,600701.61,16.22
1378790.22,37.22,11.65,600610.72,16.21
1378571.92,37.23,11.65,601038.28,16.23
1378571.92,37.23,11.65,601207.63,16.23
1378316.18,37.23,11.65,601319.0,16.24
1378060.44,37.23,11.66,601271.41,16.24
1377804.7,37.23,11.66,601763.61,16.26
1377970.48,37.24,11.67,602098.65,16.27
1377705.38,37.25,11.67,601777.64,16.27
1377705.38,37.25,11.67,601774.92,16.27
1377449.64,37.25,11.68,601774.92,16.27
1377676.3,37.26,11.68,605920.61,16.39
1376948.31,37.25,11.67,605153.0,16.37
1376436.83,37.25,11.68,605184.24,16.38
1376626.28,37.26,11.69,605398.29,16.39
1376815.74,37.27,11.7,605656.24,16.4
1376815.74,37.27,11.7,605612.1,16.4
1376560.0,37.28,11.7,605572.36,16.4
1376560.0,37.28,11.7,605758.52,16.4
1376139.35,37.27,11.7,605449.92,16.4
1375883.61,37.28,11.7,605449.92,16.4
1375627.87,37.28,11.71,605392.7,16.41
1375424.8,37.28,11.7,605122.27,16.4
1375187.78,37.28,11.71,605907.37,16.43
1374767.13,37.28,11.7,605598.76,16.42
1374511.39,37.28,11.71,605399.29,16.42
1374511.39,37.28,11.71,605438.9,16.42
1374255.65,37.28,11.71,605633.92,16.43
1374255.65,37.28,11.71,605525.96,16.43
1374445.1,37.29,11.72,605592.33,16.43
1374731.46,37.31,11.73,605592.33,16.43
1375097.53,37.32,11.74,606024.58,16.45
1374841.79,37.32,11.75,606528.55,16.46
1375104.92,37.33,11.76,608181.63,16.51
1375170.44,37.33,11.76,609362.95,16.54
1375170.44,37.33,11.76,609628.87,16.55
1374914.7,37.34,11.76,609601.45,16.55
1374658.96,37.34,11.77,609657.4,16.56
1374403.22,37.34,11.77,609656.8,16.56
1374147.48,37.35,11.77,609656.8,16.57
1374286.31,37.36,11.78,609081.34,16.56
1374030.57,37.36,11.79,609274.86,16.57
1373774.83,37.36,11.79,609541.81,16.58
1373774.83,37.36,11.79,609541.81,16.58
1373519.09,37.37,11.79,609430.44,16.58
1373519.09,37.37,11.79,610437.36,16.61
1373647.4,37.38,11.8,610587.61,16.61
1373647.4,37.38,11.8,610524.01,16.61
1373580.52,37.38,11.81,610706.36,16.62
1373580.52,37.38,11.81,610706.36,16.62
1373324.78,37.39,11.81,610970.02,16.63
1372812.69,37.38,11.81,610482.99,16.62
1372556.95,37.38,11.81,610910.97,16.64
1372641.61,37.39,11.81,611184.46,16.65
1372641.61,37.39,11.81,611184.46,16.65
1372641.61,37.39,11.81,611184.46,16.65
1372641.61,37.39,11.81,611185.63,16.65
1372641.61,37.39,11.81,611213.93,16.65
1372641.61,37.39,11.81,611213.93,16.65
1372385.88,37.39,11.82,610587.72,16.64
1372130.14,37.39,11.82,610593.77,16.64
1372130.14,37.39,11.82,610679.71,16.64
1371887.95,37.4,11.82,610652.24,16.65
1372077.4,37.41,11.83,612438.03,16.7
1371821.67,37.41,11.84,612493.84,16.7
1371754.78,37.42,11.84,612344.13,16.7
1371499.05,37.42,11.85,612480.57,16.71
1371243.31,37.42,11.85,612523.34,16.72
1371243.31,37.42,11.85,612502.27,16.72
1371176.42,37.43,11.86,612502.27,16.72
1371034.01,37.44,11.86,612628.97,16.73
1370778.27,37.44,11.87,612585.2,16.73
1370778.27,37.44,11.87,613898.26,16.77
1370522.54,37.44,11.87,614265.29,16.78
1370137.34,37.44,11.86,614076.41,16.78
1369881.61,37.44,11.87,614257.99,16.79
1370071.06,37.45,11.88,614308.71,16.79
1369815.32,37.45,11.88,614255.61,16.8
1369559.58,37.46,11.88,614282.2,16.8
1369559.58,37.46,11.88,614263.01,16.8
1369341.28,37.46,11.89,614520.39,16.81
1370314.65,37.5,11.92,615629.15,16.85
1370058.91,37.5,11.93,615733.21,16.85
1369803.17,37.51,11.93,615298.56,16.85
1371272.61,37.55,11.97,618615.86,16.94
1371016.87,37.55,11.97,618553.6,16.94
1371016.87,37.55,11.97,618899.09,16.95
1371332.77,37.56,11.99,619223.88,16.96
1371265.89,37.57,11.99,618538.13,16.94
1371056.95,37.57,12.0,618781.69,16.96
1371056.95,37.57,12.0,618819.59,16.96
1370820.5,37.57,11.99,618364.11,16.95
1370820.5,37.57,11.99,620000.1,16.99
1371009.95,37.58,12.0,619999.97,16.99
1371296.3,37.59,12.01,620007.87,16.99
1371040.56,37.59,12.02,619995.59,17.0
1370784.83,37.59,12.02,619993.31,17.0
1370784.83,37.59,12.02,620032.74,17.0
1370717.94,37.6,12.03,620030.46,17.01
1371004.3,37.61,12.04,620645.18,17.03
1370748.56,37.62,12.04,620394.56,17.02
1370643.92,37.62,12.05,620442.23,17.03
1370388.18,37.63,12.05,620438.71,17.04
1370388.18,37.63,12.05,620438.71,17.04
1370577.63,37.64,12.06,621306.97,17.06
1370321.9,37.64,12.07,621124.82,17.06
1370395.76,37.65,12.07,621417.74,17.07
1370405.12,37.65,12.08,621327.87,17.07
1370405.12,37.65,12.08,621313.6,17.07
1370470.64,37.65,12.08,625760.14,17.19
1371832.35,37.7,12.12,625262.1,17.18
1371832.35,37.7,12.12,628360.1,17.27
1371832.35,37.7,12.12,628319.12,17.27
1374780.23,37.79,12.22,629037.99,17.29
1374524.49,37.79,12.22,629037.99,17.3
1374268.75,37.8,12.22,629089.29,17.3
1374555.11,37.81,12.23,629093.58,17.3
1374744.56,37.82,12.24,629215.67,17.31
1374488.82,37.82,12.25,629355.39,17.32
1374233.08,37.82,12.25,629666.43,17.33
1374422.53,37.83,12.26,629544.13,17.33
1374422.53,37.83,12.26,629643.17,17.33
1374355.65,37.84,12.27,630296.36,17.35
1374099.91,37.84,12.27,630669.57,17.37
1374099.91,37.84,12.27,630669.57,17.37
1374033.03,37.85,12.28,630627.26,17.37
1373777.29,37.85,12.28,630791.15,17.38
1373777.29,37.85,12.28,630791.15,17.38
1373777.29,37.85,12.28,630902.45,17.38
1373256.14,37.85,12.27,630281.66,17.37
1373228.15,37.86,12.28,631286.75,17.4
1372972.41,37.86,12.29,631013.58,17.4
1373171.22,37.87,12.3,631414.23,17.41
1372915.48,37.87,12.3,631436.61,17.42
1372659.74,37.88,12.3,631811.0,17.43
1372508.59,37.88,12.3,631719.07,17.43
1372866.69,37.89,12.31,631695.61,17.43
1372610.95,37.89,12.32,632271.5,17.45
1372610.95,37.89,12.32,632271.5,17.45
1372355.21,37.89,12.32,633578.93,17.49
1372099.47,37.9,12.32,633831.73,17.51
1372288.92,37.91,12.33,633904.34,17.51
1372222.04,37.91,12.34,633849.98,17.51
1371966.3,37.92,12.34,633853.17,17.52
1371710.56,37.92,12.35,633999.48,17.53
1371454.82,37.92,12.35,634049.16,17.53
1371239.13,37.92,12.35,634007.81,17.53
1371239.13,37.92,12.35,635509.19,17.58
1371011.48,37.93,12.35,635080.28,17.57
1370755.74,37.93,12.36,635048.64,17.57
1370755.74,37.93,12.36,635048.64,17.57
1370204.15,37.92,12.35,634446.83,17.56
1370204.15,37.92,12.35,635283.86,17.58
1370204.15,37.92,12.35,635221.64,17.58
1369948.41,37.93,12.35,635469.64,17.59
1369985.85,37.93,12.36,636212.67,17.61
1369985.85,37.93,12.36,636571.78,17.62
1370183.71,37.94,12.37,637017.58,17.64
1369927.97,37.94,12.37,636980.56,17.64
1369672.23,37.95,12.37,636916.77,17.65
1369672.23,37.95,12.37,636900.61,17.65
1369160.75,37.95,12.38,636856.84,17.65
1369518.85,37.97,12.39,637877.01,17.68
1369518.85,37.97,12.39,637822.14,17.68
1369263.11,37.97,12.39,638133.22,17.7
1369263.11,37.97,12.39,638133.22,17.7
1368712.67,37.96,12.39,637630.73,17.69
1368712.67,37.96,12.39,637630.06,17.69
1368370.46,37.96,12.39,637235.47,17.68
1368370.46,37.96,12.39,637235.25,17.68
1368370.46,37.96,12.39,636935.25,17.67
1368114.72,37.97,12.39,637022.58,17.68
1368188.58,37.98,12.4,637262.93,17.69
1368188.58,37.98,12.4,637161.82,17.69
1367804.56,37.97,12.4,636938.41,17.68
1367548.82,37.98,12.4,636896.1,17.69
1367228.36,37.97,12.4,636506.29,17.68
1367379.47,37.98,12.4,639468.93,17.76
1367568.92,37.99,12.41,639466.4,17.76
1367758.37,38.0,12.42,639463.88,17.76
1367691.49,38.0,12.43,639717.57,17.78
1367977.84,38.02,12.44,639970.46,17.78
1367722.1,38.02,12.44,640093.37,17.79
1367466.36,38.02,12.45,640060.9,17.8
1367399.48,38.03,12.46,640057.97,17.8
1368843.32,38.07,12.5,641769.97,17.85
1369032.77,38.08,12.51,640993.55,17.83
1368777.03,38.08,12.51,641015.28,17.83
1368540.01,38.09,12.51,642419.92,17.88
1368613.87,38.1,12.52,643726.62,17.92
1369627.27,38.13,12.56,646391.65,18.0
1369362.17,38.14,12.56,646615.93,18.01
1369573.56,38.15,12.58,646336.78,18.01
1369573.56,38.15,12.58,646553.8,18.01
1369317.82,38.16,12.58,646561.72,18.02
1369062.08,38.16,12.59,646600.27,18.02
1368825.06,38.17,12.59,646555.75,18.03
1368569.32,38.17,12.6,646555.75,18.03
1368313.58,38.17,12.6,646811.28,18.04
1369364.29,38.21,12.64,649198.18,18.12
1369401.73,38.21,12.64,649164.13,18.12
1369334.85,38.22,12.65,649121.37,18.12
1369532.7,38.23,12.66,649211.79,18.12
1369021.22,38.24,12.66,649218.06,18.13
1369021.22,38.24,12.66,649218.06,18.13
1368731.66,38.23,12.66,648937.85,18.13
1368513.69,38.24,12.66,648521.13,18.12
1368587.56,38.25,12.67,650091.44,18.17
1368114.61,38.24,12.67,649518.43,18.16
1367858.87,38.25,12.67,649630.84,18.16
1367791.99,38.25,12.68,650007.58,18.18
1367725.11,38.26,12.69,650147.78,18.19
1367725.11,38.26,12.69,650119.15,18.19
1367725.11,38.26,12.69,650070.4,18.18
1367469.37,38.26,12.69,650078.32,18.19
1367213.63,38.27,12.69,650034.27,18.19
1367146.75,38.27,12.7,650213.77,18.2
1366825.59,38.27,12.7,649832.16,18.19
1366758.71,38.28,12.7,649813.92,18.2
1366691.83,38.28,12.71,649844.04,18.2
1366436.09,38.29,12.71,649914.08,18.21
1366369.21,38.29,12.72,649875.47,18.21
1366567.06,38.3,12.73,651472.15,18.26
1366567.06,38.3,12.73,651439.6,18.26
1366567.06,38.3,12.73,651471.33,18.26
1366567.06,38.3,12.73,651433.72,18.26
1366844.05,38.31,12.74,652253.74,18.28
1366588.31,38.32,12.74,652029.86,18.28
1366588.31,38.32,12.74,652402.8,18.29
1366376.06,38.32,12.74,652343.71,18.29
1366120.32,38.32,12.75,652343.71,18.3
1367087.05,38.35,12.78,655116.45,18.38
1367087.05,38.35,12.78,655178.63,18.38
1367276.5,38.36,12.79,654561.42,18.37
1365230.59,38.39,12.82,654554.02,18.41
1365163.71,38.4,12.83,653917.84,18.39
1365220.55,38.4,12.83,653794.65,18.39
1364964.81,38.41,12.83,654017.8,18.4
1364964.81,38.41,12.83,655519.18,18.45
1364709.07,38.41,12.84,655456.88,18.45
1364604.41,38.42,12.84,655410.0,18.45
1364348.68,38.42,12.85,655473.59,18.46
1364709.16,38.43,12.86,659799.29,18.58
1364642.28,38.44,12.86,659799.29,18.58
1364642.28,38.44,12.86,659799.29,18.58
1364716.14,38.45,12.87,659799.29,18.59
1364649.26,38.45,12.88,659771.06,18.59
1364621.27,38.46,12.89,660608.92,18.62
1364621.27,38.46,12.89,660742.86,18.62
1364365.53,38.47,12.89,660830.66,18.63
1364365.53,38.47,12.89,660830.66,18.63
1364365.53,38.47,12.89,660788.27,18.63
1364518.49,38.47,12.9,660946.52,18.63
1365496.25,38.5,12.93,666094.32,18.78
1365240.51,38.51,12.93,666308.18,18.79
1364984.77,38.51,12.94,666621.74,18.81
1364984.77,38.51,12.94,666587.97,18.81
1364355.57,38.51,12.93,665904.41,18.79
1364355.57,38.51,12.93,665904.41,18.79
1364713.67,38.52,12.94,665926.89,18.8
1362667.76,38.55,12.97,665919.5,18.84
1362412.02,38.55,12.98,667604.72,18.89
1362910.64,38.58,13.0,669815.22,18.96
1363462.29,38.6,13.03,671954.01,19.02
1363820.39,38.61,13.04,671069.62,19.0
1363564.65,38.62,13.04,671083.7,19.01
1363308.91,38.62,13.05,671083.7,19.01
1363308.91,38.62,13.05,671083.7,19.01
1363308.91,38.62,13.05,671088.49,19.01
1363308.91,38.62,13.05,671027.36,19.01
1363498.37,38.63,13.06,671024.83,19.01
1363242.63,38.64,13.06,670990.43,19.02
1362986.89,38.64,13.07,670891.4,19.02
1362731.15,38.64,13.07,670799.15,19.02
1362731.15,38.64,13.07,670799.15,19.02
1362475.41,38.65,13.07,670274.77,19.01
1362219.67,38.65,13.08,670422.19,19.02
1362001.37,38.66,13.08,669285.28,19.0
1363645.03,38.71,13.14,671139.49,19.05
1363389.29,38.72,13.14,671083.6,19.06
1363133.56,38.72,13.15,671263.55,19.07
1363310.18,38.74,13.16,671232.94,19.07
1363054.44,38.74,13.17,670986.28,19.07
1362874.25,38.75,13.17,670856.18,19.07
1362733.51,38.74,13.17,670680.64,19.07
1362400.15,38.74,13.17,670405.78,19.06
1362400.15,38.74,13.17,670279.35,19.06
1362139.01,38.74,13.17,669885.72,19.05
1361883.27,38.75,13.17,669828.09,19.06
1361627.53,38.75,13.18,669759.13,19.06
1361755.84,38.76,13.19,669775.96,19.06
1361500.1,38.77,13.19,672166.68,19.14
1361763.23,38.78,13.2,672854.85,19.16
1361772.6,38.78,13.2,673008.96,19.16
1361516.86,38.78,13.21,672658.99,19.16
1361307.92,38.79,13.21,676329.5,19.27
1361052.18,38.79,13.22,676303.35,19.27
1361126.04,38.8,13.23,675897.76,19.27
1361129.72,38.81,13.24,677821.08,19.33
1360873.98,38.81,13.24,677759.75,19.33
1360753.41,38.81,13.24,677551.8,19.33
1361039.76,38.82,13.25,677292.72,19.32
1361039.76,38.82,13.25,677292.72,19.32
1360870.49,38.83,13.26,676861.53,19.31
1360614.76,38.83,13.26,676976.36,19.32
1364732.55,38.95,13.38,678676.3,19.37
1364732.55,38.95,13.38,678676.3,19.37
1364898.33,38.96,13.39,678022.89,19.36
1364642.59,38.97,13.39,678122.3,19.36
1364575.71,38.97,13.4,678098.92,19.37
1364319.97,38.98,13.4,677866.3,19.37
1364393.83,38.99,13.41,677603.94,19.36
1365430.91,39.03,13.45,676988.49,19.35
1365203.25,39.03,13.46,678692.43,19.4
1365136.37,39.04,13.47,678536.49,19.4
1365325.82,39.05,13.48,678941.56,19.42
1365325.82,39.05,13.48,678941.56,19.42
1365515.28,39.06,13.49,679199.04,19.43
1367688.13,39.13,13.56,679984.78,19.46
1367432.39,39.14,13.56,680040.45,19.46
1367748.29,39.15,13.58,680119.71,19.47
1367492.55,39.15,13.58,679368.63,19.45
1367236.81,39.16,13.58,679408.33,19.46
1367236.81,39.16,13.58,679408.33,19.46
1366981.07,39.16,13.59,679388.0,19.46
1366725.34,39.16,13.59,679434.32,19.47
1367041.23,39.18,13.6,679916.27,19.48
1366974.35,39.18,13.61,679576.16,19.48
1366718.61,39.19,13.61,679984.39,19.5
1366462.87,39.19,13.62,679984.39,19.5
1366207.14,39.19,13.62,679712.53,19.5
1365951.4,39.2,13.62,680385.12,19.52
1365884.52,39.21,13.63,680740.79,19.54
1366102.05,39.22,13.64,682807.31,19.6
1365846.31,39.22,13.65,682784.73,19.61
1365512.96,39.22,13.64,682440.58,19.6
1368280.8,39.3,13.72,684364.36,19.65
1367897.21,39.29,13.72,684179.68,19.65
1367632.11,39.29,13.72,684119.76,19.66
1367376.37,39.3,13.72,684488.59,19.67
1367223.86,39.3,13.72,685122.0,19.69
1367223.86,39.3,13.72,685106.24,19.69
1366968.12,39.3,13.73,684613.44,19.68
1366712.38,39.3,13.73,684689.65,19.69
1366910.23,39.32,13.74,685557.82,19.72
1366910.23,39.32,13.74,685557.82,19.72
1366910.23,39.32,13.74,685580.6,19.72
1366654.5,39.32,13.75,685509.28,19.72
1366398.76,39.32,13.75,685451.02,19.73
1366143.02,39.33,13.75,685442.93,19.73
1366237.27,39.34,13.77,689870.36,19.86
1366435.12,39.35,13.78,689808.28,19.86
1366435.12,39.35,13.78,689763.67,19.86
1366179.38,39.35,13.78,688892.83,19.84
1366010.11,39.36,13.79,688642.33,19.84
1365716.6,39.36,13.79,688447.36,19.84
1365480.14,39.36,13.79,688184.52,19.84
1365480.14,39.36,13.79,688428.15,19.84
1365224.41,39.36,13.79,688350.34,19.85
1365510.76,39.38,13.8,688423.88,19.85
1365676.54,39.39,13.81,688592.42,19.86
1365842.32,39.4,13.82,689006.82,19.87
1365842.32,39.4,13.82,689281.18,19.88
1365842.32,39.4,13.82,689359.17,19.88
1365770.47,39.4,13.82,689456.4,19.89
1365529.03,39.39,13.82,689593.18,19.89
1365273.29,39.4,13.83,690021.19,19.91
1365017.55,39.4,13.83,690018.91,19.92
1365206.43,39.41,13.83,691550.74,19.96
1365531.67,39.42,13.85,691177.69,19.95
1365531.67,39.42,13.85,691147.75,19.95
1365464.79,39.43,13.85,690807.21,19.95
1365131.44,39.42,13.85,690657.49,19.95
1365683.92,39.45,13.88,690904.04,19.96
1365757.78,39.46,13.89,692675.99,20.01
1365757.78,39.46,13.89,692897.2,20.02
1365502.05,39.47,13.89,692983.29,20.03
1365168.69,39.46,13.89,692890.0,20.03
1365358.14,39.47,13.9,693083.4,20.04
1365102.4,39.48,13.9,693272.92,20.05
1365291.86,39.49,13.91,693272.92,20.05
1365224.97,39.49,13.92,693242.75,20.05
1364969.24,39.5,13.92,693190.72,20.06
1364713.5,39.5,13.93,694143.05,20.09
1364457.76,39.51,13.93,694369.54,20.1
1364202.02,39.51,13.94,693645.31,20.09
1364202.02,39.51,13.94,695877.05,20.15
1363946.28,39.51,13.94,695846.93,20.16
1363690.54,39.52,13.94,695747.0,20.16
1363399.65,39.52,13.95,695126.21,20.15
1363399.65,39.52,13.95,695023.78,20.15
1363399.65,39.52,13.95,695023.78,20.15
1363143.92,39.52,13.95,695108.92,20.15
1363143.92,39.52,13.95,695108.92,20.15
1363033.04,39.53,13.96,694019.73,20.13
1363051.76,39.53,13.96,695679.82,20.18
1362850.51,39.54,13.96,696083.79,20.19
1362594.77,39.54,13.97,696305.35,20.21
1362940.66,39.55,13.98,699408.56,20.3
1362684.92,39.56,13.98,699558.57,20.31
1362564.35,39.55,13.98,699575.19,20.31
