ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
642,1644,1467720,6212,1485680
642,1644,1467720,6212,1485680
642,1644,1468720,6212,1486680
642,1644,1469720,6212,1487680
642,1644,1469720,6212,1487680
642,1644,1470190,6212,1488150
642,1644,1470190,6212,1488150
642,1644,1470190,6212,1488150
642,1644,1471190,6212,1489150
643,1652,1472190,6212,1490150
643,1652,1472190,6212,1490150
643,1652,1472660,6212,1490620
643,1652,1473660,6212,1491620
643,1652,1474660,6212,1492620
643,1652,1474980,6212,1492940
643,1652,1475790,6212,1493750
643,1652,1476790,6212,1494750
643,1652,1477160,6212,1495120
643,1652,1477970,6212,1495930
643,1652,1478970,6212,1496930
644,1660,1479970,6212,1497930
644,1660,1480440,6212,1498400
644,1660,1481440,6212,1499400
644,1660,1482250,6212,1500210
644,1660,1482720,6212,1500680
644,1660,1482720,6212,1500680
644,1660,1482720,6212,1501680
644,1660,1483720,6212,1502680
644,1660,1483720,6212,1502680
644,1660,1484190,6212,1503150
644,1660,1485190,6212,1504150
644,1660,1485840,6212,1504800
645,1668,1486840,6212,1505800
645,1668,1487160,6212,1506120
646,1676,1488160,6212,1507120
646,1676,1488750,6212,1507710
646,1676,1489750,6212,1508710
646,1676,1490750,6212,1509710
646,1676,1491400,6212,1510360
646,1676,1492400,6212,1511360
646,1676,1493050,6212,1512010
646,1676,1493050,6212,1512010
646,1676,1494050,6212,1513010
646,1676,1495050,6212,1514010
646,1676,1495050,6212,1515010
646,1676,1495280,6212,1515240
646,1676,1496280,6212,1516240
646,1676,1496600,6212,1516560
646,1676,1497600,6212,1517560
647,1684,1498600,6212,1518560
647,1684,1499600,6212,1519560
647,1684,1500600,6212,1520560
647,1684,1501600,6212,1521560
647,1684,1502600,6212,1522560
647,1684,1502600,6212,1522560
647,1684,1502600,6212,1522560
647,1684,1502600,6212,1522560
647,1684,1502600,6212,1523030
647,1684,1503600,6212,1524030
647,1684,1503600,6212,1524030
647,1684,1503600,6212,1525030
647,1684,1503600,6212,1525030
647,1684,1503600,6212,1525030
647,1684,1504600,6212,1526030
647,1684,1505600,6212,1527030
647,1684,1506600,6212,1528030
647,1684,1506600,6212,1528030
647,1684,1507410,6212,1528840
647,1684,1507730,6212,1529160
647,1684,1507730,6212,1529630
647,1684,1508540,6212,1530440
647,1684,1509540,6212,1531440
647,1684,1510540,6212,1532440
648,1692,1511190,6212,1533090
648,1692,1511190,6212,1533090
648,1692,1512190,6212,1534090
648,1692,1512660,6212,1534560
648,1692,1512660,6212,1534560
648,1692,1513660,6212,1535560
648,1692,1514660,6212,1536560
648,1692,1515660,6212,1537560
648,1692,1516660,6212,1538560
649,1700,1517660,6212,1539560
649,1700,1518660,6212,1540560
649,1700,1518980,6212,1540880
649,1700,1519450,6212,1541350
649,1700,1520450,6212,1542350
649,1700,1520450,6212,1542350
649,1700,1520910,6212,1542810
649,1700,1521910,6212,1543810
649,1700,1522380,6212,1544280
649,1700,1523380,6212,1545280
649,1700,1523380,6212,1545280
649,1700,1524380,6212,1546280
649,1700,1525190,6212,1547090
649,1700,1525660,6212,1547560
650,1708,1526120,6212,1548020
650,1708,1526930,6212,1548830
650,1708,1527740,6212,1549640
650,1708,1528200,6212,1550100
650,1708,1529200,6212,1551100
650,1708,1529750,6212,1551650
650,1708,1530070,6212,1551970
650,1708,1530070,6212,1552780
650,1708,1530720,6212,1553430
650,1708,1531530,6212,1554240
650,1708,1532530,6212,1555240
651,1716,1533530,6212,1556240
651,1716,1534530,6212,1557240
651,1716,1535530,6212,1558240
651,1716,1536340,6212,1559050
651,1716,1536990,6212,1559700
651,1716,1537460,6212,1560170
651,1716,1538460,6212,1561170
651,1716,1539460,6212,1562170
652,1724,1540460,6212,1563170
652,1724,1540460,6212,1563490
652,1724,1541460,6212,1564490
652,1724,1541460,6212,1564490
652,1724,1541930,6212,1564960
652,1724,1542930,6212,1565960
652,1724,1543580,6212,1566610
652,1724,1543580,6212,1567610
652,1724,1543900,6212,1567930
652,1724,1544710,6212,1568740
652,1724,1545180,6212,1569210
652,1724,1546180,6212,1570210
652,1724,1546650,6212,1570680
652,1724,1547300,6212,1571330
653,1732,1548110,6212,1572140
653,1732,1548430,6212,1572460
653,1732,1548430,6212,1573460
653,1732,1549430,6212,1574460
653,1732,1549430,6212,1574930
653,1732,1550240,6212,1575740
653,1732,1551240,6212,1576740
653,1732,1553240,6212,1578740
653,1732,1553240,6212,1578740
654,1740,1561240,6212,1586740
654,1740,1562240,6212,1587740
654,1740,1562890,6212,1588390
655,1748,1563890,6212,1589390
655,1748,1564700,6212,1590200
655,1748,1565350,6212,1590850
655,1748,1565350,6212,1590850
655,1748,1566160,6212,1591660
655,1748,1570160,6212,1595660
655,1748,1570320,6212,1595820
656,1756,1571320,6212,1596820
656,1756,1572320,6212,1597820
656,1756,1573320,6212,1598820
656,1756,1573320,6212,1599050
656,1756,1573320,6212,1599050
656,1756,1573320,6212,1599050
656,1756,1574320,6212,1600050
656,1756,1574320,6212,1600520
656,1756,1575320,6212,1601520
656,1756,1575320,6212,1601520
656,1756,1576130,6212,1602330
656,1756,1577130,6212,1603330
656,1756,1577130,6212,1604140
657,1764,1578130,6212,1605140
657,1764,1578450,6212,1605460
657,1764,1579450,6212,1606460
658,1772,1580450,6212,1607460
658,1772,1580920,6212,1607930
658,1772,1581920,6212,1608930
658,1772,1582920,6212,1609930
658,1772,1583150,6212,1610160
658,1772,1583620,6212,1610630
658,1772,1584620,6212,1611630
658,1772,1585430,6212,1612440
658,1772,1585590,6212,1612600
658,1772,1585590,6212,1612600
658,1772,1586060,6212,1613070
658,1772,1586060,6212,1613070
658,1772,1586060,6212,1613230
658,1772,1587060,6212,1614230
659,1780,1588060,6212,1615230
659,1780,1589060,6212,1616230
659,1780,1589290,6212,1616460
660,1788,1590290,6212,1617460
660,1788,1590760,6212,1617930
660,1788,1590760,6212,1617930
660,1788,1591760,6212,1618930
660,1788,1591760,6212,1619400
660,1788,1592760,6212,1620400
660,1788,1593410,6212,1621050
660,1788,1594220,6212,1621860
660,1788,1595220,6212,1622860
660,1788,1596220,6212,1623860
660,1788,1596690,6212,1624330
660,1788,1597690,6212,1625330
660,1788,1597690,6212,1625330
661,1796,1598690,6212,1626330
661,1796,1599690,6212,1627330
661,1796,1600160,6212,1627800
661,1796,1601160,6212,1628800
661,1796,1602160,6212,1629800
661,1796,1603160,6212,1630800
661,1796,1604160,6212,1631800
661,1796,1604160,6212,1631800
661,1796,1604970,6212,1632610
661,1796,1605970,6212,1633610
661,1796,1606970,6212,1634610
662,1804,1614970,6212,1642610
662,1804,1615970,6212,1643610
662,1804,1616970,6212,1644610
662,1804,1617970,6212,1645610
663,1812,1618430,6212,1646070
663,1812,1619430,6212,1647070
663,1812,1619430,6212,1647070
663,1812,1620430,6212,1648070
663,1812,1620900,6212,1648540
663,1812,1621900,6212,1649540
663,1812,1622900,6212,1650540
663,1812,1623120,6212,1650760
663,1812,1624120,6212,1651760
663,1812,1624120,6212,1652230
663,1812,1624120,6212,1652230
663,1812,1625120,6212,1653230
663,1812,1626120,6212,1654230
663,1812,1626120,6212,1654230
664,1820,1626930,6212,1655040
664,1820,1627160,6212,1655270
664,1820,1627160,6212,1656270
664,1820,1628160,6212,1657270
664,1820,1628970,6212,1658080
664,1820,1629620,6212,1658730
664,1820,1629620,6212,1658730
664,1820,1630620,6212,1659730
664,1820,1630620,6212,1659730
664,1820,1631430,6212,1660540
664,1820,1631430,6212,1660540
664,1820,1631900,6212,1661010
664,1820,1632900,6212,1662010
664,1820,1633900,6212,1663010
664,1820,1634900,6212,1664010
664,1820,1635900,6212,1665010
664,1820,1635900,6212,1665010
664,1820,1635900,6212,1665010
664,1820,1635900,6212,1665010
664,1820,1636370,6212,1665480
664,1820,1636690,6212,1665800
665,1828,1637690,6212,1666800
665,1828,1638500,6212,1667610
665,1828,1638500,6212,1667610
665,1828,1639500,6212,1668610
665,1828,1639500,6212,1668610
665,1828,1639500,6212,1669080
665,1828,1640310,6212,1669890
665,1828,1641120,6212,1670700
665,1828,1642120,6212,1671700
665,1828,1643120,6212,1672700
665,1828,1643770,6212,1673350
665,1828,1644580,6212,1674160
665,1828,1644930,6212,1674510
665,1828,1645300,6212,1674880
665,1828,1646300,6212,1675880
665,1828,1646300,6212,1675880
666,1836,1647300,6212,1676880
666,1836,1648300,6212,1677880
666,1836,1649300,6212,1678880
666,1836,1649300,6212,1679880
666,1836,1650300,6212,1680880
666,1836,1651300,6212,1681880
666,1836,1651300,6212,1681880
666,1836,1651300,6212,1682880
666,1836,1651530,6212,1683110
666,1836,1651530,6212,1684110
666,1836,1652530,6212,1685110
666,1836,1653530,6212,1686110
666,1836,1654340,6212,1686920
667,1844,1655340,6212,1687920
667,1844,1655660,6212,1688240
667,1844,1656660,6212,1689240
667,1844,1657660,6212,1690240
667,1844,1658660,6212,1691240
667,1844,1659660,6212,1692240
667,1844,1659980,6212,1692560
667,1844,1660980,6212,1693560
667,1844,1660980,6212,1693560
667,1844,1660980,6212,1694560
667,1844,1661980,6212,1695560
667,1844,1662300,6212,1695880
667,1844,1662300,6212,1695880
668,1852,1663300,6212,1696880
668,1852,1664300,6212,1697880
668,1852,1665300,6212,1698880
668,1852,1665950,6212,1699530
668,1852,1665950,6212,1700530
669,1860,1667950,6212,1702530
669,1860,1668950,6212,1703530
669,1860,1669760,6212,1704340
669,1860,1669870,6212,1704450
669,1860,1670870,6212,1705450
669,1860,1671680,6212,1706260
669,1860,1672680,6212,1707260
669,1860,1673050,6212,1707630
669,1860,1673520,6212,1708100
669,1860,1674330,6212,1708910
669,1860,1675330,6212,1709910
669,1860,1675800,6212,1710380
669,1860,1676800,6212,1711380
670,1868,1677800,6212,1712380
670,1868,1678270,6212,1712850
670,1868,1678590,6212,1713170
670,1868,1679060,6212,1713640
670,1868,1679060,6212,1713640
670,1868,1679520,6212,1714100
670,1868,1679520,6212,1715100
670,1868,1680330,6212,1715910
670,1868,1681330,6212,1716910
670,1868,1681800,6212,1717380
670,1868,1682610,6212,1718190
670,1868,1683080,6212,1718660
670,1868,1683240,6212,1718820
670,1868,1684240,6212,1719820
670,1868,1684710,6212,1720290
671,1876,1685710,6212,1721290
671,1876,1685710,6212,1721290
671,1876,1686520,6212,1722100
672,1884,1687520,6212,1723100
672,1884,1687520,6212,1723100
672,1884,1688520,6212,1724100
672,1884,1689520,6212,1725100
672,1884,1689990,6212,1725570
672,1884,1690990,6212,1726570
672,1884,1691990,6212,1727570
672,1884,1692800,6212,1728380
672,1884,1692800,6212,1728380
672,1884,1692800,6212,1728380
672,1884,1694800,6212,1730380
672,1884,1695800,6212,1731380
672,1884,1696270,6212,1731850
672,1884,1696270,6212,1732850
672,1884,1697270,6212,1733850
672,1884,1698270,6212,1734850
672,1884,1699270,6212,1735850
672,1884,1699270,6212,1735850
673,1892,1700270,6212,1736850
673,1892,1701080,6212,1737660
673,1892,1702080,6212,1738660
673,1892,1703080,6212,1739660
673,1892,1704080,6212,1740660
673,1892,1704080,6212,1740660
673,1892,1705080,6212,1741660
673,1892,1706080,6212,1742660
673,1892,1706080,6212,1742660
674,1900,1707080,6212,1743660
674,1900,1707400,6212,1743980
674,1900,1707400,6212,1743980
674,1900,1707630,6212,1744210
674,1900,1708630,6212,1745210
674,1900,1709630,6212,1746210
674,1900,1710440,6212,1747020
674,1900,1710910,6212,1747490
674,1900,1711910,6212,1748490
674,1900,1712910,6212,1749490
674,1900,1713910,6212,1750490
674,1900,1714070,6212,1750650
674,1900,1714540,6212,1751120
674,1900,1714860,6212,1751440
675,1908,1715860,6212,1752440
675,1908,1716670,6212,1753250
675,1908,1716890,6212,1753470
675,1908,1717360,6212,1753940
675,1908,1718360,6212,1754940
675,1908,1719360,6212,1755940
675,1908,1720360,6212,1756940
675,1908,1720360,6212,1757260
675,1908,1720360,6212,1757260
675,1908,1721360,6212,1758260
675,1908,1722360,6212,1759260
676,1916,1723360,6212,1760260
676,1916,1723360,6212,1760260
676,1916,1724170,6212,1761070
676,1916,1724980,6212,1761880
676,1916,1725980,6212,1762880
676,1916,1726980,6212,1763880
676,1916,1726980,6212,1764880
676,1916,1726980,6212,1765880
676,1916,1727980,6212,1766880
676,1916,1728980,6212,1767880
676,1916,1729980,6212,1768880
677,1924,1730450,6212,1769350
677,1924,1731450,6212,1770350
677,1924,1732450,6212,1771350
677,1924,1732450,6212,1771350
677,1924,1732680,6212,1771580
677,1924,1733680,6212,1772580
677,1924,1734680,6212,1773580
677,1924,1734680,6212,1773580
677,1924,1735680,6212,1774580
677,1924,1736150,6212,1775050
677,1924,1736150,6212,1775050
677,1924,1737150,6212,1776050
677,1924,1737620,6212,1776520
677,1924,1738620,6212,1777520
678,1932,1739430,6212,1778330
678,1932,1739430,6212,1778330
678,1932,1739430,6212,1778330
678,1932,1739430,6212,1778330
678,1932,1740240,6212,1779140
678,1932,1741050,6212,1779950
678,1932,1741050,6212,1779950
678,1932,1742050,6212,1780950
678,1932,1743050,6212,1781950
678,1932,1744050,6212,1782950
678,1932,1744280,6212,1783180
678,1932,1744280,6212,1783180
678,1932,1744280,6212,1783180
678,1932,1745090,6212,1783990
678,1932,1746090,6212,1784990
679,1940,1747090,6212,1785990
679,1940,1747090,6212,1785990
679,1940,1747560,6212,1786460
679,1940,1748560,6212,1787460
679,1940,1748560,6212,1787460
679,1940,1749560,6212,1788460
679,1940,1750030,6212,1788930
679,1940,1750030,6212,1788930
679,1940,1750510,6212,1789410
679,1940,1751510,6212,1790410
679,1940,1751830,6212,1790730
679,1940,1752830,6212,1791730
679,1940,1753830,6212,1792730
680,1948,1754830,6212,1793730
680,1948,1755830,6212,1794730
680,1948,1756830,6212,1795730
680,1948,1757060,6212,1795960
680,1948,1758060,6212,1796960
680,1948,1758060,6212,1796960
680,1948,1758870,6212,1797770
680,1948,1759420,6212,1798320
680,1948,1760420,6212,1799320
680,1948,1760420,6212,1800320
680,1948,1760420,6212,1800320
680,1948,1761420,6212,1801320
681,1956,1762070,6212,1801970
681,1956,1763070,6212,1802970
681,1956,1763540,6212,1803440
681,1956,1764540,6212,1804440
681,1956,1765540,6212,1805440
681,1956,1766540,6212,1806440
681,1956,1767190,6212,1807090
681,1956,1768000,6212,1807900
681,1956,1768000,6212,1808370
682,1964,1768230,6212,1808600
682,1964,1768230,6212,1808600
682,1964,1769230,6212,1809600
682,1964,1769700,6212,1810070
682,1964,1770700,6212,1811070
682,1964,1771700,6212,1812070
682,1964,1771700,6212,1812070
682,1964,1772700,6212,1813070
682,1964,1773700,6212,1814070
682,1964,1774700,6212,1815070
682,1964,1775700,6212,1816070
683,1972,1776700,6212,1817070
683,1972,1776700,6212,1817070
683,1972,1777700,6212,1818070
683,1972,1778700,6212,1819070
683,1972,1779700,6212,1820070
683,1972,1780700,6212,1821070
683,1972,1781700,6212,1822070
683,1972,1782020,6212,1822390
683,1972,1783020,6212,1823390
684,1980,1783830,6212,1824200
684,1980,1784830,6212,1825200
684,1980,1785830,6212,1826200
684,1980,1785990,6212,1826360
684,1980,1786310,6212,1826680
684,1980,1786310,6212,1826680
684,1980,1787310,6212,1827680
684,1980,1788310,6212,1828680
684,1980,1788310,6212,1828680
684,1980,1788900,6212,1829270
684,1980,1789450,6212,1829820
684,1980,1789450,6212,1830820
684,1980,1789450,6212,1830820
684,1980,1790450,6212,1831820
684,1980,1790770,6212,1832140
684,1980,1791770,6212,1833140
685,1988,1792320,6212,1833690
685,1988,1793320,6212,1834690
685,1988,1794320,6212,1835690
685,1988,1795320,6212,1836690
685,1988,1796320,6212,1837690
685,1988,1796550,6212,1837920
685,1988,1797360,6212,1838730
685,1988,1798360,6212,1839730
685,1988,1799360,6212,1840730
686,1996,1800360,6212,1841730
686,1996,1801360,6212,1842730
686,1996,1802360,6212,1843730
686,1996,1803360,6212,1844730
686,1996,1804170,6212,1845540
686,1996,1805170,6212,1846540
686,1996,1805170,6212,1846540
686,1996,1805170,6212,1847540
686,1996,1806170,6212,1848540
686,1996,1807170,6212,1849540
687,2004,1808170,6212,1850540
687,2004,1809170,6212,1851540
687,2004,1809170,6212,1851540
687,2004,1810170,6212,1852540
687,2004,1810640,6212,1853010
687,2004,1811110,6212,1853480
687,2004,1812110,6212,1854480
687,2004,1812110,6212,1854480
687,2004,1812920,6212,1855290
687,2004,1813390,6212,1855760
687,2004,1814390,6212,1856760
687,2004,1814390,6212,1857760
688,2012,1815390,6212,1858760
688,2012,1815860,6212,1859230
688,2012,1816410,6212,1859780
688,2012,1816410,6212,1859780
688,2012,1817410,6212,1860780
688,2012,1818410,6212,1861780
688,2012,1819410,6212,1862780
688,2012,1819410,6212,1862780
688,2012,1820410,6212,1863780
688,2012,1820410,6212,1864780
688,2012,1821410,6212,1865780
688,2012,1822220,6212,1866590
689,2020,1823220,6212,1867590
689,2020,1824220,6212,1868590
689,2020,1824690,6212,1869060
689,2020,1824690,6212,1869060
689,2020,1825160,6212,1869530
689,2020,1826160,6212,1870530
689,2020,1827160,6212,1871530
689,2020,1828160,6212,1872530
689,2020,1828160,6212,1872530
690,2028,1829160,6212,1873530
690,2028,1830160,6212,1874530
690,2028,1830160,6212,1874530
690,2028,1831160,6212,1875530
690,2028,1831160,6212,1876340
690,2028,1831320,6212,1876500
690,2028,1831790,6212,1876970
690,2028,1831790,6212,1876970
690,2028,1831790,6212,1877970
690,2028,1832260,6212,1878440
690,2028,1832260,6212,1878910
690,2028,1832260,6212,1878910
690,2028,1832420,6212,1879070
690,2028,1832740,6212,1879390
690,2028,1833740,6212,1880390
690,2028,1834740,6212,1881390
690,2028,1834740,6212,1881390
690,2028,1835740,6212,1882390
690,2028,1836740,6212,1883390
691,2036,1837740,6212,1884390
691,2036,1838740,6212,1885390
691,2036,1839740,6212,1886390
691,2036,1840740,6212,1887390
691,2036,1841550,6212,1888200
691,2036,1841550,6212,1888200
691,2036,1842020,6212,1888670
691,2036,1843020,6212,1889670
691,2036,1843570,6212,1890220
691,2036,1843570,6212,1890220
691,2036,1844380,6212,1891030
691,2036,1844380,6212,1891030
692,2044,1845380,6212,1892030
692,2044,1845380,6212,1892840
692,2044,1845610,6212,1893070
692,2044,1846420,6212,1893880
692,2044,1847420,6212,1894880
692,2044,1848420,6212,1895880
692,2044,1848420,6212,1895880
692,2044,1849420,6212,1896880
692,2044,1850420,6212,1897880
692,2044,1851420,6212,1898880
692,2044,1851420,6212,1898880
692,2044,1852230,6212,1899690
692,2044,1852550,6212,1900010
693,2052,1853550,6212,1901010
693,2052,1853550,6212,1901010
693,2052,1854550,6212,1902010
693,2052,1854550,6212,1902480
693,2052,1854550,6212,1902480
693,2052,1855550,6212,1903480
693,2052,1856550,6212,1904480
693,2052,1856870,6212,1904800
693,2052,1857330,6212,1905260
693,2052,1857330,6212,1905260
693,2052,1858330,6212,1906260
693,2052,1859330,6212,1907260
693,2052,1859330,6212,1908260
693,2052,1860330,6212,1909260
693,2052,1860800,6212,1909730
693,2052,1861800,6212,1910730
694,2060,1862610,6212,1911540
694,2060,1863610,6212,1912540
694,2060,1864610,6212,1913540
694,2060,1865610,6212,1914540
694,2060,1865610,6212,1915350
694,2060,1866610,6212,1916350
694,2060,1867610,6212,1917350
694,2060,1868610,6212,1918350
694,2060,1869610,6212,1919350
694,2060,1869610,6212,1920000
695,2068,1870420,6212,1920810
695,2068,1870890,6212,1921280
696,2076,1871890,6212,1922280
696,2076,1872050,6212,1922440
696,2076,1872050,6212,1922440
697,2084,1873050,6212,1923440
697,2084,1874050,6212,1924440
697,2084,1874520,6212,1924910
697,2084,1874870,6212,1925260
697,2084,1875340,6212,1925730
697,2084,1876340,6212,1926730
697,2084,1877150,6212,1927540
697,2084,1877620,6212,1928010
697,2084,1878620,6212,1929010
697,2084,1879170,6212,1929560
697,2084,1879170,6212,1930030
697,2084,1879170,6212,1931030
697,2084,1880170,6212,1932030
697,2084,1881170,6212,1933030
697,2084,1882170,6212,1934030
697,2084,1883170,6212,1935030
697,2084,1883980,6212,1935840
697,2084,1884310,6212,1936170
697,2084,1884960,6212,1936820
697,2084,1885960,6212,1937820
698,2092,1886770,6212,1938630
698,2092,1886770,6212,1938630
698,2092,1887770,6212,1939630
698,2092,1888770,6212,1940630
698,2092,1888930,6212,1940790
698,2092,1889390,6212,1941250
698,2092,1890390,6212,1942250
698,2092,1891390,6212,1943250
698,2092,1892390,6212,1944250
698,2092,1892710,6212,1944570
698,2092,1893030,6212,1944890
698,2092,1893680,6212,1945540
698,2092,1893910,6212,1945770
698,2092,1894560,6212,1946420
698,2092,1895560,6212,1947420
698,2092,1896560,6212,1948420
698,2092,1897370,6212,1949230
698,2092,1897370,6212,1950230
698,2092,1898370,6212,1951230
698,2092,1898370,6212,1951230
698,2092,1899370,6212,1952230
698,2092,1900370,6212,1953230
699,2100,1900840,6212,1953700
699,2100,1901840,6212,1954700
699,2100,1902840,6212,1955700
699,2100,1903650,6212,1956510
699,2100,1904120,6212,1956980
699,2100,1905120,6212,1957980
699,2100,1906120,6212,1958980
699,2100,1907120,6212,1959980
699,2100,1908120,6212,1960980
699,2100,1908120,6212,1960980
700,2108,1908930,6212,1961790
700,2108,1909930,6212,1962790
700,2108,1910400,6212,1963260
700,2108,1911210,6212,1964070
700,2108,1912210,6212,1965070
700,2108,1913210,6212,1966070
700,2108,1913530,6212,1966390
700,2108,1914340,6212,1967200
701,2116,1915340,6212,1968200
701,2116,1915810,6212,1968670
701,2116,1916810,6212,1969670
701,2116,1916810,6212,1970670
701,2116,1917620,6212,1971480
701,2116,1917620,6212,1971950
701,2116,1918620,6212,1972950
701,2116,1919620,6212,1973950
701,2116,1920620,6212,1974950
701,2116,1921620,6212,1975950
701,2116,1922090,6212,1976420
701,2116,1923090,6212,1977420
701,2116,1923460,6212,1977790
702,2124,1924270,6212,1978600
702,2124,1924270,6212,1978600
702,2124,1924270,6212,1978600
702,2124,1925270,6212,1979600
702,2124,1925740,6212,1980070
702,2124,1925900,6212,1980230
702,2124,1926900,6212,1981230
703,2132,1927900,6212,1982230
703,2132,1928900,6212,1983230
703,2132,1929710,6212,1984040
703,2132,1929710,6212,1985040
703,2132,1930710,6212,1986040
703,2132,1931710,6212,1987040
703,2132,1931940,6212,1987270
703,2132,1932940,6212,1988270
704,2140,1940940,6212,1996270
704,2140,1941940,6212,1997270
704,2140,1942940,6212,1998270
704,2140,1942940,6212,1998270
704,2140,1942940,6212,1998270
704,2140,1943940,6212,1999270
704,2140,1944410,6212,1999740
704,2140,1944410,6212,2000740
704,2140,1945410,6212,2001740
704,2140,1946410,6212,2002740
705,2148,1947220,6212,2003550
705,2148,1948030,6212,2004360
705,2148,1949030,6212,2005360
705,2148,1949030,6212,2005360
705,2148,1950030,6212,2006360
705,2148,1951030,6212,2007360
705,2148,1951840,6212,2008170
705,2148,1953840,6212,2010170
706,2156,1954840,6212,2011170
706,2156,1955070,6212,2011400
706,2156,1955070,6212,2011400
706,2156,1956070,6212,2012400
706,2156,1957070,6212,2013400
706,2156,1958070,6212,2014400
706,2156,1958070,6212,2014720
706,2156,1958660,6212,2015310
706,2156,1959660,6212,2016310
706,2156,1960130,6212,2016780
706,2156,1960130,6212,2016780
706,2156,1961130,6212,2017780
707,2164,1962130,6212,2018780
707,2164,1963130,6212,2019780
707,2164,1963450,6212,2020100
707,2164,1964450,6212,2021100
707,2164,1965450,6212,2022100
707,2164,1966450,6212,2023100
707,2164,1966920,6212,2023570
707,2164,1967920,6212,2024570
707,2164,1967920,6212,2024570
707,2164,1968920,6212,2025570
708,2172,1969920,6212,2026570
708,2172,1970730,6212,2027380
708,2172,1971730,6212,2028380
708,2172,1971730,6212,2028380
708,2172,1972730,6212,2029380
708,2172,1973730,6212,2030380
708,2172,1974380,6212,2031030
708,2172,1975380,6212,2032030
708,2172,1975380,6212,2033030
708,2172,1975380,6212,2033680
708,2172,1975700,6212,2034000
708,2172,1976510,6212,2034810
709,2180,1977320,6212,2035620
709,2180,1977320,6212,2036210
709,2180,1978130,6212,2037020
709,2180,1978680,6212,2037570
709,2180,1979680,6212,2038570
709,2180,1979680,6212,2039040
709,2180,1980150,6212,2039510
709,2180,1981150,6212,2040510
709,2180,1981620,6212,2040980
709,2180,1982270,6212,2041630
709,2180,1983080,6212,2042440
710,2188,1983890,6212,2043250
710,2188,1984210,6212,2043570
710,2188,1985210,6212,2044570
710,2188,1986210,6212,2045570
710,2188,1987210,6212,2046570
710,2188,1987800,6212,2047160
710,2188,1987800,6212,2047160
710,2188,1987800,6212,2047160
710,2188,1987800,6212,2047160
710,2188,1988800,6212,2048160
710,2188,1989800,6212,2049160
710,2188,1990800,6212,2050160
711,2196,1991800,6212,2051160
711,2196,1992030,6212,2051390
711,2196,1993030,6212,2052390
711,2196,1993580,6212,2052940
711,2196,1994580,6212,2053940
711,2196,1995580,6212,2054940
711,2196,1996390,6212,2055750
711,2196,1997390,6212,2056750
711,2196,1997390,6212,2056750
711,2196,1997550,6212,2056910
711,2196,1997710,6212,2057070
711,2196,1997710,6212,2057070
711,2196,1998520,6212,2057880
712,2204,1999520,6212,2058880
712,2204,2000330,6212,2059690
712,2204,2000880,6212,2060240
712,2204,2001880,6212,2061240
712,2204,2002880,6212,2062240
713,2212,2010880,6212,2070240
713,2212,2010990,6212,2070350
713,2212,2011460,6212,2070820
713,2212,2011460,6212,2070820
713,2212,2012460,6212,2071820
713,2212,2012460,6212,2071820
713,2212,2013460,6212,2072820
713,2212,2014460,6212,2073820
714,2220,2015460,6212,2074820
714,2220,2016270,6212,2075630
714,2220,2017270,6212,2076630
714,2220,2017270,6212,2076630
714,2220,2018270,6212,2077630
715,2228,2019270,6212,2078630
715,2228,2020270,6212,2079630
715,2228,2020270,6212,2079630
715,2228,2021270,6212,2080630
715,2228,2022270,6212,2081630
715,2228,2023270,6212,2082630
716,2236,2024270,6212,2083630
716,2236,2025270,6212,2084630
716,2236,2026270,6212,2085630
716,2236,2027270,6212,2086630
716,2236,2028080,6212,2087440
716,2236,2029080,6212,2088440
716,2236,2029080,6212,2088440
716,2236,2030080,6212,2089440
716,2236,2031080,6212,2090440
717,2244,2032080,6212,2091440
717,2244,2033080,6212,2092440
717,2244,2033080,6212,2092440
717,2244,2033890,6212,2093250
717,2244,2034700,6212,2094060
717,2244,2035510,6212,2094870
717,2244,2035510,6212,2094870
717,2244,2035510,6212,2094870
717,2244,2035980,6212,2095340
717,2244,2036790,6212,2096150
717,2244,2037250,6212,2096610
717,2244,2038250,6212,2097610
717,2244,2038250,6212,2097610
718,2252,2039250,6212,2098610
718,2252,2039720,6212,2099080
718,2252,2040720,6212,2100080
718,2252,2041720,6212,2101080
718,2252,2042720,6212,2102080
718,2252,2043720,6212,2103080
718,2252,2044190,6212,2103550
718,2252,2045190,6212,2104550
718,2252,2046000,6212,2105360
719,2260,2047000,6212,2106360
719,2260,2048000,6212,2107360
719,2260,2049000,6212,2108360
719,2260,2050000,6212,2109360
720,2268,2051000,6212,2110360
