ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
976131.23,22.46,3.56,217016.51,4.99
975938.64,22.46,3.56,217358.83,5.0
975755.47,22.47,3.56,217091.66,5.0
975553.46,22.47,3.56,217186.7,5.0
975553.46,22.47,3.56,217186.7,5.0
975581.88,22.47,3.56,217197.34,5.0
975822.0,22.48,3.57,217170.48,5.0
975656.78,22.48,3.57,217171.56,5.0
975498.81,22.48,3.57,217013.6,5.0
975498.81,22.48,3.57,217013.6,5.0
975329.2,22.48,3.57,217017.69,5.0
975136.61,22.48,3.57,216998.72,5.0
974763.89,22.47,3.57,217075.8,5.0
974443.61,22.47,3.56,216773.67,5.0
974683.73,22.48,3.57,216731.05,5.0
974491.14,22.48,3.57,216703.02,5.0
974486.52,22.48,3.57,216685.23,5.0
974132.65,22.47,3.57,217629.74,5.02
973963.42,22.48,3.57,217450.88,5.02
974143.42,22.48,3.58,217521.79,5.02
974143.42,22.48,3.58,217521.79,5.02
974143.42,22.48,3.58,217521.79,5.02
973945.15,22.48,3.58,217489.55,5.02
973746.88,22.48,3.58,217517.71,5.02
973548.61,22.48,3.58,217496.42,5.02
973350.34,22.49,3.58,217474.27,5.02
973340.03,22.49,3.58,217642.02,5.03
973044.98,22.48,3.58,217411.55,5.02
973171.19,22.49,3.58,217503.92,5.03
972972.92,22.49,3.59,217675.28,5.03
973001.34,22.5,3.59,217685.92,5.03
973001.34,22.5,3.59,217685.92,5.03
972798.68,22.5,3.59,217650.79,5.03
972596.02,22.5,3.59,217678.4,5.04
972442.12,22.49,3.59,217520.96,5.03
972680.35,22.5,3.6,217499.05,5.03
972477.69,22.5,3.6,217511.67,5.03
972275.03,22.5,3.6,217497.59,5.03
972072.37,22.5,3.6,217475.08,5.03
971777.89,22.5,3.59,217247.28,5.03
971552.98,22.5,3.59,217520.35,5.04
971674.8,22.5,3.6,217687.96,5.04
971470.07,22.5,3.59,217569.48,5.04
971601.96,22.5,3.6,217535.76,5.04
971409.37,22.5,3.6,217522.9,5.04
971216.78,22.51,3.6,217601.45,5.04
971212.15,22.51,3.61,217551.22,5.04
971212.15,22.51,3.61,217551.22,5.04
971019.56,22.51,3.61,217521.38,5.04
971020.05,22.51,3.61,217523.51,5.04
970827.46,22.51,3.61,218215.44,5.06
970634.87,22.51,3.61,218148.09,5.06
970908.04,22.52,3.62,218153.48,5.06
970715.45,22.52,3.62,218129.69,5.06
970522.86,22.52,3.62,218112.11,5.06
970518.23,22.53,3.62,218158.67,5.06
970145.52,22.52,3.62,218131.55,5.06
969952.93,22.52,3.62,218114.41,5.06
969760.33,22.52,3.62,218383.69,5.07
969567.74,22.52,3.62,218261.88,5.07
969375.15,22.52,3.62,218335.48,5.07
969375.15,22.52,3.62,218335.48,5.07
969403.57,22.53,3.62,218346.12,5.07
969210.98,22.53,3.62,218316.47,5.07
969451.11,22.54,3.63,218300.28,5.07
969446.48,22.54,3.64,218329.38,5.08
969253.89,22.54,3.64,218303.34,5.08
969061.3,22.54,3.64,218288.67,5.08
968766.82,22.54,3.63,218047.9,5.07
968762.2,22.54,3.64,218760.85,5.09
968596.97,22.54,3.64,218756.18,5.09
968224.26,22.54,3.63,218421.92,5.08
968031.67,22.54,3.63,218566.55,5.09
968031.67,22.54,3.63,218566.55,5.09
968021.36,22.54,3.64,218543.33,5.09
968021.36,22.54,3.64,218543.33,5.09
967823.09,22.54,3.64,218533.83,5.09
967624.82,22.54,3.64,218573.33,5.09
967426.55,22.54,3.64,218547.95,5.09
967228.28,22.54,3.64,218524.01,5.09
967462.72,22.55,3.65,219059.06,5.11
967264.45,22.55,3.65,219060.54,5.11
966990.02,22.55,3.64,218858.1,5.1
967018.44,22.55,3.65,218868.74,5.1
967018.93,22.55,3.65,218870.5,5.1
967023.01,22.55,3.65,218875.32,5.1
966830.41,22.55,3.65,218837.16,5.1
967070.54,22.56,3.66,218887.93,5.11
966912.58,22.56,3.66,218742.4,5.1
966719.98,22.56,3.66,218708.21,5.1
966554.76,22.56,3.66,218714.38,5.11
966362.17,22.56,3.66,218691.34,5.11
966357.54,22.57,3.66,219248.97,5.12
966357.54,22.57,3.66,219248.97,5.12
966164.95,22.57,3.66,219134.36,5.12
965972.36,22.57,3.66,219307.85,5.12
965829.23,22.57,3.66,219336.54,5.12
965630.96,22.57,3.66,219299.21,5.12
964123.28,22.57,3.67,219240.38,5.13
963925.01,22.57,3.67,219237.49,5.13
963726.74,22.57,3.67,219303.51,5.14
963726.74,22.57,3.67,219300.44,5.14
963741.22,22.58,3.67,219310.4,5.14
963542.95,22.58,3.67,219234.12,5.14
963777.4,22.58,3.68,219230.04,5.14
963777.4,22.58,3.68,219230.04,5.14
963588.55,22.58,3.68,219780.89,5.15
963405.49,22.59,3.68,219673.75,5.15
963433.91,22.59,3.69,219684.39,5.15
963429.28,22.59,3.69,219662.51,5.15
963236.69,22.6,3.69,219637.15,5.15
963236.69,22.6,3.69,219637.69,5.15
963044.1,22.6,3.69,219685.24,5.15
962851.51,22.6,3.69,219631.3,5.15
962846.88,22.6,3.7,219626.08,5.16
962461.7,22.6,3.7,220181.04,5.17
962302.16,22.6,3.7,220184.3,5.17
962135.71,22.6,3.7,220022.05,5.17
962135.71,22.6,3.7,220020.37,5.17
961943.12,22.6,3.7,219990.97,5.17
961750.53,22.6,3.7,220058.37,5.17
961557.94,22.6,3.7,219993.76,5.17
961557.94,22.6,3.7,219993.76,5.17
961743.28,22.61,3.71,219972.45,5.17
961550.69,22.61,3.71,220384.02,5.18
961790.81,22.62,3.72,220443.39,5.18
961792.28,22.62,3.72,220536.85,5.19
961599.69,22.62,3.72,220906.1,5.2
961440.15,22.62,3.72,220903.16,5.2
961247.56,22.62,3.72,220872.68,5.2
960984.26,22.62,3.72,220534.84,5.19
960791.67,22.62,3.72,220583.11,5.19
960599.07,22.62,3.72,220569.2,5.19
960406.48,22.62,3.72,220598.98,5.2
960646.61,22.63,3.73,220624.71,5.2
960454.02,22.63,3.73,220975.41,5.21
960454.02,22.63,3.73,220949.92,5.21
960261.43,22.63,3.73,220858.11,5.21
960101.88,22.63,3.73,220857.22,5.21
960097.26,22.64,3.73,220837.52,5.21
959904.67,22.64,3.73,220858.97,5.21
960000.44,22.64,3.74,221013.3,5.21
959807.85,22.64,3.74,220992.02,5.21
959615.26,22.64,3.74,220969.98,5.21
959747.15,22.65,3.75,221376.09,5.22
959554.56,22.65,3.75,221225.73,5.22
959554.56,22.65,3.75,221225.73,5.22
959554.56,22.65,3.75,221225.73,5.22
959307.21,22.64,3.74,221009.21,5.22
959302.58,22.65,3.75,221337.15,5.23
959331.0,22.65,3.75,221347.79,5.23
959331.0,22.65,3.75,221347.79,5.23
959326.38,22.66,3.76,221325.91,5.23
959548.59,22.67,3.76,221343.67,5.23
959355.99,22.67,3.76,221321.12,5.23
959355.99,22.67,3.76,221321.12,5.23
959596.12,22.68,3.77,221303.49,5.23
959403.53,22.68,3.77,221292.2,5.23
959030.81,22.67,3.77,221875.87,5.24
959162.7,22.68,3.77,221990.67,5.25
959158.07,22.68,3.78,222446.21,5.26
959186.49,22.69,3.78,222456.85,5.26
958892.01,22.68,3.78,222260.81,5.26
958699.42,22.68,3.78,222218.12,5.26
958506.83,22.68,3.78,222265.41,5.26
958314.24,22.68,3.78,222250.63,5.26
958499.58,22.69,3.79,222206.33,5.26
958499.58,22.69,3.79,222207.91,5.26
958499.58,22.69,3.79,222247.39,5.26
958503.65,22.69,3.79,222250.78,5.26
958311.06,22.69,3.79,222685.98,5.27
958118.47,22.69,3.79,222451.31,5.27
957925.88,22.69,3.79,222797.97,5.28
957766.33,22.69,3.79,222804.14,5.28
957545.43,22.69,3.79,222582.23,5.27
957352.84,22.69,3.79,222558.21,5.28
957575.05,22.7,3.8,222596.91,5.28
957382.46,22.7,3.8,222571.94,5.28
957189.87,22.7,3.8,222537.03,5.28
957185.24,22.71,3.8,222528.13,5.28
957002.08,22.71,3.8,223270.83,5.3
957002.08,22.71,3.8,223301.53,5.3
956843.62,22.7,3.8,223143.56,5.29
956685.17,22.7,3.8,222985.35,5.29
956685.17,22.7,3.8,222985.35,5.29
956671.12,22.71,3.8,223008.75,5.29
956511.57,22.71,3.8,223009.84,5.29
956506.95,22.71,3.81,222989.74,5.29
956729.15,22.72,3.82,223013.13,5.3
956536.56,22.72,3.82,222986.68,5.3
956343.97,22.72,3.82,222964.96,5.3
954836.29,22.73,3.82,222906.13,5.31
954728.33,22.73,3.82,222798.49,5.3
954968.45,22.73,3.83,223123.78,5.31
954968.45,22.73,3.83,223123.78,5.31
953974.25,22.72,3.81,222126.89,5.29
953974.25,22.72,3.81,222126.89,5.29
953781.66,22.72,3.81,222222.89,5.29
953589.07,22.72,3.81,222567.37,5.3
953429.52,22.72,3.82,222557.45,5.3
953424.89,22.72,3.82,222539.48,5.3
953232.3,22.72,3.82,222568.23,5.31
953232.3,22.72,3.82,222568.23,5.31
953039.71,22.73,3.82,222532.21,5.31
952870.1,22.73,3.82,222541.4,5.31
952677.51,22.73,3.82,222534.34,5.31
952677.51,22.73,3.82,222534.34,5.31
952484.92,22.73,3.82,222941.63,5.32
952301.75,22.73,3.83,222578.4,5.31
952099.74,22.73,3.83,222704.92,5.32
951940.19,22.73,3.83,222708.18,5.32
951747.6,22.73,3.83,222671.59,5.32
951555.01,22.73,3.83,222704.18,5.32
951362.42,22.73,3.83,222678.96,5.32
951357.79,22.74,3.83,222668.49,5.32
951165.2,22.74,3.84,222804.65,5.33
951235.66,22.74,3.84,223174.76,5.34
951043.07,22.74,3.84,223195.35,5.34
950850.48,22.74,3.84,223177.65,5.34
950690.93,22.74,3.84,223176.75,5.34
950498.34,22.75,3.84,223148.78,5.34
950498.83,22.75,3.84,223175.78,5.34
950494.21,22.75,3.85,223167.26,5.34
950489.58,22.75,3.85,223205.98,5.34
950484.95,22.76,3.85,223181.82,5.34
950486.99,22.76,3.85,223184.62,5.34
950486.99,22.76,3.85,223184.62,5.34
950727.12,22.77,3.86,223161.43,5.34
950722.49,22.77,3.87,223158.09,5.34
950359.77,22.76,3.86,223989.17,5.37
950167.18,22.77,3.86,223863.99,5.36
950175.19,22.77,3.86,223862.56,5.36
950015.65,22.77,3.86,223863.65,5.36
950255.77,22.78,3.87,223836.42,5.36
950063.18,22.78,3.87,223879.54,5.37
949870.59,22.78,3.87,223844.68,5.37
949678.0,22.78,3.87,223818.31,5.37
949485.41,22.78,3.88,224101.0,5.38
949112.69,22.77,3.87,223938.55,5.37
948929.52,22.77,3.87,223857.78,5.37
948915.48,22.78,3.87,224049.87,5.38
948755.93,22.78,3.88,224046.75,5.38
948563.34,22.78,3.88,224018.72,5.38
948370.75,22.78,3.88,224073.38,5.38
948178.16,22.78,3.88,224030.23,5.38
948012.93,22.78,3.88,224036.41,5.38
947820.34,22.78,3.88,224009.61,5.38
948060.47,22.79,3.89,224625.88,5.4
947861.73,22.79,3.89,224450.3,5.4
948119.74,22.8,3.9,224699.12,5.4
947530.6,22.79,3.89,224321.25,5.4
947332.32,22.79,3.89,224294.92,5.4
947566.77,22.8,3.9,224279.08,5.4
947290.01,22.8,3.89,223989.48,5.39
947091.74,22.8,3.89,224156.03,5.4
946893.47,22.8,3.89,224129.08,5.4
946883.16,22.8,3.9,224000.02,5.39
946694.31,22.8,3.9,224698.02,5.41
946835.72,22.81,3.91,224858.05,5.42
946836.21,22.81,3.91,224859.88,5.42
946836.21,22.81,3.91,224859.88,5.42
946676.67,22.81,3.91,224866.06,5.42
946672.04,22.82,3.91,224846.15,5.42
946416.1,22.81,3.91,224545.23,5.41
946416.1,22.81,3.91,224545.23,5.41
946223.51,22.81,3.91,224521.58,5.41
946030.92,22.81,3.91,224596.45,5.42
945838.33,22.81,3.91,224644.99,5.42
945645.74,22.81,3.91,224591.16,5.42
945645.74,22.81,3.91,224591.16,5.42
945645.74,22.81,3.91,224591.16,5.42
945492.13,22.82,3.91,224969.75,5.43
945261.05,22.82,3.91,224688.59,5.42
945263.01,22.82,3.91,224802.03,5.43
945097.79,22.82,3.91,224798.2,5.43
945332.23,22.83,3.92,224770.17,5.43
945321.93,22.83,3.93,224822.18,5.43
945311.62,22.83,3.93,224789.27,5.43
945113.35,22.84,3.93,224759.85,5.43
945103.04,22.84,3.94,225094.91,5.44
944904.77,22.84,3.94,225217.73,5.44
944534.99,22.83,3.93,224926.31,5.44
944534.99,22.83,3.93,224871.9,5.44
944336.72,22.83,3.93,225172.65,5.44
943964.0,22.83,3.93,225021.85,5.44
944245.34,22.84,3.94,225019.75,5.44
944052.75,22.84,3.94,225050.81,5.44
943860.16,22.84,3.94,225012.53,5.44
943855.53,22.84,3.94,224988.15,5.45
943888.47,22.84,3.94,225078.69,5.45
943888.47,22.84,3.94,225078.69,5.45
943517.59,22.84,3.94,225236.91,5.45
943517.59,22.84,3.94,225236.91,5.45
943757.72,22.85,3.94,225227.54,5.45
943565.13,22.85,3.95,225065.08,5.45
943560.5,22.85,3.95,225844.8,5.47
943367.91,22.85,3.95,225887.65,5.47
943208.37,22.85,3.95,225878.15,5.47
943015.78,22.86,3.95,225908.31,5.48
942823.18,22.86,3.95,225870.13,5.48
942630.59,22.86,3.95,225849.76,5.48
942311.76,22.85,3.95,225531.47,5.47
942119.17,22.85,3.95,225561.93,5.47
941926.58,22.85,3.95,225526.4,5.47
941733.99,22.85,3.95,225514.66,5.47
941541.4,22.85,3.95,225510.53,5.47
941381.85,22.86,3.95,225486.64,5.47
941009.13,22.85,3.95,225157.08,5.47
940816.54,22.85,3.95,225256.15,5.47
940623.95,22.85,3.95,225239.69,5.47
940431.36,22.85,3.95,225148.86,5.47
940431.36,22.85,3.95,225148.86,5.47
940426.74,22.86,3.95,225427.36,5.48
940426.74,22.86,3.95,225411.09,5.48
940426.74,22.86,3.95,225411.09,5.48
940234.14,22.86,3.96,225322.9,5.48
939939.67,22.85,3.95,225223.62,5.48
939783.42,22.85,3.95,225067.37,5.47
940005.63,22.86,3.96,224918.52,5.47
940137.51,22.86,3.96,225810.97,5.49
940165.93,22.87,3.97,225821.61,5.49
939973.34,22.87,3.97,225791.96,5.49
939780.75,22.87,3.97,225773.58,5.49
939588.16,22.87,3.97,225779.14,5.5
939395.57,22.87,3.97,225765.32,5.5
939390.94,22.88,3.98,225762.49,5.5
939186.22,22.87,3.97,225482.01,5.49
939186.22,22.87,3.97,225482.01,5.49
938993.63,22.87,3.97,225957.87,5.5
938835.17,22.87,3.97,225799.42,5.5
938642.58,22.87,3.97,225650.34,5.5
938483.04,22.87,3.97,225649.45,5.5
938483.04,22.87,3.97,225649.45,5.5
938290.45,22.88,3.97,225616.53,5.5
936782.77,22.88,3.98,225557.7,5.51
936778.14,22.89,3.98,225600.58,5.51
936585.55,22.89,3.99,225569.9,5.51
936392.96,22.89,3.99,225546.69,5.51
936633.09,22.9,4.0,225543.94,5.51
936440.49,22.9,4.0,226093.25,5.53
936435.87,22.9,4.0,226300.65,5.53
936276.32,22.9,4.0,226295.98,5.54
936083.73,22.91,4.0,226266.6,5.54
935799.15,22.9,4.0,226024.58,5.53
935799.15,22.9,4.0,226064.71,5.53
935799.15,22.9,4.0,226064.71,5.53
935799.15,22.9,4.0,226064.71,5.53
935426.44,22.89,3.99,225687.11,5.52
934656.08,22.9,3.99,226046.76,5.54
934651.45,22.9,4.0,225930.37,5.54
934646.82,22.91,4.0,225999.45,5.54
934647.8,22.91,4.0,226047.21,5.54
934488.26,22.91,4.01,226053.39,5.54
934295.67,22.91,4.01,226013.17,5.54
934010.6,22.9,4.0,225645.43,5.53
934011.58,22.9,4.0,225686.55,5.53
933818.99,22.9,4.0,226186.4,5.55
933950.87,22.91,4.01,226147.3,5.55
933950.87,22.91,4.01,226234.81,5.55
933875.23,22.92,4.01,226148.55,5.55
933908.3,22.92,4.02,227277.47,5.58
933748.75,22.92,4.02,227269.22,5.58
933872.26,22.93,4.03,226721.28,5.57
933872.26,22.93,4.03,226721.28,5.57
933646.49,22.93,4.03,226691.02,5.57
933886.62,22.94,4.03,226667.42,5.57
932378.94,22.95,4.04,226608.59,5.58
932186.35,22.95,4.04,226803.64,5.58
932027.89,22.94,4.04,226645.67,5.58
932027.89,22.94,4.04,226645.67,5.58
931655.17,22.94,4.03,226661.68,5.58
931655.17,22.94,4.03,226661.68,5.58
931655.17,22.94,4.03,226661.68,5.58
931650.55,22.94,4.04,226600.3,5.58
931574.91,22.95,4.04,228428.35,5.63
932045.06,22.96,4.05,228061.0,5.62
932450.56,22.97,4.07,228268.23,5.62
932291.01,22.98,4.07,228274.41,5.63
932098.42,22.98,4.07,228250.38,5.63
931905.83,22.98,4.07,228333.07,5.63
932145.95,22.99,4.08,228238.96,5.63
931953.36,22.99,4.08,229046.67,5.65
931728.4,22.98,4.08,228696.11,5.64
931728.4,22.98,4.08,228696.11,5.64
932342.05,23.0,4.1,229422.95,5.66
932342.05,23.0,4.1,229422.95,5.66
932182.51,23.01,4.1,229429.13,5.66
932182.51,23.01,4.1,229429.13,5.66
931989.92,23.01,4.1,229402.8,5.66
931989.92,23.01,4.1,229402.8,5.66
931381.58,23.0,4.09,228768.23,5.65
931381.58,23.0,4.09,228768.23,5.65
931188.99,23.0,4.09,228750.2,5.65
930996.4,23.0,4.09,228758.88,5.65
931236.53,23.01,4.1,228782.72,5.65
931236.53,23.01,4.1,228782.72,5.65
931721.16,23.02,4.12,229456.84,5.67
931547.41,23.02,4.12,230464.65,5.7
931962.1,23.03,4.13,230922.69,5.71
931802.55,23.04,4.13,230921.8,5.71
931309.98,23.03,4.13,230124.26,5.69
931117.38,23.03,4.13,230091.11,5.69
930924.79,23.03,4.13,230166.42,5.69
930732.2,23.03,4.13,230147.42,5.7
930732.2,23.03,4.13,230147.42,5.7
930732.2,23.03,4.13,230147.42,5.7
930221.81,23.02,4.12,229673.9,5.68
930029.22,23.03,4.12,229615.73,5.68
930214.55,23.03,4.13,230050.09,5.7
930214.55,23.03,4.13,230050.09,5.7
930209.93,23.04,4.13,230100.89,5.7
930017.34,23.04,4.14,230094.53,5.7
930017.34,23.04,4.14,230094.53,5.7
929857.79,23.04,4.14,230090.7,5.7
930097.92,23.05,4.15,230062.67,5.7
929725.2,23.04,4.14,230140.83,5.7
929720.57,23.05,4.14,230097.4,5.7
929720.57,23.05,4.14,230097.4,5.7
929715.95,23.05,4.15,230072.24,5.7
929715.95,23.05,4.15,230072.24,5.7
929847.83,23.06,4.16,230051.36,5.7
929843.21,23.06,4.16,230650.09,5.72
929555.28,23.06,4.15,230423.15,5.72
929740.61,23.07,4.16,230110.29,5.71
929548.02,23.07,4.16,231147.91,5.74
929548.02,23.07,4.16,231147.91,5.74
929229.02,23.06,4.16,230829.69,5.73
929013.05,23.06,4.15,230623.8,5.72
929013.05,23.06,4.15,230623.8,5.72
928718.58,23.05,4.15,230203.77,5.71
928559.03,23.05,4.15,230204.86,5.72
928366.44,23.05,4.15,230177.64,5.72
928173.85,23.06,4.15,230209.1,5.72
926666.17,23.06,4.16,230150.27,5.73
926666.17,23.06,4.16,230150.27,5.73
926378.24,23.06,4.15,229978.16,5.72
926779.72,23.07,4.17,229937.16,5.72
926475.23,23.06,4.16,229931.77,5.72
926475.23,23.06,4.16,229931.77,5.72
926715.36,23.07,4.17,230072.17,5.73
926495.78,23.07,4.17,229951.55,5.73
926495.78,23.07,4.17,229951.55,5.73
926303.18,23.07,4.17,229924.75,5.73
925307.44,23.05,4.15,228927.08,5.7
925529.65,23.06,4.16,229718.54,5.72
925337.06,23.06,4.16,229769.52,5.73
925337.06,23.06,4.16,229769.52,5.73
925365.48,23.07,4.16,229753.32,5.73
925172.89,23.07,4.16,229785.15,5.73
924980.3,23.07,4.16,229762.83,5.73
924787.71,23.07,4.17,229743.91,5.73
924973.05,23.08,4.17,229971.17,5.74
924780.46,23.08,4.17,230287.93,5.75
924597.29,23.08,4.18,230114.65,5.74
924402.17,23.08,4.18,230271.35,5.75
924402.17,23.08,4.18,230266.87,5.75
924430.59,23.09,4.18,230250.67,5.75
924238.0,23.09,4.18,230233.61,5.75
924045.41,23.09,4.18,230256.82,5.75
924049.73,23.09,4.18,230258.46,5.75
923857.13,23.09,4.18,230231.92,5.75
923691.91,23.09,4.19,230231.03,5.76
923499.32,23.09,4.19,230366.47,5.76
923499.32,23.09,4.19,230366.47,5.76
923494.69,23.1,4.19,230272.1,5.76
923302.1,23.1,4.19,230219.47,5.76
923103.83,23.1,4.19,230191.49,5.76
923103.83,23.1,4.19,230191.49,5.76
922911.04,23.09,4.19,230010.84,5.76
922718.45,23.09,4.19,230375.63,5.77
922520.18,23.1,4.19,230431.87,5.77
922321.91,23.1,4.19,230388.8,5.77
922123.64,23.1,4.19,230368.49,5.77
922123.64,23.1,4.19,230368.49,5.77
922249.85,23.1,4.2,230907.41,5.78
922092.37,23.11,4.2,230727.41,5.78
922041.27,23.11,4.21,230805.51,5.78
921668.55,23.1,4.2,230426.01,5.78
921696.97,23.11,4.21,230436.65,5.78
921692.35,23.11,4.21,230414.77,5.78
921932.47,23.12,4.22,230391.59,5.78
921960.03,23.12,4.22,230471.75,5.78
921961.01,23.12,4.22,230473.2,5.78
921961.01,23.12,4.22,230473.2,5.78
921768.42,23.12,4.22,230514.94,5.78
921575.83,23.12,4.22,230494.12,5.78
921571.21,23.13,4.23,230476.7,5.78
921378.62,23.13,4.23,230457.46,5.79
921093.55,23.12,4.22,230242.21,5.78
920900.96,23.13,4.22,231221.67,5.81
920741.41,23.13,4.22,231227.85,5.81
920741.41,23.13,4.22,231228.87,5.81
920548.82,23.13,4.22,231204.85,5.81
920544.2,23.13,4.23,231185.31,5.81
920550.3,23.13,4.23,231188.3,5.81
920357.71,23.13,4.23,231265.56,5.81
920165.12,23.13,4.23,231287.37,5.81
919972.53,23.14,4.23,231280.04,5.82
919789.36,23.14,4.23,231581.57,5.83
919789.36,23.14,4.23,231581.57,5.83
919789.36,23.14,4.23,231581.57,5.83
920237.88,23.15,4.25,231947.92,5.83
920237.88,23.15,4.25,231947.92,5.83
920266.3,23.15,4.25,231958.56,5.84
919927.8,23.15,4.25,231677.5,5.83
919923.18,23.15,4.25,231655.62,5.83
919730.59,23.15,4.25,231630.26,5.83
919725.96,23.16,4.26,231657.57,5.83
919911.3,23.17,4.26,231632.58,5.83
919718.71,23.17,4.27,232083.62,5.85
919526.12,23.17,4.27,231998.32,5.85
919711.45,23.18,4.27,232936.64,5.87
919338.74,23.17,4.27,232544.92,5.86
919338.74,23.17,4.27,232544.92,5.86
919367.16,23.18,4.27,232555.56,5.86
919208.7,23.17,4.27,232397.1,5.86
919204.08,23.18,4.27,232375.22,5.86
919204.08,23.18,4.27,232347.76,5.86
919335.96,23.18,4.28,232323.84,5.86
919143.37,23.19,4.28,232359.5,5.86
918950.78,23.19,4.28,232317.18,5.86
918758.19,23.19,4.28,232728.15,5.87
918758.19,23.19,4.28,232728.15,5.87
918565.6,23.19,4.29,232790.27,5.88
918373.01,23.19,4.29,232900.23,5.88
918213.46,23.19,4.29,232903.49,5.88
918020.87,23.19,4.29,232871.36,5.88
918260.99,23.2,4.3,232945.69,5.89
918260.99,23.2,4.3,232945.69,5.89
918061.14,23.2,4.29,232780.95,5.88
917868.55,23.2,4.3,232710.78,5.88
917495.83,23.19,4.29,232693.43,5.88
917303.24,23.19,4.29,233742.61,5.91
917621.33,23.2,4.3,233725.04,5.91
917936.76,23.22,4.31,233785.58,5.91
918218.09,23.23,4.32,233783.48,5.91
917847.21,23.22,4.32,233755.95,5.91
917654.62,23.22,4.32,233800.77,5.92
917654.62,23.22,4.32,233800.77,5.92
917894.75,23.23,4.33,233783.03,5.92
917894.75,23.23,4.33,233783.03,5.92
917702.15,23.23,4.33,233750.63,5.92
917019.36,23.22,4.32,233230.04,5.91
916826.77,23.22,4.32,234067.56,5.93
916482.32,23.22,4.31,234367.65,5.94
916533.85,23.22,4.32,233554.66,5.92
916374.3,23.22,4.32,233551.54,5.92
916620.82,23.24,4.33,234302.12,5.94
916428.23,23.24,4.33,234276.37,5.94
915904.15,23.23,4.32,233687.29,5.93
915899.52,23.23,4.33,233678.77,5.93
915899.52,23.23,4.33,233678.77,5.93
915905.63,23.23,4.33,233712.35,5.93
915135.26,23.24,4.33,234018.83,5.94
915267.15,23.24,4.34,234134.79,5.95
915107.6,23.25,4.34,234130.37,5.95
914915.01,23.25,4.34,234101.34,5.95
914915.01,23.25,4.34,234101.34,5.95
914722.42,23.25,4.34,234221.09,5.95
914722.42,23.25,4.34,234221.09,5.95
914529.83,23.25,4.35,234230.05,5.95
914191.9,23.24,4.34,233875.18,5.95
914196.46,23.24,4.34,233952.32,5.95
914196.46,23.24,4.34,234058.34,5.95
914003.87,23.24,4.34,234726.45,5.97
913999.25,23.25,4.34,234283.12,5.96
914223.94,23.26,4.35,234162.27,5.96
914126.5,23.26,4.36,234612.54,5.97
914399.67,23.27,4.37,234617.92,5.97
914399.67,23.27,4.37,234617.92,5.97
914531.56,23.28,4.37,234582.13,5.97
914338.97,23.28,4.37,234685.83,5.97
914338.97,23.28,4.37,234685.83,5.97
914146.38,23.28,4.38,234779.62,5.98
913949.38,23.28,4.37,234578.61,5.97
913756.78,23.28,4.37,234513.97,5.97
913758.82,23.28,4.37,234523.65,5.97
913758.82,23.28,4.37,234523.65,5.97
913585.08,23.28,4.37,235933.36,6.01
913871.05,23.29,4.38,235043.85,5.99
913750.08,23.29,4.39,235691.47,6.01
914031.42,23.3,4.4,235689.37,6.01
914031.42,23.3,4.4,235689.37,6.01
913838.83,23.3,4.4,235659.65,6.01
913467.95,23.3,4.39,235733.97,6.01
913275.35,23.3,4.39,235654.26,6.01
913275.35,23.3,4.39,235654.26,6.01
913082.76,23.3,4.39,235690.87,6.01
913322.89,23.31,4.4,236836.78,6.04
913130.3,23.31,4.4,236067.8,6.03
913135.09,23.31,4.41,235761.82,6.02
912957.71,23.31,4.41,236369.93,6.04
912799.26,23.31,4.41,236211.96,6.03
912639.71,23.31,4.41,236218.14,6.03
912639.71,23.31,4.41,236218.14,6.03
912447.12,23.31,4.41,236180.8,6.03
912447.12,23.31,4.41,236180.8,6.03
912254.53,23.31,4.41,236221.28,6.04
912061.94,23.32,4.41,236182.31,6.04
912247.28,23.32,4.42,236413.19,6.04
911851.97,23.32,4.41,235995.9,6.03
912083.93,23.33,4.42,235747.94,6.03
911891.34,23.33,4.42,236468.17,6.05
911891.34,23.33,4.42,236468.17,6.05
911526.21,23.32,4.42,236099.89,6.04
911329.54,23.32,4.42,236175.03,6.04
911169.99,23.32,4.42,236165.11,6.05
910977.4,23.32,4.42,236140.98,6.05
911217.53,23.33,4.43,236226.88,6.05
911014.87,23.33,4.43,236191.84,6.05
910849.64,23.34,4.43,236192.92,6.05
910657.05,23.34,4.43,236141.29,6.05
910464.46,23.34,4.43,236096.82,6.05
910271.87,23.34,4.43,236895.73,6.07
910276.67,23.34,4.44,236698.2,6.07
910128.7,23.35,4.44,236775.66,6.07
