ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
619823.9,33.43,14.5,338812.8,18.28
619631.31,33.44,14.51,338774.14,18.28
619438.72,33.45,14.52,338843.75,18.3
619438.72,33.45,14.52,338843.75,18.3
619054.0,33.44,14.51,338298.22,18.28
619455.48,33.47,14.54,338241.76,18.27
619262.89,33.48,14.55,338217.84,18.28
619262.89,33.48,14.55,338217.84,18.28
619258.27,33.49,14.56,338233.97,18.29
619253.64,33.5,14.57,338950.74,18.34
619249.01,33.52,14.59,339309.8,18.37
619277.43,33.54,14.6,339320.44,18.37
619084.84,33.54,14.61,339284.73,18.38
618892.25,33.55,14.62,339327.22,18.4
618892.25,33.55,14.62,339327.22,18.4
618699.66,33.56,14.63,339269.12,18.4
618695.03,33.57,14.64,339345.38,18.41
618390.54,33.56,14.63,338988.82,18.4
618385.92,33.58,14.65,338967.42,18.41
618626.04,33.6,14.67,338959.52,18.41
618626.31,33.6,14.67,338963.35,18.41
618362.56,33.59,14.66,338697.0,18.4
618192.94,33.6,14.67,338703.27,18.41
617820.23,33.59,14.66,339337.79,18.45
617815.6,33.6,14.67,339437.71,18.46
617599.07,33.6,14.67,339228.64,18.45
617599.07,33.6,14.67,339228.64,18.45
617439.53,33.61,14.68,339220.39,18.46
617447.67,33.61,14.68,339240.82,18.46
617447.67,33.61,14.68,339352.54,18.47
617447.67,33.61,14.68,339352.54,18.47
617255.08,33.61,14.68,339541.07,18.49
617487.04,33.64,14.71,339327.58,18.48
617260.35,33.63,14.7,339825.9,18.51
617067.76,33.64,14.71,339792.78,18.52
616903.43,33.65,14.72,339813.62,18.53
616903.43,33.65,14.72,339813.62,18.53
616685.32,33.64,14.71,339585.74,18.52
617316.41,33.69,14.76,340335.81,18.57
617156.86,33.7,14.77,340331.39,18.58
617156.86,33.7,14.77,340331.39,18.58
616162.11,33.67,14.74,339338.2,18.54
615969.52,33.67,14.74,339311.47,18.55
616258.78,33.7,14.77,339777.42,18.58
616569.98,33.72,14.79,339841.51,18.59
616377.38,33.73,14.8,339776.43,18.59
616031.88,33.72,14.79,339766.93,18.6
615839.29,33.73,14.8,340953.24,18.67
616259.62,33.75,14.82,340394.75,18.64
616259.62,33.75,14.82,340394.75,18.64
615902.74,33.75,14.82,340969.16,18.68
615743.19,33.76,14.83,340960.91,18.69
615996.55,33.79,14.86,340813.64,18.69
615283.69,33.77,14.84,340081.49,18.66
615091.1,33.78,14.84,340055.7,18.67
615086.47,33.79,14.86,340134.86,18.69
614893.88,33.8,14.87,340087.95,18.69
614701.29,33.81,14.88,340322.18,18.72
614707.4,33.81,14.88,340345.01,18.72
614514.81,33.81,14.88,340187.65,18.72
614331.64,33.82,14.89,340179.07,18.73
614317.59,33.84,14.91,340390.88,18.75
614317.59,33.84,14.91,340390.88,18.75
614317.59,33.84,14.91,340431.01,18.75
614346.01,33.85,14.92,340441.65,18.76
614153.42,33.86,14.93,340403.5,18.77
614153.42,33.86,14.93,340403.5,18.77
613960.83,33.87,14.94,340440.08,18.78
613960.83,33.87,14.94,340440.08,18.78
613956.2,33.89,14.95,340411.91,18.79
614088.08,33.9,14.97,340391.39,18.79
614083.46,33.92,14.99,340384.53,18.8
613890.87,33.93,15.0,341173.23,18.86
613890.87,33.93,15.0,341173.23,18.86
613698.28,33.94,15.0,341124.6,18.86
614042.52,33.96,15.03,341115.29,18.87
613697.02,33.95,15.02,341095.35,18.87
613692.39,33.97,15.04,341141.75,18.88
613499.8,33.97,15.04,341107.29,18.89
613307.21,33.98,15.05,341083.74,18.9
613114.62,33.99,15.06,341501.33,18.93
613114.62,33.99,15.06,341501.33,18.93
613114.62,33.99,15.06,341501.33,18.93
612922.03,34.0,15.07,341219.4,18.93
613144.24,34.02,15.09,341850.18,18.97
612951.64,34.03,15.1,341754.45,18.97
612792.1,34.04,15.11,341757.72,18.98
612599.51,34.05,15.12,341732.78,18.99
612406.92,34.06,15.12,341895.77,19.01
612406.92,34.06,15.12,341895.77,19.01
612214.33,34.06,15.13,341954.15,19.03
612252.0,34.07,15.13,342064.56,19.03
612252.0,34.07,15.13,342064.56,19.03
612247.37,34.08,15.15,341847.19,19.03
612506.34,34.11,15.17,343068.99,19.1
612333.89,34.11,15.18,342465.95,19.08
612174.34,34.12,15.19,342462.83,19.09
611996.82,34.13,15.2,342496.34,19.1
611804.23,34.14,15.21,342465.41,19.11
611804.23,34.14,15.21,342469.23,19.11
611804.23,34.14,15.21,342609.11,19.12
611611.64,34.15,15.22,342661.65,19.13
611419.05,34.16,15.23,342648.17,19.14
611550.93,34.18,15.25,342598.97,19.15
611377.18,34.19,15.26,343603.77,19.21
611219.22,34.18,15.25,343446.45,19.21
611518.61,34.22,15.29,343438.53,19.22
611518.61,34.22,15.29,343438.53,19.22
611359.06,34.23,15.3,343441.79,19.23
611359.06,34.23,15.3,343441.79,19.23
611166.47,34.24,15.3,343407.37,19.24
611197.11,34.24,15.31,343428.64,19.24
610499.16,34.22,15.29,342748.91,19.21
610499.16,34.22,15.29,342748.91,19.21
610499.16,34.22,15.29,342748.91,19.21
610306.57,34.23,15.29,342830.23,19.23
610113.98,34.24,15.3,342772.48,19.23
610354.11,34.26,15.33,342735.81,19.24
609981.39,34.25,15.31,342741.16,19.24
609788.8,34.25,15.32,342930.44,19.26
610028.92,34.28,15.34,343007.18,19.27
609836.33,34.29,15.35,343223.47,19.3
609611.37,34.28,15.35,342981.51,19.29
608103.69,34.35,15.42,342922.68,19.37
607944.14,34.36,15.43,342928.86,19.38
607944.14,34.36,15.43,342928.86,19.38
607744.2,34.35,15.42,342727.07,19.37
607585.75,34.35,15.41,342568.8,19.37
607261.02,34.34,15.4,342225.38,19.35
607068.43,34.34,15.41,342201.36,19.36
607063.8,34.36,15.43,342181.82,19.37
606848.82,34.35,15.42,341986.24,19.36
606848.82,34.35,15.42,341986.24,19.36
606844.19,34.37,15.43,342038.95,19.37
606651.6,34.38,15.44,341990.59,19.38
606459.01,34.38,15.45,341985.86,19.39
606459.01,34.38,15.45,341985.86,19.39
606860.49,34.41,15.48,342728.63,19.43
606667.9,34.42,15.49,342756.75,19.45
606667.9,34.42,15.49,342756.75,19.45
606508.36,34.43,15.5,342752.08,19.46
606503.73,34.45,15.51,342773.11,19.47
606499.1,34.46,15.53,342746.7,19.47
606499.1,34.46,15.53,342746.7,19.47
606499.1,34.46,15.53,342746.7,19.47
606306.51,34.47,15.54,342729.82,19.49
606306.51,34.47,15.54,342729.82,19.49
606113.92,34.48,15.54,342717.64,19.5
606170.38,34.48,15.55,343009.14,19.51
604662.7,34.55,15.62,342950.31,19.6
604316.24,34.54,15.61,342546.86,19.58
604556.36,34.57,15.63,342993.56,19.61
604363.77,34.57,15.64,343231.77,19.64
604171.18,34.58,15.65,343298.72,19.65
604011.64,34.59,15.66,343301.99,19.66
604007.01,34.61,15.68,343282.39,19.67
603814.42,34.62,15.68,343261.33,19.68
603809.79,34.63,15.7,343304.59,19.69
603676.31,34.63,15.7,343210.86,19.69
603916.44,34.65,15.72,343184.89,19.69
603723.85,34.66,15.73,343164.43,19.7
603531.26,34.67,15.74,343848.09,19.75
603716.59,34.69,15.76,344078.39,19.77
603557.05,34.71,15.77,344064.74,19.78
603364.46,34.71,15.78,344098.04,19.8
603359.83,34.73,15.79,344048.37,19.8
603167.24,34.74,15.8,344083.03,19.82
602879.31,34.73,15.79,344046.9,19.82
602670.08,34.72,15.79,343799.92,19.81
602801.96,34.74,15.81,343768.18,19.81
602801.96,34.74,15.81,343768.18,19.81
602609.37,34.75,15.82,343749.28,19.82
602416.78,34.76,15.82,344267.67,19.86
602224.19,34.77,15.83,344170.71,19.87
602064.64,34.78,15.84,344171.8,19.88
602065.19,34.78,15.84,344179.32,19.88
602065.19,34.78,15.84,344179.32,19.88
601922.05,34.78,15.84,343947.87,19.87
600414.37,34.85,15.91,343889.05,19.96
600221.78,34.86,15.92,343861.82,19.97
600029.19,34.87,15.93,343895.61,19.98
600024.56,34.88,15.95,343865.24,19.99
600024.56,34.88,15.95,343865.24,19.99
599831.97,34.89,15.96,343842.62,20.0
599639.38,34.9,15.97,344095.31,20.03
599456.22,34.91,15.98,343972.5,20.03
599778.84,34.94,16.0,344586.42,20.07
599669.0,34.94,16.0,344411.31,20.06
599669.0,34.94,16.0,344509.38,20.07
599669.0,34.94,16.0,344509.38,20.07
599466.34,34.94,16.01,344472.07,20.08
599263.68,34.95,16.02,344500.42,20.09
599061.02,34.96,16.03,344480.86,20.1
599061.02,34.96,16.03,344480.86,20.1
598858.36,34.97,16.04,344471.98,20.12
598655.71,34.98,16.04,344455.85,20.13
598453.05,34.99,16.05,344619.88,20.15
598683.1,35.01,16.08,344840.4,20.17
598683.1,35.01,16.08,344840.4,20.17
598398.53,35.0,16.07,344575.62,20.15
598238.98,35.01,16.08,344571.19,20.17
598234.35,35.03,16.09,344547.73,20.17
598234.35,35.03,16.09,344547.73,20.17
598229.73,35.04,16.11,344539.01,20.18
598037.14,35.05,16.12,344586.52,20.2
597762.71,35.04,16.11,344350.56,20.19
597758.08,35.06,16.13,344317.85,20.2
597565.49,35.07,16.14,344292.0,20.21
597565.49,35.07,16.14,344292.0,20.21
597560.86,35.09,16.15,345088.65,20.26
597556.24,35.1,16.17,345206.99,20.28
597396.69,35.11,16.18,345203.87,20.29
597392.07,35.13,16.2,345181.93,20.3
597392.07,35.13,16.2,345181.93,20.3
597392.07,35.13,16.2,345171.45,20.3
597577.4,35.15,16.22,345214.71,20.31
597384.81,35.16,16.23,345187.62,20.32
597380.19,35.18,16.25,345166.83,20.33
597620.31,35.2,16.27,345151.4,20.33
597646.88,35.2,16.27,345255.61,20.34
597869.09,35.23,16.3,346542.91,20.42
597676.5,35.24,16.31,346714.25,20.44
597516.95,35.25,16.32,346704.33,20.45
597324.36,35.26,16.33,346680.61,20.46
596961.64,35.25,16.31,346476.3,20.46
596769.05,35.26,16.32,346509.56,20.47
596764.43,35.27,16.34,346479.54,20.48
596476.5,35.26,16.33,346096.07,20.46
596476.5,35.26,16.33,346096.07,20.46
596283.91,35.27,16.34,346247.01,20.48
596091.32,35.28,16.35,346390.14,20.5
595806.25,35.27,16.34,346173.96,20.49
596418.84,35.33,16.4,347036.38,20.56
596259.3,35.34,16.41,347026.89,20.57
596259.3,35.34,16.41,347026.89,20.57
596066.71,35.35,16.42,347002.34,20.58
595874.12,35.36,16.43,347181.79,20.6
595681.53,35.37,16.44,347015.19,20.6
595813.41,35.39,16.46,346996.2,20.61
595813.41,35.39,16.46,346996.2,20.61
595620.82,35.4,16.47,347538.36,20.66
595487.61,35.41,16.48,347254.53,20.65
595328.06,35.43,16.49,347250.1,20.66
595081.56,35.43,16.5,347304.92,20.68
594888.97,35.44,16.51,347275.3,20.69
594884.34,35.46,16.52,347321.49,20.7
594890.45,35.46,16.52,347363.04,20.7
594890.45,35.46,16.52,347363.04,20.7
594697.86,35.47,16.53,347327.63,20.71
594697.86,35.47,16.53,347327.63,20.71
594697.86,35.47,16.53,347327.63,20.71
594505.27,35.48,16.54,347306.76,20.73
594515.45,35.48,16.54,347330.6,20.73
594322.86,35.49,16.55,347499.11,20.75
594562.98,35.51,16.58,347323.02,20.75
594564.69,35.51,16.58,347336.34,20.75
594191.98,35.5,16.57,347383.67,20.75
594440.27,35.53,16.59,348032.16,20.8
594468.69,35.54,16.61,348042.8,20.81
594327.04,35.54,16.61,347839.8,20.8
594134.45,35.55,16.62,347815.43,20.81
593941.86,35.56,16.63,347791.77,20.82
593749.27,35.57,16.64,347813.96,20.84
593556.68,35.58,16.64,347783.86,20.85
593364.09,35.59,16.65,347788.61,20.86
593359.46,35.61,16.67,348246.52,20.9
593354.84,35.62,16.69,348320.95,20.91
593195.29,35.64,16.7,348312.7,20.92
593519.62,35.66,16.73,348373.92,20.93
593361.87,35.66,16.72,348221.15,20.92
593169.28,35.67,16.73,348158.87,20.93
593175.39,35.67,16.73,348178.25,20.93
593170.76,35.68,16.75,348148.81,20.94
592978.17,35.69,16.76,348619.32,20.98
592973.54,35.71,16.77,348430.77,20.98
592780.95,35.72,16.78,348424.16,21.0
592776.33,35.74,16.8,348942.49,21.04
592616.78,35.75,16.81,348943.57,21.05
592612.16,35.77,16.83,348923.48,21.06
592419.56,35.78,16.84,348959.91,21.07
592419.56,35.78,16.84,348959.91,21.07
592414.94,35.79,16.86,348927.88,21.08
592222.35,35.8,16.87,348902.5,21.09
592217.72,35.82,16.88,348894.27,21.1
592213.1,35.84,16.9,349659.49,21.16
592221.45,35.84,16.9,349688.55,21.16
591484.13,35.88,16.94,349660.47,21.21
591291.54,35.89,16.95,349606.85,21.22
591297.65,35.89,16.96,349608.52,21.22
590800.73,35.88,16.94,349381.11,21.22
590608.14,35.89,16.95,350172.56,21.28
590434.39,35.9,16.96,349452.33,21.25
590420.34,35.91,16.98,349420.62,21.25
590260.8,35.93,16.99,349415.95,21.27
590068.21,35.94,17.0,349455.67,21.28
589875.62,35.95,17.01,349414.55,21.29
589683.03,35.96,17.02,349399.5,21.3
589481.01,35.97,17.03,349516.36,21.32
589288.42,35.98,17.04,349587.29,21.34
589528.55,36.0,17.06,349636.08,21.35
589303.58,35.99,17.06,349488.11,21.35
589303.58,35.99,17.06,349488.11,21.35
589444.89,36.02,17.08,350149.43,21.4
589242.87,36.03,17.09,349996.11,21.4
589271.29,36.05,17.11,350006.75,21.41
589511.42,36.07,17.13,349979.88,21.41
589138.7,36.06,17.12,349963.1,21.42
589138.7,36.06,17.12,349963.1,21.42
588946.11,36.07,17.13,349998.48,21.44
588753.52,36.08,17.14,349975.11,21.45
588560.93,36.09,17.15,350026.33,21.46
588368.34,36.1,17.16,350015.69,21.48
588185.17,36.11,17.17,350022.16,21.49
587983.16,36.12,17.18,350184.6,21.51
588011.58,36.14,17.2,350195.24,21.52
587802.98,36.13,17.2,349978.05,21.51
587693.24,36.13,17.19,349868.59,21.51
587500.65,36.14,17.2,349824.69,21.52
587496.03,36.16,17.22,349899.81,21.53
587303.44,36.17,17.23,349886.95,21.55
587298.81,36.18,17.25,349829.27,21.55
587430.69,36.21,17.27,349811.18,21.56
587670.82,36.23,17.29,350926.5,21.64
587478.23,36.24,17.31,350913.17,21.65
587318.68,36.26,17.32,350910.22,21.66
587318.68,36.26,17.32,350910.22,21.66
587126.09,36.27,17.33,350882.86,21.67
587121.47,36.28,17.35,350876.29,21.68
587253.35,36.31,17.37,350899.13,21.69
587261.49,36.31,17.37,350936.91,21.7
587068.9,36.32,17.38,350908.52,21.71
587068.9,36.32,17.38,350908.52,21.71
587064.27,36.34,17.4,350906.61,21.72
586691.56,36.32,17.39,350742.49,21.71
586498.97,36.33,17.4,351440.58,21.77
586630.85,36.36,17.42,351661.7,21.79
586471.31,36.37,17.43,351657.27,21.81
586603.19,36.39,17.45,351629.1,21.81
586410.6,36.4,17.46,351696.91,21.83
586650.72,36.43,17.49,351662.72,21.84
586650.72,36.43,17.49,351662.72,21.84
586650.72,36.43,17.49,351662.72,21.84
586650.72,36.43,17.49,351662.72,21.84
586872.93,36.45,17.52,351620.91,21.84
586868.31,36.47,17.53,352189.2,21.89
586675.71,36.48,17.54,351972.56,21.89
586483.12,36.49,17.56,352674.15,21.95
586323.58,36.51,17.57,352677.41,21.96
586130.99,36.52,17.58,352640.1,21.97
585938.4,36.53,17.59,352733.5,21.99
585830.43,36.52,17.59,352632.11,21.98
585637.84,36.53,17.6,352530.71,21.99
585445.25,36.55,17.61,352526.31,22.01
585440.62,36.56,17.62,352777.0,22.03
585248.03,36.57,17.64,352598.88,22.04
585488.16,36.6,17.66,353032.49,22.07
585328.61,36.61,17.67,353028.66,22.08
585136.02,36.62,17.68,353003.62,22.09
584773.31,36.61,17.67,352741.85,22.08
584580.72,36.62,17.68,352815.43,22.1
584582.75,36.62,17.68,352818.1,22.1
584288.28,36.61,17.67,352538.08,22.09
584318.92,36.61,17.67,352565.36,22.09
584319.41,36.61,17.67,352566.45,22.09
583946.69,36.6,17.66,352514.99,22.1
583754.1,36.61,17.67,352487.78,22.11
583561.51,36.62,17.68,352463.22,22.12
583561.51,36.62,17.68,352463.22,22.12
583368.92,36.63,17.69,352850.07,22.16
583373.72,36.65,17.71,352722.7,22.16
583171.7,36.66,17.72,352594.61,22.17
583171.7,36.66,17.72,352594.61,22.17
583012.16,36.68,17.74,352590.78,22.18
583252.28,36.7,17.76,352562.75,22.19
583059.69,36.71,17.77,352626.76,22.2
583059.69,36.71,17.77,352626.76,22.2
582867.1,36.72,17.78,352577.24,22.21
582674.51,36.73,17.8,352552.85,22.23
582669.88,36.75,17.81,352554.25,22.24
582665.26,36.77,17.83,353184.27,22.29
582472.67,36.78,17.84,353177.14,22.3
582313.12,36.8,17.86,353176.24,22.32
581940.41,36.78,17.84,352968.53,22.31
581935.78,36.8,17.86,352948.84,22.32
581743.19,36.81,17.87,352963.07,22.34
581550.6,36.82,17.88,352939.17,22.35
581545.97,36.84,17.9,353195.46,22.38
581353.38,36.85,17.91,353161.05,22.39
580357.64,36.81,17.87,352167.72,22.34
580165.05,36.83,17.89,352049.65,22.35
579972.46,36.84,17.9,352292.69,22.38
579985.26,36.84,17.9,352352.76,22.38
579825.71,36.85,17.91,352334.83,22.39
579831.82,36.85,17.91,352338.49,22.39
579827.19,36.87,17.93,352323.16,22.4
579822.57,36.89,17.95,352368.54,22.42
579629.98,36.9,17.96,352333.97,22.43
579870.1,36.93,17.99,352317.48,22.44
579677.51,36.94,18.0,352574.25,22.47
579672.88,36.96,18.02,352809.98,22.49
579378.41,36.94,18.0,352443.46,22.47
579378.41,36.94,18.0,352443.46,22.47
579185.82,36.96,18.02,352665.16,22.5
579026.27,36.97,18.03,352666.25,22.52
579021.65,36.99,18.05,352646.15,22.53
579017.02,37.01,18.07,352628.56,22.54
579017.02,37.01,18.07,352892.93,22.55
577509.34,37.1,18.16,352834.1,22.67
577316.75,37.11,18.17,352853.95,22.68
577448.63,37.14,18.19,352893.23,22.69
577256.04,37.15,18.21,352829.87,22.71
577260.11,37.15,18.21,352834.45,22.71
577067.52,37.16,18.22,353549.17,22.77
576909.23,37.15,18.21,353391.36,22.76
576909.23,37.15,18.21,353391.36,22.76
576716.64,37.16,18.22,353329.16,22.77
576382.33,37.15,18.21,353034.15,22.76
576382.33,37.15,18.21,353034.15,22.76
576009.62,37.14,18.2,352643.89,22.74
576009.62,37.14,18.2,352643.89,22.74
576038.04,37.16,18.22,352654.53,22.75
576038.04,37.16,18.22,352654.53,22.75
576286.33,37.19,18.25,352661.42,22.76
576093.73,37.2,18.26,352634.42,22.77
576093.73,37.2,18.26,352634.42,22.77
576089.11,37.22,18.28,352606.04,22.78
576084.48,37.24,18.3,352602.45,22.79
576079.86,37.26,18.31,352975.54,22.83
576079.86,37.26,18.31,352975.54,22.83
576075.23,37.28,18.33,353286.25,22.86
575882.64,37.29,18.35,353579.42,22.89
575723.09,37.3,18.36,353580.51,22.91
575352.21,37.29,18.35,353596.05,22.92
575159.62,37.3,18.36,353560.92,22.93
574967.03,37.31,18.37,353617.58,22.95
574967.03,37.31,18.37,353617.58,22.95
574811.1,37.31,18.36,353460.32,22.94
574618.51,37.32,18.37,353401.22,22.95
574858.64,37.34,18.4,353393.45,22.96
574666.05,37.36,18.41,353839.73,23.0
574371.57,37.34,18.4,353545.09,22.99
574166.85,37.34,18.39,353437.74,22.98
574162.22,37.36,18.41,353425.91,22.99
574162.22,37.36,18.41,353417.04,22.99
573969.63,37.37,18.43,353475.46,23.01
573810.09,37.38,18.44,353471.63,23.03
573941.97,37.41,18.46,353442.86,23.04
573749.38,37.42,18.48,353489.47,23.05
573749.38,37.42,18.48,353489.47,23.05
573556.79,37.43,18.49,353450.17,23.07
573364.2,37.44,18.5,353433.15,23.08
573364.2,37.44,18.5,353433.15,23.08
573171.61,37.45,18.51,353699.65,23.11
572798.89,37.44,18.5,353439.1,23.1
572798.89,37.44,18.5,353439.1,23.1
572798.89,37.44,18.5,353439.1,23.1
572798.89,37.44,18.5,353334.13,23.1
572798.89,37.44,18.5,353334.13,23.1
572606.3,37.45,18.51,353265.65,23.11
572413.71,37.46,18.52,353372.51,23.13
572442.13,37.49,18.54,353383.15,23.14
572444.17,37.49,18.54,353386.25,23.14
572684.29,37.51,18.57,353359.38,23.15
572311.57,37.5,18.56,353342.6,23.15
572551.7,37.53,18.59,353419.5,23.17
572359.11,37.54,18.6,353381.74,23.18
572359.11,37.54,18.6,353381.74,23.18
571986.39,37.53,18.58,353337.18,23.18
571981.77,37.55,18.6,353756.58,23.22
571789.18,37.56,18.62,353497.33,23.22
571606.01,37.57,18.63,354040.21,23.27
571408.07,37.58,18.64,353816.78,23.27
571213.32,37.58,18.63,353624.59,23.26
571378.25,37.6,18.66,353624.39,23.27
571185.66,37.62,18.67,353592.0,23.29
570993.07,37.63,18.68,353741.0,23.31
570993.07,37.63,18.68,353741.0,23.31
571233.2,37.65,18.71,353717.48,23.32
571418.53,37.68,18.74,353583.49,23.32
571413.91,37.7,18.76,354366.32,23.38
571221.32,37.71,18.77,354220.4,23.39
571223.35,37.71,18.77,354227.25,23.39
571030.76,37.73,18.78,354615.7,23.43
571059.18,37.75,18.8,354626.34,23.44
570866.59,37.76,18.82,354601.96,23.46
570674.0,37.77,18.83,354619.79,23.47
570481.41,37.78,18.84,354604.53,23.49
570476.78,37.8,18.86,354584.43,23.5
570284.19,37.82,18.87,354567.77,23.51
570091.6,37.83,18.88,354620.84,23.53
569899.01,37.84,18.9,354934.12,23.57
569739.46,37.86,18.91,354937.38,23.58
569739.46,37.86,18.91,354937.89,23.58
569546.87,37.87,18.92,354900.58,23.6
569542.25,37.89,18.94,355014.93,23.62
569349.66,37.9,18.96,355112.49,23.64
569157.07,37.91,18.97,355008.39,23.65
568832.59,37.9,18.96,354678.03,23.63
568658.85,37.91,18.97,355405.71,23.7
568658.85,37.91,18.97,355405.71,23.7
568296.04,37.9,18.96,355353.92,23.7
568510.57,37.94,19.0,355334.4,23.71
568351.03,37.96,19.01,355340.57,23.73
568158.44,37.97,19.02,355305.53,23.74
568160.89,37.97,19.02,355419.4,23.75
568401.02,38.0,19.05,355522.51,23.77
568208.43,38.01,19.06,355471.57,23.78
568212.5,38.01,19.06,355474.32,23.78
568212.5,38.01,19.06,355474.32,23.78
568031.06,38.0,19.06,355260.8,23.77
567838.47,38.02,19.07,355193.26,23.78
567645.88,38.03,19.08,355987.21,23.85
567652.33,38.04,19.09,355942.91,23.85
567498.72,38.05,19.11,355463.84,23.83
567512.99,38.07,19.12,355908.68,23.87
567512.99,38.07,19.12,355908.68,23.87
567512.99,38.07,19.12,355908.68,23.87
567082.4,38.06,19.11,355381.7,23.85
567247.33,38.08,19.14,355381.49,23.86
567054.73,38.1,19.15,355352.18,23.87
566862.14,38.11,19.16,355374.51,23.89
566862.14,38.11,19.16,355374.51,23.89
566857.52,38.13,19.18,355361.87,23.9
566857.52,38.13,19.18,355361.87,23.9
566857.52,38.13,19.18,355361.87,23.9
566857.52,38.13,19.18,355361.87,23.9
566693.23,38.13,19.18,355213.58,23.9
566500.64,38.14,19.19,355208.67,23.91
566740.77,38.17,19.22,356311.56,24.0
566975.93,38.21,19.26,356628.0,24.03
566866.2,38.2,19.26,356518.27,24.03
566648.41,38.2,19.26,356488.92,24.03
566654.52,38.2,19.26,356510.71,24.04
566494.97,38.22,19.27,356511.8,24.05
566302.38,38.23,19.29,356476.67,24.07
566109.79,38.24,19.3,356534.22,24.09
566109.79,38.24,19.3,356534.22,24.09
566109.79,38.24,19.3,356534.22,24.09
566109.79,38.24,19.3,356534.22,24.09
566109.79,38.24,19.3,356534.22,24.09
565917.2,38.26,19.31,356528.46,24.1
566157.32,38.29,19.34,356474.97,24.11
565812.88,38.27,19.33,357784.22,24.2
565798.83,38.29,19.35,357204.7,24.18
565814.34,38.32,19.37,356698.01,24.16
565583.75,38.33,19.38,356890.0,24.18
565856.92,38.36,19.41,356895.38,24.19
565664.33,38.37,19.42,356865.59,24.21
565326.61,38.36,19.41,356451.52,24.19
565134.02,38.37,19.43,356500.53,24.21
565134.02,38.37,19.43,356500.53,24.21
564751.31,38.36,19.41,356440.33,24.21
564558.72,38.37,19.43,356577.64,24.24
564366.13,38.39,19.44,356566.5,24.25
564698.17,38.42,19.47,356428.38,24.25
564505.58,38.43,19.48,356911.54,24.3
564346.04,38.45,19.5,356893.61,24.31
564037.37,38.44,19.49,356451.97,24.29
564032.74,38.46,19.51,356849.15,24.33
563840.15,38.47,19.52,356919.61,24.35
563840.15,38.47,19.52,356919.61,24.35
563647.56,38.48,19.54,356872.71,24.37
563454.97,38.5,19.55,356835.65,24.38
563262.38,38.51,19.56,356823.1,24.4
563502.5,38.54,19.59,357154.54,24.43
563634.39,38.56,19.62,357210.13,24.44
563474.84,38.58,19.63,357192.2,24.46
563282.25,38.59,19.65,357436.55,24.49
563089.66,38.61,19.66,357565.95,24.52
563221.54,38.63,19.68,357477.13,24.52
563028.95,38.65,19.7,357443.88,24.53
562836.36,38.66,19.71,358320.71,24.61
562721.74,38.68,19.73,358350.15,24.63
562533.79,38.69,19.74,357608.59,24.6
562374.25,38.71,19.76,357611.85,24.61
562374.25,38.71,19.76,357611.85,24.61
562374.25,38.71,19.76,357611.85,24.61
562181.66,38.72,19.77,357574.54,24.63
561989.07,38.73,19.79,357626.6,24.65
561626.35,38.72,19.77,357376.8,24.64
561433.76,38.73,19.79,357349.54,24.65
561673.88,38.76,19.82,357880.12,24.7
561890.01,38.79,19.84,358520.07,24.75
561665.04,38.78,19.84,358296.29,24.74
561472.45,38.8,19.85,358043.15,24.74
561477.25,38.82,19.87,358519.21,24.79
561275.23,38.83,19.88,358325.5,24.79
561303.65,38.86,19.91,358336.14,24.81
561435.54,38.88,19.93,358302.42,24.81
561675.66,38.91,19.96,358351.31,24.83
561483.07,38.93,19.98,358319.55,24.84
561288.33,38.92,19.97,358122.71,24.83
561095.74,38.93,19.98,358086.65,24.85
560903.15,38.95,20.0,358976.67,24.93
560749.54,38.96,20.01,358257.33,24.89
560705.93,38.98,20.03,358995.11,24.96
560979.1,39.01,20.06,359000.5,24.97
560786.51,39.03,20.08,358976.71,24.98
560593.92,39.04,20.09,358959.13,25.0
560198.12,39.03,20.08,358526.24,24.98
559973.15,39.02,20.07,358682.05,24.99
559973.15,39.02,20.07,358682.05,24.99
559780.56,39.03,20.08,358520.79,25.0
560112.61,39.06,20.11,358519.46,25.0
559920.02,39.08,20.13,359299.11,25.08
559760.47,39.09,20.14,359295.99,25.09
559760.47,39.09,20.14,359295.99,25.09
559760.47,39.09,20.14,359295.99,25.09
559760.47,39.09,20.14,359285.94,25.09
559606.86,39.11,20.16,359343.45,25.11
559414.27,39.12,20.17,359313.57,25.13
559370.66,39.14,20.19,359201.02,25.14
559178.07,39.16,20.21,359265.17,25.16
559178.07,39.16,20.21,359265.17,25.16
558985.48,39.17,20.22,359192.19,25.17
558792.89,39.19,20.24,359193.29,25.19
