ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1142304.37,23.37,4.66,239371.33,4.9
1142137.34,23.37,4.66,239375.84,4.9
1142557.33,23.38,4.67,239931.99,4.91
1142359.06,23.38,4.67,239902.61,4.91
1142199.51,23.38,4.67,239897.94,4.91
1142032.48,23.39,4.68,240295.95,4.92
1142032.48,23.39,4.68,240266.79,4.92
1142254.1,23.39,4.68,240681.2,4.93
1142254.1,23.39,4.68,240664.28,4.93
1142061.51,23.39,4.68,240649.49,4.93
1142056.89,23.4,4.69,240612.96,4.93
1141864.3,23.4,4.69,240574.43,4.93
1141671.71,23.4,4.69,240547.7,4.93
1141504.67,23.4,4.69,240742.95,4.94
1141514.1,23.4,4.69,240727.9,4.93
1141321.51,23.4,4.69,240714.08,4.94
1141316.88,23.41,4.69,240754.2,4.94
1141241.87,23.41,4.7,241114.01,4.95
1140735.43,23.4,4.69,240577.18,4.93
1140735.43,23.4,4.69,240875.77,4.94
1140867.31,23.41,4.69,240846.73,4.94
1140895.73,23.41,4.7,240857.37,4.94
1140895.73,23.41,4.7,240837.85,4.94
1140736.18,23.41,4.7,240841.11,4.94
1140110.52,23.4,4.69,240119.08,4.93
1139917.93,23.4,4.69,240058.16,4.93
1139532.75,23.41,4.7,240343.03,4.94
1139330.09,23.41,4.7,240306.49,4.94
1139127.43,23.41,4.7,240331.72,4.94
1138934.84,23.41,4.7,240307.35,4.94
1138934.84,23.41,4.7,240272.48,4.94
1138767.81,23.41,4.7,240268.0,4.94
1138767.81,23.41,4.7,240236.06,4.94
1138575.22,23.41,4.7,240279.75,4.94
1138596.15,23.42,4.7,240377.07,4.94
1138436.61,23.42,4.71,240372.65,4.94
1138244.01,23.42,4.71,240408.45,4.95
1138076.98,23.42,4.71,240404.32,4.95
1137884.39,23.42,4.71,240380.91,4.95
1137884.39,23.42,4.71,240495.7,4.95
1138124.52,23.43,4.72,240574.92,4.95
1138124.52,23.43,4.72,240548.28,4.95
1137931.93,23.43,4.72,240518.88,4.95
1138172.05,23.43,4.72,240491.32,4.95
1137979.46,23.44,4.72,240297.79,4.95
1137883.44,23.44,4.73,240168.76,4.95
1138292.64,23.45,4.74,240205.99,4.95
1138292.64,23.45,4.74,240175.61,4.95
1138100.05,23.45,4.74,240137.08,4.95
1138100.05,23.45,4.74,240129.17,4.95
1137901.78,23.45,4.74,240101.14,4.95
1137736.56,23.45,4.74,240098.02,4.95
1137577.01,23.45,4.74,240104.19,4.95
1137384.42,23.45,4.74,240271.35,4.95
1137412.84,23.46,4.75,240281.99,4.96
1135905.16,23.46,4.75,240223.16,4.96
1135712.57,23.47,4.75,240179.86,4.96
1135952.69,23.47,4.76,240201.48,4.96
1135760.1,23.47,4.76,240170.16,4.96
1136041.44,23.48,4.77,240168.06,4.96
1136062.37,23.49,4.77,240269.39,4.97
1135895.34,23.49,4.78,240256.44,4.97
1136135.46,23.49,4.78,240253.46,4.97
1136091.7,23.5,4.79,240090.55,4.97
1136300.02,23.51,4.79,240088.48,4.97
1137771.52,23.54,4.83,240558.73,4.98
1137604.49,23.54,4.83,240554.55,4.98
1137437.46,23.54,4.83,240474.93,4.98
1137841.56,23.55,4.84,240973.34,4.99
1137104.24,23.56,4.84,241480.76,5.0
1136937.21,23.56,4.85,241472.2,5.0
1136777.66,23.56,4.85,241475.46,5.0
1135269.98,23.57,4.86,241416.63,5.01
1135077.39,23.57,4.86,241387.02,5.01
1134884.8,23.57,4.86,241359.66,5.01
1135016.69,23.58,4.86,241327.95,5.01
1135173.54,23.58,4.87,241638.59,5.02
1135168.91,23.59,4.87,241627.57,5.02
1134976.32,23.59,4.87,241606.51,5.02
1134816.78,23.59,4.88,241596.59,5.02
1134816.78,23.59,4.88,241527.21,5.02
1134618.51,23.59,4.88,241509.18,5.02
1134618.51,23.59,4.88,241440.24,5.02
1134613.88,23.59,4.88,242102.12,5.03
1134679.84,23.59,4.88,242387.34,5.04
1134481.57,23.6,4.88,242439.06,5.04
1134476.95,23.6,4.89,242416.62,5.04
1134284.36,23.6,4.89,242387.61,5.04
1134506.56,23.61,4.9,242352.29,5.04
1134768.55,23.62,4.9,242447.64,5.05
1134609.01,23.62,4.9,242450.9,5.05
1134469.57,23.62,4.9,242345.25,5.04
1134266.91,23.62,4.9,242312.3,5.05
1134074.32,23.62,4.9,242272.17,5.05
1134059.62,23.62,4.91,242482.69,5.05
1134080.56,23.62,4.91,242467.7,5.05
1133887.97,23.63,4.91,242443.98,5.05
1134044.82,23.63,4.92,242756.33,5.06
1133877.79,23.63,4.92,242752.2,5.06
1132370.11,23.64,4.93,242693.37,5.07
1131831.44,23.63,4.92,242169.16,5.06
1132093.43,23.64,4.93,242443.24,5.06
1132096.09,23.64,4.93,242348.29,5.06
1131929.05,23.65,4.93,242867.95,5.07
1132294.14,23.65,4.94,242864.81,5.07
1132294.14,23.65,4.94,243126.61,5.08
1132118.08,23.66,4.94,243106.74,5.08
1131951.04,23.66,4.94,243102.61,5.08
1131951.04,23.66,4.94,243102.61,5.08
1131946.42,23.66,4.95,242960.73,5.08
1132216.5,23.67,4.95,242944.33,5.08
1132023.91,23.67,4.96,243964.19,5.1
1132270.81,23.68,4.96,244323.36,5.11
1132291.74,23.68,4.97,244412.13,5.11
1132553.73,23.69,4.97,244507.47,5.11
1132361.14,23.69,4.98,244916.23,5.12
1132185.07,23.69,4.98,244903.78,5.12
1132458.24,23.7,4.98,244909.16,5.13
1132265.65,23.7,4.99,244949.56,5.13
1132073.06,23.7,4.99,244924.63,5.13
1131913.51,23.7,4.99,244921.68,5.13
1132264.88,23.71,5.0,244915.94,5.13
1132072.29,23.71,5.0,244977.48,5.13
1131879.7,23.71,5.0,244979.25,5.13
1131597.76,23.71,5.0,244673.37,5.13
1131430.73,23.71,5.0,244655.87,5.13
1131459.14,23.72,5.0,244666.51,5.13
1131487.56,23.72,5.01,244677.15,5.13
1131199.78,23.72,5.0,244430.86,5.13
1131547.93,23.73,5.01,245126.89,5.14
1131265.98,23.73,5.01,244821.01,5.13
1131073.39,23.73,5.01,244795.22,5.14
1131466.18,23.74,5.02,245370.38,5.15
1131466.18,23.74,5.02,245298.61,5.15
1131487.12,23.74,5.03,245478.42,5.15
1131508.05,23.75,5.03,245534.61,5.15
1131315.46,23.75,5.03,245507.15,5.15
1131315.46,23.75,5.03,245509.61,5.15
1131148.43,23.75,5.03,245429.99,5.15
1130944.29,23.75,5.03,245112.47,5.15
1130939.66,23.75,5.03,245094.27,5.15
1130772.63,23.75,5.03,245090.14,5.15
1130801.05,23.76,5.04,245100.78,5.15
1130608.46,23.76,5.04,245073.56,5.15
1130608.46,23.76,5.04,245017.8,5.15
1130629.39,23.76,5.04,245397.07,5.16
1130436.8,23.76,5.04,245370.75,5.16
1130244.21,23.76,5.04,245348.01,5.16
1130077.18,23.76,5.05,245343.88,5.16
1130076.68,23.77,5.05,246119.01,5.18
1130072.06,23.77,5.05,246495.88,5.19
1130072.06,23.77,5.05,246738.94,5.19
1130312.18,23.78,5.06,246822.23,5.19
1130119.59,23.78,5.06,246818.42,5.19
1130119.59,23.78,5.06,246892.86,5.2
1129952.56,23.78,5.06,246875.37,5.2
1129769.78,23.78,5.06,246172.19,5.18
1130009.9,23.79,5.07,246265.28,5.18
1129817.31,23.79,5.07,246962.42,5.2
1129614.65,23.79,5.07,246935.96,5.2
1129614.65,23.79,5.07,246938.81,5.2
1129610.03,23.8,5.08,247473.09,5.21
1129442.99,23.8,5.08,247393.47,5.21
1128921.11,23.79,5.07,246840.24,5.2
1128728.52,23.79,5.07,246828.68,5.2
1128968.64,23.8,5.08,246867.04,5.2
1128801.61,23.8,5.08,246777.24,5.2
1128609.02,23.8,5.08,245983.38,5.19
1128416.43,23.8,5.08,245946.34,5.19
1128223.84,23.8,5.08,246120.31,5.19
1128031.25,23.8,5.08,246088.17,5.19
1128261.3,23.81,5.09,246063.09,5.19
1128068.71,23.81,5.09,246027.38,5.19
1128032.05,23.82,5.1,246104.98,5.2
1128032.05,23.82,5.1,246091.29,5.2
1127865.02,23.82,5.1,246499.54,5.21
1127865.02,23.82,5.1,246347.38,5.2
1127865.02,23.82,5.1,246510.53,5.21
1127523.91,23.81,5.09,246739.87,5.21
1127325.64,23.81,5.09,246715.87,5.21
1127158.61,23.82,5.1,246638.57,5.21
1127337.26,23.82,5.1,246814.07,5.22
1127144.67,23.83,5.11,246807.9,5.22
1126986.38,23.82,5.1,246652.27,5.21
1127171.72,23.83,5.11,246721.84,5.22
1126969.06,23.83,5.11,246691.36,5.22
1127301.1,23.84,5.12,246741.98,5.22
1127574.27,23.85,5.13,246747.36,5.22
1127574.27,23.85,5.13,246906.03,5.22
1127381.68,23.85,5.13,246876.23,5.22
1127377.06,23.85,5.13,246717.6,5.22
1127377.06,23.85,5.13,246642.11,5.22
1127397.99,23.86,5.14,246739.44,5.22
1127659.98,23.87,5.14,246733.52,5.22
1127492.95,23.87,5.15,246656.22,5.22
1127739.84,23.87,5.15,247068.13,5.23
1127739.84,23.87,5.15,247773.59,5.25
1127547.25,23.88,5.15,247664.69,5.24
1127354.66,23.88,5.15,247632.06,5.24
1127350.03,23.88,5.16,247416.66,5.24
1127590.16,23.89,5.17,247467.02,5.24
1127397.57,23.89,5.17,247413.51,5.24
1127204.98,23.89,5.17,247390.61,5.24
1127012.39,23.89,5.17,247343.29,5.24
1127012.39,23.89,5.17,247315.96,5.24
1126845.35,23.89,5.17,247309.01,5.24
1126652.76,23.89,5.17,247328.48,5.25
1126673.7,23.9,5.18,247321.66,5.25
1126481.1,23.9,5.18,247476.74,5.25
1126703.31,23.91,5.18,247567.64,5.25
1126966.03,23.91,5.19,247289.52,5.25
1127228.02,23.92,5.2,248121.49,5.27
1127228.02,23.92,5.2,248104.98,5.27
1127003.05,23.92,5.2,248150.54,5.27
1127003.05,23.92,5.2,248255.29,5.27
1126810.46,23.92,5.2,248287.22,5.27
1126617.87,23.92,5.2,248351.17,5.27
1126425.28,23.92,5.2,248310.57,5.27
1126557.16,23.93,5.21,248276.43,5.27
1126263.28,23.92,5.2,247991.93,5.27
1126263.28,23.92,5.2,248536.33,5.28
1126136.65,23.93,5.2,252541.06,5.37
1125944.06,23.93,5.2,252522.08,5.37
1125751.47,23.93,5.21,253059.81,5.38
1125756.65,23.93,5.21,252620.67,5.37
1125756.65,23.93,5.21,252574.93,5.37
1125564.06,23.93,5.21,252545.83,5.37
1128023.68,23.99,5.27,258087.9,5.49
1128245.89,24.0,5.27,258057.37,5.49
1128053.3,24.0,5.27,258029.16,5.49
1127886.27,24.0,5.28,258024.68,5.49
1127919.31,24.0,5.28,258036.72,5.49
1128193.48,24.01,5.28,258902.59,5.51
1128026.45,24.01,5.28,259081.71,5.51
1128447.77,24.02,5.29,259697.0,5.53
1128687.9,24.02,5.3,259682.69,5.53
1128495.31,24.02,5.3,259679.41,5.53
1128827.36,24.03,5.31,259638.32,5.53
1129100.53,24.04,5.32,259643.7,5.53
1128933.49,24.04,5.32,259634.75,5.53
1129195.48,24.05,5.33,259730.1,5.53
1129435.61,24.06,5.33,260089.91,5.54
1129665.66,24.07,5.34,260339.55,5.55
1129661.04,24.07,5.35,260223.71,5.54
1129468.45,24.07,5.35,260195.73,5.55
1129301.41,24.07,5.35,260612.01,5.56
1129317.94,24.07,5.35,260605.41,5.56
1129125.35,24.07,5.35,260581.77,5.56
1128932.76,24.07,5.35,260546.07,5.56
1129154.96,24.08,5.36,260631.77,5.56
1128962.37,24.08,5.36,260602.12,5.56
1128769.78,24.08,5.36,260660.32,5.56
1129016.68,24.09,5.37,261294.65,5.58
1129016.68,24.09,5.37,261262.37,5.58
1129016.68,24.09,5.37,261132.08,5.57
1128824.09,24.09,5.37,261048.51,5.57
1128657.06,24.09,5.37,260971.36,5.57
1128652.43,24.1,5.37,260947.86,5.57
1128914.42,24.11,5.38,261679.62,5.59
1128721.83,24.11,5.38,261645.74,5.59
1129054.19,24.12,5.39,262156.17,5.6
1130337.01,24.15,5.42,263099.85,5.62
1130337.01,24.15,5.42,262918.6,5.62
1130144.42,24.15,5.43,264044.46,5.64
1130406.41,24.16,5.43,264479.99,5.65
1130591.75,24.17,5.44,264535.52,5.65
1130393.48,24.17,5.44,263889.09,5.64
1130388.85,24.17,5.45,263873.37,5.64
1130421.9,24.17,5.45,263885.41,5.64
1130229.31,24.17,5.45,263865.08,5.64
1130655.03,24.18,5.46,263893.91,5.64
1130487.99,24.18,5.46,263821.23,5.64
1130907.98,24.19,5.47,263880.09,5.65
1131169.97,24.2,5.48,264125.34,5.65
1130977.38,24.2,5.48,264129.03,5.65
1131328.75,24.21,5.49,264651.01,5.66
1131136.16,24.21,5.49,264732.34,5.67
1130969.13,24.21,5.49,264710.84,5.67
1130776.54,24.22,5.49,264814.47,5.67
1130776.54,24.22,5.49,264795.85,5.67
1130609.5,24.22,5.49,264778.35,5.67
1130442.47,24.22,5.49,265151.64,5.68
1130437.84,24.22,5.5,265150.62,5.68
1130868.38,24.23,5.51,265771.96,5.7
1130675.79,24.23,5.51,265749.83,5.7
1131007.83,24.24,5.52,265919.45,5.7
1130815.24,24.24,5.52,265888.22,5.7
1130648.21,24.25,5.52,265879.27,5.7
1130455.62,24.25,5.52,265858.21,5.7
1130263.03,24.25,5.52,265836.87,5.7
1129653.37,24.24,5.51,265030.84,5.69
1129486.34,24.24,5.51,264953.34,5.69
1129486.34,24.24,5.51,264877.85,5.68
1129293.75,24.24,5.51,264842.72,5.69
1129101.16,24.24,5.52,264510.38,5.68
1129331.22,24.25,5.52,264495.08,5.68
1129758.83,24.26,5.53,264420.8,5.68
1129373.64,24.26,5.54,264394.92,5.68
1129373.64,24.26,5.54,264362.4,5.68
1129206.61,24.26,5.54,264358.27,5.68
1129162.85,24.27,5.54,263884.37,5.67
1129183.78,24.27,5.54,264064.51,5.68
1128991.19,24.27,5.55,264065.29,5.68
1128991.19,24.27,5.55,264051.83,5.68
1129342.57,24.28,5.55,264129.31,5.68
1129266.67,24.29,5.56,264233.15,5.68
1129287.6,24.29,5.56,264413.98,5.69
1129304.12,24.29,5.56,264407.38,5.69
1129395.51,24.29,5.57,264920.17,5.7
1129657.5,24.3,5.57,265015.52,5.7
1129288.48,24.3,5.57,264842.93,5.7
1129288.48,24.3,5.57,264823.4,5.7
1129128.93,24.3,5.57,264829.58,5.7
1128936.34,24.3,5.57,265013.4,5.7
1128931.72,24.3,5.57,264995.43,5.7
1128960.13,24.31,5.58,265006.07,5.71
1128767.54,24.31,5.58,265314.01,5.71
1128574.95,24.31,5.58,265274.66,5.71
1128405.34,24.31,5.58,265274.54,5.72
1128202.68,24.31,5.58,265307.14,5.72
1128043.13,24.32,5.59,265313.31,5.72
1128313.22,24.32,5.59,265304.0,5.72
1128120.63,24.32,5.6,265281.1,5.72
1128393.8,24.33,5.6,265281.3,5.72
1128633.92,24.34,5.61,265254.07,5.72
1128863.56,24.35,5.62,265859.47,5.73
1128858.93,24.36,5.63,265686.12,5.73
1128666.34,24.36,5.63,265655.64,5.73
1128682.87,24.36,5.63,265649.04,5.73
1128678.24,24.36,5.63,265624.04,5.73
1128511.21,24.36,5.63,265546.89,5.73
1128351.66,24.36,5.63,265547.2,5.73
1128347.03,24.37,5.64,265529.6,5.73
1128148.76,24.37,5.64,265501.57,5.74
1128274.97,24.38,5.65,265547.48,5.74
1128082.38,24.38,5.65,264835.9,5.72
1128292.59,24.38,5.65,265074.29,5.73
1128125.55,24.39,5.66,264997.14,5.73
1128146.49,24.39,5.66,265085.91,5.73
1127953.89,24.39,5.66,265121.62,5.73
1127953.89,24.39,5.66,265237.35,5.74
1127953.89,24.39,5.66,265232.93,5.74
1127953.89,24.39,5.66,265439.86,5.74
1128194.02,24.4,5.67,266185.23,5.76
1128324.26,24.41,5.67,266304.95,5.76
1128509.59,24.41,5.68,266329.84,5.76
1128317.0,24.41,5.68,266298.14,5.76
1128333.53,24.41,5.68,266282.37,5.76
1128333.53,24.41,5.68,266132.23,5.76
1128595.52,24.42,5.69,266413.25,5.76
1128616.45,24.43,5.7,266514.58,5.77
1129130.45,24.44,5.71,267625.9,5.79
1128963.42,24.44,5.71,267608.4,5.79
1129364.9,24.45,5.72,267581.96,5.79
1129172.31,24.46,5.72,267886.04,5.8
1129172.31,24.46,5.72,267871.19,5.8
1129533.66,24.46,5.73,267797.21,5.8
1129795.64,24.47,5.74,268216.49,5.81
1130204.84,24.48,5.75,268566.85,5.82
1130012.25,24.48,5.75,268550.49,5.82
1130007.63,24.49,5.76,268612.3,5.82
1130003.0,24.49,5.76,268590.42,5.82
1129835.97,24.49,5.76,268767.14,5.83
1129992.82,24.5,5.77,268804.76,5.83
1129992.82,24.5,5.77,268695.81,5.83
1129800.23,24.5,5.77,268677.78,5.83
1129800.23,24.5,5.77,268677.78,5.83
1130045.36,24.51,5.78,268485.98,5.82
1129852.77,24.51,5.78,268537.81,5.83
1129660.18,24.51,5.78,268575.65,5.83
1129660.18,24.51,5.78,268616.16,5.83
1129467.59,24.52,5.78,268587.13,5.83
1129275.0,24.52,5.78,268617.98,5.83
1129275.0,24.52,5.78,268592.74,5.83
1129115.45,24.52,5.79,268588.31,5.83
1128948.42,24.52,5.79,268593.36,5.83
1129299.79,24.53,5.8,268867.85,5.84
1129107.2,24.53,5.8,268852.93,5.84
1129102.57,24.54,5.8,268832.83,5.84
1129097.95,24.54,5.81,268815.64,5.84
1129368.03,24.55,5.81,269243.71,5.85
1128630.71,24.55,5.82,269244.47,5.86
1128438.12,24.55,5.82,269317.53,5.86
1128438.12,24.55,5.82,269304.98,5.86
1128564.33,24.56,5.83,269388.73,5.86
1128397.29,24.56,5.83,269316.05,5.86
1129052.9,24.58,5.84,269902.34,5.88
1129439.5,24.58,5.85,271819.18,5.92
1129686.51,24.59,5.86,272205.72,5.93
1129493.92,24.59,5.86,272177.62,5.93
1129789.39,24.6,5.87,277487.13,6.04
1129946.25,24.61,5.87,277722.98,6.05
1129779.22,24.61,5.87,277707.58,6.05
1129943.28,24.62,5.88,277938.89,6.05
1129750.69,24.62,5.88,277991.86,6.06
1129583.66,24.62,5.88,277891.74,6.06
1129845.64,24.63,5.89,278959.57,6.08
1129653.05,24.63,5.89,279056.46,6.08
1129460.46,24.63,5.89,279043.11,6.08
1129163.03,24.63,5.89,278915.74,6.08
1129231.14,24.63,5.89,278941.39,6.08
1129226.51,24.63,5.9,278357.4,6.07
1129028.24,24.63,5.9,278320.22,6.07
1129290.23,24.64,5.91,278737.67,6.08
1129524.68,24.65,5.91,278759.89,6.08
1129326.41,24.65,5.91,278829.12,6.09
1129342.93,24.65,5.91,278822.53,6.09
1129674.98,24.66,5.92,278861.16,6.09
1129695.91,24.66,5.93,278949.93,6.09
1130044.05,24.67,5.94,278998.82,6.09
1129948.04,24.67,5.94,278869.78,6.09
1129749.77,24.68,5.94,278810.09,6.09
1129998.06,24.68,5.95,278902.68,6.09
1129998.06,24.68,5.95,278777.9,6.09
1129831.02,24.69,5.95,278775.89,6.09
1129342.62,24.68,5.94,278279.41,6.08
1129175.59,24.68,5.94,278275.28,6.08
1128738.38,24.68,5.94,277741.71,6.07
1128571.35,24.68,5.94,278116.9,6.08
1128571.35,24.68,5.94,278106.9,6.08
1128404.32,24.68,5.94,278029.41,6.08
1128404.32,24.68,5.94,278003.52,6.08
1128404.32,24.68,5.94,277916.08,6.08
1127692.43,24.67,5.93,277161.72,6.06
1127824.31,24.67,5.94,277235.84,6.07
1127631.72,24.68,5.94,277206.04,6.07
1127464.69,24.68,5.94,277204.03,6.07
1127272.1,24.68,5.94,277202.87,6.07
1127079.51,24.68,5.94,277168.87,6.07
1126912.47,24.68,5.94,277538.0,6.08
1126912.47,24.68,5.94,277469.06,6.08
1127152.6,24.69,5.95,277441.83,6.08
1126960.01,24.69,5.95,277508.42,6.08
1125452.33,24.7,5.96,277449.59,6.09
1125292.78,24.7,5.96,277448.7,6.09
1125292.78,24.7,5.96,277418.78,6.09
1125292.78,24.7,5.96,277893.28,6.1
1125260.89,24.7,5.97,277830.06,6.1
1125068.3,24.71,5.97,277799.13,6.1
1125068.3,24.71,5.97,277801.59,6.1
1124875.71,24.71,5.97,277779.56,6.1
1124875.71,24.71,5.97,277759.0,6.1
1124683.12,24.71,5.97,277742.64,6.1
1124490.53,24.71,5.97,277668.53,6.1
1124196.65,24.7,5.97,277372.16,6.1
1124589.44,24.71,5.97,277949.97,6.11
1124422.41,24.72,5.98,278060.62,6.11
1124773.78,24.72,5.98,278138.09,6.11
1125018.91,24.74,6.0,277957.42,6.11
1125292.08,24.74,6.0,277962.75,6.11
1125287.45,24.75,6.01,278054.75,6.12
1125287.45,24.75,6.01,278017.68,6.11
1125094.86,24.75,6.01,277996.62,6.12
1124935.31,24.75,6.01,278002.8,6.12
1124935.31,24.75,6.01,277938.1,6.12
1124752.53,24.75,6.01,277308.23,6.1
1124585.5,24.75,6.01,277433.27,6.11
1124392.91,24.76,6.02,277656.7,6.11
1124825.08,24.77,6.03,277643.14,6.11
1124632.49,24.77,6.03,277595.29,6.11
1124627.87,24.77,6.03,277586.04,6.11
1124867.99,24.78,6.04,277557.85,6.11
1125108.12,24.79,6.05,277584.28,6.12
1124941.09,24.79,6.05,277580.15,6.12
1124774.05,24.79,6.05,277635.77,6.12
1124905.94,24.8,6.06,277561.22,6.12
1124746.39,24.8,6.06,277562.31,6.12
1124553.8,24.8,6.06,277626.92,6.12
1124549.17,24.81,6.06,277991.41,6.13
1124382.14,24.81,6.07,277987.28,6.13
1124733.51,24.82,6.07,279098.94,6.16
1125059.88,24.83,6.08,279100.36,6.16
1124892.85,24.83,6.09,279027.68,6.16
1124700.26,24.83,6.09,279153.21,6.16
1124507.67,24.83,6.09,279120.97,6.16
1124315.08,24.83,6.09,279100.54,6.16
1126078.31,24.87,6.13,278877.28,6.16
1126340.3,24.88,6.14,279294.73,6.17
1126147.71,24.88,6.14,279352.33,6.17
1125955.12,24.88,6.14,279317.91,6.17
1125950.49,24.89,6.15,279388.56,6.18
1125757.9,24.89,6.15,279412.67,6.18
1125565.31,24.89,6.15,279382.95,6.18
1125172.61,24.89,6.14,278939.75,6.17
1125420.9,24.9,6.15,278909.58,6.17
1125228.31,24.9,6.15,278886.68,6.17
1125456.66,24.91,6.16,278632.3,6.17
1125696.78,24.91,6.17,278607.73,6.17
1125529.75,24.92,6.17,278590.23,6.17
1125550.68,24.92,6.18,278734.19,6.17
1125546.06,24.93,6.18,278689.1,6.17
1125386.51,24.93,6.18,278695.27,6.17
1125386.51,24.93,6.18,278695.27,6.17
1125193.92,24.93,6.19,278693.06,6.17
1125189.3,24.93,6.19,278590.09,6.17
1124996.7,24.93,6.19,278559.7,6.17
1124996.7,24.93,6.19,278556.3,6.17
1124829.67,24.94,6.19,278551.98,6.18
1124670.13,24.94,6.19,278548.41,6.18
1124503.09,24.94,6.2,278541.46,6.18
1125112.46,24.96,6.21,278720.85,6.18
1124919.87,24.96,6.21,278694.78,6.18
1124915.24,24.96,6.22,278665.15,6.18
1125047.13,24.97,6.22,278690.54,6.19
1124736.47,24.96,6.22,278342.4,6.18
1125068.52,24.97,6.23,278312.62,6.18
1124875.93,24.97,6.23,277912.88,6.17
1124716.38,24.98,6.23,277919.05,6.17
1124523.79,24.98,6.23,277766.72,6.17
1124523.79,24.98,6.23,277722.24,6.17
1124763.92,24.99,6.24,277695.05,6.17
1124763.92,24.99,6.24,277693.45,6.17
1124596.88,24.99,6.24,277613.84,6.17
1124858.79,25.0,6.25,277393.02,6.16
1124854.16,25.0,6.26,278697.15,6.19
1124661.57,25.0,6.26,278687.65,6.2
1124468.98,25.01,6.26,278662.03,6.2
1124301.95,25.01,6.26,278640.52,6.2
1124563.94,25.02,6.27,278942.07,6.21
1124404.39,25.02,6.27,278943.16,6.21
1124219.13,25.02,6.27,278468.13,6.2
1124026.54,25.02,6.27,278412.22,6.2
1123866.99,25.02,6.27,278409.1,6.2
1123866.99,25.02,6.27,278390.41,6.2
1124105.75,25.03,6.28,279223.98,6.22
1124126.68,25.03,6.29,279356.72,6.22
1124126.68,25.03,6.29,279379.79,6.22
1123934.09,25.03,6.29,279355.76,6.22
1124196.08,25.04,6.3,279885.55,6.23
1124597.56,25.05,6.31,279851.83,6.23
1124859.55,25.06,6.31,280275.76,6.24
1124859.55,25.06,6.31,280260.92,6.24
1124666.96,25.06,6.32,280198.28,6.24
1124915.25,25.07,6.32,280169.59,6.24
1125155.38,25.08,6.33,280166.7,6.24
1124995.83,25.08,6.33,280159.37,6.25
1125613.76,25.1,6.35,281134.3,6.27
1125642.18,25.1,6.36,281144.94,6.27
1125642.18,25.1,6.36,281457.65,6.28
1125449.59,25.1,6.36,281519.45,6.28
1125257.0,25.1,6.36,281563.78,6.28
1125064.41,25.11,6.36,281604.83,6.28
1124897.38,25.11,6.36,281527.69,6.28
1124277.91,25.1,6.35,280949.53,6.27
1124294.43,25.1,6.35,280945.19,6.27
1124294.43,25.1,6.35,280874.65,6.27
1124524.49,25.11,6.36,280901.82,6.27
1124524.49,25.11,6.36,280832.88,6.27
1124519.86,25.11,6.37,280991.7,6.27
1124327.27,25.11,6.37,280956.4,6.28
1124134.68,25.11,6.37,281068.25,6.28
1123612.79,25.11,6.36,280515.03,6.27
1123427.02,25.11,6.36,280480.21,6.27
1123447.95,25.11,6.36,280882.86,6.28
1123249.68,25.11,6.37,280853.14,6.28
1123057.09,25.11,6.37,280822.75,6.28
1123188.97,25.12,6.37,280800.54,6.28
1123021.94,25.12,6.37,280780.71,6.28
1123021.94,25.12,6.37,280831.59,6.28
1122829.35,25.12,6.38,280803.19,6.28
1122631.08,25.12,6.38,281064.75,6.29
1122471.53,25.13,6.38,281063.86,6.29
1122177.65,25.12,6.37,280819.26,6.29
1122509.69,25.13,6.38,281117.02,6.29
1122317.1,25.13,6.38,280995.18,6.29
1122124.51,25.13,6.39,280964.96,6.29
1121840.53,25.13,6.39,280659.8,6.29
1121647.94,25.13,6.39,280635.68,6.29
1121643.31,25.14,6.39,280658.14,6.29
1121643.31,25.14,6.39,280730.55,6.29
1121905.3,25.15,6.4,281004.63,6.3
1121712.71,25.15,6.4,280986.25,6.3
1121974.62,25.16,6.41,280765.43,6.3
1122306.66,25.17,6.42,280695.58,6.29
1122139.63,25.17,6.42,280677.8,6.3
1123354.28,25.2,6.45,281385.98,6.31
1123375.21,25.21,6.46,281453.78,6.32
1123707.25,25.22,6.47,281452.2,6.32
1123723.78,25.22,6.47,281438.18,6.32
1123879.71,25.22,6.47,281922.07,6.33
1123879.71,25.22,6.47,281922.07,6.33
1123687.12,25.22,6.47,281917.22,6.33
1123494.53,25.22,6.47,281904.9,6.33
1123515.46,25.23,6.48,282085.23,6.33
1123515.46,25.23,6.48,282435.53,6.34
1123510.83,25.23,6.48,282411.99,6.34
1123510.83,25.23,6.48,282472.71,6.34
1123740.89,25.24,6.49,282856.54,6.35
1123740.89,25.24,6.49,282902.95,6.35
1123548.3,25.24,6.49,282858.12,6.35
