ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1044,5380,1596660,6212,1596660
1044,5380,1597470,6212,1597470
1044,5380,1598280,6212,1598280
1044,5380,1599280,6212,1599280
1045,5382,1599930,6212,1599930
1045,5382,1599930,6212,1599930
1045,5382,1600930,6212,1600930
1045,5382,1600930,6212,1600930
1046,5384,1601930,6212,1601930
1046,5384,1602930,6212,1602930
1046,5384,1603930,6212,1603930
1046,5384,1603930,6212,1603930
1046,5384,1604930,6212,1604930
1046,5384,1605930,6212,1605930
1046,5384,1605930,6212,1605930
1047,5392,1606930,6212,1606930
1047,5392,1607930,6212,1607930
1048,5394,1608250,6212,1608250
1048,5394,1609250,6212,1609250
1048,5394,1610060,6212,1610060
1048,5394,1610870,6212,1610870
1048,5394,1611330,6212,1611330
1049,5402,1615330,6212,1615330
1049,5402,1616330,6212,1616330
1049,5402,1616330,6212,1616330
1049,5402,1616980,6212,1616980
1049,5402,1617980,6212,1617980
1049,5402,1617980,6212,1617980
1049,5402,1617980,6212,1617980
1049,5402,1618530,6212,1618530
1049,5402,1619530,6212,1619530
1049,5402,1619530,6212,1619530
1049,5402,1620180,6212,1620180
1049,5402,1621180,6212,1621180
1049,5402,1621660,6212,1621660
1049,5402,1622660,6212,1622660
1049,5402,1623660,6212,1623660
1049,5402,1624130,6212,1624130
1049,5402,1625130,6212,1625130
1049,5402,1626130,6212,1626130
1049,5402,1626600,6212,1626600
1049,5402,1626820,6212,1626820
1049,5402,1627630,6212,1627630
1049,5402,1628630,6212,1628630
1049,5402,1629100,6212,1629100
1049,5402,1629570,6212,1629570
1049,5402,1630570,6212,1630570
1050,5410,1630570,6212,1630570
1050,5410,1630890,6212,1630890
1050,5410,1631700,6212,1631700
1050,5410,1631860,6212,1631860
1050,5410,1632670,6212,1632670
1050,5410,1633670,6212,1633670
1050,5410,1634130,6212,1634130
1050,5410,1634130,6212,1634130
1051,5412,1635130,6212,1635130
1051,5412,1635780,6212,1635780
1051,5412,1636780,6212,1636780
1052,5413,1637590,6212,1637590
1052,5413,1638590,6212,1638590
1052,5413,1638590,6212,1638590
1053,5415,1639590,6212,1639590
1053,5415,1639590,6212,1639590
1053,5415,1639590,6212,1639590
1053,5415,1640590,6212,1640590
1053,5415,1641240,6212,1641240
1053,5415,1642240,6212,1642240
1054,5417,1643240,6212,1643240
1054,5417,1644240,6212,1644240
1054,5417,1645240,6212,1645240
1054,5417,1646240,6212,1646240
1055,5419,1646240,6212,1646240
1055,5419,1646710,6212,1646710
1055,5419,1647710,6212,1647710
1056,5427,1655710,6212,1655710
1057,5435,1656710,6212,1656710
1057,5435,1656710,6212,1656710
1057,5435,1656710,6212,1656710
1057,5435,1657030,6212,1657030
1057,5435,1658030,6212,1658030
1057,5435,1658030,6212,1658030
1057,5435,1659030,6212,1659030
1057,5435,1659030,6212,1659030
1057,5435,1660030,6212,1660030
1057,5435,1661030,6212,1661030
1057,5435,1661350,6212,1661350
1057,5435,1661460,6212,1661460
1057,5435,1662460,6212,1662460
1058,5437,1662780,6212,1662780
1059,5439,1663780,6212,1663780
1060,5447,1664250,6212,1664250
1061,5449,1665060,6212,1665060
1061,5449,1665060,6212,1665060
1061,5449,1666060,6212,1666060
1062,5457,1667060,6212,1667060
1062,5457,1667060,6212,1667060
1063,5459,1668060,6212,1668060
1063,5459,1669060,6212,1669060
1063,5459,1670060,6212,1670060
1064,5467,1670280,6212,1670280
1064,5467,1671280,6212,1671280
1064,5467,1672090,6212,1672090
1064,5467,1672560,6212,1672560
1064,5467,1673030,6212,1673030
1064,5467,1674030,6212,1674030
1064,5467,1675030,6212,1675030
1064,5467,1675680,6212,1675680
1065,5475,1676680,6212,1676680
1065,5475,1677680,6212,1677680
1065,5475,1678490,6212,1678490
1065,5475,1679490,6212,1679490
1065,5475,1679810,6212,1679810
1065,5475,1680130,6212,1680130
1065,5475,1681130,6212,1681130
1065,5475,1682130,6212,1682130
1065,5475,1683130,6212,1683130
1065,5475,1684130,6212,1684130
1065,5475,1684780,6212,1684780
1065,5475,1685250,6212,1685250
1065,5475,1686250,6212,1686250
1065,5475,1687250,6212,1687250
1065,5475,1688060,6212,1688060
1065,5475,1689060,6212,1689060
1065,5475,1690060,6212,1690060
1065,5475,1690870,6212,1690870
1065,5475,1691330,6212,1691330
1065,5475,1692330,6212,1692330
1066,5477,1693330,6212,1693330
1066,5477,1693800,6212,1693800
1066,5477,1694800,6212,1694800
1066,5477,1695610,6212,1695610
1066,5477,1696420,6212,1696420
1067,5485,1697420,6212,1697420
1067,5485,1697420,6212,1697420
1067,5485,1698420,6212,1698420
1067,5485,1699230,6212,1699230
1067,5485,1700230,6212,1700230
1067,5485,1700230,6212,1700230
1067,5485,1701230,6212,1701230
1068,5493,1702230,6212,1702230
1068,5493,1703230,6212,1703230
1069,5495,1703700,6212,1703700
1069,5495,1704700,6212,1704700
1069,5495,1705510,6212,1705510
1069,5495,1706160,6212,1706160
1069,5495,1706630,6212,1706630
1069,5495,1706950,6212,1706950
1069,5495,1707950,6212,1707950
1070,5503,1708950,6212,1708950
1070,5503,1709950,6212,1709950
1070,5503,1709950,6212,1709950
1070,5503,1710420,6212,1710420
1070,5503,1710420,6212,1710420
1070,5503,1711420,6212,1711420
1071,5505,1712420,6212,1712420
1071,5505,1713230,6212,1713230
1071,5505,1714230,6212,1714230
1071,5505,1715230,6212,1715230
1072,5507,1716230,6212,1716230
1072,5507,1716700,6212,1716700
1073,5515,1717700,6212,1717700
1073,5515,1718020,6212,1718020
1073,5515,1719020,6212,1719020
1074,5523,1720020,6212,1720020
1074,5523,1720020,6212,1720020
1074,5523,1720490,6212,1720490
1074,5523,1721300,6212,1721300
1074,5523,1721300,6212,1721300
1074,5523,1722300,6212,1722300
1074,5523,1722770,6212,1722770
1074,5523,1723000,6212,1723000
1074,5523,1723470,6212,1723470
1074,5523,1723470,6212,1723470
1074,5523,1724470,6212,1724470
1074,5523,1724930,6212,1724930
1074,5523,1725400,6212,1725400
1075,5531,1726400,6212,1726400
1075,5531,1726860,6212,1726860
1076,5539,1727670,6212,1727670
1076,5539,1727670,6212,1727670
1076,5539,1728670,6212,1728670
1076,5539,1729670,6212,1729670
1076,5539,1730670,6212,1730670
1077,5541,1731670,6212,1731670
1078,5542,1732670,6212,1732670
1078,5542,1732670,6212,1732670
1079,5544,1732670,6212,1732670
1079,5544,1733140,6212,1733140
1080,5546,1733140,6212,1733140
1080,5546,1733950,6212,1733950
1080,5546,1734950,6212,1734950
1080,5546,1735950,6212,1735950
1080,5546,1736760,6212,1736760
1080,5546,1737230,6212,1737230
1080,5546,1738040,6212,1738040
1080,5546,1739040,6212,1739040
1080,5546,1740040,6212,1740040
1080,5546,1740690,6212,1740690
1081,5550,1741690,6212,1741690
1081,5550,1741690,6212,1741690
1081,5550,1742690,6212,1742690
1081,5550,1743690,6212,1743690
1082,5558,1744690,6212,1744690
1082,5558,1745010,6212,1745010
1082,5558,1745330,6212,1745330
1082,5558,1746330,6212,1746330
1082,5558,1747330,6212,1747330
1082,5558,1748330,6212,1748330
1082,5558,1749330,6212,1749330
1082,5558,1750140,6212,1750140
1082,5558,1750140,6212,1750140
1082,5558,1750610,6212,1750610
1082,5558,1751610,6212,1751610
1083,5560,1752610,6212,1752610
1083,5560,1752930,6212,1752930
1083,5560,1753930,6212,1753930
1083,5560,1754400,6212,1754400
1083,5560,1755210,6212,1755210
1083,5560,1755530,6212,1755530
1084,5568,1755530,6212,1755530
1084,5568,1755530,6212,1755530
1084,5568,1755530,6212,1755530
1084,5568,1756530,6212,1756530
1084,5568,1757530,6212,1757530
1084,5568,1758340,6212,1758340
1084,5568,1758340,6212,1758340
1084,5568,1759150,6212,1759150
1084,5568,1759150,6212,1759150
1084,5568,1759620,6212,1759620
1084,5568,1759620,6212,1759620
1084,5568,1760620,6212,1760620
1084,5568,1761620,6212,1761620
1084,5568,1761620,6212,1761620
1084,5568,1762430,6212,1762430
1084,5568,1762900,6212,1762900
1084,5568,1763900,6212,1763900
1084,5568,1764490,6212,1764490
1084,5568,1764810,6212,1764810
1084,5568,1764810,6212,1764810
1084,5568,1765810,6212,1765810
1084,5568,1766810,6212,1766810
1085,5570,1767810,6212,1767810
1086,5572,1768810,6212,1768810
1086,5572,1769360,6212,1769360
1086,5572,1769360,6212,1769360
1086,5572,1770360,6212,1770360
1086,5572,1771360,6212,1771360
1086,5572,1771360,6212,1771360
1086,5572,1771360,6212,1771360
1086,5572,1771910,6212,1771910
1086,5572,1772910,6212,1772910
1086,5572,1773910,6212,1773910
1086,5572,1774910,6212,1774910
1086,5572,1775130,6212,1775130
1086,5572,1775590,6212,1775590
1086,5572,1776590,6212,1776590
1086,5572,1777180,6212,1777180
1086,5572,1778180,6212,1778180
1086,5572,1779180,6212,1779180
1086,5572,1780180,6212,1780180
1086,5572,1781180,6212,1781180
1086,5572,1782180,6212,1782180
1086,5572,1782500,6212,1782500
1086,5572,1782500,6212,1782500
1086,5572,1783090,6212,1783090
1086,5572,1783090,6212,1783090
1086,5572,1783090,6212,1783090
1086,5572,1783090,6212,1783090
1087,5574,1783560,6212,1783560
1087,5574,1784560,6212,1784560
1087,5574,1785370,6212,1785370
1087,5574,1785370,6212,1785370
1087,5574,1785690,6212,1785690
1087,5574,1786690,6212,1786690
1087,5574,1787690,6212,1787690
1087,5574,1788690,6212,1788690
1087,5574,1789690,6212,1789690
1087,5574,1790500,6212,1790500
1087,5574,1791500,6212,1791500
1087,5574,1792500,6212,1792500
1087,5574,1793500,6212,1793500
1088,5576,1794500,6212,1794500
1088,5576,1795500,6212,1795500
1088,5576,1796050,6212,1796050
1088,5576,1796860,6212,1796860
1088,5576,1796860,6212,1796860
1088,5576,1797860,6212,1797860
1089,5577,1797860,6212,1797860
1090,5585,1798860,6212,1798860
1090,5585,1799860,6212,1799860
1090,5585,1800510,6212,1800510
1090,5585,1800510,6212,1800510
1090,5585,1801510,6212,1801510
1090,5585,1802510,6212,1802510
1090,5585,1802510,6212,1802510
1090,5585,1803320,6212,1803320
1090,5585,1803320,6212,1803320
1090,5585,1804320,6212,1804320
1090,5585,1804640,6212,1804640
1090,5585,1805640,6212,1805640
1090,5585,1806640,6212,1806640
1091,5593,1814640,6212,1814640
1091,5593,1815640,6212,1815640
1091,5593,1816290,6212,1816290
1091,5593,1817290,6212,1817290
1091,5593,1817290,6212,1817290
1091,5593,1818290,6212,1818290
1092,5601,1819290,6212,1819290
1092,5601,1820290,6212,1820290
1092,5601,1821290,6212,1821290
1092,5601,1821290,6212,1821290
1092,5601,1822100,6212,1822100
1092,5601,1823100,6212,1823100
1092,5601,1824100,6212,1824100
1092,5601,1825100,6212,1825100
1092,5601,1825450,6212,1825450
1092,5601,1825920,6212,1825920
1092,5601,1826920,6212,1826920
1092,5601,1827240,6212,1827240
1092,5601,1827890,6212,1827890
1093,5609,1828210,6212,1828210
1093,5609,1829210,6212,1829210
1093,5609,1830210,6212,1830210
1093,5609,1830580,6212,1830580
1093,5609,1831050,6212,1831050
1093,5609,1832050,6212,1832050
1093,5609,1832640,6212,1832640
1093,5609,1833450,6212,1833450
1093,5609,1833450,6212,1833450
1093,5609,1834450,6212,1834450
1093,5609,1835450,6212,1835450
1093,5609,1836450,6212,1836450
1093,5609,1837260,6212,1837260
1093,5609,1838260,6212,1838260
1093,5609,1839260,6212,1839260
1093,5609,1840260,6212,1840260
1093,5609,1840910,6212,1840910
1093,5609,1841910,6212,1841910
1093,5609,1842910,6212,1842910
1093,5609,1843910,6212,1843910
1093,5609,1844380,6212,1844380
1093,5609,1845380,6212,1845380
1093,5609,1846380,6212,1846380
1093,5609,1847380,6212,1847380
1093,5609,1847380,6212,1847380
1093,5609,1848380,6212,1848380
1093,5609,1849190,6212,1849190
1093,5609,1850190,6212,1850190
1093,5609,1851000,6212,1851000
1093,5609,1851810,6212,1851810
1093,5609,1851810,6212,1851810
1093,5609,1852810,6212,1852810
1093,5609,1853810,6212,1853810
1093,5609,1854460,6212,1854460
1093,5609,1855460,6212,1855460
1094,5617,1856270,6212,1856270
1094,5617,1856740,6212,1856740
1094,5617,1857060,6212,1857060
1094,5617,1857290,6212,1857290
1094,5617,1858290,6212,1858290
1095,5625,1859290,6212,1859290
1095,5625,1860100,6212,1860100
1095,5625,1861100,6212,1861100
1095,5625,1861910,6212,1861910
1095,5625,1861910,6212,1861910
1096,5633,1862910,6212,1862910
1096,5633,1863560,6212,1863560
1096,5633,1863560,6212,1863560
1096,5633,1863560,6212,1863560
1096,5633,1864030,6212,1864030
1096,5633,1864490,6212,1864490
1096,5633,1864810,6212,1864810
1096,5633,1865810,6212,1865810
1096,5633,1866620,6212,1866620
1096,5633,1867620,6212,1867620
1096,5633,1868090,6212,1868090
1097,5641,1869090,6212,1869090
1097,5641,1869740,6212,1869740
1097,5641,1870740,6212,1870740
1097,5641,1871740,6212,1871740
1097,5641,1872740,6212,1872740
1098,5649,1873550,6212,1873550
1098,5649,1874360,6212,1874360
1098,5649,1875360,6212,1875360
1098,5649,1876360,6212,1876360
1098,5649,1876690,6212,1876690
1098,5649,1877690,6212,1877690
1098,5649,1878690,6212,1878690
1098,5649,1879690,6212,1879690
1098,5649,1879690,6212,1879690
1098,5649,1880690,6212,1880690
1098,5649,1881690,6212,1881690
1098,5649,1882500,6212,1882500
1099,5651,1883500,6212,1883500
1099,5651,1884500,6212,1884500
1099,5651,1884660,6212,1884660
1099,5651,1885660,6212,1885660
1099,5651,1886470,6212,1886470
1099,5651,1887470,6212,1887470
1099,5651,1887470,6212,1887470
1099,5651,1888470,6212,1888470
1099,5651,1889470,6212,1889470
1099,5651,1890470,6212,1890470
1099,5651,1891470,6212,1891470
1099,5651,1891470,6212,1891470
1099,5651,1891790,6212,1891790
1099,5651,1892110,6212,1892110
1100,5653,1893110,6212,1893110
1100,5653,1893110,6212,1893110
1100,5653,1893110,6212,1893110
1100,5653,1893330,6212,1893330
1100,5653,1893920,6212,1893920
1100,5653,1894920,6212,1894920
1100,5653,1895920,6212,1895920
1100,5653,1896730,6212,1896730
1100,5653,1897380,6212,1897380
1100,5653,1898030,6212,1898030
1100,5653,1898840,6212,1898840
1100,5653,1898840,6212,1898840
1100,5653,1899840,6212,1899840
1100,5653,1900840,6212,1900840
1100,5653,1901310,6212,1901310
1100,5653,1902120,6212,1902120
1100,5653,1902120,6212,1902120
1100,5653,1902350,6212,1902350
1100,5653,1903350,6212,1903350
1100,5653,1903350,6212,1903350
1100,5653,1904160,6212,1904160
1100,5653,1905160,6212,1905160
1100,5653,1905640,6212,1905640
1100,5653,1906100,6212,1906100
1100,5653,1906910,6212,1906910
1101,5655,1907720,6212,1907720
1101,5655,1908530,6212,1908530
1102,5663,1909530,6212,1909530
1102,5663,1910530,6212,1910530
1102,5663,1911530,6212,1911530
1102,5663,1912530,6212,1912530
1102,5663,1913530,6212,1913530
1103,5671,1914530,6212,1914530
1103,5671,1914690,6212,1914690
1103,5671,1915500,6212,1915500
1103,5671,1916500,6212,1916500
1103,5671,1916960,6212,1916960
1103,5671,1917960,6212,1917960
1103,5671,1918960,6212,1918960
1103,5671,1919960,6212,1919960
1103,5671,1920550,6212,1920550
1103,5671,1921550,6212,1921550
1103,5671,1922360,6212,1922360
1103,5671,1923360,6212,1923360
1103,5671,1923590,6212,1923590
1103,5671,1923590,6212,1923590
1103,5671,1923910,6212,1923910
1103,5671,1924720,6212,1924720
1103,5671,1925720,6212,1925720
1103,5671,1926040,6212,1926040
1103,5671,1926410,6212,1926410
1103,5671,1926730,6212,1926730
1104,5679,1926730,6212,1926730
1105,5687,1926730,6212,1926730
1106,5695,1927200,6212,1927200
1106,5695,1927200,6212,1927200
1106,5695,1928200,6212,1928200
1106,5695,1929200,6212,1929200
1106,5695,1930200,6212,1930200
1106,5695,1930670,6212,1930670
1106,5695,1931670,6212,1931670
1106,5695,1932140,6212,1932140
1106,5695,1933140,6212,1933140
1106,5695,1934140,6212,1934140
1106,5695,1934610,6212,1934610
1106,5695,1935610,6212,1935610
1106,5695,1936610,6212,1936610
1106,5695,1937610,6212,1937610
1106,5695,1938610,6212,1938610
1106,5695,1938610,6212,1938610
1106,5695,1938610,6212,1938610
1106,5695,1939610,6212,1939610
1106,5695,1940260,6212,1940260
1106,5695,1941260,6212,1941260
1106,5695,1942260,6212,1942260
1106,5695,1943260,6212,1943260
1107,5697,1943260,6212,1943260
1107,5697,1943260,6212,1943260
1107,5697,1943260,6212,1943260
1107,5697,1944070,6212,1944070
1107,5697,1944530,6212,1944530
1107,5697,1945340,6212,1945340
1107,5697,1946340,6212,1946340
1107,5697,1947340,6212,1947340
1107,5697,1947930,6212,1947930
1108,5699,1948400,6212,1948400
1108,5699,1948400,6212,1948400
1108,5699,1948860,6212,1948860
1108,5699,1949670,6212,1949670
1108,5699,1950670,6212,1950670
1108,5699,1951140,6212,1951140
1108,5699,1951950,6212,1951950
1109,5707,1952950,6212,1952950
1109,5707,1953950,6212,1953950
1109,5707,1954950,6212,1954950
1109,5707,1955420,6212,1955420
1109,5707,1956420,6212,1956420
1109,5707,1957420,6212,1957420
1109,5707,1958070,6212,1958070
1109,5707,1959070,6212,1959070
1109,5707,1960070,6212,1960070
1109,5707,1960530,6212,1960530
1109,5707,1961530,6212,1961530
1110,5715,1962000,6212,1962000
1110,5715,1962230,6212,1962230
1110,5715,1962880,6212,1962880
1110,5715,1963880,6212,1963880
1110,5715,1964880,6212,1964880
1110,5715,1965530,6212,1965530
1110,5715,1966340,6212,1966340
1111,5723,1967340,6212,1967340
1112,5731,1975340,6212,1975340
1112,5731,1976150,6212,1976150
1112,5731,1976800,6212,1976800
1112,5731,1977800,6212,1977800
1112,5731,1978800,6212,1978800
1112,5731,1979610,6212,1979610
1112,5731,1979840,6212,1979840
1113,5739,1980840,6212,1980840
1113,5739,1981650,6212,1981650
1114,5747,1989650,6212,1989650
1114,5747,1990650,6212,1990650
1115,5755,1991460,6212,1991460
1115,5755,1992460,6212,1992460
1115,5755,1992930,6212,1992930
1116,5757,1993740,6212,1993740
1116,5757,1994550,6212,1994550
1116,5757,1995200,6212,1995200
1116,5757,1996200,6212,1996200
1116,5757,1997200,6212,1997200
1116,5757,1998200,6212,1998200
1116,5757,1998430,6212,1998430
1116,5757,1999430,6212,1999430
1116,5757,2000430,6212,2000430
1116,5757,2000890,6212,2000890
1116,5757,2001360,6212,2001360
1116,5757,2002360,6212,2002360
1116,5757,2003360,6212,2003360
1116,5757,2003630,6212,2003630
1116,5757,2003630,6212,2003630
1116,5757,2004630,6212,2004630
1116,5757,2004740,6212,2004740
1116,5757,2004740,6212,2004740
1116,5757,2005740,6212,2005740
1116,5757,2006740,6212,2006740
1116,5757,2007740,6212,2007740
1117,5759,2008210,6212,2008210
1117,5759,2009210,6212,2009210
1117,5759,2010020,6212,2010020
1117,5759,2011020,6212,2011020
1117,5759,2011830,6212,2011830
1117,5759,2012640,6212,2012640
1117,5759,2013640,6212,2013640
1117,5759,2014640,6212,2014640
1117,5759,2014960,6212,2014960
1117,5759,2014960,6212,2014960
1118,5763,2015960,6212,2015960
1118,5763,2016430,6212,2016430
1118,5763,2017430,6212,2017430
1118,5763,2018430,6212,2018430
1118,5763,2019240,6212,2019240
1118,5763,2019240,6212,2019240
1118,5763,2020240,6212,2020240
1118,5763,2021240,6212,2021240
1118,5763,2021240,6212,2021240
1118,5763,2022240,6212,2022240
1118,5763,2023240,6212,2023240
1118,5763,2024240,6212,2024240
1118,5763,2024240,6212,2024240
1118,5763,2025050,6212,2025050
1118,5763,2026050,6212,2026050
1119,5765,2027050,6212,2027050
1119,5765,2028050,6212,2028050
1120,5769,2029050,6212,2029050
1121,5777,2029700,6212,2029700
1121,5777,2030700,6212,2030700
1121,5777,2031700,6212,2031700
1121,5777,2032700,6212,2032700
1121,5777,2033700,6212,2033700
1121,5777,2033700,6212,2033700
1121,5777,2034510,6212,2034510
1121,5777,2035100,6212,2035100
1121,5777,2036100,6212,2036100
1121,5777,2037100,6212,2037100
1122,5785,2038100,6212,2038100
1122,5785,2038650,6212,2038650
1122,5785,2039650,6212,2039650
1122,5785,2040650,6212,2040650
1123,5793,2041650,6212,2041650
1123,5793,2041650,6212,2041650
1123,5793,2042460,6212,2042460
1123,5793,2043270,6212,2043270
1123,5793,2043740,6212,2043740
1123,5793,2044740,6212,2044740
1123,5793,2045740,6212,2045740
1123,5793,2046210,6212,2046210
1123,5793,2046670,6212,2046670
1123,5793,2047480,6212,2047480
1124,5795,2047950,6212,2047950
1124,5795,2048420,6212,2048420
1124,5795,2049420,6212,2049420
1124,5795,2049890,6212,2049890
1124,5795,2050890,6212,2050890
1124,5795,2051360,6212,2051360
1124,5795,2051360,6212,2051360
1124,5795,2052360,6212,2052360
1124,5795,2052360,6212,2052360
1124,5795,2053360,6212,2053360
1124,5795,2054360,6212,2054360
1124,5795,2055170,6212,2055170
1124,5795,2056170,6212,2056170
1125,5803,2056650,6212,2056650
1125,5803,2057120,6212,2057120
1126,5805,2057120,6212,2057120
1126,5805,2058120,6212,2058120
1126,5805,2058120,6212,2058120
1126,5805,2062120,6212,2062120
1126,5805,2062120,6212,2062120
1126,5805,2062580,6212,2062580
1126,5805,2063580,6212,2063580
1126,5805,2064580,6212,2064580
1126,5805,2065050,6212,2065050
1126,5805,2065700,6212,2065700
1126,5805,2066700,6212,2066700
1126,5805,2067700,6212,2067700
1126,5805,2068170,6212,2068170
1126,5805,2068980,6212,2068980
1126,5805,2068980,6212,2068980
1126,5805,2069790,6212,2069790
1126,5805,2069790,6212,2069790
1126,5805,2070260,6212,2070260
1127,5807,2071070,6212,2071070
1127,5807,2072070,6212,2072070
1127,5807,2072880,6212,2072880
1127,5807,2073350,6212,2073350
1127,5807,2073820,6212,2073820
1127,5807,2074820,6212,2074820
1128,5809,2075820,6212,2075820
1129,5811,2076820,6212,2076820
1129,5811,2077290,6212,2077290
1129,5811,2077290,6212,2077290
1129,5811,2077610,6212,2077610
1130,5813,2078080,6212,2078080
1130,5813,2078550,6212,2078550
1131,5821,2079360,6212,2079360
1131,5821,2079820,6212,2079820
1131,5821,2080630,6212,2080630
1131,5821,2081180,6212,2081180
1131,5821,2082180,6212,2082180
1131,5821,2083180,6212,2083180
1131,5821,2084180,6212,2084180
1131,5821,2085180,6212,2085180
1131,5821,2085990,6212,2085990
1131,5821,2085990,6212,2085990
1131,5821,2086100,6212,2086100
1131,5821,2086570,6212,2086570
1131,5821,2087570,6212,2087570
1131,5821,2088570,6212,2088570
1131,5821,2089220,6212,2089220
1131,5821,2090220,6212,2090220
1131,5821,2090220,6212,2090220
1131,5821,2090220,6212,2090220
1131,5821,2090330,6212,2090330
1131,5821,2091140,6212,2091140
1131,5821,2091360,6212,2091360
1131,5821,2092360,6212,2092360
1131,5821,2092360,6212,2092360
1131,5821,2092830,6212,2092830
1131,5821,2093300,6212,2093300
1131,5821,2094300,6212,2094300
1131,5821,2095300,6212,2095300
1131,5821,2096300,6212,2096300
1131,5821,2097300,6212,2097300
1131,5821,2098300,6212,2098300
1131,5821,2099110,6212,2099110
1131,5821,2100110,6212,2100110
1131,5821,2101110,6212,2101110
1131,5821,2101270,6212,2101270
1131,5821,2101740,6212,2101740
1131,5821,2102740,6212,2102740
1131,5821,2102740,6212,2102740
1131,5821,2103740,6212,2103740
1131,5821,2104390,6212,2104390
1131,5821,2105200,6212,2105200
1132,5823,2106200,6212,2106200
1132,5823,2107200,6212,2107200
1132,5823,2108200,6212,2108200
1132,5823,2109200,6212,2109200
1132,5823,2110200,6212,2110200
1132,5823,2111010,6212,2111010
1132,5823,2111480,6212,2111480
1132,5823,2112130,6212,2112130
1133,5831,2112680,6212,2112680
1133,5831,2112910,6212,2112910
1133,5831,2113910,6212,2113910
1134,5839,2114910,6212,2114910
1135,5847,2122910,6212,2122910
1136,5851,2123720,6212,2123720
1136,5851,2124720,6212,2124720
1136,5851,2125720,6212,2125720
1136,5851,2125720,6212,2125720
1136,5851,2126720,6212,2126720
1136,5851,2127720,6212,2127720
1137,5853,2128720,6212,2128720
1137,5853,2129190,6212,2129190
1137,5853,2130190,6212,2130190
1137,5853,2130510,6212,2130510
1137,5853,2131510,6212,2131510
1137,5853,2132510,6212,2132510
1137,5853,2132980,6212,2132980
1137,5853,2133980,6212,2133980
1137,5853,2134980,6212,2134980
1137,5853,2135790,6212,2135790
1137,5853,2136790,6212,2136790
1138,5855,2137790,6212,2137790
1138,5855,2138260,6212,2138260
1138,5855,2138260,6212,2138260
1138,5855,2138850,6212,2138850
1138,5855,2139850,6212,2139850
1138,5855,2140320,6212,2140320
1138,5855,2140320,6212,2140320
1138,5855,2141320,6212,2141320
1139,5863,2141910,6212,2141910
1139,5863,2142560,6212,2142560
1139,5863,2143370,6212,2143370
1139,5863,2143530,6212,2143530
1140,5865,2144180,6212,2144180
1140,5865,2144180,6212,2144180
1140,5865,2144410,6212,2144410
1140,5865,2145410,6212,2145410
1140,5865,2145410,6212,2145410
1140,5865,2146410,6212,2146410
1140,5865,2146880,6212,2146880
1140,5865,2147880,6212,2147880
1140,5865,2148880,6212,2148880
1140,5865,2149350,6212,2149350
1140,5865,2149670,6212,2149670
1140,5865,2149900,6212,2149900
1140,5865,2149900,6212,2149900
1140,5865,2150370,6212,2150370
1140,5865,2150370,6212,2150370
1140,5865,2151370,6212,2151370
1140,5865,2151530,6212,2151530
1140,5865,2152530,6212,2152530
1140,5865,2152690,6212,2152690
1140,5865,2153340,6212,2153340
1140,5865,2154340,6212,2154340
1140,5865,2154340,6212,2154340
1140,5865,2155150,6212,2155150
1140,5865,2156150,6212,2156150
1140,5865,2157150,6212,2157150
1140,5865,2157620,6212,2157620
1140,5865,2158430,6212,2158430
1140,5865,2159430,6212,2159430
1140,5865,2160240,6212,2160240
1140,5865,2161240,6212,2161240
1140,5865,2162240,6212,2162240
1140,5865,2163240,6212,2163240
1140,5865,2164240,6212,2164240
1140,5865,2164560,6212,2164560
1140,5865,2165560,6212,2165560
1140,5865,2166030,6212,2166030
1140,5865,2166840,6212,2166840
1140,5865,2167060,6212,2167060
1140,5865,2168060,6212,2168060
1140,5865,2168060,6212,2168060
1140,5865,2169060,6212,2169060
1141,5867,2169290,6212,2169290
1141,5867,2169290,6212,2169290
1141,5867,2170290,6212,2170290
1141,5867,2170760,6212,2170760
1141,5867,2170760,6212,2170760
1141,5867,2171570,6212,2171570
1141,5867,2172570,6212,2172570
1141,5867,2173220,6212,2173220
1141,5867,2173270,6212,2173270
1141,5867,2174270,6212,2174270
1141,5867,2175080,6212,2175080
1141,5867,2175550,6212,2175550
1141,5867,2176200,6212,2176200
1141,5867,2176200,6212,2176200
1141,5867,2177200,6212,2177200
1141,5867,2177200,6212,2177200
1141,5867,2178200,6212,2178200
1142,5871,2179200,6212,2179200
1142,5871,2179670,6212,2179670
1142,5871,2180670,6212,2180670
1142,5871,2181480,6212,2181480
1142,5871,2182480,6212,2182480
1142,5871,2183290,6212,2183290
1142,5871,2184290,6212,2184290
1142,5871,2185290,6212,2185290
