ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e750-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1211,6210,3613230,6212,3652230
1211,6210,3614040,6212,3653040
1211,6210,3614850,6212,3653850
1211,6210,3615850,6212,3654850
1211,6210,3616660,6212,3655660
1211,6210,3617660,6212,3656660
1211,6210,3617660,6212,3657310
1211,6210,3618660,6212,3658310
1211,6210,3619310,6212,3658960
1211,6210,3619310,6212,3658960
1211,6210,3620310,6212,3659960
1211,6210,3621310,6212,3660960
1211,6210,3622310,6212,3661960
1211,6210,3622310,6212,3661960
1211,6210,3622310,6212,3661960
1211,6210,3623310,6212,3662960
1211,6210,3623960,6212,3663610
1211,6210,3624960,6212,3664610
1211,6210,3625960,6212,3665610
1211,6210,3626960,6212,3666610
1211,6210,3627510,6212,3667160
1211,6210,3627510,6212,3667160
1211,6210,3628510,6212,3668160
1211,6210,3629510,6212,3669160
1211,6210,3629880,6212,3669530
1211,6210,3629880,6212,3670530
1211,6210,3630880,6212,3671530
1211,6210,3631350,6212,3672000
1211,6210,3631820,6212,3672470
1211,6210,3632820,6212,3673470
1211,6210,3633630,6212,3674280
1211,6210,3634630,6212,3675280
1211,6210,3634630,6212,3675280
1211,6210,3635630,6212,3676280
1211,6210,3636630,6212,3677280
1211,6210,3637630,6212,3678280
1211,6210,3637860,6212,3678510
1211,6210,3638410,6212,3679060
1211,6210,3639410,6212,3680060
1211,6210,3640410,6212,3681060
1211,6210,3641410,6212,3682060
1211,6210,3642410,6212,3683060
1211,6210,3643410,6212,3684060
1211,6210,3643410,6212,3684060
1211,6210,3644410,6212,3685060
1211,6210,3645410,6212,3686060
1211,6210,3645410,6212,3686060
1211,6210,3646410,6212,3687060
1211,6210,3647410,6212,3688060
1211,6210,3647410,6212,3689060
1211,6210,3648410,6212,3690060
1211,6210,3649410,6212,3691060
1211,6210,3650410,6212,3692060
1211,6210,3651410,6212,3693060
1211,6210,3651520,6212,3693170
1211,6210,3652330,6212,3693980
1211,6210,3652980,6212,3694630
1211,6210,3653790,6212,3695440
1211,6210,3654790,6212,3696440
1211,6210,3655110,6212,3696760
1211,6210,3655340,6212,3696990
1211,6210,3656340,6212,3697990
1211,6210,3657150,6212,3698800
1211,6210,3658150,6212,3699800
1211,6210,3658960,6212,3700610
1211,6210,3659960,6212,3701610
1211,6210,3660960,6212,3702610
1211,6210,3661960,6212,3703610
1211,6210,3662430,6212,3704080
1211,6210,3662430,6212,3704080
1211,6210,3662430,6212,3704080
1211,6210,3662430,6212,3704080
1211,6210,3662750,6212,3704400
1211,6210,3663750,6212,3705400
1211,6210,3663750,6212,3705400
1211,6210,3664220,6212,3705870
1211,6210,3665220,6212,3706870
1211,6210,3665550,6212,3707200
1211,6210,3666550,6212,3708200
1211,6210,3667360,6212,3709010
1211,6210,3668170,6212,3709820
1211,6210,3669170,6212,3710820
1211,6210,3670170,6212,3711820
1211,6210,3670720,6212,3712370
1211,6210,3671720,6212,3713370
1211,6210,3672190,6212,3713840
1211,6210,3673190,6212,3714840
1211,6210,3674190,6212,3715840
1211,6210,3674190,6212,3716490
1211,6210,3674190,6212,3717490
1211,6210,3675190,6212,3718490
1211,6210,3676000,6212,3719300
1211,6210,3676470,6212,3719770
1211,6210,3676940,6212,3720240
1211,6210,3676940,6212,3720240
1211,6210,3677750,6212,3721050
1211,6210,3678750,6212,3722050
1211,6210,3679750,6212,3723050
1211,6210,3680750,6212,3724050
1211,6210,3680970,6212,3724270
1211,6210,3681970,6212,3725270
1211,6210,3682130,6212,3725430
1211,6210,3682450,6212,3725750
1211,6210,3683450,6212,3726750
1211,6210,3684000,6212,3727300
1211,6210,3684320,6212,3727620
1211,6210,3684320,6212,3727620
1211,6210,3685320,6212,3728620
1211,6210,3685320,6212,3728620
1211,6210,3685480,6212,3728780
1211,6210,3685710,6212,3729010
1211,6210,3686710,6212,3730010
1211,6210,3687710,6212,3731010
1211,6210,3688520,6212,3731820
1211,6210,3688980,6212,3732280
1211,6210,3689980,6212,3733280
1211,6210,3690790,6212,3734090
1211,6210,3691790,6212,3735090
1211,6210,3691790,6212,3735090
1211,6210,3692260,6212,3735560
1211,6210,3693260,6212,3736560
1211,6210,3694070,6212,3737370
1211,6210,3695070,6212,3738370
1211,6210,3696070,6212,3739370
1211,6210,3696070,6212,3739370
1211,6210,3696880,6212,3740180
1211,6210,3697690,6212,3740990
1211,6210,3698160,6212,3741460
1211,6210,3698480,6212,3741780
1211,6210,3698710,6212,3742010
1211,6210,3699710,6212,3743010
1211,6210,3700710,6212,3744010
1211,6210,3701710,6212,3745010
1211,6210,3702520,6212,3745820
1211,6210,3703520,6212,3746820
1211,6210,3704520,6212,3747820
1211,6210,3705330,6212,3748630
1211,6210,3706330,6212,3749630
1211,6210,3706980,6212,3750280
1211,6210,3706980,6212,3750280
1211,6210,3707980,6212,3751280
1211,6210,3708980,6212,3752280
1211,6210,3709980,6212,3753280
1211,6210,3710630,6212,3753930
1211,6210,3711630,6212,3754930
1211,6210,3712440,6212,3755740
1211,6210,3713440,6212,3756740
1211,6210,3714440,6212,3757740
1211,6210,3715440,6212,3758740
1211,6210,3716440,6212,3759740
1211,6210,3717440,6212,3760740
1211,6210,3717910,6212,3761210
1211,6210,3718230,6212,3761530
1211,6210,3718550,6212,3761850
1211,6210,3719020,6212,3762320
1211,6210,3719830,6212,3763130
1211,6210,3720830,6212,3764130
1211,6210,3721640,6212,3764940
1211,6210,3721640,6212,3764940
1211,6210,3722110,6212,3765410
1211,6210,3722440,6212,3765740
1211,6210,3722440,6212,3765740
1211,6210,3722660,6212,3765960
1211,6210,3723660,6212,3766960
1211,6210,3724310,6212,3767610
1211,6210,3724310,6212,3767610
1211,6210,3724780,6212,3768080
1211,6210,3725780,6212,3769080
1211,6210,3725780,6212,3769080
1211,6210,3725780,6212,3769080
1211,6210,3726780,6212,3770080
1211,6210,3727780,6212,3771080
1211,6210,3727890,6212,3771190
1211,6210,3728700,6212,3772000
1211,6210,3728700,6212,3772810
1211,6210,3729700,6212,3773810
1211,6210,3730700,6212,3774810
1211,6210,3734700,6212,3778810
1211,6210,3735510,6212,3779620
1211,6210,3735980,6212,3780090
1211,6210,3736450,6212,3780560
1211,6210,3736770,6212,3780880
1211,6210,3736990,6212,3781100
1211,6210,3737990,6212,3782100
1211,6210,3737990,6212,3782100
1211,6210,3738990,6212,3783100
1211,6210,3739990,6212,3784100
1211,6210,3740990,6212,3785100
1211,6210,3741460,6212,3785570
1211,6210,3742460,6212,3786570
1211,6210,3743460,6212,3787570
1211,6210,3744460,6212,3788570
1211,6210,3744460,6212,3788570
1211,6210,3744460,6212,3788570
1211,6210,3745460,6212,3789570
1211,6210,3745460,6212,3789570
1211,6210,3746460,6212,3790570
1211,6210,3747270,6212,3791380
1211,6210,3747270,6212,3791380
1211,6210,3748270,6212,3792380
1211,6210,3749270,6212,3793380
1211,6210,3750270,6212,3794380
1211,6210,3750270,6212,3794380
1211,6210,3751080,6212,3795190
1211,6210,3751890,6212,3796000
1211,6210,3752890,6212,3797000
1211,6210,3752890,6212,3797000
1211,6210,3753890,6212,3798000
1211,6210,3754890,6212,3799000
1211,6210,3755890,6212,3800000
1211,6210,3756890,6212,3801000
1211,6210,3757890,6212,3802000
1211,6210,3758700,6212,3802810
1211,6210,3759700,6212,3803810
1211,6210,3760160,6212,3804270
1211,6210,3760480,6212,3804590
1211,6210,3761480,6212,3805590
1211,6210,3761480,6212,3805590
1211,6210,3762480,6212,3806590
1211,6210,3762480,6212,3807590
1211,6210,3762480,6212,3807590
1211,6210,3762700,6212,3807810
1211,6210,3763700,6212,3808810
1211,6210,3763700,6212,3808810
1211,6210,3764700,6212,3809810
1211,6210,3765170,6212,3810280
1211,6210,3765980,6212,3811090
1211,6210,3765980,6212,3811090
1211,6210,3766980,6212,3812090
1211,6210,3767450,6212,3812560
1211,6210,3767610,6212,3812720
1211,6210,3768610,6212,3813720
1211,6210,3769420,6212,3814530
1211,6210,3770070,6212,3815180
1211,6210,3770540,6212,3815650
1211,6210,3770540,6212,3815650
1211,6210,3771540,6212,3816650
1211,6210,3772540,6212,3817650
1211,6210,3773540,6212,3818650
1211,6210,3774540,6212,3819650
1211,6210,3775190,6212,3820300
1211,6210,3776190,6212,3821300
1211,6210,3777190,6212,3822300
1211,6210,3777420,6212,3822530
1211,6210,3777420,6212,3822530
1211,6210,3778070,6212,3823180
1211,6210,3779070,6212,3824180
1211,6210,3780070,6212,3825180
1211,6210,3781070,6212,3826180
1211,6210,3782070,6212,3827180
1211,6210,3783070,6212,3828180
1211,6210,3783880,6212,3828990
1211,6210,3784880,6212,3829990
1211,6210,3785880,6212,3830990
1211,6210,3786880,6212,3831990
1211,6210,3787880,6212,3832990
1211,6210,3787880,6212,3832990
1211,6210,3787880,6212,3832990
1211,6210,3788880,6212,3833990
1211,6210,3788880,6212,3833990
1211,6210,3789880,6212,3834990
1211,6210,3790690,6212,3835800
1211,6210,3791500,6212,3836610
1211,6210,3791500,6212,3836610
1211,6210,3791500,6212,3836610
1211,6210,3792500,6212,3837610
1211,6210,3793050,6212,3838160
1211,6210,3794050,6212,3839160
1211,6210,3794370,6212,3839480
1211,6210,3795370,6212,3840480
1211,6210,3796370,6212,3841480
1211,6210,3797020,6212,3842130
1211,6210,3797020,6212,3842130
1211,6210,3798020,6212,3843130
1211,6210,3799020,6212,3844130
1211,6210,3800020,6212,3845130
1211,6210,3800490,6212,3845600
1211,6210,3801490,6212,3846600
1211,6210,3802300,6212,3847410
1211,6210,3803300,6212,3848410
1211,6210,3804300,6212,3849410
1211,6210,3804300,6212,3849410
1211,6210,3805300,6212,3850410
1211,6210,3805950,6212,3851060
1211,6210,3806950,6212,3852060
1211,6210,3807950,6212,3853060
1211,6210,3808950,6212,3854060
1211,6210,3808950,6212,3854710
1211,6210,3809950,6212,3855710
1211,6210,3810950,6212,3856710
1211,6210,3810950,6212,3856710
1211,6210,3811270,6212,3857030
1211,6210,3811920,6212,3857680
1211,6210,3812240,6212,3858000
1211,6210,3812240,6212,3858000
1211,6210,3813240,6212,3859000
1211,6210,3814240,6212,3860000
1211,6210,3814240,6212,3860000
1211,6210,3814890,6212,3860650
1211,6210,3814890,6212,3860650
1211,6210,3814890,6212,3860650
1211,6210,3814890,6212,3860650
1211,6210,3815890,6212,3861650
1211,6210,3816360,6212,3862120
1211,6210,3817360,6212,3863120
1211,6210,3817910,6212,3863670
1211,6210,3818380,6212,3864140
1211,6210,3819380,6212,3865140
1211,6210,3819380,6212,3866140
1211,6210,3819380,6212,3866140
1211,6210,3820380,6212,3867140
1211,6210,3821380,6212,3868140
1211,6210,3821490,6212,3868250
1211,6210,3822490,6212,3869250
1211,6210,3823140,6212,3869900
1211,6210,3823950,6212,3870710
1211,6210,3824180,6212,3870940
1211,6210,3825180,6212,3871940
1211,6210,3825990,6212,3872750
1211,6210,3826990,6212,3873750
1211,6210,3827450,6212,3874210
1211,6210,3827450,6212,3874210
1211,6210,3828450,6212,3875210
1211,6210,3829450,6212,3876210
1211,6210,3830450,6212,3877210
1211,6210,3831450,6212,3878210
1211,6210,3832450,6212,3879210
1211,6210,3832450,6212,3879210
1211,6210,3833450,6212,3880210
1211,6210,3834450,6212,3881210
1211,6210,3834610,6212,3881370
1211,6210,3835610,6212,3882370
1211,6210,3836610,6212,3883370
1211,6210,3840610,6212,3887370
1211,6210,3841610,6212,3888370
1211,6210,3842610,6212,3889370
1211,6210,3843610,6212,3890370
1211,6210,3844610,6212,3891370
1211,6210,3845610,6212,3892370
1211,6210,3846420,6212,3893180
1211,6210,3846420,6212,3893180
1211,6210,3846740,6212,3893500
1211,6210,3846900,6212,3893660
1211,6210,3847370,6212,3894130
1211,6210,3848180,6212,3894940
1211,6210,3848650,6212,3895410
1211,6210,3848880,6212,3895640
1211,6210,3849350,6212,3896110
1211,6210,3850350,6212,3897110
1211,6210,3850350,6212,3897110
1211,6210,3850670,6212,3897430
1211,6210,3851670,6212,3898430
1211,6210,3851990,6212,3898750
1211,6210,3852990,6212,3899750
1211,6210,3853460,6212,3900220
1211,6210,3853690,6212,3900450
1211,6210,3854690,6212,3901450
1211,6210,3854690,6212,3901450
1211,6210,3855500,6212,3902260
1211,6210,3855820,6212,3902580
1211,6210,3856820,6212,3903580
1211,6210,3856820,6212,3903580
1211,6210,3856820,6212,3903580
1211,6210,3856820,6212,3904580
1211,6210,3856820,6212,3904580
1211,6210,3857820,6212,3905580
1211,6210,3858820,6212,3906580
1211,6210,3859820,6212,3907580
1211,6210,3860820,6212,3908580
1211,6210,3861140,6212,3908900
1211,6210,3861950,6212,3909710
1211,6210,3862950,6212,3910710
1211,6210,3863950,6212,3911710
1211,6210,3864420,6212,3912180
1211,6210,3865420,6212,3913180
1211,6210,3866420,6212,3914180
1211,6210,3867420,6212,3915180
1211,6210,3868420,6212,3916180
1211,6210,3869420,6212,3917180
1211,6210,3870420,6212,3918180
1211,6210,3871230,6212,3918990
1211,6210,3872040,6212,3919800
1211,6210,3873040,6212,3920800
1211,6210,3874040,6212,3921800
1211,6210,3875040,6212,3922800
1211,6210,3875510,6212,3923270
1211,6210,3876510,6212,3924270
1211,6210,3876510,6212,3924270
1211,6210,3876970,6212,3924730
1211,6210,3877970,6212,3925730
1211,6210,3878970,6212,3926730
1211,6210,3879970,6212,3927730
1211,6210,3879970,6212,3927730
1211,6210,3880620,6212,3928380
1211,6210,3881620,6212,3929380
1211,6210,3882430,6212,3930190
1211,6210,3883430,6212,3931190
1211,6210,3883900,6212,3931660
1211,6210,3884900,6212,3932660
1211,6210,3885710,6212,3933470
1211,6210,3885710,6212,3934470
1211,6210,3886710,6212,3935470
1211,6210,3886980,6212,3935740
1211,6210,3887450,6212,3936210
1211,6210,3888260,6212,3937020
1211,6210,3888260,6212,3937020
1211,6210,3889260,6212,3938020
1211,6210,3890260,6212,3939020
1211,6210,3890260,6212,3939020
1211,6210,3890730,6212,3939490
1211,6210,3891730,6212,3940490
1211,6210,3892730,6212,3941490
1211,6210,3893730,6212,3942490
1211,6210,3894200,6212,3942960
1211,6210,3895200,6212,3943960
1211,6210,3895670,6212,3944430
1211,6210,3896140,6212,3944900
1211,6210,3897140,6212,3945900
1211,6210,3898140,6212,3946900
1211,6210,3899140,6212,3947900
1211,6210,3899460,6212,3948220
1211,6210,3899510,6212,3948270
1211,6210,3899970,6212,3948730
1211,6210,3900620,6212,3949380
1211,6210,3901090,6212,3949850
1211,6210,3901680,6212,3950440
1211,6210,3902050,6212,3950810
1211,6210,3903050,6212,3951810
1211,6210,3904050,6212,3952810
1211,6210,3904510,6212,3953270
1211,6210,3904980,6212,3953740
1211,6210,3905440,6212,3954200
1211,6210,3905440,6212,3955200
1211,6210,3906030,6212,3955790
1211,6210,3906500,6212,3956260
1211,6210,3906970,6212,3956730
1211,6210,3906970,6212,3956730
1211,6210,3907970,6212,3957730
1211,6210,3908320,6212,3958080
1211,6210,3909130,6212,3958890
1211,6210,3909180,6212,3958940
1211,6210,3910180,6212,3959940
1211,6210,3911180,6212,3960940
1211,6210,3912180,6212,3961940
1211,6210,3914180,6212,3963940
1211,6210,3914650,6212,3964410
1211,6210,3915650,6212,3965410
1211,6210,3916460,6212,3966220
1211,6210,3917270,6212,3967030
1211,6210,3918080,6212,3967840
1211,6210,3918890,6212,3968650
1211,6210,3919890,6212,3969650
1211,6210,3919890,6212,3969650
1211,6210,3920700,6212,3970460
1211,6210,3920700,6212,3970460
1211,6210,3921700,6212,3971460
1211,6210,3922350,6212,3972110
1211,6210,3922580,6212,3972340
1211,6210,3923580,6212,3973340
1211,6210,3923580,6212,3973340
1211,6210,3923800,6212,3973560
1211,6210,3924610,6212,3974370
1211,6210,3925610,6212,3975370
1211,6210,3926610,6212,3976370
1211,6210,3927420,6212,3977180
1211,6210,3928420,6212,3978180
1211,6210,3928890,6212,3978650
1211,6210,3929890,6212,3979650
1211,6210,3930480,6212,3980240
1211,6210,3930480,6212,3980240
1211,6210,3931480,6212,3981240
1211,6210,3932290,6212,3982050
1211,6210,3932750,6212,3982510
1211,6210,3933750,6212,3983510
1211,6210,3934560,6212,3984320
1211,6210,3936560,6212,3986320
1211,6210,3937560,6212,3987320
1211,6210,3938560,6212,3988320
1211,6210,3938560,6212,3988320
1211,6210,3939560,6212,3989320
1211,6210,3940560,6212,3990320
1211,6210,3940560,6212,3991320
1211,6210,3941560,6212,3992320
1211,6210,3942560,6212,3993320
1211,6210,3942880,6212,3993640
1211,6210,3943350,6212,3994110
1211,6210,3944350,6212,3995110
1211,6210,3945160,6212,3995920
1211,6210,3945160,6212,3995920
1211,6210,3945970,6212,3996730
1211,6210,3946440,6212,3997200
1211,6210,3946910,6212,3997670
1211,6210,3947140,6212,3997900
1211,6210,3947610,6212,3998370
1211,6210,3947610,6212,3998370
1211,6210,3948610,6212,3999370
1211,6210,3948610,6212,4007370
1211,6210,3949260,6212,4008020
1211,6210,3950260,6212,4009020
1211,6210,3950260,6212,4009020
1211,6210,3951070,6212,4009830
1211,6210,3952070,6212,4010830
1211,6210,3952230,6212,4010990
1211,6210,3953040,6212,4011800
1211,6210,3953850,6212,4012610
1211,6210,3954320,6212,4013080
1211,6210,3954790,6212,4013550
1211,6210,3954790,6212,4014360
1211,6210,3955600,6212,4015170
1211,6210,3955600,6212,4016170
1211,6210,3956600,6212,4017170
1211,6210,3956920,6212,4017490
1211,6210,3957920,6212,4018490
1211,6210,3958920,6212,4019490
1211,6210,3959390,6212,4019960
1211,6210,3960390,6212,4020960
1211,6210,3961200,6212,4021770
1211,6210,3962200,6212,4022770
1211,6210,3963200,6212,4023770
1211,6210,3964200,6212,4024770
1211,6210,3965200,6212,4025770
1211,6210,3965750,6212,4026320
1211,6210,3966750,6212,4027320
1211,6210,3966750,6212,4027320
1211,6210,3967080,6212,4027650
1211,6210,3968080,6212,4028650
1211,6210,3968080,6212,4028650
1211,6210,3968400,6212,4028970
1211,6210,3968400,6212,4028970
1211,6210,3968870,6212,4029440
1211,6210,3969330,6212,4029900
1211,6210,3970330,6212,4030900
1211,6210,3971330,6212,4031900
1211,6210,3971560,6212,4032130
1211,6210,3972560,6212,4033130
1211,6210,3973560,6212,4034130
1211,6210,3974030,6212,4034600
1211,6210,3975030,6212,4035600
1211,6210,3976030,6212,4036600
1211,6210,3976350,6212,4036920
1211,6210,3977350,6212,4037920
1211,6210,3978350,6212,4038920
1211,6210,3979350,6212,4039920
1211,6210,3980350,6212,4040920
1211,6210,3980350,6212,4040920
1211,6210,3981350,6212,4041920
1211,6210,3982350,6212,4042920
1211,6210,3983350,6212,4043920
1211,6210,3984350,6212,4044920
1211,6210,3985350,6212,4045920
1211,6210,3986350,6212,4046920
1211,6210,3986350,6212,4046920
1211,6210,3987350,6212,4047920
1211,6210,3987810,6212,4048380
1211,6210,3987810,6212,4049030
1211,6210,3988810,6212,4050030
1211,6210,3989620,6212,4050840
1211,6210,3990090,6212,4051310
1211,6210,3991090,6212,4052310
1211,6210,3991550,6212,4052770
1211,6210,3992020,6212,4053240
1211,6210,3992020,6212,4053240
1211,6210,3992490,6212,4053710
1211,6210,3993490,6212,4054710
1211,6210,3994490,6212,4055710
1211,6210,3998490,6212,4059710
1211,6210,3999490,6212,4060710
1211,6210,4000490,6212,4061710
1211,6210,4001490,6212,4062710
1211,6210,4002490,6212,4063710
1211,6210,4002490,6212,4063710
1211,6210,4002600,6212,4063820
1211,6210,4003600,6212,4064820
1211,6210,4004600,6212,4065820
1211,6210,4005070,6212,4066290
1211,6210,4005230,6212,4066450
1211,6210,4005690,6212,4066910
1211,6210,4005690,6212,4066910
1211,6210,4006690,6212,4067910
1211,6210,4006850,6212,4068070
1211,6210,4007850,6212,4069070
1211,6210,4008850,6212,4070070
1211,6210,4008850,6212,4071070
1211,6210,4009850,6212,4072070
1211,6210,4010850,6212,4073070
1211,6210,4011850,6212,4074070
1211,6210,4012660,6212,4074880
1211,6210,4013470,6212,4075690
1211,6210,4014470,6212,4076690
1211,6210,4014470,6212,4076690
1211,6210,4015280,6212,4077500
1211,6210,4015750,6212,4077970
1211,6210,4015980,6212,4078200
1211,6210,4016980,6212,4079200
1211,6210,4017790,6212,4080010
1211,6210,4018790,6212,4081010
1211,6210,4019790,6212,4082010
1211,6210,4020110,6212,4082330
1211,6210,4021110,6212,4083330
1211,6210,4021760,6212,4083980
1211,6210,4021760,6212,4083980
1211,6210,4022760,6212,4084980
1211,6210,4023760,6212,4085980
1211,6210,4024760,6212,4086980
1211,6210,4024760,6212,4086980
1211,6210,4025570,6212,4087790
1211,6210,4026570,6212,4088790
1211,6210,4027220,6212,4089440
1211,6210,4028220,6212,4090440
1211,6210,4028870,6212,4091090
1211,6210,4029100,6212,4091320
1211,6210,4030100,6212,4092320
1211,6210,4030570,6212,4092790
1211,6210,4030570,6212,4092790
1211,6210,4031570,6212,4093790
1211,6210,4032570,6212,4094790
1211,6210,4033570,6212,4095790
1211,6210,4033940,6212,4096160
1211,6210,4034940,6212,4097160
1211,6210,4035940,6212,4098160
1211,6210,4036940,6212,4099160
1211,6210,4037940,6212,4100160
1211,6210,4038160,6212,4100380
1211,6210,4039160,6212,4101380
1211,6210,4039160,6212,4101380
1211,6210,4040160,6212,4102380
1211,6210,4040160,6212,4102380
1211,6210,4040750,6212,4102970
1211,6210,4041750,6212,4103970
1211,6210,4042750,6212,4104970
1211,6210,4043750,6212,4105970
1211,6210,4044750,6212,4106970
1211,6210,4045750,6212,4107970
1211,6210,4046750,6212,4108970
1211,6210,4046750,6212,4108970
1211,6210,4047750,6212,4109970
1211,6210,4048750,6212,4110970
1211,6210,4049750,6212,4111970
1211,6210,4050750,6212,4112970
1211,6210,4051750,6212,4113970
1211,6210,4052750,6212,4114970
1211,6210,4053750,6212,4115970
1211,6210,4054220,6212,4116440
1211,6210,4055220,6212,4117440
1211,6210,4055870,6212,4118090
1211,6210,4056460,6212,4118680
1211,6210,4056930,6212,4119150
1211,6210,4057930,6212,4120150
1211,6210,4058740,6212,4120960
1211,6210,4059740,6212,4121960
1211,6210,4060740,6212,4122960
1211,6210,4061740,6212,4123960
1211,6210,4062550,6212,4124770
1211,6210,4063550,6212,4125770
1211,6210,4063550,6212,4125770
1211,6210,4064550,6212,4126770
1211,6210,4064550,6212,4134770
1211,6210,4065550,6212,4135770
1211,6210,4065550,6212,4135770
1211,6210,4066550,6212,4136770
1211,6210,4067550,6212,4137770
1211,6210,4067820,6212,4138040
1211,6210,4068820,6212,4139040
1211,6210,4068820,6212,4139040
1211,6210,4068820,6212,4139040
1211,6210,4069820,6212,4140040
1211,6210,4069820,6212,4140040
1211,6210,4070820,6212,4141040
1211,6210,4071820,6212,4142040
1211,6210,4072820,6212,4143040
1211,6210,4073820,6212,4144040
1211,6210,4074820,6212,4145040
1211,6210,4075820,6212,4146040
1211,6210,4076820,6212,4147040
1211,6210,4077820,6212,4148040
1211,6210,4078150,6212,4148370
1211,6210,4079150,6212,4149370
1211,6210,4080150,6212,4150370
1211,6210,4081150,6212,4151370
1211,6210,4081960,6212,4152180
1211,6210,4082960,6212,4153180
1211,6210,4083430,6212,4153650
1211,6210,4083430,6212,4153650
1211,6210,4084430,6212,4154650
1211,6210,4085430,6212,4155650
1211,6210,4085430,6212,4155650
1211,6210,4085900,6212,4156120
1211,6210,4086370,6212,4156590
1211,6210,4086370,6212,4156590
1211,6210,4086840,6212,4157060
1211,6210,4087650,6212,4157870
1211,6210,4088120,6212,4158340
1211,6210,4088590,6212,4158810
1211,6210,4089590,6212,4159810
1211,6210,4090400,6212,4160620
1211,6210,4090400,6212,4160620
1211,6210,4090870,6212,4161090
1211,6210,4091870,6212,4162090
1211,6210,4092190,6212,4162410
1211,6210,4093190,6212,4163410
1211,6210,4093660,6212,4163880
1211,6210,4094660,6212,4164880
1211,6210,4095130,6212,4165350
1211,6210,4096130,6212,4166350
1211,6210,4096600,6212,4166820
1211,6210,4096830,6212,4167050
1211,6210,4097830,6212,4168050
1211,6210,4097830,6212,4168050
1211,6210,4098830,6212,4169050
1211,6210,4099830,6212,4170050
1211,6210,4100830,6212,4171050
1211,6210,4101420,6212,4171640
1211,6210,4102420,6212,4172640
1211,6210,4102740,6212,4172960
1211,6210,4103550,6212,4173770
1211,6210,4104550,6212,4174770
1211,6210,4105020,6212,4175240
1211,6210,4106020,6212,4176240
1211,6210,4107020,6212,4177240
1211,6210,4107020,6212,4177240
1211,6210,4107490,6212,4177710
1211,6210,4107960,6212,4178180
1211,6210,4107960,6212,4178180
1211,6210,4108770,6212,4178990
1211,6210,4109580,6212,4179800
1211,6210,4110050,6212,4180270
1211,6210,4110050,6212,4180270
1211,6210,4111050,6212,4181270
1211,6210,4111050,6212,4181270
1211,6210,4111520,6212,4181740
1211,6210,4112520,6212,4182740
1211,6210,4112520,6212,4182740
1211,6210,4112520,6212,4182740
1211,6210,4113330,6212,4183550
1211,6210,4113980,6212,4184200
1211,6210,4114980,6212,4185200
1211,6210,4115980,6212,4186200
1211,6210,4116450,6212,4186670
1211,6210,4117450,6212,4187670
1211,6210,4118450,6212,4188670
1211,6210,4118450,6212,4188670
1211,6210,4118920,6212,4189140
1211,6210,4119730,6212,4189950
1211,6210,4120730,6212,4190950
1211,6210,4120730,6212,4190950
1211,6210,4121730,6212,4191950
1211,6210,4122730,6212,4192950
1211,6210,4123730,6212,4193950
1211,6210,4123730,6212,4193950
1211,6210,4124730,6212,4194950
1211,6210,4125730,6212,4195950
1211,6210,4126050,6212,4196270
1211,6210,4127050,6212,4197270
1211,6210,4127050,6212,4197270
1211,6210,4128050,6212,4198270
1211,6210,4128860,6212,4199080
1211,6210,4128860,6212,4199080
1211,6210,4129860,6212,4200080
1211,6210,4130320,6212,4200540
1211,6210,4131320,6212,4201540
1211,6210,4132320,6212,4202540
1211,6210,4133320,6212,4203540
1211,6210,4133320,6212,4203540
1211,6210,4133320,6212,4203540
1211,6210,4134320,6212,4204540
1211,6210,4134970,6212,4205190
1211,6210,4135970,6212,4206190
1211,6210,4136970,6212,4207190
1211,6210,4137440,6212,4207660
1211,6210,4138440,6212,4208660
1211,6210,4139250,6212,4209470
1211,6210,4139900,6212,4210120
1211,6210,4140120,6212,4210340
1211,6210,4141120,6212,4211340
1211,6210,4142120,6212,4212340
1211,6210,4142120,6212,4213340
1211,6210,4142280,6212,4213500
1211,6210,4143280,6212,4214500
1211,6210,4143930,6212,4215150
1211,6210,4143930,6212,4215150
1211,6210,4144740,6212,4215960
1211,6210,4145210,6212,4216430
1211,6210,4146210,6212,4217430
1211,6210,4147210,6212,4218430
1211,6210,4148210,6212,4219430
1211,6210,4149210,6212,4220430
1211,6210,4149530,6212,4220750
1211,6210,4150530,6212,4221750
1211,6210,4151340,6212,4222560
1211,6210,4152340,6212,4223560
1211,6210,4153340,6212,4224560
1211,6210,4154340,6212,4225560
1211,6210,4154810,6212,4226030
1211,6210,4155810,6212,4227030
1211,6210,4156810,6212,4228030
1211,6210,4157030,6212,4228250
1211,6210,4157500,6212,4228720
1211,6210,4157970,6212,4229190
1211,6210,4158430,6212,4229650
