ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
914039.52,22.71,10.02,504259.47,12.53
914065.54,22.72,10.03,504090.9,12.53
913740.06,22.72,10.03,504026.98,12.53
914015.06,22.73,10.04,503745.18,12.53
914380.93,22.74,10.05,503150.86,12.52
914218.19,22.75,10.05,502871.59,12.51
914530.75,22.76,10.07,502971.81,12.52
914587.96,22.76,10.07,502793.91,12.51
914613.99,22.76,10.07,502654.05,12.51
914451.25,22.77,10.07,502400.09,12.51
914288.51,22.77,10.08,502718.33,12.52
914194.76,22.77,10.08,502486.79,12.52
915072.8,22.8,10.11,502986.45,12.53
914910.06,22.8,10.11,502779.23,12.53
915222.62,22.81,10.12,502669.27,12.53
915076.71,22.82,10.12,502505.97,12.53
915037.77,22.83,10.13,502240.83,12.53
914875.03,22.83,10.13,502617.8,12.54
915509.42,22.85,10.15,502750.88,12.55
914494.04,22.87,10.17,502267.41,12.56
914441.16,22.87,10.17,502390.64,12.56
914478.96,22.87,10.18,501757.24,12.55
914478.96,22.87,10.18,502077.36,12.56
914754.75,22.88,10.19,502471.56,12.57
914592.01,22.88,10.19,502769.43,12.58
914976.68,22.89,10.2,503034.67,12.59
914813.94,22.89,10.2,502988.85,12.59
915126.5,22.91,10.22,502878.9,12.59
914111.12,22.93,10.24,502395.43,12.6
914111.12,22.93,10.24,502385.49,12.6
913551.61,22.92,10.23,501563.07,12.58
913358.1,22.92,10.23,501496.49,12.58
913384.13,22.93,10.23,501332.56,12.58
913549.38,22.93,10.24,501662.73,12.59
913575.41,22.94,10.25,501489.72,12.59
913270.12,22.94,10.25,501858.53,12.61
913076.61,22.94,10.25,502141.58,12.62
913445.12,22.95,10.26,502473.52,12.63
913579.61,22.96,10.27,502571.5,12.63
913398.36,22.96,10.27,503678.7,12.66
912779.37,22.97,10.28,503636.25,12.67
912598.12,22.97,10.28,503282.27,12.67
912435.38,22.97,10.28,503076.08,12.67
912297.88,22.98,10.28,503798.44,12.69
912128.89,22.98,10.29,503691.25,12.69
911422.28,22.97,10.27,502941.9,12.67
911259.54,22.97,10.27,502677.59,12.67
911160.14,22.97,10.28,501291.54,12.64
910144.76,22.99,10.3,500808.07,12.65
909129.37,23.01,10.32,500324.6,12.66
908966.63,23.01,10.32,500613.61,12.67
909048.19,23.02,10.33,500608.47,12.68
908885.45,23.02,10.33,500415.2,12.68
908691.94,23.02,10.33,500275.38,12.68
908529.2,23.02,10.33,500003.86,12.67
908335.69,23.03,10.33,500252.68,12.68
908335.69,23.03,10.33,500019.64,12.68
908580.7,23.03,10.34,500392.14,12.69
908387.19,23.04,10.34,500325.56,12.69
907371.81,23.06,10.36,499842.09,12.7
907209.07,23.06,10.37,499624.97,12.7
907225.9,23.06,10.37,499318.57,12.69
906210.51,23.08,10.39,498835.1,12.7
906205.77,23.08,10.39,498841.17,12.71
906043.03,23.09,10.39,498804.19,12.71
905849.52,23.09,10.4,498664.36,12.71
904834.13,23.11,10.42,498180.89,12.72
903818.75,23.13,10.44,497697.42,12.74
903818.75,23.13,10.44,497854.31,12.74
903797.36,23.14,10.44,497794.95,12.74
903603.85,23.14,10.44,498227.27,12.76
903708.51,23.14,10.45,498331.93,12.76
903545.77,23.14,10.45,498154.65,12.76
903220.29,23.15,10.45,497818.14,12.76
903636.15,23.16,10.46,498228.94,12.77
903759.95,23.17,10.47,498301.94,12.77
903925.21,23.17,10.48,498237.07,12.77
903762.47,23.18,10.48,497991.41,12.77
904653.82,23.2,10.51,499477.2,12.81
904898.83,23.21,10.52,499722.1,12.82
905152.12,23.22,10.53,500100.32,12.83
904989.38,23.23,10.53,499854.45,12.83
904691.38,23.22,10.53,499600.87,12.82
904711.16,23.22,10.53,499591.84,12.82
903695.77,23.25,10.55,499108.37,12.84
903526.78,23.25,10.56,499001.19,12.84
903526.78,23.25,10.56,498830.05,12.84
903357.79,23.25,10.56,498633.2,12.83
903195.05,23.25,10.56,498388.45,12.83
903470.83,23.26,10.57,498164.5,12.83
902455.45,23.28,10.59,497681.03,12.84
902047.89,23.28,10.59,497207.89,12.83
902171.69,23.29,10.59,497255.6,12.84
902295.49,23.3,10.6,497265.48,12.84
902101.98,23.3,10.6,497193.64,12.84
902097.23,23.3,10.61,497313.01,12.85
901837.54,23.3,10.6,497097.74,12.84
901644.03,23.3,10.61,497001.49,12.84
901644.03,23.3,10.61,497045.67,12.84
901475.04,23.3,10.61,496938.49,12.84
902609.19,23.33,10.64,497295.99,12.85
902635.22,23.34,10.65,497642.28,12.87
902635.22,23.34,10.65,497471.14,12.86
902453.97,23.34,10.65,497318.38,12.86
902766.54,23.35,10.66,497418.61,12.87
902603.8,23.35,10.66,497219.05,12.86
902496.58,23.36,10.66,497489.02,12.88
902491.84,23.36,10.67,497558.87,12.88
902329.1,23.36,10.67,497271.91,12.88
902767.92,23.38,10.68,496983.22,12.87
902598.93,23.38,10.69,496876.03,12.87
902436.19,23.38,10.69,496641.64,12.87
902242.68,23.38,10.69,496572.12,12.87
902387.87,23.38,10.69,496745.47,12.87
902387.87,23.38,10.69,496724.57,12.87
902194.37,23.39,10.69,497008.73,12.88
902571.17,23.4,10.7,497535.16,12.9
902402.18,23.4,10.71,497410.79,12.9
902402.18,23.4,10.71,497273.63,12.89
902466.91,23.41,10.71,497104.82,12.89
902297.92,23.41,10.71,496997.63,12.89
902173.88,23.41,10.72,497007.44,12.9
902612.7,23.42,10.73,497422.33,12.91
902591.31,23.43,10.74,497299.3,12.91
902428.56,23.43,10.74,497424.88,12.91
902265.82,23.43,10.74,497712.64,12.93
902103.08,23.43,10.74,497481.46,12.92
901940.34,23.44,10.74,497329.65,12.92
901960.12,23.44,10.75,497324.91,12.92
901791.13,23.44,10.75,497127.3,12.92
901363.82,23.44,10.74,496493.75,12.91
901170.31,23.44,10.75,496427.17,12.91
901191.35,23.44,10.75,496280.87,12.91
901460.88,23.45,10.76,496306.64,12.91
901018.16,23.44,10.75,495756.25,12.9
901039.98,23.45,10.75,495600.75,12.9
901356.6,23.46,10.77,495981.12,12.91
901356.6,23.46,10.77,495975.87,12.91
901480.4,23.47,10.77,496023.57,12.91
901380.64,23.47,10.78,495630.81,12.91
901211.65,23.47,10.78,495935.69,12.92
901211.65,23.47,10.78,495714.33,12.91
901018.14,23.47,10.78,495799.48,12.92
901349.45,23.48,10.79,495739.44,12.92
901349.45,23.48,10.79,495956.38,12.92
901344.71,23.49,10.8,496075.34,12.93
900750.96,23.5,10.81,496186.66,12.94
900577.4,23.5,10.81,495535.34,12.93
899562.02,23.52,10.83,495051.87,12.95
899614.47,23.53,10.83,495050.16,12.95
899472.76,23.53,10.84,495445.17,12.96
899310.02,23.53,10.84,495361.11,12.96
899147.28,23.53,10.84,495640.89,12.97
899147.28,23.53,10.84,495434.95,12.97
898984.54,23.53,10.84,495740.56,12.98
898821.8,23.54,10.84,495961.09,12.99
898628.29,23.54,10.84,495804.08,12.99
898654.32,23.54,10.85,495675.57,12.99
899093.14,23.56,10.86,496026.45,13.0
899093.14,23.56,10.86,496026.45,13.0
899503.35,23.57,10.88,496976.87,13.02
899894.52,23.58,10.89,498379.6,13.06
900164.06,23.59,10.9,498315.23,13.06
899970.55,23.59,10.9,498465.39,13.07
899828.84,23.59,10.9,498505.34,13.07
900098.37,23.6,10.91,498529.64,13.07
900098.37,23.6,10.91,498392.48,13.07
899993.45,23.61,10.92,498409.88,13.07
899702.46,23.61,10.92,499293.46,13.1
899539.72,23.61,10.92,499455.3,13.11
898524.34,23.64,10.94,498971.83,13.13
898550.36,23.64,10.95,498806.84,13.12
898387.62,23.64,10.95,498572.45,13.12
898224.88,23.65,10.95,498362.04,13.12
898078.97,23.65,10.96,498593.17,13.13
898098.74,23.65,10.96,498588.43,13.13
897936.0,23.66,10.96,498339.37,13.13
897962.03,23.66,10.97,498740.87,13.14
898237.81,23.67,10.98,498903.89,13.15
897889.58,23.67,10.97,498788.06,13.15
897747.87,23.67,10.98,499263.79,13.16
898070.63,23.68,10.99,499055.45,13.16
898070.63,23.68,10.99,498985.15,13.16
898235.89,23.69,11.0,498721.9,13.15
898394.9,23.7,11.0,498694.95,13.15
898394.9,23.7,11.0,498709.59,13.15
898069.42,23.7,11.01,498402.26,13.15
898322.71,23.71,11.02,498784.22,13.16
898159.97,23.71,11.02,498466.02,13.16
897978.72,23.71,11.02,498634.06,13.17
898165.01,23.72,11.03,498504.93,13.17
898191.03,23.73,11.04,498990.68,13.18
898916.39,23.75,11.06,499015.94,13.18
898753.65,23.75,11.06,498936.34,13.19
898753.65,23.75,11.06,498936.34,13.19
898753.65,23.75,11.06,499064.55,13.19
899029.44,23.76,11.07,498822.36,13.18
899196.38,23.77,11.08,498883.78,13.19
899033.64,23.77,11.08,498676.3,13.19
899309.42,23.78,11.09,498464.66,13.18
899309.42,23.78,11.09,498276.58,13.18
899578.96,23.79,11.1,498300.88,13.18
899725.7,23.8,11.11,498687.97,13.19
899544.45,23.8,11.11,498563.9,13.19
899857.02,23.82,11.12,498664.12,13.2
899663.51,23.82,11.12,498507.11,13.2
898502.93,23.84,11.14,498355.28,13.22
898840.67,23.85,11.15,498660.4,13.23
898671.68,23.85,11.16,498468.04,13.23
898795.48,23.86,11.17,498541.05,13.23
899203.53,23.87,11.18,499103.06,13.25
899936.71,23.89,11.2,499064.96,13.25
899706.82,23.89,11.2,498807.85,13.24
899732.85,23.89,11.2,498745.71,13.24
899118.9,23.9,11.21,498780.05,13.26
899118.9,23.9,11.21,498779.95,13.26
898949.91,23.9,11.21,498582.34,13.26
898780.92,23.91,11.21,498539.9,13.26
898587.41,23.91,11.22,498676.35,13.27
898424.67,23.91,11.22,498360.08,13.26
898419.93,23.91,11.22,498876.93,13.28
898190.04,23.91,11.22,498642.5,13.27
898355.3,23.92,11.23,499027.13,13.29
898192.56,23.92,11.23,498830.36,13.28
898212.34,23.93,11.23,498825.62,13.29
897878.44,23.93,11.24,499734.05,13.32
898135.72,23.94,11.25,500488.59,13.34
898062.59,23.94,11.25,500415.47,13.34
897916.17,23.94,11.25,500264.44,13.34
897753.43,23.94,11.25,500411.78,13.34
897584.44,23.94,11.25,500214.17,13.34
897258.96,23.95,11.25,500347.57,13.35
897113.05,23.95,11.26,499940.25,13.35
897139.07,23.95,11.26,499756.21,13.34
897501.33,23.97,11.27,500622.55,13.37
897359.63,23.97,11.28,500963.18,13.38
897192.68,23.97,11.28,500783.04,13.38
897209.51,23.97,11.28,500543.99,13.37
897235.53,23.98,11.28,500398.26,13.37
897072.79,23.98,11.29,500699.97,13.38
896960.82,23.98,11.29,500704.29,13.38
896853.61,23.98,11.29,500900.16,13.39
900874.76,24.1,11.4,500748.81,13.39
900681.25,24.1,11.4,500564.55,13.39
901049.76,24.11,11.42,500477.93,13.39
900887.02,24.11,11.42,500500.49,13.39
900913.05,24.12,11.42,500302.05,13.39
900731.8,24.12,11.43,500056.01,13.39
901094.06,24.13,11.44,500077.46,13.39
900078.67,24.15,11.46,499593.99,13.41
899885.16,24.16,11.46,499521.45,13.41
899691.66,24.16,11.46,499381.63,13.41
899717.68,24.16,11.47,499204.31,13.41
900125.73,24.18,11.48,500151.26,13.43
900494.24,24.19,11.5,500379.84,13.44
900331.5,24.19,11.5,500121.28,13.44
900331.5,24.19,11.5,499941.07,13.43
900357.53,24.2,11.5,499796.07,13.43
900164.02,24.2,11.5,499857.36,13.44
900054.28,24.2,11.51,499921.51,13.44
900416.54,24.21,11.52,499965.8,13.44
900416.54,24.21,11.52,499867.85,13.44
900253.8,24.21,11.52,499662.02,13.44
900072.55,24.22,11.52,499284.29,13.43
899879.04,24.22,11.52,499127.28,13.43
899737.34,24.22,11.53,499558.85,13.45
900013.12,24.23,11.54,499334.91,13.44
900327.61,24.24,11.55,500473.3,13.48
899312.22,24.27,11.57,499989.83,13.49
898296.84,24.29,11.6,499506.36,13.51
898103.33,24.29,11.6,499439.77,13.51
897961.62,24.3,11.6,499211.32,13.51
897798.88,24.3,11.61,499392.47,13.52
897605.37,24.3,11.61,499325.88,13.52
897442.63,24.3,11.61,499025.12,13.51
897249.12,24.3,11.61,498868.11,13.51
897394.31,24.31,11.61,498750.67,13.51
898000.34,24.33,11.64,498794.19,13.51
898302.05,24.34,11.65,498706.34,13.51
898139.31,24.34,11.65,499007.78,13.53
898015.28,24.35,11.66,498562.09,13.52
897846.28,24.35,11.66,498486.13,13.52
898115.82,24.36,11.67,498431.51,13.52
897953.08,24.36,11.67,498228.46,13.52
897790.34,24.36,11.67,498515.78,13.53
897790.34,24.36,11.67,498447.35,13.53
897666.3,24.37,11.68,498192.64,13.52
897790.1,24.38,11.69,498211.03,13.53
898077.66,24.39,11.7,498099.14,13.53
898462.33,24.4,11.71,497814.51,13.52
898316.42,24.4,11.71,497862.57,13.52
898311.68,24.41,11.72,498454.3,13.54
898376.41,24.42,11.72,498419.74,13.55
897215.83,24.44,11.74,498212.71,13.57
897053.09,24.44,11.75,498579.23,13.58
896890.35,24.44,11.75,498329.74,13.58
896447.62,24.43,11.74,497779.35,13.57
896473.65,24.44,11.75,497595.27,13.57
895458.27,24.47,11.77,497111.8,13.58
895264.76,24.47,11.78,496910.88,13.58
895102.02,24.47,11.78,496688.46,13.58
894488.07,24.48,11.79,496558.82,13.59
894294.56,24.48,11.79,496644.23,13.6
894294.56,24.48,11.79,496553.81,13.59
894230.19,24.48,11.79,496372.09,13.59
894036.68,24.48,11.79,496309.29,13.59
893766.73,24.49,11.8,496500.15,13.6
894024.0,24.5,11.81,496333.17,13.6
894019.26,24.5,11.81,496549.02,13.61
894264.28,24.51,11.82,496928.2,13.62
894070.77,24.52,11.82,496771.19,13.62
893908.03,24.52,11.83,496576.01,13.62
894160.36,24.53,11.84,497632.15,13.65
893717.63,24.52,11.83,497081.75,13.64
893100.33,24.51,11.82,496258.2,13.62
893100.33,24.51,11.82,495997.51,13.61
893100.33,24.51,11.82,496114.92,13.62
893057.18,24.52,11.82,496017.08,13.62
893076.95,24.52,11.83,496037.07,13.62
893102.98,24.53,11.84,495867.52,13.62
892940.24,24.53,11.84,495660.29,13.62
892746.73,24.53,11.84,495740.29,13.62
892746.73,24.53,11.84,496166.7,13.63
893381.12,24.55,11.86,496299.78,13.64
893801.44,24.57,11.87,497019.35,13.66
893860.16,24.57,11.88,495997.65,13.64
894464.74,24.59,11.9,497046.01,13.67
894490.77,24.6,11.91,496871.87,13.67
894507.59,24.6,11.91,496780.15,13.66
894589.15,24.61,11.92,496694.66,13.66
894395.64,24.61,11.92,497143.64,13.68
894540.83,24.61,11.92,497099.88,13.68
894378.09,24.62,11.92,496783.6,13.67
894623.11,24.63,11.93,497028.5,13.68
894715.65,24.63,11.94,499583.43,13.75
894737.47,24.64,11.94,499392.57,13.75
894744.99,24.64,11.95,499057.42,13.74
894771.02,24.65,11.96,498858.98,13.74
895046.8,24.66,11.97,498647.34,13.74
894888.03,24.65,11.96,498512.69,13.73
894694.52,24.66,11.96,498446.1,13.74
894531.78,24.66,11.97,498243.58,13.73
893516.4,24.69,11.99,497981.46,13.76
893542.43,24.69,12.0,497767.37,13.75
893989.06,24.71,12.01,498147.4,13.77
893826.32,24.71,12.02,498218.4,13.77
893826.32,24.71,12.02,498078.04,13.77
893950.12,24.72,12.03,498015.67,13.77
893756.61,24.72,12.03,497858.66,13.77
894528.57,24.74,12.05,498921.7,13.8
894548.35,24.75,12.06,498916.96,13.8
894772.87,24.76,12.07,499494.05,13.82
895052.72,24.77,12.08,500702.56,13.86
894906.8,24.78,12.08,500754.13,13.86
894932.04,24.78,12.09,502332.31,13.91
894927.3,24.78,12.09,502448.66,13.91
895183.84,24.79,12.1,502508.52,13.92
895552.35,24.81,12.11,502342.03,13.91
895383.36,24.81,12.12,502144.42,13.91
895464.91,24.82,12.12,502052.61,13.91
895481.74,24.82,12.12,501926.04,13.91
895635.18,24.82,12.13,501972.84,13.91
895472.44,24.82,12.13,501743.3,13.91
895537.17,24.83,12.14,501745.73,13.91
895035.92,24.82,12.13,502041.6,13.92
894854.67,24.82,12.13,501881.8,13.92
894880.69,24.83,12.14,501768.76,13.92
894906.72,24.84,12.14,501682.7,13.92
894901.98,24.84,12.15,502152.56,13.94
894901.98,24.84,12.15,502196.01,13.94
894777.94,24.85,12.15,502007.03,13.94
894615.2,24.85,12.16,501773.33,13.94
894172.47,24.84,12.15,501222.93,13.92
894009.73,24.84,12.15,500935.97,13.92
894281.31,24.85,12.16,500746.27,13.92
894276.57,24.86,12.17,500865.09,13.92
894276.57,24.86,12.17,500772.41,13.92
894083.06,24.86,12.17,500615.4,13.92
894083.06,24.86,12.17,500615.4,13.92
893792.07,24.87,12.18,501716.75,13.96
894084.68,24.88,12.19,501554.84,13.96
894084.68,24.88,12.19,501299.6,13.95
893814.73,24.89,12.19,500912.79,13.95
894059.75,24.9,12.2,501283.29,13.96
894449.71,24.91,12.22,503909.78,14.03
894255.83,24.9,12.21,503716.83,14.03
894062.32,24.91,12.21,503622.03,14.03
893046.93,24.93,12.24,503359.92,14.05
893487.32,24.95,12.25,503685.3,14.06
893539.77,24.95,12.26,503683.59,14.06
895170.54,25.0,12.3,507025.29,14.16
895294.34,25.01,12.31,507006.21,14.16
895294.34,25.01,12.31,506785.76,14.15
895632.08,25.02,12.33,507073.69,14.16
895764.53,25.02,12.33,507346.78,14.17
895784.31,25.03,12.34,507342.03,14.17
895784.31,25.03,12.34,507342.03,14.17
895615.31,25.03,12.34,507651.56,14.19
895473.61,25.03,12.34,507464.31,14.19
895473.61,25.03,12.34,507296.46,14.18
894171.69,25.05,12.36,506969.91,14.2
894171.69,25.05,12.36,507037.75,14.21
893575.36,25.04,12.35,506385.94,14.19
893406.37,25.05,12.35,506193.58,14.19
893212.86,25.05,12.35,506124.07,14.19
893336.66,25.06,12.36,506038.26,14.19
893606.19,25.07,12.38,506062.56,14.2
893607.42,25.07,12.38,506068.02,14.2
893622.63,25.07,12.38,505595.17,14.19
894003.1,25.09,12.39,506021.53,14.2
893821.85,25.09,12.4,505809.97,14.2
893443.32,25.08,12.39,505405.17,14.19
893280.58,25.08,12.39,505225.94,14.19
893259.19,25.09,12.4,505239.49,14.19
893424.45,25.12,12.43,505477.41,14.21
892828.13,25.11,12.42,504825.59,14.2
893103.91,25.12,12.43,504624.06,14.2
892910.4,25.13,12.43,504484.24,14.2
892910.4,25.13,12.43,504391.56,14.19
893357.04,25.14,12.45,504713.76,14.2
893632.82,25.15,12.46,505073.33,14.21
893470.08,25.15,12.46,504897.95,14.21
893689.35,25.16,12.47,505269.78,14.23
893543.44,25.17,12.47,505114.3,14.23
893538.69,25.17,12.48,505407.4,14.24
893375.95,25.17,12.48,505329.38,14.24
893713.69,25.19,12.49,505736.18,14.25
893567.78,25.19,12.5,505568.88,14.25
893843.56,25.2,12.51,505423.08,14.25
893869.59,25.21,12.51,505209.92,14.25
893706.85,25.21,12.52,505013.15,14.25
893986.7,25.22,12.53,505869.66,14.27
893823.96,25.22,12.53,506143.04,14.28
893831.48,25.23,12.54,505628.74,14.27
894216.15,25.24,12.55,505727.95,14.28
894053.41,25.24,12.55,505569.53,14.27
893911.7,25.25,12.55,505988.26,14.29
893936.94,25.25,12.56,506205.92,14.3
893774.2,25.25,12.56,505940.31,14.29
893611.46,25.25,12.56,505802.75,14.29
893606.72,25.26,12.57,506017.13,14.3
893443.98,25.26,12.57,506290.61,14.31
893298.06,25.26,12.57,506642.39,14.33
893660.32,25.28,12.58,506686.68,14.33
893217.6,25.27,12.58,506136.29,14.32
893217.6,25.27,12.58,506161.39,14.32
893054.86,25.27,12.58,505970.09,14.32
892892.12,25.27,12.58,506258.59,14.33
892956.85,25.28,12.59,506150.62,14.33
892832.81,25.29,12.59,506599.31,14.35
893136.24,25.3,12.61,506250.74,14.34
892967.25,25.3,12.61,506537.61,14.35
892989.07,25.31,12.61,506915.89,14.37
892967.67,25.31,12.62,506856.53,14.37
892804.93,25.32,12.62,507093.4,14.38
892211.18,25.33,12.64,507644.24,14.41
892456.2,25.34,12.65,508017.89,14.42
892293.46,25.34,12.65,507829.93,14.42
892319.48,25.35,12.65,507630.07,14.42
891601.94,25.33,12.64,506858.36,14.4
891621.71,25.34,12.65,506853.62,14.41
891480.0,25.34,12.65,507305.91,14.42
891755.79,25.35,12.66,507547.59,14.43
891781.81,25.36,12.67,507787.17,14.44
895542.55,25.48,12.78,508675.1,14.47
895435.34,25.48,12.79,508543.52,14.47
895435.34,25.48,12.79,508485.93,14.47
895311.3,25.48,12.79,509187.57,14.49
895435.1,25.49,12.8,509205.96,14.5
895460.34,25.49,12.8,508785.32,14.49
895266.83,25.5,12.8,508718.74,14.49
895542.62,25.51,12.82,508793.98,14.49
895709.99,25.52,12.83,508732.56,14.49
894694.6,25.55,12.86,508470.44,14.52
894694.6,25.55,12.86,508247.56,14.51
894694.6,25.55,12.86,508247.56,14.51
894939.62,25.56,12.87,508461.8,14.52
894344.19,25.57,12.88,508122.92,14.53
894220.15,25.57,12.88,507975.32,14.53
894057.41,25.58,12.88,507541.48,14.52
894052.66,25.58,12.89,508009.5,14.54
893854.66,25.58,12.89,507817.11,14.53
893546.01,25.58,12.89,507617.02,14.53
892904.78,25.6,12.9,507586.68,14.55
892735.79,25.6,12.91,507615.52,14.56
892735.79,25.6,12.91,507637.87,14.56
892111.66,25.59,12.89,507013.74,14.54
892090.27,25.59,12.9,506824.75,14.54
891764.79,25.6,12.91,507114.42,14.56
891618.88,25.6,12.91,507002.92,14.56
891863.89,25.61,12.92,507578.9,14.58
891701.15,25.61,12.92,507315.29,14.57
891722.18,25.62,12.92,508225.01,14.6
891722.18,25.62,12.92,508044.79,14.59
891722.18,25.62,12.92,508144.26,14.6
891887.44,25.62,12.93,508494.74,14.61
891693.93,25.63,12.93,508547.38,14.62
892041.33,25.64,12.95,508756.69,14.62
891878.59,25.64,12.95,508584.31,14.62
891715.84,25.64,12.95,508773.39,14.63
891569.93,25.65,12.96,509196.58,14.65
891376.42,25.65,12.96,509127.07,14.65
891238.39,25.65,12.96,508973.38,14.65
891238.39,25.65,12.96,508973.38,14.65
891096.69,25.66,12.96,509366.84,14.67
890972.65,25.66,12.97,509331.99,14.67
889812.07,25.69,12.99,508965.97,14.69
889674.57,25.69,13.0,508962.04,14.7
889944.1,25.7,13.01,508897.68,14.7
890105.16,25.71,13.02,510031.81,14.73
889963.45,25.71,13.02,510525.86,14.75
889989.48,25.72,13.03,510796.08,14.76
889989.48,25.72,13.03,511121.9,14.77
889826.74,25.72,13.03,511448.66,14.78
889633.23,25.72,13.03,511585.12,14.79
889890.44,25.74,13.05,511339.69,14.79
889727.7,25.74,13.05,511664.7,14.8
889727.7,25.74,13.05,511553.89,14.8
889792.43,25.75,13.06,511673.18,14.81
889625.48,25.75,13.06,511436.89,14.81
889625.48,25.75,13.06,511928.6,14.82
889479.56,25.76,13.06,511787.77,14.82
889342.06,25.76,13.07,511608.0,14.82
889368.09,25.77,13.07,511447.83,14.82
889174.58,25.77,13.08,511894.51,14.83
889028.67,25.77,13.08,511687.9,14.83
888835.16,25.77,13.08,511593.1,14.83
888641.65,25.78,13.08,511453.28,14.83
888478.91,25.78,13.09,511657.65,14.84
888828.91,25.79,13.1,512188.89,14.86
889129.79,25.8,13.11,511982.31,14.86
889125.05,25.81,13.12,512198.16,14.87
888109.67,25.84,13.15,511714.69,14.89
888109.67,25.84,13.15,511863.82,14.89
888744.06,25.86,13.17,511996.89,14.9
888575.07,25.86,13.17,511799.39,14.9
888570.33,25.87,13.18,511918.98,14.9
889009.15,25.88,13.19,512233.39,14.91
888846.41,25.89,13.19,512089.71,14.91
888652.9,25.89,13.2,512373.85,14.93
888490.16,25.89,13.2,512141.29,14.92
888382.95,25.9,13.2,512015.17,14.93
888236.53,25.89,13.2,511757.38,14.92
888236.53,25.89,13.2,511869.3,14.92
888073.79,25.9,13.2,511717.49,14.92
888277.75,25.91,13.21,512127.75,14.94
888108.76,25.91,13.22,511946.45,14.94
888253.95,25.91,13.22,511635.77,14.93
888249.21,25.92,13.23,511850.16,14.94
888546.02,25.93,13.24,511679.56,14.93
888553.54,25.94,13.25,511613.2,14.93
888779.31,25.95,13.26,511964.96,14.95
888616.57,25.95,13.26,511762.43,14.95
888238.04,25.94,13.25,511434.84,14.94
888044.53,25.95,13.25,511342.42,14.94
887444.05,25.96,13.27,510718.04,14.94
887250.54,25.96,13.27,510646.2,14.94
887250.54,25.96,13.27,510856.98,14.95
886921.56,25.96,13.26,510496.37,14.94
886728.05,25.96,13.26,510426.86,14.94
886559.06,25.96,13.27,510232.18,14.94
886927.57,25.97,13.28,510425.01,14.95
886764.83,25.98,13.28,510655.44,14.96
886790.86,25.98,13.29,510487.04,14.96
886666.82,25.99,13.29,510241.44,14.95
886666.82,25.99,13.29,511985.33,15.01
886344.21,25.98,13.29,511605.81,15.0
886363.98,25.99,13.3,511424.5,14.99
886288.26,25.99,13.3,511411.52,15.0
886125.52,26.0,13.3,511074.27,14.99
885962.78,26.0,13.31,511346.76,15.01
885988.81,26.01,13.31,511206.79,15.01
885795.3,26.01,13.32,511723.21,15.02
885144.34,26.02,13.33,512381.22,15.06
884981.6,26.02,13.33,512197.1,15.06
884788.09,26.02,13.33,512054.44,15.06
884625.35,26.03,13.33,511761.56,15.06
884462.61,26.03,13.34,511446.12,15.05
884457.86,26.04,13.34,511964.9,15.07
884264.35,26.04,13.35,511898.32,15.07
884264.35,26.04,13.35,512014.64,15.08
883763.1,26.03,13.34,511443.29,15.06
883600.36,26.03,13.34,511187.99,15.06
883665.09,26.04,13.35,510791.74,15.05
883502.35,26.04,13.35,510627.88,15.05
883849.75,26.05,13.36,511039.57,15.06
883682.8,26.06,13.37,511733.06,15.09
883817.29,26.07,13.37,512290.01,15.11
884185.8,26.08,13.39,512485.84,15.12
884016.81,26.08,13.39,512506.34,15.12
884042.83,26.09,13.4,512327.96,15.12
883694.34,26.09,13.39,511708.81,15.11
883689.6,26.09,13.4,512081.95,15.12
883565.56,26.1,13.4,511950.99,15.12
883402.82,26.1,13.41,511697.02,15.12
883240.08,26.1,13.41,512012.06,15.13
883240.08,26.1,13.41,512012.06,15.13
883046.57,26.1,13.41,511871.27,15.13
882883.83,26.11,13.41,511674.53,15.13
882716.88,26.11,13.42,512124.82,15.15
881701.5,26.14,13.45,511641.35,15.17
881534.55,26.14,13.45,511648.43,15.17
881371.81,26.15,13.45,511409.04,15.17
881209.07,26.15,13.46,511613.18,15.18
881209.07,26.15,13.46,511387.38,15.18
881042.12,26.15,13.46,511187.48,15.17
880026.74,26.18,13.49,510704.01,15.2
879864.0,26.19,13.5,511004.75,15.21
880403.66,26.21,13.52,510987.61,15.21
880403.66,26.21,13.52,510987.61,15.21
880236.71,26.21,13.52,510815.58,15.21
880738.88,26.23,13.54,511079.71,15.22
880631.66,26.24,13.54,510939.9,15.22
880253.14,26.23,13.54,510628.65,15.21
880129.1,26.23,13.54,510514.97,15.22
880429.99,26.24,13.55,510337.85,15.21
880430.87,26.25,13.55,510219.68,15.21
