ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
854899.96,33.09,20.4,560766.5,21.7
854737.22,33.09,20.4,560569.73,21.7
854737.22,33.09,20.4,560591.79,21.71
854801.95,33.11,20.41,560425.69,21.71
854702.19,33.12,20.42,560280.82,21.71
854556.28,33.12,20.43,560705.31,21.73
854362.77,33.13,20.44,560638.73,21.74
854169.26,33.13,20.44,560481.72,21.74
854169.26,33.13,20.44,560481.72,21.74
854045.22,33.14,20.45,560413.62,21.75
854045.22,33.14,20.45,560413.62,21.75
854045.22,33.14,20.45,560413.62,21.75
854423.64,33.16,20.47,561236.59,21.78
854695.22,33.18,20.48,561125.96,21.78
854501.71,33.18,20.49,560995.35,21.78
854754.04,33.2,20.51,561376.15,21.8
854560.53,33.2,20.51,561304.31,21.81
854580.31,33.21,20.52,562352.15,21.86
854417.57,33.22,20.53,562094.62,21.85
854732.05,33.24,20.55,561705.74,21.84
854727.31,33.25,20.56,561729.6,21.85
855047.56,33.27,20.58,562086.12,21.87
854884.82,33.27,20.58,562259.27,21.88
854722.08,33.28,20.59,561987.75,21.88
854559.34,33.29,20.6,562205.39,21.9
854835.12,33.3,20.61,562057.18,21.9
854860.36,33.31,20.61,561896.13,21.89
854860.36,33.31,20.61,562312.93,21.91
856598.78,33.39,20.69,565791.16,22.05
856429.79,33.39,20.7,565654.46,22.06
856248.54,33.4,20.71,565427.51,22.05
856268.73,33.4,20.71,565666.11,22.06
856340.24,33.4,20.71,565285.43,22.05
856616.03,33.42,20.73,565048.65,22.04
856453.29,33.43,20.73,565179.68,22.06
856724.08,33.44,20.74,567462.36,22.15
857432.86,33.48,20.78,568084.09,22.18
857458.89,33.49,20.8,568009.98,22.18
857351.68,33.5,20.81,567824.46,22.19
857351.68,33.5,20.81,567666.93,22.18
856871.46,33.49,20.79,567495.08,22.18
857185.95,33.51,20.81,567372.46,22.18
857023.21,33.51,20.82,567205.3,22.18
857337.69,33.53,20.84,567030.99,22.18
857170.75,33.54,20.85,566860.94,22.18
856989.5,33.54,20.85,567307.82,22.21
856716.36,33.55,20.85,567329.22,22.21
856716.36,33.55,20.85,567444.76,22.22
856609.15,33.55,20.86,567271.28,22.22
856415.64,33.56,20.87,567296.41,22.23
856415.64,33.56,20.87,567296.41,22.23
856480.37,33.57,20.88,567017.04,22.23
858064.02,33.65,20.96,570380.16,22.37
858059.28,33.66,20.97,570496.93,22.38
858421.54,33.68,20.99,570344.6,22.38
858311.8,33.69,20.99,570506.75,22.39
858531.07,33.7,21.01,570159.45,22.38
858222.42,33.72,21.03,570465.33,22.41
858084.92,33.73,21.03,570266.51,22.41
857539.58,33.71,21.02,569721.17,22.4
857346.07,33.72,21.03,569767.51,22.41
857177.08,33.73,21.03,570121.14,22.43
857505.97,33.74,21.05,570463.86,22.45
857706.72,33.76,21.07,570129.64,22.44
857582.69,33.77,21.08,569977.83,22.44
858094.57,33.79,21.1,570324.37,22.46
858114.35,33.8,21.11,570703.56,22.48
858390.13,33.82,21.13,571130.67,22.5
858397.65,33.83,21.14,571049.42,22.51
858072.17,33.84,21.15,570466.6,22.5
858417.24,33.86,21.17,570846.95,22.52
858668.56,33.88,21.19,571098.11,22.54
858501.62,33.89,21.2,570909.77,22.54
858377.58,33.9,21.21,570841.67,22.54
858196.33,33.91,21.21,571528.74,22.58
858472.11,33.92,21.23,571315.67,22.58
858472.11,33.92,21.23,571235.06,22.57
858309.37,33.93,21.24,571034.03,22.57
858309.37,33.93,21.24,570782.46,22.56
858294.53,33.94,21.25,570798.77,22.57
858314.31,33.95,21.26,570713.54,22.58
858120.8,33.96,21.27,570621.12,22.58
858120.8,33.96,21.27,570380.11,22.57
858116.06,33.97,21.28,570898.66,22.6
857810.77,33.98,21.29,571266.07,22.63
857432.24,33.98,21.28,570916.64,22.62
856905.93,33.97,21.27,570442.76,22.61
857071.19,33.98,21.29,570332.79,22.61
856877.68,33.99,21.29,570442.55,22.63
856646.13,33.98,21.29,569792.36,22.6
856646.13,33.98,21.29,569774.8,22.6
856500.22,33.99,21.3,569617.39,22.6
856354.3,34.0,21.3,569433.05,22.61
856191.56,34.0,21.31,569738.19,22.63
856217.59,34.02,21.32,569666.97,22.63
856243.62,34.03,21.34,569527.01,22.63
856050.11,34.03,21.34,569460.43,22.64
856327.91,34.05,21.36,569363.12,22.64
856220.7,34.06,21.37,569521.19,22.66
856285.43,34.07,21.38,569689.98,22.67
856116.44,34.08,21.39,569653.15,22.68
855992.4,34.09,21.4,570687.27,22.73
855825.45,34.1,21.4,571813.42,22.78
855595.57,34.09,21.4,571540.17,22.77
855910.05,34.11,21.42,571271.13,22.77
855786.01,34.12,21.43,571062.78,22.77
855592.5,34.12,21.43,570919.24,22.77
855592.5,34.12,21.43,570919.24,22.77
855411.25,34.13,21.44,570781.08,22.77
855230.0,34.14,21.45,570695.98,22.78
855048.75,34.14,21.45,571090.05,22.8
854879.76,34.15,21.46,571225.38,22.82
854717.02,34.16,21.47,571014.98,22.82
854592.99,34.17,21.47,571021.72,22.83
854426.04,34.17,21.48,570676.71,22.82
854433.56,34.19,21.49,570519.75,22.83
853907.19,34.18,21.48,569999.09,22.81
853740.24,34.18,21.49,569990.71,22.82
853598.54,34.19,21.5,570405.41,22.85
853593.79,34.2,21.51,570475.26,22.86
853469.76,34.21,21.52,570306.42,22.86
853323.84,34.22,21.53,570624.9,22.88
853331.36,34.23,21.54,570563.32,22.89
853224.15,34.24,21.55,570420.48,22.89
853061.41,34.25,21.55,570710.96,22.91
852937.37,34.25,21.56,570499.95,22.91
852756.12,34.26,21.57,570326.24,22.91
852756.12,34.26,21.57,570326.24,22.91
852593.38,34.27,21.58,570112.43,22.91
852869.16,34.29,21.59,570398.31,22.93
853237.67,34.31,21.61,570418.66,22.93
853074.93,34.31,21.62,570816.89,22.96
852912.19,34.32,21.63,570623.99,22.96
852976.92,34.33,21.64,571406.45,23.0
852476.92,34.32,21.63,570930.82,22.99
851969.58,34.32,21.62,570327.92,22.97
851788.33,34.32,21.63,570104.19,22.97
851584.72,34.33,21.63,569855.11,22.97
851584.72,34.33,21.63,569873.82,22.97
852125.71,34.36,21.67,570365.27,23.0
851932.2,34.37,21.68,570293.44,23.01
851956.92,34.37,21.68,570552.44,23.02
851956.92,34.37,21.68,570330.91,23.01
851795.86,34.38,21.69,569689.51,22.99
851671.82,34.39,21.69,569460.68,22.99
851363.17,34.4,21.71,569603.1,23.02
850749.22,34.43,21.74,569670.89,23.06
851018.21,34.45,21.76,569345.13,23.05
850855.93,34.45,21.76,569569.15,23.06
850693.19,34.46,21.77,569870.22,23.08
850719.22,34.47,21.78,570245.07,23.11
850550.23,34.48,21.79,570263.32,23.12
850182.68,34.47,21.78,569841.61,23.11
850015.73,34.48,21.79,569597.52,23.11
850015.73,34.48,21.79,569597.52,23.11
849856.97,34.48,21.78,570744.0,23.15
849695.91,34.48,21.79,571934.4,23.21
849721.93,34.5,21.8,572178.1,23.23
850160.76,34.52,21.82,572491.65,23.24
850436.54,34.54,21.84,572309.61,23.24
850474.28,34.55,21.86,571703.36,23.23
850095.76,34.54,21.85,571471.74,23.22
850002.01,34.55,21.86,572550.16,23.27
849808.5,34.56,21.87,572365.55,23.28
850021.52,34.58,21.88,572716.23,23.3
849858.78,34.58,21.89,573012.71,23.32
849858.78,34.58,21.89,573054.31,23.32
849879.81,34.58,21.89,573510.68,23.34
849938.17,34.6,21.9,573061.91,23.33
853148.65,34.73,22.04,574144.77,23.38
853002.73,34.74,22.05,573863.23,23.37
852835.79,34.75,22.06,573555.51,23.37
852666.8,34.76,22.07,573513.68,23.38
852341.32,34.77,22.08,573354.79,23.39
852147.81,34.78,22.09,573259.99,23.4
852423.59,34.8,22.1,573066.89,23.39
852423.59,34.8,22.1,573066.89,23.39
852299.55,34.81,22.11,572886.92,23.4
852140.66,34.81,22.12,572464.99,23.39
851994.74,34.82,22.13,572628.75,23.4
851813.49,34.83,22.14,573211.35,23.44
851650.75,34.84,22.14,572994.27,23.44
851816.01,34.85,22.16,573092.99,23.45
851647.02,34.86,22.17,572997.09,23.45
851673.05,34.87,22.18,572912.98,23.46
851565.84,34.88,22.19,572764.28,23.46
852591.26,34.94,22.25,575012.56,23.56
852422.27,34.95,22.25,574959.65,23.57
852422.27,34.95,22.25,575223.35,23.58
852298.23,34.96,22.26,576397.42,23.64
852191.02,34.97,22.27,576712.35,23.66
852406.54,34.98,22.29,576868.86,23.67
852682.32,35.0,22.31,576675.82,23.67
852953.9,35.02,22.32,577969.91,23.73
853119.16,35.03,22.34,578431.5,23.75
853456.9,35.05,22.36,578840.56,23.77
853819.16,35.07,22.38,579559.09,23.81
853711.95,35.08,22.39,579329.6,23.81
853793.5,35.1,22.4,579201.54,23.81
853173.31,35.13,22.44,579378.69,23.86
853180.83,35.14,22.45,579421.17,23.86
853588.88,35.16,22.47,579862.17,23.89
853481.67,35.17,22.48,580121.72,23.91
853353.42,35.18,22.49,580093.07,23.91
853434.98,35.19,22.5,580007.46,23.92
853434.98,35.19,22.5,580429.66,23.94
853327.77,35.2,22.51,580278.34,23.94
853203.73,35.21,22.52,580614.65,23.96
853010.22,35.22,22.53,581127.06,23.99
855056.02,35.31,22.61,584532.7,24.14
855557.83,35.33,22.64,586254.49,24.21
855557.83,35.33,22.64,586121.56,24.2
855907.83,35.35,22.66,586616.62,24.23
855915.34,35.36,22.67,586429.18,24.23
855915.34,35.36,22.67,586409.54,24.23
855734.09,35.37,22.68,586429.33,24.24
855858.49,35.38,22.69,587296.74,24.28
855858.49,35.38,22.69,587296.74,24.28
855858.49,35.38,22.69,587296.74,24.28
855689.5,35.39,22.7,587099.14,24.28
855310.97,35.38,22.69,587632.16,24.31
855141.98,35.39,22.7,587477.0,24.31
855141.98,35.39,22.7,587911.61,24.33
855481.57,35.41,22.72,587804.03,24.33
856624.0,35.47,22.78,588634.25,24.37
856962.76,35.49,22.8,588866.35,24.39
856855.55,35.5,22.81,588700.83,24.39
856686.56,35.51,22.82,588507.76,24.39
856686.56,35.51,22.82,588507.76,24.39
856686.56,35.51,22.82,588342.13,24.39
856540.64,35.52,22.83,588189.73,24.39
856540.64,35.52,22.83,588175.17,24.39
856833.25,35.54,22.85,588053.24,24.39
856332.0,35.53,22.83,587462.21,24.37
856589.28,35.54,22.85,587308.71,24.37
856426.54,35.55,22.86,587614.32,24.39
856700.58,35.56,22.87,589666.82,24.48
856563.66,35.56,22.87,589528.08,24.47
855857.06,35.55,22.85,588778.73,24.45
855878.88,35.56,22.87,588892.28,24.47
855878.88,35.56,22.87,588892.28,24.47
855697.63,35.57,22.87,588712.86,24.47
855516.38,35.57,22.88,589083.86,24.49
855335.13,35.58,22.89,588853.07,24.5
855600.68,35.6,22.91,589712.75,24.54
855600.68,35.6,22.91,590686.34,24.58
855938.42,35.62,22.93,591095.4,24.6
855953.62,35.63,22.94,590622.55,24.59
855953.62,35.63,22.94,590622.55,24.59
855792.57,35.64,22.95,591049.54,24.61
855682.83,35.65,22.96,591238.72,24.63
855682.83,35.65,22.96,591203.08,24.63
855661.98,35.66,22.97,590699.94,24.62
855692.27,35.66,22.97,590831.47,24.62
855546.36,35.67,22.98,590791.19,24.63
855352.85,35.68,22.98,591919.39,24.69
855352.85,35.68,22.98,591919.39,24.69
855228.81,35.69,22.99,591740.47,24.69
854930.81,35.68,22.99,591445.4,24.68
855223.42,35.7,23.01,591845.97,24.7
855249.45,35.71,23.02,591785.99,24.71
855139.71,35.72,23.03,591778.75,24.72
855139.71,35.72,23.03,591778.75,24.72
854976.97,35.73,23.04,591612.48,24.72
854810.03,35.74,23.04,591560.49,24.73
854500.57,35.73,23.04,591184.24,24.72
854757.84,35.75,23.06,591154.85,24.72
854576.59,35.76,23.06,591170.23,24.74
854641.32,35.77,23.08,591720.29,24.77
854460.07,35.78,23.09,591464.37,24.77
854278.82,35.79,23.09,591065.62,24.76
854171.61,35.8,23.1,590863.11,24.76
853793.08,35.79,23.1,590603.66,24.76
853647.17,35.8,23.1,590982.04,24.78
853744.77,35.8,23.11,591225.37,24.79
854082.51,35.82,23.13,591632.97,24.81
853773.85,35.84,23.14,591763.03,24.84
854049.64,35.86,23.16,592183.71,24.86
853856.13,35.86,23.17,592110.26,24.87
853235.93,35.9,23.2,591654.6,24.89
853235.93,35.9,23.2,591654.6,24.89
853094.23,35.91,23.21,591399.49,24.89
853120.25,35.92,23.23,591220.57,24.89
853075.64,35.93,23.24,590574.31,24.87
853199.27,35.94,23.24,590703.65,24.88
853567.78,35.95,23.26,590964.49,24.89
853825.06,35.97,23.28,590870.41,24.89
853832.57,35.98,23.29,591583.22,24.93
853305.03,35.97,23.28,591012.8,24.92
853180.99,35.98,23.29,591009.1,24.93
852858.37,35.98,23.28,590642.44,24.92
853196.12,36.0,23.3,591175.21,24.94
853203.63,36.01,23.32,591087.44,24.95
853040.89,36.02,23.32,590890.16,24.95
852899.19,36.03,23.33,590907.78,24.96
852730.19,36.03,23.34,591576.22,25.0
852584.28,36.04,23.35,591653.45,25.01
852454.23,36.05,23.36,590688.92,24.98
852011.51,36.05,23.35,590138.52,24.97
851848.77,36.05,23.36,590483.79,24.99
851681.82,36.06,23.37,590090.19,24.99
851476.79,36.07,23.38,589826.08,24.99
851314.05,36.08,23.39,590007.04,25.0
851147.1,36.09,23.39,589903.75,25.01
850667.73,36.08,23.38,590523.38,25.04
850667.73,36.08,23.38,590523.38,25.04
850560.52,36.09,23.39,590384.66,25.05
850448.55,36.09,23.39,590197.37,25.04
850005.82,36.08,23.39,589646.97,25.03
850005.82,36.08,23.39,589551.96,25.02
849844.76,36.09,23.4,590434.62,25.07
849844.76,36.09,23.4,590434.62,25.07
849844.76,36.09,23.4,590434.62,25.07
849737.55,36.1,23.41,590290.08,25.08
849359.03,36.09,23.4,590163.49,25.08
848738.84,36.12,23.43,590219.34,25.12
848740.07,36.12,23.43,590220.6,25.12
848414.11,36.13,23.43,590141.56,25.13
848848.72,36.16,23.47,590708.63,25.16
848667.47,36.17,23.48,590399.06,25.16
848557.74,36.18,23.49,592348.05,25.25
848388.75,36.19,23.49,592586.89,25.28
847969.28,36.18,23.49,591907.88,25.26
847969.28,36.18,23.49,591794.35,25.25
848245.06,36.2,23.51,591601.25,25.25
848245.06,36.2,23.51,591581.5,25.25
848078.11,36.21,23.52,591470.58,25.25
847715.61,36.23,23.53,591201.87,25.26
847552.87,36.24,23.54,591438.65,25.29
847406.96,36.24,23.55,591263.2,25.29
847225.71,36.25,23.56,590485.35,25.27
847225.71,36.25,23.56,590485.35,25.27
846611.77,36.29,23.6,590050.61,25.29
846611.77,36.29,23.6,590906.93,25.33
846926.25,36.31,23.62,591762.26,25.37
846830.82,36.32,23.63,591246.68,25.36
846668.08,36.33,23.64,591569.67,25.38
846544.04,36.34,23.65,591416.66,25.39
846789.06,36.36,23.67,591897.58,25.41
846643.14,36.37,23.67,592530.86,25.45
846474.15,36.38,23.68,592861.21,25.48
846311.41,36.38,23.69,593078.67,25.5
846691.88,36.4,23.71,593483.6,25.52
846596.44,36.41,23.72,595405.06,25.61
846472.41,36.42,23.73,595275.53,25.62
846278.9,36.43,23.74,595180.73,25.62
846278.9,36.43,23.74,595180.73,25.62
846437.91,36.45,23.76,595732.14,25.65
846682.92,36.47,23.77,596106.78,25.67
846541.21,36.48,23.78,595861.03,25.67
846560.99,36.49,23.8,596242.1,25.7
846415.08,36.5,23.81,596104.28,25.71
846415.08,36.5,23.81,596104.28,25.71
846233.83,36.51,23.82,596403.33,25.73
846380.58,36.51,23.82,598124.44,25.8
846273.37,36.52,23.83,597900.59,25.81
846389.84,36.53,23.84,597558.63,25.79
846266.88,36.54,23.85,598797.35,25.86
846292.91,36.55,23.86,598630.24,25.86
846288.16,36.57,23.87,598749.53,25.87
846602.65,36.59,23.9,600099.2,25.93
846409.14,36.6,23.9,600080.37,25.95
846240.15,36.6,23.91,600752.31,25.99
846046.64,36.61,23.92,600678.91,25.99
846396.64,36.63,23.94,601412.39,26.03
846421.72,36.64,23.95,601423.12,26.04
846794.95,36.66,23.97,601095.79,26.02
846632.21,36.67,23.98,600906.75,26.03
846525.0,36.68,23.99,600713.99,26.03
846343.75,36.69,24.0,600514.27,26.03
846250.0,36.7,24.01,601812.77,26.1
846107.22,36.71,24.02,602079.49,26.12
846107.22,36.71,24.02,601987.87,26.12
846597.36,36.74,24.05,602195.99,26.13
846290.51,36.74,24.04,601729.62,26.12
846570.36,36.76,24.06,601873.64,26.13
846570.36,36.76,24.06,601822.69,26.13
846389.11,36.76,24.07,602158.05,26.16
846757.62,36.79,24.09,602496.57,26.17
846576.37,36.79,24.1,602860.31,26.2
846780.33,36.81,24.12,602662.31,26.2
846780.33,36.81,24.12,602690.11,26.2
846673.12,36.82,24.13,602459.15,26.2
846699.15,36.84,24.15,602305.41,26.21
846718.92,36.85,24.16,602665.08,26.23
846437.2,36.85,24.16,602193.5,26.22
846255.95,36.86,24.17,602076.07,26.22
845776.57,36.85,24.15,601792.05,26.22
845776.57,36.85,24.15,601792.05,26.22
845615.51,36.86,24.16,601694.02,26.22
845469.6,36.87,24.17,601540.58,26.23
845469.6,36.87,24.17,601540.58,26.23
845464.86,36.88,24.19,601608.09,26.24
845271.35,36.89,24.19,601541.5,26.25
845516.36,36.9,24.21,601755.24,26.27
845587.88,36.91,24.22,601868.47,26.27
845587.88,36.91,24.22,601692.27,26.26
845542.92,36.92,24.23,600684.66,26.23
844875.14,36.96,24.27,600681.76,26.28
845088.16,36.98,24.28,600324.87,26.27
844650.36,36.97,24.28,599780.44,26.25
845018.87,36.99,24.3,599993.81,26.27
844837.62,37.0,24.31,599779.36,26.27
845000.6,37.01,24.31,599987.28,26.28
844893.39,37.02,24.33,599873.97,26.28
845169.17,37.04,24.35,600006.38,26.29
845188.95,37.05,24.36,600069.36,26.31
845188.95,37.05,24.36,599889.15,26.3
844671.53,37.04,24.35,599567.55,26.29
844504.59,37.05,24.36,599402.52,26.3
844380.55,37.06,24.37,599663.46,26.32
844700.98,37.09,24.4,599780.19,26.34
844519.73,37.1,24.41,599547.17,26.34
844212.2,37.1,24.4,599237.23,26.33
844212.2,37.1,24.4,599237.23,26.33
844030.95,37.1,24.41,600614.2,26.4
843889.24,37.11,24.42,600667.95,26.42
843889.24,37.11,24.42,600647.05,26.42
844181.85,37.13,24.44,600439.92,26.41
844012.86,37.14,24.45,600293.66,26.42
844568.87,37.18,24.49,600446.94,26.44
844568.87,37.18,24.49,600446.94,26.44
844734.13,37.2,24.51,600462.27,26.44
844734.13,37.2,24.51,600522.6,26.45
844592.42,37.21,24.52,600596.13,26.46
844398.91,37.22,24.53,600529.54,26.47
844871.99,37.27,24.58,601293.85,26.53
844713.09,37.28,24.59,600995.89,26.53
845164.42,37.3,24.61,602159.73,26.58
845421.69,37.32,24.63,602055.16,26.58
845254.74,37.33,24.64,601862.1,26.58
845073.49,37.34,24.65,602042.55,26.6
844879.98,37.35,24.66,601847.75,26.6
844686.47,37.36,24.66,601663.27,26.61
844686.47,37.36,24.66,601574.28,26.6
844686.47,37.36,24.66,601353.9,26.59
844751.2,37.37,24.68,600859.68,26.58
845007.74,37.39,24.7,600574.67,26.58
844838.75,37.4,24.71,600355.42,26.58
844692.84,37.41,24.72,600187.54,26.58
845165.62,37.43,24.74,600628.16,26.6
845185.4,37.45,24.76,600473.02,26.61
845319.89,37.47,24.77,601055.62,26.64
845173.98,37.48,24.78,600858.15,26.64
845169.23,37.49,24.8,600917.0,26.65
844975.72,37.5,24.8,600850.41,26.66
844851.69,37.51,24.82,600928.81,26.68
844658.18,37.52,24.82,600937.5,26.69
844658.18,37.52,24.82,600937.5,26.69
844959.06,37.54,24.84,601330.05,26.71
844790.07,37.55,24.85,601157.15,26.72
844413.27,37.54,24.84,600777.2,26.71
844705.88,37.56,24.87,600868.31,26.72
844568.38,37.57,24.88,601432.27,26.75
844568.38,37.57,24.88,601388.82,26.75
844575.9,37.58,24.89,602319.21,26.8
844429.99,37.59,24.9,602512.69,26.82
844305.95,37.6,24.91,603730.13,26.89
844331.97,37.62,24.93,603298.25,26.88
849801.2,37.88,25.19,604194.93,26.93
849801.2,37.88,25.19,604104.51,26.93
850465.67,37.92,25.23,605431.34,26.99
850647.75,37.94,25.25,605183.54,26.99
850394.16,37.94,25.25,604811.52,26.99
850458.89,37.96,25.27,605400.72,27.02
850334.85,37.97,25.28,606177.63,27.07
849828.09,37.97,25.27,605253.71,27.04
849659.09,37.98,25.28,605131.27,27.05
849548.88,37.99,25.3,604850.58,27.05
849863.36,38.01,25.32,605327.17,27.07
849715.02,38.02,25.33,606024.77,27.12
849569.11,38.03,25.34,605744.33,27.12
849476.37,38.03,25.34,606047.87,27.13
849307.38,38.04,25.35,605942.94,27.14
849179.13,38.05,25.36,605759.37,27.14
849179.13,38.05,25.36,605650.77,27.14
849179.13,38.05,25.36,605650.77,27.14
849018.08,38.06,25.37,604727.02,27.11
849044.1,38.08,25.38,604534.98,27.11
848681.6,38.09,25.4,604270.78,27.12
848974.21,38.11,25.42,604694.03,27.15
848472.96,38.1,25.41,604279.09,27.14
848726.86,38.12,25.43,603472.17,27.11
848545.61,38.13,25.44,603986.98,27.14
849929.1,38.21,25.52,604235.88,27.17
850272.19,38.24,25.54,605899.53,27.25
850673.03,38.25,25.56,606651.03,27.28
850965.65,38.28,25.58,607072.8,27.31
850973.16,38.29,25.6,606876.04,27.31
851037.89,38.31,25.61,606601.79,27.3
851305.4,38.33,25.63,606947.34,27.33
851305.4,38.33,25.63,606947.34,27.33
851142.66,38.34,25.64,606849.15,27.33
851511.17,38.36,25.67,607107.9,27.35
851959.8,38.45,25.76,608606.37,27.47
852204.81,38.47,25.78,608853.33,27.48
852204.81,38.47,25.78,608707.02,27.48
852212.33,38.48,25.79,608613.01,27.48
851787.48,38.48,25.79,608322.43,27.48
851817.35,38.5,25.8,608120.88,27.48
851197.16,38.54,25.84,607696.63,27.51
851278.65,38.54,25.85,608339.0,27.54
850938.51,38.56,25.87,608707.84,27.58
850796.8,38.57,25.88,609142.12,27.62
850628.47,38.58,25.89,609500.14,27.64
850434.97,38.59,25.9,609605.82,27.66
850272.22,38.6,25.91,609861.11,27.69
849981.24,38.62,25.93,609805.5,27.71
851204.32,38.68,25.99,610848.29,27.76
851501.13,38.7,26.01,610645.94,27.75
850850.17,38.74,26.05,610307.03,27.79
850704.26,38.75,26.06,610152.98,27.79
850541.52,38.76,26.07,609987.53,27.8
850374.57,38.77,26.08,609947.23,27.81
850250.53,38.78,26.09,609744.39,27.81
850271.57,38.78,26.09,609582.81,27.81
850297.59,38.8,26.11,609467.79,27.81
850292.85,38.81,26.12,609504.35,27.82
850911.24,38.86,26.17,607862.64,27.76
850911.24,38.86,26.17,607862.64,27.76
850279.75,38.85,26.16,607123.48,27.74
850086.24,38.86,26.17,607555.03,27.77
850101.45,38.87,26.18,607082.18,27.76
850101.45,38.87,26.18,607251.44,27.77
849920.2,38.88,26.19,607042.02,27.77
849812.99,38.9,26.2,606907.06,27.78
850220.2,38.92,26.23,607380.64,27.8
849606.26,38.96,26.27,607139.47,27.84
849606.26,38.96,26.27,607139.47,27.84
849439.31,38.97,26.28,606968.33,27.85
849777.05,38.99,26.3,607583.06,27.88
849777.05,38.99,26.3,607567.69,27.88
849777.05,38.99,26.3,607607.24,27.88
849614.31,39.0,26.31,607456.56,27.89
849983.0,39.04,26.34,607321.04,27.89
849789.49,39.05,26.35,607221.99,27.9
849789.49,39.05,26.35,607035.37,27.89
849815.52,39.06,26.37,606877.02,27.89
849374.27,39.05,26.36,606418.24,27.88
849211.53,39.06,26.37,606726.09,27.91
849048.79,39.07,26.38,606500.75,27.91
849048.79,39.07,26.38,606555.2,27.91
848855.28,39.08,26.39,606348.47,27.92
848711.55,39.09,26.4,606365.09,27.93
848587.52,39.1,26.41,606118.57,27.93
848587.52,39.1,26.41,606118.57,27.93
848902.0,39.13,26.44,605748.28,27.92
848902.0,39.13,26.44,605669.18,27.92
849212.28,39.15,26.46,606657.89,27.97
849105.07,39.16,26.47,606516.08,27.97
848942.33,39.17,26.48,606863.2,28.0
849124.41,39.19,26.5,607227.52,28.03
849124.41,39.19,26.5,607192.29,28.03
849869.0,39.25,26.55,608707.37,28.11
849492.21,39.24,26.55,608328.01,28.1
849511.98,39.25,26.56,608703.88,28.13
849808.02,39.29,26.59,609247.13,28.16
849645.28,39.3,26.6,609589.82,28.19
849451.77,39.31,26.61,609345.82,28.2
848734.22,39.29,26.6,608574.11,28.17
848355.69,39.28,26.59,608193.87,28.16
848125.81,39.28,26.58,608183.05,28.16
847800.33,39.3,26.61,608191.35,28.19
847800.33,39.3,26.61,608014.16,28.18
847186.38,39.34,26.65,607826.09,28.23
847110.66,39.36,26.66,607981.96,28.25
846951.77,39.37,26.68,608045.12,28.26
846973.59,39.38,26.69,607784.1,28.26
846993.37,39.4,26.71,608583.7,28.31
846830.62,39.41,26.72,608429.54,28.32
846643.21,39.41,26.72,608316.19,28.31
846665.03,39.42,26.73,608174.33,28.32
846491.47,39.43,26.74,607523.02,28.3
846822.79,39.46,26.77,607764.82,28.32
846629.28,39.47,26.77,608938.88,28.39
845911.73,39.45,26.76,608178.46,28.36
845933.55,39.47,26.78,608009.48,28.37
845928.81,39.48,26.79,608125.99,28.38
845928.81,39.48,26.79,607918.51,28.37
845804.77,39.5,26.8,607713.73,28.38
845623.52,39.51,26.81,607984.49,28.4
845623.52,39.51,26.81,607984.49,28.4
845477.6,39.52,26.82,607846.24,28.41
845308.61,39.53,26.84,608574.91,28.46
845152.0,39.52,26.83,608332.13,28.45
844854.0,39.52,26.82,607794.53,28.43
844672.75,39.53,26.83,607530.63,28.43
844565.54,39.54,26.85,607393.59,28.44
844573.06,39.56,26.86,608419.29,28.5
844594.88,39.57,26.88,608249.03,28.5
845015.19,39.6,26.9,607740.61,28.48
845015.19,39.6,26.9,607724.88,28.48
845015.19,39.6,26.9,607724.88,28.48
844833.94,39.61,26.91,607490.98,28.48
845111.75,39.63,26.93,607144.77,28.47
844987.71,39.64,26.95,607287.62,28.49
844824.97,39.65,26.96,607077.21,28.49
844662.23,39.66,26.97,606918.95,28.5
844705.08,39.68,26.99,606838.47,28.51
844538.14,39.69,27.0,606462.8,28.5
844371.19,39.7,27.01,606237.42,28.5
844225.28,39.71,27.02,605962.21,28.5
843489.94,39.7,27.0,605226.87,28.48
843320.95,39.71,27.01,605161.83,28.49
843320.95,39.71,27.01,605618.61,28.51
843196.91,39.72,27.03,605474.0,28.52
843015.66,39.73,27.04,605432.35,28.53
843015.66,39.73,27.04,605357.31,28.53
843015.66,39.73,27.04,605357.31,28.53
843035.44,39.75,27.05,605331.45,28.54
842911.4,39.76,27.07,605303.79,28.55
842681.51,39.75,27.06,605045.75,28.54
842557.47,39.77,27.07,605010.04,28.56
842557.47,39.77,27.07,605010.04,28.56
842363.96,39.78,27.08,605396.02,28.59
842726.22,39.8,27.11,606309.98,28.63
842566.65,39.81,27.12,606759.62,28.67
