ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1199,6188,3864520,6212,4232520
1199,6188,3865520,6212,4233520
1199,6188,3866520,6212,4234520
1199,6188,3867520,6212,4235520
1199,6188,3868520,6212,4236520
1199,6188,3868520,6212,4236520
1199,6188,3868990,6212,4236990
1199,6188,3868990,6212,4236990
1199,6188,3869990,6212,4237990
1199,6188,3871990,6212,4239990
1199,6188,3872990,6212,4240990
1199,6188,3873990,6212,4241990
1199,6188,3874990,6212,4242990
1199,6188,3874990,6212,4250990
1199,6188,3878990,6212,4254990
1199,6188,3878990,6212,4254990
1199,6188,3879460,6212,4255460
1199,6188,3880460,6212,4256460
1199,6188,3881460,6212,4257460
1199,6188,3882460,6212,4258460
1199,6188,3882930,6212,4258930
1199,6188,3883930,6212,4259930
1199,6188,3884930,6212,4260930
1199,6188,3885930,6212,4261930
1199,6188,3886090,6212,4262090
1199,6188,3887090,6212,4263090
1199,6188,3888090,6212,4264090
1199,6188,3889090,6212,4265090
1199,6188,3889090,6212,4273090
1199,6188,3889740,6212,4273740
1199,6188,3890210,6212,4274210
1199,6188,3891210,6212,4275210
1199,6188,3892020,6212,4276020
1199,6188,3893020,6212,4277020
1199,6188,3893020,6212,4277020
1199,6188,3894020,6212,4278020
1199,6188,3894020,6212,4278020
1199,6188,3895020,6212,4279020
1199,6188,3895020,6212,4279020
1199,6188,3896020,6212,4280020
1199,6188,3896830,6212,4280830
1199,6188,3897640,6212,4281640
1199,6188,3898110,6212,4282110
1199,6188,3899110,6212,4283110
1199,6188,3900110,6212,4284110
1199,6188,3901110,6212,4285110
1199,6188,3901430,6212,4285430
1199,6188,3902080,6212,4286080
1199,6188,3902310,6212,4286310
1199,6188,3903310,6212,4287310
1199,6188,3904310,6212,4288310
1199,6188,3905310,6212,4289310
1199,6188,3906310,6212,4290310
1199,6188,3907310,6212,4291310
1199,6188,3907310,6212,4291310
1199,6188,3907540,6212,4291540
1199,6188,3908350,6212,4292350
1199,6188,3908810,6212,4292810
1199,6188,3908810,6212,4292810
1199,6188,3909810,6212,4293810
1199,6188,3910130,6212,4294130
1199,6188,3911130,6212,4295130
1199,6188,3911780,6212,4295780
1199,6188,3911780,6212,4295780
1199,6188,3912780,6212,4296780
1199,6188,3913590,6212,4297590
1199,6188,3914400,6212,4298400
1199,6188,3914990,6212,4298990
1199,6188,3915990,6212,4299990
1199,6188,3916640,6212,4300640
1199,6188,3916640,6212,4300640
1199,6188,3917640,6212,4301640
1199,6188,3918640,6212,4302640
1199,6188,3918640,6212,4310640
1199,6188,3919450,6212,4311450
1199,6188,3920450,6212,4312450
1199,6188,3920920,6212,4312920
1199,6188,3920920,6212,4312920
1199,6188,3920920,6212,4312920
1199,6188,3921920,6212,4313920
1199,6188,3925920,6212,4317920
1199,6188,3926510,6212,4318510
1199,6188,3927320,6212,4319320
1199,6188,3927640,6212,4319640
1199,6188,3928640,6212,4320640
1199,6188,3928640,6212,4320640
1199,6188,3929640,6212,4321640
1199,6188,3930110,6212,4322110
1199,6188,3930920,6212,4322920
1199,6188,3930920,6212,4322920
1199,6188,3931730,6212,4323730
1199,6188,3932730,6212,4324730
1199,6188,3933730,6212,4325730
1199,6188,3934730,6212,4326730
1199,6188,3935730,6212,4327730
1199,6188,3936200,6212,4328200
1199,6188,3936200,6212,4328200
1199,6188,3937200,6212,4329200
1199,6188,3938200,6212,4330200
1199,6188,3938200,6212,4330200
1199,6188,3938670,6212,4330670
1199,6188,3939670,6212,4331670
1199,6188,3940670,6212,4332670
1199,6188,3940670,6212,4340670
1199,6188,3941320,6212,4341320
1199,6188,3941320,6212,4341320
1199,6188,3942320,6212,4342320
1199,6188,3943320,6212,4343320
1199,6188,3945320,6212,4345320
1199,6188,3946320,6212,4346320
1199,6188,3946320,6212,4346320
1199,6188,3946790,6212,4346790
1199,6188,3947790,6212,4347790
1199,6188,3948790,6212,4348790
1199,6188,3949790,6212,4349790
1199,6188,3950790,6212,4350790
1199,6188,3950790,6212,4350790
1199,6188,3950790,6212,4350790
1199,6188,3951600,6212,4351600
1199,6188,3952150,6212,4352150
1199,6188,3953150,6212,4353150
1199,6188,3954150,6212,4354150
1199,6188,3954260,6212,4354260
1199,6188,3955070,6212,4355070
1199,6188,3955720,6212,4355720
1199,6188,3956720,6212,4356720
1199,6188,3957530,6212,4357530
1199,6188,3958530,6212,4358530
1199,6188,3959530,6212,4359530
1199,6188,3960530,6212,4360530
1199,6188,3960530,6212,4360530
1199,6188,3960990,6212,4360990
1199,6188,3961990,6212,4361990
1199,6188,3962460,6212,4362460
1199,6188,3962930,6212,4362930
1199,6188,3963930,6212,4363930
1199,6188,3963930,6212,4363930
1199,6188,3964740,6212,4364740
1199,6188,3965740,6212,4365740
1199,6188,3966740,6212,4366740
1199,6188,3967550,6212,4367550
1199,6188,3968550,6212,4368550
1199,6188,3968550,6212,4368550
1199,6188,3969200,6212,4369200
1199,6188,3969850,6212,4369850
1199,6188,3970850,6212,4370850
1199,6188,3971660,6212,4371660
1199,6188,3972660,6212,4372660
1199,6188,3973660,6212,4373660
1199,6188,3974660,6212,4374660
1199,6188,3975660,6212,4375660
1199,6188,3976130,6212,4376130
1199,6188,3977130,6212,4377130
1199,6188,3978130,6212,4378130
1199,6188,3978290,6212,4378290
1199,6188,3979290,6212,4379290
1199,6188,3980290,6212,4380290
1199,6188,3980290,6212,4380290
1199,6188,3980290,6212,4388290
1199,6188,3981290,6212,4389290
1199,6188,3982100,6212,4390100
1200,6190,3984100,6212,4392100
1200,6190,3984570,6212,4392570
1200,6190,3985220,6212,4393220
1200,6190,3985770,6212,4393770
1200,6190,3986770,6212,4394770
1200,6190,3987770,6212,4395770
1200,6190,3988240,6212,4396240
1200,6190,3988240,6212,4396240
1200,6190,3988710,6212,4396710
1200,6190,3989520,6212,4397520
1200,6190,3990330,6212,4398330
1200,6190,3990810,6212,4398810
1200,6190,3990810,6212,4406810
1200,6190,3991810,6212,4407810
1200,6190,3992130,6212,4408130
1200,6190,3996130,6212,4412130
1200,6190,3996600,6212,4412600
1200,6190,3996600,6212,4412600
1200,6190,3997410,6212,4413410
1200,6190,3998410,6212,4414410
1200,6190,3999220,6212,4415220
1200,6190,4003220,6212,4419220
1200,6190,4003220,6212,4419220
1200,6190,4005220,6212,4421220
1200,6190,4006220,6212,4422220
1200,6190,4007220,6212,4423220
1200,6190,4008220,6212,4424220
1200,6190,4009220,6212,4425220
1200,6190,4011220,6212,4427220
1200,6190,4011220,6212,4427220
1200,6190,4011690,6212,4427690
1200,6190,4015690,6212,4431690
1200,6190,4016690,6212,4432690
1200,6190,4017690,6212,4433690
1200,6190,4018690,6212,4434690
1200,6190,4019690,6212,4435690
1200,6190,4019690,6212,4435690
1200,6190,4020500,6212,4436500
1200,6190,4021310,6212,4437310
1200,6190,4022310,6212,4438310
1200,6190,4022310,6212,4438310
1201,6191,4023310,6212,4439310
1201,6191,4024310,6212,4440310
1202,6193,4025120,6212,4441120
1202,6193,4025120,6212,4441120
1202,6193,4026120,6212,4442120
1202,6193,4027120,6212,4443120
1202,6193,4027440,6212,4443440
1202,6193,4031440,6212,4447440
1202,6193,4031440,6212,4455440
1202,6193,4032440,6212,4456440
1202,6193,4032760,6212,4456760
1202,6193,4032760,6212,4456760
1202,6193,4032760,6212,4456760
1202,6193,4033760,6212,4457760
1202,6193,4034570,6212,4458570
1202,6193,4035570,6212,4459570
1202,6193,4035570,6212,4459570
1202,6193,4036380,6212,4460380
1202,6193,4036970,6212,4460970
1202,6193,4037970,6212,4461970
1202,6193,4038970,6212,4462970
1202,6193,4038970,6212,4462970
1202,6193,4039970,6212,4463970
1202,6193,4040970,6212,4464970
1202,6193,4041970,6212,4465970
1202,6193,4041970,6212,4465970
1202,6193,4042440,6212,4466440
1202,6193,4042440,6212,4466440
1202,6193,4042910,6212,4466910
1202,6193,4043910,6212,4467910
1202,6193,4044910,6212,4468910
1202,6193,4045560,6212,4469560
1202,6193,4045560,6212,4469560
1202,6193,4046560,6212,4470560
1202,6193,4047030,6212,4471030
1202,6193,4047840,6212,4471840
1202,6193,4048840,6212,4472840
1202,6193,4049840,6212,4473840
1202,6193,4050840,6212,4474840
1202,6193,4051840,6212,4475840
1202,6193,4052310,6212,4476310
1202,6193,4052630,6212,4476630
1202,6193,4054630,6212,4478630
1202,6193,4054630,6212,4478630
1202,6193,4058630,6212,4482630
1202,6193,4059630,6212,4483630
1202,6193,4060630,6212,4484630
1202,6193,4061440,6212,4485440
1202,6193,4062250,6212,4486250
1202,6193,4063250,6212,4487250
1202,6193,4063570,6212,4487570
1202,6193,4064380,6212,4488380
1203,6195,4065380,6212,4489380
1203,6195,4065850,6212,4489850
1203,6195,4066850,6212,4490850
1203,6195,4067850,6212,4491850
1203,6195,4068660,6212,4492660
1203,6195,4069470,6212,4493470
1203,6195,4069470,6212,4493470
1203,6195,4070470,6212,4494470
1203,6195,4071470,6212,4495470
1203,6195,4071470,6212,4495470
1203,6195,4072470,6212,4496470
1203,6195,4073470,6212,4497470
1203,6195,4073700,6212,4497700
1203,6195,4074020,6212,4498020
1203,6195,4075020,6212,4499020
1203,6195,4076020,6212,4500020
1203,6195,4076830,6212,4500830
1203,6195,4077640,6212,4501640
1203,6195,4077870,6212,4501870
1203,6195,4077870,6212,4501870
1203,6195,4077870,6212,4501870
1203,6195,4078870,6212,4502870
1203,6195,4079330,6212,4503330
1203,6195,4080330,6212,4504330
1203,6195,4081330,6212,4505330
1203,6195,4082330,6212,4506330
1203,6195,4083140,6212,4507140
1203,6195,4084140,6212,4508140
1203,6195,4085140,6212,4509140
1203,6195,4086140,6212,4510140
1203,6195,4087140,6212,4511140
1203,6195,4088140,6212,4512140
1203,6195,4088140,6212,4512140
1203,6195,4089140,6212,4513140
1203,6195,4090140,6212,4514140
1203,6195,4090140,6212,4514140
1203,6195,4090140,6212,4522140
1203,6195,4090950,6212,4522950
1203,6195,4091950,6212,4523950
1203,6195,4092270,6212,4524270
1203,6195,4093270,6212,4525270
1203,6195,4093270,6212,4533270
1203,6195,4094270,6212,4534270
1203,6195,4094590,6212,4534590
1203,6195,4095590,6212,4535590
1203,6195,4095590,6212,4535590
1203,6195,4096590,6212,4536590
1203,6195,4097590,6212,4537590
1203,6195,4098590,6212,4538590
1203,6195,4098820,6212,4538820
1203,6195,4098820,6212,4546820
1203,6195,4099820,6212,4547820
1203,6195,4099820,6212,4547820
1203,6195,4100820,6212,4548820
1203,6195,4104820,6212,4552820
1203,6195,4105820,6212,4553820
1203,6195,4106820,6212,4554820
1203,6195,4107470,6212,4555470
1203,6195,4108280,6212,4556280
1203,6195,4108280,6212,4556280
1203,6195,4109280,6212,4557280
1203,6195,4110280,6212,4558280
1203,6195,4111280,6212,4559280
1203,6195,4111750,6212,4559750
1203,6195,4112220,6212,4560220
1203,6195,4113030,6212,4561030
1203,6195,4113680,6212,4561680
1203,6195,4114680,6212,4562680
1203,6195,4115680,6212,4563680
1203,6195,4116680,6212,4564680
1203,6195,4117490,6212,4565490
1203,6195,4118490,6212,4566490
1203,6195,4119490,6212,4567490
1203,6195,4120490,6212,4568490
1203,6195,4121490,6212,4569490
1203,6195,4121490,6212,4569490
1203,6195,4122490,6212,4570490
1203,6195,4122490,6212,4578490
1203,6195,4123490,6212,4579490
1203,6195,4124490,6212,4580490
1203,6195,4124950,6212,4580950
1203,6195,4125950,6212,4581950
1203,6195,4126760,6212,4582760
1203,6195,4126760,6212,4590760
1203,6195,4126920,6212,4590920
1203,6195,4127920,6212,4591920
1203,6195,4128240,6212,4592240
1203,6195,4129240,6212,4593240
1203,6195,4130240,6212,4594240
1203,6195,4130240,6212,4594240
1203,6195,4131240,6212,4595240
1203,6195,4131710,6212,4595710
1203,6195,4132710,6212,4596710
1203,6195,4133300,6212,4597300
1203,6195,4133300,6212,4605300
1203,6195,4133770,6212,4605770
1204,6197,4134770,6212,4606770
1204,6197,4135240,6212,4607240
1204,6197,4136050,6212,4608050
1204,6197,4136270,6212,4608270
1204,6197,4137270,6212,4609270
1204,6197,4138270,6212,4610270
1204,6197,4139270,6212,4611270
1204,6197,4140270,6212,4612270
1204,6197,4140740,6212,4612740
1204,6197,4141740,6212,4613740
1204,6197,4143740,6212,4615740
1204,6197,4144740,6212,4616740
1204,6197,4145550,6212,4617550
1204,6197,4145550,6212,4617550
1204,6197,4145870,6212,4617870
1204,6197,4146870,6212,4618870
1204,6197,4147680,6212,4619680
1204,6197,4148490,6212,4620490
1204,6197,4148960,6212,4620960
1204,6197,4148960,6212,4620960
1204,6197,4149960,6212,4621960
1204,6197,4150960,6212,4622960
1204,6197,4151960,6212,4623960
1204,6197,4152960,6212,4624960
1204,6197,4153960,6212,4625960
1204,6197,4154960,6212,4626960
1204,6197,4155430,6212,4627430
1204,6197,4155430,6212,4635430
1204,6197,4156430,6212,4636430
1204,6197,4157430,6212,4637430
1204,6197,4157430,6212,4637430
1204,6197,4158430,6212,4638430
1204,6197,4159430,6212,4639430
1204,6197,4160430,6212,4640430
1204,6197,4160660,6212,4640660
1204,6197,4161310,6212,4641310
1204,6197,4162120,6212,4642120
1204,6197,4162930,6212,4642930
1204,6197,4163410,6212,4643410
1204,6197,4164410,6212,4644410
1204,6197,4165410,6212,4645410
1204,6197,4166410,6212,4646410
1204,6197,4166410,6212,4646410
1204,6197,4167410,6212,4647410
1204,6197,4168410,6212,4648410
1204,6197,4169410,6212,4649410
1204,6197,4170000,6212,4650000
1204,6197,4170000,6212,4650000
1204,6197,4171000,6212,4651000
1204,6197,4172000,6212,4652000
1204,6197,4172000,6212,4652000
1204,6197,4172810,6212,4652810
1204,6197,4172810,6212,4652810
1204,6197,4173460,6212,4653460
1204,6197,4174460,6212,4654460
1204,6197,4174460,6212,4662460
1204,6197,4175460,6212,4663460
1204,6197,4176460,6212,4664460
1204,6197,4176460,6212,4672460
1204,6197,4177270,6212,4673270
1204,6197,4177740,6212,4673740
1204,6197,4177740,6212,4673740
1204,6197,4178740,6212,4674740
1204,6197,4179390,6212,4675390
1204,6197,4179860,6212,4675860
1204,6197,4180860,6212,4676860
1204,6197,4181180,6212,4677180
1204,6197,4181180,6212,4677180
1204,6197,4181830,6212,4677830
1204,6197,4182640,6212,4678640
1204,6197,4183450,6212,4679450
1204,6197,4184450,6212,4680450
1204,6197,4184450,6212,4680450
1204,6197,4184450,6212,4680450
1204,6197,4185260,6212,4681260
1204,6197,4185260,6212,4681260
1204,6197,4185260,6212,4689260
1204,6197,4185260,6212,4689260
1204,6197,4186260,6212,4690260
1204,6197,4186630,6212,4690630
1204,6197,4187630,6212,4691630
1204,6197,4188440,6212,4692440
1204,6197,4189440,6212,4693440
1204,6197,4190440,6212,4694440
1204,6197,4191250,6212,4695250
1204,6197,4192250,6212,4696250
1204,6197,4192250,6212,4696250
1204,6197,4193250,6212,4697250
1204,6197,4193250,6212,4697250
1204,6197,4194250,6212,4698250
1204,6197,4195250,6212,4699250
1204,6197,4196250,6212,4700250
1204,6197,4196480,6212,4700480
1204,6197,4197480,6212,4701480
1204,6197,4198480,6212,4702480
1204,6197,4198590,6212,4702590
1204,6197,4199050,6212,4703050
1204,6197,4199050,6212,4703050
1204,6197,4199050,6212,4703050
1204,6197,4200050,6212,4704050
1204,6197,4200050,6212,4704050
1204,6197,4200520,6212,4704520
1204,6197,4201520,6212,4705520
1204,6197,4201520,6212,4713520
1204,6197,4202520,6212,4714520
1204,6197,4203520,6212,4715520
1204,6197,4204520,6212,4716520
1204,6197,4205520,6212,4717520
1204,6197,4205520,6212,4717520
1204,6197,4206520,6212,4718520
1204,6197,4207110,6212,4719110
1204,6197,4208110,6212,4720110
1204,6197,4208340,6212,4720340
1204,6197,4208340,6212,4720340
1204,6197,4208340,6212,4720340
1204,6197,4209340,6212,4721340
1204,6197,4210340,6212,4722340
1204,6197,4210800,6212,4722800
1204,6197,4211800,6212,4723800
1204,6197,4212800,6212,4724800
1204,6197,4213800,6212,4725800
1204,6197,4214800,6212,4726800
1204,6197,4215800,6212,4727800
1204,6197,4215800,6212,4727800
1204,6197,4216270,6212,4728270
1204,6197,4216270,6212,4728270
1204,6197,4216270,6212,4728270
1204,6197,4217270,6212,4729270
1204,6197,4217920,6212,4729920
1204,6197,4219920,6212,4731920
1204,6197,4219920,6212,4739920
1204,6197,4219920,6212,4739920
1204,6197,4220920,6212,4740920
1204,6197,4221920,6212,4741920
1204,6197,4222920,6212,4742920
1205,6199,4223920,6212,4743920
1205,6199,4224920,6212,4744920
1205,6199,4224920,6212,4744920
1205,6199,4225390,6212,4745390
1205,6199,4225860,6212,4745860
1205,6199,4226180,6212,4746180
1205,6199,4226990,6212,4746990
1205,6199,4226990,6212,4746990
1205,6199,4227150,6212,4747150
1205,6199,4227150,6212,4747150
1205,6199,4227620,6212,4747620
1205,6199,4227940,6212,4747940
1205,6199,4228940,6212,4748940
1205,6199,4229940,6212,4749940
1206,6201,4230940,6212,4750940
1206,6201,4231940,6212,4751940
1206,6201,4232940,6212,4752940
1206,6201,4233940,6212,4753940
1206,6201,4234750,6212,4754750
1206,6201,4235750,6212,4755750
1206,6201,4236750,6212,4756750
1206,6201,4237750,6212,4757750
1206,6201,4237750,6212,4757750
1206,6201,4238750,6212,4758750
1206,6201,4239220,6212,4759220
1206,6201,4240220,6212,4760220
1206,6201,4241030,6212,4761030
1206,6201,4242030,6212,4762030
1206,6201,4242840,6212,4762840
1206,6201,4243650,6212,4763650
1206,6201,4244120,6212,4764120
1206,6201,4245120,6212,4765120
1206,6201,4245120,6212,4773120
1206,6201,4245120,6212,4781120
1206,6201,4246120,6212,4782120
1206,6201,4247120,6212,4783120
1206,6201,4247770,6212,4783770
1207,6203,4247770,6212,4783770
1207,6203,4248580,6212,4784580
1207,6203,4249580,6212,4785580
1208,6205,4250390,6212,4786390
1208,6205,4251390,6212,4787390
1208,6205,4252390,6212,4788390
1208,6205,4252860,6212,4788860
1208,6205,4253670,6212,4789670
1208,6205,4254320,6212,4790320
1208,6205,4255320,6212,4791320
1208,6205,4255480,6212,4791480
1208,6205,4255480,6212,4791480
1208,6205,4255700,6212,4791700
1208,6205,4256700,6212,4792700
1208,6205,4257700,6212,4793700
1208,6205,4258350,6212,4794350
1208,6205,4259350,6212,4795350
1208,6205,4260350,6212,4796350
1208,6205,4260820,6212,4796820
1208,6205,4260820,6212,4796820
1208,6205,4260820,6212,4796820
1208,6205,4261820,6212,4797820
1208,6205,4262820,6212,4798820
1208,6205,4263820,6212,4799820
1208,6205,4264820,6212,4800820
1208,6205,4268820,6212,4804820
1208,6205,4269820,6212,4805820
1208,6205,4270820,6212,4806820
1208,6205,4271820,6212,4807820
1208,6205,4272820,6212,4808820
1208,6205,4273820,6212,4809820
1208,6205,4274300,6212,4810300
1208,6205,4275300,6212,4811300
1208,6205,4275770,6212,4811770
1208,6205,4276770,6212,4812770
1208,6205,4277770,6212,4813770
1208,6205,4278320,6212,4814320
1208,6205,4279320,6212,4815320
1208,6205,4280130,6212,4816130
1208,6205,4281130,6212,4817130
1208,6205,4281600,6212,4817600
1208,6205,4282600,6212,4818600
1208,6205,4283600,6212,4819600
1208,6205,4284600,6212,4820600
1208,6205,4285600,6212,4821600
1208,6205,4286070,6212,4822070
1208,6205,4287070,6212,4823070
1208,6205,4288070,6212,4824070
1208,6205,4288880,6212,4824880
1208,6205,4289350,6212,4825350
1208,6205,4290350,6212,4826350
1208,6205,4291350,6212,4827350
1208,6205,4292160,6212,4828160
1208,6205,4292630,6212,4828630
1208,6205,4293630,6212,4829630
1208,6205,4293850,6212,4829850
1208,6205,4294850,6212,4830850
1208,6205,4294850,6212,4830850
1208,6205,4295660,6212,4831660
1208,6205,4296470,6212,4832470
1208,6205,4297280,6212,4833280
1208,6205,4297930,6212,4833930
1208,6205,4298930,6212,4834930
1208,6205,4299930,6212,4835930
1208,6205,4300250,6212,4836250
1208,6205,4304250,6212,4840250
1208,6205,4305250,6212,4841250
1208,6205,4306250,6212,4842250
1208,6205,4307250,6212,4843250
1208,6205,4307480,6212,4843480
1208,6205,4307960,6212,4843960
1208,6205,4308960,6212,4844960
1208,6205,4309430,6212,4845430
1208,6205,4310240,6212,4846240
1208,6205,4311240,6212,4847240
1208,6205,4312240,6212,4848240
1208,6205,4312710,6212,4848710
1208,6205,4312710,6212,4848710
1208,6205,4313180,6212,4849180
1208,6205,4314180,6212,4850180
1208,6205,4314180,6212,4850180
1208,6205,4315180,6212,4851180
1208,6205,4315180,6212,4859180
1208,6205,4315730,6212,4859730
1208,6205,4316730,6212,4860730
1208,6205,4316950,6212,4860950
1208,6205,4317760,6212,4861760
1208,6205,4318570,6212,4862570
1208,6205,4319030,6212,4863030
1208,6205,4320030,6212,4864030
1208,6205,4320030,6212,4864030
1208,6205,4320500,6212,4864500
1208,6205,4321500,6212,4865500
1208,6205,4321500,6212,4873500
1208,6205,4322500,6212,4874500
1208,6205,4322960,6212,4874960
1208,6205,4323960,6212,4875960
1208,6205,4327960,6212,4879960
1208,6205,4328960,6212,4880960
1208,6205,4329960,6212,4881960
1208,6205,4330120,6212,4882120
1208,6205,4331120,6212,4883120
1208,6205,4332120,6212,4884120
1208,6205,4332340,6212,4884340
1208,6205,4332340,6212,4884340
1208,6205,4333150,6212,4885150
1208,6205,4333620,6212,4885620
1208,6205,4334620,6212,4886620
1208,6205,4335090,6212,4887090
1208,6205,4336090,6212,4888090
1208,6205,4336090,6212,4888090
1208,6205,4336900,6212,4888900
1208,6205,4337550,6212,4889550
1208,6205,4338550,6212,4890550
1208,6205,4339360,6212,4891360
1208,6205,4340360,6212,4892360
1208,6205,4341010,6212,4893010
1208,6205,4341660,6212,4893660
1208,6205,4342660,6212,4894660
1208,6205,4343660,6212,4895660
1208,6205,4347660,6212,4899660
1208,6205,4348660,6212,4900660
1208,6205,4349250,6212,4901250
1208,6205,4350060,6212,4902060
1208,6205,4351060,6212,4903060
1208,6205,4351060,6212,4903060
1208,6205,4352060,6212,4904060
1208,6205,4353060,6212,4905060
1208,6205,4354060,6212,4906060
1208,6205,4355060,6212,4907060
1208,6205,4355530,6212,4907530
1208,6205,4356340,6212,4908340
1208,6205,4357340,6212,4909340
1208,6205,4357930,6212,4909930
1209,6207,4358930,6212,4910930
1209,6207,4359930,6212,4911930
1209,6207,4360410,6212,4912410
1209,6207,4360880,6212,4912880
1209,6207,4361880,6212,4913880
1209,6207,4362040,6212,4914040
1209,6207,4363040,6212,4915040
1209,6207,4363040,6212,4915040
1209,6207,4363510,6212,4915510
1209,6207,4363830,6212,4915830
1209,6207,4364640,6212,4916640
1209,6207,4365230,6212,4917230
1209,6207,4365550,6212,4917550
1209,6207,4366550,6212,4918550
1209,6207,4367360,6212,4919360
1209,6207,4367360,6212,4919360
1209,6207,4368360,6212,4920360
1209,6207,4368360,6212,4920360
1209,6207,4369360,6212,4921360
1209,6207,4370360,6212,4922360
1209,6207,4370830,6212,4922830
1209,6207,4374830,6212,4926830
1209,6207,4375830,6212,4927830
1209,6207,4376300,6212,4928300
1209,6207,4377300,6212,4929300
1209,6207,4378300,6212,4930300
1209,6207,4379300,6212,4931300
1210,6208,4380300,6212,4932300
1210,6208,4381300,6212,4933300
1210,6208,4381300,6212,4933300
1210,6208,4381300,6212,4941300
1210,6208,4382300,6212,4942300
1210,6208,4383300,6212,4943300
1210,6208,4384300,6212,4944300
1210,6208,4384770,6212,4944770
1210,6208,4385770,6212,4945770
1210,6208,4386770,6212,4946770
1210,6208,4387770,6212,4947770
1210,6208,4387770,6212,4947770
1210,6208,4388770,6212,4948770
1210,6208,4389420,6212,4949420
1210,6208,4390070,6212,4950070
1210,6208,4390230,6212,4950230
1210,6208,4390230,6212,4958230
1210,6208,4391230,6212,4959230
1210,6208,4391460,6212,4959460
1210,6208,4392270,6212,4960270
1210,6208,4393270,6212,4961270
1210,6208,4393270,6212,4961270
1210,6208,4393590,6212,4961590
1210,6208,4394400,6212,4962400
1210,6208,4395400,6212,4963400
1210,6208,4396400,6212,4964400
1210,6208,4396400,6212,4964400
1210,6208,4397050,6212,4965050
1210,6208,4398050,6212,4966050
1210,6208,4399050,6212,4967050
1210,6208,4399280,6212,4967280
1210,6208,4399750,6212,4967750
1210,6208,4400750,6212,4968750
1210,6208,4401070,6212,4969070
1210,6208,4401660,6212,4969660
1210,6208,4402660,6212,4970660
1210,6208,4402890,6212,4970890
1210,6208,4402890,6212,4970890
1210,6208,4403700,6212,4971700
1210,6208,4404510,6212,4972510
1210,6208,4405510,6212,4973510
1210,6208,4405510,6212,4973510
1210,6208,4406510,6212,4974510
1210,6208,4407510,6212,4975510
1210,6208,4408510,6212,4976510
1210,6208,4409320,6212,4977320
1210,6208,4410320,6212,4978320
1210,6208,4411130,6212,4979130
1210,6208,4411590,6212,4979590
1210,6208,4412590,6212,4980590
1210,6208,4413590,6212,4981590
1210,6208,4413590,6212,4981590
1210,6208,4413590,6212,4981590
1210,6208,4414590,6212,4982590
1210,6208,4415590,6212,4983590
1210,6208,4415910,6212,4983910
1210,6208,4416910,6212,4984910
1210,6208,4416910,6212,4984910
1210,6208,4416910,6212,4992910
1210,6208,4416910,6212,4992910
1210,6208,4417380,6212,4993380
1210,6208,4417380,6212,4993380
1210,6208,4417490,6212,4993490
1210,6208,4418490,6212,4994490
1210,6208,4419490,6212,4995490
1210,6208,4419720,6212,4995720
1210,6208,4420720,6212,4996720
1210,6208,4421530,6212,4997530
1210,6208,4422530,6212,4998530
1210,6208,4423530,6212,4999530
1210,6208,4424080,6212,5000080
1210,6208,4425080,6212,5001080
1210,6208,4426080,6212,5002080
1210,6208,4426080,6212,5010080
1210,6208,4427080,6212,5011080
1210,6208,4427890,6212,5011890
1210,6208,4428360,6212,5012360
1210,6208,4428360,6212,5020360
1210,6208,4428360,6212,5028360
1210,6208,4428360,6212,5028360
1210,6208,4428590,6212,5028590
1210,6208,4429140,6212,5029140
1210,6208,4429950,6212,5029950
1210,6208,4430760,6212,5030760
1210,6208,4431760,6212,5031760
1210,6208,4431760,6212,5031760
1210,6208,4432080,6212,5032080
1210,6208,4433080,6212,5033080
1210,6208,4434080,6212,5034080
1210,6208,4435080,6212,5035080
1210,6208,4437080,6212,5037080
1210,6208,4438080,6212,5038080
1210,6208,4439080,6212,5039080
1210,6208,4439890,6212,5039890
1210,6208,4440350,6212,5040350
1210,6208,4441350,6212,5041350
1210,6208,4442160,6212,5042160
1210,6208,4442160,6212,5042160
1210,6208,4443160,6212,5043160
1210,6208,4444160,6212,5044160
1210,6208,4444530,6212,5044530
1210,6208,4445530,6212,5045530
1210,6208,4445850,6212,5045850
1210,6208,4446660,6212,5046660
1210,6208,4447660,6212,5047660
1210,6208,4447980,6212,5047980
1210,6208,4448450,6212,5048450
1210,6208,4449450,6212,5049450
1210,6208,4450450,6212,5050450
1210,6208,4450450,6212,5050450
1210,6208,4451450,6212,5051450
1210,6208,4452260,6212,5052260
1210,6208,4452580,6212,5052580
1210,6208,4453580,6212,5053580
1210,6208,4454580,6212,5054580
1210,6208,4454810,6212,5054810
