ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4a54-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1040,5496,2118090,6212,2118090
1040,5496,2118410,6212,2118410
1040,5496,2118640,6212,2118640
1040,5496,2119640,6212,2119640
1040,5496,2120190,6212,2120190
1040,5496,2121190,6212,2121190
1041,5498,2122190,6212,2122190
1041,5498,2122190,6212,2122190
1041,5498,2123190,6212,2123190
1041,5498,2124190,6212,2124190
1041,5498,2125190,6212,2125190
1041,5498,2125190,6212,2125190
1041,5498,2126190,6212,2126190
1042,5506,2127190,6212,2127190
1042,5506,2128190,6212,2128190
1042,5506,2129000,6212,2129000
1042,5506,2130000,6212,2130000
1042,5506,2131000,6212,2131000
1042,5506,2132000,6212,2132000
1043,5514,2140000,6212,2140000
1043,5514,2141000,6212,2141000
1043,5514,2141590,6212,2141590
1043,5514,2141700,6212,2141700
1044,5516,2141700,6212,2141700
1044,5516,2142700,6212,2142700
1045,5524,2143700,6212,2143700
1046,5528,2144700,6212,2144700
1046,5528,2145020,6212,2145020
1047,5536,2145340,6212,2145340
1047,5536,2146340,6212,2146340
1047,5536,2150340,6212,2150340
1048,5544,2151340,6212,2151340
1048,5544,2151660,6212,2151660
1049,5552,2159660,6212,2159660
1050,5554,2160660,6212,2160660
1051,5556,2161660,6212,2161660
1051,5556,2162660,6212,2162660
1052,5564,2164660,6212,2164660
1053,5572,2172660,6212,2172660
1053,5572,2173660,6212,2173660
1053,5572,2177660,6212,2177660
1053,5572,2177660,6212,2177660
1054,5574,2178470,6212,2178470
1054,5574,2178940,6212,2178940
1054,5574,2186940,6212,2186940
1054,5574,2186940,6212,2186940
1054,5574,2187590,6212,2187590
1054,5574,2188400,6212,2188400
1054,5574,2190400,6212,2190400
1055,5576,2191400,6212,2191400
1056,5580,2191720,6212,2191720
1056,5580,2192720,6212,2192720
1057,5588,2193530,6212,2193530
1057,5588,2193530,6212,2193530
1057,5588,2194340,6212,2194340
1057,5588,2195340,6212,2195340
1057,5588,2196340,6212,2196340
1057,5588,2197340,6212,2197340
1057,5588,2198340,6212,2198340
1057,5588,2199340,6212,2199340
1058,5596,2200150,6212,2200150
1058,5596,2201150,6212,2201150
1059,5604,2203150,6212,2203150
1059,5604,2204150,6212,2204150
1060,5606,2204620,6212,2204620
1061,5614,2212620,6212,2212620
1061,5614,2212850,6212,2212850
1061,5614,2213660,6212,2213660
1061,5614,2213660,6212,2213660
1061,5614,2214130,6212,2214130
1061,5614,2215130,6212,2215130
1061,5614,2215290,6212,2215290
1061,5614,2216290,6212,2216290
1062,5622,2217100,6212,2217100
1063,5630,2225100,6212,2225100
1063,5630,2225100,6212,2225100
1063,5630,2226100,6212,2226100
1063,5630,2227100,6212,2227100
1063,5630,2227910,6212,2227910
1063,5630,2228560,6212,2228560
1063,5630,2229370,6212,2229370
1063,5630,2231370,6212,2231370
1063,5630,2232370,6212,2232370
1063,5630,2232690,6212,2232690
1063,5630,2233340,6212,2233340
1063,5630,2234340,6212,2234340
1063,5630,2238340,6212,2238340
1063,5630,2239340,6212,2239340
1063,5630,2240340,6212,2240340
1063,5630,2241340,6212,2241340
1064,5632,2242340,6212,2242340
1064,5632,2243340,6212,2243340
1064,5632,2244340,6212,2244340
1064,5632,2245340,6212,2245340
1065,5640,2253340,6212,2253340
1066,5648,2261340,6212,2261340
1066,5648,2262340,6212,2262340
1066,5648,2263150,6212,2263150
1066,5648,2264150,6212,2264150
1066,5648,2265150,6212,2265150
1066,5648,2266150,6212,2266150
1066,5648,2267150,6212,2267150
1066,5648,2267150,6212,2267150
1066,5648,2267620,6212,2267620
1066,5648,2268620,6212,2268620
1067,5656,2276620,6212,2276620
1067,5656,2277620,6212,2277620
1067,5656,2277620,6212,2277620
1068,5664,2285620,6212,2285620
1068,5664,2286430,6212,2286430
1068,5664,2287430,6212,2287430
1068,5664,2288430,6212,2288430
1069,5672,2296430,6212,2296430
1070,5680,2304430,6212,2304430
1070,5680,2304430,6212,2304430
1070,5680,2305430,6212,2305430
1070,5680,2306430,6212,2306430
1070,5680,2306590,6212,2306590
1070,5680,2307590,6212,2307590
1070,5680,2309590,6212,2309590
1070,5680,2309810,6212,2309810
1071,5688,2310810,6212,2310810
1071,5688,2311460,6212,2311460
1071,5688,2312460,6212,2312460
1071,5688,2313460,6212,2313460
1071,5688,2313930,6212,2313930
1071,5688,2314390,6212,2314390
1071,5688,2315390,6212,2315390
1071,5688,2315710,6212,2315710
1072,5690,2316520,6212,2316520
1073,5698,2324520,6212,2324520
1074,5700,2325520,6212,2325520
1074,5700,2325520,6212,2325520
1075,5702,2326520,6212,2326520
1075,5702,2327520,6212,2327520
1075,5702,2327990,6212,2327990
1076,5710,2335990,6212,2335990
1076,5710,2336800,6212,2336800
1077,5718,2337800,6212,2337800
1078,5726,2338800,6212,2338800
1078,5726,2339800,6212,2339800
1078,5726,2340610,6212,2340610
1078,5726,2340960,6212,2340960
1078,5726,2341960,6212,2341960
1078,5726,2341960,6212,2341960
1079,5728,2342960,6212,2342960
1079,5728,2343430,6212,2343430
1079,5728,2344240,6212,2344240
1079,5728,2344240,6212,2344240
1079,5728,2345240,6212,2345240
1080,5736,2346050,6212,2346050
1080,5736,2347050,6212,2347050
1080,5736,2348050,6212,2348050
1080,5736,2348860,6212,2348860
1080,5736,2349860,6212,2349860
1080,5736,2350090,6212,2350090
1081,5738,2351090,6212,2351090
1081,5738,2352090,6212,2352090
1081,5738,2353090,6212,2353090
1082,5746,2353090,6212,2353090
1082,5746,2353090,6212,2353090
1082,5746,2354090,6212,2354090
1082,5746,2354360,6212,2354360
1083,5748,2355360,6212,2355360
1083,5748,2355360,6212,2355360
1083,5748,2356170,6212,2356170
1084,5750,2357170,6212,2357170
1084,5750,2358170,6212,2358170
1084,5750,2358400,6212,2358400
1084,5750,2359400,6212,2359400
1084,5750,2360400,6212,2360400
1084,5750,2361400,6212,2361400
1084,5750,2362400,6212,2362400
1084,5750,2363400,6212,2363400
1085,5752,2364210,6212,2364210
1086,5754,2365210,6212,2365210
1086,5754,2366020,6212,2366020
1086,5754,2367020,6212,2367020
1086,5754,2367020,6212,2367020
1087,5756,2367490,6212,2367490
1088,5757,2368300,6212,2368300
1088,5757,2369110,6212,2369110
1088,5757,2369480,6212,2369480
1088,5757,2369480,6212,2369480
1089,5765,2370480,6212,2370480
1089,5765,2371480,6212,2371480
1089,5765,2372480,6212,2372480
1090,5773,2372480,6212,2372480
1090,5773,2373480,6212,2373480
1090,5773,2373950,6212,2373950
1090,5773,2373950,6212,2373950
1090,5773,2374760,6212,2374760
1090,5773,2378760,6212,2378760
1091,5775,2379760,6212,2379760
1092,5783,2387760,6212,2387760
1092,5783,2387990,6212,2387990
1092,5783,2388990,6212,2388990
1092,5783,2389990,6212,2389990
1092,5783,2390990,6212,2390990
1092,5783,2390990,6212,2390990
1092,5783,2391990,6212,2391990
1092,5783,2392990,6212,2392990
1092,5783,2393990,6212,2393990
1092,5783,2394800,6212,2394800
1092,5783,2395030,6212,2395030
1092,5783,2395030,6212,2395030
1092,5783,2395260,6212,2395260
1092,5783,2395730,6212,2395730
1092,5783,2396200,6212,2396200
1092,5783,2397200,6212,2397200
1092,5783,2398200,6212,2398200
1093,5785,2398670,6212,2398670
1093,5785,2398670,6212,2398670
1093,5785,2399670,6212,2399670
1093,5785,2401670,6212,2401670
1093,5785,2402670,6212,2402670
1094,5793,2410670,6212,2410670
1094,5793,2411480,6212,2411480
1094,5793,2412480,6212,2412480
1094,5793,2413480,6212,2413480
1094,5793,2414480,6212,2414480
1095,5795,2415290,6212,2415290
1095,5795,2416290,6212,2416290
1095,5795,2417100,6212,2417100
1095,5795,2417570,6212,2417570
1095,5795,2418040,6212,2418040
1095,5795,2419040,6212,2419040
1096,5799,2419500,6212,2419500
1096,5799,2419500,6212,2419500
1096,5799,2420150,6212,2420150
1097,5801,2420800,6212,2420800
1097,5801,2420800,6212,2420800
1097,5801,2422800,6212,2422800
1097,5801,2423260,6212,2423260
1097,5801,2424260,6212,2424260
1097,5801,2425260,6212,2425260
1097,5801,2425910,6212,2425910
1097,5801,2426720,6212,2426720
1098,5809,2426950,6212,2426950
1098,5809,2427950,6212,2427950
1098,5809,2427950,6212,2427950
1098,5809,2427950,6212,2427950
1098,5809,2428420,6212,2428420
1098,5809,2429070,6212,2429070
1098,5809,2430070,6212,2430070
1098,5809,2430540,6212,2430540
1098,5809,2430540,6212,2430540
1099,5811,2431010,6212,2431010
1099,5811,2431660,6212,2431660
1099,5811,2432660,6212,2432660
1100,5819,2433470,6212,2433470
1100,5819,2434470,6212,2434470
1100,5819,2442470,6212,2442470
1100,5819,2442790,6212,2442790
1101,5821,2443790,6212,2443790
1102,5829,2444790,6212,2444790
1102,5829,2445020,6212,2445020
1103,5837,2445240,6212,2445240
1103,5837,2445560,6212,2445560
1103,5837,2446370,6212,2446370
1103,5837,2450370,6212,2450370
1104,5839,2450370,6212,2450370
1105,5841,2451370,6212,2451370
1105,5841,2452370,6212,2452370
1105,5841,2453370,6212,2453370
1105,5841,2454370,6212,2454370
1105,5841,2455180,6212,2455180
1105,5841,2455500,6212,2455500
1105,5841,2456150,6212,2456150
1105,5841,2457150,6212,2457150
1106,5843,2457960,6212,2457960
1106,5843,2459960,6212,2459960
1106,5843,2460430,6212,2460430
1106,5843,2460800,6212,2460800
1106,5843,2461030,6212,2461030
1106,5843,2462030,6212,2462030
1107,5845,2463030,6212,2463030
1107,5845,2465030,6212,2465030
1107,5845,2466030,6212,2466030
1107,5845,2466840,6212,2466840
1107,5845,2467160,6212,2467160
1107,5845,2468160,6212,2468160
1107,5845,2469160,6212,2469160
1107,5845,2469160,6212,2469160
1107,5845,2469970,6212,2469970
1107,5845,2470970,6212,2470970
1107,5845,2471200,6212,2471200
1107,5845,2472200,6212,2472200
1107,5845,2473200,6212,2473200
1107,5845,2474200,6212,2474200
1107,5845,2474520,6212,2474520
1107,5845,2475520,6212,2475520
1107,5845,2476330,6212,2476330
1107,5845,2477330,6212,2477330
1107,5845,2477650,6212,2477650
1108,5853,2485650,6212,2485650
1108,5853,2486650,6212,2486650
1108,5853,2487650,6212,2487650
1108,5853,2488460,6212,2488460
1108,5853,2488690,6212,2488690
1108,5853,2489010,6212,2489010
1108,5853,2490010,6212,2490010
1108,5853,2490010,6212,2490010
1108,5853,2490820,6212,2490820
1108,5853,2491820,6212,2491820
1108,5853,2492820,6212,2492820
1109,5855,2493140,6212,2493140
1110,5857,2493140,6212,2493140
1110,5857,2494140,6212,2494140
1110,5857,2495140,6212,2495140
1110,5857,2496140,6212,2496140
1110,5857,2497140,6212,2497140
1110,5857,2497610,6212,2497610
1110,5857,2498080,6212,2498080
1111,5865,2506080,6212,2506080
1112,5873,2514080,6212,2514080
1112,5873,2515080,6212,2515080
1112,5873,2516080,6212,2516080
1112,5873,2517080,6212,2517080
1112,5873,2518080,6212,2518080
1112,5873,2519080,6212,2519080
1112,5873,2520080,6212,2520080
1113,5881,2520080,6212,2520080
1114,5883,2520730,6212,2520730
1114,5883,2521730,6212,2521730
1114,5883,2522730,6212,2522730
1114,5883,2523730,6212,2523730
1115,5885,2524730,6212,2524730
1115,5885,2525200,6212,2525200
1115,5885,2526200,6212,2526200
1115,5885,2527200,6212,2527200
1115,5885,2527200,6212,2527200
1116,5889,2528200,6212,2528200
1117,5897,2529200,6212,2529200
1117,5897,2529670,6212,2529670
1117,5897,2529830,6212,2529830
1117,5897,2530830,6212,2530830
1117,5897,2531640,6212,2531640
1117,5897,2532450,6212,2532450
1117,5897,2540450,6212,2540450
1117,5897,2541450,6212,2541450
1117,5897,2542450,6212,2542450
1118,5898,2543260,6212,2543260
1118,5898,2544070,6212,2544070
1119,5906,2552070,6212,2552070
1119,5906,2553070,6212,2553070
1119,5906,2554070,6212,2554070
1119,5906,2558070,6212,2558070
1119,5906,2559070,6212,2559070
1119,5906,2559070,6212,2559070
1119,5906,2559300,6212,2559300
1119,5906,2560300,6212,2560300
1119,5906,2562300,6212,2562300
1119,5906,2562770,6212,2562770
1119,5906,2563580,6212,2563580
1119,5906,2564050,6212,2564050
1119,5906,2565050,6212,2565050
1119,5906,2566050,6212,2566050
1119,5906,2566600,6212,2566600
1120,5907,2567410,6212,2567410
1120,5907,2568410,6212,2568410
1120,5907,2568410,6212,2568410
1120,5907,2568410,6212,2568410
1120,5907,2569410,6212,2569410
1120,5907,2570220,6212,2570220
1120,5907,2571030,6212,2571030
1120,5907,2572030,6212,2572030
1120,5907,2573030,6212,2573030
1120,5907,2573030,6212,2573030
1121,5909,2573500,6212,2573500
1121,5909,2573730,6212,2573730
1121,5909,2574540,6212,2574540
1121,5909,2575190,6212,2575190
1121,5909,2576000,6212,2576000
1121,5909,2576000,6212,2576000
1121,5909,2576810,6212,2576810
1121,5909,2577810,6212,2577810
1122,5917,2577810,6212,2577810
1122,5917,2578810,6212,2578810
1122,5917,2579280,6212,2579280
1122,5917,2579280,6212,2579280
1122,5917,2580090,6212,2580090
1122,5917,2580900,6212,2580900
1122,5917,2581710,6212,2581710
1122,5917,2582180,6212,2582180
1122,5917,2582340,6212,2582340
1122,5917,2583340,6212,2583340
1122,5917,2584340,6212,2584340
1122,5917,2592340,6212,2592340
1122,5917,2593150,6212,2593150
1122,5917,2593370,6212,2593370
1122,5917,2594370,6212,2594370
1122,5917,2594370,6212,2594370
1123,5925,2595370,6212,2595370
1123,5925,2596370,6212,2596370
1123,5925,2596840,6212,2596840
1124,5927,2597650,6212,2597650
1124,5927,2598650,6212,2598650
1124,5927,2599110,6212,2599110
1124,5927,2600110,6212,2600110
1124,5927,2600110,6212,2600110
1124,5927,2600920,6212,2600920
1124,5927,2601470,6212,2601470
1124,5927,2601790,6212,2601790
1125,5929,2602790,6212,2602790
1125,5929,2603600,6212,2603600
1125,5929,2603600,6212,2603600
1125,5929,2603820,6212,2603820
1125,5929,2604820,6212,2604820
1125,5929,2605630,6212,2605630
1125,5929,2606280,6212,2606280
1125,5929,2607280,6212,2607280
1125,5929,2608090,6212,2608090
1125,5929,2608900,6212,2608900
1125,5929,2609710,6212,2609710
1125,5929,2609710,6212,2609710
1125,5929,2610710,6212,2610710
1125,5929,2611710,6212,2611710
1126,5930,2612520,6212,2612520
1126,5930,2613520,6212,2613520
1126,5930,2613990,6212,2613990
1126,5930,2614800,6212,2614800
1127,5932,2614800,6212,2614800
1127,5932,2615800,6212,2615800
1127,5932,2615800,6212,2615800
1127,5932,2617800,6212,2617800
1127,5932,2618270,6212,2618270
1127,5932,2618270,6212,2618270
1127,5932,2620270,6212,2620270
1127,5932,2620740,6212,2620740
1127,5932,2620900,6212,2620900
1127,5932,2621220,6212,2621220
1127,5932,2622220,6212,2622220
1127,5932,2630220,6212,2630220
1127,5932,2630440,6212,2630440
1127,5932,2630670,6212,2630670
1127,5932,2630670,6212,2630670
1128,5940,2631670,6212,2631670
1128,5940,2631670,6212,2631670
1128,5940,2631990,6212,2631990
1128,5940,2631990,6212,2631990
1129,5942,2632800,6212,2632800
1129,5942,2632800,6212,2632800
1129,5942,2633800,6212,2633800
1129,5942,2634800,6212,2634800
1129,5942,2634800,6212,2634800
1129,5942,2642800,6212,2642800
1129,5942,2642800,6212,2642800
1129,5942,2643800,6212,2643800
1130,5944,2644800,6212,2644800
1130,5944,2645800,6212,2645800
1131,5952,2646800,6212,2646800
1132,5954,2647270,6212,2647270
1132,5954,2647270,6212,2647270
1133,5956,2648080,6212,2648080
1133,5956,2648240,6212,2648240
1133,5956,2649240,6212,2649240
1133,5956,2649710,6212,2649710
1133,5956,2650710,6212,2650710
1133,5956,2651710,6212,2651710
1133,5956,2655710,6212,2655710
1133,5956,2656710,6212,2656710
1133,5956,2657180,6212,2657180
1133,5956,2658180,6212,2658180
1134,5958,2658180,6212,2658180
1134,5958,2658400,6212,2658400
1134,5958,2658870,6212,2658870
1134,5958,2659870,6212,2659870
1134,5958,2660460,6212,2660460
1134,5958,2661460,6212,2661460
1134,5958,2662270,6212,2662270
1134,5958,2663270,6212,2663270
1134,5958,2663590,6212,2663590
1134,5958,2664590,6212,2664590
1134,5958,2665060,6212,2665060
1134,5958,2665870,6212,2665870
1134,5958,2666870,6212,2666870
1134,5958,2667330,6212,2667330
1134,5958,2668330,6212,2668330
1134,5958,2669140,6212,2669140
1134,5958,2669300,6212,2669300
1134,5958,2670300,6212,2670300
1134,5958,2671300,6212,2671300
1134,5958,2671300,6212,2671300
1134,5958,2672300,6212,2672300
1134,5958,2673300,6212,2673300
1134,5958,2674110,6212,2674110
1134,5958,2675110,6212,2675110
1134,5958,2676110,6212,2676110
1135,5960,2676430,6212,2676430
1136,5961,2677240,6212,2677240
1136,5961,2677240,6212,2677240
1136,5961,2678240,6212,2678240
1136,5961,2679240,6212,2679240
1136,5961,2680050,6212,2680050
1136,5961,2681050,6212,2681050
1137,5965,2681520,6212,2681520
1137,5965,2682520,6212,2682520
1137,5965,2683330,6212,2683330
1137,5965,2684330,6212,2684330
1137,5965,2685330,6212,2685330
1137,5965,2689330,6212,2689330
1137,5965,2689800,6212,2689800
1137,5965,2690800,6212,2690800
1137,5965,2691610,6212,2691610
1137,5965,2692610,6212,2692610
1138,5967,2693420,6212,2693420
1138,5967,2694420,6212,2694420
1138,5967,2694890,6212,2694890
1138,5967,2695700,6212,2695700
1138,5967,2696700,6212,2696700
1138,5967,2697700,6212,2697700
1138,5967,2697700,6212,2697700
1138,5967,2698700,6212,2698700
1139,5975,2699700,6212,2699700
1139,5975,2699700,6212,2699700
1139,5975,2700700,6212,2700700
1139,5975,2701170,6212,2701170
1139,5975,2701980,6212,2701980
1139,5975,2709980,6212,2709980
1139,5975,2709980,6212,2709980
1139,5975,2709980,6212,2717980
1139,5975,2710450,6212,2718450
1139,5975,2714450,6212,2722450
1139,5975,2715450,6212,2723450
1139,5975,2716450,6212,2724450
1139,5975,2717260,6212,2725260
1139,5975,2717480,6212,2725480
1139,5975,2719480,6212,2727480
1139,5975,2723480,6212,2731480
1139,5975,2724480,6212,2732480
1139,5975,2724480,6212,2732480
1139,5975,2725290,6212,2733290
1139,5975,2726290,6212,2734290
1139,5975,2728290,6212,2736290
1139,5975,2729290,6212,2737290
1139,5975,2729760,6212,2737760
1139,5975,2730760,6212,2738760
1139,5975,2730760,6212,2738760
1139,5975,2730760,6212,2738760
1139,5975,2730760,6212,2738760
1139,5975,2731410,6212,2739410
1139,5975,2732410,6212,2740410
1139,5975,2732780,6212,2740780
1139,5975,2733780,6212,2741780
1139,5975,2734780,6212,2742780
1139,5975,2735780,6212,2743780
1139,5975,2736780,6212,2744780
1139,5975,2737780,6212,2745780
1139,5975,2737780,6212,2745780
1139,5975,2738780,6212,2746780
1139,5975,2739780,6212,2747780
1139,5975,2747780,6212,2755780
1139,5975,2748780,6212,2756780
1139,5975,2749250,6212,2757250
1139,5975,2749900,6212,2757900
1139,5975,2750900,6212,2758900
1139,5975,2751710,6212,2759710
1139,5975,2751710,6212,2759710
1139,5975,2752710,6212,2760710
1139,5975,2753710,6212,2761710
1140,5977,2754710,6212,2762710
1140,5977,2755710,6212,2763710
1140,5977,2755710,6212,2763710
1140,5977,2756520,6212,2764520
1140,5977,2757520,6212,2765520
1140,5977,2757520,6212,2765520
1140,5977,2758520,6212,2766520
1140,5977,2759520,6212,2767520
1140,5977,2760330,6212,2768330
1140,5977,2761330,6212,2769330
1140,5977,2762330,6212,2770330
1140,5977,2763330,6212,2771330
1140,5977,2764330,6212,2772330
1140,5977,2765330,6212,2773330
1140,5977,2765650,6212,2773650
1140,5977,2766110,6212,2774110
1140,5977,2766920,6212,2774920
1141,5985,2774920,6212,2782920
1141,5985,2774920,6212,2782920
1142,5987,2775390,6212,2783390
1142,5987,2776390,6212,2784390
1142,5987,2777200,6212,2785200
1142,5987,2777430,6212,2785430
1142,5987,2778430,6212,2786430
1142,5987,2779430,6212,2787430
1142,5987,2780430,6212,2788430
1143,5991,2781430,6212,2789430
1143,5991,2781660,6212,2789660
1143,5991,2781660,6212,2789660
1143,5991,2782660,6212,2790660
1143,5991,2783310,6212,2791310
1143,5991,2784310,6212,2792310
1144,5999,2784310,6212,2792310
1144,5999,2785120,6212,2793120
1144,5999,2785590,6212,2793590
1144,5999,2786400,6212,2794400
1144,5999,2786950,6212,2794950
1144,5999,2787950,6212,2795950
1144,5999,2788420,6212,2796420
1144,5999,2789420,6212,2797420
1144,5999,2793420,6212,2801420
1144,5999,2794420,6212,2802420
1144,5999,2794420,6212,2802420
1144,5999,2794890,6212,2802890
1144,5999,2795890,6212,2803890
1145,6001,2796890,6212,2804890
1145,6001,2797210,6212,2805210
1145,6001,2798210,6212,2806210
1145,6001,2799020,6212,2807020
1146,6005,2800020,6212,2808020
1146,6005,2800020,6212,2808020
1146,6005,2800490,6212,2808490
1146,6005,2801300,6212,2809300
1146,6005,2802300,6212,2810300
1146,6005,2803300,6212,2811300
1146,6005,2804300,6212,2812300
1146,6005,2805110,6212,2813110
1146,6005,2806110,6212,2814110
1146,6005,2810110,6212,2818110
1146,6005,2811110,6212,2819110
1146,6005,2812110,6212,2820110
1146,6005,2813110,6212,2821110
1146,6005,2814110,6212,2822110
1146,6005,2814920,6212,2822920
1146,6005,2815920,6212,2823920
1146,6005,2815920,6212,2823920
1146,6005,2816570,6212,2824570
1146,6005,2817570,6212,2825570
1146,6005,2818380,6212,2826380
1146,6005,2819380,6212,2827380
1146,6005,2819750,6212,2827750
1146,6005,2820750,6212,2828750
1146,6005,2821400,6212,2829400
1146,6005,2821720,6212,2829720
1146,6005,2822720,6212,2830720
1146,6005,2823530,6212,2831530
1146,6005,2824340,6212,2832340
1146,6005,2825150,6212,2833150
1146,6005,2826150,6212,2834150
1146,6005,2827150,6212,2835150
1146,6005,2828150,6212,2836150
1146,6005,2828150,6212,2836150
1146,6005,2829150,6212,2837150
1146,6005,2830150,6212,2838150
1146,6005,2831150,6212,2839150
1147,6013,2839150,6212,2847150
1147,6013,2840150,6212,2848150
1147,6013,2841150,6212,2849150
1147,6013,2842150,6212,2850150
1147,6013,2842150,6212,2850150
1147,6013,2843150,6212,2851150
1148,6021,2851150,6212,2859150
1148,6021,2852150,6212,2860150
1149,6023,2853150,6212,2861150
1149,6023,2853150,6212,2861150
1149,6023,2854150,6212,2862150
1149,6023,2854370,6212,2862370
1149,6023,2855370,6212,2863370
1149,6023,2855840,6212,2863840
1149,6023,2856840,6212,2864840
1149,6023,2857300,6212,2865300
1149,6023,2857620,6212,2865620
1149,6023,2858080,6212,2866080
1149,6023,2858890,6212,2866890
1149,6023,2859700,6212,2867700
1150,6031,2867700,6212,2875700
1150,6031,2867700,6212,2875700
1150,6031,2868700,6212,2876700
1150,6031,2869510,6212,2877510
1151,6033,2870510,6212,2878510
1151,6033,2871510,6212,2879510
1151,6033,2872510,6212,2880510
1151,6033,2873510,6212,2881510
1151,6033,2874510,6212,2882510
1151,6033,2875510,6212,2883510
1151,6033,2876510,6212,2884510
1151,6033,2877510,6212,2885510
1151,6033,2878510,6212,2886510
1151,6033,2878980,6212,2886980
1152,6041,2882980,6212,2890980
1152,6041,2883980,6212,2891980
1152,6041,2884980,6212,2892980
1152,6041,2884980,6212,2892980
1152,6041,2892980,6212,2900980
1152,6041,2893980,6212,2901980
1152,6041,2894980,6212,2902980
1152,6041,2895440,6212,2903440
1152,6041,2896440,6212,2904440
1152,6041,2897440,6212,2905440
1152,6041,2905440,6212,2913440
1152,6041,2906440,6212,2914440
1152,6041,2914440,6212,2922440
1152,6041,2915440,6212,2923440
1152,6041,2916440,6212,2924440
1152,6041,2917440,6212,2925440
1153,6049,2918440,6212,2926440
1153,6049,2919250,6212,2927250
1153,6049,2919720,6212,2927720
1153,6049,2920720,6212,2928720
1153,6049,2921720,6212,2929720
1154,6051,2922200,6212,2930200
1154,6051,2923200,6212,2931200
1154,6051,2924200,6212,2932200
1155,6053,2924670,6212,2932670
1155,6053,2925480,6212,2933480
1156,6055,2925480,6212,2933480
1156,6055,2925800,6212,2933800
1157,6063,2933800,6212,2941800
1158,6065,2934270,6212,2942270
1158,6065,2934590,6212,2942590
1158,6065,2935050,6212,2943050
1158,6065,2936050,6212,2944050
1158,6065,2936050,6212,2944050
1158,6065,2936050,6212,2944050
1158,6065,2937050,6212,2945050
1158,6065,2937050,6212,2945050
1158,6065,2937400,6212,2945400
1158,6065,2938210,6212,2946210
1158,6065,2942210,6212,2950210
1159,6067,2943210,6212,2951210
1159,6067,2944020,6212,2952020
1159,6067,2944020,6212,2952020
1159,6067,2945020,6212,2953020
1159,6067,2946020,6212,2954020
1159,6067,2950020,6212,2958020
1159,6067,2950830,6212,2958830
1159,6067,2952830,6212,2960830
1159,6067,2953150,6212,2961150
1159,6067,2954150,6212,2962150
1159,6067,2955150,6212,2963150
1159,6067,2955150,6212,2963150
1159,6067,2956150,6212,2964150
1159,6067,2956620,6212,2964620
1159,6067,2957430,6212,2965430
1159,6067,2958430,6212,2966430
1159,6067,2959430,6212,2967430
1159,6067,2960430,6212,2968430
1160,6075,2968430,6212,2976430
1160,6075,2969430,6212,2977430
1160,6075,2970430,6212,2978430
1160,6075,2970900,6212,2978900
1160,6075,2970900,6212,2978900
1160,6075,2971900,6212,2979900
1160,6075,2972900,6212,2980900
1160,6075,2973900,6212,2981900
1160,6075,2975900,6212,2983900
1160,6075,2976900,6212,2984900
1160,6075,2977710,6212,2985710
1160,6075,2978180,6212,2986180
1160,6075,2979180,6212,2987180
1160,6075,2983180,6212,2991180
1160,6075,2983730,6212,2991730
1160,6075,2983730,6212,2991730
1160,6075,2984730,6212,2992730
1160,6075,2985540,6212,2993540
1160,6075,2985540,6212,2993540
1160,6075,2985540,6212,2993540
1161,6083,2993540,6212,3001540
1161,6083,2994190,6212,3002190
1161,6083,2995190,6212,3003190
1161,6083,2996190,6212,3004190
1161,6083,2997190,6212,3005190
1162,6087,2997300,6212,3005300
1162,6087,2998300,6212,3006300
1162,6087,2999300,6212,3007300
1162,6087,2999300,6212,3007300
1162,6087,3001300,6212,3009300
1162,6087,3002300,6212,3010300
1162,6087,3003300,6212,3011300
1162,6087,3003770,6212,3011770
1162,6087,3003770,6212,3011770
1162,6087,3003880,6212,3011880
1162,6087,3003880,6212,3011880
1162,6087,3004880,6212,3012880
1162,6087,3005880,6212,3013880
1162,6087,3006100,6212,3014100
1162,6087,3007100,6212,3015100
1162,6087,3007470,6212,3015470
1162,6087,3008470,6212,3016470
1162,6087,3009470,6212,3017470
1162,6087,3009470,6212,3017470
1162,6087,3010280,6212,3018280
1162,6087,3011280,6212,3019280
1162,6087,3011600,6212,3019600
1162,6087,3011760,6212,3019760
1162,6087,3012760,6212,3020760
1162,6087,3013760,6212,3021760
1162,6087,3014760,6212,3022760
1162,6087,3015760,6212,3023760
1162,6087,3016080,6212,3024080
1162,6087,3016890,6212,3024890
1162,6087,3017050,6212,3025050
1162,6087,3018050,6212,3026050
1162,6087,3019050,6212,3027050
1162,6087,3019280,6212,3027280
1162,6087,3020280,6212,3028280
1162,6087,3021280,6212,3029280
1163,6089,3022280,6212,3030280
