ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
433862.02,26.85,21.68,369875.35,22.89
433810.29,26.87,21.69,369878.27,22.91
433947.12,26.89,21.71,369877.78,22.92
433895.4,26.9,21.73,369876.63,22.93
433843.67,26.91,21.74,369875.35,22.95
433843.67,26.91,21.74,369875.35,22.95
433791.95,26.93,21.76,369954.13,22.96
433633.4,26.92,21.75,369793.54,22.96
433581.67,26.93,21.76,370274.45,23.0
433529.95,26.95,21.78,370274.45,23.02
433117.54,26.93,21.76,369855.57,23.0
432927.59,26.92,21.75,369644.94,22.99
432875.86,26.94,21.76,369644.94,23.0
432824.14,26.95,21.78,369650.42,23.02
432772.42,26.96,21.79,369677.13,23.03
432358.62,27.07,21.9,369677.13,23.15
432306.9,27.09,21.91,369651.36,23.16
432443.73,27.11,21.94,369647.56,23.17
432229.68,27.1,21.93,369486.26,23.17
432189.83,27.11,21.94,369851.68,23.2
432138.1,27.13,21.96,369851.68,23.22
431138.1,27.08,21.91,368851.68,23.17
431074.51,27.1,21.92,368672.18,23.17
431074.51,27.1,21.92,368672.18,23.17
431527.88,27.13,21.96,368672.18,23.18
431476.16,27.14,21.97,368692.71,23.19
431271.47,27.14,21.96,368672.18,23.2
431219.74,27.15,21.98,368672.18,23.21
431168.02,27.16,21.99,369266.82,23.26
431309.34,27.19,22.02,369570.86,23.3
431526.58,27.22,22.05,369144.48,23.28
431212.44,27.21,22.04,369172.18,23.3
431160.72,27.23,22.06,369172.18,23.31
431108.99,27.24,22.07,369172.18,23.33
431245.82,27.27,22.09,369172.97,23.34
431194.09,27.28,22.11,369172.19,23.36
431647.47,27.31,22.14,369172.18,23.36
431172.37,27.29,22.12,369194.65,23.37
431309.19,27.32,22.15,369250.66,23.39
431446.02,27.34,22.17,369488.66,23.41
431394.3,27.35,22.18,369736.57,23.44
431765.01,27.39,22.21,369736.57,23.45
431402.57,27.37,22.2,369736.57,23.46
431674.98,27.4,22.23,369788.92,23.47
431380.85,27.39,22.21,369743.03,23.47
431329.12,27.4,22.23,369743.57,23.49
431277.4,27.41,22.24,370866.15,23.57
431791.84,27.46,22.28,371383.58,23.61
432823.23,27.53,22.36,372480.61,23.69
432771.51,27.54,22.37,372481.28,23.71
432613.11,27.55,22.38,371306.79,23.64
432991.8,27.58,22.41,371306.11,23.65
432940.08,27.59,22.42,371306.11,23.67
433212.48,27.62,22.45,371394.77,23.68
433068.15,27.63,22.46,371365.23,23.69
432707.74,27.61,22.44,371376.42,23.7
432691.63,27.63,22.46,371364.53,23.71
434290.13,27.74,22.57,373884.63,23.88
434276.74,27.75,22.57,373704.04,23.88
434225.01,27.76,22.59,373704.04,23.89
434173.29,27.77,22.6,373704.04,23.91
433813.26,27.77,22.59,373086.57,23.88
434183.98,27.8,22.63,373127.99,23.89
434320.81,27.82,22.65,373098.05,23.9
434457.63,27.84,22.67,373092.31,23.91
434405.91,27.86,22.69,373086.57,23.93
434542.73,27.88,22.71,373923.04,23.99
434491.01,27.9,22.72,373994.42,24.01
434276.96,27.89,22.72,373831.07,24.01
434647.68,27.92,22.75,373831.07,24.01
434595.96,27.94,22.76,373831.07,24.03
434544.23,27.95,22.78,373831.43,24.04
434280.57,27.94,22.77,373913.06,24.06
434228.85,27.95,22.78,374019.51,24.08
434599.56,27.99,22.81,373886.03,24.08
434767.17,28.02,22.84,375642.54,24.21
435553.17,28.08,22.91,375521.07,24.21
435690.0,28.11,22.94,375521.07,24.23
435826.82,28.13,22.96,375521.07,24.24
435963.65,28.15,22.98,375521.07,24.25
435911.92,28.17,23.0,375541.98,24.27
435860.2,28.18,23.01,375522.4,24.28
436230.92,28.22,23.04,375521.35,24.29
435868.48,28.2,23.03,376084.47,24.33
435816.75,28.22,23.04,376192.61,24.36
435765.03,28.23,23.06,376122.41,24.37
435713.3,28.25,23.07,376122.41,24.38
436091.99,28.28,23.11,376122.41,24.39
436040.27,28.29,23.12,376125.07,24.41
435988.54,28.31,23.14,376122.52,24.42
436125.37,28.33,23.16,376122.41,24.44
435764.96,28.32,23.15,376122.41,24.44
435713.23,28.33,23.16,376416.23,24.48
435673.38,28.35,23.18,376527.18,24.5
435673.38,28.35,23.18,376527.18,24.5
436114.88,28.38,23.21,376789.68,24.52
436063.16,28.4,23.23,376789.68,24.54
436199.99,28.42,23.25,376789.68,24.55
435911.87,28.41,23.24,376599.8,24.55
435860.15,28.43,23.26,376599.8,24.56
435653.25,28.49,23.32,376599.8,24.63
435601.53,28.5,23.33,376786.22,24.66
435549.8,28.52,23.35,376786.22,24.67
435136.01,28.64,23.47,376786.22,24.8
435272.83,28.67,23.49,376786.22,24.82
435221.11,28.68,23.51,376786.22,24.83
435169.39,28.7,23.53,376794.15,24.85
435689.61,28.74,23.56,376786.22,24.85
435637.89,28.75,23.58,377116.99,24.89
435586.16,28.77,23.6,377236.65,24.91
435534.44,28.78,23.61,377449.65,24.94
435671.27,28.81,23.64,377449.65,24.96
435619.54,28.82,23.65,377449.65,24.97
435338.31,28.81,23.64,377268.11,24.97
435286.58,28.83,23.66,377268.11,24.99
435065.87,28.82,23.65,377034.39,24.98
435014.14,28.83,23.66,377034.52,24.99
434962.42,28.85,23.68,377034.39,25.01
435333.14,28.88,23.71,377034.39,25.02
434919.34,29.01,23.84,377034.39,25.15
434867.62,29.03,23.85,377543.78,25.2
434815.9,29.04,23.87,377634.14,25.22
434764.17,29.06,23.89,377634.14,25.24
434764.17,29.06,23.89,377634.14,25.24
434712.45,29.07,23.9,377634.14,25.26
434660.72,29.09,23.92,377643.39,25.27
434609.0,29.11,23.93,377634.15,25.29
434246.56,29.09,23.92,377273.02,25.27
434617.28,29.13,23.95,377282.0,25.28
434565.55,29.14,23.97,377275.19,25.3
434203.11,29.13,23.95,377548.47,25.33
434151.38,29.14,23.97,377390.26,25.33
434099.66,29.16,23.99,377333.02,25.35
434047.94,29.17,24.0,377333.02,25.36
433996.21,29.19,24.02,377333.02,25.38
434366.93,29.22,24.05,377333.02,25.39
434315.21,29.24,24.07,377334.37,25.4
434263.48,29.26,24.08,377335.03,25.42
434400.31,29.28,24.11,377333.33,25.44
434537.13,29.31,24.14,378029.26,25.5
434537.13,29.31,24.14,378029.26,25.5
434485.41,29.32,24.15,378023.88,25.51
434122.97,29.31,24.14,377771.55,25.5
434071.24,29.33,24.15,377771.55,25.52
434019.52,29.34,24.17,377771.55,25.54
434381.67,29.38,24.2,377772.05,25.55
434329.95,29.39,24.22,377772.37,25.57
434278.22,29.41,24.24,377772.39,25.58
434226.5,29.43,24.25,378102.76,25.62
434363.33,29.45,24.28,378324.81,25.65
434311.6,29.47,24.3,378327.07,25.67
434259.88,29.48,24.31,378327.07,25.69
434208.15,29.5,24.33,378327.07,25.7
434578.87,29.54,24.36,378327.09,25.71
434527.15,29.55,24.38,378327.07,25.73
434475.42,29.57,24.4,378327.07,25.75
434423.7,29.59,24.41,378520.45,25.78
434371.98,29.6,24.43,378455.27,25.79
434088.1,29.59,24.42,378218.0,25.78
434224.92,29.61,24.44,378626.45,25.82
433862.48,29.6,24.43,378337.44,25.81
433810.76,29.62,24.44,378337.44,25.83
433759.03,29.63,24.46,378337.44,25.85
434129.75,29.67,24.5,378337.44,25.86
433934.73,29.74,24.56,378837.47,25.96
433900.19,29.75,24.58,378783.47,25.97
433739.4,29.75,24.58,378630.43,25.97
433687.68,29.76,24.59,378630.43,25.99
433635.96,29.78,24.61,378630.43,26.0
433584.23,29.8,24.63,378630.43,26.02
433584.23,29.8,24.63,378630.52,26.02
433721.06,29.82,24.65,378677.93,26.04
433669.33,29.84,24.67,378639.0,26.05
433617.61,29.86,24.69,378630.52,26.07
433988.33,29.89,24.72,379158.91,26.12
434125.15,29.92,24.75,379421.67,26.15
434261.98,29.95,24.77,379421.67,26.16
434210.25,29.96,24.79,379421.67,26.18
434158.53,29.98,24.81,379421.67,26.2
434162.96,29.98,24.81,379423.0,26.2
434111.23,30.0,24.82,379428.59,26.22
434059.51,30.01,24.84,379424.69,26.24
434196.33,30.04,24.87,379423.0,26.25
434144.61,30.06,24.89,379423.0,26.27
434092.89,30.08,24.9,379785.71,26.31
434041.16,30.09,24.92,379785.71,26.33
433989.44,30.11,24.94,379785.71,26.35
433627.0,30.09,24.92,379414.53,26.33
433763.82,30.12,24.95,379416.45,26.35
433763.82,30.12,24.95,379416.47,26.35
433712.1,30.14,24.97,379415.75,26.37
433660.37,30.16,24.98,379415.64,26.38
433608.65,30.17,25.0,379693.83,26.42
433556.92,30.19,25.02,379666.23,26.44
433693.75,30.22,25.04,379777.25,26.46
433830.58,30.24,25.07,379777.25,26.48
433778.85,30.26,25.09,379777.25,26.49
433727.13,30.28,25.11,379779.05,26.51
433675.4,30.3,25.12,379788.97,26.53
433623.68,30.31,25.14,379785.11,26.55
433760.51,30.34,25.17,379777.83,26.56
433708.78,30.36,25.19,380021.17,26.6
433657.06,30.38,25.2,380143.77,26.63
433605.33,30.39,25.22,380143.77,26.65
433553.61,30.41,25.24,380143.77,26.66
433826.02,30.44,25.27,380143.77,26.68
434196.73,30.48,25.31,380200.64,26.69
434145.01,30.5,25.33,380150.72,26.7
433782.57,30.48,25.31,380215.6,26.72
433919.39,30.51,25.34,380179.78,26.73
433915.58,30.53,25.36,380890.14,26.8
433819.51,30.55,25.37,380705.53,26.81
433767.78,30.56,25.39,380705.53,26.82
433716.06,30.58,25.41,380705.53,26.84
433664.33,30.6,25.43,380705.53,26.86
433612.61,30.62,25.44,380739.21,26.88
434049.95,30.66,25.48,380705.53,26.89
433998.22,30.67,25.5,380705.53,26.91
433958.37,30.69,25.52,381232.9,26.96
433894.77,30.71,25.54,381177.05,26.98
433843.05,30.73,25.56,381177.05,27.0
433791.33,30.75,25.57,381177.05,27.02
432791.33,30.7,25.52,380177.05,26.97
432739.6,30.72,25.54,380200.58,26.99
432410.54,30.7,25.53,379889.06,26.97
432358.82,30.72,25.55,379894.81,26.99
432307.09,30.74,25.57,379928.52,27.01
432255.37,30.76,25.58,379928.52,27.03
432721.9,30.8,25.63,381135.0,27.13
432872.58,30.83,25.66,380785.81,27.12
432928.8,30.85,25.68,380631.37,27.12
432877.08,30.87,25.7,380631.37,27.14
432660.09,30.86,25.69,380411.99,27.13
432608.37,30.88,25.7,380419.01,27.15
432556.64,30.89,25.72,380418.34,27.17
432504.92,30.91,25.74,380424.03,27.19
432453.2,30.93,25.76,380439.69,27.21
432413.34,30.95,25.78,380606.69,27.24
432349.75,30.97,25.8,380411.99,27.25
432142.85,31.04,25.87,380415.59,27.33
432279.68,31.07,25.9,380411.99,27.34
432279.68,31.07,25.9,380422.25,27.34
432552.08,31.1,25.93,380423.03,27.36
432688.91,31.13,25.96,380422.25,27.37
432637.18,31.15,25.98,381127.06,27.44
432585.46,31.17,26.0,381127.06,27.46
432533.74,31.19,26.02,381127.06,27.48
432904.45,31.23,26.05,381143.37,27.49
432584.45,31.21,26.04,380823.37,27.48
432532.73,31.23,26.06,380810.67,27.49
432481.01,31.25,26.08,380807.06,27.51
432429.28,31.27,26.09,381151.71,27.56
432566.11,31.29,26.12,381273.01,27.58
432514.38,31.31,26.14,381353.68,27.61
432462.66,31.33,26.16,381353.68,27.63
432599.49,31.36,26.19,381353.68,27.65
432547.76,31.38,26.21,381353.68,27.67
432185.32,31.36,26.19,381055.15,27.65
431891.19,31.35,26.18,380741.68,27.64
432028.01,31.38,26.21,380744.02,27.65
431976.29,31.4,26.23,380741.68,27.67
431924.57,31.42,26.24,380741.68,27.69
432061.39,31.45,26.27,381375.35,27.76
432432.11,31.48,26.31,381659.77,27.79
432432.11,31.48,26.31,381649.51,27.79
432069.67,31.47,26.3,381324.03,27.77
432019.67,31.46,26.29,381274.03,27.77
432156.49,31.49,26.32,381274.03,27.79
432293.32,31.52,26.35,381274.03,27.8
432241.6,31.54,26.37,381274.03,27.82
431915.35,31.53,26.35,380962.27,27.81
431863.63,31.54,26.37,380962.84,27.83
431811.91,31.56,26.39,380963.17,27.85
431760.18,31.58,26.41,380962.41,27.87
432213.56,31.62,26.45,381666.15,27.93
432161.83,31.64,26.47,381850.28,27.96
432003.28,31.64,26.46,381690.4,27.95
431951.56,31.65,26.48,381690.4,27.97
431899.83,31.67,26.5,381691.64,27.99
431848.11,31.69,26.52,381693.69,28.01
431796.38,31.71,26.54,381691.32,28.03
431796.38,31.71,26.54,381691.32,28.03
431508.27,31.7,26.53,381364.06,28.02
430858.27,31.67,26.5,380714.06,27.98
430806.55,31.69,26.52,380796.27,28.01
431177.26,31.73,26.56,380789.98,28.02
431137.41,31.75,26.58,380752.48,28.04
430821.01,31.74,26.56,381011.5,28.07
430769.28,31.76,26.58,381011.5,28.09
430669.65,31.77,26.6,380783.13,28.09
431040.37,31.81,26.64,380783.13,28.1
430677.93,31.79,26.62,380783.13,28.11
430814.75,31.82,26.65,380793.41,28.13
430951.58,31.85,26.68,380784.3,28.14
430899.85,31.87,26.7,380783.13,28.17
431036.68,31.9,26.73,381358.68,28.22
430984.95,31.92,26.75,381328.74,28.24
430933.23,31.94,26.77,381384.46,28.27
431303.95,31.98,26.81,381384.46,28.28
430941.51,31.96,26.79,381384.46,28.29
430889.78,31.98,26.81,381467.77,28.32
430838.06,32.0,26.83,381412.74,28.33
430786.33,32.02,26.85,381510.11,28.36
431446.62,32.08,26.91,383889.65,28.55
432659.47,32.2,27.03,383781.93,28.56
432109.44,32.18,27.01,382974.46,28.52
432057.71,32.2,27.03,382974.46,28.54
431902.14,32.19,27.02,382815.71,28.53
431850.42,32.21,27.04,382815.71,28.56
431798.69,32.23,27.06,382850.61,28.58
431746.97,32.25,27.08,382968.77,28.61
432153.3,32.3,27.12,382910.78,28.62
432084.24,32.3,27.13,384966.24,28.78
433600.07,32.44,27.27,384875.71,28.79
433548.35,32.46,27.29,384875.71,28.82
433496.62,32.48,27.31,384875.71,28.84
433444.9,32.5,27.33,384875.71,28.86
433882.23,32.54,27.37,384875.73,28.87
433551.95,32.53,27.36,384875.71,28.88
433922.67,32.57,27.4,384875.71,28.89
433966.76,32.6,27.42,386222.17,29.01
433646.76,32.58,27.41,385902.17,28.99
434151.76,32.63,27.46,386179.89,29.02
434100.04,32.65,27.48,386182.66,29.05
434048.31,32.67,27.5,386179.89,29.07
434013.8,32.68,27.51,385908.7,29.06
433362.87,32.66,27.49,385141.55,29.02
433311.14,32.68,27.51,385146.79,29.05
433259.42,32.7,27.53,385143.59,29.07
433396.25,32.73,27.56,385207.16,29.09
433344.52,32.75,27.58,385234.65,29.11
433340.71,32.78,27.6,385548.36,29.16
433288.98,32.8,27.62,385548.36,29.18
433288.98,32.8,27.62,385559.22,29.18
433237.26,32.82,27.64,385559.22,29.21
433185.53,32.84,27.67,385559.22,29.23
433537.41,32.88,27.7,385758.34,29.25
433485.68,32.9,27.73,385799.19,29.28
433433.96,32.92,27.75,385775.02,29.3
433382.23,32.94,27.77,385800.87,29.32
433603.97,32.98,27.81,386203.67,29.38
433278.78,32.98,27.81,385758.34,29.36
433415.61,33.01,27.84,385758.34,29.38
433786.33,33.05,27.88,385758.34,29.39
433734.6,33.07,27.9,385758.34,29.42
433372.16,33.06,27.89,385766.91,29.43
433320.44,33.08,27.91,385765.63,29.45
433268.71,33.1,27.93,385761.13,29.47
433216.99,33.12,27.95,385758.34,29.49
433353.82,33.15,27.98,386301.96,29.55
433302.09,33.17,28.0,386178.32,29.57
433250.37,33.2,28.02,386178.32,29.59
432836.57,33.37,28.2,386178.32,29.77
432784.85,33.39,28.22,386178.32,29.79
432733.13,33.41,28.24,386185.95,29.82
432681.4,33.43,28.26,386179.49,29.84
432629.68,33.46,28.28,386189.36,29.86
432601.7,33.48,28.31,386626.51,29.92
433194.7,33.53,28.36,387142.63,29.97
433142.98,33.55,28.38,387142.63,29.99
433091.25,33.58,28.4,387142.63,30.01
433440.45,33.61,28.44,387122.17,30.02
433388.72,33.63,28.46,387129.82,30.04
432959.33,33.62,28.45,386825.97,30.04
432959.33,33.62,28.45,386825.97,30.04
432907.61,33.64,28.47,386947.87,30.07
432855.88,33.67,28.49,387620.52,30.15
432997.21,33.7,28.53,387862.95,30.19
432736.49,33.69,28.52,387599.96,30.18
433440.0,33.77,28.6,387555.33,30.2
433058.49,33.75,28.58,387207.41,30.18
433330.9,33.79,28.62,387207.41,30.19
433279.18,33.81,28.64,387207.41,30.22
433227.45,33.84,28.66,387274.61,30.25
433175.73,33.86,28.69,387273.56,30.27
433312.55,33.89,28.72,387223.03,30.29
433108.42,33.88,28.71,387207.41,30.29
433152.52,33.91,28.74,388294.22,30.4
433100.79,33.93,28.76,388294.22,30.42
433062.92,33.96,28.78,387712.56,30.4
432902.98,33.97,28.8,387517.41,30.41
433039.8,34.0,28.83,387517.41,30.43
432988.08,34.03,28.85,387550.9,30.46
433366.77,34.07,28.9,387616.11,30.47
433503.59,34.1,28.93,387545.26,30.49
433640.42,34.13,28.96,387532.16,30.5
433777.24,34.17,28.99,387517.41,30.52
433725.52,34.19,29.02,388719.25,30.64
433525.48,34.18,29.01,388533.42,30.63
433473.76,34.2,29.03,388533.42,30.66
433123.34,34.19,29.01,388133.35,30.64
433123.34,34.19,29.01,388133.35,30.64
433071.62,34.21,29.04,388133.35,30.66
433019.9,34.23,29.06,388147.79,30.68
432968.17,34.26,29.08,388138.1,30.71
433105.0,34.29,29.12,388145.42,30.73
432946.45,34.28,29.11,387985.8,30.72
433218.85,34.32,29.15,387974.18,30.73
433167.13,34.34,29.17,388530.63,30.8
433115.41,34.37,29.19,388468.24,30.82
433063.68,34.39,29.22,388468.24,30.85
432649.89,34.58,29.4,388468.24,31.04
432598.16,34.6,29.43,388468.24,31.07
432546.44,34.62,29.45,388536.93,31.1
432917.16,34.66,29.49,388533.32,31.11
432554.72,34.65,29.48,388548.77,31.12
432502.99,34.67,29.5,388512.57,31.15
432502.99,34.67,29.5,388512.57,31.15
432502.99,34.67,29.5,388512.57,31.15
433066.76,34.73,29.56,390040.64,31.28
433015.03,34.75,29.58,390040.64,31.31
433072.78,34.79,29.61,389355.16,31.28
432936.15,34.8,29.63,389124.67,31.28
433072.97,34.83,29.66,389124.67,31.3
433072.97,34.83,29.66,389124.67,31.3
433021.25,34.86,29.68,389124.67,31.32
432969.53,34.88,29.71,389180.37,31.35
432917.8,34.9,29.73,389168.79,31.38
432866.08,34.93,29.76,389155.01,31.4
433002.9,34.96,29.79,389204.19,31.43
433139.73,35.0,29.82,389692.99,31.49
433088.01,35.02,29.85,389692.99,31.51
432871.02,35.01,29.84,389509.76,31.5
432664.13,35.11,29.93,389517.75,31.6
432612.4,35.13,29.96,389509.76,31.63
432749.23,35.16,29.99,389509.76,31.65
432886.05,35.2,30.03,389887.79,31.7
432727.5,35.19,30.02,389729.69,31.69
432337.45,35.17,30.0,389383.26,31.68
432285.72,35.2,30.02,389383.26,31.7
432422.55,35.23,30.06,389383.26,31.72
432370.83,35.26,30.08,389383.26,31.75
432319.1,35.28,30.11,389394.82,31.78
432124.97,35.27,30.1,389219.08,31.77
432073.25,35.29,30.12,389262.99,31.8
432210.07,35.33,30.16,389209.71,31.81
432535.44,35.37,30.2,389967.03,31.89
432483.71,35.4,30.23,389947.97,31.92
432620.54,35.43,30.26,389947.97,31.94
432568.82,35.46,30.28,389947.97,31.96
432410.27,35.45,30.28,389790.19,31.95
432547.09,35.48,30.31,389790.19,31.98
432683.92,35.52,30.35,389796.62,32.0
433054.64,35.56,30.39,389790.97,32.01
432767.55,35.55,30.38,389499.14,31.99
432405.1,35.53,30.36,389498.35,32.01
432353.38,35.56,30.39,390141.43,32.09
432313.53,35.58,30.41,390220.72,32.12
432249.93,35.61,30.44,390123.54,32.14
432198.21,35.63,30.46,390123.54,32.16
432039.66,35.62,30.45,389955.75,32.15
431987.93,35.65,30.48,389955.75,32.18
431936.21,35.67,30.5,389955.75,32.21
431884.49,35.7,30.53,389956.58,32.23
431832.76,35.72,30.55,389956.32,32.26
432286.14,35.77,30.6,389955.75,32.27
432114.43,35.77,30.59,390238.47,32.3
432062.7,35.79,30.62,390098.33,32.32
432010.98,35.82,30.65,390292.79,32.36
431959.26,35.84,30.67,390292.79,32.39
431907.53,35.87,30.7,390292.79,32.41
431855.81,35.89,30.72,390294.47,32.44
432234.5,35.94,30.77,390314.61,32.45
432182.77,35.97,30.79,390314.09,32.48
432319.6,36.0,30.83,390305.38,32.5
432267.87,36.03,30.85,390292.79,32.53
431917.46,36.01,30.84,390677.06,32.57
431865.74,36.04,30.86,390550.5,32.59
431814.01,36.06,30.89,390550.5,32.62
431762.29,36.09,30.92,390550.5,32.64
431762.29,36.09,30.92,390550.5,32.64
431710.57,36.11,30.94,390554.81,32.67
431658.84,36.14,30.97,390560.82,32.7
431607.12,36.17,30.99,390551.86,32.73
431969.27,36.21,31.04,390883.4,32.77
431917.55,36.24,31.07,390768.18,32.79
432054.37,36.28,31.1,391106.02,32.84
432002.65,36.3,31.13,391106.02,32.86
431950.92,36.33,31.16,391106.02,32.89
431899.2,36.35,31.18,391106.02,32.92
431847.48,36.38,31.21,391107.45,32.95
431795.75,36.41,31.23,391110.08,32.98
432166.47,36.45,31.28,391106.87,32.99
432303.3,36.49,31.32,391654.87,33.06
432440.12,36.53,31.35,391897.18,33.1
432388.4,36.55,31.38,391897.18,33.13
432336.67,36.58,31.41,391897.18,33.16
432284.95,36.6,31.43,391908.8,33.19
432233.22,36.63,31.46,391906.18,33.21
432181.5,36.66,31.49,392362.4,33.28
432225.59,36.69,31.52,392520.99,33.32
432363.13,36.73,31.56,392154.62,33.31
432000.68,36.71,31.54,391783.45,33.3
432040.99,36.74,31.57,391904.77,33.33
431989.26,36.77,31.6,391904.77,33.36
431937.54,36.8,31.62,391904.77,33.39
431885.81,36.82,31.65,391904.77,33.41
432022.64,36.86,31.69,391915.53,33.44
431970.92,36.89,31.72,391907.25,33.47
432107.74,36.92,31.75,391909.28,33.49
432056.02,36.95,31.78,391934.02,33.52
432426.74,37.0,31.83,392720.35,33.6
432375.01,37.03,31.85,392720.35,33.63
432511.84,37.06,31.89,392720.35,33.65
432460.11,37.09,31.92,392720.35,33.68
432408.39,37.12,31.95,392729.55,33.71
432045.95,37.1,31.93,392336.08,33.69
431994.22,37.13,31.96,392328.06,33.72
431942.5,37.16,31.98,392326.88,33.75
431902.65,37.19,32.01,392676.75,33.81
431839.05,37.21,32.04,392515.43,33.82
431787.33,37.24,32.07,392515.43,33.85
432158.04,37.29,32.11,392515.43,33.87
432106.32,37.31,32.14,392515.93,33.9
432054.6,37.34,32.17,392515.97,33.92
431692.15,37.33,32.15,392515.43,33.94
432062.87,37.37,32.2,392642.47,33.96
432388.24,37.42,32.25,392523.12,33.97
432336.51,37.45,32.28,393338.35,34.07
432313.85,37.48,32.31,393357.01,34.1
432684.57,37.53,32.35,393357.01,34.12
432270.77,37.75,32.58,393357.01,34.35
432219.05,37.78,32.61,393357.01,34.38
431860.46,37.76,32.59,393045.43,34.37
432185.82,37.81,32.64,393048.44,34.39
432322.65,37.85,32.68,393046.71,34.41
432270.92,37.88,32.71,393045.43,34.44
431908.48,37.86,32.69,393045.43,34.46
432045.31,37.9,32.73,393688.46,34.54
432045.31,37.9,32.73,393688.46,34.54
432182.13,37.94,32.77,393045.43,34.51
432130.41,37.97,32.8,394056.08,34.63
432078.69,38.0,32.83,394056.08,34.66
432026.96,38.03,32.86,394056.08,34.69
431975.24,38.06,32.89,394056.08,34.72
431923.51,38.09,32.91,394110.27,34.75
432286.26,38.13,32.96,394151.45,34.77
431286.26,38.08,32.91,393151.45,34.71
430921.79,38.06,32.89,393166.07,34.73
430893.81,38.09,32.92,393198.54,34.76
430600.42,38.08,32.91,392901.5,34.75
430782.61,38.12,32.95,393247.95,34.8
430730.88,38.15,32.98,393247.95,34.83
430682.48,38.15,32.98,393200.16,34.83
430682.48,38.15,32.98,393200.16,34.83
430561.65,38.17,33.0,392949.42,34.84
430277.78,38.16,32.99,392712.13,34.83
430226.05,38.19,33.02,392712.13,34.86
430174.33,38.22,33.04,393024.69,34.92
430311.15,38.26,33.08,392919.05,34.93
430259.43,38.29,33.11,392838.45,34.96
430259.43,38.29,33.11,392838.45,34.96
430427.04,38.34,33.16,394050.22,35.1
430375.31,38.36,33.19,394050.22,35.13
431053.98,38.46,33.29,393902.13,35.14
430766.89,38.44,33.27,393578.71,35.13
430715.17,38.47,33.3,393578.71,35.16
430663.45,38.5,33.33,393589.53,35.19
430611.72,38.53,33.36,394197.89,35.28
430982.44,38.58,33.41,394140.88,35.29
430982.44,38.58,33.41,394140.88,35.29
431150.05,38.63,33.46,394112.67,35.31
431578.23,38.7,33.53,394478.33,35.37
431274.77,38.7,33.53,394469.34,35.4
431411.6,38.74,33.57,394469.34,35.42
431548.43,38.78,33.61,394469.34,35.45
431496.7,38.81,33.64,394469.34,35.48
431633.53,38.85,33.68,394469.34,35.51
431581.8,38.88,33.71,394516.1,35.54
431301.85,38.87,33.7,394215.47,35.53
431250.13,38.9,33.73,394186.59,35.56
431575.49,38.95,33.78,394259.49,35.58
431946.21,39.0,33.83,395542.19,35.71
432083.04,39.04,33.87,395542.19,35.74
431720.6,39.02,33.85,395093.97,35.71
431433.51,39.01,33.84,394886.38,35.7
431381.78,39.04,33.87,394886.38,35.74
431330.06,39.07,33.9,394886.38,35.77
431850.29,39.13,33.95,394888.82,35.78
431798.56,39.16,33.98,394886.38,35.81
431746.84,39.19,34.01,394886.38,35.84
431695.11,39.22,34.05,395524.23,35.93
431413.88,39.21,34.04,395298.5,35.93
431362.15,39.24,34.07,395342.66,35.96
431310.43,39.27,34.1,395342.66,36.0
431447.26,39.31,34.14,395342.66,36.02
431395.53,39.34,34.17,395342.66,36.06
431848.91,39.4,34.22,395344.52,36.07
431797.18,39.43,34.26,395343.42,36.1
431745.46,39.46,34.29,395342.66,36.13
431693.73,39.49,34.32,395343.24,36.17
431642.01,39.52,34.35,396079.84,36.27
431590.29,39.55,34.38,396079.84,36.3
431317.76,39.54,34.37,395764.85,36.29
431266.03,39.58,34.4,395764.85,36.32
431402.86,39.62,34.45,395765.53,36.35
431351.14,39.65,34.48,395764.85,36.38
431299.41,39.68,34.51,395765.51,36.41
431752.79,39.74,34.56,395764.85,36.42
431701.06,39.77,34.59,396373.52,36.51
431837.89,39.81,34.64,396661.5,36.57
431786.16,39.84,34.67,396661.5,36.6
431734.44,39.87,34.7,396661.5,36.63
431682.72,39.91,34.73,396671.4,36.67
431630.99,39.94,34.76,396662.54,36.7
431579.27,39.97,34.8,396661.5,36.74
430579.27,39.91,34.74,395661.5,36.68
430282.57,39.9,34.73,395333.92,36.66
430230.84,39.94,34.76,395574.36,36.72
430179.12,39.97,34.8,395435.49,36.74
430127.39,40.0,34.83,395333.92,36.76
430264.22,40.04,34.87,395333.92,36.79
430717.59,40.1,34.93,395333.92,36.8
430665.87,40.13,34.96,395333.92,36.84
430614.15,40.16,34.99,395335.23,36.87
430562.42,40.2,35.02,395333.92,36.91
430510.7,40.23,35.06,395670.82,36.97
