ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d43f-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
414128.55,8.3,3.13,176780.36,3.54
414076.82,8.3,3.13,176864.72,3.55
413714.38,8.3,3.12,176845.62,3.55
413420.25,8.29,3.12,176569.59,3.54
413420.25,8.29,3.12,176569.59,3.54
413420.25,8.29,3.12,176569.59,3.54
413368.53,8.29,3.12,176546.71,3.54
413770.96,8.3,3.13,177416.75,3.56
413792.02,8.3,3.13,177028.12,3.55
413633.47,8.3,3.13,176888.32,3.55
413594.8,8.3,3.13,176964.53,3.55
413543.08,8.3,3.13,176964.53,3.55
413491.36,8.3,3.13,176964.53,3.55
413862.07,8.31,3.14,176964.53,3.55
413810.35,8.31,3.14,177096.0,3.56
413810.35,8.31,3.14,177096.0,3.56
413758.63,8.31,3.14,177064.28,3.56
413730.64,8.31,3.14,177029.6,3.56
413855.6,8.32,3.14,177636.01,3.57
413821.07,8.32,3.14,177570.47,3.57
413367.14,8.31,3.14,177224.94,3.56
412985.63,8.3,3.13,176877.02,3.56
412507.74,8.29,3.12,176311.36,3.54
414840.28,8.34,3.17,176146.75,3.54
414788.56,8.34,3.17,176146.75,3.54
415060.96,8.35,3.18,176146.75,3.54
415197.79,8.35,3.18,176146.75,3.54
415568.51,8.36,3.19,176170.42,3.54
415516.78,8.36,3.19,176156.11,3.54
415653.61,8.37,3.19,176147.0,3.55
415291.17,8.36,3.19,176838.95,3.56
415251.31,8.36,3.19,176924.44,3.56
415376.27,8.36,3.19,177017.2,3.56
415324.54,8.36,3.19,177017.2,3.57
415461.37,8.37,3.2,177017.2,3.57
415409.65,8.37,3.2,177017.2,3.57
415357.92,8.37,3.2,177028.53,3.57
415357.92,8.37,3.2,177028.53,3.57
415630.33,8.38,3.2,177029.04,3.57
415578.6,8.38,3.21,177020.12,3.57
415961.19,8.39,3.21,177070.44,3.57
415897.6,8.39,3.21,177994.74,3.59
418004.47,8.43,3.26,177688.25,3.58
418994.35,8.45,3.28,177070.77,3.57
419365.07,8.46,3.29,177070.77,3.57
419313.35,8.46,3.29,177070.77,3.57
419343.57,8.46,3.29,177180.32,3.57
418981.12,8.45,3.28,177198.11,3.58
418929.4,8.45,3.28,177200.58,3.58
418877.68,8.46,3.28,177180.32,3.58
418825.95,8.46,3.28,177180.32,3.58
418962.78,8.46,3.29,177472.47,3.58
419099.6,8.46,3.29,177677.75,3.59
419047.88,8.47,3.29,177600.3,3.59
419418.6,8.47,3.3,177600.3,3.59
419366.87,8.47,3.3,177600.3,3.59
419315.15,8.47,3.3,177600.3,3.59
419028.06,8.47,3.3,177367.8,3.59
419028.06,8.47,3.3,177367.8,3.59
418976.34,8.47,3.3,177367.8,3.59
418762.29,8.47,3.29,177367.8,3.59
418899.12,8.47,3.3,177367.8,3.59
418635.45,8.47,3.29,177031.31,3.58
418583.73,8.47,3.29,177386.42,3.59
418532.01,8.47,3.29,177396.68,3.59
418480.28,8.47,3.3,177407.56,3.59
419470.17,8.49,3.32,176790.09,3.58
419418.44,8.49,3.32,176790.09,3.58
419555.27,8.49,3.32,176790.09,3.58
419555.27,8.49,3.32,176790.09,3.58
419503.55,8.49,3.32,176790.09,3.58
419451.82,8.5,3.32,176827.24,3.58
419400.1,8.5,3.32,176833.74,3.58
419770.82,8.5,3.33,176831.68,3.58
419719.09,8.51,3.33,177362.17,3.59
419667.37,8.51,3.33,177336.7,3.59
420075.0,8.52,3.34,176513.47,3.58
420023.28,8.52,3.34,176513.47,3.58
419971.56,8.52,3.34,176513.47,3.58
419971.56,8.52,3.34,176513.47,3.58
419609.11,8.51,3.34,176214.93,3.57
419557.39,8.51,3.34,176214.93,3.57
419946.32,8.52,3.35,176375.84,3.58
419894.6,8.52,3.35,176379.78,3.58
419894.6,8.52,3.35,176379.78,3.58
419579.55,8.51,3.34,176406.22,3.58
420208.44,8.53,3.36,177049.92,3.59
420973.34,8.55,3.37,176913.55,3.59
420804.6,8.54,3.37,176914.9,3.59
420752.88,8.55,3.37,176914.9,3.59
420701.15,8.55,3.37,176914.9,3.59
420649.43,8.55,3.37,176982.86,3.6
420597.71,8.55,3.37,176985.87,3.6
419946.77,8.54,3.36,176239.52,3.58
419532.98,8.54,3.37,176239.52,3.59
419481.26,8.54,3.37,176213.61,3.59
419525.35,8.54,3.37,176966.77,3.6
419473.62,8.55,3.37,176966.77,3.61
419435.75,8.55,3.37,176419.68,3.59
419021.96,8.55,3.38,176419.68,3.6
418860.57,8.55,3.38,176168.56,3.6
419313.94,8.56,3.39,176168.56,3.6
419025.83,8.55,3.38,176173.05,3.6
419396.54,8.56,3.39,176169.66,3.6
419034.1,8.56,3.38,176168.56,3.6
418982.38,8.56,3.38,176168.56,3.6
418966.27,8.56,3.39,177675.66,3.63
420221.43,8.59,3.41,178141.26,3.64
420189.52,8.59,3.41,178005.05,3.64
420137.8,8.59,3.41,178005.05,3.64
419526.77,8.58,3.4,177248.56,3.62
419663.6,8.58,3.41,177248.56,3.62
419611.88,8.58,3.41,177248.56,3.62
419884.28,8.59,3.42,177256.07,3.63
419832.56,8.59,3.42,177252.73,3.63
419780.83,8.59,3.42,177248.56,3.63
419729.11,8.59,3.42,177807.07,3.64
419524.98,8.59,3.41,177337.32,3.63
419473.25,8.59,3.41,177557.31,3.63
419745.66,8.59,3.42,177557.31,3.64
420116.38,8.6,3.43,177557.31,3.64
420253.21,8.61,3.43,177557.31,3.64
420390.03,8.61,3.44,177559.55,3.64
420338.31,8.61,3.44,177566.69,3.64
420475.13,8.62,3.44,177557.31,3.64
420423.41,8.62,3.44,178686.1,3.66
420371.68,8.62,3.44,178839.8,3.67
420508.51,8.62,3.45,178839.8,3.67
420508.51,8.62,3.45,178839.8,3.67
420456.79,8.62,3.45,178839.8,3.67
420162.66,8.62,3.44,178415.19,3.66
420110.93,8.62,3.44,178415.19,3.66
419748.49,8.61,3.44,178215.75,3.66
419696.77,8.61,3.44,178543.53,3.66
419833.59,8.61,3.44,178347.31,3.66
419781.87,8.62,3.44,178218.96,3.66
420164.46,8.62,3.45,178264.87,3.66
420299.33,8.63,3.46,179336.23,3.68
420247.6,8.63,3.46,179336.23,3.68
420304.9,8.63,3.46,179233.97,3.68
420253.18,8.63,3.46,179244.91,3.68
420201.45,8.63,3.46,179247.53,3.68
420036.15,8.63,3.46,179119.31,3.68
419984.42,8.63,3.46,179107.77,3.68
419984.42,8.63,3.46,179107.77,3.68
420355.14,8.64,3.47,179887.6,3.7
420491.97,8.64,3.47,179535.97,3.69
420950.93,8.65,3.48,180005.37,3.7
420899.21,8.65,3.48,180005.37,3.7
421269.93,8.66,3.49,180005.37,3.7
421226.72,8.66,3.49,180344.43,3.71
421174.99,8.66,3.49,180344.43,3.71
421123.27,8.66,3.49,180426.22,3.71
421071.54,8.66,3.49,180429.16,3.71
421019.82,8.67,3.49,180379.47,3.71
421016.0,8.67,3.49,180953.28,3.72
420964.28,8.67,3.5,180953.28,3.73
420926.07,8.67,3.5,180828.3,3.72
420874.34,8.67,3.5,180828.3,3.72
421245.06,8.68,3.51,180828.3,3.73
420882.62,8.67,3.5,181007.1,3.73
420830.89,8.67,3.5,181020.7,3.73
420557.03,8.67,3.49,180746.84,3.72
420540.92,8.67,3.5,180633.14,3.72
420540.92,8.67,3.5,180633.14,3.72
420540.92,8.67,3.5,180633.14,3.72
419900.72,8.66,3.48,179884.45,3.71
419900.72,8.66,3.48,179884.45,3.71
420097.75,8.66,3.49,180847.47,3.73
420566.38,8.67,3.5,180736.21,3.73
420514.66,8.67,3.5,180736.21,3.73
420038.22,8.67,3.49,180245.75,3.72
420038.22,8.67,3.49,180245.75,3.72
419986.49,8.67,3.49,180245.75,3.72
419934.77,8.67,3.5,180245.75,3.72
420305.48,8.68,3.5,180245.75,3.72
420253.76,8.68,3.5,180367.54,3.72
420202.04,8.68,3.51,180273.61,3.72
420338.86,8.68,3.51,180269.57,3.72
420338.86,8.68,3.51,180269.57,3.72
420338.86,8.68,3.51,180269.57,3.72
420287.14,8.68,3.51,180875.16,3.74
420287.14,8.68,3.51,180875.16,3.74
420183.69,8.68,3.51,180875.16,3.74
420456.1,8.69,3.52,180875.16,3.74
420404.37,8.69,3.52,180875.16,3.74
420541.2,8.7,3.52,180875.16,3.74
420678.02,8.7,3.53,181366.76,3.75
420950.43,8.71,3.53,181545.03,3.76
420950.43,8.71,3.53,181545.03,3.76
421087.26,8.71,3.54,181985.6,3.76
421035.53,8.71,3.54,181985.6,3.77
420673.09,8.71,3.53,181594.81,3.76
420621.37,8.71,3.53,181594.81,3.76
420758.19,8.71,3.54,181597.32,3.76
420706.47,8.71,3.54,181596.15,3.76
420654.74,8.71,3.54,181594.81,3.76
420791.57,8.72,3.54,181594.81,3.76
420739.85,8.72,3.54,182083.0,3.77
420876.67,8.72,3.55,182148.46,3.77
420824.95,8.72,3.55,182148.46,3.78
420773.22,8.72,3.55,182148.46,3.78
420721.5,8.72,3.55,182148.46,3.78
420669.78,8.72,3.55,182182.05,3.78
420618.05,8.72,3.55,182215.99,3.78
420754.88,8.73,3.56,182151.92,3.78
420715.02,8.73,3.56,182497.92,3.79
420715.02,8.73,3.56,182497.92,3.79
420651.43,8.73,3.56,182335.05,3.78
420599.7,8.73,3.56,182335.05,3.79
420547.98,8.73,3.56,182335.05,3.79
420496.26,8.73,3.56,182335.05,3.79
420444.53,8.73,3.56,182336.85,3.79
420392.81,8.73,3.56,182614.31,3.79
420754.96,8.74,3.57,182389.4,3.79
420812.9,8.75,3.57,183055.09,3.8
420651.51,8.74,3.57,182744.28,3.8
420788.34,8.75,3.58,182744.28,3.8
420736.62,8.75,3.58,182744.28,3.8
420736.62,8.75,3.58,182744.28,3.8
420684.89,8.75,3.58,182744.28,3.8
420821.72,8.75,3.58,182744.28,3.8
420769.99,8.75,3.58,182744.28,3.8
420718.27,8.76,3.58,183132.79,3.81
420666.54,8.76,3.58,183187.99,3.81
420803.37,8.76,3.59,183288.34,3.82
420940.2,8.77,3.59,183288.34,3.82
421077.02,8.77,3.6,183288.34,3.82
421025.3,8.77,3.6,183288.34,3.82
420973.57,8.77,3.6,183290.78,3.82
420921.85,8.77,3.6,183291.24,3.82
420870.13,8.77,3.6,183288.34,3.82
421240.84,8.78,3.61,183977.09,3.84
420878.4,8.77,3.6,183675.43,3.83
421015.23,8.78,3.61,183889.67,3.83
420963.5,8.78,3.61,183873.13,3.83
420911.78,8.78,3.61,183870.74,3.84
420860.06,8.78,3.61,184973.75,3.86
420855.82,8.78,3.61,184778.47,3.86
420980.77,8.79,3.61,184123.48,3.84
421856.69,8.81,3.63,185607.83,3.87
421804.96,8.81,3.64,185607.83,3.88
421753.24,8.81,3.64,185607.83,3.88
421459.11,8.8,3.63,185417.58,3.87
421231.89,8.8,3.63,184800.26,3.86
421180.16,8.8,3.63,184877.43,3.86
420722.13,8.79,3.62,184327.66,3.85
420670.41,8.79,3.62,184268.3,3.85
420807.23,8.8,3.62,184254.24,3.85
420944.06,8.8,3.63,184250.49,3.85
421080.88,8.81,3.63,184914.24,3.87
421353.29,8.81,3.64,185067.65,3.87
421301.57,8.81,3.64,185067.65,3.87
421249.84,8.81,3.64,185067.65,3.87
421198.12,8.82,3.64,185067.74,3.87
421568.84,8.82,3.65,185067.65,3.87
421517.11,8.82,3.65,185067.65,3.87
421653.94,8.83,3.66,185067.65,3.88
421790.76,8.83,3.66,185742.14,3.89
421428.32,8.83,3.65,185444.07,3.88
421376.6,8.83,3.66,185505.95,3.89
421376.6,8.83,3.66,185505.95,3.89
421324.87,8.83,3.66,185505.95,3.89
421273.15,8.83,3.66,185505.95,3.89
420979.02,8.82,3.65,185178.37,3.88
420927.3,8.82,3.65,185178.37,3.88
421064.12,8.83,3.66,185186.41,3.88
420769.99,8.82,3.65,184967.72,3.88
420718.27,8.82,3.65,184961.33,3.88
420434.39,8.82,3.65,184682.1,3.87
420887.76,8.83,3.66,184680.44,3.87
420836.04,8.83,3.66,185256.33,3.89
420422.25,8.84,3.66,185256.33,3.89
420217.55,8.83,3.66,184680.44,3.88
420165.83,8.83,3.66,185172.63,3.89
420302.65,8.84,3.66,185172.63,3.89
420439.48,8.84,3.67,185172.63,3.89
420387.76,8.84,3.67,185172.63,3.89
420336.03,8.84,3.67,185174.47,3.9
420472.86,8.85,3.67,185172.94,3.9
420421.13,8.85,3.68,185173.88,3.9
420369.41,8.85,3.68,185803.45,3.91
420740.13,8.86,3.69,186079.68,3.92
420688.4,8.86,3.69,186079.68,3.92
420636.68,8.86,3.69,186079.68,3.92
420909.09,8.87,3.69,186110.93,3.92
420750.54,8.86,3.69,185952.92,3.92
420698.81,8.86,3.69,186011.82,3.92
420682.7,8.87,3.69,186007.83,3.92
421625.32,8.89,3.71,187874.08,3.96
421573.6,8.89,3.72,187874.08,3.96
421300.19,8.88,3.71,187214.96,3.95
421248.47,8.88,3.71,187214.96,3.95
420794.34,8.88,3.7,186651.66,3.94
420742.61,8.88,3.7,186815.15,3.94
420879.44,8.88,3.71,186711.39,3.94
420827.71,8.88,3.71,186697.29,3.94
420465.27,8.88,3.7,186382.85,3.93
420437.29,8.88,3.7,186393.55,3.94
420977.99,8.89,3.72,187283.71,3.95
420926.27,8.89,3.72,187285.02,3.96
420874.54,8.89,3.72,187283.71,3.96
420208.1,8.88,3.71,186527.22,3.94
420049.55,8.88,3.7,186384.9,3.94
420321.96,8.88,3.71,186385.43,3.94
420458.78,8.89,3.72,186384.93,3.94
420407.06,8.89,3.72,186464.83,3.94
420298.51,8.89,3.71,186357.17,3.94
420246.78,8.89,3.71,186357.5,3.94
420036.38,8.88,3.71,186132.57,3.94
420032.56,8.88,3.71,186155.04,3.94
419936.49,8.88,3.71,186575.3,3.95
419884.77,8.89,3.71,186575.3,3.95
420338.14,8.9,3.72,186575.3,3.95
420474.97,8.9,3.73,186576.94,3.95
420611.79,8.9,3.73,186575.72,3.95
420560.07,8.91,3.73,186575.3,3.95
420508.35,8.91,3.73,186934.86,3.96
420399.8,8.9,3.73,186845.86,3.96
420291.25,8.9,3.73,186737.79,3.96
420239.52,8.9,3.73,186916.26,3.96
420067.82,8.9,3.73,186378.23,3.95
420204.64,8.9,3.73,187281.42,3.97
420575.36,8.91,3.74,187281.42,3.97
420371.97,8.91,3.74,187046.37,3.96
420508.79,8.91,3.74,187046.37,3.96
420645.62,8.92,3.75,187046.37,3.97
420782.44,8.92,3.75,187046.53,3.97
421054.85,8.93,3.76,187046.58,3.97
421003.13,8.93,3.76,187046.37,3.97
421139.95,8.93,3.76,187046.37,3.97
421276.78,8.94,3.77,188738.2,4.0
421413.61,8.94,3.77,188738.2,4.01
421550.43,8.95,3.78,188738.2,4.01
421687.26,8.95,3.78,188738.2,4.01
421635.53,8.95,3.78,188738.2,4.01
421583.81,8.95,3.78,188774.47,4.01
421532.08,8.95,3.78,188738.2,4.01
421480.36,8.96,3.78,188806.59,4.01
421617.19,8.96,3.79,189495.32,4.03
421247.19,8.95,3.78,189125.32,4.02
420884.74,8.95,3.77,188713.77,4.01
420833.02,8.95,3.77,188713.77,4.01
421105.43,8.95,3.78,188713.77,4.01
420811.3,8.95,3.78,188426.16,4.01
420759.57,8.95,3.78,188427.91,4.01
420707.85,8.95,3.78,188429.29,4.01
420656.12,8.95,3.78,188426.16,4.01
420656.12,8.95,3.78,188426.16,4.01
421026.84,8.96,3.79,189088.62,4.02
420975.12,8.96,3.79,188790.23,4.02
421111.94,8.96,3.79,189246.98,4.03
421248.77,8.97,3.8,189246.98,4.03
421197.04,8.97,3.8,189246.98,4.03
421145.32,8.97,3.8,189246.98,4.03
421093.6,8.97,3.8,189247.47,4.03
421093.6,8.97,3.8,189247.47,4.03
421041.87,8.97,3.8,189586.78,4.04
420679.43,8.97,3.79,189345.36,4.04
420651.45,8.97,3.79,189403.85,4.04
421192.15,8.98,3.81,189800.35,4.05
421562.87,8.99,3.82,189800.35,4.05
421511.14,8.99,3.82,189800.35,4.05
420844.7,8.98,3.81,189195.56,4.04
420792.98,8.98,3.81,189195.56,4.04
420741.25,8.98,3.81,189214.9,4.04
420878.08,8.98,3.81,189202.63,4.04
421150.49,8.99,3.82,189199.1,4.04
421150.49,8.99,3.82,189199.1,4.04
421422.89,9.0,3.83,190352.73,4.06
421371.17,9.0,3.83,190518.7,4.07
421507.99,9.0,3.83,190518.7,4.07
421644.82,9.01,3.84,190518.7,4.07
421593.1,9.01,3.84,190518.7,4.07
421729.92,9.01,3.84,190518.7,4.07
421678.2,9.01,3.84,190573.4,4.07
422040.35,9.02,3.85,190518.7,4.07
422040.35,9.02,3.85,190518.7,4.07
421988.63,9.02,3.85,190518.7,4.07
421936.9,9.02,3.85,191508.25,4.1
421885.18,9.03,3.85,191508.25,4.1
421833.46,9.03,3.85,191508.25,4.1
421781.73,9.03,3.85,191509.68,4.1
421730.01,9.03,3.86,191509.26,4.1
421420.75,9.02,3.85,191136.12,4.09
421791.47,9.03,3.86,191135.1,4.09
422153.62,9.04,3.87,191558.36,4.1
422101.9,9.04,3.87,191731.06,4.11
422050.18,9.04,3.87,191879.1,4.11
421998.45,9.04,3.87,191879.1,4.11
421946.73,9.04,3.87,191879.1,4.11
421836.73,9.04,3.87,191768.82,4.11
421973.55,9.05,3.87,191768.82,4.11
421653.55,9.04,3.87,191448.82,4.1
421601.83,9.04,3.87,191469.58,4.11
421738.66,9.04,3.87,191458.11,4.11
421376.21,9.04,3.86,191199.09,4.1
421738.96,9.05,3.87,191637.26,4.11
421687.24,9.05,3.87,191539.76,4.11
421743.94,9.05,3.88,192089.81,4.12
421692.22,9.05,3.88,192089.81,4.12
422017.58,9.06,3.89,192089.81,4.12
421965.86,9.06,3.89,192091.85,4.12
421763.18,9.06,3.88,191882.46,4.12
421900.0,9.06,3.89,191880.77,4.12
421848.28,9.06,3.89,191880.42,4.12
421848.28,9.06,3.89,191880.42,4.12
421796.55,9.06,3.89,191880.42,4.12
421512.68,9.06,3.88,191559.02,4.12
421460.95,9.06,3.89,192162.83,4.13
421597.78,9.06,3.89,192299.07,4.13
421976.47,9.07,3.9,192299.07,4.13
421924.74,9.07,3.9,192299.07,4.13
421873.02,9.07,3.9,192318.11,4.14
422009.84,9.08,3.9,192303.04,4.14
421958.12,9.08,3.91,192302.98,4.14
421597.71,9.07,3.9,192299.07,4.14
421569.73,9.07,3.9,193112.38,4.16
421975.89,9.08,3.91,193167.4,4.16
421924.16,9.08,3.91,193167.4,4.16
421872.44,9.08,3.91,193167.4,4.16
421527.64,9.08,3.91,192745.64,4.15
421890.38,9.09,3.92,192747.88,4.15
421838.66,9.09,3.92,192746.51,4.15
421786.94,9.09,3.92,192745.64,4.15
421422.46,9.08,3.91,193256.19,4.17
421008.67,9.09,3.92,193256.19,4.17
421145.5,9.09,3.92,192956.0,4.17
421141.68,9.1,3.92,192828.35,4.16
421043.5,9.1,3.92,192985.64,4.17
420991.78,9.1,3.92,192985.64,4.17
420707.9,9.09,3.92,192690.65,4.16
420656.17,9.09,3.92,192719.26,4.17
420604.45,9.09,3.92,192767.81,4.17
420552.72,9.09,3.92,192708.45,4.17
420501.0,9.09,3.92,192692.99,4.17
420637.83,9.1,3.93,192955.49,4.17
420910.23,9.11,3.93,193028.23,4.18
420713.99,9.1,3.93,192825.25,4.17
420850.82,9.11,3.93,193136.06,4.18
420850.82,9.11,3.93,193136.06,4.18
420799.09,9.11,3.94,193136.06,4.18
420462.0,9.1,3.93,192814.33,4.17
420410.28,9.1,3.93,192814.33,4.17
420781.0,9.11,3.94,192831.91,4.18
420917.82,9.12,3.94,192817.68,4.18
421054.65,9.12,3.95,192815.72,4.18
421054.65,9.12,3.95,192815.72,4.18
421002.93,9.12,3.95,192814.33,4.18
420951.2,9.12,3.95,193507.63,4.19
420899.48,9.12,3.95,193598.4,4.2
420695.35,9.12,3.95,193448.53,4.19
420332.9,9.11,3.94,193084.44,4.19
420281.18,9.11,3.94,193084.44,4.19
420651.9,9.12,3.95,193084.44,4.19
420600.17,9.12,3.95,193122.51,4.19
420548.45,9.12,3.95,193138.72,4.19
420496.73,9.12,3.95,193216.71,4.19
420468.74,9.13,3.95,193935.53,4.21
420903.97,9.14,3.96,194035.87,4.21
420821.43,9.14,3.96,194037.27,4.21
421192.15,9.15,3.97,194037.27,4.21
421140.42,9.15,3.97,194037.27,4.21
420988.1,9.14,3.97,193834.44,4.21
420936.38,9.14,3.97,193835.03,4.21
420573.94,9.14,3.96,193834.45,4.21
420522.21,9.14,3.97,193834.46,4.21
420975.59,9.15,3.98,193901.25,4.21
421112.42,9.15,3.98,193966.52,4.22
420940.71,9.15,3.98,193834.44,4.21
421077.53,9.15,3.98,193834.44,4.21
421349.94,9.16,3.99,194952.15,4.24
421486.77,9.17,3.99,194952.15,4.24
421435.04,9.17,3.99,194952.15,4.24
421383.32,9.17,4.0,194952.15,4.24
421762.01,9.18,4.0,194955.68,4.24
421898.83,9.18,4.01,194953.14,4.24
421898.83,9.18,4.01,194953.14,4.24
421847.11,9.18,4.01,194953.11,4.24
421983.93,9.19,4.01,194952.15,4.24
421932.21,9.19,4.02,195962.98,4.27
421880.49,9.19,4.02,195962.98,4.27
421828.76,9.19,4.02,195962.98,4.27
421777.04,9.19,4.02,196031.66,4.27
421913.86,9.2,4.02,195979.63,4.27
421589.73,9.19,4.02,195636.53,4.26
421538.01,9.19,4.02,195637.56,4.27
421177.6,9.18,4.01,195237.61,4.26
420974.2,9.18,4.01,195007.06,4.25
420922.48,9.18,4.01,195019.71,4.25
421296.51,9.19,4.02,195665.41,4.27
421296.51,9.19,4.02,195654.95,4.27
421232.91,9.19,4.02,195560.95,4.27
421369.74,9.19,4.02,195560.95,4.27
421506.56,9.2,4.03,195560.95,4.27
421454.84,9.2,4.03,195561.53,4.27
421825.56,9.21,4.04,195560.95,4.27
421773.83,9.21,4.04,195560.95,4.27
421910.66,9.21,4.04,195560.95,4.27
421858.93,9.22,4.04,196410.41,4.29
421807.21,9.22,4.04,196512.63,4.29
421444.77,9.21,4.04,196162.28,4.29
421393.04,9.21,4.04,196162.28,4.29
421341.32,9.21,4.04,196162.28,4.29
421289.59,9.21,4.04,196169.31,4.29
421005.72,9.21,4.03,195906.06,4.28
421459.09,9.22,4.04,195903.51,4.28
421407.37,9.22,4.05,195910.47,4.29
421355.64,9.22,4.05,196216.04,4.29
421303.92,9.22,4.05,196304.35,4.3
421440.74,9.22,4.05,196512.31,4.3
421389.02,9.23,4.05,196512.31,4.3
421337.3,9.23,4.05,196512.31,4.3
420962.2,9.22,4.05,196217.71,4.3
421332.92,9.23,4.06,196247.96,4.3
421281.19,9.23,4.06,196231.43,4.3
421229.47,9.23,4.06,196266.6,4.3
421097.74,9.23,4.05,197087.21,4.32
421184.23,9.23,4.06,197188.27,4.32
420184.23,9.21,4.04,196188.27,4.3
421200.18,9.23,4.06,196506.56,4.31
420749.33,9.23,4.05,196356.49,4.31
420697.6,9.23,4.05,196356.49,4.31
420645.88,9.23,4.06,196356.49,4.31
420594.15,9.23,4.06,196356.62,4.31
420542.43,9.23,4.06,196357.26,4.31
420490.71,9.23,4.06,196356.49,4.31
420944.08,9.24,4.07,196607.36,4.32
420892.36,9.24,4.07,196718.0,4.32
420595.65,9.24,4.06,196373.25,4.31
420543.93,9.24,4.06,196564.87,4.32
420914.65,9.25,4.07,196564.87,4.32
420862.92,9.25,4.07,196564.87,4.32
420811.2,9.25,4.08,196567.21,4.32
420759.48,9.25,4.08,196565.76,4.32
420707.75,9.25,4.08,196564.87,4.32
420656.03,9.25,4.08,197237.67,4.34
420327.33,9.24,4.07,196839.4,4.33
421334.93,9.27,4.1,197606.37,4.35
421705.65,9.28,4.1,197606.37,4.35
421252.25,9.27,4.1,197335.51,4.34
420970.86,9.26,4.09,197034.87,4.34
420608.41,9.26,4.08,197034.87,4.34
421128.64,9.27,4.1,197039.15,4.34
421076.91,9.27,4.1,197046.89,4.34
421025.19,9.27,4.1,198048.04,4.36
421009.08,9.27,4.1,198220.88,4.37
422219.79,9.3,4.13,198884.87,4.38
422168.07,9.3,4.13,198884.87,4.38
422116.34,9.3,4.13,198884.87,4.38
422064.62,9.3,4.13,198899.04,4.38
421657.14,9.29,4.12,198450.26,4.37
422177.37,9.31,4.13,198437.96,4.37
421763.58,9.31,4.14,198437.96,4.38
421311.63,9.3,4.13,198436.09,4.38
421584.03,9.31,4.14,198984.47,4.4
421556.05,9.31,4.14,199145.98,4.4
421989.77,9.32,4.15,199336.89,4.4
422360.49,9.33,4.16,199336.89,4.41
422168.17,9.33,4.16,199785.59,4.42
422116.45,9.33,4.16,199785.59,4.42
421581.41,9.32,4.15,199354.78,4.41
421529.68,9.32,4.15,199354.78,4.41
421477.96,9.32,4.15,199414.39,4.41
421115.52,9.32,4.14,199376.89,4.41
420824.39,9.31,4.14,198628.21,4.4
420772.66,9.31,4.14,198645.44,4.4
420744.68,9.32,4.14,199290.69,4.41
421178.4,9.33,4.15,199291.52,4.41
420806.04,9.32,4.15,198854.18,4.4
420754.32,9.32,4.15,198854.18,4.41
420702.59,9.32,4.15,198854.18,4.41
420650.87,9.32,4.15,198854.18,4.41
420787.7,9.33,4.16,198858.48,4.41
420924.52,9.33,4.16,198860.11,4.41
421444.75,9.34,4.17,198854.18,4.41
421163.51,9.34,4.17,199398.9,4.42
421111.79,9.34,4.17,199521.47,4.43
421060.06,9.34,4.17,199487.38,4.43
421008.34,9.34,4.17,199487.38,4.43
421379.06,9.35,4.18,199487.38,4.43
421379.06,9.35,4.18,199498.37,4.43
421515.88,9.36,4.18,199498.37,4.43
421652.71,9.36,4.19,199500.06,4.43
421600.99,9.36,4.19,199502.41,4.43
421377.02,9.36,4.18,199607.75,4.43
421325.29,9.36,4.19,199593.97,4.43
421273.57,9.36,4.19,199629.0,4.44
421221.84,9.36,4.19,200077.04,4.45
421170.12,9.36,4.19,200077.04,4.45
421118.4,9.36,4.19,200077.04,4.45
421489.11,9.37,4.2,200077.04,4.45
421761.52,9.38,4.21,200157.23,4.45
421399.08,9.37,4.2,200169.03,4.45
421636.92,9.38,4.21,200487.63,4.46
423568.05,9.42,4.25,202837.04,4.51
424021.43,9.43,4.26,202837.04,4.51
423969.7,9.43,4.26,202837.04,4.51
424106.53,9.44,4.27,202844.01,4.51
424243.35,9.44,4.27,202838.74,4.52
424380.18,9.45,4.28,202837.86,4.52
424328.46,9.45,4.28,202837.04,4.52
424107.74,9.45,4.27,202652.13,4.51
424056.02,9.45,4.27,203615.08,4.54
424004.29,9.45,4.28,203614.7,4.54
423952.57,9.45,4.28,203614.7,4.54
423900.84,9.45,4.28,203614.7,4.54
423849.12,9.45,4.28,203614.74,4.54
423797.4,9.45,4.28,203650.58,4.54
423745.67,9.45,4.28,203657.66,4.54
423693.95,9.45,4.28,203642.4,4.54
423280.15,9.46,4.29,203642.4,4.55
423280.15,9.46,4.29,203642.4,4.55
422973.53,9.46,4.28,203448.47,4.55
422933.68,9.46,4.28,203615.47,4.55
422870.08,9.46,4.28,203420.77,4.55
423006.91,9.46,4.29,203420.77,4.55
