ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
735220.1,18.02,4.67,322234.76,7.9
734846.27,18.01,4.67,323291.91,7.92
734846.27,18.01,4.67,323291.91,7.92
735115.5,18.02,4.67,323404.65,7.93
735115.5,18.02,4.67,323580.95,7.93
734967.03,18.02,4.68,323512.58,7.93
735265.72,18.03,4.69,323515.91,7.93
735373.51,18.04,4.69,323697.95,7.94
736077.95,18.06,4.71,324984.67,7.97
735790.25,18.05,4.71,324965.96,7.97
735830.48,18.06,4.71,324888.21,7.97
735583.61,18.05,4.71,325006.39,7.98
735555.44,18.06,4.71,324999.13,7.98
735595.67,18.06,4.72,324923.22,7.98
735447.2,18.06,4.72,324802.92,7.98
735447.2,18.06,4.72,324797.42,7.98
735298.73,18.06,4.72,325431.84,7.99
735477.13,18.07,4.73,325337.15,7.99
735477.13,18.07,4.73,325337.15,7.99
735709.23,18.08,4.73,325526.36,8.0
735978.46,18.09,4.74,325334.07,7.99
736263.82,18.1,4.75,325294.32,7.99
735889.99,18.09,4.74,326904.5,8.04
736175.35,18.1,4.75,327297.45,8.05
735968.48,18.09,4.75,326711.37,8.03
735809.78,18.09,4.75,326552.47,8.03
735661.3,18.09,4.75,326436.28,8.03
735544.68,18.09,4.75,326184.64,8.02
735180.84,18.09,4.74,326258.51,8.03
735180.84,18.09,4.74,326258.51,8.03
735918.4,18.11,4.76,327116.51,8.05
736324.05,18.12,4.78,327138.75,8.05
735636.16,18.11,4.76,326405.78,8.03
734568.68,18.12,4.77,326188.0,8.04
734837.91,18.13,4.78,326052.95,8.04
734464.08,18.12,4.78,326229.05,8.05
734249.27,18.12,4.77,326014.24,8.04
734534.63,18.13,4.78,325918.18,8.04
734506.45,18.13,4.79,325953.34,8.05
734132.62,18.12,4.78,325869.16,8.04
733842.05,18.12,4.77,325461.18,8.04
733693.58,18.12,4.78,325327.13,8.03
733545.11,18.12,4.78,325293.46,8.04
733435.11,18.12,4.77,325183.46,8.03
733028.99,18.11,4.77,324401.19,8.02
733028.99,18.11,4.77,324401.19,8.02
732880.52,18.11,4.77,324469.58,8.02
732592.82,18.11,4.76,324267.42,8.01
732444.35,18.11,4.76,324203.65,8.02
732295.88,18.11,4.77,324154.62,8.02
732336.11,18.11,4.77,324125.39,8.02
732621.47,18.12,4.78,324582.2,8.03
732621.47,18.12,4.78,324582.2,8.03
732473.0,18.12,4.78,324687.78,8.03
732324.53,18.12,4.78,324551.42,8.03
732364.76,18.13,4.79,324449.94,8.03
731990.93,18.12,4.78,324097.17,8.02
731990.93,18.12,4.78,324097.17,8.02
731962.75,18.13,4.78,324104.7,8.03
731814.28,18.13,4.78,323972.15,8.02
732099.64,18.14,4.79,325310.35,8.06
732139.87,18.14,4.8,325484.87,8.06
731991.4,18.14,4.8,325611.36,8.07
731703.7,18.14,4.79,325080.5,8.06
731561.56,18.13,4.79,325198.35,8.06
731344.26,18.13,4.78,324887.44,8.05
731344.26,18.13,4.78,324887.44,8.05
731749.91,18.14,4.8,324910.79,8.05
731601.44,18.14,4.8,324827.52,8.05
731452.97,18.14,4.8,324766.25,8.06
731304.5,18.14,4.8,324794.89,8.06
731166.64,18.14,4.8,324929.55,8.06
731166.64,18.14,4.8,324929.55,8.06
731007.56,18.14,4.8,324691.53,8.06
731185.96,18.15,4.81,324565.94,8.06
731157.78,18.16,4.81,324552.56,8.06
731009.31,18.16,4.81,324439.26,8.06
731049.54,18.16,4.82,324415.01,8.06
730675.71,18.15,4.81,324605.37,8.07
730527.24,18.15,4.81,324771.92,8.07
730567.47,18.16,4.82,324658.85,8.07
730419.0,18.16,4.82,324471.91,8.07
730270.53,18.16,4.82,324732.63,8.08
730310.76,18.17,4.82,324623.9,8.07
730310.76,18.17,4.82,324623.9,8.07
730247.96,18.17,4.83,324519.41,8.07
730568.41,18.18,4.84,325074.01,8.09
730540.23,18.19,4.84,325060.73,8.09
730718.63,18.19,4.85,325191.93,8.1
730570.16,18.19,4.85,325077.65,8.1
730421.69,18.19,4.85,325062.62,8.1
730273.21,18.2,4.85,325146.93,8.1
730124.74,18.2,4.85,325142.48,8.1
730894.14,18.22,4.88,326619.5,8.14
730865.96,18.22,4.88,326645.06,8.14
730906.19,18.23,4.88,327519.63,8.17
730906.19,18.23,4.88,327653.24,8.17
730757.72,18.23,4.89,327559.19,8.17
730797.96,18.23,4.89,327862.39,8.18
729730.48,18.24,4.9,327644.61,8.19
729582.01,18.24,4.9,327757.3,8.2
729742.53,18.25,4.91,327804.8,8.2
729920.93,18.26,4.92,327692.92,8.2
729772.46,18.26,4.92,327656.32,8.2
729812.7,18.27,4.92,327599.11,8.2
729664.22,18.27,4.92,327555.24,8.2
729442.53,18.26,4.92,327324.92,8.19
729482.76,18.27,4.92,327427.24,8.2
729355.52,18.27,4.92,327973.62,8.21
729355.52,18.27,4.92,327973.62,8.21
729178.87,18.27,4.93,328003.98,8.22
729464.23,18.28,4.94,327940.82,8.22
729464.23,18.28,4.94,327897.27,8.22
729753.46,18.29,4.95,327753.42,8.22
729725.28,18.3,4.95,327752.13,8.22
729576.81,18.3,4.95,327669.98,8.22
729369.94,18.29,4.95,327741.84,8.22
729221.47,18.29,4.95,327682.68,8.22
729073.0,18.3,4.95,327770.67,8.23
728005.52,18.31,4.96,327552.89,8.24
728005.52,18.31,4.96,327548.76,8.24
727857.05,18.31,4.96,327460.15,8.24
727708.58,18.31,4.96,327880.12,8.25
727748.81,18.31,4.97,327825.08,8.25
727748.81,18.31,4.97,327875.07,8.25
727685.76,18.32,4.97,327696.21,8.25
727321.93,18.31,4.96,328264.26,8.26
727321.93,18.31,4.96,328228.93,8.26
726618.87,18.3,4.95,327447.4,8.24
726011.47,18.28,4.94,326863.37,8.23
725777.58,18.28,4.94,326547.71,8.23
725250.66,18.27,4.93,325648.61,8.21
725222.49,18.28,4.93,325611.95,8.21
725074.02,18.28,4.94,325539.68,8.21
724925.54,18.28,4.94,325506.02,8.21
723858.07,18.29,4.95,325288.24,8.22
723561.2,18.28,4.94,324936.1,8.21
723412.73,18.28,4.94,325232.93,8.22
723698.09,18.29,4.95,325380.78,8.23
723698.09,18.29,4.95,325421.12,8.23
723698.09,18.29,4.95,325421.12,8.23
723581.46,18.3,4.95,325271.08,8.22
723374.59,18.29,4.95,324522.19,8.21
723000.76,18.28,4.94,325486.24,8.23
723689.03,18.31,4.96,326867.05,8.27
723695.65,18.31,4.96,326902.99,8.27
723530.12,18.31,4.96,326300.21,8.26
723815.48,18.32,4.97,326601.82,8.26
723590.22,18.31,4.97,326347.75,8.26
723750.74,18.32,4.98,326385.56,8.26
723750.74,18.32,4.98,326385.56,8.26
724036.1,18.33,4.99,326295.42,8.26
724007.93,18.33,4.99,326294.13,8.26
724007.93,18.33,4.99,326294.13,8.26
723859.45,18.33,4.99,326178.18,8.26
723710.98,18.34,4.99,326241.54,8.27
723710.98,18.34,4.99,326241.54,8.27
723562.51,18.34,4.99,326141.68,8.26
723188.68,18.33,4.99,326070.21,8.26
723188.68,18.33,4.99,326070.21,8.26
723040.21,18.33,4.99,326065.47,8.27
722891.74,18.33,4.99,326514.57,8.28
722833.23,18.33,4.99,326328.75,8.28
723118.59,18.34,5.0,326505.13,8.28
723158.83,18.35,5.0,326404.54,8.28
722920.39,18.35,5.0,326081.96,8.28
722892.21,18.35,5.01,326096.92,8.28
722204.32,18.34,4.99,325363.95,8.26
722244.55,18.34,5.0,325256.74,8.26
722244.55,18.34,5.0,325172.2,8.26
721870.72,18.34,4.99,325165.14,8.26
721722.25,18.34,4.99,325081.69,8.26
721573.78,18.34,4.99,325046.97,8.26
721573.78,18.34,4.99,325046.97,8.26
721573.78,18.34,4.99,325046.97,8.26
721425.3,18.34,4.99,325263.87,8.27
721276.83,18.34,5.0,325231.51,8.27
721128.36,18.34,5.0,325036.5,8.27
721022.73,18.34,5.0,325230.92,8.27
721062.96,18.35,5.0,325886.95,8.29
721062.96,18.35,5.0,325886.95,8.29
720871.65,18.35,5.0,325588.43,8.29
720911.89,18.35,5.01,325679.28,8.29
720952.12,18.36,5.01,325960.19,8.3
719884.64,18.37,5.02,325742.41,8.31
718817.17,18.38,5.03,325524.64,8.32
719304.91,18.39,5.05,325635.46,8.33
719276.73,18.39,5.05,325650.42,8.33
719128.26,18.4,5.05,325566.98,8.33
719168.49,18.4,5.06,325479.88,8.33
719174.97,18.4,5.06,325572.39,8.33
719026.5,18.4,5.06,325498.28,8.33
718878.03,18.4,5.06,325775.15,8.34
718653.81,18.4,5.05,325631.23,8.34
718432.11,18.39,5.05,325790.78,8.34
718472.35,18.4,5.05,325714.81,8.34
718323.87,18.4,5.06,325663.16,8.34
718323.87,18.4,5.06,325663.16,8.34
718609.23,18.41,5.07,325592.48,8.34
718649.47,18.41,5.07,325544.7,8.34
718649.47,18.41,5.07,325544.7,8.34
718522.22,18.42,5.07,325386.32,8.34
718522.22,18.42,5.07,325386.32,8.34
718562.46,18.42,5.08,325845.18,8.35
718287.53,18.41,5.07,325376.22,8.34
718657.26,18.43,5.09,326007.13,8.36
718942.62,18.44,5.09,327152.4,8.39
718254.72,18.43,5.08,326379.45,8.37
718029.46,18.42,5.08,325513.85,8.35
718001.28,18.43,5.08,325500.57,8.35
718233.38,18.43,5.09,326729.12,8.39
718393.91,18.44,5.1,326776.62,8.39
718679.27,18.45,5.11,326684.43,8.39
718530.8,18.45,5.11,326570.15,8.39
718382.33,18.45,5.11,326682.46,8.39
718422.56,18.46,5.11,326608.28,8.39
718274.09,18.46,5.12,326533.14,8.39
718125.62,18.46,5.12,326454.18,8.39
718128.35,18.46,5.12,326455.29,8.39
718360.45,18.47,5.13,326574.66,8.4
718211.98,18.47,5.13,326695.87,8.4
718063.51,18.47,5.13,326544.04,8.4
717689.68,18.46,5.12,326476.26,8.4
717541.21,18.46,5.12,326458.45,8.4
717200.63,18.46,5.11,326009.15,8.39
716900.06,18.45,5.11,326037.7,8.39
716426.47,18.46,5.11,325881.49,8.4
716426.47,18.46,5.11,325881.49,8.4
716466.7,18.46,5.12,325822.74,8.4
716438.52,18.47,5.12,325793.59,8.4
716290.05,18.47,5.12,325695.18,8.4
716468.45,18.48,5.13,325635.41,8.4
716508.68,18.48,5.14,325618.76,8.4
716508.68,18.48,5.14,325618.76,8.4
716301.81,18.48,5.13,326594.07,8.42
716342.04,18.48,5.14,326764.02,8.43
716342.04,18.48,5.14,326764.02,8.43
716747.7,18.49,5.15,326786.26,8.43
716373.87,18.49,5.14,326674.9,8.43
716225.4,18.49,5.14,327102.54,8.44
716076.92,18.49,5.14,326772.26,8.44
715928.45,18.49,5.15,326987.41,8.44
716303.6,18.5,5.16,327160.59,8.45
717073.0,18.52,5.18,327972.68,8.47
717073.0,18.52,5.18,327972.68,8.47
717044.82,18.53,5.19,327956.77,8.47
716896.35,18.53,5.19,327863.75,8.47
716747.88,18.53,5.19,327830.08,8.48
716432.83,18.53,5.18,327722.14,8.47
716284.35,18.53,5.18,328022.33,8.48
716462.75,18.53,5.19,327912.94,8.48
716502.99,18.54,5.2,328266.83,8.49
716502.99,18.54,5.2,328266.83,8.49
716354.51,18.54,5.2,327965.3,8.49
716354.51,18.54,5.2,327965.3,8.49
716227.27,18.54,5.2,328016.05,8.49
716012.46,18.54,5.2,327801.24,8.49
716277.06,18.55,5.21,328370.08,8.5
716455.46,18.56,5.22,328245.2,8.5
715872.69,18.55,5.21,327551.77,8.49
715872.69,18.55,5.21,327551.77,8.49
715575.82,18.54,5.2,327436.7,8.49
715839.89,18.55,5.21,329307.81,8.54
716663.49,18.58,5.23,329648.7,8.54
716635.31,18.58,5.24,329663.66,8.55
716486.84,18.58,5.24,329534.73,8.55
716900.68,18.59,5.25,329529.4,8.55
716463.46,18.59,5.24,329028.95,8.54
716320.29,18.58,5.24,329021.62,8.54
716171.82,18.59,5.24,329016.95,8.54
716023.35,18.59,5.24,329119.38,8.54
716308.71,18.6,5.25,329017.26,8.54
716160.24,18.6,5.25,328927.11,8.54
716033.0,18.6,5.26,329508.73,8.56
716073.23,18.6,5.26,329684.56,8.57
715798.31,18.6,5.26,329542.86,8.56
715771.52,18.6,5.26,329117.83,8.55
715811.75,18.61,5.26,329053.78,8.55
715783.57,18.61,5.27,329079.34,8.56
715574.72,18.61,5.26,329291.38,8.56
715426.25,18.61,5.26,329208.26,8.56
715277.78,18.61,5.27,329123.22,8.56
714683.89,18.61,5.27,329061.65,8.57
714724.13,18.62,5.27,328931.02,8.57
715009.49,18.63,5.28,328838.53,8.57
714784.22,18.62,5.28,329639.68,8.59
714635.75,18.62,5.28,329663.86,8.59
714921.11,18.63,5.29,329702.23,8.59
714666.05,18.63,5.29,330156.24,8.61
714666.05,18.63,5.29,330156.24,8.61
714517.58,18.63,5.29,330271.89,8.61
714802.94,18.64,5.3,330486.15,8.62
714857.91,18.65,5.3,331350.15,8.64
714829.73,18.65,5.31,331313.49,8.64
715329.35,18.67,5.33,331234.48,8.64
715170.65,18.67,5.32,331105.33,8.64
714796.82,18.66,5.31,330796.88,8.63
714648.34,18.66,5.32,330705.98,8.63
713580.87,18.67,5.33,330488.2,8.65
713432.4,18.67,5.33,330488.14,8.65
713432.4,18.67,5.33,330488.14,8.65
713846.24,18.68,5.34,330482.81,8.65
713621.52,18.68,5.34,330572.26,8.65
713330.14,18.68,5.33,330304.25,8.65
713370.37,18.68,5.34,330225.86,8.65
713370.37,18.68,5.34,330225.86,8.65
713221.9,18.68,5.34,330195.85,8.65
713073.43,18.68,5.34,330398.56,8.66
713073.43,18.68,5.34,330398.56,8.66
713358.79,18.69,5.35,330319.59,8.66
712984.96,18.69,5.34,330257.74,8.66
712857.72,18.69,5.34,330119.47,8.65
712640.41,18.68,5.34,330115.73,8.65
712794.57,18.69,5.35,330569.38,8.67
712322.24,18.68,5.34,329991.14,8.66
712294.07,18.69,5.35,330006.1,8.66
712145.6,18.69,5.35,329876.02,8.66
712145.6,18.69,5.35,329876.02,8.66
712185.83,18.69,5.35,330129.68,8.67
712185.83,18.69,5.35,330165.76,8.67
712037.36,18.7,5.35,330152.61,8.67
711888.89,18.7,5.35,330438.48,8.68
712174.25,18.71,5.36,330307.6,8.68
712174.25,18.71,5.36,330307.6,8.68
712025.77,18.71,5.36,330180.84,8.68
712066.01,18.71,5.37,330660.71,8.69
712010.54,18.72,5.37,330632.47,8.69
712323.65,18.73,5.39,331193.63,8.71
712181.52,18.73,5.38,331494.78,8.72
712153.34,18.73,5.39,331520.34,8.72
712004.87,18.73,5.39,331411.34,8.72
712045.1,18.74,5.39,331451.13,8.72
711342.04,18.72,5.38,330669.6,8.7
711120.35,18.72,5.38,329744.74,8.68
711405.71,18.73,5.38,330985.74,8.71
711566.23,18.74,5.39,331023.55,8.72
711417.76,18.74,5.39,331306.64,8.73
711269.29,18.74,5.4,331029.6,8.72
711309.52,18.74,5.4,330950.34,8.72
711161.05,18.74,5.4,331378.92,8.73
711161.05,18.74,5.4,331378.92,8.73
710787.22,18.74,5.39,330983.77,8.73
710659.98,18.74,5.4,330912.44,8.73
710592.0,18.74,5.4,330595.37,8.72
710632.23,18.75,5.4,330519.84,8.72
710382.04,18.75,5.4,330339.28,8.72
710353.86,18.75,5.41,330328.82,8.72
710394.09,18.75,5.41,330299.59,8.72
710679.45,18.76,5.42,330434.95,8.72
710305.62,18.76,5.41,330306.98,8.72
710157.15,18.76,5.41,330203.47,8.72
710450.7,18.77,5.42,330690.31,8.74
710302.23,18.77,5.43,330803.55,8.74
710571.46,18.78,5.44,330695.76,8.74
710422.99,18.78,5.44,330542.52,8.74
710274.52,18.78,5.44,330578.03,8.74
710115.81,18.78,5.43,330424.41,8.74
709967.34,18.78,5.44,330701.65,8.75
709967.34,18.78,5.44,330701.65,8.75
709649.64,18.77,5.43,331371.44,8.77
709424.93,18.77,5.42,330932.76,8.75
709465.16,18.77,5.43,331379.86,8.77
709359.52,18.77,5.43,331241.03,8.77
709168.22,18.77,5.43,331003.3,8.76
709168.22,18.77,5.43,331003.3,8.76
709168.22,18.77,5.43,331003.3,8.76
709140.04,18.78,5.44,330966.64,8.76
709140.04,18.78,5.44,330966.64,8.76
709545.69,18.79,5.45,330988.88,8.77
709397.22,18.79,5.45,330897.98,8.77
709248.75,18.79,5.45,330922.33,8.77
709288.98,18.8,5.46,330845.37,8.77
709140.51,18.8,5.46,330897.78,8.77
708992.04,18.8,5.46,331359.14,8.79
709032.27,18.81,5.46,331284.96,8.79
708807.01,18.8,5.46,331417.05,8.79
707807.01,18.78,5.44,330417.05,8.77
707658.54,18.78,5.44,330077.57,8.76
707575.52,18.78,5.44,329933.93,8.76
707361.59,18.78,5.44,329788.71,8.76
707333.42,18.79,5.44,329803.67,8.76
706265.94,18.8,5.46,329585.89,8.77
706117.47,18.8,5.46,329453.7,8.77
705643.88,18.81,5.46,329361.58,8.78
705684.11,18.81,5.47,329272.43,8.78
705862.51,18.82,5.48,329202.72,8.78
705862.51,18.82,5.48,329202.72,8.78
705902.74,18.83,5.48,329904.75,8.8
705754.27,18.83,5.48,329931.79,8.8
705605.8,18.83,5.48,330081.76,8.81
705457.33,18.83,5.49,329963.23,8.81
705457.33,18.83,5.49,329963.23,8.81
705308.86,18.83,5.49,329912.69,8.81
705225.84,18.83,5.49,330144.82,8.82
705225.84,18.83,5.49,330144.82,8.82
704928.97,18.83,5.48,329475.95,8.8
704928.97,18.83,5.48,329475.95,8.8
705198.2,18.84,5.49,330707.05,8.83
704984.28,18.84,5.49,330366.43,8.83
704956.1,18.84,5.5,330381.39,8.83
704668.4,18.83,5.49,329740.63,8.81
704519.93,18.84,5.49,329616.74,8.81
704371.46,18.84,5.49,329906.6,8.82
704549.85,18.84,5.5,330405.71,8.84
704401.38,18.85,5.5,330337.43,8.84
704815.22,18.86,5.52,330332.1,8.84
704443.21,18.85,5.51,330225.96,8.84
704294.73,18.85,5.51,330135.81,8.84
704087.86,18.85,5.5,330192.61,8.84
704857.26,18.87,5.53,331584.4,8.88
705212.77,18.89,5.54,331750.11,8.88
705184.6,18.89,5.55,331742.85,8.89
705036.12,18.89,5.55,331641.18,8.89
704572.14,18.88,5.54,331522.4,8.88
704423.67,18.88,5.54,331489.0,8.89
704275.2,18.88,5.54,331765.61,8.9
704560.56,18.89,5.55,331697.18,8.89
704412.09,18.89,5.55,331525.0,8.89
705342.46,18.92,5.58,333045.37,8.94
705574.57,18.93,5.59,333214.14,8.94
705546.39,18.94,5.59,333212.85,8.94
704478.91,18.95,5.61,332995.07,8.96
704330.44,18.95,5.61,332879.13,8.96
704181.97,18.95,5.61,333095.0,8.96
704181.97,18.95,5.61,333095.0,8.96
703655.06,18.94,5.6,332195.9,8.94
703364.48,18.94,5.59,332082.29,8.94
703404.72,18.94,5.6,332012.3,8.94
703256.24,18.94,5.6,331929.6,8.94
703107.77,18.94,5.6,331828.95,8.94
703107.77,18.94,5.6,331828.95,8.94
702949.07,18.94,5.6,331675.33,8.94
702821.83,18.94,5.6,331666.86,8.94
702821.83,18.94,5.6,331666.86,8.94
702133.93,18.93,5.59,330933.9,8.92
701066.46,18.94,5.6,330716.12,8.94
701331.05,18.95,5.61,331286.17,8.95
701331.05,18.95,5.61,331331.06,8.95
701302.87,18.96,5.61,331306.42,8.96
701343.11,18.96,5.62,331283.21,8.96
701194.63,18.96,5.62,331184.46,8.96
700969.37,18.96,5.62,331795.1,8.97
700820.9,18.96,5.62,332004.74,8.98
700672.43,18.96,5.62,331969.21,8.98
700672.43,18.96,5.62,331924.33,8.98
700089.66,18.95,5.61,331229.69,8.97
700464.81,18.96,5.62,330959.83,8.96
700149.76,18.96,5.61,331710.01,8.98
699082.28,18.97,5.63,331492.23,8.99
698933.81,18.97,5.63,331278.95,8.99
698974.05,18.98,5.63,331319.09,8.99
699134.57,18.98,5.64,331356.9,9.0
698461.84,18.97,5.63,330404.78,8.97
698313.37,18.97,5.63,330868.63,8.99
698313.37,18.97,5.63,330916.87,8.99
698688.52,18.98,5.64,330812.18,8.99
698691.11,18.98,5.64,330817.24,8.99
697988.05,18.97,5.63,330069.11,8.97
697850.19,18.97,5.63,329729.88,8.96
697691.11,18.97,5.63,329550.04,8.96
697376.06,18.97,5.62,329495.37,8.96
697217.35,18.96,5.62,329341.38,8.96
697189.18,18.97,5.62,329348.92,8.96
697040.71,18.97,5.62,329255.16,8.96
697080.94,18.97,5.63,329394.25,8.97
696932.47,18.97,5.63,329337.88,8.97
696972.7,18.98,5.64,329261.5,8.97
697012.93,18.99,5.64,329208.87,8.97
696864.46,18.99,5.64,329193.83,8.97
696864.46,18.99,5.64,329193.83,8.97
697141.64,19.0,5.65,329658.54,8.98
696993.16,19.0,5.65,330004.94,8.99
697171.56,19.01,5.66,330280.97,9.0
697211.8,19.01,5.67,330824.7,9.02
697063.32,19.01,5.67,330769.75,9.02
696904.62,19.01,5.67,330642.01,9.02
696528.98,19.0,5.66,330766.75,9.02
696528.98,19.0,5.66,330766.75,9.02
695461.5,19.01,5.67,330548.97,9.04
695760.19,19.02,5.68,330552.3,9.04
695760.19,19.02,5.68,330552.3,9.04
695622.34,19.03,5.68,330263.01,9.03
695463.25,19.03,5.68,330200.71,9.03
695463.25,19.03,5.68,330200.71,9.03
695256.38,19.02,5.68,329828.64,9.02
695296.61,19.03,5.68,329750.9,9.02
695268.43,19.03,5.69,329765.86,9.03
695119.96,19.03,5.69,329629.9,9.03
695405.32,19.04,5.7,329577.8,9.03
695256.85,19.05,5.7,329939.53,9.04
694981.93,19.04,5.7,330094.03,9.04
694833.46,19.04,5.7,330032.23,9.04
694833.46,19.04,5.7,330032.23,9.04
694684.99,19.04,5.7,329817.39,9.04
694536.52,19.04,5.7,329665.61,9.04
694388.05,19.04,5.7,329687.21,9.04
694229.34,19.04,5.7,329533.85,9.04
694407.74,19.05,5.71,329435.26,9.04
694259.27,19.05,5.71,329383.58,9.04
694259.27,19.05,5.71,329383.58,9.04
694231.09,19.05,5.71,329376.32,9.04
694082.62,19.06,5.71,329274.65,9.04
693934.15,19.06,5.71,329241.26,9.04
694219.51,19.07,5.72,329162.94,9.04
693845.68,19.06,5.72,329892.56,9.06
693697.21,19.06,5.72,330130.43,9.07
693697.21,19.06,5.72,330130.43,9.07
693548.74,19.06,5.72,329879.86,9.07
693400.27,19.06,5.72,329873.21,9.07
693262.41,19.06,5.72,330049.0,9.08
693103.7,19.06,5.72,329893.85,9.07
693103.7,19.06,5.72,329893.85,9.07
693372.94,19.07,5.73,329362.65,9.06
693213.85,19.07,5.73,329130.75,9.06
693499.21,19.08,5.74,329023.16,9.05
693499.21,19.08,5.74,329023.16,9.05
693471.03,19.09,5.74,329030.69,9.06
693322.56,19.09,5.74,328950.16,9.06
693322.56,19.09,5.74,328950.16,9.06
692995.47,19.08,5.74,330495.84,9.1
692847.0,19.08,5.74,330426.25,9.1
692698.53,19.08,5.74,330590.46,9.11
692728.15,19.09,5.74,330672.17,9.11
692579.68,19.09,5.75,330523.78,9.11
692362.38,19.08,5.74,330488.48,9.11
692362.38,19.08,5.74,330488.48,9.11
692213.9,19.09,5.74,330704.5,9.12
691146.43,19.1,5.75,330486.73,9.13
691008.57,19.1,5.76,330241.99,9.13
690849.49,19.1,5.76,330179.7,9.13
691010.01,19.11,5.77,330217.51,9.13
691242.12,19.12,5.78,330061.16,9.13
690878.28,19.11,5.77,329594.36,9.12
691171.83,19.12,5.78,329748.7,9.12
691143.65,19.13,5.78,329741.45,9.13
691183.88,19.13,5.79,329666.71,9.13
691035.41,19.13,5.79,329546.41,9.12
690886.94,19.13,5.79,329858.78,9.14
690738.47,19.14,5.79,329777.16,9.14
690738.47,19.14,5.79,329777.16,9.14
690738.47,19.14,5.79,329885.55,9.14
690590.0,19.14,5.79,329797.95,9.14
690462.76,19.14,5.79,329797.76,9.14
690757.17,19.15,5.81,330289.08,9.16
690757.17,19.15,5.81,330283.3,9.16
690728.99,19.16,5.81,330298.25,9.16
690116.41,19.14,5.8,329573.74,9.14
690156.64,19.15,5.81,329519.31,9.14
690008.17,19.15,5.81,329418.13,9.14
690048.4,19.16,5.81,329376.21,9.14
690048.4,19.16,5.81,329376.21,9.14
689676.39,19.15,5.81,329342.44,9.14
689352.7,19.14,5.8,329106.94,9.14
689204.23,19.14,5.8,329255.48,9.15
689045.53,19.14,5.8,329102.37,9.14
689330.89,19.15,5.81,330344.14,9.18
689182.41,19.15,5.81,330199.95,9.18
689360.81,19.16,5.82,330695.28,9.19
689360.81,19.16,5.82,330738.59,9.19
689521.34,19.17,5.82,330776.41,9.2
689372.87,19.17,5.83,330689.97,9.2
688999.04,19.16,5.82,330215.57,9.18
689284.4,19.17,5.83,330123.02,9.18
689088.03,19.17,5.82,329918.24,9.18
688960.78,19.17,5.83,330403.35,9.19
688960.78,19.17,5.83,330403.35,9.19
688892.8,19.17,5.83,330145.95,9.19
688642.61,19.17,5.83,329868.77,9.18
688614.44,19.18,5.83,329876.3,9.19
688465.97,19.18,5.83,329770.0,9.19
688317.49,19.18,5.83,329726.18,9.19
688357.73,19.18,5.84,329652.0,9.19
688209.26,19.18,5.84,329730.49,9.19
688060.78,19.19,5.84,329671.66,9.19
687763.91,19.18,5.84,329648.78,9.19
687615.44,19.18,5.84,329587.34,9.19
687655.68,19.19,5.84,329698.68,9.2
687507.2,19.19,5.84,329850.8,9.21
687133.37,19.18,5.84,329783.44,9.2
687418.73,19.19,5.85,329719.81,9.2
687270.26,19.19,5.85,329534.29,9.2
687121.79,19.19,5.85,329324.11,9.2
686973.32,19.19,5.85,329228.94,9.2
686973.32,19.19,5.85,329273.83,9.2
686877.92,19.2,5.85,331902.29,9.28
686676.12,19.19,5.85,331599.78,9.27
686881.45,19.2,5.86,331582.68,9.27
686853.27,19.21,5.86,331597.64,9.27
688852.51,19.27,5.93,331857.19,9.28
688892.75,19.27,5.93,331838.35,9.28
688892.75,19.27,5.93,331838.35,9.28
687825.27,19.29,5.94,331630.61,9.3
687683.14,19.28,5.94,332332.15,9.32
687534.67,19.29,5.94,332202.07,9.32
687386.2,19.29,5.94,332506.5,9.33
687237.73,19.29,5.95,332280.26,9.33
687121.1,19.29,5.95,332312.37,9.33
687121.1,19.29,5.95,332314.13,9.33
688019.63,19.32,5.98,333476.96,9.36
687643.84,19.32,5.97,333101.17,9.36
687485.14,19.31,5.97,332973.43,9.35
687778.68,19.32,5.98,332840.46,9.35
687556.99,19.32,5.97,333392.05,9.37
687597.22,19.32,5.98,333693.95,9.38
687569.04,19.33,5.99,333692.66,9.38
687576.95,19.33,5.99,333732.22,9.38
687428.48,19.33,5.99,333606.84,9.38
687280.01,19.33,5.99,333719.28,9.39
687280.01,19.33,5.99,333685.58,9.39
686918.0,19.32,5.98,333252.96,9.37
686918.0,19.32,5.98,333289.77,9.38
686769.52,19.32,5.98,333146.37,9.37
686769.52,19.32,5.98,333113.56,9.37
687175.18,19.34,6.0,333136.9,9.38
686801.35,19.33,5.99,333031.33,9.37
686801.35,19.33,5.99,333033.68,9.37
686801.35,19.33,5.99,333033.68,9.37
