ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
537870.54,27.24,13.89,361860.94,18.32
537812.04,27.25,13.9,361611.61,18.32
537990.44,27.26,13.92,361499.38,18.32
537616.61,27.25,13.91,361144.62,18.31
537901.97,27.27,13.93,361092.53,18.31
537507.0,27.26,13.92,360715.07,18.29
537268.56,27.26,13.92,360500.01,18.29
536894.73,27.25,13.91,360666.18,18.3
536866.56,27.26,13.92,360655.73,18.31
536906.79,27.27,13.93,360489.56,18.31
536758.32,27.28,13.94,360396.05,18.32
536758.32,27.28,13.94,360396.05,18.32
536609.85,27.29,13.94,360489.63,18.33
536461.37,27.29,13.95,360393.49,18.34
536302.67,27.29,13.94,360239.88,18.33
536302.67,27.29,13.94,360239.88,18.33
536005.73,27.3,13.96,360052.09,18.34
535857.26,27.31,13.96,359985.95,18.34
535897.49,27.32,13.98,359954.52,18.35
535749.02,27.33,13.98,360130.73,18.37
535452.15,27.32,13.97,360047.55,18.37
535492.38,27.33,13.99,360659.59,18.41
535409.36,27.34,13.99,360582.57,18.41
535409.36,27.34,13.99,360582.57,18.41
535195.44,27.34,14.0,360438.27,18.41
535235.67,27.35,14.01,360726.57,18.44
535207.49,27.37,14.02,360725.28,18.45
535059.02,27.37,14.03,360609.34,18.45
534910.55,27.38,14.04,360710.05,18.46
534910.55,27.38,14.04,360710.05,18.46
534619.98,27.37,14.03,360368.67,18.45
534660.21,27.38,14.04,360706.6,18.47
534820.74,27.4,14.06,360652.2,18.48
535106.1,27.42,14.08,360589.87,18.48
534957.63,27.43,14.09,360497.55,18.48
534809.15,27.44,14.09,360468.06,18.49
534660.68,27.44,14.1,360432.09,18.5
534522.83,27.45,14.11,360493.14,18.51
534363.74,27.46,14.11,360388.61,18.52
534335.56,27.47,14.13,360372.71,18.53
534335.56,27.47,14.13,360372.71,18.53
534335.56,27.47,14.13,360372.71,18.53
534375.8,27.48,14.14,360518.49,18.54
534001.96,27.47,14.13,360459.89,18.54
533853.49,27.48,14.13,360348.23,18.55
534138.85,27.5,14.15,360276.93,18.55
534138.85,27.5,14.15,360276.93,18.55
533990.38,27.5,14.16,360703.89,18.58
534222.49,27.52,14.18,360935.28,18.6
534074.01,27.53,14.19,360609.66,18.59
533925.54,27.54,14.19,360952.91,18.62
533965.78,27.55,14.21,360925.35,18.62
533591.94,27.54,14.2,360675.96,18.61
533623.41,27.55,14.21,360478.78,18.61
533663.64,27.57,14.22,360441.85,18.62
533842.04,27.59,14.24,362001.26,18.71
534247.69,27.61,14.27,362023.49,18.71
534088.99,27.61,14.26,361869.11,18.71
534088.99,27.61,14.26,361869.11,18.71
533715.16,27.6,14.25,361757.75,18.7
533686.98,27.61,14.27,361750.5,18.71
533538.51,27.62,14.27,361630.2,18.72
533823.87,27.64,14.29,361831.38,18.73
533864.1,27.65,14.31,361771.9,18.74
534186.06,27.68,14.34,362262.13,18.77
534186.06,27.68,14.34,362262.13,18.77
534226.3,27.7,14.35,362161.54,18.77
534226.3,27.7,14.35,362161.54,18.77
534077.82,27.7,14.36,362795.95,18.82
533929.35,27.71,14.36,362492.07,18.81
533632.48,27.7,14.35,362413.91,18.81
533632.48,27.7,14.35,362413.91,18.81
533335.61,27.69,14.34,361972.8,18.79
533375.85,27.7,14.36,361865.59,18.79
533416.08,27.71,14.37,362554.34,18.84
533456.31,27.73,14.38,362999.57,18.87
533092.48,27.72,14.37,362032.84,18.82
532975.85,27.72,14.38,361825.63,18.82
533154.25,27.74,14.4,362749.56,18.88
533891.8,27.8,14.45,364165.41,18.96
534052.33,27.82,14.47,364203.23,18.97
534092.56,27.83,14.49,364123.97,18.97
533801.99,27.82,14.48,363968.49,18.97
533003.15,27.79,14.45,363140.63,18.93
532854.68,27.8,14.46,362980.64,18.94
533140.04,27.82,14.48,362893.17,18.94
533180.27,27.83,14.49,363004.5,18.95
533031.8,27.84,14.5,363043.72,18.96
532657.97,27.83,14.48,362976.36,18.96
532509.5,27.84,14.49,362921.12,18.97
532532.37,27.85,14.51,365326.53,19.11
532572.6,27.86,14.52,365272.65,19.11
533629.59,27.93,14.59,364960.04,19.11
533432.72,27.93,14.58,365008.33,19.11
533718.08,27.95,14.61,364979.74,19.11
533758.31,27.96,14.62,366132.64,19.18
533758.31,27.96,14.62,366132.64,19.18
533730.13,27.98,14.63,366147.59,19.19
533730.13,27.98,14.63,366147.59,19.19
533504.87,27.97,14.63,365707.22,19.17
533545.1,27.98,14.64,366156.56,19.2
533396.63,27.99,14.65,366061.79,19.21
533681.99,28.01,14.67,365938.37,19.21
533155.08,28.0,14.66,364996.87,19.17
532467.18,27.98,14.63,364308.98,19.14
532507.41,27.99,14.65,364189.75,19.14
532547.65,28.01,14.66,364086.84,19.15
532399.18,28.01,14.67,364240.73,19.16
532025.34,28.0,14.66,365347.81,19.23
530957.87,28.06,14.72,365130.03,19.3
530809.4,28.07,14.73,365012.52,19.3
530849.63,28.08,14.74,364509.16,19.28
530849.63,28.08,14.74,364509.16,19.28
530733.0,28.09,14.75,364873.51,19.31
532255.75,28.19,14.84,366334.82,19.4
532227.57,28.2,14.86,366318.92,19.41
532267.8,28.22,14.87,365971.27,19.4
531851.7,28.21,14.86,365026.18,19.36
531703.23,28.22,14.87,364933.15,19.37
531703.23,28.22,14.87,364980.59,19.37
531297.12,28.21,14.86,364574.47,19.36
531148.65,28.22,14.87,364771.69,19.38
531463.42,28.24,14.9,366450.85,19.47
531528.92,28.25,14.91,365982.48,19.45
531310.97,28.25,14.91,364921.2,19.4
531162.49,28.26,14.91,364714.49,19.4
531101.01,28.26,14.92,365588.89,19.46
530952.54,28.27,14.93,365661.05,19.47
530804.07,28.28,14.94,365592.9,19.48
530434.07,28.26,14.92,365222.9,19.46
530384.07,28.26,14.92,365172.9,19.46
530325.56,28.27,14.93,365440.19,19.48
530087.12,28.28,14.93,365069.54,19.47
530247.65,28.3,14.95,365107.35,19.48
530219.47,28.31,14.97,365070.69,19.49
530071.0,28.32,14.98,364998.42,19.5
529922.53,28.33,14.98,364964.76,19.51
529774.06,28.33,14.99,365299.21,19.54
529657.43,28.34,15.0,365749.09,19.57
529629.25,28.36,15.01,365689.03,19.58
529914.61,28.38,15.03,365598.89,19.58
529540.78,28.37,15.02,365527.42,19.58
529992.93,28.39,15.05,365692.15,19.59
528925.46,28.46,15.11,365474.37,19.66
529663.01,28.51,15.17,365782.92,19.69
529504.31,28.51,15.16,365629.56,19.68
529355.84,28.51,15.17,365868.02,19.71
529207.36,28.52,15.18,365989.02,19.72
528695.61,28.51,15.17,365524.02,19.71
528547.14,28.52,15.17,365586.77,19.72
528170.16,28.5,15.16,365410.46,19.72
528021.68,28.51,15.17,365022.19,19.71
528021.68,28.51,15.17,364988.67,19.71
528061.92,28.53,15.18,364976.49,19.72
528347.28,28.55,15.21,365230.59,19.74
528369.64,28.57,15.22,365485.46,19.76
527302.17,28.63,15.29,365267.68,19.83
526918.34,28.62,15.28,365267.11,19.84
526958.57,28.63,15.29,365211.92,19.84
526930.39,28.65,15.3,365237.48,19.86
526781.92,28.66,15.31,365084.7,19.86
526633.45,28.66,15.32,365245.53,19.88
526918.81,28.69,15.34,366122.58,19.93
526534.98,28.67,15.33,365964.59,19.93
526713.38,28.69,15.35,366247.12,19.95
526713.38,28.69,15.35,366284.9,19.95
526564.91,28.7,15.36,366233.93,19.96
526341.27,28.69,15.35,365867.88,19.94
526746.92,28.72,15.38,365891.22,19.95
526383.09,28.71,15.36,365756.41,19.95
526615.19,28.73,15.39,365934.31,19.96
526847.3,28.75,15.41,365796.05,19.96
526698.83,28.76,15.42,365738.17,19.97
526550.36,28.77,15.42,365698.99,19.98
526503.6,28.78,15.44,365978.03,20.01
526788.96,28.8,15.46,365913.57,20.01
526788.96,28.8,15.46,365912.58,20.01
526538.77,28.81,15.46,365530.17,20.0
525835.72,28.78,15.44,364827.11,19.97
525807.54,28.8,15.45,364825.82,19.98
525659.07,28.8,15.46,364743.68,19.99
525510.6,28.81,15.47,364731.97,20.0
525362.12,28.82,15.48,364786.22,20.01
525402.36,28.83,15.49,364988.7,20.03
525402.36,28.83,15.49,364988.7,20.03
525402.36,28.83,15.49,364988.7,20.03
525253.89,28.84,15.5,365923.75,20.09
525253.89,28.84,15.5,365923.75,20.09
525191.09,28.85,15.51,365518.5,20.08
524973.5,28.86,15.52,365298.79,20.08
525293.94,28.89,15.55,365373.64,20.1
525293.94,28.89,15.55,365373.64,20.1
524953.37,28.88,15.54,365236.19,20.09
524925.19,28.89,15.55,365200.19,20.1
524965.42,28.91,15.57,365141.27,20.11
524591.59,28.9,15.55,365098.17,20.11
524443.12,28.9,15.56,365006.61,20.12
524443.12,28.9,15.56,365006.61,20.12
524294.65,28.91,15.57,365123.89,20.13
524146.18,28.92,15.58,365028.55,20.14
523997.71,28.93,15.58,364971.3,20.15
523870.46,28.94,15.59,365502.16,20.19
523870.46,28.94,15.59,365502.16,20.19
524155.82,28.96,15.62,366699.35,20.26
524334.22,28.98,15.64,367036.18,20.29
524037.35,28.97,15.62,366888.01,20.28
523953.07,28.98,15.64,366451.35,20.27
524251.76,29.01,15.66,366454.68,20.28
524430.16,29.03,15.68,366334.32,20.28
524133.29,29.02,15.67,365852.86,20.25
524133.29,29.02,15.67,365852.86,20.25
524402.52,29.04,15.7,366017.34,20.27
524402.52,29.04,15.7,366017.34,20.27
524168.64,29.04,15.7,365868.24,20.27
524140.46,29.06,15.71,365854.96,20.28
524180.69,29.07,15.73,365741.11,20.28
524180.69,29.07,15.73,365741.11,20.28
523477.63,29.05,15.71,364959.58,20.25
523329.16,29.06,15.71,364855.63,20.26
523329.16,29.06,15.71,364855.63,20.26
523180.69,29.06,15.72,365004.46,20.28
523032.22,29.07,15.73,364876.48,20.28
522658.39,29.06,15.72,364808.51,20.28
522509.92,29.07,15.72,364733.27,20.29
522361.45,29.08,15.73,364951.05,20.31
522212.97,29.08,15.74,364738.79,20.31
522212.97,29.08,15.74,364740.28,20.31
522482.21,29.11,15.76,364660.93,20.31
522767.57,29.13,15.79,365615.39,20.37
522393.74,29.12,15.77,364828.41,20.33
522572.13,29.14,15.79,364637.02,20.33
522423.66,29.15,15.8,364585.34,20.34
522602.06,29.17,15.82,367035.96,20.48
522573.88,29.18,15.84,367050.92,20.5
522573.88,29.18,15.84,367050.92,20.5
522979.54,29.21,15.87,367074.26,20.5
522831.07,29.22,15.88,366990.82,20.51
523009.47,29.24,15.9,366865.23,20.51
522860.99,29.25,15.9,366802.33,20.52
522901.23,29.26,15.92,366947.35,20.54
522752.76,29.27,15.93,367037.6,20.55
523021.99,29.3,15.95,366921.51,20.55
522734.01,29.28,15.94,366622.4,20.54
522734.01,29.28,15.94,366622.4,20.54
522360.18,29.27,15.93,366553.88,20.54
522360.18,29.27,15.93,366553.88,20.54
522360.18,29.27,15.93,366553.88,20.54
522211.7,29.28,15.94,366446.09,20.55
522063.23,29.29,15.94,366488.74,20.56
522348.59,29.31,15.97,367166.83,20.6
522348.59,29.31,15.97,367131.56,20.6
522210.74,29.32,15.98,367265.91,20.62
522250.97,29.34,15.99,367100.79,20.62
522250.97,29.34,15.99,367100.79,20.62
522091.88,29.34,16.0,366854.94,20.62
522132.12,29.36,16.02,367157.52,20.64
522103.94,29.37,16.03,367172.48,20.66
522103.94,29.37,16.03,367172.48,20.66
521740.11,29.36,16.02,367788.94,20.7
521563.46,29.38,16.04,367817.86,20.72
521414.99,29.39,16.05,367675.68,20.73
521266.52,29.4,16.06,367690.53,20.74
521551.88,29.42,16.08,368070.82,20.77
521380.99,29.42,16.08,367936.24,20.76
521072.22,29.41,16.06,367510.49,20.74
520923.75,29.42,16.07,367590.99,20.76
520775.28,29.42,16.08,367469.91,20.76
520648.03,29.43,16.09,368172.21,20.81
521053.69,29.46,16.12,368195.55,20.82
521060.31,29.46,16.12,368239.32,20.82
521100.54,29.48,16.14,368163.65,20.83
521581.21,29.52,16.18,368195.36,20.84
521553.03,29.54,16.2,368210.32,20.85
521404.56,29.55,16.2,368092.46,20.86
521256.09,29.56,16.21,368141.48,20.87
521107.61,29.56,16.22,368457.32,20.9
521087.65,29.58,16.24,368435.97,20.91
521889.52,29.64,16.3,369499.22,20.99
521861.34,29.66,16.31,369463.23,21.0
521062.5,29.63,16.29,368664.39,20.96
520686.71,29.62,16.28,368142.75,20.95
520538.24,29.63,16.29,368095.31,20.95
520389.77,29.64,16.3,368036.15,20.96
520241.3,29.65,16.31,368031.03,20.97
520281.53,29.67,16.32,367954.45,20.98
520133.06,29.67,16.33,368007.97,21.0
519984.59,29.68,16.34,368154.71,21.02
519610.76,29.67,16.33,368298.96,21.03
519650.99,29.69,16.34,368198.69,21.03
519622.82,29.7,16.36,368169.55,21.04
519663.05,29.72,16.37,368115.67,21.05
519514.58,29.72,16.38,367932.55,21.05
519366.11,29.73,16.39,367834.14,21.06
519217.63,29.74,16.4,367746.92,21.07
519257.87,29.76,16.41,367713.22,21.07
519109.4,29.77,16.42,367698.18,21.08
518960.92,29.78,16.43,367783.48,21.1
518812.45,29.78,16.44,368649.59,21.16
518685.21,29.79,16.45,368054.57,21.14
518617.23,29.81,16.46,367855.59,21.14
518367.04,29.81,16.47,367623.0,21.14
518367.04,29.81,16.47,367623.0,21.14
518338.86,29.83,16.48,367637.96,21.15
517865.27,29.87,16.52,367545.83,21.2
517716.8,29.88,16.53,367421.95,21.2
517986.03,29.9,16.56,368651.18,21.28
517837.56,29.91,16.57,369138.46,21.32
518015.96,29.93,16.59,369337.26,21.34
518421.61,29.96,16.62,369359.49,21.35
518273.14,29.97,16.63,369043.49,21.34
518273.14,29.97,16.63,369043.49,21.34
518273.14,29.97,16.63,369043.49,21.34
518273.14,29.97,16.63,369043.49,21.34
518253.18,29.99,16.64,369160.6,21.36
518225.0,30.0,16.66,369186.16,21.37
518076.53,30.01,16.67,369092.11,21.38
518116.76,30.03,16.68,369015.15,21.39
517742.93,30.01,16.67,368946.08,21.39
517692.93,30.01,16.67,368896.08,21.39
517544.46,30.02,16.68,368821.97,21.39
517813.69,30.05,16.7,368902.74,21.41
517665.22,30.06,16.71,369293.03,21.44
517516.75,30.06,16.72,369115.1,21.44
517516.75,30.06,16.72,369115.1,21.44
517499.18,30.08,16.74,369085.83,21.45
517202.24,30.1,16.75,369022.67,21.48
517202.24,30.1,16.75,369022.67,21.48
517242.48,30.11,16.77,368932.83,21.48
517242.48,30.11,16.77,368909.02,21.48
517214.3,30.13,16.79,368901.76,21.49
517036.64,30.14,16.79,368840.49,21.5
517322.0,30.16,16.82,368822.05,21.5
517071.81,30.17,16.82,368625.04,21.51
516998.27,30.18,16.84,369466.21,21.57
516849.8,30.19,16.84,369345.9,21.57
517349.42,30.23,16.89,369107.51,21.57
517200.95,30.24,16.9,369613.42,21.61
517052.48,30.25,16.91,369705.22,21.63
517173.91,30.28,16.93,369771.4,21.65
517214.14,30.29,16.95,370362.55,21.69
517874.61,30.35,17.01,371383.74,21.77
517846.44,30.37,17.02,371398.7,21.78
517697.96,30.38,17.03,371303.92,21.79
517697.96,30.38,17.03,371303.92,21.79
517549.49,30.39,17.04,371271.37,21.8
517401.02,30.39,17.05,371226.11,21.81
517027.19,30.38,17.04,370837.58,21.79
516878.72,30.39,17.05,370983.3,21.81
517164.08,30.42,17.07,371070.26,21.82
517015.61,30.42,17.08,370996.09,21.83
516952.56,30.44,17.1,371180.04,21.86
516718.67,30.44,17.1,370864.39,21.85
516690.49,30.46,17.12,370889.96,21.86
516415.63,30.45,17.11,370682.04,21.86
516052.41,30.44,17.09,371626.3,21.92
516082.03,30.45,17.11,371669.08,21.93
516242.56,30.48,17.13,371706.89,21.94
516094.09,30.49,17.14,371623.77,21.95
515945.62,30.49,17.15,371538.73,21.96
515351.73,30.53,17.19,371413.08,22.0
515530.13,30.55,17.21,371300.85,22.01
515570.36,30.57,17.23,371243.65,22.01
515610.6,30.59,17.24,371355.89,22.03
515410.2,30.58,17.24,371060.24,22.02
515410.2,30.58,17.24,371060.24,22.02
515113.33,30.57,17.22,370771.19,22.0
514964.86,30.58,17.23,370859.18,22.02
515143.25,30.6,17.26,370783.01,22.02
515428.62,30.63,17.28,370717.92,22.03
515280.14,30.63,17.29,370624.05,22.03
515280.14,30.63,17.29,370624.05,22.03
515320.38,30.65,17.31,372114.77,22.13
514846.79,30.7,17.35,371958.56,22.18
514698.31,30.71,17.36,372383.78,22.22
514635.26,30.72,17.38,372204.92,22.22
514635.26,30.72,17.38,372204.92,22.22
514261.43,30.71,17.36,371722.69,22.2
514027.54,30.71,17.37,371407.02,22.19
513651.75,30.71,17.36,370631.72,22.16
513623.57,30.72,17.38,370621.27,22.17
513335.87,30.71,17.37,370558.82,22.17
513187.4,30.72,17.38,370445.62,22.18
512119.92,30.81,17.46,370227.84,22.27
512119.92,30.81,17.46,370227.84,22.27
511971.45,30.82,17.47,370328.98,22.29
512256.81,30.84,17.5,370742.97,22.32
512108.34,30.85,17.51,370657.97,22.33
511959.87,30.86,17.52,370683.45,22.34
511811.4,30.87,17.53,370634.61,22.36
511662.93,30.88,17.54,370599.38,22.37
511514.46,30.89,17.55,370547.7,22.38
511486.28,30.91,17.56,370555.23,22.39
511838.68,30.94,17.6,370536.07,22.4
512017.07,30.96,17.62,370439.1,22.4
511742.15,30.95,17.61,370365.86,22.4
511593.68,30.96,17.62,370285.33,22.41
511593.68,30.96,17.62,370285.33,22.41
511445.21,30.97,17.63,370215.74,22.42
511148.34,30.96,17.62,370139.98,22.42
510999.87,30.97,17.63,370137.23,22.43
510999.87,30.97,17.63,370137.23,22.43
510999.87,30.97,17.63,370137.23,22.43
511285.23,31.0,17.65,370322.95,22.45
510911.4,30.98,17.64,370219.79,22.45
511196.76,31.01,17.66,370125.06,22.45
511048.29,31.02,17.67,370234.31,22.47
509980.81,31.1,17.76,370016.53,22.57
509832.34,31.11,17.77,369938.21,22.58
510142.8,31.15,17.81,370554.11,22.63
510114.62,31.17,17.83,370556.89,22.64
510293.02,31.19,17.85,371230.02,22.69
510293.02,31.19,17.85,371230.02,22.69
509685.62,31.17,17.83,370510.77,22.66
509725.85,31.19,17.85,370363.72,22.66
509577.38,31.2,17.86,370243.42,22.67
509428.91,31.21,17.87,370345.97,22.69
509280.44,31.22,17.88,370248.86,22.7
509131.97,31.23,17.89,370271.75,22.71
508983.5,31.24,17.9,370216.24,22.72
508609.67,31.23,17.89,369903.53,22.71
508889.78,31.26,17.91,371692.23,22.83
508741.31,31.27,17.93,371644.23,22.84
508592.84,31.28,17.94,371629.19,22.86
508564.66,31.3,17.95,371618.74,22.87
508564.66,31.3,17.95,371618.74,22.87
508226.96,31.28,17.94,370932.53,22.83
508078.49,31.29,17.95,370816.31,22.84
507011.01,31.38,18.04,370598.53,22.94
506862.54,31.39,18.05,370582.61,22.95
505795.07,31.48,18.14,370364.83,23.05
505733.58,31.49,18.15,370206.49,23.05
506139.23,31.53,18.18,370229.83,23.06
505990.76,31.54,18.2,370471.33,23.09
506031.0,31.56,18.21,370395.66,23.1
506209.39,31.58,18.24,370321.49,23.1
506060.92,31.59,18.25,370305.36,23.12
506101.16,31.61,18.27,370433.23,23.14
505952.69,31.62,18.28,370236.03,23.14
505735.38,31.61,18.27,370127.48,23.13
505688.63,31.63,18.28,370410.06,23.17
505481.76,31.62,18.28,370208.31,23.16
505481.76,31.62,18.28,370208.31,23.16
505231.57,31.62,18.28,369822.36,23.15
505203.39,31.64,18.3,369809.09,23.16
505054.92,31.65,18.31,369713.43,23.17
504906.45,31.66,18.32,369679.77,23.18
505138.55,31.69,18.35,369542.64,23.18
504990.08,31.7,18.36,369691.21,23.21
504841.61,31.71,18.37,369744.41,23.22
505110.84,31.74,18.39,370509.43,23.28
504962.37,31.75,18.41,370277.17,23.28
504588.54,31.73,18.39,369605.9,23.25
504588.54,31.73,18.39,369605.9,23.25
504450.68,31.75,18.4,369797.53,23.27
504682.78,31.77,18.43,369667.78,23.27
504385.84,31.79,18.45,369672.03,23.3
504226.76,31.8,18.46,369435.7,23.3
504520.3,31.83,18.49,371826.12,23.46
504492.13,31.85,18.51,371833.65,23.47
504343.65,31.86,18.52,371753.12,23.48
504195.18,31.87,18.53,371683.53,23.49
504493.88,31.9,18.56,371686.86,23.5
504345.4,31.91,18.57,371810.2,23.53
503983.39,31.9,18.56,371230.42,23.5
504268.75,31.93,18.58,371124.84,23.5
504120.28,31.94,18.6,371078.64,23.51
504160.51,31.96,18.61,371054.38,23.52
504160.51,31.96,18.61,371054.38,23.52
503786.68,31.94,18.6,371286.06,23.54
503638.21,31.95,18.61,371216.85,23.55
503500.35,31.97,18.62,371367.71,23.58
503341.26,31.98,18.63,371133.74,23.58
503313.09,31.99,18.65,371085.74,23.59
503164.62,32.01,18.66,371191.42,23.61
503164.62,32.01,18.66,371191.42,23.61
503164.62,32.01,18.66,371191.42,23.61
503169.8,32.01,18.66,371197.9,23.61
503021.33,32.02,18.67,370997.63,23.61
502872.86,32.03,18.68,371068.41,23.63
502575.99,32.02,18.67,371085.81,23.64
502616.22,32.03,18.69,370906.68,23.64
502656.45,32.05,18.71,370833.96,23.65
502696.69,32.07,18.73,370810.52,23.66
502875.09,32.1,18.75,371845.71,23.73
502726.61,32.11,18.76,371873.11,23.75
502726.61,32.11,18.76,371873.11,23.75
503011.97,32.14,18.79,372269.86,23.78
502863.5,32.15,18.8,372126.57,23.79
502715.03,32.16,18.81,372148.18,23.81
502566.56,32.17,18.83,372096.49,23.82
502538.38,32.19,18.84,372122.06,23.83
502538.38,32.19,18.84,372122.06,23.83
502578.62,32.21,18.86,371972.76,23.84
502430.15,32.22,18.88,371889.64,23.85
502056.31,32.2,18.86,371965.45,23.86
502056.31,32.2,18.86,371965.45,23.86
502056.31,32.2,18.86,371965.45,23.86
501762.63,32.19,18.85,371598.23,23.84
501614.16,32.2,18.86,371513.19,23.85
501465.69,32.21,18.87,371675.28,23.88
501317.22,32.23,18.88,371521.97,23.88
501168.74,32.24,18.89,371808.42,23.92
501168.74,32.24,18.89,371808.42,23.92
501030.89,32.25,18.91,371553.81,23.91
501030.89,32.25,18.91,371553.81,23.91
500871.8,32.26,18.92,371438.01,23.92
501148.98,32.29,18.94,371614.59,23.94
501120.8,32.31,18.96,371613.31,23.96
501120.8,32.31,18.96,371613.31,23.96
500972.33,32.32,18.97,371511.7,23.97
501012.56,32.34,18.99,371354.04,23.97
500864.09,32.35,19.0,371314.34,23.98
500904.32,32.37,19.02,371166.24,23.98
500755.85,32.38,19.04,371179.66,24.0
500607.38,32.39,19.05,371146.55,24.01
500458.91,32.4,19.06,371230.99,24.03
500164.04,32.39,19.05,370982.79,24.02
500015.57,32.4,19.06,370955.06,24.04
499649.92,32.39,19.04,370868.72,24.04
499501.45,32.4,19.05,370756.52,24.05
499501.45,32.4,19.05,370756.52,24.05
499473.27,32.42,19.07,370764.05,24.06
499473.27,32.42,19.07,370764.05,24.06
499758.63,32.45,19.1,371822.52,24.14
499610.16,32.46,19.11,371741.99,24.15
499610.16,32.46,19.11,371741.99,24.15
499618.08,32.46,19.11,371928.53,24.16
499658.31,32.48,19.13,371465.71,24.14
499879.55,32.51,19.16,371055.64,24.13
499731.07,32.52,19.17,370986.05,24.14
499582.6,32.53,19.18,371071.43,24.16
499582.6,32.53,19.18,371071.43,24.16
499434.13,32.54,19.2,371001.51,24.17
499476.4,32.55,19.21,372669.01,24.29
499060.88,32.54,19.2,372144.58,24.27
499466.54,32.58,19.24,372167.93,24.28
499644.93,32.6,19.26,372042.33,24.28
499496.46,32.62,19.27,371989.66,24.29
499496.46,32.62,19.27,371989.66,24.29
499536.7,32.64,19.29,371965.41,24.3
499243.12,32.62,19.28,371667.14,24.29
499243.12,32.62,19.28,371667.14,24.29
499094.65,32.64,19.29,371787.05,24.31
498946.18,32.65,19.3,371629.16,24.32
498626.18,32.63,19.29,371309.16,24.3
498252.35,32.62,19.27,371540.84,24.32
498224.17,32.64,19.29,371539.55,24.34
498224.17,32.64,19.29,371539.55,24.34
498224.17,32.64,19.29,371539.55,24.34
498075.7,32.65,19.31,371413.29,24.35
497008.23,32.75,19.41,371195.51,24.46
496859.75,32.76,19.42,371338.45,24.49
497145.11,32.79,19.45,371239.52,24.49
496996.64,32.8,19.46,371177.41,24.5
496848.17,32.82,19.47,371176.16,24.52
496720.93,32.83,19.49,371514.8,24.55
496514.06,32.82,19.48,371159.78,24.53
496592.53,32.85,19.5,371024.6,24.54
495592.53,32.8,19.46,370024.6,24.49
495564.35,32.82,19.48,370008.7,24.51
495274.76,32.81,19.47,369826.47,24.5
495164.76,32.81,19.46,369752.69,24.5
494768.12,32.8,19.46,369379.43,24.49
494808.35,32.82,19.48,369220.36,24.49
494808.35,32.82,19.48,369220.36,24.49
494848.58,32.84,19.5,370094.27,24.56
494700.11,32.85,19.51,369982.61,24.57
494551.64,32.87,19.52,370274.27,24.61
494403.17,32.88,19.53,370151.63,24.61
494286.54,32.89,19.55,370108.91,24.63
495185.08,32.97,19.63,371667.69,24.75
495014.52,32.97,19.62,371465.01,24.74
494986.34,32.99,19.64,371463.72,24.76
494789.57,32.98,19.64,371152.09,24.74
494415.74,32.96,19.62,370844.9,24.73
494257.04,32.96,19.61,370690.26,24.72
494108.57,32.97,19.63,370563.99,24.73
493998.57,32.96,19.62,370456.06,24.72
493850.1,32.98,19.63,370593.18,24.75
493701.62,32.99,19.65,370526.96,24.76
492634.15,33.09,19.75,370319.22,24.88
492485.68,33.11,19.76,370213.15,24.89
492323.86,33.1,19.76,370091.57,24.88
492323.86,33.1,19.76,370091.57,24.88
492374.71,33.12,19.78,369824.77,24.88
492247.46,33.14,19.79,370519.7,24.94
492536.7,33.18,19.83,370455.43,24.95
492508.52,33.2,19.85,370470.39,24.97
492783.27,33.23,19.88,371615.75,25.06
492175.86,33.21,19.87,370930.05,25.03
492175.86,33.21,19.87,370885.17,25.02
492175.86,33.21,19.87,370885.17,25.02
491800.07,33.21,19.86,370109.87,24.99
491960.6,33.23,19.89,370147.68,25.01
491812.13,33.25,19.9,370052.91,25.02
490744.65,33.36,20.01,369845.17,25.14
490596.18,33.37,20.02,369938.06,25.16
490596.18,33.37,20.02,369938.06,25.16
490447.71,33.38,20.04,369834.32,25.17
490266.82,33.37,20.03,369803.61,25.17
490552.18,33.4,20.06,369713.47,25.18
490403.71,33.42,20.07,369635.49,25.19
490255.24,33.43,20.09,369748.7,25.21
490106.77,33.44,20.1,369629.1,25.22
490285.17,33.47,20.13,369554.92,25.23
490136.7,33.48,20.14,369512.19,25.24
490108.52,33.5,20.16,369495.2,25.26
489960.05,33.52,20.17,369384.63,25.27
489715.42,33.51,20.16,369115.09,25.25
489755.65,33.53,20.18,369259.67,25.28
489795.88,33.55,20.2,369157.43,25.29
489647.41,33.56,20.22,369294.55,25.31
489687.64,33.58,20.24,369235.92,25.32
489727.88,33.6,20.26,369203.49,25.33
489431.01,33.59,20.25,369119.01,25.33
489057.18,33.58,20.23,370127.36,25.41
489057.18,33.58,20.23,370175.65,25.41
