ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ddc5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
689,2020,1791340,6212,1791340
689,2020,1792150,6212,1792150
689,2020,1792150,6212,1792150
689,2020,1793150,6212,1793150
689,2020,1794150,6212,1794150
689,2020,1794630,6212,1794630
689,2020,1795630,6212,1795630
689,2020,1796630,6212,1796630
689,2020,1797090,6212,1797090
689,2020,1798090,6212,1798090
689,2020,1798900,6212,1798900
690,2028,1799900,6212,1799900
690,2028,1799900,6212,1799900
690,2028,1800900,6212,1800900
690,2028,1801900,6212,1801900
690,2028,1802450,6212,1802450
690,2028,1803450,6212,1803450
690,2028,1804450,6212,1804450
690,2028,1804450,6212,1804450
690,2028,1805450,6212,1805450
691,2036,1806450,6212,1806450
691,2036,1806680,6212,1806680
691,2036,1806910,6212,1806910
691,2036,1807910,6212,1807910
692,2044,1808720,6212,1808720
692,2044,1809720,6212,1809720
692,2044,1810270,6212,1810270
692,2044,1811270,6212,1811270
692,2044,1812270,6212,1812270
692,2044,1812270,6212,1812270
692,2044,1812740,6212,1812740
692,2044,1813740,6212,1813740
692,2044,1814740,6212,1814740
693,2052,1822740,6212,1822740
693,2052,1823740,6212,1823740
693,2052,1824290,6212,1824290
693,2052,1824760,6212,1824760
693,2052,1824760,6212,1824760
693,2052,1825760,6212,1825760
693,2052,1826570,6212,1826570
693,2052,1826570,6212,1826570
693,2052,1827570,6212,1827570
694,2060,1828570,6212,1828570
694,2060,1829570,6212,1829570
694,2060,1830570,6212,1830570
694,2060,1831570,6212,1831570
694,2060,1831570,6212,1831570
694,2060,1831570,6212,1831570
694,2060,1832570,6212,1832570
694,2060,1832570,6212,1832570
694,2060,1833570,6212,1833570
694,2060,1834040,6212,1834040
694,2060,1834040,6212,1834040
694,2060,1834040,6212,1834040
694,2060,1834510,6212,1834510
694,2060,1835510,6212,1835510
694,2060,1836510,6212,1836510
694,2060,1836980,6212,1836980
695,2068,1837980,6212,1837980
695,2068,1838980,6212,1838980
695,2068,1839980,6212,1839980
695,2068,1840980,6212,1840980
695,2068,1841980,6212,1841980
695,2068,1842980,6212,1842980
695,2068,1842980,6212,1842980
696,2076,1843980,6212,1843980
696,2076,1844980,6212,1844980
696,2076,1845980,6212,1845980
696,2076,1846980,6212,1846980
696,2076,1846980,6212,1846980
696,2076,1847980,6212,1847980
696,2076,1848980,6212,1848980
696,2076,1849630,6212,1849630
696,2076,1850100,6212,1850100
696,2076,1850570,6212,1850570
697,2084,1851380,6212,1851380
697,2084,1852380,6212,1852380
697,2084,1853190,6212,1853190
697,2084,1854000,6212,1854000
697,2084,1855000,6212,1855000
697,2084,1855470,6212,1855470
697,2084,1855470,6212,1855470
697,2084,1856280,6212,1856280
697,2084,1857280,6212,1857280
697,2084,1858280,6212,1858280
698,2092,1859280,6212,1859280
698,2092,1859750,6212,1859750
698,2092,1859750,6212,1859750
698,2092,1860220,6212,1860220
698,2092,1861220,6212,1861220
698,2092,1862220,6212,1862220
698,2092,1863220,6212,1863220
698,2092,1864030,6212,1864030
698,2092,1865030,6212,1865030
698,2092,1866030,6212,1866030
698,2092,1867030,6212,1867030
698,2092,1867500,6212,1867500
698,2092,1868310,6212,1868310
698,2092,1868680,6212,1868680
698,2092,1868680,6212,1868680
698,2092,1869680,6212,1869680
699,2100,1870680,6212,1870680
700,2108,1871150,6212,1871150
700,2108,1871620,6212,1871620
700,2108,1872620,6212,1872620
700,2108,1873620,6212,1873620
700,2108,1874620,6212,1874620
700,2108,1874850,6212,1874850
700,2108,1875850,6212,1875850
700,2108,1875850,6212,1875850
700,2108,1876660,6212,1876660
700,2108,1877660,6212,1877660
700,2108,1878660,6212,1878660
700,2108,1879660,6212,1879660
700,2108,1880310,6212,1880310
700,2108,1880630,6212,1880630
701,2116,1881630,6212,1881630
701,2116,1882280,6212,1882280
701,2116,1882830,6212,1882830
702,2124,1890830,6212,1890830
702,2124,1891300,6212,1891300
702,2124,1892300,6212,1892300
702,2124,1892770,6212,1892770
702,2124,1893770,6212,1893770
702,2124,1894230,6212,1894230
702,2124,1894700,6212,1894700
702,2124,1895700,6212,1895700
702,2124,1896700,6212,1896700
702,2124,1897700,6212,1897700
702,2124,1898510,6212,1898510
702,2124,1899510,6212,1899510
703,2132,1899980,6212,1899980
703,2132,1900980,6212,1900980
703,2132,1901790,6212,1901790
704,2140,1902790,6212,1902790
704,2140,1903120,6212,1903120
704,2140,1903120,6212,1903120
704,2140,1904120,6212,1904120
704,2140,1904120,6212,1904120
704,2140,1905120,6212,1905120
704,2140,1906120,6212,1906120
704,2140,1906440,6212,1906440
704,2140,1906670,6212,1906670
704,2140,1907670,6212,1907670
704,2140,1908480,6212,1908480
704,2140,1909480,6212,1909480
704,2140,1909800,6212,1909800
704,2140,1910800,6212,1910800
704,2140,1911800,6212,1911800
704,2140,1911800,6212,1911800
704,2140,1912610,6212,1912610
705,2148,1920610,6212,1920610
706,2156,1921610,6212,1921610
707,2164,1929610,6212,1929610
707,2164,1930610,6212,1930610
707,2164,1931080,6212,1931080
707,2164,1931890,6212,1931890
707,2164,1932360,6212,1932360
707,2164,1932830,6212,1932830
707,2164,1933830,6212,1933830
707,2164,1934830,6212,1934830
707,2164,1935830,6212,1935830
707,2164,1936830,6212,1936830
707,2164,1937830,6212,1937830
708,2172,1938830,6212,1938830
708,2172,1939830,6212,1939830
708,2172,1940830,6212,1940830
708,2172,1941830,6212,1941830
708,2172,1942830,6212,1942830
708,2172,1942830,6212,1942830
708,2172,1943060,6212,1943060
708,2172,1944060,6212,1944060
708,2172,1945060,6212,1945060
708,2172,1945530,6212,1945530
708,2172,1946530,6212,1946530
708,2172,1947530,6212,1947530
709,2180,1948120,6212,1948120
709,2180,1948590,6212,1948590
710,2188,1956590,6212,1956590
710,2188,1957590,6212,1957590
711,2196,1958590,6212,1958590
711,2196,1958590,6212,1958590
711,2196,1958590,6212,1958590
711,2196,1959400,6212,1959400
711,2196,1960400,6212,1960400
711,2196,1961210,6212,1961210
711,2196,1961440,6212,1961440
711,2196,1961910,6212,1961910
711,2196,1961910,6212,1961910
711,2196,1962910,6212,1962910
711,2196,1963910,6212,1963910
711,2196,1964560,6212,1964560
711,2196,1965560,6212,1965560
711,2196,1966370,6212,1966370
711,2196,1967370,6212,1967370
711,2196,1967370,6212,1967370
711,2196,1967370,6212,1967370
711,2196,1967640,6212,1967640
711,2196,1968640,6212,1968640
711,2196,1968930,6212,1968930
711,2196,1969400,6212,1969400
712,2204,1977400,6212,1977400
713,2212,1978400,6212,1978400
713,2212,1979400,6212,1979400
713,2212,1980400,6212,1980400
713,2212,1981400,6212,1981400
713,2212,1981400,6212,1981400
713,2212,1982210,6212,1982210
713,2212,1982860,6212,1982860
713,2212,1983860,6212,1983860
713,2212,1983860,6212,1983860
713,2212,1984860,6212,1984860
713,2212,1984860,6212,1984860
713,2212,1985860,6212,1985860
713,2212,1986860,6212,1986860
713,2212,1986860,6212,1986860
714,2220,1987860,6212,1987860
714,2220,1988860,6212,1988860
714,2220,1989860,6212,1989860
715,2228,1990670,6212,1990670
715,2228,1991320,6212,1991320
715,2228,1992320,6212,1992320
715,2228,1993320,6212,1993320
715,2228,1994320,6212,1994320
715,2228,1995320,6212,1995320
715,2228,1996130,6212,1996130
715,2228,1997130,6212,1997130
715,2228,1997450,6212,1997450
716,2236,1998450,6212,1998450
716,2236,1998910,6212,1998910
716,2236,1999910,6212,1999910
716,2236,2000380,6212,2000380
716,2236,2001380,6212,2001380
716,2236,2001380,6212,2001380
716,2236,2002380,6212,2002380
716,2236,2003030,6212,2003030
716,2236,2003840,6212,2003840
716,2236,2004650,6212,2004650
716,2236,2005650,6212,2005650
716,2236,2006650,6212,2006650
716,2236,2006870,6212,2006870
716,2236,2007340,6212,2007340
716,2236,2007810,6212,2007810
716,2236,2008810,6212,2008810
717,2244,2009620,6212,2009620
717,2244,2009620,6212,2009620
717,2244,2010430,6212,2010430
717,2244,2012430,6212,2012430
718,2252,2013430,6212,2013430
718,2252,2014240,6212,2014240
719,2260,2022240,6212,2022240
719,2260,2022350,6212,2022350
719,2260,2023160,6212,2023160
719,2260,2024160,6212,2024160
719,2260,2025160,6212,2025160
719,2260,2025620,6212,2025620
719,2260,2026430,6212,2026430
719,2260,2027430,6212,2027430
719,2260,2027750,6212,2027750
719,2260,2028750,6212,2028750
719,2260,2029750,6212,2029750
719,2260,2030210,6212,2030210
719,2260,2030680,6212,2030680
719,2260,2031680,6212,2031680
719,2260,2032150,6212,2032150
719,2260,2033150,6212,2033150
719,2260,2033380,6212,2033380
719,2260,2033380,6212,2033380
719,2260,2034190,6212,2034190
720,2268,2034660,6212,2034660
720,2268,2035660,6212,2035660
721,2276,2036660,6212,2036660
721,2276,2040660,6212,2040660
721,2276,2041660,6212,2041660
722,2284,2049660,6212,2049660
722,2284,2050660,6212,2050660
722,2284,2051130,6212,2051130
722,2284,2051940,6212,2051940
722,2284,2052590,6212,2052590
722,2284,2053590,6212,2053590
722,2284,2054590,6212,2054590
722,2284,2055590,6212,2055590
722,2284,2056590,6212,2056590
722,2284,2057590,6212,2057590
723,2292,2058590,6212,2058590
723,2292,2059590,6212,2059590
723,2292,2060590,6212,2060590
723,2292,2061590,6212,2061590
723,2292,2061590,6212,2061590
723,2292,2062590,6212,2062590
723,2292,2063590,6212,2063590
723,2292,2063910,6212,2063910
723,2292,2064910,6212,2064910
723,2292,2065910,6212,2065910
723,2292,2065910,6212,2065910
723,2292,2065910,6212,2065910
723,2292,2065910,6212,2065910
724,2300,2066910,6212,2066910
724,2300,2067380,6212,2067380
724,2300,2068380,6212,2068380
724,2300,2068850,6212,2068850
724,2300,2069500,6212,2069500
724,2300,2070500,6212,2070500
724,2300,2071310,6212,2071310
724,2300,2072310,6212,2072310
724,2300,2072310,6212,2072310
724,2300,2073310,6212,2073310
724,2300,2073310,6212,2073310
724,2300,2074120,6212,2074120
724,2300,2074590,6212,2074590
724,2300,2075590,6212,2075590
725,2308,2075810,6212,2075810
725,2308,2076810,6212,2076810
725,2308,2077620,6212,2077620
725,2308,2078430,6212,2078430
726,2316,2079430,6212,2079430
726,2316,2079980,6212,2079980
726,2316,2080140,6212,2080140
726,2316,2080950,6212,2080950
726,2316,2080950,6212,2080950
726,2316,2081950,6212,2081950
726,2316,2082950,6212,2082950
726,2316,2083950,6212,2083950
726,2316,2084950,6212,2084950
726,2316,2085950,6212,2085950
726,2316,2086760,6212,2086760
726,2316,2087090,6212,2087090
726,2316,2089090,6212,2089090
726,2316,2089410,6212,2089410
726,2316,2090410,6212,2090410
727,2324,2091410,6212,2091410
727,2324,2091520,6212,2091520
727,2324,2091980,6212,2091980
727,2324,2091980,6212,2091980
727,2324,2092980,6212,2092980
727,2324,2093530,6212,2093530
727,2324,2094530,6212,2094530
727,2324,2094530,6212,2094530
727,2324,2095530,6212,2095530
727,2324,2095850,6212,2095850
727,2324,2096850,6212,2096850
727,2324,2097320,6212,2097320
727,2324,2097550,6212,2097550
727,2324,2098550,6212,2098550
727,2324,2098550,6212,2098550
727,2324,2098550,6212,2098550
727,2324,2099020,6212,2099020
728,2332,2099670,6212,2099670
728,2332,2100220,6212,2100220
728,2332,2100450,6212,2100450
728,2332,2100450,6212,2100450
728,2332,2100920,6212,2100920
729,2340,2108920,6212,2108920
729,2340,2109920,6212,2109920
729,2340,2110730,6212,2110730
729,2340,2110730,6212,2110730
729,2340,2111050,6212,2111050
730,2348,2112050,6212,2112050
730,2348,2112050,6212,2112050
730,2348,2113050,6212,2113050
730,2348,2113270,6212,2113270
730,2348,2114080,6212,2114080
731,2356,2118080,6212,2118080
731,2356,2119080,6212,2119080
731,2356,2120080,6212,2120080
731,2356,2121080,6212,2121080
731,2356,2121890,6212,2121890
731,2356,2122890,6212,2122890
731,2356,2123000,6212,2123000
731,2356,2123000,6212,2123000
731,2356,2124000,6212,2124000
731,2356,2125000,6212,2125000
732,2364,2126000,6212,2126000
732,2364,2128000,6212,2128000
732,2364,2129000,6212,2129000
732,2364,2129810,6212,2129810
732,2364,2130040,6212,2130040
732,2364,2131040,6212,2131040
732,2364,2131510,6212,2131510
732,2364,2131510,6212,2131510
732,2364,2132060,6212,2132060
732,2364,2132060,6212,2132060
732,2364,2133060,6212,2133060
733,2372,2133710,6212,2133710
733,2372,2134710,6212,2134710
733,2372,2135710,6212,2135710
733,2372,2136030,6212,2136030
733,2372,2136840,6212,2136840
733,2372,2137110,6212,2137110
734,2380,2138110,6212,2138110
734,2380,2138920,6212,2138920
734,2380,2139920,6212,2139920
734,2380,2139920,6212,2139920
734,2380,2140920,6212,2140920
734,2380,2141570,6212,2141570
734,2380,2141570,6212,2141570
734,2380,2142160,6212,2142160
734,2380,2142710,6212,2142710
734,2380,2143180,6212,2143180
734,2380,2143650,6212,2143650
734,2380,2144120,6212,2144120
734,2380,2144350,6212,2144350
734,2380,2144510,6212,2144510
734,2380,2145510,6212,2145510
734,2380,2146510,6212,2146510
734,2380,2146970,6212,2146970
734,2380,2146970,6212,2146970
734,2380,2147970,6212,2147970
735,2388,2148440,6212,2148440
735,2388,2149440,6212,2149440
736,2396,2157440,6212,2157440
736,2396,2157990,6212,2157990
736,2396,2158460,6212,2158460
736,2396,2159460,6212,2159460
736,2396,2159930,6212,2159930
737,2404,2160930,6212,2160930
737,2404,2161400,6212,2161400
737,2404,2161720,6212,2161720
737,2404,2162720,6212,2162720
737,2404,2163720,6212,2163720
737,2404,2163830,6212,2163830
737,2404,2164830,6212,2164830
737,2404,2164830,6212,2164830
737,2404,2165830,6212,2165830
737,2404,2166150,6212,2166150
737,2404,2167150,6212,2167150
737,2404,2168150,6212,2168150
737,2404,2168960,6212,2168960
737,2404,2169430,6212,2169430
737,2404,2169430,6212,2169430
737,2404,2170430,6212,2170430
737,2404,2171430,6212,2171430
737,2404,2172240,6212,2172240
737,2404,2172710,6212,2172710
737,2404,2172710,6212,2172710
738,2412,2173710,6212,2173710
738,2412,2174710,6212,2174710
738,2412,2175180,6212,2175180
738,2412,2175990,6212,2175990
738,2412,2176990,6212,2176990
738,2412,2177310,6212,2177310
738,2412,2177540,6212,2177540
738,2412,2177760,6212,2177760
738,2412,2177760,6212,2177760
739,2420,2178230,6212,2178230
739,2420,2179230,6212,2179230
739,2420,2180230,6212,2180230
739,2420,2181230,6212,2181230
739,2420,2182230,6212,2182230
739,2420,2182230,6212,2182230
739,2420,2183230,6212,2183230
739,2420,2183880,6212,2183880
740,2428,2184880,6212,2184880
740,2428,2185880,6212,2185880
740,2428,2186690,6212,2186690
740,2428,2187160,6212,2187160
740,2428,2188160,6212,2188160
740,2428,2188970,6212,2188970
740,2428,2189970,6212,2189970
740,2428,2190970,6212,2190970
740,2428,2191780,6212,2191780
740,2428,2191780,6212,2191780
740,2428,2192780,6212,2192780
740,2428,2193780,6212,2193780
741,2436,2194780,6212,2194780
741,2436,2195430,6212,2195430
741,2436,2196430,6212,2196430
741,2436,2197430,6212,2197430
741,2436,2198430,6212,2198430
741,2436,2199430,6212,2199430
741,2436,2200430,6212,2200430
742,2444,2201430,6212,2201430
742,2444,2202240,6212,2202240
742,2444,2202240,6212,2202240
742,2444,2203240,6212,2203240
742,2444,2204050,6212,2204050
743,2452,2212050,6212,2212050
743,2452,2213050,6212,2213050
744,2460,2213860,6212,2213860
744,2460,2214510,6212,2214510
744,2460,2215510,6212,2215510
744,2460,2216320,6212,2216320
744,2460,2217320,6212,2217320
744,2460,2217550,6212,2217550
744,2460,2218360,6212,2218360
744,2460,2219360,6212,2219360
744,2460,2219360,6212,2219360
745,2468,2221360,6212,2221360
745,2468,2221830,6212,2221830
745,2468,2221830,6212,2221830
745,2468,2222830,6212,2222830
746,2476,2223830,6212,2223830
746,2476,2224830,6212,2224830
746,2476,2225060,6212,2225060
746,2476,2226060,6212,2226060
746,2476,2227060,6212,2227060
747,2484,2235060,6212,2235060
747,2484,2235060,6212,2235060
747,2484,2236060,6212,2236060
747,2484,2237060,6212,2237060
747,2484,2237870,6212,2237870
747,2484,2237870,6212,2237870
747,2484,2238870,6212,2238870
747,2484,2239330,6212,2239330
747,2484,2239330,6212,2239330
747,2484,2240330,6212,2240330
747,2484,2241330,6212,2241330
747,2484,2242330,6212,2242330
747,2484,2243330,6212,2243330
748,2492,2244330,6212,2244330
748,2492,2245330,6212,2245330
748,2492,2246330,6212,2246330
749,2500,2254330,6212,2254330
749,2500,2254650,6212,2254650
749,2500,2255650,6212,2255650
749,2500,2256120,6212,2256120
749,2500,2256120,6212,2256120
749,2500,2256120,6212,2256120
749,2500,2257120,6212,2257120
749,2500,2257350,6212,2257350
749,2500,2257820,6212,2257820
749,2500,2258820,6212,2258820
749,2500,2258820,6212,2258820
749,2500,2259820,6212,2259820
749,2500,2260290,6212,2260290
749,2500,2260610,6212,2260610
750,2508,2261420,6212,2261420
750,2508,2261420,6212,2261420
750,2508,2261890,6212,2261890
751,2516,2262890,6212,2262890
751,2516,2262890,6212,2262890
751,2516,2263890,6212,2263890
751,2516,2264890,6212,2264890
751,2516,2264890,6212,2264890
751,2516,2265890,6212,2265890
751,2516,2266360,6212,2266360
751,2516,2266360,6212,2266360
751,2516,2267360,6212,2267360
751,2516,2268360,6212,2268360
751,2516,2269360,6212,2269360
751,2516,2269830,6212,2269830
751,2516,2270640,6212,2270640
751,2516,2271640,6212,2271640
752,2524,2272640,6212,2272640
752,2524,2273640,6212,2273640
752,2524,2274450,6212,2274450
752,2524,2274450,6212,2274450
752,2524,2274920,6212,2274920
752,2524,2275920,6212,2275920
752,2524,2276920,6212,2276920
752,2524,2276920,6212,2276920
752,2524,2276920,6212,2276920
752,2524,2277920,6212,2277920
752,2524,2278920,6212,2278920
752,2524,2279920,6212,2279920
752,2524,2280920,6212,2280920
752,2524,2281730,6212,2281730
752,2524,2281730,6212,2281730
752,2524,2282730,6212,2282730
752,2524,2283540,6212,2283540
752,2524,2284350,6212,2284350
753,2532,2292350,6212,2292350
754,2540,2300350,6212,2300350
755,2548,2300680,6212,2300680
756,2556,2301680,6212,2301680
756,2556,2302680,6212,2302680
756,2556,2303490,6212,2303490
756,2556,2303490,6212,2303490
756,2556,2304490,6212,2304490
756,2556,2305490,6212,2305490
756,2556,2305860,6212,2305860
756,2556,2306090,6212,2306090
756,2556,2306900,6212,2306900
756,2556,2307900,6212,2307900
756,2556,2307900,6212,2307900
756,2556,2308370,6212,2308370
756,2556,2309180,6212,2309180
756,2556,2309180,6212,2309180
756,2556,2310180,6212,2310180
756,2556,2310180,6212,2310180
756,2556,2310990,6212,2310990
756,2556,2311360,6212,2311360
756,2556,2312360,6212,2312360
756,2556,2312830,6212,2312830
756,2556,2313830,6212,2313830
756,2556,2314150,6212,2314150
757,2564,2315150,6212,2315150
757,2564,2315740,6212,2315740
758,2572,2316550,6212,2316550
758,2572,2317020,6212,2317020
758,2572,2318020,6212,2318020
758,2572,2319020,6212,2319020
758,2572,2319830,6212,2319830
758,2572,2320830,6212,2320830
758,2572,2321830,6212,2321830
758,2572,2321830,6212,2321830
758,2572,2322420,6212,2322420
758,2572,2323420,6212,2323420
758,2572,2324420,6212,2324420
758,2572,2324890,6212,2324890
758,2572,2325890,6212,2325890
758,2572,2326260,6212,2326260
758,2572,2326590,6212,2326590
759,2580,2330590,6212,2330590
759,2580,2330590,6212,2330590
759,2580,2331400,6212,2331400
760,2588,2332400,6212,2332400
760,2588,2333400,6212,2333400
760,2588,2334050,6212,2334050
760,2588,2334860,6212,2334860
760,2588,2334860,6212,2334860
760,2588,2335090,6212,2335090
760,2588,2335900,6212,2335900
760,2588,2335900,6212,2335900
761,2596,2336370,6212,2336370
761,2596,2336840,6212,2336840
761,2596,2337840,6212,2337840
761,2596,2338840,6212,2338840
761,2596,2339840,6212,2339840
761,2596,2340160,6212,2340160
761,2596,2341160,6212,2341160
761,2596,2341160,6212,2341160
762,2604,2342160,6212,2342160
762,2604,2343160,6212,2343160
762,2604,2344160,6212,2344160
762,2604,2344630,6212,2344630
762,2604,2345630,6212,2345630
762,2604,2346280,6212,2346280
762,2604,2347090,6212,2347090
762,2604,2347090,6212,2347090
762,2604,2348090,6212,2348090
762,2604,2348090,6212,2348090
762,2604,2349090,6212,2349090
762,2604,2350090,6212,2350090
762,2604,2351090,6212,2351090
762,2604,2351740,6212,2351740
762,2604,2352740,6212,2352740
762,2604,2352740,6212,2352740
762,2604,2353060,6212,2353060
762,2604,2353710,6212,2353710
762,2604,2354180,6212,2354180
763,2612,2355180,6212,2355180
763,2612,2356180,6212,2356180
764,2620,2356640,6212,2356640
764,2620,2357450,6212,2357450
764,2620,2357670,6212,2357670
764,2620,2358670,6212,2358670
764,2620,2359670,6212,2359670
764,2620,2360140,6212,2360140
764,2620,2361140,6212,2361140
764,2620,2362140,6212,2362140
764,2620,2362950,6212,2362950
764,2620,2363320,6212,2363320
764,2620,2364320,6212,2364320
764,2620,2365130,6212,2365130
765,2628,2366130,6212,2366130
765,2628,2366360,6212,2366360
765,2628,2367360,6212,2367360
765,2628,2368360,6212,2368360
765,2628,2372360,6212,2372360
765,2628,2373170,6212,2373170
765,2628,2373640,6212,2373640
765,2628,2373960,6212,2373960
765,2628,2374960,6212,2374960
765,2628,2375430,6212,2375430
765,2628,2375780,6212,2375780
765,2628,2375780,6212,2375780
765,2628,2376780,6212,2376780
765,2628,2377250,6212,2377250
765,2628,2378250,6212,2378250
766,2636,2379250,6212,2379250
766,2636,2380250,6212,2380250
766,2636,2380410,6212,2380410
766,2636,2380880,6212,2380880
766,2636,2381880,6212,2381880
767,2644,2389880,6212,2389880
767,2644,2390880,6212,2390880
767,2644,2390880,6212,2390880
768,2652,2391340,6212,2391340
768,2652,2391660,6212,2391660
768,2652,2392660,6212,2392660
768,2652,2393470,6212,2393470
768,2652,2393470,6212,2393470
768,2652,2394470,6212,2394470
768,2652,2395470,6212,2395470
768,2652,2395470,6212,2395470
768,2652,2395940,6212,2395940
768,2652,2396410,6212,2396410
768,2652,2397410,6212,2397410
768,2652,2397630,6212,2397630
768,2652,2398630,6212,2398630
768,2652,2399630,6212,2399630
769,2660,2400630,6212,2400630
769,2660,2401630,6212,2401630
769,2660,2401630,6212,2401630
769,2660,2402440,6212,2402440
769,2660,2402440,6212,2402440
769,2660,2403440,6212,2403440
769,2660,2404440,6212,2404440
769,2660,2404910,6212,2404910
769,2660,2404910,6212,2404910
769,2660,2405910,6212,2405910
769,2660,2406720,6212,2406720
769,2660,2407720,6212,2407720
769,2660,2408720,6212,2408720
769,2660,2408950,6212,2408950
770,2668,2409950,6212,2409950
770,2668,2410950,6212,2410950
770,2668,2411760,6212,2411760
770,2668,2412760,6212,2412760
770,2668,2412990,6212,2412990
770,2668,2413460,6212,2413460
771,2676,2414270,6212,2414270
771,2676,2415270,6212,2415270
771,2676,2416270,6212,2416270
771,2676,2417080,6212,2417080
771,2676,2418080,6212,2418080
771,2676,2418080,6212,2418080
771,2676,2418550,6212,2418550
771,2676,2419550,6212,2419550
771,2676,2420550,6212,2420550
771,2676,2421360,6212,2421360
771,2676,2422360,6212,2422360
772,2684,2423360,6212,2423360
772,2684,2424170,6212,2424170
772,2684,2424640,6212,2424640
772,2684,2425110,6212,2425110
772,2684,2426110,6212,2426110
772,2684,2426570,6212,2426570
772,2684,2427570,6212,2427570
772,2684,2428120,6212,2428120
772,2684,2429120,6212,2429120
772,2684,2430120,6212,2430120
772,2684,2430280,6212,2430280
772,2684,2431280,6212,2431280
772,2684,2431280,6212,2431280
772,2684,2431630,6212,2431630
772,2684,2431950,6212,2431950
772,2684,2432760,6212,2432760
772,2684,2433760,6212,2433760
772,2684,2434760,6212,2434760
772,2684,2434760,6212,2434760
772,2684,2434760,6212,2434760
773,2692,2435760,6212,2435760
773,2692,2435760,6212,2435760
774,2700,2436230,6212,2436230
774,2700,2437230,6212,2437230
774,2700,2438230,6212,2438230
774,2700,2439040,6212,2439040
774,2700,2440040,6212,2440040
774,2700,2441040,6212,2441040
774,2700,2441850,6212,2441850
774,2700,2442170,6212,2442170
774,2700,2443170,6212,2443170
774,2700,2444170,6212,2444170
774,2700,2445170,6212,2445170
774,2700,2446170,6212,2446170
775,2708,2447170,6212,2447170
776,2716,2455170,6212,2455170
776,2716,2456170,6212,2456170
777,2724,2460170,6212,2460170
777,2724,2460980,6212,2460980
777,2724,2461630,6212,2461630
777,2724,2461630,6212,2461630
777,2724,2462440,6212,2462440
777,2724,2463440,6212,2463440
777,2724,2464440,6212,2464440
777,2724,2465440,6212,2465440
777,2724,2465440,6212,2465440
777,2724,2466440,6212,2466440
777,2724,2467440,6212,2467440
777,2724,2467440,6212,2467440
777,2724,2467760,6212,2467760
777,2724,2467760,6212,2467760
777,2724,2468310,6212,2468310
777,2724,2469310,6212,2469310
778,2732,2470310,6212,2470310
778,2732,2470630,6212,2470630
778,2732,2471630,6212,2471630
778,2732,2472630,6212,2472630
778,2732,2473280,6212,2473280
778,2732,2474280,6212,2474280
779,2740,2474740,6212,2474740
779,2740,2475210,6212,2475210
779,2740,2476210,6212,2476210
779,2740,2476440,6212,2476440
779,2740,2477440,6212,2477440
779,2740,2477810,6212,2477810
780,2748,2478810,6212,2478810
780,2748,2479810,6212,2479810
780,2748,2480400,6212,2480400
780,2748,2481400,6212,2481400
780,2748,2482400,6212,2482400
780,2748,2482870,6212,2482870
780,2748,2483870,6212,2483870
780,2748,2484870,6212,2484870
780,2748,2485460,6212,2485460
781,2756,2486460,6212,2486460
782,2764,2494460,6212,2494460
782,2764,2495460,6212,2495460
782,2764,2496460,6212,2496460
782,2764,2496460,6212,2496460
782,2764,2497460,6212,2497460
782,2764,2497780,6212,2497780
782,2764,2498590,6212,2498590
782,2764,2499590,6212,2499590
782,2764,2500590,6212,2500590
782,2764,2500590,6212,2500590
782,2764,2500750,6212,2500750
782,2764,2501750,6212,2501750
782,2764,2501750,6212,2501750
782,2764,2502750,6212,2502750
783,2772,2510750,6212,2510750
783,2772,2511750,6212,2511750
783,2772,2511750,6212,2511750
784,2780,2512750,6212,2512750
784,2780,2513560,6212,2513560
784,2780,2514560,6212,2514560
784,2780,2514880,6212,2514880
784,2780,2515880,6212,2515880
784,2780,2516880,6212,2516880
784,2780,2516880,6212,2516880
784,2780,2517880,6212,2517880
784,2780,2518200,6212,2518200
784,2780,2518670,6212,2518670
785,2788,2526670,6212,2526670
785,2788,2527670,6212,2527670
785,2788,2528480,6212,2528480
786,2796,2529290,6212,2529290
786,2796,2530290,6212,2530290
786,2796,2531290,6212,2531290
786,2796,2531290,6212,2531290
786,2796,2531610,6212,2531610
786,2796,2531610,6212,2531610
786,2796,2532610,6212,2532610
786,2796,2533610,6212,2533610
786,2796,2534610,6212,2534610
786,2796,2535080,6212,2535080
786,2796,2535240,6212,2535240
787,2804,2536240,6212,2536240
787,2804,2537240,6212,2537240
787,2804,2538050,6212,2538050
787,2804,2539050,6212,2539050
787,2804,2539860,6212,2539860
787,2804,2540670,6212,2540670
787,2804,2541670,6212,2541670
787,2804,2541670,6212,2541670
787,2804,2542150,6212,2542150
