ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1203,6155,2155410,6212,2155410
1203,6155,2156000,6212,2156000
1203,6155,2156220,6212,2156220
1203,6155,2156870,6212,2156870
1203,6155,2157680,6212,2157680
1203,6155,2158230,6212,2158230
1203,6155,2159040,6212,2159040
1203,6155,2159360,6212,2159360
1203,6155,2159830,6212,2159830
1203,6155,2160150,6212,2160150
1203,6155,2160470,6212,2160470
1203,6155,2161280,6212,2161280
1203,6155,2161930,6212,2161930
1203,6155,2162400,6212,2162400
1203,6155,2163210,6212,2163210
1203,6155,2163670,6212,2163670
1203,6155,2164480,6212,2164480
1203,6155,2164950,6212,2164950
1203,6155,2165600,6212,2165600
1203,6155,2166070,6212,2166070
1203,6155,2166880,6212,2166880
1203,6155,2167690,6212,2167690
1203,6155,2168500,6212,2168500
1203,6155,2168970,6212,2168970
1203,6155,2169200,6212,2169200
1203,6155,2170010,6212,2170010
1203,6155,2170470,6212,2170470
1203,6155,2170790,6212,2170790
1203,6155,2171600,6212,2171600
1203,6155,2172190,6212,2172190
1203,6155,2172190,6212,2172190
1203,6155,2172660,6212,2172660
1203,6155,2173470,6212,2173470
1203,6155,2174280,6212,2174280
1203,6155,2174750,6212,2174750
1203,6155,2175220,6212,2175220
1203,6155,2175220,6212,2175220
1203,6155,2176030,6212,2176030
1203,6155,2176620,6212,2176620
1203,6155,2176850,6212,2176850
1203,6155,2177170,6212,2177170
1203,6155,2177630,6212,2177630
1203,6155,2178100,6212,2178100
1203,6155,2178570,6212,2178570
1203,6155,2179040,6212,2179040
1203,6155,2179510,6212,2179510
1204,6163,2180320,6212,2180320
1204,6163,2180790,6212,2180790
1204,6163,2181160,6212,2181160
1204,6163,2181160,6212,2181160
1204,6163,2181970,6212,2181970
1204,6163,2182780,6212,2182780
1204,6163,2183590,6212,2183590
1204,6163,2184400,6212,2184400
1204,6163,2184870,6212,2184870
1204,6163,2185340,6212,2185340
1204,6163,2186150,6212,2186150
1204,6163,2186150,6212,2186150
1204,6163,2186380,6212,2186380
1204,6163,2186850,6212,2186850
1204,6163,2187010,6212,2187010
1204,6163,2187480,6212,2187480
1204,6163,2188290,6212,2188290
1204,6163,2188760,6212,2188760
1204,6163,2189410,6212,2189410
1204,6163,2189880,6212,2189880
1204,6163,2190350,6212,2190350
1204,6163,2191160,6212,2191160
1204,6163,2191160,6212,2191160
1204,6163,2191970,6212,2191970
1204,6163,2192780,6212,2192780
1204,6163,2193010,6212,2193010
1204,6163,2193820,6212,2193820
1204,6163,2194140,6212,2194140
1204,6163,2194950,6212,2194950
1204,6163,2195760,6212,2195760
1204,6163,2196570,6212,2196570
1204,6163,2197040,6212,2197040
1205,6167,2197850,6212,2197850
1205,6167,2198170,6212,2198170
1205,6167,2198640,6212,2198640
1205,6167,2199290,6212,2199290
1205,6167,2199640,6212,2199640
1205,6167,2200450,6212,2200450
1205,6167,2200610,6212,2200610
1205,6167,2201160,6212,2201160
1205,6167,2201970,6212,2201970
1205,6167,2201970,6212,2201970
1205,6167,2201970,6212,2201970
1205,6167,2202440,6212,2202440
1205,6167,2203250,6212,2203250
1205,6167,2203480,6212,2203480
1205,6167,2203800,6212,2203800
1205,6167,2204270,6212,2204270
1205,6167,2204740,6212,2204740
1205,6167,2205060,6212,2205060
1205,6167,2205530,6212,2205530
1205,6167,2205530,6212,2205530
1205,6167,2206340,6212,2206340
1205,6167,2207150,6212,2207150
1205,6167,2207150,6212,2207150
1205,6167,2207960,6212,2207960
1205,6167,2208280,6212,2208280
1205,6167,2208750,6212,2208750
1205,6167,2209220,6212,2209220
1205,6167,2210030,6212,2210030
1205,6167,2210840,6212,2210840
1205,6167,2211310,6212,2211310
1205,6167,2211860,6212,2211860
1205,6167,2212330,6212,2212330
1205,6167,2213140,6212,2213140
1205,6167,2213950,6212,2213950
1205,6167,2214410,6212,2214410
1205,6167,2214730,6212,2214730
1205,6167,2215050,6212,2215050
1205,6167,2215860,6212,2215860
1205,6167,2216670,6212,2216670
1205,6167,2217480,6212,2217480
1205,6167,2217950,6212,2217950
1205,6167,2218600,6212,2218600
1205,6167,2218760,6212,2218760
1205,6167,2219570,6212,2219570
1205,6167,2220380,6212,2220380
1205,6167,2220850,6212,2220850
1205,6167,2221320,6212,2221320
1205,6167,2222130,6212,2222130
1205,6167,2222600,6212,2222600
1205,6167,2223070,6212,2223070
1205,6167,2223720,6212,2223720
1205,6167,2223720,6212,2223720
1205,6167,2224530,6212,2224530
1205,6167,2225000,6212,2225000
1205,6167,2225650,6212,2225650
1205,6167,2225920,6212,2225920
1205,6167,2226470,6212,2226470
1205,6167,2226940,6212,2226940
1205,6167,2227410,6212,2227410
1205,6167,2227870,6212,2227870
1205,6167,2227870,6212,2227870
1205,6167,2228340,6212,2228340
1205,6167,2228810,6212,2228810
1205,6167,2229130,6212,2229130
1205,6167,2229940,6212,2229940
1205,6167,2230750,6212,2230750
1205,6167,2231560,6212,2231560
1205,6167,2232030,6212,2232030
1205,6167,2232840,6212,2232840
1205,6167,2232840,6212,2232840
1205,6167,2233490,6212,2233490
1205,6167,2233810,6212,2233810
1205,6167,2234130,6212,2234130
1205,6167,2234940,6212,2234940
1205,6167,2234940,6212,2234940
1205,6167,2235410,6212,2235410
1205,6167,2236220,6212,2236220
1205,6167,2237030,6212,2237030
1205,6167,2237190,6212,2237190
1205,6167,2238000,6212,2238000
1205,6167,2238460,6212,2238460
1205,6167,2238930,6212,2238930
1205,6167,2238930,6212,2238930
1205,6167,2239580,6212,2239580
1205,6167,2239580,6212,2239580
1205,6167,2239580,6212,2239580
1205,6167,2240040,6212,2240040
1205,6167,2240850,6212,2240850
1205,6167,2241320,6212,2241320
1205,6167,2241320,6212,2241320
1205,6167,2241790,6212,2241790
1205,6167,2242110,6212,2242110
1205,6167,2242110,6212,2242110
1205,6167,2242760,6212,2242760
1205,6167,2243230,6212,2243230
1205,6167,2244040,6212,2244040
1205,6167,2244270,6212,2244270
1205,6167,2244740,6212,2244740
1205,6167,2245210,6212,2245210
1205,6167,2245210,6212,2245210
1205,6167,2246020,6212,2246020
1205,6167,2246340,6212,2246340
1205,6167,2246810,6212,2246810
1205,6167,2247130,6212,2247130
1205,6167,2247360,6212,2247360
1205,6167,2247840,6212,2247840
1205,6167,2248650,6212,2248650
1205,6167,2249460,6212,2249460
1205,6167,2249620,6212,2249620
1205,6167,2249620,6212,2249620
1205,6167,2250430,6212,2250430
1205,6167,2250890,6212,2250890
1205,6167,2251540,6212,2251540
1205,6167,2252190,6212,2252190
1205,6167,2252780,6212,2252780
1205,6167,2252780,6212,2252780
1205,6167,2253240,6212,2253240
1205,6167,2254050,6212,2254050
1205,6167,2254860,6212,2254860
1205,6167,2255670,6212,2255670
1205,6167,2256320,6212,2256320
1205,6167,2256790,6212,2256790
1205,6167,2257600,6212,2257600
1205,6167,2257600,6212,2257600
1205,6167,2258410,6212,2258410
1205,6167,2258880,6212,2258880
1205,6167,2259350,6212,2259350
1205,6167,2259350,6212,2259350
1205,6167,2259810,6212,2259810
1205,6167,2260460,6212,2260460
1205,6167,2260930,6212,2260930
1205,6167,2261400,6212,2261400
1205,6167,2261400,6212,2261400
1205,6167,2261770,6212,2261770
1205,6167,2262420,6212,2262420
1205,6167,2263230,6212,2263230
1205,6167,2263550,6212,2263550
1205,6167,2263870,6212,2263870
1205,6167,2264340,6212,2264340
1205,6167,2264570,6212,2264570
1205,6167,2264890,6212,2264890
1205,6167,2265540,6212,2265540
1205,6167,2265760,6212,2265760
1205,6167,2266570,6212,2266570
1205,6167,2267380,6212,2267380
1205,6167,2268190,6212,2268190
1205,6167,2269000,6212,2269000
1205,6167,2269320,6212,2269320
1205,6167,2270130,6212,2270130
1205,6167,2270130,6212,2270130
1205,6167,2270680,6212,2270680
1205,6167,2271490,6212,2271490
1205,6167,2272300,6212,2272300
1205,6167,2272300,6212,2272300
1205,6167,2272770,6212,2272770
1205,6167,2273420,6212,2273420
1205,6167,2274230,6212,2274230
1205,6167,2274700,6212,2274700
1205,6167,2275020,6212,2275020
1205,6167,2275670,6212,2275670
1205,6167,2275900,6212,2275900
1205,6167,2276220,6212,2276220
1205,6167,2276220,6212,2276220
1205,6167,2277030,6212,2277030
1205,6167,2277500,6212,2277500
1205,6167,2277820,6212,2277820
1205,6167,2278630,6212,2278630
1205,6167,2279100,6212,2279100
1205,6167,2279910,6212,2279910
1205,6167,2280020,6212,2280020
1205,6167,2280240,6212,2280240
1205,6167,2280240,6212,2280240
1205,6167,2281050,6212,2281050
1205,6167,2281860,6212,2281860
1205,6167,2281860,6212,2281860
1205,6167,2282230,6212,2282230
1205,6167,2283040,6212,2283040
1205,6167,2283260,6212,2283260
1205,6167,2283730,6212,2283730
1205,6167,2284200,6212,2284200
1205,6167,2285010,6212,2285010
1205,6167,2285470,6212,2285470
1205,6167,2285470,6212,2285470
1205,6167,2286120,6212,2286120
1205,6167,2286930,6212,2286930
1205,6167,2287160,6212,2287160
1205,6167,2287750,6212,2287750
1205,6167,2287750,6212,2287750
1205,6167,2288560,6212,2288560
1205,6167,2289030,6212,2289030
1205,6167,2289030,6212,2289030
1205,6167,2289490,6212,2289490
1205,6167,2289810,6212,2289810
1205,6167,2289810,6212,2289810
1205,6167,2290460,6212,2290460
1205,6167,2291270,6212,2291270
1205,6167,2291740,6212,2291740
1205,6167,2292200,6212,2292200
1205,6167,2292520,6212,2292520
1205,6167,2293110,6212,2293110
1205,6167,2293570,6212,2293570
1205,6167,2294380,6212,2294380
1205,6167,2295190,6212,2295190
1205,6167,2295840,6212,2295840
1205,6167,2296000,6212,2296000
1205,6167,2296470,6212,2296470
1205,6167,2297020,6212,2297020
1205,6167,2297830,6212,2297830
1206,6175,2298640,6212,2298640
1206,6175,2299450,6212,2299450
1206,6175,2300260,6212,2300260
1206,6175,2300730,6212,2300730
1206,6175,2301050,6212,2301050
1206,6175,2301050,6212,2301050
1206,6175,2301700,6212,2301700
1206,6175,2302160,6212,2302160
1206,6175,2302160,6212,2302160
1206,6175,2302970,6212,2302970
1206,6175,2303440,6212,2303440
1206,6175,2304250,6212,2304250
1206,6175,2305060,6212,2305060
1206,6175,2305170,6212,2305170
1206,6175,2305390,6212,2305390
1206,6175,2306040,6212,2306040
1206,6175,2306360,6212,2306360
1206,6175,2307170,6212,2307170
1206,6175,2307400,6212,2307400
1206,6175,2308050,6212,2308050
1206,6175,2308520,6212,2308520
1206,6175,2308680,6212,2308680
1206,6175,2308680,6212,2308680
1206,6175,2309150,6212,2309150
1206,6175,2309470,6212,2309470
1206,6175,2310280,6212,2310280
1206,6175,2311090,6212,2311090
1206,6175,2311900,6212,2311900
1206,6175,2311900,6212,2311900
1206,6175,2312220,6212,2312220
1206,6175,2312540,6212,2312540
1206,6175,2312860,6212,2312860
1206,6175,2313020,6212,2313020
1206,6175,2313340,6212,2313340
1206,6175,2314150,6212,2314150
1206,6175,2314620,6212,2314620
1206,6175,2315430,6212,2315430
1206,6175,2315430,6212,2315430
1206,6175,2316240,6212,2316240
1206,6175,2316470,6212,2316470
1206,6175,2317060,6212,2317060
1206,6175,2317530,6212,2317530
1206,6175,2318000,6212,2318000
1206,6175,2318370,6212,2318370
1206,6175,2319180,6212,2319180
1206,6175,2319770,6212,2319770
1206,6175,2320240,6212,2320240
1206,6175,2320240,6212,2320240
1206,6175,2320710,6212,2320710
1206,6175,2321030,6212,2321030
1206,6175,2321840,6212,2321840
1206,6175,2322490,6212,2322490
1206,6175,2322810,6212,2322810
1206,6175,2323130,6212,2323130
1206,6175,2323450,6212,2323450
1206,6175,2324260,6212,2324260
1206,6175,2324910,6212,2324910
1206,6175,2325560,6212,2325560
1206,6175,2326030,6212,2326030
1206,6175,2326500,6212,2326500
1206,6175,2326660,6212,2326660
1206,6175,2327470,6212,2327470
1206,6175,2327630,6212,2327630
1206,6175,2327630,6212,2327630
1206,6175,2328100,6212,2328100
1206,6175,2328100,6212,2328100
1206,6175,2328570,6212,2328570
1206,6175,2328940,6212,2328940
1206,6175,2328940,6212,2328940
1206,6175,2329750,6212,2329750
1206,6175,2329750,6212,2329750
1206,6175,2329980,6212,2329980
1206,6175,2330440,6212,2330440
1206,6175,2331250,6212,2331250
1206,6175,2332060,6212,2332060
1206,6175,2332380,6212,2332380
1206,6175,2332610,6212,2332610
1206,6175,2332610,6212,2332610
1207,6183,2333080,6212,2333080
1207,6183,2333670,6212,2333670
1207,6183,2334140,6212,2334140
1207,6183,2334690,6212,2334690
1207,6183,2335160,6212,2335160
1207,6183,2335810,6212,2335810
1207,6183,2336620,6212,2336620
1207,6183,2337430,6212,2337430
1207,6183,2338020,6212,2338020
1207,6183,2338340,6212,2338340
1207,6183,2338800,6212,2338800
1207,6183,2339610,6212,2339610
1207,6183,2340080,6212,2340080
1207,6183,2340890,6212,2340890
1207,6183,2341700,6212,2341700
1207,6183,2342510,6212,2342510
1207,6183,2343160,6212,2343160
1207,6183,2343630,6212,2343630
1207,6183,2344180,6212,2344180
1207,6183,2344650,6212,2344650
1207,6183,2345300,6212,2345300
1207,6183,2345620,6212,2345620
1207,6183,2345850,6212,2345850
1207,6183,2346170,6212,2346170
1207,6183,2346980,6212,2346980
1207,6183,2347300,6212,2347300
1207,6183,2347770,6212,2347770
1207,6183,2348240,6212,2348240
1207,6183,2348710,6212,2348710
1207,6183,2349180,6212,2349180
1207,6183,2349830,6212,2349830
1207,6183,2350300,6212,2350300
1207,6183,2351110,6212,2351110
1207,6183,2351760,6212,2351760
1207,6183,2352570,6212,2352570
1207,6183,2353380,6212,2353380
1207,6183,2353380,6212,2353380
1207,6183,2354190,6212,2354190
1207,6183,2355000,6212,2355000
1208,6191,2355470,6212,2355470
1208,6191,2356280,6212,2356280
1208,6191,2356750,6212,2356750
1208,6191,2356750,6212,2356750
1208,6191,2357300,6212,2357300
1208,6191,2357530,6212,2357530
1208,6191,2357760,6212,2357760
1208,6191,2358570,6212,2358570
1208,6191,2358570,6212,2358570
1208,6191,2359380,6212,2359380
1208,6191,2359700,6212,2359700
1208,6191,2360170,6212,2360170
1208,6191,2360170,6212,2360170
1208,6191,2360400,6212,2360400
1208,6191,2360400,6212,2360400
1208,6191,2361050,6212,2361050
1208,6191,2361050,6212,2361050
1208,6191,2361520,6212,2361520
1208,6191,2361750,6212,2361750
1208,6191,2362220,6212,2362220
1208,6191,2362220,6212,2362220
1208,6191,2362440,6212,2362440
1208,6191,2362440,6212,2362440
1208,6191,2362440,6212,2362440
1208,6191,2363250,6212,2363250
1208,6191,2363720,6212,2363720
1208,6191,2364530,6212,2364530
1208,6191,2365340,6212,2365340
1208,6191,2366150,6212,2366150
1208,6191,2366150,6212,2366150
1208,6191,2366260,6212,2366260
1208,6191,2367070,6212,2367070
1208,6191,2367070,6212,2367070
1208,6191,2367880,6212,2367880
1208,6191,2368690,6212,2368690
1208,6191,2369500,6212,2369500
1208,6191,2370310,6212,2370310
1208,6191,2371120,6212,2371120
1208,6191,2371590,6212,2371590
1208,6191,2372060,6212,2372060
1208,6191,2372870,6212,2372870
1208,6191,2373330,6212,2373330
1208,6191,2374140,6212,2374140
1208,6191,2374950,6212,2374950
1208,6191,2375180,6212,2375180
1208,6191,2375650,6212,2375650
1208,6191,2376120,6212,2376120
1208,6191,2376770,6212,2376770
1208,6191,2377580,6212,2377580
1208,6191,2378390,6212,2378390
1208,6191,2378390,6212,2378390
1208,6191,2378850,6212,2378850
1208,6191,2379660,6212,2379660
1208,6191,2379980,6212,2379980
1208,6191,2380790,6212,2380790
1208,6191,2381600,6212,2381600
1208,6191,2382070,6212,2382070
1208,6191,2382510,6212,2382510
1208,6191,2383320,6212,2383320
1208,6191,2384130,6212,2384130
1208,6191,2384450,6212,2384450
1208,6191,2385040,6212,2385040
1208,6191,2385690,6212,2385690
1208,6191,2386340,6212,2386340
1208,6191,2386810,6212,2386810
1208,6191,2387280,6212,2387280
1208,6191,2388090,6212,2388090
1208,6191,2388900,6212,2388900
1208,6191,2388900,6212,2388900
1208,6191,2389710,6212,2389710
1208,6191,2389870,6212,2389870
1208,6191,2390340,6212,2390340
1208,6191,2390810,6212,2390810
1208,6191,2391620,6212,2391620
1208,6191,2391620,6212,2391620
1208,6191,2391620,6212,2391620
1208,6191,2392430,6212,2392430
1208,6191,2392660,6212,2392660
1208,6191,2393470,6212,2393470
1208,6191,2394280,6212,2394280
1208,6191,2394500,6212,2394500
1208,6191,2394970,6212,2394970
1208,6191,2395780,6212,2395780
1208,6191,2396150,6212,2396150
1208,6191,2396960,6212,2396960
1208,6191,2396960,6212,2396960
1208,6191,2397280,6212,2397280
1208,6191,2398090,6212,2398090
1208,6191,2398090,6212,2398090
1208,6191,2398900,6212,2398900
1208,6191,2399710,6212,2399710
1208,6191,2400520,6212,2400520
1208,6191,2401330,6212,2401330
1208,6191,2402140,6212,2402140
1208,6191,2402690,6212,2402690
1209,6193,2403280,6212,2403280
1209,6193,2403280,6212,2403280
1209,6193,2403750,6212,2403750
1209,6193,2404560,6212,2404560
1209,6193,2405030,6212,2405030
1209,6193,2405030,6212,2405030
1209,6193,2405840,6212,2405840
1209,6193,2406160,6212,2406160
1209,6193,2406970,6212,2406970
1209,6193,2407780,6212,2407780
1209,6193,2408240,6212,2408240
1209,6193,2409050,6212,2409050
1209,6193,2409420,6212,2409420
1209,6193,2409420,6212,2409420
1209,6193,2410230,6212,2410230
1209,6193,2410700,6212,2410700
1209,6193,2411290,6212,2411290
1209,6193,2412100,6212,2412100
1209,6193,2412570,6212,2412570
1209,6193,2413160,6212,2413160
1209,6193,2413480,6212,2413480
1209,6193,2414290,6212,2414290
1209,6193,2415100,6212,2415100
1209,6193,2415320,6212,2415320
1209,6193,2415320,6212,2415320
1209,6193,2415780,6212,2415780
1209,6193,2416250,6212,2416250
1209,6193,2417060,6212,2417060
1209,6193,2417870,6212,2417870
1209,6193,2418340,6212,2418340
1209,6193,2418340,6212,2418340
1209,6193,2418340,6212,2418340
1209,6193,2419150,6212,2419150
1210,6201,2419960,6212,2419960
1210,6201,2420430,6212,2420430
1210,6201,2420900,6212,2420900
1210,6201,2421370,6212,2421370
1210,6201,2421920,6212,2421920
1210,6201,2422570,6212,2422570
1210,6201,2422890,6212,2422890
1210,6201,2423210,6212,2423210
1210,6201,2424020,6212,2424020
1210,6201,2424020,6212,2424020
1210,6201,2424020,6212,2424020
1210,6201,2424250,6212,2424250
1210,6201,2425060,6212,2425060
1210,6201,2425530,6212,2425530
1210,6201,2426340,6212,2426340
1210,6201,2426810,6212,2426810
1210,6201,2427460,6212,2427460
1210,6201,2427460,6212,2427460
1210,6201,2427460,6212,2427460
1210,6201,2428110,6212,2428110
1210,6201,2428580,6212,2428580
1210,6201,2429050,6212,2429050
1210,6201,2429860,6212,2429860
1210,6201,2430090,6212,2430090
1210,6201,2430550,6212,2430550
1210,6201,2431360,6212,2431360
1210,6201,2431830,6212,2431830
1210,6201,2432640,6212,2432640
1210,6201,2433110,6212,2433110
1210,6201,2433110,6212,2433110
1210,6201,2433920,6212,2433920
1210,6201,2434570,6212,2434570
1210,6201,2435030,6212,2435030
1210,6201,2435500,6212,2435500
1210,6201,2435870,6212,2435870
1210,6201,2436190,6212,2436190
1210,6201,2436740,6212,2436740
1210,6201,2437210,6212,2437210
1210,6201,2437800,6212,2437800
1210,6201,2438610,6212,2438610
1210,6201,2439420,6212,2439420
1210,6201,2439420,6212,2439420
1210,6201,2440230,6212,2440230
1210,6201,2440880,6212,2440880
1210,6201,2441340,6212,2441340
1210,6201,2442150,6212,2442150
1210,6201,2442610,6212,2442610
1210,6201,2443420,6212,2443420
1210,6201,2443890,6212,2443890
1210,6201,2444360,6212,2444360
1210,6201,2444580,6212,2444580
1210,6201,2444800,6212,2444800
1210,6201,2445270,6212,2445270
1210,6201,2445740,6212,2445740
1210,6201,2446210,6212,2446210
1210,6201,2446760,6212,2446760
1210,6201,2446760,6212,2446760
1210,6201,2447130,6212,2447130
1210,6201,2447600,6212,2447600
1210,6201,2448190,6212,2448190
1210,6201,2448660,6212,2448660
1210,6201,2448980,6212,2448980
1210,6201,2449530,6212,2449530
1210,6201,2450340,6212,2450340
1210,6201,2450810,6212,2450810
1210,6201,2451270,6212,2451270
1210,6201,2451270,6212,2451270
1210,6201,2451740,6212,2451740
1210,6201,2452330,6212,2452330
1210,6201,2452550,6212,2452550
1210,6201,2452880,6212,2452880
1210,6201,2453350,6212,2453350
1210,6201,2454000,6212,2454000
1210,6201,2454000,6212,2454000
1210,6201,2454470,6212,2454470
1210,6201,2455280,6212,2455280
1210,6201,2455440,6212,2455440
1210,6201,2455910,6212,2455910
1210,6201,2456720,6212,2456720
1210,6201,2456720,6212,2456720
1210,6201,2457530,6212,2457530
1210,6201,2457760,6212,2457760
1210,6201,2458570,6212,2458570
1210,6201,2459380,6212,2459380
1210,6201,2459700,6212,2459700
1210,6201,2459700,6212,2459700
1210,6201,2460160,6212,2460160
1210,6201,2460970,6212,2460970
1210,6201,2461440,6212,2461440
1210,6201,2461990,6212,2461990
1210,6201,2462450,6212,2462450
1210,6201,2463100,6212,2463100
1210,6201,2463470,6212,2463470
1210,6201,2464280,6212,2464280
1210,6201,2465090,6212,2465090
1210,6201,2465740,6212,2465740
1210,6201,2466550,6212,2466550
1210,6201,2466780,6212,2466780
1210,6201,2467010,6212,2467010
1210,6201,2467820,6212,2467820
1210,6201,2468410,6212,2468410
1210,6201,2468570,6212,2468570
1210,6201,2469380,6212,2469380
1210,6201,2469380,6212,2469380
1210,6201,2469850,6212,2469850
1210,6201,2470660,6212,2470660
1210,6201,2470660,6212,2470660
1210,6201,2470980,6212,2470980
1210,6201,2471450,6212,2471450
1210,6201,2472260,6212,2472260
1210,6201,2472730,6212,2472730
1210,6201,2472890,6212,2472890
1210,6201,2472890,6212,2472890
1210,6201,2473700,6212,2473700
1210,6201,2474510,6212,2474510
1210,6201,2475160,6212,2475160
1210,6201,2475630,6212,2475630
1210,6201,2475950,6212,2475950
1210,6201,2476420,6212,2476420
1210,6201,2477070,6212,2477070
1210,6201,2477720,6212,2477720
1210,6201,2478190,6212,2478190
1210,6201,2478660,6212,2478660
1210,6201,2478980,6212,2478980
1210,6201,2479450,6212,2479450
1210,6201,2479920,6212,2479920
1210,6201,2480390,6212,2480390
1210,6201,2480710,6212,2480710
1210,6201,2481180,6212,2481180
1211,6203,2481770,6212,2481770
1211,6203,2482240,6212,2482240
1211,6203,2482710,6212,2482710
1211,6203,2483520,6212,2483520
1211,6203,2484170,6212,2484170
1211,6203,2484980,6212,2484980
1211,6203,2484980,6212,2484980
1211,6203,2485450,6212,2485450
1211,6203,2485680,6212,2485680
1211,6203,2485680,6212,2485680
1211,6203,2486490,6212,2486490
1211,6203,2486960,6212,2486960
1211,6203,2487280,6212,2487280
1211,6203,2487510,6212,2487510
1211,6203,2487740,6212,2487740
1211,6203,2487900,6212,2487900
1211,6203,2488220,6212,2488220
1211,6203,2488680,6212,2488680
1211,6203,2489150,6212,2489150
1211,6203,2489960,6212,2489960
1211,6203,2489960,6212,2489960
1211,6203,2490280,6212,2490280
1211,6203,2490750,6212,2490750
1211,6203,2491220,6212,2491220
1211,6203,2491870,6212,2491870
1211,6203,2492460,6212,2492460
1211,6203,2493270,6212,2493270
1211,6203,2493920,6212,2493920
1211,6203,2494240,6212,2494240
1211,6203,2494240,6212,2494240
1211,6203,2494710,6212,2494710
1211,6203,2495180,6212,2495180
1211,6203,2495180,6212,2495180
1211,6203,2495180,6212,2495180
1211,6203,2495990,6212,2495990
1211,6203,2496150,6212,2496150
1211,6203,2496800,6212,2496800
1211,6203,2496800,6212,2496800
1211,6203,2497610,6212,2497610
1211,6203,2498420,6212,2498420
1211,6203,2498640,6212,2498640
1211,6203,2498800,6212,2498800
1211,6203,2499120,6212,2499120
1211,6203,2499770,6212,2499770
1211,6203,2499770,6212,2499770
1211,6203,2500580,6212,2500580
1211,6203,2501390,6212,2501390
1211,6203,2501860,6212,2501860
1211,6203,2502450,6212,2502450
1211,6203,2502770,6212,2502770
1211,6203,2503580,6212,2503580
1211,6203,2504050,6212,2504050
1211,6203,2504520,6212,2504520
1211,6203,2505330,6212,2505330
1211,6203,2505800,6212,2505800
1211,6203,2506270,6212,2506270
1211,6203,2506920,6212,2506920
1211,6203,2506920,6212,2506920
1211,6203,2506920,6212,2506920
1211,6203,2507240,6212,2507240
1211,6203,2507710,6212,2507710
1211,6203,2507710,6212,2507710
1211,6203,2508520,6212,2508520
1211,6203,2509330,6212,2509330
1211,6203,2509980,6212,2509980
1211,6203,2509980,6212,2509980
1211,6203,2510790,6212,2510790
1211,6203,2511440,6212,2511440
1211,6203,2511910,6212,2511910
1211,6203,2512500,6212,2512500
1211,6203,2512500,6212,2512500
1211,6203,2512940,6212,2512940
1211,6203,2513750,6212,2513750
1211,6203,2514070,6212,2514070
1211,6203,2514880,6212,2514880
1211,6203,2515110,6212,2515110
1211,6203,2515580,6212,2515580
1211,6203,2516050,6212,2516050
1211,6203,2516700,6212,2516700
1211,6203,2517510,6212,2517510
1211,6203,2518160,6212,2518160
1211,6203,2518160,6212,2518160
1211,6203,2518160,6212,2518160
1211,6203,2518160,6212,2518160
1211,6203,2518620,6212,2518620
1211,6203,2518620,6212,2518620
1211,6203,2519430,6212,2519430
1211,6203,2519900,6212,2519900
1211,6203,2520370,6212,2520370
1211,6203,2520690,6212,2520690
1211,6203,2521150,6212,2521150
1211,6203,2521960,6212,2521960
1211,6203,2522420,6212,2522420
1211,6203,2523230,6212,2523230
1211,6203,2524040,6212,2524040
1211,6203,2524690,6212,2524690
1211,6203,2525500,6212,2525500
1211,6203,2525730,6212,2525730
1211,6203,2526540,6212,2526540
1211,6203,2526540,6212,2526540
1211,6203,2527010,6212,2527010
1211,6203,2527010,6212,2527010
1211,6203,2527820,6212,2527820
1211,6203,2527820,6212,2527820
1211,6203,2527820,6212,2527820
1211,6203,2528290,6212,2528290
1211,6203,2528610,6212,2528610
1211,6203,2529420,6212,2529420
1211,6203,2529640,6212,2529640
1211,6203,2530110,6212,2530110
1211,6203,2530570,6212,2530570
1211,6203,2530730,6212,2530730
1211,6203,2530960,6212,2530960
1211,6203,2531280,6212,2531280
1211,6203,2531600,6212,2531600
1211,6203,2532070,6212,2532070
1211,6203,2532070,6212,2532070
1211,6203,2532880,6212,2532880
1211,6203,2533690,6212,2533690
1211,6203,2534500,6212,2534500
1211,6203,2534970,6212,2534970
1211,6203,2535440,6212,2535440
1211,6203,2535440,6212,2535440
1211,6203,2535440,6212,2535440
1211,6203,2535440,6212,2535440
1211,6203,2535760,6212,2535760
1211,6203,2536220,6212,2536220
1211,6203,2536690,6212,2536690
1211,6203,2536690,6212,2536690
1211,6203,2537500,6212,2537500
1211,6203,2537970,6212,2537970
1211,6203,2538780,6212,2538780
1211,6203,2538780,6212,2538780
1211,6203,2539590,6212,2539590
1211,6203,2539590,6212,2539590
1211,6203,2540400,6212,2540400
1211,6203,2540400,6212,2540400
1211,6203,2540400,6212,2540400
1211,6203,2540870,6212,2540870
