ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_60ff-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1089249.04,21.39,7.82,287742.94,5.65
1089249.04,21.39,7.82,287742.94,5.65
1089409.35,21.39,7.83,288243.7,5.66
1089569.67,21.4,7.83,288243.7,5.66
1089729.99,21.4,7.84,288243.7,5.66
1089781.52,21.41,7.84,288347.73,5.66
1089833.05,21.41,7.85,288466.2,5.67
1089749.09,21.41,7.85,288366.43,5.67
1089909.41,21.42,7.85,288474.0,5.67
1089960.94,21.42,7.86,288473.61,5.67
1090121.26,21.43,7.86,288495.54,5.67
1090172.79,21.43,7.87,288495.31,5.67
1090224.32,21.44,7.87,288663.53,5.68
1090434.08,21.44,7.88,288662.93,5.68
1090485.61,21.45,7.88,288661.8,5.68
1090650.52,21.45,7.89,288674.24,5.68
1090860.29,21.46,7.89,288674.24,5.68
1091029.68,21.46,7.9,288676.69,5.68
1091219.7,21.47,7.9,288700.56,5.68
1090983.72,21.46,7.9,288453.98,5.68
1091144.04,21.47,7.9,288481.71,5.68
1091353.81,21.47,7.91,288400.78,5.67
1091681.45,21.48,7.92,288264.13,5.67
1091835.71,21.49,7.92,288264.13,5.67
1092005.11,21.49,7.93,288245.4,5.67
1091745.18,21.49,7.92,288083.6,5.67
1091796.71,21.49,7.93,288209.97,5.67
1091796.71,21.49,7.93,288209.37,5.67
1091848.24,21.5,7.93,288532.2,5.68
1092002.5,21.5,7.94,288531.83,5.68
1092002.5,21.5,7.94,288831.63,5.69
1092002.5,21.5,7.94,289871.73,5.71
1092212.27,21.51,7.94,289894.25,5.71
1092372.59,21.51,7.95,289894.04,5.71
1092424.12,21.52,7.95,289894.04,5.71
1092475.65,21.52,7.96,289894.04,5.71
1092629.92,21.53,7.96,289986.01,5.71
1092784.18,21.54,7.97,289986.01,5.71
1093015.04,21.54,7.98,290287.89,5.72
1093066.57,21.55,7.98,290287.52,5.72
1093118.1,21.55,7.98,290397.09,5.73
1093169.63,21.56,7.99,290514.57,5.73
1093169.63,21.56,7.99,290332.28,5.72
1093169.63,21.56,7.99,290472.43,5.73
1093400.49,21.56,8.0,290663.37,5.73
1093230.56,21.56,7.99,290663.37,5.73
1093282.09,21.56,8.0,290772.94,5.74
1093491.86,21.57,8.0,290806.23,5.74
1093543.39,21.57,8.01,290806.23,5.74
1093543.39,21.57,8.01,290805.91,5.74
1093499.15,21.58,8.01,290515.38,5.73
1093550.68,21.58,8.01,290515.38,5.73
1093602.21,21.58,8.02,290506.54,5.73
1093762.53,21.59,8.02,290521.46,5.73
1093733.13,21.59,8.02,290626.79,5.74
1093893.44,21.6,8.03,290219.1,5.73
1094047.71,21.6,8.03,290311.07,5.73
1093949.55,21.6,8.03,290228.07,5.73
1094109.87,21.61,8.04,290231.97,5.73
1094274.78,21.61,8.04,290301.04,5.73
1094057.59,21.61,8.04,290041.7,5.73
1094217.9,21.61,8.05,290041.33,5.73
1094269.43,21.62,8.05,290041.33,5.73
1094247.73,21.62,8.05,290043.69,5.73
1094247.73,21.62,8.05,290043.69,5.73
1094299.26,21.62,8.06,290043.69,5.73
1094459.58,21.63,8.06,290225.22,5.74
1094628.97,21.63,8.07,290224.85,5.74
1094838.74,21.64,8.07,291272.33,5.76
1094890.27,21.64,8.08,291293.04,5.76
1095044.53,21.65,8.08,291293.04,5.76
1095044.53,21.65,8.08,291565.0,5.76
1095234.55,21.65,8.09,291565.0,5.76
1095234.55,21.65,8.09,291581.42,5.76
1095394.87,21.66,8.09,291649.18,5.77
1095604.64,21.66,8.1,291648.81,5.77
1095656.17,21.67,8.1,291648.81,5.77
1095707.7,21.67,8.11,291823.77,5.77
1095863.64,21.68,8.11,291884.84,5.77
1096023.95,21.68,8.12,291874.73,5.77
1096193.35,21.69,8.12,292065.49,5.78
1095933.42,21.68,8.12,291801.0,5.77
1095984.95,21.69,8.12,291800.7,5.77
1096036.48,21.69,8.13,291800.33,5.78
1096088.01,21.7,8.13,291800.1,5.78
1096297.78,21.7,8.14,291719.17,5.77
1096507.55,21.71,8.14,291723.19,5.78
1096559.08,21.71,8.15,291723.19,5.78
1096559.08,21.71,8.15,291722.59,5.78
1096610.61,21.72,8.15,291722.59,5.78
1096374.63,21.71,8.15,291630.57,5.78
1096114.7,21.71,8.14,291592.94,5.78
1095878.72,21.71,8.14,291449.18,5.77
1096044.62,21.71,8.15,291459.72,5.77
1096096.15,21.72,8.15,291693.06,5.78
1096262.05,21.72,8.16,291788.7,5.78
1096431.45,21.73,8.16,291788.7,5.78
1096431.45,21.73,8.16,291654.14,5.78
1099015.83,21.78,8.21,296890.46,5.88
1099417.26,21.79,8.22,296948.62,5.88
1099417.26,21.79,8.22,296948.62,5.88
1099468.79,21.79,8.23,297142.87,5.89
1099468.79,21.79,8.23,297132.19,5.89
1099629.11,21.8,8.23,297154.55,5.89
1099339.25,21.8,8.23,296665.02,5.88
1099390.78,21.8,8.23,296664.32,5.88
1099551.1,21.8,8.24,296664.32,5.88
1099489.72,21.81,8.24,296660.82,5.88
1099451.35,21.81,8.24,296278.43,5.88
1099617.25,21.81,8.25,296312.7,5.88
1099783.16,21.82,8.25,296312.33,5.88
1099952.55,21.82,8.26,296218.59,5.88
1099886.35,21.82,8.26,296383.66,5.88
1100046.66,21.83,8.26,296937.26,5.89
1100046.66,21.83,8.26,296937.26,5.89
1100098.19,21.83,8.27,296937.04,5.89
1100091.41,21.83,8.27,296968.34,5.89
1100257.31,21.84,8.27,296968.34,5.89
1100042.25,21.84,8.27,296964.44,5.9
1100093.78,21.84,8.28,297153.27,5.9
1100093.78,21.84,8.28,297153.27,5.9
1100093.78,21.84,8.28,297152.64,5.9
1100145.31,21.85,8.28,297152.04,5.9
1100196.84,21.85,8.29,297340.87,5.91
1100406.61,21.86,8.29,297350.31,5.91
1100299.72,21.86,8.29,297350.31,5.91
1100283.19,21.86,8.29,297547.04,5.91
1100334.72,21.86,8.29,297546.82,5.91
1100504.12,21.87,8.3,297558.23,5.91
1100504.12,21.87,8.3,297519.26,5.91
1100268.14,21.86,8.3,297375.5,5.91
1100458.16,21.87,8.3,298016.33,5.92
1100689.02,21.88,8.31,298286.9,5.93
1100689.02,21.88,8.31,298256.9,5.93
1100849.33,21.88,8.31,298256.69,5.93
1100849.33,21.88,8.31,298238.79,5.93
1101009.65,21.89,8.32,298238.59,5.93
1101061.18,21.89,8.32,298238.59,5.93
1101221.5,21.9,8.33,298243.94,5.93
1101273.03,21.9,8.33,297897.63,5.92
1101273.03,21.9,8.33,297893.71,5.92
1101324.56,21.9,8.34,297893.71,5.92
1101478.82,21.91,8.34,297893.71,5.93
1101633.09,21.92,8.35,297886.21,5.93
1101802.48,21.92,8.36,297888.35,5.93
1102033.34,21.93,8.36,297895.8,5.93
1102243.11,21.93,8.37,297895.2,5.93
1102452.88,21.94,8.37,297918.36,5.93
1102642.9,21.94,8.38,297674.08,5.92
1102642.9,21.94,8.38,297572.38,5.92
1102803.22,21.95,8.38,297600.11,5.92
1102854.75,21.95,8.39,297602.95,5.92
1102618.77,21.95,8.38,297528.82,5.92
1102374.82,21.95,8.38,297393.55,5.92
1102426.35,21.95,8.39,297871.97,5.93
1102426.35,21.95,8.39,297830.48,5.93
1102586.67,21.96,8.39,297840.47,5.93
1102326.74,21.95,8.39,297678.67,5.93
1102487.06,21.96,8.39,298274.5,5.94
1102647.38,21.96,8.4,298315.68,5.94
1102647.38,21.96,8.4,298140.99,5.94
1102625.67,21.96,8.4,297969.7,5.94
1102785.99,21.97,8.4,297994.59,5.94
1102837.52,21.97,8.41,298206.33,5.94
1102771.31,21.98,8.41,298206.33,5.94
1102985.57,21.98,8.41,298205.73,5.94
1103037.1,21.98,8.42,298205.5,5.94
1103037.1,21.98,8.42,298204.91,5.94
1103267.96,21.99,8.43,298211.42,5.94
1103319.49,22.0,8.43,298200.43,5.95
1103517.77,22.0,8.44,298199.83,5.95
1103569.3,22.01,8.44,298199.83,5.95
1103729.61,22.01,8.45,298199.83,5.95
1103889.93,22.02,8.45,298555.41,5.95
1103941.46,22.02,8.46,298554.27,5.96
1103941.46,22.02,8.46,298554.27,5.96
1103992.99,22.03,8.46,298554.27,5.96
1104153.31,22.03,8.47,298554.27,5.96
1104204.84,22.04,8.47,298198.11,5.95
1104365.16,22.04,8.48,298745.64,5.96
1104534.55,22.05,8.48,298829.19,5.96
1104703.94,22.05,8.49,298854.5,5.97
1104902.22,22.06,8.49,298856.67,5.97
1105303.66,22.07,8.5,298914.83,5.97
1105469.56,22.07,8.51,298882.51,5.97
1105454.64,22.07,8.51,298889.34,5.97
1105614.95,22.08,8.51,298895.32,5.97
1105804.97,22.08,8.52,299386.06,5.98
1106022.12,22.09,8.53,299340.62,5.98
1106022.12,22.09,8.53,299340.02,5.98
1106182.44,22.1,8.53,299340.02,5.98
1106351.83,22.1,8.54,299367.43,5.98
1106359.97,22.1,8.54,299600.51,5.99
1106411.5,22.11,8.54,299600.28,5.99
1106270.93,22.11,8.54,299415.97,5.98
1106181.85,22.11,8.54,299389.42,5.98
1106013.8,22.1,8.54,299417.76,5.98
1106174.12,22.11,8.54,299417.76,5.98
1106174.12,22.11,8.54,300067.72,6.0
1106225.65,22.11,8.55,300066.58,6.0
1106385.97,22.12,8.55,300549.45,6.01
1106546.28,22.13,8.56,300790.18,6.01
1106777.14,22.13,8.57,300790.18,6.01
1106937.46,22.14,8.57,301956.12,6.04
1107097.78,22.14,8.58,302035.96,6.04
1107149.31,22.15,8.58,302035.96,6.04
1107154.69,22.15,8.58,302027.19,6.04
1107206.22,22.15,8.59,302026.96,6.04
1107206.22,22.15,8.59,302026.31,6.04
1107366.54,22.16,8.59,302048.29,6.04
1107418.07,22.16,8.6,302083.43,6.05
1107418.07,22.16,8.6,302167.09,6.05
1107418.07,22.16,8.6,302201.23,6.05
1107411.22,22.16,8.6,302407.93,6.05
1107577.12,22.17,8.6,302413.35,6.05
1107628.65,22.17,8.61,302413.35,6.05
1107680.18,22.18,8.61,302413.35,6.06
1107454.75,22.18,8.61,302414.23,6.06
1107609.02,22.18,8.62,302414.7,6.06
1107660.55,22.19,8.62,302414.7,6.06
1107660.55,22.19,8.62,302242.17,6.05
1107638.84,22.19,8.62,302242.86,6.05
1107540.68,22.19,8.62,302236.33,6.05
1107592.21,22.19,8.63,302533.68,6.06
1107761.6,22.2,8.63,302643.03,6.06
1107515.62,22.19,8.63,302197.87,6.06
1107515.62,22.19,8.63,302655.48,6.07
1107627.58,22.2,8.63,302418.8,6.06
1107627.58,22.2,8.63,302418.8,6.06
1108267.56,22.21,8.65,302657.22,6.07
1108477.33,22.22,8.65,302659.73,6.07
1108528.86,22.22,8.66,302313.43,6.06
1108528.86,22.22,8.66,302312.2,6.06
1108580.39,22.23,8.66,302072.19,6.06
1108749.78,22.23,8.67,302499.05,6.07
1108910.1,22.24,8.67,302507.86,6.07
1108674.12,22.24,8.67,302507.86,6.07
1108725.65,22.24,8.67,302507.86,6.07
1108777.18,22.24,8.68,302507.47,6.07
1108828.71,22.25,8.68,302507.47,6.07
1108592.73,22.25,8.68,302343.39,6.07
1108644.26,22.25,8.68,302457.3,6.07
1108831.66,22.26,8.69,302457.3,6.07
1108883.19,22.26,8.7,302457.08,6.07
1108934.72,22.27,8.7,302110.77,6.07
1108797.38,22.27,8.7,301578.05,6.06
1109093.24,22.28,8.71,301456.66,6.05
1109303.01,22.28,8.71,301490.14,6.06
1109457.27,22.29,8.72,301490.37,6.06
1109508.8,22.29,8.72,301515.58,6.06
1109674.7,22.3,8.73,301530.63,6.06
1109835.02,22.3,8.74,301501.86,6.06
1109886.55,22.31,8.74,301873.52,6.07
1110046.87,22.31,8.75,301863.54,6.07
1110046.87,22.31,8.75,301791.48,6.07
1109825.3,22.31,8.74,301791.4,6.07
1109994.7,22.31,8.75,301801.49,6.07
1110155.02,22.32,8.75,301829.21,6.07
1110320.92,22.33,8.76,301840.07,6.07
1110481.23,22.33,8.76,301840.07,6.07
1110641.55,22.34,8.77,301839.87,6.07
1110693.08,22.34,8.77,301839.64,6.07
1110693.08,22.34,8.77,301302.52,6.06
1110744.61,22.35,8.78,301361.57,6.06
1110796.14,22.35,8.78,301361.2,6.06
1110796.14,22.35,8.78,301314.41,6.06
1110956.46,22.36,8.79,301881.42,6.07
1111007.99,22.36,8.79,301881.42,6.08
1111162.25,22.37,8.8,301875.54,6.08
1111213.78,22.37,8.8,302036.0,6.08
1111213.78,22.37,8.8,302036.0,6.08
1111213.78,22.37,8.8,302036.0,6.08
1111265.31,22.38,8.81,302093.27,6.08
1111475.08,22.38,8.81,302058.75,6.08
1111635.4,22.39,8.82,302029.99,6.08
1111795.72,22.39,8.82,302029.78,6.08
1112026.58,22.4,8.83,302117.95,6.09
1112078.11,22.4,8.84,302236.42,6.09
1112232.84,22.41,8.84,302236.42,6.09
1112398.74,22.41,8.85,302240.95,6.09
1112450.27,22.42,8.85,302240.95,6.09
1112437.24,22.42,8.85,302401.06,6.09
1112597.56,22.42,8.86,302812.41,6.1
1112751.82,22.43,8.86,302811.81,6.1
1112912.14,22.44,8.87,302847.37,6.11
1112963.67,22.44,8.87,303022.33,6.11
1113117.94,22.45,8.88,303022.8,6.11
1113169.47,22.45,8.89,303021.26,6.11
1113338.86,22.46,8.89,303092.78,6.11
1113508.25,22.46,8.89,303155.16,6.12
1113508.25,22.46,8.89,303155.16,6.12
1113668.57,22.47,8.9,303247.4,6.12
1113837.96,22.47,8.91,303247.4,6.12
1113998.28,22.48,8.91,303251.81,6.12
1114152.55,22.48,8.92,303472.21,6.12
1114204.08,22.49,8.92,303661.47,6.13
1114255.61,22.49,8.93,303779.95,6.13
1114307.14,22.5,8.93,304093.14,6.14
1114208.98,22.5,8.93,304010.13,6.14
1114202.13,22.5,8.93,304161.28,6.14
1114411.9,22.5,8.94,304294.24,6.14
1114463.43,22.51,8.94,304294.01,6.15
1114514.96,22.51,8.95,304293.44,6.15
1114675.28,22.52,8.95,304293.06,6.15
1114439.3,22.52,8.95,304010.51,6.14
1114490.83,22.52,8.95,304021.3,6.14
1114154.25,22.52,8.95,303780.39,6.14
1114364.02,22.52,8.96,303787.54,6.14
1114415.55,22.53,8.96,303787.54,6.14
1114569.82,22.53,8.97,303787.54,6.14
1114730.14,22.54,8.97,303787.72,6.14
1114781.67,22.54,8.98,303787.72,6.14
1114941.98,22.55,8.98,303813.48,6.14
1114993.51,22.55,8.99,303931.95,6.15
1114753.12,22.55,8.98,303677.45,6.14
1114929.56,22.56,8.99,304104.34,6.15
1114929.56,22.56,8.99,303977.19,6.15
1115089.87,22.56,9.0,303976.96,6.15
1115259.27,22.57,9.0,303979.64,6.15
1115310.8,22.57,9.0,304098.11,6.15
1115221.72,22.57,9.0,303954.36,6.15
1115382.03,22.58,9.01,303959.62,6.15
1115433.56,22.58,9.01,303981.73,6.15
1115587.83,22.59,9.02,304202.12,6.16
1115797.6,22.59,9.03,304201.53,6.16
1115849.13,22.6,9.03,304183.11,6.16
1116009.44,22.6,9.04,304154.34,6.16
1116060.97,22.61,9.04,304213.39,6.16
1116112.5,22.61,9.05,304098.15,6.16
1116164.03,22.62,9.05,304097.93,6.16
1116172.18,22.62,9.05,303938.51,6.16
1116133.81,22.62,9.06,303556.12,6.15
1116348.07,22.63,9.06,303558.57,6.15
1116517.46,22.63,9.07,303537.86,6.15
1116707.48,22.64,9.07,304103.85,6.16
1117420.39,22.65,9.09,304402.63,6.17
1117420.39,22.65,9.09,304625.44,6.18
1117471.92,22.66,9.09,304716.08,6.18
1117237.52,22.66,9.09,304508.56,6.17
1117289.05,22.66,9.09,304898.25,6.18
1117267.35,22.66,9.09,304950.55,6.18
1117427.66,22.67,9.1,304953.26,6.19
1117587.98,22.67,9.1,304953.26,6.19
1117639.51,22.68,9.11,304951.3,6.19
1117541.35,22.68,9.11,304823.62,6.19
1117701.67,22.68,9.12,304823.62,6.19
1117544.48,22.68,9.11,304704.24,6.18
1117596.01,22.68,9.12,304703.61,6.18
1117750.27,22.69,9.12,304757.57,6.19
1117948.55,22.7,9.13,303917.15,6.17
1118104.48,22.7,9.14,305069.99,6.19
1118156.01,22.71,9.14,305082.43,6.2
1118386.87,22.71,9.15,305084.04,6.2
1118438.4,22.72,9.15,305045.54,6.2
1118202.42,22.72,9.15,304969.35,6.2
1118202.42,22.72,9.15,307975.14,6.26
1118400.7,22.72,9.16,307455.37,6.25
1118400.7,22.72,9.16,307190.87,6.24
1118561.02,22.73,9.16,307194.92,6.24
1118721.34,22.73,9.17,307194.92,6.24
1118890.73,22.74,9.17,307174.31,6.24
1119051.05,22.74,9.18,307174.1,6.24
1119102.58,22.75,9.18,307173.88,6.24
1119154.11,22.75,9.19,307173.65,6.25
1119154.11,22.75,9.19,307183.74,6.25
1119330.55,22.76,9.19,307182.51,6.25
1119490.86,22.76,9.2,307210.23,6.25
1119490.86,22.76,9.2,308120.68,6.27
1119645.13,22.77,9.2,308181.57,6.27
1119805.45,22.78,9.21,308181.57,6.27
1119974.84,22.78,9.21,308181.57,6.27
1120144.23,22.79,9.22,308183.37,6.27
1120304.55,22.79,9.22,308208.27,6.27
1120068.57,22.79,9.22,308208.27,6.27
1120233.48,22.79,9.23,308405.29,6.27
1120400.26,22.8,9.23,309729.69,6.3
1120451.79,22.8,9.24,309845.76,6.31
1120411.05,22.81,9.24,309963.25,6.31
1120175.07,22.8,9.24,309889.12,6.31
1120344.46,22.81,9.24,309892.63,6.31
1120575.32,22.82,9.25,309892.26,6.31
1120735.64,22.82,9.25,309863.49,6.31
1120578.45,22.82,9.25,309650.73,6.31
1120578.45,22.82,9.25,309695.18,6.31
1120480.29,22.82,9.25,309709.27,6.31
1120649.68,22.82,9.26,309660.35,6.31
1120847.96,22.83,9.26,309661.36,6.31
1120899.49,22.84,9.27,309779.83,6.31
1120899.49,22.84,9.27,309740.59,6.31
1121109.26,22.84,9.27,309746.18,6.31
1121319.03,22.85,9.28,309748.74,6.31
1121488.42,22.85,9.28,309748.74,6.31
1121698.19,22.86,9.29,309731.53,6.31
1121858.51,22.86,9.3,309744.45,6.31
1121858.51,22.86,9.3,309941.55,6.32
1121910.04,22.87,9.3,309947.26,6.32
1121820.95,22.87,9.3,309719.22,6.31
1122222.39,22.88,9.31,309777.38,6.31
1122273.92,22.88,9.32,309860.28,6.32
1122325.45,22.89,9.32,310084.69,6.32
1122523.73,22.89,9.33,310084.69,6.32
1122575.26,22.9,9.33,310273.96,6.33
1122626.79,22.9,9.34,310335.87,6.33
1122528.63,22.9,9.34,310454.67,6.33
1122430.47,22.9,9.34,310517.01,6.34
1122451.56,22.9,9.34,310770.38,6.34
1123303.02,22.92,9.36,313204.32,6.39
1123087.97,22.92,9.36,313187.99,6.39
1123248.28,22.93,9.36,313193.3,6.39
1123195.41,22.93,9.36,313172.82,6.39
1123246.94,22.93,9.37,313286.73,6.4
1123298.47,22.94,9.37,313286.73,6.4
1123350.0,22.94,9.38,313276.75,6.4
1123401.53,22.95,9.38,313327.65,6.4
1123401.53,22.95,9.38,313297.55,6.4
1123574.51,22.95,9.39,313060.76,6.4
1123626.04,22.96,9.39,313271.78,6.4
1123536.96,22.96,9.39,313355.54,6.4
1123536.96,22.96,9.39,313341.22,6.4
1123438.8,22.96,9.39,313341.22,6.4
1123490.33,22.96,9.4,313341.0,6.4
1123541.86,22.97,9.4,313341.0,6.41
1123520.15,22.97,9.4,313364.26,6.41
1123680.47,22.97,9.41,315224.15,6.44
1123444.49,22.97,9.41,315217.81,6.45
1123496.02,22.98,9.41,315221.74,6.45
1123650.29,22.98,9.42,315304.81,6.45
1123561.2,22.98,9.42,315175.48,6.45
1123792.06,22.99,9.42,315446.05,6.45
1123792.06,22.99,9.42,315456.14,6.45
1123843.59,22.99,9.43,315109.83,6.45
1123999.53,23.0,9.43,315419.31,6.45
1124159.84,23.0,9.44,315419.31,6.45
1124320.16,23.01,9.44,315431.92,6.46
1124371.69,23.02,9.45,315431.92,6.46
1124541.09,23.02,9.45,315524.48,6.46
1124474.88,23.02,9.45,315524.48,6.46
1124635.2,23.03,9.46,316047.77,6.47
1124804.59,23.03,9.47,316047.4,6.47
1124589.08,23.03,9.46,315920.08,6.47
1124749.4,23.03,9.47,315919.71,6.47
1124909.71,23.04,9.47,316113.02,6.47
1125070.03,23.05,9.48,316176.4,6.48
1125121.56,23.05,9.48,316025.17,6.47
1125121.56,23.05,9.48,315677.86,6.47
1125173.09,23.06,9.49,315796.34,6.47
1124937.11,23.05,9.49,315966.69,6.48
1125097.43,23.06,9.49,315966.69,6.48
1125257.75,23.06,9.5,315978.92,6.48
1125472.0,23.07,9.5,315978.55,6.48
1125523.53,23.07,9.51,315978.55,6.48
1125692.92,23.08,9.51,315977.56,6.48
1125902.69,23.08,9.52,316572.8,6.49
1125954.22,23.09,9.52,316572.41,6.49
1125926.3,23.09,9.52,316524.06,6.49
1126086.62,23.09,9.53,316449.53,6.49
1126246.93,23.1,9.53,316454.14,6.49
1126010.95,23.1,9.53,316164.82,6.49
1126010.95,23.1,9.53,316184.98,6.49
1126062.48,23.1,9.54,316197.05,6.49
1126062.48,23.1,9.54,316185.96,6.49
1126114.01,23.11,9.54,316185.96,6.49
1127434.11,23.13,9.57,316678.32,6.5
1127594.43,23.14,9.57,316712.75,6.5
1127748.7,23.15,9.58,316712.37,6.5
1127502.72,23.14,9.58,316700.33,6.5
1127668.62,23.15,9.58,317584.37,6.52
1127828.94,23.15,9.59,317563.56,6.52
1127880.47,23.16,9.59,317563.18,6.52
1128034.73,23.17,9.6,317562.79,6.52
1128204.13,23.17,9.6,317562.2,6.52
1128255.66,23.18,9.61,317621.24,6.52
1128415.97,23.18,9.61,317656.93,6.53
1128467.5,23.19,9.62,318369.63,6.54
1128636.9,23.19,9.62,318863.47,6.55
1128797.21,23.2,9.63,318863.26,6.55
1128848.74,23.2,9.64,318863.26,6.55
1128795.87,23.2,9.64,318861.96,6.55
1128956.19,23.21,9.64,318851.98,6.55
1128724.62,23.2,9.64,318818.75,6.55
1128884.94,23.21,9.64,318846.48,6.56
1129050.84,23.22,9.65,318858.96,6.56
1129211.16,23.22,9.66,318858.96,6.56
1129262.69,23.23,9.66,318858.96,6.56
1129245.94,23.23,9.66,318715.2,6.56
1129156.85,23.23,9.66,318576.61,6.55
1128896.93,23.22,9.66,318414.81,6.55
1128948.46,23.23,9.66,318418.96,6.55
1128999.99,23.23,9.67,318423.85,6.55
1129154.25,23.24,9.67,318423.85,6.55
1128918.27,23.24,9.67,318352.22,6.55
1129087.66,23.24,9.68,318375.7,6.55
1129241.93,23.25,9.68,318375.31,6.55
1129293.46,23.25,9.69,319034.58,6.57
1129344.99,23.26,9.69,319034.58,6.57
1129396.52,23.26,9.7,319425.65,6.58
1130452.53,23.28,9.72,320216.62,6.6
1130354.37,23.28,9.72,320197.06,6.6
1130514.69,23.29,9.72,320262.11,6.6
1130425.61,23.29,9.72,320037.44,6.59
1130585.92,23.3,9.73,320037.44,6.59
1130746.24,23.3,9.73,320078.62,6.6
1130807.71,23.3,9.74,320358.61,6.6
1130790.95,23.3,9.74,320429.48,6.6
1130790.95,23.3,9.74,320429.11,6.6
1130790.95,23.3,9.74,320577.27,6.61
1130790.95,23.3,9.74,320553.48,6.61
1130951.27,23.31,9.74,320553.27,6.61
1131002.8,23.31,9.75,320552.9,6.61
1130904.64,23.31,9.75,320469.9,6.61
1131064.96,23.32,9.75,320469.9,6.61
1131064.96,23.32,9.75,321260.32,6.62
1131219.22,23.33,9.76,321260.32,6.62
1131270.75,23.33,9.77,321232.94,6.63
1131270.75,23.33,9.77,321232.94,6.63
1131204.55,23.33,9.77,324392.81,6.69
1131256.08,23.34,9.77,324523.4,6.69
1131256.08,23.34,9.77,324528.0,6.69
1131307.61,23.34,9.78,324497.83,6.7
1131359.14,23.35,9.78,324509.39,6.7
1131651.8,23.36,9.79,324451.27,6.7
1131821.45,23.36,9.79,324449.24,6.7
1132052.31,23.37,9.8,324592.69,6.7
1132052.31,23.37,9.8,324590.28,6.7
1132052.31,23.37,9.8,324590.28,6.7
1132218.21,23.37,9.81,324607.92,6.7
1132378.53,23.38,9.81,324652.71,6.7
1132538.85,23.38,9.82,324757.78,6.71
1132590.38,23.39,9.82,324709.03,6.71
1132750.69,23.4,9.83,324736.76,6.71
1132750.69,23.4,9.83,325586.85,6.72
1132964.95,23.4,9.83,325586.26,6.72
1133016.48,23.41,9.84,325586.26,6.73
1133247.34,23.41,9.85,325856.83,6.73
1133407.65,23.42,9.85,325821.67,6.73
1133567.97,23.42,9.86,325821.67,6.73
1133737.37,23.43,9.86,325824.38,6.73
1133897.68,23.43,9.87,325795.61,6.73
1133949.21,23.44,9.87,325578.11,6.73
1133949.21,23.44,9.87,325617.07,6.73
1134000.74,23.44,9.88,325732.95,6.73
1134052.27,23.45,9.88,325732.95,6.74
1134052.27,23.45,9.88,325560.43,6.73
1134103.8,23.45,9.89,325585.76,6.73
1134313.57,23.46,9.89,325837.91,6.74
1134473.89,23.47,9.9,325822.0,6.74
1134639.79,23.47,9.91,325822.0,6.74
1135352.7,23.49,9.92,326120.77,6.75
1135404.23,23.49,9.93,326118.75,6.75
1135558.49,23.5,9.93,326118.75,6.75
1135727.89,23.5,9.94,326191.46,6.75
1135779.42,23.51,9.94,326191.23,6.75
1135779.42,23.51,9.94,326191.23,6.75
1135939.74,23.52,9.95,326191.23,6.75
1136100.05,23.52,9.95,326246.78,6.75
1136151.58,23.53,9.96,326246.39,6.76
1136311.9,23.53,9.97,326246.02,6.76
1136472.22,23.54,9.97,326238.09,6.76
1137257.14,23.55,9.99,327444.93,6.78
1137257.14,23.55,9.99,327418.55,6.78
1137411.41,23.56,9.99,327426.87,6.78
1137462.94,23.57,10.0,327426.87,6.78
1137462.94,23.57,10.0,327426.87,6.78
1137623.26,23.57,10.0,327445.53,6.78
1137792.65,23.58,10.01,327424.38,6.78
1137792.65,23.58,10.01,327424.01,6.78
1138023.51,23.58,10.02,328450.23,6.81
1138192.9,23.59,10.02,328451.59,6.81
1138244.43,23.59,10.03,328105.28,6.8
1138295.96,23.6,10.03,328105.28,6.8
1138347.49,23.6,10.04,328105.06,6.8
1138516.89,23.61,10.04,328108.82,6.8
1138568.42,23.61,10.05,328569.38,6.81
1138568.42,23.61,10.05,328486.38,6.81
1138766.69,23.62,10.05,328740.04,6.82
1138818.22,23.63,10.06,328740.04,6.82
1138658.3,23.62,10.06,328372.01,6.81
1138709.83,23.63,10.06,328372.01,6.81
1138870.14,23.63,10.07,328181.64,6.81
1139039.54,23.64,10.07,328150.47,6.81
1139249.31,23.64,10.08,328155.27,6.81
1139300.84,23.65,10.08,328192.47,6.81
1139455.1,23.66,10.09,328192.1,6.81
1139455.1,23.66,10.09,328029.05,6.81
1139664.87,23.66,10.1,328148.77,6.81
1139716.4,23.67,10.1,328148.77,6.81
1139906.42,23.67,10.11,329284.12,6.84
1139957.95,23.68,10.11,329284.12,6.84
1140112.22,23.68,10.12,329284.12,6.84
1140095.46,23.68,10.12,329207.87,6.84
