ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
625,1508,1101730,6212,1101730
625,1508,1101730,6212,1101730
625,1508,1101960,6212,1101960
625,1508,1102280,6212,1102280
626,1516,1103090,6212,1103090
626,1516,1103900,6212,1103900
626,1516,1104370,6212,1104370
626,1516,1105180,6212,1105180
626,1516,1105990,6212,1105990
626,1516,1106800,6212,1106800
626,1516,1107120,6212,1107120
626,1516,1107590,6212,1107590
626,1516,1107590,6212,1107590
626,1516,1108060,6212,1108060
626,1516,1108530,6212,1108530
626,1516,1109000,6212,1109000
626,1516,1109230,6212,1109230
626,1516,1109460,6212,1109460
626,1516,1109940,6212,1109940
626,1516,1110160,6212,1110160
627,1524,1110970,6212,1110970
627,1524,1110970,6212,1110970
627,1524,1111130,6212,1111130
627,1524,1111940,6212,1111940
627,1524,1112530,6212,1112530
627,1524,1113000,6212,1113000
627,1524,1113000,6212,1113000
627,1524,1113000,6212,1113000
627,1524,1113810,6212,1113810
627,1524,1114620,6212,1114620
627,1524,1115270,6212,1115270
627,1524,1115500,6212,1115500
627,1524,1115720,6212,1115720
627,1524,1116190,6212,1116190
627,1524,1116660,6212,1116660
627,1524,1116890,6212,1116890
627,1524,1116890,6212,1116890
628,1532,1117360,6212,1117360
628,1532,1118170,6212,1118170
628,1532,1118980,6212,1118980
628,1532,1119450,6212,1119450
628,1532,1119910,6212,1119910
628,1532,1120560,6212,1120560
628,1532,1121370,6212,1121370
628,1532,1121690,6212,1121690
628,1532,1122160,6212,1122160
628,1532,1122480,6212,1122480
628,1532,1123290,6212,1123290
629,1540,1124100,6212,1124100
629,1540,1124560,6212,1124560
629,1540,1124560,6212,1124560
629,1540,1124560,6212,1124560
629,1540,1124720,6212,1124720
629,1540,1124720,6212,1124720
629,1540,1125190,6212,1125190
629,1540,1126000,6212,1126000
629,1540,1126000,6212,1126000
629,1540,1126810,6212,1126810
629,1540,1127130,6212,1127130
629,1540,1127940,6212,1127940
629,1540,1128750,6212,1128750
629,1540,1129070,6212,1129070
629,1540,1129390,6212,1129390
629,1540,1129860,6212,1129860
629,1540,1130670,6212,1130670
630,1548,1131480,6212,1131480
630,1548,1131950,6212,1131950
630,1548,1131950,6212,1131950
630,1548,1131950,6212,1131950
630,1548,1132600,6212,1132600
630,1548,1133060,6212,1133060
630,1548,1133870,6212,1133870
630,1548,1134100,6212,1134100
630,1548,1134570,6212,1134570
630,1548,1134570,6212,1134570
630,1548,1135120,6212,1135120
630,1548,1135120,6212,1135120
630,1548,1135490,6212,1135490
630,1548,1136300,6212,1136300
630,1548,1137110,6212,1137110
630,1548,1137580,6212,1137580
631,1556,1138390,6212,1138390
631,1556,1138860,6212,1138860
631,1556,1139670,6212,1139670
631,1556,1140260,6212,1140260
631,1556,1140260,6212,1140260
631,1556,1140260,6212,1140260
631,1556,1140260,6212,1140260
631,1556,1140580,6212,1140580
631,1556,1141390,6212,1141390
631,1556,1141860,6212,1141860
631,1556,1142330,6212,1142330
631,1556,1142880,6212,1142880
631,1556,1143690,6212,1143690
631,1556,1144160,6212,1144160
631,1556,1144160,6212,1144160
632,1564,1144810,6212,1144810
632,1564,1145280,6212,1145280
632,1564,1145750,6212,1145750
632,1564,1146220,6212,1146220
632,1564,1146690,6212,1146690
632,1564,1147500,6212,1147500
632,1564,1147500,6212,1147500
632,1564,1148310,6212,1148310
632,1564,1148470,6212,1148470
632,1564,1148470,6212,1148470
632,1564,1148940,6212,1148940
632,1564,1149050,6212,1149050
632,1564,1149270,6212,1149270
632,1564,1150080,6212,1150080
632,1564,1150730,6212,1150730
632,1564,1150730,6212,1150730
632,1564,1150730,6212,1150730
633,1572,1151540,6212,1151540
633,1572,1152350,6212,1152350
633,1572,1152670,6212,1152670
633,1572,1153480,6212,1153480
633,1572,1153480,6212,1153480
633,1572,1154290,6212,1154290
633,1572,1154840,6212,1154840
633,1572,1155000,6212,1155000
633,1572,1155460,6212,1155460
633,1572,1155920,6212,1155920
633,1572,1155920,6212,1155920
633,1572,1156390,6212,1156390
633,1572,1157200,6212,1157200
633,1572,1157670,6212,1157670
634,1580,1158140,6212,1158140
634,1580,1158950,6212,1158950
634,1580,1159420,6212,1159420
634,1580,1159420,6212,1159420
634,1580,1160230,6212,1160230
634,1580,1160690,6212,1160690
634,1580,1160690,6212,1160690
634,1580,1161500,6212,1161500
634,1580,1162310,6212,1162310
634,1580,1162780,6212,1162780
634,1580,1163330,6212,1163330
634,1580,1163980,6212,1163980
635,1588,1164450,6212,1164450
635,1588,1165100,6212,1165100
635,1588,1165910,6212,1165910
635,1588,1166720,6212,1166720
635,1588,1167530,6212,1167530
635,1588,1168340,6212,1168340
635,1588,1169150,6212,1169150
635,1588,1169150,6212,1169150
635,1588,1169960,6212,1169960
635,1588,1169960,6212,1169960
635,1588,1170330,6212,1170330
636,1596,1170800,6212,1170800
636,1596,1171030,6212,1171030
636,1596,1171500,6212,1171500
636,1596,1172310,6212,1172310
636,1596,1173120,6212,1173120
636,1596,1173120,6212,1173120
636,1596,1173770,6212,1173770
636,1596,1174090,6212,1174090
636,1596,1174410,6212,1174410
636,1596,1174410,6212,1174410
636,1596,1174730,6212,1174730
636,1596,1175540,6212,1175540
636,1596,1175860,6212,1175860
636,1596,1176670,6212,1176670
636,1596,1177140,6212,1177140
637,1604,1177730,6212,1177730
637,1604,1177960,6212,1177960
637,1604,1177960,6212,1177960
637,1604,1178770,6212,1178770
637,1604,1179240,6212,1179240
637,1604,1179700,6212,1179700
637,1604,1180170,6212,1180170
637,1604,1180170,6212,1180170
637,1604,1180980,6212,1180980
637,1604,1181450,6212,1181450
637,1604,1181500,6212,1181500
637,1604,1181660,6212,1181660
637,1604,1182130,6212,1182130
637,1604,1182130,6212,1182130
637,1604,1182600,6212,1182600
637,1604,1182600,6212,1182600
637,1604,1182830,6212,1182830
637,1604,1182830,6212,1182830
637,1604,1183300,6212,1183300
638,1612,1183950,6212,1183950
638,1612,1184760,6212,1184760
638,1612,1185570,6212,1185570
638,1612,1186380,6212,1186380
638,1612,1186380,6212,1186380
638,1612,1186850,6212,1186850
638,1612,1187310,6212,1187310
638,1612,1187780,6212,1187780
638,1612,1188590,6212,1188590
638,1612,1189140,6212,1189140
638,1612,1189140,6212,1189140
639,1620,1189950,6212,1189950
639,1620,1190420,6212,1190420
639,1620,1190640,6212,1190640
639,1620,1191450,6212,1191450
639,1620,1191450,6212,1191450
639,1620,1192260,6212,1192260
639,1620,1192610,6212,1192610
639,1620,1193420,6212,1193420
639,1620,1194230,6212,1194230
639,1620,1194780,6212,1194780
639,1620,1195250,6212,1195250
640,1628,1196060,6212,1196060
640,1628,1196530,6212,1196530
640,1628,1197340,6212,1197340
640,1628,1197810,6212,1197810
640,1628,1198280,6212,1198280
640,1628,1198750,6212,1198750
640,1628,1199560,6212,1199560
640,1628,1200210,6212,1200210
640,1628,1200760,6212,1200760
640,1628,1201570,6212,1201570
640,1628,1201570,6212,1201570
640,1628,1202030,6212,1202030
641,1636,1202840,6212,1202840
641,1636,1203160,6212,1203160
641,1636,1203160,6212,1203160
641,1636,1203630,6212,1203630
641,1636,1204280,6212,1204280
641,1636,1205090,6212,1205090
641,1636,1205900,6212,1205900
641,1636,1205900,6212,1205900
641,1636,1206190,6212,1206190
641,1636,1206660,6212,1206660
641,1636,1207130,6212,1207130
641,1636,1207600,6212,1207600
641,1636,1208070,6212,1208070
641,1636,1208720,6212,1208720
641,1636,1208950,6212,1208950
642,1644,1209760,6212,1209760
642,1644,1210230,6212,1210230
642,1644,1210700,6212,1210700
642,1644,1211510,6212,1211510
642,1644,1211980,6212,1211980
642,1644,1212300,6212,1212300
642,1644,1213110,6212,1213110
642,1644,1213480,6212,1213480
642,1644,1214290,6212,1214290
642,1644,1214290,6212,1214290
642,1644,1214760,6212,1214760
642,1644,1215080,6212,1215080
642,1644,1215080,6212,1215080
642,1644,1215550,6212,1215550
642,1644,1216360,6212,1216360
642,1644,1216830,6212,1216830
643,1652,1217640,6212,1217640
643,1652,1218110,6212,1218110
643,1652,1218430,6212,1218430
643,1652,1218800,6212,1218800
643,1652,1219270,6212,1219270
643,1652,1220080,6212,1220080
643,1652,1220890,6212,1220890
643,1652,1221700,6212,1221700
643,1652,1222510,6212,1222510
643,1652,1222830,6212,1222830
643,1652,1223050,6212,1223050
643,1652,1223860,6212,1223860
643,1652,1223860,6212,1223860
644,1660,1224180,6212,1224180
644,1660,1224830,6212,1224830
644,1660,1225380,6212,1225380
644,1660,1226190,6212,1226190
644,1660,1226190,6212,1226190
644,1660,1227000,6212,1227000
644,1660,1227810,6212,1227810
644,1660,1228040,6212,1228040
644,1660,1228690,6212,1228690
644,1660,1228690,6212,1228690
644,1660,1229060,6212,1229060
644,1660,1229380,6212,1229380
644,1660,1229750,6212,1229750
644,1660,1230560,6212,1230560
645,1668,1231370,6212,1231370
645,1668,1232020,6212,1232020
645,1668,1232340,6212,1232340
645,1668,1232340,6212,1232340
645,1668,1233150,6212,1233150
645,1668,1233610,6212,1233610
645,1668,1234260,6212,1234260
645,1668,1235070,6212,1235070
645,1668,1235070,6212,1235070
645,1668,1235540,6212,1235540
645,1668,1236190,6212,1236190
645,1668,1237000,6212,1237000
645,1668,1237320,6212,1237320
646,1676,1238130,6212,1238130
646,1676,1238600,6212,1238600
646,1676,1238970,6212,1238970
646,1676,1239290,6212,1239290
646,1676,1239840,6212,1239840
646,1676,1240310,6212,1240310
646,1676,1240780,6212,1240780
646,1676,1241240,6212,1241240
646,1676,1242050,6212,1242050
646,1676,1242520,6212,1242520
646,1676,1242840,6212,1242840
646,1676,1243300,6212,1243300
646,1676,1243760,6212,1243760
646,1676,1244570,6212,1244570
647,1684,1245030,6212,1245030
647,1684,1245840,6212,1245840
647,1684,1246160,6212,1246160
647,1684,1246630,6212,1246630
647,1684,1246950,6212,1246950
647,1684,1247600,6212,1247600
647,1684,1247920,6212,1247920
647,1684,1248150,6212,1248150
647,1684,1248620,6212,1248620
647,1684,1248620,6212,1248620
647,1684,1249210,6212,1249210
647,1684,1249800,6212,1249800
647,1684,1250260,6212,1250260
647,1684,1250730,6212,1250730
647,1684,1250890,6212,1250890
647,1684,1251350,6212,1251350
648,1692,1252160,6212,1252160
648,1692,1252430,6212,1252430
648,1692,1252900,6212,1252900
648,1692,1253370,6212,1253370
648,1692,1253840,6212,1253840
648,1692,1254310,6212,1254310
648,1692,1254780,6212,1254780
648,1692,1255240,6212,1255240
648,1692,1256050,6212,1256050
648,1692,1256050,6212,1256050
649,1700,1256510,6212,1256510
649,1700,1257160,6212,1257160
649,1700,1257480,6212,1257480
649,1700,1257950,6212,1257950
649,1700,1258760,6212,1258760
649,1700,1259080,6212,1259080
649,1700,1259890,6212,1259890
649,1700,1260360,6212,1260360
649,1700,1261170,6212,1261170
649,1700,1261720,6212,1261720
649,1700,1262530,6212,1262530
649,1700,1263180,6212,1263180
650,1708,1263990,6212,1263990
650,1708,1264460,6212,1264460
650,1708,1265110,6212,1265110
650,1708,1265570,6212,1265570
650,1708,1266380,6212,1266380
650,1708,1266700,6212,1266700
650,1708,1266700,6212,1266700
650,1708,1267250,6212,1267250
650,1708,1267720,6212,1267720
650,1708,1268190,6212,1268190
650,1708,1268350,6212,1268350
650,1708,1269160,6212,1269160
650,1708,1269970,6212,1269970
651,1716,1270780,6212,1270780
651,1716,1271590,6212,1271590
651,1716,1271910,6212,1271910
651,1716,1272560,6212,1272560
651,1716,1273030,6212,1273030
651,1716,1273840,6212,1273840
651,1716,1274000,6212,1274000
651,1716,1274470,6212,1274470
651,1716,1274790,6212,1274790
651,1716,1274790,6212,1274790
651,1716,1275250,6212,1275250
651,1716,1276060,6212,1276060
651,1716,1276870,6212,1276870
651,1716,1277330,6212,1277330
651,1716,1277800,6212,1277800
652,1724,1278350,6212,1278350
652,1724,1278350,6212,1278350
652,1724,1279000,6212,1279000
652,1724,1279320,6212,1279320
652,1724,1280130,6212,1280130
652,1724,1280940,6212,1280940
652,1724,1281750,6212,1281750
652,1724,1282070,6212,1282070
652,1724,1282070,6212,1282070
652,1724,1282880,6212,1282880
652,1724,1283530,6212,1283530
652,1724,1284340,6212,1284340
653,1732,1284810,6212,1284810
653,1732,1285620,6212,1285620
653,1732,1285620,6212,1285620
653,1732,1285620,6212,1285620
653,1732,1285620,6212,1285620
653,1732,1286270,6212,1286270
653,1732,1286590,6212,1286590
653,1732,1287060,6212,1287060
653,1732,1287530,6212,1287530
653,1732,1288180,6212,1288180
653,1732,1288180,6212,1288180
653,1732,1288400,6212,1288400
653,1732,1288400,6212,1288400
653,1732,1288630,6212,1288630
653,1732,1288630,6212,1288630
653,1732,1288630,6212,1288630
654,1740,1289100,6212,1289100
654,1740,1289910,6212,1289910
654,1740,1290560,6212,1290560
654,1740,1291370,6212,1291370
654,1740,1291840,6212,1291840
654,1740,1291840,6212,1291840
654,1740,1292650,6212,1292650
654,1740,1293120,6212,1293120
654,1740,1293120,6212,1293120
654,1740,1293770,6212,1293770
654,1740,1294230,6212,1294230
654,1740,1294460,6212,1294460
654,1740,1295110,6212,1295110
654,1740,1295430,6212,1295430
655,1748,1296080,6212,1296080
655,1748,1296730,6212,1296730
655,1748,1296890,6212,1296890
655,1748,1297360,6212,1297360
655,1748,1298170,6212,1298170
655,1748,1298640,6212,1298640
655,1748,1299450,6212,1299450
655,1748,1299450,6212,1299450
655,1748,1299920,6212,1299920
655,1748,1300730,6212,1300730
655,1748,1301050,6212,1301050
656,1756,1301860,6212,1301860
656,1756,1302670,6212,1302670
656,1756,1303480,6212,1303480
656,1756,1303950,6212,1303950
656,1756,1304270,6212,1304270
656,1756,1304920,6212,1304920
656,1756,1305730,6212,1305730
656,1756,1305730,6212,1305730
656,1756,1306200,6212,1306200
656,1756,1306670,6212,1306670
656,1756,1307480,6212,1307480
657,1764,1308290,6212,1308290
657,1764,1308610,6212,1308610
657,1764,1309080,6212,1309080
657,1764,1309550,6212,1309550
657,1764,1310200,6212,1310200
657,1764,1311010,6212,1311010
657,1764,1311480,6212,1311480
657,1764,1311950,6212,1311950
657,1764,1312760,6212,1312760
657,1764,1313570,6212,1313570
657,1764,1314380,6212,1314380
658,1772,1315190,6212,1315190
658,1772,1315190,6212,1315190
658,1772,1315190,6212,1315190
658,1772,1316000,6212,1316000
658,1772,1316000,6212,1316000
658,1772,1316810,6212,1316810
658,1772,1317280,6212,1317280
658,1772,1317600,6212,1317600
658,1772,1318410,6212,1318410
658,1772,1318880,6212,1318880
658,1772,1318880,6212,1318880
658,1772,1319690,6212,1319690
658,1772,1320160,6212,1320160
658,1772,1320630,6212,1320630
658,1772,1321280,6212,1321280
658,1772,1321600,6212,1321600
658,1772,1321600,6212,1321600
658,1772,1322060,6212,1322060
659,1780,1322530,6212,1322530
659,1780,1322900,6212,1322900
659,1780,1323490,6212,1323490
659,1780,1324300,6212,1324300
659,1780,1324760,6212,1324760
659,1780,1324990,6212,1324990
659,1780,1325800,6212,1325800
659,1780,1326610,6212,1326610
659,1780,1326930,6212,1326930
659,1780,1327740,6212,1327740
659,1780,1328390,6212,1328390
660,1788,1329200,6212,1329200
660,1788,1329570,6212,1329570
660,1788,1330030,6212,1330030
660,1788,1330490,6212,1330490
660,1788,1331300,6212,1331300
660,1788,1331770,6212,1331770
660,1788,1332580,6212,1332580
660,1788,1333390,6212,1333390
660,1788,1334200,6212,1334200
660,1788,1334670,6212,1334670
660,1788,1335480,6212,1335480
661,1796,1336290,6212,1336290
661,1796,1336290,6212,1336290
661,1796,1336450,6212,1336450
661,1796,1337260,6212,1337260
661,1796,1338070,6212,1338070
661,1796,1338070,6212,1338070
661,1796,1338070,6212,1338070
661,1796,1338540,6212,1338540
661,1796,1339190,6212,1339190
661,1796,1339420,6212,1339420
661,1796,1340230,6212,1340230
661,1796,1340700,6212,1340700
661,1796,1341510,6212,1341510
661,1796,1341830,6212,1341830
661,1796,1342150,6212,1342150
661,1796,1342620,6212,1342620
662,1804,1343430,6212,1343430
662,1804,1343540,6212,1343540
662,1804,1343540,6212,1343540
662,1804,1344350,6212,1344350
662,1804,1345160,6212,1345160
662,1804,1345970,6212,1345970
662,1804,1346290,6212,1346290
662,1804,1347100,6212,1347100
662,1804,1347260,6212,1347260
662,1804,1347910,6212,1347910
662,1804,1348720,6212,1348720
662,1804,1349190,6212,1349190
662,1804,1349410,6212,1349410
663,1812,1349880,6212,1349880
663,1812,1350530,6212,1350530
663,1812,1350530,6212,1350530
663,1812,1351000,6212,1351000
663,1812,1351650,6212,1351650
663,1812,1352240,6212,1352240
663,1812,1353050,6212,1353050
663,1812,1353520,6212,1353520
663,1812,1354330,6212,1354330
663,1812,1355140,6212,1355140
663,1812,1355460,6212,1355460
663,1812,1355680,6212,1355680
663,1812,1355950,6212,1355950
663,1812,1356420,6212,1356420
664,1820,1357230,6212,1357230
664,1820,1358040,6212,1358040
664,1820,1358850,6212,1358850
664,1820,1359660,6212,1359660
664,1820,1359890,6212,1359890
664,1820,1360360,6212,1360360
664,1820,1360590,6212,1360590
664,1820,1360820,6212,1360820
664,1820,1361290,6212,1361290
664,1820,1361290,6212,1361290
664,1820,1361610,6212,1361610
664,1820,1361980,6212,1361980
664,1820,1362790,6212,1362790
664,1820,1363010,6212,1363010
664,1820,1363170,6212,1363170
664,1820,1363400,6212,1363400
665,1828,1363990,6212,1363990
665,1828,1364460,6212,1364460
665,1828,1365270,6212,1365270
665,1828,1365270,6212,1365270
665,1828,1365640,6212,1365640
665,1828,1366450,6212,1366450
665,1828,1366450,6212,1366450
665,1828,1366670,6212,1366670
665,1828,1367140,6212,1367140
665,1828,1367360,6212,1367360
665,1828,1367830,6212,1367830
665,1828,1368300,6212,1368300
665,1828,1368950,6212,1368950
665,1828,1369420,6212,1369420
665,1828,1370230,6212,1370230
666,1836,1370700,6212,1370700
666,1836,1371020,6212,1371020
666,1836,1371250,6212,1371250
666,1836,1371900,6212,1371900
666,1836,1372710,6212,1372710
666,1836,1372940,6212,1372940
666,1836,1373260,6212,1373260
666,1836,1373730,6212,1373730
666,1836,1374380,6212,1374380
666,1836,1374380,6212,1374380
666,1836,1375030,6212,1375030
667,1844,1375500,6212,1375500
667,1844,1376310,6212,1376310
667,1844,1377120,6212,1377120
667,1844,1377280,6212,1377280
667,1844,1378090,6212,1378090
667,1844,1378900,6212,1378900
667,1844,1379710,6212,1379710
667,1844,1380520,6212,1380520
667,1844,1380840,6212,1380840
667,1844,1381430,6212,1381430
667,1844,1381430,6212,1381430
668,1852,1382240,6212,1382240
668,1852,1382470,6212,1382470
668,1852,1382940,6212,1382940
668,1852,1383590,6212,1383590
668,1852,1383910,6212,1383910
668,1852,1384140,6212,1384140
668,1852,1384950,6212,1384950
668,1852,1385760,6212,1385760
668,1852,1386050,6212,1386050
668,1852,1386280,6212,1386280
668,1852,1386600,6212,1386600
668,1852,1386830,6212,1386830
668,1852,1387290,6212,1387290
668,1852,1388100,6212,1388100
668,1852,1388420,6212,1388420
669,1860,1389230,6212,1389230
669,1860,1389700,6212,1389700
669,1860,1390170,6212,1390170
669,1860,1390640,6212,1390640
669,1860,1391100,6212,1391100
669,1860,1391910,6212,1391910
669,1860,1392720,6212,1392720
669,1860,1393530,6212,1393530
669,1860,1394340,6212,1394340
669,1860,1394810,6212,1394810
669,1860,1395620,6212,1395620
670,1868,1396090,6212,1396090
670,1868,1396900,6212,1396900
670,1868,1397370,6212,1397370
670,1868,1398180,6212,1398180
670,1868,1398180,6212,1398180
670,1868,1398990,6212,1398990
670,1868,1399800,6212,1399800
670,1868,1400270,6212,1400270
670,1868,1401080,6212,1401080
670,1868,1401890,6212,1401890
670,1868,1402360,6212,1402360
671,1876,1402830,6212,1402830
671,1876,1403300,6212,1403300
671,1876,1403530,6212,1403530
671,1876,1404340,6212,1404340
671,1876,1405150,6212,1405150
671,1876,1405470,6212,1405470
671,1876,1405790,6212,1405790
671,1876,1406440,6212,1406440
671,1876,1406760,6212,1406760
671,1876,1407240,6212,1407240
671,1876,1407710,6212,1407710
671,1876,1408180,6212,1408180
671,1876,1408990,6212,1408990
672,1884,1409800,6212,1409800
672,1884,1410120,6212,1410120
672,1884,1410930,6212,1410930
672,1884,1411400,6212,1411400
672,1884,1412210,6212,1412210
672,1884,1413020,6212,1413020
672,1884,1413830,6212,1413830
672,1884,1414640,6212,1414640
672,1884,1415110,6212,1415110
672,1884,1415580,6212,1415580
672,1884,1416390,6212,1416390
673,1892,1417200,6212,1417200
673,1892,1417670,6212,1417670
673,1892,1418480,6212,1418480
673,1892,1419290,6212,1419290
673,1892,1419290,6212,1419290
673,1892,1419760,6212,1419760
673,1892,1420080,6212,1420080
673,1892,1420080,6212,1420080
673,1892,1420450,6212,1420450
673,1892,1421100,6212,1421100
673,1892,1421100,6212,1421100
673,1892,1421910,6212,1421910
673,1892,1422380,6212,1422380
673,1892,1422380,6212,1422380
673,1892,1422700,6212,1422700
673,1892,1423510,6212,1423510
674,1900,1423980,6212,1423980
674,1900,1424450,6212,1424450
674,1900,1424450,6212,1424450
674,1900,1425260,6212,1425260
674,1900,1425730,6212,1425730
674,1900,1426540,6212,1426540
674,1900,1427020,6212,1427020
674,1900,1427830,6212,1427830
674,1900,1428640,6212,1428640
674,1900,1429290,6212,1429290
674,1900,1429760,6212,1429760
674,1900,1430230,6212,1430230
675,1908,1431040,6212,1431040
675,1908,1431040,6212,1431040
675,1908,1431270,6212,1431270
675,1908,1431920,6212,1431920
675,1908,1432390,6212,1432390
675,1908,1433200,6212,1433200
675,1908,1433570,6212,1433570
675,1908,1434380,6212,1434380
675,1908,1434970,6212,1434970
675,1908,1435430,6212,1435430
675,1908,1435750,6212,1435750
675,1908,1436220,6212,1436220
675,1908,1436220,6212,1436220
675,1908,1437030,6212,1437030
675,1908,1437350,6212,1437350
676,1916,1438160,6212,1438160
676,1916,1438970,6212,1438970
676,1916,1438970,6212,1438970
676,1916,1439780,6212,1439780
676,1916,1439780,6212,1439780
676,1916,1440250,6212,1440250
676,1916,1441060,6212,1441060
676,1916,1441520,6212,1441520
676,1916,1442330,6212,1442330
676,1916,1442800,6212,1442800
676,1916,1443020,6212,1443020
676,1916,1443490,6212,1443490
676,1916,1443960,6212,1443960
676,1916,1443960,6212,1443960
677,1924,1444610,6212,1444610
677,1924,1445420,6212,1445420
677,1924,1446230,6212,1446230
677,1924,1446600,6212,1446600
677,1924,1447410,6212,1447410
677,1924,1447870,6212,1447870
677,1924,1448190,6212,1448190
677,1924,1449000,6212,1449000
677,1924,1449000,6212,1449000
677,1924,1449000,6212,1449000
677,1924,1449810,6212,1449810
677,1924,1450280,6212,1450280
678,1932,1451090,6212,1451090
678,1932,1451420,6212,1451420
678,1932,1452230,6212,1452230
678,1932,1452230,6212,1452230
678,1932,1452690,6212,1452690
678,1932,1453500,6212,1453500
678,1932,1453970,6212,1453970
678,1932,1454780,6212,1454780
678,1932,1454780,6212,1454780
678,1932,1455000,6212,1455000
678,1932,1455810,6212,1455810
678,1932,1456280,6212,1456280
678,1932,1456750,6212,1456750
678,1932,1457220,6212,1457220
678,1932,1457690,6212,1457690
679,1940,1458500,6212,1458500
679,1940,1458960,6212,1458960
679,1940,1458960,6212,1458960
680,1948,1459190,6212,1459190
680,1948,1459660,6212,1459660
680,1948,1459660,6212,1459660
680,1948,1460120,6212,1460120
680,1948,1460580,6212,1460580
680,1948,1460810,6212,1460810
680,1948,1461280,6212,1461280
680,1948,1461280,6212,1461280
680,1948,1461870,6212,1461870
680,1948,1462350,6212,1462350
680,1948,1463160,6212,1463160
680,1948,1463630,6212,1463630
680,1948,1464280,6212,1464280
681,1956,1465090,6212,1465090
681,1956,1465560,6212,1465560
681,1956,1466030,6212,1466030
681,1956,1466620,6212,1466620
681,1956,1467210,6212,1467210
681,1956,1468020,6212,1468020
681,1956,1468490,6212,1468490
681,1956,1468960,6212,1468960
681,1956,1469430,6212,1469430
681,1956,1469750,6212,1469750
681,1956,1470220,6212,1470220
681,1956,1471030,6212,1471030
681,1956,1471500,6212,1471500
681,1956,1471970,6212,1471970
681,1956,1472780,6212,1472780
681,1956,1473430,6212,1473430
681,1956,1473760,6212,1473760
681,1956,1474570,6212,1474570
681,1956,1475380,6212,1475380
681,1956,1475860,6212,1475860
681,1956,1476180,6212,1476180
681,1956,1476990,6212,1476990
681,1956,1477800,6212,1477800
681,1956,1477800,6212,1477800
682,1964,1478610,6212,1478610
682,1964,1479080,6212,1479080
682,1964,1479890,6212,1479890
682,1964,1480540,6212,1480540
682,1964,1480860,6212,1480860
682,1964,1481410,6212,1481410
682,1964,1481960,6212,1481960
682,1964,1482770,6212,1482770
682,1964,1483580,6212,1483580
683,1972,1484170,6212,1484170
683,1972,1484170,6212,1484170
683,1972,1484980,6212,1484980
683,1972,1485790,6212,1485790
683,1972,1486110,6212,1486110
683,1972,1486430,6212,1486430
683,1972,1487080,6212,1487080
683,1972,1487550,6212,1487550
683,1972,1488020,6212,1488020
683,1972,1488250,6212,1488250
683,1972,1488710,6212,1488710
683,1972,1489520,6212,1489520
683,1972,1489750,6212,1489750
683,1972,1490560,6212,1490560
683,1972,1490880,6212,1490880
683,1972,1491040,6212,1491040
683,1972,1491040,6212,1491040
683,1972,1491360,6212,1491360
683,1972,1492010,6212,1492010
684,1980,1492820,6212,1492820
684,1980,1493630,6212,1493630
684,1980,1494440,6212,1494440
684,1980,1495250,6212,1495250
684,1980,1495840,6212,1495840
684,1980,1496310,6212,1496310
684,1980,1496310,6212,1496310
684,1980,1496540,6212,1496540
684,1980,1497350,6212,1497350
684,1980,1497820,6212,1497820
684,1980,1498630,6212,1498630
684,1980,1498630,6212,1498630
684,1980,1498630,6212,1498630
684,1980,1498950,6212,1498950
685,1988,1499760,6212,1499760
685,1988,1500080,6212,1500080
685,1988,1500550,6212,1500550
685,1988,1501360,6212,1501360
685,1988,1502170,6212,1502170
685,1988,1502400,6212,1502400
685,1988,1503050,6212,1503050
685,1988,1503420,6212,1503420
685,1988,1504230,6212,1504230
685,1988,1504230,6212,1504230
685,1988,1504700,6212,1504700
685,1988,1505170,6212,1505170
685,1988,1505490,6212,1505490
685,1988,1505490,6212,1505490
685,1988,1506300,6212,1506300
686,1996,1506950,6212,1506950
686,1996,1507270,6212,1507270
686,1996,1508080,6212,1508080
686,1996,1508430,6212,1508430
686,1996,1509240,6212,1509240
686,1996,1510050,6212,1510050
686,1996,1510860,6212,1510860
686,1996,1511670,6212,1511670
686,1996,1512480,6212,1512480
686,1996,1512950,6212,1512950
686,1996,1513420,6212,1513420
687,2004,1513790,6212,1513790
687,2004,1514260,6212,1514260
687,2004,1514480,6212,1514480
687,2004,1515130,6212,1515130
687,2004,1515600,6212,1515600
687,2004,1516410,6212,1516410
687,2004,1516780,6212,1516780
687,2004,1516780,6212,1516780
687,2004,1517250,6212,1517250
687,2004,1517250,6212,1517250
687,2004,1517250,6212,1517250
688,2012,1517720,6212,1517720
688,2012,1518190,6212,1518190
688,2012,1519000,6212,1519000
688,2012,1519160,6212,1519160
