ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
935847.03,20.99,7.65,374399.3,8.4
935887.26,21.0,7.66,374376.05,8.4
936172.62,21.01,7.66,374531.59,8.4
936024.15,21.01,7.67,374484.18,8.41
936064.38,21.01,7.67,374602.62,8.41
935915.91,21.02,7.67,374568.96,8.41
936201.27,21.02,7.68,374701.49,8.41
936379.67,21.03,7.69,374936.75,8.42
936263.04,21.03,7.69,374669.42,8.42
936234.86,21.04,7.69,374656.14,8.42
936058.21,21.04,7.7,374684.02,8.42
936098.45,21.05,7.7,374614.66,8.42
935949.98,21.05,7.71,374591.76,8.42
935801.5,21.05,7.71,374471.46,8.42
936176.65,21.06,7.72,374346.6,8.42
936028.18,21.06,7.72,374262.17,8.42
936085.8,21.06,7.72,374207.24,8.42
935937.33,21.06,7.72,374163.1,8.42
935937.33,21.06,7.72,374442.31,8.43
936222.69,21.07,7.73,374725.74,8.43
936074.22,21.07,7.73,374710.7,8.44
936074.22,21.07,7.73,374840.96,8.44
936252.62,21.08,7.74,374753.04,8.44
936292.85,21.09,7.74,374726.68,8.44
936144.38,21.09,7.74,374893.93,8.44
935995.91,21.09,7.75,374810.59,8.44
937041.85,21.12,7.77,376769.75,8.49
937082.08,21.12,7.78,377123.95,8.5
937082.08,21.12,7.78,377003.9,8.5
937122.32,21.13,7.78,377174.65,8.5
936531.09,21.12,7.77,376346.79,8.49
936571.32,21.12,7.78,376289.58,8.49
935503.84,21.14,7.79,376071.8,8.5
935355.37,21.14,7.79,376100.93,8.5
935206.9,21.14,7.8,375986.65,8.5
935058.43,21.14,7.8,376101.89,8.5
935058.43,21.14,7.8,375992.78,8.5
934909.96,21.14,7.8,376155.58,8.51
934761.49,21.14,7.8,376494.38,8.52
934613.02,21.15,7.8,376395.96,8.52
934996.95,21.15,7.81,376296.16,8.51
935282.31,21.16,7.82,376411.66,8.52
935133.84,21.16,7.82,376385.13,8.52
935174.07,21.17,7.83,376294.2,8.52
935025.6,21.17,7.83,376249.29,8.52
935310.96,21.18,7.84,376332.17,8.52
935282.78,21.18,7.84,376347.13,8.52
935873.3,21.2,7.86,378990.37,8.59
935724.83,21.2,7.86,378958.95,8.59
935724.83,21.2,7.86,378943.24,8.59
936010.19,21.21,7.87,379015.39,8.59
935861.72,21.21,7.87,378944.34,8.59
935713.24,21.21,7.87,378832.56,8.59
935753.48,21.22,7.87,378617.84,8.58
935725.3,21.22,7.88,378632.8,8.59
935725.3,21.22,7.88,378562.58,8.59
935639.5,21.22,7.88,378615.35,8.59
935611.32,21.23,7.89,378622.88,8.59
935651.56,21.23,7.89,378536.17,8.59
935691.79,21.24,7.89,378456.91,8.59
936066.94,21.25,7.91,377724.73,8.57
936066.94,21.25,7.91,377666.21,8.57
935553.88,21.24,7.9,377096.21,8.56
935405.41,21.24,7.9,377008.89,8.56
934337.93,21.26,7.91,376791.11,8.57
934378.17,21.26,7.92,376909.55,8.58
934418.4,21.27,7.92,377080.3,8.58
934275.23,21.26,7.92,376952.38,8.58
934126.76,21.27,7.92,376861.42,8.58
933978.29,21.27,7.92,376700.36,8.58
933829.82,21.27,7.92,376797.36,8.58
933870.05,21.27,7.93,376721.69,8.58
933910.29,21.28,7.93,376643.94,8.58
933761.81,21.28,7.94,376501.01,8.58
933761.81,21.28,7.94,376452.09,8.58
933802.05,21.28,7.94,376384.64,8.58
933773.87,21.29,7.95,376347.98,8.58
933625.4,21.29,7.95,376595.19,8.59
933674.35,21.3,7.95,376159.52,8.58
933525.88,21.3,7.95,376226.19,8.58
933525.88,21.3,7.95,376240.08,8.58
933377.41,21.3,7.95,376102.31,8.58
933609.51,21.31,7.96,376423.31,8.59
933649.74,21.31,7.97,376559.26,8.6
933501.27,21.31,7.97,376461.92,8.59
933352.8,21.31,7.97,376350.05,8.59
933204.33,21.32,7.97,376286.83,8.59
933204.33,21.32,7.97,376406.38,8.6
933176.15,21.32,7.98,376405.09,8.6
933216.38,21.32,7.98,376323.53,8.6
933501.74,21.33,7.99,376267.54,8.6
933541.98,21.34,7.99,376225.71,8.6
933662.27,21.34,8.0,376264.03,8.6
933576.47,21.34,8.0,376239.52,8.6
933428.0,21.35,8.0,376087.16,8.6
933279.53,21.35,8.0,376497.47,8.61
933654.68,21.36,8.01,377020.63,8.62
933506.21,21.36,8.02,376935.14,8.62
933820.98,21.37,8.02,378173.34,8.65
934114.53,21.38,8.03,378056.88,8.65
934086.35,21.38,8.04,378043.5,8.65
933937.88,21.38,8.04,377943.06,8.65
934207.11,21.39,8.05,377839.26,8.65
934058.64,21.39,8.05,377790.68,8.65
933910.17,21.39,8.05,377725.84,8.65
933761.7,21.4,8.05,377612.73,8.65
933613.22,21.4,8.05,377566.05,8.65
933464.75,21.4,8.06,377447.7,8.65
933504.99,21.4,8.06,377372.55,8.65
933880.13,21.41,8.07,377268.8,8.65
934173.68,21.42,8.08,377447.78,8.66
934025.21,21.42,8.08,377439.53,8.66
934469.66,21.44,8.09,377474.21,8.66
934509.89,21.44,8.1,377598.72,8.66
934361.42,21.44,8.1,377511.05,8.66
934736.57,21.45,8.11,377569.13,8.67
934588.1,21.45,8.11,377769.95,8.67
934439.63,21.46,8.11,377853.46,8.68
934479.86,21.46,8.12,378086.03,8.68
934855.01,21.47,8.13,377933.74,8.68
934895.24,21.48,8.13,378198.9,8.69
934322.58,21.48,8.14,378437.77,8.7
934674.98,21.49,8.15,378418.61,8.7
934526.51,21.49,8.15,378309.61,8.7
934566.74,21.5,8.16,378199.81,8.7
934950.67,21.51,8.17,378690.4,8.71
934802.2,21.51,8.17,378588.79,8.71
935071.43,21.52,8.18,378482.45,8.71
935111.67,21.52,8.18,378760.3,8.72
935111.67,21.52,8.18,378760.3,8.72
935151.9,21.53,8.19,378657.49,8.72
935003.43,21.53,8.19,378525.02,8.72
934974.11,21.54,8.19,380271.45,8.76
935014.34,21.54,8.2,380196.25,8.76
934865.87,21.54,8.2,380868.98,8.78
934865.87,21.54,8.2,380828.32,8.78
934717.4,21.54,8.2,380732.99,8.78
934568.93,21.55,8.2,380647.5,8.78
934420.46,21.55,8.2,380585.82,8.78
934271.99,21.55,8.2,379873.38,8.76
934123.52,21.55,8.21,379777.78,8.76
933975.05,21.55,8.21,379682.34,8.76
933975.05,21.55,8.21,379780.59,8.76
934350.19,21.56,8.22,379903.84,8.77
934635.55,21.57,8.23,380009.06,8.77
934487.08,21.57,8.23,380481.21,8.78
934338.61,21.57,8.23,380466.18,8.78
933914.73,21.57,8.22,379929.29,8.77
934330.02,21.58,8.24,380625.81,8.79
934615.38,21.59,8.24,381045.75,8.8
933547.91,21.6,8.26,380925.64,8.81
933399.44,21.6,8.26,380805.34,8.81
933853.09,21.62,8.27,381297.18,8.83
933379.5,21.62,8.28,381247.9,8.83
933231.03,21.63,8.28,381147.34,8.83
933082.56,21.63,8.28,381104.45,8.83
933351.79,21.64,8.29,380968.7,8.83
933203.32,21.64,8.29,380942.16,8.83
933054.85,21.64,8.3,381044.02,8.84
933559.07,21.65,8.31,381160.12,8.84
933410.6,21.65,8.31,381163.66,8.84
932986.72,21.65,8.3,380626.78,8.83
933026.95,21.65,8.31,380704.64,8.83
932433.07,21.66,8.32,380583.2,8.84
931920.01,21.65,8.31,380025.07,8.83
932205.37,21.66,8.32,380168.93,8.83
932383.77,21.67,8.32,380301.03,8.84
932504.06,21.67,8.33,380339.36,8.84
932355.59,21.67,8.33,380664.41,8.85
932395.82,21.68,8.33,380812.72,8.85
932436.06,21.68,8.34,380892.84,8.86
932721.42,21.69,8.35,382238.34,8.89
932572.94,21.69,8.35,382304.3,8.89
932751.34,21.7,8.36,382293.9,8.89
932791.58,21.71,8.36,382875.99,8.91
932831.81,21.71,8.37,382858.28,8.91
933785.26,21.74,8.39,383347.46,8.92
933636.79,21.74,8.4,383221.19,8.92
933488.32,21.74,8.4,383135.71,8.92
933932.77,21.75,8.41,383170.39,8.92
933871.28,21.75,8.41,383495.26,8.93
933722.81,21.76,8.41,383370.92,8.93
933574.34,21.76,8.41,383544.67,8.94
933210.51,21.75,8.41,383429.96,8.94
933124.71,21.75,8.41,383345.26,8.94
933410.07,21.76,8.42,383630.28,8.94
933570.6,21.77,8.43,383668.09,8.95
933422.12,21.77,8.43,383653.06,8.95
933273.65,21.77,8.43,383588.56,8.95
933452.05,21.78,8.44,383740.49,8.95
933737.41,21.79,8.45,384535.49,8.97
935210.25,21.83,8.49,385796.41,9.01
935250.48,21.84,8.49,385240.57,8.99
935102.01,21.84,8.49,385517.34,9.0
934953.54,21.84,8.5,385276.68,9.0
934805.06,21.84,8.5,385164.82,9.0
934656.59,21.84,8.5,385122.16,9.0
934888.7,21.85,8.51,385237.13,9.0
934785.63,21.85,8.51,385068.09,9.0
934637.16,21.85,8.51,385051.51,9.0
934488.69,21.85,8.51,385039.65,9.0
934340.22,21.86,8.51,384946.62,9.0
934191.75,21.86,8.51,385896.42,9.03
934163.57,21.86,8.52,385921.98,9.03
933038.48,21.88,8.53,385759.13,9.04
932890.01,21.88,8.53,385638.83,9.04
932741.53,21.88,8.54,385541.43,9.04
932593.06,21.88,8.54,385507.77,9.04
933037.51,21.89,8.55,385486.01,9.04
933269.62,21.9,8.56,385994.32,9.06
933758.36,21.91,8.57,386583.8,9.07
933758.36,21.91,8.57,386380.19,9.07
934202.81,21.92,8.58,386563.68,9.07
934054.34,21.93,8.58,386534.54,9.07
933690.51,21.92,8.58,386241.43,9.07
933868.91,21.93,8.58,386149.5,9.07
933720.44,21.93,8.59,386698.73,9.08
934005.8,21.94,8.59,386621.66,9.08
934054.75,21.94,8.6,386185.99,9.07
934233.15,21.95,8.61,386161.87,9.07
934617.08,21.96,8.62,386288.98,9.08
934320.14,21.96,8.62,386282.56,9.08
934171.67,21.97,8.62,386217.73,9.08
934211.9,21.97,8.63,386253.69,9.08
934211.9,21.97,8.63,386659.4,9.09
934063.43,21.97,8.63,386820.61,9.1
935649.86,22.01,8.67,388081.0,9.13
936094.31,22.02,8.68,388071.26,9.13
936094.31,22.02,8.68,388238.06,9.13
936008.51,22.02,8.68,388556.61,9.14
935860.04,22.03,8.68,388443.08,9.14
935294.88,22.02,8.67,387975.76,9.13
935473.28,22.03,8.68,387885.58,9.13
935324.81,22.03,8.68,387840.67,9.13
935365.04,22.03,8.69,387623.29,9.13
935405.28,22.04,8.69,387792.71,9.14
935377.1,22.04,8.7,387789.38,9.14
935377.1,22.04,8.7,387801.84,9.14
935228.63,22.04,8.7,387730.3,9.14
935603.77,22.05,8.71,388005.47,9.15
935644.01,22.06,8.72,387923.91,9.15
935495.54,22.06,8.72,387851.65,9.15
935764.77,22.07,8.73,387715.49,9.14
935805.0,22.08,8.73,387661.93,9.14
935656.53,22.08,8.73,387937.14,9.15
935508.06,22.08,8.74,387818.11,9.15
935801.6,22.09,8.74,387902.99,9.16
936048.2,22.1,8.75,388052.5,9.16
936423.34,22.11,8.76,388268.54,9.17
936126.4,22.11,8.77,388209.08,9.17
936501.55,22.12,8.78,388347.48,9.17
936353.08,22.12,8.78,388261.99,9.17
936204.61,22.12,8.78,388163.42,9.17
936244.84,22.13,8.79,388094.35,9.17
936285.07,22.13,8.79,387994.54,9.17
936136.6,22.14,8.79,387924.2,9.17
936511.75,22.15,8.8,388434.1,9.19
937107.54,22.17,8.82,388228.23,9.18
937147.77,22.17,8.83,388155.33,9.18
937147.77,22.17,8.83,388068.76,9.18
936999.3,22.17,8.83,387962.93,9.18
937494.74,22.19,8.84,387978.49,9.18
937534.97,22.19,8.85,388138.45,9.19
937386.5,22.19,8.85,388286.13,9.19
937238.03,22.2,8.85,388240.73,9.19
937238.03,22.2,8.85,388170.73,9.19
937238.03,22.2,8.85,388290.41,9.2
937089.56,22.2,8.85,388372.73,9.2
937129.79,22.2,8.86,388300.55,9.2
937101.62,22.21,8.86,388308.09,9.2
936953.15,22.21,8.87,388594.88,9.21
937405.3,22.22,8.88,388759.31,9.22
937405.3,22.22,8.88,388799.79,9.22
937445.53,22.23,8.88,388948.11,9.22
937445.53,22.23,8.88,388868.17,9.22
937297.06,22.23,8.88,389093.5,9.23
937148.59,22.23,8.89,389077.76,9.23
936023.49,22.24,8.9,388887.8,9.24
935875.02,22.25,8.9,388872.07,9.24
934807.54,22.26,8.92,388654.3,9.26
934847.78,22.27,8.93,388830.4,9.26
934699.31,22.27,8.93,388744.91,9.26
934392.99,22.27,8.92,389301.32,9.28
934260.58,22.26,8.92,389235.22,9.28
934260.58,22.26,8.92,390376.72,9.3
934112.11,22.27,8.92,390629.33,9.31
934290.51,22.27,8.93,390544.71,9.31
934142.04,22.28,8.93,390779.25,9.32
934473.86,22.29,8.94,390565.1,9.32
934325.38,22.29,8.95,390495.51,9.32
934630.54,22.3,8.95,392803.51,9.37
934482.07,22.3,8.96,392970.99,9.38
934522.3,22.3,8.96,392917.1,9.38
934373.83,22.31,8.96,392836.41,9.38
933779.95,22.31,8.97,392914.99,9.39
933631.47,22.32,8.97,392802.85,9.39
933483.0,22.32,8.97,392639.55,9.39
933397.21,22.32,8.98,392587.51,9.39
933248.74,22.32,8.98,392544.62,9.39
933664.36,22.33,8.99,392680.68,9.39
933664.36,22.33,8.99,392605.71,9.39
933704.59,22.34,8.99,392518.25,9.39
933704.59,22.34,8.99,392493.01,9.39
933556.12,22.34,9.0,392461.96,9.39
933407.65,22.34,9.0,392513.16,9.39
933693.01,22.35,9.01,392685.65,9.4
933693.01,22.35,9.01,392722.59,9.4
933871.41,22.36,9.01,392901.15,9.41
933911.64,22.36,9.02,392828.97,9.41
934090.04,22.37,9.03,392760.13,9.41
933941.57,22.37,9.03,392626.25,9.41
933793.1,22.38,9.03,392581.36,9.41
933793.1,22.38,9.03,392472.45,9.4
934122.78,22.38,9.04,392266.83,9.4
934145.9,22.39,9.05,392310.46,9.4
934431.26,22.4,9.06,392580.25,9.41
934282.79,22.4,9.06,392528.09,9.41
934282.79,22.4,9.06,392473.41,9.41
934282.79,22.4,9.06,392473.53,9.41
934282.79,22.4,9.06,392601.76,9.41
933875.11,22.4,9.05,391977.26,9.4
933726.64,22.4,9.05,391931.3,9.4
933766.88,22.4,9.06,391903.1,9.4
933738.7,22.41,9.06,391887.2,9.4
934113.85,22.42,9.07,391860.17,9.4
934113.85,22.42,9.07,392612.95,9.42
933965.38,22.42,9.08,392677.97,9.43
933965.38,22.42,9.08,392592.72,9.42
934013.27,22.43,9.08,392745.59,9.43
933864.79,22.43,9.08,392608.83,9.43
933716.32,22.43,9.09,392495.23,9.43
933567.85,22.43,9.09,392483.75,9.43
932500.38,22.45,9.11,392265.97,9.44
932351.91,22.45,9.11,392288.46,9.45
932203.43,22.45,9.11,392241.7,9.45
932175.26,22.46,9.11,392223.79,9.45
932026.79,22.46,9.12,392144.23,9.45
932067.02,22.46,9.12,392298.06,9.46
932067.02,22.46,9.12,392228.28,9.45
932894.31,22.49,9.15,394071.07,9.5
932745.84,22.49,9.15,394056.04,9.5
932597.37,22.49,9.15,393940.02,9.5
932300.5,22.49,9.15,393824.16,9.5
932277.44,22.49,9.15,393756.03,9.5
931913.61,22.48,9.14,393661.08,9.5
931663.42,22.48,9.14,393480.51,9.5
931956.97,22.49,9.15,393563.23,9.5
931997.2,22.5,9.15,393487.56,9.5
931848.73,22.5,9.16,393474.11,9.5
931700.26,22.5,9.16,393565.17,9.51
931551.79,22.5,9.16,393352.12,9.5
931592.02,22.51,9.17,393476.53,9.51
933019.36,22.55,9.21,393835.73,9.52
932870.89,22.55,9.21,393978.76,9.52
932722.42,22.55,9.21,394100.5,9.53
932627.02,22.56,9.21,397329.2,9.61
933002.17,22.57,9.22,397543.47,9.62
933216.34,22.57,9.23,401116.99,9.7
933067.87,22.57,9.23,400966.15,9.7
932919.4,22.58,9.23,401099.79,9.71
932770.93,22.58,9.23,401268.81,9.71
932622.46,22.58,9.24,401473.84,9.72
932473.99,22.58,9.24,401326.98,9.72
932325.52,22.58,9.24,401206.88,9.72
932177.05,22.58,9.24,400961.06,9.71
932462.41,22.59,9.25,400872.04,9.71
932914.56,22.61,9.26,400860.35,9.71
932954.79,22.61,9.27,400896.67,9.72
932639.74,22.61,9.26,400540.54,9.71
932265.91,22.6,9.26,400045.86,9.7
932306.14,22.61,9.26,400125.97,9.7
932681.29,22.62,9.27,399954.41,9.7
932532.82,22.62,9.27,399811.15,9.7
933136.48,22.64,9.29,399349.99,9.69
933314.88,22.65,9.3,399737.46,9.7
933166.41,22.65,9.3,399970.96,9.71
933017.94,22.65,9.31,399955.92,9.71
932869.47,22.65,9.31,400256.14,9.72
932721.0,22.65,9.31,400842.04,9.74
932424.05,22.66,9.31,400675.85,9.74
932275.58,22.66,9.32,400465.67,9.73
932315.82,22.66,9.32,401805.59,9.77
932167.34,22.67,9.32,401708.44,9.77
932167.34,22.67,9.32,401708.44,9.77
932018.87,22.67,9.32,401663.53,9.77
932312.42,22.68,9.33,401984.7,9.78
932163.95,22.68,9.34,401902.18,9.78
932015.48,22.68,9.34,401838.24,9.78
931867.01,22.68,9.34,401671.31,9.78
931718.53,22.69,9.34,401626.4,9.78
932003.89,22.69,9.35,401628.72,9.78
931410.01,22.7,9.36,401626.56,9.79
931450.24,22.71,9.36,401547.89,9.79
931301.77,22.71,9.37,401462.64,9.79
931153.3,22.71,9.37,401343.68,9.79
930928.04,22.71,9.36,401241.59,9.79
930779.57,22.71,9.37,401108.7,9.79
931073.11,22.72,9.38,401031.78,9.79
931073.11,22.72,9.38,401031.78,9.79
931113.34,22.72,9.38,401111.9,9.79
931153.58,22.73,9.39,401049.95,9.79
931125.4,22.74,9.39,401075.51,9.79
931125.4,22.74,9.39,401075.51,9.79
931165.63,22.74,9.4,401005.41,9.79
931205.86,22.75,9.4,400866.43,9.79
931057.39,22.75,9.4,400983.44,9.8
930908.92,22.75,9.41,401206.51,9.8
930908.92,22.75,9.41,401129.56,9.8
930974.63,22.76,9.41,401101.92,9.8
929907.15,22.78,9.43,400894.19,9.82
929758.68,22.78,9.43,401041.87,9.82
930210.83,22.79,9.45,401142.42,9.83
930626.45,22.8,9.46,401237.67,9.83
930477.98,22.8,9.46,401397.83,9.84
930329.51,22.8,9.46,401260.54,9.84
930369.74,22.81,9.47,401732.01,9.85
930655.1,22.82,9.48,401893.59,9.85
930506.63,22.82,9.48,401956.33,9.86
930358.16,22.82,9.48,402118.95,9.86
930209.69,22.83,9.48,402051.95,9.87
930061.22,22.83,9.48,402036.73,9.87
928993.75,22.85,9.5,401818.95,9.88
928845.27,22.85,9.5,401717.04,9.88
929059.45,22.85,9.51,402626.3,9.9
928910.98,22.86,9.51,402657.84,9.91
928836.81,22.86,9.52,402704.77,9.91
928688.34,22.86,9.52,402618.59,9.91
928728.57,22.87,9.52,402440.87,9.91
928580.1,22.87,9.53,402306.67,9.91
928580.1,22.87,9.53,402306.67,9.91
928431.63,22.87,9.53,402192.39,9.91
928471.86,22.88,9.53,402094.88,9.91
928323.39,22.88,9.53,402078.59,9.91
928174.92,22.88,9.54,402244.4,9.92
928215.15,22.89,9.54,402392.71,9.92
928500.51,22.9,9.55,403159.63,9.94
928352.04,22.9,9.55,403673.24,9.96
928203.57,22.9,9.56,403795.73,9.96
928055.1,22.9,9.56,403842.79,9.97
927906.63,22.9,9.56,403705.65,9.96
927964.25,22.9,9.56,403677.83,9.96
927815.77,22.91,9.56,403564.24,9.96
927667.3,22.91,9.57,403549.2,9.97
927518.83,22.91,9.57,403530.3,9.97
928060.4,22.93,9.58,403177.68,9.96
927911.93,22.93,9.58,403091.09,9.96
927763.46,22.93,9.59,402928.36,9.96
927614.99,22.93,9.59,402815.72,9.96
928067.14,22.94,9.6,403234.27,9.97
928058.17,22.95,9.61,402966.12,9.97
927909.7,22.95,9.61,402828.68,9.96
927761.22,22.95,9.61,402772.92,9.97
928054.77,22.96,9.62,403316.76,9.98
927906.3,22.97,9.62,403271.85,9.98
927946.53,22.97,9.63,403207.7,9.98
928398.68,22.98,9.64,404280.95,10.01
928250.21,22.99,9.64,404217.57,10.01
928535.57,23.0,9.65,404155.95,10.01
928575.8,23.0,9.66,404106.48,10.01
928845.04,23.01,9.67,404234.16,10.01
928696.56,23.01,9.67,404130.64,10.01
928696.56,23.01,9.67,404492.19,10.02
928736.8,23.02,9.68,404406.64,10.02
928736.8,23.02,9.68,404355.78,10.02
928588.33,23.02,9.68,404529.37,10.03
928963.47,23.03,9.69,405051.29,10.04
929003.71,23.04,9.69,405019.4,10.04
929289.07,23.05,9.7,405082.52,10.05
929140.6,23.05,9.71,405065.95,10.05
928992.12,23.05,9.71,404941.19,10.05
928992.12,23.05,9.71,404850.24,10.05
928843.65,23.05,9.71,404758.54,10.05
928695.18,23.06,9.71,404656.93,10.05
928980.54,23.07,9.72,404580.6,10.05
929020.77,23.07,9.73,404129.7,10.04
928872.3,23.07,9.73,404044.14,10.04
929247.45,23.08,9.74,403940.08,10.03
929287.68,23.09,9.75,404388.38,10.05
929139.21,23.09,9.75,404482.5,10.05
928990.74,23.09,9.75,404425.14,10.05
928990.74,23.09,9.75,404338.26,10.05
928842.27,23.1,9.75,404491.37,10.06
930122.57,23.13,9.79,404455.88,10.06
929974.1,23.13,9.79,404433.37,10.06
929945.92,23.14,9.79,404458.93,10.06
929797.45,23.14,9.8,404838.63,10.07
929648.98,23.14,9.8,404951.77,10.08
929689.21,23.15,9.8,405029.87,10.08
930299.27,23.17,9.82,405068.83,10.09
930299.27,23.17,9.82,405068.83,10.09
930150.8,23.17,9.83,405026.17,10.09
930436.16,23.18,9.84,404946.03,10.09
930721.52,23.19,9.85,405365.82,10.1
930573.05,23.19,9.85,405288.21,10.1
930858.41,23.2,9.86,405162.15,10.1
930709.94,23.2,9.86,405067.78,10.1
930561.46,23.21,9.86,405194.53,10.1
930846.82,23.22,9.87,405094.27,10.1
930823.77,23.22,9.87,405014.27,10.1
931109.13,23.23,9.88,405164.37,10.11
931553.58,23.24,9.9,405321.92,10.11
931084.71,23.23,9.89,405230.51,10.11
933613.95,23.3,9.95,405975.52,10.13
933465.48,23.3,9.96,405844.87,10.13
933317.01,23.3,9.96,405644.34,10.13
933419.92,23.31,9.97,405614.48,10.13
933271.45,23.31,9.97,405520.7,10.13
933311.68,23.32,9.97,405722.87,10.14
933163.21,23.32,9.98,405845.18,10.14
933014.74,23.32,9.98,405766.95,10.14
933308.28,23.33,9.99,406151.39,10.15
933593.64,23.34,10.0,407139.51,10.18
933968.79,23.35,10.01,407039.87,10.18
934009.02,23.36,10.01,407033.65,10.18
934009.02,23.36,10.01,406992.99,10.18
934009.02,23.36,10.01,406900.04,10.18
934049.26,23.36,10.02,406764.62,10.17
933900.78,23.37,10.02,408010.29,10.21
933872.61,23.37,10.03,408017.82,10.21
933872.61,23.37,10.03,408017.82,10.21
934051.01,23.38,10.04,408303.69,10.22
935586.64,23.42,10.08,408453.65,10.23
935438.17,23.43,10.08,408517.4,10.23
935409.99,23.43,10.09,408534.97,10.23
935409.99,23.43,10.09,408534.97,10.23
935409.99,23.43,10.09,408583.88,10.23
935409.99,23.43,10.09,408583.88,10.23
935261.52,23.43,10.09,408457.97,10.23
935113.05,23.44,10.09,408400.64,10.24
935153.28,23.44,10.1,408329.06,10.24
935004.81,23.44,10.1,408636.38,10.25
935331.94,23.45,10.11,408865.14,10.25
935303.76,23.46,10.12,408944.66,10.26
935155.29,23.46,10.12,409067.81,10.26
935006.82,23.46,10.12,409188.32,10.27
934858.35,23.46,10.12,409646.11,10.28
934898.58,23.47,10.13,409559.95,10.28
934792.67,23.47,10.13,409404.8,10.28
934764.49,23.47,10.13,409375.65,10.28
934616.02,23.48,10.13,409315.51,10.28
934656.25,23.48,10.14,409395.62,10.29
934507.78,23.48,10.14,409308.5,10.29
934812.61,23.5,10.15,409340.23,10.29
934310.2,23.49,10.14,408819.19,10.28
934310.2,23.49,10.14,408819.19,10.28
934754.66,23.5,10.16,408695.68,10.27
934606.18,23.5,10.16,408664.27,10.28
935232.65,23.52,10.18,408873.53,10.28
935084.18,23.52,10.18,408783.92,10.28
934935.71,23.52,10.18,408698.43,10.28
934761.47,23.52,10.18,408739.43,10.29
934761.47,23.52,10.18,408809.64,10.29
935136.62,23.53,10.19,409454.2,10.3
935511.77,23.54,10.2,409353.85,10.3
935371.17,23.54,10.2,409218.76,10.3
935222.7,23.54,10.2,409133.11,10.3
935402.64,23.55,10.21,410172.39,10.33
935688.0,23.56,10.22,410483.15,10.34
935688.0,23.56,10.22,410483.15,10.34
936040.39,23.57,10.23,410463.99,10.34
935891.92,23.57,10.23,410517.87,10.34
935298.04,23.58,10.24,410739.9,10.36
935338.27,23.59,10.25,410967.53,10.36
935189.8,23.59,10.25,410853.25,10.36
935762.24,23.61,10.26,410825.55,10.36
935940.64,23.61,10.27,410441.8,10.36
935792.17,23.62,10.27,410613.9,10.36
935832.4,23.62,10.28,410511.43,10.36
936125.95,23.63,10.29,410946.31,10.37
936509.88,23.64,10.3,411074.31,10.38
936550.11,23.65,10.31,411243.72,10.38
936176.28,23.64,10.3,411142.34,10.38
935879.41,23.64,10.29,410851.82,10.38
936164.77,23.65,10.3,410754.08,10.38
937136.42,23.68,10.33,411039.11,10.38
937368.53,23.69,10.34,411330.55,10.39
937812.98,23.7,10.36,411199.61,10.39
937853.21,23.7,10.36,411130.07,10.39
938138.57,23.71,10.37,411082.64,10.39
937990.1,23.72,10.37,411007.53,10.39
937841.63,23.72,10.38,410962.62,10.39
937881.86,23.73,10.38,410519.98,10.38
937733.39,23.73,10.38,410684.55,10.39
937525.45,23.73,10.38,410342.25,10.38
937525.45,23.73,10.38,411546.16,10.42
937565.69,23.73,10.39,411517.96,10.42
937417.22,23.74,10.39,411502.93,10.42
938027.27,23.76,10.41,411541.89,10.42
938382.79,23.77,10.42,411416.61,10.42
937770.2,23.76,10.41,410691.02,10.4
937770.2,23.76,10.41,410691.02,10.4
937810.43,23.76,10.42,410725.13,10.41
937495.38,23.76,10.42,410496.89,10.4
937386.68,23.76,10.41,410444.1,10.4
937238.21,23.76,10.42,410401.21,10.4
937089.74,23.76,10.42,410315.95,10.4
936941.26,23.76,10.42,410390.21,10.41
936792.79,23.77,10.42,410277.29,10.41
936850.41,23.77,10.42,410249.47,10.41
936701.94,23.77,10.43,410147.86,10.41
937146.39,23.78,10.44,411069.1,10.43
937598.54,23.8,10.45,411142.14,10.43
937638.78,23.8,10.46,411042.76,10.43
937490.3,23.8,10.46,411142.35,10.44
937341.83,23.81,10.46,411039.0,10.44
937193.36,23.81,10.46,411136.17,10.44
937193.36,23.81,10.46,411059.56,10.44
937044.89,23.81,10.47,410927.98,10.44
936794.7,23.81,10.47,410683.7,10.44
936646.23,23.81,10.47,410619.13,10.44
936618.05,23.82,10.47,410594.49,10.44
936532.26,23.82,10.48,410536.9,10.44
936532.26,23.82,10.48,410558.7,10.44
936532.26,23.82,10.48,410558.7,10.44
937142.31,23.84,10.5,410597.66,10.45
937142.31,23.84,10.5,410465.32,10.44
936945.44,23.84,10.5,410315.15,10.44
937230.8,23.85,10.51,410185.28,10.44
