ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
989,5167,1503200,6212,1503200
989,5167,1504200,6212,1504200
989,5167,1505010,6212,1505010
989,5167,1506010,6212,1506010
989,5167,1506480,6212,1506480
989,5167,1506940,6212,1506940
989,5167,1507750,6212,1507750
989,5167,1508750,6212,1508750
990,5175,1509070,6212,1509070
990,5175,1509070,6212,1509070
990,5175,1510070,6212,1510070
990,5175,1511070,6212,1511070
990,5175,1512070,6212,1512070
990,5175,1513070,6212,1513070
990,5175,1514070,6212,1514070
990,5175,1515070,6212,1515070
990,5175,1516070,6212,1516070
991,5183,1517070,6212,1517070
992,5191,1517880,6212,1517880
993,5193,1518690,6212,1518690
994,5195,1518690,6212,1518690
994,5195,1519160,6212,1519160
994,5195,1520160,6212,1520160
995,5203,1521160,6212,1521160
995,5203,1521160,6212,1521160
995,5203,1522160,6212,1522160
995,5203,1522620,6212,1522620
995,5203,1523620,6212,1523620
995,5203,1524620,6212,1524620
995,5203,1525620,6212,1525620
996,5205,1526620,6212,1526620
996,5205,1527080,6212,1527080
996,5205,1527550,6212,1527550
997,5213,1528100,6212,1528100
997,5213,1529100,6212,1529100
997,5213,1530100,6212,1530100
998,5215,1531100,6212,1531100
998,5215,1531570,6212,1531570
998,5215,1532570,6212,1532570
998,5215,1533570,6212,1533570
998,5215,1534220,6212,1534220
998,5215,1535030,6212,1535030
999,5223,1535840,6212,1535840
999,5223,1536650,6212,1536650
1000,5225,1537460,6212,1537460
1000,5225,1537460,6212,1537460
1000,5225,1537460,6212,1537460
1000,5225,1538460,6212,1538460
1001,5233,1539460,6212,1539460
1001,5233,1540460,6212,1540460
1001,5233,1541110,6212,1541110
1001,5233,1541580,6212,1541580
1001,5233,1542580,6212,1542580
1001,5233,1543050,6212,1543050
1001,5233,1544050,6212,1544050
1001,5233,1544860,6212,1544860
1002,5235,1545860,6212,1545860
1002,5235,1546860,6212,1546860
1002,5235,1547860,6212,1547860
1002,5235,1548670,6212,1548670
1002,5235,1549670,6212,1549670
1002,5235,1550670,6212,1550670
1002,5235,1551220,6212,1551220
1002,5235,1551690,6212,1551690
1002,5235,1552690,6212,1552690
1002,5235,1553500,6212,1553500
1002,5235,1554500,6212,1554500
1002,5235,1555500,6212,1555500
1002,5235,1556500,6212,1556500
1002,5235,1557500,6212,1557500
1002,5235,1558500,6212,1558500
1002,5235,1559500,6212,1559500
1002,5235,1559500,6212,1559500
1003,5237,1559970,6212,1559970
1004,5245,1560970,6212,1560970
1004,5245,1561970,6212,1561970
1004,5245,1562440,6212,1562440
1005,5247,1563250,6212,1563250
1005,5247,1564250,6212,1564250
1005,5247,1565250,6212,1565250
1005,5247,1566250,6212,1566250
1005,5247,1566840,6212,1566840
1006,5255,1567840,6212,1567840
1006,5255,1567840,6212,1567840
1006,5255,1568840,6212,1568840
1006,5255,1569060,6212,1569060
1007,5263,1569060,6212,1569060
1007,5263,1569530,6212,1569530
1007,5263,1569850,6212,1569850
1007,5263,1570850,6212,1570850
1007,5263,1571850,6212,1571850
1008,5271,1572850,6212,1572850
1008,5271,1573850,6212,1573850
1008,5271,1574850,6212,1574850
1009,5273,1575850,6212,1575850
1010,5275,1576850,6212,1576850
1010,5275,1577850,6212,1577850
1010,5275,1578660,6212,1578660
1011,5277,1579130,6212,1579130
1012,5285,1580130,6212,1580130
1012,5285,1580130,6212,1580130
1013,5293,1580600,6212,1580600
1014,5301,1580600,6212,1580600
1014,5301,1581410,6212,1581410
1014,5301,1581410,6212,1581410
1015,5309,1582410,6212,1582410
1015,5309,1582410,6212,1582410
1016,5313,1583410,6212,1583410
1016,5313,1583730,6212,1583730
1016,5313,1584730,6212,1584730
1017,5315,1585730,6212,1585730
1017,5315,1586730,6212,1586730
1017,5315,1586730,6212,1586730
1017,5315,1587540,6212,1587540
1017,5315,1587860,6212,1587860
1017,5315,1588330,6212,1588330
1017,5315,1589330,6212,1589330
1018,5323,1589330,6212,1589330
1019,5325,1590140,6212,1590140
1020,5333,1590950,6212,1590950
1020,5333,1591760,6212,1591760
1020,5333,1591760,6212,1591760
1021,5335,1592760,6212,1592760
1022,5337,1593760,6212,1593760
1022,5337,1594230,6212,1594230
1022,5337,1594230,6212,1594230
1022,5337,1595040,6212,1595040
1022,5337,1595690,6212,1595690
1022,5337,1596160,6212,1596160
1023,5345,1597160,6212,1597160
1023,5345,1597160,6212,1597160
1023,5345,1597630,6212,1597630
1023,5345,1598630,6212,1598630
1023,5345,1599630,6212,1599630
1023,5345,1600630,6212,1600630
1024,5347,1601630,6212,1601630
1024,5347,1602630,6212,1602630
1024,5347,1603100,6212,1603100
1024,5347,1603100,6212,1603100
1024,5347,1604100,6212,1604100
1024,5347,1605100,6212,1605100
1025,5348,1605260,6212,1605260
1025,5348,1605730,6212,1605730
1025,5348,1606380,6212,1606380
1025,5348,1606380,6212,1606380
1026,5350,1607190,6212,1607190
1026,5350,1607660,6212,1607660
1027,5358,1608250,6212,1608250
1027,5358,1609250,6212,1609250
1027,5358,1610250,6212,1610250
1027,5358,1611060,6212,1611060
1027,5358,1612060,6212,1612060
1027,5358,1612870,6212,1612870
1027,5358,1613680,6212,1613680
1027,5358,1614680,6212,1614680
1027,5358,1615490,6212,1615490
1027,5358,1616490,6212,1616490
1027,5358,1616490,6212,1616490
1027,5358,1617140,6212,1617140
1027,5358,1617950,6212,1617950
1027,5358,1618760,6212,1618760
1027,5358,1619410,6212,1619410
1028,5360,1620410,6212,1620410
1028,5360,1621220,6212,1621220
1028,5360,1621690,6212,1621690
1028,5360,1622690,6212,1622690
1029,5362,1623690,6212,1623690
1029,5362,1624690,6212,1624690
1029,5362,1625690,6212,1625690
1029,5362,1626690,6212,1626690
1029,5362,1626920,6212,1626920
1030,5364,1627730,6212,1627730
1031,5372,1635730,6212,1635730
1032,5374,1636050,6212,1636050
1033,5376,1637050,6212,1637050
1034,5380,1638050,6212,1638050
1034,5380,1639050,6212,1639050
1034,5380,1639050,6212,1639050
1035,5382,1639050,6212,1639050
1035,5382,1639280,6212,1639280
1035,5382,1640280,6212,1640280
1035,5382,1640750,6212,1640750
1035,5382,1641220,6212,1641220
1035,5382,1642220,6212,1642220
1035,5382,1643220,6212,1643220
1036,5384,1644220,6212,1644220
1037,5392,1644220,6212,1644220
1038,5400,1645220,6212,1645220
1038,5400,1645690,6212,1645690
1038,5400,1645690,6212,1645690
1039,5402,1646690,6212,1646690
1039,5402,1647160,6212,1647160
1040,5410,1648160,6212,1648160
1041,5412,1648970,6212,1648970
1041,5412,1649970,6212,1649970
1041,5412,1650970,6212,1650970
1041,5412,1651110,6212,1651110
1042,5414,1652110,6212,1652110
1042,5414,1653110,6212,1653110
1042,5414,1653920,6212,1653920
1042,5414,1654240,6212,1654240
1042,5414,1655050,6212,1655050
1043,5422,1655050,6212,1655050
1043,5422,1656050,6212,1656050
1043,5422,1656420,6212,1656420
1043,5422,1657420,6212,1657420
1043,5422,1658420,6212,1658420
1043,5422,1659420,6212,1659420
1043,5422,1660420,6212,1660420
1043,5422,1660420,6212,1660420
1043,5422,1661230,6212,1661230
1043,5422,1662230,6212,1662230
1044,5424,1663230,6212,1663230
1044,5424,1664040,6212,1664040
1044,5424,1665040,6212,1665040
1044,5424,1666040,6212,1666040
1044,5424,1667040,6212,1667040
1044,5424,1667630,6212,1667630
1045,5432,1675630,6212,1675630
1045,5432,1676630,6212,1676630
1045,5432,1676630,6212,1676630
1046,5440,1677630,6212,1677630
1046,5440,1678630,6212,1678630
1046,5440,1678630,6212,1678630
1047,5442,1679280,6212,1679280
1047,5442,1679280,6212,1679280
1048,5444,1679870,6212,1679870
1048,5444,1680870,6212,1680870
1048,5444,1680870,6212,1680870
1048,5444,1681870,6212,1681870
1049,5452,1682340,6212,1682340
1049,5452,1682340,6212,1682340
1049,5452,1682340,6212,1682340
1049,5452,1682810,6212,1682810
1049,5452,1683620,6212,1683620
1050,5460,1691620,6212,1691620
1050,5460,1692620,6212,1692620
1050,5460,1693620,6212,1693620
1050,5460,1694430,6212,1694430
1050,5460,1694890,6212,1694890
1050,5460,1695890,6212,1695890
1051,5462,1696890,6212,1696890
1051,5462,1697700,6212,1697700
1051,5462,1698350,6212,1698350
1052,5470,1706350,6212,1706350
1053,5478,1707160,6212,1707160
1053,5478,1707970,6212,1707970
1053,5478,1707970,6212,1707970
1054,5486,1708970,6212,1708970
1054,5486,1709970,6212,1709970
1054,5486,1710780,6212,1710780
1054,5486,1711250,6212,1711250
1054,5486,1711570,6212,1711570
1054,5486,1712570,6212,1712570
1055,5488,1713570,6212,1713570
1055,5488,1713570,6212,1713570
1055,5488,1714040,6212,1714040
1055,5488,1715040,6212,1715040
1055,5488,1715040,6212,1715040
1055,5488,1715510,6212,1715510
1055,5488,1716320,6212,1716320
1055,5488,1716790,6212,1716790
1055,5488,1717160,6212,1717160
1055,5488,1718160,6212,1718160
1055,5488,1718630,6212,1718630
1055,5488,1718630,6212,1718630
1056,5490,1719630,6212,1719630
1056,5490,1719630,6212,1719630
1056,5490,1720440,6212,1720440
1057,5498,1728440,6212,1728440
1057,5498,1728440,6212,1728440
1057,5498,1729440,6212,1729440
1058,5506,1729600,6212,1729600
1059,5507,1730410,6212,1730410
1059,5507,1731410,6212,1731410
1059,5507,1732410,6212,1732410
1059,5507,1733410,6212,1733410
1060,5515,1734220,6212,1734220
1060,5515,1734220,6212,1734220
1060,5515,1735220,6212,1735220
1060,5515,1736220,6212,1736220
1060,5515,1736220,6212,1736220
1060,5515,1736220,6212,1736220
1061,5517,1737220,6212,1737220
1061,5517,1737680,6212,1737680
1061,5517,1738490,6212,1738490
1061,5517,1739490,6212,1739490
1061,5517,1740490,6212,1740490
1061,5517,1740810,6212,1740810
1061,5517,1741130,6212,1741130
1061,5517,1742130,6212,1742130
1061,5517,1743130,6212,1743130
1061,5517,1743130,6212,1743130
1061,5517,1743500,6212,1743500
1061,5517,1744310,6212,1744310
1061,5517,1748310,6212,1748310
1062,5519,1748960,6212,1748960
1062,5519,1749960,6212,1749960
1063,5523,1750550,6212,1750550
1064,5531,1751550,6212,1751550
1064,5531,1752550,6212,1752550
1064,5531,1753550,6212,1753550
1064,5531,1754360,6212,1754360
1064,5531,1755170,6212,1755170
1064,5531,1755640,6212,1755640
1064,5531,1756640,6212,1756640
1064,5531,1757450,6212,1757450
1064,5531,1758450,6212,1758450
1064,5531,1758920,6212,1758920
1064,5531,1759570,6212,1759570
1065,5535,1760570,6212,1760570
1066,5543,1761570,6212,1761570
1067,5551,1763570,6212,1763570
1067,5551,1764380,6212,1764380
1067,5551,1765380,6212,1765380
1067,5551,1766380,6212,1766380
1067,5551,1766700,6212,1766700
1067,5551,1767700,6212,1767700
1068,5559,1767700,6212,1767700
1068,5559,1768700,6212,1768700
1068,5559,1768700,6212,1768700
1068,5559,1769170,6212,1769170
1068,5559,1770170,6212,1770170
1068,5559,1770170,6212,1770170
1068,5559,1770820,6212,1770820
1068,5559,1771630,6212,1771630
1068,5559,1772630,6212,1772630
1068,5559,1773630,6212,1773630
1068,5559,1774630,6212,1774630
1068,5559,1775440,6212,1775440
1068,5559,1775440,6212,1775440
1068,5559,1776250,6212,1776250
1068,5559,1777250,6212,1777250
1068,5559,1778060,6212,1778060
1069,5567,1786060,6212,1786060
1069,5567,1787060,6212,1787060
1069,5567,1788060,6212,1788060
1069,5567,1789060,6212,1789060
1069,5567,1789060,6212,1789060
1069,5567,1790060,6212,1790060
1069,5567,1791060,6212,1791060
1069,5567,1792060,6212,1792060
1070,5569,1792220,6212,1792220
1070,5569,1792690,6212,1792690
1071,5571,1793690,6212,1793690
1071,5571,1794500,6212,1794500
1071,5571,1795500,6212,1795500
1071,5571,1795970,6212,1795970
1072,5579,1796970,6212,1796970
1072,5579,1797440,6212,1797440
1073,5581,1798440,6212,1798440
1073,5581,1798440,6212,1798440
1074,5583,1798910,6212,1798910
1074,5583,1799910,6212,1799910
1074,5583,1800910,6212,1800910
1074,5583,1801720,6212,1801720
1075,5591,1802720,6212,1802720
1075,5591,1802720,6212,1802720
1075,5591,1803720,6212,1803720
1076,5599,1804720,6212,1804720
1076,5599,1805530,6212,1805530
1076,5599,1806340,6212,1806340
1076,5599,1806660,6212,1806660
1076,5599,1806660,6212,1806660
1076,5599,1807470,6212,1807470
1076,5599,1808470,6212,1808470
1077,5607,1816470,6212,1816470
1077,5607,1817280,6212,1817280
1077,5607,1818090,6212,1818090
1077,5607,1818310,6212,1818310
1077,5607,1819310,6212,1819310
1077,5607,1820310,6212,1820310
1077,5607,1821310,6212,1821310
1077,5607,1822120,6212,1822120
1077,5607,1822930,6212,1822930
1077,5607,1823930,6212,1823930
1077,5607,1823930,6212,1823930
1077,5607,1824740,6212,1824740
1078,5615,1825740,6212,1825740
1078,5615,1826740,6212,1826740
1079,5617,1827550,6212,1827550
1079,5617,1828550,6212,1828550
1079,5617,1828550,6212,1828550
1079,5617,1829550,6212,1829550
1079,5617,1830140,6212,1830140
1079,5617,1830950,6212,1830950
1079,5617,1831950,6212,1831950
1080,5619,1832950,6212,1832950
1080,5619,1833950,6212,1833950
1080,5619,1833950,6212,1833950
1081,5627,1834950,6212,1834950
1081,5627,1835760,6212,1835760
1081,5627,1836230,6212,1836230
1081,5627,1837040,6212,1837040
1082,5635,1837040,6212,1837040
1082,5635,1838040,6212,1838040
1082,5635,1839040,6212,1839040
1082,5635,1840040,6212,1840040
1082,5635,1840360,6212,1840360
1082,5635,1841360,6212,1841360
1082,5635,1841820,6212,1841820
1082,5635,1842280,6212,1842280
1083,5643,1843280,6212,1843280
1083,5643,1844280,6212,1844280
1083,5643,1844830,6212,1844830
1083,5643,1845830,6212,1845830
1083,5643,1846830,6212,1846830
1084,5645,1847830,6212,1847830
1084,5645,1848830,6212,1848830
1084,5645,1849830,6212,1849830
1084,5645,1850640,6212,1850640
1084,5645,1850960,6212,1850960
1084,5645,1851420,6212,1851420
1084,5645,1852420,6212,1852420
1085,5647,1852650,6212,1852650
1085,5647,1853460,6212,1853460
1085,5647,1854460,6212,1854460
1085,5647,1854780,6212,1854780
1085,5647,1855780,6212,1855780
1085,5647,1856780,6212,1856780
1085,5647,1857590,6212,1857590
1085,5647,1857910,6212,1857910
1085,5647,1858720,6212,1858720
1085,5647,1862720,6212,1862720
1086,5655,1863310,6212,1863310
1086,5655,1864310,6212,1864310
1086,5655,1865120,6212,1865120
1086,5655,1865280,6212,1865280
1086,5655,1866280,6212,1866280
1087,5657,1866830,6212,1866830
1087,5657,1867640,6212,1867640
1087,5657,1867640,6212,1867640
1087,5657,1868450,6212,1868450
1087,5657,1869450,6212,1869450
1087,5657,1870450,6212,1870450
1087,5657,1871260,6212,1871260
1087,5657,1872260,6212,1872260
1087,5657,1872260,6212,1872260
1087,5657,1873260,6212,1873260
1087,5657,1874260,6212,1874260
1087,5657,1875260,6212,1875260
1087,5657,1876260,6212,1876260
1087,5657,1877260,6212,1877260
1087,5657,1878260,6212,1878260
1087,5657,1878260,6212,1878260
1087,5657,1878580,6212,1878580
1087,5657,1879050,6212,1879050
1087,5657,1880050,6212,1880050
1087,5657,1881050,6212,1881050
1088,5658,1881860,6212,1881860
1088,5658,1882090,6212,1882090
1088,5658,1882560,6212,1882560
1088,5658,1890560,6212,1890560
1088,5658,1891560,6212,1891560
1088,5658,1891610,6212,1891610
1088,5658,1895610,6212,1895610
1088,5658,1896610,6212,1896610
1089,5660,1897610,6212,1897610
1089,5660,1898160,6212,1898160
1090,5662,1899160,6212,1899160
1090,5662,1900160,6212,1900160
1091,5670,1900320,6212,1900320
1091,5670,1901320,6212,1901320
1092,5671,1902130,6212,1902130
1092,5671,1902940,6212,1902940
1092,5671,1906940,6212,1906940
1092,5671,1907750,6212,1907750
1092,5671,1908220,6212,1908220
1092,5671,1908870,6212,1908870
1093,5679,1908870,6212,1908870
1093,5679,1909870,6212,1909870
1093,5679,1910680,6212,1910680
1094,5681,1911490,6212,1911490
1094,5681,1911960,6212,1911960
1094,5681,1912960,6212,1912960
1094,5681,1913610,6212,1913610
1094,5681,1914420,6212,1914420
1094,5681,1915230,6212,1915230
1094,5681,1916230,6212,1916230
1094,5681,1917230,6212,1917230
1094,5681,1918230,6212,1918230
1095,5683,1918460,6212,1918460
1095,5683,1919270,6212,1919270
1095,5683,1920270,6212,1920270
1095,5683,1921270,6212,1921270
1095,5683,1921730,6212,1921730
1095,5683,1922730,6212,1922730
1095,5683,1923200,6212,1923200
1096,5691,1924010,6212,1924010
1096,5691,1925010,6212,1925010
1096,5691,1926010,6212,1926010
1096,5691,1926660,6212,1926660
1096,5691,1927130,6212,1927130
1096,5691,1928130,6212,1928130
1097,5695,1928940,6212,1928940
1097,5695,1929940,6212,1929940
1097,5695,1930940,6212,1930940
1098,5697,1931940,6212,1931940
1099,5699,1932940,6212,1932940
1099,5699,1933530,6212,1933530
1099,5699,1933850,6212,1933850
1099,5699,1934850,6212,1934850
1099,5699,1935850,6212,1935850
1099,5699,1936850,6212,1936850
1099,5699,1937850,6212,1937850
1100,5707,1938850,6212,1938850
1100,5707,1946850,6212,1946850
1100,5707,1947850,6212,1947850
1100,5707,1948850,6212,1948850
1100,5707,1949850,6212,1949850
1100,5707,1950080,6212,1950080
1100,5707,1950670,6212,1950670
1100,5707,1950670,6212,1950670
1100,5707,1950670,6212,1950670
1100,5707,1950900,6212,1950900
1100,5707,1951900,6212,1951900
1100,5707,1952360,6212,1952360
1100,5707,1953010,6212,1953010
1100,5707,1954010,6212,1954010
1100,5707,1954480,6212,1954480
1101,5709,1955290,6212,1955290
1101,5709,1955940,6212,1955940
1101,5709,1956100,6212,1956100
1101,5709,1958100,6212,1958100
1101,5709,1959100,6212,1959100
1101,5709,1959910,6212,1959910
1101,5709,1959910,6212,1959910
1101,5709,1960910,6212,1960910
1101,5709,1960910,6212,1960910
1101,5709,1961140,6212,1961140
1101,5709,1961140,6212,1961140
1101,5709,1962140,6212,1962140
1101,5709,1963140,6212,1963140
1101,5709,1964140,6212,1964140
1101,5709,1964790,6212,1964790
1101,5709,1965790,6212,1965790
1101,5709,1966600,6212,1966600
1101,5709,1967410,6212,1967410
1102,5717,1968410,6212,1968410
1102,5717,1968410,6212,1968410
1102,5717,1969410,6212,1969410
1103,5719,1969730,6212,1969730
1103,5719,1970540,6212,1970540
1103,5719,1971540,6212,1971540
1103,5719,1972090,6212,1972090
1103,5719,1972900,6212,1972900
1103,5719,1973900,6212,1973900
1104,5721,1974900,6212,1974900
1104,5721,1975360,6212,1975360
1104,5721,1975830,6212,1975830
1104,5721,1976150,6212,1976150
1104,5721,1978150,6212,1978150
1104,5721,1978470,6212,1978470
1104,5721,1979470,6212,1979470
1104,5721,1980470,6212,1980470
1104,5721,1981280,6212,1981280
1104,5721,1982090,6212,1982090
1104,5721,1983090,6212,1983090
1104,5721,1983410,6212,1983410
1104,5721,1984410,6212,1984410
1104,5721,1985220,6212,1985220
1104,5721,1985220,6212,1985220
1104,5721,1986220,6212,1986220
1105,5729,1986540,6212,1986540
1105,5729,1987350,6212,1987350
1105,5729,1988350,6212,1988350
1105,5729,1989350,6212,1989350
1105,5729,1989350,6212,1989350
1105,5729,1989350,6212,1989350
1105,5729,1990350,6212,1990350
1105,5729,1991160,6212,1991160
1106,5737,1992160,6212,1992160
1106,5737,1993160,6212,1993160
1106,5737,1993380,6212,1993380
1106,5737,1993380,6212,1993380
1106,5737,1994190,6212,1994190
1106,5737,1994190,6212,1994190
1106,5737,1995190,6212,1995190
1106,5737,1996190,6212,1996190
1106,5737,2004190,6212,2004190
1106,5737,2005190,6212,2005190
1107,5745,2013190,6212,2013190
1107,5745,2014000,6212,2014000
1107,5745,2015000,6212,2015000
1107,5745,2015460,6212,2015460
1107,5745,2015680,6212,2015680
1107,5745,2015680,6212,2015680
1107,5745,2016680,6212,2016680
1107,5745,2017330,6212,2017330
1107,5745,2018330,6212,2018330
1108,5747,2019330,6212,2019330
1108,5747,2020330,6212,2020330
1108,5747,2020330,6212,2020330
1108,5747,2021330,6212,2021330
1108,5747,2022140,6212,2022140
1108,5747,2023140,6212,2023140
1108,5747,2027140,6212,2027140
1108,5747,2028140,6212,2028140
1108,5747,2029140,6212,2029140
1108,5747,2030140,6212,2030140
1109,5749,2031140,6212,2031140
1109,5749,2031250,6212,2031250
1109,5749,2031250,6212,2031250
1109,5749,2032060,6212,2032060
1109,5749,2032060,6212,2032060
1109,5749,2033060,6212,2033060
1109,5749,2034060,6212,2034060
1109,5749,2034530,6212,2034530
1109,5749,2034530,6212,2034530
1109,5749,2035180,6212,2035180
1109,5749,2035990,6212,2035990
1109,5749,2036640,6212,2036640
1109,5749,2037640,6212,2037640
1109,5749,2038640,6212,2038640
1109,5749,2038640,6212,2038640
1109,5749,2038800,6212,2038800
1109,5749,2039800,6212,2039800
1109,5749,2040270,6212,2040270
1109,5749,2041270,6212,2041270
1109,5749,2041270,6212,2041270
1109,5749,2041270,6212,2041270
1109,5749,2041270,6212,2041270
1109,5749,2042080,6212,2042080
1109,5749,2043080,6212,2043080
1109,5749,2043890,6212,2043890
1110,5757,2044890,6212,2044890
1110,5757,2045210,6212,2045210
1110,5757,2045210,6212,2045210
1110,5757,2046210,6212,2046210
1110,5757,2046210,6212,2046210
1110,5757,2047210,6212,2047210
1110,5757,2048210,6212,2048210
1110,5757,2049210,6212,2049210
1110,5757,2050210,6212,2050210
1111,5765,2058210,6212,2058210
1111,5765,2059210,6212,2059210
1111,5765,2060210,6212,2060210
1111,5765,2061210,6212,2061210
1111,5765,2062210,6212,2062210
1111,5765,2063020,6212,2063020
1111,5765,2063020,6212,2063020
1111,5765,2064020,6212,2064020
1111,5765,2065020,6212,2065020
1111,5765,2066020,6212,2066020
1111,5765,2066340,6212,2066340
1111,5765,2066660,6212,2066660
1111,5765,2067120,6212,2067120
1111,5765,2068120,6212,2068120
1111,5765,2068580,6212,2068580
1111,5765,2069390,6212,2069390
1111,5765,2070390,6212,2070390
1111,5765,2071390,6212,2071390
1112,5773,2072390,6212,2072390
1112,5773,2073200,6212,2073200
1112,5773,2074200,6212,2074200
1112,5773,2075200,6212,2075200
1112,5773,2076200,6212,2076200
1112,5773,2077200,6212,2077200
1112,5773,2077520,6212,2077520
1112,5773,2077520,6212,2077520
1112,5773,2078520,6212,2078520
1112,5773,2079520,6212,2079520
1112,5773,2080520,6212,2080520
1112,5773,2081520,6212,2081520
1112,5773,2082520,6212,2082520
1112,5773,2083520,6212,2083520
1112,5773,2084520,6212,2084520
1112,5773,2084990,6212,2084990
1112,5773,2085210,6212,2085210
1112,5773,2086020,6212,2086020
1112,5773,2086490,6212,2086490
1112,5773,2086960,6212,2086960
1113,5775,2087770,6212,2087770
1113,5775,2088090,6212,2088090
1113,5775,2089090,6212,2089090
1113,5775,2089900,6212,2089900
1113,5775,2090550,6212,2090550
1113,5775,2091550,6212,2091550
1113,5775,2092550,6212,2092550
1113,5775,2093550,6212,2093550
1113,5775,2094550,6212,2094550
1113,5775,2096550,6212,2096550
1114,5783,2097550,6212,2097550
1114,5783,2098360,6212,2098360
1114,5783,2099360,6212,2099360
1114,5783,2099360,6212,2099360
1114,5783,2100360,6212,2100360
1114,5783,2100820,6212,2100820
1114,5783,2101820,6212,2101820
1115,5787,2102820,6212,2102820
1115,5787,2103820,6212,2103820
1115,5787,2104820,6212,2104820
1115,5787,2105290,6212,2105290
1115,5787,2109290,6212,2109290
1115,5787,2110100,6212,2110100
1115,5787,2111100,6212,2111100
1115,5787,2112100,6212,2112100
1115,5787,2112420,6212,2112420
1115,5787,2113420,6212,2113420
1115,5787,2113880,6212,2113880
1115,5787,2113880,6212,2113880
1116,5789,2114690,6212,2114690
1116,5789,2115500,6212,2115500
1117,5797,2116500,6212,2116500
1117,5797,2116500,6212,2116500
1117,5797,2117310,6212,2117310
1117,5797,2118120,6212,2118120
1117,5797,2119120,6212,2119120
1117,5797,2120120,6212,2120120
1117,5797,2120120,6212,2120120
1117,5797,2121120,6212,2121120
1118,5805,2129120,6212,2129120
1118,5805,2130120,6212,2130120
1118,5805,2130340,6212,2130340
1118,5805,2130450,6212,2130450
1118,5805,2131450,6212,2131450
1118,5805,2132450,6212,2132450
1118,5805,2133260,6212,2133260
1118,5805,2133730,6212,2133730
1118,5805,2134730,6212,2134730
1118,5805,2135730,6212,2135730
1118,5805,2136730,6212,2136730
1118,5805,2137730,6212,2137730
1119,5813,2145730,6212,2145730
1119,5813,2146730,6212,2146730
1119,5813,2146730,6212,2146730
1119,5813,2147730,6212,2147730
1119,5813,2148730,6212,2148730
1119,5813,2149730,6212,2149730
1120,5817,2150540,6212,2150540
1120,5817,2151540,6212,2151540
1120,5817,2151540,6212,2151540
1120,5817,2152540,6212,2152540
1120,5817,2153350,6212,2153350
1120,5817,2154350,6212,2154350
1120,5817,2155350,6212,2155350
1120,5817,2156160,6212,2156160
1120,5817,2156630,6212,2156630
1120,5817,2157630,6212,2157630
1120,5817,2158630,6212,2158630
1120,5817,2159630,6212,2159630
1120,5817,2160630,6212,2160630
1121,5825,2160630,6212,2160630
1121,5825,2161630,6212,2161630
1121,5825,2162630,6212,2162630
1121,5825,2163630,6212,2163630
1122,5827,2164000,6212,2164000
1122,5827,2165000,6212,2165000
1122,5827,2166000,6212,2166000
1122,5827,2167000,6212,2167000
1122,5827,2167220,6212,2167220
1122,5827,2168220,6212,2168220
1122,5827,2169220,6212,2169220
1122,5827,2170220,6212,2170220
1122,5827,2170680,6212,2170680
1122,5827,2171680,6212,2171680
1122,5827,2172490,6212,2172490
1122,5827,2172710,6212,2172710
1122,5827,2173710,6212,2173710
1122,5827,2174180,6212,2174180
1122,5827,2174990,6212,2174990
1122,5827,2175540,6212,2175540
1122,5827,2176540,6212,2176540
1122,5827,2176540,6212,2176540
1122,5827,2177350,6212,2177350
1122,5827,2177350,6212,2177350
1122,5827,2178350,6212,2178350
1122,5827,2178670,6212,2178670
1122,5827,2179480,6212,2179480
1122,5827,2179950,6212,2179950
1122,5827,2180950,6212,2180950
1122,5827,2181950,6212,2181950
1122,5827,2181950,6212,2181950
1122,5827,2182950,6212,2182950
1122,5827,2183950,6212,2183950
1122,5827,2184420,6212,2184420
1122,5827,2185230,6212,2185230
1122,5827,2186230,6212,2186230
1122,5827,2186550,6212,2186550
1122,5827,2187360,6212,2187360
1122,5827,2188360,6212,2188360
1122,5827,2189360,6212,2189360
1122,5827,2189360,6212,2189360
1122,5827,2190360,6212,2190360
1122,5827,2190680,6212,2190680
1122,5827,2191680,6212,2191680
1123,5835,2192680,6212,2192680
1123,5835,2193680,6212,2193680
1123,5835,2194680,6212,2194680
1123,5835,2195490,6212,2195490
1124,5837,2196490,6212,2196490
1124,5837,2196490,6212,2196490
1125,5839,2197490,6212,2197490
1125,5839,2197960,6212,2197960
1125,5839,2198430,6212,2198430
1125,5839,2199430,6212,2199430
1125,5839,2199900,6212,2199900
1125,5839,2200900,6212,2200900
1125,5839,2201900,6212,2201900
1125,5839,2202370,6212,2202370
1125,5839,2202690,6212,2202690
1125,5839,2203160,6212,2203160
