ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5720-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1208,6202,3890050,6212,4050050
1208,6202,3890860,6212,4050860
1208,6202,3891860,6212,4051860
1208,6202,3892860,6212,4052860
1208,6202,3893670,6212,4053670
1208,6202,3893990,6212,4053990
1208,6202,3894310,6212,4054310
1208,6202,3895310,6212,4055310
1208,6202,3897310,6212,4057310
1208,6202,3897630,6212,4057630
1208,6202,3898630,6212,4058630
1208,6202,3899630,6212,4059630
1208,6202,3900630,6212,4060630
1208,6202,3900630,6212,4060630
1208,6202,3900860,6212,4060860
1208,6202,3901670,6212,4061670
1208,6202,3902140,6212,4062140
1208,6202,3902610,6212,4062610
1208,6202,3903420,6212,4063420
1208,6202,3904420,6212,4064420
1208,6202,3905420,6212,4065420
1208,6202,3906420,6212,4066420
1208,6202,3908420,6212,4068420
1208,6202,3908890,6212,4068890
1208,6202,3909890,6212,4069890
1208,6202,3909890,6212,4069890
1208,6202,3910890,6212,4070890
1208,6202,3911890,6212,4071890
1208,6202,3912480,6212,4072480
1208,6202,3912950,6212,4072950
1208,6202,3913760,6212,4073760
1208,6202,3913990,6212,4073990
1208,6202,3914990,6212,4074990
1208,6202,3915990,6212,4075990
1208,6202,3916990,6212,4076990
1208,6202,3917990,6212,4077990
1208,6202,3918990,6212,4078990
1208,6202,3919990,6212,4079990
1208,6202,3920310,6212,4080310
1208,6202,3920630,6212,4080630
1208,6202,3921100,6212,4081100
1208,6202,3922100,6212,4082100
1208,6202,3922100,6212,4082100
1208,6202,3922100,6212,4082100
1208,6202,3923100,6212,4083100
1208,6202,3923910,6212,4083910
1208,6202,3925910,6212,4085910
1208,6202,3926380,6212,4086380
1208,6202,3927380,6212,4087380
1208,6202,3928380,6212,4088380
1208,6202,3929380,6212,4089380
1208,6202,3930190,6212,4090190
1208,6202,3930190,6212,4090190
1208,6202,3931190,6212,4091190
1208,6202,3932190,6212,4092190
1208,6202,3933190,6212,4093190
1208,6202,3934190,6212,4094190
1208,6202,3934190,6212,4094190
1208,6202,3935190,6212,4095190
1208,6202,3935510,6212,4095510
1208,6202,3936510,6212,4096510
1208,6202,3937160,6212,4097160
1208,6202,3938160,6212,4098160
1208,6202,3939160,6212,4099160
1208,6202,3940160,6212,4100160
1208,6202,3944160,6212,4104160
1208,6202,3944160,6212,4104160
1208,6202,3945160,6212,4105160
1208,6202,3946160,6212,4106160
1208,6202,3947160,6212,4107160
1208,6202,3948160,6212,4108160
1208,6202,3949160,6212,4109160
1208,6202,3950160,6212,4110160
1208,6202,3950810,6212,4110810
1208,6202,3951810,6212,4111810
1208,6202,3952810,6212,4112810
1208,6202,3953030,6212,4113030
1208,6202,3953030,6212,4113030
1208,6202,3953030,6212,4113030
1208,6202,3954030,6212,4114030
1208,6202,3955030,6212,4115030
1208,6202,3955500,6212,4115500
1208,6202,3956150,6212,4116150
1208,6202,3957150,6212,4117150
1208,6202,3957620,6212,4117620
1208,6202,3957620,6212,4117620
1208,6202,3958620,6212,4118620
1208,6202,3959430,6212,4119430
1208,6202,3959430,6212,4119430
1208,6202,3959900,6212,4119900
1208,6202,3959900,6212,4119900
1208,6202,3960900,6212,4120900
1208,6202,3961900,6212,4121900
1208,6202,3962900,6212,4122900
1208,6202,3963900,6212,4123900
1208,6202,3964900,6212,4124900
1208,6202,3965710,6212,4125710
1208,6202,3966710,6212,4126710
1208,6202,3967710,6212,4127710
1208,6202,3968710,6212,4128710
1208,6202,3969360,6212,4129360
1208,6202,3970360,6212,4130360
1208,6202,3971360,6212,4131360
1208,6202,3971910,6212,4131910
1208,6202,3972720,6212,4132720
1208,6202,3973040,6212,4133040
1208,6202,3973040,6212,4133040
1208,6202,3973850,6212,4133850
1208,6202,3974850,6212,4134850
1208,6202,3975010,6212,4135010
1208,6202,3975480,6212,4135480
1208,6202,3975850,6212,4135850
1208,6202,3976660,6212,4136660
1208,6202,3977130,6212,4137130
1208,6202,3978130,6212,4138130
1208,6202,3978130,6212,4138130
1208,6202,3978590,6212,4138590
1208,6202,3979590,6212,4139590
1208,6202,3980400,6212,4140400
1208,6202,3981400,6212,4141400
1208,6202,3982050,6212,4142050
1208,6202,3983050,6212,4143050
1208,6202,3984050,6212,4144050
1208,6202,3984050,6212,4144050
1208,6202,3984050,6212,4152050
1208,6202,3984510,6212,4152510
1208,6202,3984980,6212,4152980
1208,6202,3984980,6212,4152980
1208,6202,3985980,6212,4153980
1208,6202,3986980,6212,4154980
1208,6202,3987980,6212,4155980
1208,6202,3988980,6212,4156980
1208,6202,3989300,6212,4157300
1208,6202,3990300,6212,4158300
1208,6202,3991300,6212,4159300
1208,6202,3992300,6212,4160300
1208,6202,3993300,6212,4161300
1208,6202,3993890,6212,4161890
1208,6202,3994890,6212,4162890
1208,6202,3995890,6212,4163890
1208,6202,3995890,6212,4163890
1208,6202,3996370,6212,4164370
1208,6202,3996370,6212,4164370
1208,6202,3997370,6212,4165370
1208,6202,3998020,6212,4166020
1208,6202,3998490,6212,4166490
1208,6202,3998600,6212,4166600
1208,6202,3998600,6212,4166600
1208,6202,3999600,6212,4167600
1208,6202,4000600,6212,4168600
1208,6202,4001410,6212,4169410
1208,6202,4002410,6212,4170410
1208,6202,4003410,6212,4171410
1208,6202,4004410,6212,4172410
1208,6202,4005410,6212,4173410
1208,6202,4005460,6212,4173460
1208,6202,4006460,6212,4174460
1208,6202,4007460,6212,4175460
1208,6202,4008010,6212,4176010
1208,6202,4009010,6212,4177010
1208,6202,4009330,6212,4177330
1208,6202,4009800,6212,4177800
1208,6202,4009800,6212,4177800
1208,6202,4010800,6212,4178800
1208,6202,4011450,6212,4179450
1208,6202,4012450,6212,4180450
1208,6202,4013260,6212,4181260
1208,6202,4013720,6212,4181720
1208,6202,4014530,6212,4182530
1208,6202,4015530,6212,4183530
1208,6202,4016530,6212,4184530
1208,6202,4017530,6212,4185530
1208,6202,4017530,6212,4185530
1208,6202,4018530,6212,4186530
1208,6202,4019000,6212,4187000
1208,6202,4019000,6212,4187000
1208,6202,4019470,6212,4187470
1208,6202,4020280,6212,4188280
1208,6202,4020280,6212,4196280
1208,6202,4020930,6212,4196930
1208,6202,4021740,6212,4197740
1208,6202,4022740,6212,4198740
1208,6202,4023740,6212,4199740
1208,6202,4024740,6212,4200740
1208,6202,4025740,6212,4201740
1208,6202,4026390,6212,4202390
1208,6202,4026620,6212,4202620
1208,6202,4027620,6212,4203620
1208,6202,4028430,6212,4204430
1208,6202,4029430,6212,4205430
1208,6202,4029430,6212,4213430
1209,6206,4030430,6212,4214430
1209,6206,4030430,6212,4214430
1209,6206,4031430,6212,4215430
1209,6206,4031430,6212,4215430
1210,6208,4031430,6212,4215430
1210,6208,4032430,6212,4216430
1210,6208,4032650,6212,4216650
1210,6208,4033120,6212,4217120
1210,6208,4033120,6212,4217120
1210,6208,4033930,6212,4217930
1210,6208,4034930,6212,4218930
1210,6208,4035930,6212,4219930
1210,6208,4036580,6212,4220580
1210,6208,4037050,6212,4221050
1210,6208,4038050,6212,4222050
1210,6208,4038050,6212,4222050
1210,6208,4039050,6212,4223050
1210,6208,4039050,6212,4223050
1210,6208,4040050,6212,4224050
1210,6208,4040860,6212,4224860
1210,6208,4040860,6212,4224860
1210,6208,4041020,6212,4225020
1210,6208,4042020,6212,4226020
1210,6208,4042020,6212,4226020
1210,6208,4043020,6212,4227020
1210,6208,4044020,6212,4228020
1210,6208,4045020,6212,4229020
1210,6208,4045020,6212,4229020
1210,6208,4045340,6212,4229340
1210,6208,4045810,6212,4229810
1210,6208,4046810,6212,4230810
1210,6208,4047810,6212,4231810
1210,6208,4048270,6212,4232270
1210,6208,4048590,6212,4232590
1210,6208,4049400,6212,4233400
1210,6208,4049400,6212,4233400
1210,6208,4050400,6212,4234400
1210,6208,4050770,6212,4234770
1210,6208,4050770,6212,4242770
1210,6208,4051580,6212,4243580
1210,6208,4051580,6212,4243580
1210,6208,4051580,6212,4243580
1210,6208,4052580,6212,4244580
1210,6208,4053580,6212,4245580
1210,6208,4054390,6212,4246390
1210,6208,4054860,6212,4246860
1210,6208,4055860,6212,4247860
1210,6208,4056860,6212,4248860
1210,6208,4057180,6212,4249180
1210,6208,4057500,6212,4249500
1210,6208,4057820,6212,4249820
1210,6208,4058820,6212,4250820
1210,6208,4058820,6212,4250820
1210,6208,4059820,6212,4251820
1210,6208,4059820,6212,4259820
1210,6208,4060820,6212,4260820
1210,6208,4061820,6212,4261820
1210,6208,4062630,6212,4262630
1210,6208,4063630,6212,4263630
1210,6208,4064100,6212,4264100
1210,6208,4065100,6212,4265100
1210,6208,4065570,6212,4265570
1210,6208,4065800,6212,4265800
1210,6208,4066800,6212,4266800
1210,6208,4067450,6212,4267450
1210,6208,4067450,6212,4275450
1210,6208,4068450,6212,4276450
1210,6208,4069450,6212,4277450
1210,6208,4070450,6212,4278450
1210,6208,4071260,6212,4279260
1210,6208,4072260,6212,4280260
1210,6208,4073070,6212,4281070
1210,6208,4073880,6212,4281880
1210,6208,4074880,6212,4282880
1210,6208,4075530,6212,4283530
1210,6208,4076530,6212,4284530
1210,6208,4077530,6212,4285530
1210,6208,4078530,6212,4286530
1210,6208,4079340,6212,4287340
1210,6208,4080150,6212,4288150
1210,6208,4080150,6212,4288150
1210,6208,4080150,6212,4296150
1210,6208,4081150,6212,4297150
1210,6208,4082150,6212,4298150
1210,6208,4082700,6212,4298700
1210,6208,4083700,6212,4299700
1210,6208,4084700,6212,4300700
1210,6208,4085160,6212,4301160
1210,6208,4085630,6212,4301630
1210,6208,4086630,6212,4302630
1210,6208,4087090,6212,4303090
1210,6208,4087410,6212,4303410
1210,6208,4088410,6212,4304410
1210,6208,4088730,6212,4304730
1210,6208,4089730,6212,4305730
1210,6208,4090200,6212,4306200
1210,6208,4091200,6212,4307200
1210,6208,4091200,6212,4307200
1210,6208,4091670,6212,4307670
1210,6208,4092670,6212,4308670
1210,6208,4093670,6212,4309670
1210,6208,4094320,6212,4310320
1210,6208,4095130,6212,4311130
1210,6208,4095940,6212,4311940
1210,6208,4095940,6212,4311940
1210,6208,4096940,6212,4312940
1210,6208,4097940,6212,4313940
1210,6208,4097940,6212,4321940
1210,6208,4098750,6212,4322750
1210,6208,4098750,6212,4322750
1210,6208,4099560,6212,4323560
1210,6208,4100560,6212,4324560
1210,6208,4101370,6212,4325370
1210,6208,4102370,6212,4326370
1210,6208,4103180,6212,4327180
1210,6208,4103990,6212,4327990
1210,6208,4103990,6212,4335990
1210,6208,4104990,6212,4336990
1210,6208,4105990,6212,4337990
1210,6208,4106450,6212,4338450
1210,6208,4107450,6212,4339450
1210,6208,4107450,6212,4339450
1210,6208,4108450,6212,4340450
1210,6208,4109450,6212,4341450
1210,6208,4110450,6212,4342450
1210,6208,4111260,6212,4343260
1210,6208,4112260,6212,4344260
1210,6208,4112260,6212,4344260
1210,6208,4112260,6212,4352260
1210,6208,4113070,6212,4353070
1210,6208,4113070,6212,4353070
1210,6208,4114070,6212,4354070
1210,6208,4115070,6212,4355070
1210,6208,4116070,6212,4356070
1210,6208,4117070,6212,4357070
1210,6208,4118070,6212,4358070
1210,6208,4119070,6212,4359070
1210,6208,4120070,6212,4360070
1210,6208,4121070,6212,4361070
1210,6208,4122070,6212,4362070
1210,6208,4122070,6212,4362070
1211,6209,4122880,6212,4362880
1211,6209,4122880,6212,4362880
1211,6209,4126880,6212,4366880
1211,6209,4127350,6212,4367350
1211,6209,4128350,6212,4368350
1211,6209,4130350,6212,4370350
1211,6209,4130820,6212,4370820
1211,6209,4130820,6212,4370820
1211,6209,4131820,6212,4371820
1211,6209,4132820,6212,4372820
1211,6209,4133290,6212,4373290
1211,6209,4134100,6212,4374100
1211,6209,4134570,6212,4374570
1211,6209,4134570,6212,4374570
1211,6209,4135570,6212,4375570
1211,6209,4136040,6212,4376040
1211,6209,4137040,6212,4377040
1211,6209,4137510,6212,4377510
1211,6209,4137970,6212,4377970
1211,6209,4138440,6212,4378440
1211,6209,4138910,6212,4378910
1211,6209,4139230,6212,4379230
1211,6209,4139700,6212,4379700
1211,6209,4140250,6212,4380250
1211,6209,4141250,6212,4381250
1211,6209,4142250,6212,4382250
1211,6209,4142250,6212,4382250
1211,6209,4142250,6212,4390250
1211,6209,4143250,6212,4391250
1211,6209,4143720,6212,4391720
1211,6209,4144720,6212,4392720
1211,6209,4145720,6212,4393720
1211,6209,4146190,6212,4394190
1211,6209,4147190,6212,4395190
1211,6209,4147190,6212,4403190
1211,6209,4147510,6212,4403510
1211,6209,4148510,6212,4404510
1211,6209,4149510,6212,4405510
1211,6209,4149510,6212,4405510
1211,6209,4150510,6212,4406510
1211,6209,4150980,6212,4406980
1211,6209,4150980,6212,4406980
1211,6209,4151300,6212,4407300
1211,6209,4152300,6212,4408300
1211,6209,4153110,6212,4409110
1211,6209,4153340,6212,4409340
1211,6209,4154340,6212,4410340
1211,6209,4155340,6212,4411340
1211,6209,4156340,6212,4412340
1211,6209,4157150,6212,4413150
1211,6209,4158150,6212,4414150
1211,6209,4159150,6212,4415150
1211,6209,4159150,6212,4415150
1211,6209,4160150,6212,4416150
1211,6209,4160470,6212,4416470
1211,6209,4160740,6212,4416740
1211,6209,4161220,6212,4417220
1211,6209,4162220,6212,4418220
1211,6209,4162870,6212,4418870
1211,6209,4163870,6212,4419870
1211,6209,4164870,6212,4420870
1211,6209,4165340,6212,4421340
1211,6209,4166340,6212,4422340
1211,6209,4166990,6212,4422990
1211,6209,4166990,6212,4422990
1211,6209,4167990,6212,4423990
1211,6209,4168990,6212,4424990
1211,6209,4169640,6212,4425640
1211,6209,4170640,6212,4426640
1211,6209,4170640,6212,4426640
1211,6209,4171640,6212,4427640
1211,6209,4175640,6212,4431640
1211,6209,4176640,6212,4432640
1211,6209,4177640,6212,4433640
1211,6209,4178640,6212,4434640
1211,6209,4179450,6212,4435450
1211,6209,4180450,6212,4436450
1211,6209,4181450,6212,4437450
1211,6209,4182450,6212,4438450
1211,6209,4182920,6212,4438920
1211,6209,4182920,6212,4438920
1211,6209,4183920,6212,4439920
1211,6209,4184920,6212,4440920
1211,6209,4185920,6212,4441920
1211,6209,4186390,6212,4442390
1211,6209,4187390,6212,4443390
1211,6209,4188390,6212,4444390
1211,6209,4188860,6212,4444860
1211,6209,4189510,6212,4445510
1211,6209,4190510,6212,4446510
1211,6209,4191510,6212,4447510
1211,6209,4192510,6212,4448510
1211,6209,4193510,6212,4449510
1211,6209,4194510,6212,4450510
1211,6209,4194980,6212,4450980
1211,6209,4195450,6212,4451450
1211,6209,4196450,6212,4452450
1211,6209,4197450,6212,4453450
1211,6209,4198450,6212,4454450
1211,6209,4199450,6212,4455450
1211,6209,4199910,6212,4455910
1211,6209,4200280,6212,4456280
1211,6209,4200600,6212,4456600
1211,6209,4201600,6212,4457600
1211,6209,4202410,6212,4458410
1211,6209,4202730,6212,4458730
1211,6209,4203200,6212,4459200
1211,6209,4204200,6212,4460200
1211,6209,4204200,6212,4460200
1211,6209,4205200,6212,4461200
1211,6209,4205430,6212,4461430
1211,6209,4206430,6212,4462430
1211,6209,4207240,6212,4463240
1211,6209,4207240,6212,4463240
1211,6209,4207240,6212,4463240
1211,6209,4207720,6212,4463720
1211,6209,4208720,6212,4464720
1211,6209,4209720,6212,4465720
1211,6209,4210530,6212,4466530
1211,6209,4211000,6212,4467000
1211,6209,4212000,6212,4468000
1211,6209,4212810,6212,4468810
1211,6209,4213620,6212,4469620
1211,6209,4214620,6212,4470620
1211,6209,4215620,6212,4471620
1211,6209,4216620,6212,4472620
1211,6209,4217620,6212,4473620
1211,6209,4218090,6212,4474090
1211,6209,4218900,6212,4474900
1211,6209,4219900,6212,4475900
1211,6209,4220710,6212,4476710
1211,6209,4220710,6212,4476710
1211,6209,4222710,6212,4478710
1211,6209,4222940,6212,4478940
1211,6209,4223100,6212,4479100
1211,6209,4224100,6212,4480100
1211,6209,4224320,6212,4480320
1211,6209,4224870,6212,4480870
1211,6209,4225340,6212,4481340
1211,6209,4225810,6212,4481810
1211,6209,4226810,6212,4482810
1211,6209,4227030,6212,4483030
1211,6209,4228030,6212,4484030
1211,6209,4229030,6212,4485030
1211,6209,4229500,6212,4485500
1211,6209,4230500,6212,4486500
1211,6209,4230870,6212,4486870
1211,6209,4231680,6212,4487680
1211,6209,4232680,6212,4488680
1211,6209,4233150,6212,4489150
1211,6209,4233620,6212,4489620
1211,6209,4234620,6212,4490620
1211,6209,4235090,6212,4491090
1211,6209,4236090,6212,4492090
1211,6209,4237090,6212,4493090
1211,6209,4238090,6212,4494090
1211,6209,4239090,6212,4495090
1211,6209,4240090,6212,4496090
1211,6209,4241090,6212,4497090
1211,6209,4242090,6212,4498090
1211,6209,4243090,6212,4499090
1211,6209,4243560,6212,4499560
1211,6209,4244560,6212,4500560
1211,6209,4244720,6212,4500720
1211,6209,4245190,6212,4501190
1211,6209,4246190,6212,4502190
1211,6209,4250190,6212,4506190
1211,6209,4251000,6212,4507000
1211,6209,4252000,6212,4508000
1211,6209,4253000,6212,4509000
1211,6209,4254000,6212,4510000
1211,6209,4255000,6212,4511000
1211,6209,4255470,6212,4511470
1211,6209,4255940,6212,4511940
1211,6209,4256940,6212,4512940
1211,6209,4257940,6212,4513940
1211,6209,4258410,6212,4514410
1211,6209,4259410,6212,4515410
1211,6209,4260060,6212,4516060
1211,6209,4260290,6212,4516290
1211,6209,4261290,6212,4517290
1211,6209,4262290,6212,4518290
1211,6209,4263290,6212,4519290
1211,6209,4264290,6212,4520290
1211,6209,4264290,6212,4520290
1211,6209,4264400,6212,4520400
1211,6209,4265400,6212,4521400
1211,6209,4265400,6212,4521400
1211,6209,4266400,6212,4522400
1211,6209,4266870,6212,4522870
1211,6209,4267340,6212,4523340
1211,6209,4271340,6212,4527340
1211,6209,4272340,6212,4528340
1211,6209,4273150,6212,4529150
1211,6209,4274150,6212,4530150
1211,6209,4274150,6212,4530150
1211,6209,4274150,6212,4538150
1211,6209,4274150,6212,4538150
1211,6209,4275150,6212,4539150
1211,6209,4276150,6212,4540150
1211,6209,4276380,6212,4540380
1211,6209,4276850,6212,4540850
1211,6209,4277850,6212,4541850
1211,6209,4278070,6212,4542070
1211,6209,4278530,6212,4542530
1211,6209,4279530,6212,4543530
1211,6209,4279530,6212,4543530
1211,6209,4280530,6212,4544530
1211,6209,4281340,6212,4545340
1211,6209,4282340,6212,4546340
1211,6209,4282810,6212,4546810
1211,6209,4283620,6212,4547620
1211,6209,4283940,6212,4547940
1211,6209,4284410,6212,4548410
1211,6209,4285410,6212,4549410
1211,6209,4285730,6212,4549730
1211,6209,4286540,6212,4550540
1211,6209,4287540,6212,4551540
1211,6209,4287540,6212,4551540
1211,6209,4288130,6212,4552130
1211,6209,4288680,6212,4552680
1211,6209,4289330,6212,4553330
1211,6209,4290330,6212,4554330
1211,6209,4290330,6212,4554330
1211,6209,4291330,6212,4555330
1211,6209,4291330,6212,4555330
1211,6209,4292330,6212,4556330
1211,6209,4293330,6212,4557330
1211,6209,4294140,6212,4558140
1211,6209,4294460,6212,4558460
1211,6209,4295270,6212,4559270
1211,6209,4296270,6212,4560270
1211,6209,4297270,6212,4561270
1211,6209,4297740,6212,4561740
1211,6209,4297740,6212,4561740
1211,6209,4298740,6212,4562740
1211,6209,4299740,6212,4563740
1211,6209,4300550,6212,4564550
1211,6209,4300550,6212,4564550
1211,6209,4301550,6212,4565550
1211,6209,4302020,6212,4566020
1211,6209,4302340,6212,4566340
1211,6209,4303340,6212,4567340
1211,6209,4303340,6212,4567340
1211,6209,4304340,6212,4568340
1211,6209,4305340,6212,4569340
1211,6209,4305340,6212,4569340
1211,6209,4306340,6212,4570340
1211,6209,4306660,6212,4570660
1211,6209,4306660,6212,4570660
1211,6209,4306660,6212,4570660
1211,6209,4307660,6212,4571660
1211,6209,4308660,6212,4572660
1211,6209,4308980,6212,4572980
1211,6209,4309980,6212,4573980
1211,6209,4310980,6212,4574980
1211,6209,4311980,6212,4575980
1211,6209,4311980,6212,4575980
1211,6209,4312980,6212,4576980
1211,6209,4312980,6212,4576980
1211,6209,4313790,6212,4577790
1211,6209,4314790,6212,4578790
1211,6209,4314790,6212,4578790
1211,6209,4315790,6212,4579790
1211,6209,4316600,6212,4580600
1211,6209,4317600,6212,4581600
1211,6209,4317830,6212,4581830
1211,6209,4318830,6212,4582830
1211,6209,4319830,6212,4583830
1211,6209,4320150,6212,4584150
1211,6209,4322150,6212,4586150
1211,6209,4322150,6212,4586150
1211,6209,4322800,6212,4586800
1211,6209,4323450,6212,4587450
1211,6209,4324450,6212,4588450
1211,6209,4325450,6212,4589450
1211,6209,4325920,6212,4589920
1211,6209,4326390,6212,4590390
1211,6209,4326550,6212,4590550
1211,6209,4330550,6212,4594550
1211,6209,4331550,6212,4595550
1211,6209,4331550,6212,4595550
1211,6209,4332550,6212,4596550
1211,6209,4333550,6212,4597550
1211,6209,4334550,6212,4598550
1211,6209,4335550,6212,4599550
1211,6209,4336550,6212,4600550
1211,6209,4337550,6212,4601550
1211,6209,4337780,6212,4601780
1211,6209,4338780,6212,4602780
1211,6209,4338780,6212,4602780
1211,6209,4339780,6212,4603780
1211,6209,4340240,6212,4604240
1211,6209,4341240,6212,4605240
1211,6209,4341240,6212,4605240
1211,6209,4342240,6212,4606240
1211,6209,4342710,6212,4606710
1211,6209,4343710,6212,4607710
1211,6209,4344520,6212,4608520
1211,6209,4345170,6212,4609170
1211,6209,4345980,6212,4609980
1211,6209,4346790,6212,4610790
1211,6209,4347110,6212,4611110
1211,6209,4348110,6212,4612110
1211,6209,4349110,6212,4613110
1211,6209,4349920,6212,4613920
1211,6209,4350920,6212,4614920
1211,6209,4350920,6212,4622920
1211,6209,4351920,6212,4623920
1211,6209,4352920,6212,4624920
1211,6209,4353920,6212,4625920
1211,6209,4354730,6212,4626730
1211,6209,4355050,6212,4627050
1211,6209,4355860,6212,4627860
1211,6209,4355860,6212,4627860
1211,6209,4356450,6212,4628450
1211,6209,4357450,6212,4629450
1211,6209,4358100,6212,4630100
1211,6209,4360100,6212,4632100
1211,6209,4361100,6212,4633100
1211,6209,4361910,6212,4633910
1211,6209,4362380,6212,4634380
1211,6209,4363190,6212,4635190
1211,6209,4363420,6212,4635420
1211,6209,4363880,6212,4635880
1212,6211,4364880,6212,4636880
1212,6211,4365880,6212,4637880
1212,6211,4366250,6212,4638250
1212,6211,4366720,6212,4638720
1212,6211,4367180,6212,4639180
1212,6211,4368180,6212,4640180
1212,6211,4369180,6212,4641180
1212,6211,4369990,6212,4641990
1212,6211,4370990,6212,4642990
1212,6211,4371990,6212,4643990
1212,6211,4372990,6212,4644990
1212,6211,4373990,6212,4645990
1212,6211,4374990,6212,4646990
1212,6211,4375990,6212,4647990
1212,6211,4376150,6212,4648150
1212,6211,4376380,6212,4648380
1212,6211,4377380,6212,4649380
1212,6211,4378380,6212,4650380
1212,6211,4379190,6212,4651190
1212,6211,4380190,6212,4652190
1212,6211,4380740,6212,4652740
1212,6211,4380970,6212,4652970
1212,6211,4381970,6212,4653970
1212,6211,4382970,6212,4654970
1212,6211,4383970,6212,4655970
1212,6211,4384970,6212,4656970
1212,6211,4385620,6212,4657620
1212,6211,4386430,6212,4658430
1212,6211,4387430,6212,4659430
1212,6211,4388240,6212,4660240
1212,6211,4389240,6212,4661240
1212,6211,4390240,6212,4662240
1212,6211,4391240,6212,4663240
1212,6211,4392240,6212,4664240
1212,6211,4393050,6212,4665050
1212,6211,4394050,6212,4666050
1212,6211,4395050,6212,4667050
1212,6211,4395100,6212,4667100
1212,6211,4396100,6212,4668100
1212,6211,4397100,6212,4669100
1212,6211,4398100,6212,4670100
1212,6211,4398910,6212,4670910
1212,6211,4399380,6212,4671380
1212,6211,4399850,6212,4671850
1212,6211,4400850,6212,4672850
1212,6211,4401070,6212,4673070
1212,6211,4402070,6212,4674070
1212,6211,4402290,6212,4674290
1212,6211,4403100,6212,4675100
1212,6211,4407100,6212,4679100
1212,6211,4408100,6212,4680100
1212,6211,4408420,6212,4680420
1212,6211,4408420,6212,4680420
1212,6211,4410420,6212,4682420
1212,6211,4411420,6212,4683420
1212,6211,4411420,6212,4683420
1212,6211,4412230,6212,4684230
1212,6211,4413040,6212,4685040
1212,6211,4414040,6212,4686040
1212,6211,4415040,6212,4687040
1212,6211,4416040,6212,4688040
1212,6211,4416850,6212,4688850
1212,6211,4417850,6212,4689850
1212,6211,4418850,6212,4690850
1212,6211,4419850,6212,4691850
1212,6211,4420850,6212,4692850
1212,6211,4421320,6212,4693320
1212,6211,4422320,6212,4694320
1212,6211,4422870,6212,4694870
1212,6211,4422870,6212,4694870
1212,6211,4423340,6212,4695340
1212,6211,4424340,6212,4696340
1212,6211,4424500,6212,4696500
1212,6211,4425500,6212,4697500
1212,6211,4425500,6212,4697500
1212,6211,4426500,6212,4698500
1212,6211,4426500,6212,4698500
1212,6211,4427500,6212,4699500
1212,6211,4428500,6212,4700500
1212,6211,4429310,6212,4701310
1212,6211,4430310,6212,4702310
1212,6211,4431120,6212,4703120
1212,6211,4432120,6212,4704120
1212,6211,4433120,6212,4705120
1212,6211,4433340,6212,4705340
1212,6211,4434150,6212,4706150
1212,6211,4434960,6212,4706960
1212,6211,4435960,6212,4707960
1212,6211,4436440,6212,4708440
1212,6211,4437440,6212,4709440
1212,6211,4438440,6212,4710440
1212,6211,4438760,6212,4710760
1212,6211,4439080,6212,4711080
1212,6211,4440080,6212,4712080
1212,6211,4440550,6212,4712550
1212,6211,4441360,6212,4713360
1212,6211,4442360,6212,4714360
1212,6211,4443360,6212,4715360
1212,6211,4444170,6212,4716170
1212,6211,4444980,6212,4716980
1212,6211,4445980,6212,4717980
1212,6211,4446790,6212,4718790
1212,6211,4446790,6212,4718790
1212,6211,4446790,6212,4718790
1212,6211,4446790,6212,4718790
1212,6211,4447440,6212,4719440
1212,6211,4448440,6212,4720440
1212,6211,4449440,6212,4721440
1212,6211,4450440,6212,4722440
1212,6211,4451440,6212,4723440
1212,6211,4452440,6212,4724440
1212,6211,4453440,6212,4725440
1212,6211,4454440,6212,4726440
1212,6211,4455250,6212,4727250
1212,6211,4456250,6212,4728250
1212,6211,4458250,6212,4730250
1212,6211,4458720,6212,4730720
1212,6211,4459720,6212,4731720
1212,6211,4459720,6212,4731720
1212,6211,4459720,6212,4731720
1212,6211,4460720,6212,4732720
1212,6211,4461720,6212,4733720
1212,6211,4461720,6212,4733720
1212,6211,4462720,6212,4734720
1212,6211,4463720,6212,4735720
1212,6211,4464530,6212,4736530
1212,6211,4465530,6212,4737530
1212,6211,4466000,6212,4738000
1212,6211,4467000,6212,4739000
1212,6211,4468000,6212,4740000
1212,6211,4468000,6212,4740000
1212,6211,4469000,6212,4741000
1212,6211,4471000,6212,4743000
1212,6211,4472000,6212,4744000
1212,6211,4472320,6212,4744320
1212,6211,4472320,6212,4744320
1212,6211,4473320,6212,4745320
1212,6211,4474320,6212,4746320
1212,6211,4474320,6212,4746320
1212,6211,4474640,6212,4746640
1212,6211,4475640,6212,4747640
1212,6211,4476450,6212,4748450
