ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
873938.82,14.07,1.01,447217.9,7.2
873783.44,14.07,1.01,447142.83,7.2
873819.07,14.07,1.01,447124.6,7.2
873664.67,14.07,1.01,447009.73,7.2
874136.14,14.08,1.02,447050.24,7.2
875576.08,14.11,1.04,448259.22,7.22
875420.69,14.11,1.04,448200.84,7.22
875456.32,14.11,1.05,448244.05,7.22
875680.68,14.11,1.05,448307.3,7.23
875525.29,14.11,1.05,448161.21,7.23
876131.83,14.12,1.06,448355.12,7.23
876162.82,14.13,1.06,447898.2,7.22
876007.43,14.13,1.06,447751.69,7.22
876231.8,14.13,1.07,447814.93,7.22
876267.43,14.14,1.07,447729.37,7.22
876491.79,14.14,1.08,447792.61,7.22
876525.13,14.14,1.08,447837.01,7.23
876560.76,14.15,1.08,447815.49,7.23
876785.12,14.15,1.09,447878.73,7.23
876820.75,14.15,1.09,447905.52,7.23
876856.38,14.16,1.09,447874.61,7.23
877488.64,14.17,1.1,447887.66,7.23
876443.48,14.17,1.1,447554.68,7.24
876479.11,14.17,1.11,447581.46,7.24
877001.62,14.18,1.12,447222.38,7.23
877001.62,14.18,1.12,447136.35,7.23
876574.05,14.18,1.12,446946.78,7.23
876574.05,14.18,1.12,446860.75,7.23
876990.87,14.19,1.13,446838.64,7.23
877291.62,14.2,1.13,446773.18,7.23
877515.98,14.2,1.14,446836.42,7.23
877611.98,14.2,1.14,446801.98,7.23
877647.61,14.21,1.14,446788.31,7.23
877871.97,14.21,1.15,446866.8,7.23
877716.59,14.21,1.15,446740.78,7.23
877716.59,14.21,1.15,446770.53,7.23
877752.22,14.22,1.15,446787.09,7.24
878392.22,14.23,1.16,446751.95,7.24
878427.85,14.23,1.17,446795.17,7.24
878799.35,14.24,1.17,447043.75,7.24
879253.36,14.24,1.18,447033.69,7.24
879286.7,14.25,1.18,447078.09,7.24
879649.68,14.25,1.19,447088.7,7.25
879649.68,14.25,1.19,447002.66,7.24
879685.31,14.26,1.19,446988.99,7.24
878640.16,14.26,1.19,446656.0,7.25
878675.79,14.26,1.2,446618.29,7.25
878711.42,14.26,1.2,446645.07,7.25
878747.05,14.27,1.2,446688.29,7.25
878780.39,14.27,1.21,446727.98,7.25
879084.36,14.28,1.21,446466.7,7.25
879119.99,14.28,1.22,446493.48,7.25
879482.98,14.29,1.22,446504.09,7.25
879300.37,14.29,1.23,445640.81,7.24
879336.0,14.29,1.23,445657.37,7.24
879371.63,14.3,1.23,445673.93,7.25
879913.88,14.31,1.24,445632.64,7.24
879758.49,14.3,1.24,445574.26,7.25
879758.49,14.3,1.24,445488.22,7.24
880229.97,14.31,1.25,445528.73,7.24
880613.41,14.32,1.26,445413.03,7.24
881084.89,14.33,1.26,445453.54,7.24
881120.52,14.33,1.27,445457.82,7.25
880966.12,14.33,1.27,445269.39,7.24
880999.46,14.33,1.27,445313.79,7.25
881032.8,14.34,1.27,445174.05,7.24
881313.26,14.34,1.28,445243.06,7.25
881784.73,14.35,1.29,445283.57,7.25
881665.96,14.35,1.29,445095.45,7.25
881954.64,14.36,1.3,445036.07,7.25
881799.25,14.36,1.29,444961.53,7.25
881643.86,14.36,1.29,444886.99,7.25
881868.22,14.36,1.3,444950.23,7.25
881733.13,14.36,1.3,444838.78,7.25
881768.76,14.37,1.3,444843.06,7.25
882054.42,14.37,1.31,444619.22,7.25
882343.1,14.38,1.32,444559.84,7.25
882623.55,14.39,1.32,444628.85,7.25
882468.16,14.39,1.32,444570.47,7.25
882774.35,14.39,1.33,444780.94,7.25
882809.98,14.39,1.33,444767.27,7.25
882654.59,14.39,1.33,444708.89,7.25
882878.95,14.4,1.34,444772.13,7.25
882723.56,14.4,1.34,444619.38,7.25
883164.8,14.41,1.34,444636.9,7.25
883200.43,14.41,1.35,444663.68,7.26
883045.04,14.41,1.35,444605.3,7.26
883516.51,14.42,1.36,444645.8,7.26
883361.13,14.42,1.35,444587.42,7.26
883396.76,14.42,1.36,444614.2,7.26
883241.37,14.42,1.36,444539.66,7.26
883612.87,14.43,1.36,444606.88,7.26
883648.5,14.43,1.37,444623.44,7.26
882603.34,14.43,1.37,444290.46,7.27
882636.69,14.44,1.37,444334.86,7.27
882672.32,14.44,1.37,444361.64,7.27
882896.68,14.44,1.38,444424.88,7.27
882741.29,14.44,1.38,444349.81,7.27
882965.65,14.45,1.39,444413.05,7.27
882810.26,14.45,1.39,444354.67,7.27
882810.26,14.45,1.39,444245.7,7.27
882845.89,14.45,1.39,444254.8,7.27
882845.89,14.45,1.39,444102.05,7.27
882881.52,14.46,1.39,444145.27,7.27
882715.25,14.46,1.39,444260.71,7.28
882876.33,14.46,1.4,444474.44,7.28
882720.94,14.46,1.39,444330.82,7.28
882565.55,14.46,1.39,444184.3,7.28
882598.9,14.46,1.4,444228.7,7.28
882634.53,14.46,1.4,444255.48,7.28
882499.43,14.46,1.4,444164.48,7.28
882344.04,14.46,1.4,444106.1,7.28
882188.65,14.46,1.4,443959.58,7.28
882224.28,14.47,1.4,444002.01,7.28
882421.36,14.47,1.41,443610.95,7.28
882449.26,14.48,1.41,443026.23,7.27
882734.92,14.48,1.42,442790.77,7.26
883374.93,14.49,1.43,442755.63,7.26
883599.29,14.5,1.43,442818.88,7.27
882554.13,14.5,1.44,442485.9,7.27
882587.47,14.5,1.44,442530.29,7.27
882867.93,14.51,1.44,442584.36,7.27
882712.54,14.51,1.44,442440.74,7.27
882748.17,14.51,1.45,442457.3,7.27
882783.8,14.51,1.45,442500.52,7.28
882693.11,14.51,1.45,442299.11,7.27
882978.78,14.52,1.46,442075.27,7.27
882823.39,14.52,1.46,442016.89,7.27
883194.89,14.53,1.46,442084.11,7.27
883039.5,14.53,1.46,442025.73,7.27
883411.0,14.54,1.47,442092.95,7.27
883446.63,14.54,1.47,442043.41,7.27
883288.89,14.54,1.47,441401.43,7.26
883322.24,14.54,1.48,441445.83,7.27
883357.87,14.54,1.48,441462.39,7.27
883202.48,14.54,1.48,441387.85,7.27
883238.11,14.55,1.48,441392.13,7.27
883518.56,14.55,1.49,441446.2,7.27
883742.92,14.56,1.49,441509.44,7.27
883838.93,14.56,1.49,441433.69,7.27
883874.56,14.56,1.5,441476.91,7.27
883910.19,14.57,1.5,441503.69,7.28
883588.53,14.56,1.5,441315.31,7.27
884151.04,14.57,1.51,441304.92,7.27
884032.28,14.58,1.51,441344.56,7.28
884067.91,14.58,1.52,441324.72,7.28
883901.63,14.58,1.52,441440.16,7.28
883937.26,14.58,1.52,441456.72,7.28
883972.89,14.59,1.52,441371.16,7.28
883815.15,14.59,1.52,440729.18,7.27
883659.77,14.59,1.52,440584.28,7.27
883504.38,14.59,1.52,440437.77,7.27
883532.28,14.59,1.52,439853.06,7.26
882487.12,14.59,1.53,439535.72,7.27
883119.38,14.6,1.54,439692.74,7.27
883150.37,14.6,1.54,439235.83,7.26
883181.36,14.61,1.54,438778.91,7.26
883181.36,14.61,1.54,438690.78,7.25
883353.33,14.61,1.55,438703.7,7.26
883197.94,14.61,1.55,438629.16,7.26
883669.41,14.62,1.55,438671.49,7.26
883705.04,14.62,1.56,438680.59,7.26
883801.04,14.62,1.56,438462.25,7.25
883834.39,14.63,1.56,438506.65,7.26
884305.86,14.64,1.57,438547.16,7.26
884339.2,14.64,1.57,438591.55,7.26
884278.83,14.64,1.57,438504.0,7.26
884314.46,14.64,1.58,438547.22,7.26
884347.8,14.64,1.58,438591.61,7.26
884192.41,14.64,1.58,438517.07,7.26
884288.42,14.65,1.58,438482.63,7.26
884288.42,14.65,1.58,438392.85,7.26
884736.98,14.65,1.59,439067.8,7.27
884607.33,14.65,1.59,438968.35,7.27
884640.67,14.66,1.59,439012.75,7.27
885013.16,14.66,1.6,438854.53,7.27
885293.61,14.67,1.6,438908.6,7.27
885139.22,14.67,1.6,438765.2,7.27
885363.58,14.67,1.61,438828.44,7.27
885399.21,14.68,1.61,438810.22,7.27
885434.84,14.68,1.62,438788.7,7.28
885888.85,14.69,1.63,438763.0,7.28
886251.83,14.7,1.63,438773.61,7.28
886096.44,14.7,1.63,438627.52,7.28
886132.07,14.7,1.64,438636.62,7.28
886167.7,14.7,1.64,438758.24,7.28
886263.71,14.7,1.64,438723.8,7.28
886299.34,14.71,1.64,438767.02,7.28
886334.97,14.71,1.65,438681.46,7.28
886370.6,14.71,1.65,438674.92,7.28
886215.21,14.71,1.65,438616.54,7.28
886500.87,14.72,1.66,438392.7,7.28
886346.47,14.72,1.66,438213.6,7.28
886382.1,14.72,1.66,438240.38,7.28
886417.73,14.73,1.66,438256.94,7.28
886703.4,14.73,1.67,438033.1,7.28
887066.38,14.74,1.68,438043.71,7.28
886911.98,14.74,1.68,437860.77,7.28
887486.45,14.75,1.69,437838.92,7.28
888072.21,14.76,1.7,438018.62,7.28
887916.82,14.76,1.7,437872.52,7.28
888300.27,14.77,1.7,438155.34,7.28
888144.88,14.77,1.7,438080.27,7.28
888180.51,14.77,1.71,438006.83,7.28
888026.11,14.77,1.71,437875.21,7.28
887870.73,14.77,1.71,437731.59,7.28
888233.71,14.78,1.71,437742.2,7.28
888503.28,14.78,1.72,438316.03,7.29
888347.89,14.78,1.72,438257.65,7.29
888443.89,14.79,1.72,438181.9,7.29
888479.52,14.79,1.72,438144.18,7.29
888515.15,14.79,1.73,438187.4,7.3
888795.61,14.8,1.73,438237.77,7.3
888828.95,14.8,1.74,438282.17,7.3
888862.29,14.8,1.74,438326.56,7.3
889225.28,14.81,1.75,438337.17,7.3
889225.28,14.81,1.75,438251.13,7.3
888180.12,14.81,1.75,437918.15,7.3
888024.73,14.81,1.75,437774.53,7.3
887869.35,14.81,1.75,437628.02,7.3
887869.35,14.81,1.75,437475.54,7.3
888340.82,14.82,1.76,437516.05,7.3
888371.81,14.82,1.76,437059.13,7.29
888216.42,14.82,1.76,436984.05,7.29
888440.78,14.83,1.77,437062.55,7.3
888476.41,14.83,1.77,437089.33,7.3
888708.02,14.84,1.77,437239.93,7.3
888743.65,14.84,1.78,437235.73,7.3
889350.19,14.85,1.79,437427.74,7.3
889984.64,14.86,1.8,437491.06,7.31
890020.27,14.87,1.8,437534.28,7.31
890020.27,14.87,1.8,437448.24,7.31
890192.23,14.87,1.81,437461.17,7.31
890037.83,14.87,1.81,437309.13,7.31
890262.19,14.88,1.81,437372.37,7.31
890132.54,14.88,1.81,437366.08,7.31
890168.17,14.88,1.82,437409.3,7.31
890201.51,14.88,1.82,437453.7,7.31
890672.99,14.89,1.83,437509.85,7.32
890863.01,14.9,1.83,437570.23,7.32
891425.53,14.91,1.84,437559.85,7.32
891270.14,14.91,1.84,437415.8,7.32
891140.49,14.91,1.84,437348.25,7.32
891173.83,14.91,1.84,437392.65,7.32
891459.49,14.92,1.85,437168.81,7.31
891822.48,14.92,1.86,437179.41,7.32
892293.95,14.93,1.87,437219.92,7.32
892389.95,14.93,1.87,437137.02,7.32
892425.58,14.94,1.87,437163.8,7.32
892798.07,14.94,1.88,437266.6,7.32
892642.69,14.94,1.88,437120.09,7.32
892928.35,14.95,1.89,436896.25,7.32
893229.09,14.96,1.89,436818.33,7.31
893262.43,14.96,1.9,436862.73,7.32
893293.43,14.96,1.9,436405.81,7.31
893697.16,14.97,1.91,436315.77,7.31
893732.79,14.97,1.91,436332.32,7.31
893578.4,14.97,1.91,436503.56,7.31
893578.4,14.97,1.91,436409.97,7.31
893578.4,14.97,1.91,436310.86,7.31
893858.85,14.98,1.91,436379.88,7.31
893858.85,14.98,1.91,436405.32,7.31
894083.21,14.98,1.92,436468.56,7.31
893038.05,14.99,1.92,436135.58,7.32
892882.67,14.99,1.92,436061.04,7.32
892721.83,14.99,1.92,435948.46,7.32
892566.45,14.99,1.92,435873.39,7.32
892602.08,14.99,1.93,435823.85,7.32
892635.42,14.99,1.93,435868.25,7.32
892671.05,15.0,1.93,435850.03,7.32
894157.38,15.02,1.96,436791.51,7.34
894520.36,15.03,1.97,436802.12,7.34
894554.7,15.03,1.97,436684.15,7.34
894590.33,15.04,1.97,436677.61,7.34
894961.83,15.04,1.98,436744.83,7.34
894961.83,15.04,1.98,436658.79,7.34
894806.44,15.04,1.98,436600.41,7.34
894842.07,15.05,1.98,436569.5,7.34
894687.67,15.05,1.98,436440.76,7.34
894723.3,15.05,1.99,436483.98,7.34
895194.77,15.06,1.99,436526.3,7.34
895230.4,15.06,2.0,436553.08,7.34
895264.74,15.06,2.0,436434.48,7.34
895300.37,15.07,2.0,436384.95,7.34
895144.98,15.07,2.0,436326.56,7.34
894769.14,15.06,2.0,436128.12,7.34
894613.75,15.06,2.0,436053.58,7.34
894838.11,15.07,2.0,436116.83,7.34
894873.74,15.07,2.01,436110.29,7.34
894719.34,15.07,2.01,435965.11,7.34
894999.8,15.08,2.01,436019.18,7.35
895035.43,15.08,2.02,436023.46,7.35
895407.92,15.09,2.02,435934.71,7.35
895443.55,15.09,2.03,435961.49,7.35
895288.16,15.09,2.03,435886.95,7.35
895132.77,15.09,2.03,435857.49,7.35
895166.12,15.09,2.03,435901.88,7.35
895637.59,15.1,2.04,435944.21,7.35
895670.93,15.1,2.04,435988.61,7.35
895515.54,15.1,2.04,435928.13,7.35
895739.9,15.11,2.05,435991.38,7.35
895584.52,15.11,2.05,435916.84,7.35
895620.15,15.11,2.05,435933.39,7.36
895655.78,15.12,2.05,435949.95,7.36
895691.41,15.12,2.06,435897.06,7.36
895910.72,15.12,2.06,436005.65,7.36
895946.35,15.13,2.06,435967.94,7.36
895981.98,15.13,2.07,435937.03,7.36
896077.99,15.13,2.07,435902.59,7.36
896268.01,15.14,2.07,435962.97,7.36
896364.02,15.14,2.07,435928.54,7.36
896386.47,15.14,2.07,436078.23,7.36
896667.92,15.15,2.08,436478.52,7.37
896948.37,15.15,2.09,436532.59,7.37
897120.34,15.16,2.09,436545.51,7.37
897492.83,15.16,2.1,436420.74,7.37
897528.46,15.17,2.1,436463.96,7.38
897808.91,15.17,2.11,436532.98,7.38
897844.54,15.18,2.11,436576.2,7.38
899420.94,15.2,2.14,437587.34,7.4
899456.57,15.2,2.14,437614.12,7.4
899873.39,15.21,2.15,437592.02,7.4
899252.7,15.21,2.14,436860.61,7.39
899097.31,15.21,2.14,436802.23,7.39
898942.92,15.21,2.14,436660.77,7.39
899038.92,15.21,2.14,436585.02,7.38
897993.76,15.21,2.15,436252.04,7.39
898165.73,15.21,2.15,436264.97,7.39
898390.09,15.22,2.16,436328.21,7.39
898660.91,15.23,2.16,436033.78,7.39
899077.72,15.24,2.17,436011.67,7.39
898650.16,15.24,2.17,435951.51,7.39
898683.5,15.24,2.18,435995.9,7.39
898517.23,15.24,2.18,435960.27,7.4
898517.23,15.24,2.18,435912.56,7.39
897472.07,15.24,2.18,435579.58,7.4
897472.07,15.24,2.18,435493.54,7.4
897943.54,15.25,2.19,435535.87,7.4
897788.16,15.25,2.19,435477.49,7.4
897788.16,15.25,2.19,435391.45,7.4
898428.16,15.27,2.2,435356.31,7.4
898524.16,15.27,2.2,435321.87,7.4
898757.14,15.27,2.21,435490.26,7.4
898601.76,15.27,2.21,435345.37,7.4
898435.48,15.27,2.21,435309.32,7.4
898607.45,15.28,2.21,435322.24,7.4
898452.06,15.28,2.21,435247.7,7.4
898452.06,15.28,2.21,435154.54,7.4
898724.29,15.28,2.22,435354.96,7.4
898589.19,15.28,2.22,435263.96,7.4
898624.82,15.29,2.22,435280.52,7.4
898996.32,15.29,2.23,435347.74,7.41
899030.65,15.3,2.23,435236.07,7.4
899403.14,15.3,2.24,435067.63,7.4
899248.75,15.3,2.24,434860.61,7.4
899473.11,15.31,2.24,434923.86,7.4
899844.61,15.32,2.25,434991.08,7.4
900114.18,15.32,2.26,435233.92,7.41
900114.18,15.32,2.26,435144.13,7.41
900149.81,15.32,2.26,435170.92,7.41
900304.08,15.33,2.27,435960.47,7.42
900962.44,15.34,2.28,436110.21,7.43
900807.06,15.34,2.28,435963.7,7.43
900979.02,15.35,2.28,435976.62,7.43
901146.78,15.35,2.29,436393.73,7.43
900991.39,15.35,2.29,436319.19,7.43
900825.12,15.35,2.29,436195.43,7.43
901105.57,15.36,2.29,436264.45,7.43
901105.57,15.36,2.29,436178.41,7.43
901141.2,15.36,2.29,436205.19,7.43
901421.66,15.36,2.3,436274.21,7.44
901421.66,15.36,2.3,436188.17,7.43
901266.27,15.36,2.3,436113.63,7.43
901111.87,15.36,2.3,435973.82,7.43
901301.9,15.37,2.3,436034.2,7.43
901301.9,15.37,2.3,435948.17,7.43
901337.53,15.37,2.31,435929.95,7.43
901015.87,15.37,2.31,435747.8,7.43
900860.48,15.37,2.31,435601.29,7.43
900896.11,15.37,2.31,435579.77,7.43
901200.08,15.38,2.32,435318.5,7.43
901200.08,15.38,2.32,435219.39,7.43
901045.68,15.38,2.32,435350.65,7.43
901081.31,15.39,2.32,435393.87,7.43
901081.31,15.39,2.32,435304.08,7.43
901114.66,15.39,2.32,435348.48,7.43
901339.02,15.39,2.33,435411.72,7.44
901563.38,15.4,2.34,435474.97,7.44
901408.98,15.4,2.34,435270.1,7.44
901408.98,15.4,2.34,435145.56,7.43
901880.45,15.41,2.34,435186.07,7.44
901725.06,15.41,2.34,435041.17,7.43
901725.06,15.41,2.34,434951.39,7.43
901758.41,15.41,2.35,434995.78,7.43
901603.02,15.41,2.35,434849.27,7.43
902165.54,15.42,2.36,435041.27,7.44
902201.17,15.43,2.36,435084.49,7.44
902236.8,15.43,2.36,435034.95,7.44
902461.16,15.43,2.37,435098.2,7.44
902496.79,15.44,2.37,435157.06,7.44
902777.24,15.44,2.38,435211.12,7.45
902621.86,15.44,2.38,435152.74,7.45
902655.2,15.45,2.38,435197.14,7.45
902346.4,15.45,2.38,435089.35,7.45
902188.66,15.45,2.38,434447.37,7.44
902224.29,15.45,2.39,434463.93,7.44
902068.91,15.45,2.39,434405.55,7.44
902339.72,15.46,2.39,434111.12,7.44
902564.08,15.46,2.4,434174.36,7.44
902599.71,15.47,2.4,434156.14,7.44
902950.94,15.47,2.41,434032.07,7.44
903585.39,15.49,2.42,434095.39,7.44
903494.7,15.49,2.42,434027.59,7.44
903525.69,15.49,2.42,433570.68,7.43
903370.31,15.49,2.42,433424.16,7.43
903370.31,15.49,2.42,433334.38,7.43
903405.94,15.49,2.43,433377.6,7.43
903441.57,15.5,2.43,433420.02,7.43
904016.03,15.51,2.44,433398.18,7.43
904206.06,15.51,2.44,433458.56,7.43
904206.06,15.51,2.44,433372.52,7.43
904259.69,15.51,2.45,433297.53,7.43
904295.32,15.51,2.45,433277.69,7.43
904526.93,15.52,2.46,433421.57,7.44
904371.55,15.52,2.46,433347.03,7.44
904407.18,15.52,2.46,433351.31,7.44
904438.17,15.53,2.46,432894.39,7.43
904469.16,15.53,2.46,432437.47,7.42
904504.79,15.53,2.47,432480.69,7.43
905079.26,15.54,2.48,432685.52,7.43
905114.89,15.55,2.48,432678.98,7.43
905506.68,15.55,2.49,432710.78,7.43
905351.29,15.55,2.49,432566.09,7.43
905447.29,15.55,2.49,432490.33,7.43
905292.89,15.55,2.49,432369.43,7.43
905517.25,15.56,2.5,432432.67,7.43
906175.62,15.57,2.51,432582.41,7.43
906211.25,15.58,2.51,432564.19,7.44
906246.88,15.58,2.52,432568.47,7.44
906547.62,15.59,2.52,432502.93,7.44
906547.62,15.59,2.52,432413.15,7.43
906578.61,15.59,2.52,431956.23,7.43
906611.96,15.59,2.53,432000.63,7.43
906836.32,15.6,2.53,432063.87,7.43
906681.92,15.6,2.53,431911.13,7.43
906717.55,15.6,2.54,431954.35,7.43
906562.16,15.6,2.54,431807.83,7.43
907033.63,15.61,2.55,431863.98,7.43
906898.54,15.61,2.55,431755.71,7.43
906898.54,15.61,2.55,431669.67,7.43
906743.15,15.61,2.55,431523.16,7.43
906587.76,15.61,2.55,431464.77,7.43
906622.09,15.61,2.55,431344.35,7.43
906846.45,15.62,2.56,431422.84,7.43
906691.07,15.62,2.56,431364.46,7.43
906535.68,15.62,2.56,431220.84,7.43
907007.15,15.63,2.56,431278.81,7.43
906946.78,15.63,2.57,431205.79,7.43
906791.39,15.63,2.57,431131.25,7.43
906636.0,15.63,2.57,431072.86,7.43
906917.45,15.64,2.57,430980.56,7.43
906953.08,15.64,2.58,430974.02,7.43
906953.08,15.64,2.58,430884.23,7.43
907424.55,15.65,2.59,430940.38,7.43
907987.07,15.66,2.6,430969.24,7.43
908561.53,15.67,2.61,431159.71,7.44
908406.14,15.67,2.61,431033.69,7.44
908630.5,15.68,2.61,431096.93,7.44
908475.12,15.68,2.61,431021.86,7.44
908319.73,15.68,2.61,430947.32,7.44
908355.36,15.68,2.62,430974.1,7.44
908220.26,15.68,2.62,430878.22,7.44
908053.99,15.68,2.62,430724.71,7.44
908089.62,15.68,2.62,430751.49,7.44
908125.25,15.69,2.62,430768.05,7.44
907970.85,15.69,2.62,430613.98,7.44
908442.32,15.7,2.63,430656.31,7.44
908442.32,15.7,2.63,430531.32,7.44
908442.32,15.7,2.63,430450.18,7.44
908286.93,15.7,2.63,430387.21,7.44
908458.9,15.7,2.64,430400.14,7.44
908458.9,15.7,2.64,430314.1,7.44
908303.51,15.7,2.64,430169.2,7.44
908325.97,15.7,2.64,430270.48,7.44
908159.69,15.7,2.64,430207.85,7.44
908159.69,15.7,2.64,430114.69,7.44
907114.54,15.71,2.64,429781.71,7.44
906956.8,15.71,2.64,429052.49,7.43
907245.47,15.71,2.65,428993.11,7.43
907115.82,15.71,2.65,428893.66,7.43
907587.29,15.72,2.66,428935.98,7.43
907777.32,15.73,2.66,428996.37,7.43
907812.95,15.73,2.67,429012.92,7.43
907646.68,15.73,2.67,428905.32,7.43
907682.31,15.73,2.67,428932.1,7.43
907962.76,15.74,2.68,428986.17,7.44
908323.37,15.75,2.68,429759.45,7.45
908168.98,15.75,2.68,429533.48,7.45
908393.34,15.75,2.69,429596.72,7.45
908426.68,15.76,2.69,429641.12,7.45
908426.68,15.76,2.69,429547.96,7.45
910003.07,15.78,2.72,430559.1,7.47
910038.7,15.79,2.72,430695.21,7.47
910074.34,15.79,2.73,430673.69,7.47
910298.7,15.8,2.73,430736.93,7.47
910580.14,15.8,2.74,430596.29,7.47
910413.86,15.8,2.74,430472.53,7.47
910258.48,15.8,2.74,430412.05,7.47
910544.14,15.81,2.75,430188.21,7.47
910388.75,15.81,2.75,430113.14,7.47
910424.38,15.81,2.75,430075.42,7.47
910460.01,15.82,2.75,430044.52,7.47
910460.01,15.82,2.75,429958.48,7.47
910939.71,15.83,2.76,429956.12,7.47
910975.34,15.83,2.76,429999.34,7.47
911008.68,15.83,2.77,430043.74,7.47
911044.31,15.84,2.77,430086.96,7.48
910878.04,15.84,2.77,429979.36,7.48
910913.67,15.84,2.77,430006.14,7.48
910759.27,15.84,2.77,429837.19,7.48
910604.87,15.84,2.77,429684.45,7.47
910449.48,15.84,2.77,429609.37,7.47
910729.94,15.85,2.78,429678.39,7.48
910765.57,15.85,2.78,429721.61,7.48
911237.04,15.86,2.79,429762.12,7.48
911272.67,15.86,2.8,429750.37,7.48
911117.28,15.86,2.8,429603.86,7.48
911483.34,15.87,2.8,429006.46,7.47
911518.97,15.87,2.81,428999.92,7.47
911363.58,15.87,2.81,428925.38,7.47
911459.58,15.87,2.81,428849.63,7.47
911822.57,15.88,2.82,428860.24,7.47
912046.93,15.89,2.82,428923.48,7.47
912046.93,15.89,2.82,428837.45,7.47
911442.2,15.89,2.82,428894.78,7.48
911287.81,15.89,2.82,428825.5,7.48
911287.81,15.89,2.82,428687.25,7.47
911723.6,15.9,2.83,428607.46,7.47
912084.21,15.9,2.84,428941.37,7.48
911928.82,15.9,2.84,428797.75,7.48
911773.44,15.9,2.84,428739.37,7.48
911945.4,15.91,2.84,428752.29,7.48
911981.03,15.91,2.85,428795.51,7.48
912261.49,15.92,2.85,428864.53,7.48
912107.09,15.92,2.85,428646.15,7.48
912107.09,15.92,2.85,428646.75,7.48
912142.72,15.92,2.86,428663.31,7.48
912412.29,15.93,2.86,429067.91,7.49
912256.9,15.93,2.86,428993.37,7.49
912101.51,15.93,2.86,428867.35,7.49
912518.33,15.94,2.87,428845.25,7.49
912549.32,15.94,2.88,428388.33,7.48
912584.95,15.94,2.88,428431.55,7.48
912976.74,15.95,2.89,428224.14,7.48
913012.37,15.95,2.89,428240.7,7.48
911967.22,15.96,2.89,427907.72,7.49
912002.85,15.96,2.9,427895.97,7.49
912038.48,15.97,2.9,427889.43,7.49
912319.92,15.97,2.91,427742.47,7.49
912164.53,15.97,2.91,427684.09,7.49
912200.16,15.98,2.91,427727.3,7.49
912044.77,15.98,2.91,427583.69,7.49
912326.22,15.98,2.92,427693.76,7.49
912607.66,15.99,2.92,427548.75,7.49
913079.13,16.0,2.93,427591.08,7.49
913110.13,16.0,2.94,427134.16,7.48
913110.13,16.0,2.94,427062.19,7.48
912954.74,16.0,2.94,426983.38,7.48
912877.6,16.0,2.94,426830.37,7.48
912895.66,16.0,2.94,426076.66,7.47
912741.27,16.0,2.94,425871.79,7.47
913125.7,16.01,2.95,425935.48,7.47
913125.7,16.01,2.95,425864.05,7.47
912959.43,16.01,2.95,426063.67,7.47
913087.79,16.02,2.95,426015.7,7.47
913439.02,16.02,2.96,425891.64,7.47
913284.62,16.02,2.96,425738.33,7.47
913118.34,16.02,2.96,425927.02,7.47
912963.95,16.02,2.96,425789.02,7.47
912994.94,16.03,2.96,425332.1,7.47
912730.34,16.02,2.96,424990.17,7.46
912920.37,16.03,2.96,425050.55,7.46
912765.97,16.03,2.96,424946.42,7.46
912788.43,16.03,2.97,425047.69,7.46
913069.87,16.04,2.97,424739.25,7.46
913351.31,16.04,2.98,424692.53,7.46
913196.92,16.04,2.98,424474.15,7.46
912769.35,16.05,2.98,425004.72,7.47
912614.95,16.05,2.98,424787.48,7.47
912650.58,16.05,2.99,424749.77,7.47
913023.07,16.06,2.99,424864.24,7.47
912887.98,16.06,2.99,424718.51,7.47
912887.98,16.06,2.99,425121.22,7.48
912921.32,16.06,3.0,425165.61,7.48
912786.22,16.06,3.0,425054.16,7.48
912786.22,16.06,3.0,424961.0,7.48
912821.85,16.06,3.0,424965.28,7.48
912857.48,16.07,3.0,425008.5,7.48
912738.71,16.07,3.01,424891.07,7.48
912572.44,16.07,3.01,425079.76,7.49
912572.44,16.07,3.01,424968.66,7.48
912442.78,16.07,3.01,424901.11,7.48
912133.99,16.07,3.01,424652.6,7.48
912169.62,16.08,3.01,424656.88,7.48
912459.28,16.08,3.02,424453.66,7.48
912683.65,16.09,3.02,424516.9,7.48
912528.26,16.09,3.02,424924.68,7.49
912372.87,16.09,3.02,424866.29,7.49
912218.47,16.09,3.02,425004.39,7.5
912254.1,16.09,3.03,425047.61,7.5
911989.51,16.09,3.03,424705.67,7.49
911834.12,16.09,3.03,424631.13,7.49
911856.57,16.09,3.03,424942.93,7.5
913432.97,16.12,3.06,425954.07,7.52
913277.58,16.12,3.06,425809.37,7.52
913123.18,16.12,3.06,425665.97,7.52
913158.81,16.13,3.06,425709.19,7.52
