ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
898277.0,22.3,9.23,400106.83,9.93
898277.0,22.3,9.23,399982.59,9.93
898503.79,22.31,9.24,399743.14,9.92
898348.41,22.31,9.24,399834.04,9.93
898629.85,22.32,9.25,399703.58,9.93
898475.45,22.32,9.26,399591.32,9.93
898309.18,22.32,9.26,399453.25,9.93
898153.79,22.32,9.26,399306.73,9.92
898188.12,22.33,9.26,399193.28,9.92
898030.38,22.33,9.27,398551.31,9.91
897875.98,22.33,9.27,398436.72,9.91
897578.63,22.33,9.26,398414.29,9.91
896533.47,22.35,9.28,398081.3,9.92
896224.68,22.35,9.28,398367.51,9.93
896247.13,22.35,9.29,398517.73,9.94
896590.56,22.36,9.3,398900.4,9.95
896436.16,22.37,9.3,398978.96,9.95
896127.36,22.37,9.31,399182.21,9.96
896583.94,22.38,9.32,399847.9,9.98
896583.94,22.38,9.32,399761.86,9.98
896429.54,22.38,9.32,399738.11,9.98
896429.54,22.38,9.32,400558.15,10.0
896429.54,22.38,9.32,400778.35,10.01
896463.87,22.39,9.33,400664.89,10.01
896745.32,22.4,9.34,400747.62,10.01
896610.22,22.4,9.34,400585.84,10.01
896994.65,22.41,9.35,400739.48,10.01
897277.93,22.42,9.36,401195.28,10.03
897111.66,22.42,9.36,401052.64,10.02
896957.26,22.43,9.36,400852.65,10.02
896802.86,22.43,9.36,401782.71,10.05
896662.82,22.43,9.36,402655.43,10.07
896697.15,22.43,9.37,402541.98,10.07
896530.87,22.44,9.37,402926.76,10.08
896370.04,22.44,9.37,403223.78,10.09
896560.07,22.44,9.38,403284.16,10.09
896841.51,22.45,9.39,403309.86,10.1
896875.85,22.46,9.39,403514.67,10.1
896709.57,22.46,9.39,403601.23,10.11
896555.17,22.46,9.4,403583.2,10.11
896588.52,22.47,9.4,404071.63,10.13
896878.18,22.48,9.41,404215.7,10.13
896723.79,22.48,9.41,404263.11,10.13
895678.63,22.5,9.43,403930.13,10.15
895850.6,22.5,9.44,403943.06,10.15
895696.2,22.51,9.44,404041.89,10.15
895541.8,22.51,9.44,404594.36,10.17
895811.37,22.52,9.45,405281.48,10.19
895655.98,22.52,9.46,405120.15,10.19
895520.88,22.52,9.46,404974.14,10.18
895366.48,22.52,9.46,404912.25,10.19
895405.08,22.52,9.46,405247.87,10.19
895128.17,22.52,9.46,405037.54,10.19
895150.63,22.52,9.46,405549.47,10.2
895604.63,22.54,9.47,405523.77,10.21
895450.24,22.54,9.48,405727.21,10.21
895484.57,22.55,9.48,405590.89,10.21
895318.29,22.55,9.48,405483.83,10.21
895598.75,22.56,9.49,405456.57,10.21
896601.22,22.61,9.54,407373.56,10.27
896601.22,22.61,9.54,407302.95,10.27
896601.22,22.61,9.54,407516.47,10.27
896635.55,22.61,9.55,407404.8,10.27
896480.17,22.61,9.55,407330.26,10.27
896480.17,22.61,9.55,407200.29,10.27
896514.5,22.62,9.55,407065.75,10.27
896738.86,22.63,9.56,407128.99,10.27
897118.67,22.64,9.57,407209.76,10.28
897118.67,22.64,9.57,407209.76,10.28
896952.89,22.64,9.58,406824.69,10.27
896798.49,22.64,9.58,406800.94,10.27
896798.49,22.64,9.58,406790.11,10.27
897062.47,22.65,9.59,406969.7,10.28
896908.07,22.65,9.59,408360.37,10.31
896943.7,22.66,9.6,408403.59,10.32
896808.61,22.66,9.6,408281.63,10.32
897192.05,22.67,9.61,408566.03,10.32
896926.19,22.67,9.61,408306.4,10.32
896948.64,22.68,9.61,408456.09,10.33
897002.27,22.68,9.62,408382.16,10.33
896847.88,22.69,9.62,408162.05,10.32
896693.48,22.69,9.62,408081.42,10.32
896979.14,22.7,9.64,407857.58,10.32
896824.74,22.7,9.64,407704.48,10.32
896859.07,22.71,9.64,407915.74,10.33
897309.05,22.72,9.66,408055.36,10.33
897589.5,22.73,9.67,408124.37,10.33
897423.23,22.73,9.67,408068.25,10.34
897457.56,22.74,9.67,407961.75,10.34
897303.16,22.74,9.67,407728.07,10.33
897148.76,22.74,9.68,407561.38,10.33
896993.37,22.74,9.68,407415.29,10.33
896827.1,22.74,9.68,407307.69,10.33
896672.7,22.75,9.68,407528.32,10.34
897033.32,22.76,9.69,407927.85,10.35
897033.32,22.76,9.69,409598.42,10.39
897066.66,22.76,9.7,409638.11,10.39
896912.26,22.76,9.7,409680.72,10.4
896777.16,22.77,9.7,409608.51,10.4
897003.95,22.78,9.71,409384.57,10.39
896660.58,22.77,9.71,408604.11,10.38
896525.48,22.77,9.71,408502.98,10.38
896699.86,22.78,9.72,407973.9,10.37
896699.86,22.78,9.72,407924.46,10.36
896622.72,22.79,9.72,407761.96,10.36
896467.34,22.79,9.72,407703.58,10.36
896489.79,22.79,9.73,407950.44,10.37
896335.39,22.79,9.73,407797.69,10.37
896169.12,22.8,9.73,407735.06,10.37
896297.48,22.8,9.74,407712.42,10.37
896152.71,22.8,9.74,407614.68,10.37
896602.68,22.81,9.75,407306.8,10.36
896829.47,22.82,9.76,407122.76,10.36
896829.47,22.82,9.76,407047.09,10.36
896863.8,22.83,9.76,406982.83,10.36
896709.4,22.83,9.77,406860.22,10.36
895474.22,22.85,9.78,406236.28,10.36
895689.13,22.86,9.79,406572.57,10.37
895534.74,22.86,9.79,406753.19,10.38
895399.64,22.86,9.8,406586.5,10.38
895245.24,22.86,9.8,406424.54,10.38
895078.96,22.86,9.8,406300.78,10.38
895251.92,22.87,9.81,406188.19,10.38
895293.49,22.87,9.81,406759.66,10.39
895127.21,22.87,9.81,406945.65,10.4
894992.12,22.88,9.81,406826.32,10.4
895293.02,22.89,9.82,407012.6,10.4
895578.69,22.9,9.84,406788.76,10.4
895202.84,22.89,9.83,406482.16,10.4
895036.57,22.89,9.83,406358.4,10.39
894923.81,22.9,9.83,406231.43,10.39
894769.42,22.9,9.84,406417.65,10.4
895331.93,22.92,9.85,406407.27,10.4
895171.1,22.92,9.85,406186.55,10.4
895601.45,22.93,9.87,406762.52,10.41
895871.02,22.94,9.88,407162.35,10.43
895715.63,22.94,9.88,407219.09,10.43
894670.48,22.96,9.9,406886.11,10.44
894706.11,22.97,9.9,406890.39,10.45
894741.74,22.98,9.91,406906.95,10.45
895126.17,22.99,9.92,406945.01,10.45
894959.9,22.99,9.92,407352.99,10.46
894959.9,22.99,9.92,407276.09,10.46
894959.9,22.99,9.92,407117.09,10.46
894959.9,22.99,9.92,406693.3,10.45
894805.5,22.99,9.93,406626.51,10.45
894978.45,23.0,9.93,406805.17,10.45
895012.79,23.0,9.94,406676.47,10.45
895294.23,23.01,9.95,406529.5,10.45
895139.83,23.02,9.95,406278.11,10.45
894973.56,23.02,9.95,406407.04,10.45
894807.28,23.02,9.95,406344.41,10.45
894652.89,23.02,9.96,406167.07,10.45
894825.84,23.03,9.96,406055.73,10.45
894848.3,23.03,9.97,406203.81,10.46
894883.93,23.04,9.98,406247.03,10.46
894729.53,23.04,9.98,406089.26,10.46
894332.64,23.04,9.97,405751.26,10.45
894386.27,23.04,9.98,405628.84,10.45
894386.27,23.04,9.98,405493.84,10.45
894420.6,23.05,9.98,405377.45,10.45
894724.58,23.06,10.0,405116.17,10.44
894747.03,23.07,10.0,405265.86,10.45
894580.76,23.07,10.0,405158.79,10.45
894615.09,23.07,10.01,405311.43,10.45
894454.26,23.08,10.01,405454.36,10.46
894299.86,23.08,10.01,405258.7,10.46
894749.83,23.09,10.03,405275.42,10.46
894583.56,23.09,10.03,405167.82,10.46
894479.84,23.09,10.03,405220.62,10.46
894325.45,23.1,10.03,405127.61,10.46
894159.17,23.1,10.03,405243.06,10.47
894004.77,23.1,10.04,405088.98,10.47
893850.37,23.1,10.04,405139.24,10.47
893684.1,23.1,10.04,405225.8,10.48
893717.44,23.11,10.04,405270.19,10.48
893563.04,23.11,10.05,405126.77,10.48
893396.77,23.11,10.05,405090.72,10.48
893242.37,23.11,10.05,404951.25,10.48
893276.7,23.12,10.06,405205.14,10.49
893049.46,23.12,10.05,404997.1,10.48
892883.18,23.12,10.05,404961.46,10.49
892728.79,23.12,10.06,405044.54,10.49
892574.39,23.12,10.06,404827.3,10.49
892855.83,23.13,10.07,405336.51,10.5
893028.79,23.14,10.08,405151.66,10.5
893401.28,23.15,10.09,405540.31,10.51
896129.97,23.22,10.16,406786.59,10.54
895963.69,23.22,10.16,406632.27,10.54
895963.69,23.22,10.16,406483.01,10.54
895654.9,23.23,10.16,406539.34,10.54
895654.9,23.23,10.16,406460.62,10.54
895519.8,23.23,10.17,406143.32,10.54
895000.53,23.22,10.16,405579.93,10.52
894291.27,23.21,10.15,404814.91,10.51
894592.01,23.22,10.16,404732.97,10.51
894592.01,23.22,10.16,404732.97,10.51
894422.77,23.22,10.16,404128.37,10.49
894287.67,23.23,10.16,404285.85,10.5
894121.39,23.23,10.16,404407.36,10.51
894155.72,23.23,10.17,404370.52,10.51
894243.32,23.24,10.18,404982.72,10.53
893811.36,23.23,10.17,404440.05,10.51
894615.76,23.26,10.19,404723.19,10.52
894899.04,23.27,10.2,404848.66,10.53
894899.04,23.27,10.2,404985.05,10.53
894744.64,23.27,10.21,404903.46,10.53
894744.64,23.27,10.21,404773.36,10.53
894609.54,23.27,10.21,404670.95,10.53
894454.16,23.28,10.21,404583.43,10.53
894488.49,23.28,10.22,404812.23,10.54
894763.5,23.29,10.23,405099.45,10.55
894799.13,23.3,10.23,405142.67,10.55
894799.13,23.3,10.23,405045.2,10.55
894676.9,23.3,10.24,405169.01,10.55
894958.34,23.31,10.25,405076.7,10.55
894803.94,23.31,10.25,405036.62,10.55
895679.11,23.34,10.28,405699.75,10.57
895968.78,23.35,10.29,405848.48,10.58
896249.23,23.36,10.3,405806.89,10.58
896518.8,23.37,10.31,406065.89,10.59
896961.03,23.39,10.32,406314.81,10.59
897113.54,23.39,10.33,406402.67,10.6
897383.11,23.4,10.34,407089.79,10.62
897629.2,23.41,10.35,406747.33,10.61
897474.8,23.42,10.35,406595.29,10.61
897339.7,23.42,10.35,406514.29,10.61
897185.3,23.42,10.36,406419.75,10.61
896140.14,23.44,10.38,406086.77,10.62
896140.14,23.44,10.38,406269.05,10.63
895985.75,23.44,10.38,406106.64,10.63
895831.35,23.45,10.38,405991.77,10.63
895665.07,23.45,10.38,405950.89,10.63
895665.07,23.45,10.38,406416.98,10.64
895940.08,23.46,10.39,407167.48,10.66
895621.79,23.45,10.39,406934.3,10.66
895325.86,23.46,10.39,407354.52,10.67
895171.46,23.46,10.39,407528.28,10.68
895199.36,23.46,10.4,407448.88,10.68
895044.97,23.47,10.4,407291.24,10.68
895079.3,23.47,10.41,407163.66,10.68
894774.55,23.47,10.4,407325.12,10.68
894608.27,23.47,10.4,407616.19,10.69
894608.27,23.47,10.4,407616.19,10.69
894608.27,23.47,10.4,407656.04,10.69
894980.76,23.48,10.42,407465.97,10.69
894471.93,23.47,10.41,407048.55,10.68
894506.26,23.48,10.41,407010.27,10.68
894351.86,23.48,10.42,406582.61,10.67
894185.59,23.48,10.42,406546.56,10.68
894031.19,23.48,10.42,406676.44,10.68
894053.64,23.49,10.43,406826.13,10.69
893892.81,23.49,10.43,407514.29,10.71
893738.42,23.49,10.43,407841.08,10.72
893738.42,23.49,10.43,407765.32,10.72
893577.58,23.5,10.43,407647.71,10.72
894246.89,23.52,10.46,407694.49,10.72
894281.22,23.53,10.46,407416.64,10.72
894315.55,23.53,10.47,407359.95,10.72
894161.16,23.53,10.47,407586.49,10.73
894006.76,23.54,10.47,407497.78,10.73
892961.6,23.56,10.49,407164.8,10.74
892806.21,23.56,10.5,407020.1,10.74
893077.77,23.57,10.51,407175.04,10.75
893112.1,23.58,10.51,407387.99,10.75
892592.84,23.57,10.5,406812.97,10.74
892432.01,23.57,10.51,406714.84,10.74
892296.91,23.57,10.51,406606.63,10.74
892161.81,23.58,10.51,406496.82,10.74
892215.44,23.58,10.52,406699.87,10.75
892061.04,23.58,10.52,406587.09,10.75
892061.04,23.58,10.52,406587.09,10.75
892114.68,23.59,10.53,406492.17,10.75
891960.28,23.59,10.53,406357.39,10.75
892402.5,23.61,10.54,406370.27,10.75
892774.99,23.62,10.55,406194.63,10.75
893158.44,23.63,10.56,406078.93,10.74
893331.4,23.64,10.57,405967.62,10.74
893176.01,23.64,10.58,405938.71,10.74
893021.61,23.64,10.58,406175.53,10.75
892867.21,23.64,10.58,406348.55,10.76
893167.96,23.66,10.59,406368.52,10.76
892122.8,23.68,10.61,406180.96,10.78
891968.4,23.68,10.62,405966.73,10.78
891968.4,23.68,10.62,405954.9,10.78
891659.61,23.68,10.62,406078.0,10.79
891505.21,23.69,10.62,405909.69,10.78
891539.54,23.69,10.63,405791.72,10.78
891385.14,23.69,10.63,405627.79,10.78
891385.14,23.69,10.63,405506.46,10.78
891385.14,23.69,10.63,405310.02,10.77
890868.41,23.69,10.62,404939.03,10.77
891279.65,23.7,10.63,405240.32,10.78
891125.25,23.7,10.64,405013.23,10.77
891125.25,23.7,10.64,404947.79,10.77
891389.23,23.71,10.65,404948.97,10.77
891234.83,23.71,10.65,404769.87,10.77
890189.67,23.74,10.67,404436.89,10.78
890112.72,23.74,10.68,404266.08,10.78
889957.33,23.74,10.68,404119.57,10.78
890226.9,23.75,10.69,404519.96,10.79
890060.63,23.75,10.69,404379.92,10.79
890342.07,23.77,10.7,404578.62,10.8
890206.97,23.77,10.7,404554.26,10.8
890206.97,23.77,10.7,404467.98,10.8
889729.8,23.76,10.7,404216.18,10.8
890051.63,23.77,10.71,404892.65,10.81
889897.23,23.78,10.71,404706.07,10.81
889742.83,23.78,10.71,404522.3,10.81
889588.44,23.78,10.72,404207.43,10.8
889050.86,23.77,10.71,403669.86,10.79
888884.58,23.77,10.71,403546.1,10.79
888730.19,23.77,10.71,403401.71,10.79
888903.14,23.78,10.72,403436.63,10.79
888748.74,23.79,10.72,403283.69,10.79
889113.09,23.8,10.74,404117.5,10.82
888957.7,23.8,10.74,404129.42,10.82
888991.04,23.81,10.75,404173.81,10.83
889433.27,23.82,10.76,403997.36,10.82
889467.6,23.83,10.77,403617.84,10.81
889301.33,23.83,10.77,403582.21,10.82
889301.33,23.83,10.77,403543.19,10.81
889301.33,23.83,10.77,403522.7,10.81
889301.33,23.83,10.77,403434.58,10.81
889743.55,23.84,10.78,403732.4,10.82
890920.72,23.88,10.82,403796.36,10.82
890766.32,23.88,10.82,403662.43,10.82
891051.98,23.9,10.83,403438.59,10.82
891404.2,23.91,10.85,403649.79,10.83
891248.81,23.91,10.85,403730.26,10.83
891094.41,23.92,10.85,403622.58,10.83
890618.42,23.91,10.84,402808.93,10.81
892553.59,23.96,10.9,403687.73,10.84
892399.19,23.96,10.9,403568.08,10.84
892680.63,23.97,10.91,403414.35,10.83
892680.63,23.97,10.91,403392.94,10.83
892234.89,23.97,10.9,402767.73,10.82
892080.5,23.97,10.9,402628.48,10.82
891925.11,23.97,10.91,402742.53,10.82
891959.44,23.98,10.91,402623.93,10.82
891805.04,23.98,10.91,402468.91,10.82
891650.64,23.98,10.92,402825.29,10.83
890605.49,24.0,10.94,402492.31,10.85
891382.04,24.03,10.96,402611.48,10.85
891227.64,24.03,10.97,402854.71,10.86
891227.64,24.03,10.97,402850.85,10.86
891073.24,24.03,10.97,403640.54,10.89
890918.84,24.03,10.97,403513.18,10.89
890814.92,24.04,10.97,403365.39,10.88
890814.92,24.04,10.97,403276.82,10.88
891134.96,24.05,10.99,402837.78,10.87
892704.55,24.09,11.03,403862.52,10.9
893077.04,24.1,11.04,404038.94,10.91
893112.67,24.11,11.05,404196.34,10.91
892958.28,24.11,11.05,404049.65,10.91
893038.88,24.12,11.06,403318.4,10.89
892884.48,24.12,11.06,403104.42,10.89
893165.92,24.13,11.07,402963.72,10.89
893011.53,24.14,11.07,402910.08,10.89
892850.7,24.14,11.07,402835.19,10.89
892684.42,24.14,11.08,402799.56,10.89
892857.38,24.15,11.09,402621.42,10.89
893229.87,24.16,11.1,402498.1,10.89
893075.47,24.16,11.1,402708.76,10.9
892959.67,24.17,11.1,402774.85,10.9
893223.65,24.18,11.11,403048.31,10.91
893088.55,24.18,11.12,402936.89,10.91
893088.55,24.18,11.12,402958.91,10.91
892953.45,24.18,11.12,402826.27,10.91
892799.05,24.19,11.12,402646.29,10.91
892632.78,24.19,11.12,402605.41,10.91
892859.57,24.2,11.13,402422.4,10.91
893179.61,24.21,11.15,404859.99,10.97
893025.22,24.21,11.15,404699.71,10.97
892870.82,24.22,11.15,404668.51,10.98
892716.42,24.22,11.15,404893.58,10.98
892716.42,24.22,11.15,404730.55,10.98
892555.59,24.22,11.16,404471.66,10.98
891510.43,24.24,11.18,404138.68,10.99
891356.03,24.25,11.18,404038.02,10.99
891637.48,24.26,11.19,403929.71,10.99
891810.43,24.27,11.2,404065.78,10.99
892614.83,24.29,11.23,404348.92,11.0
892649.16,24.3,11.23,404520.09,11.01
892530.4,24.31,11.24,404559.73,11.02
892375.01,24.31,11.25,404506.38,11.02
892208.73,24.31,11.25,404399.31,11.02
892231.19,24.32,11.25,404638.75,11.03
892076.79,24.32,11.26,404371.48,11.02
892076.79,24.32,11.26,404371.48,11.02
891607.4,24.31,11.25,404302.9,11.03
891607.4,24.31,11.25,404557.53,11.03
891453.0,24.32,11.25,404395.56,11.03
891895.77,24.33,11.27,403956.75,11.02
891949.4,24.34,11.27,403783.58,11.02
892321.89,24.35,11.29,403475.56,11.01
892056.02,24.35,11.29,403128.0,11.0
891901.63,24.35,11.29,402919.96,11.0
891672.67,24.35,11.28,402953.27,11.0
891703.66,24.35,11.29,402496.35,10.99
891703.66,24.35,11.29,402496.35,10.99
891864.74,24.36,11.3,402868.84,11.01
892025.82,24.37,11.31,402998.32,11.01
892025.82,24.37,11.31,403022.66,11.01
891871.42,24.37,11.31,403236.23,11.02
891871.42,24.37,11.31,403258.06,11.02
891717.02,24.38,11.31,403168.89,11.02
891398.73,24.37,11.31,402781.45,11.01
891771.22,24.38,11.32,402866.75,11.02
891805.56,24.39,11.33,402786.22,11.02
891925.31,24.4,11.34,403393.37,11.04
891969.05,24.41,11.34,403348.85,11.04
892161.37,24.42,11.35,402624.2,11.02
892006.97,24.42,11.35,402415.94,11.02
892379.46,24.43,11.37,402268.75,11.01
892225.06,24.43,11.37,402041.65,11.01
892064.23,24.44,11.37,401925.1,11.01
891972.39,24.43,11.37,401726.0,11.0
892006.72,24.44,11.38,401959.76,11.01
892029.18,24.45,11.38,402328.82,11.03
892029.18,24.45,11.38,402577.86,11.03
892029.18,24.45,11.38,402505.88,11.03
892342.78,24.46,11.39,402695.41,11.04
892176.5,24.46,11.4,402632.78,11.04
891986.32,24.46,11.39,402124.54,11.03
892020.65,24.46,11.4,402120.44,11.03
892405.09,24.48,11.41,402119.74,11.03
892439.42,24.48,11.42,401999.32,11.03
891394.27,24.51,11.44,401666.33,11.04
891394.27,24.51,11.44,401687.79,11.04
891239.87,24.51,11.44,401515.55,11.04
891084.48,24.51,11.45,401452.59,11.04
891118.81,24.52,11.45,401337.02,11.04
891345.6,24.53,11.46,401174.51,11.04
891706.22,24.54,11.48,401659.45,11.05
891633.89,24.54,11.48,401567.64,11.05
890492.73,24.56,11.5,401269.1,11.07
890684.98,24.57,11.51,401147.9,11.07
890719.31,24.58,11.51,401359.37,11.08
890952.29,24.59,11.52,401615.01,11.08
890797.9,24.59,11.53,401559.45,11.09
890643.5,24.59,11.53,401739.19,11.09
890508.4,24.6,11.53,402345.86,11.11
890880.89,24.61,11.54,402559.67,11.12
889835.73,24.63,11.57,402226.69,11.14
890125.4,24.65,11.58,402023.26,11.13
890159.73,24.65,11.59,401903.22,11.13
889993.46,24.65,11.59,401765.54,11.13
890283.13,24.67,11.6,401551.28,11.13
890116.85,24.67,11.6,401510.4,11.13
890116.85,24.67,11.6,401510.4,11.13
889950.58,24.67,11.61,401336.39,11.13
889429.1,24.66,11.6,400913.4,11.12
889201.86,24.66,11.59,400811.15,11.11
889201.86,24.66,11.59,400471.53,11.11
889035.58,24.66,11.6,400354.35,11.11
888417.99,24.67,11.61,400099.93,11.11
888590.94,24.68,11.62,400301.44,11.12
889032.18,24.69,11.63,400684.45,11.13
889067.81,24.7,11.64,400711.23,11.13
889240.77,24.71,11.65,401530.4,11.16
889710.04,24.73,11.66,401699.78,11.16
889710.04,24.73,11.66,401782.84,11.17
889710.04,24.73,11.66,401800.98,11.17
889555.64,24.73,11.66,401934.15,11.17
889836.1,24.74,11.67,401988.22,11.18
889669.82,24.74,11.68,401932.1,11.18
889374.8,24.74,11.67,401506.77,11.17
889374.8,24.74,11.67,401845.27,11.18
889747.29,24.75,11.68,401678.24,11.17
889962.2,24.76,11.69,401855.95,11.18
889997.83,24.77,11.7,401882.73,11.18
889708.34,24.77,11.71,401986.19,11.19
889708.34,24.77,11.71,402325.36,11.2
889542.06,24.77,11.71,402199.94,11.2
889338.68,24.77,11.71,402614.45,11.22
889183.29,24.78,11.71,402470.83,11.21
889028.89,24.78,11.72,402312.2,11.21
888874.5,24.78,11.72,402543.58,11.22
888874.5,24.78,11.72,402543.58,11.22
888713.66,24.79,11.72,402439.76,11.22
889002.54,24.8,11.74,402733.74,11.23
889143.27,24.81,11.75,402816.51,11.24
888987.88,24.81,11.75,403186.15,11.25
888833.49,24.81,11.75,403162.4,11.26
888867.82,24.82,11.76,403112.37,11.26
888713.42,24.82,11.76,403012.66,11.26
888559.02,24.83,11.76,403142.34,11.26
887513.86,24.85,11.79,402809.36,11.28
887513.86,24.85,11.79,402878.59,11.28
887224.37,24.86,11.79,403144.52,11.3
887069.97,24.86,11.8,403319.52,11.3
886915.57,24.86,11.8,403520.84,11.31
886761.17,24.87,11.8,403352.53,11.31
886606.78,24.87,11.8,403179.01,11.31
887169.29,24.89,11.82,403168.62,11.31
886124.14,24.91,11.85,402835.64,11.33
885969.74,24.92,11.85,402632.48,11.32
886342.23,24.93,11.86,403301.98,11.34
886187.83,24.93,11.87,402960.99,11.34
886187.83,24.93,11.87,402839.17,11.33
886572.27,24.94,11.88,403047.0,11.34
886416.88,24.95,11.88,402921.68,11.34
886262.48,24.95,11.88,402746.24,11.34
886233.8,24.95,11.89,402668.54,11.34
886268.14,24.96,11.89,402536.71,11.34
886113.74,24.96,11.89,402361.92,11.33
885959.34,24.96,11.9,402746.62,11.35
885804.94,24.96,11.9,402940.58,11.36
885804.94,24.96,11.9,402824.87,11.35
886111.76,24.98,11.92,406411.38,11.46
885957.36,24.98,11.92,406296.79,11.46
885822.26,24.99,11.92,406118.31,11.46
885856.59,24.99,11.93,406006.64,11.45
885690.32,25.0,11.93,405968.12,11.46
885555.22,25.0,11.93,405808.86,11.46
885400.82,25.0,11.94,405665.15,11.45
885245.43,25.0,11.94,405606.77,11.46
885245.43,25.0,11.94,405585.31,11.46
885091.04,25.01,11.94,405565.62,11.46
885091.04,25.01,11.94,405558.29,11.46
884936.64,25.01,11.94,405672.09,11.46
884801.54,25.01,11.95,405660.51,11.47
884647.14,25.02,11.95,405902.47,11.48
884480.87,25.02,11.95,405866.84,11.48
884515.2,25.02,11.96,405897.29,11.48
884855.54,25.04,11.97,406643.75,11.51
884701.15,25.04,11.97,406438.88,11.5
884976.16,25.05,11.99,406367.28,11.5
885257.6,25.06,12.0,406190.22,11.5
885291.93,25.07,12.0,406383.87,11.51
885156.83,25.07,12.01,406267.07,11.51
884990.56,25.07,12.01,406160.01,11.51
885272.0,25.09,12.02,406073.6,11.51
885117.6,25.09,12.02,406365.55,11.52
885124.53,25.1,12.03,407049.0,11.54
884970.13,25.1,12.03,406918.93,11.54
884970.13,25.1,12.03,406767.42,11.54
885235.54,25.11,12.04,406955.49,11.54
885408.49,25.12,12.05,408031.88,11.58
885273.39,25.12,12.06,407930.33,11.58
885119.0,25.12,12.06,407756.8,11.57
885119.0,25.12,12.06,407756.8,11.57
884501.4,25.14,12.07,407890.55,11.59
884674.36,25.15,12.08,407746.7,11.59
884708.69,25.15,12.09,407600.22,11.59
884542.42,25.15,12.09,407474.8,11.59
884564.87,25.16,12.1,407576.08,11.59
884419.88,25.16,12.1,407315.19,11.59
884419.88,25.16,12.1,407258.67,11.59
884733.48,25.18,12.11,407448.19,11.59
884765.65,25.18,12.11,407449.14,11.59
884599.37,25.18,12.11,407325.38,11.59
884599.37,25.18,12.11,409204.23,11.65
884951.59,25.19,12.13,409460.58,11.66
885233.03,25.2,12.14,409319.88,11.65
885078.64,25.21,12.14,409117.0,11.65
884924.24,25.21,12.14,408996.1,11.65
884789.14,25.21,12.15,408794.62,11.65
884612.47,25.21,12.15,408554.64,11.64
884634.93,25.22,12.16,408855.83,11.66
884719.06,25.22,12.16,409627.41,11.68
884564.66,25.23,12.16,409569.48,11.68
884995.01,25.24,12.17,410158.23,11.7
884995.01,25.24,12.17,410118.53,11.7
884995.01,25.24,12.17,410272.37,11.7
884840.61,25.24,12.18,410055.13,11.7
884957.89,25.25,12.19,410356.32,11.71
885258.64,25.26,12.2,410486.2,11.71
885258.64,25.26,12.2,411927.23,11.76
884663.31,25.28,12.21,411738.66,11.76
884948.97,25.29,12.23,411503.2,11.76
884782.7,25.29,12.23,411467.57,11.76
884808.37,25.3,12.23,412189.81,11.78
884800.46,25.3,12.24,412184.2,11.79
884854.09,25.31,12.25,412084.34,11.79
885027.04,25.32,12.26,411973.0,11.79
884731.11,25.33,12.26,411809.09,11.79
884564.84,25.33,12.27,411744.93,11.79
884409.45,25.33,12.27,412035.36,11.8
884255.05,25.34,12.27,412252.72,11.81
884544.72,25.35,12.28,412450.52,11.82
884389.33,25.35,12.29,412392.13,11.82
884613.69,25.36,12.3,412455.38,11.83
885969.95,25.41,12.34,414922.19,11.9
885803.68,25.41,12.35,415123.19,11.91
885668.58,25.41,12.35,415026.31,11.91
885533.48,25.42,12.35,415308.61,11.92
885751.3,25.43,12.36,415727.64,11.93
885912.38,25.43,12.37,416013.34,11.94
885607.62,25.43,12.37,415976.02,11.94
885889.07,25.44,12.38,415758.19,11.94
885923.4,25.45,12.38,415483.51,11.93
885769.0,25.45,12.39,416986.01,11.98
885791.46,25.46,12.39,417315.52,11.99
885406.72,25.45,12.39,416528.69,11.97
885030.88,25.45,12.38,416315.3,11.97
884805.59,25.44,12.38,416174.67,11.97
885157.81,25.46,12.39,416387.75,11.97
885003.41,25.46,12.39,416208.71,11.97
883958.25,25.49,12.42,415875.73,11.99
883881.12,25.49,12.43,415713.24,11.99
883746.02,25.49,12.43,415496.23,11.99
883591.62,25.5,12.43,415396.81,11.99
883437.22,25.5,12.44,415287.49,11.99
883808.72,25.51,12.45,415947.16,12.01
883654.33,25.52,12.45,416190.23,12.02
883488.05,25.52,12.45,416152.98,12.02
883333.65,25.52,12.46,415977.34,12.02
883634.4,25.53,12.47,416155.06,12.03
883480.0,25.54,12.47,416015.59,12.02
883325.6,25.54,12.47,416211.85,12.03
883159.33,25.54,12.48,416173.33,12.04
882793.48,25.53,12.47,415392.58,12.02
882793.48,25.53,12.47,415346.11,12.01
882639.09,25.54,12.47,416155.64,12.04
882666.99,25.54,12.48,415781.32,12.03
