ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b1b9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1064,5594,2009070,6212,2009070
1064,5594,2009880,6212,2009880
1065,5602,2017880,6212,2017880
1065,5602,2018880,6212,2018880
1065,5602,2018880,6212,2018880
1065,5602,2019880,6212,2019880
1065,5602,2020690,6212,2020690
1065,5602,2021690,6212,2021690
1065,5602,2021690,6212,2021690
1066,5610,2022340,6212,2022340
1066,5610,2023340,6212,2023340
1066,5610,2024150,6212,2024150
1066,5610,2024620,6212,2024620
1067,5618,2025620,6212,2025620
1067,5618,2026620,6212,2026620
1067,5618,2027620,6212,2027620
1067,5618,2028430,6212,2028430
1068,5626,2028430,6212,2028430
1068,5626,2029430,6212,2029430
1068,5626,2030240,6212,2030240
1069,5634,2031240,6212,2031240
1069,5634,2032240,6212,2032240
1070,5638,2033240,6212,2033240
1071,5646,2041240,6212,2041240
1071,5646,2042240,6212,2042240
1071,5646,2042560,6212,2042560
1071,5646,2043560,6212,2043560
1071,5646,2044560,6212,2044560
1071,5646,2045560,6212,2045560
1071,5646,2046370,6212,2046370
1071,5646,2047370,6212,2047370
1071,5646,2048370,6212,2048370
1071,5646,2049370,6212,2049370
1071,5646,2050370,6212,2050370
1071,5646,2050690,6212,2050690
1072,5654,2058690,6212,2058690
1072,5654,2059500,6212,2059500
1073,5662,2067500,6212,2067500
1073,5662,2068500,6212,2068500
1073,5662,2072500,6212,2072500
1074,5666,2072500,6212,2072500
1074,5666,2073500,6212,2073500
1074,5666,2074500,6212,2074500
1074,5666,2075310,6212,2075310
1075,5674,2076310,6212,2076310
1075,5674,2077120,6212,2077120
1075,5674,2078120,6212,2078120
1075,5674,2078930,6212,2078930
1075,5674,2079740,6212,2079740
1075,5674,2080740,6212,2080740
1075,5674,2081740,6212,2081740
1075,5674,2082740,6212,2082740
1075,5674,2083550,6212,2083550
1075,5674,2083870,6212,2083870
1075,5674,2084870,6212,2084870
1075,5674,2084870,6212,2084870
1076,5682,2085870,6212,2085870
1076,5682,2086870,6212,2086870
1077,5690,2087870,6212,2087870
1077,5690,2088870,6212,2088870
1077,5690,2089100,6212,2089100
1077,5690,2090100,6212,2090100
1077,5690,2091100,6212,2091100
1077,5690,2092100,6212,2092100
1078,5698,2100100,6212,2100100
1078,5698,2101100,6212,2101100
1078,5698,2102100,6212,2102100
1078,5698,2103100,6212,2103100
1079,5700,2103100,6212,2103100
1079,5700,2103100,6212,2103100
1079,5700,2103910,6212,2103910
1080,5702,2104910,6212,2104910
1081,5704,2105560,6212,2105560
1081,5704,2106560,6212,2106560
1081,5704,2106560,6212,2106560
1081,5704,2107560,6212,2107560
1081,5704,2108370,6212,2108370
1081,5704,2108370,6212,2108370
1081,5704,2109370,6212,2109370
1081,5704,2110370,6212,2110370
1081,5704,2110740,6212,2110740
1081,5704,2111330,6212,2111330
1081,5704,2112330,6212,2112330
1082,5706,2113330,6212,2113330
1082,5706,2114330,6212,2114330
1082,5706,2115330,6212,2115330
1082,5706,2116140,6212,2116140
1083,5714,2117140,6212,2117140
1083,5714,2117140,6212,2117140
1083,5714,2117460,6212,2117460
1084,5716,2118460,6212,2118460
1084,5716,2119270,6212,2119270
1084,5716,2119590,6212,2119590
1084,5716,2120400,6212,2120400
1084,5716,2121400,6212,2121400
1084,5716,2122400,6212,2122400
1085,5718,2122860,6212,2122860
1085,5718,2123670,6212,2123670
1085,5718,2123990,6212,2123990
1085,5718,2124990,6212,2124990
1085,5718,2124990,6212,2124990
1085,5718,2125990,6212,2125990
1086,5720,2125990,6212,2125990
1086,5720,2126990,6212,2126990
1086,5720,2127640,6212,2127640
1087,5728,2135640,6212,2135640
1088,5730,2136640,6212,2136640
1088,5730,2136960,6212,2136960
1088,5730,2137280,6212,2137280
1088,5730,2137750,6212,2137750
1088,5730,2138400,6212,2138400
1089,5732,2138720,6212,2138720
1089,5732,2138720,6212,2138720
1089,5732,2138720,6212,2138720
1089,5732,2139720,6212,2139720
1089,5732,2140190,6212,2140190
1089,5732,2141000,6212,2141000
1089,5732,2141000,6212,2141000
1090,5734,2141470,6212,2141470
1090,5734,2142280,6212,2142280
1090,5734,2143280,6212,2143280
1090,5734,2143750,6212,2143750
1090,5734,2144220,6212,2144220
1090,5734,2144220,6212,2144220
1091,5736,2144540,6212,2144540
1091,5736,2145350,6212,2145350
1091,5736,2146350,6212,2146350
1092,5744,2154350,6212,2154350
1092,5744,2154830,6212,2154830
1092,5744,2155640,6212,2155640
1093,5746,2156640,6212,2156640
1093,5746,2157450,6212,2157450
1094,5754,2157450,6212,2157450
1094,5754,2158450,6212,2158450
1094,5754,2159450,6212,2159450
1094,5754,2160260,6212,2160260
1095,5762,2161260,6212,2161260
1095,5762,2162260,6212,2162260
1096,5770,2170260,6212,2170260
1096,5770,2171260,6212,2171260
1096,5770,2172260,6212,2172260
1097,5772,2172720,6212,2172720
1098,5780,2173190,6212,2173190
1098,5780,2174190,6212,2174190
1098,5780,2174660,6212,2174660
1098,5780,2175130,6212,2175130
1099,5788,2183130,6212,2183130
1099,5788,2183130,6212,2183130
1099,5788,2183600,6212,2183600
1099,5788,2183600,6212,2183600
1099,5788,2184190,6212,2184190
1099,5788,2185190,6212,2185190
1099,5788,2185660,6212,2185660
1099,5788,2186660,6212,2186660
1099,5788,2187660,6212,2187660
1100,5790,2188660,6212,2188660
1100,5790,2189470,6212,2189470
1101,5792,2190470,6212,2190470
1101,5792,2191470,6212,2191470
1101,5792,2191790,6212,2191790
1102,5800,2199790,6212,2199790
1102,5800,2201790,6212,2201790
1102,5800,2202600,6212,2202600
1102,5800,2203070,6212,2203070
1102,5800,2204070,6212,2204070
1102,5800,2206070,6212,2206070
1102,5800,2206300,6212,2206300
1103,5802,2206300,6212,2206300
1103,5802,2207300,6212,2207300
1103,5802,2207300,6212,2207300
1103,5802,2207300,6212,2207300
1103,5802,2208110,6212,2208110
1103,5802,2208580,6212,2208580
1103,5802,2209580,6212,2209580
1103,5802,2209740,6212,2209740
1103,5802,2210290,6212,2210290
1103,5802,2211290,6212,2211290
1103,5802,2212290,6212,2212290
1103,5802,2213290,6212,2213290
1103,5802,2214290,6212,2214290
1103,5802,2215100,6212,2215100
1103,5802,2216100,6212,2216100
1103,5802,2217100,6212,2217100
1104,5810,2217100,6212,2217100
1104,5810,2217570,6212,2217570
1104,5810,2218380,6212,2218380
1104,5810,2219380,6212,2219380
1104,5810,2220380,6212,2220380
1104,5810,2221190,6212,2221190
1104,5810,2221650,6212,2221650
1104,5810,2222650,6212,2222650
1105,5818,2230650,6212,2230650
1106,5820,2231300,6212,2231300
1106,5820,2232300,6212,2232300
1106,5820,2233300,6212,2233300
1106,5820,2233770,6212,2233770
1106,5820,2234770,6212,2234770
1106,5820,2235770,6212,2235770
1106,5820,2236770,6212,2236770
1106,5820,2236770,6212,2236770
1106,5820,2237140,6212,2237140
1106,5820,2237950,6212,2237950
1107,5828,2238500,6212,2238500
1107,5828,2239500,6212,2239500
1107,5828,2240310,6212,2240310
1107,5828,2241310,6212,2241310
1107,5828,2241780,6212,2241780
1107,5828,2245780,6212,2245780
1107,5828,2245780,6212,2245780
1107,5828,2245780,6212,2245780
1107,5828,2246590,6212,2246590
1108,5830,2247590,6212,2247590
1108,5830,2247590,6212,2247590
1108,5830,2248400,6212,2248400
1109,5838,2249210,6212,2249210
1109,5838,2249210,6212,2249210
1109,5838,2249210,6212,2257210
1109,5838,2250210,6212,2258210
1109,5838,2251210,6212,2259210
1109,5838,2251210,6212,2259210
1109,5838,2251760,6212,2259760
1109,5838,2252760,6212,2260760
1110,5846,2253760,6212,2261760
1110,5846,2254760,6212,2262760
1110,5846,2254920,6212,2262920
1110,5846,2255920,6212,2263920
1110,5846,2256730,6212,2264730
1110,5846,2257540,6212,2265540
1110,5846,2258540,6212,2266540
1110,5846,2259540,6212,2267540
1111,5848,2260540,6212,2268540
1111,5848,2261540,6212,2269540
1111,5848,2262350,6212,2270350
1111,5848,2262570,6212,2270570
1112,5850,2263040,6212,2271040
1112,5850,2264040,6212,2272040
1112,5850,2264850,6212,2272850
1112,5850,2265850,6212,2273850
1112,5850,2266850,6212,2274850
1113,5852,2267850,6212,2275850
1113,5852,2268850,6212,2276850
1113,5852,2269850,6212,2277850
1113,5852,2270170,6212,2278170
1113,5852,2270170,6212,2278170
1114,5854,2270980,6212,2278980
1114,5854,2271980,6212,2279980
1114,5854,2272980,6212,2280980
1114,5854,2273570,6212,2281570
1114,5854,2274380,6212,2282380
1114,5854,2275380,6212,2283380
1115,5856,2276190,6212,2284190
1115,5856,2276190,6212,2284190
1115,5856,2277000,6212,2285000
1116,5858,2278000,6212,2286000
1116,5858,2278810,6212,2286810
1116,5858,2279810,6212,2287810
1116,5858,2280810,6212,2288810
1116,5858,2281620,6212,2289620
1116,5858,2281840,6212,2289840
1116,5858,2282060,6212,2290060
1116,5858,2282650,6212,2290650
1116,5858,2282650,6212,2290650
1116,5858,2283460,6212,2291460
1116,5858,2284460,6212,2292460
1117,5866,2292460,6212,2300460
1117,5866,2293050,6212,2301050
1117,5866,2294050,6212,2302050
1117,5866,2295050,6212,2303050
1117,5866,2296050,6212,2304050
1117,5866,2297050,6212,2305050
1117,5866,2297700,6212,2305700
1118,5870,2297700,6212,2305700
1118,5870,2298700,6212,2306700
1118,5870,2299700,6212,2307700
1118,5870,2300170,6212,2308170
1119,5872,2301170,6212,2309170
1119,5872,2301640,6212,2309640
1119,5872,2302640,6212,2310640
1119,5872,2303640,6212,2311640
1119,5872,2304640,6212,2312640
1120,5880,2304960,6212,2312960
1120,5880,2305960,6212,2313960
1120,5880,2306190,6212,2314190
1120,5880,2306660,6212,2314660
1120,5880,2307660,6212,2315660
1121,5888,2315660,6212,2323660
1122,5896,2316660,6212,2324660
1123,5904,2317660,6212,2325660
1123,5904,2317820,6212,2325820
1123,5904,2318820,6212,2326820
1123,5904,2318820,6212,2326820
1123,5904,2318820,6212,2326820
1123,5904,2318820,6212,2326820
1123,5904,2319820,6212,2327820
1123,5904,2320470,6212,2328470
1123,5904,2321280,6212,2329280
1123,5904,2321750,6212,2329750
1123,5904,2322750,6212,2330750
1123,5904,2323750,6212,2331750
1123,5904,2324750,6212,2332750
1123,5904,2325750,6212,2333750
1123,5904,2326400,6212,2334400
1123,5904,2327210,6212,2335210
1124,5912,2328210,6212,2336210
1124,5912,2329210,6212,2337210
1124,5912,2329760,6212,2337760
1124,5912,2330570,6212,2338570
1124,5912,2330570,6212,2338570
1124,5912,2331380,6212,2339380
1125,5914,2332380,6212,2340380
1125,5914,2333190,6212,2341190
1125,5914,2334190,6212,2342190
1125,5914,2335000,6212,2343000
1125,5914,2336000,6212,2344000
1125,5914,2337000,6212,2345000
1125,5914,2337220,6212,2345220
1125,5914,2338220,6212,2346220
1125,5914,2338810,6212,2346810
1125,5914,2339810,6212,2347810
1125,5914,2340810,6212,2348810
1125,5914,2341810,6212,2349810
1125,5914,2342810,6212,2350810
1125,5914,2343810,6212,2351810
1126,5916,2344620,6212,2352620
1126,5916,2345620,6212,2353620
1126,5916,2346620,6212,2354620
1126,5916,2347620,6212,2355620
1126,5916,2348430,6212,2356430
1126,5916,2348750,6212,2356750
1126,5916,2349750,6212,2357750
1126,5916,2350750,6212,2358750
1126,5916,2351750,6212,2359750
1126,5916,2352220,6212,2360220
1126,5916,2352870,6212,2360870
1126,5916,2353190,6212,2361190
1126,5916,2353190,6212,2361190
1126,5916,2354190,6212,2362190
1126,5916,2354190,6212,2362190
1126,5916,2356190,6212,2364190
1126,5916,2356190,6212,2364190
1127,5920,2357190,6212,2365190
1127,5920,2358000,6212,2366000
1127,5920,2359000,6212,2367000
1127,5920,2359470,6212,2367470
1127,5920,2359470,6212,2367470
1128,5922,2360470,6212,2368470
1128,5922,2361470,6212,2369470
1128,5922,2362470,6212,2370470
1128,5922,2363280,6212,2371280
1128,5922,2364280,6212,2372280
1129,5923,2365090,6212,2373090
1130,5925,2365560,6212,2373560
1130,5925,2366110,6212,2374110
1130,5925,2366110,6212,2374110
1130,5925,2367110,6212,2375110
1130,5925,2367110,6212,2375110
1130,5925,2368110,6212,2376110
1130,5925,2369110,6212,2377110
1130,5925,2369920,6212,2377920
1130,5925,2370390,6212,2378390
1131,5933,2371390,6212,2379390
1131,5933,2371390,6212,2379390
1131,5933,2372390,6212,2380390
1131,5933,2372860,6212,2380860
1131,5933,2373860,6212,2381860
1131,5933,2374860,6212,2382860
1131,5933,2375320,6212,2383320
1131,5933,2375790,6212,2383790
1131,5933,2376260,6212,2384260
1131,5933,2376490,6212,2384490
1131,5933,2377040,6212,2385040
1131,5933,2377510,6212,2385510
1131,5933,2378100,6212,2386100
1131,5933,2379100,6212,2387100
1131,5933,2380100,6212,2388100
1131,5933,2381100,6212,2389100
1132,5941,2389100,6212,2397100
1132,5941,2389100,6212,2397100
1132,5941,2390100,6212,2398100
1133,5949,2391100,6212,2399100
1133,5949,2392100,6212,2400100
1133,5949,2392100,6212,2400100
1133,5949,2392570,6212,2400570
1133,5949,2393040,6212,2401040
1133,5949,2395040,6212,2403040
1133,5949,2396040,6212,2404040
1133,5949,2396850,6212,2404850
1133,5949,2397850,6212,2405850
1133,5949,2398660,6212,2406660
1133,5949,2399130,6212,2407130
1133,5949,2400130,6212,2408130
1133,5949,2400130,6212,2408130
1133,5949,2400130,6212,2408130
1133,5949,2400450,6212,2408450
1133,5949,2401260,6212,2409260
1133,5949,2402070,6212,2410070
1133,5949,2403070,6212,2411070
1133,5949,2404070,6212,2412070
1133,5949,2405070,6212,2413070
1133,5949,2405880,6212,2413880
1133,5949,2406880,6212,2414880
1133,5949,2407880,6212,2415880
1133,5949,2407880,6212,2415880
1133,5949,2408880,6212,2416880
1133,5949,2409880,6212,2417880
1133,5949,2410690,6212,2418690
1133,5949,2411500,6212,2419500
1133,5949,2412500,6212,2420500
1133,5949,2413500,6212,2421500
1134,5957,2421500,6212,2429500
1135,5959,2422500,6212,2430500
1135,5959,2423150,6212,2431150
1135,5959,2423960,6212,2431960
1135,5959,2424770,6212,2432770
1135,5959,2425770,6212,2433770
1135,5959,2426770,6212,2434770
1135,5959,2427770,6212,2435770
1135,5959,2428580,6212,2436580
1135,5959,2429580,6212,2437580
1135,5959,2429580,6212,2437580
1135,5959,2430390,6212,2438390
1135,5959,2431390,6212,2439390
1135,5959,2431620,6212,2439620
1135,5959,2431940,6212,2439940
1136,5961,2432100,6212,2440100
1136,5961,2432750,6212,2440750
1136,5961,2433750,6212,2441750
1136,5961,2434750,6212,2442750
1136,5961,2435750,6212,2443750
1136,5961,2436220,6212,2444220
1136,5961,2444220,6212,2452220
1136,5961,2445220,6212,2453220
1136,5961,2445220,6212,2453220
1136,5961,2447220,6212,2455220
1136,5961,2448220,6212,2456220
1136,5961,2449030,6212,2457030
1136,5961,2450030,6212,2458030
1136,5961,2450030,6212,2458030
1136,5961,2450030,6212,2458030
1136,5961,2450840,6212,2458840
1136,5961,2451110,6212,2459110
1136,5961,2452110,6212,2460110
1136,5961,2452110,6212,2460110
1136,5961,2452660,6212,2460660
1136,5961,2453660,6212,2461660
1137,5969,2461660,6212,2469660
1137,5969,2462660,6212,2470660
1138,5971,2463660,6212,2471660
1138,5971,2464130,6212,2472130
1138,5971,2465130,6212,2473130
1138,5971,2465600,6212,2473600
1138,5971,2466600,6212,2474600
1138,5971,2466600,6212,2474600
1138,5971,2467600,6212,2475600
1138,5971,2468060,6212,2476060
1138,5971,2469060,6212,2477060
1138,5971,2470060,6212,2478060
1138,5971,2471060,6212,2479060
1138,5971,2471870,6212,2479870
1138,5971,2472870,6212,2480870
1138,5971,2473870,6212,2481870
1138,5971,2474520,6212,2482520
1138,5971,2475520,6212,2483520
1138,5971,2476520,6212,2484520
1138,5971,2477520,6212,2485520
1139,5973,2478330,6212,2486330
1139,5973,2478560,6212,2486560
1139,5973,2479370,6212,2487370
1139,5973,2480370,6212,2488370
1139,5973,2480370,6212,2488370
1139,5973,2480370,6212,2488370
1139,5973,2480370,6212,2488370
1139,5973,2480600,6212,2488600
1139,5973,2481600,6212,2489600
1139,5973,2482600,6212,2490600
1140,5975,2483600,6212,2491600
1140,5975,2483970,6212,2491970
1140,5975,2484970,6212,2492970
1140,5975,2485970,6212,2493970
1140,5975,2486780,6212,2494780
1140,5975,2486780,6212,2494780
1140,5975,2487780,6212,2495780
1140,5975,2488250,6212,2496250
1140,5975,2488250,6212,2496250
1140,5975,2489060,6212,2497060
1140,5975,2490060,6212,2498060
1140,5975,2491060,6212,2499060
1140,5975,2491870,6212,2499870
1140,5975,2492870,6212,2500870
1140,5975,2493870,6212,2501870
1141,5983,2501870,6212,2509870
1142,5985,2502190,6212,2510190
1142,5985,2503190,6212,2511190
1142,5985,2503190,6212,2511190
1142,5985,2504190,6212,2512190
1142,5985,2505190,6212,2513190
1142,5985,2506190,6212,2514190
1142,5985,2506190,6212,2514190
1142,5985,2506660,6212,2514660
1142,5985,2506660,6212,2514660
1142,5985,2506980,6212,2514980
1143,5993,2507980,6212,2515980
1143,5993,2508980,6212,2516980
1143,5993,2509790,6212,2517790
1143,5993,2510790,6212,2518790
1143,5993,2511260,6212,2519260
1143,5993,2512260,6212,2520260
1143,5993,2513260,6212,2521260
1143,5993,2514260,6212,2522260
1143,5993,2514910,6212,2522910
1143,5993,2515230,6212,2523230
1143,5993,2516230,6212,2524230
1143,5993,2517230,6212,2525230
1143,5993,2517780,6212,2525780
1143,5993,2518780,6212,2526780
1143,5993,2518780,6212,2526780
1143,5993,2519780,6212,2527780
1143,5993,2520780,6212,2528780
1143,5993,2521780,6212,2529780
1143,5993,2522370,6212,2530370
1143,5993,2522840,6212,2530840
1143,5993,2523840,6212,2531840
1143,5993,2524840,6212,2532840
1143,5993,2525840,6212,2533840
1143,5993,2525840,6212,2533840
1143,5993,2526840,6212,2534840
1144,6001,2534840,6212,2542840
1144,6001,2535840,6212,2543840
1144,6001,2536310,6212,2544310
1144,6001,2536960,6212,2544960
1145,6003,2537430,6212,2545430
1145,6003,2538240,6212,2546240
1146,6011,2540240,6212,2548240
1146,6011,2541240,6212,2549240
1146,6011,2542240,6212,2550240
1146,6011,2543050,6212,2551050
1146,6011,2544050,6212,2552050
1146,6011,2544050,6212,2552050
1146,6011,2544860,6212,2552860
1146,6011,2544860,6212,2552860
1146,6011,2545860,6212,2553860
1146,6011,2546330,6212,2554330
1146,6011,2547140,6212,2555140
1146,6011,2547460,6212,2555460
1146,6011,2548460,6212,2556460
1146,6011,2549460,6212,2557460
1146,6011,2549780,6212,2557780
1147,6013,2550590,6212,2558590
1147,6013,2550590,6212,2558590
1147,6013,2551240,6212,2559240
1147,6013,2551890,6212,2559890
1147,6013,2551890,6212,2559890
1147,6013,2552890,6212,2560890
1147,6013,2552890,6212,2560890
1147,6013,2553890,6212,2561890
1147,6013,2554360,6212,2562360
1147,6013,2554680,6212,2562680
1147,6013,2555490,6212,2563490
1147,6013,2556490,6212,2564490
1147,6013,2557300,6212,2565300
1147,6013,2558110,6212,2566110
1147,6013,2559110,6212,2567110
1147,6013,2559430,6212,2567430
1147,6013,2560430,6212,2568430
1147,6013,2561430,6212,2569430
1147,6013,2561590,6212,2569590
1147,6013,2562400,6212,2570400
1147,6013,2563210,6212,2571210
1147,6013,2563210,6212,2571210
1147,6013,2563210,6212,2571210
1147,6013,2563530,6212,2571530
1147,6013,2564530,6212,2572530
1147,6013,2564850,6212,2572850
1147,6013,2565660,6212,2573660
1147,6013,2565820,6212,2573820
1147,6013,2566630,6212,2574630
1148,6021,2574630,6212,2582630
1148,6021,2574630,6212,2582630
1148,6021,2575630,6212,2583630
1149,6023,2576630,6212,2584630
1149,6023,2577440,6212,2585440
1149,6023,2578030,6212,2586030
1149,6023,2578350,6212,2586350
1149,6023,2578620,6212,2586620
1149,6023,2586620,6212,2594620
1149,6023,2587270,6212,2595270
1149,6023,2588080,6212,2596080
1149,6023,2588540,6212,2596540
1149,6023,2589540,6212,2597540
1149,6023,2590540,6212,2598540
1149,6023,2591540,6212,2599540
1149,6023,2591860,6212,2599860
1150,6031,2599860,6212,2607860
1150,6031,2600320,6212,2608320
1150,6031,2601130,6212,2609130
1150,6031,2602130,6212,2610130
1150,6031,2602590,6212,2610590
1150,6031,2603590,6212,2611590
1150,6031,2603590,6212,2611590
1150,6031,2604590,6212,2612590
1150,6031,2605590,6212,2613590
1150,6031,2605910,6212,2613910
1150,6031,2605910,6212,2613910
1150,6031,2606910,6212,2614910
1151,6035,2610910,6212,2618910
1151,6035,2611560,6212,2619560
1151,6035,2611790,6212,2619790
1152,6043,2612790,6212,2620790
1152,6043,2613440,6212,2621440
1152,6043,2613660,6212,2621660
1152,6043,2613660,6212,2621660
1152,6043,2613660,6212,2621660
1152,6043,2614660,6212,2622660
1153,6045,2615130,6212,2623130
1153,6045,2616130,6212,2624130
1153,6045,2616590,6212,2624590
1153,6045,2616590,6212,2624590
1153,6045,2616910,6212,2624910
1153,6045,2617500,6212,2625500
1154,6053,2618500,6212,2626500
1154,6053,2620500,6212,2628500
1154,6053,2620500,6212,2628500
1154,6053,2621500,6212,2629500
1154,6053,2622310,6212,2630310
1155,6055,2623310,6212,2631310
1155,6055,2624310,6212,2632310
1155,6055,2625310,6212,2633310
1155,6055,2625310,6212,2633310
1155,6055,2626310,6212,2634310
1155,6055,2627310,6212,2635310
1155,6055,2628120,6212,2636120
1155,6055,2629120,6212,2637120
1155,6055,2630120,6212,2638120
1155,6055,2630930,6212,2638930
1155,6055,2631930,6212,2639930
1155,6055,2632930,6212,2640930
1156,6063,2640930,6212,2648930
1156,6063,2640930,6212,2648930
1156,6063,2642930,6212,2650930
1156,6063,2643930,6212,2651930
1156,6063,2644930,6212,2652930
1156,6063,2645930,6212,2653930
1156,6063,2646930,6212,2654930
1157,6071,2647250,6212,2655250
1158,6079,2655250,6212,2663250
1158,6079,2656250,6212,2664250
1158,6079,2656570,6212,2664570
1158,6079,2657570,6212,2665570
1158,6079,2657570,6212,2665570
1158,6079,2657730,6212,2665730
1158,6079,2658730,6212,2666730
1158,6079,2659730,6212,2667730
1158,6079,2659950,6212,2667950
1158,6079,2660760,6212,2668760
1158,6079,2661760,6212,2669760
1158,6079,2662760,6212,2670760
1158,6079,2663760,6212,2671760
1158,6079,2663760,6212,2671760
1158,6079,2664760,6212,2672760
1158,6079,2665760,6212,2673760
1158,6079,2666760,6212,2674760
1158,6079,2667570,6212,2675570
1158,6079,2668570,6212,2676570
1158,6079,2669570,6212,2677570
1158,6079,2670570,6212,2678570
1159,6081,2671570,6212,2679570
1159,6081,2671570,6212,2679570
1159,6081,2672570,6212,2680570
1159,6081,2672570,6212,2680570
1159,6081,2673570,6212,2681570
1159,6081,2674570,6212,2682570
1159,6081,2675570,6212,2683570
1159,6081,2676570,6212,2684570
1159,6081,2677380,6212,2685380
1159,6081,2677750,6212,2685750
1159,6081,2678750,6212,2686750
1159,6081,2679220,6212,2687220
1159,6081,2679690,6212,2687690
1159,6081,2680500,6212,2688500
1159,6081,2681500,6212,2689500
1159,6081,2682500,6212,2690500
1159,6081,2682970,6212,2690970
1159,6081,2683970,6212,2691970
1159,6081,2684970,6212,2692970
1159,6081,2685970,6212,2693970
1159,6081,2685970,6212,2693970
1159,6081,2686440,6212,2694440
1159,6081,2687090,6212,2695090
1159,6081,2688090,6212,2696090
1159,6081,2689090,6212,2697090
1159,6081,2689090,6212,2697090
1159,6081,2693090,6212,2701090
1159,6081,2693740,6212,2701740
1159,6081,2694550,6212,2702550
1159,6081,2695550,6212,2703550
1159,6081,2696360,6212,2704360
1159,6081,2697360,6212,2705360
1159,6081,2697360,6212,2705360
1159,6081,2697680,6212,2705680
1159,6081,2697680,6212,2705680
1159,6081,2698680,6212,2706680
1159,6081,2698680,6212,2706680
1159,6081,2699050,6212,2707050
1159,6081,2699520,6212,2707520
1159,6081,2700520,6212,2708520
1159,6081,2701520,6212,2709520
1159,6081,2702520,6212,2710520
1159,6081,2703520,6212,2711520
1159,6081,2704330,6212,2712330
1159,6081,2704330,6212,2712330
1159,6081,2705330,6212,2713330
1159,6081,2705560,6212,2713560
1159,6081,2705560,6212,2713560
1159,6081,2705560,6212,2713560
1159,6081,2706560,6212,2714560
1159,6081,2707560,6212,2715560
1159,6081,2708030,6212,2716030
1159,6081,2708030,6212,2716030
1159,6081,2712030,6212,2720030
1160,6083,2713030,6212,2721030
1160,6083,2714030,6212,2722030
1160,6083,2714350,6212,2722350
1161,6087,2715350,6212,2723350
1161,6087,2716160,6212,2724160
1161,6087,2716810,6212,2724810
1161,6087,2718810,6212,2726810
1161,6087,2719810,6212,2727810
1161,6087,2720810,6212,2728810
1161,6087,2721810,6212,2729810
1161,6087,2722270,6212,2730270
1162,6089,2723270,6212,2731270
1163,6097,2724080,6212,2732080
1163,6097,2725080,6212,2733080
1163,6097,2726080,6212,2734080
1163,6097,2727080,6212,2735080
1163,6097,2728080,6212,2736080
1163,6097,2728300,6212,2736300
1163,6097,2728950,6212,2736950
1163,6097,2729420,6212,2737420
1163,6097,2729890,6212,2737890
1163,6097,2730700,6212,2738700
1163,6097,2731700,6212,2739700
1163,6097,2732510,6212,2740510
1163,6097,2733510,6212,2741510
1163,6097,2733980,6212,2741980
1163,6097,2734350,6212,2742350
1163,6097,2734720,6212,2742720
1163,6097,2735720,6212,2743720
1164,6105,2743720,6212,2751720
1164,6105,2744530,6212,2752530
1164,6105,2745530,6212,2753530
1164,6105,2746530,6212,2754530
1164,6105,2747530,6212,2755530
1164,6105,2747850,6212,2755850
1164,6105,2748850,6212,2756850
1164,6105,2749850,6212,2757850
1164,6105,2750850,6212,2758850
1164,6105,2751320,6212,2759320
1164,6105,2752320,6212,2760320
1164,6105,2753320,6212,2761320
1164,6105,2754320,6212,2762320
1164,6105,2754780,6212,2762780
1164,6105,2754780,6212,2762780
1164,6105,2755780,6212,2763780
1164,6105,2756590,6212,2764590
1164,6105,2757400,6212,2765400
1164,6105,2758400,6212,2766400
1164,6105,2759210,6212,2767210
1164,6105,2760210,6212,2768210
1165,6113,2768210,6212,2776210
1165,6113,2769210,6212,2777210
1165,6113,2769370,6212,2777370
1166,6114,2770370,6212,2778370
1166,6114,2771370,6212,2779370
1166,6114,2772180,6212,2780180
1166,6114,2773180,6212,2781180
1166,6114,2774180,6212,2782180
1166,6114,2774990,6212,2782990
1166,6114,2775460,6212,2783460
1166,6114,2776460,6212,2784460
1166,6114,2777460,6212,2785460
1166,6114,2778460,6212,2786460
1166,6114,2778690,6212,2786690
1166,6114,2778850,6212,2786850
1166,6114,2779170,6212,2787170
1166,6114,2780170,6212,2788170
1166,6114,2781170,6212,2789170
1166,6114,2782170,6212,2790170
1166,6114,2783170,6212,2791170
1166,6114,2783630,6212,2791630
1166,6114,2784630,6212,2792630
1166,6114,2785630,6212,2793630
1166,6114,2786630,6212,2794630
1166,6114,2787630,6212,2795630
1166,6114,2788630,6212,2796630
1166,6114,2792630,6212,2800630
1166,6114,2792630,6212,2800630
1166,6114,2793630,6212,2801630
