ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
738,2412,2083780,6212,2134340
738,2412,2084780,6212,2135340
738,2412,2085250,6212,2135810
738,2412,2085250,6212,2135810
738,2412,2086250,6212,2136810
738,2412,2086720,6212,2137280
738,2412,2087180,6212,2137740
738,2412,2088180,6212,2138740
738,2412,2089180,6212,2139740
738,2412,2089990,6212,2140550
738,2412,2089990,6212,2140550
738,2412,2089990,6212,2141360
738,2412,2090460,6212,2141830
738,2412,2090460,6212,2142050
738,2412,2090930,6212,2142520
738,2412,2091930,6212,2143520
738,2412,2092740,6212,2144330
738,2412,2093740,6212,2145330
739,2420,2094740,6212,2146330
739,2420,2095740,6212,2147330
739,2420,2096740,6212,2148330
739,2420,2097740,6212,2149330
739,2420,2098060,6212,2149650
739,2420,2099060,6212,2150650
739,2420,2100060,6212,2151650
739,2420,2101060,6212,2152650
739,2420,2102060,6212,2153650
740,2428,2103060,6212,2154650
740,2428,2103530,6212,2155120
740,2428,2104530,6212,2156120
740,2428,2105530,6212,2157120
740,2428,2106530,6212,2158120
740,2428,2106530,6212,2159120
740,2428,2107340,6212,2159930
740,2428,2107340,6212,2159930
740,2428,2107340,6212,2159930
740,2428,2108340,6212,2160930
740,2428,2108660,6212,2161250
740,2428,2108820,6212,2161410
740,2428,2109370,6212,2161960
741,2436,2110020,6212,2162610
741,2436,2110830,6212,2163420
741,2436,2111830,6212,2164420
741,2436,2112830,6212,2165420
741,2436,2113830,6212,2166420
742,2444,2114830,6212,2167420
742,2444,2115640,6212,2168230
742,2444,2115870,6212,2168460
742,2444,2115870,6212,2168780
742,2444,2116870,6212,2169780
742,2444,2117030,6212,2169940
742,2444,2118030,6212,2170940
742,2444,2119030,6212,2171940
742,2444,2119030,6212,2172590
742,2444,2120030,6212,2173590
743,2452,2128030,6212,2181590
743,2452,2128840,6212,2182400
743,2452,2129840,6212,2183400
743,2452,2130840,6212,2184400
743,2452,2131310,6212,2184870
744,2460,2132310,6212,2185870
744,2460,2133120,6212,2186680
744,2460,2134120,6212,2187680
744,2460,2135120,6212,2188680
744,2460,2135440,6212,2189000
744,2460,2135440,6212,2189000
744,2460,2135440,6212,2189000
744,2460,2135440,6212,2189000
744,2460,2135910,6212,2189470
745,2468,2139910,6212,2193470
745,2468,2140720,6212,2194280
745,2468,2141530,6212,2195090
745,2468,2141530,6212,2195090
745,2468,2142530,6212,2196090
745,2468,2143530,6212,2197090
745,2468,2143850,6212,2197410
745,2468,2143850,6212,2197410
746,2476,2144850,6212,2198410
747,2484,2145500,6212,2199060
747,2484,2145500,6212,2199060
747,2484,2146500,6212,2200060
747,2484,2147310,6212,2200870
747,2484,2148310,6212,2201870
747,2484,2148900,6212,2202460
747,2484,2148900,6212,2202930
747,2484,2149900,6212,2203930
747,2484,2150370,6212,2204400
748,2492,2158370,6212,2212400
748,2492,2159370,6212,2213400
748,2492,2159530,6212,2213560
748,2492,2159530,6212,2213560
748,2492,2160000,6212,2214030
748,2492,2160000,6212,2214030
748,2492,2160000,6212,2214840
748,2492,2160810,6212,2215650
748,2492,2161810,6212,2216650
748,2492,2162040,6212,2216880
748,2492,2163040,6212,2217880
749,2500,2164040,6212,2218880
749,2500,2165040,6212,2219880
749,2500,2166040,6212,2220880
749,2500,2166510,6212,2221350
749,2500,2167510,6212,2222350
749,2500,2167830,6212,2222670
749,2500,2167830,6212,2223480
749,2500,2168830,6212,2224480
749,2500,2168830,6212,2225290
749,2500,2169830,6212,2226290
749,2500,2169830,6212,2226290
750,2508,2170830,6212,2227290
750,2508,2170830,6212,2227290
750,2508,2171640,6212,2228100
750,2508,2171640,6212,2228100
750,2508,2172640,6212,2229100
750,2508,2173640,6212,2230100
750,2508,2174110,6212,2230570
750,2508,2174110,6212,2230570
750,2508,2174430,6212,2230890
750,2508,2175430,6212,2231890
751,2516,2175900,6212,2232360
751,2516,2176900,6212,2233360
751,2516,2177900,6212,2234360
751,2516,2178900,6212,2235360
751,2516,2179900,6212,2236360
752,2524,2180900,6212,2237360
752,2524,2180900,6212,2238360
752,2524,2180900,6212,2238360
752,2524,2181710,6212,2239170
752,2524,2182710,6212,2240170
752,2524,2183300,6212,2240760
752,2524,2183300,6212,2241760
752,2524,2184110,6212,2242570
752,2524,2185110,6212,2243570
752,2524,2185110,6212,2243570
752,2524,2186110,6212,2244570
752,2524,2186580,6212,2245040
752,2524,2187050,6212,2245510
752,2524,2187860,6212,2246320
752,2524,2187860,6212,2247320
752,2524,2188670,6212,2248130
752,2524,2188670,6212,2249130
752,2524,2189320,6212,2249780
752,2524,2190130,6212,2250590
752,2524,2190450,6212,2250910
753,2532,2191040,6212,2251500
753,2532,2192040,6212,2252500
753,2532,2192040,6212,2252500
753,2532,2192360,6212,2252820
753,2532,2192580,6212,2253040
753,2532,2192580,6212,2253040
753,2532,2192900,6212,2253360
753,2532,2193900,6212,2254360
753,2532,2194900,6212,2255360
753,2532,2195900,6212,2256360
754,2540,2203900,6212,2264360
754,2540,2203900,6212,2264820
754,2540,2204220,6212,2265140
754,2540,2204450,6212,2265370
754,2540,2204920,6212,2265840
754,2540,2204920,6212,2265840
754,2540,2205390,6212,2266310
754,2540,2205620,6212,2266540
754,2540,2205620,6212,2267350
754,2540,2206620,6212,2268350
754,2540,2207620,6212,2269350
754,2540,2208170,6212,2269900
754,2540,2209170,6212,2270900
754,2540,2209170,6212,2271130
754,2540,2209980,6212,2271940
754,2540,2210980,6212,2272940
755,2548,2211980,6212,2273940
755,2548,2212980,6212,2274940
755,2548,2213570,6212,2275530
755,2548,2214570,6212,2276530
755,2548,2215570,6212,2277530
755,2548,2216570,6212,2278530
755,2548,2216570,6212,2278530
755,2548,2217380,6212,2279340
755,2548,2218380,6212,2280340
755,2548,2219380,6212,2281340
755,2548,2219380,6212,2281340
755,2548,2220380,6212,2282340
756,2556,2221380,6212,2283340
756,2556,2222380,6212,2284340
756,2556,2222380,6212,2284340
756,2556,2223190,6212,2285150
756,2556,2224190,6212,2286150
756,2556,2225190,6212,2287150
756,2556,2225190,6212,2287150
756,2556,2225410,6212,2287370
756,2556,2226410,6212,2288370
756,2556,2227410,6212,2289370
756,2556,2228410,6212,2290370
756,2556,2229410,6212,2291370
756,2556,2229410,6212,2292370
757,2564,2230060,6212,2293020
758,2572,2231060,6212,2294020
758,2572,2231870,6212,2294830
758,2572,2232340,6212,2295300
758,2572,2233150,6212,2296110
758,2572,2233960,6212,2296920
758,2572,2234430,6212,2297390
758,2572,2234430,6212,2297390
758,2572,2234430,6212,2297390
758,2572,2234430,6212,2297620
758,2572,2235430,6212,2298620
758,2572,2236430,6212,2299620
758,2572,2237240,6212,2300430
758,2572,2238240,6212,2301430
758,2572,2238560,6212,2301750
758,2572,2239560,6212,2302750
758,2572,2240560,6212,2303750
758,2572,2240560,6212,2303750
758,2572,2241560,6212,2304750
758,2572,2242370,6212,2305560
758,2572,2242370,6212,2305560
759,2580,2243370,6212,2306560
759,2580,2244370,6212,2307560
759,2580,2245370,6212,2308560
759,2580,2246370,6212,2309560
759,2580,2246370,6212,2309560
759,2580,2246370,6212,2310030
759,2580,2246600,6212,2310260
759,2580,2246600,6212,2310260
759,2580,2247410,6212,2311070
759,2580,2247870,6212,2311530
760,2588,2248680,6212,2312340
760,2588,2249680,6212,2313340
760,2588,2250490,6212,2314150
760,2588,2251080,6212,2314740
760,2588,2252080,6212,2315740
760,2588,2253080,6212,2316740
760,2588,2253670,6212,2317330
760,2588,2254140,6212,2317800
760,2588,2254140,6212,2318610
760,2588,2254950,6212,2319420
760,2588,2255110,6212,2319580
760,2588,2255920,6212,2320390
760,2588,2255920,6212,2320390
760,2588,2256570,6212,2321040
760,2588,2257570,6212,2322040
761,2596,2258570,6212,2323040
761,2596,2259570,6212,2324040
761,2596,2259570,6212,2324040
761,2596,2260570,6212,2325040
761,2596,2261570,6212,2326040
761,2596,2262570,6212,2327040
761,2596,2263570,6212,2328040
761,2596,2264040,6212,2328510
761,2596,2264040,6212,2328510
761,2596,2264270,6212,2328740
761,2596,2265270,6212,2329740
762,2604,2265740,6212,2330210
762,2604,2266740,6212,2331210
762,2604,2267210,6212,2331680
763,2612,2268210,6212,2332680
763,2612,2268670,6212,2333140
763,2612,2269140,6212,2333610
763,2612,2270140,6212,2334610
763,2612,2270140,6212,2334610
763,2612,2270610,6212,2335080
763,2612,2270610,6212,2336080
763,2612,2271610,6212,2337080
763,2612,2272610,6212,2338080
763,2612,2273610,6212,2339080
763,2612,2274080,6212,2339550
763,2612,2274890,6212,2340360
763,2612,2275890,6212,2341360
763,2612,2276890,6212,2342360
763,2612,2277890,6212,2343360
763,2612,2278700,6212,2344170
763,2612,2279510,6212,2344980
763,2612,2279510,6212,2344980
763,2612,2279510,6212,2344980
763,2612,2283510,6212,2348980
763,2612,2284160,6212,2349630
764,2620,2285160,6212,2350630
764,2620,2286160,6212,2351630
764,2620,2286160,6212,2351630
764,2620,2287160,6212,2352630
764,2620,2287160,6212,2353630
764,2620,2288160,6212,2354630
764,2620,2288530,6212,2355000
764,2620,2288530,6212,2355000
764,2620,2288530,6212,2355000
764,2620,2289530,6212,2356000
764,2620,2290340,6212,2356810
765,2628,2290990,6212,2357460
765,2628,2291800,6212,2358270
765,2628,2292270,6212,2358740
765,2628,2292270,6212,2358740
765,2628,2292920,6212,2359390
765,2628,2293920,6212,2360390
765,2628,2293920,6212,2360390
766,2636,2294920,6212,2361390
766,2636,2295140,6212,2361610
766,2636,2296140,6212,2362610
766,2636,2296140,6212,2362610
766,2636,2296140,6212,2362610
766,2636,2297140,6212,2363610
766,2636,2297690,6212,2364160
766,2636,2298690,6212,2365160
766,2636,2299150,6212,2365620
766,2636,2299150,6212,2365620
766,2636,2300150,6212,2366620
766,2636,2300620,6212,2367090
766,2636,2301620,6212,2368090
766,2636,2301620,6212,2368560
766,2636,2302620,6212,2369560
766,2636,2303090,6212,2370030
766,2636,2304090,6212,2371030
766,2636,2304900,6212,2371840
766,2636,2305900,6212,2372840
766,2636,2306060,6212,2373000
767,2644,2307060,6212,2374000
767,2644,2307060,6212,2374000
767,2644,2308060,6212,2375000
767,2644,2308060,6212,2376000
767,2644,2309060,6212,2377000
767,2644,2310060,6212,2378000
767,2644,2310650,6212,2378590
768,2652,2311120,6212,2379060
768,2652,2311600,6212,2379540
768,2652,2312600,6212,2380540
768,2652,2312600,6212,2381540
768,2652,2313070,6212,2382010
768,2652,2314070,6212,2383010
768,2652,2315070,6212,2384010
769,2660,2316070,6212,2385010
769,2660,2316540,6212,2385480
770,2668,2317540,6212,2386480
771,2676,2318540,6212,2387480
771,2676,2319540,6212,2388480
771,2676,2320540,6212,2389480
771,2676,2321540,6212,2390480
771,2676,2322350,6212,2391290
771,2676,2323350,6212,2392290
771,2676,2323810,6212,2392750
771,2676,2324810,6212,2393750
771,2676,2325810,6212,2394750
771,2676,2326810,6212,2395750
771,2676,2327040,6212,2395980
771,2676,2327040,6212,2395980
771,2676,2328040,6212,2396980
771,2676,2328500,6212,2397440
772,2684,2336500,6212,2405440
772,2684,2337310,6212,2406250
773,2692,2345310,6212,2414250
773,2692,2346310,6212,2415250
773,2692,2346780,6212,2415720
773,2692,2347100,6212,2416040
773,2692,2347330,6212,2416270
773,2692,2347790,6212,2416730
773,2692,2348790,6212,2417730
773,2692,2349790,6212,2418730
773,2692,2350790,6212,2419730
773,2692,2350790,6212,2419730
773,2692,2351260,6212,2420200
773,2692,2352260,6212,2421200
773,2692,2352580,6212,2421520
773,2692,2353390,6212,2422330
773,2692,2354390,6212,2423330
773,2692,2355390,6212,2424330
773,2692,2356390,6212,2425330
773,2692,2356390,6212,2425330
773,2692,2356390,6212,2425330
773,2692,2356390,6212,2426330
774,2700,2357200,6212,2427140
774,2700,2358200,6212,2428140
774,2700,2359200,6212,2429140
774,2700,2360200,6212,2430140
774,2700,2361200,6212,2431140
774,2700,2361200,6212,2431140
774,2700,2362200,6212,2432140
774,2700,2362200,6212,2432140
774,2700,2363200,6212,2433140
774,2700,2363200,6212,2433790
774,2700,2363200,6212,2433790
774,2700,2364200,6212,2434790
775,2708,2365200,6212,2435790
775,2708,2365670,6212,2436260
775,2708,2366260,6212,2436850
775,2708,2366260,6212,2437850
775,2708,2367260,6212,2438850
775,2708,2368260,6212,2439850
775,2708,2369260,6212,2440850
775,2708,2369260,6212,2440850
775,2708,2370260,6212,2441850
775,2708,2371260,6212,2442850
775,2708,2372260,6212,2443850
775,2708,2372260,6212,2443850
776,2716,2373260,6212,2444850
776,2716,2373260,6212,2444850
776,2716,2374260,6212,2445850
776,2716,2375260,6212,2446850
776,2716,2376070,6212,2447660
776,2716,2376880,6212,2448470
776,2716,2377880,6212,2449470
776,2716,2378880,6212,2450470
776,2716,2379880,6212,2451470
776,2716,2380880,6212,2452470
777,2724,2384880,6212,2456470
777,2724,2385880,6212,2457470
778,2732,2386880,6212,2458470
778,2732,2387880,6212,2459470
778,2732,2388690,6212,2460280
778,2732,2388690,6212,2460280
779,2740,2389690,6212,2461280
779,2740,2390690,6212,2462280
779,2740,2391500,6212,2463090
779,2740,2392500,6212,2464090
779,2740,2393500,6212,2465090
779,2740,2393820,6212,2465410
779,2740,2394290,6212,2465880
779,2740,2394760,6212,2466350
779,2740,2394760,6212,2466350
779,2740,2395760,6212,2467350
779,2740,2396760,6212,2468350
779,2740,2396760,6212,2469350
779,2740,2396760,6212,2469350
779,2740,2397760,6212,2470350
779,2740,2397760,6212,2470350
779,2740,2398570,6212,2471160
780,2748,2399380,6212,2471970
781,2756,2400380,6212,2472970
781,2756,2400380,6212,2472970
781,2756,2401030,6212,2473620
781,2756,2401840,6212,2474430
781,2756,2402160,6212,2474750
781,2756,2402970,6212,2475560
781,2756,2403780,6212,2476370
781,2756,2404780,6212,2477370
782,2764,2405780,6212,2478370
783,2772,2413780,6212,2486370
783,2772,2414780,6212,2487370
783,2772,2415780,6212,2488370
783,2772,2416590,6212,2489180
783,2772,2416590,6212,2489180
783,2772,2417590,6212,2490180
783,2772,2418590,6212,2491180
783,2772,2419590,6212,2492180
783,2772,2420400,6212,2492990
783,2772,2420630,6212,2493220
783,2772,2420630,6212,2494220
783,2772,2421630,6212,2495220
783,2772,2422440,6212,2496030
783,2772,2422440,6212,2496350
783,2772,2423440,6212,2497350
783,2772,2423440,6212,2498350
783,2772,2423440,6212,2499350
783,2772,2423440,6212,2499350
784,2780,2424250,6212,2500160
784,2780,2424570,6212,2500480
784,2780,2424570,6212,2501480
784,2780,2424570,6212,2501480
784,2780,2425570,6212,2502480
784,2780,2426570,6212,2503480
784,2780,2427570,6212,2504480
784,2780,2428570,6212,2505480
784,2780,2429570,6212,2506480
784,2780,2430570,6212,2507480
784,2780,2431570,6212,2508480
784,2780,2432570,6212,2509480
784,2780,2432790,6212,2509700
784,2780,2433790,6212,2510700
784,2780,2434260,6212,2511170
785,2788,2435260,6212,2512170
785,2788,2436260,6212,2513170
785,2788,2436260,6212,2514170
785,2788,2436260,6212,2514980
785,2788,2437260,6212,2515980
785,2788,2438260,6212,2516980
785,2788,2438720,6212,2517440
785,2788,2439190,6212,2517910
785,2788,2439410,6212,2518130
785,2788,2440220,6212,2518940
785,2788,2441220,6212,2519940
785,2788,2441220,6212,2519940
785,2788,2442220,6212,2520940
785,2788,2443220,6212,2521940
785,2788,2443690,6212,2522410
785,2788,2444690,6212,2523410
785,2788,2445690,6212,2524410
785,2788,2445690,6212,2525000
785,2788,2446500,6212,2525810
785,2788,2447500,6212,2526810
785,2788,2447500,6212,2526810
785,2788,2447500,6212,2526810
785,2788,2447870,6212,2527180
785,2788,2448190,6212,2527500
785,2788,2448190,6212,2527500
785,2788,2449190,6212,2528500
785,2788,2449190,6212,2528500
785,2788,2450000,6212,2529310
785,2788,2450000,6212,2529310
785,2788,2450470,6212,2529780
785,2788,2451470,6212,2530780
786,2796,2452020,6212,2531330
786,2796,2453020,6212,2532330
787,2804,2454020,6212,2533330
787,2804,2455020,6212,2534330
787,2804,2456020,6212,2535330
787,2804,2457020,6212,2536330
787,2804,2457830,6212,2537140
787,2804,2458300,6212,2537610
787,2804,2459300,6212,2538610
787,2804,2459770,6212,2539080
787,2804,2460770,6212,2540080
787,2804,2461770,6212,2541080
787,2804,2462770,6212,2542080
788,2812,2463770,6212,2543080
788,2812,2464770,6212,2544080
788,2812,2464770,6212,2544080
788,2812,2464770,6212,2544080
788,2812,2465770,6212,2545080
788,2812,2466240,6212,2545550
788,2812,2467240,6212,2546550
788,2812,2468050,6212,2547360
788,2812,2468050,6212,2547360
788,2812,2469050,6212,2548360
788,2812,2470050,6212,2549360
788,2812,2470050,6212,2549360
788,2812,2470860,6212,2550170
788,2812,2470860,6212,2550540
788,2812,2470860,6212,2550540
788,2812,2471860,6212,2551540
789,2820,2472860,6212,2552540
789,2820,2473230,6212,2552910
789,2820,2474230,6212,2553910
789,2820,2475230,6212,2554910
789,2820,2475550,6212,2555230
789,2820,2476360,6212,2556040
789,2820,2477360,6212,2557040
789,2820,2477730,6212,2557410
789,2820,2477730,6212,2557410
790,2828,2485730,6212,2565410
790,2828,2486730,6212,2566410
791,2836,2487540,6212,2567220
791,2836,2488540,6212,2568220
791,2836,2489350,6212,2569030
791,2836,2489820,6212,2569500
791,2836,2490820,6212,2570500
791,2836,2490820,6212,2570870
791,2836,2490980,6212,2571030
791,2836,2491980,6212,2572030
792,2844,2492980,6212,2573030
792,2844,2493980,6212,2574030
792,2844,2494980,6212,2575030
792,2844,2495980,6212,2576030
792,2844,2496300,6212,2576350
792,2844,2497110,6212,2577160
792,2844,2497920,6212,2577970
792,2844,2498240,6212,2578290
792,2844,2498240,6212,2578290
792,2844,2499240,6212,2579290
792,2844,2500240,6212,2580290
792,2844,2500890,6212,2580940
792,2844,2501350,6212,2581400
792,2844,2502350,6212,2582400
792,2844,2503350,6212,2583400
793,2852,2504350,6212,2584400
793,2852,2505350,6212,2585400
793,2852,2505820,6212,2585870
794,2860,2513820,6212,2593870
794,2860,2514820,6212,2594870
794,2860,2515630,6212,2595680
794,2860,2515630,6212,2596270
794,2860,2515630,6212,2596270
794,2860,2516630,6212,2597270
795,2868,2517090,6212,2597730
795,2868,2517900,6212,2598540
795,2868,2518900,6212,2599540
795,2868,2519900,6212,2600540
795,2868,2521900,6212,2602540
795,2868,2522710,6212,2603350
796,2876,2523710,6212,2604350
796,2876,2524710,6212,2605350
796,2876,2525710,6212,2606350
796,2876,2525710,6212,2606350
796,2876,2525940,6212,2606580
796,2876,2526750,6212,2607390
796,2876,2527560,6212,2608200
796,2876,2528560,6212,2609200
797,2884,2536560,6212,2617200
797,2884,2536560,6212,2617200
797,2884,2536880,6212,2617520
797,2884,2536880,6212,2617520
797,2884,2537200,6212,2617840
797,2884,2537670,6212,2618310
797,2884,2537670,6212,2618310
797,2884,2538670,6212,2619310
797,2884,2539480,6212,2620120
798,2892,2540480,6212,2621120
798,2892,2541480,6212,2622120
798,2892,2542290,6212,2622930
798,2892,2543290,6212,2623930
798,2892,2543510,6212,2624150
798,2892,2544510,6212,2625150
798,2892,2544510,6212,2625150
798,2892,2545510,6212,2626150
798,2892,2546510,6212,2627150
798,2892,2546510,6212,2628150
798,2892,2546510,6212,2628150
798,2892,2546740,6212,2628380
798,2892,2546740,6212,2628380
798,2892,2547740,6212,2629380
798,2892,2548740,6212,2630380
799,2900,2549550,6212,2631190
799,2900,2549550,6212,2632190
799,2900,2549550,6212,2632190
799,2900,2550360,6212,2633000
799,2900,2551360,6212,2634000
799,2900,2552360,6212,2635000
799,2900,2552360,6212,2635000
800,2908,2553360,6212,2636000
800,2908,2554360,6212,2637000
801,2916,2562360,6212,2645000
801,2916,2563360,6212,2646000
801,2916,2564360,6212,2647000
801,2916,2565360,6212,2648000
801,2916,2566360,6212,2649000
801,2916,2566360,6212,2649000
801,2916,2567170,6212,2649810
801,2916,2567980,6212,2650620
802,2924,2575980,6212,2658620
802,2924,2576980,6212,2659620
802,2924,2577790,6212,2660430
802,2924,2577790,6212,2660430
802,2924,2578790,6212,2661430
802,2924,2579600,6212,2662240
803,2932,2580600,6212,2663240
803,2932,2580600,6212,2663240
803,2932,2581600,6212,2664240
803,2932,2582600,6212,2665240
803,2932,2583410,6212,2666050
803,2932,2583880,6212,2666520
803,2932,2584690,6212,2667330
803,2932,2585690,6212,2668330
803,2932,2585690,6212,2668330
803,2932,2586690,6212,2669330
804,2940,2587160,6212,2669800
804,2940,2588160,6212,2670800
804,2940,2588160,6212,2670800
804,2940,2589160,6212,2671800
804,2940,2589810,6212,2672450
804,2940,2590280,6212,2672920
804,2940,2591090,6212,2673730
804,2940,2592090,6212,2674730
804,2940,2592900,6212,2675540
804,2940,2593220,6212,2675860
804,2940,2593450,6212,2676090
804,2940,2594100,6212,2676740
804,2940,2595100,6212,2677740
804,2940,2595910,6212,2678550
805,2948,2596910,6212,2679550
805,2948,2597720,6212,2680360
805,2948,2598370,6212,2681010
806,2956,2598830,6212,2681470
806,2956,2599830,6212,2682470
806,2956,2600300,6212,2682940
806,2956,2601110,6212,2683750
806,2956,2601920,6212,2684560
806,2956,2602390,6212,2685030
806,2956,2603390,6212,2686030
806,2956,2604200,6212,2686840
806,2956,2605200,6212,2687840
806,2956,2605200,6212,2687840
806,2956,2606200,6212,2688840
806,2956,2606200,6212,2688840
806,2956,2607200,6212,2689840
806,2956,2608200,6212,2690840
806,2956,2608200,6212,2691840
806,2956,2608670,6212,2692310
806,2956,2609670,6212,2693310
806,2956,2610320,6212,2693960
807,2964,2611320,6212,2694960
807,2964,2611870,6212,2695510
807,2964,2612190,6212,2695830
807,2964,2613000,6212,2696640
808,2972,2613470,6212,2697110
808,2972,2613940,6212,2697580
808,2972,2614940,6212,2698580
808,2972,2615940,6212,2699580
808,2972,2616940,6212,2700580
808,2972,2617410,6212,2701050
808,2972,2617880,6212,2701520
808,2972,2618340,6212,2701980
808,2972,2619340,6212,2702980
808,2972,2620150,6212,2703790
808,2972,2621150,6212,2704790
808,2972,2621800,6212,2705440
808,2972,2622610,6212,2706250
808,2972,2623610,6212,2707250
808,2972,2623610,6212,2707250
808,2972,2623610,6212,2707250
808,2972,2624610,6212,2708250
809,2980,2625610,6212,2709250
809,2980,2625610,6212,2709250
809,2980,2625930,6212,2709570
809,2980,2625930,6212,2709570
809,2980,2626400,6212,2710040
809,2980,2626400,6212,2710040
809,2980,2627210,6212,2710850
809,2980,2628210,6212,2711850
809,2980,2629210,6212,2712850
809,2980,2629530,6212,2713170
809,2980,2630530,6212,2714170
809,2980,2631530,6212,2715170
809,2980,2632530,6212,2716170
809,2980,2632530,6212,2716170
809,2980,2633530,6212,2717170
810,2988,2634530,6212,2718170
810,2988,2635530,6212,2719170
810,2988,2636000,6212,2719640
811,2996,2636550,6212,2720190
811,2996,2637360,6212,2721000
811,2996,2637830,6212,2721470
811,2996,2638830,6212,2722470
811,2996,2639830,6212,2723470
811,2996,2640480,6212,2724120
811,2996,2641480,6212,2725120
811,2996,2642290,6212,2725930
811,2996,2643290,6212,2726930
811,2996,2644290,6212,2727930
811,2996,2645290,6212,2728930
811,2996,2645610,6212,2729250
812,3004,2646610,6212,2730250
812,3004,2647080,6212,2730720
812,3004,2648080,6212,2731720
812,3004,2648550,6212,2732190
812,3004,2648550,6212,2733190
812,3004,2649550,6212,2734190
812,3004,2650360,6212,2735000
812,3004,2650360,6212,2735000
812,3004,2651360,6212,2736000
812,3004,2652360,6212,2737000
812,3004,2653010,6212,2737650
812,3004,2654010,6212,2738650
812,3004,2654010,6212,2738650
812,3004,2654010,6212,2738650
812,3004,2655010,6212,2739650
812,3004,2656010,6212,2740650
812,3004,2657010,6212,2741650
812,3004,2657010,6212,2741650
812,3004,2657330,6212,2741970
812,3004,2657650,6212,2742290
813,3012,2658650,6212,2743290
813,3012,2659110,6212,2743750
813,3012,2660110,6212,2744750
813,3012,2661110,6212,2745750
813,3012,2662110,6212,2746750
814,3020,2662760,6212,2747400
814,3020,2663760,6212,2748400
814,3020,2664230,6212,2748870
814,3020,2665230,6212,2749870
815,3028,2666230,6212,2750870
815,3028,2666700,6212,2751340
815,3028,2667700,6212,2752340
815,3028,2668170,6212,2752810
815,3028,2668540,6212,2753180
815,3028,2669540,6212,2754180
815,3028,2670540,6212,2755180
815,3028,2671540,6212,2756180
816,3036,2672540,6212,2757180
816,3036,2673350,6212,2757990
816,3036,2674160,6212,2758800
816,3036,2674630,6212,2759270
816,3036,2675630,6212,2760270
816,3036,2676630,6212,2761270
816,3036,2676630,6212,2761270
816,3036,2676950,6212,2761590
817,3044,2684950,6212,2769590
817,3044,2685950,6212,2770590
817,3044,2685950,6212,2770590
817,3044,2686760,6212,2771400
817,3044,2687760,6212,2772400
817,3044,2688760,6212,2773400
817,3044,2689570,6212,2774210
817,3044,2690220,6212,2774860
817,3044,2691220,6212,2775860
818,3052,2691810,6212,2776450
818,3052,2691810,6212,2776450
818,3052,2692810,6212,2777450
818,3052,2693270,6212,2777910
818,3052,2693270,6212,2777910
818,3052,2693590,6212,2778230
818,3052,2693820,6212,2778460
818,3052,2693820,6212,2778460
818,3052,2694820,6212,2779460
818,3052,2695370,6212,2780010
818,3052,2696370,6212,2781010
818,3052,2697370,6212,2782010
819,3060,2698370,6212,2783010
819,3060,2698370,6212,2783010
819,3060,2698840,6212,2783480
819,3060,2699840,6212,2784480
819,3060,2700840,6212,2785480
819,3060,2701070,6212,2785710
819,3060,2701880,6212,2786520
819,3060,2702880,6212,2787520
819,3060,2702880,6212,2787520
819,3060,2702880,6212,2787520
819,3060,2703880,6212,2788520
819,3060,2704880,6212,2789520
819,3060,2705880,6212,2790520
819,3060,2706340,6212,2790980
819,3060,2707340,6212,2791980
819,3060,2708340,6212,2792980
820,3068,2709340,6212,2793980
820,3068,2709340,6212,2794980
820,3068,2710340,6212,2795980
820,3068,2711340,6212,2796980
820,3068,2712340,6212,2797980
820,3068,2713340,6212,2798980
820,3068,2713810,6212,2799450
820,3068,2714620,6212,2800260
820,3068,2715620,6212,2801260
820,3068,2716620,6212,2802260
820,3068,2717620,6212,2803260
821,3076,2718620,6212,2804260
821,3076,2718940,6212,2804580
821,3076,2718940,6212,2805580
821,3076,2718940,6212,2805580
821,3076,2719750,6212,2806390
821,3076,2720750,6212,2807390
821,3076,2721560,6212,2808200
821,3076,2721560,6212,2808200
822,3084,2722210,6212,2808850
822,3084,2723020,6212,2809660
822,3084,2723020,6212,2810310
822,3084,2723830,6212,2811120
822,3084,2724830,6212,2812120
822,3084,2725830,6212,2813120
822,3084,2725830,6212,2813590
822,3084,2726290,6212,2814050
822,3084,2727290,6212,2815050
822,3084,2728100,6212,2815860
822,3084,2728570,6212,2816330
822,3084,2728570,6212,2816330
822,3084,2728730,6212,2816490
822,3084,2729730,6212,2817490
822,3084,2729730,6212,2817490
822,3084,2730730,6212,2818490
822,3084,2731730,6212,2819490
823,3092,2732730,6212,2820490
823,3092,2733050,6212,2820810
823,3092,2733520,6212,2821280
823,3092,2734330,6212,2822090
