ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
1028,4732,4282950,6212,4488310
1028,4732,4282950,6212,4489120
1028,4732,4283180,6212,4489350
1028,4732,4284180,6212,4490350
1028,4732,4284990,6212,4491160
1028,4732,4284990,6212,4491160
1028,4732,4284990,6212,4491160
1028,4732,4284990,6212,4492160
1028,4732,4285450,6212,4492620
1028,4732,4285770,6212,4492940
1029,4740,4286580,6212,4493750
1029,4740,4287580,6212,4494750
1029,4740,4288580,6212,4495750
1029,4740,4288580,6212,4495750
1029,4740,4289390,6212,4496560
1029,4740,4290390,6212,4497560
1029,4740,4291390,6212,4498560
1029,4740,4292200,6212,4499370
1029,4740,4293200,6212,4500370
1029,4740,4293200,6212,4500370
1029,4740,4294200,6212,4501370
1029,4740,4295200,6212,4502370
1029,4740,4295660,6212,4502830
1029,4740,4295660,6212,4502830
1030,4748,4296660,6212,4503830
1030,4748,4297470,6212,4504640
1030,4748,4298280,6212,4505450
1030,4748,4298750,6212,4505920
1030,4748,4299220,6212,4506390
1030,4748,4300030,6212,4507200
1030,4748,4301030,6212,4508200
1030,4748,4302030,6212,4509200
1031,4756,4310030,6212,4517200
1031,4756,4310030,6212,4517200
1031,4756,4311030,6212,4518200
1031,4756,4311500,6212,4518670
1031,4756,4312500,6212,4519670
1031,4756,4313500,6212,4520670
1031,4756,4314500,6212,4521670
1031,4756,4314500,6212,4522670
1031,4756,4315500,6212,4523670
1032,4764,4316500,6212,4524670
1032,4764,4317500,6212,4525670
1033,4772,4318310,6212,4526480
1033,4772,4319120,6212,4527290
1033,4772,4319120,6212,4527290
1033,4772,4320120,6212,4528290
1033,4772,4321120,6212,4529290
1033,4772,4322120,6212,4530290
1033,4772,4323120,6212,4531290
1033,4772,4324120,6212,4532290
1033,4772,4324590,6212,4532760
1033,4772,4325140,6212,4533310
1033,4772,4325690,6212,4533860
1033,4772,4326500,6212,4534670
1034,4780,4327500,6212,4535670
1034,4780,4328310,6212,4536480
1034,4780,4329310,6212,4537480
1034,4780,4330310,6212,4538480
1034,4780,4330310,6212,4538480
1034,4780,4330310,6212,4538480
1034,4780,4331310,6212,4539480
1034,4780,4332310,6212,4540480
1034,4780,4333120,6212,4541290
1034,4780,4333590,6212,4541760
1035,4788,4334060,6212,4542230
1035,4788,4334060,6212,4543040
1035,4788,4334060,6212,4543040
1035,4788,4334060,6212,4543040
1035,4788,4334430,6212,4543410
1035,4788,4335430,6212,4544410
1035,4788,4335800,6212,4544780
1035,4788,4335910,6212,4544890
1035,4788,4336560,6212,4545540
1035,4788,4337210,6212,4546190
1035,4788,4338210,6212,4547190
1035,4788,4339210,6212,4548190
1035,4788,4339430,6212,4548410
1035,4788,4340430,6212,4549410
1035,4788,4341240,6212,4550220
1035,4788,4342050,6212,4551030
1036,4796,4343050,6212,4552030
1036,4796,4343380,6212,4552360
1036,4796,4343930,6212,4552910
1036,4796,4344930,6212,4553910
1036,4796,4344930,6212,4553910
1036,4796,4345930,6212,4554910
1036,4796,4346930,6212,4555910
1036,4796,4347580,6212,4556560
1036,4796,4348580,6212,4557560
1036,4796,4349580,6212,4558560
1036,4796,4350130,6212,4559110
1036,4796,4350130,6212,4559920
1036,4796,4350600,6212,4560390
1036,4796,4350920,6212,4560710
1037,4804,4351920,6212,4561710
1037,4804,4352920,6212,4562710
1038,4812,4353390,6212,4563180
1038,4812,4353390,6212,4564180
1038,4812,4354390,6212,4565180
1038,4812,4354860,6212,4565650
1038,4812,4355510,6212,4566300
1038,4812,4355980,6212,4566770
1038,4812,4356790,6212,4567580
1038,4812,4357790,6212,4568580
1038,4812,4358790,6212,4569580
1038,4812,4359260,6212,4570050
1038,4812,4359580,6212,4570370
1038,4812,4360390,6212,4571180
1038,4812,4360390,6212,4571180
1038,4812,4360550,6212,4571340
1038,4812,4361550,6212,4572340
1038,4812,4361550,6212,4572340
1038,4812,4361550,6212,4572570
1038,4812,4362550,6212,4573570
1038,4812,4363010,6212,4574030
1038,4812,4364010,6212,4575030
1038,4812,4364010,6212,4575030
1038,4812,4364820,6212,4575840
1038,4812,4365630,6212,4576650
1038,4812,4365630,6212,4576650
1038,4812,4365950,6212,4576970
1039,4820,4366760,6212,4577780
1040,4828,4367760,6212,4578780
1040,4828,4368760,6212,4579780
1040,4828,4368990,6212,4580010
1040,4828,4369150,6212,4580170
1040,4828,4369150,6212,4580170
1040,4828,4370150,6212,4581170
1040,4828,4370150,6212,4581400
1040,4828,4370150,6212,4581400
1040,4828,4370150,6212,4581400
1040,4828,4371150,6212,4582400
1040,4828,4372150,6212,4583400
1040,4828,4373150,6212,4584400
1040,4828,4374150,6212,4585400
1040,4828,4375150,6212,4586400
1040,4828,4375470,6212,4586720
1040,4828,4375470,6212,4586720
1041,4836,4376470,6212,4587720
1041,4836,4376940,6212,4588190
1041,4836,4377170,6212,4588420
1041,4836,4378170,6212,4589420
1041,4836,4379170,6212,4590420
1041,4836,4380170,6212,4591420
1041,4836,4380820,6212,4592070
1041,4836,4381280,6212,4592530
1041,4836,4382280,6212,4593530
1041,4836,4382750,6212,4594000
1041,4836,4382980,6212,4594230
1041,4836,4383980,6212,4595230
1041,4836,4383980,6212,4595230
1041,4836,4383980,6212,4595230
1041,4836,4384980,6212,4596230
1041,4836,4385300,6212,4596550
1042,4844,4386300,6212,4597550
1042,4844,4387300,6212,4598550
1042,4844,4387300,6212,4598550
1042,4844,4388110,6212,4599360
1042,4844,4388340,6212,4599590
1042,4844,4389340,6212,4600590
1042,4844,4389340,6212,4600590
1042,4844,4390150,6212,4601400
1042,4844,4390960,6212,4602210
1043,4852,4391770,6212,4603020
1043,4852,4392580,6212,4603830
1043,4852,4393580,6212,4604830
1043,4852,4394580,6212,4605830
1043,4852,4394580,6212,4606300
1043,4852,4395580,6212,4607300
1043,4852,4396390,6212,4608110
1043,4852,4396860,6212,4608580
1043,4852,4397670,6212,4609390
1043,4852,4398140,6212,4609860
1043,4852,4398140,6212,4609860
1043,4852,4398460,6212,4610180
1044,4860,4399460,6212,4611180
1044,4860,4399930,6212,4611650
1044,4860,4400740,6212,4612460
1044,4860,4400970,6212,4612690
1044,4860,4400970,6212,4612690
1044,4860,4401970,6212,4613690
1044,4860,4401970,6212,4613690
1044,4860,4401970,6212,4613690
1044,4860,4401970,6212,4613690
1044,4860,4402970,6212,4614690
1044,4860,4403450,6212,4615170
1044,4860,4403770,6212,4615490
1044,4860,4404770,6212,4616490
1044,4860,4405770,6212,4617490
1044,4860,4405770,6212,4617490
1044,4860,4406000,6212,4617720
1044,4860,4407000,6212,4618720
1044,4860,4408000,6212,4619720
1044,4860,4408000,6212,4619720
1044,4860,4409000,6212,4620720
1044,4860,4410000,6212,4621720
1045,4868,4410470,6212,4622190
1045,4868,4410840,6212,4622560
1045,4868,4411840,6212,4623560
1045,4868,4412310,6212,4624030
1046,4876,4413310,6212,4625030
1046,4876,4413540,6212,4625260
1046,4876,4413540,6212,4625260
1046,4876,4414130,6212,4625850
1046,4876,4415130,6212,4626850
1046,4876,4416130,6212,4627850
1046,4876,4417130,6212,4628850
1046,4876,4418130,6212,4629850
1046,4876,4418940,6212,4630660
1046,4876,4419940,6212,4631660
1046,4876,4420940,6212,4632660
1046,4876,4420940,6212,4632660
1046,4876,4421940,6212,4633660
1047,4884,4422940,6212,4634660
1047,4884,4423750,6212,4635470
1047,4884,4423750,6212,4635470
1047,4884,4423750,6212,4635470
1047,4884,4424560,6212,4636280
1047,4884,4425560,6212,4637280
1047,4884,4425560,6212,4637280
1047,4884,4426560,6212,4638280
1047,4884,4426560,6212,4639280
1047,4884,4427370,6212,4640090
1047,4884,4428020,6212,4640740
1048,4892,4428830,6212,4641550
1048,4892,4429830,6212,4642550
1048,4892,4429830,6212,4642550
1048,4892,4430830,6212,4643550
1048,4892,4431200,6212,4643920
1048,4892,4431670,6212,4644390
1048,4892,4432480,6212,4645200
1048,4892,4433480,6212,4646200
1048,4892,4434480,6212,4647200
1048,4892,4435480,6212,4648200
1048,4892,4435480,6212,4648200
1048,4892,4435480,6212,4648200
1048,4892,4436480,6212,4649200
1048,4892,4437030,6212,4649750
1048,4892,4438030,6212,4650750
1049,4900,4439030,6212,4651750
1049,4900,4440030,6212,4652750
1049,4900,4441030,6212,4653750
1049,4900,4441030,6212,4653750
1049,4900,4442030,6212,4654750
1049,4900,4442030,6212,4654750
1049,4900,4442030,6212,4655750
1049,4900,4442840,6212,4656560
1049,4900,4443310,6212,4657030
1049,4900,4444310,6212,4658030
1049,4900,4445310,6212,4659030
1049,4900,4446310,6212,4660030
1049,4900,4447310,6212,4661030
1049,4900,4447310,6212,4661030
1049,4900,4447310,6212,4661030
1050,4908,4448310,6212,4662030
1050,4908,4449310,6212,4663030
1050,4908,4449960,6212,4663680
1050,4908,4450960,6212,4664680
1050,4908,4451120,6212,4664840
1050,4908,4452120,6212,4665840
1050,4908,4452120,6212,4666840
1050,4908,4453120,6212,4667840
1050,4908,4453120,6212,4667840
1050,4908,4454120,6212,4668840
1050,4908,4454120,6212,4668840
1050,4908,4455120,6212,4669840
1050,4908,4455120,6212,4670840
1050,4908,4455120,6212,4670840
1050,4908,4456120,6212,4671840
1051,4916,4457120,6212,4672840
1051,4916,4457590,6212,4673310
1051,4916,4458060,6212,4673780
1051,4916,4459060,6212,4674780
1051,4916,4459530,6212,4675250
1051,4916,4460530,6212,4676250
1051,4916,4460850,6212,4676570
1052,4924,4468850,6212,4684570
1052,4924,4469850,6212,4685570
1052,4924,4469850,6212,4686380
1052,4924,4470070,6212,4686600
1052,4924,4470230,6212,4686760
1052,4924,4470600,6212,4687130
1052,4924,4471600,6212,4688130
1053,4932,4472410,6212,4688940
1053,4932,4472630,6212,4689160
1053,4932,4472630,6212,4689160
1053,4932,4473440,6212,4689970
1053,4932,4474440,6212,4690970
1053,4932,4475440,6212,4691970
1053,4932,4475440,6212,4692440
1053,4932,4475670,6212,4692670
1053,4932,4476670,6212,4693670
1053,4932,4476670,6212,4694670
1054,4940,4477670,6212,4695670
1054,4940,4478480,6212,4696480
1054,4940,4479290,6212,4697290
1054,4940,4479290,6212,4697290
1054,4940,4479290,6212,4697290
1054,4940,4480290,6212,4698290
1054,4940,4480290,6212,4698290
1054,4940,4481290,6212,4699290
1054,4940,4481290,6212,4699290
1055,4948,4489290,6212,4707290
1055,4948,4489760,6212,4707760
1055,4948,4490230,6212,4708230
1055,4948,4491230,6212,4709230
1055,4948,4492230,6212,4710230
1055,4948,4493230,6212,4711230
1055,4948,4494040,6212,4712040
1055,4948,4495040,6212,4713040
1055,4948,4495850,6212,4713850
1055,4948,4496070,6212,4714070
1055,4948,4496540,6212,4714540
1055,4948,4497540,6212,4715540
1056,4956,4498540,6212,4716540
1057,4964,4499130,6212,4717130
1057,4964,4500130,6212,4718130
1057,4964,4501130,6212,4719130
1057,4964,4501940,6212,4719940
1057,4964,4502940,6212,4720940
1057,4964,4503260,6212,4721260
1057,4964,4503480,6212,4721480
1057,4964,4504130,6212,4722130
1057,4964,4504130,6212,4722130
1057,4964,4505130,6212,4723130
1057,4964,4506130,6212,4724130
1057,4964,4507130,6212,4725130
1057,4964,4508130,6212,4726130
1057,4964,4508130,6212,4726130
1057,4964,4508130,6212,4726940
1057,4964,4508360,6212,4727170
1058,4972,4516360,6212,4735170
1059,4980,4517360,6212,4736170
1059,4980,4518360,6212,4737170
1059,4980,4519170,6212,4737980
1059,4980,4519170,6212,4737980
1059,4980,4520170,6212,4738980
1059,4980,4521170,6212,4739980
1059,4980,4522170,6212,4740980
1059,4980,4522490,6212,4741300
1059,4980,4522720,6212,4741530
1059,4980,4522720,6212,4741530
1059,4980,4522720,6212,4741850
1060,4988,4523720,6212,4742850
1060,4988,4524720,6212,4743850
1060,4988,4525720,6212,4744850
1060,4988,4525720,6212,4745850
1060,4988,4526720,6212,4746850
1060,4988,4527720,6212,4747850
1060,4988,4528720,6212,4748850
1060,4988,4529190,6212,4749320
1060,4988,4529190,6212,4749320
1060,4988,4529510,6212,4749640
1060,4988,4530510,6212,4750640
1060,4988,4531320,6212,4751450
1060,4988,4531320,6212,4752260
1060,4988,4532130,6212,4753070
1060,4988,4533130,6212,4754070
1060,4988,4533500,6212,4754440
1061,4996,4534310,6212,4755250
1061,4996,4535310,6212,4756250
1061,4996,4535310,6212,4756900
1061,4996,4536120,6212,4757710
1061,4996,4536930,6212,4758520
1061,4996,4537930,6212,4759520
1061,4996,4538740,6212,4760330
1061,4996,4538740,6212,4761330
1061,4996,4538740,6212,4761330
1061,4996,4539330,6212,4761920
1062,5004,4540330,6212,4762920
1062,5004,4541140,6212,4763730
1062,5004,4541610,6212,4764200
1062,5004,4541610,6212,4764200
1062,5004,4542160,6212,4764750
1062,5004,4543160,6212,4765750
1062,5004,4544160,6212,4766750
1062,5004,4545160,6212,4767750
1062,5004,4545620,6212,4768210
1062,5004,4546620,6212,4769210
1063,5012,4547430,6212,4770020
1063,5012,4547750,6212,4770340
1063,5012,4547750,6212,4770990
1063,5012,4548750,6212,4771990
1064,5020,4549750,6212,4772990
1064,5020,4550070,6212,4773310
1064,5020,4551070,6212,4774310
1064,5020,4552070,6212,4775310
1064,5020,4552070,6212,4775780
1064,5020,4553070,6212,4776780
1064,5020,4554070,6212,4777780
1064,5020,4555070,6212,4778780
1064,5020,4555720,6212,4779430
1064,5020,4555720,6212,4780430
1064,5020,4556720,6212,4781430
1065,5028,4557720,6212,4782430
1065,5028,4558720,6212,4783430
1065,5028,4559720,6212,4784430
1065,5028,4560720,6212,4785430
1065,5028,4561530,6212,4786240
1065,5028,4561530,6212,4786240
1065,5028,4561530,6212,4786710
1065,5028,4562530,6212,4787710
1065,5028,4562530,6212,4788710
1065,5028,4562530,6212,4789710
1065,5028,4563530,6212,4790710
1065,5028,4563530,6212,4790710
1065,5028,4564530,6212,4791710
1065,5028,4565000,6212,4792180
1065,5028,4565000,6212,4792180
1065,5028,4565470,6212,4792650
1065,5028,4565930,6212,4793110
1065,5028,4566740,6212,4793920
1065,5028,4566970,6212,4794150
1065,5028,4567970,6212,4795150
1065,5028,4568970,6212,4796150
1065,5028,4569970,6212,4797150
1066,5036,4570970,6212,4798150
1066,5036,4571970,6212,4799150
1066,5036,4572780,6212,4799960
1066,5036,4573590,6212,4800770
1066,5036,4574590,6212,4801770
1066,5036,4574920,6212,4802100
1066,5036,4575080,6212,4802260
1066,5036,4576080,6212,4803260
1066,5036,4576080,6212,4803260
1067,5044,4576890,6212,4804070
1067,5044,4577890,6212,4805070
1067,5044,4578700,6212,4805880
1067,5044,4579700,6212,4806880
1067,5044,4580510,6212,4807690
1067,5044,4581510,6212,4808690
1067,5044,4582320,6212,4809500
1068,5052,4583320,6212,4810500
1068,5052,4583320,6212,4811310
1068,5052,4584130,6212,4812120
1068,5052,4585130,6212,4813120
1068,5052,4585940,6212,4813930
1068,5052,4586750,6212,4814740
1068,5052,4586750,6212,4814740
1069,5060,4590750,6212,4818740
1069,5060,4591750,6212,4819740
1069,5060,4591750,6212,4819740
1069,5060,4592400,6212,4820390
1069,5060,4593400,6212,4821390
1069,5060,4594400,6212,4822390
1070,5068,4595210,6212,4823200
1070,5068,4596210,6212,4824200
1070,5068,4597210,6212,4825200
1070,5068,4598210,6212,4826200
1070,5068,4599210,6212,4827200
1070,5068,4600210,6212,4828200
1071,5076,4601210,6212,4829200
1071,5076,4601680,6212,4829670
1071,5076,4602000,6212,4829990
1071,5076,4602000,6212,4830310
1071,5076,4602650,6212,4830960
1071,5076,4603650,6212,4831960
1071,5076,4604460,6212,4832770
1071,5076,4604930,6212,4833240
1071,5076,4605400,6212,4833710
1071,5076,4605400,6212,4834710
1071,5076,4606400,6212,4835710
1071,5076,4607400,6212,4836710
1071,5076,4608400,6212,4837710
1071,5076,4609400,6212,4838710
1071,5076,4610400,6212,4839710
1071,5076,4611400,6212,4840710
1071,5076,4612210,6212,4841520
1071,5076,4612430,6212,4841740
1071,5076,4612540,6212,4841850
1072,5084,4613540,6212,4842850
1072,5084,4614350,6212,4843660
1072,5084,4615350,6212,4844660
1072,5084,4616160,6212,4845470
1073,5092,4616810,6212,4846120
1073,5092,4617280,6212,4846590
1073,5092,4618280,6212,4847590
1073,5092,4619280,6212,4848590
1073,5092,4619280,6212,4849590
1073,5092,4620280,6212,4850590
1073,5092,4621090,6212,4851400
1073,5092,4621740,6212,4852050
1073,5092,4621740,6212,4852050
1073,5092,4622740,6212,4853050
1073,5092,4622740,6212,4853520
1073,5092,4623550,6212,4854330
1073,5092,4624020,6212,4854800
1073,5092,4625020,6212,4855800
1073,5092,4625670,6212,4856450
1074,5100,4626670,6212,4857450
1074,5100,4627320,6212,4858100
1074,5100,4628320,6212,4859100
1074,5100,4628790,6212,4859570
1074,5100,4628790,6212,4860570
1074,5100,4628790,6212,4861380
1074,5100,4628790,6212,4861380
1074,5100,4629340,6212,4861930
1075,5108,4630150,6212,4862740
1075,5108,4631150,6212,4863740
1075,5108,4632150,6212,4864740
1075,5108,4633150,6212,4865740
1075,5108,4634150,6212,4866740
1075,5108,4635150,6212,4867740
1075,5108,4635260,6212,4867850
1075,5108,4636260,6212,4868850
1075,5108,4637260,6212,4869850
1075,5108,4638070,6212,4870660
1076,5116,4639070,6212,4871660
1076,5116,4639540,6212,4872130
1076,5116,4640540,6212,4873130
1076,5116,4641540,6212,4874130
1076,5116,4642000,6212,4874590
1076,5116,4643000,6212,4875590
1076,5116,4643000,6212,4875590
1076,5116,4643320,6212,4875910
1076,5116,4643320,6212,4875910
1076,5116,4643320,6212,4875910
1076,5116,4643790,6212,4876380
1076,5116,4644790,6212,4877380
1076,5116,4645790,6212,4878380
1076,5116,4645790,6212,4878850
1076,5116,4646790,6212,4879850
1076,5116,4647600,6212,4880660
1077,5124,4648600,6212,4881660
1077,5124,4648600,6212,4882210
1077,5124,4649600,6212,4883210
1077,5124,4650070,6212,4883680
1078,5132,4651070,6212,4884680
1078,5132,4651070,6212,4885150
1078,5132,4652070,6212,4886150
1078,5132,4653070,6212,4887150
1078,5132,4653880,6212,4887960
1078,5132,4654690,6212,4888770
1078,5132,4655690,6212,4889770
1078,5132,4656690,6212,4890770
1078,5132,4657160,6212,4891240
1079,5140,4657970,6212,4892050
1079,5140,4658970,6212,4893050
1079,5140,4659970,6212,4894050
1079,5140,4660780,6212,4894860
1079,5140,4661780,6212,4895860
1079,5140,4662780,6212,4896860
1079,5140,4663780,6212,4897860
1079,5140,4664780,6212,4898860
1079,5140,4664780,6212,4898860
1079,5140,4665780,6212,4899860
1079,5140,4665780,6212,4899860
1079,5140,4666590,6212,4900670
1079,5140,4667400,6212,4901480
1079,5140,4668400,6212,4902480
1079,5140,4668870,6212,4902950
1079,5140,4669870,6212,4903950
1079,5140,4670680,6212,4904760
1079,5140,4671000,6212,4905080
1079,5140,4671000,6212,4905080
1079,5140,4672000,6212,4906080
1079,5140,4673000,6212,4907080
1079,5140,4673810,6212,4907890
1079,5140,4674620,6212,4908700
1079,5140,4674620,6212,4908700
1080,5148,4682620,6212,4916700
1081,5156,4683620,6212,4917700
1081,5156,4684270,6212,4918350
1081,5156,4685270,6212,4919350
1081,5156,4685270,6212,4919350
1081,5156,4686270,6212,4920350
1081,5156,4686430,6212,4920510
1081,5156,4686430,6212,4921320
1081,5156,4687430,6212,4922320
1081,5156,4687800,6212,4922690
1081,5156,4687800,6212,4922690
1082,5164,4688270,6212,4923160
1082,5164,4688270,6212,4923970
1082,5164,4689080,6212,4924780
1082,5164,4689080,6212,4924780
1082,5164,4689540,6212,4925240
1082,5164,4690540,6212,4926240
1082,5164,4690540,6212,4927240
1082,5164,4691350,6212,4928050
1082,5164,4692160,6212,4928860
1082,5164,4692970,6212,4929670
1082,5164,4692970,6212,4930670
1082,5164,4693780,6212,4931480
1083,5172,4694780,6212,4932480
1083,5172,4695780,6212,4933480
1083,5172,4696250,6212,4933950
1083,5172,4697250,6212,4934950
1083,5172,4698250,6212,4935950
1083,5172,4698250,6212,4936950
1083,5172,4698410,6212,4937110
1083,5172,4699410,6212,4938110
1083,5172,4699880,6212,4938580
1083,5172,4700880,6212,4939580
1083,5172,4701200,6212,4939900
1083,5172,4701430,6212,4940130
1083,5172,4702240,6212,4940940
1083,5172,4702240,6212,4940940
1083,5172,4703240,6212,4941940
1083,5172,4704240,6212,4942940
1084,5180,4704890,6212,4943590
1084,5180,4705890,6212,4944590
1084,5180,4705890,6212,4944910
1084,5180,4706890,6212,4945910
1084,5180,4707890,6212,4946910
1084,5180,4707890,6212,4946910
1085,5188,4708890,6212,4947910
1085,5188,4709360,6212,4948380
1085,5188,4709360,6212,4948380
1085,5188,4709360,6212,4948380
1085,5188,4709360,6212,4948380
1085,5188,4709360,6212,4949380
1085,5188,4710360,6212,4950380
1085,5188,4711360,6212,4951380
1085,5188,4712170,6212,4952190
1085,5188,4712170,6212,4952190
1085,5188,4712640,6212,4952660
1085,5188,4713110,6212,4953130
1085,5188,4713580,6212,4953600
1085,5188,4714580,6212,4954600
1085,5188,4714580,6212,4955410
1085,5188,4715050,6212,4955880
1085,5188,4715860,6212,4956690
1085,5188,4716860,6212,4957690
1085,5188,4717860,6212,4958690
1085,5188,4718860,6212,4959690
1085,5188,4719080,6212,4959910
1085,5188,4719730,6212,4960560
1085,5188,4720730,6212,4961560
1086,5196,4721730,6212,4962560
1086,5196,4721730,6212,4962790
1086,5196,4722200,6212,4963260
1087,5204,4722790,6212,4963850
1087,5204,4723600,6212,4964660
1087,5204,4724600,6212,4965660
1087,5204,4724600,6212,4965660
1087,5204,4725600,6212,4966660
1087,5204,4726410,6212,4967470
1087,5204,4727410,6212,4968470
1087,5204,4728410,6212,4969470
1087,5204,4729410,6212,4970470
1087,5204,4730220,6212,4971280
1087,5204,4731220,6212,4972280
1088,5212,4732220,6212,4973280
1088,5212,4733220,6212,4974280
1088,5212,4734220,6212,4975280
1088,5212,4734220,6212,4975280
1088,5212,4735220,6212,4976280
1088,5212,4736030,6212,4977090
1088,5212,4737030,6212,4978090
1088,5212,4738030,6212,4979090
1088,5212,4738380,6212,4979440
1088,5212,4739380,6212,4980440
1088,5212,4739380,6212,4980440
1088,5212,4739850,6212,4980910
1089,5220,4740850,6212,4981910
1089,5220,4741850,6212,4982910
1089,5220,4742850,6212,4983910
1089,5220,4742850,6212,4983910
1089,5220,4743320,6212,4984380
1089,5220,4744320,6212,4985380
1089,5220,4744320,6212,4985380
1089,5220,4744320,6212,4985840
1089,5220,4744550,6212,4986070
1089,5220,4745550,6212,4987070
1089,5220,4746550,6212,4988070
1089,5220,4746870,6212,4988390
1089,5220,4747870,6212,4989390
1089,5220,4748340,6212,4989860
1089,5220,4748340,6212,4989860
1089,5220,4748340,6212,4990330
1090,5228,4749150,6212,4991140
1090,5228,4749800,6212,4991790
1090,5228,4750800,6212,4992790
1091,5236,4751800,6212,4993790
1091,5236,4751800,6212,4994790
1091,5236,4752610,6212,4995600
1091,5236,4752610,6212,4995600
1091,5236,4752610,6212,4996600
1091,5236,4752610,6212,4996600
1091,5236,4752830,6212,4996820
1091,5236,4753830,6212,4997820
1091,5236,4754300,6212,4998290
1091,5236,4755300,6212,4999290
1091,5236,4755410,6212,4999400
1091,5236,4756000,6212,4999990
1091,5236,4756000,6212,4999990
1091,5236,4757000,6212,5000990
1091,5236,4758000,6212,5001990
1091,5236,4759000,6212,5002990
1091,5236,4759000,6212,5002990
1091,5236,4759000,6212,5002990
1091,5236,4759000,6212,5002990
1091,5236,4759000,6212,5003990
1091,5236,4760000,6212,5004990
1091,5236,4760470,6212,5005460
1091,5236,4760940,6212,5005930
1091,5236,4761750,6212,5006740
1091,5236,4762560,6212,5007550
1092,5244,4763560,6212,5008550
1092,5244,4764030,6212,5009020
1092,5244,4765030,6212,5010020
1092,5244,4765500,6212,5010490
1092,5244,4766500,6212,5011490
1092,5244,4766500,6212,5011490
1093,5252,4766980,6212,5011970
1093,5252,4767980,6212,5012970
1093,5252,4768980,6212,5013970
1093,5252,4769300,6212,5014290
1093,5252,4770300,6212,5015290
1093,5252,4771300,6212,5016290
1093,5252,4771760,6212,5016750
1093,5252,4772570,6212,5017560
1094,5260,4773570,6212,5018560
1094,5260,4773570,6212,5018560
1094,5260,4774570,6212,5019560
1094,5260,4775570,6212,5020560
1094,5260,4776570,6212,5021560
1094,5260,4777040,6212,5022030
1094,5260,4777690,6212,5022680
1094,5260,4778690,6212,5023680
1094,5260,4779690,6212,5024680
1094,5260,4780690,6212,5025680
1094,5260,4781340,6212,5026330
1094,5260,4782340,6212,5027330
1095,5268,4783340,6212,5028330
1095,5268,4784340,6212,5029330
1095,5268,4785340,6212,5030330
1095,5268,4786340,6212,5031330
1095,5268,4786340,6212,5031330
1095,5268,4786340,6212,5031330
1095,5268,4787340,6212,5032330
1095,5268,4788340,6212,5033330
1095,5268,4788800,6212,5033790
1095,5268,4789800,6212,5034790
1095,5268,4790270,6212,5035260
1095,5268,4790740,6212,5035730
1095,5268,4791060,6212,5036050
1095,5268,4792060,6212,5037050
1095,5268,4792870,6212,5037860
1095,5268,4793870,6212,5038860
1095,5268,4794680,6212,5039670
1096,5276,4795330,6212,5040320
1096,5276,4795800,6212,5040790
1097,5284,4796800,6212,5041790
1097,5284,4797020,6212,5042010
1097,5284,4798020,6212,5043010
1097,5284,4799020,6212,5044010
1097,5284,4800020,6212,5045010
1097,5284,4800830,6212,5045820
1097,5284,4801300,6212,5046290
1097,5284,4802300,6212,5047290
1097,5284,4803300,6212,5048290
1097,5284,4803760,6212,5048750
1097,5284,4804080,6212,5049070
1097,5284,4804080,6212,5049070
1098,5292,4805080,6212,5050070
1098,5292,4805400,6212,5050390
1098,5292,4806400,6212,5051390
1098,5292,4807400,6212,5052390
1098,5292,4807400,6212,5052390
1098,5292,4807400,6212,5053200
1098,5292,4807400,6212,5053200
1098,5292,4808400,6212,5054200
1098,5292,4809400,6212,5055200
1098,5292,4810210,6212,5056010
1098,5292,4811210,6212,5057010
1098,5292,4811210,6212,5057010
1098,5292,4812210,6212,5058010
1098,5292,4813210,6212,5059010
1098,5292,4813210,6212,5060010
1098,5292,4813210,6212,5060010
1099,5300,4814210,6212,5061010
1099,5300,4815210,6212,5062010
1099,5300,4816210,6212,5063010
1099,5300,4817210,6212,5064010
1099,5300,4817370,6212,5064170
1099,5300,4818370,6212,5065170
1099,5300,4818370,6212,5065980
1099,5300,4819370,6212,5066980
1099,5300,4820370,6212,5067980
1099,5300,4820370,6212,5067980
1099,5300,4821370,6212,5068980
1099,5300,4821370,6212,5069980
1100,5308,4822370,6212,5070980
1100,5308,4823370,6212,5071980
1100,5308,4824370,6212,5072980
1100,5308,4824370,6212,5073980
1100,5308,4824370,6212,5073980
1100,5308,4825370,6212,5074980
1100,5308,4826370,6212,5075980
1100,5308,4827370,6212,5076980
1100,5308,4827370,6212,5076980
1100,5308,4828180,6212,5077790
1100,5308,4828650,6212,5078260
1100,5308,4829650,6212,5079260
1100,5308,4830650,6212,5080260
1101,5316,4831650,6212,5081260
