ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e04e-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
1045885.04,24.63,5.72,327321.85,7.71
1045692.45,24.63,5.72,327307.87,7.71
1045499.86,24.63,5.72,327592.19,7.72
1045307.27,24.63,5.72,327376.61,7.71
1045307.27,24.63,5.72,327376.61,7.71
1045492.6,24.64,5.73,328639.41,7.74
1045300.01,24.64,5.73,328662.47,7.75
1044927.3,24.63,5.72,328203.52,7.74
1044927.3,24.63,5.72,328203.52,7.74
1045540.96,24.65,5.74,329664.93,7.77
1045048.38,24.65,5.74,328756.43,7.75
1044888.83,24.65,5.74,328755.54,7.76
1044600.9,24.64,5.73,327921.9,7.74
1044408.31,24.65,5.74,327896.66,7.74
1044215.72,24.65,5.74,328015.19,7.74
1044023.13,24.65,5.74,327936.98,7.74
1044263.26,24.66,5.75,329333.96,7.78
1043564.41,24.65,5.74,328652.65,7.76
1043564.41,24.65,5.74,328652.65,7.76
1043371.81,24.65,5.74,328599.71,7.76
1043179.22,24.65,5.74,329039.1,7.77
1043207.64,24.65,5.74,329049.74,7.78
1043418.18,24.66,5.76,329139.39,7.78
1043418.18,24.66,5.76,329132.52,7.78
1042822.46,24.66,5.75,328583.41,7.77
1042662.92,24.66,5.75,328579.58,7.77
1042794.8,24.67,5.76,328545.85,7.77
1042602.21,24.67,5.76,328515.64,7.77
1042602.21,24.67,5.76,328515.64,7.77
1042602.21,24.67,5.76,328515.64,7.77
1042377.24,24.66,5.75,328201.4,7.77
1042372.62,24.67,5.76,328189.33,7.77
1042367.99,24.67,5.76,328229.64,7.77
1042367.99,24.67,5.76,328229.64,7.77
1042363.36,24.68,5.77,328203.47,7.77
1042585.57,24.69,5.78,328180.37,7.77
1042392.98,24.69,5.78,328241.66,7.77
1042392.98,24.69,5.78,328241.66,7.77
1042633.11,24.69,5.79,329711.38,7.81
1042440.52,24.7,5.79,329695.35,7.81
1042067.8,24.69,5.78,329186.15,7.8
1042199.68,24.7,5.79,329746.09,7.81
1042228.1,24.7,5.79,329756.73,7.82
1042223.48,24.71,5.8,329734.84,7.82
1041929.0,24.7,5.79,329789.5,7.82
1041736.41,24.7,5.79,329733.41,7.82
1041543.82,24.7,5.8,330119.24,7.83
1041393.44,24.71,5.8,329977.06,7.83
1041578.78,24.71,5.81,329993.96,7.83
1041578.78,24.71,5.81,329993.96,7.83
1041578.78,24.71,5.81,329993.96,7.83
1041578.78,24.71,5.81,329993.96,7.83
1041343.98,24.72,5.81,329736.35,7.83
1041184.43,24.72,5.81,329732.79,7.83
1040991.84,24.72,5.81,329702.31,7.83
1040799.25,24.72,5.81,329739.56,7.83
1040594.53,24.72,5.81,329309.47,7.82
1040401.94,24.72,5.81,329296.13,7.82
1040624.15,24.73,5.82,329269.7,7.82
1040431.56,24.73,5.82,329261.06,7.83
1040238.96,24.73,5.82,329229.26,7.83
1040234.34,24.73,5.82,329209.5,7.83
1040080.73,24.74,5.83,329497.44,7.84
1040080.73,24.74,5.83,329449.87,7.84
1039922.28,24.73,5.82,329291.41,7.83
1039764.31,24.73,5.82,329140.02,7.83
1039764.31,24.73,5.82,329194.3,7.83
1039759.69,24.73,5.82,329922.46,7.85
1039528.11,24.73,5.83,329626.26,7.84
1039523.49,24.74,5.83,330065.39,7.86
1039745.69,24.75,5.84,330640.94,7.87
1039586.15,24.75,5.84,330642.03,7.87
1039393.56,24.75,5.84,330612.08,7.87
1037885.88,24.76,5.85,330553.25,7.89
1037777.91,24.76,5.85,330450.04,7.88
1038051.08,24.77,5.86,330455.42,7.89
1038051.08,24.77,5.86,330455.42,7.89
1037059.6,24.75,5.84,329463.94,7.86
1037059.6,24.75,5.84,329463.94,7.86
1036867.01,24.75,5.84,329490.22,7.87
1036674.42,24.75,5.85,329469.84,7.87
1036481.83,24.76,5.85,329453.73,7.87
1036477.2,24.76,5.85,329432.12,7.87
1036284.61,24.76,5.85,329556.33,7.87
1036285.65,24.76,5.85,329558.9,7.87
1036171.54,24.77,5.86,329776.55,7.88
1036001.92,24.77,5.86,329785.73,7.88
1035730.85,24.77,5.86,329424.12,7.88
1035730.85,24.77,5.86,329424.12,7.88
1035528.19,24.77,5.86,329386.79,7.88
1035325.53,24.77,5.86,329410.79,7.88
1035122.87,24.77,5.86,329387.73,7.88
1034920.21,24.77,5.86,329371.84,7.88
1034717.56,24.77,5.86,329444.43,7.89
1034514.9,24.77,5.86,329419.24,7.89
1034312.24,24.77,5.87,329359.12,7.89
1034307.61,24.78,5.87,329340.93,7.89
1034148.07,24.78,5.87,329342.02,7.89
1034148.07,24.78,5.87,329342.02,7.89
1033955.47,24.78,5.87,329319.11,7.89
1033762.88,24.78,5.88,329302.75,7.89
1033570.29,24.79,5.88,329306.66,7.9
1033377.7,24.79,5.88,329316.87,7.9
1033377.7,24.79,5.88,329316.87,7.9
1033373.08,24.79,5.88,329358.61,7.9
1033368.45,24.8,5.89,329331.47,7.9
1033363.82,24.8,5.89,329315.08,7.9
1033363.82,24.8,5.89,329315.08,7.9
1033374.0,24.8,5.89,329325.72,7.9
1033001.29,24.79,5.89,329315.53,7.9
1032996.66,24.8,5.89,330448.07,7.93
1033244.95,24.81,5.9,330568.19,7.94
1033052.36,24.81,5.9,330717.17,7.94
1033060.5,24.81,5.9,330719.24,7.94
1032867.91,24.81,5.9,330635.57,7.94
1032497.03,24.8,5.9,330627.07,7.94
1032304.44,24.81,5.9,330526.99,7.94
1032144.89,24.81,5.9,330526.1,7.94
1031952.3,24.81,5.9,330493.18,7.95
1031759.71,24.81,5.9,330497.37,7.95
1032032.88,24.82,5.91,330502.7,7.95
1031840.29,24.82,5.91,330549.89,7.95
1031835.67,24.83,5.92,330528.34,7.95
1031643.07,24.83,5.92,330464.32,7.95
1031450.48,24.83,5.92,330912.01,7.97
1031267.32,24.83,5.92,330597.27,7.96
1031065.3,24.83,5.92,330451.93,7.96
1030900.08,24.83,5.93,330458.11,7.96
1030701.81,24.83,5.93,330431.79,7.96
1030329.09,24.83,5.92,330415.0,7.96
1030130.26,24.83,5.92,330436.03,7.96
1029931.99,24.83,5.92,330615.49,7.97
1029733.72,24.83,5.92,330438.86,7.97
1029535.45,24.83,5.92,330411.56,7.97
1029775.57,24.84,5.93,330483.0,7.97
1029487.65,24.83,5.92,330584.79,7.97
1029289.38,24.83,5.93,330920.62,7.98
1029128.67,24.84,5.93,330797.93,7.98
1029124.04,24.84,5.93,330756.7,7.98
1028964.5,24.84,5.94,330753.58,7.99
1029096.38,24.85,5.94,330715.4,7.99
1029096.38,24.85,5.94,330715.4,7.99
1029096.38,24.85,5.94,330715.4,7.99
1028860.55,24.85,5.94,330488.05,7.98
1028855.92,24.85,5.95,330999.71,8.0
1028570.85,24.85,5.94,330538.5,7.99
1028570.85,24.85,5.94,330538.5,7.99
1028378.26,24.85,5.94,330512.75,7.99
1028185.67,24.85,5.95,330677.76,7.99
1027993.08,24.85,5.95,330834.68,8.0
1027828.76,24.86,5.95,330808.99,8.0
1027828.76,24.86,5.95,330808.99,8.0
1027828.76,24.86,5.95,330808.99,8.0
1027793.52,24.86,5.95,330817.89,8.0
1028222.72,24.88,5.97,331482.79,8.02
1028222.72,24.88,5.97,331482.79,8.02
1028057.49,24.88,5.97,331478.96,8.02
1027684.78,24.87,5.97,331171.67,8.02
1027680.15,24.88,5.97,331042.14,8.01
1027675.52,24.88,5.98,332116.69,8.04
1027477.25,24.88,5.98,332086.47,8.04
1027505.67,24.89,5.98,332097.11,8.04
1027307.4,24.89,5.98,332161.58,8.05
1027547.53,24.9,5.99,332134.71,8.05
1027547.53,24.9,5.99,332134.71,8.05
1027349.26,24.9,5.99,332101.69,8.05
1026976.54,24.89,5.99,332084.91,8.05
1027224.83,24.9,6.0,332136.39,8.05
1027026.56,24.9,6.0,332105.68,8.05
1026828.29,24.91,6.0,332391.94,8.06
1026823.66,24.91,6.0,332359.49,8.06
1026823.66,24.91,6.0,332359.49,8.06
1026823.66,24.91,6.0,332359.49,8.06
1026452.78,24.9,6.0,332333.27,8.06
1026452.78,24.9,6.0,332333.27,8.06
1026692.91,24.91,6.01,332669.55,8.07
1026504.06,24.91,6.01,332436.07,8.07
1026499.43,24.92,6.01,332301.44,8.07
1026291.74,24.92,6.01,332223.13,8.07
1026132.2,24.92,6.02,332213.63,8.07
1025939.61,24.92,6.02,332244.5,8.07
1025747.01,24.93,6.02,332208.57,8.07
1025554.42,24.93,6.02,332185.66,8.07
1025235.42,24.92,6.01,331863.28,8.07
1025042.83,24.92,6.02,331902.07,8.07
1024850.24,24.92,6.02,331860.56,8.07
1024657.65,24.93,6.02,331846.57,8.07
1024465.05,24.93,6.02,331841.93,8.07
1024305.51,24.93,6.02,331818.04,8.08
1023932.79,24.92,6.02,331744.84,8.07
1023740.2,24.92,6.02,331823.34,8.08
1023547.61,24.93,6.02,331828.1,8.08
1023355.02,24.93,6.02,331729.79,8.08
1023355.02,24.93,6.02,331729.79,8.08
1023350.39,24.93,6.02,331702.61,8.08
1023350.39,24.93,6.02,331702.61,8.08
1023350.39,24.93,6.02,331702.61,8.08
1023157.8,24.93,6.03,332273.22,8.1
1022863.33,24.93,6.02,332199.6,8.1
1022705.37,24.92,6.02,332046.58,8.09
1022927.57,24.93,6.03,333284.42,8.12
1023092.5,24.94,6.03,333284.21,8.12
1023087.88,24.95,6.04,333261.33,8.13
1022895.29,24.95,6.04,332848.92,8.12
1022741.68,24.95,6.04,332753.97,8.12
1022510.1,24.95,6.04,332670.84,8.12
1022350.56,24.95,6.05,332660.92,8.12
1022345.93,24.96,6.05,332648.85,8.12
1022147.1,24.95,6.05,332320.2,8.11
1022147.1,24.95,6.05,332320.2,8.11
1021954.51,24.96,6.05,332296.07,8.11
1021796.55,24.95,6.05,332144.68,8.11
1021603.96,24.95,6.05,332315.05,8.12
1021411.36,24.96,6.05,332151.45,8.12
1021411.36,24.96,6.05,332151.45,8.12
1021218.77,24.96,6.05,332176.06,8.12
1019711.09,24.97,6.06,332117.23,8.13
1019706.47,24.97,6.07,332157.54,8.13
1019532.72,24.98,6.07,332811.8,8.15
1019360.27,24.98,6.07,332299.82,8.14
1019600.39,24.99,6.08,332277.26,8.14
1019440.85,24.99,6.08,332274.14,8.14
1019436.22,24.99,6.09,332261.56,8.15
1019204.65,24.99,6.09,332063.12,8.14
1019012.06,24.99,6.09,332032.2,8.14
1018726.99,24.99,6.08,331913.14,8.14
1018726.99,24.99,6.08,331913.14,8.14
1018726.99,24.99,6.08,331913.14,8.14
1018726.99,24.99,6.08,331913.14,8.14
1018354.27,24.98,6.08,331897.38,8.14
1017616.96,24.99,6.08,331900.84,8.15
1017612.33,24.99,6.09,333050.04,8.18
1017607.7,25.0,6.09,333210.67,8.19
1017607.7,25.0,6.09,333210.67,8.19
1017415.11,25.0,6.09,333726.75,8.2
1017378.45,25.01,6.1,333518.41,8.2
1017083.98,25.0,6.09,333240.66,8.19
1017083.98,25.0,6.09,333240.66,8.19
1016924.43,25.0,6.1,333237.54,8.19
1017089.36,25.01,6.1,333237.34,8.19
1017089.36,25.01,6.1,333237.34,8.19
1018259.62,25.05,6.14,335671.42,8.26
1018255.0,25.05,6.14,335648.54,8.26
1018062.4,25.05,6.14,335617.62,8.26
1018247.74,25.06,6.15,335650.09,8.26
1018247.74,25.06,6.15,335650.09,8.26
1018055.15,25.06,6.15,336063.69,8.27
1018295.28,25.07,6.16,336042.87,8.27
1016787.6,25.08,6.18,335984.04,8.29
1016595.01,25.08,6.18,335864.92,8.29
1016437.04,25.08,6.17,335713.53,8.28
1016437.04,25.08,6.17,335713.53,8.28
1016064.33,25.08,6.17,335707.06,8.28
1016064.33,25.08,6.17,335707.06,8.28
1016064.33,25.08,6.17,335707.06,8.28
1016059.7,25.08,6.17,335698.16,8.29
1016145.54,25.09,6.18,337522.59,8.33
1015940.82,25.09,6.18,337793.0,8.34
1016549.44,25.11,6.2,337366.32,8.33
1016389.89,25.11,6.2,337372.49,8.33
1016197.3,25.11,6.2,337348.47,8.34
1016004.71,25.11,6.2,337355.71,8.34
1016244.84,25.12,6.21,337259.05,8.34
1016052.25,25.12,6.21,337250.03,8.34
1015764.32,25.12,6.21,337057.39,8.33
1015764.32,25.12,6.21,337057.39,8.33
1015600.0,25.12,6.21,338353.99,8.37
1015600.0,25.12,6.21,338353.99,8.37
1016185.39,25.14,6.23,338547.37,8.38
1016185.39,25.14,6.23,338547.37,8.38
1016025.84,25.14,6.23,338550.63,8.38
1016025.84,25.14,6.23,338550.63,8.38
1016021.21,25.15,6.24,339655.48,8.41
1016021.21,25.15,6.24,339655.48,8.41
1015828.62,25.15,6.24,339632.07,8.41
1015636.03,25.15,6.24,339614.04,8.41
1015272.74,25.14,6.24,339316.51,8.4
1015272.74,25.14,6.24,339316.51,8.4
1015645.22,25.15,6.25,340007.1,8.42
1015452.63,25.16,6.25,340058.76,8.42
1015725.8,25.17,6.26,340064.14,8.43
1015533.21,25.17,6.26,340004.22,8.43
1015068.38,25.16,6.25,339287.2,8.41
1014894.64,25.16,6.26,339980.16,8.43
1015086.33,25.18,6.27,339925.19,8.43
1014926.78,25.18,6.27,339931.36,8.43
1014926.78,25.18,6.27,339931.36,8.43
1014926.78,25.18,6.27,339931.36,8.43
1014922.15,25.18,6.27,339909.76,8.43
1014729.56,25.18,6.28,339883.43,8.44
1014245.07,25.18,6.27,339328.15,8.42
1014245.07,25.18,6.27,339328.15,8.42
1014240.44,25.18,6.27,339309.96,8.42
1013644.73,25.17,6.26,338659.58,8.41
1013644.73,25.17,6.26,338659.58,8.41
1013453.3,25.17,6.26,338130.4,8.4
1013080.58,25.17,6.26,338181.12,8.4
1013320.71,25.18,6.27,338158.02,8.4
1013316.08,25.18,6.27,338144.82,8.4
1013316.08,25.18,6.27,338144.82,8.4
1013311.46,25.19,6.28,338609.76,8.42
1013311.46,25.19,6.28,338609.76,8.42
1013443.34,25.19,6.28,339047.71,8.43
1013438.71,25.2,6.29,339554.63,8.44
1013144.24,25.19,6.28,339203.42,8.43
1013362.62,25.2,6.29,339198.35,8.44
1013170.03,25.2,6.29,339242.18,8.44
1013170.03,25.2,6.29,339242.18,8.44
1012851.2,25.2,6.29,338925.47,8.43
1012635.23,25.19,6.28,338612.81,8.42
1012635.23,25.19,6.28,338612.81,8.42
1012410.26,25.19,6.28,338756.09,8.43
1012305.19,25.19,6.28,337980.97,8.41
1012112.6,25.2,6.29,337958.15,8.41
1011920.01,25.2,6.29,337951.51,8.41
1010412.33,25.21,6.3,337892.68,8.43
1010412.33,25.21,6.3,337892.68,8.43
1010124.4,25.2,6.3,337868.21,8.43
1010525.88,25.22,6.31,337917.94,8.43
1010221.39,25.21,6.3,337889.92,8.43
1010225.46,25.21,6.3,337903.06,8.43
1010465.59,25.22,6.31,337879.37,8.43
1010246.0,25.22,6.31,337949.84,8.44
1010246.0,25.22,6.31,337949.84,8.44
1010053.41,25.22,6.31,338339.49,8.45
1009057.67,25.2,6.29,337343.75,8.42
1009279.88,25.21,6.3,337285.94,8.42
1009096.71,25.21,6.3,336920.17,8.42
1009096.71,25.21,6.3,336920.17,8.42
1009092.09,25.21,6.31,337025.37,8.42
1008890.07,25.22,6.31,336948.44,8.42
1008730.53,25.22,6.31,336954.62,8.42
1008537.94,25.22,6.31,336919.57,8.43
1008723.28,25.23,6.32,336803.47,8.42
1008491.7,25.23,6.32,336605.42,8.42
1008299.11,25.23,6.32,336596.11,8.42
1008106.52,25.23,6.32,336651.99,8.43
1008106.52,25.23,6.32,336651.99,8.43
1008101.89,25.24,6.33,338018.5,8.46
1007909.3,25.24,6.33,338754.18,8.48
1007873.68,25.24,6.33,338784.88,8.49
1007886.32,25.24,6.33,338832.42,8.49
1008151.45,25.26,6.35,338782.97,8.49
1007986.23,25.26,6.35,338782.08,8.49
1007787.96,25.26,6.35,338749.16,8.49
1007787.96,25.26,6.35,338749.16,8.49
1007783.33,25.27,6.36,339194.9,8.5
1007585.06,25.27,6.36,339253.75,8.51
1007386.79,25.27,6.36,339213.03,8.51
1007386.79,25.27,6.36,339213.03,8.51
1007170.82,25.26,6.36,338892.85,8.5
1006972.55,25.27,6.36,338865.59,8.5
1006774.28,25.27,6.36,339239.58,8.51
1006616.8,25.27,6.36,339098.08,8.51
1006377.74,25.27,6.36,338849.7,8.51
1006377.74,25.27,6.36,338849.7,8.51
1006542.67,25.28,6.37,338849.5,8.51
1006383.13,25.28,6.37,338848.6,8.51
1006378.5,25.29,6.38,338825.72,8.51
1006005.78,25.28,6.37,338270.22,8.5
1006001.16,25.28,6.38,338258.14,8.5
1005996.53,25.29,6.38,338298.46,8.5
1006236.66,25.3,6.39,338275.9,8.5
1006236.66,25.3,6.39,338275.9,8.5
1006236.66,25.3,6.39,338275.9,8.5
1006236.66,25.3,6.39,338275.9,8.5
1006044.07,25.3,6.39,338247.92,8.51
1005851.48,25.3,6.39,338238.62,8.51
1005846.85,25.31,6.4,338226.04,8.51
1005654.26,25.31,6.4,338277.71,8.51
1005366.33,25.3,6.39,338271.38,8.51
1005173.74,25.3,6.4,338211.45,8.51
1004999.99,25.31,6.4,338878.53,8.53
1004999.99,25.31,6.4,338878.53,8.53
1005191.68,25.32,6.41,338849.45,8.53
1005187.06,25.32,6.41,338832.29,8.54
1005187.06,25.32,6.41,338832.29,8.54
1005027.51,25.32,6.42,338835.55,8.54
1004834.92,25.33,6.42,338798.84,8.54
1004642.33,25.33,6.42,338902.83,8.54
1004449.74,25.33,6.42,338793.55,8.54
1004449.74,25.33,6.42,338793.55,8.54
1004449.74,25.33,6.42,338793.55,8.54
1004250.91,25.33,6.42,338481.6,8.54
1004250.91,25.33,6.42,338481.6,8.54
1004246.28,25.33,6.42,340297.29,8.58
1003883.56,25.32,6.42,339970.09,8.58
1003911.98,25.33,6.42,339980.73,8.58
1003316.27,25.32,6.41,339330.35,8.56
1003311.64,25.33,6.42,339308.46,8.57
1003496.98,25.33,6.43,339325.37,8.57
1003304.39,25.34,6.43,339443.8,8.57
1003130.64,25.34,6.43,339987.92,8.59
1003315.98,25.35,6.44,339958.32,8.59
1003556.11,25.36,6.45,339942.97,8.59
1003556.11,25.36,6.45,339942.97,8.59
1003551.48,25.36,6.45,340511.36,8.61
1003393.52,25.36,6.45,340358.5,8.6
1003388.89,25.36,6.45,340823.86,8.62
1003388.89,25.36,6.45,340823.86,8.62
1003520.77,25.37,6.46,341412.27,8.63
1003402.15,25.37,6.47,340945.84,8.62
1003242.6,25.38,6.47,340941.41,8.62
1002957.2,25.38,6.47,340725.2,8.62
1002957.2,25.38,6.47,340725.2,8.62
1002764.61,25.38,6.47,340696.18,8.62
1002572.02,25.38,6.47,340814.9,8.63
1002379.43,25.38,6.47,340763.59,8.63
1002186.84,25.38,6.47,340683.19,8.63
1001814.12,25.38,6.47,340959.3,8.64
1001814.12,25.38,6.47,340959.3,8.64
1001609.4,25.37,6.46,340589.28,8.63
1001494.77,25.38,6.47,340800.39,8.64
1001767.95,25.39,6.48,340805.72,8.64
1002003.65,25.4,6.49,341353.88,8.65
1001630.93,25.39,6.48,341325.14,8.65
1001471.39,25.39,6.48,341328.4,8.65
1001719.68,25.4,6.49,341391.09,8.66
1001348.8,25.4,6.49,341338.26,8.66
1001156.21,25.4,6.49,341314.86,8.66
1001156.21,25.4,6.49,341314.86,8.66
1001396.33,25.41,6.5,341292.96,8.66
1001396.33,25.41,6.5,341292.96,8.66
1001203.74,25.41,6.5,341274.93,8.66
1000396.46,25.39,6.49,340481.46,8.64
1000203.87,25.4,6.49,340520.49,8.65
999831.15,25.39,6.48,341080.17,8.66
999826.53,25.39,6.49,340740.24,8.65
999633.94,25.4,6.49,340848.39,8.66
999560.1,25.4,6.49,341660.34,8.68
999771.8,25.41,6.5,341434.92,8.68
999767.17,25.42,6.51,341227.97,8.68
999762.54,25.42,6.51,341203.19,8.68
999762.54,25.42,6.51,341203.19,8.68
999762.54,25.42,6.51,341203.19,8.68
998992.18,25.43,6.52,341140.91,8.68
999133.49,25.44,6.53,342292.59,8.71
998973.94,25.44,6.53,342288.17,8.72
998781.35,25.44,6.53,342259.14,8.72
998781.35,25.44,6.53,342360.19,8.72
998588.76,25.44,6.53,342371.29,8.72
998588.76,25.44,6.53,342371.29,8.72
998396.17,25.44,6.54,342363.66,8.73
998058.24,25.44,6.53,341708.28,8.71
998058.24,25.44,6.53,341708.28,8.71
998058.24,25.44,6.53,341708.28,8.71
997865.65,25.44,6.53,342522.49,8.73
997851.6,25.44,6.54,342540.33,8.73
998016.53,25.45,6.54,342540.12,8.74
998011.9,25.46,6.55,342517.24,8.74
998252.03,25.47,6.56,342585.3,8.74
998252.03,25.47,6.56,342585.3,8.74
998383.91,25.47,6.57,342557.96,8.74
998275.74,25.48,6.57,342503.7,8.74
998275.74,25.48,6.57,342503.7,8.74
998116.2,25.48,6.57,342500.58,8.74
997900.23,25.48,6.57,342419.45,8.74
998146.26,25.49,6.58,342328.09,8.74
998146.26,25.49,6.58,342328.09,8.74
998146.26,25.49,6.58,342328.09,8.74
997953.67,25.49,6.58,342302.34,8.74
998175.88,25.5,6.59,342245.99,8.74
997983.29,25.5,6.59,342264.0,8.75
997620.57,25.5,6.59,342647.94,8.76
997620.57,25.5,6.59,342647.94,8.76
997427.98,25.5,6.59,342616.76,8.76
997668.11,25.51,6.6,342605.55,8.76
997475.51,25.51,6.6,343491.67,8.78
997475.51,25.51,6.6,343491.67,8.78
997439.89,25.51,6.6,342925.87,8.77
997086.02,25.51,6.6,342709.94,8.77
996387.17,25.5,6.59,341938.28,8.75
996373.12,25.5,6.59,343467.45,8.79
996638.25,25.51,6.61,343923.82,8.8
996480.18,25.51,6.6,343772.08,8.8
996320.64,25.51,6.6,343778.25,8.8
996320.64,25.51,6.6,343823.4,8.8
996128.04,25.52,6.61,343786.07,8.81
996128.04,25.52,6.61,343786.07,8.81
995935.45,25.52,6.61,343838.25,8.81
995742.86,25.52,6.61,343853.17,8.81
995918.78,25.53,6.62,343837.65,8.81
996191.95,25.54,6.63,343842.97,8.81
995809.23,25.53,6.62,343861.19,8.82
995616.64,25.53,6.62,343819.47,8.82
995616.64,25.53,6.62,343819.47,8.82
995856.77,25.54,6.63,343791.81,8.82
995683.02,25.54,6.63,344385.25,8.84
995977.85,25.56,6.65,344419.42,8.84
995818.3,25.56,6.65,344418.52,8.84
995445.58,25.55,6.64,344394.33,8.84
995275.97,25.56,6.65,344394.21,8.84
995077.7,25.56,6.65,344293.0,8.84
994885.11,25.56,6.65,344259.85,8.84
994692.52,25.56,6.65,344319.46,8.85
994499.93,25.56,6.65,344284.17,8.85
994495.3,25.57,6.66,344275.54,8.85
994302.71,25.57,6.66,344242.22,8.85
994551.0,25.58,6.67,344333.03,8.86
994358.41,25.58,6.67,344803.54,8.87
993642.78,25.57,6.66,344106.1,8.85
992927.15,25.56,6.65,343351.75,8.84
992722.42,25.55,6.64,343239.15,8.84
992722.42,25.55,6.64,343239.15,8.84
991915.14,25.54,6.63,342445.68,8.82
991554.26,25.53,6.62,342369.99,8.82
990046.58,25.55,6.64,342311.16,8.83
990041.96,25.55,6.64,342288.89,8.83
988534.28,25.57,6.66,342230.06,8.85
987835.43,25.55,6.64,341549.41,8.84
988075.55,25.56,6.65,342072.03,8.85
987781.08,25.56,6.65,342060.1,8.85
987581.22,25.55,6.64,341758.9,8.84
987218.5,25.55,6.64,341340.97,8.83
987451.88,25.56,6.65,341428.19,8.84
987249.23,25.56,6.65,341397.26,8.84
987046.57,25.56,6.65,341427.43,8.84
987046.57,25.56,6.65,341382.28,8.84
987296.11,25.57,6.66,341373.49,8.84
987093.46,25.57,6.66,341349.5,8.84
986798.98,25.57,6.66,341380.37,8.85
986784.93,25.57,6.66,342523.94,8.88
986582.27,25.57,6.67,342614.89,8.88
986379.61,25.58,6.67,342510.43,8.88
985761.05,25.57,6.66,341936.92,8.87
985761.05,25.57,6.66,341936.92,8.87
985761.05,25.57,6.66,341990.02,8.87
985761.05,25.57,6.66,341990.02,8.87
985789.47,25.57,6.66,342000.66,8.87
985586.81,25.57,6.67,342180.18,8.88
985384.15,25.58,6.67,341983.2,8.88
985185.88,25.58,6.67,341931.99,8.88
984987.61,25.58,6.67,342807.96,8.9
984988.59,25.58,6.67,342808.87,8.9
984790.32,25.58,6.67,342322.59,8.89
984790.32,25.58,6.67,342322.59,8.89
984866.22,25.59,6.68,342723.2,8.9
984866.22,25.59,6.68,342723.2,8.9
984866.22,25.59,6.68,342723.2,8.9
985988.72,25.62,6.72,343899.59,8.94
985819.11,25.63,6.72,343903.69,8.94
985446.39,25.62,6.71,343507.42,8.93
985631.73,25.63,6.72,343465.28,8.93
985631.73,25.63,6.72,343465.28,8.93
985429.07,25.63,6.72,343430.81,8.93
985226.41,25.63,6.73,343457.85,8.94
985023.75,25.63,6.73,343439.02,8.94
985023.75,25.63,6.73,343439.02,8.94
984821.09,25.63,6.73,343418.82,8.94
984618.43,25.64,6.73,343490.83,8.94
984415.78,25.64,6.73,343409.6,8.94
984415.78,25.64,6.73,343409.6,8.94
984250.55,25.64,6.73,343412.86,8.95
984250.55,25.64,6.73,343412.86,8.95
984052.28,25.64,6.74,343383.46,8.95
983849.62,25.64,6.74,343379.23,8.95
983844.99,25.65,6.74,343416.39,8.95
983840.37,25.65,6.75,343396.17,8.95
983642.1,25.65,6.75,343445.65,8.96
983443.83,25.66,6.75,343412.1,8.96
983245.56,25.66,6.75,343495.49,8.96
983163.2,25.66,6.76,344349.71,8.99
982425.88,25.67,6.77,344353.16,9.0
982631.51,25.68,6.78,344121.29,8.99
982466.29,25.68,6.78,344113.96,9.0
982268.02,25.69,6.78,344087.63,9.0
982263.39,25.69,6.79,344060.59,9.0
982269.75,25.69,6.79,344062.65,9.0
982100.13,25.69,6.79,344057.39,9.0
981901.86,25.7,6.79,344153.96,9.01
981897.24,25.7,6.8,344745.01,9.02
981179.15,25.69,6.78,343990.66,9.01
980980.88,25.69,6.79,343938.2,9.01
980700.82,25.69,6.78,343552.99,9.0
980940.94,25.69,6.79,343741.9,9.0
980568.23,25.69,6.78,342954.7,8.98
980568.23,25.69,6.78,342954.7,8.98
980398.23,25.69,6.79,344261.35,9.02
980971.48,25.71,6.81,344411.04,9.03
980971.48,25.71,6.81,344411.04,9.03
980971.48,25.71,6.81,344411.04,9.03
980768.82,25.71,6.81,344385.26,9.03
980768.82,25.71,6.81,344385.26,9.03
980764.2,25.72,6.82,345919.22,9.07
980792.62,25.72,6.82,345929.86,9.07
980627.39,25.73,6.82,345936.03,9.08
980627.39,25.73,6.82,345936.03,9.08
980759.27,25.74,6.83,345902.31,9.08
980754.65,25.74,6.84,345890.23,9.08
980466.72,25.74,6.83,345442.45,9.07
980462.09,25.74,6.84,345482.76,9.07
980457.47,25.75,6.84,345456.59,9.07
979962.44,25.74,6.84,344611.62,9.05
979802.89,25.74,6.84,344617.79,9.05
978295.21,25.76,6.85,344558.97,9.07
978092.55,25.76,6.86,344599.42,9.08
977889.89,25.76,6.86,344575.31,9.08
