ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
973516.79,41.88,28.31,758507.31,32.63
973568.32,41.9,28.33,758506.94,32.64
973766.6,41.92,28.35,758506.94,32.65
973572.12,41.91,28.35,758364.66,32.65
973478.97,41.91,28.34,758257.03,32.64
973185.03,41.9,28.34,758328.7,32.65
973236.56,41.92,28.36,758328.7,32.66
973467.41,41.94,28.38,758466.91,32.68
973627.73,41.96,28.39,758423.8,32.68
973391.75,41.96,28.39,758344.09,32.69
973552.07,41.97,28.4,758341.0,32.69
973316.09,41.97,28.4,759662.09,32.76
973470.35,41.99,28.42,759961.07,32.78
973470.35,41.99,28.42,759741.74,32.77
973505.8,41.99,28.42,760180.69,32.79
973505.8,41.99,28.42,760108.93,32.78
973557.33,42.01,28.44,760108.7,32.8
973711.59,42.02,28.46,760108.33,32.81
973763.12,42.04,28.47,760108.33,32.82
973628.53,42.04,28.47,759823.14,32.81
973628.53,42.04,28.47,759605.91,32.8
973782.79,42.06,28.49,759605.91,32.81
973834.32,42.08,28.51,759907.4,32.83
973994.64,42.09,28.53,759831.76,32.84
973824.71,42.09,28.52,759976.07,32.85
973588.73,42.09,28.52,759884.99,32.85
973588.73,42.09,28.52,759874.01,32.85
973640.26,42.1,28.54,760100.34,32.87
973640.26,42.1,28.54,761297.94,32.92
973380.33,42.1,28.53,760843.33,32.91
973708.16,42.11,28.55,761156.57,32.92
973937.79,42.13,28.56,761566.46,32.94
974103.69,42.15,28.58,761565.86,32.95
974257.95,42.16,28.6,761565.86,32.96
974309.48,42.18,28.61,761565.86,32.97
974309.48,42.18,28.61,761540.5,32.97
974309.48,42.18,28.61,761567.9,32.97
974077.92,42.18,28.61,761639.21,32.98
974238.24,42.19,28.63,761601.2,32.99
974392.5,42.21,28.65,761597.47,32.99
974156.52,42.21,28.65,761717.67,33.01
973896.59,42.21,28.64,762649.71,33.05
973948.12,42.22,28.66,762267.83,33.05
974138.14,42.24,28.67,761661.78,33.03
973970.1,42.24,28.67,763007.36,33.09
974432.48,42.27,28.7,763147.9,33.1
974339.62,42.27,28.7,763040.26,33.1
974391.15,42.28,28.72,763040.04,33.11
974605.41,42.3,28.73,763039.67,33.12
974656.94,42.31,28.75,763039.67,33.13
974604.06,42.32,28.75,763046.78,33.13
974460.91,42.31,28.75,762905.55,33.13
974512.44,42.33,28.76,762913.02,33.14
974512.44,42.33,28.76,762893.82,33.14
974295.39,42.33,28.76,762879.43,33.14
974455.71,42.34,28.78,762879.23,33.15
974507.24,42.36,28.8,762879.23,33.16
974271.26,42.36,28.79,763651.56,33.2
974271.26,42.36,28.79,763673.2,33.2
974502.12,42.38,28.81,763576.76,33.21
974656.38,42.4,28.83,764118.22,33.24
974656.38,42.4,28.83,764515.81,33.26
974656.38,42.4,28.83,764497.19,33.26
974816.7,42.41,28.85,764496.98,33.26
974580.72,42.41,28.85,764496.59,33.27
974741.04,42.43,28.86,764496.59,33.28
974481.11,42.42,28.86,764173.69,33.27
974245.13,42.42,28.86,764411.08,33.28
974245.13,42.42,28.86,764445.31,33.29
974399.39,42.44,28.87,764527.59,33.3
974553.66,42.46,28.89,764538.24,33.31
974713.98,42.47,28.91,764410.2,33.31
974477.46,42.47,28.9,764162.51,33.3
974477.46,42.47,28.9,764163.55,33.3
974477.46,42.47,28.9,764133.41,33.3
974241.47,42.47,28.9,766835.94,33.43
974865.18,42.5,28.94,766225.49,33.41
975025.49,42.52,28.95,766225.29,33.41
975197.28,42.54,28.97,765823.51,33.41
975197.28,42.54,28.97,765856.15,33.41
975197.28,42.54,28.97,765857.42,33.41
975351.54,42.56,28.99,765857.03,33.42
975091.61,42.55,28.99,765857.03,33.42
975008.18,42.57,29.0,765838.67,33.43
975059.71,42.58,29.02,765904.94,33.45
974902.52,42.58,29.01,765748.79,33.44
974885.76,42.58,29.02,765682.51,33.44
974885.76,42.58,29.02,765759.54,33.45
974778.57,42.58,29.01,765653.24,33.45
974830.1,42.6,29.03,765685.56,33.46
974513.02,42.59,29.02,765368.23,33.45
974564.55,42.61,29.04,765335.91,33.46
974355.33,42.6,29.04,765802.24,33.48
974524.72,42.62,29.05,765584.63,33.48
974426.56,42.62,29.05,765623.07,33.49
974595.95,42.63,29.07,765431.28,33.48
974595.95,42.63,29.07,765396.9,33.48
974647.48,42.65,29.08,766722.1,33.55
974549.32,42.66,29.09,766578.08,33.55
974709.64,42.67,29.1,766577.87,33.56
974761.17,42.69,29.12,766577.48,33.57
974753.73,42.69,29.13,766577.48,33.57
974914.04,42.71,29.14,766600.34,33.58
974678.06,42.71,29.14,766598.68,33.59
974729.59,42.72,29.16,766584.07,33.6
974781.12,42.74,29.18,766577.48,33.61
974941.44,42.76,29.19,766577.48,33.62
974992.97,42.77,29.21,767765.36,33.68
975044.5,42.79,29.23,768075.06,33.71
975242.78,42.81,29.25,768074.47,33.72
975294.31,42.83,29.26,768074.47,33.73
975345.84,42.85,29.28,768074.47,33.74
975109.86,42.85,29.28,767849.66,33.74
975308.14,42.87,29.3,767925.78,33.75
975359.67,42.88,29.32,768024.78,33.77
975519.98,42.9,29.33,767983.42,33.77
975284.0,42.9,29.33,767849.66,33.77
975514.86,42.92,29.35,769396.18,33.85
975675.18,42.93,29.37,769597.35,33.87
975358.6,42.93,29.36,769287.87,33.86
975122.62,42.92,29.36,769017.39,33.85
975282.94,42.94,29.37,769017.18,33.86
975481.22,42.96,29.39,769016.79,33.87
975237.28,42.96,29.39,768663.51,33.86
975288.81,42.97,29.41,768663.51,33.87
975062.83,42.97,29.41,768688.08,33.88
974818.89,42.97,29.4,768785.26,33.89
974973.15,42.99,29.42,768796.26,33.9
975024.68,43.0,29.44,768796.36,33.91
975044.11,43.0,29.44,768818.8,33.91
975061.54,43.01,29.44,768822.25,33.91
974914.01,43.0,29.44,768678.7,33.91
974965.54,43.02,29.45,768643.03,33.92
975017.07,43.04,29.47,768643.03,33.93
975068.6,43.06,29.49,770282.94,34.01
975120.13,43.07,29.51,770282.72,34.03
975274.4,43.09,29.53,770282.34,34.04
975325.93,43.11,29.54,770282.34,34.05
975377.46,43.13,29.56,770282.34,34.06
975117.53,43.12,29.56,769933.08,34.05
975271.8,43.14,29.58,770234.57,34.07
975437.7,43.16,29.59,770107.76,34.07
975489.23,43.18,29.61,770392.09,34.1
975540.76,43.19,29.63,771121.82,34.14
975296.82,43.19,29.62,770799.68,34.13
975296.82,43.19,29.62,770841.86,34.14
975348.35,43.21,29.64,770841.64,34.15
975191.15,43.2,29.64,770684.89,34.14
974901.15,43.2,29.63,770394.89,34.13
974669.59,43.19,29.63,770397.59,34.14
974461.06,43.19,29.62,770144.66,34.13
974512.59,43.21,29.64,770144.29,34.15
974672.9,43.22,29.66,770144.29,34.15
974436.92,43.22,29.66,770144.29,34.16
974450.96,43.22,29.66,770274.45,34.17
974191.03,43.22,29.65,770399.65,34.18
973931.1,43.21,29.65,770123.78,34.17
974100.5,43.23,29.66,770177.31,34.18
974152.03,43.24,29.68,770190.02,34.19
974160.45,43.24,29.68,770192.88,34.19
974211.98,43.26,29.7,770261.91,34.2
974113.82,43.27,29.7,770237.96,34.21
974165.35,43.28,29.72,770491.82,34.23
974216.88,43.3,29.74,771324.52,34.28
974216.88,43.3,29.74,771241.5,34.28
974431.13,43.32,29.75,771240.9,34.28
974378.26,43.32,29.75,771240.9,34.29
974392.3,43.32,29.75,771258.34,34.29
974175.25,43.32,29.75,771276.05,34.3
974329.52,43.34,29.77,771270.91,34.31
974381.05,43.36,29.79,771270.21,34.32
974171.12,43.35,29.78,771387.57,34.33
974331.43,43.37,29.8,771351.43,34.33
974382.97,43.39,29.82,771338.09,34.34
974146.98,43.38,29.82,771258.34,34.35
974316.38,43.4,29.83,772059.38,34.39
974369.38,43.4,29.84,771454.55,34.37
974420.91,43.42,29.86,771342.16,34.37
974062.85,43.41,29.85,772395.41,34.43
974227.37,43.43,29.87,772328.04,34.43
974458.23,43.46,29.89,772327.44,34.44
974618.54,43.47,29.91,772327.44,34.45
974382.56,43.47,29.9,772327.44,34.46
974434.09,43.49,29.92,772362.58,34.47
974197.57,43.48,29.92,772331.31,34.47
974249.1,43.5,29.94,772333.78,34.49
974263.14,43.5,29.94,772456.02,34.49
974263.14,43.5,29.94,772620.63,34.5
974314.67,43.52,29.95,772614.28,34.51
974366.2,43.54,29.97,772614.28,34.52
974556.22,43.55,29.99,773586.41,34.57
974607.75,43.57,30.01,773983.44,34.6
974345.99,43.57,30.0,773733.74,34.6
974397.52,43.59,30.02,773733.52,34.61
974229.47,43.59,30.02,773598.11,34.61
974389.79,43.6,30.04,773597.74,34.62
974544.06,43.62,30.06,773597.74,34.63
974544.06,43.62,30.06,773587.79,34.63
974374.13,43.62,30.05,773619.67,34.63
974148.15,43.62,30.05,773605.7,34.64
974199.68,43.64,30.07,773595.72,34.65
974365.58,43.65,30.09,773587.79,34.66
974276.78,43.66,30.09,774003.38,34.68
974328.31,43.67,30.11,774189.45,34.7
974494.21,43.69,30.12,773907.55,34.7
974481.18,43.69,30.13,774913.05,34.75
974532.71,43.71,30.15,775015.6,34.76
974698.61,43.73,30.16,775021.62,34.77
974750.14,43.75,30.18,775015.0,34.78
974801.67,43.77,30.2,775015.0,34.8
974712.87,43.77,30.2,775015.0,34.8
974873.19,43.78,30.22,775051.14,34.81
975027.46,43.8,30.24,775076.81,34.82
975078.99,43.82,30.26,775112.21,34.84
975078.99,43.82,30.26,775159.25,34.84
974870.45,43.82,30.25,774817.32,34.83
974721.68,43.81,30.25,774672.98,34.82
974461.75,43.81,30.24,774626.75,34.82
974445.0,43.81,30.25,775498.98,34.87
974459.03,43.81,30.25,775515.82,34.87
974619.35,43.83,30.26,775551.56,34.88
974383.37,43.83,30.26,775397.57,34.88
974434.9,43.85,30.28,775732.93,34.91
974384.9,43.84,30.28,775682.93,34.9
974583.18,43.87,30.3,775682.33,34.91
974339.24,43.86,30.29,775682.33,34.92
974390.77,43.88,30.31,775686.78,34.93
974560.16,43.89,30.33,775682.33,34.94
974462.0,43.9,30.33,775682.33,34.94
974616.73,43.91,30.35,775757.12,34.95
974386.34,43.91,30.35,775693.53,34.96
974555.73,43.93,30.36,775682.33,34.96
974607.26,43.95,30.38,776278.33,35.0
974607.26,43.95,30.38,776490.33,35.01
974514.97,43.95,30.38,776904.97,35.04
974307.3,43.95,30.38,776663.22,35.03
974307.3,43.95,30.38,776812.45,35.04
974476.69,43.96,30.39,776564.39,35.03
974528.22,43.98,30.41,776975.35,35.06
974430.06,43.98,30.42,776983.26,35.07
974226.97,43.98,30.41,776792.69,35.07
974387.29,43.99,30.43,776792.49,35.07
974298.21,44.0,30.43,776792.1,35.08
974458.52,44.01,30.45,776792.1,35.09
974510.05,44.03,30.47,776792.1,35.1
974740.91,44.05,30.49,776836.29,35.11
974528.15,44.05,30.48,776791.53,35.11
974384.99,44.04,30.48,776633.89,35.11
974436.52,44.06,30.5,776659.56,35.12
974451.15,44.06,30.5,776662.89,35.12
974225.17,44.06,30.5,776593.02,35.12
974276.7,44.08,30.52,776602.21,35.14
974328.23,44.1,30.53,776593.02,35.15
974379.76,44.12,30.55,778159.95,35.23
974431.29,44.14,30.57,778159.73,35.25
974218.52,44.13,30.57,777838.03,35.24
974270.05,44.15,30.58,777837.66,35.25
974270.05,44.15,30.58,777951.87,35.25
974430.37,44.17,30.6,777951.87,35.26
974276.61,44.16,30.6,777724.3,35.25
974138.27,44.17,30.6,777769.79,35.26
974292.53,44.19,30.62,777742.12,35.27
974292.53,44.19,30.62,777943.19,35.28
974482.55,44.2,30.64,777925.37,35.29
974314.51,44.2,30.64,777925.37,35.29
974366.04,44.22,30.66,778809.38,35.35
974417.57,44.24,30.67,779120.4,35.37
974577.88,44.26,30.69,779290.27,35.39
974577.88,44.26,30.69,779207.05,35.39
974732.15,44.28,30.71,779206.45,35.4
974732.15,44.28,30.71,779166.76,35.39
974756.52,44.28,30.71,779317.09,35.4
974496.59,44.27,30.71,778706.67,35.38
974407.51,44.28,30.71,779268.71,35.41
974147.58,44.27,30.7,779268.71,35.41
974307.9,44.29,30.72,779268.71,35.42
974071.92,44.29,30.72,779449.3,35.44
974302.78,44.31,30.74,779276.4,35.44
974354.31,44.33,30.76,779268.71,35.45
974405.84,44.34,30.78,779268.71,35.46
974257.07,44.34,30.77,779111.07,35.46
974422.97,44.36,30.79,779111.07,35.47
974474.5,44.38,30.81,780049.41,35.52
974526.03,44.4,30.83,780289.7,35.55
974294.46,44.39,30.83,780092.1,35.55
974345.99,44.41,30.85,780091.88,35.56
974193.55,44.41,30.84,780237.33,35.57
974245.08,44.43,30.86,780236.96,35.58
974296.61,44.45,30.88,780236.96,35.59
974527.47,44.47,30.9,780236.96,35.6
974323.39,44.46,30.9,780004.63,35.6
974374.92,44.48,30.92,780327.6,35.62
974535.24,44.5,30.93,780300.21,35.63
974586.77,44.52,30.95,780653.62,35.66
974350.79,44.52,30.95,780531.13,35.66
974511.11,44.54,30.97,780845.98,35.68
974285.13,44.53,30.97,781401.09,35.72
974336.66,44.55,30.99,781400.86,35.73
974182.9,44.55,30.98,781085.29,35.72
974337.16,44.57,31.0,781105.93,35.73
974356.22,44.57,31.01,781109.42,35.73
974407.75,44.59,31.02,781121.52,35.75
974568.07,44.61,31.04,781126.18,35.75
974469.3,44.61,31.04,781052.02,35.75
974520.83,44.62,31.06,781067.62,35.77
974284.85,44.62,31.06,781031.02,35.77
974336.38,44.64,31.08,781544.46,35.81
974387.91,44.66,31.09,781921.32,35.84
974439.44,44.68,31.11,782338.01,35.87
974490.97,44.7,31.13,782337.79,35.88
974651.29,44.72,31.15,782337.41,35.89
974702.82,44.73,31.17,782337.41,35.91
974466.84,44.73,31.17,782337.41,35.91
974627.15,44.75,31.18,782543.52,35.93
974391.17,44.75,31.18,782545.48,35.94
974545.44,44.77,31.2,782622.72,35.95
974705.76,44.79,31.22,782632.92,35.96
974469.78,44.79,31.22,783648.93,36.02
974521.31,44.8,31.24,782473.65,35.98
974442.65,44.81,31.24,783453.33,36.03
974442.65,44.81,31.24,783544.96,36.03
974312.91,44.82,31.25,783384.71,36.04
974364.44,44.84,31.27,783384.49,36.05
974151.67,44.83,31.27,783261.37,36.05
974305.94,44.85,31.29,783261.0,36.06
974357.47,44.87,31.31,783261.0,36.07
974197.54,44.87,31.3,783236.97,36.07
974395.82,44.89,31.32,783344.51,36.09
974447.35,44.91,31.34,783452.9,36.11
974498.88,44.93,31.36,783681.34,36.13
974659.2,44.95,31.38,783619.26,36.14
974890.05,44.97,31.4,785262.85,36.22
974941.58,44.99,31.42,785262.63,36.23
974993.11,45.01,31.44,785262.26,36.25
975044.64,45.03,31.46,785262.26,36.26
974808.66,45.02,31.46,785035.47,36.26
974548.74,45.02,31.45,784397.17,36.24
974600.27,45.04,31.47,784397.17,36.25
974760.58,45.06,31.49,784397.17,36.26
974516.64,45.05,31.48,784533.82,36.27
974367.87,45.05,31.48,784388.16,36.26
974131.89,45.05,31.48,784663.49,36.28
974183.42,45.07,31.5,784925.58,36.31
973946.9,45.06,31.49,784659.9,36.3
973946.9,45.06,31.49,784778.87,36.31
973998.43,45.08,31.51,785184.45,36.34
974049.96,45.1,31.53,785523.78,36.37
974210.28,45.12,31.55,785523.57,36.38
974261.81,45.14,31.57,785523.18,36.39
974281.75,45.14,31.57,785525.82,36.39
974436.02,45.16,31.59,785525.82,36.4
974342.42,45.16,31.59,785435.03,36.4
974342.42,45.16,31.59,785422.34,36.4
974172.49,45.15,31.59,785473.53,36.41
974224.02,45.17,31.61,785453.69,36.42
974275.55,45.19,31.63,785452.52,36.43
974049.57,45.19,31.62,785422.34,36.44
974101.1,45.21,31.64,785422.34,36.45
974270.49,45.22,31.66,786426.03,36.51
974263.65,45.23,31.66,786087.02,36.49
974095.43,45.23,31.66,785422.34,36.47
974146.96,45.25,31.68,786680.44,36.54
974301.23,45.27,31.7,786679.84,36.55
974461.55,45.29,31.72,786679.84,36.56
974615.81,45.31,31.74,786679.84,36.57
974667.34,45.33,31.76,786774.41,36.59
974431.36,45.32,31.76,786742.58,36.59
974482.89,45.34,31.78,786731.01,36.61
974643.21,45.36,31.8,786708.96,36.61
974326.97,45.35,31.79,786391.64,36.61
974067.04,45.35,31.78,787395.4,36.66
974118.57,45.37,31.8,787403.46,36.67
973882.59,45.37,31.8,787255.65,36.67
974185.25,45.39,31.82,787654.8,36.7
974039.28,45.39,31.82,787510.76,36.7
974090.81,45.41,31.84,787510.53,36.71
974251.13,45.42,31.86,787510.16,36.72
974162.05,45.43,31.86,787510.16,36.72
974213.58,45.45,31.88,787510.16,36.74
974139.32,45.45,31.88,787585.2,36.74
974299.64,45.47,31.9,787635.21,36.75
973984.07,45.46,31.89,787317.89,36.75
973967.31,45.46,31.9,787267.87,36.75
973768.09,45.46,31.89,787267.87,36.75
973819.62,45.48,31.91,787743.54,36.79
973871.15,45.5,31.93,787887.03,36.81
974031.46,45.51,31.95,787267.87,36.79
974031.46,45.51,31.95,787147.6,36.78
973795.48,45.51,31.95,787577.67,36.81
973847.01,45.53,31.97,788300.47,36.86
973898.54,45.55,31.99,788300.24,36.87
974112.8,45.57,32.0,788299.87,36.87
974164.33,45.59,32.02,788299.87,36.89
974180.93,45.59,32.03,788299.87,36.89
974180.93,45.59,32.03,788448.04,36.9
974232.46,45.61,32.05,788531.85,36.92
974392.78,45.63,32.07,788497.69,36.93
974444.31,45.65,32.08,788577.27,36.94
974290.55,45.65,32.08,788448.04,36.94
974290.55,45.65,32.08,788592.56,36.95
974273.8,45.65,32.09,789424.9,36.99
974443.19,45.67,32.1,789103.73,36.98
974443.19,45.67,32.1,789138.71,36.98
974233.97,45.66,32.1,788668.82,36.97
974227.12,45.67,32.1,789925.28,37.03
974227.12,45.67,32.1,789933.74,37.03
974417.14,45.69,32.12,789831.35,37.03
974468.67,45.71,32.14,789831.13,37.05
974300.62,45.71,32.14,789781.81,37.05
974460.94,45.73,32.16,789781.43,37.06
974615.21,45.75,32.18,789781.43,37.07
974357.0,45.74,32.18,789872.93,37.08
974097.07,45.74,32.17,789916.35,37.09
974148.6,45.76,32.19,789908.62,37.1
974169.42,45.76,32.19,789921.09,37.1
973933.44,45.76,32.19,789899.57,37.11
973933.44,45.76,32.19,789887.02,37.11
973950.58,45.76,32.19,789889.63,37.11
974002.11,45.78,32.21,789880.54,37.12
974002.11,45.78,32.21,789865.22,37.12
974053.64,45.8,32.23,789860.14,37.14
974223.04,45.81,32.25,790841.01,37.19
974274.57,45.83,32.27,791136.4,37.22
974274.57,45.83,32.27,790711.83,37.2
974267.72,45.84,32.27,791187.77,37.22
974009.51,45.83,32.27,790909.26,37.22
974169.83,45.85,32.28,790909.06,37.23
974183.86,45.85,32.28,790939.93,37.23
974094.78,45.85,32.29,790939.54,37.23
974255.1,45.87,32.31,790939.54,37.24
974306.63,45.89,32.33,790991.44,37.26
974070.65,45.89,32.32,790963.77,37.26
973753.32,45.88,32.32,790634.36,37.25
973922.71,45.9,32.33,790617.86,37.26
973974.24,45.92,32.35,790612.11,37.27
974025.77,45.94,32.37,790616.62,37.29
974018.93,45.94,32.38,791566.76,37.34
974070.46,45.96,32.4,791811.32,37.36
973812.25,45.96,32.39,791360.26,37.35
973863.78,45.98,32.41,791727.52,37.38
973863.78,45.98,32.41,791863.8,37.39
974053.8,46.0,32.43,791863.21,37.39
974053.8,46.0,32.43,791850.91,37.39
973768.11,46.0,32.43,791850.91,37.4
973928.43,46.01,32.45,791862.98,37.41
974082.7,46.03,32.47,791859.68,37.42
973912.77,46.03,32.47,791850.91,37.43
973676.79,46.03,32.46,791850.91,37.43
973837.1,46.05,32.48,792392.13,37.47
973820.35,46.05,32.49,792753.07,37.49
973974.62,46.07,32.51,792992.06,37.51
974026.15,46.09,32.53,792764.13,37.52
974077.68,46.11,32.55,792703.28,37.53
974196.28,46.12,32.56,793524.6,37.57
974338.47,46.14,32.58,793410.91,37.57
974498.79,46.16,32.59,793410.71,37.58
974550.32,46.18,32.61,793410.32,37.6
974461.24,46.18,32.62,793410.32,37.6
974512.77,46.2,32.64,793410.32,37.62
974564.3,46.22,32.66,793410.32,37.63
974615.83,46.24,32.68,793716.77,37.66
974785.22,46.26,32.69,793479.97,37.65
974735.22,46.26,32.69,793429.97,37.65
974420.9,46.25,32.68,793122.16,37.64
974322.74,46.25,32.69,793052.51,37.65
974521.02,46.28,32.71,794417.54,37.72
974521.02,46.28,32.71,794316.09,37.72
974572.55,46.3,32.73,794580.25,37.75
974732.87,46.32,32.75,794580.05,37.75
974496.89,46.31,32.75,794579.66,37.76
974657.2,46.33,32.77,794579.66,37.77
974421.22,46.33,32.77,794817.04,37.79
974587.12,46.35,32.78,794661.55,37.79
974355.56,46.35,32.78,794767.1,37.81
974206.79,46.35,32.78,794622.91,37.8
974258.32,46.37,32.8,794491.6,37.81
974309.85,46.39,32.82,794568.47,37.83
974470.17,46.4,32.84,795593.15,37.89
974521.7,46.42,32.86,795377.34,37.89
974573.23,46.44,32.88,795564.78,37.91
974347.25,46.44,32.88,795416.15,37.91
974347.25,46.44,32.88,795621.71,37.92
974398.78,46.46,32.9,795621.48,37.94
974559.09,46.48,32.92,795621.11,37.95
974323.11,46.48,32.92,795621.11,37.96
974477.38,46.5,32.94,795635.97,37.97
974528.91,46.52,32.96,795635.22,37.98
974689.23,46.54,32.98,795761.62,38.0
974453.25,46.54,32.97,795737.2,38.01
974613.56,46.56,32.99,795752.3,38.01
974377.58,46.56,32.99,795621.11,38.02
974083.64,46.55,32.99,795189.8,38.0
974281.92,46.58,33.01,796452.22,38.07
974301.57,46.58,33.01,796455.77,38.07
974041.64,46.57,33.0,795920.5,38.05
974041.64,46.57,33.0,795609.96,38.04
974331.3,46.6,33.03,796540.61,38.1
974487.24,46.61,33.05,796541.07,38.1
974487.24,46.61,33.05,796743.91,38.11
974372.98,46.62,33.05,796743.37,38.12
974533.3,46.64,33.07,796742.85,38.13
974533.3,46.64,33.07,796712.71,38.13
974687.56,46.66,33.09,796712.71,38.14
974451.58,46.66,33.09,797113.55,38.17
974611.9,46.68,33.11,797060.31,38.17
974611.9,46.68,33.11,797092.95,38.17
974663.43,46.7,33.13,797042.6,38.19
974817.7,46.72,33.15,796914.08,38.19
974591.72,46.72,33.15,798574.47,38.28
974331.79,46.71,33.15,798217.56,38.27
974524.4,46.73,33.16,797686.69,38.25
974535.63,46.73,33.16,797726.0,38.25
974952.63,46.75,33.19,798808.22,38.31
974739.89,46.76,33.2,798352.12,38.3
974739.89,46.76,33.2,798331.8,38.3
974791.42,46.78,33.22,798331.57,38.31
974951.74,46.8,33.23,798331.2,38.32
975003.27,46.82,33.25,798331.2,38.34
975157.53,46.84,33.28,798331.2,38.35
975019.19,46.84,33.28,798339.02,38.36
975070.72,46.87,33.3,798336.87,38.37
974910.79,46.86,33.3,798331.2,38.37
974962.32,46.88,33.32,799100.6,38.43
975122.64,46.9,33.34,799090.69,38.43
975122.64,46.9,33.34,799113.62,38.44
974886.66,46.9,33.33,798432.74,38.41
975052.56,46.92,33.35,799783.03,38.49
974963.76,46.92,33.36,799608.78,38.48
975015.29,46.94,33.38,799608.55,38.5
975066.82,46.96,33.4,799608.18,38.51
975227.14,46.98,33.42,799608.18,38.52
975458.0,47.01,33.44,799608.18,38.53
975509.53,47.03,33.46,799745.99,38.55
975326.86,47.03,33.46,799478.53,38.55
975378.39,47.05,33.48,799646.11,38.57
975429.92,47.07,33.5,800025.07,38.6
975193.4,47.06,33.5,799572.73,38.59
974957.42,47.06,33.5,800546.77,38.64
975008.95,47.08,33.52,800643.1,38.66
975198.97,47.1,33.53,800642.5,38.67
975030.93,47.1,33.54,800642.5,38.68
975191.24,47.12,33.56,800642.5,38.69
974978.48,47.12,33.55,800495.28,38.68
975030.01,47.14,33.57,800528.62,38.7
974940.93,47.14,33.57,800503.55,38.71
975095.19,47.16,33.6,800495.28,38.72
974935.26,47.16,33.59,800838.19,38.74
974986.79,47.18,33.61,800504.66,38.74
975147.11,47.2,33.63,800495.28,38.75
974911.13,47.2,33.63,801772.63,38.82
974962.66,47.22,33.65,801769.53,38.83
975014.19,47.24,33.67,801809.32,38.85
975183.58,47.26,33.69,801808.73,38.85
975183.58,47.26,33.69,801685.82,38.85
974968.53,47.26,33.69,801685.82,38.86
975020.06,47.28,33.71,801685.82,38.87
975229.83,47.3,33.73,801688.85,38.88
975072.63,47.29,33.73,801531.22,38.87
975124.16,47.31,33.75,801529.56,38.89
975175.69,47.33,33.77,801528.82,38.91
975227.22,47.35,33.79,801528.19,38.92
975227.22,47.35,33.79,801498.04,38.92
975278.75,47.38,33.81,801498.04,38.93
975212.55,47.38,33.82,802781.45,39.01
975264.08,47.4,33.84,802960.79,39.03
975429.98,47.42,33.86,802960.19,39.04
975341.18,47.43,33.86,802960.19,39.04
975392.71,47.45,33.88,802960.19,39.06
975553.03,47.47,33.9,802994.17,39.07
975604.56,47.49,33.92,802992.25,39.09
975466.21,47.49,33.92,802960.19,39.09
975635.61,47.51,33.94,802960.19,39.1
975687.14,47.53,33.96,803440.86,39.14
975588.98,47.53,33.97,803397.07,39.14
975640.51,47.55,33.99,803775.65,39.18
975692.04,47.58,34.01,804240.62,39.21
975846.3,47.6,34.03,804240.02,39.23
975897.83,47.62,34.05,804240.02,39.24
976052.1,47.64,34.08,804240.02,39.26
976103.63,47.66,34.1,804240.02,39.27
976155.16,47.68,34.12,804541.52,39.3
976309.42,47.71,34.14,804637.28,39.32
976360.95,47.73,34.16,805058.12,39.35
976515.69,47.75,34.18,806111.54,39.42
976275.29,47.75,34.18,805930.71,39.42
976326.82,47.77,34.2,805930.49,39.43
976066.89,47.76,34.2,805363.94,39.41
975896.97,47.76,34.19,805475.14,39.42
976057.28,47.78,34.21,805474.76,39.43
975797.35,47.77,34.21,805200.9,39.42
975561.37,47.77,34.21,805200.9,39.43
975612.9,47.79,34.23,805200.9,39.45
975782.3,47.81,34.24,805254.42,39.45
975775.45,47.82,34.25,805219.93,39.46
975941.36,47.84,34.27,805200.9,39.47
975992.89,47.86,34.29,805200.9,39.48
975783.66,47.85,34.29,804842.59,39.47
975797.25,47.85,34.29,804845.16,39.47
975584.49,47.85,34.28,804871.23,39.48
975738.75,47.87,34.3,806079.04,39.55
975790.28,47.89,34.33,806468.91,39.58
975790.28,47.89,34.33,806482.81,39.58
976021.14,47.92,34.35,806482.21,39.59
976072.67,47.94,34.37,806482.21,39.61
976124.2,47.96,34.39,806482.21,39.62
975864.27,47.95,34.39,805789.6,39.6
975915.8,47.98,34.41,805789.6,39.61
976070.07,48.0,34.43,805966.01,39.63
976121.6,48.02,34.45,806197.92,39.66
975890.03,48.02,34.45,806507.67,39.69
976050.35,48.04,34.47,806393.22,39.69
976101.88,48.06,34.5,807063.32,39.74
976153.41,48.08,34.52,807063.09,39.75
976204.94,48.1,34.54,807062.72,39.77
975968.96,48.1,34.54,807773.48,39.81
976123.22,48.13,34.56,807773.48,39.83
976277.49,48.15,34.58,807773.48,39.84
