ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
951517.48,20.62,7.05,371536.18,8.05
951715.75,20.63,7.06,371983.74,8.06
951479.77,20.62,7.06,372002.83,8.06
951531.3,20.63,7.06,372028.95,8.06
951374.7,20.62,7.06,371646.46,8.06
951426.23,20.63,7.06,372888.91,8.09
951477.76,20.63,7.07,372857.64,8.09
951632.03,20.64,7.07,372857.04,8.09
951792.35,20.65,7.08,372857.04,8.09
951556.37,20.64,7.08,372857.04,8.09
951716.68,20.65,7.08,373171.17,8.1
951768.21,20.65,7.09,373094.96,8.1
951819.74,20.66,7.09,372998.8,8.1
951559.82,20.65,7.09,372880.42,8.09
951333.83,20.65,7.08,373752.39,8.11
951523.86,20.66,7.09,373131.69,8.1
951575.39,20.66,7.1,373142.74,8.1
951575.39,20.66,7.1,373138.13,8.1
951575.39,20.66,7.1,373085.48,8.1
951407.34,20.66,7.09,374096.82,8.12
951699.75,20.67,7.1,374149.89,8.13
951751.28,20.67,7.11,374149.67,8.13
951768.12,20.67,7.11,374169.18,8.13
951560.83,20.67,7.1,373919.07,8.12
951569.25,20.67,7.1,373984.31,8.12
951779.02,20.68,7.11,373983.94,8.12
951798.82,20.68,7.11,373987.51,8.12
951754.95,20.68,7.11,373987.51,8.12
951806.48,20.68,7.12,374007.28,8.13
951858.01,20.69,7.12,374023.33,8.13
951909.54,20.69,7.12,374071.29,8.13
952140.4,20.7,7.13,374071.2,8.13
952338.68,20.71,7.14,375187.89,8.16
952189.91,20.7,7.14,375030.25,8.15
951878.26,20.7,7.13,374722.28,8.15
951929.79,20.7,7.14,374857.77,8.15
951943.38,20.7,7.14,374897.47,8.15
951994.91,20.71,7.14,374897.25,8.15
952193.19,20.71,7.15,374896.87,8.16
951961.62,20.71,7.15,374837.19,8.16
951961.62,20.71,7.15,374779.82,8.15
951961.62,20.71,7.15,374735.47,8.15
951961.62,20.71,7.15,374772.89,8.15
952013.15,20.72,7.15,374779.07,8.16
952179.06,20.72,7.16,374773.7,8.16
951947.49,20.72,7.15,374772.89,8.16
951999.02,20.72,7.16,374772.89,8.16
952050.55,20.73,7.16,374772.89,8.16
952210.87,20.73,7.17,375761.78,8.18
952262.4,20.74,7.17,376237.1,8.19
952018.46,20.74,7.17,376413.99,8.2
951781.94,20.73,7.17,376110.48,8.19
951936.2,20.74,7.17,376109.88,8.19
951987.73,20.74,7.18,376109.88,8.19
951831.13,20.74,7.17,375698.56,8.19
951882.66,20.75,7.18,375698.56,8.19
951896.7,20.75,7.18,375701.14,8.19
952094.97,20.75,7.19,375808.68,8.19
951858.99,20.75,7.18,375826.25,8.19
952019.31,20.75,7.19,375782.4,8.19
951783.33,20.75,7.19,375733.4,8.19
952014.19,20.76,7.19,375718.7,8.19
952174.51,20.77,7.2,377099.47,8.22
952226.04,20.77,7.2,377564.29,8.24
952277.57,20.77,7.21,377564.06,8.24
952329.1,20.78,7.21,377563.69,8.24
952380.63,20.78,7.22,377563.69,8.24
952432.16,20.79,7.22,377563.69,8.24
952663.02,20.8,7.23,377886.66,8.25
952427.03,20.79,7.23,377653.05,8.24
952478.57,20.8,7.23,377949.81,8.25
952308.64,20.8,7.23,377559.21,8.24
952506.92,20.8,7.24,377707.04,8.25
952661.18,20.81,7.24,378405.75,8.27
952815.45,20.82,7.25,378405.15,8.27
952571.5,20.81,7.25,378445.65,8.27
952731.82,20.82,7.25,378445.65,8.27
952783.35,20.82,7.26,378445.65,8.27
952834.88,20.83,7.26,378445.65,8.27
952886.41,20.83,7.27,378489.65,8.27
952650.43,20.83,7.26,378451.17,8.27
952804.7,20.83,7.27,378445.65,8.28
952804.7,20.83,7.27,378488.28,8.28
952591.93,20.83,7.26,378341.83,8.27
952438.18,20.83,7.26,378104.21,8.27
952268.25,20.83,7.26,379075.46,8.29
952269.8,20.83,7.26,379142.29,8.29
952009.87,20.82,7.26,378571.89,8.28
952170.19,20.83,7.26,378617.05,8.28
952281.57,20.83,7.27,379142.46,8.29
951996.97,20.83,7.26,379201.04,8.3
952151.23,20.84,7.27,379200.44,8.3
952151.23,20.84,7.27,379387.39,8.3
952165.27,20.84,7.27,379435.18,8.3
952216.8,20.84,7.27,379435.18,8.3
952056.87,20.84,7.27,379759.24,8.31
952108.4,20.84,7.28,379759.24,8.31
951864.46,20.84,7.27,379407.6,8.31
951710.7,20.84,7.27,379124.62,8.3
951871.02,20.84,7.28,379124.62,8.3
951645.04,20.84,7.27,379170.9,8.3
951645.04,20.84,7.27,379396.34,8.31
951661.74,20.84,7.27,379398.93,8.31
951448.97,20.84,7.27,379170.5,8.3
951243.07,20.83,7.27,378979.42,8.3
951094.3,20.83,7.26,378833.6,8.3
951094.3,20.83,7.26,378833.6,8.3
951254.62,20.84,7.27,378794.5,8.3
951018.64,20.83,7.27,378787.32,8.3
950872.82,20.83,7.26,378644.46,8.3
950924.35,20.84,7.27,378644.46,8.3
950975.88,20.84,7.27,379862.66,8.32
951136.2,20.85,7.28,380000.79,8.33
950890.22,20.84,7.28,379869.15,8.33
950941.75,20.85,7.28,379868.92,8.33
951102.07,20.85,7.29,379868.55,8.33
951003.15,20.85,7.29,379772.44,8.33
951054.68,20.86,7.29,379772.44,8.33
950794.75,20.85,7.29,379480.37,8.32
950568.77,20.85,7.28,379480.37,8.32
950620.3,20.85,7.29,379548.42,8.33
950780.62,20.86,7.29,379512.46,8.33
950791.84,20.86,7.29,379549.85,8.33
950843.37,20.87,7.3,379607.52,8.33
950607.39,20.86,7.3,379517.75,8.33
950658.92,20.87,7.3,379517.75,8.33
950562.96,20.87,7.3,379452.84,8.33
950761.24,20.87,7.31,380810.33,8.36
950812.77,20.88,7.31,380810.1,8.36
950973.08,20.88,7.32,380809.73,8.36
951024.61,20.89,7.32,380809.73,8.36
951076.14,20.89,7.33,380809.73,8.37
951307.0,20.9,7.33,380947.54,8.37
951461.27,20.91,7.34,380904.73,8.37
951512.8,20.91,7.35,381103.6,8.38
951667.06,20.92,7.35,381841.34,8.39
951821.33,20.92,7.36,381840.74,8.39
952052.19,20.93,7.37,381840.74,8.4
952052.19,20.93,7.37,381840.74,8.4
952283.04,20.94,7.37,381875.59,8.4
952047.06,20.94,7.37,382684.23,8.42
952063.76,20.94,7.37,382686.84,8.42
952224.08,20.94,7.38,382681.16,8.42
952378.34,20.95,7.38,382659.11,8.42
952429.87,20.95,7.39,382651.99,8.42
952193.89,20.95,7.38,383901.32,8.45
952348.16,20.96,7.39,384561.56,8.46
952399.69,20.96,7.4,384852.24,8.47
952229.76,20.96,7.39,384483.37,8.46
952428.04,20.97,7.4,384482.77,8.46
952626.32,20.97,7.41,384482.77,8.46
952786.63,20.98,7.41,384499.82,8.47
952526.7,20.97,7.41,384045.28,8.46
952372.95,20.97,7.41,384209.99,8.46
952527.21,20.98,7.41,384213.6,8.46
952681.48,20.99,7.42,384199.94,8.46
952445.5,20.98,7.42,384192.93,8.46
952232.73,20.98,7.41,383967.06,8.46
952284.26,20.98,7.42,385146.37,8.49
952114.34,20.98,7.41,384663.02,8.48
952312.61,20.99,7.42,384614.39,8.48
952478.52,20.99,7.43,384633.7,8.48
952530.05,21.0,7.43,384633.47,8.48
952581.58,21.0,7.44,384633.1,8.48
952633.11,21.01,7.44,384633.1,8.48
952787.37,21.01,7.45,384633.1,8.48
952475.72,21.01,7.44,384325.12,8.48
952254.16,21.01,7.44,385304.02,8.5
952254.16,21.01,7.44,385304.02,8.5
952408.42,21.01,7.45,385605.51,8.51
952118.49,21.01,7.44,385585.71,8.51
952118.49,21.01,7.44,385585.71,8.51
952284.4,21.01,7.45,385458.89,8.51
952335.93,21.02,7.45,385743.23,8.51
952166.0,21.02,7.45,385395.87,8.51
952166.0,21.02,7.45,385227.29,8.5
952166.0,21.02,7.45,385227.29,8.5
951934.43,21.01,7.45,384768.27,8.49
951690.49,21.01,7.44,384704.28,8.49
951850.81,21.02,7.45,386381.9,8.53
951614.83,21.01,7.45,386144.89,8.53
951775.15,21.02,7.45,386144.68,8.53
951626.37,21.02,7.45,385999.01,8.52
951473.93,21.01,7.45,385944.29,8.52
951473.93,21.01,7.45,385944.29,8.52
951473.93,21.01,7.45,385944.29,8.52
951237.95,21.01,7.44,385943.9,8.52
951237.95,21.01,7.44,385943.9,8.52
951398.26,21.02,7.45,385943.9,8.53
951398.26,21.02,7.45,385943.9,8.53
951449.79,21.02,7.45,385943.9,8.53
951604.06,21.03,7.46,386077.83,8.53
951604.06,21.03,7.46,386077.83,8.53
951378.08,21.02,7.46,385958.55,8.53
951538.4,21.03,7.46,385958.77,8.53
951323.42,21.03,7.46,385703.76,8.53
951153.49,21.02,7.46,385255.89,8.52
950993.56,21.02,7.46,385397.71,8.52
950993.56,21.02,7.46,385386.31,8.52
951045.09,21.03,7.46,386324.44,8.54
951045.09,21.03,7.46,386324.44,8.54
950809.11,21.02,7.46,386435.32,8.54
950860.64,21.03,7.46,386377.03,8.54
950600.71,21.02,7.46,385774.81,8.53
950600.71,21.02,7.46,385774.81,8.53
950614.75,21.02,7.46,385819.9,8.53
951024.64,21.03,7.47,386818.76,8.56
951076.17,21.04,7.47,386818.53,8.56
951127.7,21.04,7.48,386818.16,8.56
951179.23,21.05,7.48,386818.16,8.56
951339.55,21.06,7.49,386818.16,8.56
951391.08,21.06,7.49,386818.16,8.56
951391.08,21.06,7.49,386757.32,8.56
951442.61,21.07,7.5,387372.28,8.58
951596.87,21.07,7.51,387489.1,8.58
951369.74,21.07,7.5,387186.87,8.57
951109.81,21.06,7.5,386798.87,8.57
950873.83,21.06,7.49,386651.11,8.56
950925.36,21.07,7.5,387140.77,8.58
950976.89,21.07,7.5,387140.55,8.58
951131.15,21.08,7.51,387140.18,8.58
951291.47,21.08,7.52,387140.18,8.58
951121.54,21.08,7.51,386623.8,8.57
951275.81,21.09,7.52,386702.55,8.57
951039.83,21.08,7.52,386686.54,8.57
951091.36,21.09,7.52,386674.97,8.57
950934.76,21.09,7.52,386847.64,8.58
951133.04,21.09,7.53,386796.47,8.58
951293.35,21.1,7.53,388222.32,8.61
951061.42,21.1,7.53,387864.26,8.6
950891.49,21.09,7.53,388095.62,8.61
950943.02,21.1,7.53,388455.98,8.62
950994.55,21.1,7.54,388455.75,8.62
950758.57,21.1,7.53,388197.51,8.62
950918.89,21.11,7.54,388197.14,8.62
950682.91,21.1,7.54,388197.14,8.62
950734.44,21.11,7.54,388197.14,8.62
950478.49,21.1,7.54,387995.67,8.61
950709.35,21.11,7.54,388048.36,8.62
950760.88,21.12,7.55,388100.89,8.62
950769.3,21.12,7.55,388175.92,8.62
950929.62,21.12,7.56,388177.98,8.62
950929.62,21.12,7.56,388379.9,8.63
950981.15,21.13,7.56,388529.12,8.63
951179.43,21.13,7.57,390036.63,8.67
951230.96,21.14,7.57,390036.03,8.67
951126.42,21.14,7.57,389928.39,8.67
951177.95,21.14,7.58,389928.39,8.67
951229.48,21.15,7.58,389928.39,8.67
951003.5,21.14,7.58,389619.85,8.66
950865.84,21.14,7.58,389223.13,8.65
950758.13,21.14,7.57,389239.95,8.66
950956.4,21.15,7.58,389254.19,8.66
950712.46,21.14,7.58,388769.46,8.65
950872.78,21.15,7.58,388757.24,8.65
950924.31,21.15,7.59,388759.41,8.65
950688.33,21.15,7.59,388755.22,8.65
950848.65,21.16,7.59,389822.72,8.67
950696.2,21.16,7.59,390026.38,8.68
950894.48,21.16,7.6,390380.14,8.69
950658.5,21.16,7.59,390120.38,8.68
950856.78,21.17,7.6,390119.78,8.68
950883.93,21.17,7.6,390155.39,8.69
950609.99,21.16,7.6,390255.0,8.69
950770.31,21.17,7.6,390255.0,8.69
950821.84,21.17,7.61,390255.0,8.69
950665.24,21.17,7.6,390037.77,8.69
950863.51,21.18,7.61,390063.14,8.69
950619.57,21.17,7.61,390037.88,8.69
950671.1,21.18,7.61,390214.98,8.69
950671.1,21.18,7.61,390210.43,8.69
950825.37,21.19,7.62,390253.28,8.7
950589.39,21.18,7.62,390138.57,8.69
950749.71,21.19,7.62,390033.21,8.69
950903.97,21.2,7.63,391876.69,8.73
950667.99,21.19,7.63,391620.53,8.73
950828.31,21.2,7.63,391620.33,8.73
950879.84,21.2,7.64,391619.94,8.73
950619.91,21.2,7.63,391123.82,8.72
950383.93,21.2,7.63,391123.82,8.72
950202.25,21.19,7.63,391089.94,8.72
950362.57,21.2,7.63,391089.94,8.72
950362.57,21.2,7.63,391122.91,8.72
950414.1,21.2,7.64,391217.84,8.73
950267.99,21.2,7.63,391060.2,8.72
950032.01,21.2,7.63,391036.37,8.73
950192.32,21.2,7.64,391017.8,8.73
950243.85,21.21,7.64,391024.2,8.73
950398.12,21.22,7.65,391061.02,8.73
950162.14,21.21,7.65,392203.71,8.76
950336.91,21.22,7.65,392289.35,8.76
950238.13,21.22,7.65,392195.6,8.76
950398.45,21.22,7.66,392195.39,8.76
950398.45,21.22,7.66,392195.39,8.76
950449.98,21.23,7.66,392195.0,8.76
950224.0,21.23,7.66,392195.0,8.76
950384.32,21.23,7.67,392223.92,8.76
950435.85,21.24,7.67,392218.79,8.76
950220.99,21.23,7.67,392015.28,8.76
950272.52,21.24,7.67,392023.59,8.76
949955.94,21.23,7.67,391706.26,8.76
949719.96,21.23,7.66,391679.3,8.76
949771.49,21.23,7.67,391674.16,8.76
949823.02,21.24,7.67,391674.16,8.76
950053.88,21.25,7.68,393100.23,8.79
949817.36,21.24,7.68,392797.0,8.79
949977.68,21.25,7.68,392796.8,8.79
949751.7,21.25,7.68,392796.41,8.79
949912.01,21.25,7.69,392850.33,8.79
949963.54,21.26,7.69,392816.34,8.79
949874.46,21.26,7.69,392903.74,8.79
949925.99,21.26,7.7,392804.64,8.79
950086.31,21.27,7.7,392812.06,8.79
950240.57,21.27,7.71,392959.3,8.8
950004.59,21.27,7.7,394679.72,8.84
950406.03,21.28,7.72,394822.9,8.84
950377.92,21.29,7.72,394467.7,8.83
950532.18,21.29,7.73,394467.11,8.84
950306.32,21.29,7.72,394215.81,8.83
950306.32,21.29,7.72,394295.44,8.83
950046.39,21.28,7.72,394295.44,8.83
950097.92,21.29,7.72,394295.44,8.84
950258.24,21.3,7.73,394338.86,8.84
950022.26,21.29,7.73,394344.98,8.84
950191.65,21.3,7.73,394307.74,8.84
949916.6,21.29,7.73,394295.44,8.84
949916.6,21.29,7.73,394256.34,8.84
949968.13,21.3,7.73,394256.34,8.84
950019.66,21.3,7.74,395054.54,8.86
950019.66,21.3,7.74,395054.54,8.86
950071.19,21.31,7.74,395215.39,8.86
950302.05,21.32,7.75,395208.73,8.87
950532.9,21.33,7.76,395208.13,8.87
950693.22,21.33,7.76,395208.13,8.87
950744.75,21.34,7.77,395208.13,8.87
950458.23,21.33,7.77,395210.1,8.87
950221.71,21.33,7.76,395228.28,8.87
950273.24,21.33,7.77,395223.59,8.87
950037.26,21.33,7.76,395216.44,8.87
950206.65,21.34,7.77,395456.61,8.88
950258.18,21.34,7.77,395563.68,8.88
950160.02,21.34,7.77,395569.05,8.88
950325.92,21.35,7.78,395210.1,8.88
950377.46,21.35,7.78,396660.36,8.91
950428.99,21.36,7.79,396660.14,8.91
950480.52,21.36,7.8,396659.77,8.91
950248.95,21.36,7.79,396425.78,8.91
950409.27,21.36,7.8,396425.78,8.91
950563.53,21.37,7.8,396425.78,8.91
950327.55,21.37,7.8,396529.99,8.92
950067.62,21.36,7.8,396454.85,8.91
950119.15,21.37,7.8,396430.86,8.92
950279.47,21.37,7.81,396425.78,8.92
950262.72,21.38,7.81,397369.99,8.94
950423.04,21.38,7.81,397395.4,8.94
950436.92,21.38,7.82,397438.56,8.94
950227.7,21.38,7.81,397647.41,8.95
950856.12,21.39,7.83,398244.0,8.96
951016.44,21.4,7.83,398243.79,8.96
950927.36,21.4,7.83,398243.4,8.96
951087.68,21.41,7.84,398243.4,8.96
951285.95,21.41,7.85,398295.52,8.97
951059.97,21.41,7.84,398254.61,8.97
951059.97,21.41,7.84,398254.61,8.97
951111.5,21.41,7.85,398243.4,8.97
951163.03,21.42,7.85,398243.4,8.97
950919.09,21.42,7.85,398658.98,8.98
951079.41,21.42,7.86,398575.37,8.98
951130.94,21.43,7.86,398763.23,8.98
951114.19,21.43,7.86,398243.4,8.97
951274.5,21.43,7.87,399763.89,9.01
951038.52,21.43,7.86,399519.26,9.0
951090.05,21.44,7.87,399519.04,9.0
951090.05,21.44,7.87,399510.49,9.0
951244.32,21.44,7.88,399510.12,9.01
951404.64,21.45,7.88,399510.12,9.01
951144.71,21.44,7.88,399553.55,9.01
951196.24,21.45,7.88,399545.82,9.01
951247.77,21.45,7.89,399541.31,9.01
951299.3,21.46,7.89,399581.59,9.01
951299.3,21.46,7.89,399547.9,9.01
951350.83,21.46,7.9,399695.55,9.02
951114.85,21.46,7.89,399476.44,9.01
951166.38,21.47,7.9,400692.2,9.04
950968.68,21.46,7.9,400486.34,9.04
951020.21,21.47,7.9,400486.12,9.04
951210.23,21.47,7.91,400485.74,9.04
951042.18,21.47,7.91,400485.74,9.04
951202.5,21.48,7.91,400534.49,9.04
951202.5,21.48,7.91,400409.51,9.04
950966.52,21.48,7.91,400382.63,9.04
951018.05,21.48,7.91,400367.15,9.04
951069.58,21.49,7.92,400360.77,9.04
951229.89,21.49,7.93,400360.77,9.05
951281.42,21.5,7.93,401457.12,9.07
951045.44,21.49,7.93,401309.41,9.07
951235.46,21.5,7.93,401059.75,9.06
951286.99,21.5,7.94,401059.52,9.07
951286.99,21.5,7.94,401195.33,9.07
951249.84,21.51,7.94,401816.06,9.08
951404.11,21.51,7.95,401815.69,9.09
951455.64,21.52,7.95,401815.69,9.09
951507.17,21.52,7.96,401815.69,9.09
951507.17,21.52,7.96,401792.62,9.09
951558.7,21.53,7.96,401792.62,9.09
951558.7,21.53,7.96,402008.97,9.09
951712.97,21.53,7.97,402594.81,9.11
951873.28,21.54,7.97,402545.39,9.11
951637.3,21.54,7.97,402370.08,9.11
951792.03,21.54,7.98,403674.38,9.14
951551.64,21.54,7.97,403440.5,9.13
951551.64,21.54,7.97,403433.07,9.13
951405.67,21.54,7.97,403290.35,9.13
951559.94,21.54,7.98,403289.76,9.13
951300.01,21.54,7.97,402770.67,9.12
951351.54,21.54,7.98,402770.67,9.12
951511.86,21.55,7.98,402770.67,9.12
951251.93,21.55,7.98,402785.1,9.12
950992.0,21.54,7.98,402828.52,9.12
951043.53,21.55,7.98,402820.79,9.13
951095.06,21.55,7.99,402816.29,9.13
951005.98,21.55,7.99,402785.1,9.13
951166.3,21.56,7.99,402809.41,9.13
951166.3,21.56,7.99,402809.41,9.13
951166.3,21.56,7.99,402809.41,9.13
951217.83,21.56,8.0,402811.35,9.13
950981.85,21.56,7.99,403991.85,9.16
950981.85,21.56,7.99,403991.85,9.16
951151.24,21.56,8.0,404024.42,9.16
951151.24,21.56,8.0,404024.42,9.16
951053.08,21.56,8.0,403911.36,9.16
951222.48,21.57,8.0,403910.76,9.16
951274.01,21.58,8.01,403910.76,9.16
951175.85,21.58,8.01,403910.76,9.16
951175.85,21.58,8.01,403910.76,9.16
951341.75,21.58,8.02,403969.92,9.16
951341.75,21.58,8.02,403969.92,9.16
951341.75,21.58,8.02,403914.54,9.16
951341.75,21.58,8.02,403914.54,9.16
951393.28,21.59,8.02,403882.69,9.16
951444.81,21.59,8.03,403872.01,9.17
951599.07,21.6,8.03,403946.44,9.17
951650.6,21.6,8.04,404119.6,9.17
951442.07,21.6,8.03,403926.42,9.17
951442.07,21.6,8.03,403992.56,9.17
951493.6,21.61,8.04,404595.06,9.19
951323.67,21.6,8.04,405297.71,9.2
951375.2,21.61,8.04,405297.48,9.21
951143.64,21.6,8.04,405068.02,9.2
951154.87,21.6,8.04,405071.14,9.2
951206.4,21.61,8.04,405070.77,9.2
951257.93,21.62,8.05,405070.77,9.2
951456.2,21.62,8.06,405070.77,9.21
951162.26,21.62,8.05,405072.59,9.21
951162.26,21.62,8.05,405213.96,9.21
951213.79,21.62,8.06,405212.15,9.21
951213.79,21.62,8.06,405202.3,9.21
951213.79,21.62,8.06,405172.16,9.21
951265.32,21.63,8.06,405172.16,9.21
951265.32,21.63,8.06,405202.87,9.21
951463.6,21.64,8.07,406377.65,9.24
951623.92,21.64,8.08,406515.37,9.24
951675.45,21.65,8.08,406515.14,9.25
951726.98,21.65,8.09,406514.77,9.25
951778.51,21.66,8.09,406514.77,9.25
951534.57,21.65,8.09,405882.97,9.24
951382.99,21.65,8.08,405725.33,9.23
951382.99,21.65,8.08,405706.98,9.23
951434.52,21.66,8.09,405706.98,9.23
951486.05,21.66,8.09,405706.98,9.24
951328.86,21.66,8.09,405572.23,9.23
951092.88,21.65,8.09,406018.13,9.24
951144.41,21.66,8.09,406018.13,9.25
951354.17,21.67,8.1,406946.11,9.27
951405.7,21.67,8.1,407520.87,9.28
951457.23,21.68,8.11,407520.64,9.28
951391.03,21.68,8.11,407366.34,9.28
951545.29,21.68,8.12,407365.97,9.28
951346.07,21.68,8.11,407409.44,9.28
951506.38,21.69,8.12,407409.44,9.29
951280.4,21.68,8.12,407448.62,9.29
951020.48,21.68,8.11,407424.54,9.29
951072.01,21.68,8.12,407422.16,9.29
951123.54,21.69,8.12,407409.44,9.29
951337.79,21.7,8.13,407859.98,9.3
951252.95,21.7,8.13,407709.53,9.3
951304.48,21.7,8.13,407951.92,9.31
951356.01,21.71,8.14,408358.45,9.32
951356.01,21.71,8.14,408358.45,9.32
951356.01,21.71,8.14,408358.45,9.32
951190.93,21.7,8.14,408547.76,9.32
951400.7,21.71,8.14,408547.17,9.32
951452.23,21.71,8.15,408547.17,9.32
951303.46,21.71,8.15,408404.01,9.32
951246.56,21.71,8.15,408404.01,9.32
951298.09,21.72,8.15,408429.86,9.32
951349.62,21.72,8.16,408465.11,9.33
951515.53,21.73,8.16,408427.85,9.33
951567.06,21.73,8.17,408482.2,9.33
951618.59,21.74,8.17,408660.5,9.34
951670.12,21.75,8.18,409245.36,9.35
951461.58,21.74,8.18,409880.43,9.37
951230.02,21.74,8.17,409667.25,9.36
951230.02,21.74,8.17,409628.33,9.36
951439.79,21.74,8.18,409627.73,9.36
951214.35,21.74,8.18,409627.73,9.36
951071.2,21.74,8.17,409470.09,9.36
951231.51,21.75,8.18,409470.09,9.36
951429.79,21.75,8.19,409491.66,9.36
951441.02,21.75,8.19,409505.85,9.36
951492.55,21.76,8.19,409488.13,9.36
951248.61,21.75,8.19,409484.28,9.36
951012.63,21.75,8.19,409484.28,9.37
951064.16,21.76,8.19,409484.28,9.37
951064.16,21.76,8.19,409517.89,9.37
951224.48,21.76,8.2,410177.63,9.38
951276.01,21.77,8.2,410243.7,9.39
951327.54,21.77,8.21,410177.44,9.39
951091.56,21.77,8.2,410484.52,9.4
951251.87,21.78,8.21,410484.32,9.4
951251.87,21.78,8.21,410605.12,9.4
951482.73,21.78,8.22,410604.73,9.4
951534.26,21.79,8.22,410604.73,9.4
951308.28,21.79,8.22,410626.15,9.4
951359.81,21.79,8.23,410620.15,9.41
951558.09,21.8,8.23,410604.73,9.41
951314.15,21.8,8.23,410604.73,9.41
951365.68,21.8,8.23,411287.54,9.42
951519.94,21.81,8.24,411520.22,9.43
951260.02,21.8,8.24,410894.45,9.42
951490.87,21.81,8.24,412132.06,9.45
951254.35,21.81,8.24,411790.89,9.44
951414.67,21.81,8.25,411790.69,9.44
951466.2,21.82,8.25,411790.3,9.44
951517.73,21.82,8.26,411790.3,9.44
951363.97,21.82,8.26,411698.37,9.44
951363.97,21.82,8.26,411651.24,9.44
951415.5,21.83,8.26,411651.24,9.44
951415.5,21.83,8.26,411607.18,9.44
951326.42,21.83,8.26,411607.18,9.44
951480.69,21.83,8.27,411897.14,9.45
951532.22,21.84,8.27,411607.18,9.45
951583.75,21.84,8.28,411607.18,9.45
951583.75,21.84,8.28,411659.85,9.45
951635.28,21.85,8.28,412837.45,9.48
951646.5,21.85,8.28,412840.01,9.48
951698.03,21.85,8.29,412839.79,9.48
951888.05,21.86,8.29,412839.42,9.48
951628.13,21.86,8.29,413027.82,9.49
951590.98,21.86,8.29,413027.82,9.49
951642.51,21.86,8.3,413047.92,9.49
951433.97,21.86,8.29,413027.92,9.49
951598.88,21.86,8.3,413059.7,9.49
951598.88,21.86,8.3,412976.09,9.49
951378.31,21.86,8.3,412944.2,9.49
951429.84,21.87,8.3,412944.2,9.49
951590.16,21.87,8.31,412944.2,9.49
951501.08,21.87,8.31,413690.43,9.51
951661.39,21.88,8.31,413679.0,9.51
951572.31,21.88,8.31,413502.37,9.51
951623.84,21.88,8.32,414082.62,9.52
951411.08,21.88,8.31,413923.14,9.52
951462.61,21.89,8.32,413922.92,9.52
951693.46,21.89,8.33,413922.54,9.52
951847.73,21.9,8.33,413922.54,9.52
952078.59,21.91,8.34,413946.97,9.53
952130.12,21.91,8.35,413964.86,9.53
952296.02,21.92,8.35,413922.54,9.53
952064.45,21.92,8.35,414872.77,9.55
952115.98,21.92,8.36,414681.94,9.55
952130.02,21.92,8.36,414686.74,9.55
952034.05,21.92,8.35,414623.37,9.55
952194.37,21.93,8.36,414887.13,9.55
951934.44,21.92,8.36,415572.97,9.57
951782.86,21.92,8.35,415415.33,9.57
951546.88,21.92,8.35,415172.75,9.56
951598.41,21.92,8.36,415172.53,9.56
951598.41,21.92,8.36,415371.75,9.57
951758.73,21.93,8.36,415371.37,9.57
951472.21,21.92,8.36,414807.23,9.56
951319.76,21.92,8.35,414925.93,9.56
951230.68,21.92,8.35,414925.93,9.56
951245.01,21.92,8.35,414973.34,9.56
951030.94,21.92,8.35,414731.15,9.56
951082.47,21.92,8.36,414731.15,9.56
951242.79,21.93,8.36,414841.38,9.56
951294.32,21.93,8.37,414883.59,9.57
951448.58,21.94,8.37,415057.44,9.57
951212.6,21.94,8.37,414731.15,9.56
951378.5,21.94,8.38,415911.28,9.59
951430.03,21.95,8.38,416209.25,9.6
951481.56,21.95,8.39,416209.02,9.6
951250.0,21.95,8.38,415990.33,9.6
951410.31,21.96,8.39,415989.96,9.6
951240.39,21.95,8.39,415846.17,9.6
951291.92,21.96,8.39,415846.17,9.6
951055.94,21.96,8.39,415846.17,9.6
951055.94,21.96,8.39,415839.3,9.6
951055.94,21.96,8.39,415704.07,9.6
951107.47,21.96,8.4,415704.07,9.6
951276.86,21.97,8.4,415821.52,9.6
951270.02,21.97,8.4,415710.75,9.6
951011.8,21.96,8.4,415704.07,9.6
951172.12,21.97,8.4,416529.45,9.62
951033.78,21.97,8.4,415975.44,9.61
951188.04,21.98,8.41,415785.28,9.61
951490.7,21.99,8.42,417349.94,9.64
951651.02,21.99,8.43,417349.73,9.64
951353.55,21.99,8.42,416953.86,9.64
951353.55,21.99,8.42,417097.98,9.64
951405.08,21.99,8.43,417097.59,9.64
951179.1,21.99,8.42,417097.59,9.64
951348.5,22.0,8.43,417116.84,9.64
951256.21,22.0,8.43,417097.59,9.64
951416.52,22.0,8.44,417097.59,9.65
951424.94,22.0,8.44,417128.81,9.65
951476.47,22.01,8.44,417128.81,9.65
