ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
677,1924,1550060,6212,1550060
677,1924,1550520,6212,1550520
677,1924,1550990,6212,1550990
677,1924,1551310,6212,1551310
677,1924,1551630,6212,1551630
677,1924,1551630,6212,1551630
678,1932,1552440,6212,1552440
678,1932,1552660,6212,1552660
678,1932,1552980,6212,1552980
678,1932,1553790,6212,1553790
678,1932,1554260,6212,1554260
678,1932,1554720,6212,1554720
678,1932,1554720,6212,1554720
678,1932,1555530,6212,1555530
678,1932,1556000,6212,1556000
678,1932,1556470,6212,1556470
678,1932,1557280,6212,1557280
678,1932,1558090,6212,1558090
678,1932,1558680,6212,1558680
678,1932,1559150,6212,1559150
679,1940,1559960,6212,1559960
679,1940,1560770,6212,1560770
679,1940,1561580,6212,1561580
679,1940,1562390,6212,1562390
679,1940,1562860,6212,1562860
679,1940,1563450,6212,1563450
679,1940,1563680,6212,1563680
679,1940,1564490,6212,1564490
679,1940,1565300,6212,1565300
680,1948,1566110,6212,1566110
680,1948,1566760,6212,1566760
680,1948,1567570,6212,1567570
680,1948,1567890,6212,1567890
680,1948,1568360,6212,1568360
680,1948,1568360,6212,1568360
680,1948,1569170,6212,1569170
680,1948,1569170,6212,1569170
680,1948,1569640,6212,1569640
680,1948,1570450,6212,1570450
680,1948,1570920,6212,1570920
680,1948,1571570,6212,1571570
680,1948,1572040,6212,1572040
681,1956,1572850,6212,1572850
681,1956,1573660,6212,1573660
681,1956,1573660,6212,1573660
681,1956,1574310,6212,1574310
681,1956,1574780,6212,1574780
681,1956,1575430,6212,1575430
681,1956,1575900,6212,1575900
681,1956,1576710,6212,1576710
681,1956,1577520,6212,1577520
681,1956,1578330,6212,1578330
681,1956,1578800,6212,1578800
681,1956,1578800,6212,1578800
682,1964,1579270,6212,1579270
682,1964,1579730,6212,1579730
682,1964,1580540,6212,1580540
682,1964,1581350,6212,1581350
682,1964,1581670,6212,1581670
682,1964,1582140,6212,1582140
682,1964,1582460,6212,1582460
682,1964,1583270,6212,1583270
682,1964,1584080,6212,1584080
682,1964,1584400,6212,1584400
682,1964,1584860,6212,1584860
682,1964,1585670,6212,1585670
682,1964,1586140,6212,1586140
682,1964,1586140,6212,1586140
683,1972,1586950,6212,1586950
683,1972,1586950,6212,1586950
683,1972,1587760,6212,1587760
683,1972,1588570,6212,1588570
683,1972,1589040,6212,1589040
683,1972,1589690,6212,1589690
683,1972,1589690,6212,1589690
683,1972,1589960,6212,1589960
683,1972,1590430,6212,1590430
683,1972,1591080,6212,1591080
683,1972,1591550,6212,1591550
683,1972,1591870,6212,1591870
683,1972,1592200,6212,1592200
683,1972,1593010,6212,1593010
683,1972,1593330,6212,1593330
683,1972,1593800,6212,1593800
683,1972,1594170,6212,1594170
683,1972,1594170,6212,1594170
684,1980,1594980,6212,1594980
684,1980,1595440,6212,1595440
684,1980,1596090,6212,1596090
684,1980,1596320,6212,1596320
684,1980,1596640,6212,1596640
684,1980,1597110,6212,1597110
684,1980,1597700,6212,1597700
684,1980,1598170,6212,1598170
684,1980,1598980,6212,1598980
684,1980,1599210,6212,1599210
684,1980,1600020,6212,1600020
684,1980,1600830,6212,1600830
685,1988,1601480,6212,1601480
685,1988,1601950,6212,1601950
685,1988,1602420,6212,1602420
685,1988,1602890,6212,1602890
685,1988,1603700,6212,1603700
685,1988,1604510,6212,1604510
685,1988,1604830,6212,1604830
685,1988,1605290,6212,1605290
685,1988,1605660,6212,1605660
685,1988,1606470,6212,1606470
685,1988,1606470,6212,1606470
685,1988,1606470,6212,1606470
685,1988,1606940,6212,1606940
685,1988,1607410,6212,1607410
686,1996,1608220,6212,1608220
686,1996,1608220,6212,1608220
686,1996,1608540,6212,1608540
686,1996,1608540,6212,1608540
686,1996,1608770,6212,1608770
686,1996,1608770,6212,1608770
686,1996,1609000,6212,1609000
686,1996,1609810,6212,1609810
686,1996,1610620,6212,1610620
686,1996,1611430,6212,1611430
686,1996,1611980,6212,1611980
686,1996,1612570,6212,1612570
686,1996,1612730,6212,1612730
686,1996,1613050,6212,1613050
686,1996,1613860,6212,1613860
686,1996,1613860,6212,1613860
687,2004,1614670,6212,1614670
687,2004,1615260,6212,1615260
687,2004,1615730,6212,1615730
687,2004,1615730,6212,1615730
687,2004,1615730,6212,1615730
687,2004,1615730,6212,1615730
687,2004,1616540,6212,1616540
687,2004,1617000,6212,1617000
687,2004,1617470,6212,1617470
687,2004,1618280,6212,1618280
687,2004,1619090,6212,1619090
687,2004,1619560,6212,1619560
687,2004,1620370,6212,1620370
687,2004,1620690,6212,1620690
687,2004,1621010,6212,1621010
688,2012,1621660,6212,1621660
688,2012,1622470,6212,1622470
688,2012,1622700,6212,1622700
688,2012,1623510,6212,1623510
688,2012,1623510,6212,1623510
688,2012,1624100,6212,1624100
688,2012,1624570,6212,1624570
688,2012,1625040,6212,1625040
688,2012,1625510,6212,1625510
688,2012,1626060,6212,1626060
688,2012,1626530,6212,1626530
688,2012,1627340,6212,1627340
689,2020,1628150,6212,1628150
689,2020,1628960,6212,1628960
689,2020,1629770,6212,1629770
689,2020,1630580,6212,1630580
689,2020,1631130,6212,1631130
689,2020,1631600,6212,1631600
689,2020,1632410,6212,1632410
689,2020,1632640,6212,1632640
689,2020,1633230,6212,1633230
689,2020,1633880,6212,1633880
690,2028,1634530,6212,1634530
690,2028,1634850,6212,1634850
690,2028,1635320,6212,1635320
690,2028,1636130,6212,1636130
690,2028,1636940,6212,1636940
690,2028,1637750,6212,1637750
690,2028,1638220,6212,1638220
690,2028,1638870,6212,1638870
690,2028,1638870,6212,1638870
690,2028,1639090,6212,1639090
690,2028,1639320,6212,1639320
690,2028,1639550,6212,1639550
690,2028,1639550,6212,1639550
690,2028,1639870,6212,1639870
690,2028,1640340,6212,1640340
690,2028,1641150,6212,1641150
690,2028,1641620,6212,1641620
691,2036,1642270,6212,1642270
691,2036,1642270,6212,1642270
691,2036,1642270,6212,1642270
691,2036,1643080,6212,1643080
691,2036,1643300,6212,1643300
691,2036,1644110,6212,1644110
691,2036,1644430,6212,1644430
691,2036,1644660,6212,1644660
691,2036,1645130,6212,1645130
691,2036,1645590,6212,1645590
691,2036,1645590,6212,1645590
691,2036,1645590,6212,1645590
691,2036,1645810,6212,1645810
691,2036,1646030,6212,1646030
691,2036,1646190,6212,1646190
691,2036,1646190,6212,1646190
691,2036,1646660,6212,1646660
691,2036,1647130,6212,1647130
691,2036,1647290,6212,1647290
691,2036,1648100,6212,1648100
691,2036,1648910,6212,1648910
691,2036,1649380,6212,1649380
691,2036,1649860,6212,1649860
692,2044,1650670,6212,1650670
692,2044,1651140,6212,1651140
692,2044,1651250,6212,1651250
692,2044,1652060,6212,1652060
692,2044,1652380,6212,1652380
692,2044,1652840,6212,1652840
692,2044,1653650,6212,1653650
692,2044,1654120,6212,1654120
692,2044,1654120,6212,1654120
692,2044,1654930,6212,1654930
692,2044,1655400,6212,1655400
692,2044,1656210,6212,1656210
692,2044,1656320,6212,1656320
692,2044,1656910,6212,1656910
693,2052,1657720,6212,1657720
693,2052,1658190,6212,1658190
693,2052,1659000,6212,1659000
693,2052,1659810,6212,1659810
693,2052,1660360,6212,1660360
693,2052,1661010,6212,1661010
693,2052,1661820,6212,1661820
693,2052,1662470,6212,1662470
694,2060,1663120,6212,1663120
694,2060,1663670,6212,1663670
694,2060,1663670,6212,1663670
694,2060,1664220,6212,1664220
694,2060,1664690,6212,1664690
694,2060,1664690,6212,1664690
694,2060,1665160,6212,1665160
694,2060,1665810,6212,1665810
694,2060,1666620,6212,1666620
694,2060,1667090,6212,1667090
694,2060,1667740,6212,1667740
694,2060,1668550,6212,1668550
694,2060,1668780,6212,1668780
695,2068,1669370,6212,1669370
695,2068,1669960,6212,1669960
695,2068,1670430,6212,1670430
695,2068,1670750,6212,1670750
695,2068,1670980,6212,1670980
695,2068,1671630,6212,1671630
695,2068,1672280,6212,1672280
695,2068,1672750,6212,1672750
695,2068,1672970,6212,1672970
695,2068,1673780,6212,1673780
695,2068,1674010,6212,1674010
695,2068,1674600,6212,1674600
695,2068,1675060,6212,1675060
696,2076,1675870,6212,1675870
696,2076,1676680,6212,1676680
696,2076,1677490,6212,1677490
696,2076,1678140,6212,1678140
696,2076,1678460,6212,1678460
696,2076,1678920,6212,1678920
696,2076,1678920,6212,1678920
696,2076,1679570,6212,1679570
696,2076,1679920,6212,1679920
696,2076,1679920,6212,1679920
696,2076,1680380,6212,1680380
696,2076,1681190,6212,1681190
696,2076,1681420,6212,1681420
696,2076,1681420,6212,1681420
696,2076,1681420,6212,1681420
696,2076,1681890,6212,1681890
696,2076,1682210,6212,1682210
696,2076,1682680,6212,1682680
696,2076,1683150,6212,1683150
697,2084,1683620,6212,1683620
697,2084,1683780,6212,1683780
697,2084,1684000,6212,1684000
697,2084,1684000,6212,1684000
697,2084,1684000,6212,1684000
697,2084,1684470,6212,1684470
697,2084,1684470,6212,1684470
697,2084,1684940,6212,1684940
697,2084,1684940,6212,1684940
697,2084,1685750,6212,1685750
697,2084,1686400,6212,1686400
697,2084,1686400,6212,1686400
697,2084,1686860,6212,1686860
697,2084,1687330,6212,1687330
697,2084,1687650,6212,1687650
697,2084,1687880,6212,1687880
697,2084,1688100,6212,1688100
697,2084,1688100,6212,1688100
697,2084,1688910,6212,1688910
697,2084,1688910,6212,1688910
697,2084,1689380,6212,1689380
697,2084,1690190,6212,1690190
697,2084,1690510,6212,1690510
697,2084,1690510,6212,1690510
697,2084,1690510,6212,1690510
697,2084,1690830,6212,1690830
698,2092,1691640,6212,1691640
698,2092,1692450,6212,1692450
698,2092,1693260,6212,1693260
698,2092,1693730,6212,1693730
698,2092,1694540,6212,1694540
698,2092,1694540,6212,1694540
698,2092,1695350,6212,1695350
698,2092,1696000,6212,1696000
698,2092,1696370,6212,1696370
698,2092,1696690,6212,1696690
698,2092,1697160,6212,1697160
698,2092,1697970,6212,1697970
699,2100,1698780,6212,1698780
699,2100,1699430,6212,1699430
699,2100,1699900,6212,1699900
699,2100,1700130,6212,1700130
699,2100,1700780,6212,1700780
699,2100,1701250,6212,1701250
699,2100,1702060,6212,1702060
699,2100,1702290,6212,1702290
699,2100,1702880,6212,1702880
699,2100,1703350,6212,1703350
699,2100,1703670,6212,1703670
699,2100,1703900,6212,1703900
699,2100,1704710,6212,1704710
700,2108,1705520,6212,1705520
700,2108,1705990,6212,1705990
700,2108,1706460,6212,1706460
700,2108,1706930,6212,1706930
700,2108,1707740,6212,1707740
700,2108,1708060,6212,1708060
700,2108,1708610,6212,1708610
700,2108,1709420,6212,1709420
700,2108,1709420,6212,1709420
700,2108,1709890,6212,1709890
700,2108,1709890,6212,1709890
700,2108,1710700,6212,1710700
700,2108,1711290,6212,1711290
701,2116,1712100,6212,1712100
701,2116,1712210,6212,1712210
701,2116,1713020,6212,1713020
701,2116,1713830,6212,1713830
701,2116,1714290,6212,1714290
701,2116,1714510,6212,1714510
701,2116,1714740,6212,1714740
701,2116,1715330,6212,1715330
701,2116,1715650,6212,1715650
701,2116,1716120,6212,1716120
701,2116,1716930,6212,1716930
701,2116,1717400,6212,1717400
701,2116,1717870,6212,1717870
701,2116,1718090,6212,1718090
701,2116,1718680,6212,1718680
701,2116,1719150,6212,1719150
702,2124,1719740,6212,1719740
702,2124,1719740,6212,1719740
702,2124,1720090,6212,1720090
702,2124,1720560,6212,1720560
702,2124,1721370,6212,1721370
702,2124,1721600,6212,1721600
702,2124,1722190,6212,1722190
702,2124,1722510,6212,1722510
702,2124,1723320,6212,1723320
702,2124,1723320,6212,1723320
702,2124,1723970,6212,1723970
702,2124,1724440,6212,1724440
702,2124,1724910,6212,1724910
702,2124,1725560,6212,1725560
702,2124,1726030,6212,1726030
703,2132,1726500,6212,1726500
703,2132,1727310,6212,1727310
703,2132,1727630,6212,1727630
703,2132,1728100,6212,1728100
703,2132,1728420,6212,1728420
703,2132,1728890,6212,1728890
703,2132,1728890,6212,1728890
703,2132,1729700,6212,1729700
703,2132,1729860,6212,1729860
703,2132,1730330,6212,1730330
703,2132,1730800,6212,1730800
703,2132,1731610,6212,1731610
703,2132,1732260,6212,1732260
703,2132,1732730,6212,1732730
703,2132,1733380,6212,1733380
703,2132,1733490,6212,1733490
704,2140,1733960,6212,1733960
704,2140,1733960,6212,1733960
704,2140,1734770,6212,1734770
704,2140,1735230,6212,1735230
704,2140,1735700,6212,1735700
704,2140,1736510,6212,1736510
704,2140,1736830,6212,1736830
704,2140,1737640,6212,1737640
704,2140,1737960,6212,1737960
704,2140,1738430,6212,1738430
704,2140,1739240,6212,1739240
704,2140,1740050,6212,1740050
704,2140,1740600,6212,1740600
704,2140,1740920,6212,1740920
705,2148,1741390,6212,1741390
705,2148,1741850,6212,1741850
705,2148,1742320,6212,1742320
705,2148,1743130,6212,1743130
705,2148,1743450,6212,1743450
705,2148,1744260,6212,1744260
705,2148,1744730,6212,1744730
705,2148,1745380,6212,1745380
705,2148,1745850,6212,1745850
705,2148,1746320,6212,1746320
705,2148,1747130,6212,1747130
706,2156,1747780,6212,1747780
706,2156,1748150,6212,1748150
706,2156,1748150,6212,1748150
706,2156,1748470,6212,1748470
706,2156,1749280,6212,1749280
706,2156,1749750,6212,1749750
706,2156,1750220,6212,1750220
706,2156,1750540,6212,1750540
706,2156,1751190,6212,1751190
706,2156,1751190,6212,1751190
706,2156,1752000,6212,1752000
706,2156,1752810,6212,1752810
706,2156,1752810,6212,1752810
706,2156,1753620,6212,1753620
706,2156,1754170,6212,1754170
707,2164,1754720,6212,1754720
707,2164,1755190,6212,1755190
707,2164,1756000,6212,1756000
707,2164,1756370,6212,1756370
707,2164,1756690,6212,1756690
707,2164,1757500,6212,1757500
707,2164,1757970,6212,1757970
707,2164,1758290,6212,1758290
707,2164,1759100,6212,1759100
707,2164,1759570,6212,1759570
707,2164,1760030,6212,1760030
707,2164,1760840,6212,1760840
708,2172,1761650,6212,1761650
708,2172,1762460,6212,1762460
708,2172,1762930,6212,1762930
708,2172,1763400,6212,1763400
708,2172,1764050,6212,1764050
708,2172,1764520,6212,1764520
708,2172,1764840,6212,1764840
708,2172,1765650,6212,1765650
708,2172,1766120,6212,1766120
708,2172,1766350,6212,1766350
708,2172,1766820,6212,1766820
708,2172,1766820,6212,1766820
708,2172,1767050,6212,1767050
708,2172,1767520,6212,1767520
709,2180,1767990,6212,1767990
709,2180,1768310,6212,1768310
709,2180,1768780,6212,1768780
709,2180,1769370,6212,1769370
709,2180,1769830,6212,1769830
709,2180,1769830,6212,1769830
709,2180,1770640,6212,1770640
709,2180,1771450,6212,1771450
709,2180,1771770,6212,1771770
709,2180,1772240,6212,1772240
709,2180,1773050,6212,1773050
709,2180,1773280,6212,1773280
709,2180,1773750,6212,1773750
709,2180,1774220,6212,1774220
710,2188,1775030,6212,1775030
710,2188,1775030,6212,1775030
710,2188,1775680,6212,1775680
710,2188,1776150,6212,1776150
710,2188,1776470,6212,1776470
710,2188,1777280,6212,1777280
710,2188,1778090,6212,1778090
710,2188,1778900,6212,1778900
710,2188,1778900,6212,1778900
710,2188,1779710,6212,1779710
710,2188,1780180,6212,1780180
710,2188,1780990,6212,1780990
710,2188,1781220,6212,1781220
711,2196,1782030,6212,1782030
711,2196,1782400,6212,1782400
711,2196,1782870,6212,1782870
711,2196,1783340,6212,1783340
711,2196,1783340,6212,1783340
711,2196,1783810,6212,1783810
711,2196,1784620,6212,1784620
711,2196,1785430,6212,1785430
711,2196,1785900,6212,1785900
711,2196,1786710,6212,1786710
711,2196,1787180,6212,1787180
711,2196,1787550,6212,1787550
712,2204,1788360,6212,1788360
712,2204,1788360,6212,1788360
712,2204,1788680,6212,1788680
712,2204,1789330,6212,1789330
712,2204,1790140,6212,1790140
712,2204,1790950,6212,1790950
712,2204,1790950,6212,1790950
712,2204,1791760,6212,1791760
712,2204,1791760,6212,1791760
712,2204,1792410,6212,1792410
712,2204,1792880,6212,1792880
712,2204,1793350,6212,1793350
712,2204,1793830,6212,1793830
712,2204,1794300,6212,1794300
712,2204,1794300,6212,1794300
712,2204,1794460,6212,1794460
713,2212,1795110,6212,1795110
713,2212,1795430,6212,1795430
713,2212,1796240,6212,1796240
713,2212,1796710,6212,1796710
713,2212,1797030,6212,1797030
713,2212,1797350,6212,1797350
713,2212,1798160,6212,1798160
713,2212,1798970,6212,1798970
713,2212,1799290,6212,1799290
713,2212,1799760,6212,1799760
713,2212,1799760,6212,1799760
713,2212,1799760,6212,1799760
713,2212,1800570,6212,1800570
713,2212,1801040,6212,1801040
713,2212,1801040,6212,1801040
713,2212,1801360,6212,1801360
713,2212,1801360,6212,1801360
713,2212,1801830,6212,1801830
714,2220,1802150,6212,1802150
714,2220,1802960,6212,1802960
714,2220,1803430,6212,1803430
714,2220,1803430,6212,1803430
714,2220,1803890,6212,1803890
714,2220,1803890,6212,1803890
714,2220,1803890,6212,1803890
714,2220,1803890,6212,1803890
714,2220,1804700,6212,1804700
714,2220,1805510,6212,1805510
714,2220,1806160,6212,1806160
714,2220,1806970,6212,1806970
714,2220,1807200,6212,1807200
714,2220,1807200,6212,1807200
714,2220,1808010,6212,1808010
714,2220,1808240,6212,1808240
715,2228,1809050,6212,1809050
715,2228,1809520,6212,1809520
715,2228,1809520,6212,1809520
715,2228,1810330,6212,1810330
715,2228,1811140,6212,1811140
715,2228,1811730,6212,1811730
715,2228,1812100,6212,1812100
715,2228,1812100,6212,1812100
715,2228,1812910,6212,1812910
715,2228,1812910,6212,1812910
715,2228,1812910,6212,1812910
715,2228,1813720,6212,1813720
715,2228,1813720,6212,1813720
715,2228,1814310,6212,1814310
715,2228,1814780,6212,1814780
716,2236,1815590,6212,1815590
716,2236,1816400,6212,1816400
716,2236,1817210,6212,1817210
716,2236,1817530,6212,1817530
716,2236,1817690,6212,1817690
716,2236,1817690,6212,1817690
716,2236,1818500,6212,1818500
716,2236,1819310,6212,1819310
716,2236,1819470,6212,1819470
716,2236,1819940,6212,1819940
716,2236,1820750,6212,1820750
716,2236,1820980,6212,1820980
716,2236,1821790,6212,1821790
717,2244,1822600,6212,1822600
717,2244,1823070,6212,1823070
717,2244,1823720,6212,1823720
717,2244,1823940,6212,1823940
717,2244,1824410,6212,1824410
717,2244,1824870,6212,1824870
717,2244,1825190,6212,1825190
717,2244,1826000,6212,1826000
717,2244,1826810,6212,1826810
717,2244,1827030,6212,1827030
717,2244,1827490,6212,1827490
717,2244,1828300,6212,1828300
717,2244,1829110,6212,1829110
717,2244,1829110,6212,1829110
717,2244,1829110,6212,1829110
717,2244,1829330,6212,1829330
718,2252,1829560,6212,1829560
718,2252,1830370,6212,1830370
718,2252,1830530,6212,1830530
718,2252,1830990,6212,1830990
718,2252,1831800,6212,1831800
718,2252,1832610,6212,1832610
718,2252,1833070,6212,1833070
718,2252,1833880,6212,1833880
718,2252,1834690,6212,1834690
718,2252,1835500,6212,1835500
718,2252,1835730,6212,1835730
718,2252,1836200,6212,1836200
718,2252,1836200,6212,1836200
719,2260,1836430,6212,1836430
719,2260,1837080,6212,1837080
719,2260,1837240,6212,1837240
719,2260,1837710,6212,1837710
719,2260,1838300,6212,1838300
719,2260,1838300,6212,1838300
719,2260,1839110,6212,1839110
719,2260,1839430,6212,1839430
719,2260,1839900,6212,1839900
719,2260,1840710,6212,1840710
719,2260,1840710,6212,1840710
719,2260,1841180,6212,1841180
719,2260,1841990,6212,1841990
719,2260,1842800,6212,1842800
719,2260,1843270,6212,1843270
720,2268,1843740,6212,1843740
720,2268,1843740,6212,1843740
720,2268,1844290,6212,1844290
720,2268,1845100,6212,1845100
720,2268,1845560,6212,1845560
720,2268,1846370,6212,1846370
720,2268,1846960,6212,1846960
720,2268,1847280,6212,1847280
720,2268,1848090,6212,1848090
720,2268,1848740,6212,1848740
720,2268,1849060,6212,1849060
720,2268,1849610,6212,1849610
720,2268,1849930,6212,1849930
721,2276,1850400,6212,1850400
721,2276,1851210,6212,1851210
721,2276,1852020,6212,1852020
721,2276,1852250,6212,1852250
721,2276,1852250,6212,1852250
721,2276,1853060,6212,1853060
721,2276,1853060,6212,1853060
721,2276,1853380,6212,1853380
721,2276,1854030,6212,1854030
721,2276,1854840,6212,1854840
721,2276,1855650,6212,1855650
721,2276,1855650,6212,1855650
721,2276,1856460,6212,1856460
721,2276,1856460,6212,1856460
722,2284,1857270,6212,1857270
722,2284,1857640,6212,1857640
722,2284,1857960,6212,1857960
722,2284,1858280,6212,1858280
722,2284,1859090,6212,1859090
722,2284,1859320,6212,1859320
722,2284,1859650,6212,1859650
722,2284,1859650,6212,1859650
722,2284,1860240,6212,1860240
722,2284,1861050,6212,1861050
722,2284,1861520,6212,1861520
722,2284,1861840,6212,1861840
722,2284,1862310,6212,1862310
722,2284,1862630,6212,1862630
722,2284,1863440,6212,1863440
722,2284,1863660,6212,1863660
723,2292,1864470,6212,1864470
723,2292,1865020,6212,1865020
723,2292,1865670,6212,1865670
723,2292,1866220,6212,1866220
723,2292,1867030,6212,1867030
723,2292,1867490,6212,1867490
723,2292,1867960,6212,1867960
723,2292,1868770,6212,1868770
723,2292,1868770,6212,1868770
723,2292,1868880,6212,1868880
723,2292,1869350,6212,1869350
723,2292,1869670,6212,1869670
723,2292,1869830,6212,1869830
723,2292,1870300,6212,1870300
724,2300,1871110,6212,1871110
724,2300,1871110,6212,1871110
724,2300,1871580,6212,1871580
724,2300,1871950,6212,1871950
724,2300,1872170,6212,1872170
724,2300,1872490,6212,1872490
724,2300,1872490,6212,1872490
724,2300,1872720,6212,1872720
724,2300,1873530,6212,1873530
724,2300,1874000,6212,1874000
724,2300,1874810,6212,1874810
724,2300,1875460,6212,1875460
724,2300,1875930,6212,1875930
724,2300,1876390,6212,1876390
724,2300,1877200,6212,1877200
725,2308,1878010,6212,1878010
725,2308,1878480,6212,1878480
725,2308,1878950,6212,1878950
725,2308,1879180,6212,1879180
725,2308,1879990,6212,1879990
725,2308,1880460,6212,1880460
725,2308,1880460,6212,1880460
725,2308,1880460,6212,1880460
725,2308,1881270,6212,1881270
725,2308,1881590,6212,1881590
725,2308,1881910,6212,1881910
725,2308,1882230,6212,1882230
725,2308,1882700,6212,1882700
725,2308,1883070,6212,1883070
725,2308,1883720,6212,1883720
725,2308,1884190,6212,1884190
726,2316,1884660,6212,1884660
726,2316,1885120,6212,1885120
726,2316,1885120,6212,1885120
726,2316,1885930,6212,1885930
726,2316,1886390,6212,1886390
726,2316,1886710,6212,1886710
726,2316,1887170,6212,1887170
726,2316,1887640,6212,1887640
726,2316,1887640,6212,1887640
726,2316,1888450,6212,1888450
726,2316,1888800,6212,1888800
726,2316,1889610,6212,1889610
726,2316,1890200,6212,1890200
726,2316,1891010,6212,1891010
727,2324,1891480,6212,1891480
727,2324,1892290,6212,1892290
727,2324,1892760,6212,1892760
727,2324,1892760,6212,1892760
727,2324,1893310,6212,1893310
727,2324,1893900,6212,1893900
727,2324,1894710,6212,1894710
727,2324,1895520,6212,1895520
727,2324,1895990,6212,1895990
727,2324,1896460,6212,1896460
727,2324,1897050,6212,1897050
727,2324,1897370,6212,1897370
728,2332,1898020,6212,1898020
728,2332,1898490,6212,1898490
728,2332,1899140,6212,1899140
728,2332,1899610,6212,1899610
728,2332,1900080,6212,1900080
728,2332,1900890,6212,1900890
728,2332,1901700,6212,1901700
728,2332,1902170,6212,1902170
728,2332,1902540,6212,1902540
728,2332,1903190,6212,1903190
728,2332,1903660,6212,1903660
728,2332,1903660,6212,1903660
728,2332,1903890,6212,1903890
728,2332,1903890,6212,1903890
729,2340,1904440,6212,1904440
729,2340,1905250,6212,1905250
729,2340,1905250,6212,1905250
729,2340,1905720,6212,1905720
729,2340,1905720,6212,1905720
729,2340,1906530,6212,1906530
729,2340,1907340,6212,1907340
729,2340,1907660,6212,1907660
729,2340,1908470,6212,1908470
729,2340,1909280,6212,1909280
729,2340,1909610,6212,1909610
729,2340,1910420,6212,1910420
730,2348,1911070,6212,1911070
730,2348,1911880,6212,1911880
730,2348,1912690,6212,1912690
730,2348,1912690,6212,1912690
730,2348,1912850,6212,1912850
730,2348,1913080,6212,1913080
730,2348,1913550,6212,1913550
730,2348,1914020,6212,1914020
730,2348,1914020,6212,1914020
730,2348,1914830,6212,1914830
730,2348,1915050,6212,1915050
730,2348,1915510,6212,1915510
730,2348,1915830,6212,1915830
730,2348,1915830,6212,1915830
730,2348,1916640,6212,1916640
730,2348,1917110,6212,1917110
730,2348,1917110,6212,1917110
730,2348,1917580,6212,1917580
730,2348,1918050,6212,1918050
731,2356,1918370,6212,1918370
731,2356,1918590,6212,1918590
731,2356,1918590,6212,1918590
731,2356,1919060,6212,1919060
731,2356,1919710,6212,1919710
731,2356,1920360,6212,1920360
731,2356,1920680,6212,1920680
731,2356,1921150,6212,1921150
731,2356,1921150,6212,1921150
731,2356,1921960,6212,1921960
731,2356,1922610,6212,1922610
731,2356,1923080,6212,1923080
731,2356,1923550,6212,1923550
732,2364,1924020,6212,1924020
732,2364,1924490,6212,1924490
732,2364,1925140,6212,1925140
732,2364,1925610,6212,1925610
732,2364,1926420,6212,1926420
732,2364,1926750,6212,1926750
732,2364,1927560,6212,1927560
732,2364,1927880,6212,1927880
732,2364,1928250,6212,1928250
732,2364,1929060,6212,1929060
732,2364,1929610,6212,1929610
732,2364,1929930,6212,1929930
732,2364,1930250,6212,1930250
732,2364,1930250,6212,1930250
733,2372,1931060,6212,1931060
733,2372,1931060,6212,1931060
733,2372,1931520,6212,1931520
733,2372,1932330,6212,1932330
733,2372,1933140,6212,1933140
733,2372,1933300,6212,1933300
733,2372,1933410,6212,1933410
733,2372,1933730,6212,1933730
733,2372,1934540,6212,1934540
733,2372,1935350,6212,1935350
733,2372,1935940,6212,1935940
733,2372,1936260,6212,1936260
733,2372,1937070,6212,1937070
733,2372,1937720,6212,1937720
734,2380,1938530,6212,1938530
734,2380,1939180,6212,1939180
734,2380,1939650,6212,1939650
734,2380,1940460,6212,1940460
734,2380,1940930,6212,1940930
734,2380,1941580,6212,1941580
734,2380,1941900,6212,1941900
734,2380,1942710,6212,1942710
734,2380,1943520,6212,1943520
734,2380,1944170,6212,1944170
735,2388,1944640,6212,1944640
735,2388,1945110,6212,1945110
735,2388,1945340,6212,1945340
735,2388,1945340,6212,1945340
735,2388,1945800,6212,1945800
735,2388,1945800,6212,1945800
735,2388,1946120,6212,1946120
735,2388,1946670,6212,1946670
735,2388,1947260,6212,1947260
735,2388,1947260,6212,1947260
735,2388,1948070,6212,1948070
735,2388,1948720,6212,1948720
735,2388,1949530,6212,1949530
735,2388,1949760,6212,1949760
735,2388,1950080,6212,1950080
735,2388,1950240,6212,1950240
735,2388,1950240,6212,1950240
735,2388,1950890,6212,1950890
736,2396,1951700,6212,1951700
736,2396,1952020,6212,1952020
736,2396,1952570,6212,1952570
736,2396,1952570,6212,1952570
736,2396,1952890,6212,1952890
736,2396,1953360,6212,1953360
736,2396,1954170,6212,1954170
736,2396,1954760,6212,1954760
736,2396,1954920,6212,1954920
736,2396,1955730,6212,1955730
