ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
659,1780,1564590,6212,1564590
659,1780,1565050,6212,1565050
659,1780,1565420,6212,1565420
659,1780,1566230,6212,1566230
659,1780,1567230,6212,1567230
659,1780,1567230,6212,1567230
659,1780,1568230,6212,1568230
659,1780,1568340,6212,1568340
659,1780,1568800,6212,1568800
659,1780,1569610,6212,1569610
659,1780,1570610,6212,1570610
659,1780,1570610,6212,1570610
659,1780,1571070,6212,1571070
659,1780,1571540,6212,1571540
660,1788,1572010,6212,1572010
660,1788,1572010,6212,1572010
660,1788,1572820,6212,1572820
660,1788,1573820,6212,1573820
660,1788,1573820,6212,1573820
660,1788,1573820,6212,1573820
660,1788,1574820,6212,1574820
660,1788,1575820,6212,1575820
660,1788,1576820,6212,1576820
660,1788,1577630,6212,1577630
661,1796,1578630,6212,1578630
661,1796,1578850,6212,1578850
661,1796,1582850,6212,1582850
661,1796,1583660,6212,1583660
661,1796,1584470,6212,1584470
661,1796,1584940,6212,1584940
661,1796,1584940,6212,1584940
661,1796,1585750,6212,1585750
661,1796,1586070,6212,1586070
662,1804,1587070,6212,1587070
662,1804,1588070,6212,1588070
662,1804,1588070,6212,1588070
662,1804,1589070,6212,1589070
662,1804,1589070,6212,1589070
662,1804,1590070,6212,1590070
662,1804,1590070,6212,1590070
662,1804,1591070,6212,1591070
662,1804,1591540,6212,1591540
662,1804,1592540,6212,1592540
662,1804,1592910,6212,1592910
662,1804,1592910,6212,1592910
662,1804,1592910,6212,1592910
662,1804,1593910,6212,1593910
663,1812,1594910,6212,1594910
664,1820,1595910,6212,1595910
664,1820,1596910,6212,1596910
664,1820,1597910,6212,1597910
664,1820,1597910,6212,1597910
664,1820,1598910,6212,1598910
664,1820,1598910,6212,1598910
664,1820,1598910,6212,1598910
664,1820,1599720,6212,1599720
664,1820,1599880,6212,1599880
664,1820,1600110,6212,1600110
664,1820,1601110,6212,1601110
664,1820,1602110,6212,1602110
664,1820,1602920,6212,1602920
664,1820,1602920,6212,1602920
664,1820,1603920,6212,1603920
664,1820,1604920,6212,1604920
664,1820,1605920,6212,1605920
664,1820,1606920,6212,1606920
664,1820,1607730,6212,1607730
665,1828,1608730,6212,1608730
665,1828,1608960,6212,1608960
665,1828,1608960,6212,1608960
665,1828,1609960,6212,1609960
665,1828,1610430,6212,1610430
665,1828,1611430,6212,1611430
665,1828,1612240,6212,1612240
665,1828,1612710,6212,1612710
665,1828,1613710,6212,1613710
665,1828,1614710,6212,1614710
666,1836,1615710,6212,1615710
666,1836,1616710,6212,1616710
666,1836,1618710,6212,1618710
666,1836,1619520,6212,1619520
666,1836,1619520,6212,1619520
666,1836,1620520,6212,1620520
666,1836,1620680,6212,1620680
666,1836,1621680,6212,1621680
666,1836,1622680,6212,1622680
666,1836,1623150,6212,1623150
667,1844,1623610,6212,1623610
667,1844,1624610,6212,1624610
667,1844,1624610,6212,1624610
667,1844,1624610,6212,1624610
667,1844,1625420,6212,1625420
667,1844,1626230,6212,1626230
667,1844,1626700,6212,1626700
667,1844,1627350,6212,1627350
667,1844,1627350,6212,1627350
667,1844,1628350,6212,1628350
668,1852,1636350,6212,1636350
668,1852,1637160,6212,1637160
668,1852,1637480,6212,1637480
668,1852,1638290,6212,1638290
669,1860,1638760,6212,1638760
669,1860,1639760,6212,1639760
669,1860,1640570,6212,1640570
669,1860,1641570,6212,1641570
669,1860,1642570,6212,1642570
669,1860,1643570,6212,1643570
669,1860,1643570,6212,1643570
669,1860,1643790,6212,1643790
669,1860,1644250,6212,1644250
669,1860,1645060,6212,1645060
670,1868,1646060,6212,1646060
670,1868,1650060,6212,1650060
671,1876,1651060,6212,1651060
671,1876,1652060,6212,1652060
671,1876,1652060,6212,1652060
671,1876,1653060,6212,1653060
671,1876,1653530,6212,1653530
671,1876,1654530,6212,1654530
671,1876,1655340,6212,1655340
671,1876,1655990,6212,1655990
671,1876,1656260,6212,1656260
671,1876,1656260,6212,1656260
671,1876,1656480,6212,1656480
672,1884,1657480,6212,1657480
672,1884,1658480,6212,1658480
672,1884,1659480,6212,1659480
672,1884,1660480,6212,1660480
672,1884,1661480,6212,1661480
672,1884,1662480,6212,1662480
672,1884,1663480,6212,1663480
672,1884,1663480,6212,1663480
672,1884,1664290,6212,1664290
672,1884,1664760,6212,1664760
672,1884,1665410,6212,1665410
673,1892,1666220,6212,1666220
673,1892,1667220,6212,1667220
673,1892,1668030,6212,1668030
673,1892,1668500,6212,1668500
673,1892,1668820,6212,1668820
673,1892,1669290,6212,1669290
673,1892,1670290,6212,1670290
673,1892,1670290,6212,1670290
673,1892,1671290,6212,1671290
673,1892,1672100,6212,1672100
673,1892,1672570,6212,1672570
673,1892,1673570,6212,1673570
674,1900,1674570,6212,1674570
674,1900,1675570,6212,1675570
674,1900,1676570,6212,1676570
674,1900,1677570,6212,1677570
674,1900,1679570,6212,1679570
675,1908,1680380,6212,1680380
675,1908,1681380,6212,1681380
675,1908,1681700,6212,1681700
675,1908,1682170,6212,1682170
675,1908,1682980,6212,1682980
675,1908,1682980,6212,1682980
675,1908,1683790,6212,1683790
675,1908,1684790,6212,1684790
675,1908,1685790,6212,1685790
675,1908,1685790,6212,1685790
675,1908,1686600,6212,1686600
676,1916,1687600,6212,1687600
676,1916,1689600,6212,1689600
676,1916,1689600,6212,1689600
676,1916,1690600,6212,1690600
677,1924,1698600,6212,1698600
677,1924,1699600,6212,1699600
677,1924,1700600,6212,1700600
677,1924,1701410,6212,1701410
678,1932,1702060,6212,1702060
678,1932,1702060,6212,1702060
678,1932,1703060,6212,1703060
678,1932,1704060,6212,1704060
678,1932,1704530,6212,1704530
678,1932,1705530,6212,1705530
678,1932,1706340,6212,1706340
678,1932,1706810,6212,1706810
678,1932,1707620,6212,1707620
679,1940,1708620,6212,1708620
679,1940,1709270,6212,1709270
679,1940,1709270,6212,1709270
679,1940,1710270,6212,1710270
679,1940,1710270,6212,1710270
679,1940,1711270,6212,1711270
679,1940,1711740,6212,1711740
679,1940,1711740,6212,1711740
679,1940,1712740,6212,1712740
679,1940,1713060,6212,1713060
679,1940,1713530,6212,1713530
679,1940,1713530,6212,1713530
679,1940,1714340,6212,1714340
679,1940,1714500,6212,1714500
679,1940,1715500,6212,1715500
680,1948,1716500,6212,1716500
680,1948,1717500,6212,1717500
680,1948,1718500,6212,1718500
680,1948,1719500,6212,1719500
680,1948,1719500,6212,1719500
680,1948,1720310,6212,1720310
680,1948,1721120,6212,1721120
680,1948,1722120,6212,1722120
680,1948,1723120,6212,1723120
680,1948,1723120,6212,1723120
680,1948,1723120,6212,1723120
681,1956,1723590,6212,1723590
681,1956,1724590,6212,1724590
681,1956,1724820,6212,1724820
681,1956,1725820,6212,1725820
681,1956,1726820,6212,1726820
681,1956,1727470,6212,1727470
681,1956,1727700,6212,1727700
681,1956,1728290,6212,1728290
681,1956,1729290,6212,1729290
681,1956,1730290,6212,1730290
682,1964,1730760,6212,1730760
682,1964,1731760,6212,1731760
682,1964,1731990,6212,1731990
682,1964,1732800,6212,1732800
682,1964,1733450,6212,1733450
682,1964,1733450,6212,1733450
682,1964,1733450,6212,1733450
682,1964,1733770,6212,1733770
682,1964,1734770,6212,1734770
682,1964,1735580,6212,1735580
682,1964,1736580,6212,1736580
682,1964,1737580,6212,1737580
683,1972,1738580,6212,1738580
683,1972,1739390,6212,1739390
683,1972,1740200,6212,1740200
683,1972,1741200,6212,1741200
683,1972,1741520,6212,1741520
683,1972,1742330,6212,1742330
683,1972,1742800,6212,1742800
683,1972,1742800,6212,1742800
683,1972,1743800,6212,1743800
683,1972,1744800,6212,1744800
684,1980,1745270,6212,1745270
684,1980,1746270,6212,1746270
684,1980,1746590,6212,1746590
684,1980,1746590,6212,1746590
684,1980,1747400,6212,1747400
684,1980,1747870,6212,1747870
684,1980,1748870,6212,1748870
684,1980,1749460,6212,1749460
684,1980,1750460,6212,1750460
684,1980,1751460,6212,1751460
684,1980,1751930,6212,1751930
684,1980,1751930,6212,1751930
684,1980,1751930,6212,1751930
685,1988,1752400,6212,1752400
685,1988,1753400,6212,1753400
685,1988,1754400,6212,1754400
685,1988,1755400,6212,1755400
685,1988,1756210,6212,1756210
685,1988,1757210,6212,1757210
685,1988,1758210,6212,1758210
685,1988,1758860,6212,1758860
686,1996,1759860,6212,1759860
686,1996,1760670,6212,1760670
686,1996,1760670,6212,1760670
686,1996,1761480,6212,1761480
686,1996,1762290,6212,1762290
687,2004,1770290,6212,1770290
687,2004,1771100,6212,1771100
687,2004,1772100,6212,1772100
687,2004,1772570,6212,1772570
687,2004,1773570,6212,1773570
687,2004,1774570,6212,1774570
688,2012,1775570,6212,1775570
688,2012,1775890,6212,1775890
688,2012,1776890,6212,1776890
688,2012,1777890,6212,1777890
688,2012,1778890,6212,1778890
688,2012,1779700,6212,1779700
688,2012,1780510,6212,1780510
688,2012,1781060,6212,1781060
688,2012,1781870,6212,1781870
689,2020,1782870,6212,1782870
689,2020,1783870,6212,1783870
689,2020,1784870,6212,1784870
689,2020,1785870,6212,1785870
689,2020,1786870,6212,1786870
689,2020,1787870,6212,1787870
689,2020,1788870,6212,1788870
689,2020,1789870,6212,1789870
690,2028,1790340,6212,1790340
690,2028,1791340,6212,1791340
690,2028,1792150,6212,1792150
690,2028,1792150,6212,1792150
690,2028,1793150,6212,1793150
690,2028,1794150,6212,1794150
690,2028,1794630,6212,1794630
690,2028,1795630,6212,1795630
690,2028,1796630,6212,1796630
690,2028,1797090,6212,1797090
691,2036,1798090,6212,1798090
691,2036,1798900,6212,1798900
691,2036,1799900,6212,1799900
691,2036,1799900,6212,1799900
691,2036,1800900,6212,1800900
691,2036,1801900,6212,1801900
691,2036,1802450,6212,1802450
691,2036,1803450,6212,1803450
691,2036,1804450,6212,1804450
691,2036,1804450,6212,1804450
692,2044,1805450,6212,1805450
692,2044,1806450,6212,1806450
692,2044,1806680,6212,1806680
692,2044,1806910,6212,1806910
692,2044,1807910,6212,1807910
692,2044,1808720,6212,1808720
692,2044,1809720,6212,1809720
692,2044,1810270,6212,1810270
692,2044,1811270,6212,1811270
692,2044,1812270,6212,1812270
692,2044,1812270,6212,1812270
693,2052,1812740,6212,1812740
693,2052,1813740,6212,1813740
693,2052,1814740,6212,1814740
694,2060,1822740,6212,1822740
694,2060,1823740,6212,1823740
694,2060,1824290,6212,1824290
694,2060,1824760,6212,1824760
694,2060,1824760,6212,1824760
694,2060,1825760,6212,1825760
694,2060,1826570,6212,1826570
694,2060,1826570,6212,1826570
695,2068,1827570,6212,1827570
695,2068,1828570,6212,1828570
695,2068,1829570,6212,1829570
695,2068,1830570,6212,1830570
695,2068,1831570,6212,1831570
695,2068,1831570,6212,1831570
695,2068,1831570,6212,1831570
695,2068,1832570,6212,1832570
695,2068,1832570,6212,1832570
696,2076,1833570,6212,1833570
696,2076,1834040,6212,1834040
696,2076,1834040,6212,1834040
696,2076,1834040,6212,1834040
696,2076,1834510,6212,1834510
696,2076,1835510,6212,1835510
696,2076,1836510,6212,1836510
696,2076,1836980,6212,1836980
696,2076,1837980,6212,1837980
696,2076,1838980,6212,1838980
696,2076,1839980,6212,1839980
697,2084,1840980,6212,1840980
697,2084,1841980,6212,1841980
697,2084,1842980,6212,1842980
697,2084,1842980,6212,1842980
697,2084,1843980,6212,1843980
698,2092,1844980,6212,1844980
698,2092,1845980,6212,1845980
698,2092,1846980,6212,1846980
698,2092,1846980,6212,1846980
698,2092,1847980,6212,1847980
698,2092,1848980,6212,1848980
698,2092,1849630,6212,1849630
698,2092,1850100,6212,1850100
698,2092,1850570,6212,1850570
698,2092,1851380,6212,1851380
699,2100,1852380,6212,1852380
699,2100,1853190,6212,1853190
699,2100,1854000,6212,1854000
699,2100,1855000,6212,1855000
699,2100,1855470,6212,1855470
699,2100,1855470,6212,1855470
699,2100,1856280,6212,1856280
699,2100,1857280,6212,1857280
699,2100,1858280,6212,1858280
699,2100,1859280,6212,1859280
699,2100,1859750,6212,1859750
699,2100,1859750,6212,1859750
700,2108,1860220,6212,1860220
700,2108,1861220,6212,1861220
700,2108,1862220,6212,1862220
700,2108,1863220,6212,1863220
700,2108,1864030,6212,1864030
700,2108,1865030,6212,1865030
700,2108,1866030,6212,1866030
700,2108,1867030,6212,1867030
700,2108,1867500,6212,1867500
701,2116,1868310,6212,1868310
701,2116,1868680,6212,1868680
701,2116,1868680,6212,1868680
701,2116,1869680,6212,1869680
701,2116,1870680,6212,1870680
701,2116,1871150,6212,1871150
701,2116,1871620,6212,1871620
701,2116,1872620,6212,1872620
701,2116,1873620,6212,1873620
701,2116,1874620,6212,1874620
701,2116,1874850,6212,1874850
701,2116,1875850,6212,1875850
701,2116,1875850,6212,1875850
702,2124,1876660,6212,1876660
702,2124,1877660,6212,1877660
702,2124,1878660,6212,1878660
702,2124,1879660,6212,1879660
702,2124,1880310,6212,1880310
702,2124,1880630,6212,1880630
702,2124,1881630,6212,1881630
702,2124,1882280,6212,1882280
702,2124,1882830,6212,1882830
703,2132,1890830,6212,1890830
703,2132,1891300,6212,1891300
704,2140,1892300,6212,1892300
704,2140,1892770,6212,1892770
704,2140,1893770,6212,1893770
704,2140,1894230,6212,1894230
704,2140,1894700,6212,1894700
704,2140,1895700,6212,1895700
704,2140,1896700,6212,1896700
704,2140,1897700,6212,1897700
704,2140,1898510,6212,1898510
704,2140,1899510,6212,1899510
705,2148,1899980,6212,1899980
705,2148,1900980,6212,1900980
705,2148,1901790,6212,1901790
705,2148,1902790,6212,1902790
705,2148,1903120,6212,1903120
705,2148,1903120,6212,1903120
705,2148,1904120,6212,1904120
705,2148,1904120,6212,1904120
705,2148,1905120,6212,1905120
706,2156,1906120,6212,1906120
706,2156,1906440,6212,1906440
706,2156,1906670,6212,1906670
706,2156,1907670,6212,1907670
706,2156,1908480,6212,1908480
706,2156,1909480,6212,1909480
706,2156,1909800,6212,1909800
706,2156,1910800,6212,1910800
706,2156,1911800,6212,1911800
706,2156,1911800,6212,1911800
706,2156,1912610,6212,1912610
707,2164,1920610,6212,1920610
707,2164,1921610,6212,1921610
708,2172,1929610,6212,1929610
708,2172,1930610,6212,1930610
708,2172,1931080,6212,1931080
709,2180,1931890,6212,1931890
709,2180,1932360,6212,1932360
709,2180,1932830,6212,1932830
709,2180,1933830,6212,1933830
709,2180,1934830,6212,1934830
709,2180,1935830,6212,1935830
709,2180,1936830,6212,1936830
709,2180,1937830,6212,1937830
710,2188,1938830,6212,1938830
710,2188,1939830,6212,1939830
710,2188,1940830,6212,1940830
710,2188,1941830,6212,1941830
710,2188,1942830,6212,1942830
710,2188,1942830,6212,1942830
710,2188,1943060,6212,1943060
710,2188,1944060,6212,1944060
710,2188,1945060,6212,1945060
710,2188,1945530,6212,1945530
710,2188,1946530,6212,1946530
710,2188,1947530,6212,1947530
711,2196,1948120,6212,1948120
711,2196,1948590,6212,1948590
712,2204,1956590,6212,1956590
712,2204,1957590,6212,1957590
712,2204,1958590,6212,1958590
712,2204,1958590,6212,1958590
712,2204,1958590,6212,1958590
712,2204,1959400,6212,1959400
712,2204,1960400,6212,1960400
712,2204,1961210,6212,1961210
712,2204,1961440,6212,1961440
712,2204,1961910,6212,1961910
712,2204,1961910,6212,1961910
712,2204,1962910,6212,1962910
713,2212,1963910,6212,1963910
713,2212,1964560,6212,1964560
713,2212,1965560,6212,1965560
713,2212,1966370,6212,1966370
713,2212,1967370,6212,1967370
713,2212,1967370,6212,1967370
713,2212,1967370,6212,1967370
713,2212,1967640,6212,1967640
713,2212,1968640,6212,1968640
713,2212,1968930,6212,1968930
713,2212,1969400,6212,1969400
714,2220,1977400,6212,1977400
714,2220,1978400,6212,1978400
714,2220,1979400,6212,1979400
715,2228,1980400,6212,1980400
715,2228,1981400,6212,1981400
715,2228,1981400,6212,1981400
715,2228,1982210,6212,1982210
715,2228,1982860,6212,1982860
715,2228,1983860,6212,1983860
715,2228,1983860,6212,1983860
715,2228,1984860,6212,1984860
715,2228,1984860,6212,1984860
716,2236,1985860,6212,1985860
716,2236,1986860,6212,1986860
716,2236,1986860,6212,1986860
716,2236,1987860,6212,1987860
716,2236,1988860,6212,1988860
716,2236,1989860,6212,1989860
716,2236,1990670,6212,1990670
716,2236,1991320,6212,1991320
716,2236,1992320,6212,1992320
717,2244,1993320,6212,1993320
717,2244,1994320,6212,1994320
717,2244,1995320,6212,1995320
717,2244,1996130,6212,1996130
717,2244,1997130,6212,1997130
717,2244,1997450,6212,1997450
717,2244,1998450,6212,1998450
717,2244,1998910,6212,1998910
717,2244,1999910,6212,1999910
717,2244,2000380,6212,2000380
717,2244,2001380,6212,2001380
717,2244,2001380,6212,2001380
718,2252,2002380,6212,2002380
718,2252,2003030,6212,2003030
718,2252,2003840,6212,2003840
718,2252,2004650,6212,2004650
718,2252,2005650,6212,2005650
718,2252,2006650,6212,2006650
718,2252,2006870,6212,2006870
718,2252,2007340,6212,2007340
718,2252,2007810,6212,2007810
719,2260,2008810,6212,2008810
719,2260,2009620,6212,2009620
719,2260,2009620,6212,2009620
719,2260,2010430,6212,2010430
719,2260,2012430,6212,2012430
719,2260,2013430,6212,2013430
719,2260,2014240,6212,2014240
720,2268,2022240,6212,2022240
720,2268,2022350,6212,2022350
720,2268,2023160,6212,2023160
720,2268,2024160,6212,2024160
721,2276,2025160,6212,2025160
721,2276,2025620,6212,2025620
721,2276,2026430,6212,2026430
721,2276,2027430,6212,2027430
721,2276,2027750,6212,2027750
721,2276,2028750,6212,2028750
721,2276,2029750,6212,2029750
721,2276,2030210,6212,2030210
721,2276,2030680,6212,2030680
721,2276,2031680,6212,2031680
721,2276,2032150,6212,2032150
722,2284,2033150,6212,2033150
722,2284,2033380,6212,2033380
722,2284,2033380,6212,2033380
722,2284,2034190,6212,2034190
722,2284,2034660,6212,2034660
722,2284,2035660,6212,2035660
722,2284,2036660,6212,2036660
723,2292,2040660,6212,2040660
723,2292,2041660,6212,2041660
724,2300,2049660,6212,2049660
724,2300,2050660,6212,2050660
724,2300,2051130,6212,2051130
724,2300,2051940,6212,2051940
724,2300,2052590,6212,2052590
724,2300,2053590,6212,2053590
724,2300,2054590,6212,2054590
725,2308,2055590,6212,2055590
725,2308,2056590,6212,2056590
725,2308,2057590,6212,2057590
725,2308,2058590,6212,2058590
725,2308,2059590,6212,2059590
725,2308,2060590,6212,2060590
725,2308,2061590,6212,2061590
725,2308,2061590,6212,2061590
726,2316,2062590,6212,2062590
726,2316,2063590,6212,2063590
726,2316,2063910,6212,2063910
726,2316,2064910,6212,2064910
726,2316,2065910,6212,2065910
726,2316,2065910,6212,2065910
726,2316,2065910,6212,2065910
726,2316,2065910,6212,2065910
726,2316,2066910,6212,2066910
726,2316,2067380,6212,2067380
726,2316,2068380,6212,2068380
726,2316,2068850,6212,2068850
727,2324,2069500,6212,2069500
727,2324,2070500,6212,2070500
727,2324,2071310,6212,2071310
727,2324,2072310,6212,2072310
727,2324,2072310,6212,2072310
727,2324,2073310,6212,2073310
727,2324,2073310,6212,2073310
727,2324,2074120,6212,2074120
727,2324,2074590,6212,2074590
728,2332,2075590,6212,2075590
728,2332,2075810,6212,2075810
728,2332,2076810,6212,2076810
728,2332,2077620,6212,2077620
728,2332,2078430,6212,2078430
728,2332,2079430,6212,2079430
728,2332,2079980,6212,2079980
728,2332,2080140,6212,2080140
728,2332,2080950,6212,2080950
728,2332,2080950,6212,2080950
728,2332,2081950,6212,2081950
728,2332,2082950,6212,2082950
728,2332,2083950,6212,2083950
729,2340,2084950,6212,2084950
729,2340,2085950,6212,2085950
729,2340,2086760,6212,2086760
729,2340,2087090,6212,2087090
729,2340,2089090,6212,2089090
729,2340,2089410,6212,2089410
729,2340,2090410,6212,2090410
729,2340,2091410,6212,2091410
729,2340,2091520,6212,2091520
729,2340,2091980,6212,2091980
729,2340,2091980,6212,2091980
730,2348,2092980,6212,2092980
730,2348,2093530,6212,2093530
730,2348,2094530,6212,2094530
730,2348,2094530,6212,2094530
730,2348,2095530,6212,2095530
730,2348,2095850,6212,2095850
730,2348,2096850,6212,2096850
730,2348,2097320,6212,2097320
731,2356,2097550,6212,2097550
731,2356,2098550,6212,2098550
731,2356,2098550,6212,2098550
731,2356,2098550,6212,2098550
731,2356,2099020,6212,2099020
731,2356,2099670,6212,2099670
731,2356,2100220,6212,2100220
731,2356,2100450,6212,2100450
731,2356,2100450,6212,2100450
731,2356,2100920,6212,2100920
732,2364,2108920,6212,2108920
732,2364,2109920,6212,2109920
732,2364,2110730,6212,2110730
732,2364,2110730,6212,2110730
732,2364,2111050,6212,2111050
733,2372,2112050,6212,2112050
733,2372,2112050,6212,2112050
733,2372,2113050,6212,2113050
733,2372,2113270,6212,2113270
733,2372,2114080,6212,2114080
734,2380,2118080,6212,2118080
734,2380,2119080,6212,2119080
734,2380,2120080,6212,2120080
734,2380,2121080,6212,2121080
734,2380,2121890,6212,2121890
734,2380,2122890,6212,2122890
734,2380,2123000,6212,2123000
734,2380,2123000,6212,2123000
734,2380,2124000,6212,2124000
734,2380,2125000,6212,2125000
735,2388,2126000,6212,2126000
735,2388,2128000,6212,2128000
735,2388,2129000,6212,2129000
735,2388,2129810,6212,2129810
735,2388,2130040,6212,2130040
735,2388,2131040,6212,2131040
735,2388,2131510,6212,2131510
735,2388,2131510,6212,2131510
735,2388,2132060,6212,2132060
735,2388,2132060,6212,2132060
735,2388,2133060,6212,2133060
736,2396,2133710,6212,2133710
736,2396,2134710,6212,2134710
736,2396,2135710,6212,2135710
736,2396,2136030,6212,2136030
736,2396,2136840,6212,2136840
736,2396,2137110,6212,2137110
736,2396,2138110,6212,2138110
736,2396,2138920,6212,2138920
737,2404,2139920,6212,2139920
737,2404,2139920,6212,2139920
737,2404,2140920,6212,2140920
737,2404,2141570,6212,2141570
737,2404,2141570,6212,2141570
737,2404,2142160,6212,2142160
737,2404,2142710,6212,2142710
737,2404,2143180,6212,2143180
737,2404,2143650,6212,2143650
737,2404,2144120,6212,2144120
737,2404,2144350,6212,2144350
737,2404,2144510,6212,2144510
738,2412,2145510,6212,2145510
738,2412,2146510,6212,2146510
738,2412,2146970,6212,2146970
738,2412,2146970,6212,2146970
738,2412,2147970,6212,2147970
738,2412,2148440,6212,2148440
738,2412,2149440,6212,2149440
739,2420,2157440,6212,2157440
739,2420,2157990,6212,2157990
739,2420,2158460,6212,2158460
739,2420,2159460,6212,2159460
739,2420,2159930,6212,2159930
739,2420,2160930,6212,2160930
740,2428,2161400,6212,2161400
740,2428,2161720,6212,2161720
740,2428,2162720,6212,2162720
740,2428,2163720,6212,2163720
740,2428,2163830,6212,2163830
740,2428,2164830,6212,2164830
740,2428,2164830,6212,2164830
740,2428,2165830,6212,2165830
740,2428,2166150,6212,2166150
740,2428,2167150,6212,2167150
740,2428,2168150,6212,2168150
741,2436,2168960,6212,2168960
741,2436,2169430,6212,2169430
741,2436,2169430,6212,2169430
741,2436,2170430,6212,2170430
741,2436,2171430,6212,2171430
741,2436,2172240,6212,2172240
741,2436,2172710,6212,2172710
741,2436,2172710,6212,2172710
741,2436,2173710,6212,2173710
741,2436,2174710,6212,2174710
741,2436,2175180,6212,2175180
741,2436,2175990,6212,2175990
742,2444,2176990,6212,2176990
742,2444,2177310,6212,2177310
742,2444,2177540,6212,2177540
742,2444,2177760,6212,2177760
742,2444,2177760,6212,2177760
742,2444,2178230,6212,2178230
742,2444,2179230,6212,2179230
742,2444,2180230,6212,2180230
742,2444,2181230,6212,2181230
742,2444,2182230,6212,2182230
742,2444,2182230,6212,2182230
742,2444,2183230,6212,2183230
743,2452,2183880,6212,2183880
743,2452,2184880,6212,2184880
743,2452,2185880,6212,2185880
743,2452,2186690,6212,2186690
743,2452,2187160,6212,2187160
743,2452,2188160,6212,2188160
743,2452,2188970,6212,2188970
743,2452,2189970,6212,2189970
744,2460,2190970,6212,2190970
744,2460,2191780,6212,2191780
744,2460,2191780,6212,2191780
744,2460,2192780,6212,2192780
744,2460,2193780,6212,2193780
744,2460,2194780,6212,2194780
744,2460,2195430,6212,2195430
744,2460,2196430,6212,2196430
744,2460,2197430,6212,2197430
745,2468,2198430,6212,2198430
745,2468,2199430,6212,2199430
745,2468,2200430,6212,2200430
745,2468,2201430,6212,2201430
745,2468,2202240,6212,2202240
745,2468,2202240,6212,2202240
745,2468,2203240,6212,2203240
745,2468,2204050,6212,2204050
746,2476,2212050,6212,2212050
747,2484,2213050,6212,2213050
747,2484,2213860,6212,2213860
747,2484,2214510,6212,2214510
747,2484,2215510,6212,2215510
747,2484,2216320,6212,2216320
747,2484,2217320,6212,2217320
747,2484,2217550,6212,2217550
747,2484,2218360,6212,2218360
747,2484,2219360,6212,2219360
747,2484,2219360,6212,2219360
748,2492,2221360,6212,2221360
748,2492,2221830,6212,2221830
748,2492,2221830,6212,2221830
748,2492,2222830,6212,2222830
748,2492,2223830,6212,2223830
748,2492,2224830,6212,2224830
748,2492,2225060,6212,2225060
748,2492,2226060,6212,2226060
748,2492,2227060,6212,2227060
749,2500,2235060,6212,2235060
749,2500,2235060,6212,2235060
749,2500,2236060,6212,2236060
750,2508,2237060,6212,2237060
750,2508,2237870,6212,2237870
750,2508,2237870,6212,2237870
750,2508,2238870,6212,2238870
750,2508,2239330,6212,2239330
750,2508,2239330,6212,2239330
750,2508,2240330,6212,2240330
750,2508,2241330,6212,2241330
750,2508,2242330,6212,2242330
750,2508,2243330,6212,2243330
750,2508,2244330,6212,2244330
751,2516,2245330,6212,2245330
751,2516,2246330,6212,2246330
752,2524,2254330,6212,2254330
752,2524,2254650,6212,2254650
752,2524,2255650,6212,2255650
752,2524,2256120,6212,2256120
752,2524,2256120,6212,2256120
752,2524,2256120,6212,2256120
752,2524,2257120,6212,2257120
752,2524,2257350,6212,2257350
752,2524,2257820,6212,2257820
752,2524,2258820,6212,2258820
752,2524,2258820,6212,2258820
753,2532,2259820,6212,2259820
753,2532,2260290,6212,2260290
753,2532,2260610,6212,2260610
753,2532,2261420,6212,2261420
753,2532,2261420,6212,2261420
753,2532,2261890,6212,2261890
753,2532,2262890,6212,2262890
753,2532,2262890,6212,2262890
753,2532,2263890,6212,2263890
754,2540,2264890,6212,2264890
754,2540,2264890,6212,2264890
754,2540,2265890,6212,2265890
754,2540,2266360,6212,2266360
754,2540,2266360,6212,2266360
754,2540,2267360,6212,2267360
754,2540,2268360,6212,2268360
754,2540,2269360,6212,2269360
754,2540,2269830,6212,2269830
754,2540,2270640,6212,2270640
754,2540,2271640,6212,2271640
755,2548,2272640,6212,2272640
755,2548,2273640,6212,2273640
755,2548,2274450,6212,2274450
755,2548,2274450,6212,2274450
755,2548,2274920,6212,2274920
755,2548,2275920,6212,2275920
755,2548,2276920,6212,2276920
755,2548,2276920,6212,2276920
755,2548,2276920,6212,2276920
755,2548,2277920,6212,2277920
756,2556,2278920,6212,2278920
756,2556,2279920,6212,2279920
756,2556,2280920,6212,2280920
756,2556,2281730,6212,2281730
756,2556,2281730,6212,2281730
756,2556,2282730,6212,2282730
756,2556,2283540,6212,2283540
