ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
754023.54,19.12,5.78,361899.41,9.18
753670.94,19.12,5.77,361818.42,9.18
753700.56,19.12,5.78,361424.47,9.17
753541.47,19.12,5.78,361594.9,9.18
753513.3,19.13,5.78,361609.85,9.18
753048.58,19.12,5.78,360683.36,9.16
752640.91,19.11,5.77,360061.24,9.14
752640.91,19.11,5.77,360061.88,9.14
752926.27,19.12,5.78,359972.86,9.14
752777.8,19.13,5.78,359912.29,9.14
752629.33,19.13,5.78,360103.22,9.15
752629.33,19.13,5.78,360224.24,9.15
752815.32,19.13,5.79,363163.01,9.23
754154.04,19.17,5.83,362907.25,9.22
754125.86,19.17,5.83,362870.59,9.23
753701.11,19.17,5.82,361813.54,9.2
753552.64,19.17,5.83,361722.64,9.2
753144.96,19.16,5.82,361421.58,9.2
753144.96,19.16,5.82,361421.58,9.2
752996.49,19.16,5.82,361491.83,9.2
753036.72,19.17,5.83,361415.74,9.2
753076.95,19.17,5.83,361391.68,9.2
752009.48,19.19,5.84,361173.9,9.21
750942.0,19.2,5.85,360956.12,9.23
751309.45,19.21,5.87,361378.18,9.24
751160.98,19.21,5.87,361441.07,9.24
751012.51,19.21,5.87,361602.71,9.25
751173.04,19.22,5.88,361640.52,9.25
751225.95,19.22,5.88,361921.0,9.26
751077.48,19.22,5.88,361807.41,9.26
750929.01,19.22,5.88,361905.1,9.26
750651.87,19.22,5.87,361578.9,9.26
750432.77,19.21,5.87,361367.72,9.25
750473.0,19.22,5.87,361287.19,9.25
750324.53,19.22,5.88,361253.67,9.25
750324.53,19.22,5.88,361253.67,9.25
750609.89,19.23,5.89,361187.13,9.25
750650.12,19.23,5.89,362010.63,9.28
750650.12,19.23,5.89,362010.63,9.28
750501.65,19.23,5.89,362079.16,9.28
750501.65,19.23,5.89,362079.16,9.28
750662.18,19.24,5.9,362116.97,9.28
750387.25,19.24,5.89,361891.89,9.28
750238.78,19.24,5.9,361778.3,9.28
750524.14,19.25,5.9,361722.31,9.28
750375.67,19.25,5.91,361833.75,9.28
750150.41,19.25,5.9,361747.17,9.28
750001.94,19.25,5.9,361916.79,9.29
750234.04,19.26,5.91,361694.53,9.28
750274.27,19.26,5.92,361666.37,9.28
750559.63,19.27,5.93,363032.59,9.32
750531.45,19.27,5.93,363019.31,9.32
750382.98,19.28,5.93,362915.35,9.32
750423.21,19.28,5.94,362892.85,9.32
750274.74,19.28,5.94,362975.25,9.33
750126.27,19.28,5.94,362900.28,9.33
750127.57,19.28,5.94,362909.94,9.33
750359.67,19.29,5.95,362863.57,9.33
750211.2,19.29,5.95,363390.2,9.35
750062.73,19.29,5.95,363301.35,9.35
749688.9,19.29,5.94,362871.46,9.34
749660.72,19.29,5.95,362870.17,9.34
749320.15,19.28,5.94,362591.7,9.33
749019.57,19.28,5.93,362380.2,9.33
748425.69,19.28,5.94,362304.32,9.33
748425.69,19.28,5.94,362286.23,9.33
748465.92,19.29,5.94,362189.91,9.33
748317.45,19.29,5.95,362515.11,9.34
748168.98,19.29,5.95,362329.89,9.34
748467.67,19.3,5.96,362333.22,9.34
748507.9,19.31,5.96,362255.47,9.34
748507.9,19.31,5.96,362258.25,9.34
749072.65,19.32,5.98,362272.85,9.34
749112.88,19.33,5.98,362215.64,9.34
749112.88,19.33,5.98,362215.64,9.34
749398.24,19.34,5.99,362349.62,9.35
749024.41,19.33,5.99,362273.85,9.35
748875.94,19.33,5.99,362186.47,9.35
748727.47,19.33,5.99,362763.91,9.37
748579.0,19.33,5.99,362551.49,9.36
748292.74,19.33,5.98,362805.26,9.37
748136.25,19.33,5.98,362599.48,9.37
748136.25,19.33,5.98,362599.48,9.37
748108.07,19.33,5.99,362583.58,9.37
747959.6,19.33,5.99,362490.55,9.37
747811.13,19.33,5.99,362456.89,9.37
748096.49,19.34,6.0,362730.56,9.38
747948.02,19.34,6.0,362457.84,9.37
748126.42,19.35,6.01,362538.66,9.38
748177.26,19.36,6.01,363430.13,9.4
748181.29,19.36,6.01,363432.2,9.4
748048.19,19.36,6.02,363339.38,9.4
748048.19,19.36,6.02,363339.38,9.4
748020.01,19.36,6.02,363364.94,9.41
747871.54,19.37,6.02,363231.53,9.41
747723.07,19.37,6.02,363367.65,9.41
747901.47,19.37,6.03,363330.2,9.41
747752.99,19.38,6.03,363192.15,9.41
747752.99,19.38,6.03,363192.15,9.41
747527.61,19.37,6.03,362986.55,9.41
747706.0,19.38,6.04,363565.51,9.42
747991.36,19.39,6.05,363712.89,9.43
747842.89,19.39,6.05,363837.18,9.43
747694.42,19.39,6.05,363719.02,9.43
747336.96,19.38,6.04,363552.63,9.43
747377.19,19.39,6.05,363688.83,9.44
747229.47,19.39,6.04,363676.39,9.44
747081.0,19.39,6.04,363596.88,9.44
746932.53,19.39,6.05,363537.2,9.44
746567.33,19.38,6.04,363497.62,9.44
746418.86,19.38,6.04,363690.99,9.44
746270.39,19.38,6.04,363467.55,9.44
746310.62,19.39,6.05,363902.53,9.45
746786.43,19.4,6.06,363883.67,9.45
746637.95,19.4,6.06,363968.86,9.46
746678.19,19.41,6.07,363891.61,9.46
746529.72,19.41,6.07,363820.64,9.46
746339.61,19.41,6.06,363605.85,9.46
746191.14,19.41,6.07,363537.45,9.46
746042.66,19.41,6.07,363775.99,9.46
745569.07,19.42,6.07,363750.75,9.47
745609.31,19.42,6.08,363940.47,9.48
745264.23,19.42,6.07,363477.93,9.47
745639.38,19.43,6.08,364505.19,9.5
745490.91,19.43,6.09,364524.07,9.5
745175.86,19.42,6.08,364173.66,9.49
745527.9,19.43,6.09,364314.59,9.5
745527.9,19.43,6.09,364272.85,9.5
745379.43,19.44,6.09,364229.56,9.5
745068.3,19.43,6.09,363994.01,9.49
744909.21,19.43,6.09,364099.27,9.5
744881.04,19.43,6.09,364062.61,9.5
744732.57,19.44,6.09,363971.71,9.5
744573.86,19.43,6.09,363813.55,9.5
744859.22,19.44,6.1,364046.29,9.5
744710.75,19.44,6.1,363952.6,9.5
743643.28,19.46,6.11,363734.82,9.52
743494.8,19.46,6.11,363637.72,9.52
743497.4,19.46,6.11,363638.83,9.52
743133.57,19.45,6.11,364502.05,9.54
743529.94,19.46,6.12,364139.72,9.53
743848.24,19.48,6.13,364485.59,9.54
743454.18,19.47,6.13,364385.23,9.54
743454.18,19.47,6.13,364431.8,9.54
743426.0,19.47,6.13,364457.36,9.55
743277.53,19.48,6.13,364374.24,9.55
743277.53,19.48,6.13,364319.04,9.55
743562.89,19.49,6.14,364241.97,9.54
743196.86,19.48,6.13,363833.41,9.54
743048.39,19.48,6.14,364063.73,9.54
742915.98,19.48,6.13,363843.32,9.54
742767.51,19.48,6.13,364438.32,9.56
742619.04,19.48,6.14,364045.59,9.55
742560.54,19.48,6.14,363971.4,9.55
742532.36,19.49,6.14,363955.5,9.55
742537.48,19.49,6.14,364060.69,9.55
742487.74,19.49,6.15,364333.61,9.56
742487.74,19.49,6.15,364333.61,9.56
742339.27,19.49,6.15,364240.58,9.56
742190.8,19.49,6.15,364206.92,9.57
742476.16,19.5,6.16,364480.59,9.57
742476.16,19.5,6.16,364480.59,9.57
742327.69,19.5,6.16,364452.0,9.58
742367.92,19.51,6.17,364366.74,9.58
742304.87,19.51,6.17,365094.24,9.6
742133.93,19.51,6.17,364818.34,9.59
741913.81,19.51,6.16,364594.27,9.59
741885.63,19.51,6.17,364619.84,9.59
741737.16,19.51,6.17,364510.83,9.59
741777.39,19.52,6.18,364454.53,9.59
741628.92,19.52,6.18,364528.61,9.59
741433.43,19.52,6.17,364332.01,9.59
741718.79,19.53,6.18,364242.44,9.59
741759.02,19.53,6.19,364223.65,9.59
741610.55,19.53,6.19,364901.02,9.61
741462.08,19.53,6.19,364868.21,9.61
741622.61,19.54,6.2,364906.03,9.62
741474.14,19.54,6.2,364773.37,9.61
741474.14,19.54,6.2,364773.37,9.61
741100.31,19.54,6.19,364523.37,9.61
740951.83,19.54,6.19,364478.47,9.61
740803.36,19.54,6.2,364582.99,9.62
740843.6,19.54,6.2,364505.66,9.62
740695.13,19.55,6.2,364444.86,9.62
740546.65,19.55,6.2,364871.06,9.63
740586.89,19.55,6.21,364953.57,9.63
740992.54,19.56,6.22,364976.91,9.64
740618.71,19.56,6.21,364871.34,9.64
740470.24,19.56,6.22,364826.91,9.64
740763.78,19.57,6.23,365060.04,9.64
740615.31,19.57,6.23,364907.66,9.64
740884.54,19.58,6.24,364796.69,9.64
740736.07,19.58,6.24,365711.17,9.67
740630.44,19.58,6.24,365634.68,9.67
740473.03,19.58,6.24,365477.68,9.66
740412.0,19.58,6.24,365628.79,9.67
740412.0,19.58,6.24,365628.44,9.67
740884.34,19.6,6.25,365748.28,9.67
740692.02,19.59,6.25,365643.01,9.67
740732.25,19.6,6.26,365570.36,9.67
740583.78,19.6,6.26,365506.98,9.67
740435.31,19.6,6.26,365589.71,9.68
740435.31,19.6,6.26,365589.71,9.68
740435.31,19.6,6.26,365588.39,9.68
740286.84,19.6,6.26,365503.7,9.68
740286.84,19.6,6.26,365503.7,9.68
740572.2,19.61,6.27,365465.25,9.68
740423.73,19.62,6.27,366149.58,9.7
740275.26,19.62,6.27,366305.45,9.71
740435.78,19.62,6.28,366343.27,9.71
740287.31,19.63,6.28,366223.05,9.71
740138.84,19.63,6.28,366330.07,9.71
740179.07,19.63,6.29,366237.68,9.71
739880.88,19.63,6.28,365851.75,9.7
738880.88,19.61,6.26,364851.75,9.68
738732.41,19.61,6.26,364774.79,9.68
738583.94,19.61,6.26,364737.96,9.68
738435.47,19.61,6.27,365185.15,9.7
738287.0,19.61,6.27,365058.6,9.7
737219.52,19.62,6.28,364840.82,9.71
737191.34,19.63,6.28,364823.84,9.71
736597.46,19.63,6.29,364775.03,9.72
736637.69,19.64,6.29,364697.4,9.72
736816.09,19.65,6.3,364651.51,9.72
736816.09,19.65,6.3,364645.61,9.72
736856.32,19.65,6.31,365315.58,9.74
736828.14,19.66,6.31,365341.14,9.75
736679.67,19.66,6.31,365207.73,9.75
736531.2,19.66,6.32,365367.74,9.75
736535.09,19.66,6.32,365371.63,9.75
736386.62,19.66,6.32,365241.0,9.75
736238.15,19.66,6.32,365175.39,9.75
736240.74,19.66,6.32,365204.44,9.75
736015.48,19.66,6.31,365108.76,9.75
736015.48,19.66,6.31,365071.83,9.75
736284.71,19.67,6.32,365524.91,9.76
736146.85,19.67,6.33,365483.98,9.77
735987.77,19.67,6.33,365405.3,9.77
735690.9,19.66,6.32,365074.39,9.76
735662.72,19.67,6.32,365067.13,9.76
735514.25,19.67,6.33,364946.83,9.76
735692.65,19.68,6.33,365258.42,9.77
735544.18,19.68,6.34,365134.24,9.77
735837.72,19.69,6.35,365824.71,9.79
735465.71,19.68,6.34,365534.18,9.78
735520.67,19.69,6.35,365412.73,9.78
735320.27,19.68,6.34,365222.85,9.78
735292.09,19.69,6.35,365215.59,9.78
735909.35,19.71,6.36,366357.99,9.81
735760.88,19.71,6.37,366237.69,9.81
735612.41,19.71,6.37,366695.45,9.83
735225.85,19.7,6.36,366001.26,9.81
735077.38,19.7,6.36,365897.85,9.81
734960.75,19.71,6.36,365666.73,9.8
735500.09,19.72,6.38,367282.3,9.85
735471.91,19.73,6.38,367245.63,9.85
735323.44,19.73,6.39,367154.74,9.85
735065.49,19.73,6.38,367020.41,9.85
734917.02,19.73,6.38,367341.21,9.86
733849.55,19.74,6.4,367123.44,9.88
733701.08,19.74,6.4,367095.94,9.88
733681.11,19.75,6.4,367041.19,9.88
733681.11,19.75,6.4,367041.19,9.88
733731.74,19.75,6.41,366347.53,9.86
734158.31,19.77,6.42,367797.82,9.9
733776.58,19.76,6.42,367337.33,9.89
734078.42,19.77,6.43,366838.22,9.88
734050.24,19.78,6.43,366836.93,9.88
734050.24,19.78,6.43,366836.93,9.88
733891.54,19.77,6.43,366678.64,9.88
733743.07,19.78,6.43,366596.49,9.88
733743.07,19.78,6.43,366637.76,9.88
733114.29,19.76,6.42,366031.37,9.87
732046.81,19.78,6.43,365813.59,9.88
731898.34,19.78,6.44,365967.39,9.89
731898.34,19.78,6.44,366008.66,9.89
731749.87,19.78,6.44,365881.77,9.89
731790.1,19.79,6.44,365772.26,9.89
731641.63,19.79,6.44,365764.78,9.89
732016.78,19.8,6.46,366414.57,9.91
731868.31,19.8,6.46,366443.16,9.91
731840.13,19.81,6.46,366468.72,9.92
731997.81,19.81,6.47,366616.09,9.92
731849.34,19.81,6.47,366517.52,9.92
732224.48,19.82,6.48,366616.46,9.93
731909.43,19.82,6.47,366539.27,9.92
730841.96,19.83,6.49,366321.49,9.94
730693.48,19.83,6.49,366227.11,9.94
730733.72,19.84,6.49,366214.23,9.94
730773.95,19.84,6.5,366676.84,9.96
730625.48,19.84,6.5,366621.3,9.96
730477.01,19.85,6.5,366683.83,9.96
730477.01,19.85,6.5,366683.83,9.96
730972.45,19.86,6.52,366709.43,9.96
730972.45,19.86,6.52,366709.43,9.96
730823.98,19.86,6.52,366597.65,9.96
730675.51,19.86,6.52,366702.99,9.97
730527.04,19.87,6.52,366604.03,9.97
730211.98,19.86,6.52,366539.4,9.97
730053.28,19.86,6.51,366381.11,9.96
729904.81,19.86,6.51,366429.43,9.97
729756.34,19.86,6.52,366372.47,9.97
729796.57,19.86,6.52,366338.85,9.97
729648.1,19.87,6.52,366709.0,9.98
729808.63,19.87,6.53,366746.81,9.99
729848.86,19.88,6.54,366667.55,9.99
729700.39,19.88,6.54,366712.53,9.99
729700.39,19.88,6.54,366665.23,9.99
729977.56,19.89,6.55,366644.67,9.99
729829.09,19.89,6.55,366554.35,9.99
730007.49,19.9,6.56,366492.79,9.99
730047.72,19.91,6.56,367600.19,10.02
729899.25,19.91,6.56,367725.45,10.03
729740.55,19.9,6.56,367566.95,10.03
729364.9,19.9,6.55,367123.79,10.01
729364.9,19.9,6.55,367122.2,10.01
728297.43,19.91,6.57,366904.42,10.03
728596.12,19.92,6.58,366907.75,10.03
728598.71,19.92,6.58,366908.96,10.03
728450.24,19.92,6.58,366803.24,10.03
728301.77,19.93,6.58,366768.3,10.03
728328.79,19.93,6.58,366899.93,10.04
728121.92,19.92,6.58,367043.05,10.04
728162.15,19.93,6.58,366953.92,10.04
728013.68,19.93,6.59,366869.26,10.04
727865.21,19.93,6.59,367276.16,10.06
728150.57,19.94,6.6,367298.92,10.06
728028.08,19.94,6.6,367528.62,10.07
727727.17,19.94,6.59,367288.4,10.06
727699.0,19.94,6.6,367275.02,10.06
727699.0,19.94,6.6,367328.51,10.07
727550.53,19.94,6.6,367214.33,10.07
727402.05,19.94,6.6,367318.68,10.07
727253.58,19.95,6.6,367240.33,10.07
727096.18,19.94,6.6,367083.47,10.07
727274.58,19.95,6.61,367017.78,10.07
727126.1,19.95,6.61,367358.46,10.08
727126.1,19.95,6.61,367358.46,10.08
726988.25,19.95,6.61,367254.91,10.08
726829.16,19.95,6.61,367297.26,10.08
726800.98,19.96,6.62,367312.22,10.09
727086.34,19.97,6.63,367223.2,10.09
726712.51,19.96,6.62,367170.6,10.09
726564.04,19.96,6.62,367318.59,10.09
726564.04,19.96,6.62,367830.59,10.11
726586.91,19.97,6.63,367463.22,10.1
726572.26,19.97,6.63,369342.53,10.15
727821.69,20.01,6.67,369139.48,10.15
727662.98,20.01,6.67,368981.73,10.15
727662.98,20.01,6.67,368981.73,10.15
728052.51,20.02,6.68,368963.61,10.15
727904.04,20.03,6.68,368860.94,10.15
728189.4,20.04,6.69,369023.92,10.15
728189.4,20.04,6.69,369014.45,10.15
728040.93,20.04,6.69,368908.07,10.15
727892.46,20.04,6.7,368842.17,10.15
727892.46,20.04,6.7,368842.17,10.15
727554.75,20.03,6.69,368989.61,10.16
727406.28,20.03,6.69,368949.7,10.16
727257.81,20.04,6.69,368837.69,10.16
727298.04,20.04,6.7,369464.0,10.18
727269.86,20.05,6.7,369471.53,10.18
727052.56,20.04,6.7,369254.22,10.18
727078.55,20.04,6.7,369220.07,10.18
726930.07,20.04,6.7,369251.29,10.18
725862.6,20.06,6.71,369033.51,10.2
725714.13,20.06,6.72,368920.68,10.2
725565.66,20.06,6.72,368854.06,10.2
725605.89,20.07,6.72,368830.35,10.2
725022.33,20.05,6.71,368246.79,10.19
724633.81,20.04,6.7,367911.43,10.18
724927.36,20.06,6.71,368280.24,10.19
724778.89,20.06,6.71,368229.28,10.19
724819.12,20.06,6.72,368522.09,10.2
724790.94,20.07,6.72,368497.45,10.2
724642.47,20.07,6.73,368398.7,10.2
724494.0,20.07,6.73,368608.94,10.21
724494.0,20.07,6.73,368668.8,10.21
724498.03,20.07,6.73,368670.08,10.21
724349.56,20.07,6.73,368526.69,10.21
724201.09,20.07,6.73,368764.58,10.22
724052.61,20.07,6.73,368662.55,10.22
724053.91,20.07,6.73,368664.25,10.22
723990.86,20.08,6.74,368516.25,10.22
723756.97,20.08,6.73,368367.15,10.22
723917.49,20.09,6.74,368404.96,10.22
723769.02,20.09,6.74,368303.1,10.22
723809.26,20.09,6.75,368230.27,10.22
723809.26,20.09,6.75,368230.27,10.22
723437.24,20.09,6.74,368015.14,10.22
723110.37,20.08,6.74,367685.14,10.21
722961.9,20.08,6.74,367751.65,10.21
722804.76,20.08,6.73,367594.51,10.21
723090.12,20.09,6.74,367528.06,10.21
722941.65,20.09,6.75,367949.41,10.22
723120.05,20.1,6.75,368054.2,10.23
724093.47,20.12,6.78,369707.1,10.28
724254.0,20.13,6.79,369744.92,10.28
724105.53,20.14,6.79,369631.33,10.28
724390.89,20.15,6.8,369575.34,10.28
724017.06,20.14,6.79,369726.78,10.28
724469.21,20.15,6.81,369607.77,10.28
724320.74,20.15,6.81,369549.92,10.28
724320.74,20.15,6.81,369549.92,10.28
724172.26,20.15,6.81,370100.81,10.3
724023.79,20.16,6.81,370124.31,10.3
723875.32,20.16,6.81,370182.76,10.31
723847.14,20.16,6.82,370190.29,10.31
723698.67,20.16,6.82,370109.76,10.31
723738.91,20.17,6.83,370043.02,10.31
723590.43,20.17,6.83,370123.94,10.32
723441.96,20.17,6.83,370050.56,10.32
723261.35,20.17,6.83,370031.46,10.32
723112.88,20.17,6.83,369978.82,10.32
723153.11,20.18,6.83,370429.07,10.34
723004.64,20.18,6.83,370302.74,10.33
723410.3,20.19,6.85,370326.09,10.34
723036.46,20.18,6.84,370220.52,10.34
722887.99,20.19,6.84,370451.55,10.34
722739.52,20.19,6.84,370272.44,10.34
722591.05,20.19,6.85,370158.95,10.34
725997.17,20.28,6.94,374144.97,10.45
725968.99,20.29,6.95,374137.71,10.46
725772.61,20.28,6.94,373889.39,10.45
725624.14,20.29,6.94,373769.09,10.45
725475.67,20.29,6.94,374051.85,10.46
725327.2,20.29,6.95,373942.6,10.46
725367.43,20.29,6.95,373726.84,10.46
725375.09,20.29,6.95,373780.82,10.46
724307.62,20.31,6.97,373573.08,10.48
724752.07,20.32,6.98,374222.63,10.49
724614.21,20.33,6.98,374102.51,10.49
724633.5,20.33,6.99,374485.11,10.51
724605.32,20.34,6.99,374492.64,10.51
724456.85,20.34,7.0,374357.56,10.51
724458.15,20.34,7.0,374363.29,10.51
724309.68,20.34,7.0,374630.15,10.52
724161.21,20.34,7.0,374415.36,10.52
724005.1,20.34,7.0,374256.45,10.51
724298.64,20.35,7.01,374169.88,10.51
724158.05,20.35,7.0,374588.91,10.52
724198.28,20.35,7.01,374382.97,10.52
724060.42,20.35,7.01,374207.61,10.52
724060.42,20.35,7.01,374207.61,10.52
723901.34,20.36,7.01,374607.72,10.53
723873.16,20.36,7.02,374615.25,10.54
723883.04,20.36,7.02,374621.7,10.54
724176.58,20.37,7.03,374494.73,10.53
724176.58,20.37,7.03,374488.82,10.53
724028.11,20.37,7.03,374615.24,10.54
724028.11,20.37,7.03,374615.24,10.54
723656.09,20.37,7.02,374547.98,10.54
723941.45,20.38,7.03,374471.29,10.54
723941.45,20.38,7.03,374471.29,10.54
723983.91,20.38,7.03,377525.88,10.63
723955.73,20.38,7.04,377496.74,10.63
723960.71,20.38,7.04,377518.78,10.63
725442.97,20.43,7.09,377616.51,10.63
725294.5,20.43,7.09,377518.09,10.63
724833.67,20.42,7.08,376687.16,10.61
725012.07,20.43,7.09,377132.55,10.63
724830.47,20.43,7.09,376710.35,10.62
724870.7,20.44,7.09,376477.93,10.61
724573.83,20.43,7.09,376263.37,10.61
724425.36,20.43,7.09,376341.16,10.61
724796.39,20.45,7.1,377771.51,10.66
725156.59,20.46,7.12,377647.45,10.66
725128.41,20.47,7.12,377631.55,10.66
724979.94,20.47,7.12,377538.52,10.66
724831.47,20.47,7.13,377741.62,10.67
724683.0,20.47,7.13,377586.59,10.67
724861.4,20.48,7.14,377647.58,10.67
725232.43,20.49,7.15,379152.14,10.71
724777.08,20.49,7.14,378619.44,10.7
724777.08,20.49,7.14,378619.44,10.7
725062.36,20.5,7.15,377634.33,10.68
725064.95,20.5,7.15,377663.38,10.68
724966.36,20.5,7.16,378256.02,10.7
723898.89,20.52,7.17,378038.24,10.71
723870.71,20.52,7.18,378013.61,10.72
724156.07,20.53,7.19,377918.66,10.71
724007.6,20.53,7.19,378215.45,10.73
724047.83,20.54,7.2,378035.08,10.72
723899.36,20.54,7.2,378049.18,10.73
723750.89,20.54,7.2,378690.15,10.75
723704.13,20.55,7.2,378219.11,10.74
723668.63,20.55,7.21,378681.03,10.75
723640.45,20.56,7.21,378706.59,10.76
723680.69,20.56,7.22,378631.17,10.76
723680.69,20.56,7.22,378631.17,10.76
723532.22,20.56,7.22,378541.29,10.76
723383.75,20.56,7.22,378633.11,10.76
723669.11,20.58,7.23,378591.03,10.76
723520.63,20.58,7.23,378504.15,10.76
723372.16,20.58,7.24,379035.35,10.78
722372.16,20.56,7.21,378035.35,10.76
722550.56,20.56,7.22,378277.31,10.77
722550.56,20.56,7.22,378277.31,10.77
722176.73,20.56,7.21,378044.86,10.76
722176.73,20.56,7.21,378044.86,10.76
722148.55,20.56,7.22,378031.48,10.76
721081.08,20.58,7.24,377813.7,10.78
721313.18,20.59,7.25,377706.46,10.78
721313.18,20.59,7.25,377706.46,10.78
721164.71,20.59,7.25,377852.28,10.79
721016.24,20.59,7.25,377736.47,10.79
720867.77,20.59,7.25,377662.84,10.79
720908.0,20.6,7.26,378046.86,10.8
720759.53,20.6,7.26,377892.76,10.8
720591.41,20.6,7.25,377693.38,10.8
720823.51,20.61,7.26,378378.2,10.82
720984.04,20.62,7.27,378416.02,10.82
721269.4,20.63,7.28,378325.88,10.82
721120.93,20.63,7.29,378535.65,10.83
720747.1,20.62,7.28,378350.3,10.83
720787.33,20.63,7.28,378261.57,10.83
720790.06,20.63,7.28,378273.65,10.83
720641.59,20.63,7.29,378224.23,10.83
719641.59,20.61,7.26,377224.23,10.8
719493.12,20.61,7.27,378030.94,10.83
719493.12,20.61,7.27,378030.94,10.83
719019.53,20.62,7.28,378005.7,10.84
718972.77,20.62,7.28,377901.98,10.84
718865.37,20.62,7.28,377793.08,10.84
718615.18,20.62,7.28,377465.07,10.83
718466.71,20.62,7.28,377413.14,10.83
718169.84,20.61,7.27,377109.62,10.82
718021.36,20.62,7.27,377043.38,10.83
717872.89,20.62,7.27,377154.18,10.83
717724.42,20.62,7.28,376969.01,10.83
717696.24,20.62,7.28,376983.97,10.83
717981.6,20.64,7.29,376894.95,10.83
717833.13,20.64,7.29,377096.75,10.84
717833.13,20.64,7.29,377096.75,10.84
717873.37,20.64,7.3,376978.44,10.84
717654.26,20.64,7.29,376767.26,10.84
717363.69,20.63,7.29,376372.67,10.82
717363.69,20.63,7.29,376463.16,10.83
717215.22,20.63,7.29,376317.15,10.83
717066.75,20.64,7.29,376281.19,10.83
717106.98,20.64,7.3,376977.0,10.85
716743.76,20.63,7.29,376674.8,10.84
716773.38,20.64,7.3,376800.68,10.85
716933.9,20.65,7.31,376838.49,10.85
716785.43,20.65,7.31,376750.82,10.85
716963.83,20.66,7.32,376666.2,10.85
716815.36,20.66,7.32,376811.35,10.86
716666.89,20.66,7.32,376704.76,10.86
716518.42,20.66,7.32,376621.09,10.86
716369.95,20.67,7.32,377175.85,10.88
716369.95,20.67,7.32,377175.85,10.88
716221.48,20.67,7.32,377069.99,10.88
716193.3,20.67,7.33,377077.52,10.88
716044.83,20.67,7.33,376983.77,10.88
716314.06,20.69,7.34,377072.96,10.89
716165.59,20.69,7.34,376969.49,10.89
716017.12,20.69,7.35,376904.09,10.89
715868.65,20.69,7.35,377277.39,10.9
716154.01,20.7,7.36,377365.66,10.91
716194.24,20.71,7.36,377696.67,10.92
716166.06,20.71,7.37,377672.04,10.92
715098.59,20.73,7.39,377454.26,10.94
714724.75,20.72,7.38,377283.52,10.94
714434.18,20.72,7.37,376961.05,10.93
714127.31,20.71,7.36,376682.38,10.92
713926.91,20.7,7.36,376440.18,10.92
713778.44,20.71,7.36,376337.25,10.92
713818.67,20.71,7.37,376463.19,10.92
713997.07,20.72,7.38,376381.84,10.92
712929.6,20.74,7.39,376164.06,10.94
712781.13,20.74,7.4,376082.66,10.94
713058.3,20.75,7.41,376605.47,10.96
712920.44,20.75,7.41,376443.29,10.96
712786.85,20.75,7.41,377036.45,10.98
712410.14,20.75,7.4,376619.26,10.97
712570.66,20.76,7.41,376657.07,10.97
712945.81,20.77,7.43,376552.38,10.97
712797.34,20.77,7.43,376644.48,10.98
712648.87,20.77,7.43,376596.32,10.98
712500.4,20.77,7.43,376512.17,10.98
712540.63,20.78,7.44,376455.4,10.98
712392.16,20.78,7.44,376432.6,10.98
712286.24,20.78,7.44,377196.33,11.0
712137.77,20.78,7.44,377153.02,11.01
712137.77,20.78,7.44,377217.21,11.01
712109.6,20.79,7.44,377180.55,11.01
711892.29,20.78,7.44,376997.32,11.01
711743.82,20.78,7.44,376906.43,11.01
711595.35,20.79,7.44,377333.63,11.02
711635.58,20.79,7.45,377084.69,11.02
711487.11,20.79,7.45,377216.24,11.02
711793.7,20.81,7.46,377120.47,11.02
712108.92,20.82,7.48,377834.29,11.05
712080.74,20.83,7.48,377833.0,11.05
711690.97,20.82,7.48,377700.62,11.05
711542.5,20.82,7.48,377618.48,11.05
711394.03,20.82,7.48,377730.19,11.06
711245.56,20.82,7.48,377618.68,11.06
711097.09,20.83,7.48,377660.18,11.06
710969.84,20.83,7.49,378155.85,11.08
711323.94,20.84,7.5,378174.75,11.08
711323.94,20.84,7.5,378174.75,11.08
711181.67,20.84,7.5,378014.14,11.08
710765.52,20.83,7.49,377578.43,11.07
710737.34,20.84,7.5,377518.38,11.07
710588.87,20.84,7.5,377710.88,11.08
710874.23,20.85,7.51,377585.41,11.08
710725.76,20.85,7.51,377534.88,11.08
710577.29,20.86,7.51,377558.51,11.08
710617.52,20.86,7.52,378338.74,11.11
710618.82,20.86,7.52,378367.03,11.11
710917.51,20.88,7.53,378370.36,11.11
710769.04,20.88,7.53,378244.73,11.11
710769.04,20.88,7.53,380225.34,11.17
710480.88,20.87,7.53,379469.51,11.15
710385.48,20.88,7.53,379753.94,11.16
712344.82,20.94,7.6,380385.76,11.18
