ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ab90-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
618571.99,26.49,13.14,405478.78,17.36
618886.76,26.5,13.16,406603.12,17.41
618948.6,26.52,13.17,406230.84,17.4
618946.0,26.53,13.18,406112.04,17.4
618917.82,26.54,13.19,406095.05,17.41
618769.35,26.54,13.2,406003.11,17.41
618478.78,26.53,13.19,405762.33,17.41
618330.31,26.54,13.19,405933.9,17.42
618181.83,26.54,13.2,405875.17,17.43
618033.36,26.55,13.2,405850.86,17.43
618073.6,26.56,13.21,405686.42,17.43
617705.47,26.55,13.2,405495.11,17.43
617567.61,26.55,13.21,405862.36,17.45
617408.53,26.56,13.21,405646.44,17.45
617408.53,26.56,13.21,405646.44,17.45
617814.18,26.58,13.24,405669.78,17.45
617814.18,26.58,13.24,405669.78,17.45
617814.18,26.58,13.24,405669.78,17.45
617854.41,26.59,13.25,405594.11,17.46
617705.94,26.6,13.25,405701.61,17.47
617557.47,26.6,13.26,405576.61,17.47
617409.0,26.61,13.26,405484.6,17.47
617260.53,26.61,13.27,405571.37,17.49
617503.24,26.63,13.29,406551.69,17.53
617215.54,26.62,13.28,406206.06,17.52
617409.31,26.64,13.29,406444.36,17.53
617569.84,26.65,13.31,406482.17,17.54
617610.07,26.66,13.32,406402.91,17.54
617461.6,26.67,13.32,406307.48,17.55
617313.13,26.67,13.33,406402.92,17.56
617545.23,26.69,13.35,406283.57,17.56
617396.76,26.7,13.35,406708.82,17.59
617194.96,26.69,13.35,406285.89,17.57
617235.19,26.7,13.36,406252.89,17.57
617520.55,26.72,13.37,407392.2,17.63
617146.72,26.71,13.36,406986.68,17.61
617307.24,26.72,13.38,407024.49,17.62
617682.39,26.74,13.4,406919.8,17.62
617376.08,26.74,13.39,407029.17,17.63
617416.31,26.75,13.4,406954.9,17.63
617267.84,26.75,13.41,406845.61,17.63
617119.37,26.76,13.41,406823.03,17.64
617404.73,26.77,13.43,407335.76,17.66
617404.73,26.77,13.43,407335.76,17.66
617030.9,26.76,13.42,407005.55,17.65
618739.24,26.84,13.49,409428.9,17.76
618665.79,26.84,13.5,409180.28,17.75
618637.61,26.85,13.51,409195.23,17.76
618489.14,26.85,13.51,409111.79,17.76
618489.14,26.85,13.51,409096.31,17.76
618529.37,26.87,13.52,409025.06,17.77
618380.9,26.87,13.53,409125.72,17.78
618083.96,26.88,13.54,409060.2,17.79
618055.78,26.89,13.55,409031.06,17.8
617917.92,26.9,13.55,409330.19,17.82
617769.45,26.9,13.56,409231.78,17.82
617620.98,26.91,13.56,409540.29,17.84
617906.34,26.93,13.58,409317.99,17.84
617935.96,26.94,13.59,409272.37,17.84
616868.48,26.98,13.64,409054.59,17.89
616720.01,26.99,13.65,408931.24,17.9
616720.01,26.99,13.65,408931.24,17.9
616464.95,26.98,13.64,409790.87,17.94
616835.99,27.0,13.66,410048.28,17.95
617086.76,27.03,13.68,409876.85,17.95
617058.58,27.04,13.69,409902.41,17.96
616910.11,27.04,13.7,409808.36,17.96
616331.64,27.03,13.69,409495.38,17.96
616371.87,27.04,13.7,409424.13,17.96
616657.23,27.06,13.72,409590.74,17.97
616508.76,27.06,13.72,409413.92,17.97
616360.29,27.07,13.73,409386.99,17.98
616362.88,27.07,13.73,409446.05,17.98
616214.41,27.08,13.73,409937.96,18.01
616254.64,27.09,13.74,410028.6,18.02
616226.47,27.1,13.75,410003.97,18.03
616077.99,27.1,13.76,409905.22,18.03
615890.48,27.1,13.75,409699.51,18.03
615742.01,27.1,13.76,409909.75,18.04
615782.24,27.11,13.77,409775.31,18.04
615822.47,27.13,13.78,409704.02,18.05
615448.64,27.11,13.77,409474.97,18.04
615734.0,27.13,13.79,409421.02,18.04
615585.53,27.14,13.79,410129.22,18.08
616535.82,27.18,13.84,411286.07,18.13
617031.26,27.21,13.86,411301.63,18.13
617071.49,27.22,13.87,411219.2,18.14
616923.02,27.22,13.88,411156.56,18.14
616963.25,27.23,13.89,411272.01,18.15
616814.78,27.24,13.9,411175.61,18.16
616814.78,27.24,13.9,411129.34,18.16
616666.31,27.25,13.9,412105.03,18.21
616560.68,27.25,13.91,412103.06,18.22
616560.68,27.25,13.91,412103.06,18.22
616460.19,27.26,13.92,412026.1,18.22
616432.01,27.27,13.93,412012.72,18.23
616283.54,27.28,13.93,411918.25,18.23
616135.07,27.28,13.94,412039.35,18.24
616175.3,27.29,13.95,411973.35,18.25
616175.3,27.29,13.95,412031.32,18.25
616175.3,27.29,13.95,412075.81,18.25
616026.83,27.3,13.96,411996.35,18.26
616026.83,27.3,13.96,411996.35,18.26
615878.36,27.3,13.96,411943.7,18.26
615466.51,27.29,13.95,411565.9,18.25
615644.91,27.31,13.96,412150.43,18.28
615496.44,27.31,13.97,412007.76,18.28
615656.97,27.33,13.99,412045.57,18.29
615656.97,27.33,13.99,412045.57,18.29
615508.5,27.34,13.99,411950.54,18.3
615360.03,27.34,14.0,411868.02,18.3
615360.03,27.34,14.0,411884.92,18.3
615645.39,27.36,14.02,412022.67,18.31
615496.91,27.37,14.02,411924.13,18.31
615114.01,27.35,14.01,411565.49,18.3
614965.54,27.36,14.02,411588.82,18.31
614859.91,27.37,14.02,412224.44,18.35
614857.3,27.38,14.03,412115.97,18.35
614859.9,27.38,14.03,412129.56,18.35
614488.66,27.37,14.02,411901.84,18.34
614460.48,27.38,14.03,411927.41,18.35
614312.01,27.38,14.04,411844.28,18.36
614163.54,27.39,14.04,411759.25,18.36
614015.07,27.39,14.05,411787.39,18.37
614057.52,27.4,14.05,413706.57,18.46
615850.8,27.48,14.13,415089.69,18.52
615484.87,27.47,14.13,413747.75,18.47
615456.69,27.48,14.14,413731.85,18.47
615308.22,27.49,14.14,413638.82,18.48
615159.75,27.49,14.15,413605.15,18.49
614952.88,27.49,14.14,413422.37,18.48
614804.41,27.49,14.15,413464.39,18.49
614338.4,27.48,14.14,413228.57,18.49
614189.93,27.49,14.15,413189.69,18.49
613782.25,27.48,14.14,412551.83,18.47
613782.25,27.48,14.14,412549.02,18.47
614088.84,27.5,14.16,412628.29,18.48
614513.48,27.53,14.19,413754.78,18.54
614485.3,27.54,14.2,413780.35,18.55
614770.66,27.56,14.22,413687.16,18.55
614279.51,27.55,14.21,413089.67,18.53
614131.03,27.56,14.21,413280.43,18.54
614131.03,27.56,14.21,413328.97,18.55
614171.27,27.57,14.22,413208.56,18.55
614171.27,27.57,14.22,413066.8,18.54
614211.5,27.58,14.24,413046.85,18.55
614063.03,27.59,14.24,414008.42,18.6
613980.01,27.59,14.25,414000.85,18.61
613823.9,27.59,14.25,413841.94,18.6
613853.55,27.6,14.25,413675.99,18.6
613825.37,27.61,14.26,413690.94,18.61
613406.67,27.6,14.26,413483.01,18.6
613258.2,27.6,14.26,413399.57,18.61
613543.56,27.62,14.28,413333.43,18.61
613721.96,27.64,14.3,413557.91,18.62
613573.49,27.65,14.3,413533.29,18.63
613425.02,27.65,14.31,413399.12,18.63
613465.25,27.66,14.32,414214.04,18.68
613316.78,27.67,14.33,414101.11,18.68
613615.47,27.69,14.35,414104.44,18.69
613655.7,27.7,14.36,414026.7,18.69
613507.23,27.71,14.36,414134.65,18.7
613358.76,27.71,14.37,414082.72,18.71
613083.84,27.71,14.36,413913.4,18.71
613083.84,27.71,14.36,413913.4,18.71
612935.37,27.71,14.37,413821.87,18.71
612638.5,27.7,14.36,413517.75,18.7
612678.73,27.71,14.37,413450.95,18.7
612964.09,27.73,14.39,414417.55,18.75
612787.44,27.75,14.41,414491.57,18.77
613760.86,27.79,14.45,415743.92,18.83
614054.41,27.81,14.47,415632.8,18.83
614094.64,27.83,14.48,415570.2,18.83
613946.17,27.83,14.49,415510.67,18.84
613649.23,27.84,14.5,416003.78,18.88
613500.75,27.85,14.51,416007.51,18.88
613472.58,27.86,14.52,416022.47,18.89
613324.11,27.87,14.52,415927.69,18.9
613099.39,27.86,14.52,415779.21,18.89
613384.75,27.88,14.54,415724.4,18.9
613424.98,27.89,14.55,415876.13,18.91
613051.15,27.88,14.54,415792.44,18.91
613051.15,27.88,14.54,415792.44,18.91
612902.68,27.89,14.54,415812.11,18.92
612942.92,27.9,14.55,416443.43,18.95
613313.69,27.92,14.58,416685.07,18.97
613142.76,27.93,14.58,416550.45,18.97
613114.58,27.94,14.59,416557.98,18.98
613154.81,27.95,14.61,416486.41,18.98
613159.93,27.95,14.61,416487.76,18.98
613011.46,27.96,14.61,416412.07,18.99
613305.0,27.97,14.63,416484.82,19.0
613156.53,27.98,14.64,416390.12,19.0
613008.06,27.99,14.64,416849.31,19.03
612870.2,27.99,14.65,416752.27,19.04
612737.59,28.0,14.66,417014.58,19.06
612709.41,28.01,14.67,417029.54,19.07
612560.94,28.02,14.67,416900.62,19.07
612412.47,28.02,14.68,417022.25,19.08
612452.71,28.04,14.69,416937.26,19.09
612452.71,28.04,14.69,416936.37,19.09
612452.71,28.04,14.69,416936.37,19.09
612492.94,28.05,14.7,416880.93,19.09
612492.94,28.05,14.7,416880.93,19.09
612344.47,28.05,14.71,416831.7,19.1
612206.61,28.06,14.72,417373.41,19.13
612236.23,28.07,14.73,417306.86,19.13
612236.23,28.07,14.73,417306.86,19.13
612396.75,28.09,14.75,417344.67,19.14
612248.28,28.1,14.75,417207.38,19.15
611964.09,28.09,14.74,416948.18,19.14
611815.62,28.09,14.75,417042.6,19.15
611819.51,28.09,14.75,417101.66,19.15
611671.04,28.1,14.76,416999.37,19.16
611522.57,28.11,14.76,416936.9,19.16
611374.1,28.11,14.77,417206.72,19.18
611552.5,28.13,14.79,417217.32,19.19
611155.3,28.12,14.77,416796.77,19.17
611257.02,28.12,14.78,417360.09,19.2
611010.02,28.12,14.78,416977.6,19.19
610981.84,28.13,14.79,416961.7,19.2
610981.84,28.13,14.79,416961.7,19.2
610833.37,28.14,14.8,416850.05,19.2
611118.73,28.16,14.82,416994.7,19.21
611158.96,28.17,14.83,416901.28,19.22
611010.49,28.18,14.83,416826.08,19.22
610801.73,28.17,14.83,416626.86,19.22
611033.83,28.19,14.85,416999.66,19.24
610660.0,28.18,14.84,416642.54,19.23
610945.36,28.2,14.85,416593.53,19.23
610571.53,28.19,14.84,417327.56,19.27
610803.63,28.21,14.86,417500.13,19.28
610964.16,28.22,14.88,417537.94,19.29
611142.56,28.24,14.9,417425.71,19.29
611320.96,28.26,14.91,417550.77,19.3
611606.32,28.28,14.93,417463.09,19.3
611457.85,28.28,14.94,417939.11,19.33
611309.37,28.29,14.95,417748.16,19.33
610968.8,28.28,14.93,417537.62,19.32
611009.03,28.29,14.95,417378.57,19.32
610860.56,28.3,14.95,418591.46,19.39
610493.1,28.29,14.94,418170.88,19.37
610493.1,28.29,14.94,418170.88,19.37
610464.92,28.3,14.95,418185.84,19.38
610464.92,28.3,14.95,418185.84,19.38
610505.15,28.31,14.97,418113.67,19.39
610356.68,28.32,14.97,418031.14,19.39
610208.21,28.32,14.98,418086.35,19.41
610059.74,28.33,14.99,418022.74,19.41
609911.27,28.33,14.99,418224.22,19.43
609917.33,28.34,14.99,418211.92,19.43
610202.69,28.35,15.01,418322.09,19.44
609828.86,28.34,15.0,418026.0,19.43
610122.41,28.36,15.02,418640.4,19.46
609750.39,28.35,15.01,418236.34,19.45
609722.21,28.36,15.02,418261.91,19.46
608654.74,28.42,15.08,418044.13,19.52
608506.26,28.43,15.08,417891.01,19.52
608300.93,28.42,15.08,417704.32,19.52
608152.46,28.43,15.08,418012.83,19.54
608003.98,28.43,15.09,417719.71,19.53
607855.51,28.44,15.1,417791.82,19.55
608311.71,28.47,15.12,418029.69,19.56
608738.94,28.5,15.16,418971.96,19.62
609144.59,28.52,15.18,418995.3,19.62
608919.33,28.52,15.18,418862.59,19.62
609294.47,28.54,15.2,419077.27,19.63
608685.64,28.52,15.18,418439.41,19.61
608537.17,28.53,15.19,418284.65,19.61
608577.4,28.54,15.2,418196.24,19.61
608577.4,28.54,15.2,418196.24,19.61
608617.63,28.55,15.21,418550.07,19.64
608302.58,28.55,15.2,418439.77,19.64
608115.06,28.54,15.2,418250.7,19.63
607966.59,28.55,15.2,417969.35,19.63
607828.74,28.55,15.21,418923.72,19.68
607800.56,28.57,15.22,418894.58,19.69
607641.47,28.57,15.23,418692.65,19.69
607493.0,28.58,15.23,418594.23,19.69
607344.53,28.58,15.24,418902.75,19.72
607558.71,28.59,15.25,421343.64,19.83
609414.41,28.7,15.35,421798.54,19.86
609415.7,28.7,15.35,421823.01,19.86
609387.52,28.71,15.36,421848.57,19.87
609565.92,28.73,15.38,421731.48,19.87
609417.45,28.73,15.39,421905.24,19.89
609417.45,28.73,15.39,421905.24,19.89
609417.45,28.73,15.39,422825.22,19.93
611429.86,28.84,15.5,424597.57,20.03
611429.86,28.84,15.5,424597.57,20.03
611807.63,28.87,15.53,424493.04,20.03
611165.22,28.85,15.51,424632.97,20.05
611137.05,28.86,15.52,424619.59,20.06
611237.82,28.88,15.54,424027.32,20.03
611089.35,28.89,15.54,423916.64,20.04
611358.58,28.91,15.56,424043.49,20.05
611398.81,28.92,15.58,423972.48,20.05
611111.11,28.91,15.57,423900.37,20.05
610962.64,28.92,15.57,423963.47,20.07
610814.17,28.92,15.58,423901.22,20.07
610665.69,28.93,15.59,423842.77,20.08
610517.22,28.94,15.59,424139.66,20.1
610677.75,28.96,15.61,424177.47,20.11
611052.9,28.98,15.64,424025.18,20.11
610755.96,28.99,15.65,424013.42,20.13
610607.48,29.0,15.66,423980.07,20.14
610459.01,29.01,15.66,424387.86,20.16
610310.54,29.01,15.67,424028.68,20.16
610215.77,29.02,15.68,424730.23,20.2
609849.75,29.01,15.67,424321.88,20.19
609821.57,29.02,15.68,424273.89,20.19
609861.8,29.04,15.69,424197.53,20.2
610131.03,29.06,15.71,424321.48,20.21
609982.56,29.06,15.72,424173.87,20.21
609694.86,29.05,15.71,424169.06,20.21
609694.86,29.05,15.71,425574.49,20.28
609578.23,29.06,15.72,425677.82,20.29
609528.83,29.07,15.73,424439.78,20.25
609788.87,29.1,15.76,425196.24,20.29
609775.83,29.1,15.76,425094.63,20.29
609747.65,29.12,15.77,425120.19,20.3
609599.18,29.12,15.78,424986.78,20.3
609599.18,29.12,15.78,424986.78,20.3
609450.71,29.13,15.79,425107.88,20.32
609302.24,29.14,15.79,424980.17,20.32
609153.77,29.14,15.8,424939.91,20.33
609026.52,29.15,15.81,425049.61,20.35
608958.54,29.16,15.82,425057.41,20.36
608958.54,29.16,15.82,425057.41,20.36
608930.37,29.18,15.83,425072.37,20.37
608930.37,29.18,15.83,425072.37,20.37
608781.89,29.18,15.84,424942.29,20.37
608531.7,29.18,15.84,424761.72,20.37
608383.23,29.19,15.85,424920.19,20.39
608234.76,29.2,15.85,424782.59,20.39
608086.29,29.2,15.86,425270.62,20.42
608117.75,29.22,15.88,425661.3,20.45
608412.35,29.25,15.9,425324.74,20.44
608384.17,29.26,15.91,425339.7,20.46
608562.57,29.28,15.93,425222.35,20.46
608414.1,29.28,15.94,425641.25,20.49
607831.33,29.27,15.93,425164.29,20.47
607831.33,29.27,15.93,425164.29,20.47
607682.86,29.28,15.93,425222.25,20.49
607534.39,29.28,15.94,424803.13,20.48
607556.76,29.3,15.95,426037.55,20.54
607527.87,29.31,15.96,425493.12,20.53
607652.11,29.32,15.98,425520.0,20.53
607623.93,29.34,15.99,425545.56,20.55
607475.46,29.34,16.0,425446.99,20.55
607326.99,29.35,16.01,425377.4,20.56
607178.52,29.36,16.01,425449.05,20.57
607030.04,29.36,16.02,425362.15,20.58
607405.19,29.39,16.04,425654.56,20.59
607445.42,29.4,16.06,425745.13,20.61
607296.95,29.41,16.06,425884.62,20.62
607296.95,29.41,16.06,425878.22,20.62
607268.78,29.42,16.08,425885.75,20.63
607268.78,29.42,16.08,425885.75,20.63
607120.3,29.43,16.08,425779.44,20.64
606971.83,29.43,16.09,425853.55,20.65
606823.36,29.44,16.1,425768.56,20.66
606635.95,29.44,16.09,425708.44,20.66
606339.74,29.43,16.08,425392.33,20.65
606191.27,29.43,16.09,425329.32,20.65
606231.5,29.45,16.1,425491.34,20.67
606516.87,29.47,16.13,425587.98,20.68
606368.39,29.48,16.13,425777.49,20.7
605994.56,29.46,16.12,425530.18,20.69
605966.38,29.48,16.13,425555.74,20.7
605817.91,29.48,16.14,425446.74,20.71
605669.44,29.49,16.15,425560.34,20.72
605520.97,29.5,16.16,425485.44,20.73
605404.34,29.51,16.16,426706.52,20.8
606092.62,29.56,16.21,426796.13,20.81
606092.62,29.56,16.21,426818.15,20.81
605728.38,29.55,16.21,426035.59,20.78
605115.79,29.53,16.19,425523.13,20.77
605505.32,29.56,16.22,425505.01,20.77
605505.32,29.56,16.22,425505.01,20.77
605790.68,29.58,16.24,425410.31,20.77
605416.84,29.57,16.23,425589.97,20.79
605686.08,29.59,16.25,425453.08,20.79
605537.61,29.6,16.25,425702.31,20.81
605577.84,29.61,16.27,425499.18,20.81
605429.37,29.62,16.28,425369.64,20.81
605280.9,29.63,16.28,426439.33,20.87
605132.42,29.63,16.29,426325.94,20.88
605104.25,29.65,16.3,426324.65,20.89
604955.78,29.65,16.31,426223.04,20.89
605241.14,29.67,16.33,426398.96,20.91
605092.66,29.68,16.34,426435.14,20.92
604976.04,29.69,16.35,426370.77,20.93
605005.65,29.7,16.36,427460.24,20.99
604422.1,29.68,16.34,426879.71,20.96
604737.32,29.71,16.37,426926.11,20.98
604709.14,29.73,16.38,426951.68,20.99
604994.5,29.75,16.4,426858.49,20.99
604612.77,29.74,16.4,426312.99,20.97
604612.77,29.74,16.4,426312.99,20.97
604464.29,29.75,16.41,426245.98,20.98
604504.53,29.76,16.42,426407.48,20.99
604310.46,29.76,16.41,426286.76,20.99
604086.82,29.75,16.41,425987.92,20.98
603712.99,29.74,16.39,425939.82,20.98
603564.52,29.74,16.4,425832.01,20.99
603437.28,29.75,16.41,425886.66,21.0
603975.56,29.79,16.44,426972.07,21.06
603781.5,29.78,16.44,426845.22,21.05
604187.15,29.81,16.46,426868.56,21.06
604187.15,29.81,16.46,426868.79,21.06
603790.51,29.8,16.46,426316.69,21.04
603790.51,29.8,16.46,426301.61,21.04
603642.04,29.81,16.47,426185.54,21.05
603493.57,29.82,16.47,426307.55,21.06
603345.1,29.82,16.48,426204.8,21.07
603202.96,29.82,16.48,426130.31,21.07
603054.49,29.83,16.48,426304.73,21.09
602906.02,29.84,16.49,426134.63,21.09
603084.42,29.85,16.51,426733.95,21.12
602935.95,29.86,16.52,426626.5,21.13
602935.95,29.86,16.52,426626.5,21.13
603341.6,29.89,16.54,426648.73,21.14
602274.13,29.95,16.61,426441.0,21.21
602125.66,29.96,16.62,426340.56,21.21
601751.83,29.95,16.61,426292.11,21.22
601603.35,29.96,16.61,426575.08,21.24
601454.88,29.96,16.62,426449.69,21.25
601454.88,29.96,16.62,426449.69,21.25
600387.41,30.03,16.69,426231.91,21.32
600870.96,30.07,16.72,426604.89,21.35
600842.78,30.08,16.74,426630.45,21.36
601446.45,30.12,16.78,428210.1,21.45
601446.45,30.12,16.78,428210.1,21.45
601297.98,30.13,16.79,428075.61,21.45
601149.51,30.14,16.79,428041.94,21.46
600675.06,30.13,16.78,427055.33,21.42
600526.59,30.14,16.79,427137.07,21.43
600526.59,30.14,16.79,427200.4,21.44
600378.11,30.14,16.8,427253.94,21.45
600121.46,30.14,16.8,427049.22,21.45
600058.66,30.15,16.81,427027.8,21.46
599909.94,30.16,16.82,427204.85,21.48
600026.05,30.17,16.83,427188.77,21.48
599997.87,30.19,16.85,427140.77,21.49
599849.4,30.2,16.85,427061.55,21.5
599700.93,30.2,16.86,427194.13,21.52
599986.29,30.23,16.88,427147.48,21.52
599987.59,30.23,16.88,427166.6,21.52
600027.82,30.24,16.9,427070.8,21.52
600206.22,30.26,16.92,427695.89,21.56
600246.45,30.27,16.93,427798.48,21.58
600136.45,30.27,16.93,427688.48,21.57
599839.58,30.26,16.92,427380.0,21.56
599839.58,30.26,16.92,427380.0,21.56
599717.09,30.27,16.92,427635.32,21.58
599877.62,30.29,16.95,427673.13,21.59
599729.15,30.3,16.95,427541.19,21.6
599580.68,30.3,16.96,427647.51,21.61
599580.68,30.3,16.96,427647.51,21.61
599432.2,30.31,16.97,427539.17,21.62
599432.2,30.31,16.97,427539.17,21.62
599432.2,30.31,16.97,427539.17,21.62
599472.44,30.33,16.98,427473.98,21.63
599323.97,30.33,16.99,427453.83,21.64
599364.2,30.35,17.01,428037.99,21.67
599215.73,30.36,17.01,427931.22,21.68
599514.42,30.38,17.04,427934.55,21.69
599799.78,30.4,17.06,427828.97,21.69
599425.69,30.39,17.05,427555.28,21.68
598981.5,30.38,17.03,427132.31,21.66
598833.03,30.38,17.04,427330.93,21.68
598459.2,30.37,17.03,427238.19,21.68
598310.72,30.38,17.04,427090.07,21.69
598350.96,30.4,17.05,427404.24,21.71
598202.49,30.4,17.06,427312.67,21.72
598202.49,30.4,17.06,427309.92,21.72
598054.01,30.41,17.07,427096.73,21.72
597905.54,30.42,17.08,427590.58,21.75
597746.84,30.41,17.07,427432.29,21.75
597750.02,30.41,17.07,427421.56,21.75
597573.38,30.44,17.09,427295.51,21.76
597424.9,30.44,17.1,427364.38,21.78
597465.14,30.46,17.11,427385.06,21.79
597316.67,30.47,17.12,427268.02,21.79
597017.91,30.46,17.11,426982.21,21.78
597058.14,30.47,17.13,427040.97,21.79
597449.09,30.51,17.16,427874.9,21.85
597449.09,30.51,17.16,427932.07,21.85
597420.91,30.52,17.18,427930.78,21.86
596921.72,30.51,17.16,427542.76,21.85
596773.25,30.52,17.17,427426.82,21.86
596624.78,30.52,17.18,427563.49,21.87
596476.31,30.53,17.19,427416.66,21.88
596476.31,30.53,17.19,427414.66,21.88
596851.46,30.56,17.21,427382.48,21.88
596891.69,30.57,17.23,427708.84,21.91
596931.92,30.59,17.24,427358.49,21.9
596616.87,30.58,17.23,428025.19,21.94
596468.4,30.58,17.24,427892.34,21.94
596440.22,30.6,17.26,427917.9,21.95
596291.75,30.61,17.26,427823.85,21.96
596143.28,30.61,17.27,427749.74,21.97
595994.81,30.62,17.28,427809.79,21.98
595846.34,30.63,17.29,427770.1,21.99
595846.34,30.63,17.29,427774.22,21.99
595846.34,30.63,17.29,427774.22,21.99
595886.57,30.65,17.3,427795.05,22.0
596182.54,30.67,17.33,428455.08,22.04
596120.92,30.68,17.34,428398.68,22.05
596526.58,30.71,17.37,428420.91,22.06
596526.58,30.71,17.37,428420.91,22.06
596378.11,30.72,17.37,428299.65,22.06
596610.21,30.74,17.4,428433.66,22.07
596461.74,30.75,17.4,428333.51,22.08
596313.27,30.76,17.41,428257.44,22.09
596353.5,30.77,17.43,428253.76,22.1
595979.67,30.76,17.42,428886.45,22.13
595841.81,30.77,17.42,428876.64,22.15
595871.43,30.78,17.44,428887.62,22.16
596170.12,30.81,17.46,428994.89,22.17
596455.48,30.83,17.49,428890.99,22.17
596300.6,30.82,17.48,428736.66,22.16
596300.6,30.82,17.48,428736.66,22.16
595926.77,30.81,17.47,428634.18,22.16
595778.3,30.82,17.48,428931.55,22.19
595629.83,30.83,17.49,428582.85,22.18
595915.19,30.85,17.51,428719.13,22.2
595976.65,30.87,17.52,430166.56,22.28
596267.23,30.9,17.55,430268.41,22.3
596267.23,30.9,17.55,430268.41,22.3
595905.28,30.89,17.55,429732.76,22.28
595905.28,30.89,17.55,429732.76,22.28
595877.1,30.91,17.56,429725.5,22.29
595728.63,30.92,17.57,429605.2,22.29
595477.38,30.91,17.56,429387.4,22.29
595479.98,30.91,17.56,429429.88,22.29
595189.4,30.9,17.55,429251.91,22.28
595229.63,30.91,17.57,429411.45,22.3
595269.87,30.93,17.58,429316.06,22.31
595310.1,30.94,17.6,429260.32,22.31
594913.89,30.93,17.59,428903.06,22.3
594765.42,30.94,17.59,428843.08,22.31
594943.82,30.96,17.61,429727.69,22.36
594795.35,30.97,17.62,429680.79,22.37
594955.87,30.99,17.64,429718.6,22.38
594996.11,31.0,17.66,429639.35,22.39
594699.24,30.99,17.65,429300.82,22.37
594550.77,31.0,17.66,429205.38,22.38
594402.29,31.01,17.67,429282.99,22.4
594687.65,31.03,17.69,429188.99,22.4
594727.89,31.05,17.7,429175.89,22.4
594579.42,31.06,17.71,429943.66,22.46
594205.59,31.04,17.7,429616.07,22.44
594057.11,31.05,17.71,429689.21,22.46
594028.94,31.07,17.72,429714.78,22.47
594069.17,31.08,17.74,429639.35,22.48
593920.7,31.09,17.75,429549.47,22.49
593704.69,31.08,17.74,429333.47,22.48
593990.05,31.11,17.76,429468.18,22.49
594030.28,31.12,17.78,429383.1,22.5
594030.28,31.12,17.78,429383.1,22.5
593881.81,31.13,17.79,429315.82,22.5
594085.25,31.14,17.8,429780.87,22.53
594574.41,31.17,17.83,431477.28,22.62
594236.2,31.17,17.82,430806.93,22.59
594208.03,31.18,17.84,430821.88,22.61
594493.39,31.2,17.86,430732.86,22.61
593810.81,31.18,17.84,429961.36,22.58
593662.34,31.19,17.85,430102.3,22.6
593702.58,31.21,17.87,430020.88,22.6
593742.81,31.22,17.88,429956.0,22.61
593594.34,31.23,17.89,429871.12,22.62
593220.51,31.22,17.88,430492.9,22.66
592153.03,31.3,17.95,430275.12,22.74
592106.28,31.31,17.97,430007.31,22.74
592044.79,31.32,17.98,430210.84,22.76
592044.79,31.32,17.98,430210.84,22.76
592016.61,31.34,17.99,430236.41,22.77
591868.14,31.34,18.0,430112.07,22.78
591719.67,31.35,18.01,430436.41,22.81
591759.9,31.37,18.03,430223.06,22.81
591611.43,31.38,18.03,430045.77,22.81
591462.96,31.39,18.04,430031.03,22.82
591465.55,31.39,18.04,430032.28,22.82
591317.08,31.4,18.05,430333.26,22.85
591168.61,31.4,18.06,430164.63,22.85
591582.45,31.43,18.09,430273.98,22.86
591622.68,31.45,18.11,430187.65,22.87
591349.51,31.44,18.1,430042.49,22.86
591201.04,31.45,18.11,430213.63,22.89
591241.27,31.47,18.12,430109.49,22.89
591092.8,31.47,18.13,430030.05,22.9
590944.33,31.48,18.14,430490.02,22.93
590574.33,31.47,18.13,430120.02,22.92
590526.92,31.47,18.12,430073.09,22.92
590378.45,31.48,18.13,430102.69,22.93
590229.98,31.49,18.14,430022.94,22.94
590390.5,31.51,18.16,430060.75,22.95
590242.03,31.52,18.17,429919.17,22.96
590093.56,31.53,18.18,429883.2,22.97
589945.09,31.53,18.19,429902.22,22.98
589796.62,31.54,18.2,429903.58,22.99
589733.82,31.56,18.21,430012.15,23.01
589705.64,31.57,18.23,429952.1,23.02
590522.87,31.62,18.28,430954.37,23.08
590808.23,31.65,18.3,430894.83,23.08
590595.89,31.64,18.3,430680.66,23.07
589528.41,31.72,18.37,430462.89,23.16
589379.94,31.73,18.38,430636.38,23.18
589222.54,31.72,18.38,430477.47,23.18
589074.06,31.73,18.39,430380.02,23.18
588925.59,31.74,18.4,430392.9,23.2
588257.05,31.72,18.38,429903.64,23.18
588129.81,31.73,18.39,431060.59,23.26
588467.78,31.76,18.42,430257.34,23.22
588439.6,31.77,18.43,430272.29,23.23
