ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
540572.56,11.59,6.41,214358.19,4.59
541046.33,11.6,6.42,214358.43,4.59
541183.16,11.6,6.43,214481.05,4.6
541636.53,11.61,6.44,214892.58,4.61
541584.81,11.61,6.44,214892.58,4.61
541721.64,11.62,6.44,214890.56,4.61
541361.22,11.61,6.44,214509.52,4.6
541723.97,11.62,6.45,214509.69,4.6
541672.25,11.62,6.45,214509.69,4.6
541620.52,11.62,6.45,214514.3,4.6
541568.8,11.62,6.45,214493.98,4.6
541894.16,11.63,6.46,214493.98,4.6
541842.44,11.63,6.46,214493.98,4.61
542362.67,11.65,6.47,214494.05,4.61
542499.49,11.65,6.48,214867.32,4.61
542447.77,11.65,6.48,214783.71,4.61
542447.77,11.65,6.48,214917.37,4.62
542396.04,11.65,6.48,215366.37,4.63
542849.42,11.66,6.49,215366.37,4.63
542797.69,11.67,6.49,215336.88,4.63
542934.52,11.67,6.5,215336.88,4.63
543313.21,11.68,6.51,215348.49,4.63
543261.48,11.68,6.51,215501.24,4.63
543209.76,11.68,6.51,215501.24,4.63
543346.59,11.69,6.51,215501.24,4.64
543294.86,11.69,6.52,215501.24,4.64
543665.58,11.7,6.53,215502.87,4.64
543613.86,11.7,6.53,215532.81,4.64
543562.13,11.7,6.53,215532.81,4.64
543510.41,11.7,6.53,215394.3,4.64
543458.68,11.7,6.53,215394.3,4.64
543595.51,11.71,6.54,215516.91,4.64
543958.26,11.72,6.54,215516.98,4.64
543906.53,11.72,6.55,215433.37,4.64
543854.81,11.72,6.55,215435.31,4.64
544225.53,11.73,6.56,215564.49,4.65
543811.73,11.74,6.57,215564.49,4.65
543948.56,11.75,6.57,215552.84,4.65
543896.83,11.75,6.57,215552.84,4.66
543845.11,11.75,6.58,215552.84,4.66
543793.39,11.75,6.58,215469.23,4.66
544246.76,11.76,6.59,215969.58,4.67
544195.04,11.76,6.59,215856.48,4.67
544143.31,11.76,6.59,215836.16,4.67
544091.59,11.76,6.59,215830.96,4.67
544100.07,11.77,6.6,215050.05,4.65
544236.89,11.77,6.6,215050.05,4.65
543787.52,11.76,6.59,214528.13,4.64
544315.17,11.78,6.6,214528.13,4.64
544452.0,11.78,6.61,214528.13,4.64
544452.0,11.78,6.61,214653.75,4.64
544400.27,11.78,6.61,214904.02,4.65
544837.61,11.79,6.62,214910.36,4.65
544785.88,11.79,6.62,214910.36,4.65
545156.6,11.8,6.63,215039.54,4.66
545293.43,11.81,6.64,215162.16,4.66
545430.25,11.81,6.64,215153.53,4.66
545430.25,11.81,6.64,215153.53,4.66
545378.53,11.82,6.64,215043.67,4.66
545326.8,11.82,6.64,215043.67,4.66
545275.08,11.82,6.65,215043.67,4.66
545377.19,11.82,6.65,215082.1,4.66
545747.91,11.83,6.66,215082.1,4.66
545696.18,11.83,6.66,215082.1,4.66
546066.9,11.84,6.67,215082.1,4.66
546867.64,11.86,6.69,215266.49,4.67
546815.91,11.86,6.69,215263.05,4.67
546764.19,11.86,6.69,215263.05,4.67
546712.46,11.87,6.69,215263.05,4.67
546660.74,11.87,6.69,215149.95,4.67
547022.89,11.88,6.7,215149.95,4.67
547393.61,11.89,6.71,215149.95,4.67
547341.89,11.89,6.71,215349.06,4.68
547862.11,11.9,6.73,215776.76,4.69
547810.39,11.9,6.73,215776.76,4.69
548181.11,11.91,6.74,215776.76,4.69
548129.38,11.91,6.74,215784.58,4.69
547957.68,11.91,6.74,215550.89,4.68
548094.5,11.91,6.74,215646.0,4.69
548446.82,11.92,6.75,216461.42,4.71
548583.65,11.93,6.75,216467.54,4.71
549400.88,11.95,6.77,216695.49,4.71
549537.71,11.95,6.78,216698.9,4.71
549485.99,11.95,6.78,216698.9,4.71
549434.26,11.95,6.78,216698.9,4.71
549812.95,11.96,6.79,216698.9,4.72
549949.78,11.97,6.8,216705.37,4.72
549949.78,11.97,6.8,216705.37,4.72
549898.05,11.97,6.8,216705.37,4.72
550034.88,11.98,6.8,216705.37,4.72
549983.15,11.98,6.8,216705.37,4.72
549931.43,11.98,6.81,216836.98,4.72
549879.71,11.98,6.81,216848.86,4.72
549827.98,11.98,6.81,217273.26,4.73
549952.94,11.99,6.81,216962.23,4.73
550384.03,12.0,6.82,217155.71,4.73
550332.3,12.0,6.83,217155.71,4.73
550176.63,12.0,6.82,216932.95,4.73
550696.85,12.01,6.84,216430.85,4.72
550645.13,12.01,6.84,216430.85,4.72
551007.28,12.02,6.85,216431.09,4.72
551007.28,12.02,6.85,216431.09,4.72
550955.56,12.02,6.85,216431.09,4.72
550630.45,12.01,6.84,216154.51,4.72
550767.28,12.02,6.85,216147.12,4.72
550715.55,12.02,6.85,216147.12,4.72
551086.27,12.03,6.86,216145.78,4.72
551034.55,12.03,6.86,216145.78,4.72
551171.37,12.04,6.87,215957.89,4.72
551119.65,12.04,6.87,215956.89,4.72
551067.93,12.04,6.87,215956.89,4.72
551438.64,12.05,6.88,216052.12,4.72
551386.92,12.05,6.88,215942.26,4.72
551335.2,12.05,6.88,215942.26,4.72
551283.47,12.05,6.88,215921.95,4.72
551070.04,12.05,6.88,216103.85,4.73
551523.42,12.06,6.89,216490.17,4.73
551471.69,12.06,6.89,216489.93,4.74
551419.97,12.06,6.89,216506.72,4.74
551368.24,12.07,6.89,216507.76,4.74
551505.07,12.07,6.9,216507.76,4.74
551453.35,12.07,6.9,216574.85,4.74
551401.62,12.07,6.9,216464.99,4.74
551763.78,12.08,6.91,216427.23,4.74
552158.24,12.09,6.92,216377.69,4.74
552106.51,12.09,6.92,216377.69,4.74
552469.43,12.11,6.93,214865.56,4.71
552270.97,12.1,6.93,214568.28,4.7
552219.24,12.1,6.93,214573.33,4.7
552167.52,12.1,6.93,214573.33,4.7
552620.89,12.12,6.94,214573.33,4.7
552757.72,12.12,6.95,214660.37,4.71
552705.99,12.12,6.95,214655.53,4.71
552654.27,12.12,6.95,214541.87,4.71
552602.55,12.13,6.95,214541.87,4.71
552550.82,12.13,6.95,214541.87,4.71
552499.1,12.13,6.96,214541.87,4.71
552952.47,12.14,6.97,215006.61,4.72
552900.75,12.14,6.97,215006.61,4.72
552538.31,12.13,6.96,214625.24,4.71
552486.58,12.14,6.96,214625.24,4.71
552857.3,12.14,6.97,215066.72,4.72
552805.58,12.15,6.97,215066.72,4.73
552753.85,12.15,6.98,215066.72,4.73
552702.13,12.15,6.98,215071.24,4.73
552650.4,12.15,6.98,215071.24,4.73
552598.68,12.15,6.98,215071.22,4.73
552571.98,12.15,6.98,214918.65,4.73
552942.69,12.16,6.99,214918.65,4.73
553313.41,12.17,7.0,214918.65,4.73
553450.24,12.18,7.0,214918.65,4.73
553903.61,12.19,7.02,215045.2,4.73
554274.33,12.2,7.02,215049.53,4.73
554794.56,12.21,7.04,215049.53,4.73
554742.83,12.21,7.04,215049.53,4.73
554691.11,12.21,7.04,215419.6,4.74
554639.38,12.21,7.04,215362.6,4.74
555010.1,12.22,7.05,215362.6,4.74
554958.38,12.23,7.05,215362.6,4.74
554906.65,12.23,7.05,215249.5,4.74
554854.93,12.23,7.06,215310.94,4.75
555217.68,12.24,7.07,215700.18,4.75
555013.55,12.23,7.06,215702.04,4.75
554599.75,12.25,7.07,215702.04,4.76
554872.16,12.25,7.08,215765.38,4.76
555144.57,12.26,7.09,215765.38,4.77
555092.84,12.26,7.09,215769.85,4.77
555041.12,12.26,7.09,215769.85,4.77
555411.84,12.27,7.1,216219.06,4.78
555548.66,12.28,7.11,216341.68,4.78
555496.94,12.28,7.11,216345.41,4.78
555445.21,12.28,7.11,216345.41,4.78
555393.49,12.28,7.11,216252.62,4.78
555341.77,12.29,7.11,216255.28,4.78
555712.48,12.3,7.12,216255.56,4.78
555660.76,12.3,7.12,215726.97,4.77
555609.03,12.3,7.13,215725.41,4.78
555557.31,12.3,7.13,215615.55,4.77
555505.59,12.3,7.13,215616.27,4.77
555642.41,12.31,7.13,215616.27,4.78
555590.69,12.31,7.14,215748.31,4.78
555538.96,12.31,7.14,215616.26,4.78
555487.24,12.31,7.14,215740.25,4.78
555624.07,12.32,7.14,215740.25,4.78
555760.89,12.32,7.15,215753.01,4.78
556281.12,12.33,7.16,215750.4,4.78
555918.68,12.33,7.15,215369.03,4.78
555866.95,12.33,7.16,215393.3,4.78
555815.23,12.33,7.16,215284.98,4.78
555763.5,12.33,7.16,216296.58,4.8
556134.22,12.34,7.17,216281.6,4.8
556134.22,12.34,7.17,216291.36,4.8
556271.05,12.35,7.17,216291.08,4.8
556407.87,12.35,7.18,216291.08,4.8
556356.15,12.35,7.18,216599.89,4.81
556132.18,12.35,7.18,217294.77,4.83
555913.39,12.35,7.18,217411.54,4.83
555861.67,12.35,7.18,217430.73,4.83
555809.94,12.35,7.18,217317.63,4.83
555650.0,12.35,7.18,217051.38,4.82
555598.28,12.35,7.18,217085.44,4.83
555237.87,12.34,7.17,216773.33,4.82
555510.27,12.35,7.18,216852.33,4.82
555880.99,12.36,7.19,216856.76,4.82
555829.27,12.36,7.19,216856.76,4.82
556019.33,12.37,7.2,216940.51,4.83
556472.7,12.38,7.21,217306.02,4.83
556420.98,12.38,7.21,217306.02,4.84
556557.8,12.39,7.22,217306.02,4.84
556694.63,12.39,7.22,217301.41,4.84
556831.45,12.4,7.23,217302.52,4.84
556779.73,12.4,7.23,217302.56,4.84
557299.96,12.41,7.24,217302.56,4.84
557248.23,12.41,7.24,217324.96,4.84
557196.51,12.42,7.24,217323.1,4.84
557144.78,12.42,7.24,217323.1,4.84
557093.06,12.42,7.25,217323.08,4.84
557137.15,12.42,7.25,218731.2,4.88
557085.43,12.42,7.25,218735.67,4.88
557033.7,12.43,7.25,218850.61,4.88
556981.98,12.43,7.25,218850.61,4.88
556568.19,12.44,7.27,218850.61,4.89
556568.19,12.44,7.27,218929.03,4.89
556930.93,12.45,7.28,219279.95,4.9
556879.21,12.45,7.28,219279.95,4.9
556827.49,12.45,7.28,219280.03,4.9
556964.31,12.46,7.29,219402.65,4.91
556912.59,12.46,7.29,219402.65,4.91
556860.86,12.46,7.29,219416.05,4.91
556809.14,12.46,7.29,219351.05,4.91
556822.65,12.47,7.29,219293.57,4.91
556770.93,12.47,7.3,219293.57,4.91
556719.2,12.47,7.3,219300.48,4.91
557089.92,12.48,7.31,219415.42,4.91
557038.2,12.48,7.31,219305.56,4.91
557038.2,12.48,7.31,219308.41,4.91
556986.47,12.48,7.31,219308.41,4.91
557476.01,12.5,7.32,219232.02,4.91
557424.29,12.5,7.33,219537.03,4.92
557561.12,12.5,7.33,219341.26,4.92
558081.34,12.52,7.34,219842.37,4.93
558452.06,12.52,7.35,219842.37,4.93
558400.33,12.53,7.35,219842.37,4.93
558537.16,12.53,7.36,219842.37,4.93
558485.44,12.53,7.36,219841.18,4.93
558433.71,12.54,7.36,219842.53,4.93
558381.99,12.54,7.36,219842.53,4.94
558158.02,12.53,7.36,219644.43,4.93
558528.74,12.54,7.37,219643.48,4.93
558665.56,12.55,7.38,219455.59,4.93
559185.79,12.56,7.39,219466.83,4.93
559134.07,12.56,7.39,219401.84,4.93
559270.89,12.57,7.39,219524.45,4.93
559266.65,12.57,7.4,220838.75,4.96
559415.35,12.58,7.4,220732.92,4.96
559363.62,12.58,7.4,220732.92,4.96
559902.66,12.59,7.42,220745.78,4.96
559850.93,12.59,7.42,220745.78,4.97
560176.3,12.6,7.43,220745.78,4.97
560124.57,12.6,7.43,220743.99,4.97
560261.4,12.61,7.44,220742.82,4.97
560209.68,12.61,7.44,220793.24,4.97
560157.95,12.61,7.44,220795.48,4.97
560536.64,12.62,7.45,220795.48,4.97
560484.92,12.62,7.45,220711.87,4.97
560433.19,12.63,7.45,220711.87,4.97
560381.47,12.63,7.46,220711.87,4.97
560329.74,12.63,7.46,220711.87,4.97
562130.48,12.67,7.5,221896.26,5.0
562078.75,12.67,7.5,222332.21,5.01
562027.03,12.67,7.5,222332.21,5.01
561975.31,12.68,7.5,222332.21,5.01
561923.58,12.68,7.5,222332.21,5.02
562060.41,12.68,7.51,222332.21,5.02
562431.13,12.69,7.52,222340.95,5.02
562431.13,12.69,7.52,222473.19,5.02
562884.5,12.7,7.53,222473.19,5.02
562832.78,12.71,7.53,222473.19,5.02
562969.6,12.71,7.54,222473.19,5.02
562486.79,12.7,7.53,222280.9,5.02
562435.06,12.7,7.53,222430.18,5.02
562383.34,12.7,7.53,222430.14,5.02
562331.62,12.71,7.53,222373.15,5.02
562604.02,12.71,7.54,222373.15,5.03
562974.74,12.72,7.55,222376.08,5.03
563247.15,12.73,7.56,222376.08,5.03
563195.42,12.73,7.56,222323.98,5.03
563143.7,12.74,7.56,222231.2,5.03
563091.97,12.74,7.57,222427.21,5.03
563228.8,12.74,7.57,222427.21,5.03
563177.08,12.74,7.57,222426.77,5.03
563313.9,12.75,7.58,222426.77,5.03
563099.86,12.75,7.57,222239.59,5.03
563048.13,12.75,7.58,222146.81,5.03
563184.96,12.75,7.58,222146.81,5.03
563133.23,12.75,7.58,222299.01,5.04
563133.23,12.75,7.58,222389.93,5.04
563081.51,12.76,7.58,222386.69,5.04
563029.79,12.76,7.59,222386.69,5.04
563001.8,12.76,7.59,222443.02,5.04
562950.08,12.76,7.59,222443.02,5.04
562898.36,12.76,7.59,222455.44,5.04
562846.63,12.77,7.59,222455.44,5.05
562794.91,12.77,7.6,222455.44,5.05
562794.91,12.77,7.6,222455.44,5.05
562743.18,12.77,7.6,222455.44,5.05
562880.01,12.77,7.6,222792.51,5.06
563333.38,12.79,7.61,222792.52,5.06
563281.66,12.79,7.62,222735.53,5.06
563229.94,12.79,7.62,222757.38,5.06
562769.0,12.78,7.61,222296.45,5.05
562717.28,12.78,7.61,222398.01,5.05
563237.51,12.8,7.62,222398.01,5.05
563030.61,12.8,7.63,222604.73,5.06
562978.88,12.8,7.63,222556.63,5.06
563251.29,12.81,7.64,222556.63,5.06
563199.57,12.81,7.64,222556.63,5.06
563668.19,12.83,7.66,222472.6,5.06
563616.47,12.83,7.66,222496.93,5.06
563564.75,12.83,7.66,222496.93,5.07
563591.91,12.83,7.66,222432.4,5.07
563728.73,12.84,7.67,222432.3,5.07
564256.38,12.85,7.68,222325.74,5.06
564627.1,12.86,7.69,222767.1,5.07
564575.38,12.86,7.69,222767.1,5.08
564212.94,12.86,7.68,222432.07,5.07
564161.21,12.86,7.69,222462.93,5.07
564523.37,12.87,7.7,222462.93,5.07
564660.19,12.87,7.7,222462.93,5.07
564632.21,12.88,7.7,222636.91,5.08
564769.04,12.88,7.71,222636.91,5.08
564905.86,12.89,7.71,222695.64,5.08
564854.14,12.89,7.72,222695.64,5.08
564802.41,12.89,7.72,222695.64,5.08
564939.24,12.9,7.72,222500.59,5.08
564887.52,12.9,7.73,222500.59,5.08
564835.79,12.9,7.73,222497.35,5.08
565206.51,12.91,7.74,222527.28,5.08
565734.16,12.92,7.75,222527.35,5.08
565682.44,12.92,7.75,222523.19,5.08
565630.72,12.93,7.75,222523.94,5.09
565578.99,12.93,7.76,222523.49,5.09
565527.27,12.93,7.76,222523.33,5.09
565475.54,12.93,7.76,222469.34,5.09
565423.82,12.93,7.76,222469.34,5.09
565897.59,12.94,7.77,222469.69,5.09
566268.31,12.95,7.78,223334.34,5.11
566216.59,12.96,7.78,223564.62,5.12
566164.86,12.96,7.79,223561.39,5.12
566437.27,12.97,7.79,223573.86,5.12
566385.54,12.97,7.8,223576.65,5.12
566333.82,12.97,7.8,223946.95,5.13
566282.1,12.97,7.8,223994.33,5.13
566230.37,12.97,7.8,223994.33,5.13
566178.65,12.97,7.8,223994.33,5.13
566126.92,12.98,7.8,224418.01,5.14
566075.2,12.98,7.81,224413.54,5.15
566023.48,12.98,7.81,224436.01,5.15
565971.75,12.98,7.81,224436.01,5.15
565920.03,12.98,7.81,224436.01,5.15
565868.3,12.99,7.81,224438.68,5.15
566239.02,13.0,7.82,224553.62,5.15
566609.74,13.01,7.83,224988.78,5.16
566558.01,13.01,7.83,224987.83,5.17
566506.29,13.01,7.84,224987.83,5.17
566454.57,13.01,7.84,224987.83,5.17
566579.52,13.02,7.84,225705.82,5.19
566527.8,13.02,7.85,225702.58,5.19
566664.62,13.02,7.85,225702.58,5.19
566612.9,13.03,7.85,225703.17,5.19
566561.17,13.03,7.85,225703.17,5.19
566698.0,13.03,7.86,225703.17,5.19
567023.36,13.04,7.87,225688.51,5.19
566971.64,13.04,7.87,225688.51,5.19
566971.64,13.04,7.87,225693.56,5.19
567342.36,13.05,7.88,225693.56,5.19
567290.63,13.06,7.88,225692.02,5.19
567238.91,13.06,7.88,225691.15,5.2
567187.19,13.06,7.89,225691.15,5.2
566721.21,13.05,7.88,225124.73,5.18
566858.04,13.06,7.88,225124.73,5.19
566994.86,13.06,7.89,225124.73,5.19
566943.14,13.06,7.89,225125.89,5.19
567079.96,13.07,7.9,225125.89,5.19
567028.24,13.07,7.9,225125.89,5.19
566976.52,13.07,7.9,225125.89,5.19
567113.34,13.08,7.91,225131.78,5.19
566750.9,13.07,7.9,224768.23,5.18
566699.18,13.07,7.9,224768.23,5.19
566647.45,13.08,7.9,224761.08,5.19
567100.83,13.09,7.91,224762.64,5.19
567049.1,13.09,7.92,224770.35,5.19
567419.82,13.1,7.93,225462.59,5.2
567419.82,13.1,7.93,225595.6,5.21
567368.1,13.1,7.93,225595.6,5.21
567368.1,13.1,7.93,225595.6,5.21
567812.35,13.11,7.94,225597.62,5.21
567949.17,13.12,7.94,225391.41,5.21
568469.4,13.13,7.96,225391.41,5.21
568417.68,13.13,7.96,225558.39,5.21
568779.83,13.14,7.97,225981.72,5.22
568728.1,13.14,7.97,225981.72,5.22
568676.38,13.14,7.97,225982.8,5.22
568672.57,13.15,7.98,226429.64,5.24
569043.28,13.16,7.99,226429.64,5.24
569043.28,13.16,7.99,226628.92,5.24
569180.11,13.16,7.99,226628.92,5.24
569128.38,13.17,7.99,226917.26,5.25
569128.38,13.17,7.99,226917.26,5.25
569400.79,13.17,8.0,227131.41,5.25
569193.89,13.18,8.01,227140.83,5.26
569142.17,13.18,8.01,227140.9,5.26
569090.45,13.18,8.01,227142.35,5.26
569038.72,13.19,8.01,227141.89,5.26
569560.07,13.2,8.03,231145.26,5.36
569477.29,13.2,8.03,230713.08,5.35
569425.57,13.2,8.03,230713.08,5.35
569796.29,13.21,8.04,231154.45,5.36
569768.31,13.22,8.04,231318.41,5.37
569905.13,13.22,8.05,231318.41,5.37
569853.41,13.22,8.05,231329.26,5.37
569556.71,13.22,8.04,231125.47,5.36
569504.98,13.22,8.05,231125.47,5.36
569453.26,13.22,8.05,231125.27,5.37
569401.53,13.22,8.05,231132.11,5.37
569349.81,13.22,8.05,231170.5,5.37
569486.64,13.23,8.06,231265.61,5.37
569434.91,13.23,8.06,231172.42,5.37
569383.19,13.23,8.06,231142.93,5.37
569331.46,13.24,8.06,231113.44,5.37
568979.02,13.23,8.06,231131.88,5.37
569115.85,13.23,8.06,231253.61,5.38
569064.12,13.24,8.06,231574.43,5.39
570049.88,13.26,8.09,232016.52,5.4
570322.29,13.27,8.1,232016.52,5.4
570270.57,13.27,8.1,232050.23,5.4
570218.84,13.27,8.1,232060.31,5.4
570167.12,13.28,8.1,232122.48,5.4
570115.39,13.28,8.1,232122.48,5.41
569752.95,13.27,8.1,231787.45,5.4
570123.67,13.28,8.11,231787.45,5.4
570449.03,13.29,8.12,231789.13,5.4
570185.37,13.28,8.11,231789.11,5.4
570026.82,13.28,8.11,231640.38,5.4
570163.65,13.29,8.11,231640.38,5.4
570630.18,13.3,8.13,231634.75,5.4
571000.9,13.31,8.14,231634.75,5.4
571371.62,13.32,8.15,231632.43,5.4
571319.89,13.32,8.15,231548.82,5.4
571268.17,13.32,8.15,231548.82,5.4
571721.54,13.33,8.16,231494.35,5.4
572079.88,13.35,8.17,232876.05,5.43
572533.25,13.36,8.18,232903.05,5.43
572481.53,13.36,8.19,233420.78,5.45
572613.52,13.36,8.19,233660.15,5.45
572174.23,13.36,8.18,233097.65,5.44
572642.86,13.37,8.2,233013.62,5.44
572754.97,13.37,8.2,233062.04,5.44
572703.24,13.38,8.2,233062.29,5.44
573156.62,13.39,8.22,233062.29,5.44
573293.44,13.39,8.22,233062.29,5.45
573430.27,13.4,8.23,233184.91,5.45
573378.54,13.4,8.23,233184.91,5.45
573515.37,13.41,8.23,233184.91,5.45
573040.27,13.4,8.23,232744.98,5.44
572988.55,13.4,8.23,232743.33,5.44
573351.29,13.41,8.24,232743.33,5.44
573905.73,13.42,8.25,232402.55,5.44
574718.88,13.45,8.27,233459.81,5.46
574667.16,13.45,8.27,233456.57,5.46
574803.98,13.45,8.28,233637.96,5.47
574928.94,13.46,8.29,233385.67,5.46
574724.81,13.45,8.28,233125.38,5.46
574673.08,13.46,8.28,233125.38,5.46
574621.36,13.46,8.29,233324.47,5.46
574758.18,13.46,8.29,233447.08,5.47
574706.46,13.47,8.29,233447.35,5.47
574843.29,13.47,8.3,233414.88,5.47
574546.58,13.47,8.29,233416.38,5.47
574494.86,13.47,8.3,233416.38,5.47
575015.09,13.48,8.31,233416.38,5.47
575468.46,13.49,8.32,233416.38,5.47
575605.29,13.5,8.33,233414.57,5.47
575976.0,13.51,8.34,233428.62,5.47
575924.28,13.51,8.34,233426.2,5.48
576990.14,13.54,8.37,233186.5,5.47
577126.96,13.54,8.37,233309.12,5.48
577580.34,13.56,8.38,233674.63,5.48
577717.16,13.56,8.39,233674.63,5.49
577717.16,13.56,8.39,233840.57,5.49
577914.19,13.57,8.4,233103.23,5.47
577914.19,13.57,8.4,233056.78,5.47
577862.47,13.57,8.4,233056.78,5.47
578663.2,13.59,8.42,233241.17,5.48
578800.03,13.6,8.43,233363.79,5.48
579237.37,13.61,8.44,233444.53,5.49
579185.64,13.61,8.44,234087.76,5.5
579322.47,13.62,8.45,234086.53,5.5
579270.74,13.62,8.45,234087.6,5.5
579219.02,13.62,8.45,234118.01,5.51
579012.12,13.63,8.46,234421.18,5.52
578960.4,13.63,8.46,234421.18,5.52
579097.22,13.64,8.47,234406.12,5.52
579475.91,13.65,8.48,234407.9,5.52
579424.19,13.65,8.48,234407.9,5.52
579802.88,13.66,8.49,234407.9,5.52
579751.15,13.66,8.49,234406.71,5.52
579751.15,13.66,8.49,234406.71,5.52
579671.31,13.66,8.49,234217.13,5.52
580042.02,13.67,8.5,234217.13,5.52
579990.3,13.67,8.5,234217.13,5.52
579938.58,13.68,8.5,234262.39,5.52
579886.85,13.68,8.51,234169.6,5.52
580023.68,13.68,8.51,234168.37,5.52
580467.93,13.7,8.52,234414.01,5.53
580740.33,13.7,8.53,234414.01,5.53
580688.61,13.71,8.53,234279.49,5.53
580636.89,13.71,8.54,234279.49,5.53
580773.71,13.71,8.54,234279.49,5.53
580721.99,13.72,8.54,234279.49,5.53
581092.71,13.73,8.55,234353.2,5.54
581040.98,13.73,8.56,234353.2,5.54
580989.26,13.73,8.56,234353.2,5.54
580937.53,13.73,8.56,234353.2,5.54
580885.81,13.73,8.56,234353.25,5.54
580834.09,13.74,8.56,234353.21,5.54
580166.19,13.72,8.55,233621.64,5.53
580114.47,13.73,8.55,233564.64,5.53
580062.75,13.73,8.56,233564.64,5.53
580516.12,13.74,8.57,233551.39,5.53
580516.12,13.74,8.57,234616.63,5.55
580886.84,13.75,8.58,234627.02,5.55
580835.11,13.75,8.58,234688.87,5.56
580783.39,13.75,8.58,234688.87,5.56
580731.67,13.76,8.58,234603.41,5.56
580868.49,13.76,8.59,234603.41,5.56
580816.77,13.76,8.59,234603.41,5.56
581270.14,13.78,8.6,234602.73,5.56
581406.97,13.78,8.61,234784.12,5.57
581543.79,13.79,8.61,235161.63,5.58
581680.62,13.79,8.62,235161.63,5.58
582357.84,13.81,8.64,235017.84,5.57
582306.12,13.81,8.64,235017.84,5.58
582578.52,13.82,8.65,235081.74,5.58
582526.8,13.83,8.65,235209.68,5.58
582164.36,13.82,8.65,234825.5,5.57
582436.76,13.83,8.65,234825.5,5.57
582385.04,13.83,8.66,234825.5,5.58
582657.44,13.84,8.67,234822.58,5.58
582360.74,13.83,8.66,234471.66,5.57
582309.02,13.83,8.66,235095.36,5.59
582257.3,13.84,8.66,235095.47,5.59
582205.57,13.84,8.67,235095.47,5.59
582153.85,13.84,8.67,235243.81,5.59
582125.86,13.84,8.67,236150.78,5.62
582262.69,13.85,8.68,236273.4,5.62
582210.97,13.85,8.68,236273.4,5.62
582347.79,13.86,8.68,236396.01,5.62
582718.51,13.87,8.69,236680.83,5.63
583100.58,13.88,8.71,238530.27,5.68
583237.41,13.88,8.71,238542.84,5.68
583690.78,13.9,8.72,238542.99,5.68
583963.19,13.9,8.73,238542.99,5.68
584333.91,13.92,8.74,238542.99,5.68
584331.81,13.92,8.75,238317.23,5.68
584800.44,13.93,8.76,238233.19,5.68
584800.44,13.93,8.76,238496.6,5.68
585072.85,13.94,8.77,238861.39,5.69
585021.12,13.94,8.77,238861.39,5.69
584969.4,13.95,8.77,238935.55,5.7
584917.68,13.95,8.78,238916.51,5.7
585285.68,13.96,8.79,239053.05,5.7
585233.96,13.96,8.79,239053.05,5.7
585182.23,13.96,8.79,239223.66,5.71
585319.06,13.97,8.8,239223.66,5.71
585267.33,13.97,8.8,239220.41,5.71
585215.61,13.97,8.8,239220.41,5.71
585215.61,13.97,8.8,239267.14,5.71
585054.22,13.97,8.8,239108.44,5.71
585326.63,13.98,8.81,239282.42,5.72
585274.9,13.98,8.81,239234.32,5.72
585223.18,13.99,8.81,239234.32,5.72
585171.45,13.99,8.82,239234.32,5.72
585624.83,14.0,8.83,239234.32,5.72
585573.1,14.0,8.83,239234.32,5.72
585943.82,14.01,8.84,239234.32,5.72
585892.1,14.02,8.84,239234.32,5.72
585840.37,14.02,8.85,239234.32,5.72
585788.65,14.02,8.85,239237.15,5.73
585925.47,14.03,8.85,239237.15,5.73
585873.75,14.03,8.86,239299.49,5.73
585822.03,14.03,8.86,239284.74,5.73
585770.3,14.03,8.86,239690.4,5.74
585718.58,14.03,8.86,239705.11,5.74
585666.85,14.04,8.86,239705.11,5.74
586037.57,14.05,8.87,240146.59,5.76
585985.85,14.05,8.88,240146.59,5.76
585934.12,14.05,8.88,240146.59,5.76
585882.4,14.05,8.88,240146.59,5.76
586253.12,14.06,8.89,240547.53,5.77
586389.94,14.07,8.9,240547.53,5.77
586389.94,14.07,8.9,240547.53,5.77
586338.22,14.07,8.9,240547.53,5.77
586806.85,14.09,8.91,240463.5,5.77
586240.14,14.08,8.9,239770.93,5.76
586512.55,14.08,8.91,240017.66,5.76
587032.77,14.1,8.93,240017.66,5.76
586981.05,14.1,8.93,240170.41,5.77
587351.77,14.11,8.94,240170.41,5.77
587300.04,14.11,8.94,240170.41,5.77
587248.32,14.11,8.94,240170.41,5.77
587619.04,14.13,8.95,240172.42,5.77
587567.31,14.13,8.96,240122.93,5.77
587515.59,14.13,8.96,240118.28,5.77
587463.87,14.13,8.96,240118.28,5.78
587917.24,14.14,8.97,240120.85,5.78
587865.52,14.15,8.97,240120.85,5.78
588851.28,14.17,9.0,240562.95,5.79
