ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1211,6210,3733910,6212,3733910
1211,6210,3734230,6212,3734230
1211,6210,3734700,6212,3734700
1211,6210,3735700,6212,3735700
1211,6210,3736510,6212,3736510
1211,6210,3737320,6212,3737320
1211,6210,3737970,6212,3737970
1211,6210,3737970,6212,3737970
1211,6210,3738970,6212,3738970
1211,6210,3739440,6212,3739440
1211,6210,3740440,6212,3740440
1211,6210,3741440,6212,3741440
1211,6210,3742440,6212,3742440
1211,6210,3743440,6212,3743440
1211,6210,3744440,6212,3744440
1211,6210,3745440,6212,3745440
1211,6210,3745910,6212,3745910
1211,6210,3746910,6212,3746910
1211,6210,3747230,6212,3747230
1211,6210,3748230,6212,3748230
1211,6210,3748700,6212,3748700
1211,6210,3749510,6212,3749510
1211,6210,3750510,6212,3750510
1211,6210,3751510,6212,3751510
1211,6210,3752510,6212,3752510
1211,6210,3752830,6212,3752830
1211,6210,3753830,6212,3753830
1211,6210,3754830,6212,3754830
1211,6210,3755830,6212,3755830
1211,6210,3756300,6212,3756300
1211,6210,3757300,6212,3757300
1211,6210,3758300,6212,3758300
1211,6210,3759110,6212,3759110
1211,6210,3759920,6212,3759920
1211,6210,3760920,6212,3760920
1211,6210,3761920,6212,3761920
1211,6210,3762570,6212,3762570
1211,6210,3763570,6212,3763570
1211,6210,3764570,6212,3764570
1211,6210,3765570,6212,3765570
1211,6210,3765570,6212,3765570
1211,6210,3765890,6212,3765890
1211,6210,3766700,6212,3766700
1211,6210,3767510,6212,3767510
1211,6210,3768510,6212,3768510
1211,6210,3769510,6212,3769510
1211,6210,3769980,6212,3769980
1211,6210,3770980,6212,3770980
1211,6210,3771980,6212,3771980
1211,6210,3772300,6212,3772300
1211,6210,3773300,6212,3773300
1211,6210,3774110,6212,3774110
1211,6210,3775110,6212,3775110
1211,6210,3776110,6212,3776110
1211,6210,3777110,6212,3777110
1211,6210,3778110,6212,3778110
1211,6210,3778580,6212,3778580
1211,6210,3779580,6212,3779580
1211,6210,3780050,6212,3780050
1211,6210,3781050,6212,3781050
1211,6210,3782050,6212,3782050
1211,6210,3782860,6212,3782860
1211,6210,3783670,6212,3783670
1211,6210,3783670,6212,3783670
1211,6210,3784320,6212,3784320
1211,6210,3785320,6212,3785320
1211,6210,3786320,6212,3786320
1211,6210,3786790,6212,3786790
1211,6210,3787790,6212,3787790
1211,6210,3788010,6212,3788010
1211,6210,3788010,6212,3788010
1211,6210,3788820,6212,3788820
1211,6210,3789820,6212,3789820
1211,6210,3790630,6212,3790630
1211,6210,3791630,6212,3791630
1211,6210,3791630,6212,3791630
1211,6210,3792630,6212,3792630
1211,6210,3793100,6212,3793100
1211,6210,3794100,6212,3794100
1211,6210,3795100,6212,3795100
1211,6210,3796100,6212,3796100
1211,6210,3796330,6212,3796330
1211,6210,3797140,6212,3797140
1211,6210,3799140,6212,3799140
1211,6210,3800140,6212,3800140
1211,6210,3800360,6212,3800360
1211,6210,3801360,6212,3801360
1211,6210,3802170,6212,3802170
1211,6210,3803170,6212,3803170
1211,6210,3803170,6212,3803170
1211,6210,3803490,6212,3803490
1211,6210,3803960,6212,3803960
1211,6210,3804430,6212,3804430
1211,6210,3804430,6212,3804430
1211,6210,3805430,6212,3805430
1211,6210,3806430,6212,3806430
1211,6210,3807430,6212,3807430
1211,6210,3807750,6212,3807750
1211,6210,3808560,6212,3808560
1211,6210,3809210,6212,3809210
1211,6210,3810210,6212,3810210
1211,6210,3811210,6212,3811210
1211,6210,3812210,6212,3812210
1211,6210,3812670,6212,3812670
1211,6210,3813670,6212,3813670
1211,6210,3814480,6212,3814480
1211,6210,3815480,6212,3815480
1211,6210,3815710,6212,3815710
1211,6210,3816710,6212,3816710
1211,6210,3816870,6212,3816870
1211,6210,3817870,6212,3817870
1211,6210,3818870,6212,3818870
1211,6210,3819340,6212,3819340
1211,6210,3820150,6212,3820150
1211,6210,3820620,6212,3820620
1211,6210,3821620,6212,3821620
1211,6210,3822080,6212,3822080
1211,6210,3823080,6212,3823080
1211,6210,3824080,6212,3824080
1211,6210,3825080,6212,3825080
1211,6210,3826080,6212,3826080
1211,6210,3827080,6212,3827080
1211,6210,3828080,6212,3828080
1211,6210,3828730,6212,3828730
1211,6210,3829200,6212,3829200
1211,6210,3830200,6212,3830200
1211,6210,3830850,6212,3830850
1211,6210,3831320,6212,3831320
1211,6210,3831790,6212,3831790
1211,6210,3831950,6212,3831950
1211,6210,3831950,6212,3831950
1211,6210,3832760,6212,3832760
1211,6210,3833760,6212,3833760
1211,6210,3834760,6212,3834760
1211,6210,3835080,6212,3835080
1211,6210,3835670,6212,3835670
1211,6210,3836670,6212,3836670
1211,6210,3836670,6212,3836670
1211,6210,3837670,6212,3837670
1211,6210,3838670,6212,3838670
1211,6210,3839670,6212,3839670
1211,6210,3840670,6212,3840670
1211,6210,3841670,6212,3841670
1211,6210,3842670,6212,3842670
1211,6210,3842900,6212,3842900
1211,6210,3843900,6212,3843900
1211,6210,3844220,6212,3844220
1211,6210,3844690,6212,3844690
1211,6210,3845690,6212,3845690
1211,6210,3846690,6212,3846690
1211,6210,3847690,6212,3847690
1211,6210,3848500,6212,3848500
1211,6210,3849310,6212,3849310
1211,6210,3850120,6212,3850120
1211,6210,3850350,6212,3850350
1211,6210,3851350,6212,3851350
1211,6210,3852350,6212,3852350
1211,6210,3853350,6212,3853350
1211,6210,3854350,6212,3854350
1211,6210,3854670,6212,3854670
1211,6210,3855670,6212,3855670
1211,6210,3856140,6212,3856140
1211,6210,3857140,6212,3857140
1211,6210,3858140,6212,3858140
1211,6210,3859140,6212,3859140
1211,6210,3860140,6212,3860140
1211,6210,3861140,6212,3861140
1211,6210,3861790,6212,3861790
1211,6210,3862790,6212,3862790
1211,6210,3863380,6212,3863380
1211,6210,3864380,6212,3864380
1211,6210,3864970,6212,3864970
1211,6210,3865430,6212,3865430
1211,6210,3865430,6212,3865430
1211,6210,3865900,6212,3865900
1211,6210,3866900,6212,3866900
1211,6210,3867900,6212,3867900
1211,6210,3868710,6212,3868710
1211,6210,3869710,6212,3869710
1211,6210,3870180,6212,3870180
1211,6210,3871180,6212,3871180
1211,6210,3872180,6212,3872180
1211,6210,3873180,6212,3873180
1211,6210,3873990,6212,3873990
1211,6210,3874210,6212,3874210
1211,6210,3874860,6212,3874860
1211,6210,3875860,6212,3875860
1211,6210,3876670,6212,3876670
1211,6210,3877140,6212,3877140
1211,6210,3877950,6212,3877950
1211,6210,3878950,6212,3878950
1211,6210,3879950,6212,3879950
1211,6210,3880950,6212,3880950
1211,6210,3881760,6212,3881760
1211,6210,3882230,6212,3882230
1211,6210,3882340,6212,3882340
1211,6210,3883340,6212,3883340
1211,6210,3884150,6212,3884150
1211,6210,3885150,6212,3885150
1211,6210,3885800,6212,3885800
1211,6210,3886120,6212,3886120
1211,6210,3887120,6212,3887120
1211,6210,3888120,6212,3888120
1211,6210,3889120,6212,3889120
1211,6210,3890120,6212,3890120
1211,6210,3891120,6212,3891120
1211,6210,3892120,6212,3892120
1211,6210,3893120,6212,3893120
1211,6210,3894120,6212,3894120
1211,6210,3894590,6212,3894590
1211,6210,3895240,6212,3895240
1211,6210,3895710,6212,3895710
1211,6210,3896520,6212,3896520
1211,6210,3896990,6212,3896990
1211,6210,3897460,6212,3897460
1211,6210,3898270,6212,3898270
1211,6210,3899270,6212,3899270
1211,6210,3899590,6212,3899590
1211,6210,3900060,6212,3900060
1211,6210,3900710,6212,3900710
1211,6210,3901710,6212,3901710
1211,6210,3902710,6212,3902710
1211,6210,3903710,6212,3903710
1211,6210,3904710,6212,3904710
1211,6210,3905710,6212,3905710
1211,6210,3906710,6212,3906710
1211,6210,3907710,6212,3907710
1211,6210,3908710,6212,3908710
1211,6210,3909710,6212,3909710
1211,6210,3910710,6212,3910710
1211,6210,3911360,6212,3911360
1211,6210,3911950,6212,3911950
1211,6210,3912600,6212,3912600
1211,6210,3913410,6212,3913410
1211,6210,3913880,6212,3913880
1211,6210,3914880,6212,3914880
1211,6210,3916880,6212,3916880
1211,6210,3917880,6212,3917880
1211,6210,3917990,6212,3917990
1211,6210,3918800,6212,3918800
1211,6210,3919270,6212,3919270
1211,6210,3919590,6212,3919590
1211,6210,3919750,6212,3919750
1211,6210,3920750,6212,3920750
1211,6210,3921750,6212,3921750
1211,6210,3922220,6212,3922220
1211,6210,3922540,6212,3922540
1211,6210,3922760,6212,3922760
1211,6210,3923760,6212,3923760
1211,6210,3924570,6212,3924570
1211,6210,3925380,6212,3925380
1211,6210,3926030,6212,3926030
1211,6210,3927030,6212,3927030
1211,6210,3927840,6212,3927840
1211,6210,3928650,6212,3928650
1211,6210,3928650,6212,3936650
1211,6210,3929120,6212,3937120
1211,6210,3930120,6212,3938120
1211,6210,3931120,6212,3939120
1211,6210,3932120,6212,3940120
1211,6210,3932930,6212,3940930
1211,6210,3933580,6212,3941580
1211,6210,3934390,6212,3942390
1211,6210,3934860,6212,3942860
1211,6210,3935860,6212,3943860
1211,6210,3936860,6212,3944860
1211,6210,3937860,6212,3945860
1211,6210,3938670,6212,3946670
1211,6210,3939670,6212,3947670
1211,6210,3940480,6212,3948480
1211,6210,3941130,6212,3949130
1211,6210,3941940,6212,3949940
1211,6210,3942940,6212,3950940
1211,6210,3943940,6212,3951940
1211,6210,3944940,6212,3952940
1211,6210,3945940,6212,3953940
1211,6210,3946940,6212,3954940
1211,6210,3947940,6212,3955940
1211,6210,3948260,6212,3956260
1211,6210,3948910,6212,3956910
1211,6210,3949720,6212,3957720
1211,6210,3950190,6212,3958190
1211,6210,3951190,6212,3959190
1211,6210,3952190,6212,3960190
1211,6210,3953190,6212,3961190
1211,6210,3953510,6212,3961510
1211,6210,3953740,6212,3961740
1211,6210,3954740,6212,3962740
1211,6210,3955550,6212,3963550
1211,6210,3955550,6212,3971550
1211,6210,3956550,6212,3972550
1211,6210,3957020,6212,3973020
1211,6210,3957020,6212,3973020
1211,6210,3958020,6212,3974020
1211,6210,3959020,6212,3975020
1211,6210,3959830,6212,3975830
1211,6210,3960640,6212,3976640
1211,6210,3961290,6212,3977290
1211,6210,3962290,6212,3978290
1211,6210,3962760,6212,3978760
1211,6210,3963760,6212,3979760
1211,6210,3964230,6212,3980230
1211,6210,3965230,6212,3981230
1211,6210,3965550,6212,3981550
1211,6210,3966550,6212,3982550
1211,6210,3967100,6212,3983100
1211,6210,3968100,6212,3984100
1211,6210,3968570,6212,3984570
1211,6210,3969570,6212,3985570
1211,6210,3969570,6212,3985570
1211,6210,3970120,6212,3986120
1211,6210,3970930,6212,3986930
1211,6210,3971400,6212,3987400
1211,6210,3972400,6212,3988400
1211,6210,3973210,6212,3989210
1211,6210,3973210,6212,3989210
1211,6210,3973670,6212,3989670
1211,6210,3974320,6212,3990320
1211,6210,3975320,6212,3991320
1211,6210,3975790,6212,3991790
1211,6210,3976790,6212,3992790
1211,6210,3977790,6212,3993790
1211,6210,3978600,6212,3994600
1211,6210,3979600,6212,3995600
1211,6210,3980410,6212,3996410
1211,6210,3981410,6212,3997410
1211,6210,3982410,6212,3998410
1211,6210,3983410,6212,3999410
1211,6210,3983630,6212,3999630
1211,6210,3984000,6212,4000000
1211,6210,3984810,6212,4000810
1211,6210,3985620,6212,4001620
1211,6210,3986620,6212,4002620
1211,6210,3987620,6212,4003620
1211,6210,3988270,6212,4004270
1211,6210,3989270,6212,4005270
1211,6210,3990080,6212,4006080
1211,6210,3991080,6212,4007080
1211,6210,3991080,6212,4007080
1211,6210,3991550,6212,4007550
1211,6210,3992360,6212,4008360
1211,6210,3992520,6212,4008520
1211,6210,3992840,6212,4008840
1211,6210,3993840,6212,4009840
1211,6210,3993840,6212,4009840
1211,6210,3994840,6212,4010840
1211,6210,3995840,6212,4011840
1211,6210,3996650,6212,4012650
1211,6210,3997650,6212,4013650
1211,6210,3998020,6212,4014020
1211,6210,3999020,6212,4015020
1211,6210,3999020,6212,4015020
1211,6210,3999830,6212,4015830
1211,6210,4000300,6212,4016300
1211,6210,4001300,6212,4017300
1211,6210,4002110,6212,4018110
1211,6210,4003110,6212,4019110
1211,6210,4004110,6212,4020110
1211,6210,4005110,6212,4021110
1211,6210,4005920,6212,4021920
1211,6210,4006380,6212,4022380
1211,6210,4007380,6212,4023380
1211,6210,4007850,6212,4023850
1211,6210,4008850,6212,4024850
1211,6210,4009500,6212,4025500
1211,6210,4010500,6212,4026500
1211,6210,4011500,6212,4027500
1211,6210,4012310,6212,4028310
1211,6210,4012780,6212,4028780
1211,6210,4013780,6212,4029780
1211,6210,4014250,6212,4030250
1211,6210,4015060,6212,4031060
1211,6210,4016060,6212,4032060
1211,6210,4017060,6212,4033060
1211,6210,4018060,6212,4034060
1211,6210,4018530,6212,4034530
1211,6210,4019000,6212,4035000
1211,6210,4019810,6212,4035810
1211,6210,4020460,6212,4036460
1211,6210,4021270,6212,4037270
1211,6210,4021500,6212,4037500
1211,6210,4022500,6212,4038500
1211,6210,4023500,6212,4039500
1211,6210,4024500,6212,4040500
1211,6210,4025500,6212,4041500
1211,6210,4025500,6212,4049500
1211,6210,4026150,6212,4050150
1211,6210,4026960,6212,4050960
1211,6210,4027960,6212,4051960
1211,6210,4028960,6212,4052960
1211,6210,4029960,6212,4053960
1211,6210,4030770,6212,4054770
1211,6210,4031770,6212,4055770
1211,6210,4032770,6212,4056770
1211,6210,4033770,6212,4057770
1211,6210,4034240,6212,4058240
1211,6210,4035240,6212,4059240
1211,6210,4036240,6212,4060240
1211,6210,4036700,6212,4060700
1211,6210,4037510,6212,4061510
1211,6210,4038510,6212,4062510
1211,6210,4039510,6212,4063510
1211,6210,4040510,6212,4064510
1211,6210,4041510,6212,4065510
1211,6210,4042510,6212,4066510
1211,6210,4043510,6212,4067510
1211,6210,4044510,6212,4068510
1211,6210,4045510,6212,4069510
1211,6210,4046510,6212,4070510
1211,6210,4047510,6212,4071510
1211,6210,4048510,6212,4072510
1211,6210,4049510,6212,4073510
1211,6210,4049980,6212,4073980
1211,6210,4050630,6212,4074630
1211,6210,4051280,6212,4075280
1211,6210,4052280,6212,4076280
1211,6210,4052930,6212,4076930
1211,6210,4052930,6212,4076930
1211,6210,4053930,6212,4077930
1211,6210,4054390,6212,4078390
1211,6210,4054860,6212,4078860
1211,6210,4055860,6212,4079860
1211,6210,4056860,6212,4080860
1211,6210,4057670,6212,4081670
1211,6210,4058670,6212,4082670
1211,6210,4059130,6212,4083130
1211,6210,4059940,6212,4083940
1211,6210,4060940,6212,4084940
1211,6210,4061940,6212,4085940
1211,6210,4062940,6212,4086940
1211,6210,4063590,6212,4087590
1211,6210,4064400,6212,4088400
1211,6210,4064400,6212,4088400
1211,6210,4064720,6212,4088720
1211,6210,4065370,6212,4089370
1211,6210,4066370,6212,4090370
1211,6210,4067370,6212,4091370
1211,6210,4068370,6212,4092370
1211,6210,4069370,6212,4093370
1211,6210,4070370,6212,4094370
1211,6210,4071180,6212,4095180
1211,6210,4071650,6212,4095650
1211,6210,4071650,6212,4095650
1211,6210,4072650,6212,4096650
1211,6210,4073650,6212,4097650
1211,6210,4074650,6212,4098650
1211,6210,4075650,6212,4099650
1211,6210,4076650,6212,4100650
1211,6210,4077110,6212,4101110
1211,6210,4077920,6212,4101920
1211,6210,4078920,6212,4102920
1211,6210,4079730,6212,4103730
1211,6210,4080730,6212,4104730
1211,6210,4081320,6212,4105320
1211,6210,4082320,6212,4106320
1211,6210,4083320,6212,4107320
1211,6210,4083550,6212,4107550
1211,6210,4084550,6212,4108550
1211,6210,4085550,6212,4109550
1211,6210,4086550,6212,4110550
1211,6210,4087550,6212,4111550
1211,6210,4088360,6212,4112360
1211,6210,4089360,6212,4113360
1211,6210,4090360,6212,4114360
1211,6210,4091360,6212,4115360
1211,6210,4091820,6212,4115820
1211,6210,4092820,6212,4116820
1211,6210,4093820,6212,4117820
1211,6210,4094630,6212,4118630
1211,6210,4094740,6212,4118740
1211,6210,4095550,6212,4119550
1211,6210,4096550,6212,4120550
1211,6210,4097360,6212,4121360
1211,6210,4098170,6212,4122170
1211,6210,4099170,6212,4123170
1211,6210,4099170,6212,4123170
1211,6210,4100170,6212,4124170
1211,6210,4100760,6212,4124760
1211,6210,4101760,6212,4125760
1211,6210,4101760,6212,4133760
1211,6210,4102570,6212,4134570
1211,6210,4103570,6212,4135570
1211,6210,4104040,6212,4136040
1211,6210,4105040,6212,4137040
1211,6210,4106040,6212,4138040
1211,6210,4106850,6212,4138850
1211,6210,4107170,6212,4139170
1211,6210,4108170,6212,4140170
1211,6210,4109170,6212,4141170
1211,6210,4109820,6212,4141820
1211,6210,4109820,6212,4141820
1211,6210,4110820,6212,4142820
1211,6210,4111290,6212,4143290
1211,6210,4111450,6212,4143450
1211,6210,4112450,6212,4144450
1211,6210,4113260,6212,4145260
1211,6210,4113580,6212,4145580
1211,6210,4114580,6212,4146580
1211,6210,4115390,6212,4147390
1211,6210,4116390,6212,4148390
1211,6210,4117390,6212,4149390
1211,6210,4118390,6212,4150390
1211,6210,4119390,6212,4151390
1211,6210,4120390,6212,4152390
1211,6210,4121040,6212,4153040
1211,6210,4122040,6212,4154040
1211,6210,4123040,6212,4155040
1211,6210,4123690,6212,4155690
1211,6210,4124690,6212,4156690
1211,6210,4125500,6212,4157500
1211,6210,4126500,6212,4158500
1211,6210,4127500,6212,4159500
1211,6210,4128500,6212,4160500
1211,6210,4129500,6212,4161500
1211,6210,4129970,6212,4161970
1211,6210,4130290,6212,4162290
1211,6210,4131100,6212,4163100
1211,6210,4131570,6212,4163570
1211,6210,4132380,6212,4164380
1211,6210,4133380,6212,4165380
1211,6210,4134380,6212,4166380
1211,6210,4134850,6212,4166850
1211,6210,4135070,6212,4167070
1211,6210,4136070,6212,4168070
1211,6210,4136070,6212,4168070
1211,6210,4136300,6212,4168300
1211,6210,4137300,6212,4169300
1211,6210,4138300,6212,4170300
1211,6210,4138620,6212,4170620
1211,6210,4138840,6212,4170840
1211,6210,4139840,6212,4171840
1211,6210,4140840,6212,4172840
1211,6210,4141840,6212,4173840
1211,6210,4142840,6212,4174840
1211,6210,4143310,6212,4175310
1211,6210,4143780,6212,4175780
1211,6210,4144780,6212,4176780
1211,6210,4145780,6212,4177780
1211,6210,4146250,6212,4178250
1211,6210,4147060,6212,4179060
1211,6210,4148060,6212,4180060
1211,6210,4148870,6212,4180870
1211,6210,4149870,6212,4181870
1211,6210,4150870,6212,4182870
1211,6210,4151680,6212,4183680
1211,6210,4152680,6212,4184680
1211,6210,4153490,6212,4185490
1211,6210,4154490,6212,4186490
1211,6210,4155300,6212,4187300
1211,6210,4155770,6212,4187770
1211,6210,4156580,6212,4188580
1211,6210,4157130,6212,4189130
1211,6210,4158130,6212,4190130
1211,6210,4158940,6212,4190940
1211,6210,4159940,6212,4191940
1211,6210,4160260,6212,4192260
1211,6210,4160730,6212,4192730
1211,6210,4161730,6212,4193730
1211,6210,4162200,6212,4194200
1211,6210,4162670,6212,4194670
1211,6210,4163670,6212,4195670
1211,6210,4164670,6212,4196670
1211,6210,4165150,6212,4197150
1211,6210,4166150,6212,4198150
1211,6210,4167150,6212,4199150
1211,6210,4168150,6212,4200150
1211,6210,4169150,6212,4201150
1211,6210,4170150,6212,4202150
1211,6210,4170620,6212,4202620
1211,6210,4171430,6212,4203430
1211,6210,4171900,6212,4203900
1211,6210,4172900,6212,4204900
1211,6210,4173900,6212,4205900
1211,6210,4174220,6212,4206220
1211,6210,4175030,6212,4207030
1211,6210,4176030,6212,4208030
1211,6210,4176840,6212,4208840
1211,6210,4176840,6212,4208840
1211,6210,4176840,6212,4208840
1211,6210,4177490,6212,4209490
1211,6210,4177960,6212,4209960
1211,6210,4178960,6212,4210960
1211,6210,4179770,6212,4211770
1211,6210,4180770,6212,4212770
1211,6210,4181770,6212,4213770
1211,6210,4182580,6212,4214580
1211,6210,4183390,6212,4215390
1211,6210,4184390,6212,4216390
1211,6210,4185200,6212,4217200
1211,6210,4186010,6212,4218010
1211,6210,4187010,6212,4219010
1211,6210,4187010,6212,4219010
1211,6210,4188010,6212,4220010
1211,6210,4189010,6212,4221010
1211,6210,4190010,6212,4222010
1211,6210,4191010,6212,4223010
1211,6210,4191820,6212,4223820
1211,6210,4192820,6212,4224820
1211,6210,4193140,6212,4225140
1211,6210,4194140,6212,4226140
1211,6210,4195140,6212,4227140
1211,6210,4196140,6212,4228140
1211,6210,4196140,6212,4228140
1211,6210,4197140,6212,4229140
1211,6210,4198140,6212,4230140
1211,6210,4198950,6212,4230950
1211,6210,4199760,6212,4231760
1211,6210,4200760,6212,4232760
1211,6210,4201760,6212,4233760
1211,6210,4202760,6212,4234760
1211,6210,4203350,6212,4235350
1211,6210,4203670,6212,4235670
1211,6210,4204670,6212,4236670
1211,6210,4205670,6212,4237670
1211,6210,4206670,6212,4238670
1211,6210,4207140,6212,4239140
1211,6210,4207690,6212,4239690
1211,6210,4208690,6212,4240690
1211,6210,4209340,6212,4241340
1211,6210,4209930,6212,4241930
1211,6210,4210250,6212,4242250
1211,6210,4210470,6212,4242470
1211,6210,4210940,6212,4242940
1211,6210,4211940,6212,4243940
1211,6210,4212940,6212,4244940
1211,6210,4213750,6212,4245750
1211,6210,4214220,6212,4246220
1211,6210,4214220,6212,4246220
1211,6210,4215220,6212,4247220
1211,6210,4216220,6212,4248220
1211,6210,4217220,6212,4249220
1211,6210,4218220,6212,4250220
1211,6210,4219030,6212,4251030
1211,6210,4220030,6212,4252030
1211,6210,4221030,6212,4253030
1211,6210,4222030,6212,4254030
1211,6210,4223030,6212,4255030
1211,6210,4223840,6212,4255840
1211,6210,4224650,6212,4256650
1211,6210,4225120,6212,4257120
1211,6210,4225770,6212,4257770
1211,6210,4225770,6212,4265770
1211,6210,4226770,6212,4266770
1211,6210,4227770,6212,4267770
1211,6210,4228770,6212,4268770
1211,6210,4229580,6212,4269580
1211,6210,4230390,6212,4270390
1211,6210,4230760,6212,4270760
1211,6210,4231760,6212,4271760
1211,6210,4232760,6212,4272760
1211,6210,4233570,6212,4273570
1211,6210,4233570,6212,4273570
1211,6210,4234570,6212,4274570
1211,6210,4235570,6212,4275570
1211,6210,4236040,6212,4276040
1211,6210,4237040,6212,4277040
1211,6210,4238040,6212,4278040
1211,6210,4238850,6212,4278850
1211,6210,4239850,6212,4279850
1211,6210,4240850,6212,4280850
1211,6210,4241660,6212,4281660
1211,6210,4242470,6212,4282470
1211,6210,4243470,6212,4283470
1211,6210,4243930,6212,4283930
1211,6210,4244250,6212,4284250
1211,6210,4244720,6212,4284720
1211,6210,4245720,6212,4285720
1211,6210,4246270,6212,4286270
1211,6210,4247270,6212,4287270
1211,6210,4247920,6212,4287920
1211,6210,4248920,6212,4288920
1211,6210,4249030,6212,4289030
1211,6210,4250030,6212,4290030
1211,6210,4251030,6212,4291030
1211,6210,4252030,6212,4292030
1211,6210,4253030,6212,4293030
1211,6210,4253840,6212,4293840
1211,6210,4254070,6212,4294070
1211,6210,4254620,6212,4294620
1211,6210,4255620,6212,4295620
1211,6210,4256620,6212,4296620
1211,6210,4257620,6212,4297620
1211,6210,4258090,6212,4298090
1211,6210,4259090,6212,4299090
1211,6210,4260090,6212,4300090
1211,6210,4260410,6212,4300410
1211,6210,4260880,6212,4300880
1211,6210,4261690,6212,4301690
1211,6210,4262690,6212,4302690
1211,6210,4263690,6212,4303690
1211,6210,4264340,6212,4304340
1211,6210,4266340,6212,4306340
1211,6210,4267150,6212,4307150
1211,6210,4267960,6212,4307960
1211,6210,4268550,6212,4308550
1211,6210,4269550,6212,4309550
1211,6210,4270550,6212,4310550
1211,6210,4271100,6212,4311100
1211,6210,4271910,6212,4311910
1211,6210,4272910,6212,4312910
1211,6210,4273910,6212,4313910
1211,6210,4274560,6212,4314560
1211,6210,4274720,6212,4314720
1211,6210,4275720,6212,4315720
1211,6210,4276720,6212,4316720
1211,6210,4277720,6212,4317720
1211,6210,4278720,6212,4318720
1211,6210,4279720,6212,4319720
1211,6210,4280040,6212,4320040
1211,6210,4284040,6212,4324040
1211,6210,4285040,6212,4325040
1211,6210,4286040,6212,4326040
1211,6210,4286040,6212,4326040
1211,6210,4286850,6212,4326850
1211,6210,4287850,6212,4327850
1211,6210,4288850,6212,4328850
1211,6210,4289850,6212,4329850
1211,6210,4290850,6212,4330850
1211,6210,4291850,6212,4331850
1211,6210,4292660,6212,4332660
1211,6210,4293130,6212,4333130
1211,6210,4294130,6212,4334130
1211,6210,4295130,6212,4335130
1211,6210,4295940,6212,4335940
1211,6210,4296170,6212,4336170
1211,6210,4296980,6212,4336980
1211,6210,4297630,6212,4337630
1211,6210,4298220,6212,4338220
1211,6210,4299220,6212,4339220
1211,6210,4300220,6212,4340220
1211,6210,4300690,6212,4340690
1211,6210,4300690,6212,4340690
1211,6210,4301690,6212,4341690
1211,6210,4302010,6212,4342010
1211,6210,4303010,6212,4343010
1211,6210,4303010,6212,4351010
1211,6210,4304010,6212,4352010
1211,6210,4304470,6212,4352470
1211,6210,4304690,6212,4352690
1211,6210,4305690,6212,4353690
1211,6210,4306690,6212,4354690
1211,6210,4307160,6212,4355160
1211,6210,4308160,6212,4356160
1211,6210,4309160,6212,4357160
1211,6210,4309810,6212,4357810
1211,6210,4310810,6212,4358810
1211,6210,4311620,6212,4359620
1211,6210,4312620,6212,4360620
1211,6210,4312940,6212,4360940
1211,6210,4313530,6212,4361530
1211,6210,4314530,6212,4362530
1211,6210,4315340,6212,4363340
1211,6210,4316150,6212,4364150
1211,6210,4316620,6212,4364620
1211,6210,4317090,6212,4365090
1211,6210,4317090,6212,4365090
1211,6210,4318090,6212,4366090
1211,6210,4318900,6212,4366900
1211,6210,4318900,6212,4366900
1211,6210,4319370,6212,4367370
1211,6210,4320180,6212,4368180
1211,6210,4320500,6212,4368500
1211,6210,4320970,6212,4368970
1211,6210,4321440,6212,4369440
1211,6210,4322440,6212,4370440
1211,6210,4323440,6212,4371440
1211,6210,4324250,6212,4372250
1211,6210,4324470,6212,4372470
1211,6210,4325120,6212,4373120
1211,6210,4326120,6212,4374120
1211,6210,4327120,6212,4375120
1211,6210,4327590,6212,4375590
1211,6210,4328400,6212,4376400
1211,6210,4328720,6212,4376720
1211,6210,4329310,6212,4377310
1211,6210,4329310,6212,4377310
1211,6210,4330310,6212,4378310
1211,6210,4331310,6212,4379310
1211,6210,4332310,6212,4380310
1211,6210,4333120,6212,4381120
1211,6210,4334120,6212,4382120
1211,6210,4335120,6212,4383120
1211,6210,4335280,6212,4383280
1211,6210,4335510,6212,4383510
1211,6210,4336320,6212,4384320
1211,6210,4337320,6212,4385320
1211,6210,4337480,6212,4385480
1211,6210,4338480,6212,4386480
1211,6210,4339480,6212,4387480
1211,6210,4339480,6212,4387480
1211,6210,4340480,6212,4388480
1211,6210,4340950,6212,4388950
1211,6210,4340950,6212,4388950
1211,6210,4341950,6212,4389950
1211,6210,4342950,6212,4390950
1211,6210,4343760,6212,4391760
1211,6210,4344760,6212,4392760
1211,6210,4345760,6212,4393760
1211,6210,4346760,6212,4394760
