ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1146,5844,2236290,6212,2236290
1147,5852,2237290,6212,2237290
1147,5852,2237760,6212,2237760
1147,5852,2238570,6212,2238570
1147,5852,2239570,6212,2239570
1147,5852,2240040,6212,2240040
1147,5852,2241040,6212,2241040
1147,5852,2241690,6212,2241690
1147,5852,2242690,6212,2242690
1147,5852,2243690,6212,2243690
1147,5852,2244690,6212,2244690
1147,5852,2245500,6212,2245500
1147,5852,2246500,6212,2246500
1147,5852,2247500,6212,2247500
1147,5852,2248310,6212,2248310
1148,5854,2249310,6212,2249310
1148,5854,2249630,6212,2249630
1148,5854,2250280,6212,2250280
1148,5854,2251090,6212,2251090
1148,5854,2252090,6212,2252090
1148,5854,2252410,6212,2252410
1148,5854,2253410,6212,2253410
1148,5854,2254410,6212,2254410
1149,5862,2255220,6212,2255220
1149,5862,2256220,6212,2256220
1150,5864,2257030,6212,2257030
1150,5864,2258030,6212,2258030
1150,5864,2259030,6212,2259030
1150,5864,2260030,6212,2260030
1150,5864,2260190,6212,2260190
1150,5864,2261190,6212,2261190
1150,5864,2262000,6212,2262000
1150,5864,2262470,6212,2262470
1150,5864,2262930,6212,2262930
1150,5864,2263160,6212,2263160
1150,5864,2264160,6212,2264160
1150,5864,2264630,6212,2264630
1150,5864,2265630,6212,2265630
1150,5864,2266630,6212,2266630
1150,5864,2267280,6212,2267280
1150,5864,2268280,6212,2268280
1150,5864,2272280,6212,2272280
1150,5864,2273090,6212,2273090
1150,5864,2274090,6212,2274090
1150,5864,2275090,6212,2275090
1151,5872,2275740,6212,2275740
1151,5872,2276550,6212,2276550
1151,5872,2277550,6212,2277550
1151,5872,2278020,6212,2278020
1151,5872,2279020,6212,2279020
1151,5872,2280020,6212,2280020
1151,5872,2280610,6212,2280610
1151,5872,2281420,6212,2281420
1151,5872,2282420,6212,2282420
1151,5872,2283420,6212,2283420
1151,5872,2284420,6212,2284420
1151,5872,2285420,6212,2285420
1151,5872,2286420,6212,2286420
1151,5872,2287420,6212,2287420
1151,5872,2288420,6212,2288420
1151,5872,2289420,6212,2289420
1151,5872,2290420,6212,2290420
1151,5872,2291420,6212,2291420
1151,5872,2292420,6212,2292420
1151,5872,2293420,6212,2293420
1151,5872,2294420,6212,2294420
1151,5872,2295420,6212,2295420
1152,5880,2296230,6212,2296230
1153,5882,2297040,6212,2297040
1154,5884,2297630,6212,2297630
1154,5884,2297950,6212,2297950
1154,5884,2298950,6212,2298950
1154,5884,2299950,6212,2299950
1154,5884,2300420,6212,2300420
1154,5884,2301420,6212,2301420
1154,5884,2302230,6212,2302230
1154,5884,2303040,6212,2303040
1154,5884,2304040,6212,2304040
1154,5884,2304690,6212,2304690
1154,5884,2305690,6212,2305690
1154,5884,2306160,6212,2306160
1154,5884,2306630,6212,2306630
1154,5884,2307630,6212,2307630
1154,5884,2308630,6212,2308630
1154,5884,2309630,6212,2309630
1155,5892,2310630,6212,2310630
1155,5892,2311100,6212,2311100
1155,5892,2312100,6212,2312100
1156,5894,2312570,6212,2312570
1156,5894,2313570,6212,2313570
1156,5894,2314570,6212,2314570
1156,5894,2315570,6212,2315570
1156,5894,2316570,6212,2316570
1156,5894,2317220,6212,2317220
1156,5894,2318220,6212,2318220
1156,5894,2319220,6212,2319220
1156,5894,2320220,6212,2320220
1156,5894,2321030,6212,2321030
1156,5894,2321840,6212,2321840
1156,5894,2321840,6212,2321840
1156,5894,2322160,6212,2322160
1157,5896,2322810,6212,2322810
1157,5896,2323810,6212,2323810
1157,5896,2323810,6212,2323810
1157,5896,2324280,6212,2324280
1157,5896,2325280,6212,2325280
1157,5896,2325740,6212,2325740
1157,5896,2326740,6212,2326740
1157,5896,2326970,6212,2326970
1157,5896,2327970,6212,2327970
1158,5904,2328200,6212,2328200
1158,5904,2329200,6212,2329200
1158,5904,2330010,6212,2330010
1158,5904,2330010,6212,2330010
1158,5904,2330480,6212,2330480
1158,5904,2331480,6212,2331480
1158,5904,2332480,6212,2332480
1158,5904,2333290,6212,2333290
1158,5904,2334290,6212,2334290
1158,5904,2335100,6212,2335100
1158,5904,2335470,6212,2335470
1159,5912,2335930,6212,2335930
1159,5912,2336930,6212,2336930
1159,5912,2337930,6212,2337930
1159,5912,2338250,6212,2338250
1159,5912,2339250,6212,2339250
1159,5912,2339720,6212,2339720
1159,5912,2340530,6212,2340530
1159,5912,2341000,6212,2341000
1159,5912,2341470,6212,2341470
1159,5912,2341470,6212,2341470
1159,5912,2341940,6212,2341940
1159,5912,2342940,6212,2342940
1159,5912,2342940,6212,2342940
1159,5912,2343750,6212,2343750
1159,5912,2344400,6212,2344400
1159,5912,2345050,6212,2345050
1160,5920,2345860,6212,2345860
1160,5920,2345860,6212,2345860
1161,5928,2346860,6212,2346860
1161,5928,2347860,6212,2347860
1161,5928,2348860,6212,2348860
1161,5928,2349860,6212,2349860
1161,5928,2350180,6212,2350180
1161,5928,2350650,6212,2350650
1161,5928,2351460,6212,2351460
1161,5928,2352460,6212,2352460
1161,5928,2352460,6212,2352460
1161,5928,2353270,6212,2353270
1161,5928,2354270,6212,2354270
1161,5928,2354740,6212,2354740
1161,5928,2355550,6212,2355550
1162,5936,2356550,6212,2356550
1162,5936,2357550,6212,2357550
1162,5936,2358550,6212,2358550
1162,5936,2359550,6212,2359550
1162,5936,2360020,6212,2360020
1162,5936,2361020,6212,2361020
1162,5936,2362020,6212,2362020
1162,5936,2363020,6212,2363020
1162,5936,2364020,6212,2364020
1162,5936,2364020,6212,2364020
1162,5936,2364490,6212,2364490
1162,5936,2364490,6212,2364490
1162,5936,2365300,6212,2365300
1162,5936,2366300,6212,2366300
1162,5936,2366620,6212,2366620
1162,5936,2367620,6212,2367620
1162,5936,2368620,6212,2368620
1162,5936,2369620,6212,2369620
1162,5936,2370620,6212,2370620
1162,5936,2371210,6212,2371210
1163,5944,2372210,6212,2372210
1163,5944,2372670,6212,2372670
1163,5944,2373480,6212,2373480
1163,5944,2374480,6212,2374480
1163,5944,2375480,6212,2375480
1164,5952,2376480,6212,2376480
1164,5952,2377480,6212,2377480
1164,5952,2377800,6212,2377800
1164,5952,2378800,6212,2378800
1164,5952,2379800,6212,2379800
1164,5952,2380610,6212,2380610
1164,5952,2381610,6212,2381610
1164,5952,2382610,6212,2382610
1164,5952,2383080,6212,2383080
1164,5952,2383400,6212,2383400
1164,5952,2384400,6212,2384400
1164,5952,2385210,6212,2385210
1164,5952,2385680,6212,2385680
1164,5952,2386270,6212,2386270
1164,5952,2386500,6212,2386500
1164,5952,2387310,6212,2387310
1165,5960,2388310,6212,2388310
1165,5960,2389310,6212,2389310
1165,5960,2389310,6212,2389310
1165,5960,2389960,6212,2389960
1165,5960,2390430,6212,2390430
1166,5968,2391430,6212,2391430
1166,5968,2391900,6212,2391900
1166,5968,2392360,6212,2392360
1166,5968,2393360,6212,2393360
1166,5968,2394170,6212,2394170
1166,5968,2394330,6212,2394330
1166,5968,2394800,6212,2394800
1166,5968,2395800,6212,2395800
1166,5968,2396800,6212,2396800
1166,5968,2396800,6212,2396800
1166,5968,2397800,6212,2397800
1166,5968,2398800,6212,2398800
1166,5968,2399800,6212,2399800
1166,5968,2400390,6212,2400390
1166,5968,2400860,6212,2400860
1166,5968,2400860,6212,2400860
1166,5968,2400860,6212,2400860
1166,5968,2401330,6212,2401330
1166,5968,2401490,6212,2401490
1167,5976,2402490,6212,2402490
1167,5976,2403490,6212,2403490
1167,5976,2404490,6212,2404490
1167,5976,2405490,6212,2405490
1167,5976,2406490,6212,2406490
1167,5976,2406950,6212,2406950
1167,5976,2407270,6212,2407270
1167,5976,2408270,6212,2408270
1167,5976,2409080,6212,2409080
1167,5976,2409300,6212,2409300
1167,5976,2410300,6212,2410300
1167,5976,2411110,6212,2411110
1167,5976,2412110,6212,2412110
1167,5976,2413110,6212,2413110
1167,5976,2414110,6212,2414110
1167,5976,2415110,6212,2415110
1167,5976,2416110,6212,2416110
1167,5976,2416110,6212,2416110
1167,5976,2417110,6212,2417110
1167,5976,2417430,6212,2417430
1167,5976,2417660,6212,2417660
1167,5976,2418470,6212,2418470
1167,5976,2418790,6212,2418790
1167,5976,2419600,6212,2419600
1167,5976,2419830,6212,2419830
1167,5976,2420640,6212,2420640
1167,5976,2421450,6212,2421450
1167,5976,2421770,6212,2421770
1167,5976,2422770,6212,2422770
1167,5976,2423770,6212,2423770
1168,5984,2424770,6212,2424770
1168,5984,2425770,6212,2425770
1168,5984,2426240,6212,2426240
1168,5984,2427240,6212,2427240
1168,5984,2428240,6212,2428240
1168,5984,2429050,6212,2429050
1168,5984,2430050,6212,2430050
1168,5984,2430400,6212,2430400
1168,5984,2431400,6212,2431400
1168,5984,2432210,6212,2432210
1168,5984,2433020,6212,2433020
1168,5984,2433830,6212,2433830
1168,5984,2434300,6212,2434300
1168,5984,2435300,6212,2435300
1168,5984,2435300,6212,2435300
1168,5984,2436300,6212,2436300
1168,5984,2437300,6212,2437300
1168,5984,2438300,6212,2438300
1168,5984,2439300,6212,2439300
1168,5984,2440300,6212,2440300
1168,5984,2441110,6212,2441110
1168,5984,2442110,6212,2442110
1168,5984,2442920,6212,2442920
1168,5984,2443920,6212,2443920
1168,5984,2444920,6212,2444920
1168,5984,2446920,6212,2446920
1168,5984,2447920,6212,2447920
1168,5984,2448080,6212,2448080
1168,5984,2449080,6212,2449080
1168,5984,2450080,6212,2450080
1168,5984,2451080,6212,2451080
1168,5984,2452080,6212,2452080
1168,5984,2453080,6212,2453080
1168,5984,2454080,6212,2454080
1168,5984,2455080,6212,2455080
1168,5984,2456080,6212,2456080
1168,5984,2457080,6212,2457080
1168,5984,2458080,6212,2458080
1168,5984,2458550,6212,2458550
1168,5984,2459550,6212,2459550
1168,5984,2460360,6212,2460360
1168,5984,2460680,6212,2460680
1168,5984,2461150,6212,2461150
1168,5984,2461620,6212,2461620
1168,5984,2462620,6212,2462620
1168,5984,2463620,6212,2463620
1168,5984,2464430,6212,2464430
1168,5984,2465430,6212,2465430
1168,5984,2466430,6212,2466430
1168,5984,2467430,6212,2467430
1168,5984,2467800,6212,2467800
1168,5984,2468800,6212,2468800
1168,5984,2469800,6212,2469800
1168,5984,2470800,6212,2470800
1168,5984,2470800,6212,2470800
1168,5984,2471800,6212,2471800
1168,5984,2472800,6212,2472800
1168,5984,2473020,6212,2473020
1168,5984,2474020,6212,2474020
1168,5984,2475020,6212,2475020
1168,5984,2476020,6212,2476020
1168,5984,2477020,6212,2477020
1168,5984,2478020,6212,2478020
1168,5984,2478490,6212,2478490
1168,5984,2479490,6212,2479490
1168,5984,2480490,6212,2480490
1168,5984,2481490,6212,2481490
1168,5984,2482490,6212,2482490
1168,5984,2482490,6212,2482490
1168,5984,2483300,6212,2483300
1168,5984,2484300,6212,2484300
1168,5984,2485300,6212,2485300
1168,5984,2485770,6212,2485770
1168,5984,2486770,6212,2486770
1168,5984,2487240,6212,2487240
1168,5984,2488240,6212,2488240
1168,5984,2488240,6212,2488240
1168,5984,2488240,6212,2488240
1168,5984,2488700,6212,2488700
1168,5984,2489700,6212,2489700
1168,5984,2490700,6212,2490700
1168,5984,2491510,6212,2491510
1168,5984,2492510,6212,2492510
1168,5984,2492980,6212,2492980
1168,5984,2493440,6212,2493440
1168,5984,2494250,6212,2494250
1168,5984,2495250,6212,2495250
1168,5984,2495570,6212,2495570
1168,5984,2496570,6212,2496570
1168,5984,2497570,6212,2497570
1168,5984,2498570,6212,2498570
1168,5984,2499030,6212,2499030
1168,5984,2499190,6212,2499190
1168,5984,2500190,6212,2500190
1168,5984,2500420,6212,2500420
1168,5984,2501420,6212,2501420
1168,5984,2501890,6212,2501890
1168,5984,2502890,6212,2502890
1168,5984,2503700,6212,2503700
1168,5984,2504350,6212,2504350
1169,5992,2504900,6212,2504900
1169,5992,2505490,6212,2505490
1169,5992,2505950,6212,2505950
1169,5992,2506420,6212,2506420
1170,5996,2507230,6212,2507230
1171,6004,2508230,6212,2508230
1171,6004,2509230,6212,2509230
1171,6004,2509700,6212,2509700
1171,6004,2510700,6212,2510700
1171,6004,2511700,6212,2511700
1171,6004,2512700,6212,2512700
1171,6004,2512930,6212,2512930
1171,6004,2513160,6212,2513160
1171,6004,2513970,6212,2513970
1171,6004,2514440,6212,2514440
1171,6004,2514910,6212,2514910
1171,6004,2515910,6212,2515910
1171,6004,2516460,6212,2516460
1171,6004,2517460,6212,2517460
1171,6004,2517620,6212,2517620
1172,6006,2518620,6212,2518620
1173,6008,2519620,6212,2519620
1173,6008,2520620,6212,2520620
1173,6008,2521620,6212,2521620
1173,6008,2521780,6212,2521780
1173,6008,2522250,6212,2522250
1173,6008,2522250,6212,2522250
1173,6008,2523250,6212,2523250
1173,6008,2524250,6212,2524250
1173,6008,2525060,6212,2525060
1173,6008,2526060,6212,2526060
1173,6008,2527060,6212,2527060
1174,6009,2527530,6212,2527530
1174,6009,2528340,6212,2528340
1174,6009,2529340,6212,2529340
1174,6009,2529340,6212,2529340
1174,6009,2530340,6212,2530340
1174,6009,2531340,6212,2531340
1174,6009,2532150,6212,2532150
1174,6009,2532960,6212,2532960
1174,6009,2533770,6212,2533770
1174,6009,2534770,6212,2534770
1174,6009,2535770,6212,2535770
1174,6009,2536770,6212,2536770
1174,6009,2537770,6212,2537770
1174,6009,2538770,6212,2538770
1174,6009,2539770,6212,2539770
1174,6009,2540770,6212,2540770
1174,6009,2541770,6212,2541770
1174,6009,2542770,6212,2542770
1174,6009,2543770,6212,2543770
1174,6009,2544580,6212,2544580
1174,6009,2545390,6212,2545390
1174,6009,2546200,6212,2546200
1174,6009,2547010,6212,2547010
1174,6009,2547010,6212,2547010
1174,6009,2547820,6212,2547820
1174,6009,2548290,6212,2548290
1174,6009,2549100,6212,2549100
1174,6009,2550100,6212,2550100
1174,6009,2550910,6212,2550910
1174,6009,2551910,6212,2551910
1174,6009,2552910,6212,2552910
1174,6009,2553910,6212,2553910
1174,6009,2554720,6212,2554720
1174,6009,2555720,6212,2555720
1174,6009,2556720,6212,2556720
1174,6009,2557530,6212,2557530
1174,6009,2558180,6212,2558180
1174,6009,2558990,6212,2558990
1174,6009,2559580,6212,2559580
1174,6009,2559800,6212,2559800
1174,6009,2560800,6212,2560800
1174,6009,2560800,6212,2560800
1174,6009,2561800,6212,2561800
1174,6009,2562800,6212,2562800
1174,6009,2563610,6212,2563610
1174,6009,2563610,6212,2563610
1174,6009,2563610,6212,2563610
1174,6009,2564610,6212,2564610
1174,6009,2565610,6212,2565610
1174,6009,2565840,6212,2565840
1174,6009,2566070,6212,2566070
1174,6009,2566540,6212,2566540
1174,6009,2567540,6212,2567540
1174,6009,2567540,6212,2567540
1174,6009,2567540,6212,2567540
1175,6017,2568540,6212,2568540
1175,6017,2569540,6212,2569540
1175,6017,2570540,6212,2570540
1175,6017,2570540,6212,2570540
1175,6017,2571350,6212,2571350
1175,6017,2572350,6212,2572350
1175,6017,2573350,6212,2573350
1175,6017,2573820,6212,2573820
1175,6017,2574290,6212,2574290
1175,6017,2575100,6212,2575100
1175,6017,2575100,6212,2575100
1175,6017,2575690,6212,2575690
1175,6017,2576690,6212,2576690
1175,6017,2576690,6212,2576690
1175,6017,2577690,6212,2577690
1175,6017,2578690,6212,2578690
1175,6017,2579690,6212,2579690
1176,6025,2580160,6212,2580160
1176,6025,2580480,6212,2580480
1176,6025,2581480,6212,2581480
1176,6025,2582290,6212,2582290
1176,6025,2583290,6212,2583290
1176,6025,2584290,6212,2584290
1176,6025,2585290,6212,2585290
1176,6025,2586290,6212,2586290
1176,6025,2587290,6212,2587290
1176,6025,2588290,6212,2588290
1176,6025,2588940,6212,2588940
1176,6025,2589940,6212,2589940
1176,6025,2590590,6212,2590590
1176,6025,2590820,6212,2590820
1176,6025,2591290,6212,2591290
1176,6025,2592290,6212,2592290
1176,6025,2593100,6212,2593100
1176,6025,2593570,6212,2593570
1176,6025,2594570,6212,2594570
1176,6025,2595570,6212,2595570
1176,6025,2595790,6212,2595790
1176,6025,2596790,6212,2596790
1176,6025,2597260,6212,2597260
1176,6025,2597730,6212,2597730
1176,6025,2598730,6212,2598730
1176,6025,2599730,6212,2599730
1176,6025,2599960,6212,2599960
1176,6025,2600770,6212,2600770
1176,6025,2601770,6212,2601770
1176,6025,2602770,6212,2602770
1176,6025,2603580,6212,2603580
1176,6025,2604580,6212,2604580
1176,6025,2605390,6212,2605390
1176,6025,2605620,6212,2605620
1176,6025,2606270,6212,2606270
1176,6025,2607270,6212,2607270
1176,6025,2607820,6212,2607820
1176,6025,2608630,6212,2608630
1176,6025,2609630,6212,2609630
1176,6025,2610440,6212,2610440
1176,6025,2611440,6212,2611440
1176,6025,2612440,6212,2612440
1176,6025,2613250,6212,2613250
1176,6025,2614250,6212,2614250
1176,6025,2615250,6212,2615250
1176,6025,2616060,6212,2616060
1177,6033,2617060,6212,2617060
1177,6033,2618060,6212,2618060
1177,6033,2618870,6212,2618870
1177,6033,2619190,6212,2619190
1177,6033,2620190,6212,2620190
1177,6033,2621000,6212,2621000
1177,6033,2622000,6212,2622000
1177,6033,2622220,6212,2622220
1177,6033,2623220,6212,2623220
1177,6033,2624030,6212,2624030
1177,6033,2625030,6212,2625030
1177,6033,2625840,6212,2625840
1177,6033,2626490,6212,2626490
1177,6033,2627490,6212,2627490
1177,6033,2627810,6212,2627810
1177,6033,2628810,6212,2628810
1177,6033,2629810,6212,2629810
1177,6033,2630810,6212,2630810
1177,6033,2631460,6212,2631460
1177,6033,2631930,6212,2631930
1177,6033,2632400,6212,2632400
1177,6033,2632870,6212,2632870
1177,6033,2633870,6212,2633870
1177,6033,2634870,6212,2634870
1177,6033,2635340,6212,2635340
1177,6033,2636340,6212,2636340
1177,6033,2637150,6212,2637150
1177,6033,2638150,6212,2638150
1177,6033,2638960,6212,2638960
1177,6033,2639770,6212,2639770
1177,6033,2640770,6212,2640770
1177,6033,2641000,6212,2641000
1177,6033,2642000,6212,2642000
1177,6033,2642810,6212,2642810
1177,6033,2643280,6212,2643280
1177,6033,2643600,6212,2643600
1177,6033,2644410,6212,2644410
1178,6041,2645410,6212,2645410
1178,6041,2646410,6212,2646410
1178,6041,2646410,6212,2646410
1178,6041,2646640,6212,2646640
1178,6041,2647640,6212,2647640
1178,6041,2648640,6212,2648640
1178,6041,2649640,6212,2649640
1178,6041,2650640,6212,2650640
1178,6041,2651290,6212,2651290
1178,6041,2651510,6212,2651510
1178,6041,2651980,6212,2651980
1178,6041,2652980,6212,2652980
1178,6041,2653980,6212,2653980
1178,6041,2654980,6212,2654980
1178,6041,2655790,6212,2655790
1178,6041,2656260,6212,2656260
1178,6041,2657070,6212,2657070
1178,6041,2657880,6212,2657880
1178,6041,2658690,6212,2658690
1178,6041,2659690,6212,2659690
1178,6041,2660690,6212,2660690
1178,6041,2661690,6212,2661690
1178,6041,2662690,6212,2662690
1178,6041,2663690,6212,2663690
1178,6041,2664690,6212,2664690
1178,6041,2665690,6212,2665690
1178,6041,2666160,6212,2666160
1178,6041,2667160,6212,2667160
1178,6041,2668160,6212,2668160
1178,6041,2669160,6212,2669160
1178,6041,2670160,6212,2670160
1178,6041,2670970,6212,2670970
1179,6049,2678970,6212,2678970
1179,6049,2679970,6212,2679970
1179,6049,2680970,6212,2680970
1179,6049,2681780,6212,2681780
1179,6049,2682330,6212,2682330
1179,6049,2683330,6212,2683330
1179,6049,2684330,6212,2684330
1179,6049,2685330,6212,2685330
1179,6049,2686330,6212,2686330
1179,6049,2686800,6212,2686800
1179,6049,2687610,6212,2687610
1179,6049,2688610,6212,2688610
1179,6049,2689610,6212,2689610
1179,6049,2690610,6212,2690610
1179,6049,2691610,6212,2691610
1179,6049,2692070,6212,2692070
1179,6049,2693070,6212,2693070
1179,6049,2693540,6212,2693540
1179,6049,2694540,6212,2694540
1179,6049,2695540,6212,2695540
1179,6049,2696540,6212,2696540
1179,6049,2697540,6212,2697540
1179,6049,2698130,6212,2698130
1179,6049,2698600,6212,2698600
1179,6049,2699600,6212,2699600
1179,6049,2700070,6212,2700070
1179,6049,2701070,6212,2701070
1179,6049,2702070,6212,2702070
1179,6049,2703070,6212,2703070
1179,6049,2704070,6212,2704070
1179,6049,2705070,6212,2705070
1179,6049,2705720,6212,2705720
1179,6049,2706720,6212,2706720
1179,6049,2707720,6212,2707720
1179,6049,2708720,6212,2708720
1179,6049,2709720,6212,2709720
1179,6049,2710720,6212,2710720
1179,6049,2711720,6212,2711720
1179,6049,2712720,6212,2712720
1179,6049,2713530,6212,2713530
1179,6049,2714180,6212,2714180
1179,6049,2715180,6212,2715180
1179,6049,2716180,6212,2716180
1179,6049,2716990,6212,2716990
1179,6049,2717800,6212,2717800
1179,6049,2718800,6212,2718800
1179,6049,2719800,6212,2719800
1179,6049,2720450,6212,2720450
1179,6049,2721450,6212,2721450
1179,6049,2722450,6212,2722450
1179,6049,2723450,6212,2723450
1179,6049,2723560,6212,2723560
1179,6049,2724560,6212,2724560
1179,6049,2725560,6212,2725560
1179,6049,2726560,6212,2726560
1179,6049,2727560,6212,2727560
1179,6049,2728560,6212,2728560
1179,6049,2729560,6212,2729560
1179,6049,2730030,6212,2730030
1179,6049,2730500,6212,2730500
1179,6049,2731150,6212,2731150
1179,6049,2732150,6212,2732150
1179,6049,2733150,6212,2733150
1179,6049,2733150,6212,2733150
1179,6049,2734150,6212,2734150
1179,6049,2734960,6212,2734960
1179,6049,2735960,6212,2735960
1179,6049,2736960,6212,2736960
1179,6049,2737960,6212,2737960
1179,6049,2738770,6212,2738770
1179,6049,2739770,6212,2739770
1179,6049,2740770,6212,2740770
1179,6049,2741770,6212,2741770
1179,6049,2742770,6212,2742770
1179,6049,2743580,6212,2743580
1179,6049,2744060,6212,2744060
1179,6049,2744870,6212,2744870
1179,6049,2745870,6212,2745870
1179,6049,2746680,6212,2746680
1179,6049,2746840,6212,2746840
1179,6049,2747840,6212,2747840
1179,6049,2748840,6212,2748840
1180,6057,2749650,6212,2749650
1180,6057,2749880,6212,2749880
1180,6057,2750690,6212,2750690
1180,6057,2751500,6212,2751500
1180,6057,2752500,6212,2752500
1180,6057,2752730,6212,2752730
1180,6057,2753730,6212,2753730
1180,6057,2754730,6212,2754730
1180,6057,2755540,6212,2755540
1180,6057,2756540,6212,2756540
1180,6057,2757540,6212,2757540
1180,6057,2758540,6212,2758540
1180,6057,2759540,6212,2759540
1180,6057,2760540,6212,2760540
1180,6057,2761540,6212,2761540
1180,6057,2762000,6212,2762000
1180,6057,2763000,6212,2763000
1181,6059,2764000,6212,2764000
1181,6059,2765000,6212,2765000
1181,6059,2766000,6212,2766000
1181,6059,2766320,6212,2766320
1181,6059,2767320,6212,2767320
1181,6059,2767690,6212,2767690
1181,6059,2768690,6212,2768690
1181,6059,2769690,6212,2769690
1181,6059,2770690,6212,2770690
1181,6059,2771500,6212,2771500
1181,6059,2772500,6212,2772500
1181,6059,2773500,6212,2773500
1181,6059,2774500,6212,2774500
1181,6059,2775310,6212,2775310
1181,6059,2775770,6212,2775770
1181,6059,2776040,6212,2776040
1181,6059,2777040,6212,2777040
1181,6059,2778040,6212,2778040
1181,6059,2779040,6212,2779040
1181,6059,2780040,6212,2780040
1181,6059,2781040,6212,2781040
1181,6059,2782040,6212,2782040
1181,6059,2782690,6212,2782690
1181,6059,2783690,6212,2783690
1182,6067,2784160,6212,2784160
1182,6067,2784530,6212,2784530
1182,6067,2785530,6212,2785530
1182,6067,2786530,6212,2786530
1182,6067,2786530,6212,2786530
1182,6067,2786760,6212,2786760
1182,6067,2787410,6212,2787410
1182,6067,2787870,6212,2787870
1182,6067,2788340,6212,2788340
1182,6067,2789340,6212,2789340
1182,6067,2789930,6212,2789930
1182,6067,2790400,6212,2790400
1183,6075,2791210,6212,2791210
1183,6075,2792210,6212,2792210
1183,6075,2793210,6212,2793210
1183,6075,2794210,6212,2794210
1183,6075,2795210,6212,2795210
1183,6075,2796210,6212,2796210
1183,6075,2797020,6212,2797020
1183,6075,2798020,6212,2798020
1183,6075,2798830,6212,2798830
1183,6075,2799300,6212,2799300
1183,6075,2800300,6212,2800300
1183,6075,2801300,6212,2801300
1184,6083,2802300,6212,2802300
1184,6083,2803300,6212,2803300
1184,6083,2803770,6212,2803770
1184,6083,2804230,6212,2804230
1184,6083,2804550,6212,2804550
1184,6083,2805550,6212,2805550
1184,6083,2806550,6212,2806550
1184,6083,2807550,6212,2807550
1184,6083,2808550,6212,2808550
1184,6083,2808870,6212,2808870
1184,6083,2809870,6212,2809870
1184,6083,2810870,6212,2810870
1184,6083,2810870,6212,2810870
1184,6083,2811680,6212,2811680
1184,6083,2811900,6212,2811900
1184,6083,2812900,6212,2812900
1184,6083,2813900,6212,2813900
1184,6083,2814710,6212,2814710
1184,6083,2815710,6212,2815710
1184,6083,2815710,6212,2815710
1184,6083,2816180,6212,2816180
1184,6083,2816340,6212,2816340
1184,6083,2817340,6212,2817340
1184,6083,2818150,6212,2818150
1184,6083,2819150,6212,2819150
1184,6083,2819800,6212,2819800
1184,6083,2820800,6212,2820800
1184,6083,2821800,6212,2821800
1184,6083,2822800,6212,2822800
1184,6083,2823610,6212,2823610
1184,6083,2824610,6212,2824610
1184,6083,2825610,6212,2825610
1184,6083,2826610,6212,2826610
1184,6083,2827610,6212,2827610
1184,6083,2828420,6212,2828420
1184,6083,2828740,6212,2828740
1184,6083,2829550,6212,2829550
1184,6083,2830550,6212,2830550
1184,6083,2831550,6212,2831550
1184,6083,2832360,6212,2832360
1184,6083,2833360,6212,2833360
1184,6083,2833830,6212,2833830
1184,6083,2834830,6212,2834830
1184,6083,2835830,6212,2835830
1184,6083,2836480,6212,2836480
1184,6083,2836800,6212,2836800
1184,6083,2837800,6212,2837800
1184,6083,2838450,6212,2838450
1184,6083,2838680,6212,2838680
1184,6083,2838730,6212,2838730
1184,6083,2839730,6212,2839730
1184,6083,2840730,6212,2840730
1184,6083,2841200,6212,2841200
1184,6083,2842200,6212,2842200
1184,6083,2843200,6212,2843200
1184,6083,2844200,6212,2844200
1184,6083,2845200,6212,2845200
1184,6083,2845790,6212,2845790
1184,6083,2846790,6212,2846790
1185,6091,2847790,6212,2847790
1185,6091,2848790,6212,2848790
1185,6091,2849790,6212,2849790
1185,6091,2850790,6212,2850790
1185,6091,2851600,6212,2851600
1185,6091,2852600,6212,2852600
1185,6091,2853600,6212,2853600
1185,6091,2854600,6212,2854600
1185,6091,2855190,6212,2855190
1185,6091,2855420,6212,2855420
1185,6091,2856420,6212,2856420
1185,6091,2857420,6212,2857420
1185,6091,2858230,6212,2858230
1185,6091,2859230,6212,2859230
1185,6091,2860230,6212,2860230
1185,6091,2861230,6212,2861230
1185,6091,2861230,6212,2861230
1185,6091,2861880,6212,2861880
1185,6091,2862880,6212,2862880
1185,6091,2863690,6212,2863690
1185,6091,2863690,6212,2863690
1185,6091,2864160,6212,2864160
1185,6091,2865160,6212,2865160
1185,6091,2866160,6212,2866160
1185,6091,2866970,6212,2866970
1185,6091,2867780,6212,2867780
1185,6091,2868590,6212,2868590
