ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
798633.05,15.64,2.3,314518.15,6.16
798946.16,15.65,2.31,314317.11,6.16
798745.76,15.65,2.31,314164.14,6.16
798140.96,15.64,2.3,313559.34,6.14
797437.9,15.63,2.29,312799.34,6.13
797437.9,15.63,2.29,312694.12,6.13
797289.43,15.63,2.29,312651.22,6.13
797140.96,15.63,2.29,312565.97,6.13
796767.13,15.62,2.28,312262.86,6.12
796807.36,15.63,2.28,312342.97,6.13
796658.89,15.63,2.28,312320.09,6.13
796510.42,15.63,2.28,312243.53,6.13
795916.53,15.63,2.28,311903.93,6.12
796360.98,15.64,2.29,312468.05,6.14
796401.22,15.64,2.3,312548.17,6.14
796099.99,15.64,2.29,312178.29,6.13
796140.22,15.64,2.3,312296.73,6.13
796000.47,15.64,2.3,311579.96,6.12
796000.47,15.64,2.3,311579.96,6.12
796250.08,15.65,2.3,311850.48,6.13
796101.61,15.65,2.3,311803.09,6.13
796164.28,15.65,2.3,312544.54,6.14
796449.64,15.65,2.31,312821.05,6.15
796301.17,15.65,2.31,312703.67,6.15
796301.17,15.65,2.31,312818.76,6.15
796152.7,15.65,2.31,312802.15,6.15
796004.23,15.66,2.31,312690.29,6.15
795714.43,15.65,2.31,312385.5,6.14
795565.96,15.65,2.31,312369.22,6.14
795417.49,15.65,2.31,312257.36,6.14
795457.72,15.65,2.31,312426.22,6.15
795497.96,15.66,2.31,312506.34,6.15
795538.19,15.66,2.32,312624.78,6.15
795587.14,15.66,2.32,312189.11,6.15
795361.88,15.66,2.32,312030.92,6.14
795111.69,15.66,2.32,311689.81,6.14
794963.21,15.66,2.32,311647.15,6.14
795141.61,15.66,2.32,311882.18,6.14
795435.16,15.67,2.33,311844.43,6.14
795385.16,15.67,2.33,311794.43,6.14
795236.69,15.67,2.33,312146.67,6.15
795236.69,15.67,2.33,312387.44,6.16
794939.75,15.67,2.33,312259.29,6.16
794567.73,15.67,2.32,311886.66,6.15
794419.26,15.67,2.32,311773.55,6.15
794688.49,15.67,2.33,312174.5,6.16
794391.62,15.67,2.32,311883.98,6.15
794676.98,15.67,2.33,311956.14,6.15
795360.33,15.69,2.34,317649.38,6.27
795211.85,15.69,2.34,317882.59,6.27
795543.67,15.7,2.35,317643.31,6.27
801672.56,15.82,2.48,318795.14,6.29
801140.8,15.81,2.47,318263.38,6.28
800766.97,15.81,2.46,317889.86,6.27
799699.49,15.81,2.47,317672.09,6.28
803037.37,15.87,2.53,318477.36,6.3
803719.83,15.89,2.55,318646.18,6.3
804032.95,15.9,2.56,318433.27,6.3
803490.55,15.89,2.55,317833.41,6.29
803331.84,15.89,2.55,317700.06,6.28
803173.14,15.89,2.54,317544.91,6.28
802885.44,15.88,2.54,317258.93,6.28
802736.97,15.88,2.54,317216.27,6.28
802588.5,15.88,2.54,317130.78,6.28
802440.03,15.88,2.54,317018.92,6.27
802222.72,15.88,2.54,316807.79,6.27
802074.25,15.88,2.54,316791.51,6.27
801925.78,15.88,2.54,316679.64,6.27
801777.31,15.88,2.54,316663.36,6.27
801264.25,15.87,2.53,316105.23,6.26
801926.12,15.89,2.54,316190.01,6.26
802211.48,15.89,2.55,316277.3,6.27
802189.67,15.89,2.55,316261.48,6.27
802041.2,15.89,2.55,316409.16,6.27
802041.2,15.89,2.55,316409.16,6.27
801667.37,15.89,2.55,316106.05,6.27
801518.9,15.89,2.55,316079.51,6.27
801518.9,15.89,2.55,316079.51,6.27
801370.42,15.89,2.55,315977.9,6.27
801410.66,15.89,2.55,316058.02,6.27
801410.66,15.89,2.55,316058.02,6.27
801262.19,15.89,2.55,316013.11,6.27
801113.71,15.89,2.55,315901.24,6.27
800965.24,15.89,2.55,315884.96,6.27
801005.48,15.9,2.55,315965.08,6.27
800857.01,15.9,2.55,315920.17,6.27
801142.37,15.9,2.56,315992.32,6.27
801142.37,15.9,2.56,315992.32,6.27
800993.89,15.9,2.56,316225.33,6.28
800768.63,15.9,2.56,315972.57,6.27
800620.16,15.9,2.56,315859.46,6.27
800471.69,15.9,2.56,315844.42,6.27
800784.8,15.91,2.57,315643.38,6.27
800636.33,15.91,2.57,315530.27,6.27
800929.88,15.92,2.57,315957.08,6.28
801227.83,15.93,2.58,315683.94,6.28
800160.36,15.93,2.59,315466.16,6.28
799647.3,15.92,2.58,314896.16,6.27
799374.12,15.92,2.58,314619.97,6.27
799225.65,15.92,2.58,314577.31,6.27
798727.76,15.91,2.57,314079.42,6.26
798727.76,15.91,2.57,314079.42,6.26
798906.15,15.92,2.57,314314.45,6.26
799199.7,15.93,2.58,314276.69,6.26
799199.7,15.93,2.58,314276.69,6.26
799051.23,15.93,2.58,314628.94,6.27
799100.18,15.93,2.59,314193.27,6.26
798851.29,15.93,2.58,313857.9,6.26
798489.27,15.92,2.58,313495.26,6.25
798538.22,15.92,2.58,313059.59,6.24
798476.74,15.93,2.58,312902.75,6.24
798368.03,15.92,2.58,312799.13,6.24
798546.43,15.93,2.59,312838.08,6.24
798397.96,15.93,2.59,312991.5,6.25
798249.49,15.93,2.59,312879.64,6.24
798534.85,15.94,2.59,313296.75,6.25
798171.02,15.93,2.59,312933.36,6.25
798022.55,15.93,2.59,312820.25,6.25
797874.08,15.93,2.59,312805.21,6.25
797725.61,15.93,2.59,312778.68,6.25
797765.84,15.94,2.59,312840.42,6.25
797617.37,15.94,2.59,312813.88,6.25
797468.9,15.94,2.59,312712.27,6.25
797517.85,15.94,2.6,312276.6,6.24
797456.36,15.94,2.6,312119.76,6.24
798287.97,15.96,2.62,312425.21,6.25
798466.37,15.96,2.62,312460.65,6.25
798317.9,15.97,2.62,312614.09,6.25
798169.43,15.97,2.62,312501.68,6.25
798020.96,15.97,2.62,312485.94,6.25
798334.08,15.98,2.63,312284.9,6.25
798619.44,15.98,2.64,312357.06,6.25
798470.97,15.98,2.64,312590.15,6.26
798322.49,15.98,2.64,312517.7,6.26
798174.02,15.98,2.64,312462.0,6.26
798025.55,15.98,2.64,312469.11,6.26
797877.08,15.98,2.64,312333.86,6.26
797580.21,15.98,2.64,312043.34,6.25
797431.74,15.98,2.64,311930.41,6.25
797610.14,15.98,2.64,312235.71,6.26
797461.67,15.98,2.64,312193.05,6.26
797313.2,15.98,2.64,312107.57,6.26
797016.33,15.98,2.64,311817.05,6.25
796642.5,15.97,2.63,311443.66,6.24
795950.94,15.96,2.62,310707.17,6.23
795437.88,15.96,2.61,310137.17,6.22
795616.28,15.96,2.62,310176.11,6.22
795616.28,15.96,2.62,310176.11,6.22
795467.81,15.96,2.62,310331.07,6.23
795319.34,15.96,2.62,310217.96,6.23
795319.34,15.96,2.62,310217.96,6.23
795170.87,15.96,2.62,310202.92,6.23
795483.98,15.97,2.63,310001.88,6.22
794970.93,15.96,2.62,309431.89,6.21
794674.06,15.96,2.62,309139.02,6.21
794525.59,15.96,2.62,309025.91,6.21
794377.11,15.96,2.62,309010.87,6.21
794417.35,15.96,2.62,309090.98,6.21
794268.88,15.96,2.62,309067.87,6.21
794581.99,15.97,2.63,308866.83,6.21
794068.93,15.96,2.62,308296.83,6.2
793910.23,15.96,2.62,308138.13,6.2
793910.23,15.96,2.62,308138.13,6.2
793950.46,15.97,2.62,308218.24,6.2
792882.99,15.97,2.63,308000.47,6.2
792734.52,15.97,2.63,307955.56,6.2
793019.88,15.98,2.63,308042.84,6.21
793198.28,15.98,2.64,308430.31,6.21
793511.39,15.99,2.65,308217.4,6.21
793362.92,15.99,2.65,308104.99,6.21
792989.09,15.99,2.64,307881.99,6.21
792830.39,15.98,2.64,307731.96,6.2
792317.33,15.98,2.63,307173.83,6.19
792168.86,15.98,2.63,307158.1,6.19
792168.86,15.98,2.63,307158.1,6.19
792168.86,15.98,2.63,307158.1,6.19
792020.39,15.98,2.63,307044.99,6.19
791871.91,15.98,2.63,307029.96,6.19
791912.15,15.98,2.64,306474.11,6.18
790844.67,15.98,2.64,306256.34,6.19
790696.2,15.98,2.64,305888.3,6.18
790637.7,15.99,2.64,305942.45,6.19
789570.22,15.99,2.65,305724.67,6.19
789331.78,15.99,2.65,305712.48,6.19
789372.02,15.99,2.65,305156.64,6.18
789213.31,15.99,2.65,304997.94,6.18
789213.31,15.99,2.65,304997.94,6.18
789253.54,15.99,2.65,304716.32,6.17
789195.04,16.0,2.65,304716.13,6.18
789186.07,16.0,2.66,304743.69,6.18
789186.07,16.0,2.66,304743.69,6.18
789436.38,16.01,2.66,305396.44,6.19
789540.55,16.01,2.67,304693.69,6.18
789836.28,16.02,2.68,305394.26,6.19
789539.41,16.01,2.67,305103.74,6.19
789317.71,16.01,2.67,304922.08,6.18
788899.01,16.0,2.66,304392.18,6.18
788702.14,16.0,2.66,304200.13,6.17
788971.37,16.01,2.66,303432.22,6.16
789277.96,16.02,2.67,303315.14,6.15
788981.09,16.01,2.67,303025.24,6.15
788981.09,16.01,2.67,303025.24,6.15
789296.31,16.02,2.68,304510.45,6.18
789506.55,16.03,2.68,304599.24,6.18
789362.0,16.03,2.68,304268.77,6.18
790099.55,16.04,2.7,304481.83,6.18
790090.58,16.05,2.7,304509.4,6.18
789942.11,16.05,2.7,304418.31,6.18
789622.25,16.04,2.7,304368.11,6.18
790722.32,16.07,2.72,304760.63,6.19
790040.51,16.06,2.71,303978.35,6.18
789892.03,16.06,2.71,303955.64,6.18
789743.56,16.06,2.71,304058.87,6.18
789595.09,16.06,2.71,303925.56,6.18
789478.46,16.06,2.71,303971.02,6.18
790216.02,16.08,2.73,304131.3,6.19
789707.67,16.07,2.73,303945.9,6.18
789559.2,16.07,2.73,303879.49,6.18
789102.56,16.06,2.72,303294.19,6.17
788764.35,16.06,2.72,302836.43,6.17
788077.75,16.05,2.7,302207.83,6.15
787929.28,16.05,2.71,302160.44,6.15
787780.81,16.05,2.71,302262.64,6.16
787780.81,16.05,2.71,302262.64,6.16
787632.34,16.05,2.71,302130.37,6.16
787632.34,16.05,2.71,302130.37,6.16
787515.71,16.05,2.71,302175.82,6.16
787367.24,16.05,2.71,302096.26,6.16
787218.77,16.05,2.71,302170.37,6.16
787312.83,16.05,2.71,301632.59,6.15
786245.35,16.06,2.72,301414.82,6.16
787062.58,16.08,2.73,302045.79,6.17
786914.11,16.08,2.73,301922.39,6.17
787199.47,16.09,2.74,302270.47,6.18
787013.32,16.08,2.74,302064.76,6.17
786896.69,16.08,2.74,302056.45,6.17
786418.14,16.08,2.73,301757.19,6.17
786418.14,16.08,2.73,301757.19,6.17
787155.7,16.09,2.75,301971.23,6.17
786817.49,16.09,2.75,301513.47,6.17
786669.01,16.09,2.75,301397.38,6.16
786669.01,16.09,2.75,301397.38,6.16
786172.42,16.08,2.74,300958.78,6.16
786045.17,16.08,2.74,300859.87,6.16
785814.8,16.08,2.74,300629.5,6.15
786104.03,16.09,2.75,301224.16,6.17
786260.72,16.1,2.75,302071.6,6.18
787510.15,16.12,2.78,302153.54,6.19
787510.15,16.12,2.78,302153.54,6.19
787091.45,16.12,2.78,301622.99,6.18
786942.97,16.12,2.78,300934.54,6.16
786880.17,16.12,2.78,300767.98,6.16
786731.7,16.12,2.78,300700.03,6.16
787036.99,16.13,2.79,301258.97,6.17
786349.09,16.12,2.78,300484.42,6.16
786389.32,16.12,2.78,300441.43,6.16
786015.49,16.12,2.77,300138.32,6.15
785867.02,16.12,2.77,300381.9,6.16
785718.55,16.12,2.77,300290.96,6.16
785718.55,16.12,2.77,300290.96,6.16
785601.92,16.12,2.78,300282.65,6.16
786043.56,16.13,2.79,299649.13,6.15
785989.8,16.13,2.79,300215.43,6.16
785993.5,16.13,2.79,300109.49,6.16
785384.67,16.12,2.78,299480.34,6.15
785236.19,16.12,2.78,299393.71,6.15
785087.72,16.12,2.78,299253.91,6.15
785087.72,16.12,2.78,299253.91,6.15
785040.97,16.13,2.78,299523.13,6.15
784979.48,16.13,2.78,299325.01,6.15
785019.72,16.13,2.79,299271.56,6.15
784871.25,16.13,2.79,299226.37,6.15
784722.77,16.13,2.79,299199.02,6.15
784574.3,16.13,2.79,299366.53,6.16
784806.41,16.14,2.8,298579.23,6.14
784743.61,16.14,2.8,298523.7,6.14
785390.42,16.16,2.81,299705.91,6.17
785430.65,16.16,2.82,299150.07,6.16
785737.24,16.17,2.83,298939.55,6.15
786052.46,16.18,2.84,299639.82,6.17
786043.49,16.18,2.84,299667.32,6.17
786864.69,16.2,2.86,299975.32,6.18
786474.92,16.2,2.85,299856.5,6.18
786326.45,16.2,2.85,299794.9,6.18
786701.6,16.21,2.86,299752.92,6.17
786553.13,16.21,2.86,300111.52,6.18
786233.13,16.2,2.86,299791.52,6.18
786017.01,16.2,2.86,299575.41,6.17
785868.54,16.2,2.86,299646.18,6.18
785720.07,16.2,2.86,299581.12,6.18
785571.6,16.2,2.86,299532.38,6.18
785571.6,16.2,2.86,299532.38,6.18
785423.13,16.2,2.86,299634.68,6.18
785463.36,16.2,2.86,299673.21,6.18
785314.89,16.2,2.86,298984.75,6.17
785355.12,16.21,2.86,298749.33,6.17
785405.97,16.21,2.87,298688.56,6.16
786875.77,16.24,2.9,299968.83,6.19
786599.61,16.24,2.9,299673.12,6.19
786284.56,16.23,2.89,299409.49,6.18
786125.48,16.24,2.89,299701.93,6.19
786008.85,16.24,2.89,299747.38,6.19
786746.4,16.25,2.91,299907.66,6.2
786597.93,16.25,2.91,299821.04,6.2
786449.46,16.26,2.91,299681.24,6.19
786402.71,16.26,2.91,299950.46,6.2
786402.71,16.26,2.91,299950.46,6.2
786682.52,16.26,2.92,300098.07,6.2
786999.72,16.27,2.93,300341.48,6.21
787763.26,16.29,2.95,300665.02,6.22
787604.55,16.29,2.95,300506.53,6.22
787135.69,16.28,2.94,299695.33,6.2
787019.06,16.28,2.94,299643.0,6.2
787756.61,16.3,2.96,299792.77,6.2
788073.82,16.31,2.97,300036.18,6.21
788073.82,16.31,2.97,300036.18,6.21
787915.11,16.31,2.96,299853.73,6.21
787766.64,16.31,2.96,299762.64,6.21
787766.64,16.31,2.96,299762.64,6.21
787766.64,16.31,2.96,299762.64,6.21
788753.31,16.33,2.99,300251.6,6.22
788604.84,16.33,2.99,300332.07,6.22
788890.2,16.34,2.99,300416.89,6.22
788671.69,16.33,2.99,300611.59,6.23
788297.86,16.33,2.99,300409.45,6.22
788297.86,16.33,2.99,300409.45,6.22
788149.39,16.33,2.99,300453.51,6.22
788434.75,16.34,2.99,300404.39,6.22
788286.28,16.34,2.99,300347.68,6.22
788137.81,16.34,2.99,300669.3,6.23
787995.67,16.33,2.99,300330.79,6.23
788174.07,16.34,3.0,300925.29,6.24
788174.07,16.34,3.0,300925.29,6.24
788025.6,16.34,3.0,300852.45,6.24
787810.78,16.34,3.0,300692.76,6.24
787662.31,16.34,3.0,300652.1,6.24
787324.1,16.34,2.99,300194.34,6.23
787027.23,16.33,2.99,299855.52,6.22
787027.23,16.33,2.99,299855.52,6.22
786530.63,16.32,2.98,299416.93,6.21
786382.16,16.32,2.98,299516.53,6.22
786382.16,16.32,2.98,299516.53,6.22
785788.28,16.32,2.98,299372.65,6.22
785639.81,16.32,2.98,299242.66,6.22
785639.81,16.32,2.98,299242.66,6.22
785639.81,16.32,2.98,299242.66,6.22
785128.05,16.32,2.97,298856.14,6.21
785413.41,16.32,2.98,298792.54,6.21
785039.58,16.32,2.98,298674.69,6.21
785731.83,16.33,2.99,299461.71,6.23
785325.71,16.33,2.99,298679.43,6.21
784258.24,16.33,2.99,298461.66,6.22
783190.76,16.34,3.0,298243.88,6.22
782487.7,16.33,2.98,297462.35,6.21
782339.23,16.33,2.99,297861.54,6.22
782292.48,16.33,2.99,297666.12,6.21
782042.29,16.33,2.99,297364.2,6.21
782042.29,16.33,2.99,297364.2,6.21
781893.82,16.33,2.99,296675.75,6.2
782200.41,16.34,2.99,296451.19,6.19
782200.41,16.34,2.99,296451.19,6.19
782200.41,16.34,2.99,296451.19,6.19
782073.54,16.34,2.99,296998.6,6.2
781937.15,16.34,3.0,296782.33,6.2
781820.52,16.34,3.0,296774.03,6.2
781541.78,16.34,2.99,296495.28,6.2
782606.2,16.36,3.02,296805.43,6.2
782784.6,16.37,3.02,296706.94,6.2
782276.03,16.36,3.01,296466.74,6.2
782148.79,16.36,3.02,297255.98,6.22
781655.68,16.35,3.01,296663.71,6.21
781528.81,16.35,3.01,296087.48,6.2
781340.69,16.35,3.01,295963.43,6.19
781192.22,16.35,3.01,295893.39,6.19
781043.75,16.35,3.01,295850.34,6.19
781083.98,16.36,3.01,296095.76,6.2
780783.93,16.35,3.01,295795.71,6.19
780783.93,16.35,3.01,295795.71,6.19
780783.93,16.35,3.01,295795.71,6.19
780635.46,16.35,3.01,295682.85,6.19
780518.83,16.35,3.01,295431.26,6.19
781256.38,16.37,3.03,295780.28,6.2
781466.62,16.38,3.03,295869.08,6.2
781466.62,16.38,3.03,295869.08,6.2
781466.62,16.38,3.03,295869.08,6.2
780993.03,16.38,3.04,296439.39,6.22
779925.56,16.39,3.04,296221.61,6.22
779777.08,16.39,3.04,296105.41,6.22
780092.28,16.4,3.05,296467.36,6.23
780829.83,16.41,3.07,296680.41,6.24
780702.59,16.41,3.07,296147.99,6.23
779635.11,16.42,3.08,295930.21,6.23
779696.95,16.42,3.08,295903.21,6.23
779548.48,16.42,3.08,295816.59,6.23
779548.48,16.42,3.08,295816.59,6.23
779400.01,16.42,3.08,295676.79,6.23
779397.41,16.43,3.08,295943.12,6.24
779077.54,16.42,3.08,295892.93,6.24
779472.81,16.43,3.09,296647.07,6.25
779548.5,16.44,3.09,296522.68,6.25
779431.87,16.44,3.09,296568.14,6.25
779431.87,16.44,3.09,296568.14,6.25
778750.05,16.43,3.08,295785.86,6.24
778602.16,16.43,3.08,295662.93,6.24
779531.02,16.45,3.1,295952.98,6.24
779414.39,16.45,3.11,295998.43,6.25
779414.39,16.45,3.11,295998.43,6.25
779871.34,16.46,3.12,295472.09,6.24
780403.25,16.47,3.13,296724.63,6.26
780375.07,16.48,3.13,296750.2,6.27
780226.6,16.48,3.13,296651.63,6.26
780511.96,16.48,3.14,296590.01,6.26
780552.19,16.49,3.14,296709.29,6.27
780403.72,16.49,3.14,296634.66,6.27
779336.24,16.49,3.15,296416.88,6.27
779187.77,16.49,3.15,296331.02,6.27
779039.3,16.49,3.15,296834.0,6.28
779079.54,16.5,3.15,297067.8,6.29
778902.89,16.5,3.16,297096.11,6.29
778754.41,16.5,3.16,297010.97,6.29
778605.94,16.5,3.16,296946.35,6.29
778457.47,16.5,3.16,296895.13,6.29
778309.0,16.5,3.16,297217.7,6.3
778160.53,16.5,3.16,296983.38,6.3
778012.06,16.5,3.16,296850.02,6.3
776944.58,16.51,3.17,296642.28,6.3
776570.75,16.5,3.16,296257.98,6.3
778616.29,16.55,3.2,298162.88,6.34
778210.17,16.54,3.2,297380.6,6.32
778182.0,16.54,3.2,297415.76,6.32
778033.53,16.55,3.2,297322.16,6.32
778073.76,16.55,3.21,297250.9,6.32
777925.29,16.55,3.21,297325.91,6.33
777925.29,16.55,3.21,297325.91,6.33
777776.82,16.55,3.21,297261.9,6.33
777817.05,16.55,3.21,297222.55,6.33
777555.35,16.55,3.21,297005.72,6.32
777406.88,16.55,3.21,296976.78,6.32
777406.88,16.55,3.21,296976.78,6.32
777700.42,16.56,3.21,297758.26,6.34
777672.25,16.56,3.22,297751.01,6.34
777523.78,16.56,3.22,297659.49,6.34
777523.78,16.56,3.22,297659.49,6.34
777375.3,16.56,3.22,297615.67,6.34
777226.83,16.56,3.22,298012.72,6.35
776854.82,16.55,3.21,297616.02,6.34
776706.35,16.56,3.21,297442.39,6.34
776938.45,16.56,3.22,297807.5,6.35
776938.45,16.56,3.22,297807.5,6.35
776938.45,16.56,3.22,297807.5,6.35
776836.48,16.56,3.22,297419.4,6.34
776645.24,16.56,3.22,297536.25,6.35
776645.24,16.56,3.22,297536.25,6.35
776171.65,16.57,3.22,297380.02,6.35
776457.01,16.57,3.23,297511.87,6.35
776308.53,16.58,3.23,297480.58,6.35
776348.77,16.58,3.24,297344.33,6.35
776348.77,16.58,3.24,297344.33,6.35
776200.3,16.58,3.24,297950.22,6.36
775836.46,16.57,3.23,297576.69,6.36
775808.29,16.58,3.23,297591.65,6.36
775808.29,16.58,3.23,297591.65,6.36
775659.82,16.58,3.23,297459.8,6.36
775945.18,16.58,3.24,297597.41,6.36
775786.47,16.58,3.24,297480.15,6.36
775638.0,16.58,3.24,297368.57,6.36
775638.0,16.58,3.24,297368.57,6.36
775489.53,16.58,3.24,297294.73,6.36
775489.53,16.58,3.24,297294.73,6.36
775115.7,16.58,3.23,298127.01,6.38
776267.96,16.6,3.26,299052.63,6.4
776673.61,16.61,3.27,299075.97,6.4
776265.94,16.61,3.27,298514.99,6.39
775198.46,16.61,3.27,298297.22,6.39
775049.99,16.61,3.27,298154.29,6.39
774901.52,16.61,3.27,298289.16,6.4
774753.05,16.62,3.27,298182.89,6.39
774931.45,16.62,3.28,298114.44,6.39
774782.98,16.62,3.28,298660.32,6.41
774634.51,16.62,3.28,298447.9,6.4
774281.29,16.62,3.27,298630.2,6.41
774253.11,16.62,3.28,298601.05,6.41
774527.86,16.63,3.28,298826.72,6.41
774293.94,16.62,3.28,298639.64,6.41
774145.47,16.62,3.28,298541.22,6.41
773997.0,16.62,3.28,298933.22,6.42
774282.36,16.63,3.29,298832.54,6.42
774282.36,16.63,3.29,298832.54,6.42
774165.73,16.63,3.29,298683.12,6.42
774165.73,16.63,3.29,298683.12,6.42
773971.43,16.63,3.29,298480.67,6.41
773870.91,16.63,3.29,300511.6,6.46
774523.85,16.65,3.3,300080.78,6.45
774523.85,16.65,3.3,300080.78,6.45
774495.67,16.65,3.31,300079.49,6.45
774157.46,16.64,3.3,299321.17,6.44
773472.16,16.63,3.29,298687.26,6.42
773323.69,16.63,3.29,298560.99,6.42
773175.22,16.63,3.29,298846.1,6.43
773215.45,16.64,3.29,298671.69,6.43
773215.45,16.64,3.29,298671.69,6.43
773509.0,16.65,3.3,298526.86,6.42
773172.21,16.64,3.3,298174.17,6.42
773212.45,16.64,3.3,298681.95,6.43
773063.98,16.64,3.3,298694.46,6.43
773063.98,16.64,3.3,298694.46,6.43
772915.5,16.64,3.3,298797.63,6.43
772806.8,16.64,3.3,298690.48,6.43
772444.78,16.64,3.29,298469.22,6.43
774131.62,16.68,3.33,298189.24,6.42
774103.45,16.68,3.33,298196.77,6.42
774103.45,16.68,3.33,298196.77,6.42
774396.99,16.69,3.34,298069.8,6.42
774024.98,16.68,3.34,298229.94,6.43
774310.34,16.69,3.34,298150.05,6.43
774310.34,16.69,3.34,298125.96,6.43
774350.57,16.69,3.35,298062.2,6.42
774202.1,16.69,3.35,298704.91,6.44
774202.1,16.69,3.35,298731.22,6.44
774202.1,16.69,3.35,298715.13,6.44
774053.63,16.69,3.35,298552.31,6.44
774006.87,16.69,3.35,298280.8,6.43
773978.7,16.7,3.35,298347.44,6.44
773943.19,16.7,3.36,298954.7,6.45
773794.72,16.7,3.36,298853.91,6.45
773636.33,16.7,3.35,298662.41,6.45
773042.45,16.7,3.36,298777.88,6.45
773082.68,16.7,3.36,298749.92,6.45
773122.91,16.71,3.36,298819.41,6.46
773528.56,16.72,3.37,298842.75,6.46
773530.0,16.72,3.37,298861.99,6.46
773570.23,16.72,3.38,298786.32,6.46
773344.96,16.72,3.37,298717.1,6.46
773196.49,16.72,3.37,298838.8,6.46
773048.02,16.72,3.37,298699.95,6.46
773048.02,16.72,3.37,298699.95,6.46
772899.55,16.72,3.38,298671.99,6.46
772899.55,16.72,3.38,298671.99,6.46
772751.08,16.72,3.38,299207.34,6.47
772751.08,16.72,3.38,299207.34,6.47
772613.22,16.72,3.38,299019.88,6.47
772942.88,16.73,3.39,299478.48,6.48
772914.71,16.73,3.39,299493.44,6.48
772588.69,16.73,3.38,299195.82,6.48
772588.69,16.73,3.38,299195.82,6.48
772588.69,16.73,3.38,299195.82,6.48
772440.22,16.73,3.38,299112.38,6.48
772291.75,16.73,3.38,299038.27,6.48
772143.28,16.73,3.38,299248.0,6.48
771994.81,16.73,3.38,299056.75,6.48
771846.33,16.73,3.38,298993.16,6.48
771846.33,16.73,3.38,298993.16,6.48
771740.7,16.73,3.39,299259.69,6.49
771740.7,16.73,3.39,299259.69,6.49
771740.7,16.73,3.39,299259.69,6.49
771738.1,16.73,3.39,299147.35,6.49
771579.39,16.73,3.39,299026.93,6.48
771360.56,16.73,3.38,298817.96,6.48
771332.39,16.73,3.39,298804.68,6.48
771183.91,16.73,3.39,298709.03,6.48
771224.15,16.73,3.39,298678.22,6.48
771224.15,16.73,3.39,298678.22,6.48
771075.68,16.73,3.39,298816.29,6.48
770927.2,16.73,3.39,298721.38,6.48
770778.73,16.73,3.39,298642.54,6.48
770630.26,16.73,3.39,298962.39,6.49
770670.5,16.74,3.39,298965.92,6.49
770642.32,16.74,3.4,298973.45,6.49
771086.77,16.75,3.41,299025.47,6.5
771086.77,16.75,3.41,299025.47,6.5
770938.3,16.75,3.41,298927.04,6.5
770637.07,16.75,3.4,298845.21,6.49
770488.6,16.75,3.4,298926.08,6.5
770528.83,16.75,3.41,298855.99,6.5
770814.2,16.76,3.42,298801.3,6.5
770665.72,16.76,3.42,299491.72,6.51
770517.25,16.76,3.42,299607.31,6.52
770489.08,16.76,3.42,299600.06,6.52
770340.6,16.76,3.42,299498.38,6.52
770043.66,16.76,3.42,299449.68,6.52
770083.89,16.77,3.42,299567.92,6.52
770083.89,16.77,3.42,299567.92,6.52
769935.42,16.77,3.43,299529.91,6.52
769776.72,16.77,3.42,299374.8,6.52
769638.86,16.77,3.42,299669.48,6.53
769479.78,16.77,3.42,299407.02,6.52
769105.95,16.76,3.42,299029.39,6.52
769519.79,16.77,3.43,299024.06,6.52
769371.31,16.77,3.43,298909.95,6.52
769371.31,16.77,3.43,298909.95,6.52
769371.31,16.77,3.43,298909.95,6.52
769411.55,16.78,3.43,299044.06,6.52
769451.78,16.78,3.44,298972.27,6.52
769079.76,16.77,3.43,298908.26,6.52
769258.16,16.78,3.44,299012.74,6.52
769258.16,16.78,3.44,299012.74,6.52
769109.69,16.78,3.44,298935.11,6.52
768042.22,16.79,3.44,298717.33,6.53
768082.45,16.79,3.45,298836.24,6.53
767785.58,16.78,3.44,299334.98,6.54
767825.81,16.79,3.44,299439.13,6.55
768231.46,16.8,3.45,299461.36,6.55
768082.99,16.8,3.46,299340.1,6.55
768123.22,16.8,3.46,299307.36,6.55
767974.75,16.8,3.46,299484.43,6.55
767826.28,16.8,3.46,299389.19,6.55
767677.81,16.8,3.46,299262.25,6.55
767677.81,16.8,3.46,299262.25,6.55
767466.11,16.8,3.46,299108.5,6.55
767102.28,16.79,3.45,299697.6,6.56
767142.51,16.8,3.45,299617.85,6.56
766994.04,16.8,3.45,299514.53,6.56
766520.45,16.8,3.46,300084.84,6.58
766403.82,16.8,3.46,300121.25,6.58
766375.65,16.81,3.46,300107.97,6.58
766375.65,16.81,3.46,300107.97,6.58
766227.17,16.81,3.46,299993.69,6.58
