ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
581915.09,22.15,8.81,328524.18,12.51
581766.62,22.16,8.81,328740.33,12.52
581618.15,22.16,8.82,328472.61,12.51
581480.29,22.16,8.82,328537.74,12.52
581509.91,22.17,8.83,328877.09,12.54
581509.91,22.17,8.83,328877.09,12.54
581481.73,22.18,8.83,328863.81,12.54
581660.13,22.19,8.85,328754.8,12.54
581838.53,22.2,8.86,328940.45,12.55
581690.06,22.21,8.86,328906.28,12.56
581493.19,22.2,8.86,328934.9,12.56
581494.48,22.2,8.86,328940.63,12.56
581346.01,22.2,8.86,328764.71,12.56
581049.14,22.19,8.85,329239.67,12.58
581342.69,22.21,8.87,328940.39,12.57
581204.83,22.21,8.87,329622.51,12.6
581045.75,22.21,8.87,329467.69,12.6
581017.57,22.22,8.88,329438.55,12.6
581195.97,22.23,8.89,329345.4,12.6
580823.95,22.22,8.88,328981.12,12.59
580675.48,22.23,8.88,329384.38,12.61
580527.01,22.23,8.89,328967.17,12.6
580378.54,22.23,8.89,328937.19,12.6
580378.54,22.23,8.89,328918.28,12.6
580230.07,22.24,8.89,329566.99,12.63
580510.18,22.25,8.91,329692.18,12.64
580306.25,22.25,8.91,329566.73,12.64
580695.78,22.27,8.93,329548.6,12.64
580547.31,22.27,8.93,329445.93,12.64
580398.84,22.28,8.93,329583.28,12.65
580061.13,22.27,8.92,329377.68,12.64
580346.49,22.28,8.94,329316.21,12.64
580615.73,22.3,8.95,329213.77,12.64
580655.96,22.31,8.96,329846.96,12.67
580507.49,22.31,8.97,329974.26,12.68
580143.66,22.3,8.96,329175.83,12.65
579846.79,22.29,8.95,328896.09,12.64
579846.79,22.29,8.95,328896.09,12.64
580116.02,22.31,8.96,330423.5,12.7
580087.84,22.31,8.97,330449.07,12.71
579939.37,22.32,8.97,330324.73,12.71
579790.9,22.32,8.98,330280.91,12.71
579642.43,22.32,8.98,330639.45,12.73
579927.79,22.34,8.99,330590.69,12.73
579585.8,22.33,8.98,330396.35,12.73
580361.64,22.36,9.02,332163.14,12.8
580333.46,22.37,9.03,332156.19,12.8
580336.29,22.38,9.03,331654.72,12.79
579954.55,22.37,9.02,331107.99,12.77
579806.08,22.37,9.03,330997.41,12.77
579806.08,22.37,9.03,331016.87,12.77
579657.61,22.37,9.03,331120.03,12.78
579463.54,22.37,9.03,330977.25,12.78
579315.07,22.37,9.03,330899.71,12.78
579166.6,22.37,9.03,330843.1,12.78
579451.96,22.39,9.05,331001.13,12.79
579303.49,22.39,9.05,330917.71,12.79
579343.72,22.4,9.06,331277.16,12.81
579504.25,22.41,9.07,331314.97,12.81
578504.25,22.38,9.04,330314.97,12.78
578355.78,22.39,9.04,330194.75,12.78
578396.01,22.4,9.05,330140.28,12.78
578436.24,22.4,9.06,330251.09,12.79
578436.24,22.4,9.06,330233.86,12.79
578287.77,22.41,9.06,330133.2,12.79
578139.3,22.41,9.07,330084.35,12.79
577990.83,22.41,9.07,330678.45,12.82
577617.0,22.4,9.06,330430.46,12.82
577795.4,22.42,9.07,330599.94,12.83
578209.24,22.44,9.09,330594.61,12.83
578249.47,22.44,9.1,330504.65,12.83
578101.0,22.45,9.1,330625.88,12.84
577728.98,22.44,9.09,330547.64,12.84
577728.98,22.44,9.09,330550.83,12.84
578022.53,22.45,9.11,330457.53,12.84
577874.06,22.45,9.11,330874.55,12.86
577824.06,22.45,9.11,330824.55,12.86
577350.46,22.47,9.13,330768.99,12.87
577390.7,22.48,9.14,330608.8,12.87
577242.23,22.48,9.14,330575.53,12.87
576945.36,22.47,9.13,330365.58,12.87
576945.36,22.47,9.13,330365.58,12.87
576593.95,22.46,9.12,330802.97,12.89
576868.7,22.48,9.13,330991.52,12.9
576645.06,22.47,9.13,330770.27,12.89
576646.36,22.47,9.13,330787.67,12.89
576497.89,22.47,9.13,330749.92,12.89
576211.56,22.48,9.14,330696.01,12.9
576183.38,22.49,9.14,330680.11,12.91
576034.91,22.49,9.15,330568.45,12.91
575875.83,22.49,9.15,330497.9,12.91
575727.36,22.5,9.15,330790.75,12.93
575727.36,22.5,9.15,330790.75,12.93
575578.89,22.5,9.16,330720.83,12.93
575578.89,22.5,9.16,330720.83,12.93
575430.41,22.5,9.16,330607.34,12.93
575367.61,22.51,9.17,331285.94,12.96
575688.06,22.53,9.19,331155.81,12.96
575316.82,22.52,9.18,330824.12,12.95
575288.64,22.53,9.18,330822.83,12.95
575140.17,22.53,9.19,330740.68,12.96
574437.11,22.51,9.17,329992.55,12.93
574288.64,22.52,9.17,329933.4,12.94
574574.0,22.53,9.19,330012.94,12.94
574425.53,22.53,9.19,329918.44,12.94
574277.06,22.54,9.19,329949.76,12.95
574175.09,22.54,9.2,330570.03,12.98
574089.29,22.55,9.2,330506.46,12.98
574083.03,22.55,9.21,330345.24,12.98
573934.55,22.56,9.21,330233.43,12.98
573786.08,22.56,9.22,331263.21,13.02
573637.61,22.56,9.22,331191.08,13.03
573794.3,22.58,9.23,331484.56,13.04
573430.46,22.57,9.22,331192.19,13.03
574679.9,22.63,9.28,331832.21,13.06
574978.59,22.64,9.3,331835.54,13.07
575263.95,22.66,9.32,331729.95,13.07
575115.48,22.66,9.32,331945.24,13.08
574967.01,22.66,9.32,331909.31,13.08
574967.01,22.66,9.32,331909.31,13.08
574967.01,22.66,9.32,331909.31,13.08
574670.06,22.67,9.33,332358.01,13.11
574521.59,22.67,9.33,332157.37,13.11
574373.12,22.68,9.33,332249.58,13.12
574373.12,22.68,9.33,332249.58,13.12
574344.94,22.68,9.34,332257.11,13.12
574523.34,22.7,9.35,332147.19,13.12
574563.58,22.71,9.36,332254.68,13.13
574415.1,22.71,9.37,332174.54,13.13
574266.63,22.71,9.37,332102.82,13.14
574118.16,22.72,9.37,332439.35,13.15
574158.4,22.72,9.38,332588.91,13.16
574198.63,22.73,9.39,332768.24,13.18
573901.76,22.72,9.38,332619.58,13.17
574062.28,22.74,9.4,332657.4,13.18
573913.81,22.74,9.4,332555.54,13.18
573765.34,22.74,9.4,332492.04,13.18
573765.34,22.74,9.4,332492.04,13.18
573616.87,22.75,9.4,332558.44,13.19
573616.87,22.75,9.4,332558.44,13.19
573657.1,22.76,9.41,332490.1,13.19
573508.63,22.76,9.42,332443.69,13.19
573548.86,22.77,9.43,333015.49,13.22
573400.39,22.77,9.43,332914.52,13.22
573400.39,22.77,9.43,332937.57,13.22
573403.12,22.77,9.43,332938.78,13.22
573563.65,22.79,9.44,332976.59,13.23
573603.88,22.79,9.45,332897.34,13.23
573455.41,22.8,9.45,332810.99,13.23
573495.64,22.81,9.46,332789.72,13.23
573535.87,22.82,9.47,332901.05,13.24
573239.0,22.81,9.46,332758.17,13.24
573090.53,22.81,9.47,332718.47,13.24
572942.06,22.81,9.47,332604.59,13.24
573174.16,22.83,9.48,333702.47,13.29
572886.46,22.82,9.48,333266.35,13.27
573046.99,22.83,9.49,333304.17,13.28
572453.1,22.85,9.5,333097.93,13.29
572304.63,22.85,9.51,333118.95,13.3
571930.8,22.84,9.49,332722.45,13.29
571782.33,22.84,9.5,332939.46,13.3
571633.86,22.84,9.5,332815.43,13.3
571633.86,22.84,9.5,332801.55,13.3
572039.51,22.87,9.52,332824.9,13.3
571891.04,22.87,9.53,332681.97,13.3
571931.27,22.88,9.53,332847.09,13.31
570863.8,22.91,9.56,332629.31,13.35
570715.33,22.91,9.57,332545.21,13.35
570566.86,22.91,9.57,332439.35,13.35
570607.09,22.92,9.58,332409.76,13.35
570458.62,22.93,9.58,333146.28,13.39
570095.4,22.92,9.57,332793.03,13.38
569936.32,22.92,9.58,332792.71,13.38
569908.14,22.93,9.58,332807.67,13.39
569620.43,22.92,9.58,332620.26,13.38
569471.96,22.92,9.58,332502.4,13.38
569323.49,22.93,9.58,332462.71,13.39
569175.02,22.93,9.59,332465.58,13.39
568581.14,22.94,9.6,332387.52,13.41
568552.96,22.95,9.61,332413.09,13.42
568404.49,22.95,9.61,332319.04,13.42
568404.49,22.95,9.61,332335.22,13.42
568582.89,22.97,9.62,332266.37,13.42
568434.42,22.97,9.63,332479.17,13.44
568285.95,22.97,9.63,332406.81,13.44
568137.47,22.98,9.63,332345.39,13.44
568054.46,22.98,9.64,332824.16,13.47
568029.24,22.99,9.65,332689.52,13.46
568029.24,22.99,9.65,332689.52,13.46
568001.06,23.0,9.65,332660.38,13.47
568179.46,23.01,9.67,332649.11,13.47
568464.82,23.03,9.68,332560.16,13.47
568316.35,23.03,9.69,332908.15,13.49
567942.51,23.02,9.68,332818.77,13.49
567794.04,23.02,9.68,332647.97,13.49
567825.51,23.03,9.69,334001.98,13.55
568039.71,23.05,9.71,333521.05,13.53
568011.53,23.06,9.72,333507.67,13.54
567863.06,23.06,9.72,333413.2,13.54
567714.59,23.07,9.72,333378.46,13.54
567566.12,23.07,9.73,333574.38,13.56
567417.65,23.07,9.73,333493.38,13.56
567269.18,23.08,9.73,333428.57,13.56
567131.32,23.08,9.74,333538.52,13.57
566972.23,23.08,9.74,333303.27,13.57
566944.06,23.09,9.75,333328.84,13.58
566795.59,23.09,9.75,333219.84,13.58
566647.11,23.1,9.75,333160.68,13.58
566647.11,23.1,9.75,333160.68,13.58
566647.11,23.1,9.75,333160.68,13.58
566825.51,23.11,9.77,333227.43,13.59
566347.56,23.1,9.76,332778.12,13.57
566199.09,23.1,9.76,332995.87,13.59
566484.45,23.12,9.77,332789.22,13.58
566662.85,23.13,9.79,333755.28,13.62
566514.38,23.13,9.79,333756.79,13.63
566486.2,23.14,9.8,333720.79,13.63
566486.2,23.14,9.8,333720.79,13.63
566337.73,23.15,9.8,333721.98,13.64
566377.96,23.16,9.81,333646.83,13.64
566229.49,23.16,9.82,333774.17,13.65
566081.02,23.16,9.82,333693.63,13.65
566081.02,23.16,9.82,333693.63,13.65
565932.55,23.17,9.82,333580.12,13.65
565885.8,23.17,9.83,334108.27,13.68
565688.93,23.17,9.82,333923.58,13.68
565660.75,23.18,9.83,333887.59,13.68
564660.75,23.14,9.8,332887.59,13.64
564660.75,23.14,9.8,332907.29,13.65
564839.15,23.16,9.81,332820.99,13.65
564588.96,23.16,9.81,332436.0,13.64
564588.96,23.16,9.81,332437.64,13.64
564440.49,23.16,9.82,332567.06,13.65
564073.03,23.15,9.81,332163.15,13.63
563924.56,23.15,9.81,332062.01,13.63
563776.08,23.16,9.81,331988.62,13.64
563585.98,23.15,9.81,331801.93,13.63
563437.5,23.15,9.81,332223.48,13.65
563626.52,23.17,9.83,332253.84,13.66
563927.25,23.19,9.84,332789.92,13.68
563899.07,23.19,9.85,332814.92,13.69
563899.07,23.19,9.85,332814.92,13.69
563750.6,23.2,9.85,332720.15,13.69
563751.9,23.2,9.85,332725.88,13.69
564037.26,23.21,9.87,332671.08,13.69
563888.78,23.22,9.87,332754.52,13.7
563740.31,23.22,9.88,332678.9,13.7
563420.31,23.21,9.87,332358.9,13.69
563155.56,23.2,9.86,332206.24,13.69
563155.56,23.2,9.86,332206.24,13.69
562781.73,23.19,9.85,332161.28,13.69
562382.93,23.18,9.84,331725.57,13.67
562234.46,23.18,9.84,331881.82,13.68
562085.98,23.19,9.84,331836.42,13.69
561937.51,23.19,9.85,331739.56,13.69
562098.04,23.2,9.86,331777.37,13.7
561939.34,23.2,9.86,331618.67,13.69
562224.7,23.22,9.87,331526.12,13.69
562076.22,23.22,9.88,331612.26,13.7
562254.62,23.23,9.89,331516.19,13.7
562106.15,23.24,9.89,331444.96,13.7
561732.32,23.23,9.88,331776.45,13.72
561583.85,23.23,9.89,331634.48,13.72
561583.85,23.23,9.89,331634.48,13.72
561915.71,23.25,9.9,331597.77,13.72
561887.53,23.26,9.91,331590.51,13.72
561692.56,23.26,9.91,332401.77,13.76
561544.09,23.26,9.92,332499.49,13.77
561173.44,23.25,9.91,332075.93,13.76
561024.97,23.25,9.91,332129.37,13.77
559957.5,23.29,9.94,331911.6,13.8
559847.5,23.28,9.94,331801.6,13.8
559647.1,23.28,9.93,331524.53,13.79
559647.1,23.28,9.93,331524.53,13.79
559498.63,23.28,9.94,331455.62,13.79
559350.16,23.28,9.94,332052.17,13.82
559321.98,23.29,9.95,332077.73,13.83
559353.44,23.3,9.96,332146.16,13.84
559638.8,23.32,9.98,332052.98,13.84
559747.27,23.33,9.99,331539.41,13.82
559539.33,23.33,9.99,331474.14,13.82
559390.86,23.33,9.99,331625.1,13.83
559431.09,23.34,10.0,331527.63,13.83
559057.26,23.33,9.99,331452.47,13.83
558908.79,23.34,9.99,331391.22,13.84
558760.32,23.34,10.0,331440.26,13.84
558622.46,23.34,10.0,331798.75,13.87
558622.46,23.34,10.0,331798.75,13.87
558463.38,23.35,10.0,331548.07,13.86
558435.2,23.36,10.01,331555.6,13.87
557841.32,23.37,10.03,331447.76,13.89
558126.68,23.39,10.04,331406.1,13.89
558126.68,23.39,10.04,331406.1,13.89
557978.2,23.39,10.05,331353.3,13.89
557829.73,23.39,10.05,331772.4,13.91
558182.13,23.41,10.07,331753.25,13.92
557588.24,23.43,10.09,331699.27,13.94
557439.77,23.43,10.09,331635.91,13.94
557065.94,23.42,10.08,331253.8,13.93
556917.47,23.42,10.08,331639.81,13.95
556777.47,23.42,10.08,331499.81,13.94
556817.7,23.43,10.09,331581.28,13.95
556789.53,23.44,10.1,331556.65,13.96
556641.06,23.44,10.1,331463.31,13.96
556492.58,23.45,10.1,331498.83,13.97
556195.64,23.45,10.11,331472.89,13.98
556235.87,23.46,10.12,331412.59,13.98
556087.4,23.47,10.12,331731.36,14.0
556127.64,23.48,10.13,331729.38,14.0
556099.46,23.49,10.14,331716.1,14.01
555950.99,23.49,10.15,331601.82,14.01
555802.52,23.49,10.15,331749.49,14.02
555842.75,23.5,10.16,331658.42,14.02
555882.98,23.51,10.17,331596.92,14.03
555409.39,23.53,10.19,331440.7,14.04
555260.92,23.54,10.19,331391.16,14.05
555112.45,23.54,10.2,331870.38,14.07
554963.98,23.54,10.2,331706.32,14.07
554746.67,23.54,10.19,331565.84,14.07
554598.2,23.54,10.2,331671.45,14.08
554307.63,23.53,10.19,331313.12,14.06
554576.86,23.55,10.2,331193.27,14.06
554862.22,23.56,10.22,331914.56,14.1
554902.45,23.57,10.23,332171.68,14.11
554902.45,23.57,10.23,332171.68,14.11
555062.98,23.59,10.25,332209.5,14.12
554914.51,23.59,10.25,332121.82,14.12
554766.04,23.6,10.25,332033.77,14.12
553698.56,23.63,10.29,331826.04,14.16
553550.09,23.63,10.29,331872.05,14.17
553401.62,23.64,10.3,331801.54,14.17
553111.04,23.63,10.29,331503.76,14.16
552737.21,23.62,10.27,331060.05,14.15
552588.74,23.62,10.28,331066.48,14.15
552541.99,23.63,10.29,331575.39,14.18
552541.99,23.63,10.29,331575.39,14.18
552293.1,23.63,10.29,331194.68,14.17
552264.92,23.64,10.29,331220.25,14.18
552264.92,23.64,10.29,331220.25,14.18
552264.92,23.64,10.29,331220.25,14.18
552305.15,23.65,10.3,331069.98,14.18
552598.7,23.67,10.32,331210.64,14.18
552638.93,23.68,10.33,331135.49,14.19
552679.16,23.69,10.34,331082.89,14.19
552530.69,23.69,10.35,331023.67,14.19
552382.22,23.69,10.35,331846.84,14.23
552094.52,23.68,10.34,331643.68,14.23
551946.05,23.69,10.34,331739.74,14.24
551917.87,23.7,10.35,331765.31,14.24
551769.4,23.7,10.36,331682.19,14.25
551809.63,23.71,10.37,331600.0,14.25
551437.61,23.7,10.36,331207.7,14.23
551289.14,23.7,10.36,331327.28,14.25
551140.67,23.71,10.36,331226.25,14.25
551140.67,23.71,10.36,331300.28,14.25
551426.03,23.72,10.38,331244.59,14.25
551426.03,23.72,10.38,331191.44,14.25
551426.03,23.72,10.38,331167.35,14.25
551466.26,23.73,10.39,331226.06,14.26
551317.79,23.74,10.39,331960.65,14.29
551289.61,23.75,10.4,331975.61,14.3
551141.14,23.75,10.41,331845.53,14.3
550992.67,23.75,10.41,331828.75,14.31
551224.78,23.77,10.43,332021.38,14.32
550926.02,23.76,10.42,331738.99,14.31
551104.42,23.78,10.43,331686.19,14.31
551144.65,23.79,10.44,331509.1,14.31
551184.88,23.8,10.45,331492.67,14.31
551036.41,23.8,10.46,332564.07,14.36
551008.23,23.81,10.46,332562.78,14.37
551240.33,23.82,10.48,332443.3,14.37
551091.86,23.83,10.48,332548.86,14.38
550884.99,23.82,10.48,332201.89,14.37
550925.23,23.83,10.49,332081.44,14.37
551210.59,23.85,10.51,332088.18,14.37
550836.76,23.84,10.49,332057.71,14.37
550876.99,23.85,10.5,332535.08,14.4
550586.41,23.84,10.5,332367.2,14.39
550222.58,23.83,10.48,331969.41,14.38
550262.82,23.84,10.49,332167.44,14.39
550114.34,23.84,10.5,332260.23,14.4
550086.17,23.85,10.51,332285.8,14.41
550371.53,23.87,10.52,332192.61,14.41
550371.53,23.87,10.52,332220.42,14.41
549997.7,23.86,10.51,332161.38,14.41
549997.7,23.86,10.51,332161.38,14.41
549677.7,23.85,10.5,331841.38,14.4
549529.22,23.85,10.51,332167.28,14.42
549380.75,23.85,10.51,332110.29,14.42
549380.75,23.85,10.51,332168.26,14.42
549420.99,23.86,10.52,331908.7,14.42
549272.51,23.87,10.52,332529.71,14.45
549095.87,23.88,10.54,332403.66,14.46
549800.22,23.92,10.58,332932.18,14.49
549651.75,23.93,10.58,333151.85,14.5
549503.28,23.93,10.59,333083.47,14.51
549354.81,23.93,10.59,333078.99,14.51
549661.39,23.95,10.61,332998.06,14.51
549723.23,23.96,10.62,333708.6,14.55
548655.76,24.0,10.66,333490.82,14.59
548464.45,24.0,10.66,333177.42,14.58
548465.75,24.0,10.66,333178.72,14.58
548145.18,23.99,10.65,333035.18,14.58
548550.83,24.01,10.67,333058.52,14.58
548402.36,24.02,10.68,332915.59,14.58
548253.89,24.02,10.68,333118.52,14.6
548105.42,24.03,10.68,333033.41,14.6
547956.94,24.03,10.69,332904.52,14.6
547997.18,24.04,10.7,332858.3,14.6
547623.35,24.03,10.69,333249.96,14.62
547485.49,24.03,10.69,333105.42,14.62
547326.4,24.04,10.69,333065.44,14.63
547326.4,24.04,10.69,333065.44,14.63
547298.23,24.05,10.7,333072.97,14.63
547338.46,24.06,10.71,333001.39,14.64
547189.99,24.06,10.72,333063.59,14.65
547041.52,24.07,10.72,332972.02,14.65
546847.33,24.06,10.72,332802.81,14.64
546698.86,24.06,10.72,332734.92,14.65
546739.09,24.07,10.73,332720.31,14.65
546779.32,24.08,10.74,333318.96,14.68
547064.68,24.1,10.76,333613.28,14.7
546690.85,24.09,10.75,333243.18,14.68
546662.67,24.1,10.76,333268.74,14.69
546662.67,24.1,10.76,333268.74,14.69
546437.41,24.09,10.75,333112.89,14.69
546477.64,24.1,10.76,333037.46,14.69
546329.17,24.11,10.76,332947.59,14.69
546369.4,24.12,10.77,333072.39,14.7
546220.93,24.12,10.78,332981.28,14.71
546220.93,24.12,10.78,332981.28,14.71
546072.46,24.13,10.78,332913.01,14.71
545923.99,24.13,10.79,332890.3,14.71
545923.99,24.13,10.79,332890.3,14.71
545775.52,24.13,10.79,333244.68,14.74
545747.34,24.14,10.8,333231.31,14.74
545598.87,24.15,10.8,333136.83,14.74
545450.4,24.15,10.81,333124.32,14.75
545490.63,24.16,10.82,333096.01,14.75
545490.63,24.16,10.82,333096.01,14.75
545491.93,24.16,10.82,333119.83,14.76
545343.45,24.17,10.82,333116.99,14.76
545343.45,24.17,10.82,333117.21,14.76
545194.98,24.17,10.83,333103.54,14.77
545472.16,24.19,10.84,333617.54,14.79
545650.56,24.2,10.86,333857.39,14.81
545622.38,24.21,10.87,333864.92,14.82
545662.61,24.22,10.88,333793.34,14.82
545662.61,24.22,10.88,333793.34,14.82
545514.14,24.23,10.88,333717.65,14.82
545365.67,24.23,10.89,333821.96,14.83
545365.67,24.23,10.89,333818.15,14.83
544990.02,24.22,10.88,333582.06,14.82
544841.55,24.22,10.88,333578.4,14.83
545135.1,24.24,10.9,333935.16,14.85
544986.63,24.25,10.9,333932.7,14.86
544838.16,24.25,10.91,333926.6,14.86
544998.68,24.27,10.92,333964.41,14.87
544998.68,24.27,10.92,333964.41,14.87
544626.67,24.25,10.91,333695.75,14.86
544478.19,24.26,10.92,333608.08,14.86
544329.72,24.26,10.92,333518.2,14.87
544181.25,24.27,10.92,333631.14,14.88
544032.78,24.27,10.93,333549.08,14.88
544032.78,24.27,10.93,333572.13,14.88
544032.78,24.27,10.93,333559.31,14.88
543884.31,24.28,10.93,333487.87,14.88
543735.84,24.28,10.94,333568.17,14.9
543587.37,24.28,10.94,333638.45,14.91
543559.19,24.29,10.95,333664.02,14.91
543352.32,24.29,10.94,333442.79,14.9
543203.85,24.29,10.95,333348.74,14.91
543055.38,24.3,10.95,333274.63,14.91
542906.91,24.3,10.96,333398.65,14.92
542947.14,24.31,10.97,333319.29,14.92
542949.73,24.31,10.97,333320.41,14.92
543235.09,24.33,10.99,333256.58,14.92
543086.62,24.33,10.99,333804.09,14.96
542938.15,24.34,10.99,333810.6,14.96
542564.32,24.33,10.98,333448.86,14.95
542724.84,24.34,11.0,333486.67,14.96
542576.37,24.35,11.0,333349.38,14.96
542576.37,24.35,11.0,333362.96,14.96
542616.61,24.36,11.01,333325.55,14.96
542616.61,24.36,11.01,333314.08,14.96
542656.84,24.37,11.02,333417.78,14.97
542508.37,24.37,11.03,333323.78,14.97
542359.9,24.38,11.03,333274.43,14.98
542201.19,24.37,11.03,333116.55,14.97
542494.74,24.39,11.04,333925.53,15.01
542346.27,24.39,11.05,334041.57,15.02
542506.79,24.41,11.07,334079.38,15.03
542358.32,24.41,11.07,333991.71,15.03
541986.31,24.4,11.06,333599.12,15.02
542164.7,24.42,11.07,333579.8,15.02
542016.23,24.42,11.08,333499.47,15.03
541867.76,24.43,11.08,333719.57,15.04
541907.99,24.44,11.09,333627.84,15.04
541759.52,24.44,11.1,333457.22,15.04
541937.92,24.46,11.11,334479.31,15.09
542098.45,24.47,11.13,334517.12,15.1
541949.98,24.48,11.13,334403.53,15.1
541801.51,24.48,11.14,334385.73,15.11
542157.02,24.5,11.16,334457.8,15.11
542157.02,24.5,11.16,334404.96,15.11
542008.55,24.5,11.16,334309.04,15.11
541711.68,24.5,11.15,333930.3,15.1
541751.91,24.51,11.16,333875.2,15.1
541406.83,24.5,11.15,334361.92,15.13
541109.89,24.5,11.16,334366.08,15.14
541109.89,24.5,11.16,334344.28,15.14
541523.73,24.53,11.18,334338.95,15.14
541563.96,24.54,11.2,334248.99,15.15
541415.49,24.54,11.2,334375.76,15.16
541118.55,24.55,11.21,334322.46,15.17
540970.08,24.56,11.21,334289.54,15.17
540821.61,24.56,11.22,334215.91,15.18
540673.14,24.57,11.22,334776.16,15.21
540376.27,24.56,11.21,334545.58,15.2
540004.25,24.54,11.2,334154.15,15.19
540164.78,24.56,11.22,334099.75,15.19
540450.14,24.58,11.23,334037.42,15.19
540450.14,24.58,11.23,334037.42,15.19
540301.67,24.58,11.24,334189.59,15.21
540341.9,24.59,11.25,334111.61,15.21
539968.07,24.58,11.24,334048.78,15.21
539819.6,24.59,11.24,334390.65,15.23
539671.12,24.59,11.25,334105.18,15.22
539711.36,24.6,11.26,333960.88,15.22
539712.65,24.6,11.26,333975.2,15.22
539564.18,24.61,11.26,334577.15,15.26
539978.02,24.63,11.29,334571.81,15.26
539829.55,24.63,11.29,334457.71,15.26
539681.08,24.64,11.3,334716.21,15.28
539532.61,24.64,11.3,334428.64,15.28
539384.14,24.65,11.3,334542.32,15.29
539321.34,24.66,11.31,335760.99,15.35
539188.91,24.66,11.32,334934.71,15.32
539160.74,24.67,11.33,334898.05,15.32
539125.72,24.68,11.34,334967.87,15.33
539125.72,24.68,11.34,335025.81,15.34
539125.72,24.68,11.34,335049.18,15.34
539165.96,24.69,11.35,334982.07,15.34
539165.96,24.69,11.35,334979.62,15.34
539017.49,24.69,11.35,335158.13,15.36
538869.01,24.7,11.36,334945.78,15.35
538909.25,24.71,11.37,335375.21,15.38
538909.25,24.71,11.37,335375.21,15.38
538949.48,24.72,11.38,335199.55,15.38
538811.62,24.73,11.38,334963.41,15.37
538560.43,24.72,11.37,334725.97,15.36
538401.35,24.72,11.38,335196.9,15.39
538401.35,24.72,11.38,335196.9,15.39
538373.17,24.73,11.39,335183.62,15.4
538224.7,24.74,11.39,335093.66,15.4
538076.23,24.74,11.4,335054.3,15.41
538254.63,24.76,11.41,335283.51,15.42
538539.99,24.78,11.43,335175.99,15.42
538539.99,24.78,11.43,335175.99,15.42
538391.52,24.78,11.44,335022.42,15.42
538253.66,24.79,11.44,335904.4,15.47
538253.66,24.79,11.44,335904.4,15.47
538094.58,24.79,11.45,335705.72,15.47
537720.74,24.78,11.43,335352.44,15.45
537881.27,24.79,11.45,335390.25,15.46
537732.8,24.8,11.46,335288.39,15.46
537525.93,24.79,11.45,335095.07,15.46
537758.03,24.81,11.47,335168.37,15.46
538043.39,24.83,11.48,335103.95,15.46
537669.56,24.82,11.47,335031.58,15.46
537954.92,24.83,11.49,335268.23,15.48
538187.02,24.85,11.51,335027.44,15.47
538227.26,24.86,11.52,334983.29,15.47
538405.65,24.88,11.54,336936.84,15.57
538704.35,24.9,11.56,336940.17,15.57
538330.52,24.89,11.54,336509.79,15.56
538182.04,24.89,11.55,336588.34,15.57
538033.57,24.9,11.55,336493.26,15.57
537693.0,24.89,11.54,336191.81,15.56
537733.23,24.9,11.55,336115.2,15.56
537584.76,24.9,11.56,336050.4,15.57
537870.12,24.92,11.58,336818.66,15.61
537870.12,24.92,11.58,336818.66,15.61
537732.26,24.93,11.58,336867.69,15.62
537732.26,24.93,11.58,336867.69,15.62
537761.88,24.94,11.59,336896.65,15.62
537733.7,24.95,11.6,336895.36,15.63
537585.23,24.95,11.61,336813.21,15.63
537436.76,24.96,11.61,336792.31,15.64
537288.29,24.96,11.62,336739.02,15.64
537288.29,24.96,11.62,336739.02,15.64
536914.46,24.95,11.61,336601.06,15.64
537199.82,24.97,11.62,336781.96,15.65
536835.99,24.96,11.61,336639.9,15.65
537121.35,24.97,11.63,336580.01,15.65
536972.88,24.98,11.64,337107.26,15.68
535905.4,25.02,11.68,336889.48,15.73
535853.1,25.03,11.69,336923.13,15.74
535646.23,25.03,11.68,336561.95,15.72
535618.05,25.04,11.69,336576.9,15.73
535469.58,25.04,11.7,336475.73,15.73
535321.11,25.05,11.7,336570.77,15.75
535606.47,25.06,11.72,336485.75,15.75
535458.0,25.07,11.73,336417.1,15.75
535084.17,25.06,11.71,337301.31,15.8
534789.89,25.05,11.7,336999.85,15.78
534499.32,25.04,11.69,336846.25,15.78
534539.55,25.05,11.7,336328.17,15.76
534825.37,25.07,11.73,336588.35,15.78
534431.31,25.06,11.72,336328.02,15.77
534431.31,25.06,11.72,336379.67,15.78
534591.84,25.08,11.74,336417.49,15.78
534877.2,25.1,11.76,336327.35,15.78
534735.06,25.1,11.75,336436.92,15.79
534586.59,25.1,11.76,336330.28,15.79
534438.12,25.11,11.76,336236.73,15.8
534289.65,25.11,11.77,336728.59,15.83
