ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
758,2572,2354180,6212,2354180
759,2580,2355180,6212,2355180
759,2580,2356180,6212,2356180
759,2580,2356640,6212,2356640
759,2580,2357450,6212,2357450
759,2580,2357670,6212,2357670
759,2580,2358670,6212,2358670
759,2580,2359670,6212,2359670
759,2580,2360140,6212,2360140
759,2580,2361140,6212,2361140
759,2580,2362140,6212,2362140
760,2588,2362950,6212,2362950
760,2588,2363320,6212,2363320
760,2588,2364320,6212,2364320
760,2588,2365130,6212,2365130
760,2588,2366130,6212,2366130
760,2588,2366360,6212,2366360
760,2588,2367360,6212,2367360
760,2588,2368360,6212,2368360
761,2596,2372360,6212,2372360
761,2596,2373170,6212,2373170
761,2596,2373640,6212,2373640
761,2596,2373960,6212,2373960
761,2596,2374960,6212,2374960
761,2596,2375430,6212,2375430
761,2596,2375780,6212,2375780
761,2596,2375780,6212,2375780
761,2596,2376780,6212,2376780
761,2596,2377250,6212,2377250
762,2604,2378250,6212,2378250
762,2604,2379250,6212,2379250
762,2604,2380250,6212,2380250
762,2604,2380410,6212,2380410
762,2604,2380880,6212,2380880
762,2604,2381880,6212,2381880
763,2612,2389880,6212,2389880
763,2612,2390880,6212,2390880
763,2612,2390880,6212,2390880
763,2612,2391340,6212,2391340
763,2612,2391660,6212,2391660
763,2612,2392660,6212,2392660
763,2612,2393470,6212,2393470
763,2612,2393470,6212,2393470
764,2620,2394470,6212,2394470
764,2620,2395470,6212,2395470
764,2620,2395470,6212,2395470
764,2620,2395940,6212,2395940
764,2620,2396410,6212,2396410
764,2620,2397410,6212,2397410
764,2620,2397630,6212,2397630
764,2620,2398630,6212,2398630
764,2620,2399630,6212,2399630
764,2620,2400630,6212,2400630
765,2628,2401630,6212,2401630
765,2628,2401630,6212,2401630
765,2628,2402440,6212,2402440
765,2628,2402440,6212,2402440
765,2628,2403440,6212,2403440
765,2628,2404440,6212,2404440
765,2628,2404910,6212,2404910
765,2628,2404910,6212,2404910
765,2628,2405910,6212,2405910
765,2628,2406720,6212,2406720
765,2628,2407720,6212,2407720
765,2628,2408720,6212,2408720
766,2636,2408950,6212,2408950
766,2636,2409950,6212,2409950
766,2636,2410950,6212,2410950
766,2636,2411760,6212,2411760
766,2636,2412760,6212,2412760
766,2636,2412990,6212,2412990
766,2636,2413460,6212,2413460
766,2636,2414270,6212,2414270
766,2636,2415270,6212,2415270
766,2636,2416270,6212,2416270
767,2644,2417080,6212,2417080
767,2644,2418080,6212,2418080
767,2644,2418080,6212,2418080
767,2644,2418550,6212,2418550
767,2644,2419550,6212,2419550
767,2644,2420550,6212,2420550
767,2644,2421360,6212,2421360
767,2644,2422360,6212,2422360
767,2644,2423360,6212,2423360
768,2652,2424170,6212,2424170
768,2652,2424640,6212,2424640
768,2652,2425110,6212,2425110
768,2652,2426110,6212,2426110
768,2652,2426570,6212,2426570
768,2652,2427570,6212,2427570
768,2652,2428120,6212,2428120
768,2652,2429120,6212,2429120
768,2652,2430120,6212,2430120
768,2652,2430280,6212,2430280
768,2652,2431280,6212,2431280
768,2652,2431280,6212,2431280
768,2652,2431630,6212,2431630
768,2652,2431950,6212,2431950
769,2660,2432760,6212,2432760
769,2660,2433760,6212,2433760
769,2660,2434760,6212,2434760
769,2660,2434760,6212,2434760
769,2660,2434760,6212,2434760
769,2660,2435760,6212,2435760
769,2660,2435760,6212,2435760
769,2660,2436230,6212,2436230
769,2660,2437230,6212,2437230
769,2660,2438230,6212,2438230
769,2660,2439040,6212,2439040
770,2668,2440040,6212,2440040
770,2668,2441040,6212,2441040
770,2668,2441850,6212,2441850
770,2668,2442170,6212,2442170
770,2668,2443170,6212,2443170
770,2668,2444170,6212,2444170
770,2668,2445170,6212,2445170
770,2668,2446170,6212,2446170
770,2668,2447170,6212,2447170
771,2676,2455170,6212,2455170
772,2684,2456170,6212,2456170
772,2684,2460170,6212,2460170
772,2684,2460980,6212,2460980
772,2684,2461630,6212,2461630
772,2684,2461630,6212,2461630
772,2684,2462440,6212,2462440
773,2692,2463440,6212,2463440
773,2692,2464440,6212,2464440
773,2692,2465440,6212,2465440
773,2692,2465440,6212,2465440
773,2692,2466440,6212,2466440
773,2692,2467440,6212,2467440
773,2692,2467440,6212,2467440
773,2692,2467760,6212,2467760
773,2692,2467760,6212,2467760
773,2692,2468310,6212,2468310
773,2692,2469310,6212,2469310
773,2692,2470310,6212,2470310
773,2692,2470630,6212,2470630
774,2700,2471630,6212,2471630
774,2700,2472630,6212,2472630
774,2700,2473280,6212,2473280
774,2700,2474280,6212,2474280
774,2700,2474740,6212,2474740
774,2700,2475210,6212,2475210
774,2700,2476210,6212,2476210
774,2700,2476440,6212,2476440
775,2708,2477440,6212,2477440
775,2708,2477810,6212,2477810
775,2708,2478810,6212,2478810
775,2708,2479810,6212,2479810
775,2708,2480400,6212,2480400
775,2708,2481400,6212,2481400
775,2708,2482400,6212,2482400
775,2708,2482870,6212,2482870
776,2716,2483870,6212,2483870
776,2716,2484870,6212,2484870
776,2716,2485460,6212,2485460
776,2716,2486460,6212,2486460
777,2724,2494460,6212,2494460
777,2724,2495460,6212,2495460
777,2724,2496460,6212,2496460
777,2724,2496460,6212,2496460
777,2724,2497460,6212,2497460
777,2724,2497780,6212,2497780
777,2724,2498590,6212,2498590
777,2724,2499590,6212,2499590
778,2732,2500590,6212,2500590
778,2732,2500590,6212,2500590
778,2732,2500750,6212,2500750
778,2732,2501750,6212,2501750
778,2732,2501750,6212,2501750
778,2732,2502750,6212,2502750
779,2740,2510750,6212,2510750
779,2740,2511750,6212,2511750
779,2740,2511750,6212,2511750
779,2740,2512750,6212,2512750
779,2740,2513560,6212,2513560
779,2740,2514560,6212,2514560
779,2740,2514880,6212,2514880
779,2740,2515880,6212,2515880
780,2748,2516880,6212,2516880
780,2748,2516880,6212,2516880
780,2748,2517880,6212,2517880
780,2748,2518200,6212,2518200
780,2748,2518670,6212,2518670
781,2756,2526670,6212,2526670
781,2756,2527670,6212,2527670
781,2756,2528480,6212,2528480
781,2756,2529290,6212,2529290
781,2756,2530290,6212,2530290
781,2756,2531290,6212,2531290
781,2756,2531290,6212,2531290
781,2756,2531610,6212,2531610
781,2756,2531610,6212,2531610
782,2764,2532610,6212,2532610
782,2764,2533610,6212,2533610
782,2764,2534610,6212,2534610
782,2764,2535080,6212,2535080
782,2764,2535240,6212,2535240
782,2764,2536240,6212,2536240
782,2764,2537240,6212,2537240
782,2764,2538050,6212,2538050
782,2764,2539050,6212,2539050
782,2764,2539860,6212,2539860
783,2772,2540670,6212,2540670
783,2772,2541670,6212,2541670
783,2772,2541670,6212,2541670
783,2772,2542150,6212,2542150
783,2772,2543150,6212,2543150
783,2772,2543800,6212,2543800
783,2772,2544610,6212,2544610
783,2772,2545610,6212,2545610
783,2772,2545770,6212,2545770
783,2772,2546240,6212,2546240
783,2772,2546240,6212,2546240
784,2780,2554240,6212,2554240
784,2780,2554890,6212,2554890
784,2780,2554890,6212,2554890
785,2788,2555890,6212,2555890
785,2788,2556890,6212,2556890
785,2788,2556890,6212,2556890
785,2788,2557120,6212,2557120
785,2788,2557930,6212,2557930
785,2788,2558930,6212,2558930
785,2788,2559930,6212,2559930
785,2788,2560400,6212,2560400
785,2788,2561400,6212,2561400
785,2788,2561770,6212,2561770
786,2796,2562770,6212,2562770
786,2796,2562770,6212,2562770
786,2796,2563770,6212,2563770
786,2796,2564770,6212,2564770
786,2796,2565770,6212,2565770
786,2796,2565930,6212,2565930
786,2796,2566580,6212,2566580
786,2796,2567580,6212,2567580
786,2796,2567580,6212,2567580
786,2796,2568580,6212,2568580
786,2796,2569580,6212,2569580
787,2804,2570580,6212,2570580
787,2804,2571050,6212,2571050
787,2804,2571520,6212,2571520
787,2804,2572520,6212,2572520
787,2804,2572520,6212,2572520
787,2804,2573520,6212,2573520
787,2804,2574520,6212,2574520
787,2804,2575520,6212,2575520
787,2804,2575680,6212,2575680
787,2804,2575680,6212,2575680
787,2804,2576230,6212,2576230
787,2804,2577230,6212,2577230
787,2804,2577700,6212,2577700
787,2804,2577700,6212,2577700
788,2812,2578700,6212,2578700
788,2812,2579700,6212,2579700
788,2812,2579700,6212,2579700
788,2812,2580070,6212,2580070
788,2812,2581070,6212,2581070
788,2812,2582070,6212,2582070
788,2812,2582880,6212,2582880
788,2812,2583880,6212,2583880
788,2812,2584100,6212,2584100
788,2812,2584100,6212,2584100
788,2812,2585100,6212,2585100
789,2820,2593100,6212,2593100
789,2820,2594100,6212,2594100
790,2828,2595100,6212,2595100
790,2828,2595910,6212,2595910
790,2828,2596500,6212,2596500
790,2828,2596960,6212,2596960
790,2828,2597420,6212,2597420
790,2828,2598420,6212,2598420
790,2828,2599230,6212,2599230
790,2828,2600230,6212,2600230
790,2828,2601230,6212,2601230
790,2828,2602230,6212,2602230
790,2828,2602230,6212,2602230
790,2828,2602230,6212,2602230
791,2836,2603230,6212,2603230
791,2836,2604230,6212,2604230
791,2836,2605230,6212,2605230
791,2836,2605230,6212,2605230
791,2836,2606230,6212,2606230
791,2836,2607230,6212,2607230
791,2836,2608040,6212,2608040
791,2836,2609040,6212,2609040
791,2836,2609850,6212,2609850
791,2836,2609850,6212,2609850
792,2844,2610320,6212,2610320
792,2844,2610670,6212,2610670
792,2844,2611670,6212,2611670
792,2844,2611830,6212,2611830
792,2844,2612300,6212,2612300
792,2844,2613300,6212,2613300
792,2844,2613950,6212,2613950
792,2844,2613950,6212,2613950
792,2844,2614760,6212,2614760
792,2844,2615760,6212,2615760
792,2844,2616230,6212,2616230
793,2852,2616700,6212,2616700
793,2852,2616920,6212,2616920
793,2852,2617920,6212,2617920
793,2852,2617920,6212,2617920
793,2852,2618920,6212,2618920
793,2852,2619920,6212,2619920
793,2852,2620920,6212,2620920
793,2852,2621920,6212,2621920
793,2852,2622920,6212,2622920
793,2852,2623730,6212,2623730
794,2860,2624730,6212,2624730
794,2860,2625730,6212,2625730
794,2860,2626050,6212,2626050
794,2860,2627050,6212,2627050
794,2860,2627860,6212,2627860
794,2860,2628860,6212,2628860
794,2860,2629330,6212,2629330
794,2860,2629800,6212,2629800
794,2860,2630800,6212,2630800
795,2868,2631800,6212,2631800
795,2868,2632800,6212,2632800
795,2868,2632800,6212,2632800
795,2868,2633800,6212,2633800
795,2868,2634030,6212,2634030
795,2868,2635030,6212,2635030
795,2868,2636030,6212,2636030
795,2868,2637030,6212,2637030
795,2868,2637840,6212,2637840
795,2868,2637840,6212,2637840
796,2876,2645840,6212,2645840
796,2876,2646070,6212,2646070
797,2884,2647070,6212,2647070
797,2884,2648070,6212,2648070
797,2884,2649070,6212,2649070
797,2884,2650070,6212,2650070
797,2884,2650070,6212,2650070
797,2884,2651070,6212,2651070
797,2884,2652070,6212,2652070
797,2884,2652230,6212,2652230
797,2884,2652690,6212,2652690
797,2884,2652920,6212,2652920
797,2884,2653730,6212,2653730
798,2892,2654730,6212,2654730
798,2892,2654730,6212,2654730
798,2892,2655730,6212,2655730
798,2892,2656730,6212,2656730
798,2892,2656730,6212,2656730
798,2892,2657190,6212,2657190
798,2892,2657190,6212,2657190
798,2892,2658190,6212,2658190
798,2892,2658190,6212,2658190
798,2892,2658660,6212,2658660
798,2892,2659130,6212,2659130
798,2892,2659130,6212,2659130
798,2892,2659130,6212,2659130
798,2892,2660130,6212,2660130
798,2892,2660130,6212,2660130
798,2892,2661130,6212,2661130
799,2900,2662130,6212,2662130
799,2900,2662940,6212,2662940
799,2900,2663590,6212,2663590
799,2900,2664400,6212,2664400
799,2900,2665210,6212,2665210
799,2900,2665530,6212,2665530
799,2900,2666530,6212,2666530
799,2900,2667000,6212,2667000
799,2900,2668000,6212,2668000
799,2900,2669000,6212,2669000
800,2908,2670000,6212,2670000
800,2908,2671000,6212,2671000
800,2908,2672000,6212,2672000
800,2908,2672650,6212,2672650
800,2908,2673120,6212,2673120
800,2908,2673930,6212,2673930
800,2908,2673930,6212,2673930
800,2908,2674480,6212,2674480
800,2908,2674480,6212,2674480
801,2916,2675480,6212,2675480
802,2924,2683480,6212,2683480
802,2924,2684480,6212,2684480
802,2924,2684950,6212,2684950
802,2924,2685950,6212,2685950
802,2924,2686760,6212,2686760
802,2924,2687760,6212,2687760
802,2924,2688760,6212,2688760
802,2924,2689760,6212,2689760
802,2924,2690570,6212,2690570
803,2932,2691570,6212,2691570
803,2932,2692380,6212,2692380
803,2932,2692380,6212,2692380
803,2932,2693380,6212,2693380
803,2932,2694380,6212,2694380
803,2932,2694850,6212,2694850
803,2932,2695850,6212,2695850
803,2932,2696850,6212,2696850
803,2932,2697850,6212,2697850
803,2932,2698500,6212,2698500
803,2932,2698500,6212,2698500
803,2932,2698970,6212,2698970
803,2932,2698970,6212,2698970
803,2932,2699970,6212,2699970
804,2940,2707970,6212,2707970
805,2948,2708560,6212,2708560
805,2948,2708560,6212,2708560
805,2948,2709560,6212,2709560
805,2948,2710560,6212,2710560
805,2948,2711560,6212,2711560
805,2948,2712370,6212,2712370
805,2948,2713370,6212,2713370
805,2948,2713600,6212,2713600
805,2948,2714190,6212,2714190
805,2948,2715000,6212,2715000
806,2956,2715470,6212,2715470
806,2956,2716470,6212,2716470
806,2956,2716940,6212,2716940
806,2956,2717750,6212,2717750
806,2956,2717750,6212,2717750
806,2956,2718750,6212,2718750
806,2956,2719750,6212,2719750
806,2956,2720750,6212,2720750
806,2956,2720750,6212,2720750
807,2964,2724750,6212,2724750
807,2964,2725750,6212,2725750
807,2964,2725860,6212,2725860
807,2964,2726860,6212,2726860
807,2964,2727860,6212,2727860
807,2964,2728180,6212,2728180
807,2964,2729180,6212,2729180
807,2964,2730180,6212,2730180
807,2964,2731180,6212,2731180
808,2972,2732180,6212,2732180
808,2972,2732650,6212,2732650
808,2972,2733650,6212,2733650
808,2972,2733650,6212,2733650
808,2972,2734460,6212,2734460
808,2972,2734690,6212,2734690
808,2972,2735010,6212,2735010
808,2972,2735010,6212,2735010
808,2972,2736010,6212,2736010
808,2972,2737010,6212,2737010
808,2972,2737820,6212,2737820
808,2972,2738290,6212,2738290
809,2980,2739100,6212,2739100
809,2980,2739910,6212,2739910
809,2980,2740910,6212,2740910
809,2980,2741560,6212,2741560
809,2980,2742560,6212,2742560
809,2980,2743560,6212,2743560
809,2980,2744560,6212,2744560
809,2980,2745560,6212,2745560
809,2980,2745560,6212,2745560
810,2988,2746560,6212,2746560
810,2988,2747560,6212,2747560
810,2988,2748560,6212,2748560
810,2988,2749110,6212,2749110
810,2988,2750110,6212,2750110
810,2988,2751110,6212,2751110
810,2988,2752110,6212,2752110
810,2988,2752580,6212,2752580
810,2988,2753390,6212,2753390
811,2996,2754390,6212,2754390
812,3004,2762390,6212,2762390
812,3004,2762860,6212,2762860
812,3004,2763180,6212,2763180
812,3004,2763510,6212,2763510
812,3004,2763740,6212,2763740
812,3004,2764740,6212,2764740
812,3004,2765550,6212,2765550
812,3004,2766200,6212,2766200
813,3012,2774200,6212,2774200
813,3012,2775200,6212,2775200
813,3012,2775680,6212,2775680
813,3012,2776680,6212,2776680
814,3020,2777680,6212,2777680
814,3020,2778150,6212,2778150
814,3020,2778960,6212,2778960
814,3020,2779280,6212,2779280
814,3020,2780280,6212,2780280
814,3020,2781280,6212,2781280
814,3020,2782280,6212,2782280
814,3020,2783090,6212,2783090
814,3020,2784090,6212,2784090
815,3028,2784320,6212,2784320
815,3028,2785320,6212,2785320
815,3028,2785320,6212,2785320
815,3028,2786320,6212,2786320
815,3028,2786540,6212,2786540
815,3028,2787540,6212,2787540
815,3028,2788540,6212,2788540
815,3028,2789350,6212,2789350
815,3028,2790350,6212,2790350
815,3028,2790820,6212,2790820
816,3036,2791820,6212,2791820
816,3036,2792820,6212,2792820
816,3036,2793630,6212,2793630
816,3036,2794630,6212,2794630
816,3036,2795630,6212,2795630
816,3036,2796630,6212,2796630
816,3036,2797630,6212,2797630
816,3036,2798630,6212,2798630
816,3036,2799100,6212,2799100
816,3036,2799100,6212,2799100
817,3044,2800100,6212,2800100
817,3044,2800560,6212,2800560
817,3044,2801560,6212,2801560
817,3044,2802560,6212,2802560
817,3044,2803030,6212,2803030
817,3044,2804030,6212,2804030
818,3052,2805030,6212,2805030
818,3052,2805840,6212,2805840
818,3052,2805840,6212,2805840
818,3052,2806490,6212,2806490
818,3052,2807490,6212,2807490
818,3052,2807490,6212,2807490
818,3052,2807960,6212,2807960
818,3052,2808960,6212,2808960
818,3052,2809960,6212,2809960
818,3052,2810960,6212,2810960
818,3052,2811960,6212,2811960
818,3052,2812770,6212,2812770
819,3060,2813580,6212,2813580
819,3060,2813580,6212,2813580
819,3060,2814390,6212,2814390
819,3060,2815390,6212,2815390
819,3060,2816390,6212,2816390
819,3060,2817390,6212,2817390
819,3060,2818390,6212,2818390
819,3060,2819390,6212,2819390
819,3060,2820390,6212,2820390
820,3068,2821200,6212,2821200
820,3068,2822200,6212,2822200
820,3068,2822420,6212,2822420
820,3068,2824420,6212,2824420
820,3068,2825420,6212,2825420
820,3068,2826230,6212,2826230
820,3068,2826390,6212,2826390
820,3068,2826390,6212,2826390
820,3068,2827200,6212,2827200
820,3068,2827790,6212,2827790
821,3076,2828260,6212,2828260
821,3076,2828730,6212,2828730
821,3076,2829730,6212,2829730
821,3076,2829730,6212,2829730
821,3076,2830730,6212,2830730
821,3076,2830730,6212,2830730
821,3076,2831730,6212,2831730
821,3076,2832730,6212,2832730
821,3076,2833380,6212,2833380
822,3084,2837380,6212,2837380
822,3084,2837850,6212,2837850
822,3084,2837850,6212,2837850
822,3084,2838850,6212,2838850
822,3084,2839850,6212,2839850
823,3092,2840850,6212,2840850
823,3092,2841660,6212,2841660
823,3092,2842660,6212,2842660
823,3092,2842660,6212,2842660
823,3092,2842980,6212,2842980
823,3092,2843980,6212,2843980
823,3092,2843980,6212,2843980
823,3092,2843980,6212,2843980
823,3092,2844980,6212,2844980
823,3092,2845980,6212,2845980
823,3092,2845980,6212,2845980
823,3092,2846980,6212,2846980
823,3092,2847980,6212,2847980
823,3092,2848790,6212,2848790
823,3092,2849250,6212,2849250
823,3092,2849470,6212,2849470
823,3092,2850470,6212,2850470
824,3100,2851470,6212,2851470
824,3100,2851470,6212,2851470
824,3100,2852470,6212,2852470
824,3100,2853470,6212,2853470
824,3100,2853940,6212,2853940
824,3100,2854530,6212,2854530
825,3108,2858530,6212,2858530
825,3108,2858900,6212,2858900
825,3108,2859370,6212,2859370
825,3108,2859740,6212,2859740
825,3108,2860740,6212,2860740
825,3108,2860740,6212,2860740
825,3108,2861740,6212,2861740
826,3116,2862740,6212,2862740
826,3116,2863210,6212,2863210
826,3116,2863680,6212,2863680
826,3116,2864680,6212,2864680
826,3116,2865490,6212,2865490
826,3116,2866040,6212,2866040
826,3116,2867040,6212,2867040
826,3116,2868040,6212,2868040
826,3116,2869040,6212,2869040
826,3116,2869510,6212,2869510
826,3116,2869620,6212,2869620
826,3116,2870620,6212,2870620
827,3124,2871090,6212,2871090
828,3132,2879090,6212,2879090
828,3132,2879410,6212,2879410
828,3132,2880220,6212,2880220
828,3132,2880690,6212,2880690
828,3132,2881160,6212,2881160
828,3132,2882160,6212,2882160
828,3132,2882160,6212,2882160
828,3132,2882970,6212,2882970
828,3132,2883440,6212,2883440
828,3132,2884250,6212,2884250
828,3132,2885250,6212,2885250
828,3132,2885720,6212,2885720
828,3132,2886720,6212,2886720
829,3140,2887720,6212,2887720
829,3140,2888040,6212,2888040
829,3140,2889040,6212,2889040
829,3140,2889850,6212,2889850
829,3140,2890850,6212,2890850
829,3140,2891850,6212,2891850
829,3140,2891850,6212,2891850
829,3140,2892850,6212,2892850
829,3140,2893320,6212,2893320
829,3140,2894130,6212,2894130
830,3148,2895130,6212,2895130
830,3148,2896130,6212,2896130
830,3148,2896940,6212,2896940
830,3148,2897260,6212,2897260
830,3148,2897260,6212,2897260
830,3148,2898260,6212,2898260
830,3148,2898260,6212,2898260
830,3148,2899260,6212,2899260
830,3148,2900260,6212,2900260
830,3148,2901260,6212,2901260
831,3156,2905260,6212,2905260
831,3156,2906260,6212,2906260
831,3156,2907260,6212,2907260
832,3164,2915260,6212,2915260
832,3164,2916260,6212,2916260
833,3172,2917260,6212,2917260
833,3172,2918260,6212,2918260
833,3172,2919070,6212,2919070
833,3172,2920070,6212,2920070
833,3172,2921070,6212,2921070
833,3172,2922070,6212,2922070
833,3172,2923070,6212,2923070
833,3172,2924070,6212,2924070
833,3172,2925070,6212,2925070
833,3172,2925720,6212,2925720
833,3172,2925720,6212,2925720
834,3180,2926720,6212,2926720
834,3180,2927530,6212,2927530
834,3180,2928000,6212,2928000
834,3180,2928470,6212,2928470
834,3180,2929280,6212,2929280
834,3180,2930280,6212,2930280
834,3180,2931280,6212,2931280
834,3180,2932090,6212,2932090
834,3180,2933090,6212,2933090
834,3180,2933090,6212,2933090
834,3180,2933320,6212,2933320
835,3188,2934320,6212,2934320
835,3188,2935130,6212,2935130
835,3188,2935720,6212,2935720
835,3188,2936720,6212,2936720
835,3188,2937720,6212,2937720
835,3188,2938720,6212,2938720
835,3188,2939720,6212,2939720
835,3188,2940720,6212,2940720
835,3188,2941720,6212,2941720
836,3196,2949720,6212,2949720
836,3196,2949950,6212,2949950
837,3204,2950760,6212,2950760
838,3212,2958760,6212,2958760
838,3212,2959570,6212,2959570
838,3212,2959570,6212,2959570
838,3212,2960570,6212,2960570
839,3220,2968570,6212,2968570
839,3220,2969570,6212,2969570
839,3220,2969570,6212,2969570
839,3220,2970160,6212,2970160
839,3220,2972160,6212,2972160
839,3220,2972630,6212,2972630
840,3228,2973630,6212,2973630
840,3228,2974630,6212,2974630
840,3228,2975630,6212,2975630
840,3228,2976630,6212,2976630
840,3228,2976630,6212,2976630
840,3228,2976630,6212,2976630
840,3228,2977630,6212,2977630
840,3228,2978280,6212,2978280
840,3228,2979090,6212,2979090
840,3228,2980090,6212,2980090
841,3236,2988090,6212,2988090
841,3236,2988090,6212,2988090
842,3244,2989090,6212,2989090
842,3244,2990090,6212,2990090
842,3244,2990090,6212,2990090
842,3244,2991090,6212,2991090
842,3244,2991410,6212,2991410
842,3244,2991730,6212,2991730
842,3244,2992730,6212,2992730
842,3244,2993190,6212,2993190
842,3244,2994000,6212,2994000
842,3244,2995000,6212,2995000
842,3244,2995320,6212,2995320
842,3244,2996130,6212,2996130
843,3252,2997130,6212,2997130
843,3252,2997940,6212,2997940
843,3252,2998530,6212,2998530
843,3252,2999530,6212,2999530
843,3252,3000530,6212,3000530
843,3252,3001530,6212,3001530
843,3252,3002340,6212,3002340
843,3252,3003340,6212,3003340
843,3252,3003800,6212,3003800
844,3260,3004800,6212,3004800
844,3260,3005450,6212,3005450
844,3260,3005450,6212,3005450
844,3260,3006450,6212,3006450
844,3260,3007450,6212,3007450
844,3260,3008260,6212,3008260
845,3268,3016260,6212,3016260
845,3268,3017070,6212,3017070
845,3268,3018070,6212,3018070
845,3268,3018070,6212,3018070
845,3268,3019070,6212,3019070
846,3276,3020070,6212,3020070
846,3276,3021070,6212,3021070
846,3276,3022070,6212,3022070
846,3276,3023070,6212,3023070
846,3276,3023070,6212,3023070
846,3276,3023720,6212,3023720
846,3276,3024720,6212,3024720
846,3276,3025720,6212,3025720
846,3276,3025720,6212,3025720
846,3276,3026720,6212,3026720
846,3276,3026720,6212,3026720
847,3284,3027720,6212,3027720
847,3284,3028200,6212,3028200
847,3284,3029200,6212,3029200
847,3284,3030200,6212,3030200
847,3284,3030200,6212,3030200
848,3292,3038200,6212,3038200
849,3300,3046200,6212,3046200
849,3300,3047200,6212,3047200
849,3300,3048200,6212,3048200
849,3300,3049200,6212,3049200
849,3300,3050200,6212,3050200
849,3300,3050750,6212,3050750
850,3308,3051750,6212,3051750
850,3308,3052750,6212,3052750
850,3308,3053750,6212,3053750
850,3308,3054750,6212,3054750
850,3308,3055560,6212,3055560
850,3308,3056560,6212,3056560
850,3308,3057560,6212,3057560
850,3308,3058560,6212,3058560
851,3316,3066560,6212,3066560
852,3324,3067560,6212,3067560
852,3324,3068370,6212,3068370
852,3324,3069370,6212,3069370
852,3324,3069690,6212,3069690
852,3324,3069690,6212,3069690
852,3324,3070690,6212,3070690
852,3324,3071690,6212,3071690
852,3324,3071690,6212,3071690
852,3324,3071690,6212,3071690
852,3324,3072690,6212,3072690
852,3324,3073500,6212,3073500
852,3324,3074500,6212,3074500
853,3332,3075500,6212,3075500
853,3332,3076500,6212,3076500
853,3332,3077500,6212,3077500
853,3332,3078500,6212,3078500
853,3332,3078500,6212,3078500
853,3332,3079310,6212,3079310
853,3332,3079780,6212,3079780
853,3332,3080780,6212,3080780
853,3332,3081010,6212,3081010
853,3332,3082010,6212,3082010
853,3332,3082010,6212,3082010
853,3332,3082010,6212,3082010
853,3332,3082010,6212,3082010
854,3340,3082600,6212,3082600
854,3340,3083600,6212,3083600
854,3340,3084600,6212,3084600
854,3340,3084600,6212,3084600
854,3340,3085070,6212,3085070
854,3340,3085880,6212,3085880
854,3340,3086880,6212,3086880
854,3340,3087690,6212,3087690
854,3340,3088690,6212,3088690
854,3340,3089160,6212,3089160
854,3340,3090160,6212,3090160
855,3348,3091160,6212,3091160
855,3348,3092160,6212,3092160
855,3348,3092630,6212,3092630
855,3348,3093440,6212,3093440
855,3348,3093910,6212,3093910
855,3348,3094230,6212,3094230
855,3348,3095230,6212,3095230
855,3348,3095700,6212,3095700
856,3356,3096170,6212,3096170
856,3356,3096280,6212,3096280
857,3364,3104280,6212,3104280
857,3364,3104280,6212,3104280
857,3364,3105280,6212,3105280
857,3364,3105280,6212,3105280
857,3364,3106280,6212,3106280
857,3364,3107280,6212,3107280
857,3364,3107280,6212,3107280
857,3364,3108280,6212,3108280
857,3364,3108740,6212,3108740
857,3364,3109740,6212,3109740
857,3364,3110740,6212,3110740
857,3364,3110740,6212,3110740
857,3364,3111290,6212,3111290
857,3364,3111760,6212,3111760
857,3364,3112410,6212,3112410
858,3372,3113410,6212,3113410
858,3372,3114410,6212,3114410
858,3372,3118410,6212,3118410
858,3372,3119410,6212,3119410
858,3372,3119410,6212,3119410
858,3372,3120410,6212,3120410
859,3380,3121410,6212,3121410
859,3380,3122410,6212,3122410
859,3380,3123220,6212,3123220
859,3380,3124220,6212,3124220
859,3380,3125030,6212,3125030
859,3380,3125350,6212,3125350
859,3380,3126350,6212,3126350
859,3380,3127350,6212,3127350
859,3380,3128350,6212,3128350
860,3388,3129160,6212,3129160
860,3388,3129750,6212,3129750
860,3388,3130750,6212,3130750
860,3388,3131750,6212,3131750
860,3388,3132750,6212,3132750
861,3396,3140750,6212,3140750
861,3396,3141750,6212,3141750
861,3396,3142750,6212,3142750
861,3396,3143750,6212,3143750
861,3396,3143980,6212,3143980
861,3396,3143980,6212,3143980
862,3404,3144790,6212,3144790
862,3404,3145790,6212,3145790
862,3404,3146110,6212,3146110
862,3404,3146920,6212,3146920
862,3404,3147920,6212,3147920
862,3404,3148380,6212,3148380
862,3404,3148380,6212,3148380
862,3404,3148700,6212,3148700
