ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
760271.89,16.52,3.18,286895.35,6.23
759899.87,16.51,3.17,286500.49,6.23
759751.4,16.51,3.17,286394.18,6.23
759791.63,16.52,3.17,286353.22,6.23
760076.99,16.53,3.18,286462.63,6.23
759928.52,16.53,3.18,286377.86,6.23
759780.05,16.53,3.18,286319.88,6.23
759631.58,16.53,3.18,286820.1,6.24
759483.11,16.53,3.18,286816.82,6.24
759306.46,16.53,3.19,286859.79,6.25
759346.69,16.53,3.19,286805.3,6.25
759346.69,16.53,3.19,286825.01,6.25
759198.22,16.53,3.19,286727.03,6.24
759039.52,16.53,3.19,286568.81,6.24
758891.05,16.53,3.19,286508.91,6.24
758742.58,16.53,3.19,286817.3,6.25
758368.74,16.53,3.18,286521.63,6.24
758662.29,16.53,3.19,286405.28,6.24
758513.82,16.53,3.19,286799.09,6.25
758513.82,16.53,3.19,286784.0,6.25
758513.82,16.53,3.19,286822.18,6.25
758674.34,16.54,3.2,286859.99,6.25
758714.58,16.54,3.2,286780.74,6.25
758342.56,16.54,3.2,286379.57,6.25
758520.96,16.54,3.2,286289.39,6.24
758523.55,16.54,3.2,286290.59,6.24
758375.08,16.55,3.2,286406.57,6.25
757307.61,16.55,3.21,286188.79,6.25
757347.84,16.55,3.21,286113.57,6.25
757050.97,16.55,3.21,286050.65,6.25
757091.2,16.55,3.21,286028.6,6.25
757376.56,16.56,3.22,286989.03,6.28
757228.09,16.56,3.22,287111.6,6.28
757388.62,16.57,3.22,287149.42,6.28
757240.14,16.57,3.22,287007.84,6.28
757091.67,16.57,3.23,287140.55,6.28
756943.2,16.57,3.23,287036.57,6.28
756943.2,16.57,3.23,287036.57,6.28
756810.79,16.57,3.22,286996.55,6.28
757104.34,16.57,3.23,286914.42,6.28
757144.57,16.58,3.24,287360.33,6.29
756996.1,16.58,3.24,287326.15,6.29
756522.51,16.58,3.24,287896.47,6.31
756400.51,16.58,3.24,288294.46,6.32
756252.04,16.58,3.24,287929.08,6.31
756253.34,16.58,3.24,287948.2,6.31
756225.16,16.59,3.24,287911.54,6.32
756510.52,16.6,3.25,287828.61,6.31
756362.05,16.6,3.25,288268.49,6.33
756423.51,16.6,3.26,287982.2,6.32
756601.91,16.61,3.26,287821.51,6.32
756395.95,16.6,3.26,287595.33,6.31
756395.95,16.6,3.26,287620.5,6.31
756186.01,16.6,3.26,287406.33,6.31
756037.54,16.6,3.26,287308.46,6.31
755878.45,16.6,3.26,287594.57,6.32
755719.37,16.6,3.26,287360.74,6.31
755750.83,16.6,3.26,287567.41,6.32
755696.58,16.61,3.26,288408.98,6.34
755299.94,16.6,3.26,287863.35,6.33
755271.76,16.6,3.26,287888.91,6.33
755273.06,16.6,3.26,287890.68,6.33
755313.29,16.61,3.27,287815.26,6.33
755598.65,16.62,3.27,287733.35,6.33
755777.05,16.62,3.28,287933.82,6.33
755817.28,16.63,3.28,287815.68,6.33
755668.81,16.63,3.28,287696.36,6.33
755709.04,16.63,3.29,287684.18,6.33
755335.21,16.62,3.28,288670.81,6.35
755108.53,16.62,3.28,288448.69,6.35
755393.89,16.63,3.29,288783.54,6.36
755365.71,16.63,3.29,288770.26,6.36
755488.9,16.63,3.29,288921.95,6.36
755340.43,16.63,3.29,288807.67,6.36
755380.66,16.64,3.3,288939.49,6.36
755666.02,16.65,3.3,288863.88,6.36
755517.55,16.65,3.3,288783.69,6.36
755369.08,16.65,3.3,289349.47,6.38
755680.88,16.66,3.31,289790.61,6.39
755652.71,16.66,3.32,289774.71,6.39
755141.42,16.65,3.31,289421.55,6.38
754844.48,16.65,3.31,289678.65,6.39
754884.71,16.66,3.31,289470.01,6.39
754736.24,16.66,3.32,289315.43,6.39
755111.39,16.67,3.32,290006.17,6.4
754817.57,16.66,3.32,289837.98,6.4
754847.18,16.67,3.32,289318.72,6.39
754847.18,16.67,3.32,289318.72,6.39
754876.8,16.67,3.33,289998.32,6.4
754848.62,16.67,3.33,289981.34,6.41
754700.15,16.67,3.33,289889.39,6.4
754703.91,16.67,3.33,289910.23,6.41
754744.14,16.68,3.33,289879.42,6.41
754595.67,16.68,3.33,290016.29,6.41
754298.73,16.68,3.34,289914.57,6.41
754298.73,16.68,3.34,289914.57,6.41
754193.09,16.68,3.34,290277.64,6.42
753125.61,16.69,3.34,290069.91,6.43
753097.44,16.69,3.35,290095.47,6.43
752948.97,16.69,3.35,290012.35,6.43
752946.36,16.69,3.35,289913.44,6.43
753124.76,16.7,3.36,289833.66,6.43
753124.76,16.7,3.36,289833.66,6.43
752976.29,16.7,3.36,290311.63,6.44
752827.82,16.7,3.36,290185.9,6.44
753134.41,16.71,3.37,290083.05,6.44
753935.54,16.73,3.39,291633.22,6.47
754096.06,16.74,3.39,291671.03,6.47
754381.42,16.74,3.4,291580.89,6.47
754421.65,16.75,3.41,291504.31,6.47
754273.18,16.75,3.41,291630.88,6.48
754451.58,16.76,3.41,291539.77,6.47
754451.58,16.76,3.41,291539.77,6.47
753451.58,16.74,3.39,290539.77,6.45
753451.58,16.74,3.39,290507.01,6.45
753303.11,16.74,3.39,290431.7,6.45
752929.28,16.73,3.39,291500.65,6.48
752943.04,16.73,3.39,291548.48,6.48
752805.19,16.73,3.39,291130.76,6.47
752508.32,16.73,3.38,290522.08,6.46
752837.98,16.74,3.39,291406.22,6.48
752837.98,16.74,3.39,291406.22,6.48
752998.5,16.74,3.4,291444.03,6.48
752843.83,16.74,3.4,291285.12,6.48
752695.36,16.74,3.4,291171.53,6.48
752546.88,16.74,3.4,291107.57,6.48
752398.41,16.74,3.4,291183.55,6.48
752249.94,16.74,3.4,291079.99,6.48
752101.47,16.74,3.4,291062.82,6.48
752101.47,16.74,3.4,291062.82,6.48
752141.7,16.75,3.4,291500.7,6.49
752181.94,16.75,3.41,291583.79,6.49
752153.76,16.75,3.41,291559.16,6.49
752005.29,16.75,3.41,291460.41,6.49
752005.29,16.75,3.41,291417.08,6.49
752005.29,16.75,3.41,291417.08,6.49
752290.65,16.76,3.42,291598.49,6.5
752142.18,16.76,3.42,291484.61,6.5
752000.04,16.76,3.42,291865.13,6.5
751851.57,16.76,3.42,291539.96,6.5
751788.77,16.76,3.42,291540.08,6.5
752087.46,16.77,3.43,291543.41,6.5
751901.31,16.77,3.42,291337.7,6.5
752149.46,16.78,3.43,292172.08,6.52
751899.27,16.77,3.43,291762.76,6.51
751750.8,16.77,3.43,291637.13,6.51
752036.16,16.78,3.44,291915.55,6.51
751887.69,16.78,3.44,291873.51,6.51
751669.72,16.78,3.43,291693.12,6.51
751709.95,16.78,3.44,291598.01,6.51
751888.35,16.79,3.45,291538.01,6.51
751888.35,16.79,3.45,291538.01,6.51
751888.35,16.79,3.45,291538.01,6.51
751591.48,16.78,3.44,292586.83,6.53
751528.43,16.79,3.44,292599.46,6.54
751483.24,16.79,3.44,292387.04,6.53
751455.07,16.79,3.45,292412.6,6.53
751306.59,16.79,3.45,292329.48,6.53
751158.12,16.79,3.45,292244.44,6.53
751198.36,16.8,3.45,292374.43,6.54
751238.59,16.8,3.46,292281.65,6.54
751090.12,16.8,3.46,292210.46,6.54
750819.23,16.8,3.45,292105.18,6.53
750859.46,16.8,3.46,292087.58,6.53
751144.82,16.81,3.46,293053.94,6.56
751207.78,16.81,3.47,293095.03,6.56
751179.6,16.81,3.47,293087.78,6.56
751031.13,16.81,3.47,292986.1,6.56
750633.9,16.8,3.46,292565.62,6.55
750485.43,16.81,3.46,292684.78,6.55
750202.54,16.8,3.46,292433.72,6.55
750202.54,16.8,3.46,292491.52,6.55
750242.77,16.8,3.46,292403.17,6.55
750528.13,16.81,3.47,292336.87,6.55
750379.66,16.81,3.47,292758.27,6.56
750611.76,16.82,3.48,292505.24,6.55
750463.29,16.82,3.48,293290.39,6.57
750435.11,16.82,3.48,293279.94,6.57
750061.28,16.82,3.47,292850.25,6.57
750065.17,16.82,3.47,292851.52,6.57
750065.17,16.82,3.47,292851.52,6.57
750350.53,16.83,3.48,292745.16,6.56
750202.06,16.83,3.48,292869.23,6.57
750053.59,16.83,3.48,292763.19,6.57
749905.12,16.83,3.48,292697.43,6.57
749945.35,16.83,3.49,292967.75,6.57
749796.88,16.83,3.49,293037.68,6.58
749648.41,16.83,3.49,293269.05,6.58
749947.1,16.84,3.5,293356.07,6.59
749798.63,16.84,3.5,293265.76,6.59
749838.86,16.85,3.5,293200.93,6.59
749838.86,16.85,3.5,293137.68,6.59
749879.1,16.85,3.51,293066.94,6.59
749919.33,16.85,3.51,293046.97,6.59
748851.85,16.86,3.52,292829.19,6.59
748892.09,16.86,3.52,293386.71,6.61
748743.62,16.86,3.52,293533.99,6.61
748369.78,16.86,3.51,293220.68,6.6
748221.31,16.86,3.51,293533.97,6.61
748193.13,16.86,3.52,293497.31,6.61
748044.66,16.86,3.52,293406.41,6.61
747754.09,16.86,3.51,293148.12,6.61
747605.62,16.86,3.51,293429.78,6.62
747457.15,16.86,3.51,293349.45,6.62
747308.68,16.86,3.51,293107.36,6.61
747348.91,16.86,3.52,293090.83,6.61
747389.14,16.87,3.52,293568.93,6.62
747658.37,16.87,3.53,293747.99,6.63
747818.9,16.88,3.54,293785.8,6.63
747670.43,16.88,3.54,293698.13,6.63
747521.96,16.88,3.54,293608.25,6.63
747373.49,16.88,3.54,293742.55,6.64
747225.02,16.88,3.54,293657.56,6.63
747076.54,16.88,3.54,293589.19,6.63
746928.07,16.88,3.54,293885.42,6.64
746779.6,16.88,3.54,293714.47,6.64
746751.42,16.89,3.54,293722.0,6.64
747036.78,16.89,3.55,293621.74,6.64
746888.31,16.9,3.55,293735.75,6.64
746928.55,16.9,3.56,293654.86,6.64
746928.55,16.9,3.56,293654.86,6.64
746780.07,16.9,3.56,293561.61,6.64
746631.6,16.9,3.56,293836.55,6.65
746247.77,16.89,3.55,293805.95,6.65
746099.3,16.89,3.55,293707.19,6.65
745950.83,16.89,3.55,293732.77,6.65
746364.67,16.91,3.56,293727.44,6.65
746216.2,16.91,3.56,293633.93,6.65
746256.43,16.91,3.57,293601.16,6.65
746107.96,16.91,3.57,293723.92,6.66
746107.96,16.91,3.57,293723.92,6.66
745959.49,16.91,3.57,293587.88,6.66
745811.02,16.91,3.57,293559.34,6.66
746080.25,16.92,3.58,294493.01,6.68
745931.78,16.92,3.58,294417.82,6.68
745903.6,16.92,3.58,294432.78,6.68
745903.6,16.92,3.58,294432.78,6.68
745755.13,16.92,3.58,294314.92,6.68
745606.66,16.92,3.58,294571.79,6.69
745406.26,16.92,3.58,294542.71,6.69
745265.66,16.92,3.57,294352.2,6.68
745117.19,16.92,3.58,294297.1,6.68
745157.42,16.92,3.58,294200.17,6.68
745008.95,16.92,3.58,294093.64,6.68
745288.8,16.93,3.59,294728.48,6.7
745129.71,16.93,3.59,294573.59,6.69
745101.54,16.94,3.59,294572.3,6.7
745101.54,16.94,3.59,294572.3,6.7
745386.9,16.94,3.6,294474.56,6.69
745238.43,16.94,3.6,294592.27,6.7
745089.95,16.94,3.6,294512.97,6.7
744022.48,16.95,3.61,294295.2,6.7
743874.01,16.95,3.61,294229.01,6.7
744143.24,16.96,3.62,294660.61,6.72
743769.41,16.95,3.61,294363.9,6.71
743769.41,16.95,3.61,294363.9,6.71
743620.94,16.95,3.61,294216.07,6.71
743661.17,16.96,3.61,294806.72,6.72
743662.47,16.96,3.61,294812.45,6.72
743634.29,16.96,3.62,294799.08,6.72
743485.82,16.96,3.62,294695.56,6.72
743337.35,16.96,3.62,294823.6,6.73
743188.88,16.96,3.62,294693.27,6.73
743040.4,16.96,3.62,294916.57,6.73
743040.4,16.96,3.62,294916.57,6.73
743040.4,16.96,3.62,294916.57,6.73
742891.93,16.96,3.62,294723.53,6.73
742891.93,16.96,3.62,294723.53,6.73
742743.46,16.96,3.62,294646.36,6.73
743028.82,16.97,3.63,295047.18,6.74
743091.77,16.97,3.63,295091.46,6.74
743091.77,16.97,3.63,295091.46,6.74
743497.43,16.98,3.64,295114.8,6.74
743348.96,16.99,3.64,294971.87,6.74
743200.49,16.99,3.64,295137.35,6.75
742826.65,16.98,3.64,295042.19,6.74
742678.18,16.98,3.64,294958.66,6.74
742529.71,16.98,3.64,295031.82,6.75
742466.91,16.98,3.64,295833.44,6.77
742772.19,16.99,3.65,295678.96,6.76
742744.02,17.0,3.65,295677.67,6.77
742595.54,17.0,3.65,295551.4,6.76
742595.54,17.0,3.65,295551.4,6.76
742447.07,17.0,3.65,295608.17,6.77
742298.6,17.0,3.65,296425.4,6.79
742181.97,17.0,3.66,296256.11,6.79
742870.25,17.02,3.68,296579.96,6.79
742870.25,17.02,3.68,296579.96,6.79
742842.07,17.02,3.68,296605.52,6.8
742475.38,17.02,3.67,296314.6,6.79
742653.78,17.02,3.68,296197.52,6.79
742939.14,17.03,3.69,296410.95,6.8
742565.31,17.03,3.68,296289.11,6.79
741956.47,17.01,3.67,295651.25,6.78
741808.0,17.02,3.67,295587.13,6.78
741308.81,17.01,3.66,295030.14,6.77
741349.04,17.01,3.67,294979.77,6.77
741200.57,17.01,3.67,295862.56,6.79
741528.76,17.02,3.68,295934.13,6.79
741528.76,17.02,3.68,295934.13,6.79
741526.16,17.02,3.68,295865.0,6.79
741497.98,17.03,3.68,295863.71,6.79
741349.51,17.03,3.68,295756.07,6.79
741201.04,17.03,3.69,295844.92,6.8
740852.93,17.02,3.68,295706.33,6.79
740852.93,17.02,3.68,295688.27,6.79
741138.29,17.03,3.69,295627.51,6.79
740989.82,17.03,3.69,295549.07,6.79
740841.35,17.03,3.69,295772.52,6.8
740692.88,17.03,3.69,295741.56,6.8
740733.11,17.04,3.69,295983.86,6.81
740704.93,17.04,3.7,295973.41,6.81
740556.46,17.04,3.7,296028.1,6.81
740407.99,17.04,3.7,295936.2,6.81
740034.16,17.03,3.69,295690.2,6.81
740074.39,17.04,3.69,295630.85,6.81
739737.61,17.03,3.69,295294.07,6.8
739737.61,17.03,3.69,295289.24,6.8
739589.14,17.03,3.69,295228.45,6.8
739440.67,17.03,3.69,295508.15,6.81
739726.03,17.04,3.7,295590.49,6.81
739395.03,17.04,3.69,295296.61,6.8
739203.73,17.03,3.69,295426.76,6.81
739175.55,17.04,3.69,295514.49,6.81
739027.08,17.04,3.7,295432.7,6.81
738805.65,17.03,3.69,295237.17,6.81
738657.18,17.03,3.69,295134.73,6.81
738658.48,17.03,3.69,295156.71,6.81
738698.71,17.04,3.7,295105.49,6.81
738550.24,17.04,3.7,295084.53,6.81
738401.77,17.04,3.7,295270.36,6.81
738253.3,17.04,3.7,295181.69,6.81
737648.5,17.03,3.69,294576.88,6.8
737360.79,17.02,3.68,294302.66,6.79
737212.32,17.02,3.68,294342.84,6.8
737511.01,17.03,3.69,294346.17,6.8
737780.25,17.04,3.7,294227.31,6.8
736712.77,17.05,3.71,294009.53,6.8
736998.13,17.06,3.71,294007.01,6.8
736849.66,17.06,3.71,294137.51,6.81
736475.83,17.05,3.71,294057.98,6.81
736327.36,17.05,3.71,293965.33,6.81
736620.9,17.06,3.72,294688.51,6.83
736248.89,17.05,3.71,294260.82,6.82
736111.03,17.05,3.71,294027.51,6.81
736007.37,17.06,3.71,294837.28,6.83
735979.19,17.06,3.72,294920.48,6.84
736019.43,17.06,3.72,294840.56,6.84
735870.95,17.06,3.72,294774.02,6.84
736156.31,17.07,3.73,294697.28,6.83
736007.84,17.07,3.73,294807.28,6.84
736048.08,17.08,3.73,294787.99,6.84
735899.6,17.08,3.73,294816.78,6.84
735601.9,17.07,3.73,294515.5,6.84
735601.9,17.07,3.73,294506.93,6.83
735453.43,17.07,3.73,295114.57,6.85
735453.43,17.07,3.73,295112.4,6.85
735425.25,17.08,3.73,295119.93,6.85
735276.78,17.08,3.73,294984.85,6.85
734956.78,17.07,3.73,294664.85,6.84
734756.38,17.07,3.72,294569.59,6.84
734607.91,17.07,3.72,294750.79,6.85
734648.14,17.07,3.73,294611.81,6.85
734499.67,17.07,3.73,294529.19,6.85
734202.8,17.07,3.72,294195.74,6.84
734054.33,17.07,3.72,294534.78,6.85
733916.47,17.07,3.72,294220.04,6.84
733916.47,17.07,3.72,294203.82,6.84
733946.09,17.07,3.73,294487.77,6.85
732878.62,17.08,3.73,294270.0,6.86
732850.44,17.08,3.74,294253.01,6.86
731782.96,17.09,3.74,294035.23,6.87
731634.49,17.09,3.75,293943.29,6.87
731260.66,17.08,3.74,293532.78,6.86
731300.89,17.09,3.74,293501.98,6.86
731586.25,17.09,3.75,293639.98,6.86
731212.42,17.09,3.74,293560.87,6.86
731063.95,17.09,3.74,293472.8,6.86
730915.48,17.09,3.75,293987.88,6.87
730809.85,17.09,3.75,293637.57,6.87
730618.54,17.09,3.75,293672.23,6.87
730590.36,17.09,3.75,293643.09,6.87
730441.89,17.09,3.75,293546.78,6.87
730293.42,17.09,3.75,293679.89,6.87
730144.95,17.09,3.75,293612.24,6.87
729996.48,17.1,3.75,293616.32,6.88
729848.01,17.1,3.75,293558.91,6.88
729848.01,17.1,3.75,293578.23,6.88
730292.46,17.11,3.76,294114.59,6.89
730204.8,17.11,3.77,294109.51,6.89
730176.62,17.11,3.77,294093.61,6.89
730461.98,17.12,3.78,293989.92,6.89
729461.98,17.1,3.76,292989.92,6.87
729313.51,17.1,3.76,293130.78,6.87
729545.61,17.11,3.77,293011.46,6.87
729171.78,17.1,3.76,292958.95,6.87
728104.3,17.11,3.77,292741.17,6.88
727955.83,17.11,3.77,293083.3,6.89
727807.36,17.11,3.77,292954.85,6.89
727807.36,17.11,3.77,292999.22,6.89
727807.36,17.11,3.77,292999.22,6.89
727847.59,17.12,3.77,292968.13,6.89
727699.12,17.12,3.77,293267.07,6.9
727859.65,17.12,3.78,293212.68,6.9
727657.85,17.12,3.78,293092.71,6.9
727943.21,17.13,3.78,293030.38,6.89
727943.21,17.13,3.78,293030.38,6.89
727794.73,17.13,3.78,293172.53,6.9
727646.26,17.13,3.79,293055.24,6.9
727824.66,17.14,3.79,293322.04,6.91
727676.19,17.14,3.79,293201.11,6.9
727716.42,17.14,3.8,293208.71,6.91
727567.95,17.14,3.8,293838.75,6.92
727570.48,17.14,3.8,293839.96,6.92
727570.48,17.14,3.8,293839.96,6.92
727323.61,17.14,3.79,293836.39,6.92
727295.43,17.14,3.8,293835.1,6.92
727005.43,17.13,3.79,293545.1,6.92
726631.6,17.13,3.78,293143.55,6.91
725564.12,17.13,3.79,292935.82,6.92
725415.65,17.13,3.79,292834.21,6.92
725267.18,17.14,3.79,292794.51,6.92
725118.71,17.14,3.79,292997.62,6.92
724970.24,17.14,3.79,292789.94,6.92
724970.24,17.14,3.79,292835.24,6.92
725010.47,17.14,3.8,292802.48,6.92
725199.48,17.15,3.8,293437.99,6.94
725040.4,17.15,3.8,293268.23,6.94
725040.4,17.15,3.8,293268.23,6.94
725012.22,17.15,3.81,293293.79,6.94
725012.22,17.15,3.81,293293.79,6.94
724863.75,17.15,3.81,293210.67,6.94
724715.28,17.15,3.81,293125.63,6.94
724715.28,17.15,3.81,293125.63,6.94
724566.81,17.15,3.81,293354.62,6.94
724418.34,17.15,3.81,293350.87,6.95
724291.09,17.15,3.81,293175.04,6.94
724352.93,17.16,3.82,293523.78,6.95
724491.68,17.17,3.82,293559.67,6.96
724463.5,17.17,3.83,293574.63,6.96
724315.03,17.17,3.83,293491.19,6.96
724166.56,17.17,3.83,293417.08,6.96
724018.09,17.17,3.83,293811.33,6.97
724058.32,17.17,3.83,293576.5,6.96
723909.85,17.18,3.83,293455.08,6.96
723611.09,17.17,3.83,293165.85,6.96
723462.62,17.17,3.83,293415.95,6.96
723756.17,17.18,3.84,293579.55,6.97
723727.99,17.18,3.84,293594.51,6.97
723355.97,17.18,3.83,293325.85,6.96
723207.5,17.18,3.83,293201.97,6.96
723207.5,17.18,3.83,293201.97,6.96
723059.03,17.18,3.83,293322.31,6.97
723237.43,17.18,3.84,293222.26,6.97
723277.66,17.19,3.84,293411.97,6.97
723317.9,17.19,3.85,293298.53,6.97
723169.43,17.19,3.85,293293.49,6.97
723020.95,17.19,3.85,293804.62,6.99
722804.95,17.19,3.85,293586.91,6.98
723210.6,17.2,3.86,293610.25,6.98
722836.77,17.19,3.85,293504.68,6.98
722688.3,17.19,3.85,293880.56,6.99
722728.53,17.2,3.85,293684.45,6.99
722728.53,17.2,3.85,293684.45,6.99
722768.76,17.2,3.86,293524.11,6.99
722471.82,17.2,3.86,294063.32,7.0
722333.96,17.2,3.86,293638.85,6.99
722363.58,17.21,3.86,293933.85,7.0
721296.11,17.22,3.87,293716.07,7.01
721187.4,17.21,3.87,293607.17,7.01
721347.93,17.22,3.88,293644.98,7.01
721199.46,17.22,3.88,293531.39,7.01
721050.99,17.22,3.88,293608.74,7.01
721344.53,17.23,3.89,293523.45,7.01
721384.76,17.24,3.89,293454.81,7.01
721236.29,17.24,3.89,293774.62,7.02
720939.42,17.23,3.89,293489.52,7.01
720790.95,17.23,3.89,293572.65,7.02
720642.48,17.23,3.89,293734.6,7.02
720280.46,17.22,3.88,293558.71,7.02
720686.12,17.24,3.89,293580.95,7.02
720537.65,17.24,3.89,293480.51,7.02
720163.82,17.23,3.89,293608.1,7.02
720015.34,17.23,3.89,293486.03,7.02
719811.07,17.23,3.88,293274.53,7.02
719811.07,17.23,3.88,293274.53,7.02
719851.3,17.23,3.89,293200.95,7.02
720136.66,17.24,3.9,293544.78,7.03
719988.19,17.24,3.9,293437.12,7.03
719850.33,17.24,3.9,293332.94,7.03
719376.74,17.25,3.9,293185.13,7.03
719243.64,17.25,3.9,293712.25,7.04
718176.17,17.25,3.91,293494.47,7.05
718027.69,17.25,3.91,293605.46,7.06
717629.17,17.25,3.9,293184.84,7.05
717669.41,17.25,3.91,293083.76,7.05
717847.81,17.26,3.91,293031.99,7.05
717699.34,17.26,3.92,293519.06,7.06
717671.16,17.26,3.92,293526.59,7.06
717522.69,17.26,3.92,293410.13,7.06
717374.22,17.26,3.92,293513.81,7.06
717225.74,17.26,3.92,293412.98,7.06
717077.27,17.26,3.92,293346.4,7.06
716928.8,17.27,3.92,293635.3,7.07
716845.78,17.27,3.92,293430.42,7.07
716631.86,17.27,3.92,293301.29,7.07
716631.86,17.27,3.92,293301.29,7.07
716603.68,17.27,3.93,293288.01,7.07
716455.21,17.27,3.93,293198.05,7.07
716158.34,17.26,3.92,292880.07,7.06
716009.87,17.27,3.92,292972.7,7.06
715861.4,17.27,3.92,292878.21,7.06
715861.4,17.27,3.92,292878.21,7.06
715861.4,17.27,3.92,292899.51,7.06
715861.4,17.27,3.92,292899.51,7.06
715712.93,17.27,3.92,292831.93,7.06
715998.29,17.28,3.93,293455.43,7.08
715892.65,17.28,3.93,293417.18,7.08
716015.41,17.28,3.94,293515.99,7.08
716314.1,17.29,3.95,293519.32,7.09
716165.63,17.29,3.95,293393.7,7.08
715667.74,17.28,3.94,292914.53,7.07
715519.26,17.28,3.94,293083.19,7.08
715519.26,17.28,3.94,293083.19,7.08
715370.79,17.28,3.94,293020.91,7.08
715370.79,17.28,3.94,293020.91,7.08
715411.03,17.29,3.95,292928.55,7.08
715696.39,17.3,3.95,292871.52,7.08
715558.53,17.3,3.96,293980.88,7.11
715343.82,17.29,3.95,293782.26,7.1
715242.83,17.3,3.95,293651.33,7.1
715403.36,17.3,3.96,293689.14,7.1
715443.59,17.31,3.96,293609.88,7.1
715295.12,17.31,3.97,293580.46,7.1
715564.35,17.32,3.97,293620.29,7.11
715405.65,17.31,3.97,293462.0,7.1
715445.88,17.32,3.98,293398.03,7.1
715449.77,17.32,3.98,293463.3,7.1
715301.3,17.32,3.98,293390.34,7.1
715152.83,17.32,3.98,294279.94,7.13
715004.36,17.32,3.98,294322.43,7.13
714976.18,17.32,3.98,294347.99,7.13
714827.71,17.32,3.98,294223.65,7.13
714867.94,17.33,3.99,294182.69,7.13
714600.44,17.32,3.98,293891.79,7.12
714303.49,17.33,3.98,293869.12,7.13
713983.49,17.32,3.98,293549.12,7.12
713835.02,17.32,3.98,293533.74,7.12
713697.17,17.32,3.98,293881.68,7.13
713588.46,17.32,3.97,293773.18,7.13
713871.39,17.33,3.98,293912.13,7.13
713871.39,17.33,3.98,293912.13,7.13
713843.22,17.33,3.99,293904.88,7.14
714112.45,17.34,4.0,293791.34,7.13
713963.98,17.34,4.0,293968.57,7.14
713963.98,17.34,4.0,293968.57,7.14
713815.51,17.34,4.0,293779.27,7.14
713590.79,17.34,3.99,293659.89,7.13
713442.32,17.34,3.99,294359.4,7.15
713748.91,17.35,4.0,294565.49,7.16
713548.51,17.34,4.0,294287.44,7.15
713480.53,17.35,4.0,293654.45,7.14
713480.53,17.35,4.0,293654.45,7.14
713480.53,17.35,4.0,293624.87,7.14
713886.18,17.36,4.01,293648.21,7.14
714064.58,17.36,4.02,293522.62,7.14
714258.08,17.37,4.03,294542.03,7.16
714051.21,17.37,4.02,294725.02,7.17
714051.21,17.37,4.02,294725.02,7.17
713677.38,17.36,4.02,294622.5,7.17
712609.9,17.37,4.02,294404.72,7.18
712461.43,17.37,4.02,294295.31,7.17
712501.66,17.37,4.03,294274.44,7.18
712501.66,17.37,4.03,294274.44,7.18
712255.02,17.37,4.02,293937.93,7.17
712106.55,17.37,4.03,294636.58,7.19
712109.14,17.37,4.03,294671.74,7.19
711981.9,17.37,4.03,294650.77,7.19
711764.6,17.37,4.02,294431.97,7.18
711826.44,17.37,4.03,293975.79,7.17
711352.85,17.38,4.03,294546.11,7.19
711164.13,17.38,4.03,294818.9,7.2
711015.66,17.38,4.03,294702.7,7.2
710987.48,17.38,4.04,294666.04,7.2
711048.94,17.38,4.04,294400.94,7.2
710900.47,17.39,4.04,294310.04,7.2
710791.77,17.38,4.04,294201.34,7.19
710791.77,17.38,4.04,294285.12,7.2
710643.3,17.38,4.04,294498.96,7.2
710516.44,17.38,4.04,294204.65,7.2
710367.96,17.39,4.04,294039.5,7.2
710071.02,17.39,4.04,294245.69,7.2
710007.97,17.39,4.05,294049.69,7.2
709962.78,17.39,4.05,294089.26,7.2
710527.53,17.41,4.06,294093.82,7.2
710379.06,17.41,4.06,293973.28,7.2
710077.83,17.4,4.06,294175.6,7.21
710077.83,17.4,4.06,294175.6,7.21
710304.23,17.41,4.07,294680.96,7.22
710304.23,17.41,4.07,294680.96,7.22
710155.76,17.41,4.07,294543.74,7.22
710334.16,17.42,4.07,294446.76,7.22
710314.19,17.42,4.08,296846.44,7.28
711149.57,17.45,4.1,296775.74,7.28
711645.01,17.46,4.12,296764.07,7.28
711457.15,17.46,4.11,296205.17,7.27
711314.1,17.46,4.11,296318.46,7.27
711165.63,17.46,4.11,296199.0,7.27
711205.86,17.46,4.12,296123.18,7.27
711057.39,17.46,4.12,296582.6,7.28
711057.39,17.46,4.12,296582.6,7.28
710908.92,17.46,4.12,296442.09,7.28
711258.16,17.47,4.13,296483.65,7.28
711258.16,17.47,4.13,296483.65,7.28
711421.14,17.48,4.14,297693.63,7.31
711588.65,17.49,4.14,297636.85,7.31
711994.31,17.5,4.16,297659.08,7.32
