ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
573241.1,22.04,8.7,321368.26,12.36
573092.63,22.04,8.7,321500.78,12.37
572944.16,22.05,8.7,321415.86,12.37
572795.69,22.05,8.71,321346.72,12.37
572647.22,22.05,8.71,321397.89,12.38
573017.99,22.07,8.73,322514.78,12.42
573241.41,22.08,8.74,322600.41,12.43
573647.06,22.1,8.76,322622.65,12.43
573498.59,22.11,8.76,322480.83,12.43
572889.75,22.09,8.75,321851.68,12.41
572929.98,22.1,8.75,321840.21,12.41
572781.51,22.1,8.76,321921.62,12.42
572784.11,22.1,8.76,321927.32,12.42
572635.64,22.1,8.76,321867.73,12.42
572463.19,22.1,8.75,321668.08,12.42
572314.72,22.1,8.76,321600.44,12.42
572166.25,22.1,8.76,322141.54,12.44
571792.42,22.09,8.75,321828.98,12.44
571643.95,22.1,8.75,321786.64,12.44
571804.47,22.11,8.77,321824.46,12.44
571844.71,22.12,8.77,321745.2,12.44
570844.71,22.09,8.74,320745.2,12.41
570696.23,22.09,8.75,320649.76,12.41
570736.47,22.1,8.76,320759.11,12.42
570776.7,22.11,8.76,320684.54,12.42
570778.0,22.11,8.76,320707.44,12.42
570629.52,22.11,8.77,320633.27,12.42
570481.05,22.11,8.77,321378.96,12.46
570332.58,22.12,8.77,321318.96,12.46
570738.24,22.14,8.79,321342.3,12.46
570916.64,22.15,8.8,321216.71,12.46
570552.8,22.14,8.79,321392.54,12.47
570593.04,22.15,8.8,321292.17,12.47
570444.57,22.15,8.81,321184.05,12.47
570729.93,22.16,8.82,321647.84,12.49
570729.93,22.16,8.82,321633.16,12.49
570366.09,22.15,8.81,321322.96,12.48
570303.29,22.16,8.82,321339.8,12.49
570253.29,22.16,8.82,321289.8,12.48
569779.7,22.18,8.83,321242.99,12.5
569819.68,22.18,8.84,322179.42,12.54
569611.52,22.18,8.84,321859.68,12.54
569314.65,22.18,8.83,321708.95,12.53
569314.65,22.18,8.83,321708.95,12.53
569608.19,22.19,8.85,321626.39,12.53
569236.18,22.18,8.84,321584.15,12.53
569035.78,22.17,8.83,321356.02,12.52
569038.37,22.17,8.83,321357.43,12.52
568889.9,22.18,8.83,321589.88,12.54
568713.25,22.19,8.84,321463.84,12.54
568575.39,22.19,8.85,321251.87,12.54
568416.31,22.19,8.85,321255.22,12.54
568267.84,22.2,8.85,321376.6,12.55
568119.36,22.2,8.86,321294.02,12.55
568119.36,22.2,8.86,321367.11,12.56
567970.89,22.2,8.86,321314.1,12.56
567973.49,22.2,8.86,321315.35,12.56
567825.02,22.21,8.86,321341.19,12.57
567719.38,22.21,8.87,321535.8,12.58
567528.07,22.21,8.87,321237.82,12.57
567933.73,22.23,8.89,321261.17,12.58
567785.26,22.23,8.89,321138.8,12.58
567636.78,22.24,8.89,321103.2,12.58
567488.31,22.24,8.9,321168.6,12.59
567339.84,22.24,8.9,321083.75,12.59
566966.01,22.23,8.89,321066.06,12.59
566817.54,22.23,8.89,321413.34,12.61
566679.68,22.24,8.89,321281.15,12.61
566520.6,22.24,8.9,321080.05,12.61
566492.42,22.25,8.9,321072.79,12.61
566532.65,22.26,8.91,320997.64,12.61
566384.18,22.26,8.92,320940.31,12.61
566235.71,22.26,8.92,321083.74,12.62
566087.24,22.27,8.92,320938.06,12.62
565938.77,22.27,8.93,320981.09,12.63
566275.15,22.29,8.94,321739.94,12.66
566139.79,22.29,8.95,321547.47,12.66
566438.49,22.31,8.96,321550.8,12.66
566723.85,22.32,8.98,321445.22,12.66
566575.38,22.33,8.98,321636.19,12.67
566426.9,22.33,8.98,321553.3,12.68
566426.9,22.33,8.98,321529.18,12.67
566426.9,22.33,8.98,321539.04,12.67
566129.96,22.33,8.99,322040.07,12.7
565981.49,22.34,8.99,321425.74,12.69
565833.02,22.34,9.0,321967.94,12.71
565835.61,22.34,9.0,321997.36,12.71
565807.43,22.35,9.0,322004.89,12.72
565985.83,22.36,9.02,321894.97,12.72
566026.07,22.37,9.03,322002.25,12.73
565877.6,22.37,9.03,321919.97,12.73
565729.12,22.38,9.03,321853.91,12.73
565580.65,22.38,9.03,322184.16,12.75
565620.89,22.39,9.04,322338.82,12.76
565661.12,22.4,9.05,322516.02,12.77
565384.45,22.39,9.04,322240.82,12.76
565544.97,22.4,9.06,322278.64,12.77
565396.5,22.4,9.06,322176.77,12.77
565248.03,22.41,9.06,322106.17,12.77
565306.13,22.41,9.07,322309.36,12.78
565157.66,22.41,9.07,322383.24,12.78
565157.66,22.41,9.07,322443.48,12.79
565197.89,22.42,9.08,322384.13,12.79
565049.42,22.42,9.08,322324.23,12.79
565089.65,22.43,9.09,322896.19,12.82
564941.18,22.44,9.09,322799.19,12.82
564941.18,22.44,9.09,322855.2,12.82
564945.07,22.44,9.09,322856.47,12.82
565105.6,22.45,9.11,322894.29,12.83
565145.83,22.46,9.12,322815.03,12.83
564997.36,22.46,9.12,322728.68,12.83
565037.59,22.47,9.13,322707.41,12.83
565077.82,22.48,9.14,322794.15,12.84
564780.95,22.47,9.13,322651.27,12.84
564632.48,22.47,9.13,322568.37,12.84
564484.01,22.48,9.13,322522.28,12.84
564716.11,22.49,9.15,323620.16,12.89
564457.31,22.48,9.14,323324.45,12.88
564617.84,22.5,9.15,323362.27,12.88
564023.95,22.51,9.17,323205.45,12.9
563875.48,22.51,9.17,323158.9,12.9
564160.84,22.53,9.18,323132.54,12.9
564012.37,22.53,9.19,323731.13,12.93
563984.19,22.54,9.2,323714.14,12.94
563984.19,22.54,9.2,323716.48,12.94
563610.36,22.53,9.18,323316.12,12.92
563461.89,22.53,9.19,323205.55,12.92
563502.12,22.54,9.2,323337.2,12.93
562434.65,22.57,9.23,323119.42,12.97
562286.18,22.57,9.23,323044.65,12.97
562137.71,22.58,9.23,322961.25,12.97
562177.94,22.59,9.24,322933.34,12.97
562029.47,22.59,9.24,323418.37,13.0
562314.83,22.6,9.26,323692.87,13.01
562286.65,22.61,9.27,323718.43,13.02
562138.18,22.61,9.27,323624.38,13.02
561912.92,22.61,9.27,323357.94,13.01
561764.44,22.61,9.27,323283.83,13.01
561615.97,22.62,9.27,323326.49,13.02
561467.5,22.62,9.27,323379.77,13.03
560993.91,22.64,9.29,323231.95,13.04
560845.44,22.64,9.3,323164.19,13.04
560739.8,22.64,9.3,323358.8,13.06
560743.69,22.64,9.3,323360.74,13.06
560882.44,22.66,9.31,323392.82,13.06
560733.97,22.66,9.32,323402.41,13.07
560585.5,22.66,9.32,323386.08,13.07
560437.03,22.66,9.32,323506.35,13.08
560288.56,22.67,9.32,323322.86,13.08
560449.08,22.68,9.34,323360.67,13.09
560449.08,22.68,9.34,323320.64,13.09
560300.61,22.69,9.34,323158.13,13.08
560479.01,22.7,9.35,323148.35,13.09
560764.37,22.71,9.37,323455.06,13.1
560615.9,22.72,9.37,323503.97,13.11
560242.07,22.71,9.36,323429.63,13.11
560114.83,22.71,9.37,323227.02,13.11
560193.29,22.72,9.38,324140.27,13.15
559821.08,22.72,9.37,323665.05,13.13
559792.9,22.73,9.38,323651.67,13.14
559644.43,22.73,9.38,323557.2,13.14
559495.96,22.73,9.39,323522.46,13.14
559347.49,22.73,9.39,323692.27,13.16
559199.02,22.74,9.39,323497.35,13.15
559050.55,22.74,9.4,323571.39,13.16
558912.69,22.74,9.4,323685.36,13.17
558753.61,22.75,9.4,323447.27,13.17
558725.43,22.76,9.41,323472.84,13.17
558576.96,22.76,9.42,323363.84,13.18
558428.49,22.76,9.42,323304.68,13.18
558428.49,22.76,9.42,323304.68,13.18
558428.49,22.76,9.42,323328.88,13.18
558606.89,22.78,9.43,323579.64,13.19
558647.12,22.78,9.44,323380.65,13.19
558498.65,22.79,9.44,323291.89,13.19
558784.01,22.8,9.46,324212.59,13.23
558962.41,22.82,9.47,324560.27,13.25
558934.23,22.83,9.48,324585.83,13.26
558785.76,22.83,9.49,324438.4,13.25
558785.76,22.83,9.49,324498.44,13.26
558637.29,22.83,9.49,324694.97,13.27
558677.52,22.84,9.5,324568.29,13.27
558529.05,22.84,9.5,324459.06,13.27
558380.58,22.85,9.5,324839.62,13.29
558415.19,22.85,9.51,324925.31,13.3
558277.33,22.85,9.51,324797.79,13.3
558119.54,22.86,9.51,324678.22,13.3
557919.49,22.85,9.51,324478.16,13.29
557891.31,22.86,9.51,324442.17,13.29
556891.31,22.83,9.48,323442.17,13.26
556891.31,22.83,9.48,323442.17,13.26
557069.71,22.84,9.5,323355.87,13.26
556921.24,22.84,9.5,323481.46,13.27
556921.24,22.84,9.5,323481.46,13.27
556772.77,22.85,9.5,323389.04,13.27
556398.94,22.84,9.49,322968.42,13.25
556250.46,22.84,9.49,322895.21,13.26
556101.99,22.84,9.5,323164.2,13.27
555895.12,22.84,9.49,322979.78,13.27
555746.65,22.84,9.5,322697.81,13.26
555925.05,22.85,9.51,323329.28,13.29
556330.71,22.87,9.53,323352.62,13.29
556182.23,22.88,9.53,323255.22,13.3
556182.23,22.88,9.53,323255.22,13.3
556033.76,22.88,9.54,323194.66,13.3
556033.76,22.88,9.54,323194.66,13.3
555659.93,22.87,9.53,323399.52,13.31
555511.46,22.87,9.53,323190.89,13.31
555394.83,22.88,9.53,323302.12,13.32
555074.83,22.87,9.52,322982.12,13.31
554777.96,22.86,9.51,322677.87,13.29
554784.33,22.86,9.51,322664.03,13.29
555208.68,22.88,9.54,324099.43,13.36
555591.88,22.9,9.56,323717.39,13.34
555563.71,22.91,9.56,323742.96,13.35
555415.24,22.91,9.57,323659.84,13.35
555266.76,22.91,9.57,323574.8,13.35
554928.55,22.91,9.56,323238.84,13.34
554769.85,22.9,9.56,323080.13,13.34
555055.21,22.92,9.58,323302.68,13.35
554906.74,22.92,9.58,323141.19,13.35
555085.14,22.94,9.59,323048.26,13.35
554947.28,22.94,9.6,323906.48,13.39
554664.55,22.93,9.59,323646.28,13.38
554636.38,22.94,9.6,323630.38,13.39
554636.38,22.94,9.6,323598.14,13.38
554921.74,22.96,9.61,323494.45,13.38
554773.27,22.96,9.62,323895.47,13.41
554086.67,22.94,9.6,323307.45,13.39
553938.2,22.95,9.6,322933.67,13.38
554187.97,22.96,9.62,323173.43,13.39
554309.4,22.97,9.63,325638.01,13.5
553241.93,23.01,9.66,325420.23,13.53
553133.22,23.0,9.66,325311.52,13.53
554024.07,23.04,9.7,325154.04,13.52
554024.07,23.04,9.7,325188.11,13.52
553995.89,23.05,9.71,325203.07,13.53
553847.42,23.05,9.71,325074.15,13.53
553698.95,23.06,9.71,325066.27,13.54
553550.48,23.06,9.72,325055.07,13.54
553835.84,23.08,9.73,325029.33,13.54
553876.07,23.09,9.74,325015.03,13.55
553916.31,23.1,9.75,325672.47,13.58
553767.83,23.1,9.76,325627.14,13.58
553928.36,23.11,9.77,325664.95,13.59
553554.53,23.1,9.76,325445.38,13.58
553406.06,23.11,9.76,325357.7,13.58
553257.59,23.11,9.77,325267.83,13.59
553109.12,23.11,9.77,325409.03,13.6
553109.12,23.11,9.77,325409.03,13.6
552960.64,23.12,9.77,325259.78,13.6
552812.17,23.12,9.78,325244.86,13.6
552338.58,23.14,9.8,325198.04,13.62
552623.94,23.16,9.81,325168.83,13.63
552623.94,23.16,9.81,325168.6,13.63
552475.47,23.16,9.82,325763.21,13.66
552327.0,23.16,9.82,325669.95,13.66
552559.1,23.18,9.84,325914.72,13.67
552085.51,23.2,9.85,325766.91,13.69
551937.04,23.2,9.86,325764.96,13.69
551563.21,23.19,9.85,325368.59,13.68
551414.74,23.19,9.85,325432.32,13.69
551274.74,23.19,9.85,325292.32,13.68
551314.97,23.2,9.86,325271.45,13.69
551166.5,23.2,9.86,325317.17,13.69
551018.03,23.21,9.86,325529.1,13.71
550869.56,23.21,9.87,325409.63,13.71
550692.91,23.22,9.88,325283.58,13.72
550733.14,23.23,9.89,325433.02,13.73
550584.67,23.23,9.89,325296.9,13.73
550624.9,23.24,9.9,325242.67,13.73
550476.43,23.25,9.9,325667.8,13.75
550327.96,23.25,9.91,325351.51,13.75
550179.49,23.25,9.91,325570.65,13.76
550340.02,23.27,9.93,325608.47,13.77
550380.25,23.28,9.94,325529.21,13.77
549786.36,23.29,9.95,325634.93,13.8
549637.89,23.3,9.95,325458.1,13.79
549489.42,23.3,9.96,325728.1,13.81
549461.24,23.31,9.97,325703.46,13.82
549243.94,23.3,9.96,325503.39,13.81
549095.47,23.31,9.96,325400.47,13.81
548804.9,23.3,9.95,325106.21,13.8
549074.13,23.31,9.97,325258.15,13.81
549359.49,23.33,9.99,325173.17,13.81
549399.72,23.34,10.0,325079.02,13.81
549399.72,23.34,10.0,325102.97,13.81
549439.95,23.35,10.01,325675.18,13.84
549291.48,23.35,10.01,325836.88,13.85
549143.01,23.36,10.01,325994.63,13.87
548075.53,23.39,10.05,325786.9,13.9
548047.36,23.4,10.06,325762.26,13.91
547898.89,23.4,10.06,325663.51,13.91
547611.18,23.39,10.05,325646.58,13.91
547237.35,23.38,10.04,325245.93,13.9
547088.88,23.39,10.04,325273.53,13.9
546940.41,23.39,10.05,325517.47,13.92
546941.71,23.39,10.05,325520.2,13.92
546825.08,23.4,10.05,325372.64,13.92
547572.99,23.44,10.09,326788.89,13.99
547572.99,23.44,10.09,326788.89,13.99
547572.99,23.44,10.09,326789.14,13.99
547336.66,23.44,10.09,326105.14,13.96
547750.5,23.46,10.11,326002.43,13.96
547141.66,23.44,10.1,325431.82,13.94
547181.89,23.45,10.11,325600.89,13.95
547033.42,23.45,10.11,325476.93,13.95
546884.95,23.46,10.11,325400.75,13.96
546660.24,23.45,10.11,325623.46,13.97
546511.77,23.45,10.11,325535.53,13.97
546363.3,23.46,10.11,325461.94,13.97
546225.44,23.46,10.12,325404.58,13.98
546255.06,23.47,10.13,325913.79,14.0
546660.71,23.49,10.15,325937.13,14.01
546512.24,23.5,10.15,325794.2,14.01
546363.77,23.5,10.16,325973.96,14.02
546369.06,23.5,10.16,325976.91,14.02
545995.23,23.49,10.15,325892.0,14.02
545995.23,23.49,10.15,325867.73,14.02
545995.23,23.49,10.15,325867.73,14.02
546035.46,23.5,10.16,325797.05,14.02
545886.99,23.5,10.16,326632.59,14.06
545824.19,23.51,10.17,326591.47,14.07
545796.01,23.52,10.18,326575.57,14.07
545647.54,23.52,10.18,326482.54,14.08
545883.94,23.54,10.2,325846.0,14.05
545617.1,23.53,10.19,325584.91,14.04
545795.5,23.55,10.2,325867.41,14.06
545745.76,23.55,10.21,326416.44,14.09
545786.0,23.56,10.22,326255.82,14.08
545637.53,23.57,10.22,326086.87,14.08
545489.05,23.57,10.23,326165.44,14.09
545731.77,23.59,10.24,327069.98,14.14
545572.69,23.59,10.25,326892.33,14.13
545365.82,23.58,10.24,326722.7,14.13
545526.34,23.6,10.25,326760.51,14.13
545811.7,23.62,10.27,326670.37,14.13
545437.87,23.6,10.26,326598.9,14.13
545478.1,23.61,10.27,326733.2,14.14
545187.53,23.6,10.26,326423.52,14.13
545481.08,23.62,10.28,326334.26,14.13
545521.31,23.63,10.29,326257.94,14.13
545372.84,23.64,10.29,326725.36,14.16
545224.37,23.64,10.3,326872.27,14.17
544852.35,23.63,10.29,326283.09,14.15
544852.35,23.63,10.29,326283.09,14.15
545137.71,23.65,10.3,327347.57,14.2
545137.71,23.65,10.3,327347.57,14.2
544817.71,23.64,10.29,327027.57,14.19
544789.53,23.64,10.3,327042.53,14.19
544641.06,23.65,10.3,326959.09,14.2
544643.65,23.65,10.3,326988.13,14.2
544683.89,23.66,10.31,326916.88,14.2
544535.41,23.66,10.32,327023.96,14.21
544238.47,23.67,10.33,326957.01,14.22
544210.29,23.68,10.34,326927.87,14.22
544072.44,23.68,10.34,327218.57,14.24
543923.97,23.69,10.34,327120.15,14.25
543775.5,23.69,10.35,327165.7,14.25
543405.55,23.68,10.34,326773.37,14.24
543435.17,23.69,10.35,326705.12,14.24
542367.7,23.73,10.38,326487.35,14.28
542219.23,23.73,10.39,326680.19,14.3
542219.23,23.73,10.39,326680.19,14.3
542571.27,23.75,10.4,326825.99,14.31
542249.53,23.74,10.4,326751.14,14.3
542122.28,23.74,10.4,326487.38,14.3
542386.88,23.77,10.42,327223.86,14.34
542358.7,23.78,10.43,327238.82,14.34
541775.94,23.76,10.42,326545.31,14.32
541816.17,23.77,10.43,326473.14,14.32
542101.53,23.79,10.44,326398.58,14.32
541953.06,23.79,10.45,326503.88,14.33
541804.59,23.8,10.45,326419.62,14.34
541804.59,23.8,10.45,326419.62,14.34
541656.11,23.8,10.46,326353.47,14.34
541696.35,23.81,10.47,326994.39,14.37
541547.88,23.81,10.47,326966.83,14.38
541519.7,23.82,10.48,326992.39,14.39
541377.57,23.82,10.48,327003.2,14.39
541229.09,23.82,10.48,326894.2,14.39
541269.33,23.83,10.49,326837.9,14.39
541309.56,23.84,10.5,326942.53,14.4
541594.92,23.86,10.52,326904.07,14.4
541221.09,23.85,10.51,326820.86,14.4
541072.62,23.85,10.51,326796.54,14.41
541072.62,23.85,10.51,326796.54,14.41
541447.76,23.87,10.53,327642.98,14.45
541488.0,23.88,10.54,327882.88,14.46
541459.82,23.89,10.55,327908.45,14.47
541500.05,23.9,10.56,327833.02,14.47
541351.58,23.91,10.56,327743.14,14.47
541351.58,23.91,10.56,327743.14,14.47
541203.11,23.91,10.57,327837.43,14.48
541054.64,23.92,10.57,327735.1,14.49
541054.64,23.92,10.57,327735.1,14.49
540906.17,23.92,10.58,327698.03,14.49
540757.7,23.92,10.58,327979.08,14.51
540609.23,23.93,10.58,327835.42,14.51
540581.05,23.94,10.59,327850.38,14.52
540621.28,23.95,10.6,327778.2,14.52
540621.28,23.95,10.6,327778.2,14.52
540621.28,23.95,10.6,327796.56,14.52
540472.81,23.95,10.61,327714.04,14.52
540474.11,23.95,10.61,327715.37,14.52
540325.63,23.96,10.61,327767.76,14.53
540000.65,23.95,10.6,327469.78,14.52
540179.05,23.96,10.62,327418.94,14.52
540030.58,23.96,10.62,327807.75,14.55
540070.81,23.98,10.63,327943.19,14.56
540529.74,24.0,10.65,328349.72,14.58
540501.57,24.0,10.66,328364.68,14.58
540353.1,24.01,10.67,328281.23,14.59
540353.1,24.01,10.67,328261.12,14.59
540301.41,24.01,10.67,328510.75,14.6
540152.94,24.02,10.67,328497.22,14.61
540446.49,24.03,10.69,328869.96,14.62
540298.02,24.04,10.69,328814.65,14.63
540170.77,24.04,10.7,328519.68,14.62
540200.39,24.05,10.71,329130.13,14.65
540200.39,24.05,10.71,329130.13,14.65
540276.7,24.06,10.72,329247.17,14.66
540248.52,24.07,10.73,329272.73,14.67
540100.05,24.07,10.73,329189.61,14.67
539493.94,24.06,10.72,328563.9,14.65
539345.47,24.06,10.72,328478.86,14.65
539345.47,24.06,10.72,328478.86,14.65
539345.47,24.06,10.72,328409.17,14.65
539197.0,24.07,10.72,328528.0,14.66
539048.53,24.07,10.73,328411.58,14.66
538900.05,24.07,10.73,328437.67,14.67
538762.2,24.08,10.74,328573.2,14.69
538540.5,24.07,10.73,328426.62,14.68
538381.41,24.08,10.73,328187.4,14.68
538353.24,24.09,10.74,328194.93,14.68
538204.76,24.09,10.75,328114.39,14.69
538245.0,24.1,10.76,328047.66,14.69
538245.0,24.1,10.76,328047.66,14.69
538530.36,24.12,10.77,328172.12,14.7
538381.89,24.12,10.78,328054.33,14.7
538233.42,24.13,10.78,328034.21,14.7
537859.58,24.11,10.77,328553.19,14.73
537899.82,24.12,10.78,328494.85,14.73
537751.35,24.13,10.79,328396.33,14.74
537751.35,24.13,10.79,328396.33,14.74
537911.87,24.15,10.8,328434.15,14.74
537911.87,24.15,10.8,328434.15,14.74
537952.1,24.16,10.81,328354.89,14.74
537803.63,24.16,10.82,328396.78,14.75
537655.16,24.16,10.82,328320.7,14.76
537496.46,24.16,10.82,328162.4,14.75
537790.0,24.18,10.83,328091.62,14.75
537641.53,24.18,10.84,328440.46,14.77
537681.77,24.19,10.85,328620.68,14.79
537533.29,24.2,10.85,328780.74,14.8
537161.28,24.18,10.84,328655.86,14.8
537459.97,24.2,10.86,328742.88,14.81
537311.5,24.21,10.87,328652.57,14.81
537163.03,24.21,10.87,328526.43,14.81
537203.26,24.22,10.88,328664.19,14.82
537054.79,24.23,10.88,328543.28,14.82
537233.19,24.24,10.9,328481.54,14.82
537273.42,24.25,10.91,329505.52,14.87
537124.95,24.26,10.91,329409.47,14.88
537096.77,24.27,10.92,329492.67,14.89
536756.2,24.26,10.91,329140.13,14.87
536756.2,24.26,10.91,329125.2,14.87
536607.73,24.26,10.92,328991.68,14.87
536310.86,24.25,10.91,328756.06,14.87
536351.09,24.26,10.92,328691.83,14.87
536636.45,24.28,10.94,328815.28,14.88
536339.51,24.29,10.94,329022.21,14.9
536339.51,24.29,10.94,329022.21,14.9
535975.68,24.28,10.93,328710.64,14.89
536015.91,24.29,10.94,328610.41,14.89
535867.44,24.29,10.95,329034.26,14.92
535690.79,24.31,10.96,329077.23,14.93
535542.32,24.31,10.97,328977.69,14.93
535393.85,24.31,10.97,328888.0,14.94
535245.38,24.32,10.98,328900.58,14.94
534948.51,24.31,10.97,328571.17,14.93
535233.87,24.33,10.98,329322.8,14.97
535284.71,24.34,10.99,328784.03,14.95
534990.23,24.33,10.99,329101.75,14.97
534990.23,24.33,10.99,329101.75,14.97
534962.06,24.34,11.0,329094.5,14.97
534912.32,24.35,11.0,328916.82,14.97
535197.68,24.36,11.02,328815.86,14.97
535049.21,24.37,11.03,329073.9,14.99
534900.74,24.37,11.03,328852.51,14.98
534940.97,24.38,11.04,328798.15,14.99
534943.56,24.38,11.04,328831.79,14.99
534795.09,24.39,11.05,328780.83,14.99
534431.26,24.38,11.03,329229.72,15.02
534348.24,24.38,11.04,329004.18,15.01
534320.07,24.39,11.05,328996.92,15.02
534171.6,24.4,11.06,328876.62,15.02
533957.67,24.4,11.06,328870.6,15.03
533809.2,24.4,11.06,329231.85,15.05
533660.73,24.41,11.07,328933.78,15.04
533512.26,24.41,11.07,328951.69,15.05
533552.49,24.42,11.08,329410.25,15.08
533552.49,24.42,11.08,329380.2,15.08
533552.49,24.42,11.08,329380.2,15.08
533603.34,24.44,11.09,329252.81,15.08
533603.34,24.44,11.09,329252.81,15.08
533444.25,24.44,11.1,329127.73,15.08
533416.07,24.45,11.11,329091.07,15.08
533456.31,24.46,11.12,329183.97,15.09
533458.9,24.46,11.12,329218.37,15.1
533499.13,24.47,11.13,329129.08,15.1
533350.66,24.48,11.13,329010.22,15.1
533725.81,24.5,11.15,329256.92,15.11
533577.34,24.5,11.16,329078.93,15.11
533577.34,24.5,11.16,329078.93,15.11
533428.87,24.51,11.16,328975.33,15.11
533280.4,24.51,11.17,329863.03,15.16
533252.22,24.52,11.18,329888.59,15.17
532758.6,24.5,11.16,329337.44,15.15
533043.96,24.52,11.18,329244.26,15.15
533046.55,24.52,11.18,329286.74,15.15
532898.08,24.53,11.18,329390.2,15.16
532749.61,24.53,11.19,329313.32,15.16
532749.61,24.53,11.19,329313.32,15.16
532601.14,24.54,11.19,329199.7,15.17
532227.31,24.52,11.18,329189.91,15.17
532267.54,24.54,11.19,329521.65,15.19
532119.07,24.54,11.2,329376.62,15.19
532563.52,24.56,11.22,330010.29,15.22
532149.37,24.55,11.21,329522.03,15.2
532555.02,24.57,11.23,329545.37,15.21
532181.19,24.56,11.22,329439.8,15.21
532466.55,24.58,11.24,329645.97,15.22
532698.65,24.6,11.26,329461.92,15.21
532738.89,24.61,11.27,329382.29,15.22
532917.29,24.63,11.28,329881.72,15.24
533095.68,24.64,11.3,329707.72,15.24
532743.08,24.63,11.29,329517.3,15.23
533122.9,24.66,11.32,331499.55,15.33
533094.73,24.67,11.33,331498.26,15.34
533103.72,24.67,11.33,331352.96,15.34
533143.95,24.68,11.34,331278.47,15.34
532995.48,24.69,11.35,331214.51,15.34
533280.84,24.71,11.36,331231.18,15.35
533280.84,24.71,11.36,331231.18,15.35
533132.37,24.71,11.37,331195.02,15.35
533132.37,24.71,11.37,331195.02,15.35
533172.6,24.72,11.38,331638.04,15.38
533024.13,24.73,11.38,331634.51,15.39
532875.66,24.73,11.39,331793.27,15.4
532847.48,24.74,11.4,331876.46,15.41
532699.01,24.75,11.4,331764.48,15.41
532699.01,24.75,11.4,331807.93,15.41
532325.18,24.74,11.39,331589.91,15.41
532610.54,24.75,11.41,331501.55,15.41
532246.71,24.74,11.4,331615.39,15.42
532532.07,24.76,11.42,331538.0,15.42
532383.59,24.77,11.42,331464.92,15.42
531316.12,24.81,11.47,331247.14,15.47
531167.65,24.81,11.47,332131.88,15.52
531046.74,24.81,11.47,331656.31,15.49
531335.98,24.84,11.49,331983.26,15.52
530728.57,24.82,11.48,331546.5,15.5
530700.4,24.83,11.49,331539.24,15.51
530985.76,24.85,11.5,331438.29,15.51
530837.28,24.85,11.51,331779.55,15.53
530463.45,24.84,11.5,331739.81,15.53
530838.6,24.86,11.52,331399.99,15.52
530651.19,24.86,11.51,333447.36,15.62
530723.27,24.87,11.53,332664.86,15.59
531460.82,24.92,11.57,332853.03,15.6
531141.05,24.91,11.57,332910.99,15.61
531141.05,24.91,11.57,332910.99,15.61
530651.1,24.9,11.55,332318.72,15.59
531056.75,24.92,11.58,332342.06,15.6
530914.62,24.92,11.57,332210.71,15.59
530766.15,24.92,11.58,332365.12,15.61
530617.68,24.93,11.58,332263.83,15.61
530469.21,24.93,11.59,332172.54,15.61
530320.73,24.94,11.59,333087.35,15.66
530257.93,24.94,11.6,333074.56,15.67
530563.22,24.97,11.63,332995.2,15.67
530563.22,24.97,11.63,332995.2,15.67
530535.04,24.98,11.64,333010.16,15.68
530537.63,24.98,11.64,333011.38,15.68
530389.16,24.99,11.64,332927.94,15.68
530567.56,25.0,11.66,332859.09,15.69
530419.09,25.01,11.66,333151.78,15.71
530419.09,25.01,11.66,333151.78,15.71
530419.09,25.01,11.66,333151.78,15.71
530270.62,25.01,11.67,332998.44,15.71
530270.62,25.01,11.67,332998.44,15.71
529781.02,25.0,11.66,332594.18,15.69
529632.55,25.0,11.66,332523.36,15.7
529526.92,25.01,11.67,332961.17,15.73
529524.31,25.02,11.68,332877.98,15.73
529496.14,25.03,11.69,332867.52,15.74
529765.37,25.05,11.71,332759.45,15.73
529805.6,25.06,11.72,332887.14,15.75
529508.73,25.05,11.71,332602.04,15.74
529360.26,25.06,11.71,332499.37,15.74
529211.79,25.06,11.72,332432.0,15.74
529063.32,25.07,11.72,332842.3,15.77
528914.85,25.07,11.73,332673.34,15.77
528955.08,25.08,11.74,333034.78,15.79
528667.38,25.07,11.73,332881.4,15.79
528490.73,25.09,11.74,332924.37,15.8
528342.26,25.09,11.75,332814.83,15.81
528193.78,25.1,11.75,332732.15,15.81
528045.31,25.1,11.76,332830.97,15.82
527918.07,25.11,11.76,333377.93,15.86
528283.92,25.13,11.79,333378.81,15.86
528096.68,25.13,11.79,333175.39,15.86
528257.21,25.15,11.81,333213.21,15.86
528526.44,25.17,11.83,333057.46,15.86
528377.97,25.18,11.83,333184.73,15.88
528091.19,25.17,11.82,332882.96,15.86
