ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b22c-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
679,1940,1751930,6212,1751930
679,1940,1751930,6212,1751930
679,1940,1751930,6212,1751930
679,1940,1752400,6212,1752400
679,1940,1753400,6212,1753400
679,1940,1754400,6212,1754400
679,1940,1755400,6212,1755400
679,1940,1756210,6212,1756210
679,1940,1757210,6212,1757210
679,1940,1758210,6212,1758210
680,1948,1758860,6212,1758860
680,1948,1759860,6212,1759860
680,1948,1760670,6212,1760670
680,1948,1760670,6212,1760670
680,1948,1761480,6212,1761480
680,1948,1762290,6212,1762290
681,1956,1770290,6212,1770290
681,1956,1771100,6212,1771100
681,1956,1772100,6212,1772100
681,1956,1772570,6212,1772570
681,1956,1773570,6212,1773570
682,1964,1774570,6212,1774570
682,1964,1775570,6212,1775570
682,1964,1775890,6212,1775890
682,1964,1776890,6212,1776890
682,1964,1777890,6212,1777890
682,1964,1778890,6212,1778890
682,1964,1779700,6212,1779700
682,1964,1780510,6212,1780510
682,1964,1781060,6212,1781060
683,1972,1781870,6212,1781870
683,1972,1782870,6212,1782870
683,1972,1783870,6212,1783870
683,1972,1784870,6212,1784870
683,1972,1785870,6212,1785870
683,1972,1786870,6212,1786870
683,1972,1787870,6212,1787870
683,1972,1788870,6212,1788870
684,1980,1789870,6212,1789870
684,1980,1790340,6212,1790340
684,1980,1791340,6212,1791340
684,1980,1792150,6212,1792150
684,1980,1792150,6212,1792150
684,1980,1793150,6212,1793150
684,1980,1794150,6212,1794150
684,1980,1794630,6212,1794630
684,1980,1795630,6212,1795630
684,1980,1796630,6212,1796630
685,1988,1797090,6212,1797090
685,1988,1798090,6212,1798090
685,1988,1798900,6212,1798900
685,1988,1799900,6212,1799900
685,1988,1799900,6212,1799900
685,1988,1800900,6212,1800900
685,1988,1801900,6212,1801900
685,1988,1802450,6212,1802450
685,1988,1803450,6212,1803450
686,1996,1804450,6212,1804450
686,1996,1804450,6212,1804450
686,1996,1805450,6212,1805450
686,1996,1806450,6212,1806450
686,1996,1806680,6212,1806680
686,1996,1806910,6212,1806910
686,1996,1807910,6212,1807910
686,1996,1808720,6212,1808720
686,1996,1809720,6212,1809720
686,1996,1810270,6212,1810270
686,1996,1811270,6212,1811270
687,2004,1812270,6212,1812270
687,2004,1812270,6212,1812270
687,2004,1812740,6212,1812740
687,2004,1813740,6212,1813740
687,2004,1814740,6212,1814740
688,2012,1822740,6212,1822740
688,2012,1823740,6212,1823740
688,2012,1824290,6212,1824290
688,2012,1824760,6212,1824760
688,2012,1824760,6212,1824760
688,2012,1825760,6212,1825760
688,2012,1826570,6212,1826570
688,2012,1826570,6212,1826570
689,2020,1827570,6212,1827570
689,2020,1828570,6212,1828570
689,2020,1829570,6212,1829570
689,2020,1830570,6212,1830570
689,2020,1831570,6212,1831570
689,2020,1831570,6212,1831570
689,2020,1831570,6212,1831570
689,2020,1832570,6212,1832570
689,2020,1832570,6212,1832570
689,2020,1833570,6212,1833570
689,2020,1834040,6212,1834040
689,2020,1834040,6212,1834040
689,2020,1834040,6212,1834040
690,2028,1834510,6212,1834510
690,2028,1835510,6212,1835510
690,2028,1836510,6212,1836510
690,2028,1836980,6212,1836980
690,2028,1837980,6212,1837980
690,2028,1838980,6212,1838980
690,2028,1839980,6212,1839980
690,2028,1840980,6212,1840980
691,2036,1841980,6212,1841980
691,2036,1842980,6212,1842980
691,2036,1842980,6212,1842980
691,2036,1843980,6212,1843980
691,2036,1844980,6212,1844980
691,2036,1845980,6212,1845980
691,2036,1846980,6212,1846980
691,2036,1846980,6212,1846980
692,2044,1847980,6212,1847980
692,2044,1848980,6212,1848980
692,2044,1849630,6212,1849630
692,2044,1850100,6212,1850100
692,2044,1850570,6212,1850570
692,2044,1851380,6212,1851380
692,2044,1852380,6212,1852380
692,2044,1853190,6212,1853190
692,2044,1854000,6212,1854000
692,2044,1855000,6212,1855000
692,2044,1855470,6212,1855470
692,2044,1855470,6212,1855470
692,2044,1856280,6212,1856280
693,2052,1857280,6212,1857280
693,2052,1858280,6212,1858280
693,2052,1859280,6212,1859280
693,2052,1859750,6212,1859750
693,2052,1859750,6212,1859750
693,2052,1860220,6212,1860220
693,2052,1861220,6212,1861220
693,2052,1862220,6212,1862220
693,2052,1863220,6212,1863220
693,2052,1864030,6212,1864030
694,2060,1865030,6212,1865030
694,2060,1866030,6212,1866030
694,2060,1867030,6212,1867030
694,2060,1867500,6212,1867500
694,2060,1868310,6212,1868310
694,2060,1868680,6212,1868680
694,2060,1868680,6212,1868680
694,2060,1869680,6212,1869680
694,2060,1870680,6212,1870680
694,2060,1871150,6212,1871150
694,2060,1871620,6212,1871620
694,2060,1872620,6212,1872620
695,2068,1873620,6212,1873620
695,2068,1874620,6212,1874620
695,2068,1874850,6212,1874850
695,2068,1875850,6212,1875850
695,2068,1875850,6212,1875850
695,2068,1876660,6212,1876660
695,2068,1877660,6212,1877660
695,2068,1878660,6212,1878660
695,2068,1879660,6212,1879660
695,2068,1880310,6212,1880310
695,2068,1880630,6212,1880630
695,2068,1881630,6212,1881630
696,2076,1882280,6212,1882280
696,2076,1882830,6212,1882830
697,2084,1890830,6212,1890830
697,2084,1891300,6212,1891300
697,2084,1892300,6212,1892300
697,2084,1892770,6212,1892770
697,2084,1893770,6212,1893770
697,2084,1894230,6212,1894230
697,2084,1894700,6212,1894700
697,2084,1895700,6212,1895700
697,2084,1896700,6212,1896700
698,2092,1897700,6212,1897700
698,2092,1898510,6212,1898510
698,2092,1899510,6212,1899510
698,2092,1899980,6212,1899980
698,2092,1900980,6212,1900980
698,2092,1901790,6212,1901790
698,2092,1902790,6212,1902790
698,2092,1903120,6212,1903120
698,2092,1903120,6212,1903120
698,2092,1904120,6212,1904120
698,2092,1904120,6212,1904120
699,2100,1905120,6212,1905120
699,2100,1906120,6212,1906120
699,2100,1906440,6212,1906440
699,2100,1906670,6212,1906670
699,2100,1907670,6212,1907670
699,2100,1908480,6212,1908480
699,2100,1909480,6212,1909480
699,2100,1909800,6212,1909800
699,2100,1910800,6212,1910800
699,2100,1911800,6212,1911800
699,2100,1911800,6212,1911800
699,2100,1912610,6212,1912610
700,2108,1920610,6212,1920610
701,2116,1921610,6212,1921610
702,2124,1929610,6212,1929610
702,2124,1930610,6212,1930610
702,2124,1931080,6212,1931080
702,2124,1931890,6212,1931890
702,2124,1932360,6212,1932360
702,2124,1932830,6212,1932830
702,2124,1933830,6212,1933830
702,2124,1934830,6212,1934830
702,2124,1935830,6212,1935830
702,2124,1936830,6212,1936830
703,2132,1937830,6212,1937830
703,2132,1938830,6212,1938830
703,2132,1939830,6212,1939830
703,2132,1940830,6212,1940830
703,2132,1941830,6212,1941830
703,2132,1942830,6212,1942830
703,2132,1942830,6212,1942830
703,2132,1943060,6212,1943060
703,2132,1944060,6212,1944060
704,2140,1945060,6212,1945060
704,2140,1945530,6212,1945530
704,2140,1946530,6212,1946530
704,2140,1947530,6212,1947530
704,2140,1948120,6212,1948120
704,2140,1948590,6212,1948590
705,2148,1956590,6212,1956590
705,2148,1957590,6212,1957590
705,2148,1958590,6212,1958590
705,2148,1958590,6212,1958590
705,2148,1958590,6212,1958590
705,2148,1959400,6212,1959400
705,2148,1960400,6212,1960400
706,2156,1961210,6212,1961210
706,2156,1961440,6212,1961440
706,2156,1961910,6212,1961910
706,2156,1961910,6212,1961910
706,2156,1962910,6212,1962910
706,2156,1963910,6212,1963910
706,2156,1964560,6212,1964560
706,2156,1965560,6212,1965560
706,2156,1966370,6212,1966370
706,2156,1967370,6212,1967370
706,2156,1967370,6212,1967370
706,2156,1967370,6212,1967370
706,2156,1967640,6212,1967640
707,2164,1968640,6212,1968640
707,2164,1968930,6212,1968930
707,2164,1969400,6212,1969400
708,2172,1977400,6212,1977400
708,2172,1978400,6212,1978400
708,2172,1979400,6212,1979400
708,2172,1980400,6212,1980400
708,2172,1981400,6212,1981400
708,2172,1981400,6212,1981400
708,2172,1982210,6212,1982210
708,2172,1982860,6212,1982860
708,2172,1983860,6212,1983860
708,2172,1983860,6212,1983860
709,2180,1984860,6212,1984860
709,2180,1984860,6212,1984860
709,2180,1985860,6212,1985860
709,2180,1986860,6212,1986860
709,2180,1986860,6212,1986860
709,2180,1987860,6212,1987860
709,2180,1988860,6212,1988860
709,2180,1989860,6212,1989860
709,2180,1990670,6212,1990670
709,2180,1991320,6212,1991320
710,2188,1992320,6212,1992320
710,2188,1993320,6212,1993320
710,2188,1994320,6212,1994320
710,2188,1995320,6212,1995320
710,2188,1996130,6212,1996130
710,2188,1997130,6212,1997130
710,2188,1997450,6212,1997450
710,2188,1998450,6212,1998450
710,2188,1998910,6212,1998910
711,2196,1999910,6212,1999910
711,2196,2000380,6212,2000380
711,2196,2001380,6212,2001380
711,2196,2001380,6212,2001380
711,2196,2002380,6212,2002380
711,2196,2003030,6212,2003030
711,2196,2003840,6212,2003840
711,2196,2004650,6212,2004650
711,2196,2005650,6212,2005650
711,2196,2006650,6212,2006650
711,2196,2006870,6212,2006870
712,2204,2007340,6212,2007340
712,2204,2007810,6212,2007810
712,2204,2008810,6212,2008810
712,2204,2009620,6212,2009620
712,2204,2009620,6212,2009620
712,2204,2010430,6212,2010430
712,2204,2012430,6212,2012430
712,2204,2013430,6212,2013430
712,2204,2014240,6212,2014240
713,2212,2022240,6212,2022240
713,2212,2022350,6212,2022350
714,2220,2023160,6212,2023160
714,2220,2024160,6212,2024160
714,2220,2025160,6212,2025160
714,2220,2025620,6212,2025620
714,2220,2026430,6212,2026430
714,2220,2027430,6212,2027430
714,2220,2027750,6212,2027750
714,2220,2028750,6212,2028750
714,2220,2029750,6212,2029750
714,2220,2030210,6212,2030210
715,2228,2030680,6212,2030680
715,2228,2031680,6212,2031680
715,2228,2032150,6212,2032150
715,2228,2033150,6212,2033150
715,2228,2033380,6212,2033380
715,2228,2033380,6212,2033380
715,2228,2034190,6212,2034190
715,2228,2034660,6212,2034660
715,2228,2035660,6212,2035660
715,2228,2036660,6212,2036660
716,2236,2040660,6212,2040660
716,2236,2041660,6212,2041660
717,2244,2049660,6212,2049660
717,2244,2050660,6212,2050660
717,2244,2051130,6212,2051130
717,2244,2051940,6212,2051940
717,2244,2052590,6212,2052590
717,2244,2053590,6212,2053590
718,2252,2054590,6212,2054590
718,2252,2055590,6212,2055590
718,2252,2056590,6212,2056590
718,2252,2057590,6212,2057590
718,2252,2058590,6212,2058590
718,2252,2059590,6212,2059590
718,2252,2060590,6212,2060590
718,2252,2061590,6212,2061590
718,2252,2061590,6212,2061590
719,2260,2062590,6212,2062590
719,2260,2063590,6212,2063590
719,2260,2063910,6212,2063910
719,2260,2064910,6212,2064910
719,2260,2065910,6212,2065910
719,2260,2065910,6212,2065910
719,2260,2065910,6212,2065910
719,2260,2065910,6212,2065910
719,2260,2066910,6212,2066910
719,2260,2067380,6212,2067380
719,2260,2068380,6212,2068380
719,2260,2068850,6212,2068850
720,2268,2069500,6212,2069500
720,2268,2070500,6212,2070500
720,2268,2071310,6212,2071310
720,2268,2072310,6212,2072310
720,2268,2072310,6212,2072310
720,2268,2073310,6212,2073310
720,2268,2073310,6212,2073310
720,2268,2074120,6212,2074120
720,2268,2074590,6212,2074590
720,2268,2075590,6212,2075590
720,2268,2075810,6212,2075810
720,2268,2076810,6212,2076810
721,2276,2077620,6212,2077620
721,2276,2078430,6212,2078430
721,2276,2079430,6212,2079430
721,2276,2079980,6212,2079980
721,2276,2080140,6212,2080140
721,2276,2080950,6212,2080950
721,2276,2080950,6212,2080950
721,2276,2081950,6212,2081950
721,2276,2082950,6212,2082950
721,2276,2083950,6212,2083950
722,2284,2084950,6212,2084950
722,2284,2085950,6212,2085950
722,2284,2086760,6212,2086760
722,2284,2087090,6212,2087090
722,2284,2089090,6212,2089090
722,2284,2089410,6212,2089410
722,2284,2090410,6212,2090410
722,2284,2091410,6212,2091410
722,2284,2091520,6212,2091520
722,2284,2091980,6212,2091980
722,2284,2091980,6212,2091980
723,2292,2092980,6212,2092980
723,2292,2093530,6212,2093530
723,2292,2094530,6212,2094530
723,2292,2094530,6212,2094530
723,2292,2095530,6212,2095530
723,2292,2095850,6212,2095850
723,2292,2096850,6212,2096850
723,2292,2097320,6212,2097320
723,2292,2097550,6212,2097550
723,2292,2098550,6212,2098550
723,2292,2098550,6212,2098550
723,2292,2098550,6212,2098550
724,2300,2099020,6212,2099020
724,2300,2099670,6212,2099670
724,2300,2100220,6212,2100220
724,2300,2100450,6212,2100450
724,2300,2100450,6212,2100450
724,2300,2100920,6212,2100920
725,2308,2108920,6212,2108920
725,2308,2109920,6212,2109920
725,2308,2110730,6212,2110730
725,2308,2110730,6212,2110730
725,2308,2111050,6212,2111050
725,2308,2112050,6212,2112050
725,2308,2112050,6212,2112050
725,2308,2113050,6212,2113050
725,2308,2113270,6212,2113270
725,2308,2114080,6212,2114080
726,2316,2118080,6212,2118080
726,2316,2119080,6212,2119080
726,2316,2120080,6212,2120080
727,2324,2121080,6212,2121080
727,2324,2121890,6212,2121890
727,2324,2122890,6212,2122890
727,2324,2123000,6212,2123000
727,2324,2123000,6212,2123000
727,2324,2124000,6212,2124000
727,2324,2125000,6212,2125000
727,2324,2126000,6212,2126000
727,2324,2128000,6212,2128000
727,2324,2129000,6212,2129000
727,2324,2129810,6212,2129810
728,2332,2130040,6212,2130040
728,2332,2131040,6212,2131040
728,2332,2131510,6212,2131510
728,2332,2131510,6212,2131510
728,2332,2132060,6212,2132060
728,2332,2132060,6212,2132060
728,2332,2133060,6212,2133060
728,2332,2133710,6212,2133710
728,2332,2134710,6212,2134710
728,2332,2135710,6212,2135710
729,2340,2136030,6212,2136030
729,2340,2136840,6212,2136840
729,2340,2137110,6212,2137110
729,2340,2138110,6212,2138110
729,2340,2138920,6212,2138920
729,2340,2139920,6212,2139920
729,2340,2139920,6212,2139920
729,2340,2140920,6212,2140920
729,2340,2141570,6212,2141570
729,2340,2141570,6212,2141570
729,2340,2142160,6212,2142160
729,2340,2142710,6212,2142710
730,2348,2143180,6212,2143180
730,2348,2143650,6212,2143650
730,2348,2144120,6212,2144120
730,2348,2144350,6212,2144350
730,2348,2144510,6212,2144510
730,2348,2145510,6212,2145510
730,2348,2146510,6212,2146510
730,2348,2146970,6212,2146970
730,2348,2146970,6212,2146970
730,2348,2147970,6212,2147970
730,2348,2148440,6212,2148440
730,2348,2149440,6212,2149440
731,2356,2157440,6212,2157440
731,2356,2157990,6212,2157990
731,2356,2158460,6212,2158460
732,2364,2159460,6212,2159460
732,2364,2159930,6212,2159930
732,2364,2160930,6212,2160930
732,2364,2161400,6212,2161400
732,2364,2161720,6212,2161720
732,2364,2162720,6212,2162720
732,2364,2163720,6212,2163720
732,2364,2163830,6212,2163830
732,2364,2164830,6212,2164830
732,2364,2164830,6212,2164830
732,2364,2165830,6212,2165830
732,2364,2166150,6212,2166150
733,2372,2167150,6212,2167150
733,2372,2168150,6212,2168150
733,2372,2168960,6212,2168960
733,2372,2169430,6212,2169430
733,2372,2169430,6212,2169430
733,2372,2170430,6212,2170430
733,2372,2171430,6212,2171430
733,2372,2172240,6212,2172240
733,2372,2172710,6212,2172710
733,2372,2172710,6212,2172710
733,2372,2173710,6212,2173710
734,2380,2174710,6212,2174710
734,2380,2175180,6212,2175180
734,2380,2175990,6212,2175990
734,2380,2176990,6212,2176990
734,2380,2177310,6212,2177310
734,2380,2177540,6212,2177540
734,2380,2177760,6212,2177760
734,2380,2177760,6212,2177760
734,2380,2178230,6212,2178230
734,2380,2179230,6212,2179230
734,2380,2180230,6212,2180230
735,2388,2181230,6212,2181230
735,2388,2182230,6212,2182230
735,2388,2182230,6212,2182230
735,2388,2183230,6212,2183230
735,2388,2183880,6212,2183880
735,2388,2184880,6212,2184880
735,2388,2185880,6212,2185880
735,2388,2186690,6212,2186690
735,2388,2187160,6212,2187160
735,2388,2188160,6212,2188160
736,2396,2188970,6212,2188970
736,2396,2189970,6212,2189970
736,2396,2190970,6212,2190970
736,2396,2191780,6212,2191780
736,2396,2191780,6212,2191780
736,2396,2192780,6212,2192780
736,2396,2193780,6212,2193780
736,2396,2194780,6212,2194780
736,2396,2195430,6212,2195430
737,2404,2196430,6212,2196430
737,2404,2197430,6212,2197430
737,2404,2198430,6212,2198430
737,2404,2199430,6212,2199430
737,2404,2200430,6212,2200430
737,2404,2201430,6212,2201430
737,2404,2202240,6212,2202240
737,2404,2202240,6212,2202240
738,2412,2203240,6212,2203240
738,2412,2204050,6212,2204050
739,2420,2212050,6212,2212050
739,2420,2213050,6212,2213050
739,2420,2213860,6212,2213860
739,2420,2214510,6212,2214510
739,2420,2215510,6212,2215510
739,2420,2216320,6212,2216320
739,2420,2217320,6212,2217320
739,2420,2217550,6212,2217550
739,2420,2218360,6212,2218360
740,2428,2219360,6212,2219360
740,2428,2219360,6212,2219360
740,2428,2221360,6212,2221360
740,2428,2221830,6212,2221830
740,2428,2221830,6212,2221830
740,2428,2222830,6212,2222830
740,2428,2223830,6212,2223830
740,2428,2224830,6212,2224830
740,2428,2225060,6212,2225060
740,2428,2226060,6212,2226060
740,2428,2227060,6212,2227060
741,2436,2235060,6212,2235060
741,2436,2235060,6212,2235060
742,2444,2236060,6212,2236060
742,2444,2237060,6212,2237060
742,2444,2237870,6212,2237870
742,2444,2237870,6212,2237870
742,2444,2238870,6212,2238870
742,2444,2239330,6212,2239330
742,2444,2239330,6212,2239330
742,2444,2240330,6212,2240330
742,2444,2241330,6212,2241330
742,2444,2242330,6212,2242330
743,2452,2243330,6212,2243330
743,2452,2244330,6212,2244330
743,2452,2245330,6212,2245330
743,2452,2246330,6212,2246330
744,2460,2254330,6212,2254330
744,2460,2254650,6212,2254650
744,2460,2255650,6212,2255650
744,2460,2256120,6212,2256120
744,2460,2256120,6212,2256120
744,2460,2256120,6212,2256120
744,2460,2257120,6212,2257120
744,2460,2257350,6212,2257350
744,2460,2257820,6212,2257820
745,2468,2258820,6212,2258820
745,2468,2258820,6212,2258820
745,2468,2259820,6212,2259820
745,2468,2260290,6212,2260290
745,2468,2260610,6212,2260610
745,2468,2261420,6212,2261420
745,2468,2261420,6212,2261420
745,2468,2261890,6212,2261890
745,2468,2262890,6212,2262890
745,2468,2262890,6212,2262890
745,2468,2263890,6212,2263890
745,2468,2264890,6212,2264890
745,2468,2264890,6212,2264890
745,2468,2265890,6212,2265890
746,2476,2266360,6212,2266360
746,2476,2266360,6212,2266360
746,2476,2267360,6212,2267360
746,2476,2268360,6212,2268360
746,2476,2269360,6212,2269360
746,2476,2269830,6212,2269830
746,2476,2270640,6212,2270640
746,2476,2271640,6212,2271640
746,2476,2272640,6212,2272640
746,2476,2273640,6212,2273640
747,2484,2274450,6212,2274450
747,2484,2274450,6212,2274450
747,2484,2274920,6212,2274920
747,2484,2275920,6212,2275920
747,2484,2276920,6212,2276920
747,2484,2276920,6212,2276920
747,2484,2276920,6212,2276920
747,2484,2277920,6212,2277920
747,2484,2278920,6212,2278920
747,2484,2279920,6212,2279920
747,2484,2280920,6212,2280920
748,2492,2281730,6212,2281730
748,2492,2281730,6212,2281730
748,2492,2282730,6212,2282730
748,2492,2283540,6212,2283540
748,2492,2284350,6212,2284350
749,2500,2292350,6212,2292350
750,2508,2300350,6212,2300350
750,2508,2300680,6212,2300680
750,2508,2301680,6212,2301680
750,2508,2302680,6212,2302680
750,2508,2303490,6212,2303490
750,2508,2303490,6212,2303490
750,2508,2304490,6212,2304490
751,2516,2305490,6212,2305490
751,2516,2305860,6212,2305860
751,2516,2306090,6212,2306090
751,2516,2306900,6212,2306900
751,2516,2307900,6212,2307900
751,2516,2307900,6212,2307900
751,2516,2308370,6212,2308370
751,2516,2309180,6212,2309180
751,2516,2309180,6212,2309180
751,2516,2310180,6212,2310180
751,2516,2310180,6212,2310180
751,2516,2310990,6212,2310990
751,2516,2311360,6212,2311360
752,2524,2312360,6212,2312360
752,2524,2312830,6212,2312830
752,2524,2313830,6212,2313830
752,2524,2314150,6212,2314150
752,2524,2315150,6212,2315150
752,2524,2315740,6212,2315740
752,2524,2316550,6212,2316550
752,2524,2317020,6212,2317020
752,2524,2318020,6212,2318020
752,2524,2319020,6212,2319020
752,2524,2319830,6212,2319830
753,2532,2320830,6212,2320830
753,2532,2321830,6212,2321830
753,2532,2321830,6212,2321830
753,2532,2322420,6212,2322420
753,2532,2323420,6212,2323420
753,2532,2324420,6212,2324420
753,2532,2324890,6212,2324890
753,2532,2325890,6212,2325890
753,2532,2326260,6212,2326260
753,2532,2326590,6212,2326590
754,2540,2330590,6212,2330590
754,2540,2330590,6212,2330590
754,2540,2331400,6212,2331400
754,2540,2332400,6212,2332400
754,2540,2333400,6212,2333400
754,2540,2334050,6212,2334050
754,2540,2334860,6212,2334860
754,2540,2334860,6212,2334860
754,2540,2335090,6212,2335090
755,2548,2335900,6212,2335900
755,2548,2335900,6212,2335900
755,2548,2336370,6212,2336370
755,2548,2336840,6212,2336840
755,2548,2337840,6212,2337840
755,2548,2338840,6212,2338840
755,2548,2339840,6212,2339840
755,2548,2340160,6212,2340160
755,2548,2341160,6212,2341160
755,2548,2341160,6212,2341160
755,2548,2342160,6212,2342160
756,2556,2343160,6212,2343160
756,2556,2344160,6212,2344160
756,2556,2344630,6212,2344630
756,2556,2345630,6212,2345630
756,2556,2346280,6212,2346280
756,2556,2347090,6212,2347090
756,2556,2347090,6212,2347090
756,2556,2348090,6212,2348090
756,2556,2348090,6212,2348090
756,2556,2349090,6212,2349090
757,2564,2350090,6212,2350090
757,2564,2351090,6212,2351090
757,2564,2351740,6212,2351740
757,2564,2352740,6212,2352740
757,2564,2352740,6212,2352740
757,2564,2353060,6212,2353060
757,2564,2353710,6212,2353710
757,2564,2354180,6212,2354180
757,2564,2355180,6212,2355180
757,2564,2356180,6212,2356180
757,2564,2356640,6212,2356640
758,2572,2357450,6212,2357450
758,2572,2357670,6212,2357670
758,2572,2358670,6212,2358670
758,2572,2359670,6212,2359670
758,2572,2360140,6212,2360140
758,2572,2361140,6212,2361140
758,2572,2362140,6212,2362140
758,2572,2362950,6212,2362950
758,2572,2363320,6212,2363320
759,2580,2364320,6212,2364320
759,2580,2365130,6212,2365130
759,2580,2366130,6212,2366130
759,2580,2366360,6212,2366360
759,2580,2367360,6212,2367360
759,2580,2368360,6212,2368360
760,2588,2372360,6212,2372360
760,2588,2373170,6212,2373170
760,2588,2373640,6212,2373640
760,2588,2373960,6212,2373960
760,2588,2374960,6212,2374960
760,2588,2375430,6212,2375430
760,2588,2375780,6212,2375780
760,2588,2375780,6212,2375780
760,2588,2376780,6212,2376780
760,2588,2377250,6212,2377250
760,2588,2378250,6212,2378250
760,2588,2379250,6212,2379250
761,2596,2380250,6212,2380250
761,2596,2380410,6212,2380410
761,2596,2380880,6212,2380880
761,2596,2381880,6212,2381880
762,2604,2389880,6212,2389880
762,2604,2390880,6212,2390880
762,2604,2390880,6212,2390880
762,2604,2391340,6212,2391340
762,2604,2391660,6212,2391660
762,2604,2392660,6212,2392660
762,2604,2393470,6212,2393470
762,2604,2393470,6212,2393470
762,2604,2394470,6212,2394470
763,2612,2395470,6212,2395470
763,2612,2395470,6212,2395470
763,2612,2395940,6212,2395940
763,2612,2396410,6212,2396410
763,2612,2397410,6212,2397410
763,2612,2397630,6212,2397630
763,2612,2398630,6212,2398630
763,2612,2399630,6212,2399630
763,2612,2400630,6212,2400630
763,2612,2401630,6212,2401630
763,2612,2401630,6212,2401630
763,2612,2402440,6212,2402440
763,2612,2402440,6212,2402440
764,2620,2403440,6212,2403440
764,2620,2404440,6212,2404440
764,2620,2404910,6212,2404910
764,2620,2404910,6212,2404910
764,2620,2405910,6212,2405910
764,2620,2406720,6212,2406720
764,2620,2407720,6212,2407720
764,2620,2408720,6212,2408720
764,2620,2408950,6212,2408950
764,2620,2409950,6212,2409950
765,2628,2410950,6212,2410950
765,2628,2411760,6212,2411760
765,2628,2412760,6212,2412760
765,2628,2412990,6212,2412990
765,2628,2413460,6212,2413460
765,2628,2414270,6212,2414270
765,2628,2415270,6212,2415270
765,2628,2416270,6212,2416270
765,2628,2417080,6212,2417080
766,2636,2418080,6212,2418080
766,2636,2418080,6212,2418080
766,2636,2418550,6212,2418550
766,2636,2419550,6212,2419550
766,2636,2420550,6212,2420550
766,2636,2421360,6212,2421360
766,2636,2422360,6212,2422360
766,2636,2423360,6212,2423360
766,2636,2424170,6212,2424170
766,2636,2424640,6212,2424640
767,2644,2425110,6212,2425110
767,2644,2426110,6212,2426110
767,2644,2426570,6212,2426570
767,2644,2427570,6212,2427570
767,2644,2428120,6212,2428120
767,2644,2429120,6212,2429120
767,2644,2430120,6212,2430120
767,2644,2430280,6212,2430280
767,2644,2431280,6212,2431280
767,2644,2431280,6212,2431280
767,2644,2431630,6212,2431630
767,2644,2431950,6212,2431950
768,2652,2432760,6212,2432760
768,2652,2433760,6212,2433760
768,2652,2434760,6212,2434760
768,2652,2434760,6212,2434760
768,2652,2434760,6212,2434760
768,2652,2435760,6212,2435760
768,2652,2435760,6212,2435760
768,2652,2436230,6212,2436230
768,2652,2437230,6212,2437230
768,2652,2438230,6212,2438230
768,2652,2439040,6212,2439040
769,2660,2440040,6212,2440040
769,2660,2441040,6212,2441040
769,2660,2441850,6212,2441850
769,2660,2442170,6212,2442170
769,2660,2443170,6212,2443170
769,2660,2444170,6212,2444170
769,2660,2445170,6212,2445170
769,2660,2446170,6212,2446170
769,2660,2447170,6212,2447170
770,2668,2455170,6212,2455170
770,2668,2456170,6212,2456170
771,2676,2460170,6212,2460170
771,2676,2460980,6212,2460980
771,2676,2461630,6212,2461630
771,2676,2461630,6212,2461630
771,2676,2462440,6212,2462440
771,2676,2463440,6212,2463440
772,2684,2464440,6212,2464440
772,2684,2465440,6212,2465440
772,2684,2465440,6212,2465440
772,2684,2466440,6212,2466440
772,2684,2467440,6212,2467440
772,2684,2467440,6212,2467440
772,2684,2467760,6212,2467760
772,2684,2467760,6212,2467760
772,2684,2468310,6212,2468310
772,2684,2469310,6212,2469310
772,2684,2470310,6212,2470310
772,2684,2470630,6212,2470630
772,2684,2471630,6212,2471630
773,2692,2472630,6212,2472630
773,2692,2473280,6212,2473280
773,2692,2474280,6212,2474280
773,2692,2474740,6212,2474740
773,2692,2475210,6212,2475210
773,2692,2476210,6212,2476210
773,2692,2476440,6212,2476440
773,2692,2477440,6212,2477440
773,2692,2477810,6212,2477810
774,2700,2478810,6212,2478810
774,2700,2479810,6212,2479810
774,2700,2480400,6212,2480400
774,2700,2481400,6212,2481400
774,2700,2482400,6212,2482400
774,2700,2482870,6212,2482870
774,2700,2483870,6212,2483870
775,2708,2484870,6212,2484870
775,2708,2485460,6212,2485460
775,2708,2486460,6212,2486460
776,2716,2494460,6212,2494460
776,2716,2495460,6212,2495460
776,2716,2496460,6212,2496460
776,2716,2496460,6212,2496460
776,2716,2497460,6212,2497460
776,2716,2497780,6212,2497780
776,2716,2498590,6212,2498590
776,2716,2499590,6212,2499590
776,2716,2500590,6212,2500590
776,2716,2500590,6212,2500590
