ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
865627.35,13.94,0.34,180653.5,2.91
865491.37,13.94,0.34,180538.54,2.91
865787.39,13.94,0.35,180800.47,2.91
865370.87,13.94,0.34,180268.87,2.9
865370.87,13.94,0.34,180274.09,2.9
864998.87,13.93,0.34,179957.2,2.9
864726.92,13.93,0.34,179877.89,2.9
864310.39,13.93,0.33,179346.29,2.89
864648.53,13.94,0.34,179166.15,2.89
864512.56,13.94,0.34,179156.25,2.89
864512.56,13.94,0.34,179224.85,2.89
864376.58,13.94,0.34,179155.43,2.89
864725.79,13.94,0.34,185763.04,2.99
864028.4,13.93,0.33,185007.62,2.98
863892.42,13.93,0.34,184928.31,2.98
867254.77,13.99,0.39,185536.03,2.99
867118.79,13.99,0.39,185536.03,2.99
867118.79,13.99,0.39,185541.26,2.99
866702.27,13.98,0.38,185009.65,2.98
866566.29,13.98,0.38,185015.88,2.99
866344.9,13.98,0.38,184679.41,2.98
865928.38,13.98,0.38,184147.81,2.97
865792.4,13.98,0.38,184062.27,2.97
865867.2,13.98,0.38,184160.89,2.97
865802.0,13.98,0.38,183980.61,2.97
866098.02,13.98,0.39,184090.79,2.97
869298.64,14.03,0.44,184801.32,2.98
869162.66,14.03,0.44,184791.42,2.98
868868.84,14.03,0.43,184497.61,2.98
869059.3,14.04,0.44,184905.74,2.99
869059.3,14.04,0.44,184900.2,2.99
868923.32,14.04,0.44,184830.79,2.99
869261.46,14.04,0.45,184650.65,2.98
869584.15,14.05,0.45,184397.03,2.98
869933.36,14.06,0.46,191078.77,3.09
869797.38,14.06,0.46,191068.88,3.09
869659.63,14.05,0.46,191081.08,3.09
869523.66,14.05,0.46,191011.67,3.09
869387.68,14.05,0.46,191017.9,3.09
868690.28,14.05,0.45,190262.47,3.08
868318.28,14.04,0.44,189866.91,3.07
867901.76,14.04,0.44,189335.31,3.06
867826.56,14.04,0.44,189145.03,3.06
867690.58,14.04,0.44,189059.49,3.06
867615.38,14.04,0.44,188869.21,3.06
867198.85,14.03,0.43,188337.6,3.05
867062.88,14.03,0.43,188343.83,3.05
873625.84,14.14,0.54,189662.08,3.07
873625.84,14.14,0.54,189661.77,3.07
873489.87,14.14,0.54,189576.23,3.07
873353.89,14.14,0.54,189496.92,3.07
872937.37,14.13,0.53,188965.32,3.06
872522.16,14.13,0.53,188435.04,3.05
872456.96,14.13,0.53,188393.66,3.05
872320.98,14.13,0.53,188393.66,3.05
871904.46,14.12,0.52,187862.05,3.04
871299.26,14.11,0.52,187141.77,3.03
871489.71,14.12,0.52,187209.4,3.03
871785.73,14.13,0.53,187660.08,3.04
871465.73,14.12,0.52,187340.08,3.04
871049.21,14.12,0.52,186947.38,3.03
871049.21,14.12,0.52,186947.38,3.03
871049.21,14.12,0.52,187300.8,3.04
870444.01,14.11,0.51,186580.52,3.02
869762.06,14.1,0.5,185898.57,3.01
869626.08,14.1,0.5,185819.26,3.01
869209.56,14.09,0.5,185287.66,3.0
868913.13,14.09,0.49,185150.22,3.0
868496.61,14.09,0.49,184618.62,2.99
868360.63,14.09,0.49,184618.62,2.99
868360.63,14.09,0.49,184700.74,3.0
867944.11,14.08,0.48,184169.13,2.99
867733.7,14.08,0.48,183682.04,2.98
867597.72,14.08,0.48,183602.73,2.98
867461.75,14.08,0.48,183602.73,2.98
867325.77,14.08,0.48,183541.85,2.98
866953.77,14.08,0.48,183171.66,2.97
867019.09,14.08,0.48,182748.4,2.97
866883.11,14.08,0.48,182722.93,2.97
866883.11,14.08,0.48,182330.88,2.96
867221.25,14.09,0.49,182138.64,2.96
867516.68,14.09,0.49,182346.34,2.96
867380.7,14.09,0.49,182267.03,2.96
867244.72,14.09,0.49,182267.03,2.96
867108.74,14.09,0.49,182273.26,2.96
866972.77,14.09,0.49,182187.72,2.96
867025.47,14.09,0.5,182298.8,2.96
867078.17,14.1,0.5,182434.09,2.97
867268.62,14.1,0.5,182501.73,2.97
867564.64,14.11,0.51,182952.4,2.98
867913.86,14.11,0.52,189363.22,3.08
867777.88,14.11,0.52,189369.45,3.08
867641.9,14.11,0.52,189283.91,3.08
867505.92,14.11,0.52,189204.6,3.08
867369.95,14.11,0.52,189204.6,3.08
866997.95,14.11,0.51,188986.93,3.08
866300.55,14.1,0.5,188243.6,3.06
866164.57,14.1,0.5,188249.83,3.06
866028.6,14.1,0.5,188164.29,3.06
866669.34,14.11,0.52,188228.73,3.07
866973.51,14.12,0.52,188216.25,3.07
866837.53,14.12,0.52,188206.35,3.07
866701.55,14.12,0.52,188136.94,3.06
866578.2,14.12,0.52,187521.08,3.06
866208.05,14.11,0.52,187628.78,3.06
866072.07,14.11,0.52,187549.47,3.06
866359.94,14.12,0.52,187865.12,3.06
867046.81,14.13,0.54,187969.58,3.06
867733.68,14.15,0.55,188074.03,3.07
867497.78,14.14,0.55,187754.33,3.06
867123.94,14.14,0.54,187384.14,3.06
867419.96,14.15,0.55,187494.32,3.06
867283.98,14.15,0.55,187494.32,3.06
866921.98,14.14,0.54,187479.43,3.06
866786.0,14.14,0.54,187485.66,3.06
866650.03,14.14,0.54,187400.12,3.06
866946.05,14.15,0.55,187667.4,3.06
866649.62,14.14,0.54,187377.45,3.06
866513.64,14.14,0.54,187367.55,3.06
866377.66,14.14,0.54,187298.14,3.06
866241.69,14.14,0.54,187288.24,3.06
866105.71,14.14,0.54,187218.83,3.06
865733.71,14.14,0.54,186906.94,3.05
865717.58,14.14,0.54,186896.92,3.05
866358.32,14.15,0.55,186961.36,3.05
866222.34,14.15,0.55,186882.05,3.05
865716.21,14.14,0.55,186382.03,3.05
865580.24,14.14,0.55,186382.03,3.05
869598.78,14.21,0.61,187698.74,3.07
869921.47,14.22,0.62,187445.12,3.06
869974.17,14.22,0.62,187556.2,3.07
869838.19,14.22,0.62,187533.52,3.07
869838.19,14.22,0.62,187533.52,3.07
869838.19,14.22,0.62,187533.52,3.07
869729.51,14.22,0.62,187459.25,3.06
869593.54,14.22,0.62,187402.63,3.06
869593.54,14.22,0.62,187402.63,3.06
869646.24,14.22,0.62,187537.92,3.07
870286.98,14.23,0.64,187602.36,3.07
870151.0,14.24,0.64,187608.59,3.07
870447.02,14.24,0.64,187718.77,3.07
870311.05,14.24,0.64,187633.23,3.07
870037.93,14.24,0.64,187679.41,3.07
870037.93,14.24,0.64,187679.41,3.07
870360.62,14.25,0.65,187425.79,3.07
870726.23,14.25,0.65,187711.66,3.07
870778.93,14.25,0.66,187822.74,3.07
870642.95,14.25,0.66,187743.43,3.07
870506.98,14.25,0.66,187743.43,3.07
870845.12,14.26,0.67,187563.29,3.07
870897.82,14.27,0.67,187698.59,3.07
870776.25,14.26,0.67,187709.61,3.07
870094.3,14.26,0.66,187027.66,3.06
869412.35,14.25,0.65,186345.71,3.05
869477.67,14.25,0.65,185922.45,3.05
869430.45,14.25,0.65,185778.46,3.05
870071.19,14.26,0.67,185842.89,3.05
869781.18,14.26,0.66,185524.59,3.04
869833.88,14.26,0.66,185635.67,3.04
869289.97,14.26,0.66,184660.5,3.03
869154.0,14.26,0.66,184637.81,3.03
869018.02,14.26,0.66,184581.19,3.03
869658.76,14.28,0.68,184645.62,3.03
868570.94,14.28,0.68,184645.31,3.03
868434.97,14.28,0.68,184651.54,3.04
868487.67,14.28,0.68,184786.84,3.04
868744.32,14.28,0.69,184083.85,3.03
868697.1,14.29,0.69,184430.34,3.03
868978.21,14.29,0.69,184351.03,3.03
868842.23,14.29,0.69,184265.49,3.03
868640.97,14.29,0.69,184053.85,3.03
868945.14,14.3,0.7,184907.1,3.04
868997.84,14.3,0.7,185018.18,3.04
868861.86,14.3,0.7,184931.84,3.04
868914.57,14.3,0.7,185067.13,3.05
868778.59,14.3,0.7,185067.13,3.05
868831.29,14.3,0.71,185178.21,3.05
868883.99,14.31,0.71,185313.51,3.05
868748.01,14.31,0.71,185303.61,3.05
868612.04,14.31,0.71,185234.2,3.05
868241.89,14.3,0.7,184792.2,3.04
868294.59,14.3,0.71,184903.29,3.05
867597.19,14.3,0.7,184147.86,3.03
867310.1,14.29,0.69,183936.6,3.03
867694.76,14.3,0.7,184294.02,3.04
868032.9,14.31,0.71,184101.78,3.03
867896.93,14.31,0.71,184022.47,3.03
867760.95,14.31,0.71,184022.47,3.03
867448.85,14.3,0.71,183865.54,3.03
867448.85,14.3,0.71,183865.54,3.03
867448.85,14.3,0.71,183865.23,3.03
867771.54,14.31,0.71,183611.61,3.03
867824.24,14.31,0.72,183722.69,3.03
867126.84,14.3,0.71,182979.36,3.02
866990.87,14.3,0.71,182900.05,3.02
866854.89,14.3,0.71,182900.05,3.02
866854.89,14.3,0.71,182900.05,3.02
866718.91,14.3,0.71,182820.74,3.02
867000.02,14.31,0.71,183230.39,3.02
867704.44,14.32,0.73,183416.72,3.03
867568.47,14.32,0.73,183416.72,3.03
866886.52,14.31,0.72,182734.77,3.02
866750.54,14.31,0.72,182724.87,3.02
866371.69,14.31,0.71,182277.0,3.01
866235.71,14.31,0.71,182207.58,3.01
866099.73,14.31,0.71,182213.81,3.01
866290.19,14.32,0.72,182281.44,3.01
866154.21,14.32,0.72,182195.91,3.01
866018.23,14.32,0.72,182202.13,3.01
866314.25,14.32,0.72,182652.81,3.02
866178.28,14.32,0.72,182567.27,3.02
865841.19,14.32,0.72,182198.64,3.01
865841.19,14.32,0.72,183761.33,3.04
865717.83,14.32,0.72,183145.47,3.03
865770.53,14.32,0.72,183256.55,3.03
865534.63,14.32,0.72,182936.84,3.03
865872.77,14.33,0.73,182744.61,3.02
865677.94,14.32,0.73,182560.59,3.02
864980.54,14.31,0.72,181817.26,3.01
864844.57,14.31,0.72,181807.37,3.01
864708.59,14.31,0.72,181737.95,3.01
869076.35,14.39,0.79,187863.03,3.11
868940.37,14.39,0.79,187840.34,3.11
869221.48,14.39,0.8,188249.99,3.12
869085.5,14.39,0.8,188193.37,3.12
868926.61,14.39,0.79,188069.1,3.11
868639.53,14.39,0.79,187743.32,3.11
868692.23,14.39,0.79,187854.4,3.11
868556.25,14.39,0.79,187768.06,3.11
868608.95,14.39,0.8,187903.35,3.11
868065.04,14.39,0.8,187903.35,3.12
867929.07,14.39,0.8,187903.35,3.12
867793.09,14.39,0.8,187824.04,3.12
867793.09,14.39,0.8,187824.04,3.12
867793.09,14.39,0.8,187824.04,3.12
867657.11,14.39,0.8,187824.04,3.12
867285.11,14.39,0.79,187606.37,3.11
867350.43,14.39,0.79,187183.11,3.11
867350.43,14.39,0.79,187183.11,3.11
867214.46,14.39,0.79,187173.21,3.11
867078.48,14.39,0.79,187103.8,3.11
867338.73,14.4,0.8,187265.51,3.11
867676.87,14.41,0.81,187073.28,3.11
867729.57,14.41,0.81,187184.36,3.11
867593.59,14.41,0.81,187105.05,3.11
867593.59,14.41,0.81,187104.76,3.11
867297.16,14.4,0.81,186814.81,3.1
867349.87,14.41,0.81,186950.11,3.11
867349.87,14.41,0.81,186950.11,3.11
867213.89,14.41,0.81,186950.11,3.11
866516.49,14.4,0.8,186206.78,3.09
866380.51,14.4,0.8,186196.88,3.09
866433.21,14.4,0.8,186307.96,3.1
866623.67,14.41,0.81,186547.78,3.1
866487.69,14.41,0.81,186478.37,3.1
866351.71,14.41,0.81,186399.05,3.1
865263.89,14.41,0.81,186399.02,3.1
864967.46,14.4,0.81,186183.01,3.1
864831.49,14.4,0.81,186183.01,3.1
864546.66,14.4,0.8,185909.0,3.1
864884.8,14.41,0.81,185728.86,3.09
865269.46,14.41,0.82,185723.4,3.09
865322.16,14.42,0.82,186197.36,3.1
865322.16,14.42,0.82,186202.58,3.1
865679.36,14.43,0.83,185983.48,3.1
865367.26,14.42,0.82,185826.54,3.1
865419.96,14.42,0.83,185937.62,3.1
865283.98,14.42,0.83,185858.31,3.1
865148.01,14.42,0.83,185858.31,3.1
865148.01,14.42,0.83,185858.31,3.1
865012.03,14.42,0.83,185779.0,3.1
864876.05,14.42,0.83,185779.0,3.1
864740.07,14.42,0.83,185699.69,3.1
865036.1,14.43,0.83,185998.26,3.1
864338.7,14.42,0.82,185242.83,3.09
864202.72,14.42,0.82,185242.83,3.09
864071.98,14.42,0.82,185236.48,3.09
863355.52,14.41,0.81,184520.02,3.08
863545.97,14.42,0.82,184587.65,3.08
863868.66,14.42,0.83,184334.04,3.08
864164.68,14.43,0.83,184784.71,3.09
864217.39,14.43,0.83,184895.79,3.09
864081.41,14.43,0.83,184902.02,3.09
863784.98,14.43,0.83,184764.59,3.09
863649.0,14.43,0.83,184679.05,3.09
863513.02,14.43,0.83,184599.74,3.08
863377.05,14.43,0.83,184599.74,3.08
863005.05,14.42,0.83,184229.55,3.08
862869.07,14.42,0.83,184235.78,3.08
862733.09,14.42,0.83,184150.24,3.08
862733.09,14.42,0.83,184150.24,3.08
862785.8,14.43,0.83,184285.54,3.08
862785.8,14.43,0.83,184280.0,3.08
862649.82,14.43,0.83,184200.69,3.08
862649.82,14.43,0.83,185763.38,3.11
862649.82,14.43,0.83,186758.52,3.12
862702.52,14.43,0.83,186869.6,3.13
862566.54,14.43,0.83,186869.6,3.13
861884.6,14.42,0.82,186187.65,3.12
862222.74,14.43,0.83,185995.42,3.11
862222.74,14.43,0.83,186000.64,3.11
862560.88,14.44,0.84,185820.5,3.11
866071.56,14.5,0.9,188331.65,3.15
866375.74,14.5,0.9,188637.01,3.16
866325.74,14.5,0.9,188587.01,3.16
866189.76,14.5,0.9,188507.7,3.16
866189.76,14.5,0.9,188502.16,3.16
866189.76,14.5,0.9,190064.85,3.18
866053.78,14.5,0.9,190064.85,3.18
865356.38,14.49,0.89,189321.52,3.17
865220.41,14.49,0.89,189242.21,3.17
865084.43,14.49,0.89,189242.21,3.17
865137.13,14.5,0.9,189353.29,3.17
864978.45,14.49,0.9,189231.88,3.17
865031.15,14.5,0.9,189367.18,3.17
864661.0,14.49,0.89,189113.09,3.17
864525.03,14.49,0.89,189103.19,3.17
864890.63,14.5,0.9,189023.88,3.17
864547.94,14.49,0.9,189259.81,3.17
864913.54,14.5,0.9,189545.43,3.18
864570.85,14.5,0.9,189336.39,3.17
864434.87,14.5,0.9,189266.98,3.17
864298.89,14.5,0.9,189187.67,3.17
864162.91,14.5,0.9,189187.67,3.17
868530.67,14.57,0.97,195312.74,3.28
869217.54,14.58,0.98,195417.19,3.28
869081.57,14.58,0.98,195337.88,3.28
868575.44,14.58,0.98,194837.87,3.27
868439.46,14.58,0.98,194837.87,3.27
868998.4,14.59,0.99,194491.25,3.26
868862.42,14.59,0.99,194497.48,3.27
868665.96,14.59,0.99,194666.51,3.27
868718.66,14.59,0.99,194772.22,3.27
868582.68,14.59,0.99,194686.68,3.27
868350.88,14.59,0.99,194414.59,3.27
868214.91,14.59,0.99,194335.28,3.26
868078.93,14.59,0.99,194335.28,3.27
868417.07,14.59,1.0,194143.05,3.26
868281.09,14.59,1.0,194063.74,3.26
867583.69,14.58,0.99,193308.31,3.25
867447.72,14.58,0.99,193308.31,3.25
866750.32,14.58,0.98,192564.98,3.24
866529.06,14.57,0.97,192313.79,3.23
866393.08,14.57,0.97,192291.1,3.23
866257.1,14.57,0.97,192234.48,3.23
866553.13,14.58,0.98,192531.39,3.24
866743.58,14.58,0.99,192599.02,3.24
866607.6,14.58,0.99,192605.25,3.24
866660.3,14.59,0.99,192888.51,3.25
866524.32,14.59,0.99,192802.97,3.25
866388.35,14.59,0.99,192723.66,3.24
866252.37,14.59,0.99,192723.66,3.25
866116.39,14.59,0.99,192729.89,3.25
865744.39,14.58,0.98,192486.52,3.24
866048.57,14.59,0.99,192474.05,3.24
865912.59,14.59,0.99,192388.51,3.24
865776.61,14.59,0.99,192309.2,3.24
865640.63,14.59,0.99,192309.2,3.24
865270.48,14.58,0.99,192416.9,3.24
865050.55,14.58,0.98,192201.0,3.24
864914.57,14.58,0.98,192121.69,3.24
864967.27,14.58,0.99,192188.81,3.24
864831.29,14.58,0.99,192188.81,3.24
864695.32,14.58,0.99,192109.5,3.24
864559.34,14.58,0.99,192109.5,3.24
864423.36,14.58,0.99,192099.6,3.24
864287.38,14.58,0.99,192030.19,3.24
864151.41,14.58,0.99,192007.5,3.24
864395.44,14.59,0.99,191928.19,3.24
864448.14,14.59,1.0,192489.71,3.25
864500.85,14.6,1.0,192600.79,3.25
864364.87,14.6,1.0,192544.17,3.25
864228.89,14.6,1.0,192521.48,3.25
864092.91,14.6,1.0,192464.86,3.25
864145.62,14.6,1.0,192600.16,3.25
864009.64,14.6,1.0,192520.84,3.25
863873.66,14.6,1.0,192520.84,3.25
863737.68,14.6,1.0,192442.88,3.25
863737.68,14.6,1.0,192442.88,3.25
863601.71,14.6,1.0,192441.53,3.25
863329.75,14.6,1.0,192362.22,3.25
863329.75,14.6,1.0,192362.22,3.25
863395.07,14.6,1.01,191938.96,3.25
863717.76,14.61,1.01,191685.34,3.24
863581.78,14.61,1.01,191606.03,3.24
863581.78,14.61,1.01,191606.03,3.24
863877.2,14.62,1.02,191813.73,3.25
864121.24,14.62,1.03,191734.42,3.24
867522.73,14.68,1.08,194665.45,3.29
867226.3,14.68,1.08,194449.86,3.29
867090.33,14.68,1.08,194449.86,3.29
866954.35,14.68,1.08,194439.96,3.29
866818.37,14.68,1.08,194370.55,3.29
866682.4,14.68,1.08,194347.86,3.29
866000.45,14.67,1.07,193665.91,3.28
866296.47,14.67,1.08,194474.96,3.29
866160.49,14.67,1.08,194418.33,3.29
866024.51,14.68,1.08,194395.65,3.29
866077.22,14.68,1.08,194506.73,3.3
866129.92,14.68,1.08,194642.02,3.3
865042.1,14.68,1.08,194642.02,3.3
864906.12,14.68,1.08,194585.4,3.3
864770.14,14.68,1.09,194575.5,3.3
864568.88,14.68,1.08,194331.1,3.3
864196.88,14.67,1.08,193911.29,3.29
864249.58,14.68,1.08,194022.37,3.3
864113.61,14.68,1.08,193952.95,3.29
863977.63,14.68,1.08,193959.18,3.3
863977.63,14.68,1.08,193959.18,3.3
863977.63,14.68,1.08,193959.18,3.3
863841.65,14.68,1.08,193873.64,3.29
863705.67,14.68,1.08,193794.33,3.29
864001.69,14.68,1.09,194092.9,3.3
864001.69,14.68,1.09,194092.9,3.3
863711.68,14.68,1.08,193853.67,3.29
863711.68,14.68,1.08,193853.67,3.29
863902.13,14.69,1.09,194107.5,3.3
863530.14,14.68,1.08,193861.94,3.3
863582.84,14.68,1.09,194012.24,3.3
863446.86,14.68,1.09,194012.24,3.3
863742.88,14.69,1.09,194122.43,3.3
863606.9,14.69,1.09,194112.53,3.3
863470.93,14.69,1.09,194043.12,3.3
863809.07,14.7,1.1,193862.98,3.3
863111.67,14.69,1.09,193107.55,3.29
863111.67,14.69,1.09,193107.55,3.29
862739.67,14.68,1.09,192918.06,3.28
862603.69,14.68,1.09,192838.75,3.28
862467.71,14.68,1.09,192838.75,3.28
862331.74,14.68,1.09,192759.43,3.28
862195.76,14.68,1.09,192759.43,3.28
862441.7,14.69,1.09,192405.25,3.28
862745.88,14.7,1.1,192904.67,3.29
862375.73,14.69,1.09,192535.25,3.28
862169.3,14.69,1.09,192354.67,3.28
862526.49,14.7,1.1,192161.18,3.27
862390.52,14.7,1.1,192151.28,3.27
862775.18,14.71,1.11,192252.95,3.28
862775.18,14.71,1.11,192252.95,3.28
862639.2,14.71,1.11,192183.54,3.28
862034.0,14.7,1.1,191602.16,3.27
862034.0,14.7,1.1,191602.16,3.27
862034.0,14.7,1.1,191602.16,3.27
862034.0,14.7,1.1,191602.16,3.27
861898.02,14.7,1.1,191608.39,3.27
861762.04,14.7,1.1,191522.85,3.27
861762.04,14.7,1.1,191522.85,3.27
861762.04,14.7,1.1,191522.85,3.27
861458.66,14.69,1.1,191621.7,3.27
861815.86,14.7,1.11,191402.6,3.27
861679.88,14.7,1.11,191323.29,3.26
861543.9,14.7,1.11,191323.29,3.27
861407.92,14.7,1.11,191313.39,3.27
861271.95,14.7,1.11,191243.98,3.26
861135.97,14.7,1.11,191250.2,3.27
860999.99,14.7,1.11,191164.66,3.26
861052.69,14.71,1.11,191271.76,3.27
860916.72,14.71,1.11,191192.45,3.27
860780.74,14.71,1.11,191192.45,3.27
861076.76,14.71,1.12,191302.64,3.27
861267.21,14.72,1.12,191710.76,3.28
860970.78,14.71,1.12,191573.33,3.27
860970.78,14.71,1.12,191573.33,3.27
860834.81,14.71,1.12,191563.43,3.27
860462.81,14.71,1.11,191193.24,3.27
860326.83,14.71,1.11,191123.83,3.27
860326.83,14.71,1.11,191123.83,3.27
860190.85,14.71,1.11,191109.03,3.27
860054.88,14.71,1.11,191037.48,3.27
859918.9,14.71,1.11,190958.17,3.27
859918.9,14.71,1.11,190958.17,3.27
859782.92,14.71,1.11,190958.17,3.27
859646.94,14.71,1.11,190964.4,3.27
859646.94,14.71,1.11,190964.4,3.27
859510.97,14.71,1.11,190878.86,3.27
859563.67,14.71,1.12,190989.94,3.27
858847.21,14.7,1.11,190247.87,3.26
858737.21,14.7,1.1,190137.87,3.26
858601.23,14.7,1.1,190058.56,3.25
858653.94,14.71,1.11,190193.86,3.26
857937.48,14.7,1.1,189477.4,3.25
857801.5,14.7,1.1,189477.4,3.25
857801.5,14.7,1.1,189477.4,3.25
857665.52,14.7,1.1,189483.63,3.25
857665.52,14.7,1.1,189483.32,3.25
858119.09,14.7,1.11,189540.07,3.25
857983.12,14.7,1.11,189454.53,3.25
858035.82,14.71,1.11,190111.45,3.26
857899.84,14.71,1.11,190095.91,3.26
857601.83,14.7,1.11,189731.78,3.25
857601.83,14.7,1.11,189731.78,3.25
857465.86,14.7,1.11,189660.98,3.25
857329.88,14.7,1.11,189638.29,3.25
857395.2,14.71,1.11,189215.03,3.25
857347.98,14.71,1.11,189071.03,3.24
857212.0,14.71,1.11,189014.41,3.24
857076.02,14.71,1.11,188935.1,3.24
857128.73,14.71,1.11,189046.18,3.24
856992.75,14.71,1.11,189046.18,3.25
856856.77,14.71,1.11,188966.87,3.24
856720.79,14.71,1.11,188966.87,3.25
856584.82,14.71,1.11,188956.97,3.25
856448.84,14.71,1.11,188887.56,3.24
856786.98,14.72,1.12,188707.42,3.24
856651.0,14.72,1.12,188628.11,3.24
856651.0,14.72,1.12,188628.11,3.24
856515.02,14.72,1.12,188628.11,3.24
856705.48,14.73,1.13,188867.92,3.25
856409.05,14.72,1.12,188651.91,3.24
856461.75,14.72,1.13,188762.99,3.25
856514.45,14.73,1.13,188898.29,3.25
856899.11,14.74,1.14,188999.96,3.25
856201.71,14.73,1.13,188244.53,3.24
856016.83,14.72,1.13,188405.21,3.24
856069.53,14.73,1.13,188555.94,3.24
855933.55,14.73,1.13,188469.6,3.24
856229.58,14.73,1.14,188579.78,3.24
856093.6,14.73,1.14,188579.78,3.25
856093.6,14.73,1.14,190142.47,3.27
855957.62,14.73,1.14,190063.16,3.27
855957.62,14.73,1.14,189677.52,3.26
855821.64,14.73,1.14,189677.52,3.27
855685.67,14.73,1.14,189598.21,3.26
855549.69,14.73,1.14,189598.21,3.27
855413.71,14.73,1.14,189518.89,3.26
855277.73,14.73,1.14,189518.89,3.26
855615.87,14.74,1.14,189338.75,3.26
855479.9,14.74,1.15,189323.96,3.26
854782.5,14.73,1.14,188568.53,3.25
854646.52,14.73,1.14,188496.98,3.25
854733.05,14.74,1.14,188500.07,3.25
854361.05,14.73,1.13,188310.57,3.25
854225.08,14.73,1.13,188287.88,3.25
854089.1,14.73,1.13,188231.26,3.25
853953.12,14.73,1.13,188151.95,3.25
853731.58,14.73,1.13,187976.49,3.24
857155.74,14.79,1.19,194293.66,3.35
857019.76,14.79,1.19,194293.66,3.35
856883.78,14.79,1.19,194208.72,3.35
856747.81,14.79,1.19,194207.32,3.35
857051.98,14.79,1.2,194706.66,3.36
856916.0,14.79,1.2,194683.97,3.36
856968.7,14.8,1.2,194795.05,3.36
856832.72,14.8,1.2,194738.43,3.36
856626.97,14.79,1.2,194558.7,3.36
856404.07,14.79,1.19,194297.79,3.36
856268.09,14.79,1.19,194287.89,3.36
856132.12,14.79,1.19,194218.48,3.36
856428.14,14.8,1.2,194517.05,3.36
856292.16,14.8,1.2,194552.75,3.36
856156.18,14.8,1.2,194437.74,3.36
856478.87,14.81,1.21,194184.12,3.36
855796.93,14.8,1.2,193502.17,3.35
855660.95,14.8,1.2,193492.28,3.35
855726.27,14.8,1.2,193069.01,3.34
859127.76,14.86,1.26,193571.72,3.35
858755.76,14.85,1.26,193326.16,3.34
858435.76,14.85,1.25,193006.16,3.34
858697.03,14.85,1.26,193165.95,3.34
858697.03,14.85,1.26,193171.18,3.34
858749.73,14.86,1.26,193282.26,3.34
858613.75,14.86,1.26,193212.84,3.34
858951.9,14.87,1.27,193032.71,3.34
859247.92,14.87,1.27,193331.28,3.35
859024.46,14.87,1.27,193233.19,3.34
858888.48,14.87,1.27,193239.42,3.35
858888.48,14.87,1.27,193233.88,3.35
859184.5,14.88,1.28,193344.07,3.35
858487.1,14.87,1.27,192588.64,3.34
858115.1,14.86,1.26,192399.15,3.33
857979.13,14.86,1.26,192313.61,3.33
857843.15,14.86,1.26,192234.3,3.33
857843.15,14.86,1.26,194257.63,3.37
858033.6,14.87,1.27,194637.58,3.37
858120.13,14.87,1.27,195690.83,3.39
857984.16,14.87,1.27,195690.83,3.39
857848.18,14.87,1.27,195680.94,3.39
857712.2,14.87,1.27,195611.52,3.39
858568.62,14.89,1.29,195957.85,3.4
858072.94,14.88,1.28,195395.96,3.39
858411.08,14.89,1.29,195215.82,3.39
858275.11,14.89,1.29,195205.92,3.39
858327.81,14.89,1.29,195317.0,3.39
858623.83,14.9,1.3,195615.57,3.39
858487.85,14.9,1.3,195546.16,3.39
858351.87,14.9,1.3,195466.85,3.39
858215.9,14.9,1.3,195466.85,3.39
857843.9,14.89,1.29,195221.29,3.39
857707.92,14.89,1.29,195227.52,3.39
858564.34,14.91,1.31,195573.85,3.4
858428.36,14.91,1.31,195488.31,3.4
858269.68,14.91,1.31,195374.04,3.39
858133.71,14.91,1.31,195380.27,3.39
857436.31,14.9,1.3,194624.85,3.38
856940.63,14.89,1.29,194062.95,3.37
856396.72,14.89,1.29,194062.95,3.37
856677.83,14.9,1.3,193983.64,3.37
856270.74,14.89,1.29,194105.81,3.38
859694.9,14.95,1.35,196098.19,3.41
859747.6,14.95,1.36,196161.92,3.41
859451.17,14.95,1.35,195871.97,3.41
859315.19,14.95,1.35,195786.43,3.41
859955.94,14.96,1.37,195850.87,3.41
860251.96,14.97,1.37,195961.06,3.41
860115.98,14.97,1.37,195881.74,3.41
860168.68,14.97,1.38,196181.21,3.42
860032.7,14.97,1.38,196181.21,3.42
859922.7,14.97,1.37,196071.21,3.41
859786.73,14.97,1.37,195991.9,3.41
859650.75,14.97,1.37,195991.9,3.41
859988.89,14.98,1.38,195811.76,3.41
860054.21,14.98,1.39,195388.5,3.4
859356.81,14.97,1.38,194633.07,3.39
859356.81,14.97,1.38,194633.07,3.39
859472.23,14.98,1.38,194660.77,3.39
859336.26,14.98,1.38,194650.87,3.39
859150.41,14.98,1.38,194478.78,3.39
859014.43,14.98,1.38,194409.36,3.39
