ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
856200.35,19.8,6.21,311617.59,7.21
856086.01,19.81,6.21,312324.53,7.23
856367.12,19.82,6.22,312718.55,7.24
856367.12,19.82,6.22,312718.55,7.24
856419.82,19.82,6.22,312510.76,7.23
856419.82,19.82,6.22,312510.76,7.23
856726.15,19.83,6.23,312467.61,7.23
856778.85,19.84,6.24,312387.98,7.23
856573.1,19.83,6.24,311840.34,7.22
856625.8,19.84,6.24,311717.68,7.22
856489.82,19.84,6.24,311717.37,7.22
855889.9,19.83,6.23,311037.72,7.21
855892.68,19.83,6.23,311050.03,7.21
855756.7,19.83,6.23,311050.03,7.21
855620.73,19.83,6.24,311066.05,7.21
855484.75,19.83,6.24,311195.29,7.22
855484.75,19.83,6.24,311195.29,7.22
855537.45,19.84,6.24,312670.08,7.25
855250.36,19.83,6.24,312319.86,7.24
855114.39,19.84,6.24,312322.4,7.24
855114.39,19.84,6.24,312322.4,7.24
854978.41,19.84,6.24,312261.85,7.25
855274.43,19.85,6.25,312261.54,7.25
855274.43,19.85,6.25,312261.54,7.25
855182.1,19.85,6.25,312463.64,7.25
855002.47,19.85,6.25,312174.28,7.25
854682.47,19.84,6.25,311854.28,7.24
854320.48,19.84,6.24,311854.28,7.24
854320.48,19.84,6.24,311854.28,7.24
854180.51,19.84,6.24,311267.38,7.23
854044.53,19.84,6.24,311267.54,7.23
853825.24,19.84,6.24,310980.65,7.23
853689.26,19.84,6.24,310980.18,7.23
853985.28,19.85,6.25,311005.81,7.23
853849.31,19.85,6.25,311005.81,7.23
853902.01,19.86,6.26,310983.99,7.23
853766.03,19.86,6.26,311189.98,7.24
853630.05,19.86,6.26,311096.01,7.24
853581.38,19.86,6.26,311903.56,7.26
853634.08,19.87,6.27,311906.69,7.26
853510.72,19.87,6.27,311306.82,7.25
853274.82,19.87,6.27,310987.12,7.24
853138.85,19.87,6.27,310947.94,7.24
853002.87,19.87,6.27,310887.09,7.24
853193.32,19.88,6.28,310880.15,7.24
853246.02,19.88,6.29,311506.0,7.26
852874.02,19.88,6.28,311012.81,7.25
852738.05,19.88,6.28,312416.94,7.28
852579.37,19.88,6.28,312275.28,7.28
852579.37,19.88,6.28,312277.01,7.28
852443.39,19.88,6.28,311378.45,7.26
852438.37,19.88,6.28,311418.36,7.26
852734.39,19.89,6.29,311382.03,7.26
852414.38,19.88,6.29,311402.24,7.26
852086.03,19.88,6.28,312617.44,7.29
852911.04,19.9,6.31,313435.86,7.31
852920.09,19.91,6.31,313395.86,7.31
853216.11,19.92,6.32,313395.55,7.32
852852.21,19.91,6.31,313031.66,7.31
853133.32,19.92,6.32,313031.66,7.31
852761.33,19.92,6.32,313066.75,7.31
852625.35,19.92,6.32,313066.44,7.31
852489.37,19.92,6.32,313066.44,7.31
852353.39,19.92,6.32,313081.6,7.32
852217.42,19.92,6.32,313077.49,7.32
852081.44,19.92,6.32,313066.44,7.32
852134.14,19.93,6.33,313050.21,7.32
851827.71,19.92,6.32,312747.51,7.31
852018.16,19.93,6.33,312728.65,7.31
851882.19,19.93,6.33,312947.64,7.32
851934.89,19.94,6.34,312947.64,7.32
851934.89,19.94,6.34,312947.64,7.32
851898.83,19.94,6.34,312940.73,7.32
851662.93,19.94,6.34,312728.65,7.32
851504.25,19.94,6.34,312574.03,7.32
851808.43,19.95,6.35,313404.4,7.34
851672.45,19.95,6.35,313404.09,7.34
851536.47,19.95,6.35,313404.09,7.34
851400.49,19.95,6.35,313476.46,7.35
851113.41,19.94,6.35,312926.36,7.33
850826.32,19.94,6.34,312887.68,7.33
851016.77,19.95,6.35,313183.74,7.34
850810.34,19.94,6.35,312165.6,7.32
851000.79,19.95,6.35,314203.08,7.37
850864.82,19.95,6.35,314213.91,7.37
850728.84,19.95,6.36,314247.32,7.37
850781.54,19.96,6.36,314247.38,7.37
850645.56,19.96,6.36,314215.39,7.37
850509.59,19.96,6.36,314313.73,7.38
850509.59,19.96,6.36,314313.73,7.38
850373.61,19.96,6.37,314130.78,7.37
850237.63,19.96,6.37,314130.47,7.38
849880.75,19.96,6.36,313729.29,7.37
849744.77,19.96,6.36,313729.29,7.37
849608.8,19.96,6.36,313729.29,7.37
849661.5,19.97,6.37,313728.91,7.37
849957.52,19.98,6.38,313728.91,7.37
849821.54,19.98,6.38,313782.71,7.38
849685.56,19.98,6.38,313736.16,7.38
849549.59,19.98,6.38,313728.91,7.38
849413.61,19.98,6.38,313899.99,7.38
849413.61,19.98,6.38,313899.99,7.38
849466.31,19.99,6.39,313928.94,7.39
849330.33,19.99,6.39,313757.85,7.38
848958.34,19.98,6.38,313734.97,7.38
849011.04,19.99,6.39,313734.24,7.39
848875.06,19.99,6.39,313733.93,7.39
848739.08,19.99,6.39,313733.93,7.39
848488.51,19.99,6.39,313449.33,7.38
848541.21,19.99,6.39,313444.01,7.38
848405.23,19.99,6.39,313462.27,7.39
848701.25,20.0,6.4,314638.31,7.41
848565.28,20.0,6.4,314620.3,7.42
848429.3,20.0,6.41,314729.18,7.42
848482.0,20.01,6.41,315102.74,7.43
848110.0,20.0,6.4,314633.04,7.42
847974.03,20.0,6.41,314618.09,7.42
847838.05,20.01,6.41,314564.62,7.42
847702.07,20.01,6.41,314523.91,7.42
847566.09,20.01,6.41,314523.61,7.42
847862.11,20.02,6.42,314523.3,7.43
847726.14,20.02,6.42,314523.29,7.43
847453.03,20.01,6.42,314523.29,7.43
847505.73,20.02,6.42,314525.87,7.43
847505.73,20.02,6.42,314525.87,7.43
847505.73,20.02,6.42,314525.87,7.43
847369.75,20.02,6.42,314542.71,7.43
847665.77,20.03,6.43,314541.66,7.43
847507.09,20.03,6.43,314387.47,7.43
847371.12,20.03,6.43,314438.42,7.43
847235.14,20.03,6.43,314507.62,7.44
847120.79,20.03,6.43,314466.95,7.44
847173.49,20.04,6.44,314465.41,7.44
847485.11,20.05,6.45,315088.26,7.45
846879.91,20.04,6.44,314369.1,7.44
846743.93,20.04,6.44,314369.25,7.44
846603.47,20.04,6.44,314460.2,7.44
846467.49,20.04,6.44,314459.73,7.45
845379.68,20.05,6.46,314459.42,7.46
845243.7,20.05,6.46,314522.13,7.46
845107.72,20.06,6.46,314477.36,7.46
845129.35,20.06,6.46,314534.9,7.46
845129.35,20.06,6.46,314534.9,7.46
844993.38,20.06,6.46,314518.69,7.47
845289.4,20.07,6.47,314483.13,7.47
845153.42,20.07,6.47,314633.35,7.47
845017.44,20.07,6.47,314522.5,7.47
844881.47,20.07,6.47,314481.4,7.47
844934.17,20.08,6.48,314456.18,7.47
844986.87,20.08,6.48,314426.02,7.47
844850.89,20.08,6.49,314425.71,7.47
844850.89,20.08,6.49,314425.71,7.47
844714.91,20.09,6.49,314425.71,7.48
844578.94,20.09,6.49,314488.98,7.48
844631.64,20.09,6.49,316298.82,7.52
844338.05,20.09,6.5,316142.69,7.52
844202.07,20.1,6.5,316085.29,7.52
843980.53,20.09,6.49,315558.33,7.51
843980.53,20.09,6.49,315558.33,7.51
843877.0,20.09,6.5,315696.93,7.52
844636.47,20.12,6.52,316707.97,7.54
844118.57,20.11,6.51,316322.71,7.54
843895.11,20.11,6.51,316424.22,7.54
844139.15,20.11,6.52,316424.22,7.54
844003.17,20.12,6.52,316423.91,7.54
844299.19,20.13,6.53,316423.91,7.54
844299.19,20.13,6.53,316423.91,7.54
844163.21,20.13,6.53,316423.91,7.54
844027.24,20.13,6.53,316516.6,7.55
843891.26,20.13,6.53,316465.37,7.55
843601.25,20.12,6.53,316465.37,7.55
843465.27,20.13,6.53,316617.05,7.55
843350.92,20.13,6.53,316775.63,7.56
843662.54,20.14,6.54,317144.19,7.57
843290.54,20.13,6.54,317144.19,7.57
842608.59,20.12,6.52,316373.93,7.56
842608.59,20.12,6.52,316373.93,7.56
842003.39,20.11,6.51,315653.65,7.54
841867.41,20.11,6.52,315653.34,7.54
841920.12,20.12,6.52,315653.34,7.54
841784.14,20.12,6.52,315653.34,7.54
841784.14,20.12,6.52,315653.34,7.54
841648.16,20.12,6.52,315680.86,7.55
841512.18,20.12,6.53,315660.72,7.55
841702.64,20.13,6.53,315661.29,7.55
841566.66,20.13,6.54,315653.91,7.55
841430.68,20.13,6.54,315931.19,7.56
841621.13,20.14,6.54,315930.62,7.56
841324.7,20.14,6.54,315930.62,7.56
841377.41,20.14,6.54,316384.17,7.57
841430.11,20.15,6.55,316696.09,7.58
841674.14,20.16,6.56,317124.85,7.59
841726.84,20.16,6.56,317124.92,7.6
842007.95,20.17,6.57,317124.54,7.6
841882.79,20.17,6.57,317040.36,7.6
842178.81,20.18,6.58,317043.04,7.6
841806.82,20.18,6.58,317041.34,7.6
841660.02,20.18,6.58,316848.24,7.6
841956.04,20.19,6.59,316847.26,7.6
842146.49,20.19,6.6,317175.42,7.61
842199.2,20.2,6.6,317215.23,7.61
842251.9,20.2,6.61,317618.02,7.62
841955.47,20.2,6.6,317563.02,7.62
841819.49,20.2,6.6,317562.71,7.62
841683.51,20.2,6.6,317562.71,7.62
841547.54,20.2,6.61,317676.39,7.63
841791.57,20.21,6.61,319120.87,7.66
841791.57,20.21,6.61,319120.87,7.66
841791.57,20.21,6.61,319120.87,7.66
841791.57,20.21,6.61,319120.87,7.66
841655.59,20.21,6.62,319099.51,7.66
841519.62,20.22,6.62,319053.7,7.66
841383.64,20.22,6.62,319260.05,7.67
841258.48,20.22,6.62,319193.52,7.67
841057.21,20.21,6.62,318877.07,7.66
840910.42,20.22,6.62,318690.75,7.66
841191.53,20.23,6.63,318690.44,7.66
841055.55,20.23,6.63,318690.59,7.66
840919.58,20.23,6.63,318690.12,7.67
840972.28,20.23,6.64,318690.12,7.67
840836.3,20.24,6.64,318984.19,7.68
840836.3,20.24,6.64,319305.39,7.68
840677.62,20.23,6.63,319152.53,7.68
840518.94,20.23,6.63,319029.69,7.68
840518.94,20.23,6.63,319029.69,7.68
840571.64,20.23,6.64,319034.97,7.68
840435.67,20.24,6.64,318818.62,7.68
840488.37,20.24,6.64,318831.32,7.68
840769.48,20.25,6.65,318813.35,7.68
840633.5,20.25,6.65,318735.62,7.68
840497.52,20.25,6.66,318925.14,7.69
839409.71,20.27,6.67,318924.83,7.7
839299.71,20.26,6.67,318814.83,7.7
838927.71,20.26,6.66,318395.67,7.69
838927.71,20.26,6.66,318395.67,7.69
837927.71,20.24,6.64,317395.67,7.67
837927.71,20.24,6.64,317395.67,7.67
837791.73,20.24,6.64,317309.13,7.67
837655.75,20.24,6.64,317206.15,7.67
837519.77,20.24,6.65,317205.84,7.67
837572.48,20.25,6.65,317205.84,7.67
837436.5,20.25,6.65,317205.84,7.67
837769.75,20.26,6.66,317455.99,7.68
837633.77,20.26,6.66,317669.69,7.68
837497.79,20.26,6.66,317671.87,7.69
837361.81,20.26,6.67,317475.14,7.68
840484.66,20.34,6.74,320881.78,7.77
840370.31,20.34,6.74,321550.63,7.78
840312.63,20.34,6.75,321074.72,7.77
840076.73,20.34,6.75,320862.64,7.77
839940.75,20.35,6.75,320862.33,7.77
839804.77,20.35,6.75,320862.33,7.77
839668.79,20.35,6.75,320868.54,7.78
839532.82,20.35,6.75,320862.86,7.78
839585.52,20.36,6.76,320862.86,7.78
839449.54,20.36,6.76,320863.12,7.78
839449.54,20.36,6.76,320863.12,7.78
839313.56,20.36,6.76,320988.14,7.79
839177.59,20.36,6.76,320980.71,7.79
839041.61,20.36,6.76,320862.33,7.79
838905.63,20.36,6.77,320862.02,7.79
838905.63,20.36,6.77,320862.02,7.79
838958.33,20.37,6.77,322836.08,7.84
839011.03,20.37,6.78,322836.14,7.84
839063.74,20.38,6.78,322835.77,7.84
839063.74,20.38,6.78,322835.77,7.84
839063.74,20.38,6.78,322835.77,7.84
839359.76,20.39,6.79,322835.77,7.84
839412.46,20.39,6.8,322854.22,7.84
839050.46,20.39,6.79,322835.77,7.84
838914.48,20.39,6.79,322835.76,7.85
838914.48,20.39,6.79,322819.18,7.85
838778.51,20.39,6.79,322821.39,7.85
839074.53,20.4,6.8,322821.39,7.85
838938.55,20.4,6.8,322836.78,7.85
838802.57,20.4,6.81,322819.31,7.85
838666.59,20.41,6.81,322990.99,7.86
838530.62,20.41,6.81,322819.18,7.86
838158.62,20.4,6.8,322975.95,7.86
838022.64,20.4,6.8,322975.95,7.86
838075.34,20.41,6.81,323001.65,7.87
837939.37,20.41,6.81,323001.34,7.87
837803.39,20.41,6.81,323001.34,7.87
837667.41,20.41,6.82,323047.54,7.87
837531.43,20.41,6.82,323050.81,7.87
837395.46,20.42,6.82,323117.07,7.88
837259.48,20.42,6.82,323076.02,7.88
837555.5,20.43,6.83,323162.47,7.88
837349.07,20.42,6.83,322749.53,7.87
837651.93,20.44,6.84,323362.4,7.89
837077.12,20.43,6.83,322674.85,7.87
836941.14,20.43,6.83,322674.54,7.88
836569.14,20.42,6.82,322478.44,7.87
836279.13,20.42,6.82,322411.81,7.87
836143.15,20.42,6.82,322411.81,7.87
836007.17,20.42,6.82,322411.81,7.87
836059.87,20.42,6.83,323474.21,7.9
835923.9,20.43,6.83,323778.55,7.91
836114.35,20.43,6.84,323778.24,7.91
836118.31,20.43,6.84,323800.46,7.91
836014.78,20.44,6.84,323785.16,7.92
836938.3,20.46,6.87,325189.19,7.95
836991.0,20.47,6.87,325189.19,7.95
836703.91,20.46,6.87,324855.07,7.95
836703.91,20.46,6.87,324855.07,7.95
836567.93,20.47,6.87,324855.23,7.95
836431.96,20.47,6.87,324854.76,7.95
836295.98,20.47,6.87,325040.36,7.96
836160.0,20.47,6.87,325064.7,7.96
836160.0,20.47,6.87,325064.7,7.96
836160.0,20.47,6.87,325064.7,7.96
836024.02,20.47,6.88,325040.93,7.96
835909.68,20.48,6.88,324951.07,7.96
835909.68,20.48,6.88,324951.07,7.96
836216.01,20.49,6.89,325568.56,7.98
836512.04,20.5,6.9,325568.56,7.98
836564.74,20.5,6.9,325606.55,7.98
836617.44,20.51,6.91,325584.42,7.98
836017.52,20.5,6.9,324870.61,7.97
836070.22,20.5,6.91,324884.77,7.97
835934.24,20.51,6.91,324884.46,7.97
835562.24,20.5,6.9,324854.45,7.97
835562.24,20.5,6.9,324854.45,7.97
835426.26,20.5,6.9,324854.45,7.97
835722.29,20.51,6.91,326145.54,8.0
835360.29,20.5,6.91,325008.04,7.98
835224.31,20.51,6.91,325203.82,7.98
835088.33,20.51,6.91,325100.35,7.98
835141.03,20.51,6.91,326086.01,8.01
835141.03,20.51,6.91,326086.01,8.01
835193.74,20.52,6.92,326086.07,8.01
835489.76,20.53,6.93,326085.7,8.01
835293.33,20.52,6.93,326148.19,8.01
834921.33,20.52,6.92,326148.19,8.01
834785.35,20.52,6.92,326102.38,8.02
834838.05,20.52,6.93,326141.58,8.02
834702.08,20.53,6.93,326485.66,8.03
834649.41,20.53,6.93,326243.42,8.02
834430.12,20.53,6.93,326095.08,8.02
833763.63,20.52,6.92,325145.33,8.0
833627.65,20.52,6.92,325145.02,8.0
833307.65,20.51,6.92,324825.02,8.0
832610.25,20.5,6.9,324081.69,7.98
832474.27,20.5,6.9,324081.69,7.98
832338.3,20.5,6.91,324082.82,7.98
832202.32,20.51,6.91,324082.18,7.99
832066.34,20.51,6.91,324087.67,7.99
832362.36,20.52,6.92,324065.94,7.99
832226.38,20.52,6.92,324290.52,8.0
832134.06,20.52,6.92,324191.38,8.0
831954.43,20.52,6.92,324059.95,7.99
831818.45,20.52,6.93,324060.11,8.0
831871.15,20.53,6.93,324050.13,8.0
831871.15,20.53,6.93,324046.49,8.0
831871.15,20.53,6.93,324046.49,8.0
831735.18,20.53,6.93,324046.02,8.0
831448.09,20.53,6.93,323615.44,7.99
831289.41,20.52,6.92,323491.17,7.99
831570.52,20.53,6.93,324211.37,8.01
831760.97,20.54,6.94,324518.75,8.01
831813.67,20.55,6.95,325024.07,8.03
831677.7,20.55,6.95,325024.07,8.03
831541.72,20.55,6.95,325077.87,8.03
831405.74,20.55,6.95,325054.53,8.03
831269.76,20.55,6.95,325099.7,8.04
831322.47,20.56,6.96,325099.77,8.04
831122.63,20.55,6.96,325028.18,8.04
830826.2,20.55,6.95,325185.75,8.04
830778.17,20.55,6.95,325468.34,8.05
830619.49,20.55,6.95,325313.39,8.05
830395.57,20.55,6.95,324955.16,8.04
830259.59,20.55,6.95,324954.85,8.04
830450.04,20.56,6.96,324954.47,8.04
830314.07,20.56,6.96,324954.47,8.05
829226.25,20.57,6.98,324954.16,8.06
829278.95,20.58,6.98,324954.16,8.06
829142.97,20.58,6.98,325010.05,8.07
829006.99,20.58,6.99,324963.03,8.07
828634.99,20.58,6.98,324508.9,8.06
828499.02,20.58,6.98,324516.55,8.06
828551.72,20.58,6.99,324530.53,8.06
828415.74,20.59,6.99,324806.05,8.07
828825.73,20.6,7.0,325195.95,8.08
828538.65,20.6,7.0,324895.05,8.08
828538.65,20.6,7.0,324895.05,8.08
828538.65,20.6,7.0,324891.69,8.08
828538.65,20.6,7.0,324891.69,8.08
828834.67,20.6,7.01,324893.56,8.08
828290.76,20.61,7.01,324915.25,8.09
828343.46,20.62,7.02,324929.4,8.09
828396.16,20.62,7.02,325084.34,8.09
828396.16,20.62,7.02,325084.34,8.09
828260.18,20.62,7.03,325084.5,8.09
828124.21,20.63,7.03,325084.03,8.1
827827.78,20.62,7.02,326027.47,8.12
827827.78,20.62,7.02,326027.47,8.12
827691.8,20.62,7.02,326573.53,8.14
827882.25,20.63,7.03,327000.12,8.15
827882.25,20.63,7.03,327000.12,8.15
827746.27,20.63,7.03,326754.3,8.14
827798.98,20.64,7.04,326754.36,8.15
829300.91,20.68,7.08,329225.13,8.21
829544.94,20.69,7.09,329224.76,8.21
829172.94,20.68,7.08,328777.17,8.2
829036.97,20.68,7.09,328776.86,8.2
829332.99,20.69,7.1,328784.66,8.2
828245.17,20.71,7.11,328784.35,8.22
828109.19,20.71,7.11,328813.99,8.22
827950.44,20.71,7.11,328660.33,8.22
827950.44,20.71,7.11,328660.33,8.22
827578.45,20.7,7.1,328654.35,8.22
827578.45,20.7,7.1,328654.35,8.22
827631.15,20.71,7.11,328659.28,8.22
827683.85,20.71,7.11,328652.52,8.22
827547.87,20.71,7.12,328657.79,8.23
827341.44,20.71,7.11,328703.38,8.23
827205.46,20.71,7.11,328677.75,8.23
827069.49,20.71,7.11,328689.28,8.23
826933.51,20.71,7.12,328743.16,8.23
827661.56,20.74,7.14,329668.47,8.26
827957.58,20.75,7.15,330284.24,8.28
827821.6,20.75,7.15,330284.4,8.28
827531.59,20.74,7.15,329692.33,8.26
827584.29,20.75,7.15,329668.63,8.27
827448.31,20.75,7.15,329668.16,8.27
827501.01,20.76,7.16,331171.9,8.31
827365.03,20.76,7.16,331171.9,8.31
827365.03,20.76,7.16,331171.9,8.31
827229.06,20.76,7.16,331243.9,8.31
827229.06,20.76,7.16,331359.99,8.32
827281.76,20.77,7.17,331360.05,8.32
827281.76,20.77,7.17,331360.05,8.32
827145.78,20.77,7.17,331676.29,8.33
827031.44,20.77,7.17,331443.6,8.32
826659.44,20.76,7.17,331051.65,8.31
826659.44,20.76,7.17,331051.65,8.31
827044.1,20.77,7.18,331051.28,8.32
827432.46,20.79,7.19,331666.0,8.33
827120.36,20.78,7.19,331685.79,8.33
826984.38,20.79,7.19,331685.48,8.34
826302.44,20.77,7.18,331003.53,8.32
826166.46,20.78,7.18,331003.53,8.32
826030.48,20.78,7.18,331021.02,8.33
825894.5,20.78,7.18,331008.82,8.33
825212.56,20.77,7.17,330238.56,8.31
825212.56,20.77,7.17,330238.56,8.31
825265.26,20.77,7.17,330229.04,8.31
825129.28,20.77,7.18,330244.74,8.31
825373.32,20.78,7.19,330234.46,8.32
825237.34,20.79,7.19,330288.16,8.32
825290.04,20.79,7.19,330388.0,8.32
825164.88,20.79,7.2,330537.35,8.33
825164.88,20.79,7.2,330537.35,8.33
825018.09,20.79,7.2,330313.32,8.33
825314.11,20.8,7.21,330301.35,8.33
824942.11,20.8,7.2,330213.48,8.33
824994.81,20.8,7.21,331552.39,8.36
823994.81,20.78,7.19,330552.39,8.34
824047.51,20.79,7.19,330770.79,8.34
823911.53,20.79,7.19,330770.48,8.35
824101.99,20.8,7.2,330770.48,8.35
824154.69,20.8,7.21,330770.48,8.35
823864.68,20.8,7.2,330335.93,8.34
824108.71,20.81,7.21,330335.93,8.34
823972.73,20.81,7.21,330335.93,8.34
823972.73,20.81,7.21,330335.93,8.34
823673.06,20.8,7.21,330015.93,8.34
823455.81,20.8,7.2,329632.52,8.33
823455.81,20.8,7.2,329678.12,8.33
823159.38,20.79,7.2,329678.12,8.33
823113.54,20.8,7.2,328907.1,8.31
822977.56,20.8,7.2,328973.37,8.31
822841.58,20.8,7.2,329005.14,8.32
821753.76,20.82,7.22,329004.82,8.33
822057.94,20.83,7.23,329004.82,8.34
821767.92,20.82,7.22,329005.08,8.34
821629.03,20.82,7.22,329004.82,8.34
821925.05,20.83,7.23,329004.82,8.34
821925.05,20.83,7.23,329004.82,8.34
821553.05,20.82,7.22,329043.07,8.34
821331.8,20.82,7.22,329004.82,8.34
821384.5,20.82,7.23,329004.82,8.34
821248.52,20.82,7.23,328965.65,8.34
820248.52,20.8,7.21,327965.65,8.32
820529.63,20.81,7.22,328919.35,8.34
820393.65,20.82,7.22,328936.78,8.35
820193.82,20.81,7.21,328336.03,8.33
820246.52,20.82,7.22,329017.07,8.35
820154.19,20.82,7.22,329076.34,8.35
819974.56,20.82,7.22,328940.79,8.35
819838.59,20.82,7.23,328940.79,8.35
820082.62,20.83,7.24,328940.48,8.36
820634.77,20.85,7.25,328876.94,8.36
820498.8,20.85,7.26,328876.94,8.36
820362.82,20.86,7.26,328878.1,8.36
820362.82,20.86,7.26,328878.1,8.36
820415.52,20.86,7.26,328878.62,8.36
820279.54,20.86,7.27,328877.95,8.36
820143.57,20.87,7.27,328877.46,8.37
820143.57,20.87,7.27,328877.46,8.37
820007.59,20.87,7.27,329027.99,8.37
819871.61,20.87,7.27,328976.56,8.37
819735.63,20.87,7.27,328877.46,8.37
819735.63,20.87,7.27,328831.87,8.37
819788.34,20.88,7.28,328831.73,8.37
819652.36,20.88,7.28,328831.89,8.38
819516.38,20.88,7.28,328831.42,8.38
819516.38,20.88,7.28,328831.42,8.38
819299.13,20.88,7.28,328508.78,8.37
819163.15,20.88,7.28,328663.91,8.38
819027.17,20.88,7.28,328565.36,8.38
818891.2,20.88,7.28,328640.17,8.38
818755.22,20.88,7.29,328583.47,8.38
818702.55,20.89,7.29,328862.38,8.39
818893.01,20.9,7.3,328861.99,8.39
818673.72,20.9,7.3,328508.4,8.38
818726.42,20.9,7.3,328508.4,8.39
819022.44,20.91,7.31,329134.36,8.4
819075.14,20.92,7.32,329637.03,8.42
819127.84,20.92,7.32,330335.02,8.44
818755.84,20.92,7.32,329908.26,8.43
818755.84,20.92,7.32,329908.26,8.43
818755.84,20.92,7.32,329960.82,8.43
818549.41,20.91,7.31,330049.38,8.43
818413.44,20.91,7.32,330049.07,8.43
818277.46,20.92,7.32,330049.07,8.44
818330.16,20.92,7.32,330049.07,8.44
818194.18,20.92,7.32,330204.19,8.44
817904.17,20.92,7.32,329856.98,8.44
817768.19,20.92,7.32,329757.18,8.44
817632.22,20.92,7.32,329768.73,8.44
817632.22,20.92,7.32,329767.83,8.44
817517.87,20.92,7.33,329849.21,8.44
817570.57,20.93,7.33,329849.21,8.44
817570.57,20.93,7.33,329847.67,8.44
817662.13,20.94,7.34,330192.26,8.45
817526.15,20.94,7.34,330191.95,8.46
817390.17,20.94,7.34,330191.95,8.46
817005.03,20.94,7.34,329699.11,8.45
817005.03,20.94,7.34,329699.11,8.45
817301.05,20.95,7.35,329699.11,8.45
817160.59,20.94,7.35,329699.11,8.45
817160.59,20.94,7.35,329699.11,8.45
817213.3,20.95,7.35,329699.11,8.45
817517.47,20.96,7.36,329763.7,8.45
817570.17,20.97,7.37,329917.96,8.46
817434.19,20.97,7.37,329995.27,8.46
817486.89,20.97,7.38,330397.72,8.48
817730.93,20.98,7.38,331807.79,8.51
817594.95,20.98,7.39,331879.35,8.52
817458.97,20.99,7.39,331764.97,8.52
817703.01,21.0,7.4,331764.66,8.52
817332.86,20.99,7.39,331341.39,8.51
817385.56,20.99,7.4,331341.39,8.51
817438.26,21.0,7.4,331341.39,8.51
817279.58,21.0,7.4,331188.53,8.51
817332.29,21.0,7.4,331189.15,8.51
817332.29,21.0,7.4,331189.15,8.51
817522.74,21.01,7.41,331188.53,8.51
817386.76,21.01,7.41,331612.81,8.52
817689.62,21.03,7.43,331712.1,8.53
817114.81,21.02,7.42,331154.05,8.52
817114.81,21.02,7.42,331154.05,8.52
816978.83,21.02,7.42,331153.74,8.52
816842.85,21.02,7.42,331153.74,8.52
816706.87,21.02,7.42,331153.74,8.52
816570.9,21.02,7.43,331315.87,8.53
816866.92,21.03,7.44,331315.87,8.53
816866.92,21.03,7.44,331315.87,8.53
816645.38,21.03,7.43,330894.08,8.52
816509.4,21.03,7.43,330945.27,8.52
816137.4,21.02,7.43,331751.24,8.55
816023.06,21.03,7.43,331641.52,8.55
816319.08,21.04,7.44,331793.8,8.55
816600.3,21.05,7.45,332241.19,8.56
816238.31,21.04,7.45,331282.94,8.54
816534.33,21.05,7.46,333135.91,8.59
816398.35,21.06,7.46,333136.06,8.59
816398.35,21.06,7.46,333136.06,8.59
816026.35,21.05,7.45,332713.27,8.58
815890.37,21.05,7.45,332712.8,8.58
815754.4,21.05,7.45,332712.8,8.59
815179.58,21.04,7.45,332161.81,8.57
815043.61,21.04,7.45,332164.85,8.58
815339.63,21.05,7.46,332164.54,8.58
815392.33,21.06,7.46,332164.54,8.58
815288.8,21.06,7.47,332341.75,8.59
816048.26,21.09,7.49,333387.74,8.62
815912.29,21.09,7.49,333387.9,8.62
815964.99,21.1,7.5,333387.9,8.62
816017.69,21.1,7.5,333416.84,8.62
816017.69,21.1,7.5,333416.84,8.62
816017.69,21.1,7.5,333416.84,8.62
815473.78,21.11,7.51,333394.84,8.63
815664.23,21.12,7.52,333381.76,8.63
815528.26,21.12,7.52,333381.29,8.63
815392.28,21.12,7.52,333536.41,8.64
815392.28,21.12,7.52,333536.41,8.64
815256.3,21.12,7.53,333684.44,8.65
814753.85,21.12,7.52,333235.57,8.64
814617.88,21.12,7.52,333102.49,8.64
814277.86,21.11,7.51,333033.38,8.63
814277.86,21.11,7.51,333079.71,8.64
814277.86,21.11,7.51,333041.14,8.63
814229.19,21.12,7.52,333799.59,8.66
814281.89,21.12,7.52,333813.74,8.66
814472.34,21.13,7.53,333783.73,8.66
814525.05,21.14,7.54,335809.55,8.71
814153.05,21.13,7.53,335404.85,8.7
814153.05,21.13,7.53,335443.22,8.71
814343.5,21.14,7.54,335442.91,8.71
814681.64,21.15,7.55,335269.81,8.7
814681.64,21.15,7.55,335269.81,8.7
814545.66,21.15,7.56,335269.5,8.71
814349.23,21.15,7.55,335114.13,8.7
814213.26,21.15,7.55,335114.13,8.71
814213.26,21.15,7.55,335114.34,8.71
814213.26,21.15,7.55,335068.21,8.7
