ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
745,2468,2127440,6212,2127440
745,2468,2127440,6212,2127440
745,2468,2128440,6212,2128440
745,2468,2129440,6212,2129440
745,2468,2129440,6212,2129440
745,2468,2130440,6212,2130440
745,2468,2130910,6212,2130910
745,2468,2131720,6212,2131720
745,2468,2132530,6212,2132530
745,2468,2133530,6212,2133530
745,2468,2134340,6212,2134340
746,2476,2135340,6212,2135340
746,2476,2135810,6212,2135810
746,2476,2135810,6212,2135810
746,2476,2136810,6212,2136810
746,2476,2137280,6212,2137280
746,2476,2137740,6212,2137740
746,2476,2138740,6212,2138740
746,2476,2139740,6212,2139740
746,2476,2140550,6212,2140550
746,2476,2140550,6212,2140550
747,2484,2141360,6212,2141360
747,2484,2141830,6212,2141830
747,2484,2142050,6212,2142050
747,2484,2142520,6212,2142520
747,2484,2143520,6212,2143520
747,2484,2144330,6212,2144330
747,2484,2145330,6212,2145330
747,2484,2146330,6212,2146330
747,2484,2147330,6212,2147330
747,2484,2148330,6212,2148330
748,2492,2149330,6212,2149330
748,2492,2149650,6212,2149650
748,2492,2150650,6212,2150650
748,2492,2151650,6212,2151650
748,2492,2152650,6212,2152650
748,2492,2153650,6212,2153650
748,2492,2154650,6212,2154650
748,2492,2155120,6212,2155120
748,2492,2156120,6212,2156120
748,2492,2157120,6212,2157120
748,2492,2158120,6212,2158120
749,2500,2159120,6212,2159120
749,2500,2159930,6212,2159930
749,2500,2159930,6212,2159930
749,2500,2159930,6212,2159930
749,2500,2160930,6212,2160930
749,2500,2161250,6212,2161250
749,2500,2161410,6212,2161410
749,2500,2161960,6212,2161960
749,2500,2162610,6212,2162610
749,2500,2163420,6212,2163420
749,2500,2164420,6212,2164420
749,2500,2165420,6212,2165420
749,2500,2166420,6212,2166420
749,2500,2167420,6212,2167420
750,2508,2168230,6212,2168230
750,2508,2168460,6212,2168460
750,2508,2168780,6212,2168780
750,2508,2169780,6212,2169780
750,2508,2169940,6212,2169940
750,2508,2170940,6212,2170940
751,2516,2171940,6212,2171940
751,2516,2172590,6212,2172590
751,2516,2173590,6212,2173590
752,2524,2181590,6212,2181590
752,2524,2182400,6212,2182400
752,2524,2183400,6212,2183400
752,2524,2184400,6212,2184400
752,2524,2184870,6212,2184870
752,2524,2185870,6212,2185870
752,2524,2186680,6212,2186680
752,2524,2187680,6212,2187680
752,2524,2188680,6212,2188680
752,2524,2189000,6212,2189000
752,2524,2189000,6212,2189000
752,2524,2189000,6212,2189000
752,2524,2189000,6212,2189000
752,2524,2189470,6212,2189470
753,2532,2193470,6212,2193470
753,2532,2194280,6212,2194280
753,2532,2195090,6212,2195090
753,2532,2195090,6212,2195090
754,2540,2196090,6212,2196090
754,2540,2197090,6212,2197090
754,2540,2197410,6212,2197410
754,2540,2197410,6212,2197410
754,2540,2198410,6212,2198410
754,2540,2199060,6212,2199060
754,2540,2199060,6212,2199060
754,2540,2200060,6212,2200060
755,2548,2200870,6212,2200870
755,2548,2201870,6212,2201870
755,2548,2202460,6212,2202460
755,2548,2202930,6212,2202930
756,2556,2203930,6212,2203930
756,2556,2204400,6212,2204400
757,2564,2212400,6212,2212400
757,2564,2213400,6212,2213400
757,2564,2213560,6212,2213560
757,2564,2213560,6212,2213560
757,2564,2214030,6212,2214030
757,2564,2214030,6212,2214030
757,2564,2214840,6212,2214840
757,2564,2215650,6212,2215650
757,2564,2216650,6212,2216650
757,2564,2216880,6212,2216880
757,2564,2217880,6212,2217880
757,2564,2218880,6212,2218880
757,2564,2219880,6212,2219880
757,2564,2220880,6212,2220880
757,2564,2221350,6212,2221350
758,2572,2222350,6212,2222350
758,2572,2222670,6212,2222670
758,2572,2223480,6212,2223480
758,2572,2224480,6212,2224480
758,2572,2225290,6212,2225290
758,2572,2226290,6212,2226290
758,2572,2226290,6212,2226290
758,2572,2227290,6212,2227290
758,2572,2227290,6212,2227290
759,2580,2228100,6212,2228100
759,2580,2228100,6212,2228100
759,2580,2229100,6212,2229100
759,2580,2230100,6212,2230100
759,2580,2230570,6212,2230570
759,2580,2230570,6212,2230570
759,2580,2230890,6212,2230890
759,2580,2231890,6212,2231890
759,2580,2232360,6212,2232360
760,2588,2233360,6212,2233360
760,2588,2234360,6212,2234360
760,2588,2235360,6212,2235360
760,2588,2236360,6212,2236360
760,2588,2237360,6212,2237360
760,2588,2238360,6212,2238360
760,2588,2238360,6212,2238360
760,2588,2239170,6212,2239170
760,2588,2240170,6212,2240170
760,2588,2240760,6212,2240760
760,2588,2241760,6212,2241760
760,2588,2242570,6212,2242570
760,2588,2243570,6212,2243570
760,2588,2243570,6212,2243570
760,2588,2244570,6212,2244570
760,2588,2245040,6212,2245040
760,2588,2245510,6212,2245510
760,2588,2246320,6212,2246320
760,2588,2247320,6212,2247320
760,2588,2248130,6212,2248130
761,2596,2249130,6212,2249130
762,2604,2249780,6212,2249780
762,2604,2250590,6212,2250590
762,2604,2250910,6212,2250910
762,2604,2251500,6212,2251500
762,2604,2252500,6212,2252500
762,2604,2252500,6212,2252500
762,2604,2252820,6212,2252820
762,2604,2253040,6212,2253040
762,2604,2253040,6212,2253040
762,2604,2253360,6212,2253360
762,2604,2254360,6212,2254360
762,2604,2255360,6212,2255360
762,2604,2256360,6212,2256360
763,2612,2264360,6212,2264360
763,2612,2264820,6212,2264820
763,2612,2265140,6212,2265140
763,2612,2265370,6212,2265370
763,2612,2265840,6212,2265840
763,2612,2265840,6212,2265840
763,2612,2266310,6212,2266310
763,2612,2266540,6212,2266540
763,2612,2267350,6212,2267350
763,2612,2268350,6212,2268350
763,2612,2269350,6212,2269350
763,2612,2269900,6212,2269900
763,2612,2270900,6212,2270900
763,2612,2271130,6212,2271130
763,2612,2271940,6212,2271940
763,2612,2272940,6212,2272940
763,2612,2273940,6212,2273940
764,2620,2274940,6212,2274940
765,2628,2275530,6212,2275530
765,2628,2276530,6212,2276530
765,2628,2277530,6212,2277530
765,2628,2278530,6212,2278530
765,2628,2278530,6212,2278530
765,2628,2279340,6212,2279340
765,2628,2280340,6212,2280340
765,2628,2281340,6212,2281340
765,2628,2281340,6212,2281340
765,2628,2282340,6212,2282340
765,2628,2283340,6212,2283340
765,2628,2284340,6212,2284340
765,2628,2284340,6212,2284340
765,2628,2285150,6212,2285150
766,2636,2286150,6212,2286150
766,2636,2287150,6212,2287150
766,2636,2287150,6212,2287150
766,2636,2287370,6212,2287370
766,2636,2288370,6212,2288370
766,2636,2289370,6212,2289370
766,2636,2290370,6212,2290370
766,2636,2291370,6212,2291370
766,2636,2292370,6212,2292370
766,2636,2293020,6212,2293020
766,2636,2294020,6212,2294020
766,2636,2294830,6212,2294830
766,2636,2295300,6212,2295300
766,2636,2296110,6212,2296110
766,2636,2296920,6212,2296920
766,2636,2297390,6212,2297390
766,2636,2297390,6212,2297390
766,2636,2297390,6212,2297390
766,2636,2297620,6212,2297620
767,2644,2298620,6212,2298620
767,2644,2299620,6212,2299620
768,2652,2300430,6212,2300430
768,2652,2301430,6212,2301430
768,2652,2301750,6212,2301750
768,2652,2302750,6212,2302750
768,2652,2303750,6212,2303750
768,2652,2303750,6212,2303750
768,2652,2304750,6212,2304750
768,2652,2305560,6212,2305560
768,2652,2305560,6212,2305560
768,2652,2306560,6212,2306560
769,2660,2307560,6212,2307560
769,2660,2308560,6212,2308560
769,2660,2309560,6212,2309560
769,2660,2309560,6212,2309560
769,2660,2310030,6212,2310030
769,2660,2310260,6212,2310260
769,2660,2310260,6212,2310260
769,2660,2311070,6212,2311070
769,2660,2311530,6212,2311530
769,2660,2312340,6212,2312340
769,2660,2313340,6212,2313340
769,2660,2314150,6212,2314150
769,2660,2314740,6212,2314740
769,2660,2315740,6212,2315740
769,2660,2316740,6212,2316740
770,2668,2317330,6212,2317330
770,2668,2317800,6212,2317800
770,2668,2318610,6212,2318610
770,2668,2319420,6212,2319420
770,2668,2319580,6212,2319580
770,2668,2320390,6212,2320390
770,2668,2320390,6212,2320390
770,2668,2321040,6212,2321040
770,2668,2322040,6212,2322040
770,2668,2323040,6212,2323040
770,2668,2324040,6212,2324040
770,2668,2324040,6212,2324040
771,2676,2325040,6212,2325040
771,2676,2326040,6212,2326040
771,2676,2327040,6212,2327040
771,2676,2328040,6212,2328040
771,2676,2328510,6212,2328510
771,2676,2328510,6212,2328510
771,2676,2328740,6212,2328740
771,2676,2329740,6212,2329740
771,2676,2330210,6212,2330210
771,2676,2331210,6212,2331210
771,2676,2331680,6212,2331680
771,2676,2332680,6212,2332680
771,2676,2333140,6212,2333140
771,2676,2333610,6212,2333610
772,2684,2334610,6212,2334610
772,2684,2334610,6212,2334610
772,2684,2335080,6212,2335080
772,2684,2336080,6212,2336080
772,2684,2337080,6212,2337080
772,2684,2338080,6212,2338080
772,2684,2339080,6212,2339080
773,2692,2339550,6212,2339550
773,2692,2340360,6212,2340360
773,2692,2341360,6212,2341360
773,2692,2342360,6212,2342360
774,2700,2343360,6212,2343360
774,2700,2344170,6212,2344170
774,2700,2344980,6212,2344980
774,2700,2344980,6212,2344980
774,2700,2344980,6212,2344980
774,2700,2348980,6212,2348980
774,2700,2349630,6212,2349630
774,2700,2350630,6212,2350630
774,2700,2351630,6212,2351630
774,2700,2351630,6212,2351630
774,2700,2352630,6212,2352630
774,2700,2353630,6212,2353630
774,2700,2354630,6212,2354630
774,2700,2355000,6212,2355000
774,2700,2355000,6212,2355000
774,2700,2355000,6212,2355000
774,2700,2356000,6212,2356000
774,2700,2356810,6212,2356810
774,2700,2357460,6212,2357460
774,2700,2358270,6212,2358270
774,2700,2358740,6212,2358740
774,2700,2358740,6212,2358740
775,2708,2359390,6212,2359390
775,2708,2360390,6212,2360390
775,2708,2360390,6212,2360390
776,2716,2361390,6212,2361390
776,2716,2361610,6212,2361610
776,2716,2362610,6212,2362610
776,2716,2362610,6212,2362610
776,2716,2362610,6212,2362610
776,2716,2363610,6212,2363610
776,2716,2364160,6212,2364160
776,2716,2365160,6212,2365160
776,2716,2365620,6212,2365620
776,2716,2365620,6212,2365620
776,2716,2366620,6212,2366620
776,2716,2367090,6212,2367090
776,2716,2368090,6212,2368090
776,2716,2368560,6212,2368560
776,2716,2369560,6212,2369560
776,2716,2370030,6212,2370030
776,2716,2371030,6212,2371030
776,2716,2371840,6212,2371840
777,2724,2372840,6212,2372840
777,2724,2373000,6212,2373000
777,2724,2374000,6212,2374000
777,2724,2374000,6212,2374000
777,2724,2375000,6212,2375000
777,2724,2376000,6212,2376000
777,2724,2377000,6212,2377000
777,2724,2378000,6212,2378000
777,2724,2378590,6212,2378590
777,2724,2379060,6212,2379060
777,2724,2379540,6212,2379540
777,2724,2380540,6212,2380540
777,2724,2381540,6212,2381540
777,2724,2382010,6212,2382010
778,2732,2383010,6212,2383010
778,2732,2384010,6212,2384010
778,2732,2385010,6212,2385010
778,2732,2385480,6212,2385480
778,2732,2386480,6212,2386480
778,2732,2387480,6212,2387480
778,2732,2388480,6212,2388480
778,2732,2389480,6212,2389480
779,2740,2390480,6212,2390480
780,2748,2391290,6212,2391290
780,2748,2392290,6212,2392290
780,2748,2392750,6212,2392750
780,2748,2393750,6212,2393750
780,2748,2394750,6212,2394750
780,2748,2395750,6212,2395750
780,2748,2395980,6212,2395980
780,2748,2395980,6212,2395980
780,2748,2396980,6212,2396980
780,2748,2397440,6212,2397440
781,2756,2405440,6212,2405440
781,2756,2406250,6212,2406250
782,2764,2414250,6212,2414250
782,2764,2415250,6212,2415250
782,2764,2415720,6212,2415720
782,2764,2416040,6212,2416040
782,2764,2416270,6212,2416270
782,2764,2416730,6212,2416730
782,2764,2417730,6212,2417730
782,2764,2418730,6212,2418730
782,2764,2419730,6212,2419730
782,2764,2419730,6212,2419730
782,2764,2420200,6212,2420200
782,2764,2421200,6212,2421200
782,2764,2421520,6212,2421520
782,2764,2422330,6212,2422330
783,2772,2423330,6212,2423330
783,2772,2424330,6212,2424330
783,2772,2425330,6212,2425330
783,2772,2425330,6212,2425330
783,2772,2425330,6212,2425330
783,2772,2426330,6212,2426330
783,2772,2427140,6212,2427140
783,2772,2428140,6212,2428140
783,2772,2429140,6212,2429140
783,2772,2430140,6212,2430140
784,2780,2431140,6212,2431140
784,2780,2431140,6212,2431140
784,2780,2432140,6212,2432140
784,2780,2432140,6212,2432140
784,2780,2433140,6212,2433140
784,2780,2433790,6212,2433790
784,2780,2433790,6212,2433790
784,2780,2434790,6212,2434790
784,2780,2435790,6212,2435790
785,2788,2436260,6212,2436260
785,2788,2436850,6212,2436850
785,2788,2437850,6212,2437850
785,2788,2438850,6212,2438850
785,2788,2439850,6212,2439850
785,2788,2440850,6212,2440850
785,2788,2440850,6212,2440850
786,2796,2441850,6212,2441850
786,2796,2442850,6212,2442850
786,2796,2443850,6212,2443850
786,2796,2443850,6212,2443850
786,2796,2444850,6212,2444850
786,2796,2444850,6212,2444850
786,2796,2445850,6212,2445850
786,2796,2446850,6212,2446850
786,2796,2447660,6212,2447660
786,2796,2448470,6212,2448470
786,2796,2449470,6212,2449470
787,2804,2450470,6212,2450470
787,2804,2451470,6212,2451470
787,2804,2452470,6212,2452470
788,2812,2456470,6212,2456470
788,2812,2457470,6212,2457470
788,2812,2458470,6212,2458470
788,2812,2459470,6212,2459470
788,2812,2460280,6212,2460280
788,2812,2460280,6212,2460280
789,2820,2461280,6212,2461280
789,2820,2462280,6212,2462280
789,2820,2463090,6212,2463090
789,2820,2464090,6212,2464090
789,2820,2465090,6212,2465090
789,2820,2465410,6212,2465410
789,2820,2465880,6212,2465880
789,2820,2466350,6212,2466350
789,2820,2466350,6212,2466350
789,2820,2467350,6212,2467350
789,2820,2468350,6212,2468350
789,2820,2469350,6212,2469350
789,2820,2469350,6212,2469350
789,2820,2470350,6212,2470350
789,2820,2470350,6212,2470350
789,2820,2471160,6212,2471160
790,2828,2471970,6212,2471970
791,2836,2472970,6212,2472970
791,2836,2472970,6212,2472970
791,2836,2473620,6212,2473620
791,2836,2474430,6212,2474430
791,2836,2474750,6212,2474750
791,2836,2475560,6212,2475560
791,2836,2476370,6212,2476370
791,2836,2477370,6212,2477370
791,2836,2478370,6212,2478370
792,2844,2486370,6212,2486370
792,2844,2487370,6212,2487370
792,2844,2488370,6212,2488370
792,2844,2489180,6212,2489180
792,2844,2489180,6212,2489180
792,2844,2490180,6212,2490180
792,2844,2491180,6212,2491180
792,2844,2492180,6212,2492180
792,2844,2492990,6212,2492990
792,2844,2493220,6212,2493220
793,2852,2494220,6212,2494220
793,2852,2495220,6212,2495220
793,2852,2496030,6212,2496030
793,2852,2496350,6212,2496350
793,2852,2497350,6212,2497350
793,2852,2498350,6212,2498350
793,2852,2499350,6212,2499350
793,2852,2499350,6212,2499350
794,2860,2500160,6212,2500160
794,2860,2500480,6212,2500480
794,2860,2501480,6212,2501480
794,2860,2501480,6212,2501480
794,2860,2502480,6212,2502480
794,2860,2503480,6212,2503480
795,2868,2504480,6212,2504480
795,2868,2505480,6212,2505480
795,2868,2506480,6212,2506480
795,2868,2507480,6212,2507480
795,2868,2508480,6212,2508480
795,2868,2509480,6212,2509480
795,2868,2509700,6212,2509700
795,2868,2510700,6212,2510700
795,2868,2511170,6212,2511170
795,2868,2512170,6212,2512170
796,2876,2513170,6212,2513170
796,2876,2514170,6212,2514170
796,2876,2514980,6212,2514980
796,2876,2515980,6212,2515980
796,2876,2516980,6212,2516980
796,2876,2517440,6212,2517440
796,2876,2517910,6212,2517910
796,2876,2518130,6212,2518130
796,2876,2518940,6212,2518940
796,2876,2519940,6212,2519940
796,2876,2519940,6212,2519940
796,2876,2520940,6212,2520940
796,2876,2521940,6212,2521940
796,2876,2522410,6212,2522410
796,2876,2523410,6212,2523410
797,2884,2524410,6212,2524410
797,2884,2525000,6212,2525000
797,2884,2525810,6212,2525810
797,2884,2526810,6212,2526810
797,2884,2526810,6212,2526810
797,2884,2526810,6212,2526810
797,2884,2527180,6212,2527180
798,2892,2527500,6212,2527500
798,2892,2527500,6212,2527500
798,2892,2528500,6212,2528500
798,2892,2528500,6212,2528500
798,2892,2529310,6212,2529310
798,2892,2529310,6212,2529310
798,2892,2529780,6212,2529780
798,2892,2530780,6212,2530780
798,2892,2531330,6212,2531330
798,2892,2532330,6212,2532330
798,2892,2533330,6212,2533330
798,2892,2534330,6212,2534330
798,2892,2535330,6212,2535330
799,2900,2536330,6212,2536330
799,2900,2537140,6212,2537140
799,2900,2537610,6212,2537610
799,2900,2538610,6212,2538610
799,2900,2539080,6212,2539080
799,2900,2540080,6212,2540080
799,2900,2541080,6212,2541080
799,2900,2542080,6212,2542080
799,2900,2543080,6212,2543080
799,2900,2544080,6212,2544080
799,2900,2544080,6212,2544080
799,2900,2544080,6212,2544080
799,2900,2545080,6212,2545080
799,2900,2545550,6212,2545550
800,2908,2546550,6212,2546550
800,2908,2547360,6212,2547360
800,2908,2547360,6212,2547360
800,2908,2548360,6212,2548360
800,2908,2549360,6212,2549360
800,2908,2549360,6212,2549360
800,2908,2550170,6212,2550170
800,2908,2550540,6212,2550540
800,2908,2550540,6212,2550540
800,2908,2551540,6212,2551540
800,2908,2552540,6212,2552540
800,2908,2552910,6212,2552910
800,2908,2553910,6212,2553910
800,2908,2554910,6212,2554910
801,2916,2555230,6212,2555230
801,2916,2556040,6212,2556040
801,2916,2557040,6212,2557040
801,2916,2557410,6212,2557410
801,2916,2557410,6212,2557410
802,2924,2565410,6212,2565410
803,2932,2566410,6212,2566410
803,2932,2567220,6212,2567220
803,2932,2568220,6212,2568220
803,2932,2569030,6212,2569030
803,2932,2569500,6212,2569500
803,2932,2570500,6212,2570500
803,2932,2570870,6212,2570870
803,2932,2571030,6212,2571030
803,2932,2572030,6212,2572030
803,2932,2573030,6212,2573030
803,2932,2574030,6212,2574030
803,2932,2575030,6212,2575030
803,2932,2576030,6212,2576030
803,2932,2576350,6212,2576350
803,2932,2577160,6212,2577160
803,2932,2577970,6212,2577970
803,2932,2578290,6212,2578290
803,2932,2578290,6212,2578290
804,2940,2579290,6212,2579290
804,2940,2580290,6212,2580290
805,2948,2580940,6212,2580940
805,2948,2581400,6212,2581400
805,2948,2582400,6212,2582400
805,2948,2583400,6212,2583400
805,2948,2584400,6212,2584400
805,2948,2585400,6212,2585400
805,2948,2585870,6212,2585870
806,2956,2593870,6212,2593870
806,2956,2594870,6212,2594870
806,2956,2595680,6212,2595680
806,2956,2596270,6212,2596270
806,2956,2596270,6212,2596270
806,2956,2597270,6212,2597270
806,2956,2597730,6212,2597730
806,2956,2598540,6212,2598540
807,2964,2599540,6212,2599540
807,2964,2600540,6212,2600540
808,2972,2602540,6212,2602540
808,2972,2603350,6212,2603350
808,2972,2604350,6212,2604350
808,2972,2605350,6212,2605350
808,2972,2606350,6212,2606350
808,2972,2606350,6212,2606350
808,2972,2606580,6212,2606580
808,2972,2607390,6212,2607390
809,2980,2608200,6212,2608200
809,2980,2609200,6212,2609200
810,2988,2617200,6212,2617200
810,2988,2617200,6212,2617200
810,2988,2617520,6212,2617520
810,2988,2617520,6212,2617520
810,2988,2617840,6212,2617840
810,2988,2618310,6212,2618310
810,2988,2618310,6212,2618310
810,2988,2619310,6212,2619310
810,2988,2620120,6212,2620120
811,2996,2621120,6212,2621120
811,2996,2622120,6212,2622120
811,2996,2622930,6212,2622930
811,2996,2623930,6212,2623930
811,2996,2624150,6212,2624150
811,2996,2625150,6212,2625150
811,2996,2625150,6212,2625150
811,2996,2626150,6212,2626150
811,2996,2627150,6212,2627150
811,2996,2628150,6212,2628150
811,2996,2628150,6212,2628150
811,2996,2628380,6212,2628380
811,2996,2628380,6212,2628380
811,2996,2629380,6212,2629380
811,2996,2630380,6212,2630380
811,2996,2631190,6212,2631190
812,3004,2632190,6212,2632190
812,3004,2632190,6212,2632190
812,3004,2633000,6212,2633000
812,3004,2634000,6212,2634000
812,3004,2635000,6212,2635000
812,3004,2635000,6212,2635000
812,3004,2636000,6212,2636000
812,3004,2637000,6212,2637000
813,3012,2645000,6212,2645000
813,3012,2646000,6212,2646000
813,3012,2647000,6212,2647000
813,3012,2648000,6212,2648000
814,3020,2649000,6212,2649000
814,3020,2649000,6212,2649000
814,3020,2649810,6212,2649810
814,3020,2650620,6212,2650620
815,3028,2658620,6212,2658620
815,3028,2659620,6212,2659620
815,3028,2660430,6212,2660430
815,3028,2660430,6212,2660430
815,3028,2661430,6212,2661430
816,3036,2662240,6212,2662240
816,3036,2663240,6212,2663240
816,3036,2663240,6212,2663240
816,3036,2664240,6212,2664240
816,3036,2665240,6212,2665240
816,3036,2666050,6212,2666050
816,3036,2666520,6212,2666520
816,3036,2667330,6212,2667330
816,3036,2668330,6212,2668330
816,3036,2668330,6212,2668330
816,3036,2669330,6212,2669330
816,3036,2669800,6212,2669800
817,3044,2670800,6212,2670800
817,3044,2670800,6212,2670800
817,3044,2671800,6212,2671800
817,3044,2672450,6212,2672450
817,3044,2672920,6212,2672920
817,3044,2673730,6212,2673730
817,3044,2674730,6212,2674730
817,3044,2675540,6212,2675540
817,3044,2675860,6212,2675860
817,3044,2676090,6212,2676090
818,3052,2676740,6212,2676740
818,3052,2677740,6212,2677740
818,3052,2678550,6212,2678550
818,3052,2679550,6212,2679550
818,3052,2680360,6212,2680360
818,3052,2681010,6212,2681010
818,3052,2681470,6212,2681470
818,3052,2682470,6212,2682470
818,3052,2682940,6212,2682940
818,3052,2683750,6212,2683750
818,3052,2684560,6212,2684560
818,3052,2685030,6212,2685030
818,3052,2686030,6212,2686030
819,3060,2686840,6212,2686840
819,3060,2687840,6212,2687840
819,3060,2687840,6212,2687840
820,3068,2688840,6212,2688840
820,3068,2688840,6212,2688840
820,3068,2689840,6212,2689840
820,3068,2690840,6212,2690840
820,3068,2691840,6212,2691840
820,3068,2692310,6212,2692310
820,3068,2693310,6212,2693310
820,3068,2693960,6212,2693960
820,3068,2694960,6212,2694960
820,3068,2695510,6212,2695510
820,3068,2695830,6212,2695830
820,3068,2696640,6212,2696640
820,3068,2697110,6212,2697110
820,3068,2697580,6212,2697580
820,3068,2698580,6212,2698580
820,3068,2699580,6212,2699580
821,3076,2700580,6212,2700580
821,3076,2701050,6212,2701050
821,3076,2701520,6212,2701520
821,3076,2701980,6212,2701980
821,3076,2702980,6212,2702980
821,3076,2703790,6212,2703790
821,3076,2704790,6212,2704790
822,3084,2705440,6212,2705440
822,3084,2706250,6212,2706250
822,3084,2707250,6212,2707250
822,3084,2707250,6212,2707250
822,3084,2707250,6212,2707250
822,3084,2708250,6212,2708250
822,3084,2709250,6212,2709250
822,3084,2709250,6212,2709250
822,3084,2709570,6212,2709570
822,3084,2709570,6212,2709570
822,3084,2710040,6212,2710040
822,3084,2710040,6212,2710040
822,3084,2710850,6212,2710850
822,3084,2711850,6212,2711850
822,3084,2712850,6212,2712850
822,3084,2713170,6212,2713170
823,3092,2714170,6212,2714170
823,3092,2715170,6212,2715170
823,3092,2716170,6212,2716170
823,3092,2716170,6212,2716170
823,3092,2717170,6212,2717170
823,3092,2718170,6212,2718170
823,3092,2719170,6212,2719170
823,3092,2719640,6212,2719640
823,3092,2720190,6212,2720190
823,3092,2721000,6212,2721000
823,3092,2721470,6212,2721470
823,3092,2722470,6212,2722470
823,3092,2723470,6212,2723470
823,3092,2724120,6212,2724120
824,3100,2725120,6212,2725120
824,3100,2725930,6212,2725930
824,3100,2726930,6212,2726930
824,3100,2727930,6212,2727930
824,3100,2728930,6212,2728930
824,3100,2729250,6212,2729250
824,3100,2730250,6212,2730250
825,3108,2730720,6212,2730720
825,3108,2731720,6212,2731720
825,3108,2732190,6212,2732190
825,3108,2733190,6212,2733190
825,3108,2734190,6212,2734190
825,3108,2735000,6212,2735000
825,3108,2735000,6212,2735000
826,3116,2736000,6212,2736000
826,3116,2737000,6212,2737000
826,3116,2737650,6212,2737650
826,3116,2738650,6212,2738650
826,3116,2738650,6212,2738650
826,3116,2738650,6212,2738650
826,3116,2739650,6212,2739650
826,3116,2740650,6212,2740650
826,3116,2741650,6212,2741650
826,3116,2741650,6212,2741650
826,3116,2741970,6212,2741970
826,3116,2742290,6212,2742290
826,3116,2743290,6212,2743290
826,3116,2743750,6212,2743750
826,3116,2744750,6212,2744750
827,3124,2745750,6212,2745750
827,3124,2746750,6212,2746750
827,3124,2747400,6212,2747400
827,3124,2748400,6212,2748400
827,3124,2748870,6212,2748870
827,3124,2749870,6212,2749870
827,3124,2750870,6212,2750870
827,3124,2751340,6212,2751340
827,3124,2752340,6212,2752340
827,3124,2752810,6212,2752810
827,3124,2753180,6212,2753180
827,3124,2754180,6212,2754180
828,3132,2755180,6212,2755180
828,3132,2756180,6212,2756180
828,3132,2757180,6212,2757180
828,3132,2757990,6212,2757990
828,3132,2758800,6212,2758800
829,3140,2759270,6212,2759270
829,3140,2760270,6212,2760270
829,3140,2761270,6212,2761270
829,3140,2761270,6212,2761270
829,3140,2761590,6212,2761590
830,3148,2769590,6212,2769590
830,3148,2770590,6212,2770590
830,3148,2770590,6212,2770590
830,3148,2771400,6212,2771400
830,3148,2772400,6212,2772400
830,3148,2773400,6212,2773400
830,3148,2774210,6212,2774210
830,3148,2774860,6212,2774860
830,3148,2775860,6212,2775860
830,3148,2776450,6212,2776450
830,3148,2776450,6212,2776450
831,3156,2777450,6212,2777450
831,3156,2777910,6212,2777910
831,3156,2777910,6212,2777910
831,3156,2778230,6212,2778230
831,3156,2778460,6212,2778460
831,3156,2778460,6212,2778460
831,3156,2779460,6212,2779460
831,3156,2780010,6212,2780010
831,3156,2781010,6212,2781010
831,3156,2782010,6212,2782010
831,3156,2783010,6212,2783010
831,3156,2783010,6212,2783010
831,3156,2783480,6212,2783480
831,3156,2784480,6212,2784480
831,3156,2785480,6212,2785480
831,3156,2785710,6212,2785710
831,3156,2786520,6212,2786520
831,3156,2787520,6212,2787520
831,3156,2787520,6212,2787520
831,3156,2787520,6212,2787520
832,3164,2788520,6212,2788520
832,3164,2789520,6212,2789520
832,3164,2790520,6212,2790520
832,3164,2790980,6212,2790980
832,3164,2791980,6212,2791980
832,3164,2792980,6212,2792980
832,3164,2793980,6212,2793980
832,3164,2794980,6212,2794980
832,3164,2795980,6212,2795980
833,3172,2796980,6212,2796980
833,3172,2797980,6212,2797980
833,3172,2798980,6212,2798980
834,3180,2799450,6212,2799450
834,3180,2800260,6212,2800260
834,3180,2801260,6212,2801260
834,3180,2802260,6212,2802260
834,3180,2803260,6212,2803260
834,3180,2804260,6212,2804260
834,3180,2804580,6212,2804580
834,3180,2805580,6212,2805580
834,3180,2805580,6212,2805580
834,3180,2806390,6212,2806390
835,3188,2807390,6212,2807390
835,3188,2808200,6212,2808200
835,3188,2808200,6212,2808200
835,3188,2808850,6212,2808850
835,3188,2809660,6212,2809660
835,3188,2810310,6212,2810310
835,3188,2811120,6212,2811120
835,3188,2812120,6212,2812120
835,3188,2813120,6212,2813120
835,3188,2813590,6212,2813590
836,3196,2814050,6212,2814050
836,3196,2815050,6212,2815050
836,3196,2815860,6212,2815860
836,3196,2816330,6212,2816330
836,3196,2816330,6212,2816330
