ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
847605.19,13.65,0.08,212615.95,3.42
847765.51,13.65,0.08,212615.75,3.42
848661.64,13.67,0.1,213017.51,3.43
848821.96,13.67,0.1,212988.74,3.43
848873.49,13.67,0.11,212988.52,3.43
848873.49,13.67,0.11,212987.92,3.43
849042.88,13.67,0.11,212898.4,3.43
849094.41,13.68,0.11,212552.1,3.42
849249.15,13.68,0.11,212673.4,3.43
849300.68,13.68,0.12,212673.18,3.43
849293.89,13.68,0.12,212666.53,3.43
849454.21,13.69,0.12,212666.32,3.43
849668.47,13.69,0.12,212666.32,3.43
849668.47,13.69,0.12,212451.31,3.42
850381.37,13.7,0.14,212750.09,3.43
850550.77,13.71,0.14,212749.49,3.43
850720.16,13.71,0.14,212748.89,3.43
850918.44,13.72,0.15,212823.21,3.43
851128.21,13.72,0.15,212822.61,3.43
851288.53,13.72,0.16,212793.85,3.43
851457.92,13.73,0.16,212704.33,3.43
851618.24,13.73,0.16,212675.56,3.43
852019.67,13.74,0.17,212733.72,3.43
852179.99,13.74,0.17,212704.96,3.43
852231.52,13.74,0.18,212823.43,3.43
852231.52,13.74,0.18,212822.84,3.43
852283.05,13.75,0.18,212795.46,3.43
852443.37,13.75,0.18,212795.25,3.43
852603.69,13.75,0.19,212766.48,3.43
852655.22,13.76,0.19,212884.96,3.43
852809.48,13.76,0.19,212884.36,3.43
852861.01,13.76,0.2,212884.14,3.44
853030.4,13.77,0.2,212794.62,3.43
853190.72,13.77,0.2,212794.41,3.43
853169.02,13.77,0.2,212619.14,3.43
853329.33,13.77,0.21,212618.93,3.43
853496.12,13.78,0.21,212619.89,3.43
853656.43,13.78,0.21,212619.68,3.43
853822.34,13.78,0.22,212619.08,3.43
854020.61,13.79,0.22,212618.48,3.43
854733.52,13.8,0.23,212917.26,3.44
854887.79,13.81,0.24,213144.65,3.44
854939.32,13.81,0.24,213144.42,3.44
854939.32,13.81,0.24,213143.83,3.44
855108.71,13.81,0.24,213141.62,3.44
855160.24,13.81,0.25,213260.09,3.44
855211.77,13.82,0.25,213378.57,3.45
855263.3,13.82,0.25,213032.26,3.44
855263.3,13.82,0.25,213042.35,3.44
855432.7,13.82,0.26,212952.83,3.44
855646.95,13.83,0.26,212952.23,3.44
855698.48,13.83,0.26,213070.7,3.44
856061.02,13.84,0.27,213267.19,3.45
856112.55,13.84,0.27,213385.66,3.45
856090.84,13.84,0.27,213386.15,3.45
856142.37,13.84,0.27,213385.93,3.45
856302.69,13.84,0.28,213385.93,3.45
856463.01,13.85,0.28,213385.72,3.45
856514.54,13.85,0.28,213385.49,3.45
856915.97,13.86,0.29,213443.65,3.45
857076.29,13.86,0.3,213443.45,3.45
857245.68,13.86,0.3,213274.0,3.45
857415.08,13.87,0.3,213273.4,3.45
857415.08,13.87,0.3,213171.7,3.45
857415.08,13.87,0.3,213171.1,3.45
857569.34,13.87,0.31,213170.51,3.45
857729.66,13.88,0.31,213141.74,3.45
857781.19,13.88,0.31,213141.52,3.45
857941.51,13.88,0.32,213141.31,3.45
858095.77,13.89,0.32,213233.28,3.45
858147.3,13.89,0.32,213233.06,3.45
858307.62,13.89,0.33,213232.85,3.45
858467.94,13.9,0.33,213232.64,3.45
858628.26,13.9,0.33,213232.43,3.45
858782.99,13.9,0.34,213353.74,3.45
858834.52,13.91,0.34,213472.21,3.46
858886.05,13.91,0.34,213471.99,3.46
858937.58,13.91,0.35,213471.76,3.46
859097.9,13.92,0.35,213471.56,3.46
859097.9,13.92,0.35,213295.21,3.45
859149.43,13.92,0.35,213413.69,3.46
859303.69,13.92,0.36,213413.3,3.46
859464.01,13.93,0.36,213413.09,3.46
859633.4,13.93,0.36,213412.49,3.46
859787.67,13.93,0.37,213411.9,3.46
859839.2,13.94,0.37,213411.67,3.46
859890.73,13.94,0.37,213411.45,3.46
860051.04,13.94,0.38,213411.07,3.46
860763.95,13.95,0.39,213709.85,3.46
861476.86,13.97,0.4,214008.63,3.47
861528.39,13.97,0.4,214055.47,3.47
861688.71,13.97,0.41,214055.26,3.47
861854.61,13.98,0.41,214002.55,3.47
862064.38,13.98,0.41,213921.61,3.47
862224.7,13.98,0.42,213921.41,3.47
862385.01,13.99,0.42,213921.2,3.47
862385.01,13.99,0.42,213778.68,3.47
862545.33,13.99,0.43,213749.91,3.47
862705.65,14.0,0.43,213721.15,3.47
862865.97,14.0,0.43,213720.94,3.47
863035.36,14.0,0.44,213551.49,3.46
863902.5,14.02,0.45,214156.05,3.47
864062.82,14.02,0.45,214127.28,3.47
864190.82,14.02,0.46,213998.8,3.47
864405.07,14.03,0.46,213918.82,3.47
864565.39,14.03,0.46,213918.61,3.47
864725.71,14.03,0.47,213918.4,3.47
864777.24,14.04,0.47,213918.03,3.47
864828.77,14.04,0.47,214077.15,3.48
864880.3,14.04,0.48,214195.63,3.48
865322.73,14.05,0.48,214018.28,3.48
865483.05,14.05,0.49,213989.51,3.47
865534.58,14.06,0.49,213989.29,3.48
865534.58,14.06,0.49,213988.69,3.48
865700.48,14.06,0.49,213988.09,3.48
865869.87,14.06,0.5,213987.5,3.48
865921.4,14.07,0.5,214105.97,3.48
866081.72,14.07,0.5,214072.73,3.48
866133.25,14.07,0.51,214045.35,3.48
866133.25,14.07,0.51,213902.84,3.48
866293.57,14.08,0.51,213915.7,3.48
867349.58,14.09,0.53,214706.68,3.49
867509.9,14.1,0.53,214706.47,3.49
867509.9,14.1,0.53,214604.77,3.49
867719.66,14.1,0.54,214523.84,3.49
868775.68,14.12,0.55,215314.81,3.5
868645.94,14.12,0.55,214918.54,3.49
868697.47,14.12,0.55,214918.31,3.49
868697.47,14.12,0.55,214775.8,3.49
868697.47,14.12,0.55,214775.8,3.49
868857.79,14.12,0.56,214775.59,3.49
868909.32,14.13,0.56,214894.06,3.49
869078.71,14.13,0.56,214893.47,3.49
869130.24,14.13,0.57,215011.94,3.5
869181.77,14.14,0.57,215011.72,3.5
869336.03,14.14,0.57,215103.52,3.5
869496.35,14.14,0.58,215074.76,3.5
869547.88,14.15,0.58,215074.53,3.5
869717.28,14.15,0.58,214985.01,3.5
869768.81,14.15,0.59,215103.49,3.5
869820.34,14.16,0.59,215278.45,3.5
870533.24,14.17,0.6,215577.23,3.51
870687.51,14.17,0.61,215576.63,3.51
870897.28,14.18,0.61,215576.63,3.51
870948.81,14.18,0.61,215230.33,3.5
871000.34,14.18,0.62,215348.8,3.51
871166.24,14.19,0.62,215296.09,3.51
871166.24,14.19,0.62,215295.49,3.51
871217.77,14.19,0.62,215295.26,3.51
871217.77,14.19,0.62,215193.57,3.5
871387.16,14.19,0.63,215192.97,3.5
871387.16,14.19,0.63,215192.37,3.5
871438.69,14.19,0.63,215192.15,3.51
871438.69,14.19,0.63,215202.23,3.51
871599.01,14.2,0.63,215202.02,3.51
871808.78,14.2,0.64,215202.02,3.51
871860.31,14.2,0.64,215201.8,3.51
872014.57,14.21,0.64,215201.8,3.51
872066.1,14.21,0.65,215201.57,3.51
872117.63,14.21,0.65,215201.35,3.51
872117.63,14.21,0.65,215022.23,3.5
872277.95,14.22,0.65,214993.46,3.5
872329.48,14.22,0.65,214993.24,3.5
872381.01,14.22,0.66,214993.01,3.51
872535.28,14.23,0.66,214992.42,3.51
872695.59,14.23,0.66,214992.21,3.51
872747.12,14.23,0.67,215110.68,3.51
872916.52,14.24,0.67,215110.09,3.51
872916.52,14.24,0.67,215109.72,3.51
873114.8,14.24,0.68,215109.12,3.51
873114.8,14.24,0.68,215131.82,3.51
873166.33,14.24,0.68,215131.6,3.51
873326.64,14.25,0.68,215131.39,3.51
873326.64,14.25,0.68,215130.79,3.51
873492.55,14.25,0.69,215130.2,3.51
873544.08,14.25,0.69,215248.67,3.51
873757.14,14.26,0.69,215195.21,3.51
873658.99,14.26,0.69,215195.21,3.51
873710.52,14.26,0.7,215313.69,3.51
873762.05,14.26,0.7,214967.38,3.51
873960.32,14.27,0.7,215041.69,3.51
874120.64,14.27,0.71,215041.49,3.51
874280.96,14.28,0.71,215041.28,3.51
874332.49,14.28,0.71,215041.05,3.51
874492.81,14.28,0.72,215012.29,3.51
874682.83,14.29,0.72,215012.29,3.51
874734.36,14.29,0.72,214665.98,3.51
874900.26,14.29,0.73,214665.39,3.51
874951.79,14.3,0.73,214665.16,3.51
874930.08,14.3,0.73,214664.56,3.51
875099.48,14.3,0.73,214663.97,3.51
875259.79,14.3,0.74,214663.76,3.51
875311.32,14.31,0.74,214663.53,3.51
875311.32,14.31,0.74,214486.36,3.51
875311.32,14.31,0.74,214313.84,3.5
876178.47,14.32,0.75,214918.39,3.51
876388.24,14.32,0.76,214837.46,3.51
876439.77,14.33,0.76,214837.46,3.51
876439.77,14.33,0.76,214836.86,3.51
876600.08,14.33,0.76,214836.65,3.51
877001.52,14.34,0.77,214894.81,3.51
877001.52,14.34,0.77,214894.81,3.51
877155.78,14.34,0.78,214895.28,3.51
877207.32,14.35,0.78,215013.75,3.52
877258.85,14.35,0.78,215013.75,3.52
877310.38,14.35,0.78,214986.37,3.52
877465.11,14.35,0.79,214986.76,3.52
877625.43,14.36,0.79,214986.56,3.52
877410.37,14.36,0.79,215191.57,3.52
877570.69,14.36,0.79,215191.36,3.52
877740.08,14.36,0.8,215190.76,3.52
877900.4,14.37,0.8,215190.56,3.52
878069.79,14.37,0.8,215101.04,3.52
878069.79,14.37,0.8,215100.44,3.52
878069.79,14.37,0.8,214957.92,3.52
878279.56,14.37,0.81,214960.25,3.52
878439.88,14.38,0.81,214960.05,3.52
878491.41,14.38,0.81,215006.89,3.52
878491.41,14.38,0.81,215006.29,3.52
878701.18,14.38,0.82,214925.36,3.52
878861.49,14.39,0.82,214925.36,3.52
879071.26,14.39,0.83,214844.42,3.52
879240.66,14.4,0.83,214843.82,3.52
879240.66,14.4,0.83,214671.3,3.51
879438.93,14.4,0.83,214670.71,3.52
879599.25,14.4,0.84,214684.44,3.52
879986.49,14.41,0.85,214754.53,3.52
880038.02,14.41,0.85,214754.3,3.52
880750.93,14.43,0.86,215053.08,3.52
880905.19,14.43,0.87,215136.14,3.52
880956.72,14.43,0.87,215182.98,3.53
881122.62,14.44,0.87,215182.39,3.53
881122.62,14.44,0.87,215039.87,3.52
881174.15,14.44,0.87,215039.64,3.52
881225.68,14.44,0.88,215039.42,3.52
881277.21,14.45,0.88,215036.64,3.52
881437.53,14.45,0.88,215036.43,3.53
881489.06,14.45,0.89,215154.91,3.53
881643.33,14.46,0.89,215246.88,3.53
881694.86,14.46,0.89,214900.57,3.52
881855.17,14.46,0.9,214900.37,3.52
881906.7,14.47,0.9,215075.33,3.53
882067.02,14.47,0.9,215075.33,3.53
882118.55,14.47,0.91,214902.81,3.53
882170.08,14.48,0.91,214902.58,3.53
882221.61,14.48,0.91,214556.28,3.52
882381.93,14.48,0.92,214527.51,3.52
882433.46,14.48,0.92,214527.29,3.52
882599.36,14.49,0.92,214526.69,3.52
882768.76,14.49,0.93,214526.09,3.52
882938.15,14.5,0.93,214525.5,3.52
883098.47,14.5,0.93,214496.73,3.52
883388.41,14.5,0.94,214957.32,3.53
883557.81,14.51,0.94,214960.95,3.53
883767.58,14.51,0.95,214880.01,3.53
883819.11,14.52,0.95,214879.79,3.53
883870.64,14.52,0.95,214879.56,3.53
883870.64,14.52,0.95,214878.97,3.53
884040.03,14.52,0.96,214878.97,3.53
884752.94,14.53,0.97,215177.75,3.53
884913.26,14.54,0.97,215148.98,3.53
885067.52,14.54,0.98,215418.05,3.54
885119.05,14.55,0.98,215417.67,3.54
885170.58,14.55,0.98,215417.07,3.54
885380.35,14.55,0.99,215416.47,3.54
885431.88,14.55,0.99,215416.25,3.54
885592.2,14.56,0.99,215416.04,3.54
885643.73,14.56,0.99,215415.81,3.54
885853.5,14.57,1.0,215265.18,3.54
886019.4,14.57,1.0,215264.59,3.54
886070.93,14.57,1.01,215383.06,3.54
886122.46,14.57,1.01,215382.84,3.54
886173.99,14.58,1.01,215036.53,3.54
886334.3,14.58,1.01,215007.77,3.54
886385.84,14.58,1.02,215126.24,3.54
886364.13,14.58,1.02,214954.95,3.54
886518.39,14.59,1.02,215123.06,3.54
886518.39,14.59,1.02,215021.36,3.54
886728.16,14.59,1.03,215020.76,3.54
886888.48,14.6,1.03,215020.56,3.54
886888.48,14.6,1.03,215019.96,3.54
887300.61,14.6,1.04,214808.35,3.54
887352.14,14.61,1.04,214808.13,3.54
887512.46,14.61,1.04,215344.73,3.55
887672.77,14.61,1.05,215372.45,3.55
887833.09,14.62,1.05,215343.69,3.55
887884.62,14.62,1.05,215106.31,3.54
888358.55,14.63,1.06,215089.01,3.54
888832.47,14.64,1.07,215071.7,3.54
888884.0,14.64,1.07,214725.4,3.54
888884.0,14.64,1.07,214735.48,3.54
889044.32,14.64,1.08,214736.37,3.54
889005.95,14.65,1.08,214353.98,3.53
889407.39,14.65,1.09,214412.14,3.53
889399.94,14.65,1.09,214411.75,3.53
889451.47,14.66,1.09,214530.23,3.54
889503.0,14.66,1.09,214529.86,3.54
889717.26,14.66,1.1,214529.26,3.54
889768.79,14.67,1.1,214182.95,3.53
889820.32,14.67,1.1,214229.79,3.53
889871.85,14.67,1.11,214229.57,3.53
889923.38,14.67,1.11,214229.34,3.53
890121.66,14.68,1.11,214303.66,3.53
890173.19,14.68,1.12,214344.95,3.54
890363.21,14.69,1.12,214267.75,3.53
890517.47,14.69,1.12,214267.15,3.53
890495.77,14.69,1.12,214095.85,3.53
893953.12,14.75,1.18,217276.22,3.58
894004.65,14.75,1.18,217394.69,3.59
894004.65,14.75,1.18,217394.69,3.59
894174.04,14.75,1.19,217394.69,3.59
894152.33,14.75,1.19,217394.1,3.59
894203.86,14.76,1.19,217393.87,3.59
894203.86,14.76,1.19,217221.35,3.58
894364.18,14.76,1.19,217221.14,3.59
894573.95,14.76,1.2,217800.16,3.59
894573.95,14.76,1.2,217799.57,3.59
894728.22,14.77,1.2,217800.03,3.6
894882.48,14.77,1.21,217799.44,3.6
894934.01,14.78,1.21,217858.48,3.6
895164.87,14.78,1.21,217946.65,3.6
895066.71,14.78,1.21,217863.64,3.6
895236.1,14.78,1.22,217774.12,3.6
895287.63,14.79,1.22,217773.9,3.6
895485.91,14.79,1.23,217848.21,3.6
895537.44,14.79,1.23,217610.84,3.59
895691.71,14.8,1.23,217610.84,3.6
895852.02,14.8,1.24,217610.63,3.6
896012.34,14.81,1.24,217610.43,3.6
896063.87,14.81,1.24,217264.12,3.59
896115.4,14.81,1.25,217263.89,3.59
896166.93,14.81,1.25,217263.67,3.59
896218.46,14.82,1.25,217263.44,3.59
896203.54,14.82,1.25,217269.78,3.59
896434.4,14.82,1.26,217269.18,3.59
896648.65,14.83,1.26,217287.11,3.59
896808.97,14.83,1.26,217286.9,3.59
896860.5,14.83,1.27,217286.3,3.59
897172.04,14.84,1.27,217308.38,3.59
897172.04,14.84,1.27,217279.29,3.59
897710.44,14.85,1.28,217088.58,3.59
897761.97,14.85,1.29,217088.36,3.59
897813.5,14.85,1.29,217088.13,3.59
897865.03,14.86,1.29,217087.91,3.59
897916.56,14.86,1.29,217087.68,3.59
898085.96,14.86,1.3,216998.16,3.59
898246.27,14.87,1.3,216997.95,3.59
898406.59,14.87,1.31,216997.75,3.59
898572.49,14.88,1.31,217023.92,3.59
898726.76,14.88,1.31,217023.55,3.59
898896.15,14.88,1.32,217023.17,3.59
898947.68,14.89,1.32,216907.94,3.59
899161.94,14.89,1.32,216827.96,3.59
899213.47,14.89,1.33,216827.96,3.59
899444.33,14.9,1.33,216830.03,3.59
899429.4,14.9,1.33,216830.47,3.59
899589.72,14.9,1.34,216830.26,3.59
899750.04,14.91,1.34,217377.74,3.6
899801.57,14.91,1.34,217377.52,3.6
899801.57,14.91,1.34,217275.82,3.6
899853.1,14.91,1.35,217275.43,3.6
900062.87,14.92,1.35,217214.21,3.6
900114.4,14.92,1.35,217332.68,3.6
900165.93,14.92,1.36,217451.16,3.6
900326.24,14.93,1.36,217463.49,3.61
900326.24,14.93,1.36,217320.97,3.6
900377.77,14.93,1.36,217320.6,3.6
900538.09,14.93,1.37,217320.39,3.6
900499.73,14.93,1.37,216938.01,3.6
900551.26,14.94,1.37,216937.78,3.6
900782.11,14.94,1.38,216937.18,3.6
900833.64,14.94,1.38,216936.96,3.6
900993.96,14.95,1.38,216908.19,3.6
900979.04,14.95,1.38,216908.69,3.6
900979.04,14.95,1.38,216825.69,3.6
901030.57,14.95,1.38,216825.46,3.6
901196.47,14.95,1.39,216825.09,3.6
901196.47,14.95,1.39,216652.57,3.6
901248.0,14.96,1.39,216652.34,3.6
901408.32,14.96,1.4,216636.43,3.6
901622.57,14.97,1.4,216635.84,3.6
901791.97,14.97,1.4,216635.24,3.6
901843.5,14.97,1.41,216635.01,3.6
905300.85,15.03,1.46,219815.38,3.65
905352.38,15.03,1.47,219815.16,3.65
905403.91,15.04,1.47,219933.63,3.65
905455.44,15.04,1.47,219933.4,3.65
905506.97,15.04,1.47,219587.1,3.65
905676.36,15.04,1.48,219497.58,3.65
906084.51,15.05,1.49,219428.84,3.65
906136.04,15.06,1.49,219428.45,3.65
906187.57,15.06,1.49,219428.45,3.65
906347.89,15.06,1.5,219399.69,3.65
906399.42,15.07,1.5,219494.23,3.65
906399.42,15.07,1.5,219351.71,3.65
906559.73,15.07,1.5,219351.5,3.65
906559.73,15.07,1.5,219361.59,3.65
906611.26,15.07,1.51,219480.06,3.65
906662.79,15.07,1.51,219479.84,3.65
906823.11,15.08,1.51,219485.66,3.65
906874.64,15.08,1.52,219604.14,3.65
907034.96,15.09,1.52,219603.93,3.65
907233.24,15.09,1.52,219678.25,3.65
907393.55,15.09,1.53,219643.08,3.65
907624.41,15.1,1.53,219643.08,3.65
907834.18,15.1,1.54,219648.2,3.65
907988.45,15.11,1.54,219647.6,3.65
908039.98,15.11,1.54,219647.38,3.66
908257.12,15.12,1.55,219601.93,3.65
908665.27,15.12,1.56,219533.19,3.65
909378.18,15.14,1.57,219831.97,3.66
909378.18,15.14,1.57,219871.42,3.66
909378.18,15.14,1.57,219870.82,3.66
909532.44,15.14,1.57,219870.23,3.66
909692.76,15.14,1.58,219841.46,3.66
909882.78,15.15,1.58,219840.86,3.66
910113.64,15.15,1.59,219929.03,3.66
910323.41,15.16,1.59,219848.1,3.66
910374.94,15.16,1.59,219847.87,3.66
910374.94,15.16,1.59,219847.27,3.66
910535.26,15.16,1.6,219853.2,3.66
910535.26,15.16,1.6,219710.68,3.66
910586.79,15.17,1.6,219829.15,3.66
910752.69,15.17,1.61,219776.44,3.66
910752.69,15.17,1.61,219775.84,3.66
910913.01,15.18,1.61,219775.63,3.66
910964.54,15.18,1.61,219894.11,3.66
911016.07,15.18,1.62,220012.58,3.67
911192.51,15.19,1.62,219936.73,3.67
911244.04,15.19,1.62,219936.5,3.67
911295.57,15.19,1.62,219590.2,3.66
911449.83,15.2,1.63,219589.6,3.66
911619.22,15.2,1.63,219500.08,3.66
911779.54,15.2,1.64,220057.29,3.67
911993.8,15.21,1.64,219977.31,3.67
912148.06,15.21,1.64,220069.28,3.67
912549.5,15.22,1.65,220127.44,3.67
912601.03,15.22,1.66,220127.21,3.67
912381.11,15.22,1.65,220351.04,3.68
912541.43,15.22,1.66,220350.83,3.68
912541.43,15.22,1.66,220360.92,3.68
912592.96,15.23,1.66,220360.92,3.68
912753.27,15.23,1.66,220332.15,3.68
912804.8,15.23,1.67,220331.78,3.68
912974.2,15.24,1.67,220162.33,3.67
913143.59,15.24,1.67,220164.98,3.67
913195.12,15.24,1.68,220283.45,3.68
913246.65,15.25,1.68,220283.23,3.68
913298.18,15.25,1.68,220283.0,3.68
913349.71,15.25,1.69,220401.48,3.68
913349.71,15.25,1.69,220400.88,3.68
913510.03,15.26,1.69,220428.6,3.68
913510.03,15.26,1.69,220428.6,3.68
913664.29,15.26,1.69,220428.01,3.68
913715.82,15.26,1.7,220427.78,3.68
913870.09,15.27,1.7,220427.19,3.68
914030.41,15.27,1.71,220449.67,3.68
914199.8,15.28,1.71,220360.15,3.68
914360.12,15.28,1.71,220715.72,3.69
914411.65,15.28,1.72,220715.35,3.69
914463.18,15.28,1.72,220715.13,3.69
914463.18,15.28,1.72,220715.13,3.69
915176.09,15.3,1.73,221013.9,3.69
915330.35,15.3,1.74,221013.51,3.69
915528.63,15.31,1.74,220654.2,3.69
915918.34,15.31,1.75,221047.23,3.7
915969.87,15.32,1.75,221047.01,3.7
916021.4,15.32,1.75,221046.28,3.7
916072.93,15.32,1.76,221155.85,3.7
916124.46,15.33,1.76,221155.46,3.7
916322.74,15.33,1.76,221771.38,3.71
916374.27,15.33,1.77,221931.84,3.71
916572.55,15.34,1.77,221931.84,3.71
916572.55,15.34,1.77,221931.25,3.71
916624.08,15.34,1.78,221931.02,3.71
916675.61,15.34,1.78,222049.5,3.72
916727.14,15.35,1.78,221703.19,3.71
916778.67,15.35,1.78,221821.67,3.71
917071.33,15.36,1.79,221763.54,3.71
917225.59,15.36,1.79,221762.94,3.71
917277.12,15.36,1.8,221762.94,3.71
917277.12,15.36,1.8,221762.94,3.71
917446.52,15.37,1.8,221762.57,3.71
917498.05,15.37,1.8,221881.05,3.72
917658.36,15.37,1.81,221880.84,3.72
917818.68,15.38,1.81,221880.63,3.72
917870.21,15.38,1.81,221880.41,3.72
917921.74,15.38,1.82,221998.88,3.72
918087.64,15.39,1.82,221998.28,3.72
918247.96,15.39,1.83,221998.28,3.72
918299.49,15.39,1.83,222116.76,3.72
918468.88,15.4,1.83,222027.24,3.72
918520.41,15.4,1.83,222026.6,3.72
918571.94,15.4,1.84,221847.48,3.72
918623.47,15.41,1.84,221847.25,3.72
919336.38,15.42,1.85,222146.03,3.73
919387.91,15.42,1.86,222205.08,3.73
919553.81,15.43,1.86,222152.36,3.73
919714.13,15.43,1.86,222152.36,3.73
919765.66,15.43,1.87,222124.98,3.73
919817.19,15.44,1.87,222243.46,3.73
919817.19,15.44,1.87,222070.93,3.73
919868.72,15.44,1.87,222129.98,3.73
920078.49,15.44,1.88,222129.38,3.73
920232.76,15.45,1.88,222128.78,3.73
920211.05,15.45,1.88,222128.19,3.73
920211.05,15.45,1.88,221955.66,3.73
920522.59,15.45,1.89,221977.74,3.73
920682.91,15.46,1.89,221977.53,3.73
920913.77,15.46,1.9,221976.94,3.73
921123.54,15.47,1.9,221896.0,3.73
921175.07,15.47,1.9,222014.48,3.73
921344.46,15.47,1.91,221924.96,3.73
921575.32,15.48,1.91,222013.12,3.73
921553.61,15.48,1.91,222016.05,3.73
921713.93,15.48,1.92,222038.03,3.73
921883.32,15.49,1.92,222037.43,3.73
922043.64,15.49,1.93,222051.17,3.73
922253.41,15.5,1.93,221900.54,3.73
922304.94,15.5,1.93,221900.54,3.73
922503.22,15.5,1.94,221974.85,3.73
922663.53,15.51,1.94,221974.64,3.73
922817.8,15.51,1.95,222066.62,3.73
922817.8,15.51,1.95,222066.02,3.73
922680.46,15.51,1.95,221533.3,3.72
922846.36,15.52,1.95,221480.58,3.72
922897.89,15.52,1.95,221599.06,3.73
923058.21,15.52,1.96,221570.29,3.73
923063.59,15.52,1.96,221426.53,3.72
923223.91,15.53,1.96,221397.77,3.72
923378.17,15.53,1.96,221440.23,3.72
923363.25,15.53,1.97,221440.39,3.72
923363.25,15.53,1.97,221338.69,3.72
923523.57,15.54,1.97,221303.53,3.72
923677.83,15.54,1.97,221517.05,3.73
923729.36,15.54,1.98,221516.82,3.73
923960.22,15.55,1.98,221660.28,3.73
924011.75,15.55,1.98,221778.75,3.73
924063.28,15.55,1.99,221897.23,3.73
924294.14,15.56,1.99,221897.23,3.74
926022.81,15.59,2.02,222965.48,3.75
926183.13,15.59,2.03,222965.27,3.75
926234.66,15.6,2.03,222618.96,3.75
926394.98,15.6,2.03,222590.2,3.75
926394.98,15.6,2.03,222519.37,3.75
926609.23,15.6,2.04,222518.78,3.75
926660.76,15.61,2.04,222172.47,3.74
926712.29,15.61,2.04,222172.25,3.74
926872.61,15.61,2.05,222143.48,3.74
927032.93,15.62,2.05,222143.27,3.74
927202.32,15.62,2.05,222053.75,3.74
927362.64,15.62,2.06,222204.34,3.74
929176.25,15.66,2.09,224201.1,3.78
929345.65,15.66,2.09,224111.58,3.78
929505.96,15.66,2.1,224111.37,3.78
929661.9,15.67,2.1,224111.78,3.78
929871.67,15.67,2.1,224026.7,3.78
929874.46,15.67,2.1,224246.16,3.78
930043.85,15.67,2.11,224248.73,3.78
930213.25,15.68,2.11,224253.92,3.78
930373.56,15.68,2.12,224281.65,3.78
930373.56,15.68,2.12,224162.26,3.78
930542.96,15.69,2.12,224167.45,3.78
930594.49,15.69,2.12,224285.93,3.78
930763.88,15.69,2.13,224810.21,3.79
930815.41,15.7,2.13,224928.68,3.79
930975.73,15.7,2.13,224928.47,3.79
931027.26,15.7,2.14,225046.95,3.8
931027.26,15.7,2.14,225046.35,3.8
931196.65,15.71,2.14,224956.83,3.79
930956.26,15.7,2.14,224840.18,3.79
930944.34,15.7,2.14,224530.12,3.79
930944.34,15.7,2.14,224428.42,3.79
931104.65,15.71,2.14,224428.21,3.79
931156.18,15.71,2.14,224427.82,3.79
931207.71,15.71,2.15,224389.32,3.79
931373.62,15.72,2.15,224388.26,3.79
931781.77,15.73,2.16,224319.52,3.79
931991.53,15.73,2.16,224302.31,3.79
932145.8,15.73,2.17,224394.28,3.79
932197.33,15.74,2.17,224394.06,3.79
932248.86,15.74,2.17,224393.67,3.79
932234.2,15.74,2.17,224427.32,3.79
932448.45,15.75,2.18,224426.72,3.79
932617.85,15.75,2.18,225071.33,3.8
932848.71,15.75,2.19,225070.73,3.8
933002.97,15.76,2.19,225070.73,3.8
933002.97,15.76,2.19,225070.13,3.8
933192.99,15.76,2.2,225069.53,3.8
933353.31,15.77,2.2,225053.62,3.8
933353.31,15.77,2.2,225053.03,3.8
933353.31,15.77,2.2,224951.33,3.8
933404.84,15.77,2.2,225069.8,3.8
933574.23,15.77,2.21,224980.28,3.8
933625.76,15.78,2.21,224979.91,3.8
933786.08,15.78,2.21,225087.47,3.8
933946.4,15.78,2.22,225052.31,3.8
933946.4,15.78,2.22,225515.45,3.81
934115.79,15.79,2.22,225514.85,3.81
934285.18,15.79,2.23,225514.26,3.81
934475.2,15.8,2.23,225515.83,3.81
934526.73,15.8,2.23,225574.87,3.81
934526.73,15.8,2.23,225402.35,3.81
934578.26,15.8,2.24,225402.13,3.81
934776.54,15.81,2.24,225042.81,3.81
934943.33,15.81,2.24,225573.02,3.81
934904.96,15.81,2.25,225190.63,3.81
934904.96,15.81,2.25,225190.03,3.81
934904.96,15.81,2.25,225200.11,3.81
934956.49,15.82,2.25,225318.59,3.81
935008.02,15.82,2.25,225318.22,3.81
935008.02,15.82,2.25,225174.46,3.81
935198.04,15.82,2.26,225090.66,3.81
935198.04,15.82,2.26,224918.13,3.81
935367.44,15.83,2.26,224917.54,3.81
935367.44,15.83,2.26,224906.86,3.81
935527.75,15.83,2.26,224906.65,3.81
