ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1184385.94,26.56,12.99,377403.9,8.46
1184437.47,26.57,13.0,377403.9,8.47
1184668.33,26.58,13.01,377411.85,8.47
1184899.19,26.58,13.02,377407.59,8.47
1185059.5,26.59,13.02,377474.25,8.47
1185111.03,26.6,13.03,377592.72,8.47
1185301.05,26.6,13.04,378022.29,8.48
1185211.97,26.6,13.04,378131.17,8.49
1185263.5,26.61,13.04,378249.65,8.49
1185031.94,26.61,13.04,378026.11,8.49
1185025.09,26.61,13.04,377995.54,8.49
1185076.62,26.61,13.05,378156.14,8.49
1185236.94,26.62,13.05,378156.14,8.49
1185402.84,26.63,13.06,378183.36,8.49
1185454.37,26.63,13.07,378181.91,8.5
1185505.9,26.64,13.07,378763.4,8.51
1185557.43,26.64,13.08,378763.4,8.51
1185717.75,26.65,13.08,378799.95,8.51
1185549.7,26.65,13.08,378552.73,8.51
1185703.97,26.66,13.09,378644.7,8.51
1185864.28,26.66,13.1,378672.42,8.51
1186033.68,26.67,13.1,378672.42,8.51
1186085.21,26.68,13.11,378686.91,8.52
1186245.53,26.68,13.12,379240.14,8.53
1186075.6,26.68,13.11,379215.08,8.53
1186235.91,26.69,13.12,381106.92,8.57
1186235.91,26.69,13.12,381124.86,8.57
1186445.68,26.69,13.13,381951.28,8.59
1186209.7,26.69,13.12,381936.8,8.59
1186143.5,26.69,13.12,382290.57,8.6
1186050.15,26.69,13.12,382289.25,8.6
1185814.17,26.69,13.12,382268.87,8.6
1186012.45,26.7,13.13,382343.18,8.61
1185782.05,26.69,13.13,382279.68,8.61
1185782.05,26.69,13.13,382261.74,8.61
1185833.58,26.7,13.13,382334.92,8.61
1185885.11,26.71,13.14,382444.48,8.61
1186054.5,26.71,13.15,382446.69,8.61
1186214.82,26.72,13.15,382417.93,8.61
1186266.35,26.72,13.16,382417.93,8.62
1186249.6,26.73,13.16,382417.93,8.62
1186013.62,26.72,13.16,381983.73,8.61
1186173.93,26.73,13.16,381954.96,8.61
1186225.47,26.74,13.17,381969.92,8.61
1186225.47,26.74,13.17,382677.51,8.62
1186379.73,26.74,13.18,382741.47,8.63
1186143.75,26.74,13.17,382657.99,8.63
1185883.82,26.74,13.17,382461.88,8.62
1185935.35,26.74,13.18,382520.92,8.63
1185986.88,26.75,13.18,382520.92,8.63
1186038.41,26.75,13.19,382579.97,8.63
1186038.41,26.75,13.19,382486.95,8.63
1186089.94,26.76,13.19,382486.95,8.63
1185853.96,26.76,13.19,382449.43,8.63
1185905.49,26.76,13.2,382316.01,8.63
1186115.26,26.77,13.2,382323.75,8.63
1186166.79,26.78,13.21,382323.75,8.63
1186963.89,26.8,13.23,382229.08,8.63
1187124.21,26.8,13.24,382581.89,8.64
1187058.0,26.8,13.24,382740.83,8.64
1187058.0,26.8,13.24,382506.24,8.64
1187218.32,26.81,13.24,382745.8,8.64
1187269.85,26.82,13.25,382760.28,8.65
1187321.38,26.82,13.26,382760.28,8.65
1187481.7,26.83,13.26,382936.98,8.65
1187533.23,26.84,13.27,382996.02,8.65
1187693.54,26.84,13.28,382996.02,8.66
1187883.56,26.85,13.28,383571.18,8.67
1187935.09,26.85,13.29,383586.16,8.67
1187935.09,26.85,13.29,383895.76,8.68
1187675.17,26.85,13.28,383895.76,8.68
1187829.43,26.86,13.29,383895.38,8.68
1187880.96,26.86,13.3,383891.6,8.68
1187932.49,26.87,13.3,383899.76,8.68
1187932.49,26.87,13.3,383899.76,8.68
1187984.02,26.88,13.31,383899.53,8.69
1187984.02,26.88,13.31,383899.04,8.69
1188138.29,26.88,13.32,383991.01,8.69
1188298.6,26.89,13.32,384010.27,8.69
1188062.62,26.89,13.32,383986.38,8.69
1188217.36,26.89,13.33,385810.19,8.73
1188119.2,26.89,13.33,385616.17,8.73
1188119.2,26.89,13.33,386189.29,8.74
1188017.94,26.89,13.33,386133.16,8.74
1188172.21,26.9,13.33,386187.34,8.74
1188180.35,26.9,13.34,386199.54,8.74
1188231.88,26.91,13.34,386199.54,8.75
1188392.2,26.92,13.35,386204.95,8.75
1188561.59,26.92,13.35,386189.74,8.75
1188301.66,26.92,13.35,386189.74,8.75
1188353.2,26.92,13.36,386189.74,8.75
1188404.73,26.93,13.36,386189.74,8.75
1188574.12,26.94,13.37,386189.37,8.75
1188734.44,26.94,13.38,386189.37,8.75
1188734.44,26.94,13.38,386126.03,8.75
1188734.44,26.94,13.38,386055.2,8.75
1188785.97,26.95,13.38,386975.32,8.77
1188946.28,26.95,13.39,386998.0,8.77
1188946.28,26.95,13.39,387092.09,8.78
1189115.68,26.96,13.39,386966.1,8.77
1189115.68,26.96,13.39,386863.23,8.77
1188879.7,26.96,13.39,387072.2,8.78
1189049.09,26.96,13.4,387072.0,8.78
1189100.62,26.97,13.4,387129.6,8.78
1189034.42,26.97,13.4,387132.69,8.78
1189034.42,26.97,13.4,387255.96,8.78
1189200.32,26.98,13.41,387255.96,8.79
1189200.32,26.98,13.41,387303.04,8.79
1189200.32,26.98,13.41,387303.04,8.79
1189200.32,26.98,13.41,387271.79,8.79
1189251.85,26.98,13.42,387276.42,8.79
1189303.38,26.99,13.42,387621.83,8.8
1189457.64,27.0,13.43,387621.83,8.8
1189509.17,27.0,13.44,387621.83,8.8
1189299.95,27.0,13.43,387452.18,8.8
1189299.95,27.0,13.43,387630.29,8.8
1189351.48,27.01,13.44,387978.67,8.81
1189181.55,27.0,13.44,387905.92,8.81
1189233.08,27.01,13.44,387905.92,8.81
1189393.4,27.02,13.45,388681.39,8.83
1189393.4,27.02,13.45,388670.9,8.83
1189444.93,27.02,13.46,388670.9,8.83
1189496.46,27.03,13.46,388670.9,8.83
1189694.73,27.04,13.47,388640.89,8.83
1189678.76,27.04,13.47,388849.62,8.84
1189678.76,27.04,13.47,389029.01,8.84
1189403.14,27.04,13.47,388900.98,8.84
1189403.14,27.04,13.47,391128.48,8.89
1189403.14,27.04,13.47,390956.18,8.89
1189454.67,27.04,13.48,390956.18,8.89
1189454.67,27.04,13.48,390665.18,8.88
1189652.94,27.05,13.49,391084.3,8.89
1189813.26,27.06,13.49,391047.65,8.89
1189864.79,27.06,13.5,391047.59,8.89
1189916.32,27.07,13.5,391038.83,8.9
1189967.85,27.08,13.51,391051.27,8.9
1190137.25,27.08,13.52,391053.75,8.9
1189980.05,27.08,13.51,393761.62,8.96
1189980.05,27.08,13.51,394060.82,8.97
1190031.58,27.09,13.52,394235.79,8.97
1190083.11,27.09,13.53,394235.69,8.97
1190061.41,27.09,13.53,394250.81,8.98
1189963.25,27.09,13.53,394250.81,8.98
1190014.78,27.1,13.53,393790.35,8.97
1190224.55,27.11,13.54,393144.65,8.95
1189958.5,27.1,13.54,392683.4,8.94
1190010.03,27.11,13.54,392702.78,8.95
1189911.87,27.11,13.55,392699.77,8.95
1189636.82,27.11,13.54,392540.62,8.95
1189629.37,27.11,13.54,392740.62,8.95
1189789.69,27.12,13.55,393304.89,8.96
1189955.59,27.12,13.56,393650.29,8.97
1189866.51,27.12,13.56,393398.64,8.97
1189918.04,27.13,13.56,393954.41,8.98
1189969.57,27.14,13.57,393954.41,8.98
1190183.82,27.14,13.58,393978.42,8.98
1190349.72,27.15,13.58,393991.31,8.99
1190401.25,27.16,13.59,394043.7,8.99
1190452.78,27.16,13.6,393529.76,8.98
1190452.78,27.16,13.6,393324.78,8.97
1190452.78,27.16,13.6,393132.05,8.97
1190667.04,27.17,13.6,393159.89,8.97
1190876.81,27.17,13.61,393165.15,8.97
1190928.34,27.18,13.61,393476.2,8.98
1190933.72,27.18,13.61,393697.05,8.99
1191099.62,27.19,13.62,393342.23,8.98
1191151.15,27.19,13.63,394033.55,9.0
1190861.29,27.19,13.63,393544.03,8.99
1191027.2,27.2,13.63,393543.43,8.99
1191078.73,27.21,13.64,393543.43,8.99
1191130.26,27.21,13.65,393197.12,8.98
1191181.79,27.22,13.65,392850.82,8.98
1191025.19,27.22,13.65,392647.79,8.97
1191185.5,27.22,13.66,393758.39,9.0
1191185.5,27.22,13.66,393809.44,9.0
1191395.27,27.23,13.66,393818.87,9.0
1191549.54,27.24,13.67,393808.42,9.0
1191554.92,27.24,13.67,393930.42,9.0
1191956.36,27.25,13.68,393988.58,9.01
1191793.63,27.25,13.68,393920.77,9.01
1191793.63,27.25,13.68,393912.8,9.01
1191845.16,27.26,13.69,393926.41,9.01
1192014.55,27.26,13.69,393926.42,9.01
1191832.35,27.26,13.69,393834.55,9.01
1191883.88,27.27,13.7,393834.55,9.01
1191883.88,27.27,13.7,393838.92,9.01
1192071.29,27.27,13.71,393816.47,9.01
1192122.82,27.28,13.71,393816.47,9.01
1192174.35,27.29,13.72,393816.46,9.01
1192334.66,27.29,13.73,394597.96,9.03
1192494.98,27.3,13.73,396713.07,9.08
1192494.98,27.3,13.73,396701.09,9.08
1192725.84,27.31,13.74,396703.36,9.08
1192777.37,27.31,13.75,396657.72,9.08
1192551.39,27.31,13.75,396578.68,9.08
1192602.92,27.32,13.75,396697.15,9.09
1192801.2,27.33,13.76,396697.15,9.09
1192970.59,27.33,13.77,396921.43,9.09
1193022.12,27.34,13.77,396921.43,9.1
1192796.69,27.34,13.77,396604.31,9.09
1192966.08,27.34,13.78,396274.93,9.08
1192833.42,27.34,13.78,396266.02,9.08
1192796.27,27.34,13.78,396259.99,9.08
1192560.29,27.34,13.78,395838.53,9.08
1192611.82,27.35,13.78,395942.64,9.08
1192663.35,27.35,13.79,395942.64,9.08
1192493.42,27.35,13.79,395869.89,9.08
1192493.42,27.35,13.79,395981.39,9.08
1192544.95,27.36,13.79,396099.86,9.09
1192544.95,27.36,13.79,396099.86,9.09
1192714.34,27.36,13.8,396122.7,9.09
1192868.61,27.37,13.81,396122.33,9.09
1192920.14,27.38,13.81,396834.2,9.11
1192971.67,27.38,13.82,397007.96,9.11
1192971.67,27.38,13.82,397136.76,9.12
1193023.2,27.39,13.82,397136.37,9.12
1193023.2,27.39,13.82,397372.17,9.12
1193074.73,27.4,13.83,397547.14,9.13
1193264.75,27.4,13.84,396534.15,9.11
1193175.95,27.4,13.84,396522.94,9.11
1193345.34,27.41,13.84,396524.88,9.11
1193396.87,27.42,13.85,396583.92,9.11
1193243.12,27.41,13.85,396515.35,9.11
1193227.99,27.42,13.85,396365.22,9.11
1193227.99,27.42,13.85,396172.64,9.1
1193426.27,27.42,13.86,396209.86,9.1
1193477.8,27.43,13.86,396249.36,9.11
1193638.11,27.44,13.87,396248.99,9.11
1193807.51,27.44,13.88,396254.4,9.11
1193967.83,27.45,13.88,396297.88,9.11
1194137.22,27.46,13.89,396303.32,9.11
1194007.48,27.46,13.89,395907.05,9.1
1193794.71,27.45,13.89,395727.58,9.1
1193846.24,27.46,13.89,395718.31,9.1
1193671.19,27.46,13.89,395758.8,9.1
1193825.45,27.47,13.9,396520.66,9.12
1194056.31,27.48,13.91,396571.16,9.13
1194107.84,27.48,13.92,396630.21,9.13
1193881.86,27.48,13.91,396562.84,9.13
1194042.18,27.49,13.92,396612.11,9.13
1194093.71,27.49,13.93,397081.06,9.14
1194093.71,27.49,13.93,399494.23,9.2
1194078.79,27.49,13.93,399494.92,9.2
1194239.1,27.5,13.93,399494.92,9.2
1194408.5,27.51,13.94,399826.79,9.21
1194386.79,27.51,13.94,399806.32,9.21
1194288.63,27.51,13.94,399803.55,9.21
1194340.16,27.51,13.95,399801.92,9.21
1194340.16,27.51,13.95,399891.85,9.21
1194500.48,27.52,13.95,399891.85,9.21
1194690.5,27.53,13.96,399820.04,9.21
1194904.75,27.53,13.97,399820.04,9.21
1194668.23,27.53,13.96,399577.67,9.21
1194668.23,27.53,13.96,399437.91,9.2
1194655.2,27.53,13.96,399386.65,9.2
1194706.73,27.54,13.97,399561.62,9.21
1194867.05,27.54,13.98,399648.95,9.21
1194918.58,27.55,13.98,399648.6,9.21
1195072.85,27.56,13.99,399965.61,9.22
1194836.87,27.56,13.99,399784.26,9.22
1195002.77,27.56,14.0,399885.0,9.22
1195054.3,27.57,14.0,399885.0,9.22
1195105.83,27.58,14.01,399885.0,9.23
1195266.14,27.58,14.02,399885.0,9.23
1195426.46,27.59,14.02,399896.98,9.23
1195636.23,27.59,14.03,400082.95,9.23
1195687.76,27.6,14.03,400082.95,9.24
1195848.08,27.61,14.04,400369.26,9.24
1195848.08,27.61,14.04,400345.06,9.24
1195848.08,27.61,14.04,400282.6,9.24
1195899.61,27.61,14.05,400282.6,9.24
1196069.0,27.62,14.05,400282.6,9.24
1196238.4,27.63,14.06,400394.57,9.25
1196407.79,27.63,14.07,400393.98,9.25
1196568.11,27.64,14.07,401521.43,9.27
1196758.13,27.65,14.08,401552.38,9.28
1196912.39,27.65,14.09,402127.62,9.29
1197072.71,27.66,14.09,402098.85,9.29
1197233.03,27.67,14.1,402475.04,9.3
1197398.93,27.67,14.11,402485.86,9.3
1197398.93,27.67,14.11,402446.23,9.3
1197450.46,27.68,14.11,403249.37,9.32
1197858.61,27.69,14.13,403180.63,9.32
1198028.0,27.7,14.13,403216.72,9.32
1198193.9,27.7,14.14,403237.87,9.32
1198132.52,27.71,14.14,403403.84,9.33
1198132.52,27.71,14.14,403357.28,9.33
1198048.56,27.71,14.14,403315.53,9.33
1198204.5,27.72,14.15,403351.64,9.33
1198256.03,27.72,14.16,403351.64,9.33
1198454.31,27.73,14.16,404156.54,9.35
1198505.84,27.74,14.17,404165.18,9.35
1198666.15,27.74,14.18,404361.25,9.36
1198717.68,27.75,14.18,404478.53,9.36
1198878.0,27.76,14.19,404491.39,9.36
1198878.0,27.76,14.19,404491.39,9.36
1198702.95,27.76,14.19,404491.39,9.37
1198901.22,27.76,14.2,403958.75,9.36
1198952.75,27.77,14.2,404067.79,9.36
1199306.38,27.78,14.22,403770.51,9.35
1199466.7,27.79,14.22,405214.94,9.39
1199352.44,27.79,14.23,405051.83,9.39
1199550.72,27.8,14.23,405471.97,9.4
1199720.11,27.81,14.24,404316.72,9.37
1199874.38,27.81,14.25,404316.72,9.37
1200034.7,27.82,14.25,404316.72,9.37
1200188.96,27.83,14.26,404534.36,9.38
1200349.28,27.83,14.27,404534.36,9.38
1200509.6,27.84,14.28,404540.71,9.38
1200561.13,27.85,14.28,404540.71,9.38
1200612.66,27.85,14.29,404749.56,9.39
1200772.97,27.86,14.29,404891.43,9.39
1200634.63,27.86,14.29,404838.31,9.39
1200788.9,27.87,14.3,404881.12,9.4
1200949.21,27.87,14.31,405142.55,9.4
1200949.21,27.87,14.31,404971.78,9.4
1201158.98,27.88,14.32,404971.78,9.4
1201158.98,27.88,14.32,405187.51,9.41
1200983.92,27.88,14.31,405030.15,9.4
1201035.45,27.89,14.32,405025.46,9.4
1201035.45,27.89,14.32,405022.46,9.4
1200803.89,27.88,14.32,404980.82,9.4
1200803.89,27.88,14.32,404933.85,9.4
1200855.42,27.89,14.33,404933.85,9.41
1200906.95,27.9,14.33,404983.45,9.41
1201076.34,27.9,14.34,404983.08,9.41
1201127.87,27.91,14.34,405092.65,9.41
1201179.4,27.92,14.35,405144.75,9.42
1201344.31,27.92,14.36,405283.1,9.42
1201395.84,27.93,14.36,405281.59,9.42
1201550.11,27.94,14.37,405148.55,9.42
1201601.64,27.94,14.38,405993.63,9.44
1201653.17,27.95,14.38,405969.1,9.44
1201653.17,27.95,14.38,405969.1,9.44
1201550.43,27.95,14.38,405948.68,9.44
1201760.2,27.95,14.39,405950.44,9.44
1201920.52,27.96,14.4,405983.47,9.44
1201684.54,27.96,14.39,405722.42,9.44
1201684.54,27.96,14.39,405893.19,9.44
1201736.07,27.97,14.4,405912.34,9.45
1201728.62,27.97,14.4,406087.73,9.45
1201502.64,27.96,14.4,406086.12,9.45
1202937.12,28.0,14.43,408971.62,9.52
1202937.12,28.0,14.43,409035.36,9.52
1202988.65,28.01,14.44,408982.12,9.52
1203148.96,28.01,14.45,409458.13,9.53
1203208.81,28.01,14.45,409471.35,9.53
1203369.13,28.02,14.46,409494.99,9.54
1203529.45,28.03,14.46,409728.68,9.54
1203698.84,28.03,14.47,409700.51,9.54
1203913.1,28.04,14.47,409833.75,9.55
1203913.1,28.04,14.47,409833.75,9.55
1204073.41,28.05,14.48,409833.76,9.55
1204227.68,28.06,14.49,411288.72,9.58
1204002.25,28.05,14.49,411289.89,9.58
1204171.64,28.06,14.49,411371.13,9.59
1204331.96,28.07,14.5,411516.62,9.59
1204331.96,28.07,14.5,411606.56,9.59
1204383.49,28.07,14.51,411797.88,9.6
1204537.75,28.08,14.52,412018.28,9.61
1204698.07,28.09,14.52,411964.08,9.61
1204858.39,28.1,14.53,411964.7,9.61
1205018.71,28.1,14.54,411965.45,9.61
1204782.73,28.1,14.53,411940.61,9.61
1204936.99,28.11,14.54,413422.12,9.64
1205097.31,28.11,14.55,413821.97,9.65
1205148.84,28.12,14.55,414333.37,9.67
1205064.37,28.12,14.55,414403.02,9.67
1205115.9,28.13,14.56,414402.98,9.67
1204855.98,28.12,14.56,414242.44,9.67
1205046.0,28.13,14.56,414264.39,9.67
1205097.53,28.14,14.57,414281.11,9.67
1206411.52,28.17,14.61,414090.67,9.67
1206580.91,28.18,14.61,414092.7,9.67
1206320.99,28.17,14.61,414915.92,9.69
1206320.99,28.17,14.61,414776.5,9.69
1206372.52,28.18,14.61,414777.22,9.69
1206372.52,28.18,14.61,415057.88,9.7
1206538.42,28.19,14.62,415217.99,9.7
1206589.95,28.19,14.63,415217.99,9.7
1206641.48,28.2,14.63,415217.99,9.7
1206538.74,28.2,14.63,415083.17,9.7
1206503.45,28.2,14.63,415070.69,9.7
1206269.06,28.2,14.63,414863.16,9.7
1206320.59,28.2,14.64,414870.11,9.7
1206372.12,28.21,14.64,414870.11,9.7
1206570.4,28.22,14.65,415133.84,9.71
1206739.79,28.22,14.66,416002.38,9.73
1206791.32,28.23,14.66,416012.66,9.73
1206945.58,28.24,14.67,416044.95,9.73
1206997.11,28.24,14.68,416038.04,9.74
1207151.38,28.25,14.69,416039.94,9.74
1207311.7,28.26,14.69,416039.94,9.74
1207227.74,28.26,14.7,415865.66,9.74
1208172.98,28.29,14.72,417263.71,9.77
1208327.25,28.3,14.73,417606.86,9.78
1208496.64,28.3,14.74,417609.16,9.78
1208548.17,28.31,14.74,417609.16,9.78
1208599.7,28.31,14.75,417608.04,9.78
1208753.97,28.32,14.76,417677.53,9.79
1208914.29,28.33,14.76,418219.24,9.8
1208816.13,28.33,14.76,418050.58,9.8
1209025.9,28.34,14.77,418078.28,9.8
1209025.9,28.34,14.77,418152.87,9.8
1209191.8,28.34,14.78,418152.5,9.8
1209191.8,28.34,14.78,418105.18,9.8
1209361.19,28.35,14.78,417935.73,9.8
1209592.05,28.36,14.79,418028.39,9.8
1209790.33,28.37,14.8,418029.14,9.8
1209790.33,28.37,14.8,420873.53,9.87
1209841.86,28.37,14.81,420873.53,9.87
1209996.12,28.38,14.82,420956.59,9.87
1210047.65,28.39,14.82,421130.62,9.88
1210030.9,28.39,14.82,421040.23,9.88
1210207.34,28.4,14.83,421264.81,9.88
1210104.6,28.39,14.83,421129.13,9.88
1210104.6,28.39,14.83,422315.1,9.91
1210258.87,28.4,14.84,422420.29,9.91
1210310.4,28.41,14.84,422369.8,9.91
1210221.32,28.41,14.84,422369.41,9.91
1210452.17,28.42,14.85,422470.63,9.92
1210452.17,28.42,14.85,422470.63,9.92
1210415.02,28.42,14.85,422540.55,9.92
1210316.87,28.42,14.85,422540.55,9.92
1210368.4,28.43,14.86,422540.55,9.92
1210566.67,28.44,14.87,422814.2,9.93
1210544.97,28.44,14.87,422789.06,9.93
1210596.5,28.44,14.88,423014.43,9.94
1210765.89,28.45,14.88,423099.49,9.94
1210817.42,28.46,14.89,423147.0,9.94
1210817.42,28.46,14.89,423147.0,9.94
1210868.95,28.46,14.9,423147.45,9.95
1210920.48,28.47,14.9,423147.45,9.95
1210972.01,28.48,14.91,423147.45,9.95
1210950.31,28.48,14.91,423162.25,9.95
1211110.62,28.48,14.92,423731.58,9.97
1211264.89,28.49,14.92,423736.77,9.97
1211214.89,28.49,14.92,423686.77,9.97
1211085.15,28.49,14.93,423290.51,9.96
1211078.3,28.49,14.93,422821.45,9.95
1210842.32,28.49,14.93,422819.73,9.95
1210606.34,28.49,14.92,422819.73,9.95
1211319.25,28.51,14.94,423118.5,9.96
1211370.78,28.52,14.95,423228.07,9.96
1211422.31,28.52,14.96,423227.74,9.96
1211591.71,28.53,14.96,423238.7,9.97
1211761.1,28.53,14.97,424266.51,9.99
1211591.17,28.53,14.97,424278.27,9.99
1211642.7,28.54,14.97,423865.49,9.98
1211803.02,28.55,14.98,423865.49,9.98
1211963.34,28.55,14.99,423930.37,9.99
1211963.34,28.55,14.99,423908.35,9.99
1212153.36,28.56,14.99,423049.79,9.97
1212822.96,28.58,15.01,422524.59,9.96
1212874.49,28.58,15.02,422616.27,9.96
1212926.02,28.59,15.02,422766.07,9.97
1213140.28,28.6,15.03,422782.32,9.97
1213140.28,28.6,15.03,422782.32,9.97
1213294.54,28.61,15.04,422873.97,9.97
1213160.47,28.6,15.04,423156.73,9.98
1213149.3,28.61,15.04,423093.37,9.98
1213149.3,28.61,15.04,422967.75,9.97
1213200.83,28.61,15.05,422967.75,9.98
1213355.09,28.62,15.05,423076.46,9.98
1213406.62,28.63,15.06,423418.51,9.99
1213616.39,28.63,15.07,423890.05,10.0
1213667.92,28.64,15.07,423867.48,10.0
1213667.92,28.64,15.07,428134.69,10.1
1213719.45,28.65,15.08,428193.23,10.11
1213888.84,28.65,15.09,428242.37,10.11
1213652.86,28.65,15.08,428241.99,10.11
1213377.81,28.65,15.08,428063.72,10.11
1213429.34,28.66,15.09,428102.99,10.11
1213185.4,28.65,15.09,428056.34,10.11
1213236.93,28.66,15.09,428309.17,10.12
1213288.46,28.67,15.1,428328.68,10.12
1213042.48,28.66,15.1,428318.12,10.12
1213094.01,28.67,15.1,428318.12,10.12
1212853.61,28.67,15.1,428205.2,10.12
1212905.14,28.67,15.11,428207.52,10.12
1212905.14,28.67,15.11,427990.59,10.12
1213065.46,28.68,15.11,427992.9,10.12
1213225.77,28.69,15.12,428569.5,10.13
1212994.21,28.69,15.12,428569.5,10.13
1213154.53,28.69,15.13,428540.74,10.14
1212924.13,28.69,15.12,428314.51,10.13
1212975.66,28.7,15.13,428848.66,10.15
1213109.7,28.71,15.14,429633.43,10.17
1213279.1,28.71,15.15,429636.71,10.17
1213439.41,28.72,15.15,429636.71,10.17
1213203.43,28.72,15.15,429782.18,10.17
1213363.75,28.72,15.16,429788.69,10.17
1213127.77,28.72,15.15,429713.61,10.17
1213038.69,28.72,15.15,429749.03,10.18
1213090.22,28.73,15.16,429866.83,10.18
1213259.61,28.73,15.17,429871.46,10.18
1212999.68,28.73,15.16,429871.46,10.18
1215398.57,28.79,15.22,430929.03,10.21
1215558.88,28.8,15.23,430942.76,10.21
1215537.18,28.8,15.23,430671.38,10.2
1215444.88,28.8,15.23,430660.2,10.2
1215614.28,28.81,15.24,430690.25,10.21
1215665.81,28.81,15.25,430720.94,10.21
1215551.55,28.81,15.25,430700.14,10.21
1215711.87,28.82,15.25,430700.14,10.21
1215763.4,28.83,15.26,430699.75,10.21
1215923.72,28.83,15.27,430735.76,10.21
1216093.11,28.84,15.27,430762.1,10.22
1216058.0,28.84,15.27,430505.96,10.21
1216223.9,28.85,15.28,430266.66,10.21
1216223.9,28.85,15.28,430318.44,10.21
1215948.85,28.85,15.28,430259.7,10.21
1216138.87,28.85,15.29,430297.07,10.21
1216190.4,28.86,15.29,430302.33,10.21
1215930.47,28.86,15.29,429230.86,10.19
1219592.43,28.94,15.38,433715.14,10.29
1219643.96,28.95,15.38,433714.63,10.29
1219804.28,28.96,15.39,434077.37,10.3
1219970.18,28.96,15.4,434081.18,10.31
1220130.5,28.97,15.4,434093.26,10.31
1220182.03,28.98,15.41,434090.39,10.31
1220233.56,28.98,15.42,434423.66,10.32
1220431.84,28.99,15.43,434690.98,10.33
1220483.37,29.0,15.43,434690.98,10.33
1220534.9,29.01,15.44,434694.88,10.33
1220704.29,29.01,15.45,434694.51,10.33
1220468.31,29.01,15.44,434683.18,10.33
1220682.56,29.02,15.45,434830.5,10.34
1220836.83,29.03,15.46,436767.37,10.38
1220991.09,29.03,15.47,436869.04,10.39
1221151.41,29.04,15.47,436869.04,10.39
1221202.94,29.05,15.48,437392.48,10.4
1221254.47,29.05,15.49,437392.48,10.41
1221165.39,29.05,15.49,437592.84,10.41
1221216.92,29.06,15.5,437592.84,10.41
1221061.36,29.06,15.49,437314.58,10.41
1221112.89,29.07,15.5,437794.57,10.42
1220876.91,29.07,15.5,437711.8,10.42
1220928.44,29.07,15.51,437712.3,10.42
1220758.51,29.07,15.5,437713.02,10.42
1220810.04,29.08,15.51,437762.15,10.43
1220810.04,29.08,15.51,437687.34,10.42
1220810.04,29.08,15.51,437396.34,10.42
1220997.45,29.08,15.52,437651.68,10.42
1221048.98,29.09,15.52,437645.17,10.43
1221048.98,29.09,15.52,437533.32,10.42
1221203.25,29.1,15.53,437533.32,10.43
1221357.51,29.11,15.54,437908.45,10.44
1221121.53,29.11,15.54,437714.83,10.43
1220861.6,29.1,15.53,437553.45,10.43
1221021.92,29.11,15.54,442122.54,10.54
1221182.24,29.12,15.55,442184.43,10.54
1221372.26,29.12,15.56,442676.54,10.56
1221372.26,29.12,15.56,442641.0,10.55
1221532.57,29.13,15.56,442723.15,10.56
1221722.6,29.14,15.57,442723.15,10.56
1221882.91,29.14,15.58,442876.79,10.56
1221934.44,29.15,15.58,442729.44,10.56
1221934.44,29.15,15.58,443101.97,10.57
1221985.97,29.16,15.59,443101.97,10.57
1222155.37,29.16,15.6,443457.9,10.58
1222315.68,29.17,15.6,443389.69,10.58
1222469.95,29.18,15.61,443499.85,10.59
1222521.48,29.19,15.62,443499.63,10.59
1222573.01,29.19,15.63,443499.63,10.59
1222733.33,29.2,15.63,443435.67,10.59
1222902.72,29.21,15.64,443522.92,10.59
1222902.72,29.21,15.64,443517.45,10.59
1223072.11,29.21,15.65,443539.98,10.59
1223072.11,29.21,15.65,443371.97,10.59
1223302.97,29.22,15.66,443439.03,10.59
1223302.97,29.22,15.66,444279.41,10.61
1224015.88,29.24,15.68,444578.18,10.62
1223954.5,29.24,15.68,444578.18,10.62
1223954.5,29.24,15.68,444602.03,10.62
1224114.81,29.25,15.68,444600.83,10.62
1224275.13,29.26,15.69,444572.07,10.62
1224176.97,29.26,15.69,444829.73,10.63
1224516.35,29.27,15.71,445196.54,10.64
1225767.86,29.3,15.74,446809.14,10.68
1225597.93,29.3,15.74,446718.8,10.68
1225581.18,29.3,15.74,446615.97,10.68
1225735.44,29.31,15.75,446615.37,10.68
1225945.21,29.32,15.75,446653.12,10.68
1225883.83,29.32,15.75,446648.44,10.68
1226114.68,29.33,15.76,446639.8,10.68
1225944.76,29.33,15.76,446567.34,10.68
1225774.83,29.32,15.76,446520.44,10.68
1225606.78,29.32,15.76,446425.12,10.68
1225725.51,29.33,15.76,446511.16,10.68
