ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_18f4-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1207,6186,2368790,6212,2368790
1207,6186,2368790,6212,2368790
1207,6186,2369440,6212,2369440
1207,6186,2370250,6212,2370250
1207,6186,2370720,6212,2370720
1207,6186,2370720,6212,2370720
1207,6186,2371190,6212,2371190
1207,6186,2371510,6212,2371510
1207,6186,2371510,6212,2371510
1207,6186,2371510,6212,2371510
1207,6186,2372320,6212,2372320
1207,6186,2373130,6212,2373130
1207,6186,2373600,6212,2373600
1207,6186,2373600,6212,2373600
1207,6186,2374060,6212,2374060
1207,6186,2374870,6212,2374870
1207,6186,2375340,6212,2375340
1207,6186,2375810,6212,2375810
1207,6186,2376620,6212,2376620
1207,6186,2377430,6212,2377430
1207,6186,2377890,6212,2377890
1207,6186,2377890,6212,2377890
1207,6186,2378700,6212,2378700
1207,6186,2379160,6212,2379160
1207,6186,2379390,6212,2379390
1207,6186,2379850,6212,2379850
1207,6186,2380310,6212,2380310
1207,6186,2381120,6212,2381120
1207,6186,2381590,6212,2381590
1207,6186,2382060,6212,2382060
1207,6186,2382530,6212,2382530
1207,6186,2382530,6212,2382530
1207,6186,2383340,6212,2383340
1207,6186,2383800,6212,2383800
1207,6186,2383800,6212,2383800
1207,6186,2384450,6212,2384450
1207,6186,2385260,6212,2385260
1207,6186,2386070,6212,2386070
1207,6186,2386880,6212,2386880
1207,6186,2387350,6212,2387350
1207,6186,2387940,6212,2387940
1207,6186,2388750,6212,2388750
1207,6186,2389220,6212,2389220
1207,6186,2389700,6212,2389700
1207,6186,2390170,6212,2390170
1207,6186,2390170,6212,2390170
1207,6186,2390980,6212,2390980
1207,6186,2391450,6212,2391450
1207,6186,2391500,6212,2391500
1207,6186,2392310,6212,2392310
1207,6186,2393120,6212,2393120
1207,6186,2393120,6212,2393120
1207,6186,2393120,6212,2393120
1207,6186,2393440,6212,2393440
1207,6186,2394250,6212,2394250
1207,6186,2394250,6212,2394250
1207,6186,2394720,6212,2394720
1207,6186,2395530,6212,2395530
1207,6186,2396340,6212,2396340
1207,6186,2396810,6212,2396810
1207,6186,2397620,6212,2397620
1207,6186,2398430,6212,2398430
1207,6186,2398430,6212,2398430
1207,6186,2399240,6212,2399240
1207,6186,2399710,6212,2399710
1207,6186,2399710,6212,2399710
1207,6186,2400030,6212,2400030
1207,6186,2400840,6212,2400840
1207,6186,2401310,6212,2401310
1207,6186,2402120,6212,2402120
1207,6186,2402120,6212,2402120
1207,6186,2402120,6212,2402120
1207,6186,2402770,6212,2402770
1207,6186,2403000,6212,2403000
1207,6186,2403810,6212,2403810
1207,6186,2403810,6212,2403810
1207,6186,2404040,6212,2404040
1207,6186,2404270,6212,2404270
1207,6186,2405080,6212,2405080
1207,6186,2405310,6212,2405310
1207,6186,2406120,6212,2406120
1207,6186,2406340,6212,2406340
1207,6186,2406810,6212,2406810
1207,6186,2407460,6212,2407460
1207,6186,2408110,6212,2408110
1207,6186,2408430,6212,2408430
1207,6186,2408900,6212,2408900
1207,6186,2409710,6212,2409710
1207,6186,2409940,6212,2409940
1207,6186,2410750,6212,2410750
1207,6186,2411560,6212,2411560
1207,6186,2412030,6212,2412030
1207,6186,2412350,6212,2412350
1207,6186,2412580,6212,2412580
1207,6186,2413050,6212,2413050
1207,6186,2413280,6212,2413280
1207,6186,2413740,6212,2413740
1207,6186,2414330,6212,2414330
1208,6194,2415140,6212,2415140
1208,6194,2415950,6212,2415950
1208,6194,2416420,6212,2416420
1208,6194,2416420,6212,2416420
1208,6194,2416890,6212,2416890
1208,6194,2417000,6212,2417000
1208,6194,2417320,6212,2417320
1208,6194,2417550,6212,2417550
1208,6194,2417780,6212,2417780
1208,6194,2418590,6212,2418590
1208,6194,2419060,6212,2419060
1208,6194,2419710,6212,2419710
1208,6194,2420520,6212,2420520
1208,6194,2420520,6212,2420520
1208,6194,2421170,6212,2421170
1208,6194,2421640,6212,2421640
1208,6194,2421640,6212,2421640
1208,6194,2421640,6212,2421640
1208,6194,2421860,6212,2421860
1208,6194,2421860,6212,2421860
1208,6194,2422080,6212,2422080
1208,6194,2422550,6212,2422550
1208,6194,2422550,6212,2422550
1208,6194,2423360,6212,2423360
1208,6194,2423580,6212,2423580
1208,6194,2423900,6212,2423900
1208,6194,2424550,6212,2424550
1208,6194,2424870,6212,2424870
1208,6194,2425340,6212,2425340
1208,6194,2425930,6212,2425930
1208,6194,2426390,6212,2426390
1208,6194,2426610,6212,2426610
1208,6194,2427080,6212,2427080
1208,6194,2427080,6212,2427080
1208,6194,2427080,6212,2427080
1208,6194,2427450,6212,2427450
1208,6194,2427920,6212,2427920
1208,6194,2428730,6212,2428730
1208,6194,2429190,6212,2429190
1208,6194,2429660,6212,2429660
1208,6194,2430130,6212,2430130
1208,6194,2430130,6212,2430130
1208,6194,2430610,6212,2430610
1208,6194,2430930,6212,2430930
1208,6194,2431740,6212,2431740
1209,6196,2432210,6212,2432210
1209,6196,2433020,6212,2433020
1209,6196,2433830,6212,2433830
1209,6196,2434480,6212,2434480
1209,6196,2435290,6212,2435290
1209,6196,2435290,6212,2435290
1209,6196,2436100,6212,2436100
1209,6196,2436420,6212,2436420
1209,6196,2436740,6212,2436740
1209,6196,2437550,6212,2437550
1209,6196,2438020,6212,2438020
1209,6196,2438020,6212,2438020
1209,6196,2438830,6212,2438830
1209,6196,2439060,6212,2439060
1209,6196,2439530,6212,2439530
1209,6196,2439850,6212,2439850
1209,6196,2440660,6212,2440660
1209,6196,2441130,6212,2441130
1209,6196,2441600,6212,2441600
1209,6196,2442410,6212,2442410
1209,6196,2442520,6212,2442520
1209,6196,2442990,6212,2442990
1209,6196,2443800,6212,2443800
1209,6196,2444120,6212,2444120
1209,6196,2444590,6212,2444590
1209,6196,2445400,6212,2445400
1209,6196,2445400,6212,2445400
1209,6196,2445400,6212,2445400
1209,6196,2446210,6212,2446210
1210,6204,2446680,6212,2446680
1210,6204,2447000,6212,2447000
1210,6204,2447810,6212,2447810
1210,6204,2448620,6212,2448620
1210,6204,2448940,6212,2448940
1210,6204,2448940,6212,2448940
1210,6204,2449160,6212,2449160
1210,6204,2449970,6212,2449970
1210,6204,2450780,6212,2450780
1210,6204,2451010,6212,2451010
1210,6204,2451480,6212,2451480
1210,6204,2452290,6212,2452290
1210,6204,2453100,6212,2453100
1210,6204,2453750,6212,2453750
1210,6204,2453970,6212,2453970
1210,6204,2454780,6212,2454780
1210,6204,2455250,6212,2455250
1210,6204,2456060,6212,2456060
1210,6204,2456530,6212,2456530
1210,6204,2456850,6212,2456850
1210,6204,2457310,6212,2457310
1210,6204,2457780,6212,2457780
1210,6204,2457780,6212,2457780
1210,6204,2458250,6212,2458250
1210,6204,2458900,6212,2458900
1210,6204,2459710,6212,2459710
1210,6204,2460180,6212,2460180
1210,6204,2460990,6212,2460990
1210,6204,2461800,6212,2461800
1210,6204,2462610,6212,2462610
1210,6204,2462940,6212,2462940
1210,6204,2463750,6212,2463750
1210,6204,2463910,6212,2463910
1210,6204,2464380,6212,2464380
1210,6204,2464380,6212,2464380
1210,6204,2464850,6212,2464850
1210,6204,2464850,6212,2464850
1210,6204,2465320,6212,2465320
1210,6204,2465640,6212,2465640
1210,6204,2466110,6212,2466110
1210,6204,2466340,6212,2466340
1210,6204,2467150,6212,2467150
1210,6204,2467620,6212,2467620
1210,6204,2468080,6212,2468080
1210,6204,2468310,6212,2468310
1210,6204,2468960,6212,2468960
1210,6204,2469770,6212,2469770
1210,6204,2469770,6212,2469770
1210,6204,2470420,6212,2470420
1210,6204,2470970,6212,2470970
1210,6204,2471290,6212,2471290
1210,6204,2471760,6212,2471760
1210,6204,2471760,6212,2471760
1210,6204,2472080,6212,2472080
1210,6204,2472890,6212,2472890
1210,6204,2473050,6212,2473050
1210,6204,2473520,6212,2473520
1210,6204,2473990,6212,2473990
1210,6204,2474310,6212,2474310
1210,6204,2474780,6212,2474780
1210,6204,2475100,6212,2475100
1210,6204,2475910,6212,2475910
1210,6204,2476720,6212,2476720
1210,6204,2477180,6212,2477180
1210,6204,2477500,6212,2477500
1210,6204,2477820,6212,2477820
1210,6204,2478470,6212,2478470
1210,6204,2479280,6212,2479280
1210,6204,2479750,6212,2479750
1210,6204,2480560,6212,2480560
1210,6204,2480560,6212,2480560
1210,6204,2480560,6212,2480560
1210,6204,2481370,6212,2481370
1210,6204,2481690,6212,2481690
1210,6204,2481690,6212,2481690
1210,6204,2482160,6212,2482160
1210,6204,2482160,6212,2482160
1210,6204,2482160,6212,2482160
1210,6204,2482480,6212,2482480
1210,6204,2482480,6212,2482480
1210,6204,2482700,6212,2482700
1210,6204,2482860,6212,2482860
1210,6204,2483510,6212,2483510
1210,6204,2483980,6212,2483980
1210,6204,2484450,6212,2484450
1210,6204,2485260,6212,2485260
1210,6204,2485730,6212,2485730
1210,6204,2486050,6212,2486050
1210,6204,2486860,6212,2486860
1210,6204,2487330,6212,2487330
1210,6204,2487650,6212,2487650
1210,6204,2488460,6212,2488460
1210,6204,2489270,6212,2489270
1210,6204,2490080,6212,2490080
1210,6204,2490400,6212,2490400
1210,6204,2490560,6212,2490560
1210,6204,2490930,6212,2490930
1210,6204,2491250,6212,2491250
1210,6204,2491480,6212,2491480
1210,6204,2492290,6212,2492290
1210,6204,2492610,6212,2492610
1210,6204,2492930,6212,2492930
1210,6204,2493740,6212,2493740
1210,6204,2494550,6212,2494550
1210,6204,2494550,6212,2494550
1210,6204,2494870,6212,2494870
1210,6204,2495680,6212,2495680
1210,6204,2495840,6212,2495840
1210,6204,2495840,6212,2495840
1210,6204,2496490,6212,2496490
1210,6204,2497300,6212,2497300
1210,6204,2497850,6212,2497850
1210,6204,2498070,6212,2498070
1210,6204,2498070,6212,2498070
1210,6204,2498540,6212,2498540
1210,6204,2498540,6212,2498540
1210,6204,2498540,6212,2498540
1210,6204,2499010,6212,2499010
1210,6204,2499470,6212,2499470
1210,6204,2499940,6212,2499940
1210,6204,2500590,6212,2500590
1210,6204,2501240,6212,2501240
1210,6204,2501890,6212,2501890
1210,6204,2502350,6212,2502350
1210,6204,2503160,6212,2503160
1211,6206,2503970,6212,2503970
1211,6206,2503970,6212,2503970
1211,6206,2504290,6212,2504290
1211,6206,2504290,6212,2504290
1211,6206,2504610,6212,2504610
1211,6206,2505420,6212,2505420
1211,6206,2505740,6212,2505740
1211,6206,2506550,6212,2506550
1211,6206,2506870,6212,2506870
1211,6206,2507340,6212,2507340
1211,6206,2507570,6212,2507570
1211,6206,2508380,6212,2508380
1211,6206,2508700,6212,2508700
1211,6206,2509510,6212,2509510
1211,6206,2510320,6212,2510320
1211,6206,2510790,6212,2510790
1211,6206,2510790,6212,2510790
1211,6206,2511260,6212,2511260
1211,6206,2511420,6212,2511420
1211,6206,2511890,6212,2511890
1211,6206,2512700,6212,2512700
1211,6206,2513510,6212,2513510
1211,6206,2514320,6212,2514320
1211,6206,2515130,6212,2515130
1211,6206,2515130,6212,2515130
1211,6206,2515130,6212,2515130
1211,6206,2515130,6212,2515130
1211,6206,2515590,6212,2515590
1211,6206,2516060,6212,2516060
1211,6206,2516870,6212,2516870
1211,6206,2516870,6212,2516870
1211,6206,2517680,6212,2517680
1211,6206,2518490,6212,2518490
1211,6206,2519300,6212,2519300
1211,6206,2519300,6212,2519300
1211,6206,2519780,6212,2519780
1211,6206,2520590,6212,2520590
1211,6206,2521060,6212,2521060
1211,6206,2521530,6212,2521530
1211,6206,2522180,6212,2522180
1211,6206,2522180,6212,2522180
1211,6206,2522990,6212,2522990
1211,6206,2523800,6212,2523800
1211,6206,2524390,6212,2524390
1211,6206,2524710,6212,2524710
1211,6206,2525520,6212,2525520
1211,6206,2526330,6212,2526330
1211,6206,2526330,6212,2526330
1211,6206,2526880,6212,2526880
1211,6206,2527350,6212,2527350
1211,6206,2528160,6212,2528160
1211,6206,2528970,6212,2528970
1211,6206,2528970,6212,2528970
1211,6206,2529780,6212,2529780
1211,6206,2530590,6212,2530590
1211,6206,2530910,6212,2530910
1211,6206,2531230,6212,2531230
1211,6206,2531550,6212,2531550
1211,6206,2532360,6212,2532360
1211,6206,2532590,6212,2532590
1211,6206,2533060,6212,2533060
1211,6206,2533220,6212,2533220
1211,6206,2533810,6212,2533810
1211,6206,2534270,6212,2534270
1211,6206,2534730,6212,2534730
1211,6206,2535050,6212,2535050
1211,6206,2535370,6212,2535370
1211,6206,2535370,6212,2535370
1211,6206,2536180,6212,2536180
1211,6206,2536500,6212,2536500
1211,6206,2536500,6212,2536500
1211,6206,2536500,6212,2536500
1211,6206,2536820,6212,2536820
1211,6206,2537370,6212,2537370
1211,6206,2537840,6212,2537840
1211,6206,2538000,6212,2538000
1211,6206,2538650,6212,2538650
1211,6206,2539460,6212,2539460
1211,6206,2539930,6212,2539930
1211,6206,2540580,6212,2540580
1211,6206,2541390,6212,2541390
1211,6206,2541390,6212,2541390
1211,6206,2541390,6212,2541390
1211,6206,2542200,6212,2542200
1211,6206,2542430,6212,2542430
1211,6206,2542430,6212,2542430
1211,6206,2543240,6212,2543240
1211,6206,2543350,6212,2543350
1211,6206,2543820,6212,2543820
1211,6206,2543820,6212,2543820
1211,6206,2544630,6212,2544630
1211,6206,2545100,6212,2545100
1211,6206,2545570,6212,2545570
1211,6206,2545890,6212,2545890
1211,6206,2545890,6212,2545890
1211,6206,2546210,6212,2546210
1211,6206,2547020,6212,2547020
1211,6206,2547830,6212,2547830
1211,6206,2548640,6212,2548640
1211,6206,2549450,6212,2549450
1211,6206,2549770,6212,2549770
1211,6206,2550240,6212,2550240
1211,6206,2551050,6212,2551050
1211,6206,2551050,6212,2551050
1211,6206,2551280,6212,2551280
1211,6206,2552090,6212,2552090
1211,6206,2552560,6212,2552560
1211,6206,2552930,6212,2552930
1211,6206,2553400,6212,2553400
1211,6206,2554210,6212,2554210
1211,6206,2554680,6212,2554680
1211,6206,2555000,6212,2555000
1211,6206,2555470,6212,2555470
1211,6206,2556120,6212,2556120
1211,6206,2556930,6212,2556930
1211,6206,2557250,6212,2557250
1211,6206,2557900,6212,2557900
1211,6206,2558370,6212,2558370
1211,6206,2559180,6212,2559180
1211,6206,2559990,6212,2559990
1211,6206,2559990,6212,2559990
1211,6206,2560310,6212,2560310
1211,6206,2560780,6212,2560780
1211,6206,2561250,6212,2561250
1211,6206,2561720,6212,2561720
1211,6206,2562190,6212,2562190
1211,6206,2562420,6212,2562420
1211,6206,2562650,6212,2562650
1211,6206,2563460,6212,2563460
1211,6206,2564270,6212,2564270
1211,6206,2564270,6212,2564270
1211,6206,2564920,6212,2564920
1211,6206,2565510,6212,2565510
1211,6206,2566320,6212,2566320
1211,6206,2566970,6212,2566970
1211,6206,2566970,6212,2566970
1211,6206,2567440,6212,2567440
1211,6206,2567440,6212,2567440
1211,6206,2568250,6212,2568250
1211,6206,2568360,6212,2568360
1211,6206,2568710,6212,2568710
1211,6206,2569030,6212,2569030
1211,6206,2569400,6212,2569400
1211,6206,2569720,6212,2569720
1211,6206,2570530,6212,2570530
1211,6206,2570850,6212,2570850
1211,6206,2571010,6212,2571010
1211,6206,2571480,6212,2571480
1211,6206,2571800,6212,2571800
1211,6206,2572610,6212,2572610
1211,6206,2573420,6212,2573420
1211,6206,2574230,6212,2574230
1211,6206,2574700,6212,2574700
1211,6206,2574700,6212,2574700
1211,6206,2575170,6212,2575170
1211,6206,2575980,6212,2575980
1211,6206,2576450,6212,2576450
1211,6206,2576820,6212,2576820
1211,6206,2577630,6212,2577630
1211,6206,2578440,6212,2578440
1211,6206,2579250,6212,2579250
1211,6206,2579720,6212,2579720
1211,6206,2580530,6212,2580530
1211,6206,2581340,6212,2581340
1211,6206,2581710,6212,2581710
1211,6206,2581710,6212,2581710
1211,6206,2582030,6212,2582030
1211,6206,2582840,6212,2582840
1211,6206,2582840,6212,2582840
1211,6206,2583310,6212,2583310
1211,6206,2584120,6212,2584120
1211,6206,2584590,6212,2584590
1211,6206,2584960,6212,2584960
1211,6206,2585770,6212,2585770
1211,6206,2586580,6212,2586580
1211,6206,2587050,6212,2587050
1211,6206,2587050,6212,2587050
1211,6206,2587700,6212,2587700
1211,6206,2588170,6212,2588170
1211,6206,2588640,6212,2588640
1211,6206,2589110,6212,2589110
1211,6206,2589110,6212,2589110
1211,6206,2589580,6212,2589580
1211,6206,2589810,6212,2589810
1211,6206,2590620,6212,2590620
1211,6206,2590890,6212,2590890
1211,6206,2591700,6212,2591700
1211,6206,2591700,6212,2591700
1211,6206,2591930,6212,2591930
1211,6206,2592390,6212,2592390
1211,6206,2593200,6212,2593200
1211,6206,2593670,6212,2593670
1211,6206,2594040,6212,2594040
1211,6206,2594360,6212,2594360
1211,6206,2594950,6212,2594950
1211,6206,2595760,6212,2595760
1211,6206,2595760,6212,2595760
1211,6206,2596080,6212,2596080
1211,6206,2596240,6212,2596240
1211,6206,2596710,6212,2596710
1211,6206,2597520,6212,2597520
1211,6206,2598330,6212,2598330
1211,6206,2598330,6212,2598330
1211,6206,2599140,6212,2599140
1211,6206,2599610,6212,2599610
1211,6206,2599610,6212,2599610
1211,6206,2600080,6212,2600080
1211,6206,2600730,6212,2600730
1211,6206,2601190,6212,2601190
1211,6206,2602000,6212,2602000
1211,6206,2602000,6212,2602000
1211,6206,2602470,6212,2602470
1211,6206,2603020,6212,2603020
1211,6206,2603830,6212,2603830
1211,6206,2604640,6212,2604640
1211,6206,2604640,6212,2604640
1211,6206,2605230,6212,2605230
1211,6206,2605700,6212,2605700
1211,6206,2605700,6212,2605700
1211,6206,2606350,6212,2606350
1211,6206,2606350,6212,2606350
1211,6206,2607160,6212,2607160
1211,6206,2607480,6212,2607480
1211,6206,2607480,6212,2607480
1211,6206,2607950,6212,2607950
1211,6206,2608760,6212,2608760
1211,6206,2609410,6212,2609410
1211,6206,2609870,6212,2609870
1211,6206,2610340,6212,2610340
1211,6206,2610800,6212,2610800
1211,6206,2611260,6212,2611260
1211,6206,2611730,6212,2611730
1211,6206,2612540,6212,2612540
1211,6206,2613010,6212,2613010
1211,6206,2613480,6212,2613480
1211,6206,2613480,6212,2613480
1211,6206,2613850,6212,2613850
1211,6206,2614660,6212,2614660
1211,6206,2614980,6212,2614980
1211,6206,2615210,6212,2615210
1211,6206,2616020,6212,2616020
1211,6206,2616180,6212,2616180
1211,6206,2616990,6212,2616990
1211,6206,2616990,6212,2616990
1211,6206,2617460,6212,2617460
1211,6206,2617920,6212,2617920
1211,6206,2618380,6212,2618380
1211,6206,2619190,6212,2619190
1211,6206,2619840,6212,2619840
1211,6206,2620300,6212,2620300
1211,6206,2620300,6212,2620300
1211,6206,2620620,6212,2620620
1211,6206,2621430,6212,2621430
1211,6206,2621910,6212,2621910
1211,6206,2622560,6212,2622560
1211,6206,2622560,6212,2622560
1211,6206,2623110,6212,2623110
1211,6206,2623580,6212,2623580
1211,6206,2624050,6212,2624050
1211,6206,2624340,6212,2624340
1211,6206,2624810,6212,2624810
1211,6206,2625620,6212,2625620
1211,6206,2626090,6212,2626090
1211,6206,2626090,6212,2626090
1211,6206,2626420,6212,2626420
1211,6206,2627230,6212,2627230
1211,6206,2627230,6212,2627230
1211,6206,2628040,6212,2628040
1211,6206,2628360,6212,2628360
1211,6206,2628680,6212,2628680
1211,6206,2628900,6212,2628900
1211,6206,2629370,6212,2629370
1211,6206,2629690,6212,2629690
1211,6206,2629690,6212,2629690
1211,6206,2629690,6212,2629690
1211,6206,2630240,6212,2630240
1211,6206,2630710,6212,2630710
1211,6206,2631520,6212,2631520
1211,6206,2631520,6212,2631520
1211,6206,2632110,6212,2632110
1211,6206,2632430,6212,2632430
1211,6206,2632660,6212,2632660
1211,6206,2633470,6212,2633470
1211,6206,2633940,6212,2633940
1211,6206,2634410,6212,2634410
1211,6206,2635220,6212,2635220
1211,6206,2635540,6212,2635540
1211,6206,2635540,6212,2635540
1211,6206,2636350,6212,2636350
1211,6206,2636350,6212,2636350
1211,6206,2636350,6212,2636350
1211,6206,2636670,6212,2636670
1211,6206,2636830,6212,2636830
1211,6206,2637300,6212,2637300
1211,6206,2638110,6212,2638110
1211,6206,2638580,6212,2638580
1211,6206,2639050,6212,2639050
1211,6206,2639510,6212,2639510
1211,6206,2640320,6212,2640320
1211,6206,2641130,6212,2641130
1211,6206,2641940,6212,2641940
1211,6206,2642260,6212,2642260
1211,6206,2643070,6212,2643070
1211,6206,2643880,6212,2643880
1211,6206,2644110,6212,2644110
1211,6206,2644700,6212,2644700
1211,6206,2645170,6212,2645170
1211,6206,2645640,6212,2645640
1211,6206,2646450,6212,2646450
1211,6206,2646770,6212,2646770
1211,6206,2647420,6212,2647420
1211,6206,2647740,6212,2647740
1211,6206,2648060,6212,2648060
1211,6206,2648530,6212,2648530
1211,6206,2648850,6212,2648850
1211,6206,2649500,6212,2649500
1211,6206,2649960,6212,2649960
1211,6206,2650770,6212,2650770
1211,6206,2651240,6212,2651240
1211,6206,2651890,6212,2651890
1211,6206,2652700,6212,2652700
1211,6206,2653350,6212,2653350
1211,6206,2653580,6212,2653580
1211,6206,2653810,6212,2653810
1211,6206,2654280,6212,2654280
1211,6206,2654750,6212,2654750
1211,6206,2655560,6212,2655560
1211,6206,2656030,6212,2656030
1211,6206,2656840,6212,2656840
1211,6206,2657160,6212,2657160
1211,6206,2657970,6212,2657970
1211,6206,2658440,6212,2658440
1211,6206,2659250,6212,2659250
1211,6206,2660060,6212,2660060
1211,6206,2660060,6212,2660060
1211,6206,2660380,6212,2660380
1211,6206,2660380,6212,2660380
1211,6206,2660380,6212,2660380
1211,6206,2661030,6212,2661030
1211,6206,2661840,6212,2661840
1211,6206,2662650,6212,2662650
1211,6206,2663120,6212,2663120
1211,6206,2663590,6212,2663590
1211,6206,2664400,6212,2664400
1211,6206,2664720,6212,2664720
1211,6206,2665530,6212,2665530
1211,6206,2665750,6212,2665750
1211,6206,2666070,6212,2666070
1211,6206,2666530,6212,2666530
1211,6206,2667340,6212,2667340
1211,6206,2667810,6212,2667810
1211,6206,2668280,6212,2668280
1211,6206,2668750,6212,2668750
1211,6206,2669400,6212,2669400
1211,6206,2669620,6212,2669620
1211,6206,2669940,6212,2669940
1211,6206,2670260,6212,2670260
1211,6206,2671070,6212,2671070
1211,6206,2671880,6212,2671880
1211,6206,2672690,6212,2672690
1211,6206,2673010,6212,2673010
1211,6206,2673330,6212,2673330
1211,6206,2674140,6212,2674140
1211,6206,2674140,6212,2674140
1211,6206,2674460,6212,2674460
1211,6206,2675050,6212,2675050
1211,6206,2675860,6212,2675860
1211,6206,2676670,6212,2676670
1211,6206,2676780,6212,2676780
1211,6206,2677590,6212,2677590
1211,6206,2678060,6212,2678060
1211,6206,2678870,6212,2678870
1211,6206,2679680,6212,2679680
1211,6206,2680150,6212,2680150
1211,6206,2680620,6212,2680620
1211,6206,2681170,6212,2681170
1211,6206,2681980,6212,2681980
1211,6206,2682630,6212,2682630
1211,6206,2683440,6212,2683440
1211,6206,2684250,6212,2684250
1211,6206,2684900,6212,2684900
1211,6206,2685710,6212,2685710
1211,6206,2686180,6212,2686180
1211,6206,2686650,6212,2686650
1211,6206,2686880,6212,2686880
1211,6206,2687110,6212,2687110
1211,6206,2687430,6212,2687430
1211,6206,2688240,6212,2688240
1211,6206,2688240,6212,2688240
1211,6206,2688700,6212,2688700
1211,6206,2689170,6212,2689170
1211,6206,2689640,6212,2689640
1211,6206,2690450,6212,2690450
1211,6206,2691260,6212,2691260
1211,6206,2691910,6212,2691910
1211,6206,2692380,6212,2692380
1211,6206,2693030,6212,2693030
1211,6206,2693680,6212,2693680
1211,6206,2694490,6212,2694490
1211,6206,2695300,6212,2695300
1211,6206,2696110,6212,2696110
1211,6206,2696580,6212,2696580
1211,6206,2697050,6212,2697050
1211,6206,2697370,6212,2697370
1211,6206,2697920,6212,2697920
1211,6206,2698570,6212,2698570
1211,6206,2699220,6212,2699220
1211,6206,2699690,6212,2699690
1211,6206,2700150,6212,2700150
1211,6206,2700620,6212,2700620
1211,6206,2701090,6212,2701090
1211,6206,2701900,6212,2701900
1211,6206,2702710,6212,2702710
1211,6206,2703360,6212,2703360
1211,6206,2704170,6212,2704170
1211,6206,2704980,6212,2704980
1211,6206,2705440,6212,2705440
1211,6206,2705760,6212,2705760
1211,6206,2706570,6212,2706570
1211,6206,2707380,6212,2707380
1211,6206,2707850,6212,2707850
1211,6206,2708320,6212,2708320
1211,6206,2708790,6212,2708790
1211,6206,2709600,6212,2709600
1211,6206,2710070,6212,2710070
1211,6206,2710880,6212,2710880
1211,6206,2711200,6212,2711200
1211,6206,2711550,6212,2711550
1211,6206,2711660,6212,2711660
1211,6206,2712470,6212,2712470
1211,6206,2712940,6212,2712940
1211,6206,2713410,6212,2713410
1211,6206,2714220,6212,2714220
1211,6206,2715030,6212,2715030
1211,6206,2715500,6212,2715500
1211,6206,2715960,6212,2715960
1211,6206,2716770,6212,2716770
1211,6206,2716880,6212,2716880
1211,6206,2717200,6212,2717200
1211,6206,2717430,6212,2717430
1211,6206,2718240,6212,2718240
1211,6206,2719050,6212,2719050
1211,6206,2719050,6212,2719050
1211,6206,2719520,6212,2719520
1211,6206,2719520,6212,2719520
1211,6206,2719520,6212,2719520
1211,6206,2719990,6212,2719990
1211,6206,2719990,6212,2719990
1211,6206,2720640,6212,2720640
1211,6206,2721290,6212,2721290
1211,6206,2721760,6212,2721760
1211,6206,2722410,6212,2722410
1211,6206,2722730,6212,2722730
1211,6206,2723100,6212,2723100
1211,6206,2723420,6212,2723420
1211,6206,2724230,6212,2724230
1211,6206,2724550,6212,2724550
1211,6206,2725200,6212,2725200
1211,6206,2725670,6212,2725670
1211,6206,2725670,6212,2725670
1211,6206,2726480,6212,2726480
1211,6206,2727290,6212,2727290
1211,6206,2727510,6212,2727510
1211,6206,2727730,6212,2727730
1211,6206,2728050,6212,2728050
1211,6206,2728050,6212,2728050
1211,6206,2728050,6212,2728050
1211,6206,2728860,6212,2728860
1211,6206,2729670,6212,2729670
1211,6206,2729900,6212,2729900
1211,6206,2730710,6212,2730710
1211,6206,2731170,6212,2731170
1211,6206,2731170,6212,2731170
1211,6206,2731640,6212,2731640
1211,6206,2731870,6212,2731870
1211,6206,2732190,6212,2732190
1211,6206,2732510,6212,2732510
1211,6206,2732980,6212,2732980
1211,6206,2733530,6212,2733530
1211,6206,2734000,6212,2734000
1211,6206,2734470,6212,2734470
1211,6206,2735280,6212,2735280
1211,6206,2736090,6212,2736090
1211,6206,2736740,6212,2736740
1211,6206,2736970,6212,2736970
1211,6206,2737130,6212,2737130
1211,6206,2737600,6212,2737600
1211,6206,2738410,6212,2738410
1211,6206,2738880,6212,2738880
1211,6206,2739250,6212,2739250
1211,6206,2739720,6212,2739720
1211,6206,2740370,6212,2740370
1211,6206,2740740,6212,2740740
1211,6206,2741550,6212,2741550
1211,6206,2742360,6212,2742360
1211,6206,2742360,6212,2742360
1211,6206,2742580,6212,2742580
1211,6206,2743050,6212,2743050
1211,6206,2743370,6212,2743370
1211,6206,2743840,6212,2743840
1211,6206,2744310,6212,2744310
1211,6206,2745120,6212,2745120
