ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1090,5701,2114080,6212,2114080
1090,5701,2118080,6212,2118080
1091,5703,2119080,6212,2119080
1091,5703,2120080,6212,2120080
1091,5703,2121080,6212,2121080
1092,5705,2121890,6212,2121890
1092,5705,2122890,6212,2122890
1092,5705,2123000,6212,2123000
1093,5707,2123000,6212,2123000
1093,5707,2124000,6212,2124000
1093,5707,2125000,6212,2125000
1094,5715,2126000,6212,2126000
1094,5715,2128000,6212,2128000
1095,5717,2129000,6212,2129000
1096,5725,2129810,6212,2129810
1096,5725,2130040,6212,2130040
1096,5725,2131040,6212,2131040
1096,5725,2131510,6212,2131510
1096,5725,2131510,6212,2131510
1096,5725,2132060,6212,2132060
1096,5725,2132060,6212,2132060
1096,5725,2133060,6212,2133060
1096,5725,2133710,6212,2133710
1096,5725,2134710,6212,2134710
1096,5725,2135710,6212,2135710
1096,5725,2136030,6212,2136030
1096,5725,2136840,6212,2136840
1096,5725,2137110,6212,2137110
1096,5725,2138110,6212,2138110
1096,5725,2138920,6212,2138920
1096,5725,2139920,6212,2139920
1096,5725,2139920,6212,2139920
1096,5725,2140920,6212,2140920
1096,5725,2141570,6212,2141570
1096,5725,2141570,6212,2141570
1096,5725,2142160,6212,2142160
1096,5725,2142710,6212,2142710
1096,5725,2143180,6212,2143180
1096,5725,2143650,6212,2143650
1096,5725,2144120,6212,2144120
1097,5727,2144350,6212,2144350
1097,5727,2144510,6212,2144510
1097,5727,2145510,6212,2145510
1097,5727,2146510,6212,2146510
1097,5727,2146970,6212,2146970
1097,5727,2146970,6212,2146970
1097,5727,2147970,6212,2147970
1097,5727,2148440,6212,2148440
1097,5727,2149440,6212,2149440
1098,5735,2157440,6212,2157440
1098,5735,2157990,6212,2157990
1098,5735,2158460,6212,2158460
1098,5735,2159460,6212,2159460
1098,5735,2159930,6212,2159930
1098,5735,2160930,6212,2160930
1098,5735,2161400,6212,2161400
1099,5743,2161720,6212,2161720
1099,5743,2162720,6212,2162720
1099,5743,2163720,6212,2163720
1100,5745,2163830,6212,2163830
1100,5745,2164830,6212,2164830
1100,5745,2164830,6212,2164830
1100,5745,2165830,6212,2165830
1100,5745,2166150,6212,2166150
1100,5745,2167150,6212,2167150
1100,5745,2168150,6212,2168150
1100,5745,2168960,6212,2168960
1100,5745,2169430,6212,2169430
1100,5745,2169430,6212,2169430
1100,5745,2170430,6212,2170430
1100,5745,2171430,6212,2171430
1100,5745,2172240,6212,2172240
1100,5745,2172710,6212,2172710
1100,5745,2172710,6212,2172710
1100,5745,2173710,6212,2173710
1100,5745,2174710,6212,2174710
1100,5745,2175180,6212,2175180
1100,5745,2175990,6212,2175990
1100,5745,2176990,6212,2176990
1100,5745,2177310,6212,2177310
1100,5745,2177540,6212,2177540
1100,5745,2177760,6212,2177760
1100,5745,2177760,6212,2177760
1101,5747,2178230,6212,2178230
1101,5747,2179230,6212,2179230
1101,5747,2180230,6212,2180230
1101,5747,2181230,6212,2181230
1101,5747,2182230,6212,2182230
1101,5747,2182230,6212,2182230
1101,5747,2183230,6212,2183230
1101,5747,2183880,6212,2183880
1102,5755,2184880,6212,2184880
1103,5757,2185880,6212,2185880
1103,5757,2186690,6212,2186690
1103,5757,2187160,6212,2187160
1103,5757,2188160,6212,2188160
1103,5757,2188970,6212,2188970
1103,5757,2189970,6212,2189970
1103,5757,2190970,6212,2190970
1104,5758,2191780,6212,2191780
1104,5758,2191780,6212,2191780
1104,5758,2192780,6212,2192780
1104,5758,2193780,6212,2193780
1104,5758,2194780,6212,2194780
1105,5766,2195430,6212,2195430
1105,5766,2196430,6212,2196430
1105,5766,2197430,6212,2197430
1106,5774,2198430,6212,2198430
1106,5774,2199430,6212,2199430
1106,5774,2200430,6212,2200430
1106,5774,2201430,6212,2201430
1106,5774,2202240,6212,2202240
1106,5774,2202240,6212,2202240
1106,5774,2203240,6212,2203240
1106,5774,2204050,6212,2204050
1106,5774,2212050,6212,2212050
1107,5776,2213050,6212,2213050
1107,5776,2213860,6212,2213860
1107,5776,2214510,6212,2214510
1107,5776,2215510,6212,2215510
1107,5776,2216320,6212,2216320
1107,5776,2217320,6212,2217320
1107,5776,2217550,6212,2217550
1107,5776,2218360,6212,2218360
1108,5778,2219360,6212,2219360
1108,5778,2219360,6212,2219360
1108,5778,2221360,6212,2221360
1108,5778,2221830,6212,2221830
1108,5778,2221830,6212,2221830
1108,5778,2222830,6212,2222830
1108,5778,2223830,6212,2223830
1108,5778,2224830,6212,2224830
1108,5778,2225060,6212,2225060
1108,5778,2226060,6212,2226060
1108,5778,2227060,6212,2227060
1109,5786,2235060,6212,2235060
1109,5786,2235060,6212,2235060
1109,5786,2236060,6212,2236060
1109,5786,2237060,6212,2237060
1109,5786,2237870,6212,2237870
1109,5786,2237870,6212,2237870
1109,5786,2238870,6212,2238870
1109,5786,2239330,6212,2239330
1109,5786,2239330,6212,2239330
1109,5786,2240330,6212,2240330
1109,5786,2241330,6212,2241330
1109,5786,2242330,6212,2242330
1109,5786,2243330,6212,2243330
1109,5786,2244330,6212,2244330
1109,5786,2245330,6212,2245330
1109,5786,2246330,6212,2246330
1110,5794,2254330,6212,2254330
1110,5794,2254650,6212,2254650
1111,5796,2255650,6212,2255650
1112,5804,2256120,6212,2256120
1113,5806,2256120,6212,2256120
1113,5806,2256120,6212,2256120
1113,5806,2257120,6212,2257120
1113,5806,2257350,6212,2257350
1114,5814,2257820,6212,2257820
1115,5822,2258820,6212,2258820
1115,5822,2258820,6212,2258820
1115,5822,2259820,6212,2259820
1115,5822,2260290,6212,2260290
1115,5822,2260610,6212,2260610
1115,5822,2261420,6212,2261420
1115,5822,2261420,6212,2261420
1115,5822,2261890,6212,2261890
1115,5822,2262890,6212,2262890
1115,5822,2262890,6212,2262890
1115,5822,2263890,6212,2263890
1115,5822,2264890,6212,2264890
1116,5824,2264890,6212,2264890
1116,5824,2265890,6212,2265890
1117,5826,2266360,6212,2266360
1117,5826,2266360,6212,2266360
1117,5826,2267360,6212,2267360
1117,5826,2268360,6212,2268360
1117,5826,2269360,6212,2269360
1117,5826,2269830,6212,2269830
1117,5826,2270640,6212,2270640
1117,5826,2271640,6212,2271640
1117,5826,2272640,6212,2272640
1117,5826,2273640,6212,2273640
1117,5826,2274450,6212,2274450
1117,5826,2274450,6212,2274450
1117,5826,2274920,6212,2274920
1117,5826,2275920,6212,2275920
1117,5826,2276920,6212,2276920
1118,5828,2276920,6212,2276920
1118,5828,2276920,6212,2276920
1118,5828,2277920,6212,2277920
1118,5828,2278920,6212,2278920
1118,5828,2279920,6212,2279920
1118,5828,2280920,6212,2280920
1118,5828,2281730,6212,2281730
1118,5828,2281730,6212,2281730
1118,5828,2282730,6212,2282730
1118,5828,2283540,6212,2283540
1118,5828,2284350,6212,2284350
1119,5836,2292350,6212,2292350
1120,5844,2300350,6212,2300350
1120,5844,2300680,6212,2300680
1120,5844,2301680,6212,2301680
1120,5844,2302680,6212,2302680
1120,5844,2303490,6212,2303490
1121,5852,2303490,6212,2303490
1121,5852,2304490,6212,2304490
1121,5852,2305490,6212,2305490
1121,5852,2305860,6212,2305860
1122,5854,2306090,6212,2306090
1123,5856,2306900,6212,2306900
1123,5856,2307900,6212,2307900
1123,5856,2307900,6212,2307900
1123,5856,2308370,6212,2308370
1124,5858,2309180,6212,2309180
1124,5858,2309180,6212,2309180
1124,5858,2310180,6212,2310180
1124,5858,2310180,6212,2310180
1124,5858,2310990,6212,2310990
1124,5858,2311360,6212,2311360
1124,5858,2312360,6212,2312360
1124,5858,2312830,6212,2312830
1125,5866,2313830,6212,2313830
1125,5866,2314150,6212,2314150
1126,5874,2315150,6212,2315150
1126,5874,2315740,6212,2315740
1127,5882,2316550,6212,2316550
1127,5882,2317020,6212,2317020
1127,5882,2318020,6212,2318020
1127,5882,2319020,6212,2319020
1127,5882,2319830,6212,2319830
1127,5882,2320830,6212,2320830
1127,5882,2321830,6212,2321830
1127,5882,2321830,6212,2321830
1127,5882,2322420,6212,2322420
1128,5884,2323420,6212,2323420
1128,5884,2324420,6212,2324420
1128,5884,2324890,6212,2324890
1128,5884,2325890,6212,2325890
1128,5884,2326260,6212,2326260
1128,5884,2326590,6212,2326590
1128,5884,2330590,6212,2330590
1128,5884,2330590,6212,2330590
1128,5884,2331400,6212,2331400
1128,5884,2332400,6212,2332400
1128,5884,2333400,6212,2333400
1128,5884,2334050,6212,2334050
1128,5884,2334860,6212,2334860
1128,5884,2334860,6212,2334860
1128,5884,2335090,6212,2335090
1128,5884,2335900,6212,2335900
1129,5885,2335900,6212,2335900
1129,5885,2336370,6212,2336370
1130,5893,2336840,6212,2336840
1130,5893,2337840,6212,2337840
1130,5893,2338840,6212,2338840
1130,5893,2339840,6212,2339840
1130,5893,2340160,6212,2340160
1130,5893,2341160,6212,2341160
1130,5893,2341160,6212,2341160
1130,5893,2342160,6212,2342160
1130,5893,2343160,6212,2343160
1130,5893,2344160,6212,2344160
1130,5893,2344630,6212,2344630
1130,5893,2345630,6212,2345630
1130,5893,2346280,6212,2346280
1130,5893,2347090,6212,2347090
1130,5893,2347090,6212,2347090
1130,5893,2348090,6212,2348090
1130,5893,2348090,6212,2348090
1130,5893,2349090,6212,2349090
1130,5893,2350090,6212,2350090
1130,5893,2351090,6212,2351090
1130,5893,2351740,6212,2351740
1130,5893,2352740,6212,2352740
1130,5893,2352740,6212,2352740
1130,5893,2353060,6212,2353060
1130,5893,2353710,6212,2353710
1130,5893,2354180,6212,2354180
1131,5895,2355180,6212,2355180
1131,5895,2356180,6212,2356180
1131,5895,2356640,6212,2356640
1131,5895,2357450,6212,2357450
1131,5895,2357670,6212,2357670
1131,5895,2358670,6212,2358670
1131,5895,2359670,6212,2359670
1131,5895,2360140,6212,2360140
1131,5895,2361140,6212,2361140
1131,5895,2362140,6212,2362140
1131,5895,2362950,6212,2362950
1131,5895,2363320,6212,2363320
1131,5895,2364320,6212,2364320
1131,5895,2365130,6212,2365130
1131,5895,2366130,6212,2366130
1131,5895,2366360,6212,2366360
1131,5895,2367360,6212,2367360
1131,5895,2368360,6212,2368360
1131,5895,2372360,6212,2372360
1132,5903,2373170,6212,2373170
1132,5903,2373640,6212,2373640
1132,5903,2373960,6212,2373960
1132,5903,2374960,6212,2374960
1132,5903,2375430,6212,2375430
1132,5903,2375780,6212,2375780
1132,5903,2375780,6212,2375780
1133,5905,2376780,6212,2376780
1133,5905,2377250,6212,2377250
1133,5905,2378250,6212,2378250
1133,5905,2379250,6212,2379250
1133,5905,2380250,6212,2380250
1133,5905,2380410,6212,2380410
1134,5913,2380880,6212,2380880
1134,5913,2381880,6212,2381880
1135,5921,2389880,6212,2389880
1135,5921,2390880,6212,2390880
1135,5921,2390880,6212,2390880
1135,5921,2391340,6212,2391340
1135,5921,2391660,6212,2391660
1135,5921,2392660,6212,2392660
1135,5921,2393470,6212,2393470
1135,5921,2393470,6212,2393470
1135,5921,2394470,6212,2394470
1135,5921,2395470,6212,2395470
1136,5923,2395470,6212,2395470
1136,5923,2395940,6212,2395940
1136,5923,2396410,6212,2396410
1136,5923,2397410,6212,2397410
1136,5923,2397630,6212,2397630
1136,5923,2398630,6212,2398630
1136,5923,2399630,6212,2399630
1136,5923,2400630,6212,2400630
1136,5923,2401630,6212,2401630
1136,5923,2401630,6212,2401630
1136,5923,2402440,6212,2402440
1136,5923,2402440,6212,2402440
1136,5923,2403440,6212,2403440
1136,5923,2404440,6212,2404440
1136,5923,2404910,6212,2404910
1136,5923,2404910,6212,2404910
1136,5923,2405910,6212,2405910
1136,5923,2406720,6212,2406720
1136,5923,2407720,6212,2407720
1136,5923,2408720,6212,2408720
1136,5923,2408950,6212,2408950
1136,5923,2409950,6212,2409950
1136,5923,2410950,6212,2410950
1136,5923,2411760,6212,2411760
1136,5923,2412760,6212,2412760
1136,5923,2412990,6212,2412990
1136,5923,2413460,6212,2413460
1136,5923,2414270,6212,2414270
1136,5923,2415270,6212,2415270
1137,5925,2416270,6212,2416270
1137,5925,2417080,6212,2417080
1137,5925,2418080,6212,2418080
1137,5925,2418080,6212,2418080
1137,5925,2418550,6212,2418550
1137,5925,2419550,6212,2419550
1137,5925,2420550,6212,2420550
1137,5925,2421360,6212,2421360
1137,5925,2422360,6212,2422360
1137,5925,2423360,6212,2423360
1137,5925,2424170,6212,2424170
1137,5925,2424640,6212,2424640
1137,5925,2425110,6212,2425110
1137,5925,2426110,6212,2426110
1137,5925,2426570,6212,2426570
1137,5925,2427570,6212,2427570
1137,5925,2428120,6212,2428120
1137,5925,2429120,6212,2429120
1138,5927,2430120,6212,2430120
1138,5927,2430280,6212,2430280
1139,5929,2431280,6212,2431280
1139,5929,2431280,6212,2431280
1139,5929,2431630,6212,2431630
1139,5929,2431950,6212,2431950
1139,5929,2432760,6212,2432760
1139,5929,2433760,6212,2433760
1139,5929,2434760,6212,2434760
1140,5931,2434760,6212,2434760
1140,5931,2434760,6212,2434760
1140,5931,2435760,6212,2435760
1140,5931,2435760,6212,2435760
1140,5931,2436230,6212,2436230
1140,5931,2437230,6212,2437230
1140,5931,2438230,6212,2438230
1140,5931,2439040,6212,2439040
1140,5931,2440040,6212,2440040
1140,5931,2441040,6212,2441040
1140,5931,2441850,6212,2441850
1140,5931,2442170,6212,2442170
1140,5931,2443170,6212,2443170
1140,5931,2444170,6212,2444170
1140,5931,2445170,6212,2445170
1140,5931,2446170,6212,2446170
1140,5931,2447170,6212,2447170
1141,5939,2455170,6212,2455170
1141,5939,2456170,6212,2456170
1141,5939,2460170,6212,2460170
1141,5939,2460980,6212,2460980
1141,5939,2461630,6212,2461630
1141,5939,2461630,6212,2461630
1141,5939,2462440,6212,2462440
1141,5939,2463440,6212,2463440
1141,5939,2464440,6212,2464440
1141,5939,2465440,6212,2465440
1141,5939,2465440,6212,2465440
1141,5939,2466440,6212,2466440
1141,5939,2467440,6212,2467440
1141,5939,2467440,6212,2467440
1141,5939,2467760,6212,2467760
1141,5939,2467760,6212,2467760
1141,5939,2468310,6212,2468310
1141,5939,2469310,6212,2469310
1141,5939,2470310,6212,2470310
1141,5939,2470630,6212,2470630
1141,5939,2471630,6212,2471630
1141,5939,2472630,6212,2472630
1141,5939,2473280,6212,2473280
1141,5939,2474280,6212,2474280
1141,5939,2474740,6212,2474740
1141,5939,2475210,6212,2475210
1141,5939,2476210,6212,2476210
1141,5939,2476440,6212,2476440
1141,5939,2477440,6212,2477440
1141,5939,2477810,6212,2477810
1141,5939,2478810,6212,2478810
1141,5939,2479810,6212,2479810
1141,5939,2480400,6212,2480400
1141,5939,2481400,6212,2481400
1141,5939,2482400,6212,2482400
1141,5939,2482870,6212,2482870
1141,5939,2483870,6212,2483870
1141,5939,2484870,6212,2484870
1141,5939,2485460,6212,2485460
1141,5939,2486460,6212,2486460
1142,5947,2494460,6212,2494460
1142,5947,2495460,6212,2495460
1142,5947,2496460,6212,2496460
1142,5947,2496460,6212,2496460
1142,5947,2497460,6212,2497460
1142,5947,2497780,6212,2497780
1142,5947,2498590,6212,2498590
1142,5947,2499590,6212,2499590
1143,5949,2500590,6212,2500590
1143,5949,2500590,6212,2500590
1143,5949,2500750,6212,2500750
1143,5949,2501750,6212,2501750
1143,5949,2501750,6212,2501750
1143,5949,2502750,6212,2502750
1144,5957,2510750,6212,2510750
1145,5965,2511750,6212,2511750
1145,5965,2511750,6212,2511750
1145,5965,2512750,6212,2512750
1145,5965,2513560,6212,2513560
1145,5965,2514560,6212,2514560
1145,5965,2514880,6212,2514880
1145,5965,2515880,6212,2515880
1146,5967,2516880,6212,2516880
1146,5967,2516880,6212,2516880
1146,5967,2517880,6212,2517880
1146,5967,2518200,6212,2518200
1146,5967,2518670,6212,2518670
1147,5975,2526670,6212,2526670
1148,5977,2527670,6212,2527670
1148,5977,2528480,6212,2528480
1149,5979,2529290,6212,2529290
1149,5979,2530290,6212,2530290
1149,5979,2531290,6212,2531290
1149,5979,2531290,6212,2531290
1149,5979,2531610,6212,2531610
1149,5979,2531610,6212,2531610
1149,5979,2532610,6212,2532610
1149,5979,2533610,6212,2533610
1149,5979,2534610,6212,2534610
1149,5979,2535080,6212,2535080
1149,5979,2535240,6212,2535240
1149,5979,2536240,6212,2536240
1150,5987,2537240,6212,2537240
1150,5987,2538050,6212,2538050
1150,5987,2539050,6212,2539050
1150,5987,2539860,6212,2539860
1150,5987,2540670,6212,2540670
1151,5995,2541670,6212,2541670
1151,5995,2541670,6212,2541670
1151,5995,2542150,6212,2542150
1151,5995,2543150,6212,2543150
1151,5995,2543800,6212,2543800
1151,5995,2544610,6212,2544610
1151,5995,2545610,6212,2545610
1151,5995,2545770,6212,2545770
1151,5995,2546240,6212,2546240
1151,5995,2546240,6212,2546240
1152,6003,2554240,6212,2554240
1152,6003,2554890,6212,2554890
1152,6003,2554890,6212,2554890
1152,6003,2555890,6212,2555890
1152,6003,2556890,6212,2556890
1152,6003,2556890,6212,2556890
1152,6003,2557120,6212,2557120
1152,6003,2557930,6212,2557930
1152,6003,2558930,6212,2558930
1152,6003,2559930,6212,2559930
1152,6003,2560400,6212,2560400
1153,6005,2561400,6212,2561400
1153,6005,2561770,6212,2561770
1153,6005,2562770,6212,2562770
1153,6005,2562770,6212,2562770
1154,6013,2563770,6212,2563770
1154,6013,2564770,6212,2564770
1154,6013,2565770,6212,2565770
1154,6013,2565930,6212,2565930
1154,6013,2566580,6212,2566580
1154,6013,2567580,6212,2567580
1154,6013,2567580,6212,2567580
1154,6013,2568580,6212,2568580
1155,6015,2569580,6212,2569580
1155,6015,2570580,6212,2570580
1155,6015,2571050,6212,2571050
1155,6015,2571520,6212,2571520
1155,6015,2572520,6212,2572520
1156,6017,2572520,6212,2572520
1156,6017,2573520,6212,2573520
1156,6017,2574520,6212,2574520
1156,6017,2575520,6212,2575520
1156,6017,2575680,6212,2575680
1156,6017,2575680,6212,2575680
1157,6018,2576230,6212,2576230
1157,6018,2577230,6212,2577230
1157,6018,2577700,6212,2577700
1157,6018,2577700,6212,2577700
1157,6018,2578700,6212,2578700
1157,6018,2579700,6212,2579700
1157,6018,2579700,6212,2579700
1158,6020,2580070,6212,2580070
1158,6020,2581070,6212,2581070
1158,6020,2582070,6212,2582070
1158,6020,2582880,6212,2582880
1158,6020,2583880,6212,2583880
1158,6020,2584100,6212,2584100
1158,6020,2584100,6212,2584100
1158,6020,2585100,6212,2585100
1159,6028,2593100,6212,2593100
1159,6028,2594100,6212,2594100
1159,6028,2595100,6212,2595100
1159,6028,2595910,6212,2595910
1159,6028,2596500,6212,2596500
1159,6028,2596960,6212,2596960
1159,6028,2597420,6212,2597420
1159,6028,2598420,6212,2598420
1159,6028,2599230,6212,2599230
1160,6036,2600230,6212,2600230
1160,6036,2601230,6212,2601230
1160,6036,2602230,6212,2602230
1160,6036,2602230,6212,2602230
1160,6036,2602230,6212,2602230
1160,6036,2603230,6212,2603230
1160,6036,2604230,6212,2604230
1160,6036,2605230,6212,2605230
1160,6036,2605230,6212,2605230
1160,6036,2606230,6212,2606230
1161,6044,2607230,6212,2607230
1161,6044,2608040,6212,2608040
1161,6044,2609040,6212,2609040
1161,6044,2609850,6212,2609850
1161,6044,2609850,6212,2609850
1161,6044,2610320,6212,2610320
1161,6044,2610670,6212,2610670
1161,6044,2611670,6212,2611670
1161,6044,2611830,6212,2611830
1161,6044,2612300,6212,2612300
1161,6044,2613300,6212,2613300
1161,6044,2613950,6212,2613950
1161,6044,2613950,6212,2613950
1161,6044,2614760,6212,2614760
1161,6044,2615760,6212,2615760
1161,6044,2616230,6212,2616230
1161,6044,2616700,6212,2616700
1161,6044,2616920,6212,2616920
1161,6044,2617920,6212,2617920
1161,6044,2617920,6212,2617920
1161,6044,2618920,6212,2618920
1161,6044,2619920,6212,2619920
1161,6044,2620920,6212,2620920
1161,6044,2621920,6212,2621920
1161,6044,2622920,6212,2622920
1161,6044,2623730,6212,2623730
1161,6044,2624730,6212,2624730
1161,6044,2625730,6212,2625730
1161,6044,2626050,6212,2626050
1161,6044,2627050,6212,2627050
1161,6044,2627860,6212,2627860
1161,6044,2628860,6212,2628860
1161,6044,2629330,6212,2629330
1161,6044,2629800,6212,2629800
1161,6044,2630800,6212,2630800
1161,6044,2631800,6212,2631800
1161,6044,2632800,6212,2632800
1161,6044,2632800,6212,2632800
1161,6044,2633800,6212,2633800
1161,6044,2634030,6212,2634030
1161,6044,2635030,6212,2635030
1161,6044,2636030,6212,2636030
1161,6044,2637030,6212,2637030
1161,6044,2637840,6212,2637840
1161,6044,2637840,6212,2637840
1161,6044,2637840,6212,2645840
1161,6044,2638070,6212,2646070
1161,6044,2639070,6212,2647070
1161,6044,2640070,6212,2648070
1162,6045,2641070,6212,2649070
1162,6045,2642070,6212,2650070
1162,6045,2642070,6212,2650070
1162,6045,2643070,6212,2651070
1162,6045,2644070,6212,2652070
1162,6045,2644230,6212,2652230
1162,6045,2644690,6212,2652690
1162,6045,2644920,6212,2652920
1162,6045,2645730,6212,2653730
1162,6045,2646730,6212,2654730
1162,6045,2646730,6212,2654730
1162,6045,2647730,6212,2655730
1162,6045,2648730,6212,2656730
1162,6045,2648730,6212,2656730
1162,6045,2649190,6212,2657190
1162,6045,2649190,6212,2657190
1163,6049,2650190,6212,2658190
1163,6049,2650190,6212,2658190
1163,6049,2650660,6212,2658660
1163,6049,2651130,6212,2659130
1163,6049,2651130,6212,2659130
1163,6049,2651130,6212,2659130
1164,6051,2652130,6212,2660130
1164,6051,2652130,6212,2660130
1164,6051,2653130,6212,2661130
1164,6051,2654130,6212,2662130
1164,6051,2654940,6212,2662940
1164,6051,2655590,6212,2663590
1164,6051,2656400,6212,2664400
1164,6051,2657210,6212,2665210
1164,6051,2657530,6212,2665530
1164,6051,2658530,6212,2666530
1164,6051,2659000,6212,2667000
1164,6051,2660000,6212,2668000
1164,6051,2661000,6212,2669000
1164,6051,2662000,6212,2670000
1164,6051,2663000,6212,2671000
1164,6051,2664000,6212,2672000
1164,6051,2664650,6212,2672650
1164,6051,2665120,6212,2673120
1165,6053,2665930,6212,2673930
1165,6053,2665930,6212,2673930
1165,6053,2666480,6212,2674480
1165,6053,2666480,6212,2674480
1165,6053,2667480,6212,2675480
1166,6061,2675480,6212,2683480
1166,6061,2676480,6212,2684480
1166,6061,2676950,6212,2684950
1166,6061,2677950,6212,2685950
1166,6061,2678760,6212,2686760
1166,6061,2679760,6212,2687760
1166,6061,2680760,6212,2688760
1166,6061,2681760,6212,2689760
1166,6061,2682570,6212,2690570
1166,6061,2683570,6212,2691570
1166,6061,2684380,6212,2692380
1166,6061,2684380,6212,2692380
1167,6063,2685380,6212,2693380
1167,6063,2686380,6212,2694380
1167,6063,2686850,6212,2694850
1167,6063,2687850,6212,2695850
1167,6063,2688850,6212,2696850
1167,6063,2689850,6212,2697850
1167,6063,2690500,6212,2698500
1167,6063,2690500,6212,2698500
1167,6063,2690970,6212,2698970
1167,6063,2690970,6212,2698970
1167,6063,2691970,6212,2699970
1168,6071,2699970,6212,2707970
1168,6071,2700560,6212,2708560
1168,6071,2700560,6212,2708560
1168,6071,2701560,6212,2709560
1168,6071,2702560,6212,2710560
1168,6071,2703560,6212,2711560
1168,6071,2704370,6212,2712370
1168,6071,2705370,6212,2713370
1168,6071,2705600,6212,2713600
1168,6071,2706190,6212,2714190
1168,6071,2707000,6212,2715000
1168,6071,2707470,6212,2715470
1168,6071,2708470,6212,2716470
1168,6071,2708940,6212,2716940
1168,6071,2709750,6212,2717750
1168,6071,2709750,6212,2717750
1168,6071,2710750,6212,2718750
1169,6073,2711750,6212,2719750
1169,6073,2712750,6212,2720750
1170,6077,2712750,6212,2720750
1170,6077,2716750,6212,2724750
1170,6077,2717750,6212,2725750
1170,6077,2717860,6212,2725860
1170,6077,2718860,6212,2726860
1170,6077,2719860,6212,2727860
1170,6077,2720180,6212,2728180
1170,6077,2721180,6212,2729180
1170,6077,2722180,6212,2730180
1170,6077,2723180,6212,2731180
1170,6077,2724180,6212,2732180
1171,6079,2724650,6212,2732650
1171,6079,2725650,6212,2733650
1171,6079,2725650,6212,2733650
1171,6079,2726460,6212,2734460
1171,6079,2726690,6212,2734690
1171,6079,2727010,6212,2735010
1171,6079,2727010,6212,2735010
1171,6079,2728010,6212,2736010
1171,6079,2729010,6212,2737010
1171,6079,2729820,6212,2737820
1171,6079,2730290,6212,2738290
1171,6079,2731100,6212,2739100
1171,6079,2731910,6212,2739910
1171,6079,2732910,6212,2740910
1171,6079,2733560,6212,2741560
1171,6079,2734560,6212,2742560
1171,6079,2735560,6212,2743560
1171,6079,2736560,6212,2744560
1171,6079,2737560,6212,2745560
1171,6079,2737560,6212,2745560
1171,6079,2738560,6212,2746560
1171,6079,2739560,6212,2747560
1171,6079,2740560,6212,2748560
1171,6079,2741110,6212,2749110
1171,6079,2742110,6212,2750110
1172,6081,2743110,6212,2751110
1172,6081,2744110,6212,2752110
1172,6081,2744580,6212,2752580
1172,6081,2745390,6212,2753390
1172,6081,2746390,6212,2754390
1173,6089,2754390,6212,2762390
1173,6089,2754860,6212,2762860
1173,6089,2755180,6212,2763180
1173,6089,2755510,6212,2763510
1173,6089,2755740,6212,2763740
1173,6089,2756740,6212,2764740
1173,6089,2757550,6212,2765550
1173,6089,2758200,6212,2766200
1174,6097,2766200,6212,2774200
1174,6097,2767200,6212,2775200
1174,6097,2767680,6212,2775680
1174,6097,2768680,6212,2776680
1174,6097,2769680,6212,2777680
1174,6097,2770150,6212,2778150
1174,6097,2770960,6212,2778960
1174,6097,2771280,6212,2779280
1174,6097,2772280,6212,2780280
1174,6097,2773280,6212,2781280
1174,6097,2774280,6212,2782280
1174,6097,2775090,6212,2783090
1174,6097,2776090,6212,2784090
1174,6097,2776320,6212,2784320
1174,6097,2777320,6212,2785320
1174,6097,2777320,6212,2785320
1174,6097,2778320,6212,2786320
1174,6097,2778540,6212,2786540
1174,6097,2779540,6212,2787540
1174,6097,2780540,6212,2788540
1174,6097,2781350,6212,2789350
1174,6097,2782350,6212,2790350
1174,6097,2782820,6212,2790820
1174,6097,2783820,6212,2791820
1174,6097,2784820,6212,2792820
1174,6097,2785630,6212,2793630
1175,6099,2786630,6212,2794630
1175,6099,2787630,6212,2795630
1176,6101,2788630,6212,2796630
1176,6101,2789630,6212,2797630
1176,6101,2790630,6212,2798630
1176,6101,2791100,6212,2799100
1176,6101,2791100,6212,2799100
1176,6101,2792100,6212,2800100
1176,6101,2792560,6212,2800560
1177,6105,2793560,6212,2801560
1177,6105,2794560,6212,2802560
1177,6105,2795030,6212,2803030
1177,6105,2796030,6212,2804030
1177,6105,2797030,6212,2805030
1177,6105,2797840,6212,2805840
1177,6105,2797840,6212,2805840
1177,6105,2798490,6212,2806490
1177,6105,2799490,6212,2807490
1177,6105,2799490,6212,2807490
1177,6105,2799960,6212,2807960
1177,6105,2800960,6212,2808960
1177,6105,2801960,6212,2809960
1177,6105,2802960,6212,2810960
1177,6105,2803960,6212,2811960
1177,6105,2804770,6212,2812770
