ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
923225.02,20.35,7.01,361120.1,7.96
923076.55,20.35,7.01,361322.67,7.97
922928.08,20.35,7.01,361209.56,7.97
922631.13,20.36,7.01,361453.47,7.97
922634.85,20.36,7.02,360264.11,7.95
922549.05,20.36,7.02,360436.88,7.96
922924.2,20.37,7.03,360518.55,7.96
923209.56,20.38,7.04,360590.71,7.96
923249.79,20.39,7.04,360518.53,7.96
923249.79,20.39,7.04,360434.81,7.96
923290.03,20.39,7.05,360485.67,7.96
923141.55,20.39,7.05,360558.6,7.96
922993.08,20.39,7.05,360684.34,7.97
922993.08,20.39,7.05,360684.34,7.97
923033.32,20.4,7.05,360869.39,7.97
923005.14,20.4,7.06,360894.95,7.98
922708.2,20.4,7.06,360884.49,7.98
922750.65,20.4,7.06,361254.22,7.99
922602.18,20.41,7.06,361162.7,7.99
921534.71,20.42,7.07,360954.97,8.0
921386.23,20.42,7.08,360871.84,8.0
921237.76,20.42,7.08,360793.25,8.0
921278.0,20.42,7.08,360728.65,8.0
921456.39,20.43,7.09,361373.62,8.01
921498.85,20.43,7.09,361792.43,8.02
921350.38,20.43,7.09,361707.18,8.02
921201.91,20.44,7.09,361662.27,8.02
921487.27,20.44,7.1,361596.13,8.02
921338.8,20.44,7.1,361479.67,8.02
921379.03,20.45,7.11,361649.88,8.03
921063.98,20.44,7.1,361488.57,8.02
921002.49,20.45,7.1,361331.73,8.02
920974.32,20.45,7.11,361330.44,8.02
920480.7,20.44,7.1,361384.08,8.03
920480.7,20.44,7.1,361461.31,8.03
920332.23,20.44,7.1,361450.13,8.03
920332.23,20.44,7.1,361362.32,8.03
920183.75,20.45,7.1,361282.81,8.03
920589.41,20.46,7.11,361306.15,8.03
922199.47,20.49,7.15,362345.12,8.05
922050.99,20.49,7.15,362230.38,8.05
922426.14,20.5,7.16,361710.75,8.04
922111.09,20.5,7.15,361437.36,8.03
922111.09,20.5,7.15,361250.27,8.03
922151.32,20.5,7.16,361178.69,8.03
921992.62,20.5,7.16,360992.51,8.03
921844.15,20.5,7.16,360883.5,8.03
921695.68,20.5,7.16,360781.9,8.03
921547.21,20.5,7.16,360283.25,8.02
921398.74,20.51,7.16,360271.5,8.02
921250.26,20.51,7.16,360226.59,8.02
921250.26,20.51,7.16,360208.81,8.02
920737.21,20.5,7.16,359650.68,8.01
920777.44,20.5,7.16,360235.09,8.02
921387.5,20.52,7.18,360274.05,8.02
921239.03,20.52,7.18,360187.63,8.02
921239.03,20.52,7.18,360126.26,8.02
921751.66,20.53,7.19,360988.06,8.04
921379.64,20.53,7.18,360896.53,8.04
921231.17,20.53,7.19,360792.67,8.04
921686.24,20.54,7.2,361367.76,8.05
922296.3,20.56,7.22,361406.72,8.06
922147.83,20.56,7.22,361330.01,8.06
922326.22,20.57,7.22,361282.99,8.06
922770.67,20.58,7.23,361162.88,8.05
923002.78,20.59,7.24,360928.46,8.05
922854.31,20.59,7.24,361025.56,8.05
922705.84,20.59,7.24,360957.6,8.05
922991.2,20.6,7.25,360865.06,8.05
922842.72,20.6,7.25,360963.53,8.06
925032.34,20.65,7.3,360108.41,8.04
924530.79,20.64,7.3,359561.92,8.03
924709.18,20.65,7.3,359444.83,8.03
924709.18,20.65,7.3,359561.0,8.03
924709.18,20.65,7.3,359633.53,8.03
924516.86,20.64,7.3,359425.91,8.03
924368.39,20.65,7.3,359410.88,8.03
924408.62,20.65,7.31,359335.35,8.03
924260.15,20.65,7.31,359236.94,8.03
924111.68,20.65,7.31,359147.52,8.03
923963.21,20.65,7.31,359120.98,8.03
924003.44,20.66,7.32,359569.28,8.04
924043.67,20.66,7.32,359487.72,8.04
923895.2,20.67,7.32,359386.05,8.04
924270.35,20.67,7.33,359803.89,8.05
924310.58,20.68,7.34,359721.46,8.05
924716.23,20.69,7.35,359744.8,8.05
924836.53,20.69,7.35,359783.13,8.05
924688.06,20.69,7.35,359662.91,8.05
924548.3,20.7,7.35,359034.54,8.04
924833.66,20.7,7.36,359325.52,8.04
924685.19,20.71,7.36,359362.2,8.05
925180.63,20.72,7.38,359377.75,8.05
925180.63,20.72,7.38,359329.23,8.05
925220.87,20.72,7.38,359423.14,8.05
925506.23,20.73,7.39,359332.7,8.05
925357.76,20.73,7.39,359617.7,8.06
924924.14,20.73,7.38,359483.61,8.06
924775.67,20.73,7.38,359398.57,8.06
924747.49,20.73,7.39,359388.11,8.06
924373.66,20.73,7.38,359138.45,8.05
924373.66,20.73,7.38,359061.49,8.05
924373.66,20.73,7.38,359061.49,8.05
923999.83,20.72,7.38,358635.96,8.04
923851.35,20.72,7.38,358869.21,8.05
923753.08,20.72,7.38,358761.34,8.05
923502.89,20.72,7.38,358420.24,8.04
923543.12,20.73,7.38,358481.98,8.05
923394.65,20.73,7.38,358416.7,8.05
923246.18,20.73,7.39,359689.9,8.08
923424.58,20.74,7.39,360271.59,8.09
923276.11,20.74,7.39,360256.56,8.09
923316.34,20.74,7.4,360223.27,8.09
923316.34,20.74,7.4,360032.9,8.09
923356.57,20.75,7.4,359953.64,8.09
923396.81,20.75,7.41,360033.76,8.09
922329.33,20.77,7.42,359826.02,8.1
922369.56,20.77,7.43,360659.87,8.12
922221.09,20.77,7.43,360782.48,8.13
922581.88,20.78,7.44,361184.81,8.14
922433.41,20.78,7.44,361513.16,8.15
922405.24,20.79,7.44,361486.54,8.15
922256.76,20.79,7.44,361379.06,8.15
922031.5,20.78,7.44,361126.05,8.14
921883.03,20.79,7.44,363455.4,8.19
921734.56,20.79,7.44,363691.32,8.2
921586.09,20.79,7.45,363576.35,8.2
921626.32,20.79,7.45,363493.64,8.2
921675.27,20.8,7.45,363057.97,8.19
921512.69,20.8,7.45,362918.76,8.19
921552.92,20.8,7.46,362998.88,8.19
921404.45,20.8,7.46,362915.76,8.19
921255.98,20.8,7.46,362837.56,8.19
921107.5,20.81,7.46,362752.31,8.19
920959.03,20.81,7.46,363071.16,8.2
921272.15,20.82,7.48,362870.12,8.2
921123.68,20.82,7.48,362537.15,8.19
920975.21,20.82,7.48,362435.54,8.19
920947.03,20.83,7.48,362443.07,8.2
920573.2,20.82,7.48,362062.73,8.19
920424.73,20.82,7.48,361940.56,8.19
920464.96,20.83,7.48,361841.18,8.19
922389.94,20.87,7.53,364409.45,8.24
922241.47,20.87,7.53,364297.87,8.24
922093.0,20.87,7.53,364449.03,8.25
922370.18,20.88,7.54,364428.95,8.25
922221.7,20.88,7.54,364324.33,8.25
922073.23,20.88,7.54,364309.29,8.25
922366.78,20.89,7.55,364174.89,8.25
922218.31,20.89,7.55,364091.11,8.25
922258.54,20.9,7.55,364014.53,8.25
922110.07,20.9,7.56,363988.0,8.25
922110.07,20.9,7.56,363884.31,8.25
922081.89,20.9,7.56,363832.26,8.25
921933.42,20.91,7.56,363715.8,8.25
921556.43,20.9,7.56,363262.42,8.24
921407.96,20.9,7.56,363170.58,8.24
921259.49,20.9,7.56,363049.46,8.24
921259.49,20.9,7.56,363033.81,8.24
921111.02,20.9,7.56,362920.21,8.24
920962.55,20.9,7.56,362802.01,8.24
921407.0,20.92,7.57,362914.3,8.24
921200.13,20.91,7.57,363126.3,8.24
921051.66,20.91,7.57,363051.38,8.24
921091.89,20.92,7.57,363035.03,8.24
920943.42,20.92,7.58,362948.43,8.24
921212.65,20.93,7.58,362792.68,8.24
921064.18,20.93,7.59,362798.76,8.24
920915.71,20.93,7.59,362783.73,8.25
920915.71,20.93,7.59,362686.15,8.24
921201.07,20.94,7.6,362825.38,8.25
921052.6,20.94,7.6,362924.88,8.25
920904.13,20.94,7.6,363006.45,8.26
919836.65,20.96,7.61,362788.68,8.27
919688.18,20.96,7.61,362898.31,8.27
919957.41,20.97,7.62,362778.8,8.27
920242.77,20.98,7.63,362727.62,8.27
920242.77,20.98,7.63,362852.0,8.27
920094.3,20.98,7.63,362739.7,8.27
920134.54,20.98,7.64,362011.27,8.25
920134.54,20.98,7.64,361842.5,8.25
919986.06,20.98,7.64,361717.12,8.25
919858.82,20.98,7.64,361603.43,8.25
919710.35,20.99,7.64,361501.08,8.25
919561.88,20.99,7.64,361617.65,8.25
919413.41,20.99,7.65,361494.25,8.25
919413.41,20.99,7.65,362511.49,8.28
919413.41,20.99,7.65,362511.49,8.28
919273.66,20.99,7.65,361832.69,8.26
919273.66,20.99,7.65,361748.73,8.26
919605.47,21.0,7.66,361534.58,8.26
920062.17,21.02,7.67,365255.83,8.34
920062.17,21.02,7.67,365180.95,8.34
920083.4,21.02,7.67,365145.35,8.34
920368.76,21.03,7.68,365039.04,8.34
920340.59,21.03,7.69,365025.76,8.34
920192.11,21.03,7.69,364934.87,8.34
920477.47,21.04,7.7,365001.46,8.34
920329.0,21.04,7.7,365113.95,8.35
920180.53,21.04,7.7,365069.05,8.35
920032.06,21.04,7.7,365148.33,8.35
919883.59,21.05,7.7,365062.85,8.35
919735.12,21.05,7.7,365059.86,8.35
919586.65,21.05,7.7,365006.87,8.35
919586.65,21.05,7.7,364923.14,8.35
919743.33,21.06,7.71,365199.12,8.36
919594.86,21.06,7.71,365107.07,8.36
919446.39,21.06,7.72,365091.34,8.36
919383.59,21.06,7.72,365876.29,8.38
919446.26,21.06,7.72,365832.55,8.38
919418.09,21.07,7.72,365858.12,8.38
919269.61,21.07,7.73,365840.31,8.39
919533.68,21.08,7.74,365680.25,8.38
919819.04,21.09,7.74,366500.08,8.4
920104.4,21.1,7.75,366610.96,8.41
920144.64,21.1,7.76,366222.9,8.4
920266.07,21.11,7.77,366463.16,8.41
920306.3,21.11,7.77,366426.12,8.41
920466.83,21.12,7.78,366463.93,8.41
920381.03,21.12,7.78,366379.23,8.41
920666.39,21.13,7.79,366865.53,8.42
920666.39,21.13,7.79,366809.33,8.42
920706.62,21.14,7.79,366726.84,8.42
920558.15,21.14,7.8,366711.8,8.42
919945.56,21.13,7.79,365986.21,8.41
919797.09,21.13,7.79,365971.18,8.41
919425.08,21.13,7.78,365598.54,8.4
919425.08,21.13,7.78,367142.14,8.44
919704.89,21.13,7.79,367339.48,8.44
919556.42,21.14,7.79,367223.95,8.44
919407.95,21.14,7.79,367138.47,8.44
919259.47,21.14,7.79,366279.58,8.42
919299.71,21.14,7.8,366341.32,8.43
919271.53,21.15,7.8,366330.86,8.43
919123.06,21.15,7.81,366386.24,8.43
918974.59,21.15,7.81,366296.86,8.43
919380.24,21.16,7.82,366320.2,8.43
919318.75,21.16,7.82,366163.36,8.43
919728.1,21.18,7.83,365381.19,8.41
919728.1,21.18,7.83,365335.67,8.41
919588.34,21.18,7.83,364707.3,8.4
919439.87,21.18,7.84,364616.4,8.4
919725.23,21.19,7.84,364527.38,8.4
920010.59,21.2,7.85,364894.4,8.41
919862.12,21.2,7.85,364800.94,8.41
919713.65,21.2,7.86,364771.67,8.41
920034.1,21.21,7.87,364591.67,8.41
920082.34,21.21,7.87,364614.77,8.41
919379.28,21.2,7.86,363854.77,8.39
919436.9,21.2,7.86,363826.96,8.39
919477.13,21.21,7.87,363904.82,8.39
919328.66,21.21,7.87,363889.79,8.4
919180.19,21.21,7.87,363761.22,8.39
919031.72,21.21,7.87,363393.18,8.39
919210.12,21.22,7.88,363449.15,8.39
919585.26,21.23,7.89,363714.01,8.4
919436.79,21.23,7.89,363588.38,8.4
919615.19,21.24,7.9,363502.75,8.4
919160.32,21.23,7.89,363014.04,8.39
918092.85,21.25,7.9,362796.26,8.4
918378.21,21.26,7.91,363073.89,8.4
918229.73,21.26,7.91,362962.31,8.4
918515.09,21.27,7.92,363380.59,8.41
918366.62,21.27,7.92,363300.52,8.41
918660.17,21.28,7.93,363198.07,8.41
918945.53,21.29,7.94,363091.71,8.41
918797.06,21.29,7.94,362898.31,8.41
918648.59,21.29,7.94,363066.01,8.41
918500.12,21.29,7.95,363069.61,8.42
918660.64,21.3,7.95,363107.43,8.42
918512.17,21.3,7.96,363005.82,8.42
918797.53,21.31,7.96,362953.72,8.42
918649.06,21.31,7.97,363037.34,8.42
918689.29,21.31,7.97,362996.47,8.42
918540.82,21.32,7.97,362894.54,8.42
918908.27,21.33,7.98,362883.54,8.42
918965.89,21.33,7.98,362855.72,8.42
918817.42,21.33,7.99,362746.43,8.42
918817.42,21.33,7.99,362657.89,8.42
918668.95,21.33,7.99,362553.75,8.42
918520.48,21.33,7.99,362705.34,8.42
918523.91,21.33,7.99,362852.78,8.43
918968.36,21.34,8.0,363044.74,8.43
918819.89,21.35,8.0,363009.71,8.43
918860.12,21.35,8.01,363287.56,8.44
918711.65,21.35,8.01,363187.66,8.44
919086.8,21.36,8.02,363077.59,8.44
918938.33,21.36,8.02,363850.06,8.46
918789.86,21.37,8.02,364006.36,8.46
918789.86,21.37,8.02,364130.56,8.47
918830.09,21.37,8.03,364044.38,8.47
917762.62,21.39,8.04,363826.6,8.48
917614.14,21.39,8.04,363692.01,8.48
916426.38,21.4,8.06,363435.91,8.49
916277.9,21.4,8.06,363409.37,8.49
916563.27,21.41,8.07,363657.95,8.49
916603.5,21.42,8.07,364001.97,8.5
916888.86,21.42,8.08,364025.08,8.51
917174.22,21.43,8.09,364112.36,8.51
917025.75,21.44,8.09,363876.18,8.51
916877.28,21.44,8.09,363833.52,8.51
916728.8,21.44,8.09,364110.78,8.51
916580.33,21.44,8.1,365102.03,8.54
916431.86,21.44,8.1,365335.04,8.55
916283.39,21.44,8.1,365196.18,8.55
916134.92,21.44,8.1,365151.27,8.55
916106.74,21.45,8.11,365176.84,8.55
915958.27,21.45,8.11,365085.88,8.55
916353.55,21.46,8.12,366218.01,8.58
916353.55,21.46,8.12,366218.01,8.58
916798.0,21.48,8.13,366367.7,8.58
916649.52,21.48,8.13,366235.53,8.58
916806.21,21.49,8.14,366737.52,8.59
917091.57,21.5,8.15,366809.68,8.6
916943.1,21.5,8.15,366782.03,8.6
916794.63,21.5,8.16,366857.42,8.6
917026.73,21.51,8.16,367050.38,8.61
917312.09,21.52,8.17,368966.29,8.65
916244.61,21.53,8.19,368758.56,8.67
916096.14,21.53,8.19,368662.91,8.67
917234.08,21.56,8.22,371335.67,8.73
917234.08,21.56,8.22,371612.22,8.74
918844.14,21.6,8.26,372651.18,8.76
918884.37,21.61,8.26,372572.27,8.76
918735.9,21.61,8.27,372484.6,8.76
918776.13,21.61,8.27,372711.9,8.77
919220.58,21.63,8.28,372883.73,8.77
919568.62,21.64,8.29,372838.64,8.77
919568.62,21.64,8.29,372756.58,8.77
919420.15,21.64,8.29,372749.54,8.77
919271.68,21.64,8.3,374046.29,8.81
919450.07,21.65,8.3,374351.08,8.81
919301.6,21.65,8.31,374257.03,8.81
919341.84,21.65,8.31,374184.85,8.81
919193.36,21.66,8.31,374127.58,8.81
919193.36,21.66,8.31,374334.35,8.82
919193.36,21.66,8.31,374493.48,8.82
919607.01,21.67,8.32,374618.56,8.83
919458.54,21.67,8.32,374504.28,8.83
919856.79,21.68,8.34,374890.67,8.84
920142.15,21.69,8.34,375032.36,8.84
919074.68,21.7,8.36,374824.62,8.85
918926.21,21.71,8.36,374748.93,8.85
918777.73,21.71,8.36,374722.39,8.85
918650.49,21.71,8.37,374696.67,8.85
918502.02,21.71,8.37,374598.9,8.85
918502.02,21.71,8.37,374510.98,8.85
918662.55,21.72,8.38,374548.79,8.86
918840.95,21.73,8.38,374393.29,8.85
918692.47,21.73,8.38,374366.75,8.85
918692.47,21.73,8.38,374317.83,8.85
918544.0,21.73,8.39,374287.18,8.85
918544.0,21.73,8.39,374924.07,8.87
918395.53,21.73,8.39,374841.53,8.87
918247.06,21.73,8.39,375039.18,8.88
918247.06,21.73,8.39,376328.93,8.91
918098.59,21.73,8.39,376313.89,8.91
917950.12,21.74,8.39,376189.55,8.91
917801.65,21.74,8.39,376391.65,8.91
917841.88,21.74,8.4,376331.97,8.92
918020.28,21.75,8.41,376480.94,8.92
917871.81,21.75,8.41,376390.04,8.92
917723.34,21.75,8.41,376294.66,8.92
919246.08,21.8,8.45,377232.34,8.94
919097.61,21.8,8.45,377205.81,8.95
919200.52,21.8,8.46,377194.49,8.95
919172.34,21.81,8.46,377203.24,8.95
918947.07,21.8,8.46,376952.13,8.94
918244.02,21.79,8.45,376249.08,8.93
918537.56,21.8,8.46,376415.84,8.93
918389.09,21.8,8.46,376373.18,8.94
918674.45,21.81,8.47,376562.27,8.94
918525.98,21.81,8.47,376429.62,8.94
918525.98,21.81,8.47,376333.0,8.94
918377.51,21.82,8.47,376299.82,8.94
918566.52,21.82,8.48,376397.22,8.94
918727.05,21.83,8.49,376342.83,8.94
918767.28,21.84,8.49,376267.84,8.94
918618.81,21.84,8.5,376176.88,8.94
918830.21,21.85,8.51,376332.2,8.95
918697.8,21.85,8.5,376268.18,8.95
919103.45,21.86,8.52,376291.53,8.95
919388.81,21.87,8.52,376344.66,8.95
919240.34,21.87,8.53,376275.07,8.95
919280.57,21.88,8.53,375725.98,8.94
919280.57,21.88,8.53,376561.8,8.96
918947.16,21.87,8.53,375903.99,8.95
918650.22,21.87,8.53,375818.91,8.95
918501.75,21.88,8.53,375668.07,8.95
918541.98,21.88,8.54,375579.31,8.95
917474.51,21.9,8.55,375361.53,8.96
917890.13,21.91,8.57,375925.24,8.97
917388.57,21.9,8.56,375378.75,8.96
917240.1,21.9,8.56,375868.51,8.98
917091.63,21.9,8.56,375845.84,8.98
917427.63,21.91,8.57,378666.66,9.05
917467.87,21.92,8.58,378793.7,9.05
917319.4,21.92,8.58,378726.15,9.05
917449.6,21.93,8.58,378690.16,9.05
917421.42,21.93,8.59,378705.12,9.05
917646.21,21.94,8.6,378915.22,9.06
917354.71,21.94,8.59,378685.1,9.06
917640.07,21.95,8.6,378947.79,9.06
917491.6,21.95,8.6,378847.55,9.06
917776.96,21.96,8.61,379267.77,9.07
917628.49,21.96,8.62,379150.84,9.07
918072.94,21.97,8.63,379151.65,9.07
918072.94,21.97,8.63,379065.37,9.07
918113.18,21.98,8.63,379183.81,9.08
918398.54,21.99,8.64,379093.67,9.08
918250.06,21.99,8.64,378998.63,9.07
918101.59,21.99,8.65,378926.36,9.08
917628.0,22.0,8.65,378892.21,9.08
917918.58,22.01,8.67,378978.12,9.09
916851.11,22.03,8.68,378760.35,9.1
916702.63,22.03,8.69,378743.78,9.1
916620.05,22.03,8.69,378684.57,9.1
916660.28,22.03,8.69,378653.77,9.1
916761.39,22.04,8.7,378668.4,9.1
916612.92,22.04,8.7,378653.36,9.11
916464.45,22.04,8.7,379008.85,9.12
916315.98,22.05,8.7,379112.16,9.12
916167.5,22.05,8.7,379190.84,9.13
916019.03,22.05,8.71,379082.8,9.12
915870.56,22.05,8.71,378981.19,9.12
915722.09,22.05,8.71,378966.51,9.13
915573.62,22.05,8.71,378897.73,9.13
915425.15,22.06,8.71,379032.0,9.13
915425.15,22.06,8.71,379000.98,9.13
915396.97,22.06,8.72,378987.71,9.13
915248.5,22.06,8.72,379279.01,9.14
915623.65,22.07,8.73,379610.57,9.15
915539.11,22.08,8.73,378873.52,9.14
915390.64,22.08,8.73,378736.23,9.13
915390.64,22.08,8.73,378637.08,9.13
915390.64,22.08,8.73,378593.18,9.13
915390.64,22.08,8.73,378611.33,9.13
915242.17,22.08,8.74,378523.38,9.13
915527.53,22.09,8.75,378674.62,9.14
915379.06,22.09,8.75,378659.59,9.14
915664.42,22.1,8.76,378649.36,9.14
915963.11,22.11,8.77,378652.69,9.14
915877.32,22.11,8.77,378590.27,9.14
915917.55,22.12,8.78,378520.98,9.14
915769.08,22.12,8.78,378412.65,9.14
915769.08,22.12,8.78,378331.76,9.14
915620.61,22.12,8.78,378305.22,9.14
915620.61,22.12,8.78,378323.01,9.14
915660.84,22.13,8.79,378248.52,9.14
915946.2,22.14,8.79,378510.02,9.15
915797.73,22.14,8.8,378402.1,9.15
916249.88,22.15,8.81,378400.33,9.15
916101.41,22.15,8.81,378355.42,9.15
916141.64,22.16,8.82,378633.27,9.16
916181.87,22.16,8.82,378695.01,9.16
916033.4,22.17,8.82,378670.48,9.16
916302.63,22.18,8.83,378514.73,9.16
916686.57,22.19,8.84,378919.31,9.17
916726.8,22.19,8.85,379088.34,9.18
916726.8,22.19,8.85,379280.41,9.18
916578.33,22.19,8.85,379156.52,9.18
916429.86,22.19,8.85,379038.66,9.18
916281.38,22.2,8.85,378937.05,9.18
916132.91,22.2,8.85,378835.44,9.18
915984.44,22.2,8.86,379574.6,9.2
916024.68,22.21,8.86,379493.01,9.2
916392.12,22.22,8.87,379483.48,9.2
916400.34,22.23,8.88,380077.72,9.22
916358.58,22.23,8.88,380035.96,9.22
916210.11,22.23,8.89,379953.42,9.22
916124.31,22.23,8.89,379915.57,9.22
916039.61,22.23,8.89,379907.98,9.22
916333.15,22.24,8.9,380040.29,9.22
916333.15,22.24,8.9,380113.85,9.23
916184.68,22.24,8.9,379982.29,9.23
916453.91,22.25,8.91,380640.41,9.24
916305.44,22.25,8.91,380530.88,9.24
916305.44,22.25,8.91,380424.5,9.24
916156.97,22.26,8.91,380144.28,9.23
915931.71,22.25,8.91,379890.73,9.23
915783.23,22.25,8.91,379970.17,9.23
916188.89,22.27,8.92,379993.51,9.24
916633.34,22.28,8.93,379341.75,9.22
916484.87,22.28,8.94,379208.78,9.22
916605.16,22.28,8.94,379247.1,9.22
916662.78,22.28,8.94,379186.62,9.22
916948.14,22.29,8.95,380133.41,9.24
917126.54,22.3,8.96,380018.38,9.24
917395.77,22.31,8.97,379904.84,9.24
917840.22,22.32,8.98,379802.24,9.24
917840.22,22.32,8.98,379742.82,9.24
918245.87,22.34,8.99,379765.05,9.24
917178.4,22.35,9.01,379547.27,9.25
917029.93,22.36,9.01,379443.93,9.25
917070.16,22.36,9.02,379551.58,9.25
917070.16,22.36,9.02,379484.1,9.25
917183.16,22.37,9.02,379936.39,9.26
917034.69,22.37,9.02,379834.78,9.26
917034.69,22.37,9.02,379791.23,9.26
916886.22,22.37,9.03,379775.49,9.27
916689.35,22.37,9.02,379584.87,9.26
916729.58,22.37,9.03,379677.63,9.27
916339.13,22.38,9.04,380016.38,9.28
916190.66,22.38,9.04,379903.27,9.28
916042.19,22.39,9.04,380016.8,9.29
915893.72,22.39,9.05,380171.48,9.29
915933.95,22.39,9.05,380251.59,9.3
915785.48,22.4,9.05,380660.2,9.31
915741.51,22.4,9.05,380801.47,9.31
915741.51,22.4,9.05,380713.55,9.31
915593.04,22.4,9.05,380754.93,9.31
915444.56,22.4,9.06,380715.17,9.32
915416.39,22.4,9.06,380701.89,9.32
915119.44,22.41,9.06,380789.24,9.32
914970.97,22.41,9.07,380676.13,9.32
915131.5,22.42,9.07,380713.94,9.33
915575.95,22.43,9.09,380618.6,9.32
915427.48,22.43,9.09,380712.45,9.33
915712.84,22.44,9.1,380838.26,9.33
915712.84,22.44,9.1,380838.26,9.33
915312.32,22.43,9.09,380588.75,9.33
915312.32,22.43,9.09,380578.6,9.33
915163.85,22.44,9.09,380458.3,9.33
914820.15,22.43,9.09,380002.14,9.32
914671.68,22.43,9.09,379916.65,9.32
914966.09,22.45,9.1,380517.65,9.33
915341.24,22.46,9.11,380481.47,9.33
915381.47,22.46,9.12,380406.32,9.33
915795.12,22.47,9.13,380477.16,9.34
915646.65,22.48,9.13,380521.15,9.34
915686.88,22.48,9.14,380814.13,9.35
915538.41,22.48,9.14,380858.19,9.35
915538.41,22.48,9.14,380978.05,9.36
915389.94,22.49,9.14,380875.19,9.36
915568.34,22.49,9.15,380789.55,9.36
915568.34,22.49,9.15,381036.46,9.36
915811.06,22.5,9.16,381618.68,9.38
915687.06,22.5,9.16,381809.22,9.38
915313.23,22.5,9.15,381506.11,9.38
915598.59,22.51,9.16,381591.91,9.38
915883.95,22.52,9.17,382233.32,9.4
916328.4,22.53,9.18,382268.0,9.4
916712.33,22.54,9.19,382144.71,9.4
916563.86,22.54,9.2,382061.36,9.4
917973.94,22.58,9.24,382080.34,9.4
918267.49,22.59,9.25,381841.34,9.39
918267.49,22.59,9.25,381764.38,9.39
918119.02,22.59,9.25,381669.61,9.39
918404.38,22.6,9.26,381667.89,9.39
917721.26,22.59,9.25,380885.62,9.38
916653.79,22.61,9.26,380667.84,9.39
916923.02,22.62,9.27,381251.11,9.4
918191.35,22.65,9.31,383450.43,9.46
918042.88,22.65,9.31,383320.65,9.46
917741.66,22.65,9.31,382887.87,9.45
917593.19,22.65,9.31,382786.26,9.45
917878.55,22.66,9.32,383382.98,9.46
918373.99,22.67,9.33,383398.53,9.47
918225.52,22.68,9.33,383375.65,9.47
918077.05,22.68,9.33,383301.35,9.47
918492.67,22.69,9.35,383525.24,9.47
918344.2,22.69,9.35,383617.93,9.48
918344.2,22.69,9.35,383540.97,9.48
918195.73,22.69,9.35,383457.03,9.48
918570.88,22.7,9.36,383980.28,9.49
918422.41,22.71,9.36,384143.08,9.5
918273.93,22.71,9.36,384113.7,9.5
918314.17,22.71,9.37,384032.14,9.5
918599.53,22.72,9.38,384240.19,9.5
918599.53,22.72,9.38,384359.04,9.51
918451.06,22.73,9.38,384457.3,9.51
918302.59,22.73,9.38,385066.73,9.53
918342.82,22.73,9.39,384977.68,9.53
918628.18,22.74,9.4,385262.7,9.54
918628.18,22.74,9.4,385262.7,9.54
918479.71,22.74,9.4,385433.09,9.54
918331.24,22.75,9.4,385304.17,9.54
918616.6,22.76,9.41,385722.45,9.56
918656.83,22.76,9.42,385645.48,9.56
918508.36,22.76,9.42,385513.93,9.55
918883.51,22.77,9.43,385313.74,9.55
919327.96,22.79,9.44,385276.46,9.55
919780.11,22.8,9.46,385135.07,9.55
919780.11,22.8,9.46,385172.44,9.55
920065.47,22.81,9.47,385259.72,9.55
919917.0,22.81,9.47,385152.97,9.55
919768.52,22.81,9.47,385300.89,9.56
919620.05,22.81,9.47,385180.07,9.56
919471.58,22.82,9.47,385224.14,9.56
919471.58,22.82,9.47,385471.16,9.57
919323.11,22.82,9.48,385568.82,9.57
919501.51,22.83,9.48,387243.25,9.61
919473.33,22.83,9.49,387229.87,9.62
919324.86,22.83,9.49,387157.42,9.62
919365.09,22.84,9.5,387082.27,9.62
919650.45,22.85,9.51,387343.78,9.62
919501.98,22.85,9.51,387283.63,9.62
919542.22,22.86,9.51,387267.47,9.63
920791.65,22.89,9.55,387532.43,9.64
920643.18,22.9,9.55,387722.84,9.64
920219.29,22.89,9.55,387185.96,9.63
920219.29,22.89,9.55,387331.61,9.63
920070.82,22.89,9.55,387249.36,9.63
919922.35,22.89,9.55,387394.94,9.64
919773.88,22.9,9.55,387488.32,9.65
920072.57,22.91,9.56,387491.65,9.65
919970.6,22.91,9.57,387384.08,9.65
919822.13,22.91,9.57,387417.17,9.65
919673.66,22.91,9.57,387227.49,9.65
919525.19,22.92,9.57,387092.73,9.65
919376.72,22.92,9.57,387135.89,9.65
919228.25,22.92,9.58,387079.48,9.65
919268.48,22.93,9.58,387357.33,9.66
919268.48,22.93,9.58,387266.36,9.66
919120.01,22.93,9.58,387251.33,9.66
919160.24,22.93,9.59,387369.77,9.67
918092.76,22.95,9.61,387279.7,9.68
