ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
890039.77,37.45,24.11,552073.88,23.23
889891.3,37.46,24.12,551987.54,23.24
889507.47,37.45,24.11,551674.43,23.23
889685.86,37.47,24.13,551924.13,23.24
888984.05,37.46,24.11,551228.32,23.22
889024.28,37.47,24.13,551330.6,23.24
889024.28,37.47,24.13,551330.6,23.24
888731.62,37.47,24.13,551502.59,23.25
888614.99,37.48,24.14,551605.45,23.27
888614.99,37.48,24.14,551569.22,23.27
889777.86,37.54,24.2,552658.35,23.32
889832.83,37.56,24.22,552787.48,23.33
890033.77,37.57,24.23,552747.15,23.34
889885.3,37.58,24.24,552677.56,23.34
889277.89,37.57,24.23,551958.31,23.32
889318.13,37.59,24.25,551901.02,23.33
889318.13,37.59,24.25,551796.32,23.32
889603.49,37.61,24.27,554279.73,23.43
889455.02,37.62,24.27,554219.43,23.44
889306.55,37.63,24.28,554142.28,23.45
889158.07,37.64,24.29,554110.25,23.46
889009.6,37.65,24.3,554008.04,23.46
889009.6,37.65,24.3,554008.04,23.46
889009.6,37.65,24.3,553983.95,23.46
888861.13,37.66,24.31,554148.79,23.48
888733.89,37.67,24.32,554146.47,23.49
888585.42,37.68,24.33,554074.38,23.49
888436.95,37.69,24.34,554003.03,23.5
888881.4,37.71,24.37,554153.36,23.51
888732.93,37.72,24.38,554072.86,23.52
888584.46,37.73,24.39,554238.24,23.53
888435.98,37.74,24.39,554185.56,23.54
888476.22,37.75,24.41,554707.93,23.57
888476.22,37.75,24.41,554763.13,23.57
888761.58,37.77,24.43,554708.25,23.58
888613.11,37.78,24.44,554612.15,23.58
888464.63,37.79,24.45,554727.93,23.6
888749.99,37.81,24.47,555486.46,23.63
888790.23,37.83,24.48,555646.98,23.65
889102.52,37.86,24.51,556893.72,23.71
889102.52,37.86,24.51,557006.44,23.72
889142.76,37.87,24.53,556959.05,23.72
889142.76,37.87,24.53,558319.13,23.78
889182.99,37.89,24.54,558209.44,23.78
889034.52,37.9,24.55,558072.34,23.79
888886.05,37.91,24.56,558017.58,23.8
889059.92,37.92,24.57,557988.47,23.8
889353.46,37.94,24.59,558114.26,23.81
889204.99,37.95,24.6,558014.51,23.81
888702.59,37.94,24.59,557514.25,23.8
888554.12,37.95,24.6,557331.37,23.8
888839.48,37.97,24.62,557612.11,23.82
889464.32,38.0,24.66,557394.04,23.82
889337.07,38.01,24.67,558988.61,23.89
889188.6,38.02,24.68,559609.26,23.93
889228.83,38.04,24.7,559822.49,23.95
889080.36,38.05,24.71,559750.74,23.96
890259.96,38.11,24.77,560972.21,24.01
890300.19,38.13,24.78,560967.44,24.02
890151.72,38.14,24.79,560884.27,24.03
890003.25,38.15,24.8,560907.36,24.04
890645.15,38.18,24.84,562296.36,24.1
890645.15,38.18,24.84,562581.22,24.12
890496.68,38.19,24.85,562531.1,24.12
890871.83,38.21,24.87,563361.11,24.16
890495.37,38.21,24.86,563064.8,24.16
890780.73,38.23,24.88,563540.35,24.18
890483.79,38.25,24.9,563382.38,24.2
890483.79,38.25,24.9,563382.38,24.2
890777.34,38.27,24.92,563900.84,24.22
890817.57,38.28,24.94,563812.01,24.23
890669.1,38.29,24.95,564358.29,24.26
890372.16,38.31,24.97,564222.72,24.28
890223.69,38.32,24.98,564547.9,24.3
890075.21,38.33,24.99,564468.54,24.31
889926.74,38.34,25.0,564433.39,24.32
890301.89,38.36,25.02,564497.89,24.33
890587.25,38.38,25.04,566012.54,24.4
890627.48,38.4,25.06,567156.68,24.45
890912.84,38.42,25.08,567778.56,24.48
890912.84,38.42,25.08,567652.47,24.48
890866.09,38.43,25.09,567893.2,24.5
890906.32,38.45,25.11,567961.23,24.51
891191.68,38.47,25.13,569150.39,24.57
891043.21,38.48,25.14,569049.97,24.57
890357.88,38.47,25.12,568266.92,24.55
890398.11,38.48,25.14,568192.05,24.56
890398.11,38.48,25.14,568141.23,24.55
892541.08,38.59,25.25,571582.56,24.71
892834.62,38.61,25.27,571475.05,24.71
892686.15,38.62,25.28,571460.02,24.72
892558.91,38.63,25.29,572651.61,24.79
893550.72,38.69,25.35,573256.73,24.82
893359.41,38.7,25.36,572968.39,24.82
893210.94,38.71,25.37,572858.77,24.83
893062.47,38.72,25.38,572472.66,24.82
894489.82,38.8,25.46,574942.73,24.94
894530.05,38.82,25.47,575535.19,24.97
894540.66,38.82,25.47,575432.35,24.97
894540.66,38.82,25.47,575432.35,24.97
894580.89,38.83,25.49,575462.74,24.98
894580.89,38.83,25.49,575390.09,24.98
894758.32,38.86,25.51,575809.18,25.01
894609.85,38.87,25.52,575809.07,25.02
894639.46,38.88,25.54,576494.73,25.06
894685.96,38.88,25.54,576634.24,25.06
894726.2,38.9,25.56,576899.54,25.08
894937.59,38.93,25.58,576985.38,25.1
895312.74,38.95,25.6,577536.41,25.12
895164.27,38.96,25.61,577962.76,25.15
895207.11,38.96,25.62,579069.66,25.2
895058.64,38.97,25.63,579329.94,25.22
894910.16,38.98,25.64,579274.25,25.23
894761.69,38.99,25.65,579188.76,25.24
894940.09,39.01,25.67,579270.48,25.25
894566.26,39.0,25.66,578956.25,25.24
894567.69,39.0,25.66,578957.92,25.24
894419.22,39.01,25.67,578809.45,25.25
894286.12,39.02,25.68,579764.76,25.3
894286.12,39.02,25.68,579764.76,25.3
894137.65,39.03,25.69,579855.4,25.31
893763.82,39.03,25.68,579552.29,25.31
893804.05,39.04,25.7,579527.29,25.31
893655.58,39.05,25.71,579419.43,25.32
893572.33,39.05,25.71,578994.18,25.3
893793.82,39.07,25.73,578009.38,25.27
894079.18,39.09,25.75,578322.93,25.29
894364.54,39.11,25.77,578584.44,25.3
894649.9,39.13,25.79,578671.79,25.31
894882.0,39.15,25.81,578786.94,25.32
894922.24,39.17,25.83,578707.04,25.33
895100.63,39.19,25.84,578864.78,25.34
895279.03,39.21,25.86,580325.64,25.41
894977.81,39.2,25.86,580305.56,25.42
894829.34,39.21,25.87,580172.24,25.42
895199.06,39.25,25.9,580514.69,25.45
895554.58,39.27,25.92,581160.16,25.48
895594.81,39.28,25.94,580878.94,25.48
895456.95,39.3,25.95,581085.09,25.5
895742.31,39.32,25.97,581455.95,25.52
895742.31,39.32,25.97,581431.29,25.52
895593.84,39.33,25.98,581315.2,25.53
896147.84,39.35,26.01,581714.77,25.54
895636.03,39.34,26.0,581208.95,25.53
895487.56,39.35,26.01,581144.39,25.54
895525.09,39.37,26.03,581374.17,25.56
895052.66,39.37,26.03,580854.89,25.55
894349.6,39.35,26.01,580094.89,25.53
894349.6,39.35,26.01,580094.89,25.53
894004.52,39.35,26.0,579979.44,25.53
894289.88,39.37,26.03,580973.9,25.58
895066.19,39.41,26.07,582301.72,25.64
895351.55,39.43,26.09,582218.93,25.64
896119.51,39.48,26.14,582789.59,25.68
896119.51,39.48,26.14,582789.59,25.68
895971.04,39.49,26.15,583243.66,25.71
895764.83,39.49,26.15,583087.21,25.7
895616.36,39.5,26.16,583226.21,25.72
895467.89,39.51,26.17,583678.17,25.75
895319.42,39.52,26.18,583657.54,25.76
895020.22,39.52,26.17,583580.59,25.77
894871.75,39.53,26.18,583511.58,25.77
894572.54,39.52,26.18,583822.39,25.79
894646.5,39.53,26.19,584001.56,25.8
894349.63,39.52,26.18,583856.95,25.8
894389.87,39.54,26.2,584842.71,25.85
894241.4,39.55,26.21,584760.08,25.86
894281.63,39.57,26.22,585342.62,25.9
894281.63,39.57,26.22,585391.09,25.9
894311.25,39.58,26.24,585322.42,25.91
893937.42,39.57,26.23,584949.11,25.89
894381.87,39.6,26.25,585030.54,25.9
894233.4,39.61,26.26,584935.6,25.91
894084.92,39.62,26.28,584799.31,25.91
893947.07,39.63,26.29,584664.52,25.92
895501.42,39.72,26.37,584401.8,25.92
895352.95,39.73,26.38,584504.46,25.94
895215.09,39.74,26.4,584258.92,25.94
895215.09,39.74,26.4,584605.48,25.95
895087.85,39.75,26.41,583990.57,25.94
895087.85,39.75,26.41,584258.09,25.95
895029.35,39.77,26.42,583944.69,25.94
895207.74,39.79,26.44,583752.1,25.94
895059.27,39.8,26.45,583690.82,25.95
895059.27,39.8,26.45,583688.71,25.95
895059.27,39.8,26.45,583705.51,25.95
894910.8,39.81,26.46,583902.09,25.97
895445.98,39.83,26.49,585449.65,26.04
895486.21,39.85,26.5,585655.29,26.06
894925.94,39.84,26.5,584907.51,26.04
894777.46,39.85,26.51,584817.81,26.05
894817.7,39.87,26.52,584916.45,26.06
894669.23,39.88,26.54,584854.01,26.07
894275.61,39.87,26.53,584438.2,26.06
894315.84,39.89,26.54,584886.72,26.09
894586.71,39.91,26.56,584755.94,26.08
895544.81,39.97,26.62,584779.23,26.1
897663.35,40.08,26.74,587463.6,26.23
897557.71,40.09,26.75,588634.66,26.29
897409.24,40.1,26.76,588720.9,26.31
897449.47,40.12,26.78,588641.57,26.31
897224.21,40.12,26.77,588575.48,26.32
896927.27,40.14,26.79,589017.14,26.36
896778.79,40.15,26.81,589171.53,26.38
896630.32,40.16,26.82,589074.6,26.38
896481.85,40.17,26.83,590625.34,26.47
896333.38,40.18,26.84,590540.66,26.47
896618.74,40.2,26.86,591379.32,26.52
896470.27,40.22,26.87,591457.73,26.53
896510.5,40.23,26.89,591404.18,26.54
896779.73,40.25,26.91,592518.04,26.6
896631.26,40.27,26.92,592401.77,26.6
898127.43,40.34,27.0,592740.68,26.62
898127.43,40.34,27.0,592758.29,26.62
897978.96,40.35,27.01,592683.51,26.63
897501.32,40.35,27.0,591799.39,26.6
897352.85,40.36,27.01,591703.95,26.61
897127.59,40.35,27.01,591529.75,26.61
896979.12,40.37,27.02,591464.86,26.62
896851.88,40.38,27.03,590966.7,26.61
899009.57,40.47,27.13,593723.89,26.73
898989.61,40.49,27.15,593808.28,26.75
898841.13,40.5,27.16,593748.09,26.76
898692.66,40.52,27.17,593689.33,26.76
898849.35,40.54,27.2,596369.96,26.9
898700.88,40.55,27.21,596274.73,26.91
898700.88,40.55,27.21,596211.02,26.9
898552.41,40.56,27.22,596778.18,26.94
898552.41,40.56,27.22,596676.35,26.94
898403.93,40.58,27.23,596563.24,26.94
898255.46,40.59,27.24,596548.2,26.95
898106.99,40.6,27.26,596417.67,26.96
897958.52,40.61,27.27,596336.24,26.97
897810.05,40.62,27.28,596237.95,26.98
897704.41,40.64,27.29,597054.34,27.03
897744.65,40.65,27.31,596823.04,27.03
897596.18,40.66,27.32,596770.67,27.04
897774.58,40.68,27.34,596694.98,27.04
897769.02,40.7,27.36,598290.27,27.12
897620.54,40.71,27.37,598233.9,27.13
897620.54,40.71,27.37,598200.72,27.13
897472.07,40.73,27.38,598167.9,27.14
897323.6,40.74,27.39,598248.5,27.16
897175.13,40.75,27.41,598339.37,27.18
897215.36,40.77,27.42,598152.35,27.18
898469.99,40.84,27.49,598209.89,27.19
898321.52,40.85,27.5,598127.72,27.2
898173.05,40.86,27.52,597638.8,27.19
898024.58,40.87,27.53,598286.22,27.23
897876.1,40.88,27.54,598146.82,27.24
897727.63,40.89,27.55,598910.54,27.28
897439.93,40.89,27.54,598595.8,27.27
898043.59,40.93,27.59,599443.66,27.32
897431.01,40.92,27.58,598854.45,27.31
897431.01,40.92,27.58,598804.59,27.3
897038.94,40.92,27.58,598658.79,27.31
897038.94,40.92,27.58,598658.79,27.31
896890.47,40.93,27.59,599090.95,27.34
896742.0,40.95,27.6,599050.51,27.35
896593.52,40.96,27.61,598990.61,27.36
896427.14,40.96,27.61,598640.3,27.35
896802.29,40.98,27.64,598619.91,27.35
896728.75,40.99,27.65,597195.67,27.3
896768.98,41.01,27.67,597517.47,27.33
896416.38,41.0,27.66,597586.83,27.33
896267.91,41.02,27.67,597695.33,27.35
896553.27,41.04,27.69,597844.74,27.36
896404.8,41.05,27.71,597855.33,27.38
896256.33,41.06,27.72,597795.86,27.39
896107.86,41.07,27.73,597745.65,27.4
896386.48,41.11,27.76,597631.52,27.41
896238.0,41.12,27.77,598140.62,27.44
896132.37,41.13,27.79,598499.96,27.47
896132.37,41.13,27.79,598499.96,27.47
896172.6,41.15,27.8,599038.66,27.51
895903.63,41.15,27.81,598263.36,27.48
896215.31,41.18,27.84,598379.46,27.49
896215.31,41.18,27.84,598379.46,27.49
896543.51,41.2,27.86,598885.31,27.52
898324.24,41.29,27.95,600603.56,27.61
898231.84,41.3,27.96,600453.69,27.61
898093.98,41.31,27.97,600465.61,27.62
898134.21,41.33,27.99,600757.88,27.65
897985.74,41.34,28.0,601449.33,27.69
897837.27,41.35,28.01,601423.72,27.7
897688.8,41.37,28.02,601280.13,27.71
897540.33,41.38,28.04,601880.31,27.75
897391.86,41.39,28.05,601843.78,27.76
897677.22,41.41,28.07,603897.75,27.86
897528.75,41.43,28.08,603867.93,27.87
897380.27,41.44,28.09,603837.75,27.88
897420.51,41.46,28.11,603791.25,27.89
897652.61,41.48,28.13,603994.82,27.91
897504.14,41.49,28.15,604206.4,27.93
897355.67,41.5,28.16,604132.3,27.94
897641.03,41.52,28.18,605944.25,28.03
897681.26,41.54,28.2,605838.33,28.04
897955.8,41.55,28.21,606379.81,28.06
897807.33,41.57,28.22,606472.42,28.08
897383.45,41.56,28.22,605935.54,28.06
897835.6,41.59,28.24,605932.23,28.07
898280.05,41.61,28.27,607497.52,28.14
897965.0,41.61,28.26,607126.82,28.13
898653.27,41.66,28.32,608500.71,28.21
898761.06,41.68,28.34,608760.06,28.23
898387.23,41.67,28.33,608456.95,28.23
898839.38,41.7,28.36,608580.61,28.23
899124.74,41.72,28.38,609044.25,28.26
899124.74,41.72,28.38,608995.67,28.26
898421.68,41.71,28.37,608247.55,28.24
898421.68,41.71,28.37,608366.39,28.24
898025.04,41.71,28.37,607909.24,28.24
897887.18,41.72,28.38,607244.09,28.22
897738.71,41.74,28.39,606876.06,28.21
897694.29,41.74,28.39,606948.6,28.22
897545.82,41.75,28.41,607130.28,28.24
897397.35,41.76,28.42,607391.17,28.27
897575.75,41.78,28.44,607328.29,28.27
897496.02,41.8,28.46,607356.17,28.29
897549.09,41.8,28.46,607539.67,28.3
897249.89,41.8,28.45,607362.52,28.29
897249.89,41.8,28.45,607362.52,28.29
897101.42,41.81,28.47,608076.38,28.34
896729.4,41.8,28.46,609095.25,28.39
896646.38,41.82,28.47,608519.28,28.38
896529.75,41.83,28.49,610750.61,28.5
896622.75,41.84,28.49,611673.61,28.54
896622.75,41.84,28.49,611673.61,28.54
896801.15,41.86,28.51,611787.22,28.55
896834.41,41.88,28.53,611859.39,28.57
896864.02,41.9,28.55,611972.16,28.59
896864.02,41.9,28.55,611988.37,28.59
896715.55,41.91,28.56,612009.24,28.6
896567.08,41.92,28.58,612305.99,28.63
896418.61,41.93,28.59,612542.47,28.65
896280.75,41.95,28.6,613375.82,28.71
896280.75,41.95,28.6,613417.77,28.71
896142.9,41.96,28.62,614265.63,28.76
896396.23,41.98,28.64,615533.29,28.83
896739.16,42.02,28.68,615783.09,28.85
896590.69,42.03,28.69,615826.11,28.87
896769.09,42.05,28.71,615722.6,28.87
896663.46,42.07,28.72,616051.16,28.9
897103.66,42.11,28.76,616119.98,28.92
897126.03,42.13,28.79,616978.76,28.97
897411.39,42.15,28.81,616902.55,28.98
897411.39,42.15,28.81,616902.55,28.98
897451.62,42.17,28.83,616882.69,28.99
897630.02,42.19,28.85,617756.86,29.04
897670.25,42.21,28.86,617744.68,29.05
897561.55,42.21,28.86,617665.45,29.04
897273.85,42.2,28.85,617776.18,29.05
897273.85,42.2,28.85,617787.55,29.05
897125.38,42.21,28.87,618103.09,29.08
897165.61,42.23,28.89,617989.66,29.09
896462.55,42.22,28.87,617241.53,29.07
896314.08,42.23,28.89,617142.47,29.08
896835.96,42.25,28.91,617557.16,29.1
896585.77,42.26,28.92,617216.06,29.09
896585.77,42.26,28.92,617132.34,29.09
896628.22,42.26,28.92,618064.19,29.13
896668.46,42.28,28.94,618946.96,29.19
896535.36,42.3,28.95,619529.38,29.23
896575.59,42.31,28.97,619522.44,29.24
896427.12,42.33,28.98,620084.08,29.28
897126.9,42.37,29.03,620258.71,29.3
897412.26,42.4,29.05,620268.8,29.3
897359.49,42.4,29.06,620239.41,29.31
897636.67,42.42,29.08,620217.0,29.31
897488.2,42.44,29.09,620108.17,29.32
897773.56,42.46,29.12,620661.16,29.35
897625.08,42.47,29.13,620435.02,29.36
897665.32,42.49,29.15,620904.45,29.39
897516.85,42.51,29.16,621281.8,29.42
897516.85,42.51,29.16,621262.82,29.42
897368.38,42.52,29.17,621191.38,29.43
897219.9,42.53,29.19,621628.24,29.47
897129.52,42.53,29.19,621586.5,29.47
897129.52,42.53,29.19,621603.51,29.47
897780.27,42.6,29.26,622925.33,29.56
897631.8,42.61,29.27,623267.89,29.59
897624.02,42.63,29.29,623338.33,29.6
897475.55,42.64,29.3,623256.31,29.61
897187.84,42.64,29.29,622858.6,29.6
897228.08,42.66,29.31,623056.82,29.62
897079.61,42.67,29.32,623055.48,29.63
897079.61,42.67,29.32,623563.17,29.66
898536.8,42.76,29.41,626218.34,29.8
898577.03,42.78,29.43,626205.69,29.81
898428.56,42.79,29.45,626165.23,29.82
898280.09,42.8,29.46,626080.72,29.83
898131.61,42.82,29.47,625877.34,29.84
898131.61,42.82,29.47,625851.57,29.84
897834.74,42.81,29.47,625494.93,29.82
897874.98,42.83,29.48,625497.65,29.84
897644.45,42.83,29.49,624400.49,29.79
897270.62,42.82,29.48,624393.47,29.8
897132.77,42.84,29.49,625255.58,29.86
896984.29,42.85,29.51,625177.71,29.87
896835.82,42.87,29.52,625102.66,29.88
896687.35,42.88,29.54,625041.29,29.89
896538.88,42.89,29.55,625207.47,29.91
896401.02,42.91,29.56,625147.32,29.92
896401.02,42.91,29.56,625147.32,29.92
896401.02,42.91,29.56,625271.22,29.93
896441.26,42.92,29.58,625205.9,29.94
896726.62,42.95,29.6,625370.23,29.95
896885.89,42.98,29.63,625910.58,29.99
897171.25,43.0,29.66,626785.05,30.04
897171.25,43.0,29.66,626835.9,30.04
898615.44,43.09,29.75,626881.95,30.06
898981.36,43.12,29.78,629077.19,30.17
898832.89,43.13,29.79,629739.71,30.22
898684.41,43.15,29.8,630203.69,30.26
898724.65,43.16,29.82,630181.3,30.27
898352.63,43.16,29.81,630394.03,30.28
898204.16,43.17,29.83,630382.87,30.3
898244.39,43.19,29.85,631331.76,30.36
898422.79,43.21,29.87,632031.61,30.4
898708.15,43.23,29.89,632149.23,30.41
898860.26,43.25,29.9,632301.34,30.42
898860.26,43.25,29.9,632947.88,30.45
898545.2,43.24,29.9,633520.09,30.49
898396.73,43.25,29.91,633389.43,30.49
898248.26,43.27,29.92,633374.39,30.51
900809.8,43.4,30.06,636550.87,30.67
900850.03,43.42,30.08,636693.58,30.69
900701.56,43.43,30.09,636750.01,30.7
900744.02,43.44,30.09,637017.65,30.72
900320.14,43.43,30.09,636480.77,30.7
900320.14,43.43,30.09,636480.77,30.7
900203.51,43.45,30.1,636435.53,30.72
900055.04,43.46,30.12,636931.47,30.76
899803.79,43.46,30.11,636722.56,30.75
899803.79,43.46,30.11,637794.68,30.8
899804.95,43.46,30.12,638026.37,30.82
899792.37,43.48,30.14,637193.57,30.79
899886.43,43.5,30.16,638736.25,30.88
899926.66,43.52,30.18,638713.92,30.89
900174.44,43.54,30.2,638861.73,30.9
900025.97,43.55,30.21,639107.39,30.93
900225.6,43.58,30.23,640801.56,31.02
900479.58,43.61,30.27,640583.41,31.02
900519.81,43.63,30.29,640502.08,31.03
900581.27,43.65,30.31,641242.91,31.08
900393.86,43.65,30.3,641141.0,31.08
899690.8,43.64,30.29,640381.0,31.06
899542.33,43.65,30.31,640292.24,31.07
899827.69,43.67,30.33,641246.0,31.12
899867.93,43.69,30.35,641169.75,31.13
899719.45,43.71,30.36,641412.15,31.16
900004.81,43.73,30.39,642082.78,31.2
899853.52,43.74,30.4,641975.58,31.21
899806.77,43.76,30.42,643329.49,31.29
899847.0,43.78,30.44,643878.55,31.33
899698.53,43.8,30.45,643765.77,31.34
899566.12,43.79,30.45,643573.09,31.33
899851.48,43.82,30.48,644633.73,31.39
899891.71,43.84,30.49,645545.62,31.45
899891.71,43.84,30.49,645728.28,31.46
901937.96,43.96,30.62,647206.6,31.54
901937.96,43.96,30.62,647228.39,31.54
902313.11,43.98,30.64,647376.57,31.56
902353.34,44.0,30.66,647796.64,31.59
902204.87,44.02,30.67,648158.81,31.62
902490.23,44.04,30.7,648076.47,31.63
902341.76,44.06,30.71,647792.82,31.63
902193.29,44.07,30.73,647917.61,31.65
902233.52,44.09,30.75,647847.52,31.66
902273.75,44.11,30.77,647938.01,31.68
902125.28,44.12,30.78,648132.4,31.7
902410.64,44.15,30.8,647972.19,31.7
902410.64,44.15,30.8,647972.19,31.7
902262.17,44.16,30.82,649250.39,31.78
902302.4,44.18,30.84,649445.57,31.8
902323.63,44.18,30.84,649733.32,31.81
902175.16,44.2,30.85,649655.31,31.83
902037.3,44.21,30.87,649786.21,31.85
901888.83,44.23,30.88,649961.97,31.87
901929.07,44.25,30.9,650042.55,31.89
901780.6,44.26,30.92,650820.3,31.94
901812.06,44.28,30.94,651977.86,32.02
901812.06,44.28,30.94,652003.72,32.02
901663.59,44.3,30.95,652033.59,32.03
901515.12,44.31,30.97,651847.16,32.04
901808.66,44.34,30.99,652275.85,32.07
901848.89,44.36,31.01,652242.94,32.08
902204.41,44.38,31.04,652288.64,32.09
902055.94,44.4,31.05,652167.45,32.1
902096.17,44.42,31.07,652224.66,32.11
901947.7,44.43,31.09,652154.26,32.13
901799.23,44.45,31.1,651936.63,32.13
901726.17,44.45,31.11,651806.63,32.13
901677.47,44.45,31.1,652213.7,32.15
901528.99,44.46,31.12,652891.51,32.2
901380.52,44.48,31.13,652829.86,32.21
901004.37,44.48,31.13,652740.69,32.22
900909.23,44.49,31.15,652583.54,32.23
900771.37,44.51,31.17,652634.59,32.25
900622.9,44.52,31.18,652778.29,32.27
900474.43,44.54,31.2,652745.07,32.29
900325.96,44.55,31.21,653365.68,32.33
900177.49,44.57,31.22,652871.9,32.32
899803.66,44.56,31.22,652568.79,32.32
900089.02,44.58,31.24,652517.52,32.32
900541.17,44.61,31.27,652766.71,32.34
900541.17,44.61,31.27,652766.71,32.34
900392.7,44.63,31.28,652690.06,32.35
900276.03,44.62,31.28,652586.88,32.35
900127.56,44.64,31.3,652908.85,32.38
899979.09,44.65,31.31,652873.95,32.39
899830.61,44.67,31.32,652829.04,32.41
899682.14,44.68,31.34,652763.66,32.42
899951.37,44.71,31.37,652746.53,32.43
899802.9,44.72,31.38,653508.29,32.48
899802.9,44.72,31.38,653508.29,32.48
899843.14,44.74,31.4,654195.42,32.53
900128.5,44.77,31.42,654001.52,32.53
899980.03,44.78,31.44,654191.98,32.55
899980.03,44.78,31.44,654191.98,32.55
900257.2,44.81,31.46,654620.87,32.58
899971.82,44.81,31.47,653950.87,32.56
899823.35,44.83,31.48,653929.93,32.58
899674.87,44.84,31.5,655041.14,32.65
899612.07,44.86,31.52,654754.8,32.65
899897.43,44.89,31.54,655502.96,32.7
899513.6,44.88,31.53,655189.85,32.69
899692.0,44.9,31.56,655498.81,32.71
899692.0,44.9,31.56,655498.81,32.71
899543.53,44.92,31.57,655446.02,32.73
899987.98,44.94,31.6,655559.56,32.74
900273.34,44.97,31.62,655511.47,32.74
900566.89,44.99,31.65,655408.82,32.74
900606.58,45.01,31.66,655682.93,32.77
900334.19,45.01,31.66,655727.38,32.78
900185.72,45.02,31.68,655610.0,32.79
900037.24,45.04,31.69,656324.05,32.84
899990.49,45.06,31.71,656692.92,32.88
900704.16,45.1,31.76,657066.48,32.9
900704.16,45.1,31.76,657304.17,32.92
900555.69,45.12,31.78,657668.08,32.95
900407.22,45.13,31.79,657346.84,32.95
900258.75,45.15,31.81,657453.58,32.97
900337.22,45.18,31.83,657382.56,32.99
900188.75,45.19,31.85,658034.62,33.03
900040.27,45.21,31.86,658020.71,33.05
900080.51,45.23,31.88,657906.23,33.06
900080.51,45.23,31.88,658243.62,33.08
900080.51,45.23,31.88,659086.54,33.12
901507.85,45.32,31.98,661311.15,33.25
901507.85,45.32,31.98,661311.15,33.25
901359.38,45.34,31.99,661242.79,33.26
901546.09,45.37,32.03,660581.53,33.24
901397.62,45.38,32.04,660526.68,33.26
901397.62,45.38,32.04,660726.72,33.27
901655.99,45.41,32.06,660965.32,33.29
901507.52,45.42,32.08,660861.19,33.3
901547.75,45.44,32.1,661044.91,33.32
901833.11,45.47,32.12,661798.51,33.37
901716.48,45.48,32.14,661857.06,33.39
901716.48,45.48,32.14,662222.62,33.4
901568.01,45.5,32.16,662241.55,33.42
901419.54,45.52,32.17,662187.71,33.44
901271.07,45.53,32.19,662169.22,33.45
901122.6,45.55,32.2,662643.76,33.49
901122.6,45.55,32.2,662603.17,33.49
901369.19,45.57,32.23,662720.6,33.5
901009.28,45.57,32.22,662147.02,33.49
901384.43,45.59,32.25,662130.23,33.49
901235.96,45.61,32.26,661844.94,33.49
901424.97,45.63,32.29,661861.38,33.51
903897.05,45.77,32.43,665691.47,33.71
904272.19,45.8,32.46,666136.82,33.74
904272.19,45.8,32.46,666206.86,33.74
904530.81,45.83,32.48,666843.57,33.78
904534.7,45.83,32.48,666908.85,33.79
904386.23,45.84,32.5,666907.03,33.8
904237.76,45.86,32.51,667307.89,33.84
904277.99,45.88,32.53,668027.04,33.89
904277.99,45.88,32.53,668027.04,33.89
904129.52,45.89,32.55,667493.63,33.88
903981.05,45.91,32.57,667193.5,33.88
903981.05,45.91,32.57,667193.5,33.88
904637.89,45.97,32.62,668524.02,33.97
904489.42,45.98,32.64,668509.97,33.99
904774.78,46.01,32.66,669213.69,34.03
904744.58,46.03,32.69,672017.13,34.19
904596.11,46.05,32.7,672613.54,34.24
904752.8,46.08,32.73,672071.68,34.23
904752.8,46.08,32.73,672093.48,34.23
904359.18,46.07,32.73,671680.48,34.22
904627.69,46.09,32.75,671813.0,34.23
904471.34,46.1,32.75,671240.25,34.21
904127.64,46.09,32.75,670793.82,34.2
903979.17,46.11,32.77,670714.1,34.21
904157.57,46.14,32.79,672103.72,34.29
904009.1,46.15,32.81,672076.46,34.31
904009.1,46.15,32.81,671919.74,34.3
904294.46,46.18,32.83,672020.19,34.32
904145.99,46.19,32.85,672362.58,34.35
904324.38,46.22,32.87,673181.99,34.4
904175.91,46.23,32.89,673090.38,34.42
904216.15,46.25,32.91,672600.44,34.41
904067.68,46.27,32.93,672476.4,34.42
903817.25,46.27,32.93,672347.37,34.42
903529.54,46.26,32.92,672041.99,34.41
903561.39,46.27,32.92,674211.67,34.52
903846.75,46.29,32.95,674619.29,34.55
903846.75,46.29,32.95,674642.39,34.55
903846.75,46.29,32.95,674642.39,34.55
903158.85,46.28,32.94,674072.01,34.54
903469.31,46.32,32.98,674344.08,34.57
903775.9,46.35,33.0,675796.81,34.66
903797.13,46.35,33.0,676020.48,34.67
903648.66,46.36,33.02,676191.69,34.69
903678.28,46.38,33.04,676709.32,34.73
903678.28,46.38,33.04,676633.37,34.73
