ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
cpu050,0.0,1.3,43,1.0,043e,FGD1000desharemdaf9c,share,FGDScore,af9c,2397,7439,53.3,99.5,95.1,281471426232320.0,6179.0,5905400.0,37.73,42.91,1.99,12.2,1.6,3.57,0.0,98.01,528302452244480.0,6212.0,6212000.0
