ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
345065.53,5.56,0.38,172246.78,2.77
345013.8,5.56,0.38,172181.78,2.77
344962.08,5.56,0.38,172133.68,2.77
344910.36,5.56,0.38,172133.68,2.77
344343.65,5.55,0.37,171441.11,2.76
343965.5,5.54,0.37,170937.09,2.75
343913.77,5.54,0.37,170937.09,2.75
343862.05,5.54,0.37,171874.22,2.77
344232.77,5.55,0.38,171874.22,2.77
343854.61,5.54,0.37,171370.21,2.76
343590.95,5.54,0.37,171370.21,2.76
343539.23,5.54,0.37,171370.21,2.76
343502.52,5.54,0.37,171207.64,2.76
342935.82,5.53,0.36,170515.07,2.75
342935.82,5.53,0.36,170515.07,2.75
342884.09,5.53,0.36,170515.07,2.75
343254.81,5.54,0.36,170515.07,2.75
343132.77,5.54,0.36,170515.81,2.75
343081.05,5.54,0.36,170515.74,2.75
342895.61,5.53,0.36,170204.43,2.75
342843.88,5.53,0.36,170203.76,2.75
342792.16,5.53,0.36,170741.04,2.76
342500.9,5.53,0.36,170449.78,2.75
342122.74,5.52,0.35,169945.77,2.74
342071.02,5.52,0.35,169846.14,2.74
341504.31,5.51,0.34,169153.57,2.73
341126.16,5.51,0.34,168649.55,2.72
340748.01,5.5,0.33,168145.53,2.72
340696.28,5.5,0.33,167693.83,2.71
340579.58,5.5,0.33,167451.26,2.71
340527.85,5.5,0.33,167386.26,2.7
340800.26,5.51,0.34,167663.45,2.71
340748.54,5.51,0.34,167663.45,2.71
340696.81,5.51,0.34,167663.45,2.71
340402.68,5.5,0.33,167368.16,2.71
340203.42,5.5,0.33,166552.55,2.69
340475.82,5.51,0.33,166579.76,2.69
340424.1,5.51,0.33,166578.61,2.69
340045.94,5.5,0.33,166074.59,2.69
339994.22,5.5,0.33,166079.2,2.69
339942.5,5.5,0.33,166079.2,2.69
339890.77,5.5,0.33,166079.2,2.69
340285.23,5.51,0.34,166122.61,2.69
340233.51,5.51,0.34,166305.13,2.69
340181.78,5.51,0.34,166317.93,2.69
339803.63,5.5,0.33,165943.18,2.69
339751.91,5.5,0.33,165939.94,2.69
339185.2,5.5,0.32,165247.37,2.68
339133.48,5.5,0.32,165137.51,2.68
338566.77,5.49,0.31,164444.94,2.67
338450.07,5.49,0.31,164202.37,2.66
338398.34,5.49,0.31,164202.37,2.66
338346.62,5.49,0.31,164058.29,2.66
338294.9,5.49,0.31,164058.29,2.66
337916.74,5.48,0.31,163683.54,2.65
337865.02,5.48,0.31,163706.99,2.66
337486.86,5.47,0.3,163332.23,2.65
337108.71,5.47,0.3,162828.21,2.64
336542.0,5.46,0.29,162135.64,2.63
336490.28,5.46,0.29,162133.96,2.63
336438.56,5.46,0.29,162170.32,2.63
336060.4,5.46,0.28,161666.3,2.62
336008.68,5.46,0.28,161666.3,2.63
335956.95,5.46,0.28,161666.3,2.63
335679.99,5.45,0.28,161194.57,2.62
335628.26,5.45,0.28,161194.57,2.62
335576.54,5.45,0.28,161244.69,2.62
334910.1,5.44,0.27,160635.63,2.61
334858.37,5.44,0.27,160645.96,2.61
334806.65,5.44,0.27,160643.5,2.61
334754.92,5.44,0.27,160643.5,2.61
334754.92,5.44,0.27,160643.5,2.61
334477.96,5.44,0.27,160171.76,2.6
334426.23,5.44,0.27,160171.76,2.6
334259.38,5.44,0.26,161610.38,2.63
334630.1,5.44,0.27,161637.12,2.63
334578.37,5.44,0.27,161644.65,2.63
334526.65,5.44,0.27,161704.07,2.63
334050.21,5.44,0.26,161285.01,2.62
333998.49,5.44,0.26,161176.68,2.62
333925.61,5.44,0.26,163084.74,2.65
333873.89,5.44,0.26,163079.96,2.65
333822.17,5.44,0.26,163079.96,2.66
333958.99,5.44,0.27,163038.45,2.65
334447.98,5.45,0.27,162647.68,2.65
334153.85,5.44,0.27,162357.03,2.64
334290.67,5.44,0.27,162718.96,2.65
334238.95,5.44,0.27,162718.96,2.65
334040.44,5.44,0.27,164510.1,2.68
333988.71,5.44,0.27,164510.22,2.68
334383.17,5.45,0.28,165593.83,2.7
334331.45,5.45,0.28,165593.71,2.7
334279.72,5.45,0.28,165593.71,2.7
334279.72,5.45,0.28,165619.41,2.7
334228.0,5.45,0.28,165619.41,2.7
334176.28,5.45,0.28,165760.03,2.7
334124.55,5.45,0.28,165619.41,2.7
333864.15,5.45,0.27,165354.53,2.7
334000.97,5.45,0.28,165354.53,2.7
334137.8,5.45,0.28,165354.53,2.7
334086.07,5.45,0.28,165354.53,2.7
334041.33,5.45,0.28,165076.75,2.69
333989.61,5.45,0.28,165076.75,2.69
333937.89,5.45,0.28,165127.73,2.7
334037.4,5.45,0.28,164546.67,2.69
334037.4,5.45,0.28,164546.67,2.69
334362.99,5.46,0.29,165200.66,2.7
334311.27,5.46,0.29,165166.4,2.7
334259.54,5.46,0.29,165628.17,2.7
334621.7,5.47,0.29,165870.12,2.71
334569.97,5.47,0.29,165870.12,2.71
334518.25,5.47,0.29,165870.12,2.71
334880.4,5.47,0.3,165872.29,2.71
334828.68,5.47,0.3,165870.97,2.71
334534.8,5.47,0.3,165648.38,2.71
334250.92,5.46,0.29,165647.52,2.71
334199.2,5.46,0.29,165681.5,2.71
334147.48,5.46,0.29,165648.09,2.71
334095.75,5.46,0.29,165647.52,2.71
334044.03,5.46,0.29,165777.52,2.71
334438.49,5.47,0.3,166866.97,2.73
334386.76,5.47,0.3,166753.87,2.73
334523.59,5.47,0.3,166940.04,2.73
334660.42,5.48,0.3,166940.04,2.73
334932.82,5.48,0.31,166940.04,2.73
334881.1,5.48,0.31,166946.12,2.73
334829.37,5.48,0.31,166945.72,2.73
334777.65,5.48,0.31,166940.04,2.73
334725.93,5.48,0.31,167677.77,2.75
334725.93,5.48,0.31,167677.77,2.75
335096.64,5.49,0.32,167677.77,2.75
335096.64,5.49,0.32,167677.77,2.75
335245.34,5.49,0.32,167662.41,2.75
335181.75,5.49,0.32,167608.56,2.75
335318.57,5.49,0.32,167608.56,2.75
334956.13,5.49,0.32,167608.56,2.75
334904.41,5.49,0.32,167619.82,2.75
334852.68,5.49,0.32,167618.25,2.75
334800.96,5.49,0.32,167609.02,2.75
334749.23,5.49,0.32,168119.48,2.76
334697.51,5.49,0.32,168011.16,2.76
334697.51,5.49,0.32,168011.16,2.76
334538.73,5.49,0.31,167852.68,2.75
334538.73,5.49,0.31,167852.68,2.75
334687.43,5.49,0.32,167898.34,2.75
334687.43,5.49,0.32,167898.34,2.75
334623.83,5.49,0.32,167773.87,2.75
334623.83,5.49,0.32,167773.87,2.75
334572.11,5.49,0.32,167769.09,2.75
334520.38,5.49,0.32,167769.09,2.75
334567.65,5.49,0.32,166969.53,2.74
334515.93,5.49,0.32,166969.53,2.74
334515.93,5.49,0.32,166969.53,2.74
334464.2,5.49,0.32,166971.41,2.74
334601.03,5.49,0.32,166969.53,2.74
334549.3,5.49,0.32,166969.53,2.74
334497.58,5.49,0.32,167238.29,2.75
334859.73,5.5,0.33,167077.84,2.74
334808.01,5.5,0.33,167585.6,2.75
334756.29,5.5,0.33,167556.1,2.75
335118.44,5.51,0.33,167895.75,2.76
335489.16,5.51,0.34,168024.93,2.76
335126.72,5.51,0.33,167782.65,2.76
335074.99,5.51,0.34,167842.65,2.76
335453.68,5.51,0.34,167859.77,2.76
335401.96,5.51,0.34,168180.58,2.76
334988.16,5.51,0.34,168180.58,2.77
334791.27,5.51,0.34,167964.67,2.77
334739.54,5.51,0.34,167944.35,2.77
334687.82,5.51,0.34,167851.57,2.76
334687.82,5.51,0.34,167851.57,2.76
334490.93,5.51,0.34,167633.92,2.76
334439.2,5.51,0.34,167633.92,2.76
334439.2,5.51,0.34,167633.92,2.76
334387.48,5.51,0.34,167633.92,2.76
334335.75,5.51,0.34,167634.78,2.76
334284.03,5.51,0.34,167634.74,2.76
334232.31,5.51,0.34,167633.92,2.76
334180.58,5.51,0.34,167966.99,2.77
334128.86,5.51,0.34,167966.99,2.77
333911.87,5.51,0.33,167761.39,2.77
333860.15,5.51,0.33,167761.39,2.77
333808.43,5.51,0.33,167761.39,2.77
333808.43,5.51,0.33,167753.94,2.77
333438.01,5.5,0.33,167362.9,2.76
333588.69,5.5,0.33,167003.54,2.76
333428.75,5.5,0.33,166737.29,2.75
333579.42,5.5,0.33,166377.93,2.75
333527.7,5.5,0.33,166377.97,2.75
333527.7,5.5,0.33,166372.73,2.75
333475.98,5.5,0.33,166372.69,2.75
333316.03,5.5,0.33,166106.45,2.74
333316.03,5.5,0.33,166106.45,2.74
333158.93,5.5,0.33,165953.27,2.74
333529.65,5.51,0.33,166165.38,2.74
333477.93,5.51,0.33,166281.4,2.75
333626.63,5.51,0.34,166236.63,2.75
333563.03,5.51,0.34,166134.92,2.74
333404.48,5.51,0.34,165961.6,2.74
333042.04,5.5,0.33,165648.14,2.74
332990.31,5.5,0.33,165693.46,2.74
333361.03,5.51,0.34,165693.46,2.74
333309.31,5.51,0.34,165693.46,2.74
333634.67,5.51,0.34,165695.72,2.74
333272.23,5.51,0.34,165694.51,2.74
333220.51,5.51,0.34,165693.46,2.74
333357.33,5.51,0.34,166087.18,2.75
333305.61,5.51,0.34,165833.09,2.74
333253.88,5.51,0.34,165833.09,2.74
333202.16,5.51,0.34,165833.09,2.74
333150.44,5.51,0.34,166370.42,2.75
333287.26,5.52,0.34,166491.19,2.76
333424.09,5.52,0.35,166495.97,2.76
333372.36,5.52,0.35,166496.9,2.76
333509.19,5.52,0.35,166492.4,2.76
333457.46,5.52,0.35,166491.19,2.76
333405.74,5.52,0.35,166973.48,2.77
333118.65,5.52,0.34,166681.63,2.76
333066.93,5.52,0.35,166562.05,2.76
333015.2,5.52,0.35,166562.05,2.76
332963.48,5.52,0.35,166562.05,2.76
333114.15,5.52,0.35,166202.69,2.75
332954.21,5.52,0.35,165936.44,2.75
332902.49,5.52,0.35,165961.21,2.75
332850.77,5.52,0.35,165963.17,2.75
332799.04,5.52,0.35,165975.31,2.75
332747.32,5.52,0.35,165945.82,2.75
333267.54,5.53,0.36,166481.5,2.76
333215.82,5.53,0.36,166212.46,2.76
333215.82,5.53,0.36,166212.46,2.76
333164.1,5.53,0.36,166556.85,2.76
333112.37,5.53,0.36,166473.24,2.76
333060.65,5.53,0.36,166452.93,2.76
333197.47,5.53,0.36,166538.86,2.76
333145.75,5.53,0.36,166538.86,2.77
332987.68,5.53,0.36,166298.2,2.76
332935.95,5.53,0.36,166298.2,2.76
332884.23,5.53,0.36,166304.72,2.76
333021.05,5.53,0.36,165911.44,2.76
332969.33,5.53,0.36,165911.19,2.76
332917.61,5.53,0.36,165907.71,2.76
332865.88,5.53,0.36,165626.89,2.75
333138.29,5.54,0.37,166069.96,2.76
333509.01,5.54,0.37,166199.13,2.76
333457.28,5.54,0.37,166051.67,2.76
333094.84,5.54,0.37,165809.4,2.76
333094.84,5.54,0.37,165809.4,2.76
333046.68,5.54,0.37,165842.21,2.76
332994.95,5.54,0.37,165902.21,2.76
332943.23,5.54,0.37,165789.11,2.76
332891.51,5.54,0.37,165789.11,2.76
333040.2,5.54,0.37,165771.32,2.76
332756.32,5.54,0.37,165492.09,2.75
332692.73,5.54,0.37,165835.19,2.76
332692.73,5.54,0.37,165835.19,2.76
332641.0,5.54,0.37,165722.09,2.76
332589.28,5.54,0.37,165722.09,2.76
332537.56,5.54,0.37,165722.09,2.76
332239.86,5.53,0.36,165420.88,2.75
332188.14,5.53,0.36,165420.88,2.76
332136.42,5.53,0.36,165424.5,2.76
332507.13,5.54,0.37,165422.05,2.76
332507.13,5.54,0.37,165436.3,2.76
332293.09,5.54,0.36,165435.13,2.76
332241.37,5.54,0.36,165543.96,2.76
332189.64,5.54,0.36,165712.87,2.76
332326.47,5.54,0.37,165905.33,2.77
332463.29,5.54,0.37,165998.28,2.77
332411.57,5.54,0.37,165998.28,2.77
332411.57,5.54,0.37,165998.28,2.77
332782.29,5.55,0.38,165998.28,2.77
333054.69,5.55,0.38,165998.31,2.77
333002.97,5.55,0.38,165998.4,2.77
332808.84,5.55,0.38,165998.28,2.77
332757.11,5.55,0.38,166041.58,2.77
332705.39,5.55,0.38,166077.75,2.77
332653.67,5.55,0.38,166153.91,2.77
332291.22,5.55,0.37,166319.7,2.78
332428.05,5.55,0.38,166360.99,2.78
332319.5,5.55,0.38,166252.21,2.78
332267.78,5.55,0.38,166231.89,2.78
332404.6,5.55,0.38,166317.83,2.78
332352.88,5.55,0.38,166205.59,2.78
332352.88,5.55,0.38,166213.2,2.78
332301.15,5.55,0.38,166212.34,2.78
332671.87,5.56,0.38,166212.34,2.78
332620.15,5.56,0.38,166212.34,2.78
332770.82,5.56,0.39,165852.97,2.77
332667.37,5.56,0.39,166295.25,2.78
332507.43,5.56,0.39,166029.01,2.78
332455.71,5.56,0.39,166025.76,2.78
332403.99,5.56,0.39,165915.9,2.77
332352.26,5.56,0.39,165915.9,2.78
332230.22,5.56,0.38,165758.0,2.77
332600.94,5.56,0.39,165758.0,2.77
332549.22,5.56,0.39,165782.86,2.77
332549.22,5.56,0.39,165782.86,2.77
332335.17,5.56,0.39,165762.15,2.77
332283.45,5.56,0.39,165758.0,2.77
332231.73,5.56,0.39,165811.17,2.78
332602.44,5.57,0.4,165826.17,2.78
332602.44,5.57,0.4,165826.28,2.78
332550.72,5.57,0.4,165758.35,2.78
332823.13,5.57,0.4,166742.4,2.79
332771.4,5.57,0.4,166722.09,2.79
332408.96,5.57,0.39,166305.57,2.79
332779.68,5.57,0.4,166607.81,2.79
332727.95,5.57,0.4,166607.81,2.79
332676.23,5.57,0.4,166607.81,2.79
332624.51,5.57,0.4,166636.18,2.79
332572.78,5.57,0.4,166617.49,2.79
332521.06,5.57,0.4,166651.2,2.79
332469.33,5.57,0.4,166651.2,2.79
332417.61,5.57,0.4,166651.2,2.79
332365.88,5.57,0.4,166951.8,2.8
332314.16,5.57,0.4,166951.8,2.8
332093.75,5.57,0.4,166747.43,2.8
332093.75,5.57,0.4,166744.26,2.8
332042.03,5.57,0.4,166797.66,2.8
331747.9,5.57,0.39,166528.66,2.79
331696.18,5.57,0.39,166483.03,2.79
331968.58,5.57,0.4,166475.49,2.79
331968.58,5.57,0.4,166475.49,2.79
331916.86,5.57,0.4,166891.69,2.8
331634.6,5.57,0.39,166558.66,2.8
331571.0,5.57,0.39,166505.26,2.8
331843.41,5.57,0.4,166505.26,2.8
331791.69,5.57,0.4,166505.26,2.8
331739.96,5.57,0.4,166519.24,2.8
331377.52,5.57,0.39,166184.21,2.79
331325.8,5.57,0.39,166179.9,2.79
331274.07,5.57,0.39,166066.8,2.79
331222.35,5.57,0.39,166066.8,2.79
331593.07,5.57,0.4,166110.86,2.79
331865.47,5.58,0.41,166110.86,2.79
331813.75,5.58,0.41,166110.86,2.79
331762.02,5.58,0.41,166119.22,2.79
331710.3,5.58,0.41,166994.35,2.81
331658.58,5.58,0.41,166996.46,2.81
331606.85,5.58,0.41,166987.91,2.81
331463.74,5.58,0.4,167402.84,2.82
331614.42,5.58,0.41,167043.48,2.81
331945.88,5.59,0.41,167256.77,2.81
331894.15,5.59,0.41,167634.32,2.82
332276.74,5.59,0.42,167907.76,2.83
332225.02,5.59,0.42,167907.76,2.83
332173.29,5.59,0.42,167907.76,2.83
332121.57,5.59,0.42,167907.76,2.83
332069.84,5.59,0.42,168000.19,2.83
332218.54,5.6,0.42,167945.18,2.83
332154.95,5.6,0.42,167844.73,2.83
332279.9,5.6,0.43,168004.15,2.83
332228.18,5.6,0.43,168023.23,2.83
331905.4,5.6,0.42,166891.19,2.81
331546.51,5.59,0.42,166661.85,2.81
331683.34,5.59,0.42,166587.27,2.81
331820.17,5.6,0.42,166569.45,2.81
331768.44,5.6,0.42,166928.93,2.82
331472.2,5.59,0.42,166625.95,2.81
331842.92,5.6,0.43,166625.95,2.81
332205.07,5.61,0.43,166017.37,2.8
332153.35,5.61,0.43,166017.37,2.8
332101.62,5.61,0.43,166229.11,2.81
332238.45,5.61,0.44,166146.88,2.8
332387.15,5.61,0.44,166980.51,2.82
332387.15,5.61,0.44,166980.51,2.82
332328.13,5.61,0.44,166882.14,2.82
331975.69,5.61,0.43,166744.04,2.82
332346.41,5.61,0.44,166734.1,2.82
332346.41,5.61,0.44,166734.1,2.82
332618.81,5.62,0.45,166734.3,2.82
332448.0,5.62,0.44,169439.24,2.86
332116.61,5.61,0.44,169119.71,2.86
332064.88,5.61,0.44,169119.61,2.86
332064.88,5.61,0.44,169119.61,2.86
332013.16,5.61,0.44,169132.56,2.86
331961.43,5.61,0.44,169125.0,2.86
331909.71,5.61,0.44,169134.64,2.86
332182.12,5.62,0.44,169134.64,2.86
332130.39,5.62,0.44,169134.64,2.86
332501.11,5.62,0.45,170076.97,2.88
332649.81,5.63,0.45,169948.89,2.87
332774.76,5.63,0.46,170271.8,2.88
332911.59,5.63,0.46,170271.8,2.88
333048.41,5.64,0.46,170275.63,2.88
332996.69,5.64,0.46,170278.66,2.88
332944.96,5.64,0.46,170273.71,2.88
332893.24,5.64,0.46,170271.8,2.88
332530.8,5.63,0.46,169842.97,2.88
332479.07,5.63,0.46,170548.6,2.89
332427.35,5.63,0.46,170436.37,2.89
332564.18,5.63,0.46,170621.68,2.89
332278.62,5.63,0.46,170359.86,2.89
332226.9,5.63,0.46,170359.86,2.89
331932.76,5.62,0.45,170105.18,2.88
331881.04,5.62,0.45,170105.18,2.88
332031.72,5.63,0.46,169745.81,2.88
332401.78,5.63,0.46,170009.57,2.88
332772.49,5.64,0.47,170014.09,2.88
332720.77,5.64,0.47,170012.92,2.88
332857.59,5.64,0.47,170009.57,2.88
332805.87,5.64,0.47,170009.57,2.88
332443.43,5.64,0.47,170352.6,2.89
332391.7,5.64,0.47,170352.6,2.89
332197.57,5.64,0.46,170133.75,2.89
332197.57,5.64,0.46,170133.75,2.89
332717.8,5.64,0.47,170565.5,2.89
332336.35,5.64,0.47,169827.5,2.88
332272.75,5.64,0.47,170219.48,2.89
332272.75,5.64,0.47,170224.77,2.89
332221.03,5.64,0.47,170224.77,2.89
332357.85,5.64,0.47,170225.86,2.89
332494.68,5.64,0.47,170224.77,2.89
332442.96,5.64,0.47,170224.77,2.89
332579.78,5.65,0.48,170224.77,2.89
332716.61,5.65,0.48,171034.99,2.9
332716.61,5.65,0.48,171034.99,2.9
332853.43,5.65,0.48,171155.95,2.91
332801.71,5.65,0.48,171152.71,2.91
332749.98,5.65,0.48,171042.85,2.91
332429.98,5.65,0.48,170722.85,2.9
332378.26,5.65,0.48,170722.85,2.9
332828.05,5.66,0.48,170472.2,2.9
333198.77,5.66,0.49,170472.2,2.9
333147.05,5.66,0.49,170472.2,2.9
332883.38,5.66,0.49,170497.08,2.9
332816.68,5.66,0.49,170493.94,2.9
332764.95,5.66,0.49,170492.97,2.9
333218.33,5.67,0.5,170469.05,2.9
333355.16,5.67,0.5,170469.05,2.9
333355.16,5.67,0.5,170469.05,2.9
333183.45,5.67,0.5,171095.11,2.91
333320.27,5.67,0.5,171271.58,2.91
333457.1,5.67,0.5,171437.21,2.92
333405.38,5.67,0.5,171437.21,2.92
333353.65,5.67,0.5,171437.21,2.92
333301.93,5.67,0.5,171439.22,2.92
333250.2,5.67,0.5,171437.23,2.92
333198.48,5.68,0.5,171437.21,2.92
333146.76,5.68,0.5,171556.84,2.92
333283.58,5.68,0.51,171674.04,2.92
333231.86,5.68,0.51,171615.93,2.92
333180.13,5.68,0.51,171615.93,2.92
333128.41,5.68,0.51,171615.93,2.93
333076.68,5.68,0.51,171615.93,2.93
333024.96,5.68,0.51,171615.93,2.93
332973.24,5.68,0.51,171625.3,2.93
332769.84,5.68,0.5,171514.94,2.93
333042.25,5.68,0.51,171505.57,2.93
332907.15,5.68,0.51,171762.52,2.93
332855.42,5.68,0.51,171762.52,2.93
332803.7,5.68,0.51,172088.29,2.94
332651.9,5.68,0.51,171793.32,2.93
332600.18,5.68,0.51,171773.0,2.93
332548.45,5.68,0.51,171680.22,2.93
332496.73,5.68,0.51,171680.22,2.93
332496.73,5.68,0.51,171680.22,2.93
332496.73,5.68,0.51,171680.22,2.93
332445.01,5.68,0.51,171680.22,2.93
332815.72,5.69,0.51,171683.53,2.93
332552.06,5.68,0.51,171680.26,2.93
332500.34,5.68,0.51,171681.19,2.93
332448.61,5.68,0.51,171803.77,2.94
332773.98,5.69,0.51,171687.82,2.93
332910.8,5.69,0.52,171680.22,2.93
332859.08,5.69,0.52,172412.17,2.95
332807.35,5.69,0.52,172412.17,2.95
333178.07,5.7,0.52,172412.17,2.95
333126.35,5.7,0.53,172414.2,2.95
332832.22,5.69,0.52,172118.42,2.94
332780.49,5.69,0.52,172117.27,2.94
332582.03,5.69,0.52,171891.2,2.94
332907.4,5.7,0.52,171955.59,2.94
333044.22,5.7,0.53,172083.0,2.94
332992.5,5.7,0.53,171890.33,2.94
332705.41,5.69,0.52,172487.33,2.95
332653.68,5.69,0.52,172581.34,2.95
332601.96,5.69,0.52,172581.34,2.95
332874.37,5.7,0.53,172581.55,2.96
332822.64,5.7,0.53,172581.34,2.96
333095.05,5.71,0.53,172590.77,2.96
333367.46,5.71,0.54,172736.35,2.96
333005.01,5.7,0.53,172369.86,2.95
333383.7,5.71,0.54,172216.15,2.95
333179.57,5.71,0.54,172871.96,2.96
333330.25,5.71,0.54,172512.59,2.96
333278.52,5.71,0.54,172544.51,2.96
333014.63,5.71,0.54,172083.06,2.95
333384.69,5.71,0.54,172346.81,2.95
333288.18,5.71,0.54,173009.25,2.97
333560.59,5.72,0.55,173009.25,2.97
333508.87,5.72,0.55,173009.25,2.97
333304.74,5.72,0.54,173017.7,2.97
333253.01,5.72,0.54,173010.23,2.97
333201.29,5.72,0.54,173009.25,2.97
333572.01,5.72,0.55,173009.25,2.97
333934.16,5.73,0.56,173592.25,2.98
333882.43,5.73,0.56,173665.02,2.98
333830.71,5.73,0.56,173844.35,2.98
333778.99,5.73,0.56,173844.35,2.98
333416.54,5.72,0.55,173615.77,2.98
333364.82,5.72,0.55,173615.77,2.98
333735.54,5.73,0.56,173615.77,2.98
333683.81,5.73,0.56,173628.56,2.98
333632.09,5.73,0.56,173625.93,2.98
333580.37,5.73,0.56,173650.81,2.98
333528.64,5.73,0.56,173621.31,2.98
333189.94,5.73,0.55,174036.66,2.99
333138.22,5.73,0.55,173953.05,2.99
333541.07,5.73,0.56,173800.44,2.99
333813.48,5.74,0.57,173790.43,2.99
334021.33,5.74,0.57,174247.37,3.0
333969.6,5.74,0.57,174244.72,3.0
333917.88,5.74,0.57,176122.7,3.03
333634.0,5.74,0.57,175826.18,3.02
333156.11,5.73,0.56,175391.46,3.02
332742.31,5.73,0.56,175391.46,3.02
333179.65,5.74,0.57,173781.19,2.99
333127.93,5.74,0.57,173751.7,2.99
333076.2,5.74,0.57,173668.08,2.99
332714.63,5.73,0.56,175912.13,3.03
332662.9,5.73,0.56,175891.81,3.03
332662.9,5.73,0.56,175891.81,3.03
332611.18,5.73,0.56,175799.03,3.03
332981.9,5.74,0.57,175823.07,3.03
332930.17,5.74,0.57,175823.07,3.03
332878.45,5.74,0.57,175823.07,3.03
332664.4,5.74,0.57,175736.31,3.03
332612.68,5.74,0.57,175819.46,3.03
332951.89,5.75,0.57,175192.16,3.02
333353.41,5.75,0.58,175943.85,3.04
333747.87,5.76,0.59,177145.02,3.06
333696.15,5.76,0.59,177070.28,3.06
333529.3,5.76,0.59,177117.04,3.06
333900.02,5.76,0.59,178163.74,3.08
333848.29,5.76,0.59,178160.5,3.08
333796.57,5.76,0.59,178050.64,3.07
333744.84,5.76,0.59,178050.64,3.08
333693.12,5.76,0.59,178050.64,3.08
333514.69,5.76,0.59,177706.95,3.07
333462.96,5.76,0.59,177711.39,3.07
333411.24,5.76,0.59,177711.22,3.07
333359.52,5.76,0.59,177706.95,3.07
333309.54,5.76,0.59,176232.63,3.05
333257.81,5.76,0.59,176513.25,3.05
333789.91,5.77,0.6,176525.43,3.05
333711.4,5.77,0.6,176912.72,3.06
333604.36,5.77,0.6,176682.63,3.06
333552.64,5.77,0.6,176617.63,3.05
333500.91,5.77,0.6,176569.53,3.05
333449.19,5.77,0.6,176569.53,3.06
333397.47,5.77,0.6,176569.53,3.06
333347.47,5.77,0.6,176526.2,3.05
333875.12,5.78,0.61,176528.83,3.06
333875.12,5.78,0.61,176528.83,3.06
333711.02,5.78,0.6,176526.22,3.06
333659.29,5.78,0.6,176526.2,3.06
333607.57,5.78,0.6,176784.19,3.06
333607.57,5.78,0.6,176784.19,3.06
333879.97,5.78,0.61,176766.82,3.06
334250.69,5.79,0.62,176766.82,3.06
334198.97,5.79,0.62,176766.82,3.06
334147.24,5.79,0.62,176766.82,3.06
334147.24,5.79,0.62,176766.82,3.06
333784.8,5.78,0.61,176823.77,3.06
333616.15,5.78,0.61,176649.51,3.06
333394.1,5.78,0.6,177571.86,3.08
333342.37,5.78,0.6,177598.43,3.08
333290.65,5.78,0.6,177594.7,3.08
333238.92,5.78,0.6,177565.21,3.08
333187.2,5.78,0.6,177481.6,3.08
333136.18,5.78,0.6,176718.6,3.06
333084.46,5.78,0.6,176605.49,3.06
333032.73,5.78,0.6,176605.49,3.06
333073.04,5.78,0.61,176815.86,3.07
333510.37,5.79,0.61,177506.47,3.08
333458.65,5.79,0.61,177506.47,3.08
333361.22,5.79,0.61,177108.9,3.07
333511.9,5.79,0.62,176749.54,3.07
333539.06,5.79,0.62,176666.47,3.07
333545.38,5.79,0.62,177655.37,3.08
333493.66,5.79,0.62,177655.37,3.08
333864.38,5.8,0.62,178017.31,3.09
333812.65,5.8,0.62,178050.4,3.09
333760.93,5.8,0.63,177936.74,3.09
333709.2,5.8,0.63,177936.74,3.09
333834.16,5.8,0.63,177302.76,3.08
333984.83,5.8,0.63,176943.39,3.07
333824.89,5.8,0.63,176677.15,3.07
333773.17,5.8,0.63,176677.15,3.07
333721.44,5.8,0.63,176677.15,3.07
333669.72,5.8,0.63,176677.73,3.07
333618.0,5.8,0.63,176677.3,3.07
333566.27,5.8,0.63,176677.39,3.07
333514.55,5.8,0.63,176810.44,3.08
333462.82,5.8,0.63,176785.89,3.08
333340.79,5.8,0.63,176692.53,3.07
333289.06,5.8,0.63,176583.78,3.07
333237.34,5.8,0.63,176583.78,3.07
333016.93,5.8,0.63,176362.12,3.07
332965.21,5.8,0.63,176362.12,3.07
332913.49,5.8,0.63,176467.93,3.07
332861.76,5.8,0.63,176464.0,3.07
333240.45,5.81,0.63,176411.15,3.07
333116.31,5.8,0.63,176733.72,3.08
332791.51,5.8,0.63,178120.09,3.1
332791.51,5.8,0.63,178120.09,3.1
332942.19,5.8,0.63,177760.73,3.1
332782.25,5.8,0.63,177494.48,3.09
333249.47,5.81,0.64,177416.35,3.09
333249.47,5.81,0.64,177416.35,3.09
333521.88,5.82,0.64,177590.33,3.1
333609.1,5.82,0.65,177566.95,3.1
333557.38,5.82,0.65,177501.95,3.1
333694.2,5.82,0.65,177632.57,3.1
334064.92,5.83,0.66,177632.57,3.1
